Orthogroup	DMIR.longest_only	DKIK.longest_only
OG0002041	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR	LOC108072293|XP_017018852.1|DKIK
OG0002042	LOC108155765|XP_033244262.1|DMIR	LOC108085460|XP_017037564.1|DKIK
OG0002043	LOC108155871|XP_017142479.1|DMIR	LOC108085472|XP_017037577.1|DKIK
OG0002044	LOC108155638|XP_017142069.2|DMIR	LOC108084210|XP_017035814.1|DKIK
OG0002045	LOC108154443|XP_017140204.1|DMIR	LOC108083174|XP_017034350.1|DKIK
OG0002046	LOC108164578|XP_017155886.1|DMIR	LOC108079961|XP_017030011.1|DKIK
OG0002047	LOC108156629|XP_017143701.1|DMIR	LOC108079211|XP_017028969.1|DKIK
OG0002048	LOC108156270|XP_017143128.1|DMIR	LOC108080447|XP_017030672.1|DKIK
OG0002049	LOC108155494|XP_017141811.1|DMIR	LOC108085687|XP_017037873.1|DKIK
OG0002050	LOC108155281|XP_017141479.1|DMIR	LOC108081042|XP_017031495.1|DKIK
OG0002051	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR	LOC108078149|XP_017027280.1|DKIK
OG0002052	LOC108165380|XP_017156907.1|DMIR	LOC108084431|XP_017036127.1|DKIK
OG0002053	LOC108156809|XP_017143991.1|DMIR	LOC108085453|XP_017037554.1|DKIK
OG0002054	LOC108155480|XP_017141792.1|DMIR	LOC108081176|XP_017031726.1|DKIK
OG0002055	LOC108154275|XP_017140013.1|DMIR	LOC108085636|XP_017037811.1|DKIK
OG0002056	LOC108151368|XP_017135418.1|DMIR	LOC108070471|XP_017016445.1|DKIK
OG0002057	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR	LOC108077078|XP_017025735.1|DKIK
OG0002058	LOC108165591|XP_017157155.1|DMIR	LOC108079068|XP_017028771.1|DKIK
OG0002059	LOC108154254|XP_017139977.1|DMIR	LOC108072019|XP_017018488.1|DKIK
OG0002060	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR	LOC108076496|XP_017024878.1|DKIK
OG0002061	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR	LOC108072174|XP_017018719.1|DKIK
OG0002062	LOC108156467|XP_017143423.1|DMIR	LOC108079941|XP_017029974.1|DKIK
OG0002063	LOC108164036|XP_017155106.1|DMIR	LOC108072456|XP_017019079.1|DKIK, LOC108083947|XP_017035440.1|DKIK
OG0002064	LOC117186133|XP_033242197.1|DMIR	LOC108081170|XP_017031715.1|DKIK, LOC108085026|XP_017036964.1|DKIK
OG0002065	LOC108152088|XP_033242271.1|DMIR	LOC108075219|XP_017023050.1|DKIK
OG0002066	LOC108155591|XP_017141995.1|DMIR	LOC108081024|XP_017031465.1|DKIK
OG0002067	LOC108159432|XP_017148192.1|DMIR	LOC108072160|XP_017018695.1|DKIK
OG0002068	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR	LOC108081221|XP_017031787.1|DKIK
OG0002069	LOC117188774|XP_033249028.1|DMIR	LOC108080967|XP_017031373.1|DKIK
OG0002070	LOC108155608|XP_017142023.1|DMIR	LOC108081481|XP_017032169.1|DKIK
OG0002071	LOC108155330|XP_017141560.1|DMIR	LOC108073441|XP_017020553.1|DKIK
OG0002072	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR	LOC108078438|XP_017027809.1|DKIK
OG0002073	LOC108151222|XP_033243458.1|DMIR	LOC108072714|XP_017019454.1|DKIK
OG0002074	LOC117190395|XP_033251362.1|DMIR, LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR	LOC108073130|XP_017020119.1|DKIK
OG0002075	LOC108162382|XP_017152588.1|DMIR	LOC108079672|XP_017029559.1|DKIK
OG0002076	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR	LOC108086116|XP_017038441.1|DKIK
OG0002077	LOC108152463|XP_017137320.1|DMIR	LOC108071506|XP_017017759.1|DKIK
OG0002078	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR	LOC108079835|XP_017029829.1|DKIK
OG0002079	LOC108151025|XP_017134874.1|DMIR	LOC108075033|XP_017022778.1|DKIK
OG0002080	LOC108160690|XP_017150331.1|DMIR	LOC108078396|XP_017027741.1|DKIK
OG0002081	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR	LOC108070828|XP_017016935.1|DKIK
OG0002082	LOC117192874|XP_033253516.1|DMIR, LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR	LOC108076346|XP_017024623.1|DKIK
OG0002083	LOC108164652|XP_033246938.1|DMIR	LOC108084657|XP_017036467.1|DKIK
OG0002084	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR	LOC108072311|XP_017018872.1|DKIK
OG0002085	LOC108160127|XP_017149410.1|DMIR	LOC108078252|XP_017027474.1|DKIK
OG0002086	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR	LOC108072324|XP_017018890.1|DKIK
OG0002087	LOC108150984|XP_017134816.2|DMIR	LOC108073903|XP_017021182.1|DKIK
OG0002088	LOC108151520|XP_017135658.1|DMIR	LOC108075257|XP_017023107.1|DKIK
OG0002089	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR	LOC108078515|XP_017027910.1|DKIK
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC108075308|XP_017023201.1|DKIK
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC108070813|XP_017016901.1|DKIK
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC108071500|XP_017017750.1|DKIK
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC108085206|XP_017037219.1|DKIK
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC108072046|XP_017018520.1|DKIK
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC108083413|XP_017034657.1|DKIK, LOC108080120|XP_017030240.1|DKIK
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC108076400|XP_017024728.1|DKIK
OG0002097	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR	LOC108078086|XP_017027163.1|DKIK
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC108085017|XP_017036950.1|DKIK
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC108083131|XP_017034296.1|DKIK
OG0002101	LOC108160338|XP_017149761.1|DMIR	LOC108070854|XP_017016973.1|DKIK
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC108076716|XP_017025168.1|DKIK
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC108085032|XP_017036968.1|DKIK
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC108085038|XP_017036977.1|DKIK, LOC108077712|XP_017026655.1|DKIK
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC108077061|XP_017025716.1|DKIK
OG0002108	LOC108157574|XP_017145184.1|DMIR, LOC108157572|XP_017145182.1|DMIR, LOC108157573|XP_017145183.1|DMIR	LOC108075463|XP_017023407.1|DKIK
OG0002109	LOC108154545|XP_017140337.1|DMIR	LOC108086025|XP_017038326.1|DKIK
OG0002110	LOC108162878|XP_017153320.1|DMIR	LOC108086160|XP_017038514.1|DKIK
OG0002111	LOC108164320|XP_017155463.1|DMIR	LOC108075924|XP_017024053.1|DKIK
OG0002113	LOC108154426|XP_017140184.1|DMIR	LOC108075479|XP_017023422.1|DKIK
OG0002114	LOC108156374|XP_017143271.1|DMIR	LOC108084942|XP_017036829.1|DKIK, LOC108085054|XP_017037003.1|DKIK
OG0002115	LOC117185842|XP_033246913.1|DMIR, LOC108160050|XP_017149283.2|DMIR	LOC108078419|XP_017027773.1|DKIK, LOC108078420|XP_017027774.1|DKIK
OG0002116	LOC108163195|XP_017153829.1|DMIR	LOC108072478|XP_017019133.1|DKIK
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC108083904|XP_017035389.1|DKIK
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC108077352|XP_017026134.1|DKIK
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC108073443|XP_017020555.1|DKIK
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC108077525|XP_017026383.1|DKIK
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC108075729|XP_017023758.1|DKIK
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC108079612|XP_017029475.1|DKIK
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC108077143|XP_017025850.1|DKIK
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC108072439|XP_017019049.1|DKIK
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC108078369|XP_017027688.1|DKIK
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC108076412|XP_017024742.1|DKIK, LOC108083551|XP_017034884.1|DKIK
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC108084337|XP_017036006.1|DKIK
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC108085692|XP_017037889.1|DKIK
OG0002130	LOC108165560|XP_017157124.1|DMIR	LOC108079366|XP_017029163.1|DKIK
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC108084181|XP_017035761.1|DKIK
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC108074575|XP_017022166.1|DKIK
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC108080550|XP_017030843.1|DKIK
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC108076119|XP_017024336.1|DKIK
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC108074247|XP_017021698.1|DKIK
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC108077860|XP_017026882.1|DKIK
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC108084570|XP_017036323.1|DKIK
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC108083593|XP_017034944.1|DKIK
OG0002139	LOC108163136|XP_017153742.1|DMIR	LOC108079456|XP_017029285.1|DKIK
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC108076932|XP_017025470.1|DKIK
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC108079521|XP_017029349.1|DKIK
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC108077735|XP_017026687.1|DKIK
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC108074421|XP_017021943.1|DKIK
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC108074888|XP_017022585.1|DKIK
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC108083944|XP_017035438.1|DKIK
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC108077732|XP_017026677.1|DKIK
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC108083775|XP_017035188.1|DKIK
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC108073856|XP_017021127.1|DKIK
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC108074896|XP_017022608.1|DKIK
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC108071239|XP_017017416.1|DKIK
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC108076930|XP_017025465.1|DKIK
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC108074082|XP_017021451.1|DKIK
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC108074370|XP_017021883.1|DKIK
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC108079435|XP_017029258.1|DKIK
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC108073678|XP_017020894.1|DKIK
OG0002156	LOC108152889|XP_017138017.1|DMIR	LOC108081866|XP_017032595.1|DKIK
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC108073232|XP_017020269.1|DKIK
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC108081222|XP_017031788.1|DKIK
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC108074227|XP_017021661.1|DKIK
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC108084061|XP_017035568.1|DKIK
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC108085683|XP_017037866.1|DKIK
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC108085915|XP_017038176.1|DKIK
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC108083867|XP_017035345.1|DKIK
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC108081269|XP_017031855.1|DKIK
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC108077002|XP_017025564.1|DKIK
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC108076897|XP_017025420.1|DKIK
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC108082465|XP_017033337.1|DKIK
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC108072071|XP_017018563.1|DKIK
OG0002169	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR	LOC108078902|XP_017028524.1|DKIK
OG0002170	LOC108164432|XP_017155615.1|DMIR	LOC108083287|XP_017034510.1|DKIK
OG0002171	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR	LOC108084567|XP_017036316.1|DKIK
OG0002172	LOC108157171|XP_017144579.1|DMIR	LOC108071346|XP_017017571.1|DKIK
OG0002173	LOC108163149|XP_017153754.1|DMIR	LOC108077190|XP_017025924.1|DKIK
OG0002174	LOC108157268|XP_017144745.1|DMIR	LOC108077618|XP_017026513.1|DKIK
OG0002175	LOC108157269|XP_017144746.1|DMIR	LOC108077619|XP_017026514.1|DKIK
OG0002176	LOC108157271|XP_017144752.2|DMIR, LOC108154042|XP_033245432.1|DMIR	LOC108084624|XP_017036401.1|DKIK
OG0002177	LOC108157652|XP_017145292.1|DMIR	LOC108077623|XP_017026520.1|DKIK
OG0002178	LOC108155604|XP_033245710.1|DMIR	LOC108084945|XP_017036831.1|DKIK
OG0002179	LOC108156122|XP_017142917.2|DMIR	LOC108073526|XP_017020696.1|DKIK
OG0002180	LOC108156280|XP_017143142.2|DMIR	LOC108073711|XP_017020935.1|DKIK
OG0002181	LOC108159304|XP_017147969.1|DMIR	LOC108085776|XP_017038015.1|DKIK
OG0002182	LOC108154717|XP_017140559.1|DMIR	LOC108077748|XP_017026705.1|DKIK
OG0002183	LOC108159745|XP_017148773.1|DMIR	LOC108082601|XP_017033563.1|DKIK
OG0002184	LOC108155469|XP_017141779.1|DMIR	LOC108073212|XP_017020272.1|DKIK
OG0002185	LOC108155122|XP_017141253.1|DMIR	LOC108081067|XP_017031537.1|DKIK
OG0002186	LOC108164015|XP_017155080.1|DMIR	LOC108075799|XP_017023859.1|DKIK
OG0002187	LOC108156834|XP_017144032.1|DMIR	LOC108084256|XP_017035888.1|DKIK
OG0002188	LOC108158749|XP_017146848.1|DMIR, LOC117190508|XP_033251465.1|DMIR	LOC108072123|XP_017018640.1|DKIK
OG0002189	LOC108156888|XP_017144113.1|DMIR	LOC108083802|XP_017035231.1|DKIK
OG0002190	LOC108156248|XP_017143086.2|DMIR	LOC108084592|XP_017036356.1|DKIK
OG0002191	LOC108151655|XP_017135863.2|DMIR	LOC108075206|XP_017023030.1|DKIK
OG0002192	LOC117186619|XP_033243516.1|DMIR, LOC108152270|XP_017136979.2|DMIR	LOC108080665|XP_017030986.1|DKIK
OG0002193	LOC117187111|XP_033244970.1|DMIR, LOC117187110|XP_033244969.1|DMIR, LOC108156144|XP_033244968.1|DMIR	LOC108077737|XP_017026689.1|DKIK
OG0002194	LOC108154315|XP_017140063.1|DMIR	LOC108083684|XP_017035051.1|DKIK
OG0002195	LOC108156943|XP_017144196.1|DMIR	LOC108084613|XP_017036387.1|DKIK
OG0002196	LOC108156920|XP_017144159.1|DMIR	LOC108073401|XP_017020482.1|DKIK
OG0002197	LOC108151929|XP_017136343.1|DMIR	LOC108079024|XP_017028692.1|DKIK
OG0002198	LOC108155825|XP_017142410.1|DMIR	LOC108081206|XP_017031764.1|DKIK
OG0002199	LOC108155933|XP_017142579.1|DMIR	LOC108085014|XP_017036947.1|DKIK
OG0002200	LOC108164681|XP_017156032.1|DMIR	LOC108079392|XP_017029204.1|DKIK
OG0002202	LOC108156879|XP_017144098.2|DMIR	LOC108084286|XP_017035932.1|DKIK
OG0002203	LOC108157015|XP_033245275.1|DMIR	LOC108077851|XP_017026872.1|DKIK
OG0002204	LOC108155952|XP_033244245.1|DMIR	LOC108073444|XP_017020556.1|DKIK
OG0002205	LOC108154662|XP_017140488.1|DMIR	LOC108074059|XP_017021420.1|DKIK
OG0002206	LOC108157486|XP_017145070.1|DMIR	LOC108083629|XP_017034988.1|DKIK
OG0002207	LOC108156867|XP_017144084.1|DMIR	LOC108085721|XP_017037933.1|DKIK
OG0002208	LOC108156880|XP_017144101.2|DMIR	LOC108085737|XP_017037955.1|DKIK
OG0002209	LOC108165472|XP_017157011.1|DMIR	LOC108079158|XP_017028895.1|DKIK
OG0002210	LOC108157450|XP_017144999.1|DMIR	LOC108070726|XP_017016811.1|DKIK
OG0002211	LOC108157006|XP_017144294.1|DMIR	LOC108074095|XP_017021476.1|DKIK
OG0002212	LOC108156624|XP_017143670.1|DMIR	LOC108084619|XP_017036394.1|DKIK
OG0002213	LOC108155597|XP_017142008.1|DMIR	LOC108080435|XP_017030658.1|DKIK
OG0002214	LOC108155548|XP_017141916.1|DMIR	LOC108073338|XP_017020391.1|DKIK
OG0002215	LOC108155327|XP_033245921.1|DMIR	LOC108075506|XP_017023462.1|DKIK
OG0002216	LOC108161702|XP_017151506.1|DMIR	LOC108078351|XP_017027649.1|DKIK
OG0002217	LOC108157325|XP_017144831.1|DMIR	LOC108085909|XP_017038166.1|DKIK
OG0002218	LOC108164565|XP_033250515.1|DMIR, LOC117189480|XP_033250507.1|DMIR	LOC108083563|XP_017034907.1|DKIK
OG0002219	LOC108157667|XP_017145316.1|DMIR	LOC108074118|XP_017021507.1|DKIK
OG0002220	LOC108153921|XP_017139506.1|DMIR	LOC108074032|XP_017021388.1|DKIK
OG0002221	LOC108165400|XP_017156928.1|DMIR	LOC108078583|XP_017027992.1|DKIK
OG0002222	LOC108159081|XP_017147524.1|DMIR	LOC108078355|XP_017027659.1|DKIK
OG0002223	LOC117185729|XP_033250407.1|DMIR	LOC108076385|XP_017024697.1|DKIK
OG0002224	LOC108158090|XP_017145733.2|DMIR	LOC108078114|XP_017027206.1|DKIK
OG0002225	LOC108153239|XP_017138566.1|DMIR	LOC108070604|XP_017016663.1|DKIK
OG0002226	LOC108158762|XP_017146871.1|DMIR, LOC117189885|XP_033250855.1|DMIR	LOC108076341|XP_017024617.1|DKIK
OG0002227	LOC108159238|XP_017147847.1|DMIR	LOC108085154|XP_017037171.1|DKIK
OG0002228	LOC108160366|XP_017149827.1|DMIR, LOC117190735|XP_033251690.1|DMIR	LOC108074743|XP_017022405.1|DKIK
OG0002229	LOC117185899|XP_033254433.1|DMIR, LOC108159108|XP_017147571.1|DMIR	LOC108076504|XP_017024891.1|DKIK, LOC108076155|XP_017024370.1|DKIK
OG0002230	LOC108158915|XP_033254256.1|DMIR, LOC117185795|XP_033247972.1|DMIR	LOC108078257|XP_017027481.1|DKIK
OG0002231	LOC108160144|XP_017149442.2|DMIR, LOC117188038|XP_033247088.1|DMIR	LOC108081332|XP_017031962.1|DKIK
OG0002232	LOC108159329|XP_017148014.1|DMIR, LOC117192599|XP_033253203.1|DMIR	LOC108078238|XP_017027433.1|DKIK
OG0002233	LOC108153611|XP_017139199.1|DMIR	LOC108070392|XP_017016330.1|DKIK
OG0002234	LOC108159832|XP_033246803.1|DMIR	LOC108082621|XP_017033590.1|DKIK
OG0002235	LOC117192737|XP_033253373.1|DMIR, LOC117192735|XP_033253366.1|DMIR, LOC108159054|XP_017147477.1|DMIR	LOC108078263|XP_017027491.1|DKIK
OG0002236	LOC117191325|XP_033252116.1|DMIR, LOC108160696|XP_017150337.1|DMIR	LOC108072194|XP_017018742.1|DKIK
OG0002237	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR	LOC108072121|XP_017018634.1|DKIK
OG0002238	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR	LOC108070530|XP_017016541.1|DKIK
OG0002239	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR	LOC108078392|XP_017027736.1|DKIK
OG0002240	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR	LOC108076752|XP_017025237.1|DKIK
OG0002241	LOC108151242|XP_017135232.1|DMIR	LOC108078761|XP_017028286.1|DKIK
OG0002242	LOC108152690|XP_017137683.1|DMIR	LOC108078843|XP_017028427.1|DKIK
OG0002243	LOC108157067|XP_017144391.1|DMIR	LOC108084138|XP_017035670.1|DKIK
OG0002244	LOC108151899|XP_017136298.1|DMIR	LOC108072729|XP_017019478.1|DKIK
OG0002245	LOC108153045|XP_017138296.1|DMIR	LOC108070559|XP_017016573.1|DKIK
OG0002246	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR	LOC108080699|XP_017031026.1|DKIK
OG0002247	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR	LOC108072073|XP_017018565.1|DKIK
OG0002248	LOC108152359|XP_017137121.1|DMIR	LOC108079845|XP_017029841.1|DKIK
OG0002249	LOC108165350|XP_017156872.1|DMIR	LOC108078622|XP_017028034.1|DKIK
OG0002250	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR	LOC108077971|XP_017027002.1|DKIK
OG0002251	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR	LOC108076816|XP_017025336.1|DKIK
OG0002252	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR	LOC108076826|XP_017025348.1|DKIK
OG0002253	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR	LOC108070899|XP_017017038.1|DKIK
OG0002254	LOC108154776|XP_017140650.1|DMIR	LOC108073346|XP_017020400.1|DKIK
OG0002255	LOC108155700|XP_017142167.1|DMIR, LOC108164864|XP_017156292.1|DMIR	LOC108079393|XP_017029205.1|DKIK
OG0002256	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR	LOC108078519|XP_017027913.1|DKIK
OG0002257	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR	LOC108078218|XP_017027396.1|DKIK
OG0002258	LOC108152292|XP_017137003.1|DMIR	LOC108079805|XP_017029773.1|DKIK
OG0002259	LOC117186177|XP_033242321.1|DMIR	LOC108084876|XP_017036762.1|DKIK
OG0002260	LOC108154847|XP_017140752.1|DMIR	LOC108073923|XP_017021209.1|DKIK
OG0002261	LOC108156518|XP_017143512.1|DMIR, LOC108151446|XP_017135547.1|DMIR	LOC108083240|XP_017034435.1|DKIK
OG0002262	LOC117193338|XP_033253956.1|DMIR, LOC108159863|XP_017148953.1|DMIR	LOC108078267|XP_017027505.1|DKIK
OG0002263	LOC108152016|XP_017136481.1|DMIR	LOC108078708|XP_017028158.1|DKIK
OG0002264	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR	LOC108078354|XP_017027658.1|DKIK
OG0002265	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR	LOC108071925|XP_017018374.1|DKIK
OG0002266	LOC108153376|XP_017138835.1|DMIR	LOC108083015|XP_017034130.1|DKIK
OG0002267	LOC108151799|XP_017136139.1|DMIR	LOC108078921|XP_017028556.1|DKIK
OG0002268	LOC108152256|XP_017136954.1|DMIR	LOC108085810|XP_017038050.1|DKIK
OG0002269	LOC117192306|XP_033252850.1|DMIR, LOC108160228|XP_017149570.1|DMIR	LOC108082421|XP_017033274.1|DKIK
OG0002270	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR	LOC108078377|XP_017027699.1|DKIK
OG0002271	LOC108152901|XP_017138036.1|DMIR	LOC108078887|XP_017028506.1|DKIK
OG0002272	LOC108151541|XP_017135690.1|DMIR	LOC108079874|XP_017029879.1|DKIK
OG0002273	LOC108153334|XP_033242881.1|DMIR	LOC108083741|XP_017035143.1|DKIK
OG0002274	LOC108152213|XP_017136861.1|DMIR	LOC108075173|XP_017022984.1|DKIK
OG0002275	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR	LOC108078704|XP_017028151.1|DKIK
OG0002276	LOC108151318|XP_017135347.1|DMIR	LOC108079044|XP_017028719.1|DKIK
OG0002277	LOC108152933|XP_017138113.1|DMIR	LOC108079117|XP_017028846.1|DKIK
OG0002278	LOC108165316|XP_033243627.1|DMIR	LOC108085979|XP_017038269.1|DKIK
OG0002279	LOC108152285|XP_017136992.1|DMIR	LOC108078809|XP_017028376.1|DKIK
OG0002280	LOC108165436|XP_033242057.1|DMIR	LOC108078691|XP_017028130.1|DKIK
OG0002281	LOC108151674|XP_017135904.1|DMIR	LOC108079769|XP_017029684.1|DKIK
OG0002282	LOC108151178|XP_017135098.1|DMIR	LOC108073942|XP_017021245.1|DKIK
OG0002283	LOC108159226|XP_017147816.1|DMIR	LOC108076266|XP_017024503.1|DKIK
OG0002284	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR	LOC108076781|XP_017025276.1|DKIK
OG0002285	LOC108161665|XP_017151453.1|DMIR	LOC108079346|XP_017029142.1|DKIK
OG0002286	LOC108159379|XP_017148096.1|DMIR	LOC108072365|XP_017018948.1|DKIK
OG0002287	LOC108160090|XP_017149356.1|DMIR	LOC108078365|XP_017027676.1|DKIK
OG0002288	LOC108152335|XP_017137083.1|DMIR	LOC108078813|XP_017028381.1|DKIK
