Orthogroup	DMIR.longest_only	SLEB.longest_only
OG0000229	LOC108157515|XP_017145104.1|DMIR	LOC115624302|XP_030374784.1|SLEB
OG0000230	LOC108160294|XP_017149690.1|DMIR	LOC115620034|XP_030369003.1|SLEB
OG0000230	LOC108160295|XP_017149694.1|DMIR, LOC108158080|XP_033246395.1|DMIR, LOC117192889|XP_033253524.1|DMIR	LOC115628487|XP_030380518.1|SLEB
OG0000231	LOC108163938|XP_033249341.1|DMIR, LOC108163946|XP_033248942.1|DMIR	LOC115622754|XP_030372668.1|SLEB
OG0000232	LOC108157394|XP_017144924.1|DMIR	LOC115622840|XP_030372779.1|SLEB
OG0000232	LOC117188042|XP_033247110.1|DMIR, LOC108158320|XP_017146050.1|DMIR	LOC115633034|XP_030386277.1|SLEB
OG0000232	LOC108158265|XP_017145991.1|DMIR	LOC115632955|XP_030386155.1|SLEB
OG0000233	LOC108156017|XP_017142735.1|DMIR	LOC115620298|XP_030369340.1|SLEB
OG0000233	LOC108157577|XP_017145187.1|DMIR	LOC115621547|XP_030371075.1|SLEB
OG0000233	LOC108157435|XP_017144978.1|DMIR	LOC115621471|XP_030370990.1|SLEB
OG0000234	LOC108160383|XP_017149852.2|DMIR	LOC115620229|XP_030369230.1|SLEB, LOC115634729|XP_030388473.1|SLEB
OG0000234	LOC108160384|XP_017149854.1|DMIR	LOC115634736|XP_030388484.1|SLEB
OG0000235	LOC108157148|XP_017144545.1|DMIR	LOC115620737|XP_030369982.1|SLEB
OG0000235	LOC108157147|XP_017144542.1|DMIR, LOC108157522|XP_017145116.1|DMIR	LOC115628006|XP_030379828.1|SLEB, LOC115628076|XP_030379943.1|SLEB, LOC115620405|XP_030369484.1|SLEB
OG0000236	LOC108163944|XP_017154972.1|DMIR	LOC115631143|XP_030383673.1|SLEB
OG0000236	LOC108163633|XP_017154531.1|DMIR	LOC115622109|XP_030371810.1|SLEB
OG0000236	LOC108164570|XP_017155878.1|DMIR	LOC115626745|XP_030378056.1|SLEB
OG0000237	LOC117189930|XP_033250899.1|DMIR, LOC108159934|XP_033246910.1|DMIR	LOC115620066|XP_030369068.1|SLEB
OG0000237	LOC108153957|XP_033244123.1|DMIR	LOC115629497|XP_030381834.1|SLEB
OG0000238	LOC108163763|XP_017154726.1|DMIR	LOC115631222|XP_030383788.1|SLEB
OG0000238	LOC108163764|XP_017154728.1|DMIR	LOC115630687|XP_030383194.1|SLEB, LOC115630659|XP_030383160.1|SLEB
OG0000239	LOC108155037|XP_017141091.1|DMIR	LOC115625266|XP_030376126.1|SLEB
OG0000240	LOC108156040|XP_017142793.1|DMIR	LOC115623585|XP_030373845.1|SLEB
OG0000240	LOC108157746|XP_033245686.1|DMIR	LOC115623904|XP_030374320.1|SLEB
OG0000240	LOC108157300|XP_017144790.1|DMIR	LOC115623901|XP_030374315.1|SLEB
OG0000241	LOC117187261|XP_033245479.1|DMIR, LOC117187262|XP_033245481.1|DMIR, LOC108156019|XP_033245480.1|DMIR, LOC117186331|XP_033242876.1|DMIR, LOC108151034|XP_033247572.1|DMIR, LOC117188198|XP_033247570.1|DMIR, LOC117185976|XP_033244015.1|DMIR, LOC117186895|XP_033244083.1|DMIR, LOC108157152|XP_033244076.1|DMIR, LOC117186893|XP_033244071.1|DMIR, LOC117186894|XP_033244082.1|DMIR, LOC117185924|XP_033244084.1|DMIR, LOC108160243|XP_033244091.1|DMIR, LOC117186903|XP_033244110.1|DMIR, LOC108157941|XP_033244097.1|DMIR, LOC117186897|XP_033244096.1|DMIR, LOC108165261|XP_033243985.1|DMIR, LOC117187072|XP_033244796.1|DMIR, LOC108161283|XP_017150992.2|DMIR, LOC117186904|XP_033244113.1|DMIR, LOC117186045|XP_033242005.1|DMIR, LOC117186812|XP_033243992.1|DMIR, LOC117186804|XP_033243982.1|DMIR, LOC117186805|XP_033243984.1|DMIR, LOC108161282|XP_017150991.2|DMIR	LOC115624179|XP_030374634.1|SLEB
OG0000243	LOC108153409|XP_017138893.1|DMIR, LOC117186308|XP_033242794.1|DMIR, LOC108153408|XP_017138892.1|DMIR	LOC115623194|XP_030373276.1|SLEB, LOC115623137|XP_030373206.1|SLEB
OG0000244	LOC108157729|XP_017145389.1|DMIR, LOC117187350|XP_033245709.1|DMIR, LOC108157517|XP_033245817.1|DMIR	LOC115620842|XP_030370141.1|SLEB, LOC115621139|XP_030370556.1|SLEB
OG0000246	LOC108159468|XP_017148276.1|DMIR, LOC117191958|XP_033252589.1|DMIR, LOC117190450|XP_033251414.1|DMIR, LOC117191956|XP_033252588.1|DMIR, LOC117189803|XP_033250754.1|DMIR, LOC117191955|XP_033252587.1|DMIR	LOC115629487|XP_030381821.1|SLEB
OG0000247	LOC108151117|XP_017135024.1|DMIR, LOC108151116|XP_017135022.1|DMIR, LOC117185731|XP_033242926.1|DMIR	LOC115632325|XP_030385289.1|SLEB
OG0000248	LOC108152401|XP_017137188.1|DMIR	LOC115632342|XP_030385308.1|SLEB
OG0000248	LOC108152402|XP_017137193.1|DMIR	LOC115632240|XP_030385162.1|SLEB
OG0000248	LOC117189401|XP_033250426.1|DMIR, LOC108161012|XP_017150810.1|DMIR	LOC115633718|XP_030387043.1|SLEB
OG0000249	LOC108162791|XP_017153180.1|DMIR	LOC115631616|XP_030384281.1|SLEB
OG0000249	LOC108162789|XP_017153179.1|DMIR	LOC115631615|XP_030384280.1|SLEB
OG0000249	LOC108162785|XP_017153174.1|DMIR	LOC115631840|XP_030384543.1|SLEB
OG0000250	LOC108163580|XP_033248948.1|DMIR	LOC115630965|XP_030383404.1|SLEB
OG0000250	LOC108163259|XP_033248952.1|DMIR	LOC115631061|XP_030383560.1|SLEB
OG0000250	LOC108164129|XP_017155217.2|DMIR	LOC115630961|XP_030383396.1|SLEB
OG0000251	LOC108164700|XP_017156060.1|DMIR	LOC115629102|XP_030381282.1|SLEB
OG0000251	LOC108161013|XP_017150811.1|DMIR, LOC117185705|XP_033254691.1|DMIR	LOC115634025|XP_030387420.1|SLEB
OG0000251	LOC108152518|XP_017137404.1|DMIR	LOC115632180|XP_030385074.1|SLEB
OG0000252	LOC108158240|XP_017145962.1|DMIR	LOC115624779|XP_030375471.1|SLEB
OG0000252	LOC108158228|XP_017145949.2|DMIR	LOC115624892|XP_030375600.1|SLEB
OG0000252	LOC108158264|XP_017145990.1|DMIR	LOC115624819|XP_030375527.1|SLEB
OG0000253	LOC108158183|XP_017145890.1|DMIR	LOC115628483|XP_030380472.1|SLEB
OG0000254	LOC108153954|XP_033244118.1|DMIR, LOC108153952|XP_033244116.1|DMIR, LOC108153953|XP_017139540.2|DMIR, LOC117191456|XP_033252209.1|DMIR	LOC115629075|XP_030381251.1|SLEB, LOC115628615|XP_030380659.1|SLEB
OG0000255	LOC108159102|XP_017147561.1|DMIR	LOC115628151|XP_030379985.1|SLEB
OG0000255	LOC108159100|XP_017147560.1|DMIR	LOC115626265|XP_030377437.1|SLEB, LOC115626264|XP_030377434.1|SLEB
OG0000256	LOC108159930|XP_017149065.1|DMIR	LOC115625928|XP_030377028.1|SLEB
OG0000256	LOC108160086|XP_033246484.1|DMIR, LOC117189431|XP_033250442.1|DMIR, LOC108160084|XP_017149345.1|DMIR	LOC115626545|XP_030377786.1|SLEB
OG0000257	LOC117190242|XP_033251186.1|DMIR, LOC117190251|XP_033251197.1|DMIR, LOC117190275|XP_033251242.1|DMIR, LOC117190276|XP_033251243.1|DMIR, LOC117190296|XP_033251270.1|DMIR, LOC117190253|XP_033251199.1|DMIR, LOC117190256|XP_033251204.1|DMIR, LOC117190255|XP_033251202.1|DMIR, LOC117190254|XP_033251201.1|DMIR, LOC117190249|XP_033251194.1|DMIR, LOC117190252|XP_033251198.1|DMIR, LOC117190250|XP_033251195.1|DMIR, LOC117190247|XP_033251191.1|DMIR, LOC117190261|XP_033251208.1|DMIR, LOC117190262|XP_033251209.1|DMIR, LOC117190258|XP_033251206.1|DMIR, LOC117190243|XP_033251187.1|DMIR, LOC117190245|XP_033251189.1|DMIR, LOC117190260|XP_033251207.1|DMIR, LOC117191692|XP_033252381.1|DMIR, LOC117190271|XP_033251234.1|DMIR, LOC117190303|XP_033251280.1|DMIR, LOC117190277|XP_033251246.1|DMIR, LOC117188260|XP_033247710.1|DMIR, LOC117188259|XP_033247709.1|DMIR, LOC117188261|XP_033247711.1|DMIR, LOC117190302|XP_033251279.1|DMIR, LOC117188253|XP_033247704.1|DMIR, LOC117188216|XP_033247607.1|DMIR, LOC117188244|XP_033247695.1|DMIR, LOC117188248|XP_033247698.1|DMIR, LOC117188252|XP_033247703.1|DMIR, LOC117188249|XP_033247699.1|DMIR, LOC117188251|XP_033247701.1|DMIR, LOC108159434|XP_033247694.1|DMIR, LOC117188250|XP_033247700.1|DMIR, LOC117190232|XP_033251173.1|DMIR, LOC117191690|XP_033252380.1|DMIR, LOC117190265|XP_033251213.1|DMIR, LOC117190246|XP_033251190.1|DMIR, LOC117188256|XP_033247706.1|DMIR, LOC117190293|XP_033251266.1|DMIR, LOC117188255|XP_033247705.1|DMIR, LOC117190244|XP_033251188.1|DMIR, LOC117190241|XP_033251185.1|DMIR, LOC117190235|XP_033251174.1|DMIR, LOC108159431|XP_033251175.1|DMIR, LOC117190240|XP_033251184.1|DMIR, LOC117190237|XP_033251176.1|DMIR, LOC117190238|XP_033251179.1|DMIR, LOC117190230|XP_033251172.1|DMIR, LOC117190227|XP_033251169.1|DMIR, LOC117190228|XP_033251171.1|DMIR	LOC115628176|XP_030380023.1|SLEB
OG0000258	LOC108154024|XP_017139606.1|DMIR	LOC115633768|XP_030387103.1|SLEB
OG0000258	LOC108153549|XP_017139106.1|DMIR	LOC115633769|XP_030387104.1|SLEB
OG0000259	LOC108157818|XP_017145506.1|DMIR	LOC115626357|XP_030377568.1|SLEB
OG0000259	LOC108164011|XP_033249256.1|DMIR	LOC115626479|XP_030377726.1|SLEB
OG0000260	LOC108160340|XP_017149770.1|DMIR, LOC117189344|XP_033250373.1|DMIR	LOC115634537|XP_030388207.1|SLEB
OG0000260	LOC108156861|XP_017144078.1|DMIR	LOC115625322|XP_030376203.1|SLEB
OG0000260	LOC117187964|XP_033246868.1|DMIR	LOC115634540|XP_030388210.1|SLEB
OG0000261	LOC108162468|XP_017152706.1|DMIR, LOC108162470|XP_017152707.1|DMIR	LOC115630786|XP_030383302.1|SLEB
OG0000262	LOC108165484|XP_017157026.1|DMIR	LOC115632269|XP_030385209.1|SLEB
OG0000262	LOC108165483|XP_017157025.1|DMIR	LOC115632169|XP_030385057.1|SLEB
OG0000262	LOC108160700|XP_017150344.1|DMIR	LOC115634802|XP_030388570.1|SLEB
OG0000263	LOC117191753|XP_033252423.1|DMIR, LOC108158931|XP_017147226.1|DMIR	LOC115634810|XP_030388582.1|SLEB
OG0000263	LOC108165574|XP_017157136.1|DMIR	LOC115632680|XP_030385773.1|SLEB
OG0000264	LOC117186622|XP_033243522.1|DMIR	LOC115627036|XP_030378427.1|SLEB
OG0000264	LOC108159693|XP_017148695.2|DMIR	LOC115626719|XP_030378023.1|SLEB
OG0000264	LOC108156424|XP_017143362.1|DMIR	LOC115620694|XP_030369924.1|SLEB
OG0000265	LOC117185832|XP_017135471.1|DMIR, LOC108151395|XP_017135470.1|DMIR, LOC108151391|XP_017135462.1|DMIR	LOC115624940|XP_030375651.1|SLEB, LOC115628273|XP_030380157.1|SLEB
OG0000266	LOC108162451|XP_017152683.1|DMIR, LOC108160853|XP_017150600.1|DMIR, LOC117193550|XP_033254188.1|DMIR, LOC117193746|XP_033254362.1|DMIR, LOC108158280|XP_017146004.1|DMIR	LOC115624198|XP_030374665.1|SLEB
OG0000267	LOC108157554|XP_017145147.1|DMIR	LOC115621311|XP_030370785.1|SLEB, LOC115620877|XP_030370214.1|SLEB
OG0000267	LOC108157584|XP_017145197.1|DMIR	LOC115620876|XP_030370213.1|SLEB
OG0000268	LOC108154305|XP_017140047.1|DMIR	LOC115621611|XP_030371164.1|SLEB
OG0000268	LOC108154283|XP_017140022.1|DMIR	LOC115621817|XP_030371465.1|SLEB
OG0000269	LOC108156637|XP_017143723.1|DMIR	LOC115622094|XP_030371796.1|SLEB, LOC115622036|XP_030371763.1|SLEB
OG0000270	LOC108158682|XP_017146703.2|DMIR, LOC117185827|XP_033247092.1|DMIR	LOC115633989|XP_030387372.1|SLEB
OG0000271	LOC108163771|XP_017154737.1|DMIR	LOC115626627|XP_030377890.1|SLEB
OG0000271	LOC117187819|XP_033246572.1|DMIR, LOC108159625|XP_017148571.2|DMIR	LOC115626251|XP_030377404.1|SLEB
OG0000271	LOC117191076|XP_033251936.1|DMIR, LOC108158476|XP_017146270.2|DMIR	LOC115631517|XP_030384150.1|SLEB
OG0000272	LOC108151974|XP_033243807.1|DMIR	LOC115622375|XP_030372157.1|SLEB
OG0000272	LOC108164421|XP_033250301.1|DMIR	LOC115628054|XP_030379870.1|SLEB
OG0000273	LOC108155285|XP_017141491.1|DMIR	LOC115625162|XP_030375954.1|SLEB
OG0000273	LOC108162637|XP_017152950.1|DMIR	LOC115630640|XP_030383140.1|SLEB
OG0000273	LOC108155967|XP_033244513.1|DMIR	LOC115623182|XP_030373262.1|SLEB, LOC115624315|XP_030374804.1|SLEB
OG0000274	LOC108156318|XP_017143196.1|DMIR, LOC108154337|XP_017140087.2|DMIR, LOC108159948|XP_017149095.2|DMIR, LOC117187968|XP_033246896.1|DMIR	LOC115628757|XP_030380836.1|SLEB
OG0000276	LOC117192864|XP_033253508.1|DMIR, LOC108160088|XP_017149354.2|DMIR, LOC117188280|XP_033247735.1|DMIR, LOC117185916|XP_033253510.1|DMIR, LOC117193440|XP_033254081.1|DMIR	LOC115634709|XP_030388453.1|SLEB, LOC115627351|XP_030378859.1|SLEB
OG0000277	LOC108154518|XP_033246069.1|DMIR, LOC108154634|XP_033246068.1|DMIR, LOC108154519|XP_017140309.2|DMIR	LOC115620466|XP_030369557.1|SLEB
OG0000279	LOC108152584|XP_017137517.1|DMIR	LOC115632514|XP_030385565.1|SLEB
OG0000279	LOC117186680|XP_033243620.1|DMIR, LOC117186678|XP_033243615.1|DMIR, LOC108152585|XP_017137518.2|DMIR, LOC117192828|XP_033253483.1|DMIR, LOC117186679|XP_033243617.1|DMIR	LOC115632545|XP_030385620.1|SLEB
OG0000280	LOC108151165|XP_017135084.1|DMIR	LOC115634463|XP_030388049.1|SLEB
OG0000280	LOC108151166|XP_017135085.1|DMIR	LOC115634464|XP_030388050.1|SLEB
OG0000280	LOC108151164|XP_017135083.1|DMIR	LOC115634462|XP_030388048.1|SLEB
OG0000281	LOC108151701|XP_017135944.1|DMIR	LOC115622662|XP_030372535.1|SLEB
OG0000281	LOC108165119|XP_033241899.1|DMIR	LOC115627309|XP_030378812.1|SLEB
OG0000281	LOC108161621|XP_017151411.1|DMIR	LOC115633344|XP_030386638.1|SLEB
OG0000282	LOC108151836|XP_033242684.1|DMIR	LOC115623288|XP_030373432.1|SLEB
OG0000282	LOC108151838|XP_033242686.1|DMIR	LOC115622407|XP_030372199.1|SLEB
OG0000283	LOC108157047|XP_017144352.1|DMIR	LOC115621703|XP_030371271.1|SLEB
OG0000284	LOC108163992|XP_017155050.1|DMIR	LOC115624494|XP_030375057.1|SLEB
OG0000284	LOC108163893|XP_017154901.1|DMIR	LOC115626017|XP_030377125.1|SLEB
OG0000285	LOC117191103|XP_033251957.1|DMIR, LOC108158465|XP_017146245.1|DMIR	LOC115634699|XP_030388437.1|SLEB
OG0000285	LOC108160636|XP_017150254.1|DMIR	LOC115634700|XP_030388438.1|SLEB
OG0000286	LOC108163810|XP_017154789.2|DMIR	LOC115626031|XP_030377142.1|SLEB
OG0000287	LOC108160022|XP_017149251.1|DMIR	LOC115629191|XP_030381451.1|SLEB
OG0000287	LOC108160038|XP_017149274.1|DMIR	LOC115629189|XP_030381449.1|SLEB
OG0000287	LOC108160049|XP_017149286.1|DMIR	LOC115629190|XP_030381450.1|SLEB
OG0000289	LOC117186597|XP_033243467.1|DMIR	LOC115622555|XP_030372384.1|SLEB
OG0000289	LOC108165389|XP_033243670.1|DMIR	LOC115622538|XP_030372361.1|SLEB
OG0000291	LOC108153424|XP_017138916.1|DMIR	LOC115623139|XP_030373209.1|SLEB
OG0000292	LOC108159781|XP_017148830.1|DMIR	LOC115629203|XP_030381466.1|SLEB
OG0000292	LOC108151616|XP_017135802.1|DMIR	LOC115622507|XP_030372316.1|SLEB
OG0000293	LOC108156517|XP_017143511.1|DMIR	LOC115621446|XP_030370960.1|SLEB
OG0000293	LOC108164007|XP_017155070.2|DMIR	LOC115629462|XP_030381790.1|SLEB
OG0000294	LOC108161670|XP_017151464.1|DMIR	LOC115626156|XP_030377280.1|SLEB
OG0000294	LOC108156392|XP_033251250.1|DMIR	LOC115628011|XP_030379794.1|SLEB
OG0000295	LOC117189989|XP_033250965.1|DMIR, LOC108160763|XP_017150451.1|DMIR	LOC115634207|XP_030387660.1|SLEB
OG0000295	LOC108153975|XP_017139561.2|DMIR	LOC115621438|XP_030370951.1|SLEB
OG0000296	LOC108162304|XP_017152461.1|DMIR	LOC115626003|XP_030377110.1|SLEB
OG0000296	LOC108152099|XP_017136639.1|DMIR	LOC115632655|XP_030385746.1|SLEB
OG0000296	LOC108156710|XP_017143851.1|DMIR	LOC115633248|XP_030386505.1|SLEB
OG0000297	LOC108160938|XP_017150715.1|DMIR, LOC117190880|XP_033251788.1|DMIR, LOC108160939|XP_017150716.1|DMIR, LOC117192025|XP_033252634.1|DMIR, LOC117190968|XP_033251847.1|DMIR	LOC115634662|XP_030388382.1|SLEB, LOC115634515|XP_030388141.1|SLEB
OG0000298	LOC108164760|XP_017156159.1|DMIR	LOC115629689|XP_030382069.1|SLEB
OG0000298	LOC108157795|XP_017145517.1|DMIR, LOC108161510|XP_017151276.2|DMIR	LOC115632266|XP_030385205.1|SLEB
OG0000298	LOC108161683|XP_017151482.1|DMIR	LOC115626581|XP_030377822.1|SLEB, LOC115626498|XP_030377744.1|SLEB
OG0000299	LOC108156548|XP_017143555.1|DMIR	LOC115621106|XP_030370505.1|SLEB
OG0000299	LOC108157076|XP_017144401.1|DMIR	LOC115621107|XP_030370508.1|SLEB
OG0000299	LOC108157078|XP_033244438.1|DMIR	LOC115620994|XP_030370374.1|SLEB
OG0000300	LOC108150753|XP_017134535.1|DMIR, LOC108165338|XP_017156861.1|DMIR, LOC108150752|XP_017134534.1|DMIR	LOC115622251|XP_030372010.1|SLEB
OG0000301	LOC108164510|XP_017155780.1|DMIR	LOC115627835|XP_030379540.1|SLEB
OG0000301	LOC108163241|XP_017153893.1|DMIR	LOC115631508|XP_030384133.1|SLEB
OG0000302	LOC108152257|XP_017136955.1|DMIR	LOC115622720|XP_030372621.1|SLEB
OG0000302	LOC108152258|XP_017136956.1|DMIR	LOC115622723|XP_030372624.1|SLEB
OG0000303	LOC108150856|XP_017134648.1|DMIR	LOC115623204|XP_030373289.1|SLEB
OG0000303	LOC117192266|XP_033252816.1|DMIR	LOC115627907|XP_030379662.1|SLEB
OG0000303	LOC108162383|XP_017152589.1|DMIR	LOC115627884|XP_030379630.1|SLEB
OG0000304	LOC108163311|XP_017154023.1|DMIR, LOC108163587|XP_017154453.1|DMIR	LOC115626437|XP_030377672.1|SLEB
OG0000304	LOC108154781|XP_017140656.1|DMIR	LOC115620846|XP_030370149.1|SLEB
OG0000304	LOC108154782|XP_017140657.1|DMIR	LOC115620932|XP_030370299.1|SLEB
OG0000305	LOC108165275|XP_017156799.1|DMIR	LOC115624852|XP_030375557.1|SLEB
OG0000306	LOC117191814|XP_033252468.1|DMIR, LOC108159378|XP_017148095.1|DMIR	LOC115630964|XP_030383407.1|SLEB
OG0000307	LOC117187161|XP_033245138.1|DMIR, LOC117185911|XP_033245140.1|DMIR, LOC117187162|XP_033245144.1|DMIR, LOC117187163|XP_033245145.1|DMIR, LOC117187431|XP_033245982.1|DMIR, LOC117187159|XP_033245134.1|DMIR, LOC108155797|XP_033245124.1|DMIR	LOC115623546|XP_030373791.1|SLEB
OG0000307	LOC108155584|XP_017141979.1|DMIR	LOC115620661|XP_030369872.1|SLEB
OG0000308	LOC108161210|XP_017150921.1|DMIR, LOC108161209|XP_017150920.1|DMIR, LOC108162719|XP_017153073.1|DMIR	LOC115628472|XP_030380454.1|SLEB
OG0000309	LOC108157346|XP_017144855.1|DMIR, LOC108157344|XP_033245520.1|DMIR	LOC115623228|XP_030373336.1|SLEB
OG0000310	LOC117191251|XP_033252061.1|DMIR, LOC108154958|XP_017140960.1|DMIR, LOC108154159|XP_017139812.1|DMIR	LOC115627310|XP_030378813.1|SLEB
OG0000311	LOC108156694|XP_017143826.2|DMIR, LOC108154193|XP_017139898.1|DMIR, LOC108158976|XP_017147311.1|DMIR	LOC115627454|XP_030378982.1|SLEB
OG0000312	LOC108163577|XP_033249056.1|DMIR	LOC115626574|XP_030377813.1|SLEB
OG0000312	LOC108164058|XP_017155126.1|DMIR	LOC115631394|XP_030383976.1|SLEB
OG0000313	LOC108162090|XP_033249311.1|DMIR	LOC115629415|XP_030381760.1|SLEB, LOC115628461|XP_030380441.1|SLEB
OG0000313	LOC108163596|XP_033249805.1|DMIR, LOC108163597|XP_033249765.1|DMIR, LOC108163732|XP_017154678.1|DMIR	LOC115625678|XP_030376674.1|SLEB
OG0000314	LOC108163016|XP_033248883.1|DMIR	LOC115631544|XP_030384179.1|SLEB
OG0000314	LOC108162880|XP_033248880.1|DMIR	LOC115630940|XP_030383367.1|SLEB
OG0000315	LOC108163636|XP_017154534.1|DMIR	LOC115631181|XP_030383731.1|SLEB
OG0000316	LOC108160107|XP_017149388.2|DMIR, LOC117188142|XP_033247423.1|DMIR	LOC115633897|XP_030387261.1|SLEB
OG0000316	LOC108160109|XP_017149390.2|DMIR, LOC117190410|XP_033251377.1|DMIR, LOC117188410|XP_033248139.1|DMIR, LOC108160108|XP_017149389.1|DMIR	LOC115634085|XP_030387500.1|SLEB
OG0000317	LOC108154579|XP_017140370.1|DMIR	LOC115621677|XP_030371247.1|SLEB
OG0000319	LOC108154220|XP_017139935.2|DMIR, LOC108154221|XP_017139936.2|DMIR	LOC115623567|XP_030373824.1|SLEB, LOC115623784|XP_030374185.1|SLEB, LOC115624000|XP_030374432.1|SLEB, LOC115623540|XP_030373783.1|SLEB
OG0000320	LOC108155884|XP_017142509.1|DMIR	LOC115629981|XP_030382463.1|SLEB
OG0000320	LOC108161455|XP_017151206.1|DMIR, LOC108157794|XP_017145478.1|DMIR	LOC115624240|XP_030374718.1|SLEB, LOC115621638|XP_030371199.1|SLEB
OG0000321	LOC108162503|XP_033250000.1|DMIR	LOC115630950|XP_030383380.1|SLEB
OG0000321	LOC108162504|XP_017152768.1|DMIR	LOC115630952|XP_030383384.1|SLEB
OG0000322	LOC108152355|XP_017137115.1|DMIR	LOC115623960|XP_030374387.1|SLEB, LOC115629237|XP_030381511.1|SLEB
OG0000322	LOC108157042|XP_017144350.1|DMIR	LOC115628052|XP_030379861.1|SLEB
OG0000323	LOC108162173|XP_017152255.1|DMIR	LOC115625779|XP_030376810.1|SLEB
OG0000324	LOC117191147|XP_033252003.1|DMIR, LOC117191148|XP_033252004.1|DMIR, LOC117191153|XP_033252011.1|DMIR, LOC117191149|XP_033252005.1|DMIR, LOC117191157|XP_033252015.1|DMIR, LOC117191145|XP_033252001.1|DMIR, LOC117191150|XP_033252008.1|DMIR, LOC117191144|XP_033251999.1|DMIR, LOC117191645|XP_033252344.1|DMIR, LOC117191161|XP_033252018.1|DMIR, LOC117191139|XP_033251993.1|DMIR, LOC117191652|XP_033252350.1|DMIR, LOC117191133|XP_033251985.1|DMIR, LOC117191135|XP_033251987.1|DMIR, LOC117191126|XP_033251979.1|DMIR, LOC117191146|XP_033252002.1|DMIR, LOC117191131|XP_033251983.1|DMIR, LOC117190751|XP_033251704.1|DMIR, LOC117191653|XP_033252351.1|DMIR, LOC117191140|XP_033251994.1|DMIR, LOC117191136|XP_033251988.1|DMIR, LOC117191644|XP_033252343.1|DMIR, LOC117191647|XP_033252345.1|DMIR, LOC117191138|XP_033251992.1|DMIR, LOC117191129|XP_033251982.1|DMIR, LOC117191127|XP_033251980.1|DMIR, LOC117191122|XP_033251975.1|DMIR, LOC117187764|XP_033246469.1|DMIR, LOC117191117|XP_033251968.1|DMIR, LOC117191651|XP_033252349.1|DMIR, LOC117191132|XP_033251984.1|DMIR, LOC117191650|XP_033252347.1|DMIR, LOC117191142|XP_033251996.1|DMIR, LOC117191154|XP_033252012.1|DMIR, LOC117191155|XP_033252013.1|DMIR, LOC117191152|XP_033252010.1|DMIR, LOC117191159|XP_033252017.1|DMIR, LOC117191143|XP_033251998.1|DMIR, LOC117191654|XP_033252352.1|DMIR, LOC117191158|XP_033252016.1|DMIR, LOC117191125|XP_033251976.1|DMIR, LOC117191121|XP_033251974.1|DMIR, LOC117191120|XP_033251971.1|DMIR, LOC117191118|XP_033251969.1|DMIR, LOC117191119|XP_033251970.1|DMIR, LOC108158946|XP_017147258.2|DMIR, LOC117188145|XP_033247429.1|DMIR	LOC115623632|XP_030373937.1|SLEB
OG0000325	LOC108152056|XP_017136549.1|DMIR	LOC115628210|XP_030380066.1|SLEB
OG0000326	LOC117186932|XP_033244183.1|DMIR, LOC117186933|XP_033244195.1|DMIR, LOC117186931|XP_033244182.1|DMIR, LOC117186926|XP_033244169.1|DMIR	LOC115630340|XP_030382733.1|SLEB, LOC115633592|XP_030386896.1|SLEB, LOC115630341|XP_030382735.1|SLEB
OG0000327	LOC108158102|XP_017145760.1|DMIR	LOC115619958|XP_030368849.1|SLEB
OG0000327	LOC108158103|XP_017145761.1|DMIR, LOC117192804|XP_033253450.1|DMIR, LOC108158104|XP_017145762.1|DMIR	LOC115619959|XP_030368850.1|SLEB
OG0000328	LOC108165320|XP_017156843.1|DMIR	LOC115622401|XP_030372191.1|SLEB
OG0000328	LOC108165319|XP_017156842.1|DMIR	LOC115622400|XP_030372190.1|SLEB
OG0000329	LOC108163275|XP_017153964.1|DMIR	LOC115625691|XP_030376692.1|SLEB
OG0000330	LOC108154046|XP_017139628.1|DMIR, LOC108154421|XP_017140179.1|DMIR	LOC115634109|XP_030387528.1|SLEB
OG0000331	LOC108162573|XP_017152865.2|DMIR	LOC115631121|XP_030383644.1|SLEB
OG0000332	LOC108154931|XP_017140898.1|DMIR	LOC115627530|XP_030379091.1|SLEB
OG0000332	LOC108155061|XP_033247517.1|DMIR	LOC115627528|XP_030379088.1|SLEB
OG0000333	LOC108152972|XP_017138184.1|DMIR	LOC115622149|XP_030371875.1|SLEB
OG0000333	LOC108152860|XP_017137973.1|DMIR	LOC115623253|XP_030373381.1|SLEB
OG0000334	LOC117186323|XP_033242842.1|DMIR	LOC115627411|XP_030378931.1|SLEB
OG0000334	LOC117191291|XP_033252090.1|DMIR, LOC108159190|XP_017147734.1|DMIR	LOC115634426|XP_030387996.1|SLEB
OG0000335	LOC108161600|XP_017151376.1|DMIR	LOC115634471|XP_030388058.1|SLEB
OG0000335	LOC108164304|XP_033249914.1|DMIR	LOC115626000|XP_030377106.1|SLEB
OG0000336	LOC108155221|XP_017141394.1|DMIR	LOC115623470|XP_030373693.1|SLEB, LOC115623694|XP_030374030.1|SLEB
OG0000336	LOC108156934|XP_017144183.1|DMIR	LOC115625226|XP_030376069.1|SLEB
OG0000336	LOC108156641|XP_017143730.1|DMIR	LOC115625578|XP_030376538.1|SLEB
OG0000337	LOC108151160|XP_017135079.2|DMIR, LOC108153109|XP_017138384.1|DMIR, LOC108165326|XP_017156848.1|DMIR	LOC115630076|XP_030382559.1|SLEB
OG0000338	LOC108153019|XP_017138255.1|DMIR	LOC115628270|XP_030380153.1|SLEB
