Orthogroup	DMIR.longest_only	DALB.longest_only
OG0001523	LOC108160027|XP_017149255.1|DMIR	LOC117571976|XP_034110372.1|DALB, LOC117571110|XP_034108984.1|DALB
OG0001524	LOC117193849|XP_033254440.1|DMIR, LOC108158030|XP_017145663.1|DMIR	LOC117566745|XP_034102179.1|DALB
OG0001524	LOC108159827|XP_017148891.1|DMIR	LOC117566744|XP_034102178.1|DALB
OG0001525	LOC108164685|XP_033252700.1|DMIR	LOC117576752|XP_034117676.1|DALB
OG0001525	LOC108164686|XP_017156043.1|DMIR	LOC117567661|XP_034103674.1|DALB
OG0001526	LOC108161342|XP_017151071.1|DMIR	LOC117577691|XP_034118482.1|DALB
OG0001527	LOC108165029|XP_017156555.1|DMIR	LOC117573777|XP_034113072.1|DALB
OG0001527	LOC108165030|XP_017156556.1|DMIR	LOC117567735|XP_034103796.1|DALB
OG0001528	LOC108153985|XP_033244341.1|DMIR, LOC108156733|XP_017143881.2|DMIR	LOC117576895|XP_034117929.1|DALB, LOC117576935|XP_034117970.1|DALB, LOC117574701|XP_034114505.1|DALB, LOC117574879|XP_034114800.1|DALB
OG0001529	LOC108165601|XP_017157164.1|DMIR	LOC117572442|XP_034111167.1|DALB
OG0001530	LOC108152998|XP_017138225.1|DMIR, LOC108164075|XP_017155148.1|DMIR, LOC108161136|XP_033249209.1|DMIR, LOC117188841|XP_033249206.1|DMIR, LOC117188842|XP_033249207.1|DMIR	LOC117565716|XP_034100855.1|DALB
OG0001531	LOC108153696|XP_017139310.1|DMIR, LOC117190420|XP_033251388.1|DMIR, LOC108161221|XP_033249827.1|DMIR, LOC108157439|XP_017144982.2|DMIR, LOC117192049|XP_033252656.1|DMIR, LOC108158739|XP_017146836.1|DMIR, LOC117194150|XP_033254694.1|DMIR, LOC108158343|XP_017146071.2|DMIR, LOC117193775|XP_033254395.1|DMIR, LOC117194049|XP_033254582.1|DMIR, LOC117194021|XP_033254539.1|DMIR, LOC117193774|XP_033254393.1|DMIR, LOC117194034|XP_033254566.1|DMIR	LOC117571201|XP_034109137.1|DALB
OG0001534	LOC108165461|XP_033243977.1|DMIR	LOC117568395|XP_034104912.1|DALB
OG0001535	LOC108162231|XP_017152351.1|DMIR	LOC117575985|XP_034116367.1|DALB
OG0001536	LOC108156573|XP_017143600.1|DMIR	LOC117575953|XP_034116323.1|DALB
OG0001537	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR	LOC117566226|XP_034101663.1|DALB
OG0001538	LOC108164610|XP_017155938.1|DMIR	LOC117577694|XP_034118488.1|DALB
OG0001539	LOC108159130|XP_017147611.1|DMIR	LOC117569449|XP_034106504.1|DALB
OG0001540	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR	LOC117564789|XP_034099598.1|DALB
OG0001541	LOC108165356|XP_017156879.1|DMIR	LOC117569730|XP_034106894.1|DALB
OG0001542	LOC108157053|XP_017144363.1|DMIR	LOC117574521|XP_034114272.1|DALB
OG0001543	LOC108158165|XP_017145878.1|DMIR	LOC117567228|XP_034102953.1|DALB
OG0001544	LOC108165089|XP_033252418.1|DMIR	LOC117570438|XP_034108023.1|DALB
OG0001545	LOC108159855|XP_017148951.1|DMIR	LOC117578266|XP_034119582.1|DALB
OG0001546	LOC108159841|XP_017148921.1|DMIR	LOC117578255|XP_034119570.1|DALB
OG0001547	LOC108156758|XP_033247891.1|DMIR	LOC117573400|XP_034112496.1|DALB
OG0001548	LOC108162941|XP_017153421.1|DMIR	LOC117570968|XP_034108805.1|DALB
OG0001549	LOC108163265|XP_033248672.1|DMIR	LOC117564445|XP_034099097.1|DALB
OG0001550	LOC108156566|XP_017143591.2|DMIR	LOC117575559|XP_034115711.1|DALB
OG0001551	LOC108157564|XP_017145171.2|DMIR	LOC117574656|XP_034114451.1|DALB
OG0001552	LOC108155289|XP_017141494.1|DMIR	LOC117575024|XP_034114993.1|DALB
OG0001553	LOC108165024|XP_017156549.1|DMIR	LOC117577676|XP_034118460.1|DALB
OG0001554	LOC108157411|XP_017144949.2|DMIR	LOC117576849|XP_034117832.1|DALB
OG0001555	LOC108163674|XP_017154590.1|DMIR	LOC117565340|XP_034100281.1|DALB
OG0001556	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR	LOC117572757|XP_034111732.1|DALB
OG0001557	LOC108153001|XP_017138234.1|DMIR	LOC117568810|XP_034105565.1|DALB
OG0001558	LOC117186785|XP_033243934.1|DMIR	LOC117570538|XP_034108140.1|DALB
OG0001559	LOC108157172|XP_017144581.1|DMIR	LOC117575279|XP_034115311.1|DALB
OG0001560	LOC108156097|XP_017142875.1|DMIR	LOC117576536|XP_034117252.1|DALB
OG0001561	LOC108155176|XP_017141335.1|DMIR	LOC117576029|XP_034116429.1|DALB
OG0001562	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR	LOC117578399|XP_034119745.1|DALB
OG0001563	LOC117187079|XP_033244822.1|DMIR	LOC117573081|XP_034111862.1|DALB
OG0001564	LOC108156021|XP_017142742.1|DMIR	LOC117576321|XP_034116873.1|DALB
OG0001565	LOC108156927|XP_017144170.1|DMIR	LOC117575608|XP_034115770.1|DALB
OG0001566	LOC108165449|XP_017156979.1|DMIR	LOC117575414|XP_034115485.1|DALB
OG0001567	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR	LOC117569382|XP_034106403.1|DALB
OG0001568	LOC108155215|XP_033245875.1|DMIR	LOC117576252|XP_034116770.1|DALB
OG0001569	LOC108157412|XP_017144950.1|DMIR	LOC117575871|XP_034116193.1|DALB
OG0001570	LOC108154351|XP_017140105.2|DMIR	LOC117574197|XP_034113791.1|DALB
OG0001571	LOC108162512|XP_017152778.1|DMIR	LOC117565176|XP_034100059.1|DALB
OG0001572	LOC108164845|XP_017156263.1|DMIR	LOC117577690|XP_034118481.1|DALB
OG0001573	LOC108152338|XP_017137089.1|DMIR	LOC117572789|XP_034111783.1|DALB, LOC117572790|XP_034111784.1|DALB
OG0001574	LOC108165016|XP_017156543.1|DMIR	LOC117572816|XP_034111809.1|DALB
OG0001575	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR	LOC117576805|XP_034117756.1|DALB, LOC117576803|XP_034117754.1|DALB
OG0001576	LOC108154218|XP_017139933.1|DMIR	LOC117576636|XP_034117453.1|DALB
OG0001577	LOC108157583|XP_017145195.1|DMIR, LOC108156037|XP_017142779.1|DMIR	LOC117574344|XP_034114056.1|DALB
OG0001578	LOC117193185|XP_033253824.1|DMIR, LOC108159212|XP_017147781.1|DMIR	LOC117572717|XP_034111671.1|DALB
OG0001579	LOC108150824|XP_017134620.1|DMIR, LOC108161933|XP_017151897.1|DMIR	LOC117565436|XP_034100421.1|DALB
OG0001580	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR	LOC117571885|XP_034110235.1|DALB
OG0001581	LOC108164519|XP_017155798.1|DMIR	LOC117570788|XP_034108531.1|DALB
OG0001582	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR	LOC117571902|XP_034110265.1|DALB
OG0001583	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR	LOC117572182|XP_034110724.1|DALB
OG0001584	LOC108151846|XP_017136219.1|DMIR, LOC108151844|XP_017136218.1|DMIR	LOC117566394|XP_034101793.1|DALB
OG0001585	LOC108159491|XP_017148347.1|DMIR	LOC117568547|XP_034105160.1|DALB
OG0001586	LOC108152358|XP_017137120.1|DMIR, LOC108165594|XP_017157160.1|DMIR	LOC117571409|XP_034109438.1|DALB
OG0001587	LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR	LOC117567367|XP_034103200.1|DALB
OG0001588	LOC108160547|XP_017150103.1|DMIR, LOC117191386|XP_033252160.1|DMIR	LOC117569674|XP_034106812.1|DALB
OG0001589	LOC117189021|XP_033249779.1|DMIR	LOC117566042|XP_034101383.1|DALB
OG0001590	LOC117191874|XP_033252531.1|DMIR	LOC117571732|XP_034109931.1|DALB
OG0001590	LOC117191235|XP_033252048.1|DMIR, LOC108158598|XP_017146538.1|DMIR, LOC117191583|XP_033252299.1|DMIR	LOC117571731|XP_034109930.1|DALB
OG0001591	LOC108156769|XP_017143923.1|DMIR	LOC117574871|XP_034114786.1|DALB
OG0001592	LOC108161998|XP_017151956.1|DMIR	LOC117563622|XP_034097914.1|DALB
OG0001593	LOC117188747|XP_033248928.1|DMIR, LOC108163955|XP_017154993.2|DMIR	LOC117563626|XP_034097923.1|DALB
OG0001594	LOC108161947|XP_033249878.1|DMIR	LOC117565809|XP_034100989.1|DALB
OG0001595	LOC108160550|XP_017150107.1|DMIR, LOC117191791|XP_033252444.1|DMIR	LOC117566957|XP_034102491.1|DALB
OG0001596	LOC108162567|XP_017152856.1|DMIR	LOC117565803|XP_034100983.1|DALB
OG0001597	LOC108161922|XP_017151827.1|DMIR	LOC117565725|XP_034100865.1|DALB
OG0001598	LOC108162760|XP_017153131.2|DMIR	LOC117563354|XP_034097531.1|DALB
OG0001599	LOC108162933|XP_017153408.1|DMIR	LOC117565621|XP_034100725.1|DALB
OG0001600	LOC108163604|XP_017154482.1|DMIR	LOC117578388|XP_034119715.1|DALB
OG0001601	LOC108162961|XP_017153448.1|DMIR	LOC117564402|XP_034099018.1|DALB
OG0001602	LOC108161211|XP_033249189.1|DMIR, LOC108163567|XP_017154423.1|DMIR, LOC108163657|XP_017154567.1|DMIR	LOC117565233|XP_034100131.1|DALB
OG0001603	LOC108161790|XP_017151628.1|DMIR	LOC117565779|XP_034100946.1|DALB
OG0001604	LOC117188931|XP_033249455.1|DMIR	LOC117577587|XP_034118322.1|DALB
OG0001605	LOC117187351|XP_033245712.1|DMIR, LOC117187349|XP_033245707.1|DMIR, LOC108157496|XP_017145084.2|DMIR, LOC108153508|XP_017139051.2|DMIR, LOC108160399|XP_017149879.1|DMIR, LOC117191336|XP_033252130.1|DMIR	LOC117572758|XP_034111733.1|DALB
OG0001606	LOC117191376|XP_033252155.1|DMIR, LOC117190887|XP_033251790.1|DMIR, LOC117186608|XP_033243501.1|DMIR, LOC117188171|XP_033247507.1|DMIR, LOC117186458|XP_033243208.1|DMIR, LOC117186155|XP_033242250.1|DMIR, LOC117186156|XP_033242251.1|DMIR	LOC117569914|XP_034107148.1|DALB
OG0001607	LOC108164050|XP_017155116.1|DMIR	LOC117564003|XP_034098484.1|DALB
OG0001608	LOC108163124|XP_017153720.1|DMIR	LOC117564349|XP_034098956.1|DALB
OG0001609	LOC108160934|XP_017150710.2|DMIR, LOC117187778|XP_033246504.1|DMIR	LOC117571363|XP_034109363.1|DALB
OG0001610	LOC108164716|XP_017156089.1|DMIR, LOC108162748|XP_033249935.1|DMIR	LOC117566059|XP_034101406.1|DALB
OG0001611	LOC108163655|XP_017154563.1|DMIR	LOC117563994|XP_034098474.1|DALB
OG0001612	LOC108161435|XP_017151187.1|DMIR	LOC117565142|XP_034100013.1|DALB
OG0001614	LOC117188235|XP_033247641.1|DMIR, LOC108160804|XP_017150514.2|DMIR	LOC117571740|XP_034109948.1|DALB
OG0001615	LOC108162082|XP_017152123.1|DMIR	LOC117563797|XP_034098220.1|DALB, LOC117563798|XP_034098221.1|DALB
OG0001616	LOC108162723|XP_017153080.1|DMIR	LOC117578392|XP_034119731.1|DALB
OG0001617	LOC117188276|XP_033247726.1|DMIR, LOC117187917|XP_033246761.1|DMIR, LOC117187916|XP_033246760.1|DMIR, LOC108161216|XP_033248755.1|DMIR, LOC108162517|XP_033248813.1|DMIR, LOC108159335|XP_033248756.1|DMIR, LOC108161217|XP_033248754.1|DMIR	LOC117563315|XP_034097464.1|DALB
OG0001618	LOC108164243|XP_017155366.1|DMIR	LOC117573230|XP_034112170.1|DALB
OG0001619	LOC108163355|XP_017154086.1|DMIR	LOC117578402|XP_034119747.1|DALB
OG0001620	LOC117189668|XP_033250665.1|DMIR, LOC108159683|XP_017148667.1|DMIR, LOC117190376|XP_033251348.1|DMIR	LOC117569327|XP_034106345.1|DALB, LOC117574561|XP_034114327.1|DALB
OG0001621	LOC108158285|XP_017146011.1|DMIR	LOC117569383|XP_034106404.1|DALB
OG0001622	LOC108157735|XP_017145403.2|DMIR, LOC108154794|XP_033246420.1|DMIR	LOC117563560|XP_034097834.1|DALB
OG0001623	LOC108162347|XP_017152537.1|DMIR	LOC117566113|XP_034101474.1|DALB
OG0001624	LOC108163296|XP_017153994.1|DMIR	LOC117563365|XP_034097555.1|DALB
OG0001625	LOC108162642|XP_017152954.1|DMIR	LOC117571672|XP_034109802.1|DALB, LOC117577418|XP_034118222.1|DALB
OG0001626	LOC108162701|XP_017153044.1|DMIR	LOC117565885|XP_034101118.1|DALB
OG0001627	LOC108154812|XP_017140701.1|DMIR	LOC117573549|XP_034112719.1|DALB
OG0001628	LOC108153900|XP_017139487.1|DMIR	LOC117574367|XP_034114092.1|DALB, LOC117575908|XP_034116245.1|DALB
OG0001629	LOC108156507|XP_017143498.1|DMIR	LOC117573131|XP_034111953.1|DALB
OG0001630	LOC108163361|XP_017154099.1|DMIR, LOC108154700|XP_017140539.2|DMIR	LOC117574186|XP_034113769.1|DALB
OG0001631	LOC108157549|XP_017145143.1|DMIR	LOC117576611|XP_034117402.1|DALB
OG0001632	LOC117186553|XP_033243372.1|DMIR, LOC108162966|XP_017153454.2|DMIR	LOC117565827|XP_034101025.1|DALB
OG0001633	LOC108155525|XP_017141863.1|DMIR	LOC117573971|XP_034113404.1|DALB
OG0001634	LOC108154971|XP_017140975.1|DMIR	LOC117577388|XP_034118186.1|DALB
OG0001635	LOC108154303|XP_017140046.1|DMIR	LOC117576211|XP_034116707.1|DALB
OG0001636	LOC108157229|XP_017144675.1|DMIR	LOC117574591|XP_034114365.1|DALB
OG0001637	LOC108155772|XP_017142318.1|DMIR	LOC117575082|XP_034115070.1|DALB
OG0001638	LOC108160196|XP_017149523.1|DMIR	LOC117575434|XP_034115532.1|DALB
OG0001639	LOC117193274|XP_033253909.1|DMIR, LOC108159176|XP_017147710.2|DMIR, LOC117187993|XP_033246962.1|DMIR, LOC117187958|XP_033246860.1|DMIR, LOC117187998|XP_033246977.1|DMIR	LOC117566657|XP_034102092.1|DALB
OG0001640	LOC108156592|XP_017143620.1|DMIR	LOC117573677|XP_034112896.1|DALB
OG0001641	LOC108155118|XP_017141249.1|DMIR	LOC117575815|XP_034116101.1|DALB
OG0001642	LOC108153392|XP_017138860.1|DMIR	LOC117566419|XP_034101842.1|DALB
OG0001643	LOC108162377|XP_017152583.1|DMIR	LOC117565272|XP_034100191.1|DALB
OG0001644	LOC108152693|XP_017137685.1|DMIR	LOC117571125|XP_034109018.1|DALB
OG0001645	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR	LOC117569251|XP_034106216.1|DALB
OG0001646	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR	LOC117569983|XP_034107252.1|DALB
OG0001647	LOC108158722|XP_033248008.1|DMIR	LOC117571866|XP_034110153.1|DALB
OG0001648	LOC108151608|XP_017135783.1|DMIR	LOC117572729|XP_034111691.1|DALB
OG0001649	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR	LOC117571863|XP_034110149.1|DALB
OG0001650	LOC117193442|XP_033254083.1|DMIR, LOC117187865|XP_033246637.1|DMIR, LOC117192865|XP_033253509.1|DMIR, LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR	LOC117566996|XP_034102562.1|DALB
OG0001651	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR	LOC117567943|XP_034104129.1|DALB
OG0001652	LOC108151254|XP_017135259.1|DMIR	LOC117567790|XP_034103905.1|DALB
OG0001653	LOC108152902|XP_017138037.1|DMIR	LOC117568506|XP_034105093.1|DALB
OG0001654	LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR	LOC117571670|XP_034109801.1|DALB
OG0001655	LOC108158805|XP_017146981.1|DMIR	LOC117570147|XP_034107503.1|DALB, LOC117570149|XP_034107505.1|DALB, LOC117570148|XP_034107504.1|DALB
OG0001656	LOC108164137|XP_017155227.1|DMIR	LOC117565285|XP_034100204.1|DALB
OG0001657	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR	LOC117572810|XP_034111807.1|DALB
OG0001658	LOC108151780|XP_017136112.1|DMIR	LOC117568941|XP_034105770.1|DALB
OG0001659	LOC108153249|XP_017138587.1|DMIR, LOC108153488|XP_017139017.1|DMIR	LOC117572162|XP_034110702.1|DALB
OG0001660	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR	LOC117572406|XP_034111077.1|DALB
OG0001661	LOC108155253|XP_017141437.1|DMIR	LOC117563433|XP_034097658.1|DALB, LOC117575679|XP_034115858.1|DALB, LOC117575678|XP_034115857.1|DALB
OG0001662	LOC117193137|XP_033253758.1|DMIR, LOC117186481|XP_033243247.1|DMIR, LOC117193019|XP_033253627.1|DMIR, LOC117193660|XP_033254290.1|DMIR, LOC117193168|XP_033253792.1|DMIR, LOC117192628|XP_033253246.1|DMIR, LOC117193140|XP_033253761.1|DMIR, LOC117193139|XP_033253760.1|DMIR, LOC108165457|XP_033253865.1|DMIR	LOC117570844|XP_034108616.1|DALB
OG0001663	LOC108156677|XP_017143791.1|DMIR	LOC117573956|XP_034113386.1|DALB
OG0001663	LOC108157581|XP_017145192.1|DMIR	LOC117575734|XP_034115970.1|DALB, LOC117576179|XP_034116657.1|DALB
OG0001664	LOC117191878|XP_033252534.1|DMIR, LOC108158603|XP_017146554.1|DMIR	LOC117572275|XP_034110869.1|DALB
OG0001666	LOC108162909|XP_017153373.1|DMIR	LOC117578384|XP_034119711.1|DALB
OG0001667	LOC117193717|XP_033254333.1|DMIR, LOC117189320|XP_033250362.1|DMIR, LOC117189322|XP_033250363.1|DMIR, LOC117189319|XP_033250361.1|DMIR, LOC117193880|XP_033254455.1|DMIR, LOC117193873|XP_033254453.1|DMIR, LOC108159062|XP_017147491.1|DMIR, LOC117189304|XP_033250352.1|DMIR, LOC117194885|XP_033255237.1|DMIR, LOC117189313|XP_033250357.1|DMIR, LOC117193868|XP_033254449.1|DMIR, LOC117193006|XP_033253621.1|DMIR, LOC117194298|XP_033254764.1|DMIR, LOC117193869|XP_033254450.1|DMIR	LOC117566601|XP_034102034.1|DALB
OG0001668	LOC108151939|XP_017136359.1|DMIR	LOC117566471|XP_034101892.1|DALB, LOC117566472|XP_034101894.1|DALB, LOC117569276|XP_034106271.1|DALB, LOC117567872|XP_034104031.1|DALB, LOC117572370|XP_034111028.1|DALB, LOC117572371|XP_034111029.1|DALB, LOC117572377|XP_034111036.1|DALB, LOC117572409|XP_034111082.1|DALB, LOC117572389|XP_034111052.1|DALB, LOC117567499|XP_034103421.1|DALB, LOC117572383|XP_034111047.1|DALB, LOC117572384|XP_034111048.1|DALB, LOC117572393|XP_034111059.1|DALB, LOC117567679|XP_034103692.1|DALB
OG0001669	LOC108151840|XP_017136211.1|DMIR	LOC117566393|XP_034101792.1|DALB
OG0001670	LOC108159347|XP_017148043.2|DMIR, LOC117187749|XP_033246442.1|DMIR, LOC117186719|XP_033243720.1|DMIR	LOC117571522|XP_034109589.1|DALB
OG0001671	LOC108164224|XP_017155347.1|DMIR	LOC117564452|XP_034099123.1|DALB
OG0001672	LOC108158640|XP_017146612.1|DMIR	LOC117571267|XP_034109221.1|DALB
OG0001673	LOC117191577|XP_033252295.1|DMIR	LOC117569391|XP_034106411.1|DALB
OG0001674	LOC108154934|XP_017140910.1|DMIR, LOC108151187|XP_017135126.1|DMIR	LOC117576693|XP_034117580.1|DALB
OG0001675	LOC108157596|XP_017145212.1|DMIR	LOC117575600|XP_034115759.1|DALB
OG0001678	LOC108158321|XP_017146054.2|DMIR	LOC117578104|XP_034119172.1|DALB
OG0001679	LOC108164894|XP_017156349.1|DMIR	LOC117570744|XP_034108460.1|DALB
OG0001680	LOC108155633|XP_017142063.1|DMIR	LOC117578171|XP_034119354.1|DALB
OG0001681	LOC108165034|XP_017156559.1|DMIR	LOC117577630|XP_034118388.1|DALB
OG0001682	LOC108153333|XP_017138739.1|DMIR	LOC117571378|XP_034109382.1|DALB, LOC117575951|XP_034116309.1|DALB
OG0001683	LOC108162193|XP_017152285.1|DMIR	LOC117563348|XP_034097523.1|DALB
OG0001684	LOC108164451|XP_017155657.1|DMIR	LOC117573079|XP_034111853.1|DALB
OG0001685	LOC108161891|XP_017151775.1|DMIR	LOC117565874|XP_034101105.1|DALB
OG0001686	LOC108153661|XP_017139265.1|DMIR	LOC117577946|XP_034118912.1|DALB
OG0001687	LOC108164839|XP_017156257.1|DMIR	LOC117574685|XP_034114485.1|DALB
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	LOC117567588|XP_034103565.1|DALB
OG0001689	LOC108164933|XP_033246400.1|DMIR	LOC117571053|XP_034108915.1|DALB
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	LOC117570248|XP_034107647.1|DALB
OG0001691	LOC108162380|XP_017152586.1|DMIR	LOC117565095|XP_034099943.1|DALB
OG0001692	LOC108157730|XP_017145390.1|DMIR	LOC117574128|XP_034113676.1|DALB
OG0001693	LOC108163724|XP_017154668.1|DMIR	LOC117572263|XP_034110858.1|DALB
OG0001694	LOC108155874|XP_017142485.1|DMIR	LOC117575747|XP_034115996.1|DALB
OG0001695	LOC117188663|XP_033248743.1|DMIR	LOC117565244|XP_034100147.1|DALB
OG0001696	LOC108157331|XP_017144836.2|DMIR	LOC117574668|XP_034114464.1|DALB
OG0001697	LOC108154086|XP_033244571.1|DMIR	LOC117573075|XP_034111845.1|DALB
OG0001698	LOC108154946|XP_033247440.1|DMIR	LOC117577970|XP_034118915.1|DALB
OG0001699	LOC108154955|XP_017140949.1|DMIR	LOC117576137|XP_034116589.1|DALB
OG0001700	LOC108154139|XP_017139764.1|DMIR	LOC117576469|XP_034117131.1|DALB
OG0001701	LOC108157117|XP_017144488.1|DMIR	LOC117576600|XP_034117385.1|DALB
OG0001702	LOC108162593|XP_017152899.1|DMIR	LOC117566248|XP_034101690.1|DALB
OG0001703	LOC108154190|XP_017139888.2|DMIR	LOC117575736|XP_034115973.1|DALB
OG0001704	LOC108154207|XP_017139918.2|DMIR	LOC117575737|XP_034115977.1|DALB
OG0001705	LOC108156215|XP_017143042.1|DMIR	LOC117575820|XP_034116111.1|DALB
OG0001706	LOC108163083|XP_017153651.1|DMIR	LOC117563641|XP_034097942.1|DALB
OG0001707	LOC108156798|XP_017143966.1|DMIR	LOC117573422|XP_034112522.1|DALB
OG0001708	LOC108157414|XP_017144954.1|DMIR	LOC117575914|XP_034116259.1|DALB
OG0001709	LOC108151790|XP_017136128.1|DMIR	LOC117570030|XP_034107343.1|DALB
OG0001710	LOC108156226|XP_017143054.1|DMIR	LOC117573706|XP_034112965.1|DALB
OG0001711	LOC108155727|XP_017142224.1|DMIR	LOC117576227|XP_034116731.1|DALB
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	LOC117574734|XP_034114558.1|DALB
OG0001713	LOC108154964|XP_017140967.1|DMIR	LOC117573695|XP_034112946.1|DALB
OG0001714	LOC108155427|XP_017141722.1|DMIR	LOC117576667|XP_034117529.1|DALB
OG0001715	LOC108151682|XP_017135915.1|DMIR	LOC117566904|XP_034102416.1|DALB
OG0001716	LOC108153402|XP_017138887.1|DMIR	LOC117567760|XP_034103847.1|DALB
OG0001717	LOC108154956|XP_017140953.1|DMIR	LOC117576936|XP_034117971.1|DALB
OG0001718	LOC108153948|XP_033246022.1|DMIR	LOC117573733|XP_034112995.1|DALB
OG0001719	LOC108155886|XP_017142512.1|DMIR	LOC117573423|XP_034112523.1|DALB
OG0001720	LOC117187359|XP_033245766.1|DMIR	LOC117575994|XP_034116382.1|DALB
OG0001721	LOC108154260|XP_017139984.1|DMIR	LOC117576815|XP_034117776.1|DALB
OG0001722	LOC108152426|XP_017137232.1|DMIR	LOC117567853|XP_034103998.1|DALB
OG0001723	LOC108160511|XP_017150044.2|DMIR	LOC117569179|XP_034106139.1|DALB
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	LOC117566870|XP_034102359.1|DALB
OG0001725	LOC108159488|XP_017148308.1|DMIR	LOC117567144|XP_034102847.1|DALB
OG0001726	LOC108152967|XP_017138165.1|DMIR	LOC117568460|XP_034105027.1|DALB
OG0001727	LOC108157234|XP_017144682.1|DMIR	LOC117575579|XP_034115736.1|DALB
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	LOC117571921|XP_034110293.1|DALB
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	LOC117570427|XP_034107971.1|DALB
OG0001730	LOC108162295|XP_017152448.1|DMIR	LOC117564334|XP_034098931.1|DALB
OG0001731	LOC108158461|XP_017146237.1|DMIR	LOC117567127|XP_034102826.1|DALB
OG0001732	LOC108162144|XP_017152214.1|DMIR	LOC117564845|XP_034099670.1|DALB
OG0001733	LOC108159643|XP_017148600.1|DMIR	LOC117568574|XP_034105194.1|DALB
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	LOC117570685|XP_034108377.1|DALB
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	LOC117567713|XP_034103764.1|DALB
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	LOC117568389|XP_034104892.1|DALB
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	LOC117572739|XP_034111706.1|DALB
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	LOC117569577|XP_034106691.1|DALB
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	LOC117570294|XP_034107706.1|DALB
OG0001742	LOC108158527|XP_017146398.1|DMIR	LOC117570749|XP_034108462.1|DALB
OG0001743	LOC108152668|XP_017137654.1|DMIR	LOC117568985|XP_034105847.1|DALB
