Orthogroup	DMIR.longest_only	DGUA.longest_only
OG0001035	LOC108165133|XP_017156688.1|DMIR	LOC117581448|XP_034124550.1|DGUA
OG0001035	LOC108165134|XP_017156689.1|DMIR	LOC117581450|XP_034124551.1|DGUA
OG0001036	LOC108164602|XP_017155929.1|DMIR	LOC117581482|XP_034124616.1|DGUA, LOC117591725|XP_034140932.1|DGUA, LOC117581479|XP_034124612.1|DGUA
OG0001036	LOC108154348|XP_017140103.1|DMIR	LOC117585019|XP_034130151.1|DGUA
OG0001037	LOC108152121|XP_017136694.1|DMIR	LOC117587156|XP_034133553.1|DGUA
OG0001037	LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR	LOC117592383|XP_034141984.1|DGUA
OG0001038	LOC108157531|XP_017145123.1|DMIR	LOC117586200|XP_034132024.1|DGUA
OG0001038	LOC108157530|XP_017145122.1|DMIR	LOC117586199|XP_034132022.1|DGUA
OG0001039	LOC108156153|XP_017142966.1|DMIR	LOC117585365|XP_034130703.1|DGUA
OG0001042	LOC108154264|XP_017139989.1|DMIR	LOC117583454|XP_034127645.1|DGUA
OG0001043	LOC108164201|XP_017155320.1|DMIR	LOC117580975|XP_034123660.1|DGUA
OG0001044	LOC108160001|XP_017149214.1|DMIR	LOC117590556|XP_034139190.1|DGUA
OG0001045	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR	LOC117578406|XP_034119756.1|DGUA
OG0001046	LOC108159806|XP_017148865.1|DMIR	LOC117591824|XP_034141052.1|DGUA
OG0001047	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR	LOC117578744|XP_034120314.1|DGUA
OG0001048	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR	LOC117578553|XP_034120015.1|DGUA
OG0001049	LOC108161310|XP_017151020.1|DMIR	LOC117584722|XP_034129666.1|DGUA
OG0001049	LOC108152602|XP_017137549.1|DMIR	LOC117579060|XP_034120655.1|DGUA
OG0001050	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR	LOC117590352|XP_034138778.1|DGUA
OG0001050	LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR	LOC117589074|XP_034136599.1|DGUA
OG0001051	LOC108162247|XP_017152383.1|DMIR	LOC117587550|XP_034134247.1|DGUA
OG0001052	LOC108163367|XP_017154107.1|DMIR	LOC117588238|XP_034135280.1|DGUA
OG0001053	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR	LOC117580679|XP_034123189.1|DGUA
OG0001054	LOC108156657|XP_017143759.1|DMIR	LOC117585637|XP_034131113.1|DGUA
OG0001056	LOC117186381|XP_033242994.1|DMIR	LOC117588780|XP_034136173.1|DGUA
OG0001057	LOC108163578|XP_017154437.1|DMIR	LOC117588228|XP_034135268.1|DGUA, LOC117587700|XP_034134488.1|DGUA, LOC117588227|XP_034135266.1|DGUA
OG0001058	LOC108153231|XP_017138555.1|DMIR	LOC117580993|XP_034123686.1|DGUA
OG0001059	LOC108150981|XP_017134810.1|DMIR	LOC117580446|XP_034122895.1|DGUA
OG0001060	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR	LOC117590253|XP_034138616.1|DGUA
OG0001060	LOC108155144|XP_017141287.1|DMIR	LOC117584939|XP_034129989.1|DGUA
OG0001061	LOC108154011|XP_017139593.1|DMIR	LOC117583153|XP_034127238.1|DGUA
OG0001061	LOC108154012|XP_017139595.1|DMIR	LOC117583149|XP_034127230.1|DGUA
OG0001062	LOC108157452|XP_017145002.1|DMIR	LOC117583797|XP_034128269.1|DGUA
OG0001062	LOC108157451|XP_017145001.1|DMIR	LOC117583796|XP_034128268.1|DGUA
OG0001063	LOC108153484|XP_017139012.1|DMIR	LOC117590931|XP_034139863.1|DGUA
OG0001063	LOC108150825|XP_017134623.2|DMIR	LOC117590930|XP_034139862.1|DGUA
OG0001064	LOC108165195|XP_033242025.1|DMIR	LOC117580887|XP_034123530.1|DGUA
OG0001065	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR	LOC117592238|XP_034141767.1|DGUA, LOC117578504|XP_034119931.1|DGUA
OG0001066	LOC108153469|XP_033250772.1|DMIR	LOC117588754|XP_034136123.1|DGUA
OG0001067	LOC108163912|XP_017154929.1|DMIR	LOC117584337|XP_034129058.1|DGUA
OG0001067	LOC108163915|XP_017154932.1|DMIR	LOC117584339|XP_034129060.1|DGUA
OG0001068	LOC108165317|XP_033243806.1|DMIR	LOC117580057|XP_034122187.1|DGUA
OG0001068	LOC108151010|XP_017134857.1|DMIR	LOC117587139|XP_034133537.1|DGUA
OG0001069	LOC117193494|XP_033254136.1|DMIR, LOC117193490|XP_033254132.1|DMIR, LOC108158218|XP_017145932.1|DMIR	LOC117585511|XP_034130905.1|DGUA
OG0001070	LOC108155992|XP_017142679.1|DMIR	LOC117585402|XP_034130761.1|DGUA
OG0001070	LOC108154458|XP_017140219.1|DMIR	LOC117586068|XP_034131806.1|DGUA
OG0001071	LOC108161151|XP_017150861.1|DMIR	LOC117582209|XP_034125708.1|DGUA
OG0001072	LOC108153406|XP_017138889.1|DMIR	LOC117580133|XP_034122323.1|DGUA
OG0001073	LOC108156263|XP_017143115.1|DMIR	LOC117582792|XP_034126691.1|DGUA
OG0001074	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR	LOC117588888|XP_034136323.1|DGUA
OG0001075	LOC108152005|XP_017136466.1|DMIR	LOC117586815|XP_034132979.1|DGUA
OG0001077	LOC117187222|XP_033245320.1|DMIR	LOC117590048|XP_034138257.1|DGUA
OG0001078	LOC108164673|XP_017156015.1|DMIR	LOC117581214|XP_034124082.1|DGUA
OG0001079	LOC108151344|XP_017135388.1|DMIR	LOC117580256|XP_034122579.1|DGUA
OG0001080	LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR	LOC117586872|XP_034133061.1|DGUA
OG0001081	LOC108155179|XP_017141338.1|DMIR	LOC117586343|XP_034132249.1|DGUA
OG0001082	LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR	LOC117587273|XP_034133748.1|DGUA
OG0001083	LOC108152698|XP_017137699.1|DMIR	LOC117586924|XP_034133175.1|DGUA
OG0001084	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR	LOC117578792|XP_034120406.1|DGUA
OG0001085	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR	LOC117590174|XP_034138460.1|DGUA
OG0001086	LOC108159504|XP_017148350.1|DMIR	LOC117578838|XP_034120509.1|DGUA
OG0001087	LOC108161856|XP_017151714.1|DMIR	LOC117582534|XP_034126229.1|DGUA
OG0001088	LOC108151800|XP_017136140.1|DMIR	LOC117579832|XP_034121816.1|DGUA
OG0001089	LOC108151348|XP_017135391.1|DMIR	LOC117579726|XP_034121614.1|DGUA
OG0001090	LOC108153504|XP_017139043.1|DMIR	LOC117587297|XP_034133777.1|DGUA
OG0001092	LOC108163845|XP_017154851.1|DMIR	LOC117591543|XP_034140731.1|DGUA
OG0001093	LOC108161684|XP_017151485.1|DMIR	LOC117584520|XP_034129356.1|DGUA
OG0001094	LOC108164002|XP_033249294.1|DMIR	LOC117583986|XP_034128584.1|DGUA
OG0001095	LOC117188910|XP_033249376.1|DMIR	LOC117584708|XP_034129641.1|DGUA
OG0001096	LOC108163692|XP_017154613.1|DMIR	LOC117582405|XP_034125983.1|DGUA
OG0001097	LOC108161606|XP_017151390.1|DMIR	LOC117587908|XP_034134779.1|DGUA
OG0001098	LOC108159722|XP_017148732.1|DMIR, LOC117190129|XP_033251103.1|DMIR	LOC117578413|XP_034119766.1|DGUA
OG0001098	LOC108152071|XP_017136583.1|DMIR	LOC117580086|XP_034122230.1|DGUA
OG0001099	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR	LOC117587303|XP_034133787.1|DGUA
OG0001100	LOC108157464|XP_017145030.1|DMIR	LOC117590149|XP_034138421.1|DGUA
OG0001101	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR	LOC117586109|XP_034131865.1|DGUA
OG0001102	LOC108152197|XP_017136844.1|DMIR	LOC117579449|XP_034121229.1|DGUA
OG0001103	LOC108157734|XP_017145399.1|DMIR	LOC117583403|XP_034127580.1|DGUA
OG0001104	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR	LOC117591705|XP_034140919.1|DGUA
OG0001105	LOC108155303|XP_017141510.1|DMIR	LOC117591372|XP_034140502.1|DGUA
OG0001106	LOC108164406|XP_033250268.1|DMIR	LOC117590660|XP_034139402.1|DGUA
OG0001108	LOC108153902|XP_017139489.2|DMIR	LOC117585238|XP_034130529.1|DGUA
OG0001108	LOC108156862|XP_017144079.1|DMIR	LOC117585537|XP_034130947.1|DGUA
OG0001109	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR	LOC117583584|XP_034127864.1|DGUA
OG0001109	LOC108157977|XP_017145612.1|DMIR	LOC117592557|XP_034142323.1|DGUA
OG0001110	LOC108150998|XP_033243709.1|DMIR	LOC117579875|XP_034121886.1|DGUA
OG0001111	LOC108158214|XP_017145926.1|DMIR	LOC117581506|XP_034124674.1|DGUA
OG0001112	LOC117191809|XP_033252463.1|DMIR, LOC117191808|XP_033252462.1|DMIR, LOC117191561|XP_033252281.1|DMIR, LOC117192047|XP_033252654.1|DMIR, LOC117191798|XP_033252449.1|DMIR, LOC117191562|XP_033252282.1|DMIR, LOC117191797|XP_033252448.1|DMIR, LOC117191563|XP_033252283.1|DMIR, LOC117191796|XP_033252447.1|DMIR, LOC117191806|XP_033252459.1|DMIR, LOC117191804|XP_033252456.1|DMIR, LOC117191803|XP_033252455.1|DMIR, LOC117191802|XP_033252454.1|DMIR, LOC117191801|XP_033252453.1|DMIR, LOC117191800|XP_033252452.1|DMIR, LOC117191805|XP_033252458.1|DMIR, LOC117191799|XP_033252451.1|DMIR, LOC117188033|XP_033247067.1|DMIR, LOC117188032|XP_033247066.1|DMIR, LOC108159181|XP_033247065.1|DMIR, LOC117188031|XP_033247064.1|DMIR, LOC117188034|XP_033247068.1|DMIR	LOC117590753|XP_034139566.1|DGUA
OG0001113	LOC108163911|XP_017154928.1|DMIR	LOC117584335|XP_034129057.1|DGUA
OG0001113	LOC108163913|XP_017154931.1|DMIR	LOC117584338|XP_034129059.1|DGUA
OG0001114	LOC108163572|XP_017154428.1|DMIR	LOC117584225|XP_034128897.1|DGUA
OG0001115	LOC108164296|XP_017155432.1|DMIR	LOC117582299|XP_034125831.1|DGUA
OG0001116	LOC117189434|XP_033250444.1|DMIR, LOC117188504|XP_033248376.1|DMIR	LOC117592474|XP_034142206.1|DGUA
OG0001117	LOC108150790|XP_017134581.1|DMIR	LOC117579897|XP_034121925.1|DGUA
OG0001118	LOC117186194|XP_033242377.1|DMIR	LOC117588591|XP_034135887.1|DGUA
OG0001119	LOC108157273|XP_017144754.1|DMIR	LOC117590148|XP_034138419.1|DGUA
OG0001120	LOC108154191|XP_017139892.1|DMIR	LOC117585851|XP_034131488.1|DGUA
OG0001121	LOC108159560|XP_017148477.2|DMIR	LOC117591927|XP_034141211.1|DGUA
OG0001122	LOC108153592|XP_017139162.1|DMIR	LOC117589171|XP_034136777.1|DGUA
OG0001124	LOC108156495|XP_017143476.1|DMIR	LOC117584927|XP_034129971.1|DGUA
OG0001125	LOC108157632|XP_017145261.1|DMIR	LOC117585469|XP_034130851.1|DGUA
OG0001126	LOC108151736|XP_033243648.1|DMIR	LOC117579616|XP_034121442.1|DGUA
OG0001127	LOC108151020|XP_017134868.1|DMIR	LOC117587496|XP_034134159.1|DGUA
OG0001128	LOC108160905|XP_017150667.1|DMIR	LOC117589957|XP_034138150.1|DGUA
OG0001129	LOC108163115|XP_017153705.1|DMIR	LOC117588177|XP_034135183.1|DGUA
OG0001130	LOC108162050|XP_017152072.1|DMIR	LOC117588107|XP_034135069.1|DGUA
OG0001131	LOC108164409|XP_017155564.1|DMIR	LOC117590669|XP_034139428.1|DGUA
OG0001133	LOC108162431|XP_017152655.2|DMIR	LOC117584379|XP_034129117.1|DGUA
OG0001134	LOC108159571|XP_017148502.1|DMIR	LOC117592358|XP_034141949.1|DGUA
OG0001135	LOC108156925|XP_017144166.1|DMIR	LOC117589683|XP_034137728.1|DGUA
OG0001136	LOC108154994|XP_017141026.1|DMIR	LOC117590034|XP_034138220.1|DGUA
OG0001137	LOC108155810|XP_033245499.1|DMIR	LOC117585363|XP_034130701.1|DGUA
OG0001138	LOC108152223|XP_017136894.1|DMIR	LOC117586873|XP_034133062.1|DGUA
OG0001140	LOC108155073|XP_017141153.1|DMIR	LOC117583209|XP_034127314.1|DGUA
OG0001141	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR	LOC117589856|XP_034138012.1|DGUA
OG0001142	LOC108155817|XP_017142393.1|DMIR	LOC117589800|XP_034137899.1|DGUA
OG0001142	LOC108155818|XP_017142394.1|DMIR	LOC117589801|XP_034137900.1|DGUA
OG0001143	LOC108162731|XP_017153092.1|DMIR	LOC117590927|XP_034139855.1|DGUA
OG0001143	LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR	LOC117582800|XP_034126719.1|DGUA, LOC117580619|XP_034123092.1|DGUA
OG0001144	LOC108160531|XP_017150082.1|DMIR	LOC117581405|XP_034124451.1|DGUA
OG0001146	LOC108164258|XP_017155387.1|DMIR	LOC117588060|XP_034135010.1|DGUA
OG0001146	LOC108164850|XP_017156266.1|DMIR	LOC117581378|XP_034124407.1|DGUA
OG0001147	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR	LOC117591912|XP_034141193.1|DGUA
OG0001148	LOC108161502|XP_017151268.1|DMIR	LOC117582618|XP_034126383.1|DGUA
OG0001148	LOC108163882|XP_017154886.1|DMIR	LOC117582619|XP_034126384.1|DGUA
OG0001149	LOC108151606|XP_017135781.1|DMIR	LOC117579563|XP_034121376.1|DGUA
OG0001150	LOC108160495|XP_033247060.1|DMIR	LOC117592098|XP_034141506.1|DGUA
OG0001151	LOC108153847|XP_033245344.1|DMIR	LOC117586133|XP_034131915.1|DGUA
OG0001152	LOC108157391|XP_017144921.1|DMIR	LOC117583248|XP_034127365.1|DGUA, LOC117583249|XP_034127366.1|DGUA
OG0001153	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR	LOC117586737|XP_034132930.1|DGUA
OG0001154	LOC108163388|XP_017154132.1|DMIR	LOC117588194|XP_034135211.1|DGUA
OG0001155	LOC108162857|XP_017153295.1|DMIR	LOC117581453|XP_034124557.1|DGUA
OG0001157	LOC108156800|XP_017143970.1|DMIR	LOC117589511|XP_034137386.1|DGUA
OG0001158	LOC108161836|XP_017151684.1|DMIR	LOC117584486|XP_034129301.1|DGUA
OG0001159	LOC108155766|XP_017142301.1|DMIR	LOC117585563|XP_034130977.1|DGUA
OG0001160	LOC108154723|XP_017140574.1|DMIR	LOC117582898|XP_034126882.1|DGUA
OG0001161	LOC108154937|XP_017140915.2|DMIR	LOC117589904|XP_034138064.1|DGUA
OG0001162	LOC108154099|XP_017139709.1|DMIR	LOC117586687|XP_034132835.1|DGUA
OG0001162	LOC108157826|XP_017145515.1|DMIR	LOC117590147|XP_034138418.1|DGUA
OG0001163	LOC108155132|XP_017141268.1|DMIR	LOC117589617|XP_034137587.1|DGUA
OG0001164	LOC108154435|XP_017140194.2|DMIR	LOC117583142|XP_034127223.1|DGUA
OG0001164	LOC108154532|XP_017140325.1|DMIR	LOC117583049|XP_034127102.1|DGUA
OG0001165	LOC108160534|XP_033246198.1|DMIR	LOC117579637|XP_034121508.1|DGUA
OG0001166	LOC108165524|XP_017157069.1|DMIR	LOC117588911|XP_034136359.1|DGUA
OG0001167	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR	LOC117592466|XP_034142189.1|DGUA
OG0001168	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR	LOC117592173|XP_034141662.1|DGUA
OG0001169	LOC108164973|XP_017156477.1|DMIR	LOC117581354|XP_034124377.1|DGUA
OG0001170	LOC108155887|XP_017142516.1|DMIR	LOC117583060|XP_034127123.1|DGUA
OG0001171	LOC108152288|XP_017136995.1|DMIR	LOC117579868|XP_034121873.1|DGUA
OG0001172	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR	LOC117578736|XP_034120291.1|DGUA
OG0001173	LOC108154895|XP_033245245.1|DMIR	LOC117582766|XP_034126621.1|DGUA
OG0001174	LOC108165485|XP_017157027.1|DMIR	LOC117587110|XP_034133494.1|DGUA
OG0001175	LOC108159805|XP_017148863.1|DMIR	LOC117591823|XP_034141051.1|DGUA
OG0001176	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR	LOC117592125|XP_034141560.1|DGUA
OG0001177	LOC108162807|XP_033248563.1|DMIR	LOC117582391|XP_034125961.1|DGUA
OG0001178	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR	LOC117579987|XP_034122072.1|DGUA
OG0001179	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR	LOC117592256|XP_034141788.1|DGUA
OG0001180	LOC108164427|XP_017155596.1|DMIR	LOC117590584|XP_034139231.1|DGUA
OG0001181	LOC108162168|XP_017152250.1|DMIR	LOC117582346|XP_034125889.1|DGUA
OG0001181	LOC108162167|XP_017152249.1|DMIR	LOC117582345|XP_034125888.1|DGUA
OG0001181	LOC108151409|XP_017135485.1|DMIR	LOC117580557|XP_034123049.1|DGUA
OG0001182	LOC117187217|XP_033245309.1|DMIR	LOC117582983|XP_034126998.1|DGUA
OG0001183	LOC108156255|XP_033244626.1|DMIR	LOC117590181|XP_034138472.1|DGUA
OG0001184	LOC108157195|XP_017144614.1|DMIR	LOC117585158|XP_034130382.1|DGUA
OG0001185	LOC108155320|XP_017141530.1|DMIR	LOC117586309|XP_034132159.1|DGUA
OG0001186	LOC108161562|XP_017151336.1|DMIR	LOC117584030|XP_034128657.1|DGUA
OG0001186	LOC108154853|XP_017140763.1|DMIR	LOC117586518|XP_034132541.1|DGUA
OG0001187	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR	LOC117584372|XP_034129146.1|DGUA
OG0001188	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR	LOC117592664|XP_034142504.1|DGUA
OG0001189	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR	LOC117589987|XP_034138168.1|DGUA
OG0001190	LOC108165140|XP_017156694.1|DMIR	LOC117591183|XP_034140202.1|DGUA
OG0001191	LOC108163235|XP_017153882.1|DMIR	LOC117587786|XP_034134621.1|DGUA
OG0001192	LOC108164197|XP_017155309.1|DMIR	LOC117584764|XP_034129757.1|DGUA
OG0001193	LOC108155671|XP_017142123.1|DMIR	LOC117589568|XP_034137510.1|DGUA
OG0001194	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR	LOC117590830|XP_034139697.1|DGUA
OG0001195	LOC108158185|XP_017145892.1|DMIR	LOC117590800|XP_034139659.1|DGUA
OG0001196	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR	LOC117592519|XP_034142260.1|DGUA, LOC117588286|XP_034135353.1|DGUA
OG0001197	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR	LOC117583451|XP_034127642.1|DGUA
OG0001198	LOC117187321|XP_033245609.1|DMIR, LOC108151162|XP_017135081.1|DMIR	LOC117585471|XP_034130852.1|DGUA
OG0001200	LOC108154152|XP_017139796.1|DMIR	LOC117585799|XP_034131395.1|DGUA
OG0001201	LOC108157227|XP_017144673.1|DMIR	LOC117586124|XP_034131879.1|DGUA
OG0001202	LOC108160362|XP_017149833.1|DMIR	LOC117581447|XP_034124549.1|DGUA
OG0001203	LOC108164475|XP_017155716.1|DMIR	LOC117590631|XP_034139339.1|DGUA
OG0001204	LOC108163159|XP_017153768.2|DMIR	LOC117584062|XP_034128694.1|DGUA
OG0001205	LOC108155961|XP_017142623.1|DMIR	LOC117586654|XP_034132783.1|DGUA
OG0001206	LOC108155914|XP_017142549.1|DMIR	LOC117585319|XP_034130642.1|DGUA
OG0001207	LOC108153694|XP_017139312.1|DMIR	LOC117587117|XP_034133503.1|DGUA
OG0001208	LOC108164581|XP_017155898.1|DMIR	LOC117581275|XP_034124177.1|DGUA
OG0001209	LOC108154331|XP_017140082.1|DMIR	LOC117589603|XP_034137569.1|DGUA
OG0001210	LOC108162800|XP_017153196.1|DMIR	LOC117590291|XP_034138669.1|DGUA
OG0001212	LOC108164733|XP_017156114.1|DMIR	LOC117590879|XP_034139798.1|DGUA
OG0001213	LOC108164816|XP_017156226.1|DMIR	LOC117590390|XP_034138867.1|DGUA
OG0001214	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR	LOC117589496|XP_034137352.1|DGUA
OG0001215	LOC108157521|XP_017145113.1|DMIR	LOC117583790|XP_034128262.1|DGUA
OG0001216	LOC108156383|XP_017143288.1|DMIR	LOC117583808|XP_034128279.1|DGUA
OG0001217	LOC108161214|XP_033248812.1|DMIR	LOC117587532|XP_034134227.1|DGUA
OG0001218	LOC108153767|XP_017139395.1|DMIR	LOC117579095|XP_034120709.1|DGUA
OG0001218	LOC108155888|XP_017142517.1|DMIR	LOC117583061|XP_034127124.1|DGUA
OG0001220	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR	LOC117591897|XP_034141173.1|DGUA
OG0001221	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR	LOC117592318|XP_034141890.1|DGUA
OG0001222	LOC108157434|XP_017144977.1|DMIR	LOC117589691|XP_034137741.1|DGUA
OG0001223	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR	LOC117587677|XP_034134463.1|DGUA, LOC117578647|XP_034120154.1|DGUA
OG0001224	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR	LOC117592231|XP_034141755.1|DGUA
OG0001225	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR	LOC117578603|XP_034120085.1|DGUA
OG0001226	LOC108159714|XP_017148723.1|DMIR	LOC117584598|XP_034129495.1|DGUA
OG0001227	LOC108161474|XP_033249823.1|DMIR, LOC117189041|XP_033249821.1|DMIR	LOC117583937|XP_034128510.1|DGUA
OG0001229	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR	LOC117591328|XP_034140433.1|DGUA
OG0001230	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR	LOC117592485|XP_034142215.1|DGUA
OG0001231	LOC108161913|XP_017151814.1|DMIR	LOC117587586|XP_034134317.1|DGUA
OG0001232	LOC108163486|XP_017154287.1|DMIR	LOC117581715|XP_034124984.1|DGUA
OG0001233	LOC108162942|XP_017153422.1|DMIR	LOC117581691|XP_034124959.1|DGUA
OG0001234	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR	LOC117592585|XP_034142363.1|DGUA
OG0001235	LOC108163988|XP_017155042.1|DMIR	LOC117582281|XP_034125804.1|DGUA
OG0001236	LOC108151625|XP_017135813.1|DMIR	LOC117586952|XP_034133212.1|DGUA
OG0001237	LOC108154801|XP_017140688.1|DMIR	LOC117586484|XP_034132472.1|DGUA
OG0001238	LOC108155059|XP_017141132.1|DMIR	LOC117591117|XP_034140108.1|DGUA
OG0001240	LOC108157833|XP_017145525.1|DMIR	LOC117591106|XP_034140099.1|DGUA
OG0001241	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR	LOC117591993|XP_034141329.1|DGUA
OG0001241	LOC108154973|XP_017140980.1|DMIR	LOC117590154|XP_034138431.1|DGUA
OG0001242	LOC108163347|XP_017154076.1|DMIR	LOC117581883|XP_034125240.1|DGUA
OG0001242	LOC108153068|XP_017138340.1|DMIR	LOC117581577|XP_034124819.1|DGUA
OG0001243	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR	LOC117580332|XP_034122720.1|DGUA
OG0001244	LOC108160647|XP_033245165.1|DMIR	LOC117580868|XP_034123508.1|DGUA, LOC117590444|XP_034138954.1|DGUA
OG0001244	LOC108156406|XP_017143337.1|DMIR	LOC117583775|XP_034128220.1|DGUA
OG0001245	LOC108153934|XP_017139520.1|DMIR	LOC117585360|XP_034130698.1|DGUA
