Orthogroup	DMIR.longest_only	DFIC.longest_only
OG0002003	LOC108162344|XP_017152530.1|DMIR	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC
OG0002004	LOC108162316|XP_017152485.1|DMIR	LOC108090620|XP_017044885.1|DFIC
OG0002005	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR	LOC108098252|XP_017056535.1|DFIC
OG0002006	LOC108162884|XP_033248687.1|DMIR	LOC108100863|XP_017060431.1|DFIC
OG0002007	LOC108163364|XP_017154103.2|DMIR	LOC108086321|XP_017038712.1|DFIC
OG0002008	LOC108164397|XP_033250157.1|DMIR	LOC108095006|XP_017051335.1|DFIC
OG0002009	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR	LOC108096547|XP_017053724.1|DFIC
OG0002010	LOC108162339|XP_033248420.1|DMIR	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC
OG0002011	LOC108162000|XP_017151970.2|DMIR	LOC108098358|XP_017056692.1|DFIC
OG0002012	LOC108162474|XP_017152713.1|DMIR	LOC108089818|XP_017043709.1|DFIC
OG0002013	LOC108163525|XP_033249359.1|DMIR	LOC108101236|XP_017060975.1|DFIC
OG0002014	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR	LOC108095188|XP_017051670.1|DFIC
OG0002015	LOC108162944|XP_017153424.1|DMIR	LOC108100810|XP_017060366.1|DFIC
OG0002016	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR, LOC117192389|XP_033252952.1|DMIR	LOC108090449|XP_017044621.1|DFIC
OG0002017	LOC108163699|XP_017154623.2|DMIR	LOC108100059|XP_017059281.1|DFIC
OG0002018	LOC108163295|XP_017153990.1|DMIR	LOC108094353|XP_017050382.1|DFIC
OG0002019	LOC108162678|XP_017153011.1|DMIR	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC
OG0002020	LOC108162644|XP_033249684.1|DMIR	LOC108094457|XP_017050524.1|DFIC
OG0002021	LOC108158479|XP_017146273.1|DMIR	LOC108087825|XP_017040883.1|DFIC
OG0002022	LOC108161801|XP_017151640.2|DMIR	LOC108089932|XP_017043908.1|DFIC
OG0002023	LOC108154180|XP_017139843.1|DMIR	LOC108087117|XP_017039786.1|DFIC
OG0002025	LOC108163420|XP_017154177.1|DMIR	LOC108098702|XP_017057304.1|DFIC
OG0002026	LOC108150989|XP_017134828.1|DMIR	LOC108093584|XP_017049198.1|DFIC
OG0002027	LOC108158827|XP_017147013.1|DMIR	LOC108096603|XP_017053790.1|DFIC
OG0002028	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR, LOC117190257|XP_033251205.1|DMIR	LOC108090805|XP_017045148.1|DFIC
OG0002029	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR	LOC108089723|XP_017043591.1|DFIC
OG0002030	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR	LOC108101920|XP_017061987.1|DFIC
OG0002031	LOC108159005|XP_017147367.1|DMIR, LOC117192019|XP_033252631.1|DMIR	LOC108096918|XP_017054358.1|DFIC
OG0002032	LOC108155334|XP_017141573.1|DMIR	LOC108098503|XP_017056920.1|DFIC
OG0002033	LOC108158394|XP_017146144.1|DMIR	LOC108091226|XP_017045820.1|DFIC
OG0002034	LOC108151896|XP_017136288.1|DMIR	LOC108097225|XP_017054873.1|DFIC
OG0002035	LOC108155866|XP_017142473.1|DMIR	LOC108099615|XP_017058727.1|DFIC
OG0002036	LOC108155240|XP_017141418.1|DMIR	LOC108098765|XP_017057386.1|DFIC
OG0002037	LOC108152919|XP_017138087.1|DMIR	LOC108100207|XP_017059470.1|DFIC
OG0002038	LOC108157028|XP_017144328.2|DMIR	LOC108101118|XP_017060827.1|DFIC
OG0002039	LOC108157109|XP_017144472.1|DMIR	LOC108091718|XP_017046549.1|DFIC
OG0002040	LOC108154972|XP_017140977.1|DMIR	LOC108100432|XP_017059842.1|DFIC
OG0002041	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR	LOC108090432|XP_017044594.1|DFIC
OG0002042	LOC108155765|XP_033244262.1|DMIR	LOC108093543|XP_017049126.1|DFIC
OG0002043	LOC108155871|XP_017142479.1|DMIR	LOC108090217|XP_017044299.1|DFIC
OG0002044	LOC108155638|XP_017142069.2|DMIR	LOC108088454|XP_017041723.1|DFIC
OG0002045	LOC108154443|XP_017140204.1|DMIR	LOC108099658|XP_017058781.1|DFIC
OG0002046	LOC108164578|XP_017155886.1|DMIR	LOC108092801|XP_017048061.1|DFIC
OG0002047	LOC108156629|XP_017143701.1|DMIR	LOC108097406|XP_017055150.1|DFIC
OG0002048	LOC108156270|XP_017143128.1|DMIR	LOC108087914|XP_017040988.1|DFIC
OG0002049	LOC108155494|XP_017141811.1|DMIR	LOC108102032|XP_017062136.1|DFIC
OG0002050	LOC108155281|XP_017141479.1|DMIR	LOC108097145|XP_017054747.1|DFIC
OG0002051	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR	LOC108086407|XP_017038798.1|DFIC
OG0002052	LOC108165380|XP_017156907.1|DMIR	LOC108089347|XP_017043017.1|DFIC
OG0002053	LOC108156809|XP_017143991.1|DMIR	LOC108099557|XP_017058632.1|DFIC
OG0002054	LOC108155480|XP_017141792.1|DMIR	LOC108090130|XP_017044155.1|DFIC
OG0002055	LOC108154275|XP_017140013.1|DMIR	LOC108088037|XP_017041160.1|DFIC
OG0002056	LOC108151368|XP_017135418.1|DMIR	LOC108089435|XP_017043154.1|DFIC
OG0002057	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR	LOC108089142|XP_017042752.1|DFIC
OG0002058	LOC108165591|XP_017157155.1|DMIR	LOC108099146|XP_017057981.1|DFIC
OG0002059	LOC108154254|XP_017139977.1|DMIR	LOC108095851|XP_017052638.1|DFIC
OG0002060	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR	LOC108086738|XP_017039259.1|DFIC
OG0002061	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR	LOC108090902|XP_017045307.1|DFIC
OG0002062	LOC108156467|XP_017143423.1|DMIR	LOC108092779|XP_017048013.1|DFIC
OG0002063	LOC108164036|XP_017155106.1|DMIR	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC
OG0002064	LOC117186133|XP_033242197.1|DMIR	LOC108100466|XP_017059885.1|DFIC
OG0002065	LOC108152088|XP_033242271.1|DMIR	LOC108099106|XP_017057917.1|DFIC
OG0002066	LOC108155591|XP_017141995.1|DMIR	LOC108096604|XP_017053800.1|DFIC
OG0002067	LOC108159432|XP_017148192.1|DMIR	LOC108090806|XP_017045151.1|DFIC
OG0002068	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR	LOC108096882|XP_017054312.1|DFIC
OG0002069	LOC117188774|XP_033249028.1|DMIR	LOC108095714|XP_017052378.1|DFIC
OG0002070	LOC108155608|XP_017142023.1|DMIR	LOC108092146|XP_017047150.1|DFIC
OG0002071	LOC108155330|XP_017141560.1|DMIR	LOC108095773|XP_017052507.1|DFIC
OG0002072	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR	LOC108093922|XP_017049780.1|DFIC
OG0002073	LOC108151222|XP_033243458.1|DMIR	LOC108087462|XP_017040313.1|DFIC
OG0002074	LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR	LOC108101925|XP_017061993.1|DFIC
OG0002075	LOC108162382|XP_017152588.1|DMIR	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC
OG0002076	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR	LOC108096691|XP_017053983.1|DFIC
OG0002077	LOC108152463|XP_017137320.1|DMIR	LOC108100294|XP_017059581.1|DFIC
OG0002078	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR	LOC108094753|XP_017050999.1|DFIC
OG0002079	LOC108151025|XP_017134874.1|DMIR	LOC108100380|XP_017059723.1|DFIC
OG0002080	LOC108160690|XP_017150331.1|DMIR	LOC108093803|XP_017049598.1|DFIC
OG0002081	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR	LOC108090855|XP_017045225.1|DFIC
OG0002082	LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR	LOC108090419|XP_017044567.1|DFIC
OG0002083	LOC108164652|XP_033246938.1|DMIR	LOC108092874|XP_017048199.1|DFIC
OG0002084	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR	LOC108096922|XP_017054362.1|DFIC
OG0002085	LOC108160127|XP_017149410.1|DMIR	LOC108096706|XP_017054028.1|DFIC
OG0002086	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR	LOC108096941|XP_017054388.1|DFIC
OG0002087	LOC108150984|XP_017134816.2|DMIR	LOC108100270|XP_017059543.1|DFIC
OG0002088	LOC108151520|XP_017135658.1|DMIR	LOC108100427|XP_017059821.1|DFIC
OG0002089	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR	LOC108090405|XP_017044546.1|DFIC
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC108095443|XP_017052041.1|DFIC
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC108090675|XP_017044950.1|DFIC
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC108089469|XP_017043211.1|DFIC
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC108090763|XP_017045092.1|DFIC
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC108090687|XP_017044962.1|DFIC
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC108097765|XP_017055776.1|DFIC
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC108086724|XP_017039236.1|DFIC
OG0002097	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR	LOC108090753|XP_017045074.1|DFIC
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC108097612|XP_017055510.1|DFIC
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC108096419|XP_017053489.1|DFIC
OG0002101	LOC108160338|XP_017149761.1|DMIR	LOC108090364|XP_017044482.1|DFIC
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC108094881|XP_017051201.1|DFIC
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC108097689|XP_017055646.1|DFIC
OG0002105	LOC108162596|XP_017152903.1|DMIR	LOC108101283|XP_017061065.1|DFIC
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC108097718|XP_017055699.1|DFIC
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC108100064|XP_017059287.1|DFIC
OG0002108	LOC108157574|XP_017145184.1|DMIR, LOC108157572|XP_017145182.1|DMIR, LOC108157573|XP_017145183.1|DMIR	LOC108092220|XP_017047242.1|DFIC
OG0002109	LOC108154545|XP_017140337.1|DMIR	LOC108086798|XP_017039328.1|DFIC
OG0002110	LOC108162878|XP_017153320.1|DMIR	LOC108092661|XP_017047811.1|DFIC
OG0002111	LOC108164320|XP_017155463.1|DMIR	LOC108098722|XP_017057329.1|DFIC
OG0002113	LOC108154426|XP_017140184.1|DMIR	LOC108091924|XP_017046798.1|DFIC
OG0002114	LOC108156374|XP_017143271.1|DMIR	LOC108097643|XP_017055561.1|DFIC, LOC108097713|XP_017055691.1|DFIC
OG0002115	LOC117185842|XP_033246913.1|DMIR, LOC108160050|XP_017149283.2|DMIR	LOC108101855|XP_017061864.1|DFIC, LOC108101857|XP_017061865.1|DFIC
OG0002116	LOC108163195|XP_017153829.1|DMIR	LOC108098348|XP_017056679.1|DFIC
OG0002116	LOC108153746|XP_017139365.2|DMIR	LOC108100191|XP_017059452.1|DFIC
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC108094936|XP_017051284.1|DFIC
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC108101139|XP_017060850.1|DFIC
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC108095813|XP_017052575.1|DFIC
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC108095035|XP_017051407.1|DFIC
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC108086560|XP_017039002.1|DFIC
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC108100797|XP_017060340.1|DFIC
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC108087657|XP_017040634.1|DFIC
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC108096461|XP_017053557.1|DFIC
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC108098082|XP_017056273.1|DFIC
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC108088610|XP_017041984.1|DFIC
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC108087986|XP_017041076.1|DFIC
OG0002130	LOC108165560|XP_017157124.1|DMIR	LOC108097058|XP_017054583.1|DFIC
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC108087342|XP_017040171.1|DFIC
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC108089239|XP_017042889.1|DFIC
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC108095573|XP_017052213.1|DFIC
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC108092787|XP_017048041.1|DFIC
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC108097921|XP_017055959.1|DFIC
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC108088506|XP_017041826.1|DFIC
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC108087143|XP_017039843.1|DFIC
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC108091108|XP_017045620.1|DFIC
OG0002139	LOC108163136|XP_017153742.1|DMIR	LOC108091302|XP_017045914.1|DFIC
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC108088683|XP_017042113.1|DFIC
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC108094854|XP_017051154.1|DFIC
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC108098652|XP_017057217.1|DFIC
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC108101317|XP_017061109.1|DFIC
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC108101978|XP_017062062.1|DFIC
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC108101124|XP_017060837.1|DFIC
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC108098557|XP_017057051.1|DFIC
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC108095545|XP_017052163.1|DFIC
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC108099016|XP_017057739.1|DFIC
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC108095048|XP_017051439.1|DFIC
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC108094675|XP_017050880.1|DFIC
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC108089259|XP_017042916.1|DFIC
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC108087172|XP_017039904.1|DFIC
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC108088381|XP_017041618.1|DFIC
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC108097303|XP_017055007.1|DFIC
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC108086794|XP_017039322.1|DFIC
OG0002156	LOC108152889|XP_017138017.1|DMIR	LOC108088801|XP_017042259.1|DFIC
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC108087208|XP_017039962.1|DFIC
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC108096883|XP_017054313.1|DFIC
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC108098661|XP_017057226.1|DFIC
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC108088045|XP_017041169.1|DFIC
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC108087319|XP_017040139.1|DFIC
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC108092988|XP_017048370.1|DFIC
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC108095978|XP_017052811.1|DFIC
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC108098216|XP_017056483.1|DFIC
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC108095250|XP_017051767.1|DFIC
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC108090804|XP_017045147.1|DFIC
OG0002169	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR	LOC108087562|XP_017040478.1|DFIC
OG0002170	LOC108164432|XP_017155615.1|DMIR	LOC108098406|XP_017056778.1|DFIC
OG0002171	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR	LOC108087134|XP_017039821.1|DFIC
OG0002172	LOC108157171|XP_017144579.1|DMIR	LOC108091668|XP_017046470.1|DFIC
OG0002173	LOC108163149|XP_017153754.1|DMIR	LOC108100077|XP_017059306.1|DFIC
OG0002174	LOC108157268|XP_017144745.1|DMIR	LOC108092128|XP_017047121.1|DFIC
OG0002175	LOC108157269|XP_017144746.1|DMIR	LOC108092129|XP_017047122.1|DFIC
OG0002176	LOC108157271|XP_017144752.2|DMIR, LOC108154042|XP_033245432.1|DMIR	LOC108088005|XP_017041106.1|DFIC
OG0002177	LOC108157652|XP_017145292.1|DMIR	LOC108087047|XP_017039714.1|DFIC
OG0002178	LOC108155604|XP_033245710.1|DMIR	LOC108086559|XP_017039001.1|DFIC
OG0002179	LOC108156122|XP_017142917.2|DMIR	LOC108095929|XP_017052754.1|DFIC
OG0002180	LOC108156280|XP_017143142.2|DMIR	LOC108099380|XP_017058362.1|DFIC
OG0002181	LOC108159304|XP_017147969.1|DMIR	LOC108097753|XP_017055753.1|DFIC
OG0002182	LOC108154717|XP_017140559.1|DMIR	LOC108098587|XP_017057116.1|DFIC
OG0002183	LOC108159745|XP_017148773.1|DMIR	LOC108095249|XP_017051766.1|DFIC
OG0002184	LOC108155469|XP_017141779.1|DMIR	LOC108092105|XP_017047088.1|DFIC
OG0002185	LOC108155122|XP_017141253.1|DMIR	LOC108097232|XP_017054891.1|DFIC
OG0002186	LOC108164015|XP_017155080.1|DMIR	LOC108088137|XP_017041290.1|DFIC
OG0002187	LOC108156834|XP_017144032.1|DMIR	LOC108099599|XP_017058704.1|DFIC
OG0002188	LOC108158749|XP_017146848.1|DMIR, LOC117190508|XP_033251465.1|DMIR	LOC108090744|XP_017045058.1|DFIC
OG0002189	LOC108156888|XP_017144113.1|DMIR	LOC108087726|XP_017040736.1|DFIC
OG0002190	LOC108156248|XP_017143086.2|DMIR	LOC108087229|XP_017040002.1|DFIC
OG0002191	LOC108151655|XP_017135863.2|DMIR	LOC108096280|XP_017053235.1|DFIC
OG0002192	LOC117186619|XP_033243516.1|DMIR, LOC108152270|XP_017136979.2|DMIR	LOC108099957|XP_017059126.1|DFIC
OG0002193	LOC117187111|XP_033244970.1|DMIR, LOC117187110|XP_033244969.1|DMIR, LOC108156144|XP_033244968.1|DMIR	LOC108087263|XP_017040059.1|DFIC
OG0002194	LOC108154315|XP_017140063.1|DMIR	LOC108088373|XP_017041607.1|DFIC
OG0002195	LOC108156943|XP_017144196.1|DMIR	LOC108091954|XP_017046840.1|DFIC
OG0002196	LOC108156920|XP_017144159.1|DMIR	LOC108098770|XP_017057391.1|DFIC
OG0002197	LOC108151929|XP_017136343.1|DMIR	LOC108099055|XP_017057812.1|DFIC
OG0002198	LOC108155825|XP_017142410.1|DMIR	LOC108098571|XP_017057083.1|DFIC
OG0002199	LOC108155933|XP_017142579.1|DMIR	LOC108097649|XP_017055569.1|DFIC
OG0002200	LOC108164681|XP_017156032.1|DMIR	LOC108095608|XP_017052261.1|DFIC
OG0002202	LOC108156879|XP_017144098.2|DMIR	LOC108091962|XP_017046856.1|DFIC
OG0002203	LOC108157015|XP_033245275.1|DMIR	LOC108092093|XP_017047072.1|DFIC
OG0002204	LOC108155952|XP_033244245.1|DMIR	LOC108095814|XP_017052576.1|DFIC
OG0002205	LOC108154662|XP_017140488.1|DMIR	LOC108087106|XP_017039777.1|DFIC
OG0002206	LOC108157486|XP_017145070.1|DMIR	LOC108095727|XP_017052391.1|DFIC
OG0002207	LOC108156867|XP_017144084.1|DMIR	LOC108102300|XP_017062551.1|DFIC
OG0002208	LOC108156880|XP_017144101.2|DMIR	LOC108086288|XP_017038666.1|DFIC
OG0002209	LOC108165472|XP_017157011.1|DMIR	LOC108097301|XP_017055005.1|DFIC
OG0002210	LOC108157450|XP_017144999.1|DMIR	LOC108090205|XP_017044284.1|DFIC
OG0002211	LOC108157006|XP_017144294.1|DMIR	LOC108087311|XP_017040120.1|DFIC
OG0002212	LOC108156624|XP_017143670.1|DMIR	LOC108088006|XP_017041107.1|DFIC
OG0002213	LOC108155597|XP_017142008.1|DMIR	LOC108091823|XP_017046690.1|DFIC
OG0002214	LOC108155548|XP_017141916.1|DMIR	LOC108099299|XP_017058184.1|DFIC
OG0002215	LOC108155327|XP_033245921.1|DMIR	LOC108098822|XP_017057464.1|DFIC
OG0002216	LOC108161702|XP_017151506.1|DMIR	LOC108088458|XP_017041731.1|DFIC
OG0002217	LOC108157325|XP_017144831.1|DMIR	LOC108092209|XP_017047227.1|DFIC
OG0002218	LOC108164565|XP_033250515.1|DMIR, LOC117189480|XP_033250507.1|DMIR	LOC108094621|XP_017050793.1|DFIC
OG0002219	LOC108157667|XP_017145316.1|DMIR	LOC108091699|XP_017046520.1|DFIC
OG0002220	LOC108153921|XP_017139506.1|DMIR	LOC108091581|XP_017046346.1|DFIC
OG0002221	LOC108165400|XP_017156928.1|DMIR	LOC108087543|XP_017040441.1|DFIC
OG0002222	LOC108159081|XP_017147524.1|DMIR	LOC108101839|XP_017061841.1|DFIC
OG0002223	LOC108158764|XP_033247649.1|DMIR	LOC108090348|XP_017044458.1|DFIC
OG0002224	LOC108158090|XP_017145733.2|DMIR	LOC108093623|XP_017049250.1|DFIC
OG0002225	LOC108153239|XP_017138566.1|DMIR	LOC108086987|XP_017039606.1|DFIC
OG0002226	LOC108158762|XP_017146871.1|DMIR, LOC117189885|XP_033250855.1|DMIR	LOC108094260|XP_017050214.1|DFIC
OG0002227	LOC108159238|XP_017147847.1|DMIR	LOC108096647|XP_017053900.1|DFIC
OG0002228	LOC108160366|XP_017149827.1|DMIR, LOC117190735|XP_033251690.1|DMIR	LOC108101584|XP_017061485.1|DFIC
OG0002229	LOC117185899|XP_033254433.1|DMIR, LOC108159108|XP_017147571.1|DMIR	LOC108101849|XP_017061857.1|DFIC
OG0002230	LOC108158915|XP_033254256.1|DMIR, LOC117185795|XP_033247972.1|DMIR	LOC108096628|XP_017053863.1|DFIC
OG0002231	LOC108160144|XP_017149442.2|DMIR, LOC117188038|XP_033247088.1|DMIR	LOC108094308|XP_017050318.1|DFIC
OG0002232	LOC108159329|XP_017148014.1|DMIR, LOC117192599|XP_033253203.1|DMIR	LOC108095239|XP_017051756.1|DFIC
OG0002233	LOC108153611|XP_017139199.1|DMIR	LOC108089607|XP_017043457.1|DFIC
OG0002235	LOC117192737|XP_033253373.1|DMIR, LOC117192735|XP_033253366.1|DMIR, LOC108159054|XP_017147477.1|DMIR	LOC108096717|XP_017054041.1|DFIC
OG0002236	LOC117191325|XP_033252116.1|DMIR, LOC108160696|XP_017150337.1|DMIR	LOC108090825|XP_017045174.1|DFIC
OG0002237	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR	LOC108090738|XP_017045050.1|DFIC
OG0002238	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR	LOC108094314|XP_017050331.1|DFIC
OG0002239	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR	LOC108096779|XP_017054143.1|DFIC
OG0002240	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR	LOC108096755|XP_017054103.1|DFIC
OG0002241	LOC108151242|XP_017135232.1|DMIR	LOC108087444|XP_017040286.1|DFIC
OG0002242	LOC108152690|XP_017137683.1|DMIR	LOC108089040|XP_017042634.1|DFIC
OG0002243	LOC108157067|XP_017144391.1|DMIR	LOC108093345|XP_017048842.1|DFIC
OG0002244	LOC108151899|XP_017136298.1|DMIR	LOC108099852|XP_017058987.1|DFIC
OG0002245	LOC108153045|XP_017138296.1|DMIR	LOC108096294|XP_017053256.1|DFIC
OG0002246	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR	LOC108094326|XP_017050358.1|DFIC
OG0002247	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR	LOC108090808|XP_017045153.1|DFIC
OG0002248	LOC108152359|XP_017137121.1|DMIR	LOC108100445|XP_017059859.1|DFIC
OG0002249	LOC108165350|XP_017156872.1|DMIR	LOC108089064|XP_017042662.1|DFIC
OG0002250	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR	LOC108095252|XP_017051769.1|DFIC
