Orthogroup	DMIR.longest_only	DYAK.longest_only
OG0000926	LOC108154420|XP_017140178.1|DMIR	LOC6537145|XP_002097706.1|DYAK
OG0000927	LOC108154503|XP_017140291.1|DMIR	LOC6538379|XP_002098903.1|DYAK
OG0000927	LOC108154584|XP_017140376.1|DMIR	LOC6538376|XP_002098900.1|DYAK
OG0000928	LOC108163357|XP_033248877.1|DMIR	LOC6527819|XP_002088892.1|DYAK
OG0000928	LOC108163358|XP_017154091.1|DMIR	LOC6527818|XP_002088891.1|DYAK
OG0000929	LOC108162289|XP_017152438.2|DMIR	LOC120320568|XP_039226488.1|DYAK
OG0000929	LOC108162290|XP_017152439.2|DMIR	LOC6526584|XP_002087692.3|DYAK
OG0000930	LOC108165283|XP_017156807.2|DMIR, LOC108151252|XP_017135257.1|DMIR	LOC26535461|XP_015050723.1|DYAK, LOC6534568|XP_039230696.1|DYAK
OG0000931	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR	LOC6531780|XP_002092567.1|DYAK
OG0000931	LOC108164077|XP_017155150.1|DMIR	LOC6528962|XP_039227029.1|DYAK
OG0000932	LOC108165579|XP_017157141.1|DMIR	LOC6539418|XP_039229812.1|DYAK
OG0000932	LOC108153624|XP_017139216.1|DMIR	LOC6539420|XP_039230445.1|DYAK
OG0000933	LOC117190986|XP_033251857.1|DMIR, LOC117189410|XP_033250429.1|DMIR, LOC117189389|XP_033250400.1|DMIR, LOC108160975|XP_017150764.1|DMIR	LOC6530740|XP_015052742.2|DYAK
OG0000933	LOC108161004|XP_017150799.1|DMIR	LOC120321079|XP_039228403.1|DYAK
OG0000934	LOC108158295|XP_017146025.1|DMIR, LOC108158286|XP_017146012.1|DMIR, LOC117191189|XP_033252021.1|DMIR, LOC117192026|XP_033252636.1|DMIR	LOC6528586|XP_002089629.1|DYAK, LOC6528590|XP_002089633.1|DYAK, LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK
OG0000935	LOC108155300|XP_017141504.2|DMIR	LOC6538122|XP_002098657.2|DYAK
OG0000936	LOC117187223|XP_033245321.1|DMIR	LOC26535107|XP_015054583.1|DYAK
OG0000936	LOC108152145|XP_017136749.1|DMIR	LOC6524692|XP_002100536.1|DYAK
OG0000937	LOC108157203|XP_017144624.1|DMIR	LOC6538315|XP_039232217.1|DYAK
OG0000938	LOC108164361|XP_017155475.1|DMIR	LOC6524789|XP_002100633.1|DYAK
OG0000939	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR	LOC6526903|XP_002088002.1|DYAK, LOC6526897|XP_002087996.1|DYAK
OG0000940	LOC108153229|XP_017138551.1|DMIR	LOC6532384|XP_002093135.1|DYAK
OG0000941	LOC108159334|XP_017148024.1|DMIR	LOC6525927|XP_002101747.1|DYAK
OG0000942	LOC108152313|XP_017137035.1|DMIR	LOC26536025|XP_015045162.1|DYAK
OG0000943	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR	LOC6530250|XP_002091187.1|DYAK
OG0000944	LOC108164647|XP_017155986.1|DMIR	LOC6524674|XP_002100531.1|DYAK
OG0000945	LOC108152464|XP_017137321.1|DMIR	LOC6532318|XP_002093078.1|DYAK
OG0000946	LOC108163484|XP_017154282.1|DMIR	LOC6527634|XP_002088722.1|DYAK
OG0000947	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR	LOC6531959|XP_002092745.1|DYAK
OG0000948	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR	LOC6532828|XP_002093565.1|DYAK
OG0000949	LOC108155578|XP_017141973.1|DMIR, LOC108155592|XP_017142002.1|DMIR	LOC6524595|XP_039233585.1|DYAK
OG0000950	LOC108152594|XP_017137542.1|DMIR	LOC6525169|XP_015046126.1|DYAK
OG0000950	LOC108154333|XP_017140084.1|DMIR	LOC6539850|XP_002086732.3|DYAK
OG0000951	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR	LOC6536823|XP_002097393.1|DYAK
OG0000952	LOC108162292|XP_017152442.1|DMIR	LOC6527346|XP_002088438.1|DYAK
OG0000954	LOC117194151|XP_033254696.1|DMIR, LOC108158315|XP_017146046.1|DMIR, LOC117193634|XP_033254270.1|DMIR, LOC117194152|XP_033254697.1|DMIR, LOC108158308|XP_017146036.1|DMIR	LOC6529055|XP_002090084.1|DYAK
OG0000955	LOC108157789|XP_017145470.1|DMIR	LOC26536214|XP_015048558.2|DYAK
OG0000955	LOC108154037|XP_017139619.1|DMIR	LOC6537883|XP_002098424.2|DYAK
OG0000956	LOC117187007|XP_033244457.1|DMIR	LOC6535704|XP_002096331.1|DYAK
OG0000956	LOC108157771|XP_017145445.2|DMIR	LOC6535700|XP_039231151.1|DYAK
OG0000957	LOC117191432|XP_033252192.1|DMIR, LOC108157987|XP_017145621.1|DMIR	LOC6531174|XP_002092003.2|DYAK
OG0000957	LOC108157986|XP_017145620.1|DMIR, LOC117191433|XP_033252193.1|DMIR	LOC6531175|XP_002092004.1|DYAK
OG0000958	LOC108157624|XP_017145250.1|DMIR	LOC26534936|XP_015047983.1|DYAK
OG0000958	LOC117187928|XP_033246793.1|DMIR, LOC108158330|XP_017146059.2|DMIR	LOC6532168|XP_002092941.2|DYAK
OG0000959	LOC108153447|XP_017138953.1|DMIR	LOC6534183|XP_002094866.1|DYAK, LOC6538345|XP_002098870.1|DYAK
OG0000960	LOC108165256|XP_017156782.1|DMIR	LOC6523945|XP_002099817.1|DYAK
OG0000961	LOC108151879|XP_017136264.1|DMIR	LOC6539533|XP_002086421.1|DYAK
OG0000961	LOC108151880|XP_017136265.1|DMIR	LOC6539536|XP_002086424.2|DYAK
OG0000962	LOC108157835|XP_017145528.1|DMIR	LOC6537897|XP_002098438.1|DYAK, LOC6537896|XP_002098437.2|DYAK, LOC6537898|XP_002098439.1|DYAK
OG0000963	LOC108165112|XP_017156660.1|DMIR	LOC6525797|XP_002101618.1|DYAK
OG0000964	LOC117191441|XP_033252198.1|DMIR, LOC117190486|XP_033251444.1|DMIR, LOC117191998|XP_033252613.1|DMIR, LOC108161245|XP_017150989.1|DMIR	LOC6531446|XP_002092249.2|DYAK
OG0000965	LOC117187003|XP_033244446.1|DMIR, LOC117187013|XP_033244505.1|DMIR, LOC117187426|XP_033245975.1|DMIR, LOC117187419|XP_033245965.1|DMIR, LOC117187427|XP_033245976.1|DMIR, LOC117187423|XP_033245971.1|DMIR, LOC117187049|XP_033244666.1|DMIR, LOC117187033|XP_033244601.1|DMIR, LOC117187005|XP_033244454.1|DMIR, LOC117186984|XP_033244352.1|DMIR, LOC117187001|XP_033244441.1|DMIR, LOC108164947|XP_017156425.2|DMIR	LOC6525894|XP_002101714.1|DYAK
OG0000966	LOC108157490|XP_017145076.1|DMIR	LOC6529891|XP_002090848.1|DYAK, LOC6538936|XP_002099440.2|DYAK
OG0000968	LOC108151665|XP_017135893.1|DMIR	LOC6534444|XP_002095121.1|DYAK
OG0000969	LOC117193545|XP_033254181.1|DMIR, LOC108158362|XP_017146105.1|DMIR	LOC6530718|XP_002091609.1|DYAK
OG0000970	LOC108154284|XP_017140027.1|DMIR, LOC108154274|XP_017140016.1|DMIR, LOC108156262|XP_017143114.1|DMIR	LOC6538215|XP_002098742.1|DYAK
OG0000971	LOC108164143|XP_017155236.1|DMIR	LOC6529502|XP_002090504.1|DYAK
OG0000972	LOC108151938|XP_017136357.1|DMIR	LOC6533152|XP_002093878.1|DYAK
OG0000973	LOC108151298|XP_017135326.1|DMIR, LOC108165138|XP_017156692.2|DMIR, LOC117186022|XP_033241943.1|DMIR, LOC117186023|XP_033241944.1|DMIR, LOC117192452|XP_033253032.1|DMIR, LOC117188885|XP_033249306.1|DMIR, LOC117188888|XP_033249312.1|DMIR, LOC117192910|XP_033253540.1|DMIR	LOC6524349|XP_002100207.2|DYAK
OG0000974	LOC108151837|XP_017136203.2|DMIR	LOC6532885|XP_039229755.1|DYAK
OG0000975	LOC108154784|XP_017140660.1|DMIR, LOC108155522|XP_017141858.1|DMIR	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK
OG0000976	LOC108154943|XP_017140929.2|DMIR	LOC6536217|XP_015047608.1|DYAK
OG0000976	LOC117187205|XP_033245262.1|DMIR	LOC26534895|XP_015047609.1|DYAK
OG0000977	LOC108154819|XP_017140708.1|DMIR	LOC120321725|XP_039231261.1|DYAK
OG0000977	LOC108154818|XP_017140707.1|DMIR	LOC6537218|XP_002097776.3|DYAK
OG0000978	LOC108154967|XP_017140970.1|DMIR	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK, LOC6536623|XP_002097195.1|DYAK
OG0000979	LOC108159698|XP_017148699.1|DMIR	LOC6531620|XP_002092417.2|DYAK
OG0000980	LOC108154783|XP_017140659.1|DMIR	LOC6538333|XP_002098860.1|DYAK
OG0000980	LOC108154194|XP_017139899.1|DMIR	LOC6537835|XP_002098376.3|DYAK
OG0000981	LOC108163919|XP_033249068.1|DMIR	LOC6528020|XP_002089087.1|DYAK
OG0000982	LOC108157511|XP_017145101.1|DMIR	LOC6537401|XP_002097957.1|DYAK, LOC26535717|XP_015047733.1|DYAK, LOC26534505|XP_039232148.1|DYAK
OG0000984	LOC108162134|XP_017152204.2|DMIR	LOC6527122|XP_039226990.1|DYAK
OG0000985	LOC108159824|XP_033246889.1|DMIR	LOC26535805|XP_015051173.1|DYAK
OG0000985	LOC108159825|XP_017148887.2|DMIR	LOC6531234|XP_002092046.2|DYAK
OG0000986	LOC108161981|XP_017151936.1|DMIR	LOC6529546|XP_002090544.3|DYAK
OG0000986	LOC108162301|XP_017152456.1|DMIR	LOC6529195|XP_039228795.1|DYAK
OG0000987	LOC108152203|XP_017136854.1|DMIR	LOC6527829|XP_015053823.1|DYAK
OG0000987	LOC108154038|XP_017139620.1|DMIR	LOC6537882|XP_002098423.2|DYAK
OG0000988	LOC108162923|XP_017153394.1|DMIR	LOC6527326|XP_002088418.2|DYAK
OG0000990	LOC117190487|XP_033251445.1|DMIR, LOC108152683|XP_017137675.1|DMIR	LOC6538243|XP_002098770.1|DYAK, LOC6525173|XP_002101011.1|DYAK
OG0000991	LOC108159144|XP_017147632.1|DMIR	LOC6525298|XP_039233376.1|DYAK
OG0000992	LOC108157393|XP_033245963.1|DMIR	LOC6537865|XP_039231172.1|DYAK
OG0000993	LOC108154919|XP_017140867.1|DMIR	LOC6538834|XP_002099347.1|DYAK
OG0000994	LOC108165057|XP_017156591.1|DMIR	LOC6523994|XP_002099866.1|DYAK
OG0000995	LOC108163937|XP_017154961.2|DMIR	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK
OG0000996	LOC108160227|XP_017149568.1|DMIR	LOC6530214|XP_039229237.1|DYAK
OG0000997	LOC117190405|XP_033251374.1|DMIR, LOC117187782|XP_033246511.1|DMIR	LOC6530018|XP_002090964.1|DYAK
OG0000998	LOC108151389|XP_017135454.1|DMIR	LOC6532226|XP_039229591.1|DYAK
OG0000999	LOC108155745|XP_017142259.1|DMIR	LOC6523834|XP_002099709.1|DYAK
OG0001000	LOC117188052|XP_033247167.1|DMIR, LOC117190773|XP_033251724.1|DMIR	LOC6529139|XP_002090148.1|DYAK
OG0001001	LOC117192545|XP_033253132.1|DMIR, LOC108160074|XP_017149319.1|DMIR	LOC6531580|XP_039229220.1|DYAK
OG0001002	LOC108162981|XP_017153476.1|DMIR	LOC6529583|XP_002090577.1|DYAK
OG0001003	LOC108154975|XP_017140984.1|DMIR	LOC6535236|XP_002095895.1|DYAK, LOC26536424|XP_015054735.1|DYAK
OG0001004	LOC108155115|XP_017141243.1|DMIR	LOC6536405|XP_002096987.1|DYAK
OG0001005	LOC108158674|XP_017146682.1|DMIR	LOC6529670|XP_002090663.1|DYAK, LOC6524460|XP_039233531.1|DYAK
OG0001006	LOC108151405|XP_017135482.1|DMIR	LOC6537249|XP_002097807.1|DYAK, LOC6533787|XP_002094489.1|DYAK
OG0001007	LOC117185760|XP_017148353.1|DMIR, LOC108159506|XP_017148352.2|DMIR	LOC6531972|XP_002092758.1|DYAK
OG0001008	LOC108164832|XP_017156243.1|DMIR	LOC6524948|XP_002100788.1|DYAK
OG0001009	LOC108155068|XP_017141144.1|DMIR, LOC108155777|XP_033245461.1|DMIR	LOC6538416|XP_002098940.1|DYAK, LOC6536350|XP_002096932.1|DYAK
OG0001010	LOC108161850|XP_017151707.1|DMIR	LOC6526257|XP_002087379.1|DYAK
OG0001011	LOC108152873|XP_017137991.1|DMIR	LOC6524633|XP_002100490.3|DYAK
OG0001011	LOC108163761|XP_017154723.1|DMIR	LOC6529440|XP_002090444.1|DYAK
OG0001012	LOC108158109|XP_033241939.1|DMIR, LOC108165086|XP_017156626.2|DMIR	LOC6524853|XP_015045905.1|DYAK, LOC6524854|XP_015045906.1|DYAK
OG0001013	LOC108152768|XP_017137832.1|DMIR	LOC6533808|XP_002094509.2|DYAK
OG0001013	LOC108165547|XP_017157112.1|DMIR	LOC6534836|XP_015050865.1|DYAK
OG0001014	LOC108151720|XP_017135985.1|DMIR	LOC6534895|XP_002095567.1|DYAK
OG0001014	LOC108151550|XP_017135704.1|DMIR	LOC6533840|XP_002094540.1|DYAK
OG0001015	LOC108165059|XP_033252597.1|DMIR	LOC6525964|XP_002101783.1|DYAK
OG0001015	LOC108165058|XP_017156592.1|DMIR	LOC6525963|XP_002101782.1|DYAK
OG0001016	LOC108150899|XP_017134701.1|DMIR	LOC6538502|XP_002099024.1|DYAK, LOC6525665|XP_002101487.1|DYAK
OG0001017	LOC108159558|XP_017148475.2|DMIR	LOC26535256|XP_015051288.1|DYAK
OG0001017	LOC108159001|XP_017147354.1|DMIR, LOC117191611|XP_033252320.1|DMIR, LOC117187864|XP_033246636.1|DMIR	LOC6533476|XP_002094187.1|DYAK, LOC6539588|XP_002086453.1|DYAK
OG0001018	LOC108164980|XP_017156491.1|DMIR, LOC108157312|XP_017144806.1|DMIR	LOC6537952|XP_002098489.1|DYAK
OG0001019	LOC108157038|XP_017144341.1|DMIR	LOC6538319|XP_039232213.1|DYAK
OG0001020	LOC108164937|XP_017156415.1|DMIR	LOC6526095|XP_002101912.1|DYAK
OG0001021	LOC108163627|XP_017154516.1|DMIR	LOC26535754|XP_015054663.1|DYAK
OG0001022	LOC117186231|XP_033242563.1|DMIR	LOC6524894|XP_002100734.1|DYAK
OG0001024	LOC108156052|XP_017142814.1|DMIR	LOC6538330|XP_015048779.1|DYAK
OG0001025	LOC108151123|XP_017135032.1|DMIR	LOC6533856|XP_002094556.1|DYAK
OG0001026	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR	LOC6528511|XP_002089557.1|DYAK
OG0001027	LOC108152654|XP_017137637.1|DMIR	LOC6534181|XP_002094864.1|DYAK
OG0001028	LOC108164203|XP_017155322.1|DMIR	LOC6529019|XP_002090051.1|DYAK
OG0001029	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR	LOC6529344|XP_002090349.1|DYAK
OG0001031	LOC108161349|XP_033249163.1|DMIR	LOC6529174|XP_039229124.1|DYAK
OG0001032	LOC108161911|XP_017151807.1|DMIR	LOC6540137|XP_002086995.3|DYAK
OG0001033	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR	LOC6540170|XP_039229937.1|DYAK
OG0001034	LOC108153130|XP_017138408.1|DMIR	LOC6534041|XP_002094727.1|DYAK
OG0001035	LOC108165133|XP_017156688.1|DMIR	LOC6526234|XP_002102043.1|DYAK
OG0001035	LOC108165134|XP_017156689.1|DMIR	LOC6526235|XP_002102044.1|DYAK
OG0001036	LOC108164602|XP_017155929.1|DMIR	LOC6528943|XP_002089975.1|DYAK
OG0001036	LOC108154348|XP_017140103.1|DMIR	LOC6535507|XP_002096136.2|DYAK
OG0001037	LOC108152121|XP_017136694.1|DMIR, LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR	LOC6533643|XP_002094349.1|DYAK
OG0001038	LOC108157531|XP_017145123.1|DMIR	LOC6535768|XP_002096391.3|DYAK
OG0001038	LOC108157530|XP_017145122.1|DMIR	LOC6535767|XP_002096390.3|DYAK
OG0001039	LOC108154564|XP_017140355.2|DMIR, LOC108156153|XP_017142966.1|DMIR	LOC6537299|XP_002097857.2|DYAK
OG0001041	LOC108154588|XP_017140381.1|DMIR	LOC6535863|XP_002096482.1|DYAK, LOC6535864|XP_002096483.2|DYAK
OG0001042	LOC108154264|XP_017139989.1|DMIR	LOC6538948|XP_002099451.1|DYAK
OG0001043	LOC108164201|XP_017155320.1|DMIR	LOC6524840|XP_002100680.1|DYAK
OG0001044	LOC108160001|XP_017149214.1|DMIR	LOC6528469|XP_002089515.1|DYAK
OG0001045	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR	LOC6530466|XP_015051933.1|DYAK
OG0001046	LOC108159806|XP_017148865.1|DMIR	LOC6531238|XP_002092050.1|DYAK, LOC6531237|XP_002092049.1|DYAK
OG0001047	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR	LOC6529943|XP_002090898.1|DYAK
OG0001048	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR	LOC6530559|XP_002091472.1|DYAK
OG0001049	LOC108152602|XP_017137549.1|DMIR	LOC6532989|XP_002093724.1|DYAK
OG0001050	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR	LOC6534433|XP_039229947.1|DYAK
OG0001051	LOC108162247|XP_017152383.1|DMIR	LOC6527900|XP_002088972.1|DYAK
OG0001052	LOC108163367|XP_017154107.1|DMIR	LOC6527707|XP_002088791.1|DYAK
OG0001053	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR	LOC6524249|XP_002100112.1|DYAK
OG0001054	LOC108156657|XP_017143759.1|DMIR	LOC6537806|XP_002098347.1|DYAK
OG0001055	LOC108155222|XP_017141395.1|DMIR	LOC6537409|XP_002097965.3|DYAK, LOC6537408|XP_002097964.1|DYAK
OG0001056	LOC117186381|XP_033242994.1|DMIR	LOC6529422|XP_002090426.1|DYAK, LOC6524920|XP_002100760.1|DYAK
OG0001057	LOC108163578|XP_017154437.1|DMIR	LOC6527849|XP_002088921.1|DYAK
OG0001058	LOC108153231|XP_017138555.1|DMIR	LOC6524507|XP_002100364.1|DYAK
OG0001059	LOC108150981|XP_017134810.1|DMIR	LOC6534879|XP_002095551.2|DYAK
OG0001060	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR	LOC6536704|XP_002097276.1|DYAK
OG0001061	LOC108154011|XP_017139593.1|DMIR	LOC6536473|XP_002097054.2|DYAK
OG0001061	LOC108154012|XP_017139595.1|DMIR	LOC6536474|XP_002097055.1|DYAK
OG0001062	LOC108157452|XP_017145002.1|DMIR	LOC6537542|XP_002098088.1|DYAK
OG0001062	LOC108157451|XP_017145001.1|DMIR	LOC6537629|XP_002098174.2|DYAK
OG0001063	LOC108153484|XP_017139012.1|DMIR	LOC26535068|XP_015045753.2|DYAK
OG0001063	LOC108150825|XP_017134623.2|DMIR	LOC6524551|XP_002100408.2|DYAK
OG0001064	LOC108165266|XP_017156790.1|DMIR	LOC6524493|XP_002100350.1|DYAK
OG0001064	LOC108165195|XP_033242025.1|DMIR	LOC6525406|XP_002101241.1|DYAK
OG0001065	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR	LOC6528831|XP_015054070.1|DYAK
OG0001066	LOC108153469|XP_033250772.1|DMIR	LOC6525151|XP_002100989.2|DYAK
OG0001067	LOC108163912|XP_017154929.1|DMIR	LOC6528951|XP_002089983.1|DYAK
OG0001067	LOC108163915|XP_017154932.1|DMIR	LOC26534915|XP_015054563.2|DYAK
OG0001068	LOC108165317|XP_033243806.1|DMIR	LOC6533061|XP_039230197.1|DYAK
OG0001068	LOC108151010|XP_017134857.1|DMIR	LOC6533819|XP_002094519.1|DYAK
OG0001069	LOC117193494|XP_033254136.1|DMIR, LOC117193490|XP_033254132.1|DMIR, LOC108158218|XP_017145932.1|DMIR	LOC6532057|XP_002092834.1|DYAK
OG0001070	LOC108155992|XP_017142679.1|DMIR, LOC108154458|XP_017140219.1|DMIR	LOC6537628|XP_002098173.1|DYAK, LOC6537627|XP_002098172.1|DYAK
OG0001071	LOC108161151|XP_017150861.1|DMIR	LOC6527222|XP_002088316.2|DYAK, LOC26534469|XP_039230024.1|DYAK
OG0001072	LOC108153406|XP_017138889.1|DMIR	LOC6533784|XP_002094486.1|DYAK, LOC6533794|XP_002094495.1|DYAK
OG0001073	LOC108156263|XP_017143115.1|DMIR	LOC6538352|XP_002098877.3|DYAK
OG0001074	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR	LOC6529980|XP_002090926.1|DYAK
OG0001075	LOC108152005|XP_017136466.1|DMIR	LOC6532727|XP_039230561.1|DYAK
OG0001077	LOC117187222|XP_033245320.1|DMIR	LOC6539980|XP_002086852.1|DYAK
OG0001078	LOC108164673|XP_017156015.1|DMIR	LOC6525829|XP_002101649.1|DYAK
OG0001079	LOC108151344|XP_017135388.1|DMIR	LOC6532937|XP_002093672.1|DYAK
OG0001080	LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR	LOC6532331|XP_002093091.1|DYAK
OG0001081	LOC108155179|XP_017141338.1|DMIR	LOC6535733|XP_002096356.1|DYAK
OG0001082	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR	LOC6530757|XP_002091647.1|DYAK
OG0001083	LOC108152698|XP_017137699.1|DMIR	LOC6532721|XP_002093463.1|DYAK
OG0001084	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR	LOC6528312|XP_002089365.1|DYAK
OG0001085	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR	LOC6529102|XP_002090115.1|DYAK
OG0001086	LOC108159504|XP_017148350.1|DMIR	LOC6531968|XP_002092754.1|DYAK
OG0001087	LOC108161856|XP_017151714.1|DMIR	LOC6527257|XP_002088351.2|DYAK, LOC6527258|XP_002088352.2|DYAK
OG0001088	LOC108151800|XP_017136140.1|DMIR	LOC6532639|XP_002093383.1|DYAK
OG0001089	LOC108151348|XP_017135391.1|DMIR	LOC6532948|XP_002093683.1|DYAK
OG0001090	LOC108153504|XP_017139043.1|DMIR	LOC6532855|XP_002093592.3|DYAK
OG0001092	LOC108163845|XP_017154851.1|DMIR	LOC6529037|XP_002090068.1|DYAK
OG0001093	LOC108161684|XP_017151485.1|DMIR	LOC6528222|XP_002089284.1|DYAK
OG0001094	LOC108164002|XP_033249294.1|DMIR	LOC6528208|XP_039226430.1|DYAK
OG0001095	LOC117188910|XP_033249376.1|DMIR	LOC6530965|XP_002091803.1|DYAK
OG0001096	LOC108163692|XP_017154613.1|DMIR	LOC6529610|XP_002090604.1|DYAK
OG0001097	LOC108161606|XP_017151390.1|DMIR	LOC26536310|XP_015045280.1|DYAK, LOC6539146|XP_039226189.1|DYAK
OG0001098	LOC108152071|XP_017136583.1|DMIR	LOC6533760|XP_015050252.1|DYAK
OG0001099	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR	LOC6539780|XP_002086669.2|DYAK
OG0001100	LOC108157464|XP_017145030.1|DMIR	LOC120321820|XP_039231707.1|DYAK, LOC26535504|XP_039231158.1|DYAK
OG0001101	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR	LOC6531690|XP_039229181.1|DYAK
OG0001102	LOC108152197|XP_017136844.1|DMIR	LOC6534093|XP_002094779.3|DYAK
OG0001103	LOC108157734|XP_017145399.1|DMIR	LOC6536728|XP_002097300.1|DYAK
OG0001104	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR	LOC6530138|XP_002091084.2|DYAK
OG0001105	LOC108155303|XP_017141510.1|DMIR	LOC6525158|XP_002100996.1|DYAK, LOC6530176|XP_002091116.1|DYAK
OG0001106	LOC108164406|XP_033250268.1|DMIR	LOC6523695|XP_015046723.1|DYAK
OG0001107	LOC117191086|XP_033251940.1|DMIR, LOC117192489|XP_033253083.1|DMIR, LOC117190266|XP_033251214.1|DMIR, LOC117189778|XP_033250738.1|DMIR, LOC117187883|XP_033246694.1|DMIR, LOC117190674|XP_033251633.1|DMIR, LOC117186406|XP_033243052.1|DMIR, LOC117191592|XP_033252306.1|DMIR, LOC117190934|XP_033251824.1|DMIR	LOC120322245|XP_039233233.1|DYAK
OG0001108	LOC108153902|XP_017139489.2|DMIR	LOC6538718|XP_002099233.2|DYAK
OG0001108	LOC108156862|XP_017144079.1|DMIR	LOC6538726|XP_002099241.1|DYAK
OG0001109	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR	LOC6530379|XP_002091305.1|DYAK
OG0001109	LOC108157977|XP_017145612.1|DMIR	LOC6530378|XP_002091304.1|DYAK
OG0001111	LOC108158214|XP_017145926.1|DMIR	LOC6531722|XP_002092512.1|DYAK, LOC6531721|XP_002092511.1|DYAK, LOC6531720|XP_002092510.3|DYAK
