Orthogroup	DMIR.longest_only	DBUS.longest_only
OG0001920	LOC108165586|XP_017157147.1|DMIR	LOC108600025|XP_017842832.1|DBUS
OG0001921	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR	LOC108596387|XP_017837548.1|DBUS
OG0001922	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR	LOC108596372|XP_017837529.1|DBUS
OG0001923	LOC108153288|XP_017138651.1|DMIR	LOC108600006|XP_017842785.1|DBUS
OG0001924	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR	LOC108601155|XP_017844579.1|DBUS
OG0001925	LOC108151065|XP_017134933.2|DMIR	LOC108598587|XP_017840770.1|DBUS
OG0001926	LOC108153430|XP_017138921.1|DMIR	LOC108600779|XP_017844037.1|DBUS
OG0001927	LOC117190011|XP_033250993.1|DMIR, LOC108158146|XP_017145855.1|DMIR	LOC108596943|XP_017838670.1|DBUS
OG0001928	LOC108155998|XP_017142687.1|DMIR, LOC108151427|XP_017135508.1|DMIR	LOC108598923|XP_017841176.1|DBUS
OG0001929	LOC108151193|XP_017135129.1|DMIR	LOC108599566|XP_017841951.1|DBUS
OG0001930	LOC117189825|XP_033250780.1|DMIR, LOC108159815|XP_017148874.1|DMIR	LOC108596824|XP_017838429.1|DBUS
OG0001931	LOC108153127|XP_017138405.2|DMIR	LOC108600720|XP_033149479.1|DBUS
OG0001932	LOC108151925|XP_017136333.1|DMIR	LOC108600571|XP_017843729.1|DBUS
OG0001933	LOC117188298|XP_033247816.1|DMIR, LOC108159022|XP_017147421.1|DMIR	LOC108595521|XP_017836264.1|DBUS
OG0001934	LOC108151192|XP_017135128.1|DMIR	LOC108598532|XP_017840703.1|DBUS
OG0001935	LOC108151283|XP_017135301.1|DMIR	LOC108598430|XP_017840549.1|DBUS
OG0001937	LOC117187884|XP_033246695.1|DMIR, LOC108159752|XP_017148785.1|DMIR, LOC117190000|XP_033250974.1|DMIR	LOC108597721|XP_017839902.2|DBUS
OG0001938	LOC117193626|XP_033254260.1|DMIR, LOC108158916|XP_017147203.1|DMIR, LOC117193630|XP_033254267.1|DMIR	LOC108597735|XP_017839919.1|DBUS
OG0001939	LOC117189867|XP_033250831.1|DMIR, LOC108159603|XP_017148546.1|DMIR	LOC108595767|XP_017836546.1|DBUS
OG0001940	LOC108159125|XP_017147599.1|DMIR	LOC108596203|XP_033148994.1|DBUS
OG0001941	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR	LOC108598787|XP_017841019.1|DBUS
OG0001942	LOC117190775|XP_033251725.1|DMIR, LOC108159996|XP_017149203.2|DMIR	LOC108595569|XP_017836319.1|DBUS
OG0001943	LOC108151285|XP_017135305.1|DMIR	LOC108599350|XP_017841642.2|DBUS
OG0001944	LOC108151930|XP_017136344.1|DMIR	LOC108598539|XP_017840711.1|DBUS
OG0001945	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR	LOC108597694|XP_017839859.1|DBUS
OG0001946	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR	LOC108597503|XP_017839577.1|DBUS
OG0001947	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR	LOC108595456|XP_017836185.1|DBUS
OG0001948	LOC108162848|XP_017153284.1|DMIR	LOC108599043|XP_017841312.2|DBUS
OG0001949	LOC108153345|XP_033242879.1|DMIR	LOC108600442|XP_033149321.1|DBUS
OG0001950	LOC108155501|XP_017141824.1|DMIR	LOC108603307|XP_017847478.1|DBUS
OG0001951	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR	LOC108596122|XP_017837071.1|DBUS
OG0001952	LOC108159932|XP_033246782.1|DMIR	LOC117135084|XP_033150906.1|DBUS
OG0001953	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR	LOC108596176|XP_033148929.1|DBUS
OG0001954	LOC108158995|XP_017147347.1|DMIR	LOC108596413|XP_033149184.1|DBUS
OG0001955	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR	LOC108595351|XP_017836064.1|DBUS
OG0001956	LOC108152329|XP_017137065.1|DMIR	LOC108599910|XP_017842596.1|DBUS
OG0001957	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR	LOC108595648|XP_017836412.1|DBUS
OG0001958	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR	LOC108596805|XP_017838401.1|DBUS
OG0001959	LOC108153037|XP_017138282.1|DMIR	LOC108599071|XP_017841342.2|DBUS
OG0001960	LOC108151320|XP_017135362.1|DMIR	LOC108599842|XP_017842453.1|DBUS
OG0001961	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR	LOC108597167|XP_017839070.1|DBUS
OG0001962	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR	LOC108597395|XP_017839421.1|DBUS
OG0001963	LOC108152792|XP_017137863.1|DMIR	LOC108600022|XP_017842829.1|DBUS
OG0001964	LOC108152705|XP_017137714.1|DMIR	LOC108599941|XP_017842654.1|DBUS
OG0001965	LOC108152169|XP_033242594.1|DMIR	LOC108598690|XP_017840900.2|DBUS
OG0001966	LOC108155585|XP_017141983.1|DMIR	LOC108604013|XP_017848744.1|DBUS
OG0001967	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR	LOC108595423|XP_017836141.1|DBUS
OG0001968	LOC108153721|XP_017139338.1|DMIR	LOC108600735|XP_017843966.1|DBUS
OG0001969	LOC117192720|XP_033253348.1|DMIR, LOC117192718|XP_033253343.1|DMIR, LOC108158093|XP_017145749.1|DMIR	LOC108597386|XP_017839408.1|DBUS
OG0001970	LOC117190684|XP_033251636.1|DMIR, LOC108160360|XP_017149819.1|DMIR	LOC108597369|XP_017839384.1|DBUS
OG0001971	LOC117192301|XP_033252848.1|DMIR, LOC108158051|XP_017145686.1|DMIR	LOC108595834|XP_017836613.1|DBUS
OG0001972	LOC117188308|XP_033247838.1|DMIR	LOC108596517|XP_017837848.1|DBUS
OG0001973	LOC108160758|XP_017150447.1|DMIR	LOC108597560|XP_017839658.1|DBUS
OG0001974	LOC117193290|XP_033253922.1|DMIR, LOC108160497|XP_017150022.1|DMIR	LOC108597651|XP_017839795.1|DBUS
OG0001975	LOC108153156|XP_017138448.1|DMIR	LOC108599334|XP_017841627.2|DBUS
OG0001976	LOC108159881|XP_017148983.2|DMIR, LOC117187934|XP_033246821.1|DMIR	LOC108596922|XP_017838629.1|DBUS
OG0001977	LOC108162152|XP_017152218.1|DMIR	LOC108607830|XP_017854378.1|DBUS
OG0001978	LOC108162398|XP_017152609.1|DMIR	LOC108608371|XP_017855208.1|DBUS
OG0001979	LOC108163041|XP_017153581.1|DMIR	LOC108608216|XP_017854981.1|DBUS
OG0001980	LOC108162500|XP_017152754.1|DMIR	LOC108596325|XP_017837440.1|DBUS
OG0001981	LOC108162263|XP_017152399.1|DMIR	LOC108594239|XP_033150588.1|DBUS
OG0001982	LOC108161920|XP_017151825.1|DMIR	LOC108608223|XP_017854989.2|DBUS
OG0001983	LOC117189156|XP_033250115.1|DMIR	LOC108596145|XP_017837130.1|DBUS
OG0001984	LOC108162958|XP_017153446.2|DMIR	LOC108608441|XP_017855305.1|DBUS
OG0001985	LOC108161784|XP_017151615.1|DMIR	LOC108607859|XP_017854431.2|DBUS
OG0001986	LOC117188579|XP_033248459.1|DMIR, LOC108163650|XP_017154557.1|DMIR	LOC108602015|XP_017845544.2|DBUS
OG0001987	LOC108153505|XP_017139050.1|DMIR	LOC108606642|XP_017852430.1|DBUS
OG0001988	LOC117194952|XP_033255315.1|DMIR, LOC108159296|XP_017147954.1|DMIR	LOC108596296|XP_017837377.1|DBUS
OG0001989	LOC108161300|XP_017151008.1|DMIR	LOC108602095|XP_017845611.2|DBUS
OG0001990	LOC108162799|XP_017153190.1|DMIR	LOC108597178|XP_033150391.1|DBUS
OG0001991	LOC117188761|XP_033248991.1|DMIR	LOC108607807|XP_033149952.1|DBUS
OG0001992	LOC108163703|XP_017154632.1|DMIR	LOC108608209|XP_033150617.1|DBUS
OG0001993	LOC108163319|XP_017154033.1|DMIR	LOC108606041|XP_017851369.2|DBUS
OG0001994	LOC108156546|XP_017143552.1|DMIR	LOC108601812|XP_017845237.1|DBUS
OG0001995	LOC108163058|XP_017153619.2|DMIR	LOC108607680|XP_017854125.1|DBUS
OG0001997	LOC108159402|XP_017148132.1|DMIR, LOC117192245|XP_033252800.1|DMIR	LOC108596247|XP_017837287.1|DBUS
OG0001998	LOC108159400|XP_017148126.2|DMIR, LOC117192243|XP_033252798.1|DMIR, LOC117192244|XP_033252799.1|DMIR	LOC108594687|XP_017835316.2|DBUS
OG0001999	LOC117191450|XP_033252203.1|DMIR, LOC108159921|XP_017149048.2|DMIR	LOC108597413|XP_017839451.1|DBUS
OG0002000	LOC108163549|XP_017154399.1|DMIR	LOC108602419|XP_017846026.1|DBUS
OG0002001	LOC108162852|XP_017153285.1|DMIR	LOC108595444|XP_033149398.1|DBUS
OG0002002	LOC108158151|XP_017145860.1|DMIR	LOC108596945|XP_017838673.1|DBUS, LOC108596448|XP_017837684.1|DBUS
OG0002004	LOC108162316|XP_017152485.1|DMIR	LOC108594250|XP_017834860.1|DBUS
OG0002005	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR	LOC108594460|XP_033150912.1|DBUS
OG0002006	LOC108162884|XP_033248687.1|DMIR	LOC108607719|XP_017854227.1|DBUS
OG0002007	LOC108163364|XP_017154103.2|DMIR	LOC108607994|XP_017854641.1|DBUS
OG0002008	LOC108164397|XP_033250157.1|DMIR	LOC108607363|XP_017853564.1|DBUS
OG0002009	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR	LOC108595669|XP_017836437.1|DBUS
OG0002010	LOC108162339|XP_033248420.1|DMIR	LOC108608241|XP_017855016.1|DBUS
OG0002011	LOC108162000|XP_017151970.2|DMIR	LOC108608511|XP_017855400.1|DBUS
OG0002012	LOC108162474|XP_017152713.1|DMIR	LOC108606460|XP_017852070.1|DBUS
OG0002013	LOC117188967|XP_033249603.1|DMIR, LOC108163525|XP_033249359.1|DMIR	LOC108594398|XP_033150653.1|DBUS
OG0002014	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR	LOC108595106|XP_017835756.1|DBUS
OG0002015	LOC108162944|XP_017153424.1|DMIR	LOC108607004|XP_017853075.1|DBUS, LOC108598197|XP_017840302.1|DBUS
OG0002016	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR	LOC108596854|XP_017838482.1|DBUS
OG0002017	LOC108163699|XP_017154623.2|DMIR	LOC108608563|XP_017855475.1|DBUS
OG0002018	LOC108163295|XP_017153990.1|DMIR	LOC108605976|XP_017851291.2|DBUS
OG0002020	LOC108162644|XP_033249684.1|DMIR	LOC108601579|XP_017844967.1|DBUS, LOC108602177|XP_017845703.1|DBUS, LOC108602572|XP_017846198.1|DBUS, LOC108596414|XP_017837621.1|DBUS
OG0002021	LOC108158479|XP_017146273.1|DMIR	LOC108596636|XP_017838086.1|DBUS
OG0002022	LOC108161801|XP_017151640.2|DMIR	LOC108605834|XP_017851134.1|DBUS
OG0002023	LOC108154180|XP_017139843.1|DMIR	LOC108604215|XP_017849069.1|DBUS
OG0002025	LOC108163420|XP_017154177.1|DMIR	LOC108608151|XP_017854887.1|DBUS
OG0002026	LOC108150989|XP_017134828.1|DMIR	LOC108601041|XP_017844416.2|DBUS
OG0002027	LOC108158827|XP_017147013.1|DMIR	LOC108596142|XP_017837121.1|DBUS
OG0002028	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR, LOC117190257|XP_033251205.1|DMIR	LOC108596881|XP_017838549.1|DBUS
OG0002029	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR	LOC108599517|XP_017841878.1|DBUS
OG0002030	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR	LOC108596280|XP_017837342.1|DBUS
OG0002031	LOC108159005|XP_017147367.1|DMIR, LOC117192019|XP_033252631.1|DMIR	LOC108596054|XP_017836936.1|DBUS
OG0002032	LOC108155334|XP_017141573.1|DMIR	LOC108602784|XP_017846485.1|DBUS
OG0002033	LOC108158394|XP_017146144.1|DMIR	LOC108607275|XP_017853459.1|DBUS
OG0002034	LOC108151896|XP_017136288.1|DMIR	LOC108606569|XP_017852277.1|DBUS
OG0002035	LOC108155866|XP_017142473.1|DMIR	LOC108604644|XP_017849682.1|DBUS
OG0002036	LOC108155240|XP_017141418.1|DMIR	LOC108603416|XP_033150013.1|DBUS
OG0002037	LOC108152919|XP_017138087.1|DMIR	LOC108600975|XP_017844326.1|DBUS
OG0002038	LOC108157028|XP_017144328.2|DMIR	LOC108602269|XP_017845815.1|DBUS
OG0002039	LOC108157109|XP_017144472.1|DMIR	LOC108595614|XP_017836369.1|DBUS
OG0002040	LOC108154972|XP_017140977.1|DMIR	LOC108602518|XP_017846140.1|DBUS
OG0002041	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR	LOC108597182|XP_017839096.1|DBUS
OG0002042	LOC108155765|XP_033244262.1|DMIR	LOC108604414|XP_017849369.1|DBUS
OG0002043	LOC108155871|XP_017142479.1|DMIR	LOC108603605|XP_017848040.1|DBUS
OG0002044	LOC117187328|XP_033245630.1|DMIR, LOC108155638|XP_017142069.2|DMIR	LOC108602852|XP_017846610.1|DBUS
OG0002045	LOC108154443|XP_017140204.1|DMIR	LOC108601253|XP_017844642.1|DBUS
OG0002046	LOC108164578|XP_017155886.1|DMIR	LOC108607076|XP_017853186.1|DBUS
OG0002047	LOC108156629|XP_017143701.1|DMIR	LOC108606308|XP_017851797.1|DBUS
OG0002048	LOC108156270|XP_017143128.1|DMIR	LOC108602160|XP_017845682.1|DBUS
OG0002049	LOC108155494|XP_017141811.1|DMIR	LOC108603237|XP_017847346.1|DBUS
OG0002050	LOC108155281|XP_017141479.1|DMIR	LOC108603263|XP_017847406.1|DBUS
OG0002051	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR	LOC108597486|XP_017839552.1|DBUS
OG0002052	LOC108165380|XP_017156907.1|DMIR	LOC108598102|XP_017840208.1|DBUS
OG0002053	LOC108156809|XP_017143991.1|DMIR	LOC108603630|XP_017848078.1|DBUS
OG0002054	LOC108155480|XP_017141792.1|DMIR	LOC108601985|XP_017845469.2|DBUS
OG0002056	LOC108151368|XP_017135418.1|DMIR	LOC108600332|XP_017843335.1|DBUS
OG0002057	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR	LOC108608035|XP_017854703.1|DBUS
OG0002058	LOC108165591|XP_017157155.1|DMIR	LOC108599488|XP_017841824.2|DBUS
OG0002059	LOC108154254|XP_017139977.1|DMIR	LOC108604082|XP_017848845.1|DBUS
OG0002060	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR	LOC108597754|XP_017839952.1|DBUS
OG0002061	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR	LOC108597583|XP_017839688.1|DBUS
OG0002062	LOC108156467|XP_017143423.1|DMIR	LOC108606314|XP_017851808.1|DBUS
OG0002063	LOC108164036|XP_017155106.1|DMIR	LOC108605420|XP_017850581.1|DBUS
OG0002064	LOC117186133|XP_033242197.1|DMIR	LOC108605301|XP_017850454.1|DBUS
OG0002065	LOC108152088|XP_033242271.1|DMIR	LOC108600167|XP_033149619.1|DBUS
OG0002066	LOC108155591|XP_017141995.1|DMIR	LOC108603144|XP_017847171.1|DBUS
OG0002067	LOC108159432|XP_017148192.1|DMIR	LOC108596882|XP_017838550.1|DBUS
OG0002068	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR	LOC108597293|XP_017839260.1|DBUS
OG0002069	LOC117188774|XP_033249028.1|DMIR	LOC108604986|XP_017850045.1|DBUS
OG0002070	LOC108155608|XP_017142023.1|DMIR	LOC108602096|XP_017845608.1|DBUS
OG0002071	LOC108155330|XP_017141560.1|DMIR	LOC108604443|XP_017849410.1|DBUS
OG0002072	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR	LOC108596835|XP_017838449.1|DBUS
OG0002073	LOC108151222|XP_033243458.1|DMIR	LOC108599530|XP_033149653.1|DBUS
OG0002074	LOC117190395|XP_033251362.1|DMIR, LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR	LOC108596969|XP_017838706.1|DBUS
OG0002075	LOC108162382|XP_017152588.1|DMIR	LOC108600607|XP_017843117.1|DBUS
OG0002076	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR	LOC108597154|XP_017839044.1|DBUS
OG0002077	LOC108152463|XP_017137320.1|DMIR	LOC108599846|XP_017842461.1|DBUS
OG0002078	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR	LOC108596427|XP_017837640.1|DBUS
OG0002079	LOC108151025|XP_017134874.1|DMIR	LOC108599449|XP_017841769.1|DBUS
OG0002080	LOC108160690|XP_017150331.1|DMIR	LOC108597581|XP_017839684.1|DBUS
OG0002081	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR	LOC108595395|XP_017836109.1|DBUS
OG0002082	LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR	LOC108596850|XP_017838478.1|DBUS
OG0002083	LOC108164652|XP_033246938.1|DMIR	LOC117134954|XP_033150471.1|DBUS
OG0002084	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR	LOC108595293|XP_017835995.1|DBUS
OG0002085	LOC108160127|XP_017149410.1|DMIR	LOC108596903|XP_017838581.1|DBUS
OG0002086	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR	LOC108595332|XP_017836041.1|DBUS
OG0002087	LOC108150984|XP_017134816.2|DMIR	LOC108599127|XP_033149662.1|DBUS
OG0002088	LOC108151520|XP_017135658.1|DMIR	LOC108600635|XP_017843811.1|DBUS
OG0002089	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR	LOC108596939|XP_017838664.1|DBUS
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC108601142|XP_017844558.1|DBUS
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC108594847|XP_017835474.1|DBUS
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC108600213|XP_017843121.1|DBUS
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC108597411|XP_017839448.1|DBUS
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC108595952|XP_017836726.1|DBUS
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC108605225|XP_017850325.1|DBUS
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC108596986|XP_017838737.1|DBUS
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC108604652|XP_017849691.1|DBUS
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC108598760|XP_017840987.1|DBUS
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC108596480|XP_017837740.1|DBUS
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC108604478|XP_017849453.1|DBUS
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC117134960|XP_033150499.1|DBUS
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC108608267|XP_017855050.2|DBUS
OG0002108	LOC108157574|XP_017145184.1|DMIR, LOC108157572|XP_017145182.1|DMIR, LOC108157573|XP_017145183.1|DMIR	LOC108602714|XP_017846357.1|DBUS, LOC108601398|XP_017844787.1|DBUS, LOC108602689|XP_017846317.1|DBUS, LOC108602715|XP_017846359.1|DBUS, LOC108602724|XP_017846366.1|DBUS, LOC108601399|XP_017844788.1|DBUS
OG0002109	LOC108154545|XP_017140337.1|DMIR	LOC108602607|XP_017846234.1|DBUS, LOC108602578|XP_017846205.1|DBUS
OG0002110	LOC108162878|XP_017153320.1|DMIR	LOC108601474|XP_017844862.1|DBUS
OG0002113	LOC108154426|XP_017140184.1|DMIR	LOC108602673|XP_017846306.1|DBUS, LOC108602678|XP_017846310.1|DBUS, LOC108602677|XP_017846309.1|DBUS, LOC108602653|XP_017846287.1|DBUS, LOC108602618|XP_017846246.1|DBUS
OG0002114	LOC108156374|XP_017143271.1|DMIR	LOC108604318|XP_017849228.1|DBUS
OG0002115	LOC117185842|XP_033246913.1|DMIR, LOC108160050|XP_017149283.2|DMIR	LOC108596138|XP_017837095.1|DBUS
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC108607160|XP_017853299.1|DBUS
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC108602354|XP_017845942.1|DBUS
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC108603016|XP_017846901.1|DBUS
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC108607374|XP_017853584.1|DBUS
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC108604405|XP_017849356.1|DBUS
OG0002122	LOC108162063|XP_017152096.1|DMIR	LOC108595186|XP_017835858.2|DBUS
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC108607448|XP_017853774.2|DBUS
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC108605570|XP_017850826.1|DBUS
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC108597375|XP_017839396.1|DBUS
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC108598783|XP_017841013.2|DBUS
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC108607051|XP_017853151.1|DBUS
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC108606278|XP_017851747.1|DBUS, LOC108596321|XP_017837432.1|DBUS
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC108603945|XP_017848626.1|DBUS
OG0002130	LOC108165560|XP_017157124.1|DMIR	LOC108606483|XP_017852111.1|DBUS
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC108603106|XP_017847099.1|DBUS
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC108594263|XP_017834878.2|DBUS
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC108605212|XP_017850308.1|DBUS
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC108605887|XP_017851191.1|DBUS
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC108606573|XP_017852282.1|DBUS
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC108604283|XP_017849175.1|DBUS
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC108601788|XP_017845208.1|DBUS
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC108605665|XP_017850941.1|DBUS
OG0002139	LOC108163136|XP_017153742.1|DMIR, LOC108161476|XP_017151233.2|DMIR	LOC108606962|XP_017853010.1|DBUS
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC108606469|XP_017852086.1|DBUS
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC108597516|XP_017839598.1|DBUS
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC108604580|XP_017849600.1|DBUS
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC108594295|XP_017834976.2|DBUS
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC108607392|XP_017853644.1|DBUS
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC108601942|XP_017845411.1|DBUS
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC108603716|XP_017848246.1|DBUS
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC108605328|XP_033150296.1|DBUS
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC108599114|XP_017841393.1|DBUS
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC108607406|XP_017853678.1|DBUS
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC108607190|XP_017853338.1|DBUS
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC108599958|XP_017842701.1|DBUS
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC108604266|XP_017849149.1|DBUS
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC108601505|XP_017844894.1|DBUS
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC108606482|XP_017852107.1|DBUS
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC108602644|XP_017846278.1|DBUS
OG0002156	LOC108152889|XP_017138017.1|DMIR	LOC108600549|XP_017843697.1|DBUS
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC108601565|XP_033149795.1|DBUS, LOC108601566|XP_017844954.1|DBUS
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC108597294|XP_017839261.1|DBUS
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC108596147|XP_017837129.1|DBUS
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC108604843|XP_017849952.1|DBUS
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC108602549|XP_017846173.1|DBUS
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC108604471|XP_017849445.1|DBUS
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC108606813|XP_017852775.1|DBUS, LOC108600919|XP_017844241.2|DBUS
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC108603770|XP_017848346.1|DBUS
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC108601843|XP_017845279.1|DBUS
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC108599577|XP_017843683.1|DBUS
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC108595581|XP_017836332.1|DBUS
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC108596917|XP_017838617.1|DBUS
