Orthogroup	DMIR.longest_only	DSEC.longest_only
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC6605535|XP_002030363.1|DSEC
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC116800502|XP_032571760.1|DSEC
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC6605959|XP_032573825.1|DSEC
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC6615484|XP_032572612.1|DSEC
OG0002094	LOC117190856|XP_033251775.1|DMIR, LOC108160456|XP_017149961.1|DMIR	LOC6615793|XP_002040163.1|DSEC
OG0002095	LOC108155279|XP_017141489.1|DMIR	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC
OG0002096	LOC108159694|XP_017148692.1|DMIR, LOC117190103|XP_033251080.1|DMIR	LOC6609154|XP_032570527.1|DSEC
OG0002097	LOC117194011|XP_033254536.1|DMIR, LOC108158802|XP_017146977.1|DMIR, LOC117193967|XP_033254509.1|DMIR	LOC6608379|XP_002033115.2|DSEC
OG0002099	LOC108157057|XP_017144376.1|DMIR	LOC6607273|XP_002032052.1|DSEC
OG0002100	LOC108153136|XP_017138420.1|DMIR	LOC6605780|XP_002030595.1|DSEC
OG0002101	LOC108160338|XP_017149761.1|DMIR	LOC6608169|XP_032572796.1|DSEC
OG0002102	LOC108159436|XP_017148200.1|DMIR, LOC117192535|XP_033253124.1|DMIR	LOC6610060|XP_032572505.1|DSEC
OG0002103	LOC108155802|XP_017142372.1|DMIR	LOC6607280|XP_002032059.2|DSEC
OG0002105	LOC108162596|XP_017152903.1|DMIR	LOC6617341|XP_002041666.2|DSEC
OG0002106	LOC108156688|XP_017143820.2|DMIR	LOC6607267|XP_002032046.1|DSEC
OG0002107	LOC108163288|XP_033249642.1|DMIR	LOC6612056|XP_002036573.1|DSEC
OG0002108	LOC108157574|XP_017145184.1|DMIR, LOC108157572|XP_017145182.1|DMIR, LOC108157573|XP_017145183.1|DMIR	LOC6616759|XP_002041096.1|DSEC
OG0002109	LOC108154545|XP_017140337.1|DMIR	LOC6612969|XP_002037460.1|DSEC, LOC6612970|XP_032577671.1|DSEC
OG0002110	LOC108162878|XP_017153320.1|DMIR	LOC6618393|XP_002042663.1|DSEC, LOC6617887|XP_002042195.1|DSEC
OG0002111	LOC108164320|XP_017155463.1|DMIR	LOC6611752|XP_002036275.1|DSEC
OG0002113	LOC108154426|XP_017140184.1|DMIR	LOC6616735|XP_002041072.1|DSEC
OG0002114	LOC108156374|XP_017143271.1|DMIR	LOC6612803|XP_002037304.1|DSEC, LOC6612802|XP_002037303.1|DSEC
OG0002115	LOC117185842|XP_033246913.1|DMIR, LOC108160050|XP_017149283.2|DMIR	LOC116800602|XP_032572341.1|DSEC, LOC6609284|XP_002033974.2|DSEC
OG0002116	LOC108163195|XP_017153829.1|DMIR	LOC6614770|XP_032582938.1|DSEC
OG0002116	LOC108153746|XP_017139365.2|DMIR	LOC6610321|XP_002034908.2|DSEC
OG0002117	LOC108164688|XP_017156047.1|DMIR	LOC6609947|XP_002034593.1|DSEC
OG0002118	LOC108153908|XP_033245602.1|DMIR	LOC6612993|XP_032574744.1|DSEC
OG0002119	LOC108155792|XP_017142351.1|DMIR	LOC6619632|XP_032578678.1|DSEC
OG0002120	LOC108164502|XP_017155767.1|DMIR	LOC6620111|XP_032579756.1|DSEC
OG0002121	LOC108155268|XP_017141460.1|DMIR	LOC6612679|XP_032579272.1|DSEC
OG0002123	LOC108163571|XP_033249323.1|DMIR	LOC6611577|XP_032582853.1|DSEC
OG0002124	LOC108165145|XP_017156702.1|DMIR	LOC6614860|XP_032581802.1|DSEC
OG0002125	LOC117185688|XP_033248222.1|DMIR, LOC108159982|XP_033253443.1|DMIR	LOC6609237|XP_032570971.1|DSEC
OG0002126	LOC108152838|XP_017137933.1|DMIR	LOC6616358|XP_002040718.1|DSEC
OG0002127	LOC108156656|XP_017143762.1|DMIR	LOC6618092|XP_002042390.1|DSEC
OG0002128	LOC108159792|XP_017148864.1|DMIR	LOC6614878|XP_032582632.1|DSEC
OG0002129	LOC117187379|XP_033245805.1|DMIR, LOC108154639|XP_033245802.1|DMIR, LOC117187378|XP_033245804.1|DMIR, LOC108154635|XP_017140447.2|DMIR	LOC6613720|XP_032576623.1|DSEC
OG0002130	LOC108165560|XP_017157124.1|DMIR	LOC6616002|XP_002040368.1|DSEC
OG0002131	LOC108156971|XP_017144250.2|DMIR	LOC6616618|XP_002040976.1|DSEC
OG0002132	LOC117186546|XP_033243363.1|DMIR, LOC108162041|XP_017152055.1|DMIR	LOC6611923|XP_002036440.1|DSEC
OG0002133	LOC108161668|XP_017151493.1|DMIR	LOC6618591|XP_002042850.1|DSEC
OG0002134	LOC108163498|XP_017154311.1|DMIR, LOC108155363|XP_017141618.1|DMIR	LOC6618111|XP_032580272.1|DSEC
OG0002135	LOC108156923|XP_033241937.1|DMIR	LOC6620156|XP_032580347.1|DSEC
OG0002136	LOC108157470|XP_017145038.1|DMIR	LOC6612774|XP_002037275.1|DSEC
OG0002137	LOC108156117|XP_017142907.1|DMIR	LOC6607661|XP_032576827.1|DSEC
OG0002138	LOC108155335|XP_017141577.1|DMIR	LOC6614802|XP_002039221.1|DSEC
OG0002139	LOC108163136|XP_017153742.1|DMIR	LOC6612550|XP_032582674.1|DSEC
OG0002140	LOC108163914|XP_017154934.1|DMIR	LOC6619769|XP_002043982.1|DSEC
OG0002141	LOC108154161|XP_017139810.1|DMIR	LOC6620125|XP_002044339.1|DSEC
OG0002142	LOC108153864|XP_017139450.2|DMIR, LOC108156930|XP_017144175.1|DMIR	LOC6613822|XP_002038291.1|DSEC
OG0002143	LOC108161769|XP_017151594.1|DMIR	LOC6617348|XP_032575734.1|DSEC
OG0002144	LOC108164433|XP_017155616.1|DMIR	LOC6620121|XP_032579964.1|DSEC
OG0002145	LOC108157676|XP_017145330.1|DMIR	LOC6619295|XP_032577870.1|DSEC
OG0002146	LOC108156338|XP_017143226.1|DMIR	LOC6613824|XP_002038293.1|DSEC
OG0002147	LOC117186596|XP_033243468.1|DMIR, LOC108164901|XP_033243442.1|DMIR	LOC6617571|XP_032580065.1|DSEC
OG0002148	LOC108152775|XP_017137844.1|DMIR	LOC6610626|XP_002035193.1|DSEC
OG0002149	LOC108164462|XP_017155684.1|DMIR	LOC6620102|XP_002044311.1|DSEC
OG0002150	LOC108164335|XP_017155473.1|DMIR	LOC6619596|XP_002043811.1|DSEC
OG0002151	LOC108162803|XP_017153200.1|DMIR	LOC6612006|XP_032577978.1|DSEC
OG0002152	LOC108155577|XP_017141968.1|DMIR	LOC6613755|XP_032578421.1|DSEC
OG0002153	LOC108157650|XP_017145289.1|DMIR	LOC6612721|XP_002037224.1|DSEC
OG0002154	LOC108152643|XP_017137623.1|DMIR	LOC6616003|XP_002040369.1|DSEC
OG0002155	LOC108157458|XP_017145019.1|DMIR	LOC6612916|XP_032578737.1|DSEC
OG0002156	LOC108152889|XP_017138017.1|DMIR	LOC6616591|XP_032574499.1|DSEC
OG0002157	LOC108156183|XP_017143003.1|DMIR	LOC6606569|XP_032576688.1|DSEC
OG0002158	LOC117187873|XP_033246659.1|DMIR, LOC117187872|XP_033246658.1|DMIR, LOC108158980|XP_017147313.2|DMIR, LOC117187871|XP_033246657.1|DMIR	LOC6609823|XP_002034477.1|DSEC
OG0002159	LOC117192195|XP_033252753.1|DMIR, LOC108158539|XP_017146436.1|DMIR	LOC6615705|XP_002040076.1|DSEC
OG0002160	LOC108157762|XP_017145434.1|DMIR	LOC6614336|XP_002038775.1|DSEC
OG0002161	LOC108156403|XP_017143330.1|DMIR	LOC6620706|XP_002044904.1|DSEC
OG0002162	LOC108157405|XP_017144936.2|DMIR	LOC6606978|XP_002031770.2|DSEC
OG0002163	LOC108152022|XP_017136488.1|DMIR	LOC6612365|XP_002036874.1|DSEC
OG0002164	LOC108157182|XP_017144594.1|DMIR	LOC6616943|XP_032577307.1|DSEC
OG0002165	LOC108156985|XP_017144268.1|DMIR	LOC6614449|XP_002038882.1|DSEC
OG0002166	LOC108163260|XP_017153919.1|DMIR	LOC6617784|XP_002042096.1|DSEC
OG0002167	LOC117193714|XP_033254332.1|DMIR, LOC108160826|XP_017150545.1|DMIR	LOC6609903|XP_002034553.1|DSEC
OG0002168	LOC117189535|XP_033250561.1|DMIR, LOC108159322|XP_017148002.1|DMIR	LOC6615784|XP_002040154.1|DSEC
OG0002169	LOC117187411|XP_033245927.1|DMIR, LOC108165333|XP_033242713.1|DMIR	LOC6605092|XP_002029933.1|DSEC
OG0002170	LOC108164432|XP_017155615.1|DMIR	LOC6620288|XP_032579830.1|DSEC
OG0002171	LOC117187092|XP_033244849.1|DMIR, LOC117187091|XP_033244848.1|DMIR, LOC108155644|XP_017142082.2|DMIR	LOC6607664|XP_002032429.1|DSEC
OG0002172	LOC108157171|XP_017144579.1|DMIR	LOC6607540|XP_002032309.1|DSEC
OG0002173	LOC108163149|XP_017153754.1|DMIR	LOC6612077|XP_002036594.1|DSEC
OG0002174	LOC108157268|XP_017144745.1|DMIR	LOC6606392|XP_002031197.1|DSEC
OG0002175	LOC108157269|XP_017144746.1|DMIR	LOC6606393|XP_002031198.1|DSEC
OG0002176	LOC108157271|XP_017144752.2|DMIR, LOC108154042|XP_033245432.1|DMIR	LOC6620509|XP_002044714.1|DSEC
OG0002177	LOC108157652|XP_017145292.1|DMIR	LOC6616860|XP_002041196.1|DSEC
OG0002178	LOC108155604|XP_033245710.1|DMIR	LOC6617142|XP_032576591.1|DSEC
OG0002179	LOC108156122|XP_017142917.2|DMIR	LOC6619672|XP_032578032.1|DSEC
OG0002180	LOC108156280|XP_017143142.2|DMIR	LOC6612854|XP_002037346.1|DSEC
OG0002181	LOC108159304|XP_017147969.1|DMIR	LOC6617463|XP_002041780.1|DSEC
OG0002182	LOC108154717|XP_017140559.1|DMIR	LOC6614317|XP_032579165.1|DSEC
OG0002183	LOC108159745|XP_017148773.1|DMIR	LOC6609915|XP_002034565.1|DSEC
OG0002184	LOC108155469|XP_017141779.1|DMIR	LOC6606436|XP_002031240.1|DSEC
OG0002185	LOC108155122|XP_017141253.1|DMIR	LOC6606268|XP_032577500.1|DSEC
OG0002186	LOC108164015|XP_017155080.1|DMIR	LOC6613565|XP_002038033.1|DSEC
OG0002187	LOC108156834|XP_017144032.1|DMIR	LOC6607443|XP_002032212.1|DSEC
OG0002188	LOC108158749|XP_017146848.1|DMIR, LOC117190508|XP_033251465.1|DMIR	LOC6613002|XP_032571527.1|DSEC
OG0002189	LOC108156888|XP_017144113.1|DMIR	LOC116801123|XP_032574754.1|DSEC
OG0002190	LOC108156248|XP_017143086.2|DMIR	LOC6607652|XP_032576972.1|DSEC
OG0002191	LOC108151655|XP_017135863.2|DMIR	LOC6616352|XP_002040712.1|DSEC
OG0002192	LOC117186619|XP_033243516.1|DMIR, LOC108152270|XP_017136979.2|DMIR	LOC6618327|XP_032574018.1|DSEC
OG0002193	LOC117187111|XP_033244970.1|DMIR, LOC117187110|XP_033244969.1|DMIR, LOC108156144|XP_033244968.1|DMIR	LOC6606958|XP_002031751.2|DSEC
OG0002194	LOC108154315|XP_017140063.1|DMIR	LOC6618686|XP_002042944.1|DSEC
OG0002195	LOC108156943|XP_017144196.1|DMIR	LOC6607679|XP_002032444.1|DSEC
OG0002196	LOC108156920|XP_017144159.1|DMIR	LOC6606925|XP_002031719.1|DSEC
OG0002197	LOC108151929|XP_017136343.1|DMIR	LOC6610135|XP_002034744.1|DSEC
OG0002198	LOC108155825|XP_017142410.1|DMIR	LOC6614298|XP_032579373.1|DSEC
OG0002199	LOC108155933|XP_017142579.1|DMIR	LOC6607298|XP_002032077.1|DSEC
OG0002200	LOC108164681|XP_017156032.1|DMIR	LOC6617539|XP_002041854.1|DSEC
OG0002202	LOC108156879|XP_017144098.2|DMIR	LOC6606480|XP_032578003.1|DSEC
OG0002203	LOC108157015|XP_033245275.1|DMIR	LOC6606390|XP_032576154.1|DSEC
OG0002204	LOC108155952|XP_033244245.1|DMIR	LOC6619631|XP_002043846.1|DSEC
OG0002205	LOC108154662|XP_017140488.1|DMIR	LOC6621776|XP_002045866.1|DSEC
OG0002206	LOC108157486|XP_017145070.1|DMIR	LOC6607476|XP_002032245.1|DSEC
OG0002207	LOC108156867|XP_017144084.1|DMIR	LOC6618769|XP_002043027.2|DSEC
OG0002208	LOC108156880|XP_017144101.2|DMIR	LOC6618765|XP_002043023.1|DSEC
OG0002209	LOC108165472|XP_017157011.1|DMIR	LOC6612262|XP_002036773.2|DSEC
OG0002210	LOC108157450|XP_017144999.1|DMIR	LOC6614038|XP_032577629.1|DSEC
OG0002211	LOC108157006|XP_017144294.1|DMIR	LOC6606542|XP_032576434.1|DSEC
OG0002212	LOC108156624|XP_017143670.1|DMIR	LOC6620514|XP_002044718.2|DSEC
OG0002213	LOC108155597|XP_017142008.1|DMIR	LOC6614141|XP_002038594.1|DSEC
OG0002214	LOC108155548|XP_017141916.1|DMIR	LOC6607324|XP_032577318.1|DSEC
OG0002215	LOC108155327|XP_033245921.1|DMIR	LOC6606350|XP_032578666.1|DSEC
OG0002216	LOC108161702|XP_017151506.1|DMIR	LOC6612717|XP_002037220.1|DSEC
OG0002217	LOC108157325|XP_017144831.1|DMIR	LOC6606368|XP_032579310.1|DSEC
OG0002218	LOC108164565|XP_033250515.1|DMIR, LOC117189480|XP_033250507.1|DMIR	LOC6620490|XP_032582303.1|DSEC, LOC6620494|XP_032582301.1|DSEC, LOC116801949|XP_032580026.1|DSEC
OG0002219	LOC108157667|XP_017145316.1|DMIR	LOC6606527|XP_002031328.1|DSEC
OG0002220	LOC108153921|XP_017139506.1|DMIR	LOC6606526|XP_032577419.1|DSEC
OG0002221	LOC108165400|XP_017156928.1|DMIR	LOC6605068|XP_002029909.2|DSEC
OG0002222	LOC108159081|XP_017147524.1|DMIR	LOC6618833|XP_002043082.1|DSEC
OG0002223	LOC108158764|XP_033247649.1|DMIR	LOC6609433|XP_032571640.1|DSEC
OG0002224	LOC108158090|XP_017145733.2|DMIR	LOC6608027|XP_032572855.1|DSEC
OG0002225	LOC108153239|XP_017138566.1|DMIR	LOC6611170|XP_032574632.1|DSEC
OG0002226	LOC108158762|XP_017146871.1|DMIR, LOC117189885|XP_033250855.1|DMIR	LOC6607872|XP_002032626.1|DSEC
OG0002227	LOC108159238|XP_017147847.1|DMIR	LOC6608495|XP_032572593.1|DSEC
OG0002228	LOC108160366|XP_017149827.1|DMIR, LOC117190735|XP_033251690.1|DMIR	LOC6608144|XP_002032890.1|DSEC
OG0002229	LOC117185899|XP_033254433.1|DMIR, LOC108159108|XP_017147571.1|DMIR	LOC6618849|XP_002043098.2|DSEC
OG0002230	LOC108158915|XP_033254256.1|DMIR, LOC117185795|XP_033247972.1|DMIR	LOC6608896|XP_002033610.1|DSEC
OG0002231	LOC108160144|XP_017149442.2|DMIR, LOC117188038|XP_033247088.1|DMIR	LOC6607974|XP_002032722.1|DSEC
OG0002232	LOC108159329|XP_017148014.1|DMIR, LOC117192599|XP_033253203.1|DMIR	LOC6615284|XP_002039688.1|DSEC
OG0002233	LOC108153611|XP_017139199.1|DMIR	LOC6605448|XP_032575274.1|DSEC
OG0002234	LOC108159832|XP_033246803.1|DMIR	LOC6608622|XP_002033356.1|DSEC
OG0002235	LOC117192737|XP_033253373.1|DMIR, LOC117192735|XP_033253366.1|DMIR, LOC108159054|XP_017147477.1|DMIR	LOC6615515|XP_032570923.1|DSEC
OG0002236	LOC117191325|XP_033252116.1|DMIR, LOC108160696|XP_017150337.1|DMIR	LOC6615827|XP_002040197.1|DSEC
OG0002237	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR	LOC6613001|XP_032571525.1|DSEC
OG0002238	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR	LOC6607899|XP_032570329.1|DSEC
OG0002239	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR	LOC6608877|XP_002033591.1|DSEC
OG0002240	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR	LOC6615497|XP_002039877.2|DSEC
OG0002241	LOC108151242|XP_017135232.1|DMIR	LOC6605037|XP_032576023.1|DSEC
OG0002242	LOC108152690|XP_017137683.1|DMIR	LOC116801240|XP_032575378.1|DSEC
OG0002243	LOC108157067|XP_017144391.1|DMIR	LOC6619271|XP_002043488.1|DSEC
OG0002244	LOC108151899|XP_017136298.1|DMIR	LOC6605220|XP_002030058.1|DSEC
OG0002245	LOC108153045|XP_017138296.1|DMIR	LOC6604780|XP_002029631.2|DSEC
OG0002246	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR	LOC6607901|XP_032571779.1|DSEC
OG0002247	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR	LOC116800317|XP_032570295.1|DSEC
OG0002248	LOC108152359|XP_017137121.1|DMIR	LOC6610763|XP_002035329.1|DSEC
OG0002249	LOC108165350|XP_017156872.1|DMIR	LOC6604859|XP_032574986.1|DSEC
OG0002250	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR	LOC6615267|XP_002039672.1|DSEC
OG0002251	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR	LOC6615265|XP_002039670.1|DSEC
OG0002252	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR	LOC6610121|XP_032571536.1|DSEC
OG0002253	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR	LOC116800449|XP_032571383.1|DSEC
OG0002254	LOC108154776|XP_017140650.1|DMIR	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC
OG0002255	LOC108155700|XP_017142167.1|DMIR, LOC108164864|XP_017156292.1|DMIR	LOC6614993|XP_032581490.1|DSEC
OG0002256	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR	LOC6608555|XP_002033289.1|DSEC
OG0002257	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR	LOC6608630|XP_032571284.1|DSEC
OG0002258	LOC108152292|XP_017137003.1|DMIR	LOC6611079|XP_002035636.1|DSEC
OG0002259	LOC117186177|XP_033242321.1|DMIR	LOC6619996|XP_032580542.1|DSEC
OG0002260	LOC108154847|XP_017140752.1|DMIR	LOC6619399|XP_002043614.1|DSEC
OG0002261	LOC108156518|XP_017143512.1|DMIR, LOC108151446|XP_017135547.1|DMIR	LOC6619380|XP_002043596.2|DSEC
OG0002262	LOC117193338|XP_033253956.1|DMIR, LOC108159863|XP_017148953.1|DMIR	LOC6608397|XP_032570501.1|DSEC
OG0002263	LOC108152016|XP_017136481.1|DMIR	LOC6605878|XP_002030692.1|DSEC
OG0002264	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR	LOC6618834|XP_002043083.1|DSEC
OG0002265	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR	LOC6605174|XP_032575180.1|DSEC
OG0002266	LOC108153376|XP_017138835.1|DMIR	LOC6619434|XP_002043649.2|DSEC
OG0002267	LOC108151799|XP_017136139.1|DMIR	LOC6604960|XP_002029803.1|DSEC
OG0002268	LOC108152256|XP_017136954.1|DMIR	LOC6616429|XP_032573201.1|DSEC
OG0002269	LOC117192306|XP_033252850.1|DMIR, LOC108160228|XP_017149570.1|DMIR	LOC6609325|XP_002034014.1|DSEC
OG0002270	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR	LOC6609365|XP_002034054.1|DSEC
OG0002271	LOC108152901|XP_017138036.1|DMIR	LOC6604972|XP_032574688.1|DSEC
OG0002272	LOC108151541|XP_017135690.1|DMIR	LOC6610371|XP_002034957.1|DSEC
OG0002273	LOC108153334|XP_033242881.1|DMIR	LOC6605835|XP_032573345.1|DSEC
OG0002274	LOC108152213|XP_017136861.1|DMIR	LOC6616522|XP_032574717.1|DSEC
OG0002275	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR	LOC6606057|XP_032573402.1|DSEC
OG0002276	LOC108151318|XP_017135347.1|DMIR	LOC6610337|XP_032574218.1|DSEC
OG0002277	LOC108152933|XP_017138113.1|DMIR	LOC6610329|XP_032573717.1|DSEC
OG0002278	LOC108165316|XP_033243627.1|DMIR	LOC6610875|XP_002035438.1|DSEC
OG0002279	LOC108152285|XP_017136992.1|DMIR	LOC6605005|XP_032573392.1|DSEC
OG0002280	LOC108165436|XP_033242057.1|DMIR	LOC6606018|XP_032575769.1|DSEC
OG0002281	LOC108151674|XP_017135904.1|DMIR	LOC6606008|XP_002030819.1|DSEC
OG0002282	LOC108151178|XP_017135098.1|DMIR	LOC6610622|XP_002035189.1|DSEC
OG0002283	LOC108159226|XP_017147816.1|DMIR	LOC6615728|XP_002040099.1|DSEC
OG0002284	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR	LOC6608106|XP_002032854.1|DSEC
OG0002285	LOC108161665|XP_017151453.1|DMIR	LOC6618965|XP_002043210.1|DSEC
OG0002286	LOC108159379|XP_017148096.1|DMIR	LOC6615651|XP_002040022.2|DSEC
OG0002287	LOC108160090|XP_017149356.1|DMIR	LOC6609366|XP_032571030.1|DSEC
OG0002288	LOC108152335|XP_017137083.1|DMIR	LOC6604971|XP_032574686.1|DSEC
OG0002289	LOC108153370|XP_017138829.1|DMIR	LOC6604898|XP_002029743.1|DSEC
OG0002290	LOC108162136|XP_017152207.1|DMIR	LOC6613595|XP_002038064.1|DSEC
OG0002291	LOC117188336|XP_033247919.1|DMIR, LOC108158097|XP_033253016.1|DMIR	LOC6608003|XP_032570199.1|DSEC
OG0002292	LOC108163393|XP_017154139.1|DMIR	LOC6620684|XP_032572178.1|DSEC
OG0002293	LOC117188306|XP_033247833.1|DMIR	LOC6620409|XP_002044617.2|DSEC
OG0002294	LOC108156539|XP_033245500.1|DMIR, LOC117185801|XP_017143535.2|DMIR	LOC6607286|XP_002032065.1|DSEC
OG0002295	LOC108161190|XP_033248567.1|DMIR	LOC6611481|XP_032569888.1|DSEC
OG0002296	LOC108161785|XP_017151616.1|DMIR	LOC6611824|XP_032583531.1|DSEC
OG0002297	LOC108156385|XP_033244677.1|DMIR	LOC6606300|XP_002031105.1|DSEC
OG0002298	LOC117187787|XP_033246524.1|DMIR, LOC108159505|XP_017148351.1|DMIR	LOC6613010|XP_032571756.1|DSEC
OG0002299	LOC108165340|XP_033254763.1|DMIR, LOC108156133|XP_017142938.1|DMIR	LOC6608582|XP_002033316.1|DSEC
OG0002300	LOC108164184|XP_033249730.1|DMIR	LOC6613507|XP_032582789.1|DSEC
OG0002301	LOC108163317|XP_017154030.1|DMIR	LOC6619301|XP_002043519.1|DSEC
OG0002302	LOC108162736|XP_017153100.1|DMIR	LOC6619309|XP_032583585.1|DSEC
OG0002303	LOC108158111|XP_017145780.1|DMIR	LOC6615881|XP_032582602.1|DSEC
OG0002304	LOC108162487|XP_017152728.1|DMIR	LOC116802041|XP_032580947.1|DSEC
OG0002305	LOC108152870|XP_017137988.1|DMIR	LOC6616295|XP_002040659.2|DSEC
OG0002306	LOC108162641|XP_017152952.1|DMIR	LOC6611697|XP_002036231.2|DSEC
OG0002307	LOC108163488|XP_017154289.1|DMIR	LOC6617417|XP_032571705.1|DSEC
OG0002308	LOC108161786|XP_017151622.1|DMIR	LOC6611826|XP_002036348.1|DSEC
OG0002309	LOC108162267|XP_017152406.1|DMIR	LOC116803546|XP_032583183.1|DSEC
OG0002310	LOC108161877|XP_033250021.1|DMIR	LOC6618258|XP_032575201.1|DSEC
OG0002311	LOC108162108|XP_033249353.1|DMIR	LOC6614726|XP_032569750.1|DSEC
OG0002312	LOC108163935|XP_033249313.1|DMIR	LOC6617850|XP_032581809.1|DSEC
OG0002313	LOC117188201|XP_033247576.1|DMIR, LOC117188282|XP_033247747.1|DMIR, LOC117188312|XP_033247848.1|DMIR, LOC117187800|XP_033246542.1|DMIR, LOC108157980|XP_033247244.1|DMIR	LOC6609164|XP_032571980.1|DSEC
OG0002314	LOC117188007|XP_033247013.1|DMIR, LOC108160400|XP_017149881.2|DMIR	LOC6608201|XP_002032946.2|DSEC
OG0002315	LOC108159263|XP_017147897.1|DMIR	LOC6608745|XP_002033468.1|DSEC
OG0002316	LOC108162911|XP_017153376.1|DMIR, LOC117188954|XP_033249527.1|DMIR	LOC6612103|XP_002036620.2|DSEC
OG0002317	LOC108152422|XP_017137226.1|DMIR	LOC6605740|XP_032574339.1|DSEC
OG0002318	LOC108163691|XP_017154612.1|DMIR	LOC6614584|XP_002039012.1|DSEC
OG0002319	LOC108162543|XP_017152814.2|DMIR, LOC117188948|XP_033249516.1|DMIR, LOC117188946|XP_033249514.1|DMIR, LOC117188947|XP_033249515.1|DMIR	LOC6617823|XP_002042133.2|DSEC
OG0002320	LOC108159330|XP_017148015.2|DMIR, LOC117188224|XP_033247625.1|DMIR	LOC6615283|XP_002039687.1|DSEC
OG0002321	LOC117188195|XP_033247565.1|DMIR	LOC6608784|XP_032571583.1|DSEC
OG0002322	LOC108163066|XP_017153629.1|DMIR	LOC6618274|XP_032569805.1|DSEC
OG0002323	LOC108163325|XP_017154044.1|DMIR	LOC6618243|XP_002042518.1|DSEC
OG0002324	LOC108152558|XP_017137470.2|DMIR	LOC6619383|XP_032574528.1|DSEC
OG0002325	LOC108152118|XP_017136685.2|DMIR	LOC6605207|XP_032574033.1|DSEC
OG0002326	LOC108152119|XP_017136690.1|DMIR	LOC6605209|XP_002030047.1|DSEC
OG0002327	LOC108156775|XP_017143931.1|DMIR	LOC116801625|XP_032578263.1|DSEC
OG0002328	LOC108163413|XP_017154168.1|DMIR	LOC6614752|XP_032570293.1|DSEC
OG0002329	LOC108164110|XP_017155193.1|DMIR	LOC6617343|XP_002041668.1|DSEC
OG0002330	LOC108162832|XP_017153253.1|DMIR	LOC6617345|XP_002041670.1|DSEC
OG0002331	LOC117185984|XP_033241895.1|DMIR, LOC117185914|XP_033252844.1|DMIR, LOC117192346|XP_033252899.1|DMIR	LOC6614922|XP_002039339.1|DSEC
OG0002332	LOC108152712|XP_017137735.1|DMIR	LOC6610536|XP_002035116.1|DSEC
OG0002333	LOC108160773|XP_017150463.1|DMIR, LOC117193751|XP_033254372.1|DMIR	LOC6618895|XP_002043143.1|DSEC
OG0002334	LOC108163246|XP_017153900.1|DMIR	LOC6613529|XP_032582889.1|DSEC
OG0002335	LOC117192751|XP_033253388.1|DMIR, LOC108159448|XP_033248001.1|DMIR	LOC6608259|XP_032570482.1|DSEC
OG0002336	LOC108150918|XP_017134735.1|DMIR	LOC6618379|XP_002042649.1|DSEC
OG0002337	LOC117193348|XP_033253961.1|DMIR, LOC108159023|XP_017147424.2|DMIR	LOC6608368|XP_032570792.1|DSEC
OG0002338	LOC108163647|XP_017154545.1|DMIR	LOC6611505|XP_002036046.1|DSEC
OG0002339	LOC108163192|XP_033248550.1|DMIR	LOC6613210|XP_032569817.1|DSEC
