Orthogroup	DMIR.longest_only	DSUB.longest_only
OG0000880	LOC108152240|XP_017136928.1|DMIR	LOC117892046|XP_034653867.1|DSUB
OG0000880	LOC108152817|XP_017137894.1|DMIR	LOC117893345|XP_034655826.1|DSUB
OG0000881	LOC108153419|XP_017138910.1|DMIR	LOC117894174|XP_034656969.1|DSUB
OG0000882	LOC108160058|XP_017149297.1|DMIR	LOC117903436|XP_034671351.1|DSUB
OG0000882	LOC108161883|XP_033250029.1|DMIR	LOC117900113|XP_034666229.1|DSUB
OG0000883	LOC108150812|XP_017134609.1|DMIR	LOC117902707|XP_034670157.1|DSUB
OG0000884	LOC117188641|XP_033248686.1|DMIR, LOC108163482|XP_017154278.2|DMIR, LOC117188639|XP_033248684.1|DMIR	LOC117900769|XP_034667140.1|DSUB
OG0000884	LOC108159126|XP_017147604.1|DMIR	LOC117903060|XP_034670698.1|DSUB
OG0000885	LOC108156404|XP_017143332.1|DMIR	LOC117898445|XP_034663741.1|DSUB
OG0000886	LOC108155876|XP_017142488.1|DMIR	LOC117896268|XP_034660351.1|DSUB
OG0000887	LOC108165075|XP_017156615.1|DMIR	LOC117898452|XP_034663754.1|DSUB
OG0000888	LOC117186617|XP_033243514.1|DMIR	LOC117893704|XP_034656282.1|DSUB
OG0000888	LOC108152097|XP_017136636.2|DMIR	LOC117893080|XP_034655387.1|DSUB
OG0000889	LOC108152556|XP_017137466.1|DMIR	LOC117895618|XP_034659260.1|DSUB
OG0000890	LOC117185730|XP_033246507.1|DMIR, LOC108160187|XP_017149506.2|DMIR	LOC117890898|XP_034651883.1|DSUB
OG0000891	LOC108163385|XP_017154128.1|DMIR	LOC117902390|XP_034669605.1|DSUB
OG0000892	LOC108152050|XP_017136541.1|DMIR	LOC117894088|XP_034656848.1|DSUB
OG0000893	LOC108153859|XP_017139447.1|DMIR	LOC117897888|XP_034662855.1|DSUB
OG0000894	LOC108156884|XP_017144108.1|DMIR	LOC117897395|XP_034662104.1|DSUB
OG0000895	LOC108159148|XP_017147634.2|DMIR	LOC117892392|XP_034654499.1|DSUB
OG0000895	LOC108159147|XP_017147633.1|DMIR	LOC117892394|XP_034654500.1|DSUB
OG0000896	LOC117185727|XP_033247630.1|DMIR, LOC108157972|XP_033252695.1|DMIR	LOC117890326|XP_034651005.1|DSUB
OG0000896	LOC108156265|XP_017143123.1|DMIR	LOC117903862|XP_034672240.1|DSUB
OG0000897	LOC108157492|XP_017145078.1|DMIR	LOC117898755|XP_034664272.1|DSUB
OG0000897	LOC108154232|XP_017139948.1|DMIR	LOC117896945|XP_034661379.1|DSUB
OG0000898	LOC108160358|XP_017149816.1|DMIR	LOC117890989|XP_034652031.1|DSUB
OG0000898	LOC108158359|XP_017146102.1|DMIR, LOC117192426|XP_033252989.1|DMIR	LOC117890750|XP_034651700.1|DSUB
OG0000899	LOC108157561|XP_017145166.1|DMIR	LOC117897742|XP_034662673.1|DSUB
OG0000900	LOC108158571|XP_017146496.1|DMIR	LOC117890668|XP_034651535.1|DSUB
OG0000900	LOC108158570|XP_017146494.1|DMIR	LOC117889895|XP_034650297.1|DSUB
OG0000901	LOC108160946|XP_033247342.1|DMIR, LOC117192270|XP_033252815.1|DMIR	LOC117892613|XP_034654854.1|DSUB
OG0000901	LOC108158018|XP_017145650.1|DMIR	LOC117890548|XP_034651365.1|DSUB
OG0000902	LOC108156386|XP_017143336.1|DMIR	LOC117903816|XP_034672147.1|DSUB
OG0000902	LOC108152189|XP_017136828.1|DMIR	LOC117903231|XP_034671022.1|DSUB
OG0000903	LOC108150766|XP_017134549.1|DMIR	LOC117894641|XP_034657703.1|DSUB
OG0000903	LOC108153652|XP_017139247.1|DMIR	LOC117894639|XP_034657701.1|DSUB
OG0000904	LOC108151820|XP_017136168.1|DMIR	LOC117893007|XP_034655254.1|DSUB
OG0000906	LOC117193696|XP_033254313.1|DMIR, LOC108160844|XP_017150588.1|DMIR	LOC117890797|XP_034651764.1|DSUB
OG0000907	LOC117191628|XP_033252332.1|DMIR, LOC117191629|XP_033252333.1|DMIR, LOC117191626|XP_033252331.1|DMIR, LOC117191630|XP_033252334.1|DMIR, LOC117191631|XP_033252335.1|DMIR, LOC117187719|XP_033246358.1|DMIR, LOC117190340|XP_033251312.1|DMIR, LOC117190343|XP_033251314.1|DMIR, LOC117190629|XP_033251565.1|DMIR, LOC117189528|XP_033250560.1|DMIR, LOC117190628|XP_033251564.1|DMIR, LOC117191098|XP_033251952.1|DMIR, LOC117190169|XP_033251122.1|DMIR, LOC117190348|XP_033251320.1|DMIR, LOC117190342|XP_033251313.1|DMIR, LOC117190352|XP_033251323.1|DMIR, LOC117190344|XP_033251315.1|DMIR, LOC117190346|XP_033251318.1|DMIR, LOC117190347|XP_033251319.1|DMIR, LOC117190345|XP_033251316.1|DMIR, LOC117190350|XP_033251322.1|DMIR, LOC117190349|XP_033251321.1|DMIR	LOC117891031|XP_034652088.1|DSUB
OG0000909	LOC117188014|XP_033247036.1|DMIR, LOC108164962|XP_017156460.1|DMIR, LOC108157387|XP_017144912.1|DMIR, LOC117188275|XP_033247725.1|DMIR, LOC117188015|XP_033247042.1|DMIR, LOC117188925|XP_033249448.1|DMIR, LOC117188272|XP_033247720.1|DMIR	LOC117896456|XP_034660676.1|DSUB
OG0000910	LOC108158469|XP_017146252.1|DMIR	LOC117903736|XP_034671985.1|DSUB
OG0000911	LOC117188192|XP_033247563.1|DMIR, LOC117188202|XP_033247578.1|DMIR, LOC117188206|XP_033247585.1|DMIR, LOC108160576|XP_033247584.1|DMIR, LOC117188193|XP_033247564.1|DMIR, LOC117187404|XP_033245897.1|DMIR, LOC108158058|XP_033247456.1|DMIR, LOC117188050|XP_033247157.1|DMIR, LOC117188212|XP_033247594.1|DMIR, LOC117188211|XP_033247593.1|DMIR, LOC117188189|XP_033247560.1|DMIR, LOC117194106|XP_033254637.1|DMIR, LOC117194107|XP_033254638.1|DMIR, LOC117194105|XP_033254636.1|DMIR, LOC117194118|XP_033254652.1|DMIR, LOC117194108|XP_033254641.1|DMIR, LOC108155394|XP_033254654.1|DMIR, LOC117194119|XP_033254653.1|DMIR, LOC117194109|XP_033254642.1|DMIR	LOC117891698|XP_034653181.1|DSUB
OG0000912	LOC108153104|XP_017138376.1|DMIR	LOC117895661|XP_034659370.1|DSUB
OG0000913	LOC108151510|XP_017135644.1|DMIR	LOC117895191|XP_034658561.1|DSUB
OG0000914	LOC108160970|XP_017150757.2|DMIR, LOC117188428|XP_033248198.1|DMIR	LOC117890297|XP_034650956.1|DSUB
OG0000915	LOC108160172|XP_017149485.1|DMIR, LOC117191242|XP_033252050.1|DMIR	LOC117890118|XP_034650682.1|DSUB
OG0000916	LOC108163426|XP_033248996.1|DMIR	LOC117902779|XP_034670266.1|DSUB
OG0000917	LOC108156937|XP_033245053.1|DMIR	LOC117897417|XP_034662135.1|DSUB
OG0000917	LOC108162455|XP_033249421.1|DMIR	LOC117902191|XP_034669258.1|DSUB
OG0000918	LOC108163084|XP_017153652.1|DMIR	LOC117902111|XP_034669113.1|DSUB
OG0000920	LOC108165043|XP_017156570.1|DMIR	LOC117901383|XP_034668004.1|DSUB
OG0000921	LOC117186269|XP_033242682.1|DMIR, LOC108151703|XP_033242034.1|DMIR	LOC117903531|XP_034671597.1|DSUB
OG0000922	LOC108152685|XP_017137673.1|DMIR	LOC117893161|XP_034655527.1|DSUB
OG0000923	LOC108155715|XP_017142201.1|DMIR	LOC117897091|XP_034661626.1|DSUB
OG0000924	LOC117186525|XP_033243335.1|DMIR, LOC117186531|XP_033243346.1|DMIR, LOC117186528|XP_033243343.1|DMIR, LOC117186539|XP_033243357.1|DMIR, LOC117186745|XP_033243837.1|DMIR, LOC117186534|XP_033243349.1|DMIR, LOC117186533|XP_033243348.1|DMIR, LOC117186532|XP_033243347.1|DMIR, LOC117186542|XP_033243361.1|DMIR, LOC117186535|XP_033243352.1|DMIR, LOC117186536|XP_033243353.1|DMIR, LOC117195294|XP_033255792.1|DMIR, LOC117186537|XP_033243355.1|DMIR, LOC117186530|XP_033243345.1|DMIR, LOC117186529|XP_033243344.1|DMIR, LOC117186541|XP_033243360.1|DMIR, LOC117186540|XP_033243358.1|DMIR, LOC117186538|XP_033243356.1|DMIR, LOC108153145|XP_033243286.1|DMIR	LOC117903123|XP_034670840.1|DSUB
OG0000925	LOC108156033|XP_017142774.1|DMIR	LOC117898112|XP_034663189.1|DSUB
OG0000926	LOC108154229|XP_017139945.1|DMIR	LOC117898103|XP_034663176.1|DSUB
OG0000926	LOC108154420|XP_017140178.1|DMIR	LOC117896820|XP_034661214.1|DSUB
OG0000927	LOC108154503|XP_017140291.1|DMIR	LOC117896959|XP_034661395.1|DSUB
OG0000927	LOC108154584|XP_017140376.1|DMIR	LOC117896542|XP_034660816.1|DSUB
OG0000928	LOC108163357|XP_033248877.1|DMIR	LOC117901170|XP_034667715.1|DSUB
OG0000928	LOC108163358|XP_017154091.1|DMIR	LOC117901171|XP_034667716.1|DSUB
OG0000929	LOC108162289|XP_017152438.2|DMIR	LOC117900788|XP_034667158.1|DSUB
OG0000929	LOC108162290|XP_017152439.2|DMIR	LOC117900789|XP_034667159.1|DSUB
OG0000930	LOC108165283|XP_017156807.2|DMIR	LOC117894755|XP_034657859.1|DSUB
OG0000930	LOC108151252|XP_017135257.1|DMIR	LOC117894276|XP_034657122.1|DSUB
OG0000931	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR	LOC117890246|XP_034650884.1|DSUB
OG0000931	LOC108164077|XP_017155150.1|DMIR	LOC117900532|XP_034666823.1|DSUB
OG0000932	LOC108165579|XP_017157141.1|DMIR	LOC117893524|XP_034656055.1|DSUB
OG0000932	LOC108153624|XP_017139216.1|DMIR	LOC117894756|XP_034657864.1|DSUB
OG0000933	LOC117190986|XP_033251857.1|DMIR, LOC117189410|XP_033250429.1|DMIR, LOC117189389|XP_033250400.1|DMIR, LOC108160975|XP_017150764.1|DMIR	LOC117891266|XP_034652530.1|DSUB
OG0000933	LOC108161004|XP_017150799.1|DMIR	LOC117891267|XP_034652532.1|DSUB
OG0000934	LOC108158295|XP_017146025.1|DMIR, LOC108158286|XP_017146012.1|DMIR, LOC117191189|XP_033252021.1|DMIR, LOC117192026|XP_033252636.1|DMIR	LOC117890392|XP_034651088.1|DSUB, LOC117890447|XP_034651169.1|DSUB
OG0000935	LOC108155300|XP_017141504.2|DMIR	LOC117898689|XP_034664196.1|DSUB
OG0000936	LOC117187223|XP_033245321.1|DMIR	LOC117896509|XP_034660754.1|DSUB
OG0000937	LOC108157203|XP_017144624.1|DMIR	LOC117899350|XP_034665194.1|DSUB
OG0000938	LOC108164361|XP_017155475.1|DMIR	LOC117903601|XP_034671733.1|DSUB
OG0000939	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR	LOC117901599|XP_034668302.1|DSUB
OG0000940	LOC108153229|XP_017138551.1|DMIR	LOC117895700|XP_034659439.1|DSUB
OG0000941	LOC108159334|XP_017148024.1|DMIR	LOC117903840|XP_034672186.1|DSUB
OG0000942	LOC108152313|XP_017137035.1|DMIR	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB
OG0000943	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR	LOC117890702|XP_034651607.1|DSUB
OG0000943	LOC108159380|XP_017148097.1|DMIR	LOC117891473|XP_034652845.1|DSUB
OG0000944	LOC108164647|XP_017155986.1|DMIR	LOC117890053|XP_034650579.1|DSUB
OG0000945	LOC108152464|XP_017137321.1|DMIR	LOC117892913|XP_034655117.1|DSUB
OG0000946	LOC108163484|XP_017154282.1|DMIR	LOC117900990|XP_034667477.1|DSUB
OG0000947	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR	LOC117889847|XP_034650231.1|DSUB
OG0000948	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR	LOC117893090|XP_034655408.1|DSUB
OG0000949	LOC108155578|XP_017141973.1|DMIR	LOC117903043|XP_034670672.1|DSUB
OG0000949	LOC108155592|XP_017142002.1|DMIR	LOC117903045|XP_034670673.1|DSUB
OG0000950	LOC108152594|XP_017137542.1|DMIR	LOC117898460|XP_034663776.1|DSUB
OG0000950	LOC108154333|XP_017140084.1|DMIR	LOC117896669|XP_034661007.1|DSUB
OG0000951	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR	LOC117899370|XP_034665241.1|DSUB
OG0000951	LOC108161568|XP_017151346.2|DMIR	LOC117890771|XP_034651733.1|DSUB
OG0000952	LOC108162292|XP_017152442.1|DMIR	LOC117902731|XP_034670196.1|DSUB
OG0000953	LOC117186415|XP_033243075.1|DMIR	LOC117898281|XP_034663426.1|DSUB
OG0000954	LOC117194151|XP_033254696.1|DMIR, LOC108158315|XP_017146046.1|DMIR, LOC117193634|XP_033254270.1|DMIR, LOC117194152|XP_033254697.1|DMIR, LOC108158308|XP_017146036.1|DMIR	LOC117891459|XP_034652833.1|DSUB
OG0000955	LOC108157789|XP_017145470.1|DMIR	LOC117899512|XP_034665455.1|DSUB
OG0000955	LOC108154037|XP_017139619.1|DMIR	LOC117899503|XP_034665444.1|DSUB
OG0000956	LOC117187007|XP_033244457.1|DMIR	LOC117896355|XP_034660521.1|DSUB
OG0000956	LOC108157771|XP_017145445.2|DMIR	LOC117896358|XP_034660524.1|DSUB
OG0000957	LOC117191432|XP_033252192.1|DMIR, LOC108157987|XP_017145621.1|DMIR	LOC117892484|XP_034654628.1|DSUB
OG0000957	LOC108157986|XP_017145620.1|DMIR, LOC117191433|XP_033252193.1|DMIR	LOC117892485|XP_034654630.1|DSUB
OG0000958	LOC108157624|XP_017145250.1|DMIR	LOC117896006|XP_034659894.1|DSUB
OG0000958	LOC117187928|XP_033246793.1|DMIR, LOC108158330|XP_017146059.2|DMIR	LOC117890604|XP_034651434.1|DSUB
OG0000959	LOC108153447|XP_017138953.1|DMIR	LOC117894949|XP_034658166.1|DSUB
OG0000960	LOC108165256|XP_017156782.1|DMIR	LOC117892385|XP_034654491.1|DSUB
OG0000961	LOC108151879|XP_017136264.1|DMIR	LOC117895830|XP_034659658.1|DSUB
OG0000961	LOC108151880|XP_017136265.1|DMIR	LOC117895831|XP_034659659.1|DSUB
OG0000962	LOC108157835|XP_017145528.1|DMIR	LOC117896326|XP_034660454.1|DSUB
OG0000963	LOC108165112|XP_017156660.1|DMIR	LOC117903584|XP_034671694.1|DSUB
OG0000964	LOC117191441|XP_033252198.1|DMIR, LOC117190486|XP_033251444.1|DMIR, LOC117191998|XP_033252613.1|DMIR, LOC108161245|XP_017150989.1|DMIR	LOC117890027|XP_034650533.1|DSUB
OG0000965	LOC117187003|XP_033244446.1|DMIR, LOC117187013|XP_033244505.1|DMIR, LOC117187426|XP_033245975.1|DMIR, LOC117187419|XP_033245965.1|DMIR, LOC117187427|XP_033245976.1|DMIR, LOC117187423|XP_033245971.1|DMIR, LOC117187049|XP_033244666.1|DMIR, LOC117187033|XP_033244601.1|DMIR, LOC117187005|XP_033244454.1|DMIR, LOC117186984|XP_033244352.1|DMIR, LOC117187001|XP_033244441.1|DMIR, LOC108164947|XP_017156425.2|DMIR	LOC117903296|XP_034671116.1|DSUB
OG0000966	LOC108157490|XP_017145076.1|DMIR	LOC117896371|XP_034660537.1|DSUB
OG0000968	LOC108151665|XP_017135893.1|DMIR	LOC117893323|XP_034655802.1|DSUB
OG0000969	LOC117193545|XP_033254181.1|DMIR, LOC108158362|XP_017146105.1|DMIR	LOC117889954|XP_034650402.1|DSUB
OG0000970	LOC108154284|XP_017140027.1|DMIR, LOC108154274|XP_017140016.1|DMIR	LOC117903646|XP_034671838.1|DSUB
OG0000970	LOC108156262|XP_017143114.1|DMIR	LOC117898785|XP_034664313.1|DSUB
OG0000971	LOC108164143|XP_017155236.1|DMIR	LOC117901222|XP_034667783.1|DSUB
OG0000972	LOC108151938|XP_017136357.1|DMIR	LOC117894574|XP_034657603.1|DSUB
OG0000973	LOC108151298|XP_017135326.1|DMIR	LOC117894747|XP_034657849.1|DSUB
OG0000973	LOC108165138|XP_017156692.2|DMIR, LOC117186022|XP_033241943.1|DMIR, LOC117186023|XP_033241944.1|DMIR, LOC117192452|XP_033253032.1|DMIR, LOC117188885|XP_033249306.1|DMIR, LOC117188888|XP_033249312.1|DMIR, LOC117192910|XP_033253540.1|DMIR	LOC117896890|XP_034661317.1|DSUB
OG0000974	LOC108151837|XP_017136203.2|DMIR	LOC117893547|XP_034656089.1|DSUB
OG0000975	LOC108154784|XP_017140660.1|DMIR	LOC117899364|XP_034665234.1|DSUB
OG0000975	LOC108155522|XP_017141858.1|DMIR	LOC117899575|XP_034665579.1|DSUB
OG0000976	LOC108154943|XP_017140929.2|DMIR	LOC117898190|XP_034663301.1|DSUB
OG0000976	LOC117187205|XP_033245262.1|DMIR	LOC117898195|XP_034663306.1|DSUB
OG0000977	LOC108154819|XP_017140708.1|DMIR	LOC117896528|XP_034660790.1|DSUB
OG0000977	LOC108154818|XP_017140707.1|DMIR	LOC117896515|XP_034660774.1|DSUB
OG0000978	LOC108154967|XP_017140970.1|DMIR	LOC117899594|XP_034665604.1|DSUB
OG0000979	LOC108159698|XP_017148699.1|DMIR	LOC117891730|XP_034653214.1|DSUB
OG0000980	LOC108154783|XP_017140659.1|DMIR	LOC117899223|XP_034664988.1|DSUB
OG0000980	LOC108154194|XP_017139899.1|DMIR	LOC117896612|XP_034660936.1|DSUB
OG0000981	LOC108163919|XP_033249068.1|DMIR	LOC117901848|XP_034668686.1|DSUB
OG0000981	LOC108165532|XP_017157096.1|DMIR	LOC117893210|XP_034655633.1|DSUB
OG0000982	LOC108157511|XP_017145101.1|DMIR	LOC117897066|XP_034661561.1|DSUB
OG0000984	LOC108162134|XP_017152204.2|DMIR	LOC117900484|XP_034666759.1|DSUB
OG0000985	LOC108159824|XP_033246889.1|DMIR	LOC117890368|XP_034651054.1|DSUB
OG0000986	LOC108161981|XP_017151936.1|DMIR	LOC117901876|XP_034668724.1|DSUB
OG0000986	LOC108162301|XP_017152456.1|DMIR	LOC117901017|XP_034667506.1|DSUB
OG0000987	LOC108152203|XP_017136854.1|DMIR	LOC117902052|XP_034669053.1|DSUB
OG0000987	LOC108154038|XP_017139620.1|DMIR	LOC117899513|XP_034665456.1|DSUB
OG0000988	LOC108162923|XP_017153394.1|DMIR	LOC117902644|XP_034670060.1|DSUB
OG0000990	LOC117190487|XP_033251445.1|DMIR, LOC108152683|XP_017137675.1|DMIR	LOC117898579|XP_034663997.1|DSUB
OG0000991	LOC108153942|XP_017139527.1|DMIR	LOC117898956|XP_034664585.1|DSUB
OG0000991	LOC108159144|XP_017147632.1|DMIR	LOC117903063|XP_034670703.1|DSUB
OG0000992	LOC108157393|XP_033245963.1|DMIR	LOC117897859|XP_034662823.1|DSUB
OG0000993	LOC108154921|XP_017140869.1|DMIR	LOC117898050|XP_034663100.1|DSUB
OG0000993	LOC108154919|XP_017140867.1|DMIR	LOC117898049|XP_034663099.1|DSUB
OG0000994	LOC108165057|XP_017156591.1|DMIR	LOC117903722|XP_034671962.1|DSUB
OG0000995	LOC108163937|XP_017154961.2|DMIR	LOC117893385|XP_034655872.1|DSUB
OG0000996	LOC108160227|XP_017149568.1|DMIR	LOC117890036|XP_034650545.1|DSUB
OG0000997	LOC108160787|XP_017150483.2|DMIR	LOC117891244|XP_034652481.1|DSUB
OG0000997	LOC117190405|XP_033251374.1|DMIR, LOC117187782|XP_033246511.1|DMIR	LOC117892676|XP_034654965.1|DSUB
OG0000998	LOC108151389|XP_017135454.1|DMIR	LOC117895560|XP_034659160.1|DSUB
OG0000999	LOC108155745|XP_017142259.1|DMIR	LOC117891704|XP_034653192.1|DSUB
OG0001000	LOC117188052|XP_033247167.1|DMIR, LOC117190773|XP_033251724.1|DMIR	LOC117889783|XP_034650141.1|DSUB
OG0001001	LOC117192545|XP_033253132.1|DMIR, LOC108160074|XP_017149319.1|DMIR	LOC117892455|XP_034654595.1|DSUB
OG0001002	LOC108162981|XP_017153476.1|DMIR	LOC117900490|XP_034666769.1|DSUB
OG0001003	LOC108154975|XP_017140984.1|DMIR	LOC117896070|XP_034659984.1|DSUB
OG0001004	LOC108155115|XP_017141243.1|DMIR	LOC117896454|XP_034660675.1|DSUB
OG0001005	LOC108158674|XP_017146682.1|DMIR	LOC117895386|XP_034658902.1|DSUB
OG0001006	LOC108151405|XP_017135482.1|DMIR	LOC117894848|XP_034657994.1|DSUB
OG0001007	LOC117185760|XP_017148353.1|DMIR, LOC108159506|XP_017148352.2|DMIR	LOC117891259|XP_034652522.1|DSUB
OG0001008	LOC108164832|XP_017156243.1|DMIR	LOC117889617|XP_034649932.1|DSUB
OG0001009	LOC108155068|XP_017141144.1|DMIR	LOC117898746|XP_034664259.1|DSUB
OG0001009	LOC108155777|XP_033245461.1|DMIR	LOC117897638|XP_034662504.1|DSUB
OG0001010	LOC108161850|XP_017151707.1|DMIR	LOC117900694|XP_034667037.1|DSUB
OG0001010	LOC108154304|XP_017140051.1|DMIR	LOC117895184|XP_034658545.1|DSUB
OG0001011	LOC108152873|XP_017137991.1|DMIR	LOC117903396|XP_034671273.1|DSUB
OG0001011	LOC108163761|XP_017154723.1|DMIR	LOC117900796|XP_034667169.1|DSUB
OG0001012	LOC108158109|XP_033241939.1|DMIR, LOC108165086|XP_017156626.2|DMIR	LOC117891149|XP_034652297.1|DSUB, LOC117891254|XP_034652520.1|DSUB
OG0001013	LOC108165547|XP_017157112.1|DMIR	LOC117894761|XP_034657870.1|DSUB
OG0001014	LOC108151720|XP_017135985.1|DMIR	LOC117894826|XP_034657965.1|DSUB
OG0001014	LOC108151550|XP_017135704.1|DMIR	LOC117895001|XP_034658239.1|DSUB
OG0001015	LOC108165059|XP_033252597.1|DMIR	LOC117901691|XP_034668439.1|DSUB
OG0001015	LOC108165058|XP_017156592.1|DMIR	LOC117889593|XP_034649898.1|DSUB
OG0001016	LOC108150899|XP_017134701.1|DMIR	LOC117899946|XP_034665992.1|DSUB
OG0001017	LOC117187864|XP_033246636.1|DMIR	LOC117889943|XP_034650370.1|DSUB
OG0001018	LOC108164980|XP_017156491.1|DMIR, LOC108157312|XP_017144806.1|DMIR	LOC117896799|XP_034661189.1|DSUB, LOC117893194|XP_034655594.1|DSUB, LOC117898729|XP_034664239.1|DSUB, LOC117893532|XP_034656069.1|DSUB
OG0001019	LOC108157038|XP_017144341.1|DMIR	LOC117899343|XP_034665186.1|DSUB
OG0001020	LOC108164937|XP_017156415.1|DMIR	LOC117903910|XP_034672310.1|DSUB
OG0001021	LOC108163627|XP_017154516.1|DMIR	LOC117902726|XP_034670185.1|DSUB
OG0001022	LOC117186231|XP_033242563.1|DMIR	LOC117903289|XP_034671107.1|DSUB
OG0001023	LOC108154054|XP_017139635.1|DMIR	LOC117896018|XP_034659916.1|DSUB
OG0001024	LOC108156052|XP_017142814.1|DMIR	LOC117899346|XP_034665189.1|DSUB
OG0001025	LOC108151123|XP_017135032.1|DMIR	LOC117894385|XP_034657282.1|DSUB
OG0001026	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR	LOC117891491|XP_034652862.1|DSUB
OG0001027	LOC108152654|XP_017137637.1|DMIR	LOC117893805|XP_034656442.1|DSUB
OG0001028	LOC108164203|XP_017155322.1|DMIR	LOC117901903|XP_034668759.1|DSUB
OG0001029	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR	LOC117890172|XP_034650762.1|DSUB
OG0001031	LOC108161349|XP_033249163.1|DMIR	LOC117902440|XP_034669713.1|DSUB
OG0001032	LOC108161911|XP_017151807.1|DMIR	LOC117901697|XP_034668450.1|DSUB
OG0001033	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB
OG0001034	LOC108153130|XP_017138408.1|DMIR	LOC117892948|XP_034655161.1|DSUB
OG0001035	LOC108165133|XP_017156688.1|DMIR	LOC117890587|XP_034651418.1|DSUB
OG0001035	LOC108165134|XP_017156689.1|DMIR	LOC117890596|XP_034651429.1|DSUB
OG0001036	LOC108164602|XP_017155929.1|DMIR	LOC117893862|XP_034656527.1|DSUB
OG0001036	LOC108154348|XP_017140103.1|DMIR	LOC117896572|XP_034660863.1|DSUB
OG0001037	LOC108152121|XP_017136694.1|DMIR	LOC117894370|XP_034657263.1|DSUB
OG0001037	LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR	LOC117889764|XP_034650102.1|DSUB
OG0001038	LOC108157531|XP_017145123.1|DMIR	LOC117896727|XP_034661083.1|DSUB
OG0001038	LOC108157530|XP_017145122.1|DMIR	LOC117896726|XP_034661082.1|DSUB
OG0001039	LOC108154564|XP_017140355.2|DMIR	LOC117897202|XP_034661796.1|DSUB
OG0001039	LOC108156153|XP_017142966.1|DMIR	LOC117897201|XP_034661794.1|DSUB
OG0001042	LOC108154264|XP_017139989.1|DMIR	LOC117898162|XP_034663262.1|DSUB
OG0001043	LOC108164201|XP_017155320.1|DMIR	LOC117897824|XP_034662773.1|DSUB
OG0001044	LOC108160001|XP_017149214.1|DMIR	LOC117892658|XP_034654935.1|DSUB
OG0001045	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR	LOC117891081|XP_034652152.1|DSUB
OG0001046	LOC108159806|XP_017148865.1|DMIR	LOC117892254|XP_034654256.1|DSUB
OG0001047	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR	LOC117890831|XP_034651804.1|DSUB
OG0001048	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR	LOC117892034|XP_034653849.1|DSUB
OG0001049	LOC108161310|XP_017151020.1|DMIR	LOC117900405|XP_034666652.1|DSUB
OG0001049	LOC108152602|XP_017137549.1|DMIR	LOC117895855|XP_034659711.1|DSUB
OG0001050	LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR	LOC117894035|XP_034656773.1|DSUB
OG0001051	LOC108162247|XP_017152383.1|DMIR	LOC117900143|XP_034666266.1|DSUB
OG0001052	LOC108163367|XP_017154107.1|DMIR	LOC117902345|XP_034669537.1|DSUB
