Orthogroup	DMIR.longest_only	HILL.longest_only
OG0001486	LOC108163483|XP_017154280.1|DMIR	LOC119652475|XP_037912573.1|HILL
OG0001487	LOC117188782|XP_033249041.1|DMIR	LOC119651066|XP_037910330.1|HILL
OG0001488	LOC108160873|XP_017150624.1|DMIR	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL
OG0001489	LOC108162324|XP_033249847.1|DMIR	LOC119651713|XP_037911355.1|HILL
OG0001490	LOC108163308|XP_017154013.1|DMIR	LOC119651715|XP_037911364.1|HILL
OG0001491	LOC108163427|XP_017154195.1|DMIR	LOC119646618|XP_037903052.1|HILL
OG0001493	LOC108156078|XP_017142853.1|DMIR, LOC108152671|XP_033244150.1|DMIR	LOC119655859|XP_037917907.1|HILL
OG0001494	LOC108151562|XP_017135726.1|DMIR	LOC119655481|XP_037917309.1|HILL
OG0001495	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR	LOC119653406|XP_037913898.1|HILL
OG0001496	LOC108151457|XP_017135567.1|DMIR, LOC108164836|XP_017156249.1|DMIR	LOC119655329|XP_037917098.1|HILL
OG0001497	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR	LOC119657909|XP_037921011.1|HILL
OG0001498	LOC108157021|XP_033245301.1|DMIR, LOC108157018|XP_033245247.1|DMIR	LOC119659865|XP_037924105.1|HILL
OG0001500	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR	LOC119655204|XP_037916903.1|HILL
OG0001501	LOC108155422|XP_017141717.1|DMIR	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL
OG0001502	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL
OG0001503	LOC117190225|XP_033251167.1|DMIR, LOC108160290|XP_017149672.2|DMIR	LOC119655492|XP_037917322.1|HILL
OG0001504	LOC108158503|XP_017146325.2|DMIR	LOC119656214|XP_037918538.1|HILL
OG0001506	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR	LOC119655596|XP_037917481.1|HILL
OG0001507	LOC108159578|XP_017148515.1|DMIR	LOC119655846|XP_037917889.1|HILL
OG0001508	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL
OG0001509	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR	LOC119656162|XP_037918432.1|HILL
OG0001510	LOC108162838|XP_017153269.1|DMIR	LOC119650653|XP_037909517.1|HILL
OG0001511	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR, LOC117185918|XP_033253970.1|DMIR	LOC119653884|XP_037914930.1|HILL
OG0001512	LOC108150796|XP_017134589.1|DMIR	LOC119655067|XP_037916688.1|HILL
OG0001513	LOC108152559|XP_017137480.1|DMIR	LOC119649806|XP_037908045.1|HILL
OG0001515	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR	LOC119655346|XP_037917125.1|HILL
OG0001517	LOC108156698|XP_017143834.1|DMIR	LOC119657938|XP_037921054.1|HILL
OG0001518	LOC108163895|XP_017154907.1|DMIR	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL
OG0001519	LOC108157295|XP_017144786.1|DMIR	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL
OG0001524	LOC117193849|XP_033254440.1|DMIR, LOC108158030|XP_017145663.1|DMIR, LOC108159827|XP_017148891.1|DMIR	LOC119646742|XP_037903249.1|HILL
OG0001527	LOC108165029|XP_017156555.1|DMIR, LOC108165030|XP_017156556.1|DMIR	LOC119657502|XP_037920364.1|HILL
OG0001534	LOC108165461|XP_033243977.1|DMIR	LOC119656541|XP_037918815.1|HILL
OG0001535	LOC108162231|XP_017152351.1|DMIR	LOC119657486|XP_037920336.1|HILL
OG0001536	LOC108156573|XP_017143600.1|DMIR	LOC119646612|XP_037903042.1|HILL
OG0001537	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR	LOC119657890|XP_037920961.1|HILL
OG0001538	LOC108164610|XP_017155938.1|DMIR	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL
OG0001539	LOC108159130|XP_017147611.1|DMIR	LOC119656642|XP_037919018.1|HILL
OG0001540	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR	LOC119652333|XP_037912272.1|HILL
OG0001541	LOC108165356|XP_017156879.1|DMIR	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL
OG0001542	LOC108157053|XP_017144363.1|DMIR	LOC119655166|XP_037916846.1|HILL
OG0001543	LOC108158165|XP_017145878.1|DMIR	LOC119656597|XP_037918952.1|HILL
OG0001544	LOC108165089|XP_033252418.1|DMIR	LOC119657629|XP_037920561.1|HILL
OG0001545	LOC108159855|XP_017148951.1|DMIR	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL
OG0001546	LOC108159841|XP_017148921.1|DMIR	LOC119656786|XP_037919302.1|HILL
OG0001548	LOC108164284|XP_017155421.2|DMIR, LOC117189147|XP_033250107.1|DMIR, LOC108162941|XP_017153421.1|DMIR	LOC119657373|XP_037920185.1|HILL
OG0001549	LOC108163265|XP_033248672.1|DMIR	LOC119650735|XP_037909704.1|HILL
OG0001550	LOC108156566|XP_017143591.2|DMIR	LOC119658946|XP_037922743.1|HILL
OG0001551	LOC108157564|XP_017145171.2|DMIR	LOC119652541|XP_037912674.1|HILL
OG0001552	LOC108155289|XP_017141494.1|DMIR	LOC119651886|XP_037911635.1|HILL
OG0001553	LOC108165024|XP_017156549.1|DMIR	LOC119653576|XP_037914245.1|HILL
OG0001554	LOC108157411|XP_017144949.2|DMIR	LOC119651111|XP_037910405.1|HILL
OG0001555	LOC108163674|XP_017154590.1|DMIR	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL
OG0001556	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR	LOC119659266|XP_037923193.1|HILL
OG0001557	LOC108153001|XP_017138234.1|DMIR	LOC119660775|XP_037925478.1|HILL
OG0001558	LOC117186785|XP_033243934.1|DMIR	LOC119658461|XP_037921793.1|HILL
OG0001559	LOC108157172|XP_017144581.1|DMIR	LOC119652859|XP_037913143.1|HILL
OG0001560	LOC108156097|XP_017142875.1|DMIR	LOC119658725|XP_037922308.1|HILL
OG0001561	LOC108155176|XP_017141335.1|DMIR	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL
OG0001562	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR	LOC119649645|XP_037907828.1|HILL
OG0001563	LOC117187079|XP_033244822.1|DMIR	LOC119656807|XP_037919347.1|HILL
OG0001564	LOC108156021|XP_017142742.1|DMIR	LOC119650926|XP_037910081.1|HILL
OG0001565	LOC108156927|XP_017144170.1|DMIR	LOC119659375|XP_037923359.1|HILL
OG0001566	LOC108165449|XP_017156979.1|DMIR, LOC108155388|XP_017141657.1|DMIR	LOC119653247|XP_037913780.1|HILL
OG0001567	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR	LOC119655577|XP_037917438.1|HILL
OG0001569	LOC108157412|XP_017144950.1|DMIR	LOC119651771|XP_037911451.1|HILL
OG0001570	LOC108154351|XP_017140105.2|DMIR	LOC119650909|XP_037910058.1|HILL
OG0001571	LOC108162512|XP_017152778.1|DMIR	LOC119653208|XP_037913703.1|HILL
OG0001572	LOC108164845|XP_017156263.1|DMIR	LOC119661524|XP_037926828.1|HILL
OG0001573	LOC108152338|XP_017137089.1|DMIR	LOC119649346|XP_037907382.1|HILL
OG0001574	LOC108165016|XP_017156543.1|DMIR	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL
OG0001575	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR	LOC119653103|XP_037913546.1|HILL
OG0001576	LOC108154218|XP_017139933.1|DMIR	LOC119646441|XP_037902819.1|HILL
OG0001577	LOC108157583|XP_017145195.1|DMIR, LOC108156037|XP_017142779.1|DMIR	LOC119649888|XP_037908198.1|HILL
OG0001578	LOC117193185|XP_033253824.1|DMIR, LOC108159212|XP_017147781.1|DMIR, LOC117193186|XP_033253825.1|DMIR	LOC119646947|XP_037903570.1|HILL
OG0001579	LOC108150824|XP_017134620.1|DMIR, LOC108161933|XP_017151897.1|DMIR	LOC119661610|XP_037926958.1|HILL
OG0001580	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR	LOC119648793|XP_037906607.1|HILL
OG0001581	LOC108164519|XP_017155798.1|DMIR	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL
OG0001582	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR	LOC119651815|XP_037911536.1|HILL
OG0001583	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR	LOC119659720|XP_037923903.1|HILL
OG0001585	LOC108159491|XP_017148347.1|DMIR	LOC119656002|XP_037918168.1|HILL
OG0001586	LOC108152358|XP_017137120.1|DMIR, LOC108165594|XP_017157160.1|DMIR	LOC119647932|XP_037905200.1|HILL
OG0001587	LOC117189274|XP_033250333.1|DMIR, LOC108153564|XP_017139129.2|DMIR, LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR	LOC119659167|XP_037923046.1|HILL
OG0001588	LOC108160547|XP_017150103.1|DMIR, LOC117191386|XP_033252160.1|DMIR	LOC119658583|XP_037921967.1|HILL
OG0001589	LOC117189021|XP_033249779.1|DMIR	LOC119651375|XP_037910878.1|HILL
OG0001590	LOC117191874|XP_033252531.1|DMIR, LOC117191235|XP_033252048.1|DMIR, LOC108158598|XP_017146538.1|DMIR, LOC117191583|XP_033252299.1|DMIR	LOC119655218|XP_037916923.1|HILL
OG0001591	LOC108156769|XP_017143923.1|DMIR	LOC119650695|XP_037909607.1|HILL
OG0001592	LOC108161998|XP_017151956.1|DMIR	LOC119661690|XP_037927063.1|HILL
OG0001593	LOC117188747|XP_033248928.1|DMIR, LOC108163955|XP_017154993.2|DMIR	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL
OG0001594	LOC108161947|XP_033249878.1|DMIR	LOC119655867|XP_037917922.1|HILL
OG0001595	LOC108160550|XP_017150107.1|DMIR, LOC117191791|XP_033252444.1|DMIR	LOC119655772|XP_037917759.1|HILL
OG0001596	LOC108162567|XP_017152856.1|DMIR	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL
OG0001597	LOC108161922|XP_017151827.1|DMIR	LOC119653034|XP_037913409.1|HILL
OG0001598	LOC108162760|XP_017153131.2|DMIR	LOC119653202|XP_037913698.1|HILL
OG0001599	LOC108162933|XP_017153408.1|DMIR	LOC119651069|XP_037910334.1|HILL
OG0001600	LOC108163604|XP_017154482.1|DMIR	LOC119652819|XP_037913074.1|HILL
OG0001601	LOC108162961|XP_017153448.1|DMIR	LOC119650829|XP_037909894.1|HILL
OG0001602	LOC108161211|XP_033249189.1|DMIR, LOC108163567|XP_017154423.1|DMIR, LOC108163657|XP_017154567.1|DMIR	LOC119651030|XP_037910270.1|HILL
OG0001603	LOC108161790|XP_017151628.1|DMIR	LOC119651768|XP_037911436.1|HILL
OG0001604	LOC117188931|XP_033249455.1|DMIR	LOC119655583|XP_037917451.1|HILL
OG0001605	LOC117187351|XP_033245712.1|DMIR, LOC117187349|XP_033245707.1|DMIR, LOC108157496|XP_017145084.2|DMIR, LOC108153508|XP_017139051.2|DMIR, LOC108160399|XP_017149879.1|DMIR, LOC117191336|XP_033252130.1|DMIR	LOC119661250|XP_037926426.1|HILL
OG0001606	LOC117191376|XP_033252155.1|DMIR, LOC117190887|XP_033251790.1|DMIR, LOC117186608|XP_033243501.1|DMIR, LOC117188171|XP_033247507.1|DMIR, LOC117186458|XP_033243208.1|DMIR, LOC117186155|XP_033242250.1|DMIR, LOC117186156|XP_033242251.1|DMIR	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL
OG0001607	LOC108164050|XP_017155116.1|DMIR	LOC119653772|XP_037914699.1|HILL
OG0001608	LOC108163124|XP_017153720.1|DMIR	LOC119651382|XP_037910884.1|HILL
OG0001609	LOC108160934|XP_017150710.2|DMIR, LOC117187778|XP_033246504.1|DMIR	LOC119661337|XP_037926568.1|HILL
OG0001610	LOC108164716|XP_017156089.1|DMIR, LOC108162748|XP_033249935.1|DMIR	LOC119651658|XP_037911273.1|HILL
OG0001611	LOC108163655|XP_017154563.1|DMIR	LOC119659808|XP_037924012.1|HILL
OG0001612	LOC108161435|XP_017151187.1|DMIR	LOC119661586|XP_037926916.1|HILL
OG0001613	LOC108163950|XP_017154980.1|DMIR, LOC108162896|XP_017153355.1|DMIR	LOC119652539|XP_037912671.1|HILL
OG0001614	LOC117188235|XP_033247641.1|DMIR, LOC108160804|XP_017150514.2|DMIR	LOC119646811|XP_037903340.1|HILL
OG0001615	LOC108162082|XP_017152123.1|DMIR	LOC119652569|XP_037912710.1|HILL
OG0001616	LOC108162723|XP_017153080.1|DMIR	LOC119653567|XP_037914212.1|HILL
OG0001617	LOC117188276|XP_033247726.1|DMIR, LOC117187917|XP_033246761.1|DMIR, LOC117187916|XP_033246760.1|DMIR, LOC108161216|XP_033248755.1|DMIR, LOC108162517|XP_033248813.1|DMIR, LOC108159335|XP_033248756.1|DMIR, LOC108161217|XP_033248754.1|DMIR	LOC119650668|XP_037909544.1|HILL
OG0001618	LOC108164243|XP_017155366.1|DMIR	LOC119660942|XP_037925872.1|HILL
OG0001619	LOC108163355|XP_017154086.1|DMIR	LOC119652825|XP_037913082.1|HILL
OG0001620	LOC117189668|XP_033250665.1|DMIR, LOC108159683|XP_017148667.1|DMIR, LOC117190376|XP_033251348.1|DMIR	LOC119653577|XP_037914248.1|HILL
OG0001621	LOC108158285|XP_017146011.1|DMIR	LOC119660108|XP_037924418.1|HILL
OG0001622	LOC108157735|XP_017145403.2|DMIR, LOC108154794|XP_033246420.1|DMIR	LOC119656639|XP_037919011.1|HILL
OG0001623	LOC108162347|XP_017152537.1|DMIR	LOC119646591|XP_037903012.1|HILL
OG0001624	LOC108163296|XP_017153994.1|DMIR	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL
OG0001625	LOC108162642|XP_017152954.1|DMIR	LOC119653174|XP_037913649.1|HILL
OG0001626	LOC108162701|XP_017153044.1|DMIR	LOC119646282|XP_037902618.1|HILL
OG0001627	LOC108154812|XP_017140701.1|DMIR	LOC119659569|XP_037923651.1|HILL
OG0001628	LOC108153900|XP_017139487.1|DMIR	LOC119659955|XP_037924234.1|HILL
OG0001629	LOC108156507|XP_017143498.1|DMIR	LOC119658826|XP_037922488.1|HILL
OG0001630	LOC108163361|XP_017154099.1|DMIR, LOC108154700|XP_017140539.2|DMIR	LOC119654480|XP_037915829.1|HILL
OG0001631	LOC108157549|XP_017145143.1|DMIR	LOC119660345|XP_037924763.1|HILL
OG0001632	LOC117186553|XP_033243372.1|DMIR, LOC108162966|XP_017153454.2|DMIR, LOC117186568|XP_033243415.1|DMIR	LOC119656711|XP_037919159.1|HILL
OG0001633	LOC108155525|XP_017141863.1|DMIR	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL
OG0001634	LOC108154971|XP_017140975.1|DMIR	LOC119658764|XP_037922390.1|HILL
OG0001635	LOC108154303|XP_017140046.1|DMIR	LOC119660055|XP_037924362.1|HILL
OG0001636	LOC108157229|XP_017144675.1|DMIR	LOC119659847|XP_037924072.1|HILL
OG0001637	LOC108155772|XP_017142318.1|DMIR	LOC119652943|XP_037913260.1|HILL
OG0001638	LOC108160196|XP_017149523.1|DMIR	LOC119651073|XP_037910342.1|HILL
OG0001639	LOC117193274|XP_033253909.1|DMIR, LOC108159176|XP_017147710.2|DMIR, LOC117187993|XP_033246962.1|DMIR, LOC117187958|XP_033246860.1|DMIR, LOC117187998|XP_033246977.1|DMIR	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL
OG0001640	LOC108156592|XP_017143620.1|DMIR	LOC119659939|XP_037924206.1|HILL
OG0001641	LOC108155118|XP_017141249.1|DMIR	LOC119659197|XP_037923087.1|HILL
OG0001642	LOC108153392|XP_017138860.1|DMIR	LOC119654177|XP_037915290.1|HILL
OG0001643	LOC108162377|XP_017152583.1|DMIR	LOC119649971|XP_037908335.1|HILL
OG0001644	LOC108152693|XP_017137685.1|DMIR	LOC119650290|XP_037908848.1|HILL
OG0001645	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR	LOC119655084|XP_037916711.1|HILL
OG0001646	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR	LOC119656068|XP_037918274.1|HILL
OG0001647	LOC108158722|XP_033248008.1|DMIR	LOC119655711|XP_037917661.1|HILL
OG0001648	LOC108151608|XP_017135783.1|DMIR	LOC119649751|XP_037907972.1|HILL
OG0001649	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR	LOC119654460|XP_037915801.1|HILL
OG0001650	LOC117193442|XP_033254083.1|DMIR, LOC117187865|XP_033246637.1|DMIR, LOC117192865|XP_033253509.1|DMIR, LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR	LOC119656320|XP_037918700.1|HILL
OG0001651	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR	LOC119658370|XP_037921662.1|HILL
OG0001652	LOC108151254|XP_017135259.1|DMIR	LOC119649034|XP_037906920.1|HILL
OG0001653	LOC108152902|XP_017138037.1|DMIR	LOC119648676|XP_037906396.1|HILL
OG0001654	LOC117189734|XP_033250705.1|DMIR, LOC117189732|XP_033250703.1|DMIR, LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR	LOC119653883|XP_037914928.1|HILL
OG0001655	LOC108158805|XP_017146981.1|DMIR	LOC119655938|XP_037918053.1|HILL
OG0001656	LOC108164137|XP_017155227.1|DMIR	LOC119651883|XP_037911629.1|HILL
OG0001657	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR	LOC119647486|XP_037904372.1|HILL
OG0001658	LOC108151780|XP_017136112.1|DMIR	LOC119649775|XP_037908004.1|HILL
OG0001659	LOC108153249|XP_017138587.1|DMIR, LOC108153488|XP_017139017.1|DMIR	LOC119648041|XP_037905398.1|HILL
OG0001660	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR	LOC119649885|XP_037908191.1|HILL
OG0001661	LOC108155253|XP_017141437.1|DMIR	LOC119654424|XP_037915743.1|HILL
OG0001662	LOC117193137|XP_033253758.1|DMIR, LOC117186481|XP_033243247.1|DMIR, LOC117193019|XP_033253627.1|DMIR, LOC117193660|XP_033254290.1|DMIR, LOC117193168|XP_033253792.1|DMIR, LOC117192628|XP_033253246.1|DMIR, LOC117193140|XP_033253761.1|DMIR, LOC117193139|XP_033253760.1|DMIR, LOC108165457|XP_033253865.1|DMIR	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL
OG0001664	LOC117191878|XP_033252534.1|DMIR, LOC108158603|XP_017146554.1|DMIR	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL
OG0001666	LOC108162909|XP_017153373.1|DMIR	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL
OG0001667	LOC117193717|XP_033254333.1|DMIR, LOC117189320|XP_033250362.1|DMIR, LOC117189322|XP_033250363.1|DMIR, LOC117189319|XP_033250361.1|DMIR, LOC117193880|XP_033254455.1|DMIR, LOC117193873|XP_033254453.1|DMIR, LOC108159062|XP_017147491.1|DMIR, LOC117189304|XP_033250352.1|DMIR, LOC117194885|XP_033255237.1|DMIR, LOC117189313|XP_033250357.1|DMIR, LOC117193868|XP_033254449.1|DMIR, LOC117193006|XP_033253621.1|DMIR, LOC117194298|XP_033254764.1|DMIR, LOC117193869|XP_033254450.1|DMIR	LOC119647002|XP_037903655.1|HILL
OG0001669	LOC108151840|XP_017136211.1|DMIR	LOC119648541|XP_037906237.1|HILL
OG0001678	LOC108158321|XP_017146054.2|DMIR	LOC119656538|XP_037918812.1|HILL
OG0001679	LOC108164894|XP_017156349.1|DMIR	LOC119657988|XP_037921133.1|HILL
OG0001680	LOC108155633|XP_017142063.1|DMIR	LOC119657819|XP_037920861.1|HILL
OG0001681	LOC108165034|XP_017156559.1|DMIR	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL
OG0001682	LOC108153333|XP_017138739.1|DMIR	LOC119652960|XP_037913284.1|HILL
OG0001683	LOC108162193|XP_017152285.1|DMIR	LOC119647325|XP_037904184.1|HILL
OG0001684	LOC108164451|XP_017155657.1|DMIR	LOC119660953|XP_037925916.1|HILL
OG0001685	LOC108161891|XP_017151775.1|DMIR	LOC119647007|XP_037903673.1|HILL
OG0001686	LOC108153661|XP_017139265.1|DMIR	LOC119657886|XP_037920953.1|HILL
OG0001687	LOC108164839|XP_017156257.1|DMIR	LOC119658373|XP_037921663.1|HILL
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	LOC119656875|XP_037919467.1|HILL
OG0001689	LOC108164933|XP_033246400.1|DMIR	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	LOC119648964|XP_037906811.1|HILL
OG0001691	LOC108162380|XP_017152586.1|DMIR	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL
OG0001692	LOC108157730|XP_017145390.1|DMIR	LOC119652052|XP_037911916.1|HILL
OG0001693	LOC108163724|XP_017154668.1|DMIR	LOC119658052|XP_037921225.1|HILL
OG0001694	LOC108155874|XP_017142485.1|DMIR	LOC119650616|XP_037909427.1|HILL
OG0001695	LOC117188663|XP_033248743.1|DMIR	LOC119657243|XP_037919985.1|HILL
OG0001696	LOC108157331|XP_017144836.2|DMIR	LOC119660622|XP_037925253.1|HILL
OG0001697	LOC108154086|XP_033244571.1|DMIR	LOC119652005|XP_037911863.1|HILL
OG0001698	LOC108154946|XP_033247440.1|DMIR	LOC119658486|XP_037921860.1|HILL
OG0001699	LOC108154955|XP_017140949.1|DMIR	LOC119651502|XP_037911048.1|HILL
OG0001700	LOC108154139|XP_017139764.1|DMIR	LOC119659448|XP_037923460.1|HILL
OG0001701	LOC108157117|XP_017144488.1|DMIR	LOC119656877|XP_037919470.1|HILL
OG0001702	LOC108162593|XP_017152899.1|DMIR	LOC119652737|XP_037912963.1|HILL
OG0001703	LOC108154190|XP_017139888.2|DMIR	LOC119651551|XP_037911111.1|HILL
OG0001704	LOC108154207|XP_017139918.2|DMIR	LOC119651685|XP_037911314.1|HILL
OG0001705	LOC108156215|XP_017143042.1|DMIR	LOC119650660|XP_037909524.1|HILL
OG0001706	LOC108163083|XP_017153651.1|DMIR	LOC119650414|XP_037909135.1|HILL
OG0001707	LOC108156798|XP_017143966.1|DMIR	LOC119655036|XP_037916644.1|HILL
OG0001708	LOC108157414|XP_017144954.1|DMIR	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL
OG0001709	LOC108151790|XP_017136128.1|DMIR	LOC119658818|XP_037922470.1|HILL
OG0001710	LOC108156226|XP_017143054.1|DMIR	LOC119650640|XP_037909490.1|HILL
OG0001711	LOC108155727|XP_017142224.1|DMIR	LOC119658449|XP_037921781.1|HILL
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	LOC119656973|XP_037919631.1|HILL
OG0001713	LOC108154964|XP_017140967.1|DMIR	LOC119658767|XP_037922392.1|HILL
OG0001714	LOC108155427|XP_017141722.1|DMIR	LOC119660448|XP_037924929.1|HILL
OG0001715	LOC108151682|XP_017135915.1|DMIR	LOC119651565|XP_037911127.1|HILL
OG0001716	LOC108153402|XP_017138887.1|DMIR	LOC119652970|XP_037913302.1|HILL
OG0001717	LOC108154956|XP_017140953.1|DMIR	LOC119651035|XP_037910280.1|HILL
OG0001718	LOC108155881|XP_017142499.1|DMIR, LOC108153948|XP_033246022.1|DMIR	LOC119650787|XP_037909830.1|HILL
OG0001719	LOC108155886|XP_017142512.1|DMIR	LOC119656637|XP_037919005.1|HILL
OG0001720	LOC117186936|XP_033244209.1|DMIR, LOC117187359|XP_033245766.1|DMIR, LOC108153914|XP_033244210.1|DMIR	LOC119650761|XP_037909780.1|HILL
OG0001721	LOC108154260|XP_017139984.1|DMIR	LOC119652390|XP_037912419.1|HILL
OG0001722	LOC108152426|XP_017137232.1|DMIR	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL
OG0001723	LOC108160511|XP_017150044.2|DMIR	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	LOC119647260|XP_037904068.1|HILL
OG0001725	LOC108159488|XP_017148308.1|DMIR	LOC119658869|XP_037922558.1|HILL
OG0001726	LOC108152967|XP_017138165.1|DMIR	LOC119650313|XP_037908896.1|HILL
