Orthogroup	DMIR.longest_only	AALB.longest_only
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB
OG0001395	LOC108155153|XP_017141302.1|DMIR, LOC108157297|XP_017144788.2|DMIR	LOC118461065|XP_035781850.1|AALB
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC118461617|XP_035783052.1|AALB
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC118467164|XP_035793213.1|AALB
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC118467333|XP_035793580.1|AALB
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC118465172|XP_035789027.1|AALB
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC118462786|XP_035784666.1|AALB
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC118465458|XP_035789641.1|AALB
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC118466099|XP_035790907.1|AALB
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR	LOC118462520|XP_035784158.1|AALB
OG0001406	LOC108163706|XP_017154636.1|DMIR, LOC108164932|XP_017156410.1|DMIR	LOC118467314|XP_035793542.1|AALB
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC118462750|XP_035784606.1|AALB
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC118459018|XP_035777913.1|AALB
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC118462353|XP_035784012.1|AALB
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC118456390|XP_035772976.1|AALB
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC118462553|XP_035784225.1|AALB
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC118463279|XP_035785648.1|AALB
OG0001434	LOC108155991|XP_017142678.2|DMIR, LOC108156252|XP_017143091.1|DMIR, LOC108163458|XP_017154241.1|DMIR	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC118468680|XP_035795684.1|AALB
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC118462763|XP_035784623.1|AALB
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC118467096|XP_035793035.1|AALB
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC118461615|XP_035783053.1|AALB
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC118464402|XP_035787653.1|AALB
OG0001442	LOC108162158|XP_017152225.1|DMIR	LOC118460818|XP_035781331.1|AALB
OG0001443	LOC108155894|XP_017142525.1|DMIR	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB
OG0001444	LOC108155542|XP_017141908.2|DMIR	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB
OG0001445	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR	LOC118468537|XP_035795312.1|AALB
OG0001446	LOC108154195|XP_017139900.1|DMIR	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB
OG0001447	LOC108157124|XP_017144496.1|DMIR	LOC118460135|XP_035780092.1|AALB
OG0001448	LOC108156453|XP_033244786.1|DMIR	LOC118461382|XP_035782531.1|AALB
OG0001449	LOC108158797|XP_017146973.1|DMIR	LOC118461800|XP_035783436.1|AALB
OG0001450	LOC108163718|XP_017154655.1|DMIR	LOC118466662|XP_035792153.1|AALB
OG0001451	LOC108158434|XP_017146205.1|DMIR	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB
OG0001452	LOC108159195|XP_033246733.1|DMIR	LOC118467047|XP_035792926.1|AALB
OG0001453	LOC108153147|XP_017138437.1|DMIR	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB
OG0001454	LOC108156397|XP_017143321.1|DMIR	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB
OG0001455	LOC108152846|XP_017137946.1|DMIR	LOC118462833|XP_035784775.1|AALB
OG0001456	LOC108159544|XP_033246371.1|DMIR	LOC118465294|XP_035789261.1|AALB
OG0001457	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR	LOC118463147|XP_035785415.1|AALB
OG0001458	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB
OG0001459	LOC108153090|XP_017138359.1|DMIR	LOC118462862|XP_035784812.1|AALB
OG0001460	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB
OG0001461	LOC108162622|XP_017152937.1|DMIR, LOC108153590|XP_017139159.1|DMIR	LOC118467643|XP_035794267.1|AALB
OG0001462	LOC108150965|XP_017134788.1|DMIR	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB
OG0001464	LOC108158690|XP_017146716.1|DMIR	LOC118467133|XP_035793136.1|AALB
OG0001465	LOC117186721|XP_033243728.1|DMIR, LOC117186725|XP_033243732.1|DMIR, LOC117186653|XP_033243585.1|DMIR, LOC117186724|XP_033243731.1|DMIR, LOC117194157|XP_033254704.1|DMIR, LOC117186726|XP_033243733.1|DMIR, LOC108160246|XP_017149595.2|DMIR, LOC117186727|XP_033243734.1|DMIR, LOC117193726|XP_033254342.1|DMIR	LOC118464144|XP_035787142.1|AALB
OG0001466	LOC108161565|XP_017151342.2|DMIR	LOC118465793|XP_035790245.1|AALB
OG0001467	LOC108161870|XP_017151750.1|DMIR	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB
OG0001468	LOC108153691|XP_017139304.1|DMIR	LOC118463433|XP_035785895.1|AALB
OG0001469	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR	LOC118467373|XP_035793680.1|AALB
OG0001470	LOC108153756|XP_017139377.1|DMIR	LOC118463134|XP_035785386.1|AALB
OG0001471	LOC108152190|XP_017136825.1|DMIR	LOC118465752|XP_035790117.1|AALB
OG0001472	LOC108151212|XP_033244013.1|DMIR, LOC108151350|XP_017135396.1|DMIR	LOC118466349|XP_035791375.1|AALB
OG0001473	LOC108154459|XP_017140220.1|DMIR	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB
OG0001474	LOC108164753|XP_017156142.1|DMIR, LOC108160541|XP_033252386.1|DMIR	LOC118464199|XP_035787251.1|AALB
OG0001475	LOC108158450|XP_017146224.1|DMIR, LOC117190434|XP_033251404.1|DMIR, LOC117185748|XP_033246902.1|DMIR, LOC117190433|XP_033251403.1|DMIR	LOC118461063|XP_035781846.1|AALB
OG0001476	LOC117189378|XP_033250393.1|DMIR, LOC117188518|XP_033248409.1|DMIR	LOC118461681|XP_035783163.1|AALB
OG0001477	LOC108155913|XP_017142547.1|DMIR	LOC118460502|XP_035780749.1|AALB
OG0001478	LOC108162087|XP_017152136.1|DMIR	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB
OG0001479	LOC108153501|XP_017139041.1|DMIR	LOC118460847|XP_035781441.1|AALB
OG0001480	LOC108155693|XP_033242004.1|DMIR, LOC108161816|XP_017151665.1|DMIR	LOC118458422|XP_035776770.1|AALB
OG0001481	LOC108163198|XP_033248882.1|DMIR	LOC118460390|XP_035780556.1|AALB
OG0001482	LOC108159150|XP_017147636.1|DMIR, LOC117189472|XP_033250496.1|DMIR	LOC118468347|XP_035795000.1|AALB
OG0001483	LOC108162387|XP_017152590.1|DMIR	LOC118460969|XP_035781674.1|AALB
OG0001484	LOC108161416|XP_017151160.1|DMIR	LOC118468693|XP_035795702.1|AALB
OG0001485	LOC108153426|XP_017138918.1|DMIR	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB
OG0001486	LOC108163483|XP_017154280.1|DMIR	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB
OG0001487	LOC117188782|XP_033249041.1|DMIR	LOC118458271|XP_035776477.1|AALB
OG0001488	LOC108160873|XP_017150624.1|DMIR	LOC118456299|XP_035772830.1|AALB
OG0001489	LOC108162324|XP_033249847.1|DMIR	LOC118459507|XP_035778825.1|AALB
OG0001490	LOC108163308|XP_017154013.1|DMIR	LOC118459402|XP_035778604.1|AALB
OG0001491	LOC108163427|XP_017154195.1|DMIR	LOC118458493|XP_035776939.1|AALB
OG0001492	LOC108162618|XP_017152927.1|DMIR	LOC118468433|XP_035795089.1|AALB
OG0001493	LOC108156078|XP_017142853.1|DMIR, LOC108152671|XP_033244150.1|DMIR	LOC118469002|XP_035796329.1|AALB
OG0001494	LOC108151562|XP_017135726.1|DMIR	LOC118461696|XP_035783208.1|AALB
OG0001495	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR	LOC118468998|XP_035796320.1|AALB
OG0001496	LOC108151457|XP_017135567.1|DMIR, LOC108164836|XP_017156249.1|DMIR	LOC118461832|XP_035783486.1|AALB
OG0001497	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR	LOC118461801|XP_035783437.1|AALB
OG0001500	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR	LOC118456637|XP_035773464.1|AALB
OG0001501	LOC108155422|XP_017141717.1|DMIR	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB
OG0001502	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR	LOC118461259|XP_035782272.1|AALB
OG0001503	LOC117190225|XP_033251167.1|DMIR, LOC108160290|XP_017149672.2|DMIR	LOC118466174|XP_035791054.1|AALB
OG0001504	LOC108158503|XP_017146325.2|DMIR	LOC118466794|XP_035792431.1|AALB
OG0001506	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR	LOC118464164|XP_035787192.1|AALB
OG0001507	LOC108159578|XP_017148515.1|DMIR	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB
OG0001508	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB
OG0001509	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR	LOC118467501|XP_035793944.1|AALB
OG0001510	LOC108162838|XP_017153269.1|DMIR	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB
OG0001511	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR, LOC117185918|XP_033253970.1|DMIR	LOC118462626|XP_035784359.1|AALB
OG0001512	LOC108150796|XP_017134589.1|DMIR	LOC118467300|XP_035793512.1|AALB
OG0001513	LOC108152559|XP_017137480.1|DMIR	LOC118463792|XP_035786520.1|AALB
OG0001515	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR	LOC118460654|XP_035781010.1|AALB
OG0001516	LOC108155860|XP_017142467.2|DMIR	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB
OG0001534	LOC108165461|XP_033243977.1|DMIR	LOC118465774|XP_035790226.1|AALB
OG0001535	LOC108162231|XP_017152351.1|DMIR	LOC118457255|XP_035774538.1|AALB
OG0001536	LOC108156573|XP_017143600.1|DMIR	LOC118457824|XP_035775592.1|AALB
OG0001537	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR	LOC118462838|XP_035784792.1|AALB
OG0001538	LOC108164610|XP_017155938.1|DMIR	LOC118460246|XP_035780308.1|AALB
OG0001539	LOC108159130|XP_017147611.1|DMIR	LOC118463471|XP_035785957.1|AALB
OG0001540	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR	LOC118460831|XP_035781392.1|AALB
OG0001541	LOC108165356|XP_017156879.1|DMIR	LOC118461438|XP_035782643.1|AALB
OG0001542	LOC108157053|XP_017144363.1|DMIR	LOC118459326|XP_035778479.1|AALB
OG0001545	LOC108159855|XP_017148951.1|DMIR	LOC118463055|XP_035785202.1|AALB
OG0001546	LOC108159841|XP_017148921.1|DMIR	LOC118457273|XP_035774564.1|AALB
OG0001547	LOC108156758|XP_033247891.1|DMIR	LOC118466119|XP_035790955.1|AALB
OG0001548	LOC108164284|XP_017155421.2|DMIR, LOC117189147|XP_033250107.1|DMIR, LOC108162941|XP_017153421.1|DMIR	LOC118459929|XP_035779689.1|AALB
OG0001549	LOC108163265|XP_033248672.1|DMIR	LOC118457891|XP_035775731.1|AALB
OG0001551	LOC108157564|XP_017145171.2|DMIR	LOC118458450|XP_035776826.1|AALB
OG0001552	LOC108155289|XP_017141494.1|DMIR	LOC118468972|XP_035796242.1|AALB
OG0001553	LOC108165024|XP_017156549.1|DMIR	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB
OG0001554	LOC108157411|XP_017144949.2|DMIR	LOC118458577|XP_035777126.1|AALB
OG0001555	LOC108163674|XP_017154590.1|DMIR	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB
OG0001556	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR	LOC118462575|XP_035784271.1|AALB
OG0001557	LOC108153001|XP_017138234.1|DMIR	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB
OG0001558	LOC117186785|XP_033243934.1|DMIR	LOC118460243|XP_035780291.1|AALB
OG0001559	LOC108157172|XP_017144581.1|DMIR	LOC118468892|XP_035796078.1|AALB
OG0001560	LOC108156097|XP_017142875.1|DMIR	LOC118459595|XP_035779015.1|AALB
OG0001561	LOC108155176|XP_017141335.1|DMIR	LOC118457814|XP_035775568.1|AALB
OG0001562	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR	LOC118464784|XP_035788308.1|AALB
OG0001563	LOC117187079|XP_033244822.1|DMIR	LOC118468455|XP_035795128.1|AALB
OG0001564	LOC108156021|XP_017142742.1|DMIR	LOC118458845|XP_035777642.1|AALB
OG0001565	LOC108156927|XP_017144170.1|DMIR	LOC118456664|XP_035773512.1|AALB
OG0001566	LOC108165449|XP_017156979.1|DMIR, LOC108155388|XP_017141657.1|DMIR	LOC118460066|XP_035779956.1|AALB
OG0001567	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR	LOC118463265|XP_035785628.1|AALB
OG0001568	LOC117188390|XP_033248086.1|DMIR, LOC108155215|XP_033245875.1|DMIR, LOC108155217|XP_033248915.1|DMIR	LOC118462565|XP_035784248.1|AALB
OG0001569	LOC108157412|XP_017144950.1|DMIR	LOC118462583|XP_035784283.1|AALB
OG0001570	LOC108154351|XP_017140105.2|DMIR	LOC118458696|XP_035777328.1|AALB
OG0001571	LOC108162512|XP_017152778.1|DMIR	LOC118468784|XP_035795874.1|AALB
OG0001572	LOC108164845|XP_017156263.1|DMIR	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB
OG0001573	LOC108152338|XP_017137089.1|DMIR	LOC118463557|XP_035786074.1|AALB
OG0001574	LOC108165016|XP_017156543.1|DMIR	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB
OG0001575	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR	LOC118465336|XP_035789378.1|AALB
OG0001576	LOC108154218|XP_017139933.1|DMIR	LOC118464403|XP_035787650.1|AALB
OG0001577	LOC108157583|XP_017145195.1|DMIR, LOC108156037|XP_017142779.1|DMIR	LOC118464309|XP_035787493.1|AALB
OG0001578	LOC117193185|XP_033253824.1|DMIR, LOC108159212|XP_017147781.1|DMIR, LOC117193186|XP_033253825.1|DMIR	LOC118463396|XP_035785834.1|AALB
OG0001579	LOC108150824|XP_017134620.1|DMIR, LOC108161933|XP_017151897.1|DMIR	LOC118464271|XP_035787426.1|AALB
OG0001580	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR	LOC118464408|XP_035787657.1|AALB
OG0001581	LOC108164519|XP_017155798.1|DMIR	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB
OG0001582	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR	LOC118464532|XP_035787862.1|AALB
OG0001583	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR	LOC118466473|XP_035791747.1|AALB
OG0001584	LOC108151846|XP_017136219.1|DMIR, LOC108151844|XP_017136218.1|DMIR	LOC118465768|XP_035790176.1|AALB
OG0001586	LOC108152358|XP_017137120.1|DMIR, LOC108165594|XP_017157160.1|DMIR	LOC118465652|XP_035789959.1|AALB
OG0001587	LOC117189274|XP_033250333.1|DMIR, LOC108153564|XP_017139129.2|DMIR, LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR	LOC118466944|XP_035792738.1|AALB
OG0001588	LOC108160547|XP_017150103.1|DMIR, LOC117191386|XP_033252160.1|DMIR	LOC118464405|XP_035787652.1|AALB
OG0001589	LOC117189021|XP_033249779.1|DMIR	LOC118460867|XP_035781491.1|AALB
OG0001590	LOC117191874|XP_033252531.1|DMIR, LOC117191235|XP_033252048.1|DMIR, LOC108158598|XP_017146538.1|DMIR, LOC117191583|XP_033252299.1|DMIR	LOC118465624|XP_035789915.1|AALB
OG0001591	LOC108156769|XP_017143923.1|DMIR	LOC118467389|XP_035793729.1|AALB
OG0001593	LOC117188747|XP_033248928.1|DMIR, LOC108163955|XP_017154993.2|DMIR	LOC118457738|XP_035775439.1|AALB
OG0001594	LOC108161947|XP_033249878.1|DMIR	LOC118468366|XP_035795018.1|AALB
OG0001595	LOC108160550|XP_017150107.1|DMIR, LOC117191791|XP_033252444.1|DMIR	LOC118459536|XP_035778890.1|AALB
OG0001596	LOC108162567|XP_017152856.1|DMIR	LOC118458369|XP_035776658.1|AALB
OG0001597	LOC108161922|XP_017151827.1|DMIR	LOC118469076|XP_035796451.1|AALB
OG0001598	LOC108162760|XP_017153131.2|DMIR	LOC118457598|XP_035775190.1|AALB
OG0001599	LOC108162933|XP_017153408.1|DMIR	LOC118459793|XP_035779416.1|AALB
OG0001600	LOC108163604|XP_017154482.1|DMIR	LOC118458741|XP_035777408.1|AALB
OG0001601	LOC108162961|XP_017153448.1|DMIR	LOC118456834|XP_035773823.1|AALB
OG0001603	LOC108161790|XP_017151628.1|DMIR	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB
OG0001604	LOC117188931|XP_033249455.1|DMIR	LOC118457907|XP_035775794.1|AALB
OG0001605	LOC117187351|XP_033245712.1|DMIR, LOC117187349|XP_033245707.1|DMIR, LOC108157496|XP_017145084.2|DMIR, LOC108153508|XP_017139051.2|DMIR, LOC108160399|XP_017149879.1|DMIR, LOC117191336|XP_033252130.1|DMIR	LOC118457695|XP_035775361.1|AALB
OG0001606	LOC117191376|XP_033252155.1|DMIR, LOC117190887|XP_033251790.1|DMIR, LOC117186608|XP_033243501.1|DMIR, LOC117188171|XP_033247507.1|DMIR, LOC117186458|XP_033243208.1|DMIR, LOC117186155|XP_033242250.1|DMIR, LOC117186156|XP_033242251.1|DMIR	LOC118460076|XP_035779984.1|AALB
OG0001607	LOC108164050|XP_017155116.1|DMIR	LOC118459538|XP_035778903.1|AALB
OG0001608	LOC108163124|XP_017153720.1|DMIR	LOC118461668|XP_035783149.1|AALB
OG0001609	LOC108160934|XP_017150710.2|DMIR, LOC117187778|XP_033246504.1|DMIR	LOC118459320|XP_035778463.1|AALB
OG0001610	LOC108164716|XP_017156089.1|DMIR, LOC108162748|XP_033249935.1|DMIR	LOC118459136|XP_035778107.1|AALB
OG0001611	LOC108163655|XP_017154563.1|DMIR	LOC118461129|XP_035781983.1|AALB
OG0001612	LOC108161435|XP_017151187.1|DMIR	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB
OG0001613	LOC108163950|XP_017154980.1|DMIR, LOC108162896|XP_017153355.1|DMIR	LOC118461249|XP_035782257.1|AALB
OG0001614	LOC117188235|XP_033247641.1|DMIR, LOC108160804|XP_017150514.2|DMIR	LOC118457865|XP_035775657.1|AALB
OG0001615	LOC108162082|XP_017152123.1|DMIR	LOC118461237|XP_035782229.1|AALB
OG0001616	LOC108162723|XP_017153080.1|DMIR	LOC118461189|XP_035782113.1|AALB
OG0001617	LOC117188276|XP_033247726.1|DMIR, LOC117187917|XP_033246761.1|DMIR, LOC117187916|XP_033246760.1|DMIR, LOC108161216|XP_033248755.1|DMIR, LOC108162517|XP_033248813.1|DMIR, LOC108159335|XP_033248756.1|DMIR, LOC108161217|XP_033248754.1|DMIR	LOC118461412|XP_035782588.1|AALB
OG0001618	LOC108164243|XP_017155366.1|DMIR	LOC118460381|XP_035780533.1|AALB, LOC118460776|XP_035781273.1|AALB
OG0001619	LOC108163355|XP_017154086.1|DMIR	LOC118460610|XP_035780944.1|AALB
OG0001620	LOC117189668|XP_033250665.1|DMIR, LOC108159683|XP_017148667.1|DMIR, LOC117190376|XP_033251348.1|DMIR	LOC118458046|XP_035776059.1|AALB
OG0001621	LOC108158285|XP_017146011.1|DMIR	LOC118456918|XP_035773941.1|AALB
OG0001622	LOC108157735|XP_017145403.2|DMIR, LOC108154794|XP_033246420.1|DMIR	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB
OG0001623	LOC108162347|XP_017152537.1|DMIR	LOC118468373|XP_035795026.1|AALB
OG0001624	LOC108163296|XP_017153994.1|DMIR	LOC118459396|XP_035778599.1|AALB
OG0001625	LOC108162642|XP_017152954.1|DMIR	LOC118459390|XP_035778586.1|AALB
OG0001626	LOC108162701|XP_017153044.1|DMIR	LOC118458763|XP_035777449.1|AALB
OG0001627	LOC108154812|XP_017140701.1|DMIR	LOC118460994|XP_035781708.1|AALB
OG0001628	LOC108153900|XP_017139487.1|DMIR	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB
OG0001630	LOC108163361|XP_017154099.1|DMIR, LOC108154700|XP_017140539.2|DMIR	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB
OG0001631	LOC108157549|XP_017145143.1|DMIR	LOC118468984|XP_035796269.1|AALB
OG0001632	LOC117186553|XP_033243372.1|DMIR, LOC108162966|XP_017153454.2|DMIR, LOC117186568|XP_033243415.1|DMIR	LOC118457791|XP_035775530.1|AALB
OG0001633	LOC108155525|XP_017141863.1|DMIR	LOC118457962|XP_035775888.1|AALB
OG0001635	LOC108154303|XP_017140046.1|DMIR	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB
OG0001636	LOC108157229|XP_017144675.1|DMIR	LOC118466678|XP_035792195.1|AALB
OG0001637	LOC108155772|XP_017142318.1|DMIR	LOC118458420|XP_035776766.1|AALB
OG0001638	LOC108160196|XP_017149523.1|DMIR	LOC118461258|XP_035782271.1|AALB
OG0001639	LOC117193274|XP_033253909.1|DMIR, LOC108159176|XP_017147710.2|DMIR, LOC117187993|XP_033246962.1|DMIR, LOC117187958|XP_033246860.1|DMIR, LOC117187998|XP_033246977.1|DMIR	LOC118460172|XP_035780168.1|AALB
OG0001640	LOC108156592|XP_017143620.1|DMIR	LOC118464493|XP_035787814.1|AALB
OG0001641	LOC108155118|XP_017141249.1|DMIR	LOC118466589|XP_035792041.1|AALB
OG0001642	LOC108153392|XP_017138860.1|DMIR	LOC118468523|XP_035795284.1|AALB
OG0001643	LOC108162377|XP_017152583.1|DMIR	LOC118465356|XP_035789422.1|AALB
OG0001644	LOC108152693|XP_017137685.1|DMIR	LOC118464022|XP_035786971.1|AALB
OG0001645	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR	LOC118465180|XP_035789035.1|AALB
OG0001646	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR	LOC118462638|XP_035784378.1|AALB
OG0001647	LOC108158722|XP_033248008.1|DMIR	LOC118464714|XP_035788141.1|AALB
OG0001648	LOC108151608|XP_017135783.1|DMIR	LOC118467012|XP_035792849.1|AALB
OG0001649	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB
OG0001650	LOC117193442|XP_033254083.1|DMIR, LOC117187865|XP_033246637.1|DMIR, LOC117192865|XP_033253509.1|DMIR, LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR	LOC118467408|XP_035793776.1|AALB
OG0001651	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB
OG0001652	LOC108151254|XP_017135259.1|DMIR	LOC118464366|XP_035787593.1|AALB
OG0001653	LOC108152902|XP_017138037.1|DMIR	LOC118462773|XP_035784638.1|AALB
OG0001654	LOC117189734|XP_033250705.1|DMIR, LOC117189732|XP_033250703.1|DMIR, LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR	LOC118464698|XP_035788113.1|AALB
OG0001655	LOC108158805|XP_017146981.1|DMIR	LOC118465283|XP_035789219.1|AALB
OG0001656	LOC108164137|XP_017155227.1|DMIR	LOC118464262|XP_035787400.1|AALB
OG0001657	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR	LOC118462758|XP_035784617.1|AALB
OG0001658	LOC108151780|XP_017136112.1|DMIR	LOC118465827|XP_035790308.1|AALB
OG0001659	LOC108153249|XP_017138587.1|DMIR, LOC108153488|XP_017139017.1|DMIR	LOC118464695|XP_035788109.1|AALB
