Orthogroup	DMIR.longest_only	DMAU.longest_only
OG0001640	LOC108156592|XP_017143620.1|DMIR	LOC117143213|XP_033163652.1|DMAU
OG0001641	LOC108155118|XP_017141249.1|DMIR	LOC117142797|XP_033162894.1|DMAU
OG0001642	LOC108153392|XP_017138860.1|DMIR	LOC117148328|XP_033171553.1|DMAU
OG0001643	LOC108162377|XP_017152583.1|DMIR	LOC117145502|XP_033167077.1|DMAU
OG0001644	LOC108152693|XP_017137685.1|DMIR	LOC117141151|XP_033160380.1|DMAU
OG0001645	LOC108158775|XP_017146897.2|DMIR, LOC117188062|XP_033247222.1|DMIR, LOC117188064|XP_033247228.1|DMIR, LOC117188063|XP_033247227.1|DMIR, LOC117193286|XP_033253920.1|DMIR	LOC117136667|XP_033153558.1|DMAU
OG0001646	LOC108160357|XP_033253884.1|DMIR, LOC117185807|XP_033246587.1|DMIR	LOC117138578|XP_033156642.1|DMAU
OG0001647	LOC108158722|XP_033248008.1|DMIR	LOC117137085|XP_033154206.1|DMAU
OG0001648	LOC108151608|XP_017135783.1|DMIR	LOC117139547|XP_033157826.1|DMAU
OG0001649	LOC108158594|XP_017146535.2|DMIR, LOC117187893|XP_033246719.1|DMIR	LOC117138168|XP_033155940.1|DMAU
OG0001650	LOC117193439|XP_033254075.1|DMIR, LOC108160270|XP_033247730.1|DMIR	LOC117135852|XP_033152260.1|DMAU
OG0001651	LOC117190469|XP_033251431.1|DMIR, LOC108158564|XP_017146482.1|DMIR	LOC117138197|XP_033156016.1|DMAU
OG0001652	LOC108151254|XP_017135259.1|DMIR	LOC117140684|XP_033159631.1|DMAU
OG0001653	LOC108152902|XP_017138037.1|DMIR	LOC117139867|XP_033158414.1|DMAU
OG0001654	LOC117189733|XP_033250704.1|DMIR, LOC108158386|XP_017146129.2|DMIR, LOC117188053|XP_033247174.1|DMIR, LOC117188048|XP_033247154.1|DMIR, LOC117187728|XP_033246402.1|DMIR	LOC117137179|XP_033154392.1|DMAU
OG0001655	LOC108158805|XP_017146981.1|DMIR	LOC117137566|XP_033154962.1|DMAU
OG0001656	LOC108164137|XP_017155227.1|DMIR	LOC117135559|XP_033151757.1|DMAU
OG0001657	LOC108150774|XP_017134559.1|DMIR, LOC108154445|XP_017140205.1|DMIR, LOC108153364|XP_017138820.1|DMIR	LOC117139956|XP_033158540.1|DMAU
OG0001658	LOC108151780|XP_017136112.1|DMIR	LOC117139118|XP_033157152.1|DMAU
OG0001659	LOC108153488|XP_017139017.1|DMIR	LOC117139666|XP_033158030.1|DMAU
OG0001660	LOC108165439|XP_017156967.2|DMIR, LOC117186611|XP_033243508.1|DMIR, LOC108163933|XP_033249463.1|DMIR, LOC117186612|XP_033243509.1|DMIR, LOC108151860|XP_017136237.2|DMIR, LOC117186613|XP_033243510.1|DMIR	LOC117139272|XP_033157386.1|DMAU
OG0001661	LOC108155253|XP_017141437.1|DMIR	LOC117144762|XP_033166011.1|DMAU
OG0001662	LOC117193137|XP_033253758.1|DMIR, LOC117186481|XP_033243247.1|DMIR, LOC117193019|XP_033253627.1|DMIR, LOC117193660|XP_033254290.1|DMIR, LOC117193168|XP_033253792.1|DMIR, LOC117192628|XP_033253246.1|DMIR, LOC117193140|XP_033253761.1|DMIR, LOC117193139|XP_033253760.1|DMIR, LOC108165457|XP_033253865.1|DMIR	LOC117139086|XP_033157095.1|DMAU
OG0001663	LOC108157581|XP_017145192.1|DMIR	LOC117143336|XP_033163887.1|DMAU
OG0001664	LOC117191878|XP_033252534.1|DMIR, LOC108158603|XP_017146554.1|DMIR	LOC117136768|XP_033153703.1|DMAU
OG0001666	LOC108162909|XP_017153373.1|DMIR	LOC117150975|XP_033174048.1|DMAU
OG0001667	LOC117193717|XP_033254333.1|DMIR, LOC117189320|XP_033250362.1|DMIR, LOC117189322|XP_033250363.1|DMIR, LOC117189319|XP_033250361.1|DMIR, LOC117193880|XP_033254455.1|DMIR, LOC117193873|XP_033254453.1|DMIR, LOC108159062|XP_017147491.1|DMIR, LOC117189304|XP_033250352.1|DMIR, LOC117194885|XP_033255237.1|DMIR, LOC117189313|XP_033250357.1|DMIR, LOC117193868|XP_033254449.1|DMIR, LOC117193006|XP_033253621.1|DMIR, LOC117194298|XP_033254764.1|DMIR, LOC117193869|XP_033254450.1|DMIR	LOC117138667|XP_033156796.1|DMAU
OG0001668	LOC108151939|XP_017136359.1|DMIR	LOC117142067|XP_033161836.1|DMAU
OG0001669	LOC108151840|XP_017136211.1|DMIR	LOC117140933|XP_033160020.1|DMAU
OG0001670	LOC108159347|XP_017148043.2|DMIR, LOC117187749|XP_033246442.1|DMIR, LOC117186719|XP_033243720.1|DMIR	LOC117137305|XP_033154577.1|DMAU
OG0001671	LOC108164224|XP_017155347.1|DMIR	LOC117147797|XP_033170737.1|DMAU
OG0001672	LOC108158640|XP_017146612.1|DMIR	LOC117137902|XP_033155533.1|DMAU, LOC117137900|XP_033155531.1|DMAU, LOC117137901|XP_033155532.1|DMAU
OG0001673	LOC117191577|XP_033252295.1|DMIR	LOC117135620|XP_033151872.1|DMAU, LOC117135619|XP_033151871.1|DMAU
OG0001674	LOC108154934|XP_017140910.1|DMIR, LOC108151187|XP_017135126.1|DMIR	LOC117145858|XP_033167569.1|DMAU, LOC117143410|XP_033163995.1|DMAU
OG0001675	LOC108157596|XP_017145212.1|DMIR	LOC117145544|XP_033167129.1|DMAU, LOC117145542|XP_033167128.1|DMAU
OG0001678	LOC108158321|XP_017146054.2|DMIR	LOC117148148|XP_033171270.1|DMAU
OG0001679	LOC108164894|XP_017156349.1|DMIR	LOC117148122|XP_033171235.1|DMAU
OG0001680	LOC108155633|XP_017142063.1|DMIR	LOC117146942|XP_033169483.1|DMAU
OG0001681	LOC108165034|XP_017156559.1|DMIR	LOC117148489|XP_033171760.1|DMAU
OG0001682	LOC108153333|XP_017138739.1|DMIR	LOC117147193|XP_033169885.1|DMAU
OG0001683	LOC108162193|XP_017152285.1|DMIR	LOC117150821|XP_033173774.1|DMAU
OG0001684	LOC108164451|XP_017155657.1|DMIR	LOC117146242|XP_033168051.1|DMAU
OG0001685	LOC108161891|XP_017151775.1|DMIR	LOC117149967|XP_033172755.1|DMAU
OG0001686	LOC108153661|XP_017139265.1|DMIR	LOC117147431|XP_033170202.1|DMAU, LOC117147429|XP_033170201.1|DMAU
OG0001687	LOC108164839|XP_017156257.1|DMIR	LOC117147250|XP_033169959.1|DMAU
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	LOC117146919|XP_033169438.1|DMAU, LOC117146917|XP_033169435.1|DMAU
OG0001689	LOC108164933|XP_033246400.1|DMIR	LOC117148136|XP_033171254.1|DMAU
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	LOC117141882|XP_033161464.1|DMAU
OG0001691	LOC108162380|XP_017152586.1|DMIR	LOC117150377|XP_033173129.1|DMAU
OG0001692	LOC108157730|XP_017145390.1|DMIR	LOC117144643|XP_033165829.1|DMAU
OG0001693	LOC108163724|XP_017154668.1|DMIR	LOC117147884|XP_033170859.1|DMAU
OG0001694	LOC108155874|XP_017142485.1|DMIR	LOC117143088|XP_033163456.1|DMAU
OG0001695	LOC117188663|XP_033248743.1|DMIR	LOC117136802|XP_033153757.1|DMAU
OG0001696	LOC108157331|XP_017144836.2|DMIR	LOC117142225|XP_033161967.1|DMAU
OG0001697	LOC108154086|XP_033244571.1|DMIR	LOC117143205|XP_033163641.1|DMAU
OG0001698	LOC108154946|XP_033247440.1|DMIR	LOC117148498|XP_033171771.1|DMAU
OG0001699	LOC108154955|XP_017140949.1|DMIR	LOC117142581|XP_033162542.1|DMAU
OG0001700	LOC108154139|XP_017139764.1|DMIR	LOC117143129|XP_033163510.1|DMAU
OG0001701	LOC108157117|XP_017144488.1|DMIR	LOC117144739|XP_033165982.1|DMAU
OG0001702	LOC108162593|XP_017152899.1|DMIR	LOC117150609|XP_033173504.1|DMAU
OG0001703	LOC108154190|XP_017139888.2|DMIR	LOC117145659|XP_033167282.1|DMAU
OG0001704	LOC108154207|XP_017139918.2|DMIR	LOC117145652|XP_033167273.1|DMAU
OG0001705	LOC108156215|XP_017143042.1|DMIR	LOC117143342|XP_033163896.1|DMAU
OG0001706	LOC108163083|XP_017153651.1|DMIR	LOC117136263|XP_033152972.1|DMAU
OG0001707	LOC108156798|XP_017143966.1|DMIR	LOC117145673|XP_033167296.1|DMAU
OG0001708	LOC108157414|XP_017144954.1|DMIR	LOC117142755|XP_033162828.1|DMAU
OG0001709	LOC108151790|XP_017136128.1|DMIR	LOC117139411|XP_033157579.1|DMAU
OG0001710	LOC108156226|XP_017143054.1|DMIR	LOC117143161|XP_033163563.1|DMAU
OG0001711	LOC108155727|XP_017142224.1|DMIR	LOC117143117|XP_033163495.1|DMAU
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	LOC117146121|XP_033168009.1|DMAU
OG0001713	LOC108154964|XP_017140967.1|DMIR	LOC117145402|XP_033166931.1|DMAU
OG0001714	LOC108155427|XP_017141722.1|DMIR	LOC117145842|XP_033167539.1|DMAU
OG0001715	LOC108151682|XP_017135915.1|DMIR	LOC117147805|XP_033170748.1|DMAU
OG0001716	LOC108153402|XP_017138887.1|DMIR	LOC117148334|XP_033171559.1|DMAU
OG0001717	LOC108154956|XP_017140953.1|DMIR	LOC117145190|XP_033166640.1|DMAU
OG0001718	LOC108155881|XP_017142499.1|DMIR, LOC108153948|XP_033246022.1|DMIR	LOC117146000|XP_033167808.1|DMAU
OG0001719	LOC108155886|XP_017142512.1|DMIR	LOC117142255|XP_033162005.1|DMAU
OG0001720	LOC117187359|XP_033245766.1|DMIR	LOC117146061|XP_033167892.1|DMAU
OG0001721	LOC108154260|XP_017139984.1|DMIR	LOC117143303|XP_033163801.1|DMAU
OG0001722	LOC108152426|XP_017137232.1|DMIR	LOC117139475|XP_033157684.1|DMAU
OG0001723	LOC108160511|XP_017150044.2|DMIR	LOC117137199|XP_033154440.1|DMAU
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	LOC117136752|XP_033153675.1|DMAU
OG0001725	LOC108159488|XP_017148308.1|DMIR	LOC117136464|XP_033153286.1|DMAU
OG0001726	LOC108152967|XP_017138165.1|DMIR	LOC117139808|XP_033158326.1|DMAU
OG0001727	LOC108157234|XP_017144682.1|DMIR	LOC117145265|XP_033166741.1|DMAU
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	LOC117136259|XP_033152968.1|DMAU
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	LOC117137805|XP_033155371.1|DMAU
OG0001730	LOC108162295|XP_017152448.1|DMIR	LOC117150672|XP_033173565.1|DMAU
OG0001731	LOC108158461|XP_017146237.1|DMIR	LOC117135757|XP_033152104.1|DMAU
OG0001732	LOC108162144|XP_017152214.1|DMIR	LOC117150700|XP_033173603.1|DMAU
OG0001733	LOC108159643|XP_017148600.1|DMIR	LOC117136477|XP_033153305.1|DMAU
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	LOC117136828|XP_033153793.1|DMAU
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	LOC117139498|XP_033157717.1|DMAU
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	LOC117137538|XP_033154925.1|DMAU
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	LOC117138405|XP_033156374.1|DMAU
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	LOC117140852|XP_033159870.1|DMAU
OG0001739	LOC108160664|XP_017150296.1|DMIR	LOC117136292|XP_033153019.1|DMAU
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	LOC117138551|XP_033156601.1|DMAU
OG0001741	LOC108154643|XP_017140461.2|DMIR	LOC117146027|XP_033167849.1|DMAU
OG0001742	LOC108158527|XP_017146398.1|DMIR	LOC117137874|XP_033155491.1|DMAU
OG0001743	LOC108152668|XP_017137654.1|DMIR	LOC117139096|XP_033157115.1|DMAU
OG0001744	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR	LOC117136242|XP_033152918.1|DMAU
OG0001745	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR	LOC117136869|XP_033153861.1|DMAU
OG0001746	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR	LOC117141171|XP_033160398.1|DMAU
OG0001747	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR	LOC117138668|XP_033156797.1|DMAU
OG0001748	LOC108153634|XP_017139226.2|DMIR	LOC117141425|XP_033160749.1|DMAU
OG0001749	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR	LOC117136334|XP_033153086.1|DMAU
OG0001750	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR	LOC117136331|XP_033153078.1|DMAU
OG0001751	LOC108150941|XP_017134762.1|DMIR	LOC117141443|XP_033160787.1|DMAU
OG0001752	LOC108153780|XP_017139411.1|DMIR	LOC117141504|XP_033160881.1|DMAU
OG0001753	LOC108153227|XP_017138546.1|DMIR	LOC117139565|XP_033157853.1|DMAU
OG0001754	LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR	LOC117135776|XP_033152136.1|DMAU
OG0001755	LOC108151647|XP_017135842.1|DMIR	LOC117141477|XP_033160838.1|DMAU
OG0001756	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR	LOC117138595|XP_033156667.1|DMAU
OG0001757	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR	LOC117136958|XP_033154013.1|DMAU
OG0001758	LOC108153300|XP_033242517.1|DMIR	LOC117139762|XP_033158220.1|DMAU
OG0001759	LOC108159299|XP_017147958.1|DMIR	LOC117138369|XP_033156327.1|DMAU
OG0001760	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR	LOC117137922|XP_033155563.1|DMAU
OG0001761	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR	LOC117136476|XP_033153301.1|DMAU
OG0001762	LOC108164001|XP_017155062.1|DMIR	LOC117150520|XP_033173329.1|DMAU
OG0001763	LOC108161908|XP_017151797.1|DMIR	LOC117150788|XP_033173728.1|DMAU
OG0001764	LOC108154141|XP_017139767.1|DMIR	LOC117143711|XP_033164401.1|DMAU
OG0001765	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR	LOC117135514|XP_033151642.1|DMAU
OG0001766	LOC108163062|XP_017153622.1|DMIR	LOC117140041|XP_033158668.1|DMAU
OG0001767	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR	LOC117150681|XP_033173577.1|DMAU
OG0001768	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR	LOC117145961|XP_033167752.1|DMAU
OG0001769	LOC108161243|XP_017150956.1|DMIR	LOC117150157|XP_033172847.1|DMAU
OG0001770	LOC108163148|XP_017153753.2|DMIR	LOC117148851|XP_033172404.1|DMAU
OG0001771	LOC108164049|XP_017155115.1|DMIR	LOC117150590|XP_033173437.1|DMAU
OG0001772	LOC108163451|XP_033248711.1|DMIR	LOC117145476|XP_033167046.1|DMAU
OG0001773	LOC108163048|XP_017153605.1|DMIR	LOC117150201|XP_033172885.1|DMAU
OG0001774	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR	LOC117136505|XP_033153340.1|DMAU
OG0001775	LOC108158278|XP_017146006.1|DMIR	LOC117148940|XP_033172557.1|DMAU
OG0001776	LOC108163205|XP_017153845.1|DMIR	LOC117135184|XP_033151142.1|DMAU
OG0001777	LOC108162855|XP_017153289.1|DMIR	LOC117141801|XP_033161341.1|DMAU
OG0001778	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR	LOC117150503|XP_033173300.1|DMAU
OG0001779	LOC108162045|XP_017152061.2|DMIR	LOC117147518|XP_033170328.1|DMAU
OG0001780	LOC108159775|XP_017148823.2|DMIR, LOC117185774|XP_033248391.1|DMIR	LOC117136367|XP_033153139.1|DMAU
OG0001781	LOC108162747|XP_033249934.1|DMIR	LOC117142149|XP_033161929.1|DMAU
OG0001782	LOC108163781|XP_017154749.1|DMIR	LOC117150657|XP_033173539.1|DMAU
OG0001783	LOC108162342|XP_017152527.1|DMIR	LOC117145902|XP_033167647.1|DMAU
OG0001784	LOC108161528|XP_017151296.1|DMIR	LOC117150947|XP_033174011.1|DMAU
OG0001785	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR	LOC117136455|XP_033153270.1|DMAU
OG0001786	LOC108163719|XP_017154658.1|DMIR	LOC117148092|XP_033171199.1|DMAU
OG0001787	LOC108162162|XP_017152242.1|DMIR	LOC117139124|XP_033157166.1|DMAU
OG0001788	LOC108159136|XP_017147619.2|DMIR, LOC117186993|XP_033244421.1|DMIR, LOC108154868|XP_017140795.2|DMIR, LOC117186994|XP_033244422.1|DMIR	LOC117135493|XP_033151605.1|DMAU
OG0001789	LOC108159381|XP_017148101.1|DMIR	LOC117136950|XP_033153991.1|DMAU
OG0001790	LOC108162856|XP_033248621.1|DMIR	LOC117150832|XP_033173794.1|DMAU
OG0001791	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR	LOC117138336|XP_033156265.1|DMAU
OG0001792	LOC108161703|XP_017151507.1|DMIR	LOC117139729|XP_033158161.1|DMAU
OG0001793	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR	LOC117135411|XP_033151450.1|DMAU
OG0001794	LOC108161888|XP_017151772.1|DMIR	LOC117150504|XP_033173301.1|DMAU
OG0001795	LOC108161977|XP_033249111.1|DMIR	LOC117139585|XP_033157893.1|DMAU
OG0001796	LOC108158022|XP_033245396.1|DMIR	LOC117147680|XP_033170549.1|DMAU
OG0001797	LOC108164513|XP_017155784.1|DMIR	LOC117146303|XP_033168232.1|DMAU
OG0001798	LOC108160892|XP_017150650.1|DMIR	LOC117138242|XP_033156083.1|DMAU
OG0001799	LOC108158723|XP_033249292.1|DMIR	LOC117148428|XP_033171692.1|DMAU
OG0001800	LOC108164097|XP_017155174.1|DMIR	LOC117141187|XP_033160420.1|DMAU
OG0001801	LOC108152537|XP_017137435.1|DMIR	LOC117139480|XP_033157690.1|DMAU
OG0001802	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR	LOC117143564|XP_033164200.1|DMAU
OG0001803	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR	LOC117144035|XP_033164891.1|DMAU
OG0001804	LOC108155962|XP_017142624.1|DMIR	LOC117142991|XP_033163235.1|DMAU
OG0001805	LOC108165458|XP_017156985.1|DMIR	LOC117141181|XP_033160410.1|DMAU
OG0001806	LOC108155364|XP_017141614.1|DMIR	LOC117145880|XP_033167595.1|DMAU
OG0001807	LOC108157481|XP_017145055.1|DMIR	LOC117144675|XP_033165887.1|DMAU
OG0001808	LOC108155500|XP_017141819.1|DMIR	LOC117145339|XP_033166840.1|DMAU
OG0001809	LOC117187236|XP_033245375.1|DMIR, LOC117187237|XP_033245377.1|DMIR, LOC117187230|XP_033245368.1|DMIR, LOC108155845|XP_017142446.2|DMIR, LOC117187231|XP_033245369.1|DMIR, LOC117187235|XP_033245373.1|DMIR	LOC117142647|XP_033162644.1|DMAU
OG0001810	LOC108157254|XP_017144721.1|DMIR	LOC117145083|XP_033166491.1|DMAU
OG0001811	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR	LOC117137064|XP_033154169.1|DMAU
OG0001812	LOC108165122|XP_017156678.1|DMIR	LOC117146439|XP_033168543.1|DMAU
OG0001813	LOC108154978|XP_017141002.1|DMIR	LOC117142830|XP_033162950.1|DMAU
OG0001814	LOC108155824|XP_017142402.1|DMIR	LOC117142566|XP_033162508.1|DMAU
OG0001815	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR	LOC117144789|XP_033166049.1|DMAU
OG0001816	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR	LOC117137212|XP_033154458.1|DMAU
OG0001817	LOC108158795|XP_017146969.1|DMIR	LOC117138259|XP_033156111.1|DMAU
OG0001818	LOC108164872|XP_017156304.1|DMIR	LOC117148233|XP_033171417.1|DMAU
OG0001819	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR	LOC117135453|XP_033151530.1|DMAU
OG0001820	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR	LOC117146967|XP_033169526.1|DMAU
OG0001821	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR	LOC117138006|XP_033155699.1|DMAU
OG0001822	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR	LOC117137747|XP_033155222.1|DMAU
OG0001823	LOC108152924|XP_017138094.1|DMIR	LOC117140245|XP_033158938.1|DMAU
OG0001824	LOC108162010|XP_017151990.1|DMIR	LOC117151071|XP_033174204.1|DMAU
OG0001825	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR	LOC117138084|XP_033155824.1|DMAU
OG0001826	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR	LOC117137620|XP_033155042.1|DMAU
OG0001827	LOC108159222|XP_017147812.1|DMIR	LOC117138144|XP_033155913.1|DMAU
OG0001828	LOC108156147|XP_017142962.1|DMIR	LOC117146567|XP_033168757.1|DMAU
OG0001829	LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR	LOC117137383|XP_033154687.1|DMAU
OG0001830	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR	LOC117135880|XP_033152314.1|DMAU
OG0001831	LOC108165341|XP_017156863.1|DMIR	LOC117141475|XP_033160836.1|DMAU
OG0001832	LOC108164438|XP_033246267.1|DMIR	LOC117148545|XP_033171870.1|DMAU
OG0001833	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR	LOC117137509|XP_033154881.1|DMAU
OG0001834	LOC108155378|XP_017141640.1|DMIR	LOC117142523|XP_033162460.1|DMAU
OG0001838	LOC108160716|XP_033252411.1|DMIR, LOC117188127|XP_033247369.1|DMIR, LOC117187899|XP_033246727.1|DMIR, LOC117187895|XP_033246722.1|DMIR, LOC117187898|XP_033246725.1|DMIR, LOC117187897|XP_033246724.1|DMIR, LOC117187896|XP_033246723.1|DMIR, LOC117187766|XP_033246475.1|DMIR, LOC117187900|XP_033246728.1|DMIR	LOC117137650|XP_033155078.1|DMAU
OG0001839	LOC108160765|XP_017150455.1|DMIR, LOC117191664|XP_033252362.1|DMIR	LOC117141914|XP_033161533.1|DMAU, LOC117136295|XP_033153029.1|DMAU
OG0001840	LOC108161619|XP_017151407.1|DMIR	LOC117148925|XP_033172539.1|DMAU, LOC117149176|XP_033172645.1|DMAU
OG0001841	LOC108151381|XP_033242688.1|DMIR	LOC117140525|XP_033159397.1|DMAU, LOC117140526|XP_033159401.1|DMAU
OG0001842	LOC108165527|XP_017157087.1|DMIR	LOC117141991|XP_033161721.1|DMAU, LOC117140784|XP_033159770.1|DMAU
OG0001843	LOC108151169|XP_017135087.1|DMIR	LOC117139363|XP_033157506.1|DMAU
OG0001844	LOC117186418|XP_033243090.1|DMIR, LOC108165513|XP_017157058.2|DMIR	LOC117140409|XP_033159173.1|DMAU, LOC117140374|XP_033159130.1|DMAU
OG0001845	LOC108161007|XP_033252614.1|DMIR, LOC117185719|XP_017150803.1|DMIR	LOC117136646|XP_033153532.1|DMAU
OG0001846	LOC108154359|XP_017140114.1|DMIR	LOC117144178|XP_033165114.1|DMAU, LOC117144229|XP_033165185.1|DMAU
OG0001847	LOC108165337|XP_017156860.1|DMIR, LOC108152613|XP_017137567.1|DMIR	LOC117141336|XP_033160630.1|DMAU, LOC117141334|XP_033160629.1|DMAU, LOC117141333|XP_033160628.1|DMAU
OG0001848	LOC108154147|XP_033244691.1|DMIR	LOC117140198|XP_033158872.1|DMAU
OG0001849	LOC108155999|XP_017142688.1|DMIR	LOC117142817|XP_033162924.1|DMAU
OG0001850	LOC108164467|XP_017155698.1|DMIR	LOC117146243|XP_033168055.1|DMAU
OG0001851	LOC108164440|XP_017155630.1|DMIR	LOC117146341|XP_033168363.1|DMAU
OG0001852	LOC108153265|XP_017138617.1|DMIR	LOC117139610|XP_033157940.1|DMAU
OG0001853	LOC108155077|XP_017141169.2|DMIR	LOC117143309|XP_033163810.1|DMAU
OG0001854	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR	LOC117147202|XP_033169902.1|DMAU
OG0001855	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR	LOC117137835|XP_033155416.1|DMAU
OG0001856	LOC108162502|XP_017152769.1|DMIR	LOC117148110|XP_033171220.1|DMAU
OG0001857	LOC108164580|XP_017155888.1|DMIR	LOC117147274|XP_033169998.1|DMAU
OG0001858	LOC108164717|XP_017156090.1|DMIR	LOC117148801|XP_033172307.1|DMAU
OG0001859	LOC108159869|XP_017148962.1|DMIR	LOC117146707|XP_033169013.1|DMAU, LOC117147084|XP_033169739.1|DMAU
OG0001860	LOC108152929|XP_017138104.1|DMIR	LOC117140057|XP_033158686.1|DMAU
OG0001861	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR	LOC117144970|XP_033166322.1|DMAU
OG0001862	LOC108164659|XP_017156001.1|DMIR	LOC117147352|XP_033170106.1|DMAU
OG0001863	LOC108160992|XP_017150790.1|DMIR	LOC117146761|XP_033169150.1|DMAU
OG0001864	LOC108154926|XP_033244992.1|DMIR	LOC117144458|XP_033165504.1|DMAU
