Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0001057	LOC108163578|XP_017154437.1|DMIR	LOC111600362|XP_023172205.1|DHYD
OG0001058	LOC108153231|XP_017138555.1|DMIR	LOC111605028|XP_030079427.1|DHYD
OG0001059	LOC108150981|XP_017134810.1|DMIR	LOC111604425|XP_023178251.2|DHYD
OG0001060	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR	LOC111600260|XP_023172076.1|DHYD
OG0001061	LOC108154011|XP_017139593.1|DMIR, LOC108154012|XP_017139595.1|DMIR	LOC111594432|XP_023163488.1|DHYD
OG0001062	LOC108157452|XP_017145002.1|DMIR	LOC111595680|XP_023165286.2|DHYD
OG0001063	LOC108150825|XP_017134623.2|DMIR	LOC111593389|XP_030079437.1|DHYD
OG0001064	LOC108165266|XP_017156790.1|DMIR	LOC111598849|XP_030079334.1|DHYD
OG0001064	LOC108165195|XP_033242025.1|DMIR	LOC111594001|XP_023162864.2|DHYD
OG0001065	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR	LOC111605410|XP_023179680.2|DHYD
OG0001066	LOC108153469|XP_033250772.1|DMIR	LOC111593450|XP_023161974.2|DHYD
OG0001067	LOC108163912|XP_017154929.1|DMIR	LOC111593661|XP_023162318.1|DHYD
OG0001068	LOC108165317|XP_033243806.1|DMIR	LOC111593101|XP_023161469.2|DHYD
OG0001068	LOC108151010|XP_017134857.1|DMIR	LOC111599264|XP_023170630.2|DHYD
OG0001069	LOC117193494|XP_033254136.1|DMIR, LOC117193490|XP_033254132.1|DMIR, LOC108158218|XP_017145932.1|DMIR	LOC111595482|XP_023165020.2|DHYD, LOC111593821|XP_023162625.2|DHYD
OG0001071	LOC108161151|XP_017150861.1|DMIR	LOC111601858|XP_023174467.2|DHYD
OG0001072	LOC108153406|XP_017138889.1|DMIR	LOC111599818|XP_023171374.2|DHYD
OG0001073	LOC108156263|XP_017143115.1|DMIR	LOC111600626|XP_030080589.1|DHYD
OG0001074	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR	LOC111593856|XP_023162671.1|DHYD
OG0001075	LOC108152005|XP_017136466.1|DMIR	LOC111601572|XP_023173990.1|DHYD
OG0001077	LOC117187222|XP_033245320.1|DMIR	LOC111598600|XP_023169684.1|DHYD
OG0001078	LOC108164673|XP_017156015.1|DMIR	LOC111596168|XP_030080028.1|DHYD
OG0001079	LOC108151344|XP_017135388.1|DMIR	LOC111597427|XP_023167893.1|DHYD
OG0001080	LOC117194504|XP_033254946.1|DMIR, LOC117194505|XP_033254947.1|DMIR, LOC117189258|XP_033250328.1|DMIR, LOC117194571|XP_033255004.1|DMIR, LOC117195201|XP_033255734.1|DMIR, LOC117189278|XP_033250334.1|DMIR, LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR	LOC111598791|XP_030081448.1|DHYD
OG0001081	LOC108155179|XP_017141338.1|DMIR	LOC111600630|XP_023172601.2|DHYD, LOC111597669|XP_023168261.1|DHYD
OG0001082	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR	LOC111602104|XP_023174810.1|DHYD
OG0001083	LOC108152698|XP_017137699.1|DMIR	LOC111601576|XP_023173995.2|DHYD
OG0001084	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR	LOC111597682|XP_023168280.2|DHYD
OG0001085	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR	LOC111600887|XP_023172993.1|DHYD
OG0001086	LOC108159504|XP_017148350.1|DMIR	LOC111596988|XP_023167247.1|DHYD
OG0001087	LOC108161856|XP_017151714.1|DMIR	LOC111592652|XP_023160768.2|DHYD
OG0001088	LOC108151800|XP_017136140.1|DMIR	LOC111592741|XP_023160907.2|DHYD
OG0001089	LOC108151348|XP_017135391.1|DMIR	LOC111595304|XP_030079466.1|DHYD
OG0001090	LOC108153504|XP_017139043.1|DMIR	LOC111601573|XP_023173993.1|DHYD
OG0001092	LOC108163845|XP_017154851.1|DMIR	LOC115483323|XP_030080569.1|DHYD, LOC111599007|XP_023170289.1|DHYD
OG0001093	LOC108161684|XP_017151485.1|DMIR	LOC111600392|XP_030080539.1|DHYD
OG0001094	LOC108164002|XP_033249294.1|DMIR	LOC111600412|XP_023172260.2|DHYD
OG0001095	LOC117188910|XP_033249376.1|DMIR	LOC111592309|XP_023160184.2|DHYD
OG0001096	LOC108163692|XP_017154613.1|DMIR	LOC111599308|XP_030079192.1|DHYD
OG0001097	LOC108161606|XP_017151390.1|DMIR	LOC111594654|XP_023163822.1|DHYD
OG0001098	LOC108159722|XP_017148732.1|DMIR, LOC117190129|XP_033251103.1|DMIR	LOC111597703|XP_023168309.2|DHYD
OG0001098	LOC108152071|XP_017136583.1|DMIR	LOC111592787|XP_023160959.2|DHYD
OG0001099	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR	LOC111594368|XP_023163401.1|DHYD, LOC115483759|XP_030081864.1|DHYD, LOC111594386|XP_023163421.2|DHYD, LOC115483741|XP_030081845.1|DHYD
OG0001100	LOC108157464|XP_017145030.1|DMIR	LOC111598705|XP_023169861.1|DHYD
OG0001101	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR	LOC111600149|XP_023171899.2|DHYD
OG0001101	LOC117189809|XP_033250760.1|DMIR, LOC117191968|XP_033252601.1|DMIR, LOC117191969|XP_033252602.1|DMIR	LOC111600169|XP_023171929.2|DHYD
OG0001102	LOC108152197|XP_017136844.1|DMIR	LOC111603338|XP_023176643.1|DHYD
OG0001103	LOC108157734|XP_017145399.1|DMIR	LOC111598807|XP_023170001.2|DHYD
OG0001104	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR	LOC111593688|XP_023162355.1|DHYD, LOC111593069|XP_023161418.1|DHYD
OG0001105	LOC108155303|XP_017141510.1|DMIR	LOC111598167|XP_023169023.1|DHYD
OG0001108	LOC108153902|XP_017139489.2|DMIR, LOC108156862|XP_017144079.1|DMIR	LOC111593385|XP_023161871.1|DHYD
OG0001109	LOC108157977|XP_017145612.1|DMIR	LOC111600773|XP_023172821.2|DHYD
OG0001110	LOC108150998|XP_033243709.1|DMIR	LOC111600977|XP_023173128.1|DHYD
OG0001111	LOC108158214|XP_017145926.1|DMIR	LOC111604047|XP_030080920.1|DHYD
OG0001112	LOC117191809|XP_033252463.1|DMIR, LOC117191808|XP_033252462.1|DMIR, LOC117191561|XP_033252281.1|DMIR, LOC117192047|XP_033252654.1|DMIR, LOC117191798|XP_033252449.1|DMIR, LOC117191562|XP_033252282.1|DMIR, LOC117191797|XP_033252448.1|DMIR, LOC117191563|XP_033252283.1|DMIR, LOC117191796|XP_033252447.1|DMIR, LOC117191806|XP_033252459.1|DMIR, LOC117191804|XP_033252456.1|DMIR, LOC117191803|XP_033252455.1|DMIR, LOC117191802|XP_033252454.1|DMIR, LOC117191801|XP_033252453.1|DMIR, LOC117191800|XP_033252452.1|DMIR, LOC117191805|XP_033252458.1|DMIR, LOC117191799|XP_033252451.1|DMIR, LOC117188033|XP_033247067.1|DMIR, LOC117188032|XP_033247066.1|DMIR, LOC108159181|XP_033247065.1|DMIR, LOC117188031|XP_033247064.1|DMIR, LOC117188034|XP_033247068.1|DMIR	LOC111593739|XP_023162503.1|DHYD
OG0001113	LOC108163913|XP_017154931.1|DMIR	LOC111593662|XP_023162319.1|DHYD
OG0001114	LOC108163572|XP_017154428.1|DMIR	LOC111601583|XP_023174009.2|DHYD, LOC111600880|XP_023172985.1|DHYD
OG0001115	LOC108164296|XP_017155432.1|DMIR	LOC111594238|XP_023163214.2|DHYD
OG0001116	LOC108159242|XP_017147855.2|DMIR	LOC111592426|XP_023160377.1|DHYD
OG0001116	LOC117189434|XP_033250444.1|DMIR, LOC117188504|XP_033248376.1|DMIR	LOC111592400|XP_023160347.2|DHYD
OG0001117	LOC108150790|XP_017134581.1|DMIR	LOC111602196|XP_023174927.1|DHYD, LOC111602195|XP_023174925.2|DHYD, LOC111602376|XP_023175160.1|DHYD
OG0001118	LOC117186194|XP_033242377.1|DMIR	LOC111598674|XP_023169800.1|DHYD
OG0001119	LOC108157273|XP_017144754.1|DMIR	LOC111600815|XP_023172882.2|DHYD
OG0001120	LOC108154191|XP_017139892.1|DMIR	LOC111603481|XP_023176840.1|DHYD
OG0001121	LOC108159560|XP_017148477.2|DMIR	LOC111599992|XP_023171655.2|DHYD
OG0001122	LOC108153592|XP_017139162.1|DMIR	LOC111600480|XP_023172360.1|DHYD
OG0001124	LOC108156495|XP_017143476.1|DMIR	LOC111602574|XP_023175501.2|DHYD
OG0001125	LOC108157632|XP_017145261.1|DMIR	LOC111595023|XP_023164303.1|DHYD
OG0001126	LOC108151736|XP_033243648.1|DMIR	LOC111597752|XP_030081822.1|DHYD
OG0001127	LOC108151020|XP_017134868.1|DMIR	LOC111599226|XP_023170592.2|DHYD
OG0001128	LOC108160905|XP_017150667.1|DMIR	LOC111600760|XP_030080931.1|DHYD
OG0001129	LOC108163115|XP_017153705.1|DMIR	LOC111602234|XP_023174984.2|DHYD
OG0001130	LOC108162050|XP_017152072.1|DMIR	LOC111599968|XP_030080421.1|DHYD
OG0001131	LOC108164409|XP_017155564.1|DMIR	LOC111597653|XP_023168245.1|DHYD
OG0001133	LOC108162431|XP_017152655.2|DMIR	LOC111601132|XP_023173360.2|DHYD
OG0001134	LOC108159571|XP_017148502.1|DMIR	LOC111592837|XP_023161033.2|DHYD
OG0001135	LOC108156925|XP_017144166.1|DMIR	LOC111600096|XP_023171827.1|DHYD
OG0001136	LOC108154994|XP_017141026.1|DMIR	LOC115482750|XP_030078626.1|DHYD
OG0001137	LOC108155810|XP_033245499.1|DMIR	LOC111597404|XP_023167851.2|DHYD
OG0001138	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR	LOC111598792|XP_023169976.2|DHYD
OG0001139	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR	LOC111597241|XP_023167604.2|DHYD
OG0001140	LOC108155073|XP_017141153.1|DMIR	LOC111595910|XP_030080640.1|DHYD
OG0001141	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR	LOC111600757|XP_030080687.1|DHYD, LOC111600756|XP_023172803.2|DHYD
OG0001142	LOC108155817|XP_017142393.1|DMIR	LOC111600755|XP_023172802.1|DHYD
OG0001142	LOC108155818|XP_017142394.1|DMIR	LOC111600618|XP_023172588.1|DHYD
OG0001143	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR	LOC111603879|XP_023177460.1|DHYD, LOC115482934|XP_030079133.1|DHYD, LOC115482919|XP_030079076.1|DHYD
OG0001144	LOC108160531|XP_017150082.1|DMIR	LOC111593776|XP_023162566.1|DHYD
OG0001145	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR, LOC108158813|XP_017146991.1|DMIR	LOC111592121|XP_023159922.1|DHYD
OG0001146	LOC108164258|XP_017155387.1|DMIR, LOC108164850|XP_017156266.1|DMIR	LOC111591971|XP_023159686.1|DHYD
OG0001147	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR	LOC111593877|XP_023162710.2|DHYD
OG0001148	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR	LOC111601643|XP_023174094.1|DHYD, LOC111601986|XP_023174642.2|DHYD
OG0001149	LOC108151606|XP_017135781.1|DMIR	LOC115483420|XP_030081183.1|DHYD, LOC111593206|XP_023161618.2|DHYD, LOC115482954|XP_030079286.1|DHYD
OG0001150	LOC108160495|XP_033247060.1|DMIR	LOC111600745|XP_023172792.1|DHYD
OG0001151	LOC108153847|XP_033245344.1|DMIR	LOC111604225|XP_023177964.2|DHYD
OG0001152	LOC108157391|XP_017144921.1|DMIR	LOC111594527|XP_023163628.2|DHYD
OG0001153	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR	LOC111600009|XP_030081198.1|DHYD
OG0001154	LOC108163388|XP_017154132.1|DMIR	LOC111603962|XP_030079111.1|DHYD
OG0001155	LOC108162857|XP_017153295.1|DMIR	LOC111596463|XP_023166482.2|DHYD
OG0001157	LOC108156800|XP_017143970.1|DMIR	LOC111594548|XP_023163669.1|DHYD
OG0001158	LOC108161836|XP_017151684.1|DMIR	LOC111599206|XP_023170570.1|DHYD
OG0001159	LOC108155766|XP_017142301.1|DMIR	LOC111592693|XP_030080752.1|DHYD
OG0001160	LOC108154723|XP_017140574.1|DMIR	LOC111594614|XP_023163768.2|DHYD
OG0001161	LOC108154937|XP_017140915.2|DMIR	LOC111600083|XP_023171794.2|DHYD
OG0001162	LOC108154099|XP_017139709.1|DMIR	LOC111593339|XP_023161817.2|DHYD
OG0001163	LOC108155132|XP_017141268.1|DMIR	LOC111605573|XP_023179925.1|DHYD
OG0001164	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR	LOC111597817|XP_030080658.1|DHYD, LOC111597868|XP_023168561.2|DHYD
OG0001165	LOC108160534|XP_033246198.1|DMIR	LOC111603804|XP_030081287.1|DHYD
OG0001166	LOC108165524|XP_017157069.1|DMIR	LOC111597740|XP_030081127.1|DHYD
OG0001167	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR	LOC115483375|XP_030080950.1|DHYD, LOC111605713|XP_023180171.2|DHYD
OG0001168	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR	LOC111593970|XP_023162829.2|DHYD
OG0001169	LOC108164973|XP_017156477.1|DMIR	LOC111603108|XP_023176342.2|DHYD
OG0001170	LOC108155887|XP_017142516.1|DMIR	LOC111596600|XP_023166649.1|DHYD
OG0001171	LOC108152288|XP_017136995.1|DMIR	LOC111592753|XP_023160917.2|DHYD
OG0001172	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR	LOC111593825|XP_023162626.2|DHYD, LOC111593826|XP_023162627.2|DHYD
OG0001173	LOC108154895|XP_033245245.1|DMIR	LOC111594539|XP_023163648.1|DHYD
OG0001174	LOC108165485|XP_017157027.1|DMIR	LOC111595663|XP_030081816.1|DHYD
OG0001175	LOC108159805|XP_017148863.1|DMIR	LOC111597118|XP_023167446.1|DHYD
OG0001175	LOC108161974|XP_017151922.2|DMIR	LOC111598242|XP_023169174.1|DHYD
OG0001176	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR	LOC111593754|XP_023162524.2|DHYD
OG0001177	LOC108162807|XP_033248563.1|DMIR	LOC111595205|XP_023164572.2|DHYD
OG0001178	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR	LOC111602086|XP_030079710.1|DHYD
OG0001179	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD
OG0001180	LOC108164427|XP_017155596.1|DMIR	LOC111598393|XP_023169381.1|DHYD
OG0001181	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR	LOC111595062|XP_023164384.2|DHYD
OG0001182	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR	LOC111605533|XP_023179860.2|DHYD
OG0001183	LOC108156255|XP_033244626.1|DMIR	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD
OG0001184	LOC108157195|XP_017144614.1|DMIR	LOC111601341|XP_023173638.2|DHYD
OG0001186	LOC108161562|XP_017151336.1|DMIR	LOC111598852|XP_023170055.1|DHYD
OG0001186	LOC108154853|XP_017140763.1|DMIR	LOC111600673|XP_023172691.2|DHYD
OG0001187	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR	LOC111601199|XP_023173455.2|DHYD
OG0001188	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR	LOC111599728|XP_023171241.1|DHYD
OG0001190	LOC108165140|XP_017156694.1|DMIR	LOC111593646|XP_023162294.1|DHYD
OG0001191	LOC108163235|XP_017153882.1|DMIR	LOC111593152|XP_023161523.2|DHYD
OG0001192	LOC108163206|XP_017153847.1|DMIR	LOC111599528|XP_023170950.2|DHYD
OG0001192	LOC108164197|XP_017155309.1|DMIR	LOC111599526|XP_023170948.1|DHYD
OG0001193	LOC108155671|XP_017142123.1|DMIR	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD
OG0001195	LOC108158185|XP_017145892.1|DMIR	LOC111594151|XP_023163097.2|DHYD
OG0001196	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD
OG0001197	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR	LOC111596448|XP_023166442.2|DHYD
OG0001198	LOC117187321|XP_033245609.1|DMIR, LOC108151162|XP_017135081.1|DMIR	LOC111594809|XP_023164039.2|DHYD
OG0001200	LOC108154152|XP_017139796.1|DMIR	LOC111604434|XP_023178267.2|DHYD
OG0001201	LOC108157227|XP_017144673.1|DMIR	LOC111604872|XP_023178875.1|DHYD
OG0001202	LOC108160362|XP_017149833.1|DMIR	LOC111598412|XP_023169418.2|DHYD
OG0001204	LOC108163159|XP_017153768.2|DMIR	LOC111600370|XP_023172215.2|DHYD
OG0001205	LOC108155961|XP_017142623.1|DMIR	LOC111603587|XP_023177011.2|DHYD
OG0001206	LOC108155914|XP_017142549.1|DMIR	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD
OG0001207	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD
OG0001208	LOC108164581|XP_017155898.1|DMIR	LOC111603380|XP_023176699.2|DHYD
OG0001209	LOC108154331|XP_017140082.1|DMIR	LOC111596661|XP_023166738.1|DHYD
OG0001210	LOC108162800|XP_017153196.1|DMIR	LOC111600204|XP_030079386.1|DHYD
OG0001211	LOC108156084|XP_017142861.1|DMIR	LOC111602636|XP_023175566.1|DHYD
OG0001212	LOC108164733|XP_017156114.1|DMIR	LOC111603094|XP_023176322.2|DHYD
OG0001213	LOC108164816|XP_017156226.1|DMIR	LOC111598501|XP_023169535.2|DHYD
OG0001214	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR	LOC111603474|XP_023176831.2|DHYD
OG0001215	LOC108157521|XP_017145113.1|DMIR	LOC115483345|XP_030080707.1|DHYD
OG0001216	LOC108156383|XP_017143288.1|DMIR	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC108161214|XP_033248812.1|DMIR	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC108155888|XP_017142517.1|DMIR	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR	LOC111593870|XP_023162699.2|DHYD
OG0001221	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR	LOC111602120|XP_023174837.1|DHYD
OG0001222	LOC108157434|XP_017144977.1|DMIR	LOC111602731|XP_023175749.2|DHYD
OG0001223	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR	LOC111592548|XP_023160608.1|DHYD
OG0001225	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR	LOC111599921|XP_023171525.2|DHYD
OG0001226	LOC108159714|XP_017148723.1|DMIR	LOC111604439|XP_023178278.1|DHYD
OG0001227	LOC108161474|XP_033249823.1|DMIR	LOC111602147|XP_023174868.2|DHYD
OG0001227	LOC117189041|XP_033249821.1|DMIR	LOC111602136|XP_023174856.1|DHYD
OG0001229	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR	LOC111600119|XP_030081242.1|DHYD
OG0001230	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR	LOC111604577|XP_030081069.1|DHYD
OG0001231	LOC108161913|XP_017151814.1|DMIR	LOC111592054|XP_023159822.1|DHYD
OG0001232	LOC108163486|XP_017154287.1|DMIR	LOC111599363|XP_023170763.2|DHYD
OG0001233	LOC108162942|XP_017153422.1|DMIR	LOC111595816|XP_023165489.1|DHYD
OG0001234	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD
OG0001235	LOC108163988|XP_017155042.1|DMIR	LOC111599105|XP_023170424.2|DHYD
OG0001236	LOC108151625|XP_017135813.1|DMIR	LOC111605688|XP_023180127.2|DHYD
OG0001237	LOC108154801|XP_017140688.1|DMIR	LOC111596687|XP_023166761.1|DHYD
OG0001238	LOC108155059|XP_017141132.1|DMIR	LOC111595167|XP_023164515.1|DHYD
OG0001240	LOC108157833|XP_017145525.1|DMIR	LOC111595162|XP_030078658.1|DHYD
OG0001241	LOC108154973|XP_017140980.1|DMIR	LOC111598531|XP_023169583.2|DHYD
OG0001242	LOC108153068|XP_017138340.1|DMIR	LOC111593632|XP_023162272.1|DHYD
OG0001243	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR	LOC111605069|XP_023179168.2|DHYD
OG0001244	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR	LOC111595689|XP_023165299.2|DHYD
OG0001245	LOC108153934|XP_017139520.1|DMIR	LOC111595974|XP_023165720.2|DHYD
OG0001246	LOC117188431|XP_033248200.1|DMIR	LOC111600084|XP_023171791.2|DHYD
OG0001247	LOC117187834|XP_033246597.1|DMIR, LOC117189493|XP_033250523.1|DMIR, LOC117187837|XP_033246599.1|DMIR, LOC117187836|XP_033246598.1|DMIR, LOC117187744|XP_033246437.1|DMIR, LOC117187741|XP_033246432.1|DMIR, LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR	LOC111600130|XP_023171863.1|DHYD
OG0001248	LOC108152264|XP_017136968.1|DMIR	LOC111592739|XP_023160904.2|DHYD
OG0001249	LOC108154906|XP_017140851.1|DMIR	LOC111605291|XP_023179509.1|DHYD
OG0001251	LOC108155687|XP_017142146.1|DMIR	LOC111602766|XP_023175796.2|DHYD
OG0001252	LOC108155244|XP_017141424.2|DMIR	LOC111603655|XP_023177104.2|DHYD
OG0001253	LOC108160739|XP_017150419.1|DMIR, LOC117191754|XP_033252424.1|DMIR	LOC111594064|XP_023162964.1|DHYD
OG0001254	LOC117191662|XP_033252359.1|DMIR, LOC117191947|XP_033252584.1|DMIR, LOC117191248|XP_033252056.1|DMIR, LOC108158323|XP_017146052.1|DMIR	LOC111602137|XP_023174853.2|DHYD
OG0001255	LOC117186074|XP_033242033.1|DMIR, LOC108152346|XP_017137099.2|DMIR, LOC108160555|XP_017150116.2|DMIR, LOC117191443|XP_033252200.1|DMIR, LOC117187946|XP_033246837.1|DMIR, LOC108165607|XP_017157173.1|DMIR	LOC111597003|XP_023167273.2|DHYD
OG0001256	LOC108165228|XP_033242595.1|DMIR	LOC111598467|XP_023169492.1|DHYD
OG0001257	LOC108164394|XP_033250161.1|DMIR	LOC111593704|XP_023162420.2|DHYD
OG0001258	LOC108155808|XP_017142377.1|DMIR	LOC111602741|XP_023175762.1|DHYD
OG0001260	LOC108157135|XP_017144525.1|DMIR	LOC111594477|XP_023163546.1|DHYD
