Orthogroup	DMIR.longest_only	DMEL.longest_only
OG0001675	LOC108157596|XP_017145212.1|DMIR	CG17770|NP_651432.1|DMEL, CG5024|NP_651431.1|DMEL
OG0001678	LOC108158321|XP_017146054.2|DMIR	CG43658|NP_001259643.1|DMEL
OG0001679	LOC108164894|XP_017156349.1|DMIR	CG5966|NP_572286.1|DMEL
OG0001680	LOC108155633|XP_017142063.1|DMIR	NELF-B|NP_572402.1|DMEL
OG0001681	LOC108165034|XP_017156559.1|DMIR	CG3106|NP_572577.1|DMEL
OG0001682	LOC108153333|XP_017138739.1|DMIR	CG7206|NP_996499.1|DMEL
OG0001683	LOC108162193|XP_017152285.1|DMIR	CG13384|NP_723383.1|DMEL
OG0001684	LOC108164451|XP_017155657.1|DMIR	bip2|NP_651923.2|DMEL
OG0001685	LOC108161891|XP_017151775.1|DMIR	CG17328|NP_609786.2|DMEL
OG0001686	LOC108153661|XP_017139265.1|DMIR	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL
OG0001687	LOC108164839|XP_017156257.1|DMIR	l_1_sc|NP_476623.1|DMEL
OG0001688	LOC117192856|XP_033253501.1|DMIR, LOC108160234|XP_017149580.1|DMIR	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL
OG0001689	LOC108164933|XP_033246400.1|DMIR	CG15221|NP_001096957.1|DMEL
OG0001690	LOC108151756|XP_017136084.1|DMIR, LOC117186426|XP_033243121.1|DMIR, LOC117186777|XP_033243919.1|DMIR, LOC108156799|XP_033245966.1|DMIR	mad2|NP_647991.1|DMEL
OG0001691	LOC108162380|XP_017152586.1|DMIR	TwdlE|NP_609157.3|DMEL
OG0001692	LOC108157730|XP_017145390.1|DMIR	Octalpha2R|NP_001262715.1|DMEL
OG0001693	LOC108163724|XP_017154668.1|DMIR	RpS15Aa|NP_524709.1|DMEL
OG0001694	LOC108155874|XP_017142485.1|DMIR	qin|NP_650735.3|DMEL
OG0001695	LOC117188663|XP_033248743.1|DMIR	Eip55E|NP_611352.1|DMEL
OG0001696	LOC108157331|XP_017144836.2|DMIR	Syn|NP_731459.2|DMEL
OG0001697	LOC108154086|XP_033244571.1|DMIR	CG31109|NP_733073.1|DMEL
OG0001698	LOC108154946|XP_033247440.1|DMIR	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL
OG0001699	LOC108154955|XP_017140949.1|DMIR	hth|NP_476576.1|DMEL
OG0001700	LOC108154139|XP_017139764.1|DMIR	CG9427|NP_649919.1|DMEL
OG0001701	LOC108157117|XP_017144488.1|DMIR	side-III|NP_001036681.1|DMEL
OG0001702	LOC108162593|XP_017152899.1|DMIR	CG5846|NP_609333.1|DMEL
OG0001703	LOC108154190|XP_017139888.2|DMIR	CG34375|NP_001163693.1|DMEL
OG0001704	LOC108154207|XP_017139918.2|DMIR	CG6688|NP_651110.1|DMEL
OG0001705	LOC108156215|XP_017143042.1|DMIR	Atg16|NP_001138124.2|DMEL
OG0001706	LOC108163083|XP_017153651.1|DMIR	hrm|NP_610174.1|DMEL
OG0001707	LOC108156798|XP_017143966.1|DMIR	orb|NP_524460.2|DMEL
OG0001708	LOC108157414|XP_017144954.1|DMIR	primo-1|NP_001027186.1|DMEL
OG0001709	LOC108151790|XP_017136128.1|DMIR	Claspin|NP_728981.1|DMEL
OG0001710	LOC108156226|XP_017143054.1|DMIR	CG6656|NP_650991.1|DMEL
OG0001711	LOC108155727|XP_017142224.1|DMIR	lqfR|NP_732736.2|DMEL
OG0001712	LOC117187090|XP_033244847.1|DMIR, LOC117187088|XP_033244846.1|DMIR, LOC108155645|XP_017142083.1|DMIR	Rab7|NP_524472.1|DMEL
OG0001713	LOC108154964|XP_017140967.1|DMIR	CG5214|NP_650064.1|DMEL
OG0001714	LOC108155427|XP_017141722.1|DMIR	cno|NP_524232.2|DMEL
OG0001715	LOC108151682|XP_017135915.1|DMIR	RSG7|NP_523380.2|DMEL
OG0001716	LOC108153402|XP_017138887.1|DMIR	alpha-PheRS|NP_572448.1|DMEL
OG0001717	LOC108154956|XP_017140953.1|DMIR	Vps13B|NP_651753.2|DMEL
OG0001718	LOC108155881|XP_017142499.1|DMIR, LOC108153948|XP_033246022.1|DMIR	wake|NP_001287469.1|DMEL
OG0001719	LOC108155886|XP_017142512.1|DMIR	pnt|NP_524461.2|DMEL
OG0001720	LOC117187359|XP_033245766.1|DMIR	CG14692|NP_650019.6|DMEL
OG0001721	LOC108154260|XP_017139984.1|DMIR	ato|NP_731223.1|DMEL
OG0001722	LOC108152426|XP_017137232.1|DMIR	Diap1|NP_524101.2|DMEL
OG0001723	LOC108160511|XP_017150044.2|DMIR	Cndp2|NP_610181.2|DMEL
OG0001724	LOC108158772|XP_033247214.1|DMIR, LOC117187848|XP_033246615.1|DMIR, LOC117192172|XP_033252716.1|DMIR	Sdc|NP_001163238.2|DMEL
OG0001725	LOC108159488|XP_017148308.1|DMIR	Pfk|NP_001246234.1|DMEL
OG0001726	LOC108152967|XP_017138165.1|DMIR	CG11456|NP_649265.1|DMEL
OG0001727	LOC108157234|XP_017144682.1|DMIR	CG33110|NP_788716.1|DMEL
OG0001728	LOC108158697|XP_017146721.1|DMIR, LOC117192428|XP_033252991.1|DMIR, LOC117192429|XP_033252992.1|DMIR, LOC117192181|XP_033252739.1|DMIR, LOC117192180|XP_033252737.1|DMIR	ERp60|NP_725084.2|DMEL
OG0001729	LOC117191372|XP_033252151.1|DMIR, LOC117188159|XP_033247473.1|DMIR, LOC117195255|XP_033255768.1|DMIR, LOC117187709|XP_033246320.1|DMIR, LOC117188160|XP_033247474.1|DMIR, LOC117185966|XP_033252646.1|DMIR, LOC108158555|XP_033246310.1|DMIR	zip|NP_523860.2|DMEL
OG0001730	LOC108162295|XP_017152448.1|DMIR	PLCXD|NP_609541.1|DMEL
OG0001731	LOC108158461|XP_017146237.1|DMIR	Ack-like|NP_001260935.1|DMEL
OG0001732	LOC108162144|XP_017152214.1|DMIR	B9d2|NP_001188704.1|DMEL
OG0001733	LOC108159643|XP_017148600.1|DMIR	CG30392|NP_611572.2|DMEL
OG0001734	LOC117192224|XP_033252785.1|DMIR, LOC117193463|XP_033254115.1|DMIR, LOC108160524|XP_017150069.1|DMIR	CNT2|NP_610446.1|DMEL
OG0001735	LOC108157684|XP_017145339.1|DMIR, LOC108151352|XP_017135398.2|DMIR, LOC117186233|XP_033242573.1|DMIR	CG5664|NP_649314.2|DMEL
OG0001736	LOC108160705|XP_017150364.1|DMIR, LOC117191284|XP_033252084.1|DMIR	CG15093|NP_611373.1|DMEL
OG0001737	LOC117194124|XP_033254661.1|DMIR, LOC108158676|XP_017146694.1|DMIR, LOC117194125|XP_033254662.1|DMIR	CG30183|NP_611819.2|DMEL
OG0001738	LOC108163594|XP_017154466.1|DMIR, LOC108150944|XP_017134767.1|DMIR	CG6479|NP_648968.2|DMEL
OG0001739	LOC108160664|XP_017150296.1|DMIR	CG14464|NP_001036466.2|DMEL
OG0001740	LOC108158532|XP_017146418.1|DMIR, LOC117192288|XP_033252837.1|DMIR	Ice1|NP_611786.1|DMEL
OG0001741	LOC108154643|XP_017140461.2|DMIR	awd|NP_476761.3|DMEL
OG0001742	LOC108158527|XP_017146398.1|DMIR	Ccs|NP_001163108.1|DMEL
OG0001743	LOC108152668|XP_017137654.1|DMIR	CG8001|NP_647657.1|DMEL
OG0001744	LOC117187768|XP_033246477.1|DMIR, LOC108160488|XP_017150000.1|DMIR, LOC117190709|XP_033251666.1|DMIR	l_2_01289|NP_001163065.1|DMEL
OG0001745	LOC108160643|XP_033246980.1|DMIR, LOC117191525|XP_033252257.1|DMIR	CG42260|NP_001356969.1|DMEL
OG0001746	LOC117186364|XP_033242969.1|DMIR, LOC117186361|XP_033242966.1|DMIR, LOC117186667|XP_033243598.1|DMIR, LOC108152157|XP_017136766.2|DMIR, LOC117186666|XP_033243597.1|DMIR	CG8003|NP_648406.1|DMEL
OG0001747	LOC117185806|XP_033254228.1|DMIR, LOC108159549|XP_017148440.1|DMIR	grh|NP_476845.2|DMEL
OG0001748	LOC108153634|XP_017139226.2|DMIR	mfr|NP_001137919.1|DMEL
OG0001749	LOC117193450|XP_033254097.1|DMIR, LOC108159538|XP_017148403.1|DMIR	SIFa|NP_001246496.1|DMEL
OG0001750	LOC117193451|XP_033254098.1|DMIR, LOC108159533|XP_017148396.1|DMIR	Start1|NP_001246495.1|DMEL
OG0001751	LOC108150941|XP_017134762.1|DMIR	blot|NP_524125.2|DMEL
OG0001752	LOC108153780|XP_017139411.1|DMIR	CG13288|NP_001261455.1|DMEL
OG0001753	LOC108153227|XP_017138546.1|DMIR	CG42324|NP_647819.3|DMEL
OG0001754	LOC117192694|XP_033253324.1|DMIR, LOC108159264|XP_017147899.1|DMIR	muskelin|NP_610801.1|DMEL
OG0001755	LOC108151647|XP_017135842.1|DMIR	CG32264|NP_728897.1|DMEL
OG0001756	LOC117192679|XP_033253295.1|DMIR, LOC108160368|XP_033246397.1|DMIR	Rho1|NP_477098.1|DMEL
OG0001757	LOC108160369|XP_017149830.1|DMIR, LOC117193578|XP_033254212.1|DMIR	imd|NP_573394.1|DMEL
OG0001758	LOC108153300|XP_033242517.1|DMIR	bru3|NP_001369050.1|DMEL
OG0001759	LOC108159299|XP_017147958.1|DMIR	Mtap|NP_001261049.1|DMEL
OG0001760	LOC108158824|XP_017147010.1|DMIR, LOC108159368|XP_017148084.1|DMIR, LOC108164506|XP_017155779.1|DMIR	Rad51D|NP_610466.2|DMEL
OG0001761	LOC117190721|XP_033251680.1|DMIR, LOC117187797|XP_033246539.1|DMIR, LOC117187795|XP_033246538.1|DMIR, LOC117188423|XP_033248182.1|DMIR, LOC108157971|XP_033248180.1|DMIR	MFS16|NP_726048.1|DMEL
OG0001762	LOC108164001|XP_017155062.1|DMIR	AkhR|NP_995639.1|DMEL
OG0001763	LOC108161908|XP_017151797.1|DMIR	Nha1|NP_723224.2|DMEL
OG0001764	LOC108154141|XP_017139767.1|DMIR	Dhfr|NP_001036720.1|DMEL
OG0001765	LOC117185877|XP_033253033.1|DMIR, LOC108160347|XP_033247113.1|DMIR	brp|NP_001246228.1|DMEL
OG0001766	LOC108163062|XP_017153622.1|DMIR	CG17834|NP_609242.2|DMEL
OG0001767	LOC108161169|XP_033250047.1|DMIR, LOC108161409|XP_017151148.2|DMIR	CG34393|NP_608753.2|DMEL
OG0001768	LOC108161823|XP_017151670.1|DMIR, LOC117188593|XP_033248470.1|DMIR, LOC117188594|XP_033248471.1|DMIR	RpLP1|NP_476630.1|DMEL
OG0001769	LOC108161243|XP_017150956.1|DMIR	dsf|NP_477140.1|DMEL
OG0001770	LOC108163148|XP_017153753.2|DMIR	SmydA-3|NP_609464.1|DMEL
OG0001771	LOC108164049|XP_017155115.1|DMIR	Thor|NP_477295.1|DMEL
OG0001772	LOC108163451|XP_033248711.1|DMIR	RnrL|NP_477027.1|DMEL
OG0001773	LOC108163048|XP_017153605.1|DMIR	bib|NP_001260313.1|DMEL
OG0001774	LOC108159156|XP_017147643.1|DMIR, LOC117192580|XP_033253188.1|DMIR	egg|NP_611966.3|DMEL
OG0001775	LOC108158278|XP_017146006.1|DMIR	RpII215|NP_511124.1|DMEL
OG0001776	LOC108163205|XP_017153845.1|DMIR	CG31637|NP_609043.1|DMEL
OG0001777	LOC108162855|XP_017153289.1|DMIR	chm|NP_609117.4|DMEL
OG0001778	LOC108159822|XP_033242689.1|DMIR, LOC108161889|XP_017151773.1|DMIR	fzy|NP_477501.1|DMEL
OG0001779	LOC108162045|XP_017152061.2|DMIR	CG44153|NP_001097136.2|DMEL
OG0001780	LOC108159775|XP_017148823.2|DMIR, LOC117185774|XP_033248391.1|DMIR	ap|NP_724428.1|DMEL
OG0001781	LOC108162747|XP_033249934.1|DMIR	lok|NP_477219.1|DMEL
OG0001782	LOC108163781|XP_017154749.1|DMIR	CG42784|NP_001188798.2|DMEL
OG0001783	LOC108162342|XP_017152527.1|DMIR	Tsp29Fb|NP_523516.1|DMEL
OG0001784	LOC108161528|XP_017151296.1|DMIR	CG31935|NP_608608.2|DMEL
OG0001785	LOC117192722|XP_033253350.1|DMIR, LOC108158099|XP_017145755.1|DMIR	Smyd4-1|NP_724802.1|DMEL
OG0001786	LOC108163719|XP_017154658.1|DMIR	CG4497|NP_609102.1|DMEL
OG0001787	LOC108162162|XP_017152242.1|DMIR	CG13784|NP_001260176.1|DMEL
OG0001788	LOC108159136|XP_017147619.2|DMIR, LOC117186993|XP_033244421.1|DMIR, LOC108154868|XP_017140795.2|DMIR, LOC117186994|XP_033244422.1|DMIR	tum|NP_610912.2|DMEL
OG0001789	LOC108159381|XP_017148101.1|DMIR	CG3085|NP_611752.1|DMEL
OG0001790	LOC108162856|XP_033248621.1|DMIR	CG5171|NP_001188709.1|DMEL
OG0001791	LOC117185737|XP_033252103.1|DMIR, LOC108159408|XP_017148138.1|DMIR	E_Pc_|NP_001260897.1|DMEL
OG0001792	LOC108161703|XP_017151507.1|DMIR	ham|NP_724130.4|DMEL
OG0001793	LOC117190671|XP_033251626.1|DMIR, LOC108159524|XP_017148378.2|DMIR	Shrm|NP_001097307.1|DMEL
OG0001794	LOC108161888|XP_017151772.1|DMIR	cact|NP_476942.1|DMEL
OG0001795	LOC108161977|XP_033249111.1|DMIR	mtgo|NP_001137829.1|DMEL
OG0001796	LOC108158022|XP_033245396.1|DMIR	ppk28|NP_573169.2|DMEL
OG0001797	LOC108164513|XP_017155784.1|DMIR	dpr7|NP_001096850.2|DMEL
OG0001798	LOC108160892|XP_017150650.1|DMIR	robl|NP_523771.1|DMEL
OG0001799	LOC108158723|XP_033249292.1|DMIR	CG11566|NP_001027081.1|DMEL
OG0001800	LOC108164097|XP_017155174.1|DMIR	santa-maria|NP_723277.3|DMEL
OG0001801	LOC108152537|XP_017137435.1|DMIR	nbs|NP_651973.4|DMEL
OG0001802	LOC117187355|XP_033245735.1|DMIR, LOC117187354|XP_033245732.1|DMIR, LOC117187353|XP_033245731.1|DMIR, LOC108154854|XP_017140764.2|DMIR	mRpL19|NP_524284.1|DMEL
OG0001803	LOC108156409|XP_017143343.1|DMIR, LOC108155660|XP_017142111.1|DMIR	CG15497|NP_650976.1|DMEL
OG0001804	LOC108155962|XP_017142624.1|DMIR	Pi4KIIalpha|NP_730944.2|DMEL
OG0001805	LOC108165458|XP_017156985.1|DMIR	Gr66a|NP_523971.3|DMEL
OG0001806	LOC108155364|XP_017141614.1|DMIR	CG5789|NP_651269.1|DMEL
OG0001807	LOC108157481|XP_017145055.1|DMIR	Tm2|NP_732012.1|DMEL
OG0001808	LOC108155500|XP_017141819.1|DMIR	PGRP-LB|NP_001247052.1|DMEL
OG0001809	LOC117187236|XP_033245375.1|DMIR, LOC117187237|XP_033245377.1|DMIR, LOC117187230|XP_033245368.1|DMIR, LOC108155845|XP_017142446.2|DMIR, LOC117187231|XP_033245369.1|DMIR, LOC117187235|XP_033245373.1|DMIR	slx1|NP_649484.3|DMEL
OG0001810	LOC108157254|XP_017144721.1|DMIR	CG31457|NP_732828.1|DMEL
OG0001811	LOC117191044|XP_033251903.1|DMIR, LOC108160577|XP_017150152.1|DMIR	Optix|NP_001260793.1|DMEL
OG0001812	LOC108165122|XP_017156678.1|DMIR	ksh|NP_652499.2|DMEL
OG0001813	LOC108154978|XP_017141002.1|DMIR	Dys|NP_001036722.1|DMEL
OG0001814	LOC108155824|XP_017142402.1|DMIR	wtrw|NP_731193.1|DMEL
OG0001815	LOC108153069|XP_017138338.2|DMIR, LOC117188320|XP_033247866.1|DMIR, LOC108154746|XP_017140607.1|DMIR, LOC117187077|XP_033244806.1|DMIR	RpL13A|NP_649560.1|DMEL
OG0001816	LOC117190833|XP_033251758.1|DMIR, LOC108159255|XP_017147874.1|DMIR	Roe1|NP_610886.2|DMEL
OG0001817	LOC108158795|XP_017146969.1|DMIR	PCB|NP_724841.1|DMEL
OG0001818	LOC108164872|XP_017156304.1|DMIR	CG42339|NP_572674.3|DMEL
OG0001819	LOC108160057|XP_017149293.1|DMIR, LOC117192323|XP_033252864.1|DMIR, LOC117192321|XP_033252862.1|DMIR	CG3045|NP_611646.1|DMEL
OG0001820	LOC108163922|XP_033248901.1|DMIR, LOC108163390|XP_017154135.1|DMIR, LOC108164940|XP_017156417.1|DMIR	CG18155|NP_996360.2|DMEL
OG0001821	LOC117193422|XP_033254066.1|DMIR, LOC117193674|XP_033254301.1|DMIR, LOC117193419|XP_033254063.1|DMIR, LOC108160748|XP_017150429.1|DMIR	CG4781|NP_611951.1|DMEL
OG0001822	LOC108161005|XP_033254161.1|DMIR, LOC117185820|XP_033248219.1|DMIR	CG13532|NP_611728.1|DMEL
OG0001823	LOC108152924|XP_017138094.1|DMIR	Sod1|NP_476735.1|DMEL
OG0001824	LOC108162010|XP_017151990.1|DMIR	CG31937|NP_608616.2|DMEL
OG0001825	LOC117185934|XP_033254549.1|DMIR, LOC108159163|XP_017147659.1|DMIR	sm|NP_001246428.1|DMEL
OG0001826	LOC117193417|XP_033254061.1|DMIR, LOC108160588|XP_017150172.1|DMIR	Prosbeta5|NP_652014.1|DMEL
OG0001827	LOC108159222|XP_017147812.1|DMIR	SmydA-6|NP_611182.1|DMEL
OG0001828	LOC108156147|XP_017142962.1|DMIR	Set2|NP_572888.2|DMEL
OG0001829	LOC108160803|XP_017150513.1|DMIR, LOC117189824|XP_033250779.1|DMIR	CG8888|NP_610724.1|DMEL
OG0001830	LOC108160657|XP_017150283.1|DMIR, LOC117190843|XP_033251764.1|DMIR, LOC117191591|XP_033252305.1|DMIR, LOC117191590|XP_033252304.1|DMIR	CG9890|NP_611750.1|DMEL
OG0001831	LOC108165341|XP_017156863.1|DMIR	CG7402|NP_649023.1|DMEL
OG0001832	LOC108164438|XP_033246267.1|DMIR	Efr|NP_572299.1|DMEL
OG0001833	LOC117188177|XP_033247519.1|DMIR, LOC117191280|XP_033252080.1|DMIR	Taldo|NP_523835.2|DMEL
OG0001834	LOC108155378|XP_017141640.1|DMIR	UQCR-C1|NP_650401.1|DMEL
OG0001838	LOC108160716|XP_033252411.1|DMIR, LOC117188127|XP_033247369.1|DMIR, LOC117187899|XP_033246727.1|DMIR, LOC117187895|XP_033246722.1|DMIR, LOC117187898|XP_033246725.1|DMIR, LOC117187897|XP_033246724.1|DMIR, LOC117187896|XP_033246723.1|DMIR, LOC117187766|XP_033246475.1|DMIR, LOC117187900|XP_033246728.1|DMIR	CG4744|NP_610871.1|DMEL
OG0001839	LOC108160765|XP_017150455.1|DMIR, LOC117191664|XP_033252362.1|DMIR	Nnf1b|NP_722652.1|DMEL, Nnf1a|NP_611492.1|DMEL
OG0001840	LOC108161619|XP_017151407.1|DMIR	CG34169|NP_001097170.1|DMEL, CG34106|NP_001036365.1|DMEL
OG0001841	LOC108151381|XP_033242688.1|DMIR	CG34057|NP_001033980.2|DMEL, CG34056|NP_001033979.1|DMEL
OG0001842	LOC108165527|XP_017157087.1|DMIR	Cyp4d20|NP_647723.2|DMEL, Cyp4d21|NP_609129.2|DMEL
OG0001843	LOC108151169|XP_017135087.1|DMIR	Cpr76Ba|NP_649120.1|DMEL
OG0001844	LOC117186418|XP_033243090.1|DMIR, LOC108165513|XP_017157058.2|DMIR	BobA|NP_525087.2|DMEL, CG13465|NP_525000.1|DMEL
OG0001845	LOC108161007|XP_033252614.1|DMIR, LOC117185719|XP_017150803.1|DMIR	Prosbeta5R1|NP_611776.1|DMEL
OG0001846	LOC108154359|XP_017140114.1|DMIR	CG31419|NP_732225.2|DMEL, CG31418|NP_650615.2|DMEL
OG0001847	LOC108165337|XP_017156860.1|DMIR, LOC108152613|XP_017137567.1|DMIR	CG33271|NP_996049.1|DMEL, CG33270|NP_996050.1|DMEL, CG33269|NP_001246720.1|DMEL, CG33500|NP_996044.1|DMEL, CG33272|NP_996045.1|DMEL
OG0001848	LOC108154147|XP_033244691.1|DMIR	CG40470|NP_001036635.1|DMEL
OG0001849	LOC108155999|XP_017142688.1|DMIR	Rpt2|NP_524469.2|DMEL
OG0001850	LOC108164467|XP_017155698.1|DMIR	Sox102F|NP_001014695.1|DMEL
OG0001851	LOC108164440|XP_017155630.1|DMIR	zfh2|NP_524623.2|DMEL
OG0001852	LOC108153265|XP_017138617.1|DMIR	trh|NP_001261207.1|DMEL
OG0001853	LOC108155077|XP_017141169.2|DMIR	scrib|NP_001163746.1|DMEL
OG0001854	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR	Vkor|NP_001014533.1|DMEL
OG0001856	LOC108162502|XP_017152769.1|DMIR	e_r_|NP_524662.1|DMEL
OG0001857	LOC108164580|XP_017155888.1|DMIR	mal|NP_523423.1|DMEL
OG0001858	LOC108164717|XP_017156090.1|DMIR	Ing3|NP_573316.1|DMEL
OG0001859	LOC108159869|XP_017148962.1|DMIR	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC108152929|XP_017138104.1|DMIR	CG13698|NP_649027.1|DMEL
OG0001861	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR	ball|NP_651508.1|DMEL
OG0001862	LOC108164659|XP_017156001.1|DMIR	Cbs|NP_608424.1|DMEL
OG0001863	LOC108160992|XP_017150790.1|DMIR	Grip91|NP_524919.2|DMEL
OG0001864	LOC108154926|XP_033244992.1|DMIR	jvl|NP_001247105.1|DMEL
OG0001865	LOC108151685|XP_017135918.1|DMIR	DENR|NP_573176.1|DMEL
OG0001866	LOC108155997|XP_017142684.1|DMIR	sim|NP_524340.2|DMEL
OG0001867	LOC108151384|XP_017135441.1|DMIR	Nedd4|NP_648993.1|DMEL
OG0001868	LOC108163085|XP_017153654.1|DMIR	clumsy|NP_001036373.1|DMEL
OG0001869	LOC108157824|XP_017145513.1|DMIR	Grik|NP_001262788.1|DMEL
OG0001870	LOC108154350|XP_017140108.1|DMIR	CG4020|NP_572276.1|DMEL
OG0001871	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC108157555|XP_017145148.1|DMIR	CG15537|NP_001097981.1|DMEL
OG0001873	LOC108156939|XP_017144191.1|DMIR	beta-Man|NP_649436.2|DMEL
OG0001874	LOC108154085|XP_017139688.1|DMIR	bai|NP_651323.3|DMEL
OG0001875	LOC108155507|XP_017141836.2|DMIR	CG12071|NP_651832.3|DMEL
OG0001876	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR	Mvd|NP_573068.3|DMEL
OG0001877	LOC108159225|XP_017147819.1|DMIR	CG2662|NP_570018.1|DMEL
OG0001878	LOC108156254|XP_017143094.1|DMIR	Droj2|NP_650283.1|DMEL
OG0001879	LOC108154072|XP_017139655.1|DMIR	stac|NP_651329.4|DMEL
OG0001880	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR	P5cr|NP_524400.2|DMEL
OG0001881	LOC108154548|XP_017140340.2|DMIR	lbe|NP_524435.2|DMEL
OG0001882	LOC108155602|XP_017142013.1|DMIR	CG5882|NP_651540.1|DMEL
OG0001883	LOC108156814|XP_033244995.1|DMIR	Cow|NP_001262857.1|DMEL
OG0001884	LOC108155667|XP_017142120.1|DMIR	AdSS|NP_650918.1|DMEL
OG0001885	LOC108162298|XP_017152453.1|DMIR	CG6770|NP_609539.1|DMEL
OG0001886	LOC108155773|XP_017142319.1|DMIR	CG9356|NP_649889.1|DMEL
OG0001887	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR	ND-B14|NP_610629.1|DMEL
OG0001888	LOC108157321|XP_017144826.1|DMIR	CG12173|NP_649523.1|DMEL
OG0001889	LOC108158523|XP_017146396.1|DMIR	APC4|NP_572522.2|DMEL
OG0001890	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR	CG5274|NP_649222.1|DMEL
OG0001891	LOC108157065|XP_033245079.1|DMIR	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC108156468|XP_017143421.1|DMIR	vtd|NP_001015132.1|DMEL
OG0001893	LOC108155734|XP_017142239.1|DMIR	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC108164443|XP_017155636.1|DMIR	Gyf|NP_001162827.1|DMEL
OG0001896	LOC108163129|XP_017153729.1|DMIR	MFS17|NP_001015096.2|DMEL
OG0001897	LOC108153980|XP_033244133.1|DMIR	tws|NP_476880.1|DMEL
OG0001898	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR	mh|NP_573032.1|DMEL
OG0001899	LOC108157274|XP_017144759.1|DMIR	CG7720|NP_650753.1|DMEL
OG0001900	LOC108151214|XP_017135183.1|DMIR	lush|NP_524162.1|DMEL
OG0001901	LOC108163204|XP_033248477.1|DMIR	CG31635|NP_001260135.1|DMEL
OG0001902	LOC108154923|XP_033245642.1|DMIR	Myo81F|NP_001303492.1|DMEL
OG0001903	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR, LOC117188309|XP_033247840.1|DMIR, LOC117188292|XP_033247765.1|DMIR	CG1103|NP_001036660.1|DMEL
OG0001904	LOC108155091|XP_017141202.1|DMIR	NSD|NP_733239.1|DMEL
OG0001905	LOC108156400|XP_017143327.1|DMIR	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC108156679|XP_033244517.1|DMIR	Calx|NP_001247215.1|DMEL
OG0001907	LOC108164644|XP_017155983.1|DMIR	caz|NP_523365.2|DMEL
OG0001908	LOC108155280|XP_017141478.1|DMIR	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC108165174|XP_017156735.1|DMIR, LOC108164402|XP_033246370.1|DMIR	Hexo2|NP_525081.1|DMEL
OG0001910	LOC108156726|XP_017143869.1|DMIR	ohgt|NP_649973.1|DMEL
OG0001911	LOC108156326|XP_033244586.1|DMIR	CG42342|NP_001189234.1|DMEL
OG0001912	LOC108160918|XP_017150686.1|DMIR	CG8093|NP_611020.1|DMEL
OG0001913	LOC108163975|XP_033249392.1|DMIR	Lip2|NP_524667.1|DMEL
OG0001914	LOC108154977|XP_033245332.1|DMIR	mask|NP_001247280.1|DMEL
OG0001915	LOC108152445|XP_017137281.1|DMIR	ACXD|NP_620469.2|DMEL
OG0001916	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR	Topors|NP_611388.1|DMEL
OG0001917	LOC108165372|XP_017156897.1|DMIR	CG8492|NP_648151.2|DMEL
OG0001918	LOC108151793|XP_017136130.1|DMIR	CG15014|NP_647892.1|DMEL
OG0001919	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR	CG30467|NP_611044.1|DMEL
OG0001920	LOC108165586|XP_017157147.1|DMIR	fwd|NP_001356971.1|DMEL
