Orthogroup	DMIR.longest_only	DSUP.longest_only
OG0000235	LOC108157147|XP_017144542.1|DMIR	LOC119563346|XP_037732621.1|DSUP
OG0000235	LOC108157522|XP_017145116.1|DMIR	LOC119554003|XP_037720642.1|DSUP
OG0000236	LOC108163944|XP_017154972.1|DMIR	LOC119546689|XP_037709094.1|DSUP
OG0000236	LOC108163633|XP_017154531.1|DMIR	LOC119546664|XP_037709051.1|DSUP
OG0000236	LOC108164570|XP_017155878.1|DMIR	LOC119556694|XP_037725018.1|DSUP
OG0000237	LOC117189930|XP_033250899.1|DMIR, LOC108159934|XP_033246910.1|DMIR	LOC119550524|XP_037715161.1|DSUP
OG0000237	LOC108153957|XP_033244123.1|DMIR	LOC119547569|XP_037710397.1|DSUP
OG0000238	LOC108163763|XP_017154726.1|DMIR	LOC119546420|XP_037708614.1|DSUP, LOC119546419|XP_037708612.1|DSUP
OG0000238	LOC108163764|XP_017154728.1|DMIR	LOC119546422|XP_037708615.1|DSUP
OG0000239	LOC108155037|XP_017141091.1|DMIR	LOC119545779|XP_037707577.1|DSUP, LOC119560451|XP_037729828.1|DSUP
OG0000240	LOC108156040|XP_017142793.1|DMIR	LOC119563106|XP_037732276.1|DSUP
OG0000240	LOC108157746|XP_033245686.1|DMIR	LOC119562933|XP_037732013.1|DSUP
OG0000240	LOC108157300|XP_017144790.1|DMIR	LOC119560084|XP_037729329.1|DSUP
OG0000241	LOC117187261|XP_033245479.1|DMIR, LOC117187262|XP_033245481.1|DMIR, LOC108156019|XP_033245480.1|DMIR, LOC117186331|XP_033242876.1|DMIR, LOC108151034|XP_033247572.1|DMIR, LOC117188198|XP_033247570.1|DMIR, LOC117185976|XP_033244015.1|DMIR, LOC117186895|XP_033244083.1|DMIR, LOC108157152|XP_033244076.1|DMIR, LOC117186893|XP_033244071.1|DMIR, LOC117186894|XP_033244082.1|DMIR, LOC117185924|XP_033244084.1|DMIR, LOC108160243|XP_033244091.1|DMIR, LOC117186903|XP_033244110.1|DMIR, LOC108157941|XP_033244097.1|DMIR, LOC117186897|XP_033244096.1|DMIR, LOC108165261|XP_033243985.1|DMIR, LOC117187072|XP_033244796.1|DMIR, LOC108161283|XP_017150992.2|DMIR, LOC117186904|XP_033244113.1|DMIR, LOC117186045|XP_033242005.1|DMIR, LOC117186812|XP_033243992.1|DMIR, LOC117186804|XP_033243982.1|DMIR, LOC117186805|XP_033243984.1|DMIR, LOC108161282|XP_017150991.2|DMIR	LOC119554258|XP_037721025.1|DSUP, LOC119553031|XP_037719022.1|DSUP
OG0000242	LOC117189741|XP_033250708.1|DMIR, LOC117189740|XP_033250707.1|DMIR, LOC117189742|XP_033250709.1|DMIR, LOC117193515|XP_033254150.1|DMIR, LOC117193135|XP_033253757.1|DMIR, LOC117190483|XP_033251442.1|DMIR, LOC117187713|XP_033246352.1|DMIR, LOC117193599|XP_033254226.1|DMIR, LOC117190983|XP_033251854.1|DMIR, LOC117186483|XP_033243253.1|DMIR, LOC117195273|XP_033255777.1|DMIR, LOC117194076|XP_033254607.1|DMIR, LOC117188757|XP_033248975.1|DMIR, LOC117191880|XP_033252535.1|DMIR, LOC117191847|XP_033252504.1|DMIR, LOC117193275|XP_033253911.1|DMIR, LOC117190479|XP_033251441.1|DMIR, LOC117192368|XP_033252923.1|DMIR, LOC117192367|XP_033252922.1|DMIR, LOC117189583|XP_033250613.1|DMIR, LOC117192175|XP_033252735.1|DMIR, LOC117192002|XP_033252615.1|DMIR, LOC117189744|XP_033250711.1|DMIR, LOC117189743|XP_033250710.1|DMIR, LOC117195274|XP_033255778.1|DMIR, LOC117189745|XP_033250712.1|DMIR	LOC119562325|XP_037731410.1|DSUP, LOC119558924|XP_037728053.1|DSUP, LOC119548400|XP_037711556.1|DSUP, LOC119562501|XP_037731639.1|DSUP
OG0000243	LOC108153409|XP_017138893.1|DMIR, LOC117186308|XP_033242794.1|DMIR, LOC108153408|XP_017138892.1|DMIR	LOC119554664|XP_037721594.1|DSUP
OG0000244	LOC108157729|XP_017145389.1|DMIR	LOC119560197|XP_037729487.1|DSUP, LOC119560189|XP_037729481.1|DSUP
OG0000244	LOC117187350|XP_033245709.1|DMIR, LOC108157517|XP_033245817.1|DMIR	LOC119560094|XP_037729343.1|DSUP
OG0000246	LOC108159468|XP_017148276.1|DMIR, LOC117191958|XP_033252589.1|DMIR, LOC117190450|XP_033251414.1|DMIR, LOC117191956|XP_033252588.1|DMIR, LOC117189803|XP_033250754.1|DMIR, LOC117191955|XP_033252587.1|DMIR	LOC119552184|XP_037717957.1|DSUP
OG0000247	LOC108151117|XP_017135024.1|DMIR, LOC108151116|XP_017135022.1|DMIR, LOC117185731|XP_033242926.1|DMIR	LOC119552785|XP_037718538.1|DSUP, LOC119552786|XP_037718539.1|DSUP
OG0000248	LOC108152401|XP_017137188.1|DMIR	LOC119553507|XP_037719858.1|DSUP
OG0000248	LOC108152402|XP_017137193.1|DMIR	LOC119552688|XP_037718341.1|DSUP
OG0000248	LOC117189401|XP_033250426.1|DMIR, LOC108161012|XP_017150810.1|DMIR	LOC119550520|XP_037715158.1|DSUP
OG0000249	LOC108162791|XP_017153180.1|DMIR	LOC119546839|XP_037709360.1|DSUP
OG0000249	LOC108162789|XP_017153179.1|DMIR	LOC119546838|XP_037709359.1|DSUP
OG0000249	LOC108162785|XP_017153174.1|DMIR	LOC119546837|XP_037709358.1|DSUP
OG0000250	LOC108163580|XP_033248948.1|DMIR	LOC119546401|XP_037708584.1|DSUP
OG0000250	LOC108163259|XP_033248952.1|DMIR	LOC119548035|XP_037711039.1|DSUP, LOC119547036|XP_037709638.1|DSUP
OG0000250	LOC108164129|XP_017155217.2|DMIR	LOC119546400|XP_037708583.1|DSUP
OG0000251	LOC108164700|XP_017156060.1|DMIR	LOC119556074|XP_037723824.1|DSUP
OG0000251	LOC108161013|XP_017150811.1|DMIR, LOC117185705|XP_033254691.1|DMIR	LOC119550640|XP_037715406.1|DSUP
OG0000251	LOC108152518|XP_017137404.1|DMIR	LOC119552909|XP_037718763.1|DSUP
OG0000252	LOC108158240|XP_017145962.1|DMIR	LOC119550750|XP_037715599.1|DSUP
OG0000252	LOC108158228|XP_017145949.2|DMIR	LOC119551764|XP_037717218.1|DSUP, LOC119551903|XP_037717445.1|DSUP
OG0000252	LOC108158264|XP_017145990.1|DMIR	LOC119550762|XP_037715614.1|DSUP, LOC119551434|XP_037716705.1|DSUP, LOC119551436|XP_037716707.1|DSUP
OG0000253	LOC108158183|XP_017145890.1|DMIR	LOC119551554|XP_037716877.1|DSUP, LOC119551555|XP_037716879.1|DSUP
OG0000254	LOC108153954|XP_033244118.1|DMIR, LOC108153952|XP_033244116.1|DMIR, LOC108153953|XP_017139540.2|DMIR	LOC119560305|XP_037729606.1|DSUP, LOC119560304|XP_037729605.1|DSUP
OG0000254	LOC117191456|XP_033252209.1|DMIR	LOC119549467|XP_037713497.1|DSUP
OG0000255	LOC108159102|XP_017147561.1|DMIR	LOC119550178|XP_037714643.1|DSUP
OG0000255	LOC108159100|XP_017147560.1|DMIR	LOC119550177|XP_037714640.1|DSUP
OG0000256	LOC108159930|XP_017149065.1|DMIR	LOC119549631|XP_037713745.1|DSUP
OG0000256	LOC108160086|XP_033246484.1|DMIR, LOC117189431|XP_033250442.1|DMIR, LOC108160084|XP_017149345.1|DMIR	LOC119551040|XP_037716079.1|DSUP
OG0000257	LOC117190242|XP_033251186.1|DMIR, LOC117190251|XP_033251197.1|DMIR, LOC117190275|XP_033251242.1|DMIR, LOC117190276|XP_033251243.1|DMIR, LOC117190296|XP_033251270.1|DMIR, LOC117190253|XP_033251199.1|DMIR, LOC117190256|XP_033251204.1|DMIR, LOC117190255|XP_033251202.1|DMIR, LOC117190254|XP_033251201.1|DMIR, LOC117190249|XP_033251194.1|DMIR, LOC117190252|XP_033251198.1|DMIR, LOC117190250|XP_033251195.1|DMIR, LOC117190247|XP_033251191.1|DMIR, LOC117190261|XP_033251208.1|DMIR, LOC117190262|XP_033251209.1|DMIR, LOC117190258|XP_033251206.1|DMIR, LOC117190243|XP_033251187.1|DMIR, LOC117190245|XP_033251189.1|DMIR, LOC117190260|XP_033251207.1|DMIR, LOC117191692|XP_033252381.1|DMIR, LOC117190271|XP_033251234.1|DMIR, LOC117190303|XP_033251280.1|DMIR, LOC117190277|XP_033251246.1|DMIR, LOC117188260|XP_033247710.1|DMIR, LOC117188259|XP_033247709.1|DMIR, LOC117188261|XP_033247711.1|DMIR, LOC117190302|XP_033251279.1|DMIR, LOC117188253|XP_033247704.1|DMIR, LOC117188216|XP_033247607.1|DMIR, LOC117188244|XP_033247695.1|DMIR, LOC117188248|XP_033247698.1|DMIR, LOC117188252|XP_033247703.1|DMIR, LOC117188249|XP_033247699.1|DMIR, LOC117188251|XP_033247701.1|DMIR, LOC108159434|XP_033247694.1|DMIR, LOC117188250|XP_033247700.1|DMIR, LOC117190232|XP_033251173.1|DMIR, LOC117191690|XP_033252380.1|DMIR, LOC117190265|XP_033251213.1|DMIR, LOC117190246|XP_033251190.1|DMIR, LOC117188256|XP_033247706.1|DMIR, LOC117190293|XP_033251266.1|DMIR, LOC117188255|XP_033247705.1|DMIR, LOC117190244|XP_033251188.1|DMIR, LOC117190241|XP_033251185.1|DMIR, LOC117190235|XP_033251174.1|DMIR, LOC108159431|XP_033251175.1|DMIR, LOC117190240|XP_033251184.1|DMIR, LOC117190237|XP_033251176.1|DMIR, LOC117190238|XP_033251179.1|DMIR, LOC117190230|XP_033251172.1|DMIR, LOC117190227|XP_033251169.1|DMIR, LOC117190228|XP_033251171.1|DMIR	LOC119551882|XP_037717405.1|DSUP
OG0000258	LOC108164147|XP_017155240.1|DMIR	LOC119549786|XP_037713979.1|DSUP
OG0000258	LOC108153549|XP_017139106.1|DMIR	LOC119549788|XP_037713981.1|DSUP
OG0000259	LOC108157818|XP_017145506.1|DMIR	LOC119560325|XP_037729635.1|DSUP, LOC119563485|XP_037732840.1|DSUP, LOC119555674|XP_037723225.1|DSUP
OG0000259	LOC108164011|XP_033249256.1|DMIR	LOC119546190|XP_037708244.1|DSUP
OG0000260	LOC108160340|XP_017149770.1|DMIR, LOC117189344|XP_033250373.1|DMIR	LOC119551806|XP_037717295.1|DSUP
OG0000260	LOC108156861|XP_017144078.1|DMIR	LOC119556961|XP_037725400.1|DSUP
OG0000260	LOC117187964|XP_033246868.1|DMIR	LOC119551812|XP_037717301.1|DSUP
OG0000261	LOC108162468|XP_017152706.1|DMIR	LOC119546031|XP_037707977.1|DSUP, LOC119546035|XP_037707983.1|DSUP
OG0000261	LOC108162470|XP_017152707.1|DMIR	LOC119546033|XP_037707978.1|DSUP
OG0000262	LOC108165484|XP_017157026.1|DMIR, LOC108165483|XP_017157025.1|DMIR	LOC119552515|XP_037718061.1|DSUP
OG0000262	LOC108160700|XP_017150344.1|DMIR	LOC119549115|XP_037712796.1|DSUP, LOC119549114|XP_037712795.1|DSUP
OG0000263	LOC117191753|XP_033252423.1|DMIR, LOC108158931|XP_017147226.1|DMIR	LOC119551478|XP_037716769.1|DSUP
OG0000263	LOC108165574|XP_017157136.1|DMIR	LOC119553936|XP_037720554.1|DSUP
OG0000264	LOC117186622|XP_033243522.1|DMIR	LOC119558277|XP_037727580.1|DSUP
OG0000264	LOC108159693|XP_017148695.2|DMIR	LOC119556362|XP_037724452.1|DSUP
OG0000264	LOC108156424|XP_017143362.1|DMIR	LOC119555380|XP_037722655.1|DSUP
OG0000265	LOC117185832|XP_017135471.1|DMIR, LOC108151395|XP_017135470.1|DMIR, LOC108151391|XP_017135462.1|DMIR	LOC119552038|XP_037717707.1|DSUP, LOC119552036|XP_037717705.1|DSUP, LOC119552706|XP_037718384.1|DSUP, LOC119552707|XP_037718385.1|DSUP, LOC119549934|XP_037714239.1|DSUP, LOC119550282|XP_037714800.1|DSUP, LOC119551445|XP_037716715.1|DSUP, LOC119550439|XP_037715042.1|DSUP, LOC119550283|XP_037714801.1|DSUP, LOC119549870|XP_037714096.1|DSUP, LOC119554801|XP_037721779.1|DSUP, LOC119554803|XP_037721782.1|DSUP
OG0000266	LOC108162451|XP_017152683.1|DMIR	LOC119548603|XP_037711888.1|DSUP
OG0000266	LOC108160853|XP_017150600.1|DMIR, LOC117193550|XP_033254188.1|DMIR	LOC119550151|XP_037714590.1|DSUP
OG0000266	LOC117193746|XP_033254362.1|DMIR, LOC108158280|XP_017146004.1|DMIR	LOC119551043|XP_037716082.1|DSUP
OG0000267	LOC108157554|XP_017145147.1|DMIR	LOC119556078|XP_037723854.1|DSUP
OG0000267	LOC108157584|XP_017145197.1|DMIR	LOC119554298|XP_037721090.1|DSUP
OG0000268	LOC108154305|XP_017140047.1|DMIR	LOC119559990|XP_037729182.1|DSUP
OG0000268	LOC108154283|XP_017140022.1|DMIR	LOC119559982|XP_037729168.1|DSUP
OG0000269	LOC108156637|XP_017143723.1|DMIR	LOC119545773|XP_037707551.1|DSUP
OG0000270	LOC108158682|XP_017146703.2|DMIR, LOC117185827|XP_033247092.1|DMIR	LOC119550202|XP_037714679.1|DSUP, LOC119558806|XP_037727999.1|DSUP
OG0000271	LOC108163771|XP_017154737.1|DMIR	LOC119562583|XP_037731732.1|DSUP
OG0000271	LOC117187819|XP_033246572.1|DMIR, LOC108159625|XP_017148571.2|DMIR	LOC119549441|XP_037713462.1|DSUP
OG0000271	LOC117191076|XP_033251936.1|DMIR, LOC108158476|XP_017146270.2|DMIR	LOC119551720|XP_037717149.1|DSUP
OG0000272	LOC108151974|XP_033243807.1|DMIR	LOC119553078|XP_037719136.1|DSUP
OG0000272	LOC108164421|XP_033250301.1|DMIR	LOC119547069|XP_037709722.1|DSUP
OG0000273	LOC108155285|XP_017141491.1|DMIR	LOC119563192|XP_037732407.1|DSUP
OG0000273	LOC108162637|XP_017152950.1|DMIR	LOC119547220|XP_037709907.1|DSUP
OG0000273	LOC108155967|XP_033244513.1|DMIR	LOC119560514|XP_037729917.1|DSUP
OG0000274	LOC108156318|XP_017143196.1|DMIR, LOC108154337|XP_017140087.2|DMIR, LOC108159948|XP_017149095.2|DMIR, LOC117187968|XP_033246896.1|DMIR	LOC119549030|XP_037712642.1|DSUP, LOC119549029|XP_037712641.1|DSUP, LOC119549031|XP_037712643.1|DSUP
OG0000276	LOC117192864|XP_033253508.1|DMIR, LOC108160088|XP_017149354.2|DMIR, LOC117188280|XP_033247735.1|DMIR, LOC117185916|XP_033253510.1|DMIR, LOC117193440|XP_033254081.1|DMIR	LOC119550386|XP_037714965.1|DSUP, LOC119550698|XP_037715492.1|DSUP, LOC119550720|XP_037715544.1|DSUP, LOC119549544|XP_037713621.1|DSUP
OG0000277	LOC108154518|XP_033246069.1|DMIR	LOC119560314|XP_037729620.1|DSUP, LOC119560246|XP_037729538.1|DSUP
OG0000277	LOC108154634|XP_033246068.1|DMIR	LOC119560424|XP_037729789.1|DSUP
OG0000277	LOC108154519|XP_017140309.2|DMIR	LOC119560422|XP_037729787.1|DSUP
OG0000278	LOC108163441|XP_017154214.1|DMIR	LOC119547591|XP_037710439.1|DSUP, LOC119546304|XP_037708424.1|DSUP, LOC119555913|XP_037723534.1|DSUP, LOC119556492|XP_037724678.1|DSUP, LOC119556724|XP_037725050.1|DSUP, LOC119556006|XP_037723698.1|DSUP, LOC119556955|XP_037725390.1|DSUP, LOC119557898|XP_037726832.1|DSUP, LOC119556005|XP_037723697.1|DSUP, LOC119556851|XP_037725249.1|DSUP, LOC119557793|XP_037726624.1|DSUP, LOC119549222|XP_037713031.1|DSUP, LOC119560102|XP_037729376.1|DSUP, LOC119560142|XP_037729422.1|DSUP, LOC119558342|XP_037727745.1|DSUP, LOC119556979|XP_037725425.1|DSUP, LOC119558345|XP_037727751.1|DSUP, LOC119554224|XP_037720980.1|DSUP, LOC119555957|XP_037723604.1|DSUP, LOC119550482|XP_037715099.1|DSUP, LOC119550867|XP_037715774.1|DSUP, LOC119549504|XP_037713543.1|DSUP, LOC119549503|XP_037713542.1|DSUP, LOC119555907|XP_037723526.1|DSUP, LOC119545648|XP_037707301.1|DSUP, LOC119563511|XP_037732884.1|DSUP, LOC119557029|XP_037725501.1|DSUP, LOC119560830|XP_037730404.1|DSUP, LOC119557798|XP_037726633.1|DSUP, LOC119557783|XP_037726614.1|DSUP, LOC119547789|XP_037710731.1|DSUP, LOC119546887|XP_037709431.1|DSUP, LOC119547628|XP_037710486.1|DSUP, LOC119547529|XP_037710351.1|DSUP, LOC119556943|XP_037725363.1|DSUP, LOC119557195|XP_037725776.1|DSUP, LOC119556523|XP_037724727.1|DSUP
OG0000279	LOC108152584|XP_017137517.1|DMIR	LOC119554005|XP_037720640.1|DSUP
OG0000279	LOC117186680|XP_033243620.1|DMIR, LOC117186678|XP_033243615.1|DMIR, LOC108152585|XP_017137518.2|DMIR, LOC117192828|XP_033253483.1|DMIR, LOC117186679|XP_033243617.1|DMIR	LOC119554006|XP_037720641.1|DSUP
OG0000280	LOC108151165|XP_017135084.1|DMIR	LOC119555128|XP_037722282.1|DSUP
OG0000280	LOC108151166|XP_017135085.1|DMIR	LOC119555129|XP_037722283.1|DSUP
OG0000280	LOC108151164|XP_017135083.1|DMIR	LOC119555127|XP_037722281.1|DSUP
OG0000281	LOC108151701|XP_017135944.1|DMIR	LOC119562376|XP_037731466.1|DSUP, LOC119553767|XP_037720302.1|DSUP
OG0000281	LOC108165119|XP_033241899.1|DMIR	LOC119556996|XP_037725454.1|DSUP
OG0000281	LOC108161621|XP_017151411.1|DMIR	LOC119556544|XP_037724755.1|DSUP
OG0000282	LOC108151836|XP_033242684.1|DMIR	LOC119553486|XP_037719823.1|DSUP
OG0000282	LOC108151838|XP_033242686.1|DMIR	LOC119555257|XP_037722483.1|DSUP
OG0000283	LOC108158203|XP_017145915.1|DMIR	LOC119550607|XP_037715358.1|DSUP
OG0000283	LOC108157047|XP_017144352.1|DMIR	LOC119545703|XP_037707384.1|DSUP
OG0000284	LOC108163992|XP_017155050.1|DMIR	LOC119546200|XP_037708256.1|DSUP
OG0000284	LOC108163893|XP_017154901.1|DMIR	LOC119546678|XP_037709069.1|DSUP
OG0000285	LOC117191103|XP_033251957.1|DMIR, LOC108158465|XP_017146245.1|DMIR	LOC119551646|XP_037717009.1|DSUP
OG0000285	LOC108160636|XP_017150254.1|DMIR	LOC119551247|XP_037716418.1|DSUP
OG0000286	LOC108163808|XP_017154787.1|DMIR	LOC119545967|XP_037707862.1|DSUP
OG0000286	LOC108163810|XP_017154789.2|DMIR	LOC119545970|XP_037707865.1|DSUP
OG0000287	LOC108160022|XP_017149251.1|DMIR	LOC119556617|XP_037724864.1|DSUP
OG0000287	LOC108160038|XP_017149274.1|DMIR	LOC119556620|XP_037724868.1|DSUP
OG0000287	LOC108160049|XP_017149286.1|DMIR	LOC119556621|XP_037724869.1|DSUP
OG0000288	LOC108162875|XP_017153317.1|DMIR, LOC108162876|XP_017153318.1|DMIR	LOC119546931|XP_037709495.1|DSUP
OG0000288	LOC108162874|XP_033248530.1|DMIR	LOC119546166|XP_037708213.1|DSUP, LOC119546930|XP_037709494.1|DSUP
OG0000289	LOC108153715|XP_017139331.2|DMIR	LOC119555278|XP_037722510.1|DSUP
OG0000289	LOC117186597|XP_033243467.1|DMIR	LOC119552544|XP_037718092.1|DSUP
OG0000289	LOC108165389|XP_033243670.1|DMIR	LOC119555271|XP_037722503.1|DSUP
OG0000290	LOC108157931|XP_017145563.1|DMIR	LOC119549464|XP_037713494.1|DSUP
OG0000290	LOC108157933|XP_017145565.1|DMIR	LOC119549667|XP_037713798.1|DSUP, LOC119549664|XP_037713796.1|DSUP, LOC119549466|XP_037713496.1|DSUP
OG0000290	LOC108157932|XP_017145564.1|DMIR	LOC119549465|XP_037713495.1|DSUP
OG0000291	LOC108153424|XP_017138916.1|DMIR	LOC119552658|XP_037718291.1|DSUP
OG0000292	LOC108159781|XP_017148830.1|DMIR	LOC119551580|XP_037716910.1|DSUP
OG0000292	LOC108151616|XP_017135802.1|DMIR	LOC119555309|XP_037722556.1|DSUP
OG0000293	LOC108156517|XP_017143511.1|DMIR	LOC119560571|XP_037730022.1|DSUP
OG0000293	LOC108164007|XP_017155070.2|DMIR	LOC119547401|XP_037710178.1|DSUP
OG0000294	LOC108161670|XP_017151464.1|DMIR	LOC119548346|XP_037711489.1|DSUP
OG0000294	LOC108156392|XP_033251250.1|DMIR	LOC119556226|XP_037724143.1|DSUP
OG0000295	LOC117189989|XP_033250965.1|DMIR, LOC108160763|XP_017150451.1|DMIR	LOC119549744|XP_037713914.1|DSUP
OG0000295	LOC108153975|XP_017139561.2|DMIR	LOC119557415|XP_037726094.1|DSUP
OG0000296	LOC108162304|XP_017152461.1|DMIR	LOC119547676|XP_037710564.1|DSUP
OG0000296	LOC108152099|XP_017136639.1|DMIR	LOC119553390|XP_037719677.1|DSUP
OG0000296	LOC108156710|XP_017143851.1|DMIR	LOC119556856|XP_037725256.1|DSUP
OG0000297	LOC108160938|XP_017150715.1|DMIR, LOC117190880|XP_033251788.1|DMIR, LOC108160939|XP_017150716.1|DMIR, LOC117192025|XP_033252634.1|DMIR, LOC117190968|XP_033251847.1|DMIR	LOC119550568|XP_037715285.1|DSUP, LOC119550931|XP_037715883.1|DSUP
OG0000298	LOC108164760|XP_017156159.1|DMIR	LOC119557563|XP_037726276.1|DSUP
OG0000298	LOC108157795|XP_017145517.1|DMIR, LOC108161510|XP_017151276.2|DMIR	LOC119557565|XP_037726277.1|DSUP
OG0000298	LOC108161683|XP_017151482.1|DMIR	LOC119557214|XP_037725800.1|DSUP
OG0000299	LOC108156548|XP_017143555.1|DMIR	LOC119550548|XP_037715212.1|DSUP
OG0000299	LOC108157076|XP_017144401.1|DMIR	LOC119554628|XP_037721555.1|DSUP
OG0000299	LOC108157078|XP_033244438.1|DMIR	LOC119554618|XP_037721543.1|DSUP
OG0000300	LOC108150753|XP_017134535.1|DMIR	LOC119555430|XP_037722727.1|DSUP
OG0000300	LOC108165338|XP_017156861.1|DMIR	LOC119555517|XP_037722869.1|DSUP
OG0000300	LOC108150752|XP_017134534.1|DMIR	LOC119555516|XP_037722867.1|DSUP
OG0000301	LOC108164510|XP_017155780.1|DMIR	LOC119557972|XP_037727014.1|DSUP
OG0000301	LOC108163241|XP_017153893.1|DMIR	LOC119547423|XP_037710205.1|DSUP
OG0000302	LOC108152257|XP_017136955.1|DMIR	LOC119553035|XP_037719025.1|DSUP
OG0000302	LOC108152258|XP_017136956.1|DMIR	LOC119553036|XP_037719027.1|DSUP
OG0000303	LOC108150856|XP_017134648.1|DMIR	LOC119554469|XP_037721312.1|DSUP
OG0000303	LOC117192266|XP_033252816.1|DMIR	LOC119556702|XP_037725028.1|DSUP
OG0000303	LOC108162383|XP_017152589.1|DMIR	LOC119548434|XP_037711611.1|DSUP
OG0000304	LOC108154781|XP_017140656.1|DMIR	LOC119548725|XP_037712149.1|DSUP
OG0000304	LOC108154782|XP_017140657.1|DMIR	LOC119548727|XP_037712163.1|DSUP
OG0000305	LOC108165274|XP_033243770.1|DMIR	LOC119554163|XP_037720880.1|DSUP
OG0000305	LOC108165275|XP_017156799.1|DMIR	LOC119554561|XP_037721460.1|DSUP
OG0000306	LOC117191814|XP_033252468.1|DMIR, LOC108159378|XP_017148095.1|DMIR	LOC119550377|XP_037714952.1|DSUP
OG0000306	LOC108153322|XP_017138730.1|DMIR	LOC119556224|XP_037724136.1|DSUP
OG0000307	LOC117187161|XP_033245138.1|DMIR, LOC117185911|XP_033245140.1|DMIR, LOC117187162|XP_033245144.1|DMIR, LOC117187163|XP_033245145.1|DMIR, LOC117187431|XP_033245982.1|DMIR, LOC117187159|XP_033245134.1|DMIR, LOC108155797|XP_033245124.1|DMIR	LOC119563457|XP_037732788.1|DSUP
OG0000307	LOC108155584|XP_017141979.1|DMIR	LOC119563134|XP_037732313.1|DSUP
OG0000308	LOC108161210|XP_017150921.1|DMIR, LOC108161209|XP_017150920.1|DMIR	LOC119547885|XP_037710851.1|DSUP
OG0000308	LOC108162719|XP_017153073.1|DMIR	LOC119547663|XP_037710541.1|DSUP
OG0000309	LOC108157346|XP_017144855.1|DMIR, LOC108157344|XP_033245520.1|DMIR	LOC119556877|XP_037725284.1|DSUP, LOC119560028|XP_037729255.1|DSUP, LOC119560022|XP_037729243.1|DSUP, LOC119557476|XP_037726176.1|DSUP
OG0000310	LOC117191251|XP_033252061.1|DMIR, LOC108154958|XP_017140960.1|DMIR, LOC108154159|XP_017139812.1|DMIR	LOC119558410|XP_037727870.1|DSUP, LOC119553995|XP_037720629.1|DSUP
OG0000311	LOC108156694|XP_017143826.2|DMIR	LOC119549100|XP_037712775.1|DSUP
OG0000311	LOC108154193|XP_017139898.1|DMIR	LOC119559754|XP_037728756.1|DSUP
OG0000311	LOC108158976|XP_017147311.1|DMIR	LOC119556049|XP_037723771.1|DSUP
OG0000312	LOC108163577|XP_033249056.1|DMIR	LOC119548754|XP_037712203.1|DSUP
OG0000312	LOC108164058|XP_017155126.1|DMIR	LOC119547235|XP_037709936.1|DSUP
OG0000313	LOC108162090|XP_033249311.1|DMIR	LOC119547230|XP_037709918.1|DSUP
OG0000313	LOC108163596|XP_033249805.1|DMIR, LOC108163597|XP_033249765.1|DMIR, LOC108163732|XP_017154678.1|DMIR	LOC119546767|XP_037709242.1|DSUP, LOC119546766|XP_037709241.1|DSUP
OG0000314	LOC108163016|XP_033248883.1|DMIR, LOC108162880|XP_033248880.1|DMIR	LOC119546240|XP_037708314.1|DSUP
OG0000315	LOC108163636|XP_017154534.1|DMIR	LOC119550577|XP_037715296.1|DSUP, LOC119548123|XP_037711147.1|DSUP
OG0000316	LOC108160107|XP_017149388.2|DMIR, LOC117188142|XP_033247423.1|DMIR	LOC119551732|XP_037717161.1|DSUP
OG0000316	LOC108160109|XP_017149390.2|DMIR, LOC117190410|XP_033251377.1|DMIR, LOC117188410|XP_033248139.1|DMIR, LOC108160108|XP_017149389.1|DMIR	LOC119551733|XP_037717162.1|DSUP
OG0000318	LOC108163279|XP_017153972.1|DMIR, LOC117186728|XP_033243735.1|DMIR, LOC117192093|XP_033252684.1|DMIR	LOC119554771|XP_037721740.1|DSUP
OG0000319	LOC108154220|XP_017139935.2|DMIR, LOC108154221|XP_017139936.2|DMIR	LOC119550402|XP_037714988.1|DSUP, LOC119550410|XP_037715000.1|DSUP, LOC119550427|XP_037715026.1|DSUP, LOC119550419|XP_037715013.1|DSUP
OG0000320	LOC108155884|XP_017142509.1|DMIR	LOC119555629|XP_037723080.1|DSUP
OG0000320	LOC108161455|XP_017151206.1|DMIR	LOC119547495|XP_037710313.1|DSUP
OG0000320	LOC108157794|XP_017145478.1|DMIR	LOC119560473|XP_037729861.1|DSUP
OG0000321	LOC108162503|XP_033250000.1|DMIR	LOC119548734|XP_037712174.1|DSUP
OG0000321	LOC108162504|XP_017152768.1|DMIR	LOC119548735|XP_037712177.1|DSUP
OG0000322	LOC108152355|XP_017137115.1|DMIR	LOC119560924|XP_037730572.1|DSUP, LOC119557233|XP_037725842.1|DSUP
OG0000322	LOC108157042|XP_017144350.1|DMIR	LOC119556485|XP_037724668.1|DSUP
OG0000323	LOC108162173|XP_017152255.1|DMIR	LOC119547612|XP_037710464.1|DSUP
OG0000323	LOC108157250|XP_017144715.1|DMIR	LOC119560269|XP_037729567.1|DSUP
OG0000323	LOC108157251|XP_017144716.1|DMIR	LOC119563462|XP_037732802.1|DSUP
