Orthogroup	DMIR.longest_only	BTRY.longest_only
OG0001118	LOC117186194|XP_033242377.1|DMIR	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC108157273|XP_017144754.1|DMIR	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC108154191|XP_017139892.1|DMIR	LOC120775222|XP_039961227.1|BTRY
OG0001121	LOC108159560|XP_017148477.2|DMIR	LOC120772138|XP_039956490.1|BTRY
OG0001122	LOC108153592|XP_017139162.1|DMIR	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC108156495|XP_017143476.1|DMIR	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC108157632|XP_017145261.1|DMIR	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC108151736|XP_033243648.1|DMIR	LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC108151020|XP_017134868.1|DMIR	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC108160905|XP_017150667.1|DMIR, LOC117191428|XP_033252189.1|DMIR	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC108163115|XP_017153705.1|DMIR	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC108162050|XP_017152072.1|DMIR, LOC117189233|XP_033250255.1|DMIR	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC108164409|XP_017155564.1|DMIR	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC108162431|XP_017152655.2|DMIR	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC108159571|XP_017148502.1|DMIR	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC108156925|XP_017144166.1|DMIR	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC108154994|XP_017141026.1|DMIR	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC108155810|XP_033245499.1|DMIR	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC108155073|XP_017141153.1|DMIR	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC108155817|XP_017142393.1|DMIR	LOC120782306|XP_039970451.1|BTRY
OG0001142	LOC108155818|XP_017142394.1|DMIR	LOC120782046|XP_039970158.1|BTRY
OG0001143	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC108160531|XP_017150082.1|DMIR	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR, LOC108158813|XP_017146991.1|DMIR	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC108164258|XP_017155387.1|DMIR, LOC108164850|XP_017156266.1|DMIR	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC108163388|XP_017154132.1|DMIR	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC108156800|XP_017143970.1|DMIR	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC108161836|XP_017151684.1|DMIR	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC108155766|XP_017142301.1|DMIR	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC108154723|XP_017140574.1|DMIR	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC108154937|XP_017140915.2|DMIR	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC108154099|XP_017139709.1|DMIR	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC108155132|XP_017141268.1|DMIR	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC108160534|XP_033246198.1|DMIR	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC108165524|XP_017157069.1|DMIR	LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC117189416|XP_033250433.1|DMIR, LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC108164973|XP_017156477.1|DMIR	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC108155887|XP_017142516.1|DMIR	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC108152288|XP_017136995.1|DMIR	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC108154895|XP_033245245.1|DMIR	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC108165485|XP_017157027.1|DMIR	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC108159805|XP_017148863.1|DMIR	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC108162807|XP_033248563.1|DMIR	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC117187994|XP_033246969.1|DMIR	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC108164427|XP_017155596.1|DMIR	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC108156255|XP_033244626.1|DMIR	LOC120766464|XP_039947935.1|BTRY
OG0001184	LOC108157195|XP_017144614.1|DMIR	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC108155320|XP_017141530.1|DMIR	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC108161562|XP_017151336.1|DMIR, LOC108154853|XP_017140763.1|DMIR	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC108165140|XP_017156694.1|DMIR	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC108163235|XP_017153882.1|DMIR	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC108155671|XP_017142123.1|DMIR	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC108158185|XP_017145892.1|DMIR	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC108154152|XP_017139796.1|DMIR	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC108157227|XP_017144673.1|DMIR	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC108160362|XP_017149833.1|DMIR	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC108164475|XP_017155716.1|DMIR	LOC120779583|XP_039967860.1|BTRY
OG0001204	LOC108163159|XP_017153768.2|DMIR	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC108155961|XP_017142623.1|DMIR	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC108155914|XP_017142549.1|DMIR	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC108164581|XP_017155898.1|DMIR	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC108154331|XP_017140082.1|DMIR	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC108162800|XP_017153196.1|DMIR	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC108164733|XP_017156114.1|DMIR	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC108164816|XP_017156226.1|DMIR	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR	LOC120782118|XP_039970198.1|BTRY
OG0001215	LOC108157521|XP_017145113.1|DMIR	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC108156383|XP_017143288.1|DMIR	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC108161214|XP_033248812.1|DMIR	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC108153767|XP_017139395.1|DMIR, LOC108155888|XP_017142517.1|DMIR	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC108157434|XP_017144977.1|DMIR	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC108159714|XP_017148723.1|DMIR	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC117189041|XP_033249821.1|DMIR	LOC120769342|XP_039952233.1|BTRY
OG0001229	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC108161913|XP_017151814.1|DMIR	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC108163486|XP_017154287.1|DMIR	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC108162942|XP_017153422.1|DMIR	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC108163988|XP_017155042.1|DMIR	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC108151625|XP_017135813.1|DMIR	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC108154801|XP_017140688.1|DMIR	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC108155059|XP_017141132.1|DMIR	LOC120780232|XP_039968416.1|BTRY
OG0001240	LOC108157833|XP_017145525.1|DMIR	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR, LOC108154973|XP_017140980.1|DMIR	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC108153068|XP_017138340.1|DMIR	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC108153934|XP_017139520.1|DMIR	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC117187834|XP_033246597.1|DMIR, LOC117189493|XP_033250523.1|DMIR, LOC117187837|XP_033246599.1|DMIR, LOC117187836|XP_033246598.1|DMIR, LOC117187744|XP_033246437.1|DMIR, LOC117187741|XP_033246432.1|DMIR, LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC108152264|XP_017136968.1|DMIR	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC108154906|XP_017140851.1|DMIR	LOC120775586|XP_039961756.1|BTRY
OG0001251	LOC108155687|XP_017142146.1|DMIR	LOC120782408|XP_039970589.1|BTRY, LOC120770315|XP_039953629.1|BTRY, LOC120766724|XP_039948305.1|BTRY, LOC120781699|XP_039969861.1|BTRY, LOC120781238|XP_039969315.1|BTRY
OG0001252	LOC108155244|XP_017141424.2|DMIR	LOC120776746|XP_039963632.1|BTRY, LOC120776758|XP_039963657.1|BTRY
OG0001253	LOC108160739|XP_017150419.1|DMIR, LOC117191754|XP_033252424.1|DMIR	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC117191662|XP_033252359.1|DMIR, LOC117191947|XP_033252584.1|DMIR, LOC117191248|XP_033252056.1|DMIR, LOC108158323|XP_017146052.1|DMIR, LOC108158009|XP_017145641.1|DMIR	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC117186074|XP_033242033.1|DMIR, LOC108152346|XP_017137099.2|DMIR, LOC108160555|XP_017150116.2|DMIR, LOC117191443|XP_033252200.1|DMIR, LOC117187946|XP_033246837.1|DMIR, LOC108165607|XP_017157173.1|DMIR	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC108165228|XP_033242595.1|DMIR, LOC108158023|XP_017145655.1|DMIR	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC108164394|XP_033250161.1|DMIR	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC108155808|XP_017142377.1|DMIR	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC108162699|XP_017153045.1|DMIR	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC108157135|XP_017144525.1|DMIR	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC108161346|XP_017151072.1|DMIR, LOC108162253|XP_017152393.1|DMIR	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC108152429|XP_033242401.1|DMIR	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC108161281|XP_033250003.1|DMIR, LOC117189102|XP_033249990.1|DMIR, LOC117188699|XP_033248831.1|DMIR, LOC117188700|XP_033248832.1|DMIR, LOC117188973|XP_033249631.1|DMIR, LOC108155349|XP_017141597.2|DMIR	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC108164151|XP_017155244.2|DMIR	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC108157372|XP_033247158.1|DMIR	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC108159856|XP_017148944.1|DMIR	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC108154761|XP_017140631.1|DMIR	LOC120782261|XP_039970360.1|BTRY
OG0001268	LOC108151845|XP_017136222.1|DMIR	LOC120782440|XP_039970658.1|BTRY
OG0001269	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC108155145|XP_017141288.1|DMIR	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC108154575|XP_017140364.1|DMIR	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC108151717|XP_017135977.1|DMIR	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC108164532|XP_017155815.1|DMIR	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC108152716|XP_017137739.1|DMIR	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001278	LOC108161441|XP_017151192.1|DMIR	LOC120778350|XP_039966072.1|BTRY
OG0001279	LOC108153003|XP_017138233.1|DMIR	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC108151532|XP_017135674.1|DMIR	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC108150821|XP_017134617.1|DMIR	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC108163644|XP_017154543.1|DMIR	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC117188987|XP_033249676.1|DMIR	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC108152026|XP_017136496.1|DMIR	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC108164105|XP_017155185.1|DMIR	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC108155154|XP_017141303.2|DMIR	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC108163582|XP_017154443.1|DMIR	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC108161385|XP_017151123.2|DMIR	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC108161745|XP_033249429.1|DMIR	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC108164588|XP_017155903.1|DMIR	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC108156837|XP_017144035.1|DMIR	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC108162367|XP_017152569.1|DMIR, LOC108154810|XP_033245977.1|DMIR	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC108160067|XP_017149306.1|DMIR	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC108154764|XP_017140635.1|DMIR	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC108155192|XP_017141353.1|DMIR	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC108153385|XP_033242955.1|DMIR	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC108164204|XP_017155323.1|DMIR	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC108160735|XP_033254209.1|DMIR	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC108156496|XP_017143478.1|DMIR	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC108155146|XP_017141290.1|DMIR	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC108156304|XP_017143181.1|DMIR	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC108161191|XP_017150911.1|DMIR, LOC117186562|XP_033243401.1|DMIR, LOC108153754|XP_033243397.1|DMIR, LOC117186561|XP_033243399.1|DMIR	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC108155099|XP_017141216.1|DMIR	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC108165010|XP_017156534.1|DMIR	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC108159813|XP_017148876.1|DMIR, LOC117189098|XP_033249984.1|DMIR, LOC108163801|XP_017154779.1|DMIR	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC108165290|XP_017156814.1|DMIR	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC108163160|XP_017153769.1|DMIR	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC108164631|XP_017155968.1|DMIR	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC108159479|XP_017148296.1|DMIR	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC117189330|XP_033250367.1|DMIR, LOC117191403|XP_033252174.1|DMIR, LOC117191719|XP_033252396.1|DMIR, LOC117190822|XP_033251751.1|DMIR, LOC117189366|XP_033250385.1|DMIR, LOC117189387|XP_033250399.1|DMIR, LOC117189386|XP_033250398.1|DMIR, LOC117189391|XP_033250402.1|DMIR, LOC117192103|XP_033252694.1|DMIR, LOC108163380|XP_033249023.1|DMIR, LOC108164538|XP_033255830.1|DMIR	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC108156132|XP_017142934.1|DMIR	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC108164003|XP_017155066.2|DMIR	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC117190207|XP_033251154.1|DMIR, LOC108164985|XP_033252212.1|DMIR, LOC108159316|XP_017147979.1|DMIR, LOC108165173|XP_017156734.2|DMIR, LOC108156364|XP_033244728.1|DMIR, LOC117191581|XP_033252298.1|DMIR	LOC120772672|XP_039957341.1|BTRY
OG0001321	LOC108160662|XP_017150292.1|DMIR, LOC117189817|XP_033250766.1|DMIR	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY, LOC120772642|XP_039957300.1|BTRY
OG0001326	LOC108156454|XP_033244788.1|DMIR	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC108154454|XP_033252854.1|DMIR, LOC117192357|XP_033252887.1|DMIR	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC108151464|XP_017135574.1|DMIR	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC108161729|XP_017151545.1|DMIR	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC108163846|XP_017154852.2|DMIR	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC108157355|XP_017144864.1|DMIR	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC108155421|XP_033245279.1|DMIR	LOC120773615|XP_039958551.1|BTRY
