Orthogroup	DMIR.longest_only	AAEG.longest_only
OG0000605	LOC108161799|XP_017151638.2|DMIR	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG
OG0000606	LOC108157126|XP_017144507.1|DMIR	LOC5570005|XP_001658888.1|AAEG
OG0000607	LOC108156929|XP_017144173.1|DMIR, LOC108155453|XP_017141758.1|DMIR	LOC5570154|XP_001658956.1|AAEG
OG0000608	LOC108157802|XP_017145483.1|DMIR, LOC108156486|XP_017143456.1|DMIR	LOC5567031|XP_001651423.1|AAEG
OG0000609	LOC108161378|XP_017151114.1|DMIR, LOC108160308|XP_017149717.1|DMIR	LOC5574870|XP_021709064.1|AAEG
OG0000610	LOC108151421|XP_033243666.1|DMIR, LOC117193535|XP_033254172.1|DMIR, LOC108159772|XP_017148820.1|DMIR	LOC5579045|XP_011493105.1|AAEG
OG0000611	LOC108159326|XP_033247539.1|DMIR, LOC117185872|XP_033252846.1|DMIR, LOC117188236|XP_033247646.1|DMIR, LOC108160713|XP_033252067.1|DMIR	LOC5572224|XP_021705793.1|AAEG
OG0000615	LOC108151619|XP_017135807.1|DMIR, LOC108155366|XP_017141619.1|DMIR, LOC117190155|XP_033251116.1|DMIR, LOC117190826|XP_033251755.1|DMIR, LOC117191438|XP_033252196.1|DMIR	LOC5569196|XP_021699444.1|AAEG
OG0000616	LOC108164742|XP_017156126.1|DMIR	LOC5564988|XP_001649322.2|AAEG
OG0000617	LOC108156760|XP_017143912.1|DMIR, LOC108155625|XP_017142046.1|DMIR	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG
OG0000618	LOC108153057|XP_017138318.1|DMIR	LOC5566485|XP_001650875.1|AAEG
OG0000619	LOC108160222|XP_033250850.1|DMIR, LOC117187680|XP_033246245.1|DMIR	LOC5566457|XP_001650838.1|AAEG
OG0000620	LOC108156830|XP_017144031.1|DMIR, LOC108151967|XP_017136405.1|DMIR	LOC5570947|XP_001653412.2|AAEG
OG0000621	LOC108157069|XP_017144393.1|DMIR, LOC108155767|XP_017142306.1|DMIR	LOC5568436|XP_001652269.1|AAEG
OG0000622	LOC108153711|XP_017139328.1|DMIR, LOC108153565|XP_033243175.1|DMIR	LOC5569846|XP_021696307.1|AAEG
OG0000623	LOC108153146|XP_017138436.1|DMIR, LOC108153015|XP_017138250.1|DMIR	LOC5572347|XP_001660306.2|AAEG
OG0000624	LOC117190718|XP_033251678.1|DMIR, LOC108158982|XP_017147316.1|DMIR, LOC117190717|XP_033251677.1|DMIR, LOC108158984|XP_017147318.1|DMIR	LOC5569174|XP_001658351.2|AAEG
OG0000625	LOC108152326|XP_017137061.1|DMIR, LOC108152328|XP_017137063.1|DMIR	LOC5564078|XP_021698835.1|AAEG
OG0000626	LOC108159864|XP_017148954.1|DMIR, LOC117193970|XP_033254510.1|DMIR, LOC108160119|XP_017149401.1|DMIR	LOC5569119|XP_001652722.1|AAEG
OG0000627	LOC108153612|XP_017139200.1|DMIR, LOC108163931|XP_017154956.1|DMIR	LOC5564979|XP_001649333.2|AAEG
OG0000628	LOC108163852|XP_033249303.1|DMIR, LOC108162514|XP_017152784.1|DMIR	LOC5565869|XP_001650228.1|AAEG
OG0000629	LOC108157552|XP_017145145.1|DMIR, LOC108162750|XP_017153118.2|DMIR	LOC5580315|XP_001663037.1|AAEG
OG0000630	LOC108163434|XP_017154207.1|DMIR, LOC108163399|XP_017154150.2|DMIR	LOC5575168|XP_021702281.1|AAEG
OG0000631	LOC108163704|XP_017154633.1|DMIR, LOC108163340|XP_017154066.1|DMIR	LOC5569442|XP_021702401.1|AAEG
OG0000632	LOC108161388|XP_017151126.1|DMIR, LOC108162597|XP_017152904.1|DMIR	LOC5573892|XP_021703330.1|AAEG
OG0000634	LOC117186798|XP_033243970.1|DMIR, LOC117186784|XP_033243933.1|DMIR, LOC117186509|XP_033243282.1|DMIR, LOC117195279|XP_033255784.1|DMIR, LOC117186781|XP_033243924.1|DMIR, LOC117195288|XP_033255787.1|DMIR, LOC117195278|XP_033255783.1|DMIR, LOC108165247|XP_033255782.1|DMIR, LOC117186797|XP_033243969.1|DMIR, LOC117186789|XP_033243947.1|DMIR, LOC117186825|XP_033244006.1|DMIR, LOC117195263|XP_033255773.1|DMIR, LOC108158259|XP_017145985.2|DMIR, LOC117186073|XP_033242032.1|DMIR, LOC108159633|XP_033246612.1|DMIR	LOC5569647|XP_001652909.2|AAEG
OG0000635	LOC108160100|XP_017149378.1|DMIR, LOC117186659|XP_033243588.1|DMIR, LOC117186670|XP_033243601.1|DMIR, LOC117186672|XP_033243602.1|DMIR	LOC5572315|XP_001654005.2|AAEG
OG0000636	LOC108164306|XP_017155444.1|DMIR, LOC108161460|XP_017151212.2|DMIR	LOC5578295|XP_001656875.1|AAEG
OG0000637	LOC108164885|XP_017156323.1|DMIR, LOC108158187|XP_033248192.1|DMIR	LOC5564774|XP_021704609.1|AAEG
OG0000638	LOC108157309|XP_017144802.1|DMIR, LOC108161453|XP_017151208.1|DMIR, LOC108164927|XP_017156404.1|DMIR, LOC117186182|XP_033242334.1|DMIR, LOC108151268|XP_017135279.1|DMIR	LOC5573827|XP_021706608.1|AAEG
OG0000639	LOC108152078|XP_017136600.1|DMIR	LOC5567245|XP_021710885.1|AAEG
OG0000646	LOC108155918|XP_017142558.1|DMIR, LOC117186943|XP_033244239.1|DMIR	LOC110674862|XP_021695067.1|AAEG
OG0000647	LOC108154615|XP_017140421.2|DMIR, LOC108165081|XP_017156620.1|DMIR	LOC5579005|XP_021694209.1|AAEG
OG0000648	LOC108165076|XP_017156616.1|DMIR	LOC5570655|XP_021706985.1|AAEG
OG0000649	LOC117188655|XP_033248725.1|DMIR, LOC117189217|XP_033250168.1|DMIR	LOC5571800|XP_001659930.2|AAEG
OG0000650	LOC108154912|XP_033244844.1|DMIR	LOC5573407|XP_001654581.2|AAEG
OG0000651	LOC108151855|XP_017136229.1|DMIR, LOC108152898|XP_017138034.1|DMIR	LOC5565048|XP_001649404.1|AAEG
OG0000652	LOC117190768|XP_033251720.1|DMIR, LOC108159128|XP_017147609.1|DMIR, LOC108164552|XP_017155854.1|DMIR	LOC5573370|XP_001660865.1|AAEG
OG0000653	LOC108154827|XP_017140718.1|DMIR, LOC108156216|XP_017143045.1|DMIR	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG
OG0000654	LOC108152239|XP_017136921.1|DMIR	LOC5568292|XP_021697103.1|AAEG
OG0000655	LOC108159591|XP_017148531.1|DMIR, LOC117185817|XP_033254279.1|DMIR, LOC117188749|XP_033248941.1|DMIR	LOC5575242|XP_001655652.1|AAEG
OG0000656	LOC108154277|XP_017140015.2|DMIR, LOC108154278|XP_017140018.1|DMIR	LOC5574633|XP_001661549.2|AAEG
OG0000657	LOC108165394|XP_017156921.1|DMIR, LOC108162797|XP_017153188.1|DMIR	LOC5580250|XP_001662649.1|AAEG
OG0000658	LOC108159010|XP_017147377.1|DMIR, LOC108155981|XP_017142658.1|DMIR	LOC5578313|XP_001656889.1|AAEG
OG0000659	LOC108163177|XP_017153803.1|DMIR, LOC108163114|XP_017153704.2|DMIR, LOC117189162|XP_033250122.1|DMIR, LOC117189161|XP_033250120.1|DMIR	LOC5576865|XP_001662960.1|AAEG
OG0000660	LOC108161991|XP_017151948.1|DMIR, LOC108161990|XP_033249466.1|DMIR, LOC108161994|XP_017151951.1|DMIR	LOC5565850|XP_001650194.1|AAEG
OG0000661	LOC108151080|XP_017134951.1|DMIR, LOC108163656|XP_033248849.1|DMIR	LOC5567335|XP_001651759.1|AAEG
OG0000662	LOC108153236|XP_017138562.1|DMIR, LOC108153761|XP_017139388.1|DMIR	LOC5568430|XP_001652258.1|AAEG
OG0000663	LOC117194726|XP_033255120.1|DMIR, LOC117195136|XP_033255679.1|DMIR, LOC117195145|XP_033255684.1|DMIR, LOC117194457|XP_033254915.1|DMIR, LOC117194386|XP_033254850.1|DMIR, LOC117194623|XP_033255041.1|DMIR, LOC117189282|XP_033250338.1|DMIR, LOC117194634|XP_033255044.1|DMIR, LOC117195141|XP_033255682.1|DMIR, LOC117194643|XP_033255051.1|DMIR, LOC117194446|XP_033254905.1|DMIR, LOC117190422|XP_033251390.1|DMIR, LOC117192051|XP_033252658.1|DMIR, LOC108158873|XP_033252391.1|DMIR, LOC117194415|XP_033254876.1|DMIR, LOC117191355|XP_033252139.1|DMIR, LOC117191356|XP_033252140.1|DMIR, LOC117189612|XP_033250624.1|DMIR, LOC117189610|XP_033250623.1|DMIR, LOC117194621|XP_033255039.1|DMIR, LOC117194668|XP_033255072.1|DMIR, LOC117188453|XP_033248243.1|DMIR	LOC5568431|XP_001652261.2|AAEG
OG0000664	LOC108162169|XP_017152252.1|DMIR	LOC5572517|XP_001660456.1|AAEG
OG0000665	LOC108157483|XP_017145061.1|DMIR, LOC108157337|XP_017144844.1|DMIR	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG
OG0000666	LOC108160416|XP_017149901.1|DMIR, LOC108151708|XP_017135967.1|DMIR	LOC5567515|XP_021710706.1|AAEG
OG0000667	LOC108153546|XP_017139105.1|DMIR, LOC108155610|XP_017142024.1|DMIR	LOC5564165|XP_021705035.1|AAEG
OG0000668	LOC108157091|XP_017144444.1|DMIR, LOC108155375|XP_017141636.1|DMIR	LOC5573885|XP_001654923.1|AAEG
OG0000669	LOC108155826|XP_017142420.2|DMIR, LOC108155815|XP_017142392.1|DMIR	LOC5563963|XP_021710654.1|AAEG
OG0000670	LOC108155223|XP_017141400.1|DMIR	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG
OG0000671	LOC108157100|XP_017144456.1|DMIR, LOC108157073|XP_017144397.2|DMIR	LOC5572082|XP_001660161.1|AAEG
OG0000672	LOC108165115|XP_017156662.1|DMIR	LOC5568965|XP_001652618.1|AAEG
OG0000673	LOC108155609|XP_017142027.1|DMIR, LOC108153078|XP_017138350.1|DMIR	LOC5564117|XP_001648452.3|AAEG
OG0000677	LOC117185886|XP_033243427.1|DMIR, LOC108152965|XP_033243032.1|DMIR, LOC108158926|XP_017147223.1|DMIR	LOC110674775|XP_021694756.1|AAEG
OG0000678	LOC108156434|XP_017143379.1|DMIR, LOC108163583|XP_017154444.1|DMIR	LOC5573033|XP_001654349.2|AAEG
OG0000679	LOC108164960|XP_017156457.1|DMIR	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG
OG0000680	LOC108164641|XP_033252348.1|DMIR, LOC108164640|XP_017155975.1|DMIR	LOC5570450|XP_021696861.1|AAEG
OG0000681	LOC108156738|XP_017143886.1|DMIR, LOC108154583|XP_033248164.1|DMIR	LOC5571511|XP_021704098.1|AAEG
OG0000683	LOC108156369|XP_017143264.1|DMIR	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG
OG0000684	LOC108157745|XP_017145414.1|DMIR, LOC108155634|XP_017142060.1|DMIR	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG
OG0000685	LOC108151777|XP_017136113.1|DMIR, LOC108156088|XP_017142865.1|DMIR	LOC5565927|XP_001650303.1|AAEG
OG0000686	LOC108160429|XP_017149921.2|DMIR, LOC117188095|XP_033247316.1|DMIR, LOC108165130|XP_017156684.1|DMIR	LOC5573238|XP_001660815.1|AAEG
OG0000687	LOC108165535|XP_017157098.1|DMIR	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG
OG0000688	LOC117189311|XP_033250356.1|DMIR, LOC117192394|XP_033252962.1|DMIR, LOC117193867|XP_033254448.1|DMIR, LOC117193863|XP_033254447.1|DMIR, LOC117189317|XP_033250359.1|DMIR, LOC117193855|XP_033254444.1|DMIR, LOC117193859|XP_033254446.1|DMIR, LOC117189315|XP_033250358.1|DMIR, LOC117193871|XP_033254452.1|DMIR, LOC117194302|XP_033254768.1|DMIR, LOC117193870|XP_033254451.1|DMIR, LOC117193311|XP_033253936.1|DMIR, LOC117193313|XP_033253938.1|DMIR, LOC117193310|XP_033253935.1|DMIR, LOC117193312|XP_033253937.1|DMIR, LOC117194301|XP_033254767.1|DMIR, LOC117194884|XP_033255235.1|DMIR, LOC117193309|XP_033253934.1|DMIR, LOC117189309|XP_033250355.1|DMIR, LOC108159063|XP_017147493.1|DMIR	LOC5579438|XP_021697177.1|AAEG
OG0000689	LOC108158871|XP_017147100.1|DMIR, LOC117190752|XP_033251706.1|DMIR, LOC108157985|XP_033251705.1|DMIR	LOC5575898|XP_001655893.1|AAEG
OG0000690	LOC108153194|XP_017138504.1|DMIR	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG
OG0000691	LOC108163455|XP_017154233.1|DMIR, LOC108153043|XP_017138292.1|DMIR	LOC5577893|XP_001663600.1|AAEG
OG0000692	LOC108150859|XP_017134651.1|DMIR, LOC108150954|XP_017134777.2|DMIR	LOC5577134|XP_021699126.1|AAEG
OG0000693	LOC108152152|XP_017136761.1|DMIR, LOC108157534|XP_017145126.1|DMIR	LOC110676378|XP_021699721.1|AAEG
OG0000694	LOC108164638|XP_017155974.1|DMIR, LOC108150755|XP_017134538.1|DMIR	LOC5569581|XP_001658647.1|AAEG
OG0000695	LOC108162129|XP_017152197.2|DMIR, LOC108162126|XP_017152192.1|DMIR	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG
OG0000696	LOC108163873|XP_033249391.1|DMIR, LOC108162702|XP_017153046.1|DMIR, LOC108161285|XP_017150995.1|DMIR, LOC108161295|XP_017151005.1|DMIR, LOC117189087|XP_033249955.1|DMIR, LOC117189089|XP_033249961.1|DMIR	LOC5570960|XP_001659424.1|AAEG
OG0000697	LOC108164016|XP_017155084.1|DMIR, LOC108162960|XP_017153447.1|DMIR	LOC5569502|XP_001658586.1|AAEG
OG0000698	LOC108164055|XP_017155124.1|DMIR, LOC108161709|XP_017151517.1|DMIR	LOC5572825|XP_001654210.2|AAEG
OG0000699	LOC108163515|XP_033249235.1|DMIR, LOC108153995|XP_017139578.1|DMIR	LOC5572903|XP_021702732.1|AAEG
OG0000700	LOC108164059|XP_017155132.1|DMIR, LOC108164146|XP_033249315.1|DMIR	LOC5572373|XP_021695335.1|AAEG
OG0000701	LOC108157945|XP_017145578.1|DMIR, LOC108165313|XP_017156840.1|DMIR	LOC5572067|XP_001653834.1|AAEG
OG0000702	LOC108155972|XP_017142646.2|DMIR, LOC108155971|XP_017142638.1|DMIR	LOC5576021|XP_021711648.1|AAEG
OG0000703	LOC108163906|XP_017154922.1|DMIR, LOC117185710|XP_033253958.1|DMIR, LOC108158883|XP_017147146.1|DMIR	LOC5579187|XP_021706766.1|AAEG
OG0000704	LOC108156039|XP_033247370.1|DMIR, LOC108156236|XP_017143073.1|DMIR	LOC5566167|XP_021710754.1|AAEG
OG0000705	LOC108151646|XP_017135841.1|DMIR, LOC108153154|XP_017138446.1|DMIR, LOC108151645|XP_017135839.1|DMIR	LOC5575011|XP_021708260.1|AAEG
OG0000706	LOC108164196|XP_017155308.1|DMIR, LOC108152724|XP_017137753.1|DMIR	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG
OG0000707	LOC108156087|XP_017142868.1|DMIR	LOC5576097|XP_001662443.1|AAEG
OG0000708	LOC108160052|XP_017149328.1|DMIR, LOC108154386|XP_017140142.1|DMIR	LOC5575809|XP_021705328.1|AAEG
OG0000709	LOC108156029|XP_017142770.1|DMIR, LOC108152105|XP_017136649.1|DMIR	LOC5563960|XP_001648293.2|AAEG
OG0000710	LOC108157165|XP_017144565.1|DMIR, LOC117193603|XP_033254239.1|DMIR, LOC108159495|XP_017148327.1|DMIR	LOC5570014|XP_001658903.1|AAEG
OG0000711	LOC108153724|XP_017139341.1|DMIR, LOC108161471|XP_017151230.1|DMIR	LOC5577132|XP_021709303.1|AAEG
OG0000712	LOC108155533|XP_017141890.1|DMIR, LOC108156812|XP_017143995.1|DMIR	LOC5573740|XP_001654768.2|AAEG
OG0000713	LOC108154497|XP_017140286.1|DMIR, LOC108158941|XP_017147250.1|DMIR, LOC117193359|XP_033253965.1|DMIR	LOC5574816|XP_001655376.1|AAEG
OG0000714	LOC108157368|XP_017144902.1|DMIR, LOC108152615|XP_017137575.1|DMIR	LOC5566058|XP_001650424.1|AAEG
OG0000715	LOC117189004|XP_033249734.1|DMIR, LOC108150803|XP_033243435.1|DMIR, LOC117186986|XP_033244401.1|DMIR, LOC108154230|XP_017139946.1|DMIR, LOC108154286|XP_017140025.1|DMIR, LOC117189155|XP_033250114.1|DMIR, LOC108161445|XP_017151195.1|DMIR, LOC117188569|XP_033248442.1|DMIR	LOC5566056|XP_001650428.1|AAEG
OG0000716	LOC108150822|XP_017134622.1|DMIR, LOC108152960|XP_017138150.1|DMIR	LOC5578121|XP_001656819.1|AAEG
OG0000724	LOC108163040|XP_017153585.1|DMIR, LOC108155953|XP_017142606.1|DMIR	LOC5565085|XP_001649429.1|AAEG
OG0000726	LOC108154125|XP_017139744.1|DMIR, LOC108154123|XP_017139743.1|DMIR	LOC5577130|XP_021712611.1|AAEG
OG0000727	LOC108153848|XP_017139435.1|DMIR, LOC117187387|XP_033245830.1|DMIR	LOC5565705|XP_021713193.1|AAEG
OG0000728	LOC108153169|XP_017138467.1|DMIR, LOC108156275|XP_017143134.1|DMIR	LOC5573065|XP_021693529.1|AAEG
OG0000729	LOC108155651|XP_017142091.2|DMIR, LOC108155652|XP_017142092.1|DMIR	LOC5568367|XP_001658021.2|AAEG
OG0000730	LOC108163042|XP_017153582.1|DMIR, LOC108163030|XP_017153563.1|DMIR	LOC5570667|XP_001659264.1|AAEG
OG0000731	LOC108152601|XP_017137546.1|DMIR, LOC108160996|XP_017150793.1|DMIR	LOC5579031|XP_001664210.1|AAEG
OG0000732	LOC108151599|XP_017135767.1|DMIR, LOC108151597|XP_017135765.1|DMIR	LOC5572199|XP_001653865.1|AAEG
OG0000733	LOC108157645|XP_017145281.1|DMIR, LOC108151477|XP_017135599.1|DMIR	LOC5575492|XP_001662013.1|AAEG
OG0000734	LOC108164819|XP_017156229.1|DMIR, LOC108152969|XP_017138171.1|DMIR	LOC5578486|XP_021699525.1|AAEG
OG0000735	LOC108151098|XP_017134981.1|DMIR, LOC108161794|XP_017151632.1|DMIR	LOC5573851|XP_001654878.1|AAEG
OG0000736	LOC108162261|XP_017152397.1|DMIR, LOC108162262|XP_017152398.1|DMIR	LOC5568814|XP_001658180.2|AAEG
OG0000738	LOC108163789|XP_017154761.1|DMIR, LOC108162441|XP_017152668.1|DMIR	LOC5577544|XP_001656560.1|AAEG
OG0000739	LOC108155982|XP_017142660.1|DMIR, LOC108155983|XP_017142662.1|DMIR	LOC5575848|XP_001662256.1|AAEG
OG0000740	LOC108164459|XP_017155679.1|DMIR	LOC5568948|XP_021703190.1|AAEG
OG0000740	LOC108157510|XP_033245116.1|DMIR	LOC5572569|XP_001654085.2|AAEG
OG0000741	LOC108156391|XP_017143298.1|DMIR, LOC108160112|XP_033243600.1|DMIR	LOC23687536|XP_021705281.1|AAEG
OG0000742	LOC108165009|XP_017156532.1|DMIR, LOC108164936|XP_017156414.2|DMIR	LOC5570003|XP_021705592.1|AAEG
OG0000743	LOC108151199|XP_017135159.1|DMIR	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG
OG0000744	LOC108158491|XP_017146291.1|DMIR	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG
OG0000745	LOC117192096|XP_033252689.1|DMIR, LOC108158293|XP_017146021.1|DMIR, LOC117192684|XP_033253304.1|DMIR, LOC108159618|XP_017148562.2|DMIR	LOC5578669|XP_001657064.2|AAEG
OG0000746	LOC108160300|XP_017149701.1|DMIR	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG
OG0000753	LOC108154828|XP_017140720.1|DMIR, LOC108153861|XP_033244549.1|DMIR	LOC5574701|XP_021698366.1|AAEG
OG0000754	LOC108164938|XP_017156419.1|DMIR, LOC108161858|XP_017151723.1|DMIR	LOC23687751|XP_021706737.1|AAEG
OG0000755	LOC108157633|XP_017145262.1|DMIR, LOC108157742|XP_017145409.1|DMIR	LOC5578924|XP_001657210.3|AAEG
OG0000756	LOC108155442|XP_017141748.1|DMIR	LOC5576731|XP_001656241.1|AAEG
OG0000757	LOC117191225|XP_033252038.1|DMIR, LOC108165169|XP_017156731.1|DMIR, LOC117187173|XP_033245160.1|DMIR, LOC108155050|XP_017141114.1|DMIR, LOC117187846|XP_033246611.1|DMIR, LOC117193375|XP_033253991.1|DMIR, LOC108165162|XP_017156718.1|DMIR, LOC117187840|XP_033246602.1|DMIR, LOC108164963|XP_033246583.1|DMIR, LOC108153490|XP_017139020.1|DMIR	LOC5573994|XP_001661080.1|AAEG
OG0000758	LOC108151275|XP_017135291.1|DMIR	LOC5573302|XP_021698645.1|AAEG
OG0000759	LOC108153150|XP_017138441.1|DMIR, LOC108153151|XP_017138442.2|DMIR	LOC5567691|XP_001651852.3|AAEG
OG0000761	LOC108163000|XP_033249547.1|DMIR, LOC108163382|XP_033249551.1|DMIR	LOC5569446|XP_021702395.1|AAEG
OG0000762	LOC108162195|XP_017152290.1|DMIR	LOC5569068|XP_001658297.1|AAEG
OG0000763	LOC108164166|XP_017155266.2|DMIR, LOC108164167|XP_017155267.2|DMIR	LOC5568174|XP_021703903.1|AAEG
OG0000764	LOC117188395|XP_033248122.1|DMIR, LOC108164660|XP_017156002.2|DMIR, LOC117188751|XP_033248956.1|DMIR	LOC5567685|XP_021708653.1|AAEG
OG0000765	LOC108150829|XP_017134626.1|DMIR, LOC108153020|XP_017138259.1|DMIR	LOC5576262|XP_001656034.2|AAEG
OG0000766	LOC108161230|XP_017150943.1|DMIR, LOC108165064|XP_017156601.1|DMIR	LOC5571467|XP_001659718.2|AAEG
OG0000767	LOC108151209|XP_017135175.1|DMIR	LOC5568661|XP_021705791.1|AAEG
OG0000768	LOC117194001|XP_033254528.1|DMIR, LOC117194048|XP_033254580.1|DMIR, LOC117193429|XP_033254070.1|DMIR, LOC117193811|XP_033254416.1|DMIR, LOC108162552|XP_017152830.2|DMIR, LOC117188114|XP_033247347.1|DMIR, LOC117195292|XP_033255791.1|DMIR, LOC117186831|XP_033244020.1|DMIR, LOC117195290|XP_033255789.1|DMIR, LOC117186421|XP_033243098.1|DMIR, LOC117195291|XP_033255790.1|DMIR, LOC117186417|XP_033243079.1|DMIR, LOC117186200|XP_033242398.1|DMIR, LOC117186202|XP_033242399.1|DMIR, LOC117186830|XP_033244019.1|DMIR, LOC117186404|XP_033243049.1|DMIR, LOC117186829|XP_033244018.1|DMIR, LOC117195266|XP_033255776.1|DMIR, LOC117195289|XP_033255788.1|DMIR, LOC117186419|XP_033243091.1|DMIR, LOC108160313|XP_033255785.1|DMIR, LOC117186383|XP_033243000.1|DMIR, LOC117186420|XP_033243095.1|DMIR	LOC5577816|XP_001663586.1|AAEG
OG0000769	LOC108157569|XP_017145177.1|DMIR, LOC108160584|XP_017150171.1|DMIR	LOC5572989|XP_021706132.1|AAEG
OG0000770	LOC117190859|XP_033251782.1|DMIR, LOC108160937|XP_017150714.1|DMIR	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG
OG0000771	LOC108152306|XP_017137023.1|DMIR, LOC108152305|XP_017137020.1|DMIR	LOC5565457|XP_001649766.2|AAEG
OG0000778	LOC108165315|XP_017156838.2|DMIR, LOC117187272|XP_033245502.1|DMIR	LOC5572380|XP_021694486.1|AAEG
OG0000779	LOC108156156|XP_017142973.1|DMIR	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG
OG0000780	LOC117193913|XP_033254475.1|DMIR, LOC108158493|XP_017146293.2|DMIR, LOC117192574|XP_033253184.1|DMIR, LOC108158492|XP_017146292.1|DMIR	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG
OG0000781	LOC108152604|XP_017137553.1|DMIR, LOC108153668|XP_017139271.1|DMIR	LOC5576472|XP_021700484.1|AAEG
OG0000782	LOC108152770|XP_017137836.1|DMIR, LOC108158478|XP_017146275.1|DMIR	LOC5565070|XP_001649412.1|AAEG
OG0000783	LOC108153643|XP_017139236.1|DMIR, LOC108153601|XP_017139181.1|DMIR	LOC5565051|XP_001649399.1|AAEG
OG0000784	LOC108150799|XP_017134592.1|DMIR, LOC108164388|XP_017155495.1|DMIR	LOC5566654|XP_001651019.1|AAEG
OG0000785	LOC108156504|XP_017143493.1|DMIR, LOC108156874|XP_017144092.1|DMIR	LOC5567616|XP_021713394.1|AAEG
OG0000786	LOC108155631|XP_017142056.1|DMIR	LOC5575790|XP_021693483.1|AAEG
OG0000787	LOC108151594|XP_017135762.1|DMIR, LOC117186035|XP_033241980.1|DMIR, LOC108165573|XP_033241979.1|DMIR	LOC5574159|XP_001655068.1|AAEG
OG0000788	LOC108163842|XP_017154845.1|DMIR, LOC108152357|XP_017137118.1|DMIR, LOC108154415|XP_017140176.1|DMIR	LOC5575938|XP_021699162.1|AAEG
OG0000789	LOC108161149|XP_017150860.1|DMIR, LOC108161749|XP_017151571.1|DMIR	LOC5570933|XP_001659405.2|AAEG
OG0000790	LOC108161846|XP_017151700.1|DMIR, LOC108161844|XP_017151699.1|DMIR	LOC5572784|XP_001654187.2|AAEG
OG0000791	LOC108164301|XP_017155439.1|DMIR, LOC108156357|XP_017143248.1|DMIR	LOC5577917|XP_021702814.1|AAEG
OG0000792	LOC108164318|XP_033249835.1|DMIR	LOC110675237|XP_021695378.1|AAEG
OG0000793	LOC108155185|XP_017141345.1|DMIR, LOC108154372|XP_033253442.1|DMIR, LOC108151572|XP_017135737.1|DMIR	LOC5570063|XP_001653054.1|AAEG
OG0000794	LOC108153801|XP_017139421.1|DMIR	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG
OG0000795	LOC108164796|XP_017156209.1|DMIR, LOC108157438|XP_017144981.1|DMIR	LOC5568843|XP_001652571.1|AAEG
OG0000796	LOC108157752|XP_017145422.1|DMIR, LOC108155269|XP_017141468.1|DMIR	LOC5568998|XP_021709572.1|AAEG
OG0000797	LOC108157426|XP_017144964.2|DMIR, LOC108157804|XP_017145486.1|DMIR	LOC5571755|XP_001653781.1|AAEG
OG0000798	LOC117189871|XP_033250835.1|DMIR, LOC108159253|XP_017147868.1|DMIR, LOC108159251|XP_017147862.1|DMIR, LOC117185765|XP_033250832.1|DMIR	LOC5573757|XP_021708658.1|AAEG
OG0000799	LOC108157758|XP_017145428.1|DMIR, LOC108156249|XP_017143092.1|DMIR	LOC5575386|XP_001655738.1|AAEG
OG0000800	LOC108152168|XP_017136778.1|DMIR, LOC108152011|XP_017136477.1|DMIR	LOC5563996|XP_021707646.1|AAEG
