Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0001081	LOC108155179|XP_017141338.1|DMIR	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC108152698|XP_017137699.1|DMIR	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC108159504|XP_017148350.1|DMIR	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC108161856|XP_017151714.1|DMIR	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC108151800|XP_017136140.1|DMIR	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC108151348|XP_017135391.1|DMIR	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC108153504|XP_017139043.1|DMIR	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC108163845|XP_017154851.1|DMIR	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC108161684|XP_017151485.1|DMIR	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC108164002|XP_033249294.1|DMIR	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC117188910|XP_033249376.1|DMIR	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC108163692|XP_017154613.1|DMIR	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC108161606|XP_017151390.1|DMIR	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC108157464|XP_017145030.1|DMIR	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR, LOC117189809|XP_033250760.1|DMIR, LOC117191968|XP_033252601.1|DMIR, LOC117191969|XP_033252602.1|DMIR	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC108152197|XP_017136844.1|DMIR	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC108157734|XP_017145399.1|DMIR	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC108155303|XP_017141510.1|DMIR	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC108164406|XP_033250268.1|DMIR	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001107	LOC117190267|XP_033251220.1|DMIR, LOC117195198|XP_033255731.1|DMIR, LOC117192268|XP_033252813.1|DMIR, LOC117192239|XP_033252795.1|DMIR, LOC117191086|XP_033251940.1|DMIR, LOC117192489|XP_033253083.1|DMIR, LOC117190266|XP_033251214.1|DMIR, LOC117189778|XP_033250738.1|DMIR, LOC117187883|XP_033246694.1|DMIR, LOC117190674|XP_033251633.1|DMIR, LOC117186406|XP_033243052.1|DMIR, LOC117191592|XP_033252306.1|DMIR, LOC117190934|XP_033251824.1|DMIR	LOC118516022|XP_035917982.1|ASTE, LOC118516808|XP_035918581.1|ASTE, LOC118515939|XP_035917973.1|ASTE, LOC118516142|XP_035917995.1|ASTE, LOC118516658|XP_035918515.1|ASTE, LOC118515700|XP_035917942.1|ASTE, LOC118516657|XP_035918513.1|ASTE, LOC118515737|XP_035917948.1|ASTE, LOC118516301|XP_035918017.1|ASTE, LOC118515355|XP_035917907.1|ASTE, LOC118516659|XP_035918516.1|ASTE, LOC118515887|XP_035917967.1|ASTE, LOC118516723|XP_035918562.1|ASTE, LOC118517309|XP_035919188.1|ASTE, LOC118515699|XP_035917941.1|ASTE, LOC118515725|XP_035917945.1|ASTE, LOC118516230|XP_035918006.1|ASTE, LOC118515754|XP_035917951.1|ASTE, LOC118515624|XP_035917934.1|ASTE, LOC118516791|XP_035918578.1|ASTE, LOC118507603|XP_035902169.1|ASTE, LOC118516787|XP_035918574.1|ASTE, LOC118516223|XP_035918004.1|ASTE, LOC118516170|XP_035917998.1|ASTE, LOC118507745|XP_035902640.1|ASTE
OG0001118	LOC117186194|XP_033242377.1|DMIR	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC108157273|XP_017144754.1|DMIR	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC108154191|XP_017139892.1|DMIR	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC108159560|XP_017148477.2|DMIR	LOC118512075|XP_035911900.1|ASTE, LOC118512052|XP_035911792.1|ASTE
OG0001121	LOC117190088|XP_033251061.1|DMIR	LOC118517291|XP_035919169.1|ASTE
OG0001122	LOC108153592|XP_017139162.1|DMIR	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC108156495|XP_017143476.1|DMIR	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC108157632|XP_017145261.1|DMIR	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001127	LOC108151020|XP_017134868.1|DMIR	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC108160905|XP_017150667.1|DMIR, LOC117191428|XP_033252189.1|DMIR	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC108163115|XP_017153705.1|DMIR	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC108162050|XP_017152072.1|DMIR, LOC117189233|XP_033250255.1|DMIR	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC108164409|XP_017155564.1|DMIR	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC108162431|XP_017152655.2|DMIR	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC108159571|XP_017148502.1|DMIR	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC108156925|XP_017144166.1|DMIR	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC108154994|XP_017141026.1|DMIR	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC108155810|XP_033245499.1|DMIR	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC108163388|XP_017154132.1|DMIR	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC108156800|XP_017143970.1|DMIR	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC108161836|XP_017151684.1|DMIR	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC108154723|XP_017140574.1|DMIR	LOC118506788|XP_035900298.1|ASTE
OG0001162	LOC108154099|XP_017139709.1|DMIR, LOC108157826|XP_017145515.1|DMIR	LOC118505144|XP_035896396.1|ASTE
OG0001163	LOC108155132|XP_017141268.1|DMIR	LOC118507505|XP_035901931.1|ASTE
OG0001164	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE
OG0001165	LOC108160534|XP_033246198.1|DMIR	LOC118507467|XP_035901855.1|ASTE
OG0001167	LOC117189416|XP_033250433.1|DMIR, LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE
OG0001168	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR	LOC118509897|XP_035907038.1|ASTE
OG0001169	LOC108164973|XP_017156477.1|DMIR	LOC118509719|XP_035906701.1|ASTE
OG0001170	LOC108155887|XP_017142516.1|DMIR	LOC118507819|XP_035902790.1|ASTE
OG0001171	LOC108152288|XP_017136995.1|DMIR	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE
OG0001172	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE
OG0001173	LOC108154895|XP_033245245.1|DMIR	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE
OG0001174	LOC108165485|XP_017157027.1|DMIR	LOC118510344|XP_035907928.1|ASTE
OG0001175	LOC108159805|XP_017148863.1|DMIR, LOC108161974|XP_017151922.2|DMIR	LOC118506996|XP_035900774.1|ASTE
OG0001176	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE
OG0001177	LOC108162807|XP_033248563.1|DMIR	LOC118510697|XP_035908780.1|ASTE
OG0001178	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR	LOC118511785|XP_035911195.1|ASTE
OG0001179	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR	LOC118512602|XP_035913151.1|ASTE
OG0001180	LOC108164427|XP_017155596.1|DMIR	LOC118510715|XP_035908811.1|ASTE
OG0001181	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC108156255|XP_033244626.1|DMIR	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC108155320|XP_017141530.1|DMIR	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC108161562|XP_017151336.1|DMIR, LOC108154853|XP_017140763.1|DMIR	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC108165140|XP_017156694.1|DMIR	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC108163235|XP_017153882.1|DMIR	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC108163206|XP_017153847.1|DMIR, LOC108164197|XP_017155309.1|DMIR	LOC118507442|XP_035901817.1|ASTE
OG0001193	LOC108155671|XP_017142123.1|DMIR	LOC118506106|XP_035898685.1|ASTE
OG0001194	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC108158185|XP_017145892.1|DMIR	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC108157227|XP_017144673.1|DMIR	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC108160362|XP_017149833.1|DMIR	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC108164475|XP_017155716.1|DMIR	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC108163159|XP_017153768.2|DMIR	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC108155961|XP_017142623.1|DMIR	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC108155914|XP_017142549.1|DMIR	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC108164581|XP_017155898.1|DMIR	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC108154331|XP_017140082.1|DMIR	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC108162800|XP_017153196.1|DMIR	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001211	LOC108156084|XP_017142861.1|DMIR	LOC118504432|XP_035894765.1|ASTE
OG0001212	LOC108164733|XP_017156114.1|DMIR	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC108164816|XP_017156226.1|DMIR	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR	LOC118507998|XP_035903262.1|ASTE
OG0001215	LOC108157521|XP_017145113.1|DMIR	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE
OG0001216	LOC108156383|XP_017143288.1|DMIR	LOC118507996|XP_035903258.1|ASTE
OG0001217	LOC108161214|XP_033248812.1|DMIR	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC108153767|XP_017139395.1|DMIR, LOC108155888|XP_017142517.1|DMIR	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC108159714|XP_017148723.1|DMIR	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC108161474|XP_033249823.1|DMIR, LOC117189041|XP_033249821.1|DMIR	LOC118511067|XP_035909568.1|ASTE
OG0001229	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC108161913|XP_017151814.1|DMIR	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC108162942|XP_017153422.1|DMIR	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC108163988|XP_017155042.1|DMIR	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC108151625|XP_017135813.1|DMIR	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC108154801|XP_017140688.1|DMIR	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC108155059|XP_017141132.1|DMIR	LOC118504642|XP_035895262.1|ASTE
OG0001240	LOC108157833|XP_017145525.1|DMIR	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR, LOC108154973|XP_017140980.1|DMIR	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC108163347|XP_017154076.1|DMIR, LOC108153068|XP_017138340.1|DMIR	LOC118502640|XP_035890980.1|ASTE
OG0001244	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR	LOC118509322|XP_035905679.1|ASTE
OG0001246	LOC117188431|XP_033248200.1|DMIR	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC117187834|XP_033246597.1|DMIR, LOC117189493|XP_033250523.1|DMIR, LOC117187837|XP_033246599.1|DMIR, LOC117187836|XP_033246598.1|DMIR, LOC117187744|XP_033246437.1|DMIR, LOC117187741|XP_033246432.1|DMIR, LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC108154906|XP_017140851.1|DMIR	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC108164394|XP_033250161.1|DMIR	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC108155808|XP_017142377.1|DMIR	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC108162699|XP_017153045.1|DMIR	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC108157135|XP_017144525.1|DMIR	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC108161346|XP_017151072.1|DMIR, LOC108162253|XP_017152393.1|DMIR	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC108161281|XP_033250003.1|DMIR, LOC117189102|XP_033249990.1|DMIR, LOC117188699|XP_033248831.1|DMIR, LOC117188700|XP_033248832.1|DMIR, LOC117188973|XP_033249631.1|DMIR, LOC108155349|XP_017141597.2|DMIR	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC108164151|XP_017155244.2|DMIR	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
OG0001266	LOC108159856|XP_017148944.1|DMIR	LOC118507536|XP_035902006.1|ASTE
OG0001267	LOC108154761|XP_017140631.1|DMIR	LOC118502916|XP_035891542.1|ASTE, LOC118502906|XP_035891520.1|ASTE
OG0001268	LOC108151845|XP_017136222.1|DMIR	LOC118510060|XP_035907343.1|ASTE
OG0001269	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR	LOC118507188|XP_035901153.1|ASTE
OG0001270	LOC108155145|XP_017141288.1|DMIR	LOC118503699|XP_035893154.1|ASTE, LOC118508000|XP_035903266.1|ASTE
OG0001271	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR	LOC118511452|XP_035910445.1|ASTE, LOC118511451|XP_035910444.1|ASTE, LOC118508844|XP_035904487.1|ASTE
OG0001272	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR	LOC118509409|XP_035905868.1|ASTE
OG0001273	LOC108154575|XP_017140364.1|DMIR	LOC118507925|XP_035903121.1|ASTE
OG0001274	LOC108151717|XP_017135977.1|DMIR	LOC118516387|XP_035918144.1|ASTE, LOC118512763|XP_035913553.1|ASTE, LOC118512772|XP_035913569.1|ASTE, LOC118516384|XP_035918138.1|ASTE, LOC118516383|XP_035918137.1|ASTE, LOC118512771|XP_035913568.1|ASTE
OG0001276	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR	LOC118513068|XP_035914309.1|ASTE
OG0001277	LOC108152716|XP_017137739.1|DMIR	LOC118512920|XP_035913964.1|ASTE
OG0001278	LOC108152532|XP_017137428.1|DMIR, LOC108161441|XP_017151192.1|DMIR	LOC118512294|XP_035912414.1|ASTE
OG0001279	LOC108153003|XP_017138233.1|DMIR	LOC118512298|XP_035912422.1|ASTE
OG0001280	LOC108151532|XP_017135674.1|DMIR	LOC118514238|XP_035916834.1|ASTE
OG0001281	LOC108150821|XP_017134617.1|DMIR	LOC118512634|XP_035913223.1|ASTE
OG0001282	LOC108163644|XP_017154543.1|DMIR	LOC118514262|XP_035916871.1|ASTE
OG0001283	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR	LOC118511551|XP_035910663.1|ASTE
OG0001284	LOC117188987|XP_033249676.1|DMIR	LOC118513903|XP_035916119.1|ASTE
OG0001285	LOC108152026|XP_017136496.1|DMIR	LOC118503095|XP_035891886.1|ASTE, LOC118512716|XP_035913448.1|ASTE
OG0001286	LOC108164105|XP_017155185.1|DMIR	LOC118512447|XP_035912804.1|ASTE
OG0001287	LOC108155154|XP_017141303.2|DMIR	LOC118512730|XP_035913483.1|ASTE
OG0001288	LOC108163582|XP_017154443.1|DMIR	LOC118512489|XP_035912886.1|ASTE
OG0001289	LOC108161385|XP_017151123.2|DMIR	LOC118514047|XP_035916431.1|ASTE
OG0001290	LOC108161745|XP_033249429.1|DMIR	LOC118510651|XP_035908659.1|ASTE
OG0001291	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR	LOC118506591|XP_035899841.1|ASTE
OG0001292	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR	LOC118503098|XP_035891890.1|ASTE, LOC118503104|XP_035891929.1|ASTE
OG0001293	LOC108164588|XP_017155903.1|DMIR	LOC118506581|XP_035899830.1|ASTE
OG0001294	LOC108156837|XP_017144035.1|DMIR	LOC118504858|XP_035895786.1|ASTE
OG0001295	LOC108162367|XP_017152569.1|DMIR, LOC108154810|XP_033245977.1|DMIR	LOC118505807|XP_035898040.1|ASTE
OG0001296	LOC108160067|XP_017149306.1|DMIR	LOC118508335|XP_035903896.1|ASTE, LOC118517059|XP_035918802.1|ASTE
OG0001297	LOC108154764|XP_017140635.1|DMIR	LOC118505340|XP_035896889.1|ASTE
OG0001298	LOC108155192|XP_017141353.1|DMIR	LOC118502576|XP_035890795.1|ASTE, LOC118506506|XP_035899615.1|ASTE
OG0001299	LOC108153385|XP_033242955.1|DMIR	LOC118505511|XP_035897300.1|ASTE, LOC118505510|XP_035897296.1|ASTE
OG0001300	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR	LOC118505015|XP_035896097.1|ASTE
OG0001301	LOC108164204|XP_017155323.1|DMIR	LOC118517591|XP_035919764.1|ASTE, LOC118505292|XP_035896780.1|ASTE, LOC118517184|XP_035918995.1|ASTE
OG0001302	LOC108160735|XP_033254209.1|DMIR	LOC118506830|XP_035900433.1|ASTE
OG0001303	LOC108156496|XP_017143478.1|DMIR	LOC118517568|XP_035919706.1|ASTE
OG0001304	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR	LOC118502579|XP_035890806.1|ASTE
OG0001305	LOC108155146|XP_017141290.1|DMIR	LOC118508529|XP_035904296.1|ASTE
OG0001306	LOC108156304|XP_017143181.1|DMIR	LOC118507719|XP_035902560.1|ASTE
OG0001307	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR	LOC118502798|XP_035891298.1|ASTE
OG0001308	LOC108161191|XP_017150911.1|DMIR, LOC117186562|XP_033243401.1|DMIR, LOC108153754|XP_033243397.1|DMIR, LOC117186561|XP_033243399.1|DMIR	LOC118506555|XP_035899757.1|ASTE
OG0001309	LOC108155099|XP_017141216.1|DMIR	LOC118507709|XP_035902497.1|ASTE, LOC118507710|XP_035902498.1|ASTE
OG0001311	LOC108159813|XP_017148876.1|DMIR, LOC117189098|XP_033249984.1|DMIR, LOC108163801|XP_017154779.1|DMIR	LOC118503317|XP_035892341.1|ASTE, LOC118517427|XP_035919433.1|ASTE
