Orthogroup	DMIR.longest_only	DPER.longest_only
OG0000341	LOC108150897|XP_017134696.1|DMIR	LOC6597004|XP_002022167.1|DPER
OG0000342	LOC108163960|XP_017155000.1|DMIR	LOC6593620|XP_026843477.1|DPER
OG0000342	LOC108153306|XP_017138706.1|DMIR	LOC6603097|XP_026847111.1|DPER
OG0000342	LOC108158235|XP_017145956.1|DMIR	LOC6601305|XP_002026343.1|DPER
OG0000343	LOC108155775|XP_017142323.1|DMIR	LOC6594918|XP_002020126.1|DPER
OG0000343	LOC108154366|XP_017140120.1|DMIR	LOC6594601|XP_026850799.1|DPER
OG0000344	LOC108159576|XP_017148509.1|DMIR	LOC6592811|XP_002017608.1|DPER
OG0000344	LOC108155393|XP_017141666.1|DMIR	LOC6594966|XP_026840279.1|DPER
OG0000345	LOC117193057|XP_033253681.1|DMIR, LOC108159911|XP_017149032.1|DMIR	LOC6590467|XP_002016653.2|DPER
OG0000345	LOC108158417|XP_033248151.1|DMIR, LOC117192612|XP_033253220.1|DMIR	LOC6593251|XP_026842808.1|DPER
OG0000346	LOC117191074|XP_033251934.1|DMIR, LOC108158475|XP_017146268.1|DMIR	LOC6591200|XP_026841572.1|DPER
OG0000347	LOC108152709|XP_033242512.1|DMIR	LOC6604005|XP_026847571.1|DPER
OG0000347	LOC108161768|XP_017151591.1|DMIR	LOC6595638|XP_026844443.1|DPER
OG0000348	LOC108162283|XP_017152431.2|DMIR	LOC6596386|XP_002021539.2|DPER
OG0000348	LOC108163481|XP_017154277.1|DMIR	LOC6595382|XP_026844742.1|DPER
OG0000349	LOC108162746|XP_017153112.1|DMIR	LOC6596562|XP_002021743.2|DPER
OG0000349	LOC117189036|XP_033249813.1|DMIR, LOC108161148|XP_033249510.1|DMIR, LOC117188894|XP_033249331.1|DMIR, LOC117188895|XP_033249334.1|DMIR, LOC108163101|XP_017153678.1|DMIR, LOC117186007|XP_033241931.1|DMIR, LOC117194190|XP_033254738.1|DMIR, LOC117188893|XP_033249327.1|DMIR, LOC108163098|XP_033248519.1|DMIR	LOC6596566|XP_026843405.1|DPER, LOC113565477|XP_026843406.1|DPER, LOC6596565|XP_026843404.1|DPER, LOC6596567|XP_002021748.2|DPER, LOC6596564|XP_026843229.1|DPER, LOC6596570|XP_026843647.1|DPER
OG0000350	LOC108151012|XP_017134862.1|DMIR	LOC113566002|XP_026845417.1|DPER
OG0000350	LOC108151011|XP_017134861.1|DMIR	LOC6596009|XP_026845418.1|DPER
OG0000350	LOC108157039|XP_017144344.1|DMIR	LOC6588575|XP_002012997.2|DPER
OG0000351	LOC108159766|XP_017148814.1|DMIR	LOC6592717|XP_002018084.2|DPER
OG0000351	LOC117192964|XP_033253577.1|DMIR, LOC108159768|XP_017148816.1|DMIR	LOC6592718|XP_002018085.1|DPER
OG0000353	LOC108155801|XP_017142371.1|DMIR	LOC6588167|XP_002013397.1|DPER
OG0000353	LOC108162840|XP_017153270.1|DMIR	LOC6588730|XP_026843884.1|DPER
OG0000354	LOC108163352|XP_017154083.1|DMIR	LOC6589619|XP_002014877.1|DPER
OG0000354	LOC108163353|XP_017154084.1|DMIR	LOC6589456|XP_026844644.1|DPER
OG0000355	LOC108158852|XP_017147065.1|DMIR	LOC6592795|XP_002017826.1|DPER
OG0000355	LOC108158706|XP_017146735.1|DMIR	LOC6602136|XP_026841105.1|DPER
OG0000355	LOC108158708|XP_017146737.1|DMIR	LOC113565062|XP_026841108.1|DPER
OG0000356	LOC108161706|XP_017151513.1|DMIR	LOC6588699|XP_002014940.1|DPER, LOC6588740|XP_002014937.1|DPER
OG0000356	LOC108161707|XP_017151516.1|DMIR	LOC6588739|XP_026844969.1|DPER, LOC6588742|XP_026844971.1|DPER
OG0000358	LOC108154502|XP_017140290.1|DMIR	LOC6587993|XP_002013344.1|DPER
OG0000358	LOC108154577|XP_017140368.1|DMIR	LOC6588064|XP_002013334.1|DPER
OG0000358	LOC108155916|XP_017142556.1|DMIR	LOC6588005|XP_002013332.1|DPER
OG0000359	LOC108165272|XP_017156796.1|DMIR	LOC6597006|XP_026845432.1|DPER
OG0000359	LOC108150883|XP_017134681.1|DMIR	LOC6597003|XP_002022166.2|DPER
OG0000360	LOC108154688|XP_017140525.1|DMIR	LOC6591880|XP_002017078.1|DPER
OG0000361	LOC108161910|XP_017151802.1|DMIR	LOC6597922|XP_026843362.1|DPER
OG0000361	LOC108164081|XP_017155155.2|DMIR	LOC6602253|XP_002027283.2|DPER
OG0000362	LOC108164439|XP_017155629.1|DMIR	LOC6602564|XP_002027585.1|DPER
OG0000362	LOC108151950|XP_017136377.1|DMIR	LOC6597153|XP_026845683.1|DPER
OG0000362	LOC108151433|XP_017135517.1|DMIR	LOC6596172|XP_002021149.1|DPER
OG0000363	LOC108155053|XP_017141122.1|DMIR	LOC6591848|XP_026850972.1|DPER
OG0000363	LOC108152147|XP_017136746.1|DMIR	LOC6603686|XP_026848155.1|DPER
OG0000364	LOC108151049|XP_033242186.1|DMIR	LOC6601133|XP_026848981.1|DPER
OG0000365	LOC108160626|XP_017150234.2|DMIR, LOC117185766|XP_033247459.1|DMIR	LOC6593262|XP_026842483.1|DPER
OG0000365	LOC108164206|XP_017155325.1|DMIR	LOC6589051|XP_026844719.1|DPER
OG0000366	LOC108158188|XP_017145911.1|DMIR	LOC6598271|XP_026846326.1|DPER
OG0000366	LOC108157635|XP_017145265.1|DMIR	LOC6591752|XP_026850619.1|DPER
OG0000367	LOC108151828|XP_017136186.1|DMIR	LOC6600236|XP_002025401.1|DPER
OG0000367	LOC108159321|XP_017148001.1|DMIR	LOC6590137|XP_002015614.2|DPER
OG0000368	LOC108153378|XP_017138839.1|DMIR	LOC6598863|XP_026847868.1|DPER
OG0000368	LOC108153602|XP_017139182.1|DMIR	LOC6598881|XP_026847854.1|DPER
OG0000370	LOC108165427|XP_017156954.1|DMIR	LOC6601510|XP_002026572.2|DPER
OG0000370	LOC117190896|XP_033251793.1|DMIR	LOC113566874|XP_026849839.1|DPER
OG0000370	LOC117189608|XP_033250621.1|DMIR, LOC108160644|XP_033246990.1|DMIR	LOC6590120|XP_002016033.1|DPER
OG0000371	LOC108153834|XP_033253230.1|DMIR	LOC6599215|XP_002024305.1|DPER
OG0000371	LOC108160842|XP_017150586.2|DMIR, LOC117185796|XP_033247638.1|DMIR	LOC6593007|XP_002018459.1|DPER
OG0000371	LOC108153967|XP_017139553.2|DMIR	LOC6587590|XP_002013994.1|DPER
OG0000372	LOC108161550|XP_017151321.1|DMIR	LOC6593821|XP_002019068.1|DPER
OG0000373	LOC108153922|XP_033245243.1|DMIR, LOC108154898|XP_017140836.2|DMIR	LOC6588069|XP_026840297.1|DPER
OG0000373	LOC108159980|XP_017149162.2|DMIR, LOC117185735|XP_033248332.1|DMIR	LOC113565145|XP_026841994.1|DPER
OG0000373	LOC108160847|XP_017150592.2|DMIR, LOC117185685|XP_033246890.1|DMIR	LOC6590625|XP_002016712.2|DPER
OG0000373	LOC108158208|XP_017145919.1|DMIR	LOC113565147|XP_026842027.1|DPER
OG0000374	LOC108163021|XP_017153549.1|DMIR	LOC6588937|XP_026844526.1|DPER
OG0000375	LOC108151440|XP_017135538.1|DMIR	LOC6601817|XP_002026985.1|DPER
OG0000375	LOC108151441|XP_017135539.1|DMIR	LOC6601816|XP_002026984.1|DPER
OG0000376	LOC108153979|XP_017139567.1|DMIR	LOC6600427|XP_002025532.1|DPER
OG0000376	LOC108153969|XP_017139558.1|DMIR	LOC6601997|XP_002027050.1|DPER
OG0000377	LOC108152091|XP_017136629.1|DMIR	LOC6598134|XP_026846188.1|DPER
OG0000377	LOC108154927|XP_017140878.2|DMIR	LOC6588240|XP_002012912.1|DPER
OG0000378	LOC117188117|XP_033247349.1|DMIR, LOC108159574|XP_033254204.1|DMIR	LOC6593050|XP_002017605.1|DPER
OG0000378	LOC108154592|XP_017140388.1|DMIR	LOC6600199|XP_026846644.1|DPER
OG0000379	LOC117191418|XP_033252182.1|DMIR, LOC108158658|XP_017146644.1|DMIR	LOC6590850|XP_002016363.1|DPER
OG0000379	LOC117190967|XP_033251846.1|DMIR, LOC108158657|XP_017146642.1|DMIR	LOC6590849|XP_002016362.1|DPER
OG0000379	LOC108160190|XP_017149513.1|DMIR	LOC6590975|XP_026842550.1|DPER
OG0000380	LOC108160953|XP_017150733.1|DMIR	LOC6592651|XP_002017987.2|DPER
OG0000380	LOC108165496|XP_017157042.1|DMIR	LOC113566722|XP_026849410.1|DPER
OG0000381	LOC108164221|XP_017155343.1|DMIR	LOC6596429|XP_002021827.1|DPER
OG0000381	LOC108163723|XP_017154662.1|DMIR	LOC6593437|XP_002019193.1|DPER
OG0000382	LOC108153118|XP_017138395.1|DMIR	LOC6603420|XP_026848060.1|DPER
OG0000382	LOC117187181|XP_033245186.1|DMIR, LOC108154017|XP_017139599.1|DMIR, LOC117187178|XP_033245182.1|DMIR, LOC108155287|XP_017141492.2|DMIR, LOC117187179|XP_033245183.1|DMIR, LOC117187177|XP_033245181.1|DMIR, LOC117187180|XP_033245185.1|DMIR	LOC6604511|XP_026849204.1|DPER, LOC113566683|XP_026849208.1|DPER, LOC113566685|XP_026849214.1|DPER, LOC113566689|XP_026849222.1|DPER, LOC6595291|XP_002020357.2|DPER
OG0000383	LOC108162652|XP_017152974.1|DMIR	LOC6589434|XP_002014861.1|DPER
OG0000383	LOC108161945|XP_017151870.1|DMIR	LOC6589241|XP_002014733.2|DPER
OG0000384	LOC117191391|XP_033252165.1|DMIR, LOC108160312|XP_017149722.1|DMIR	LOC6590782|XP_026841671.1|DPER
OG0000384	LOC108160611|XP_017150214.1|DMIR, LOC117191066|XP_033251923.1|DMIR	LOC6590781|XP_002016099.1|DPER
OG0000385	LOC108157827|XP_033245501.1|DMIR	LOC6599915|XP_026849218.1|DPER
OG0000385	LOC108157800|XP_017145485.1|DMIR	LOC6599914|XP_026849179.1|DPER
OG0000386	LOC108157181|XP_017144593.1|DMIR	LOC6595157|XP_002020284.1|DPER
OG0000387	LOC108163350|XP_017154080.1|DMIR	LOC6589618|XP_002014876.1|DPER
OG0000388	LOC108153544|XP_017139101.1|DMIR	LOC6601245|XP_002026207.1|DPER
OG0000388	LOC108150814|XP_017134607.1|DMIR	LOC6601244|XP_002026206.1|DPER
OG0000389	LOC108155707|XP_033245171.1|DMIR	LOC113564889|XP_026839929.1|DPER, LOC113564888|XP_026839928.1|DPER
OG0000389	LOC108153105|XP_017138379.1|DMIR	LOC6602733|XP_026849512.1|DPER
OG0000390	LOC117188720|XP_033248889.1|DMIR, LOC108162565|XP_017152852.1|DMIR	LOC6593682|XP_002018760.1|DPER, LOC6589001|XP_002014323.1|DPER, LOC113565804|XP_026844773.1|DPER
OG0000391	LOC117190429|XP_033251401.1|DMIR, LOC108158732|XP_017146825.1|DMIR	LOC6590335|XP_002016292.2|DPER
OG0000391	LOC108160797|XP_017150503.1|DMIR	LOC6590075|XP_026841586.1|DPER
OG0000392	LOC108163883|XP_017154887.2|DMIR	LOC6593952|XP_002018638.2|DPER
OG0000392	LOC108164101|XP_033249493.1|DMIR	LOC6593957|XP_002018642.1|DPER
OG0000393	LOC108162496|XP_033249836.1|DMIR	LOC6595648|XP_026843938.1|DPER
OG0000393	LOC108163840|XP_017154842.1|DMIR	LOC6595736|XP_026843946.1|DPER
OG0000394	LOC108153357|XP_017138816.1|DMIR	LOC6598286|XP_002023309.2|DPER
OG0000394	LOC108153373|XP_017138836.1|DMIR	LOC6598285|XP_002023308.1|DPER
OG0000395	LOC108151023|XP_017134872.2|DMIR	LOC6604424|XP_026845302.1|DPER
OG0000395	LOC108151021|XP_017134869.1|DMIR	LOC6596012|XP_002021001.2|DPER
OG0000396	LOC108163242|XP_017153894.1|DMIR	LOC6589171|XP_002014620.1|DPER
OG0000397	LOC108160285|XP_017149662.1|DMIR	LOC6593273|XP_026842507.1|DPER
OG0000397	LOC108160283|XP_017149658.1|DMIR	LOC113565209|XP_026842506.1|DPER
OG0000397	LOC108160284|XP_017149661.1|DMIR	LOC6593274|XP_002018192.1|DPER
OG0000398	LOC108160646|XP_017150268.1|DMIR, LOC117189606|XP_033250615.1|DMIR	LOC6590124|XP_002016037.2|DPER
OG0000398	LOC108156576|XP_017143599.1|DMIR	LOC6594071|XP_002019731.1|DPER
OG0000398	LOC108156575|XP_017143597.1|DMIR	LOC113567258|XP_026850316.1|DPER
OG0000398	LOC117188001|XP_033246991.1|DMIR	LOC113565259|XP_026842891.1|DPER
OG0000398	LOC108160645|XP_017150267.1|DMIR	LOC6590123|XP_002016036.1|DPER, LOC6590122|XP_026842000.1|DPER
OG0000398	LOC108158296|XP_017146026.1|DMIR	LOC6593225|XP_002018346.2|DPER
OG0000398	LOC108158303|XP_033248183.1|DMIR	LOC6593227|XP_002018348.2|DPER
OG0000398	LOC117193514|XP_033254149.1|DMIR	LOC6593226|XP_026841827.1|DPER
OG0000399	LOC108157406|XP_017144941.1|DMIR	LOC6598680|XP_002023767.1|DPER
OG0000399	LOC108153671|XP_017139274.2|DMIR, LOC108165276|XP_033243088.1|DMIR	LOC6597081|XP_026845345.1|DPER, LOC6597083|XP_026845562.1|DPER
OG0000399	LOC108155544|XP_017141912.1|DMIR	LOC6587726|XP_002012788.1|DPER
OG0000400	LOC108164521|XP_017155800.1|DMIR	LOC6598598|XP_002023543.2|DPER, LOC6600765|XP_026848701.1|DPER, LOC6598601|XP_002023548.2|DPER
OG0000400	LOC108164522|XP_033245941.1|DMIR	LOC6598510|XP_002023549.1|DPER
OG0000401	LOC108153134|XP_017138418.1|DMIR, LOC108165538|XP_017157101.1|DMIR	LOC6601931|XP_002026973.2|DPER
OG0000401	LOC108159778|XP_017148831.2|DMIR	LOC6597362|XP_002022403.1|DPER, LOC6597361|XP_002022402.2|DPER
OG0000402	LOC108164649|XP_017155990.1|DMIR	LOC6601708|XP_002026767.2|DPER
OG0000403	LOC108156639|XP_017143726.1|DMIR	LOC6588648|XP_002013216.2|DPER
OG0000403	LOC108158715|XP_017146747.1|DMIR	LOC6592429|XP_002018241.1|DPER
OG0000404	LOC108157376|XP_017144894.1|DMIR	LOC6595345|XP_002020556.1|DPER
OG0000404	LOC108157375|XP_017144892.1|DMIR	LOC6595344|XP_002020555.1|DPER
OG0000405	LOC108164865|XP_017156289.1|DMIR	LOC6597595|XP_002022814.1|DPER
OG0000405	LOC108164269|XP_017155401.1|DMIR, LOC117189064|XP_033249911.1|DMIR	LOC6595350|XP_026844746.1|DPER, LOC6595351|XP_026844744.1|DPER, LOC6593578|XP_002018869.1|DPER, LOC6597281|XP_026846481.1|DPER
OG0000405	LOC108155002|XP_017141039.1|DMIR	LOC6588182|XP_002013760.1|DPER
OG0000406	LOC108152980|XP_017138196.1|DMIR	LOC6603347|XP_002028344.1|DPER
OG0000406	LOC108159836|XP_017148915.1|DMIR	LOC6593055|XP_002018467.1|DPER
OG0000407	LOC108151557|XP_033243525.1|DMIR	LOC6603019|XP_002028040.1|DPER
OG0000407	LOC108151555|XP_017135710.1|DMIR	LOC6603018|XP_002028039.1|DPER
OG0000408	LOC108157814|XP_017145501.1|DMIR	LOC6587636|XP_002013908.1|DPER
OG0000408	LOC108163090|XP_017153665.1|DMIR	LOC6596341|XP_002021697.1|DPER
OG0000409	LOC117195109|XP_033255654.1|DMIR, LOC108160963|XP_017150747.1|DMIR	LOC6590752|XP_002016144.1|DPER
OG0000409	LOC108159085|XP_017147529.2|DMIR, LOC117188028|XP_033247062.1|DMIR	LOC6592845|XP_026841811.1|DPER
OG0000410	LOC108162315|XP_033250069.1|DMIR	LOC6595660|XP_002020782.1|DPER
OG0000410	LOC108162314|XP_017152483.1|DMIR	LOC6595659|XP_002020781.2|DPER
OG0000410	LOC108162313|XP_017152481.1|DMIR	LOC6595662|XP_026843919.1|DPER
OG0000411	LOC108155024|XP_017141068.1|DMIR	LOC6594564|XP_002019583.1|DPER
OG0000411	LOC108163826|XP_017154803.1|DMIR	LOC113565480|XP_026843422.1|DPER
OG0000412	LOC108160044|XP_017149277.1|DMIR, LOC117193217|XP_033253859.1|DMIR	LOC6592346|XP_002018293.1|DPER
OG0000412	LOC108153098|XP_033242182.1|DMIR	LOC6601963|XP_002027013.2|DPER
OG0000413	LOC108153917|XP_017139502.1|DMIR	LOC6588112|XP_002014116.2|DPER
OG0000413	LOC108153886|XP_017139475.1|DMIR	LOC6591540|XP_002017184.1|DPER
OG0000414	LOC108158700|XP_017146724.1|DMIR	LOC113565090|XP_026841449.1|DPER
OG0000414	LOC117193227|XP_033253871.1|DMIR, LOC108159639|XP_017148593.1|DMIR	LOC6592908|XP_002018576.1|DPER
OG0000415	LOC108159910|XP_017149030.1|DMIR, LOC117192339|XP_033252877.1|DMIR	LOC6592728|XP_002018095.1|DPER
OG0000415	LOC117185889|XP_033253948.1|DMIR, LOC108160015|XP_017149237.1|DMIR, LOC117193778|XP_033254398.1|DMIR	LOC6592730|XP_026841009.1|DPER
OG0000416	LOC108159601|XP_017148548.1|DMIR	LOC113566127|XP_026846117.1|DPER
OG0000416	LOC108164922|XP_033249217.1|DMIR	LOC6598584|XP_002023617.2|DPER
OG0000417	LOC108156857|XP_017144073.1|DMIR	LOC6594863|XP_026850980.1|DPER
OG0000417	LOC108155690|XP_017142152.1|DMIR	LOC6595330|XP_026850450.1|DPER
OG0000418	LOC108164708|XP_017156084.1|DMIR	LOC113566212|XP_026846685.1|DPER, LOC6600095|XP_002025208.2|DPER
OG0000418	LOC108164943|XP_017156420.1|DMIR	LOC6601773|XP_002026808.1|DPER
OG0000419	LOC117188173|XP_033247510.1|DMIR, LOC108159405|XP_033252973.1|DMIR	LOC6602137|XP_026841016.1|DPER
OG0000419	LOC108161978|XP_033241968.1|DMIR	LOC6597763|XP_026846540.1|DPER
OG0000421	LOC108162793|XP_017153182.1|DMIR	LOC6593747|XP_026842929.1|DPER
OG0000421	LOC108162228|XP_017152338.1|DMIR	LOC6588909|XP_026844062.1|DPER
OG0000422	LOC108154969|XP_017140972.1|DMIR	LOC6594365|XP_026849933.1|DPER
OG0000423	LOC108160457|XP_017149962.1|DMIR	LOC6592331|XP_026842756.1|DPER
OG0000423	LOC108160113|XP_017149394.1|DMIR	LOC6592332|XP_002017852.1|DPER
OG0000424	LOC108160036|XP_017149265.1|DMIR	LOC6601542|XP_002026689.1|DPER
OG0000424	LOC108160037|XP_033247441.1|DMIR	LOC6601543|XP_002026690.1|DPER
OG0000425	LOC108160994|XP_017150789.2|DMIR, LOC117188432|XP_033248202.1|DMIR	LOC6601583|XP_026842018.1|DPER
OG0000425	LOC117193080|XP_033253699.1|DMIR, LOC108160823|XP_017150543.1|DMIR	LOC6592350|XP_026841763.1|DPER
OG0000426	LOC108159241|XP_017147854.1|DMIR	LOC6590824|XP_002016478.1|DPER
OG0000427	LOC117193712|XP_033254329.1|DMIR, LOC117188690|XP_033248806.1|DMIR, LOC117188584|XP_033248462.1|DMIR, LOC117191259|XP_033252068.1|DMIR	LOC113565158|XP_026842116.1|DPER
OG0000428	LOC108153730|XP_017139348.1|DMIR	LOC6597141|XP_002022299.1|DPER
OG0000428	LOC108153417|XP_017138907.1|DMIR	LOC6597142|XP_026845532.1|DPER
OG0000428	LOC108153416|XP_017138906.1|DMIR	LOC6597143|XP_002022301.1|DPER
OG0000429	LOC117194079|XP_033254608.1|DMIR	LOC6592581|XP_026841180.1|DPER
OG0000429	LOC117193585|XP_033254216.1|DMIR, LOC108158060|XP_033246562.1|DMIR	LOC6592819|XP_002017748.2|DPER
OG0000429	LOC117193586|XP_033254217.1|DMIR	LOC6592582|XP_002017747.1|DPER
OG0000430	LOC108154469|XP_017140229.1|DMIR	LOC6595313|XP_002020440.2|DPER
OG0000430	LOC108157558|XP_017145153.1|DMIR	LOC6594091|XP_002019797.1|DPER
OG0000430	LOC108157557|XP_017145150.1|DMIR	LOC6594090|XP_002019796.1|DPER
OG0000431	LOC108154399|XP_017140154.1|DMIR	LOC6587923|XP_002013713.1|DPER
OG0000433	LOC108156542|XP_017143542.1|DMIR	LOC6599288|XP_002024253.2|DPER
OG0000433	LOC108153625|XP_017139217.1|DMIR	LOC6602928|XP_002027979.1|DPER
OG0000434	LOC108156697|XP_033245001.1|DMIR	LOC6595189|XP_002020045.1|DPER
OG0000434	LOC117192772|XP_033253409.1|DMIR, LOC117192771|XP_033253408.1|DMIR, LOC117192773|XP_033253411.1|DMIR, LOC117192832|XP_033253484.1|DMIR, LOC117192774|XP_033253413.1|DMIR, LOC117192776|XP_033253417.1|DMIR, LOC108158710|XP_017146739.1|DMIR	LOC6602131|XP_002027103.1|DPER
OG0000435	LOC108158891|XP_017147205.1|DMIR	LOC6597885|XP_002023045.1|DPER
OG0000437	LOC108163191|XP_017153821.1|DMIR	LOC6589388|XP_002014349.2|DPER
OG0000437	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR	LOC6596651|XP_002021659.1|DPER
OG0000438	LOC108165069|XP_017156606.1|DMIR	LOC113566151|XP_026846301.1|DPER, LOC113566147|XP_026846297.1|DPER, LOC113566152|XP_026846302.1|DPER, LOC113566148|XP_026846298.1|DPER, LOC113566150|XP_026846300.1|DPER, LOC113566149|XP_026846299.1|DPER, LOC113566142|XP_026846272.1|DPER
OG0000438	LOC108154916|XP_017140864.1|DMIR	LOC6594898|XP_002020498.1|DPER
OG0000439	LOC108163683|XP_017154597.1|DMIR	LOC6593872|XP_002019169.2|DPER
OG0000439	LOC108153164|XP_017138458.1|DMIR	LOC113566013|XP_026845496.1|DPER
OG0000440	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR	LOC6592387|XP_002018142.1|DPER
OG0000440	LOC108158153|XP_017145864.1|DMIR	LOC6590104|XP_002015660.2|DPER
OG0000441	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR	LOC6601574|XP_002026665.1|DPER
OG0000441	LOC108158220|XP_017145937.1|DMIR	LOC6601573|XP_002026664.2|DPER
OG0000442	LOC108157008|XP_017144302.2|DMIR	LOC6598257|XP_002023315.2|DPER
OG0000443	LOC108152280|XP_017136987.1|DMIR	LOC6600568|XP_002025686.2|DPER
OG0000443	LOC108152279|XP_017136986.1|DMIR	LOC6600569|XP_002025687.1|DPER
OG0000444	LOC108161226|XP_017150939.1|DMIR	LOC6593885|XP_026843100.1|DPER
OG0000444	LOC108163856|XP_017154860.1|DMIR	LOC6593883|XP_026843478.1|DPER
OG0000446	LOC108163225|XP_017153874.2|DMIR	LOC113566140|XP_026846258.1|DPER
OG0000446	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR	LOC113565241|XP_026842771.1|DPER
OG0000447	LOC117190426|XP_033251397.1|DMIR, LOC117194760|XP_033255151.1|DMIR, LOC117195147|XP_033255686.1|DMIR, LOC117195146|XP_033255685.1|DMIR, LOC117194494|XP_033254940.1|DMIR, LOC117194357|XP_033254813.1|DMIR, LOC117191357|XP_033252142.1|DMIR	LOC113566935|XP_026849946.1|DPER, LOC113567290|XP_026850434.1|DPER, LOC113566901|XP_026849891.1|DPER
OG0000447	LOC117190424|XP_033251395.1|DMIR, LOC117190425|XP_033251396.1|DMIR, LOC117191618|XP_033252328.1|DMIR, LOC117195131|XP_033255674.1|DMIR, LOC117195112|XP_033255655.1|DMIR, LOC117191938|XP_033252576.1|DMIR, LOC117194732|XP_033255121.1|DMIR, LOC117191713|XP_033252392.1|DMIR, LOC117194800|XP_033255176.1|DMIR, LOC117194787|XP_033255171.1|DMIR	LOC113566983|XP_026850025.1|DPER, LOC113566982|XP_026850024.1|DPER, LOC113567041|XP_026850046.1|DPER, LOC113567198|XP_026850167.1|DPER
OG0000447	LOC117195135|XP_033255678.1|DMIR	LOC113567042|XP_026850047.1|DPER, LOC113566868|XP_026849830.1|DPER, LOC113566984|XP_026850026.1|DPER, LOC113566934|XP_026849945.1|DPER, LOC113567053|XP_026850052.1|DPER, LOC113566503|XP_026848203.1|DPER
OG0000447	LOC117192052|XP_033252659.1|DMIR	LOC113567136|XP_026850103.1|DPER, LOC113567141|XP_026850105.1|DPER
OG0000447	LOC117189257|XP_033250323.1|DMIR	LOC113567173|XP_026850144.1|DPER
OG0000448	LOC108157671|XP_017145322.1|DMIR	LOC6595209|XP_002020384.1|DPER
OG0000448	LOC108157737|XP_017145402.1|DMIR	LOC6595207|XP_026846649.1|DPER
OG0000449	LOC108151450|XP_017135555.1|DMIR	LOC6596096|XP_026845262.1|DPER
OG0000449	LOC108163338|XP_017154063.1|DMIR	LOC6593300|XP_026843607.1|DPER
OG0000450	LOC108164547|XP_017155845.1|DMIR	LOC6599209|XP_026848280.1|DPER
OG0000450	LOC108162040|XP_017152057.1|DMIR	LOC6597434|XP_026846562.1|DPER
OG0000451	LOC108151468|XP_017135583.1|DMIR	LOC6596753|XP_026845921.1|DPER
OG0000451	LOC108151470|XP_017135585.1|DMIR	LOC6596755|XP_026845920.1|DPER
OG0000453	LOC108157357|XP_017144869.1|DMIR	LOC6588254|XP_002013590.1|DPER
OG0000453	LOC108157761|XP_017145433.1|DMIR	LOC6588554|XP_002013588.2|DPER
OG0000454	LOC108157785|XP_017145464.1|DMIR	LOC6587834|XP_002013276.1|DPER
OG0000454	LOC108152177|XP_017136797.1|DMIR	LOC113566494|XP_026848132.1|DPER, LOC113566493|XP_026848130.1|DPER, LOC6603969|XP_026848128.1|DPER, LOC113566491|XP_026848123.1|DPER, LOC113566492|XP_026848126.1|DPER, LOC113566495|XP_026848135.1|DPER, LOC6603361|XP_026848184.1|DPER
OG0000455	LOC108159265|XP_033247941.1|DMIR	LOC6602124|XP_026842747.1|DPER
OG0000456	LOC108162817|XP_033248630.1|DMIR	LOC6598087|XP_026843226.1|DPER
OG0000457	LOC108162974|XP_033249578.1|DMIR	LOC6593846|XP_026843827.1|DPER
OG0000457	LOC108161358|XP_017151090.1|DMIR	LOC6593566|XP_026844605.1|DPER
OG0000458	LOC108161569|XP_033248596.1|DMIR	LOC6603032|XP_026843038.1|DPER
OG0000460	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR	LOC6595665|XP_002020725.1|DPER, LOC6595697|XP_002020723.2|DPER
