Orthogroup	DMIR.longest_only	DPSE.longest_only
OG0002237	LOC117190507|XP_033251462.1|DMIR, LOC108158746|XP_017146843.1|DMIR	LOC4804305|XP_015039799.2|DPSE
OG0002238	LOC108163253|XP_017153909.1|DMIR, LOC108160004|XP_033251509.1|DMIR	LOC4803415|XP_015039068.2|DPSE
OG0002239	LOC108158157|XP_017145868.1|DMIR, LOC117189841|XP_033250807.1|DMIR, LOC108158158|XP_017145870.2|DMIR, LOC117187855|XP_033246631.1|DMIR	LOC4803538|XP_001360248.1|DPSE
OG0002240	LOC108159944|XP_017149088.1|DMIR, LOC117194096|XP_033254629.1|DMIR, LOC117194097|XP_033254630.1|DMIR, LOC117194098|XP_033254631.1|DMIR	LOC4805227|XP_001361665.2|DPSE
OG0002241	LOC108151242|XP_017135232.1|DMIR	LOC4812220|XP_001352612.3|DPSE
OG0002242	LOC108152690|XP_017137683.1|DMIR	LOC4813950|XP_001354110.3|DPSE
OG0002243	LOC108157067|XP_017144391.1|DMIR	LOC4801861|XP_033241811.1|DPSE
OG0002244	LOC108151899|XP_017136298.1|DMIR	LOC4812636|XP_001353026.3|DPSE
OG0002245	LOC108153045|XP_017138296.1|DMIR	LOC4811920|XP_001352523.4|DPSE
OG0002246	LOC117191894|XP_033252541.1|DMIR, LOC108164130|XP_017155219.1|DMIR	LOC4803416|XP_033234070.1|DPSE
OG0002247	LOC108159323|XP_017148003.1|DMIR, LOC117189547|XP_033250584.1|DMIR, LOC117189548|XP_033250585.1|DMIR	LOC26533982|XP_015039134.1|DPSE
OG0002248	LOC108152359|XP_017137121.1|DMIR	LOC4812023|XP_001352600.2|DPSE
OG0002249	LOC108165350|XP_017156872.1|DMIR	LOC6900883|XP_002135240.1|DPSE
OG0002250	LOC108160890|XP_017150648.2|DMIR, LOC117188421|XP_033248171.1|DMIR	LOC4804402|XP_001360971.3|DPSE
OG0002251	LOC117191274|XP_033252075.1|DMIR, LOC108159965|XP_017149132.1|DMIR	LOC4804400|XP_001360970.3|DPSE
OG0002252	LOC108160625|XP_017150233.1|DMIR, LOC117189721|XP_033250698.1|DMIR	LOC4804414|XP_001360982.4|DPSE
OG0002253	LOC108160286|XP_017149663.1|DMIR, LOC117193239|XP_033253877.1|DMIR	LOC4805586|XP_001361967.3|DPSE
OG0002254	LOC108154776|XP_017140650.1|DMIR	LOC4800424|XP_033241599.1|DPSE
OG0002255	LOC108155700|XP_017142167.1|DMIR	LOC6896700|XP_002136914.2|DPSE
OG0002255	LOC108164864|XP_017156292.1|DMIR	LOC4815712|XP_001355484.1|DPSE
OG0002256	LOC108159716|XP_017148725.2|DMIR, LOC117194005|XP_033254531.1|DMIR	LOC4805321|XP_001361740.3|DPSE
OG0002257	LOC117185932|XP_033254252.1|DMIR, LOC108158911|XP_017147194.1|DMIR	LOC4804745|XP_001361257.2|DPSE
OG0002258	LOC108152292|XP_017137003.1|DMIR	LOC4814040|XP_001354185.2|DPSE
OG0002259	LOC117186177|XP_033242321.1|DMIR	LOC117184417|XP_033237535.1|DPSE
OG0002260	LOC108154847|XP_017140752.1|DMIR	LOC6897488|XP_033232401.1|DPSE, LOC6897487|XP_002137636.2|DPSE
OG0002261	LOC108156518|XP_017143512.1|DMIR	LOC6896818|XP_002137021.2|DPSE
OG0002261	LOC108151446|XP_017135547.1|DMIR	LOC4811999|XP_001352964.1|DPSE
OG0002262	LOC117193338|XP_033253956.1|DMIR, LOC108159863|XP_017148953.1|DMIR	LOC6898797|XP_033233521.1|DPSE
OG0002263	LOC108152016|XP_017136481.1|DMIR	LOC117184953|XP_033240097.1|DPSE, LOC117184954|XP_033240098.1|DPSE, LOC4812098|XP_001352532.1|DPSE
OG0002264	LOC117193445|XP_033254090.1|DMIR, LOC108159079|XP_017147522.1|DMIR	LOC4805450|XP_001361849.2|DPSE
OG0002265	LOC117186362|XP_033242967.1|DMIR, LOC117186365|XP_033242970.1|DMIR, LOC117186326|XP_033242849.1|DMIR, LOC108152158|XP_017136767.1|DMIR, LOC117186372|XP_033242975.1|DMIR	LOC4812932|XP_001353784.2|DPSE
OG0002266	LOC108153376|XP_017138835.1|DMIR	LOC6901984|XP_033239645.1|DPSE
OG0002267	LOC108151799|XP_017136139.1|DMIR	LOC4812185|XP_001352768.3|DPSE
OG0002268	LOC108152256|XP_017136954.1|DMIR	LOC4813219|XP_001354081.1|DPSE
OG0002269	LOC108160228|XP_017149570.1|DMIR	LOC6899116|XP_002139033.2|DPSE
OG0002270	LOC108160724|XP_017150391.1|DMIR, LOC117192395|XP_033252963.1|DMIR	LOC4805354|XP_015040595.2|DPSE
OG0002271	LOC108152901|XP_017138036.1|DMIR	LOC4814003|XP_001354157.2|DPSE
OG0002272	LOC108151541|XP_017135690.1|DMIR	LOC4813762|XP_001353728.1|DPSE
OG0002273	LOC108153334|XP_033242881.1|DMIR	LOC6900496|XP_015042837.2|DPSE
OG0002274	LOC108152213|XP_017136861.1|DMIR	LOC4813190|XP_033240151.1|DPSE
OG0002275	LOC117186151|XP_033242224.1|DMIR, LOC108152146|XP_033242227.1|DMIR	LOC4813952|XP_015043487.1|DPSE, LOC117184715|XP_033239300.1|DPSE
OG0002276	LOC108151318|XP_017135347.1|DMIR	LOC4814086|XP_015042453.2|DPSE
OG0002277	LOC108152933|XP_017138113.1|DMIR	LOC4814148|XP_001354236.2|DPSE
OG0002278	LOC108165316|XP_033243627.1|DMIR	LOC4812879|XP_001353753.3|DPSE
OG0002279	LOC108152285|XP_017136992.1|DMIR	LOC4814189|XP_001354315.1|DPSE
OG0002280	LOC108165436|XP_033242057.1|DMIR	LOC6900150|XP_033237540.1|DPSE
OG0002281	LOC108151674|XP_017135904.1|DMIR	LOC4812172|XP_001352825.3|DPSE
OG0002282	LOC108151178|XP_017135098.1|DMIR	LOC4812505|XP_001352483.2|DPSE
OG0002283	LOC108159226|XP_017147816.1|DMIR	LOC4804467|XP_001361026.3|DPSE
OG0002284	LOC117191018|XP_033251886.1|DMIR, LOC117191017|XP_033251885.1|DMIR, LOC108159441|XP_017148218.1|DMIR	LOC4804037|XP_001360665.2|DPSE
OG0002285	LOC108161665|XP_017151453.1|DMIR	LOC4814837|XP_001355139.1|DPSE
OG0002286	LOC108159379|XP_017148096.1|DMIR	LOC6898207|XP_002138277.3|DPSE
OG0002287	LOC108160090|XP_017149356.1|DMIR	LOC4805355|XP_015040597.2|DPSE
OG0002288	LOC108152335|XP_017137083.1|DMIR	LOC4813986|XP_033240801.1|DPSE
OG0002289	LOC108153370|XP_017138829.1|DMIR	LOC4812738|XP_001353116.2|DPSE
OG0002290	LOC108162136|XP_017152207.1|DMIR	LOC4818177|XP_004444598.3|DPSE
OG0002291	LOC117188336|XP_033247919.1|DMIR, LOC108158097|XP_033253016.1|DMIR	LOC4804924|XP_001361408.4|DPSE
OG0002292	LOC108156842|XP_033244584.1|DMIR	LOC13036500|XP_003736517.3|DPSE
OG0002292	LOC108163393|XP_017154139.1|DMIR	LOC4803417|XP_015039071.1|DPSE
OG0002293	LOC117188306|XP_033247833.1|DMIR	LOC4803332|XP_001357513.3|DPSE
OG0002294	LOC108156539|XP_033245500.1|DMIR, LOC117185801|XP_017143535.2|DMIR	LOC4801805|XP_001358840.1|DPSE, LOC6897347|XP_002137500.1|DPSE
OG0002295	LOC108161190|XP_033248567.1|DMIR	LOC4818003|XP_033235189.1|DPSE
OG0002296	LOC108161785|XP_017151616.1|DMIR	LOC4817016|XP_033236783.1|DPSE
OG0002297	LOC108156385|XP_033244677.1|DMIR	LOC4803093|XP_033233877.1|DPSE
OG0002298	LOC117187787|XP_033246524.1|DMIR, LOC108159505|XP_017148351.1|DMIR	LOC4804311|XP_001360891.1|DPSE
OG0002299	LOC108165340|XP_033254763.1|DMIR	LOC6898394|XP_002138441.1|DPSE, LOC6902289|XP_002133816.3|DPSE
OG0002299	LOC108156133|XP_017142938.1|DMIR	LOC6902259|XP_002133786.1|DPSE
OG0002300	LOC108164184|XP_033249730.1|DMIR	LOC6902591|XP_015036696.2|DPSE
OG0002301	LOC108163317|XP_017154030.1|DMIR	LOC4817935|XP_001357416.4|DPSE
OG0002302	LOC108162736|XP_017153100.1|DMIR	LOC4818001|XP_033236505.1|DPSE
OG0002303	LOC108158111|XP_017145780.1|DMIR	LOC4814716|XP_001355137.1|DPSE, LOC6899448|XP_002136085.1|DPSE
OG0002304	LOC108162487|XP_017152728.1|DMIR	LOC6903466|XP_015035425.2|DPSE
OG0002305	LOC108152870|XP_017137988.1|DMIR	LOC4813969|XP_001354127.3|DPSE
OG0002306	LOC108162641|XP_017152952.1|DMIR	LOC6902343|XP_002133289.3|DPSE
OG0002307	LOC108163488|XP_017154289.1|DMIR	LOC4817520|XP_001356935.3|DPSE
OG0002308	LOC108161786|XP_017151622.1|DMIR	LOC4816964|XP_001356376.3|DPSE
OG0002309	LOC108162267|XP_017152406.1|DMIR	LOC4817161|XP_001356818.1|DPSE
OG0002310	LOC108161877|XP_033250021.1|DMIR	LOC4817996|XP_015035580.2|DPSE
OG0002311	LOC108162108|XP_033249353.1|DMIR	LOC6902405|XP_015036986.1|DPSE
OG0002312	LOC108163935|XP_033249313.1|DMIR	LOC4817953|XP_001357342.4|DPSE
OG0002313	LOC117188201|XP_033247576.1|DMIR, LOC117188282|XP_033247747.1|DMIR, LOC117188312|XP_033247848.1|DMIR, LOC117187800|XP_033246542.1|DMIR, LOC108157980|XP_033247244.1|DMIR	LOC4803967|XP_015039514.1|DPSE
OG0002314	LOC117188007|XP_033247013.1|DMIR, LOC108160400|XP_017149881.2|DMIR	LOC6898050|XP_002138136.1|DPSE
OG0002315	LOC108159263|XP_017147897.1|DMIR	LOC4804144|XP_033233884.1|DPSE
OG0002316	LOC108162911|XP_017153376.1|DMIR, LOC117188954|XP_033249527.1|DMIR	LOC4817270|XP_001356777.3|DPSE
OG0002317	LOC108152422|XP_017137226.1|DMIR	LOC6900355|XP_015042586.1|DPSE
OG0002318	LOC108163691|XP_017154612.1|DMIR	LOC4817648|XP_001357040.2|DPSE
OG0002319	LOC108162543|XP_017152814.2|DMIR, LOC117188948|XP_033249516.1|DMIR, LOC117188946|XP_033249514.1|DMIR, LOC117188947|XP_033249515.1|DMIR	LOC4816342|XP_001356136.2|DPSE
OG0002320	LOC108159330|XP_017148015.2|DMIR, LOC117188224|XP_033247625.1|DMIR	LOC4805511|XP_001361902.2|DPSE
OG0002321	LOC117188195|XP_033247565.1|DMIR	LOC4803680|XP_033234103.1|DPSE
OG0002322	LOC108163066|XP_017153629.1|DMIR	LOC4816583|XP_001356097.4|DPSE
OG0002323	LOC108163325|XP_017154044.1|DMIR	LOC4818190|XP_001357501.2|DPSE
OG0002324	LOC108152558|XP_017137470.2|DMIR	LOC6903667|XP_033239097.1|DPSE, LOC6900270|XP_015044041.2|DPSE
OG0002325	LOC108152118|XP_017136685.2|DMIR	LOC4813316|XP_015042984.1|DPSE
OG0002326	LOC108152119|XP_017136690.1|DMIR	LOC4813019|XP_015042986.2|DPSE
OG0002327	LOC108156775|XP_017143931.1|DMIR	LOC4803139|XP_003736916.2|DPSE
OG0002328	LOC108163413|XP_017154168.1|DMIR	LOC4816611|XP_015036723.1|DPSE
OG0002329	LOC108164110|XP_017155193.1|DMIR	LOC4817602|XP_001357004.1|DPSE
OG0002330	LOC108162832|XP_017153253.1|DMIR	LOC4817604|XP_001357006.3|DPSE
OG0002331	LOC117185984|XP_033241895.1|DMIR, LOC117185914|XP_033252844.1|DMIR, LOC117192346|XP_033252899.1|DMIR	LOC4814533|XP_001355103.2|DPSE
OG0002332	LOC108152712|XP_017137735.1|DMIR	LOC4812068|XP_001352719.3|DPSE
OG0002333	LOC108160773|XP_017150463.1|DMIR, LOC117193751|XP_033254372.1|DMIR	LOC6898614|XP_002138619.3|DPSE
OG0002334	LOC108163246|XP_017153900.1|DMIR	LOC4818020|XP_001357220.3|DPSE
OG0002335	LOC117192751|XP_033253388.1|DMIR, LOC108159448|XP_033248001.1|DMIR	LOC6898566|XP_002138586.3|DPSE
OG0002336	LOC108150918|XP_017134735.1|DMIR	LOC4812124|XP_033240410.1|DPSE
OG0002337	LOC117193348|XP_033253961.1|DMIR, LOC108159023|XP_017147424.2|DMIR	LOC6898867|XP_033234569.1|DPSE
OG0002338	LOC108163647|XP_017154545.1|DMIR	LOC4817780|XP_001357144.3|DPSE
OG0002339	LOC108163192|XP_033248550.1|DMIR	LOC6902511|XP_002133053.3|DPSE
OG0002340	LOC108162922|XP_017153393.1|DMIR	LOC4817014|XP_001356841.3|DPSE
OG0002341	LOC117188352|XP_033247966.1|DMIR, LOC108158870|XP_017147099.1|DMIR	LOC4804085|XP_001360702.1|DPSE
OG0002342	LOC108162223|XP_017152331.1|DMIR	LOC4817341|XP_015035889.1|DPSE
OG0002343	LOC108161898|XP_017151781.2|DMIR	LOC4816738|XP_001355956.3|DPSE
OG0002344	LOC117189168|XP_033250128.1|DMIR	LOC26533548|XP_033236789.1|DPSE
OG0002345	LOC108159541|XP_033253795.1|DMIR, LOC108159543|XP_017148408.2|DMIR, LOC117188447|XP_033248226.1|DMIR	LOC4805000|XP_001361470.2|DPSE
OG0002346	LOC108162115|XP_033250133.1|DMIR	LOC4816108|XP_001355782.2|DPSE
OG0002347	LOC117190660|XP_033251607.1|DMIR, LOC108160412|XP_017149896.2|DMIR, LOC117188077|XP_033247275.1|DMIR	LOC6898047|XP_002138133.2|DPSE
OG0002348	LOC108163708|XP_033249951.1|DMIR, LOC117189086|XP_033249947.1|DMIR, LOC117189088|XP_033249953.1|DMIR	LOC4817306|XP_033235353.1|DPSE
OG0002349	LOC108160684|XP_017150324.2|DMIR, LOC117193552|XP_033254189.1|DMIR	LOC4805002|XP_003736961.3|DPSE
OG0002350	LOC117187816|XP_033246566.1|DMIR, LOC108159540|XP_033248221.1|DMIR	LOC4805001|XP_033234249.1|DPSE
OG0002351	LOC108160857|XP_017150609.2|DMIR, LOC117188310|XP_033247841.1|DMIR	LOC4804275|XP_001360856.3|DPSE
OG0002352	LOC108159412|XP_017148145.2|DMIR, LOC108159094|XP_017147550.1|DMIR	LOC4805198|XP_001361643.2|DPSE
OG0002353	LOC108162080|XP_017152121.1|DMIR	LOC6903361|XP_002132242.2|DPSE
OG0002354	LOC108162345|XP_017152533.1|DMIR	LOC6902362|XP_002133308.1|DPSE
OG0002355	LOC108162388|XP_017152592.1|DMIR	LOC6902745|XP_002133259.2|DPSE
OG0002356	LOC108163097|XP_033248593.1|DMIR	LOC6903123|XP_002132833.3|DPSE
OG0002356	LOC117188635|XP_033248590.1|DMIR	LOC4817496|XP_001356915.2|DPSE
OG0002357	LOC108156152|XP_017142965.1|DMIR	LOC4801730|XP_001358773.2|DPSE
OG0002358	LOC108162480|XP_017152719.1|DMIR	LOC117184099|XP_033236157.1|DPSE, LOC117184409|XP_033237489.1|DPSE
OG0002359	LOC117186026|XP_033241953.1|DMIR, LOC108159546|XP_033241952.1|DMIR	LOC4815909|XP_001355722.1|DPSE
OG0002360	LOC117189077|XP_033249939.1|DMIR, LOC108162607|XP_017152916.1|DMIR, LOC117189078|XP_033249940.1|DMIR, LOC117189079|XP_033249941.1|DMIR	LOC4817280|XP_001356860.1|DPSE
OG0002361	LOC108152136|XP_033243248.1|DMIR	LOC6900843|XP_033237624.1|DPSE
OG0002362	LOC108162232|XP_033249157.1|DMIR	LOC4817195|XP_015035828.2|DPSE
OG0002363	LOC108162164|XP_017152243.1|DMIR	LOC4817299|XP_001356402.1|DPSE
OG0002364	LOC108162161|XP_017152227.1|DMIR	LOC4817033|XP_015035785.2|DPSE
OG0002365	LOC108162804|XP_017153201.1|DMIR	LOC6902796|XP_015035780.2|DPSE
OG0002366	LOC108161413|XP_017151154.1|DMIR	LOC4817444|XP_001356728.3|DPSE
OG0002367	LOC108162320|XP_017152491.1|DMIR	LOC4817078|XP_015036059.2|DPSE
OG0002368	LOC108162065|XP_017152098.1|DMIR	LOC4818128|XP_001357192.1|DPSE
OG0002369	LOC108159272|XP_017147924.1|DMIR	LOC6897896|XP_002137998.2|DPSE, LOC4815283|XP_001354957.3|DPSE
OG0002370	LOC108164160|XP_033248844.1|DMIR	LOC6902704|XP_002133218.2|DPSE
OG0002371	LOC108163747|XP_017154703.1|DMIR	LOC4816330|XP_015036804.1|DPSE
OG0002372	LOC108161753|XP_017151574.1|DMIR	LOC4817792|XP_001357109.4|DPSE
OG0002373	LOC108163300|XP_017154000.1|DMIR	LOC4817344|XP_001356547.1|DPSE
OG0002374	LOC108155332|XP_017141562.1|DMIR	LOC6897161|XP_003736489.2|DPSE
OG0002375	LOC108156096|XP_017142874.1|DMIR	LOC4802018|XP_001359021.1|DPSE
OG0002376	LOC108162021|XP_017152003.1|DMIR	LOC4816111|XP_001355773.1|DPSE
OG0002377	LOC108155267|XP_017141459.1|DMIR	LOC4802440|XP_001359359.2|DPSE
OG0002378	LOC108152573|XP_017137501.1|DMIR	LOC4813788|XP_001353501.1|DPSE
OG0002379	LOC108163335|XP_017154059.1|DMIR	LOC4817489|XP_001356908.3|DPSE
OG0002380	LOC108164919|XP_017156393.1|DMIR, LOC117189044|XP_033249830.1|DMIR, LOC117188941|XP_033249487.1|DMIR, LOC117189043|XP_033249828.1|DMIR, LOC117189039|XP_033249819.1|DMIR, LOC117187382|XP_033245808.1|DMIR	LOC4814921|XP_001355096.1|DPSE
OG0002381	LOC108154019|XP_017139604.1|DMIR	LOC4805350|XP_001361764.1|DPSE
OG0002382	LOC108158886|XP_017147153.1|DMIR	LOC4815218|XP_033240934.1|DPSE
OG0002383	LOC108153139|XP_017138425.1|DMIR	LOC4812321|XP_001352753.2|DPSE
OG0002384	LOC108162535|XP_017152808.1|DMIR	LOC6901166|XP_002133867.3|DPSE
OG0002385	LOC108164446|XP_017155649.1|DMIR	LOC4811846|XP_015044280.1|DPSE
OG0002386	LOC108155890|XP_017142520.1|DMIR	LOC4802901|XP_001359728.3|DPSE
OG0002387	LOC108156921|XP_017144160.1|DMIR	LOC4801234|XP_015037102.2|DPSE
OG0002388	LOC108154809|XP_017140697.1|DMIR	LOC4803095|XP_001359893.3|DPSE
OG0002389	LOC108156693|XP_017143825.1|DMIR	LOC4800421|XP_001357699.1|DPSE
OG0002390	LOC108163974|XP_017155020.2|DMIR	LOC4816772|XP_001356055.3|DPSE
OG0002391	LOC108160237|XP_017149583.1|DMIR	LOC4805399|XP_001361804.2|DPSE
OG0002392	LOC108153599|XP_017139171.1|DMIR	LOC4811994|XP_001352669.3|DPSE
OG0002393	LOC108151672|XP_017135900.1|DMIR	LOC6900032|XP_033237408.1|DPSE
OG0002393	LOC108154850|XP_017140756.1|DMIR	LOC6897885|XP_002137987.1|DPSE
OG0002394	LOC108155051|XP_017141115.1|DMIR	LOC4802422|XP_001359342.2|DPSE
OG0002395	LOC108156572|XP_017143595.1|DMIR	LOC6897931|XP_033236597.1|DPSE
OG0002396	LOC108158473|XP_017146265.1|DMIR	LOC4803356|XP_001360110.3|DPSE
OG0002397	LOC108160540|XP_017150093.1|DMIR, LOC117190765|XP_033251719.1|DMIR	LOC4803333|XP_001357518.1|DPSE
OG0002398	LOC108160292|XP_017149678.1|DMIR	LOC4815335|XP_001354928.3|DPSE
OG0002399	LOC108158083|XP_033248003.1|DMIR	LOC4805672|XP_001362032.2|DPSE
OG0002400	LOC108160609|XP_017150209.1|DMIR, LOC117195105|XP_033255649.1|DMIR, LOC117195081|XP_033255636.1|DMIR	LOC4803936|XP_001360576.3|DPSE
OG0002401	LOC108164418|XP_017155587.1|DMIR	LOC117184353|XP_033237266.1|DPSE
OG0002402	LOC108157130|XP_017144517.1|DMIR	LOC6897836|XP_002137941.2|DPSE
OG0002403	LOC108157129|XP_017144516.1|DMIR	LOC6897835|XP_033232643.1|DPSE
OG0002404	LOC108156277|XP_017143138.1|DMIR	LOC4802777|XP_001359637.2|DPSE
OG0002405	LOC108157640|XP_017145273.1|DMIR	LOC4802446|XP_001359364.3|DPSE
OG0002406	LOC108151151|XP_017135065.1|DMIR	LOC4812613|XP_001352579.3|DPSE
OG0002407	LOC108154893|XP_017140826.1|DMIR	LOC6897412|XP_033234752.1|DPSE
OG0002408	LOC108156501|XP_017143486.1|DMIR	LOC4802434|XP_001359356.1|DPSE
OG0002409	LOC108151610|XP_017135791.1|DMIR	LOC4813025|XP_033240981.1|DPSE
OG0002410	LOC108156610|XP_017143645.1|DMIR	LOC4803285|XP_033241673.1|DPSE
OG0002411	LOC108155214|XP_017141386.1|DMIR	LOC4803036|XP_001359838.1|DPSE
OG0002412	LOC108155220|XP_017141393.1|DMIR	LOC13036350|XP_033233061.1|DPSE
OG0002413	LOC108164712|XP_017156078.1|DMIR	LOC4815497|XP_001355571.1|DPSE
OG0002414	LOC108151204|XP_017135167.1|DMIR	LOC4812263|XP_001352456.2|DPSE
OG0002415	LOC108156887|XP_033245110.1|DMIR	LOC4802615|XP_001359502.4|DPSE
OG0002416	LOC108164403|XP_017155543.1|DMIR	LOC4811848|XP_033237142.1|DPSE
OG0002417	LOC108161849|XP_017151706.1|DMIR	LOC4817743|XP_001357106.1|DPSE
OG0002418	LOC108154970|XP_017140974.1|DMIR	LOC6897797|XP_002137902.2|DPSE
OG0002419	LOC108153028|XP_017138273.1|DMIR	LOC4816016|XP_015041091.2|DPSE
OG0002420	LOC108151180|XP_017135100.1|DMIR	LOC4812067|XP_001352481.1|DPSE
OG0002421	LOC108153901|XP_017139488.1|DMIR	LOC4802153|XP_001359129.3|DPSE
OG0002422	LOC108154653|XP_017140479.1|DMIR	LOC4802717|XP_015038028.1|DPSE
OG0002423	LOC108152734|XP_017137766.1|DMIR	LOC4813902|XP_001353940.2|DPSE
OG0002424	LOC108164483|XP_017155730.1|DMIR	LOC4811794|XP_001352361.1|DPSE
OG0002425	LOC108155454|XP_033249513.1|DMIR, LOC117188944|XP_033249511.1|DMIR	LOC6902297|XP_033240720.1|DPSE, LOC6902295|XP_033240719.1|DPSE
OG0002426	LOC108151380|XP_017135433.1|DMIR	LOC4813386|XP_001353674.3|DPSE
OG0002427	LOC108164495|XP_033250259.1|DMIR	LOC4811793|XP_001352360.3|DPSE
OG0002428	LOC108159116|XP_017147590.1|DMIR	LOC6902138|XP_002133669.2|DPSE
OG0002429	LOC108153253|XP_017138602.1|DMIR	LOC4814034|XP_033238279.1|DPSE
OG0002430	LOC108160289|XP_017149669.1|DMIR, LOC117190669|XP_033251623.1|DMIR	LOC4803493|XP_015039118.2|DPSE
OG0002431	LOC117194027|XP_033254545.1|DMIR, LOC108160448|XP_017149948.1|DMIR	LOC6903882|XP_002136629.1|DPSE
OG0002432	LOC108164735|XP_017156116.1|DMIR	LOC4815138|XP_001355173.3|DPSE
OG0002433	LOC108157366|XP_017144880.1|DMIR	LOC6899369|XP_002136158.2|DPSE
OG0002434	LOC108154157|XP_017139807.1|DMIR	LOC4802132|XP_001359112.3|DPSE
OG0002435	LOC108157033|XP_033248453.1|DMIR	LOC6901476|XP_033239515.1|DPSE
OG0002436	LOC117192442|XP_033253013.1|DMIR, LOC108158526|XP_017146397.1|DMIR	LOC4804876|XP_001361365.2|DPSE
OG0002437	LOC108160349|XP_017149800.1|DMIR	LOC4805164|XP_015040470.2|DPSE
OG0002438	LOC108157568|XP_017145180.1|DMIR	LOC4814729|XP_001354516.3|DPSE
OG0002439	LOC108162060|XP_017152089.1|DMIR	LOC4817941|XP_001357193.3|DPSE
OG0002440	LOC108151256|XP_017135261.1|DMIR	LOC4813289|XP_001353958.3|DPSE
OG0002441	LOC108159287|XP_017147938.2|DMIR	LOC6898791|XP_002138767.3|DPSE
OG0002442	LOC108158388|XP_017146132.1|DMIR, LOC117189520|XP_033250558.1|DMIR	LOC4804000|XP_001360631.2|DPSE
OG0002443	LOC108159677|XP_017148656.1|DMIR	LOC4804882|XP_001361370.4|DPSE
OG0002444	LOC117192862|XP_033253507.1|DMIR, LOC108160056|XP_017149290.1|DMIR	LOC4805701|XP_001362059.3|DPSE
OG0002445	LOC117193972|XP_033254512.1|DMIR, LOC108160619|XP_017150224.1|DMIR	LOC4805150|XP_004444403.3|DPSE
OG0002446	LOC108159949|XP_017149096.1|DMIR	LOC4803985|XP_001360618.3|DPSE
OG0002447	LOC108151617|XP_017135804.1|DMIR	LOC4812897|XP_001354000.2|DPSE
OG0002448	LOC108159939|XP_017149082.1|DMIR, LOC117190436|XP_033251407.1|DMIR, LOC117190437|XP_033251408.1|DMIR	LOC4803694|XP_001360371.1|DPSE
OG0002449	LOC117187948|XP_033246840.1|DMIR, LOC108160507|XP_017150036.2|DMIR	LOC4804176|XP_001360779.2|DPSE
OG0002450	LOC108156187|XP_017143006.1|DMIR	LOC4803233|XP_001360007.2|DPSE
OG0002451	LOC117194196|XP_033254742.1|DMIR, LOC108158953|XP_017147269.1|DMIR	LOC4805044|XP_001361509.3|DPSE
OG0002452	LOC108160128|XP_017149412.2|DMIR, LOC117187983|XP_033246939.1|DMIR	LOC4805209|XP_001361650.4|DPSE
OG0002453	LOC108160249|XP_017149600.1|DMIR, LOC117193256|XP_033253888.1|DMIR	LOC4805210|XP_001361651.1|DPSE
OG0002454	LOC108151795|XP_017136133.1|DMIR	LOC4812861|XP_015043275.2|DPSE
OG0002455	LOC108151792|XP_017136129.1|DMIR	LOC4812860|XP_001353889.3|DPSE
OG0002456	LOC108157961|XP_033246548.1|DMIR	LOC26532019|XP_033234230.1|DPSE
OG0002457	LOC117188341|XP_033247944.1|DMIR, LOC108158098|XP_033247914.1|DMIR	LOC4804903|XP_004444345.2|DPSE
OG0002458	LOC108162125|XP_017152190.1|DMIR	LOC4818175|XP_001357172.4|DPSE
OG0002459	LOC108158944|XP_017147253.1|DMIR, LOC117190203|XP_033251147.1|DMIR	LOC4804388|XP_001360959.3|DPSE
OG0002460	LOC117194208|XP_033254758.1|DMIR, LOC108161000|XP_017150797.1|DMIR	LOC6899070|XP_002138994.1|DPSE
OG0002461	LOC117191416|XP_033252180.1|DMIR, LOC117191918|XP_033252558.1|DMIR, LOC108158453|XP_017146227.1|DMIR	LOC4804095|XP_001360713.2|DPSE
OG0002462	LOC108158777|XP_017146909.1|DMIR, LOC117185790|XP_033253635.1|DMIR	LOC4804604|XP_015040042.2|DPSE
OG0002463	LOC108158747|XP_017146846.1|DMIR, LOC117189831|XP_033250785.1|DMIR	LOC4804304|XP_001360884.3|DPSE
OG0002464	LOC108158393|XP_017146140.2|DMIR, LOC117187731|XP_033246407.1|DMIR	LOC4803998|XP_001360629.2|DPSE
OG0002465	LOC108160463|XP_017149966.1|DMIR	LOC4804824|XP_001361326.3|DPSE
OG0002466	LOC108164465|XP_017155689.1|DMIR	LOC26534353|XP_033237121.1|DPSE
OG0002467	LOC108153777|XP_017139409.1|DMIR	LOC6900660|XP_002135028.4|DPSE
OG0002468	LOC108153180|XP_017138475.1|DMIR	LOC4813841|XP_001353591.4|DPSE
OG0002469	LOC108156387|XP_017143293.1|DMIR	LOC4802768|XP_001359628.2|DPSE
OG0002470	LOC108159052|XP_017147473.1|DMIR	LOC4805036|XP_001361503.2|DPSE
OG0002471	LOC108159487|XP_017148307.1|DMIR	LOC4803387|XP_001357537.1|DPSE
OG0002472	LOC117190206|XP_033251153.1|DMIR, LOC108159317|XP_017147987.1|DMIR	LOC4803673|XP_033234233.1|DPSE
OG0002473	LOC117194141|XP_033254688.1|DMIR, LOC117194139|XP_033254687.1|DMIR, LOC108159955|XP_017149110.1|DMIR	LOC6898946|XP_002138907.2|DPSE
OG0002474	LOC108150872|XP_033242329.1|DMIR	LOC4813072|XP_033239972.1|DPSE
OG0002475	LOC108155897|XP_017142527.1|DMIR	LOC4800403|XP_001357686.1|DPSE
