Orthogroup	DMIR.longest_only	DANA.longest_only
OG0001300	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR	LOC6499532|XP_001954428.1|DANA
OG0001301	LOC108164204|XP_017155323.1|DMIR	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC108160735|XP_033254209.1|DMIR	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC108156496|XP_017143478.1|DMIR	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC108155146|XP_017141290.1|DMIR	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC108156304|XP_017143181.1|DMIR	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC108161191|XP_017150911.1|DMIR	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC108155099|XP_017141216.1|DMIR	LOC6501270|XP_001954892.1|DANA
OG0001310	LOC108165010|XP_017156534.1|DMIR	LOC6502947|XP_001963541.2|DANA
OG0001311	LOC108159813|XP_017148876.1|DMIR	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC108165290|XP_017156814.1|DMIR	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC108163160|XP_017153769.1|DMIR	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC108164631|XP_017155968.1|DMIR	LOC6504655|XP_001966464.1|DANA
OG0001316	LOC108159479|XP_017148296.1|DMIR	LOC6494999|XP_001959245.1|DANA
OG0001317	LOC117189330|XP_033250367.1|DMIR, LOC117191403|XP_033252174.1|DMIR, LOC117191719|XP_033252396.1|DMIR, LOC117190822|XP_033251751.1|DMIR, LOC117189366|XP_033250385.1|DMIR, LOC117189387|XP_033250399.1|DMIR, LOC117189386|XP_033250398.1|DMIR, LOC117189391|XP_033250402.1|DMIR, LOC117192103|XP_033252694.1|DMIR, LOC108163380|XP_033249023.1|DMIR	LOC6497355|XP_001962258.2|DANA
OG0001319	LOC108164003|XP_017155066.2|DMIR	LOC6498408|XP_001962738.1|DANA
OG0001320	LOC108164985|XP_033252212.1|DMIR, LOC108159316|XP_017147979.1|DMIR, LOC108165173|XP_017156734.2|DMIR, LOC108156364|XP_033244728.1|DMIR	LOC6494931|XP_001959378.2|DANA
OG0001321	LOC108160662|XP_017150292.1|DMIR, LOC117189817|XP_033250766.1|DMIR	LOC6496584|XP_001961199.1|DANA
OG0001322	LOC108154695|XP_017140533.2|DMIR	LOC6502624|XP_001954660.2|DANA
OG0001322	LOC108156161|XP_017142978.1|DMIR	LOC6500034|XP_001953350.1|DANA
OG0001323	LOC108161602|XP_017151379.1|DMIR	LOC26513821|XP_014760628.1|DANA, LOC26515059|XP_014760667.1|DANA
OG0001324	LOC108161468|XP_017151224.2|DMIR, LOC117186476|XP_033243242.1|DMIR, LOC117186377|XP_033242985.1|DMIR, LOC117186379|XP_033242986.1|DMIR, LOC117186470|XP_033243228.1|DMIR, LOC117186471|XP_033243229.1|DMIR, LOC117186466|XP_033243225.1|DMIR, LOC108165454|XP_033243226.1|DMIR, LOC117186469|XP_033243227.1|DMIR, LOC108153551|XP_017139110.2|DMIR, LOC108165452|XP_033242983.1|DMIR	LOC6497923|XP_001961718.1|DANA
OG0001325	LOC108157776|XP_017145455.1|DMIR	LOC6500030|XP_001953358.1|DANA
OG0001326	LOC108156454|XP_033244788.1|DMIR	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC108154454|XP_033252854.1|DMIR	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC108151464|XP_017135574.1|DMIR	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC108161729|XP_017151545.1|DMIR	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC108163846|XP_017154852.2|DMIR	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC108157355|XP_017144864.1|DMIR	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC108155421|XP_033245279.1|DMIR	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC108160348|XP_033246468.1|DMIR	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC108157005|XP_033244823.1|DMIR	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC108157206|XP_017144643.1|DMIR	LOC6500539|XP_032310342.1|DANA
OG0001342	LOC108155391|XP_017141661.1|DMIR	LOC6499005|XP_032311648.1|DANA
OG0001343	LOC108153926|XP_017139510.1|DMIR	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC108156426|XP_017143368.1|DMIR	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC108156774|XP_017143930.1|DMIR	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC108152696|XP_017137692.1|DMIR	LOC6507029|XP_014765038.1|DANA
OG0001350	LOC108152200|XP_033243591.1|DMIR	LOC6507885|XP_001956525.3|DANA
OG0001351	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR	LOC6494868|XP_001959521.1|DANA
OG0001352	LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR	LOC6493905|XP_032311477.1|DANA
OG0001353	LOC108152722|XP_017137748.1|DMIR	LOC6506341|XP_001958072.1|DANA
OG0001354	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR	LOC6495912|XP_014763532.1|DANA
OG0001355	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR	LOC6495849|XP_001959707.1|DANA
OG0001356	LOC108157060|XP_017144379.1|DMIR	LOC6498969|XP_032312081.1|DANA
OG0001357	LOC108151814|XP_017136157.1|DMIR	LOC6493524|XP_001957929.1|DANA
OG0001358	LOC108152843|XP_017137940.1|DMIR	LOC6493673|XP_001958205.1|DANA
OG0001359	LOC108162155|XP_017152222.1|DMIR	LOC6497282|XP_001962395.1|DANA
OG0001360	LOC117188221|XP_033247622.1|DMIR, LOC108160354|XP_017149810.2|DMIR	LOC6496405|XP_001960845.1|DANA
OG0001361	LOC108151437|XP_017135536.1|DMIR	LOC6507777|XP_001956328.2|DANA
OG0001362	LOC108152534|XP_017137432.1|DMIR	LOC6507781|XP_001956333.1|DANA
OG0001363	LOC108157465|XP_017145032.1|DMIR	LOC6500148|XP_001953128.1|DANA
OG0001364	LOC108160017|XP_017149241.1|DMIR, LOC117194075|XP_033254604.1|DMIR	LOC6495293|XP_032307170.1|DANA
OG0001365	LOC108150878|XP_017134680.1|DMIR, LOC108155090|XP_017141201.1|DMIR, LOC108151500|XP_017135629.1|DMIR	LOC6506203|XP_001958350.1|DANA
OG0001366	LOC108151749|XP_017136075.2|DMIR, LOC108154889|XP_017140822.2|DMIR	LOC6493350|XP_014764343.1|DANA
OG0001367	LOC108159427|XP_033247203.1|DMIR, LOC117189959|XP_033250930.1|DMIR	LOC6494766|XP_032306575.1|DANA
OG0001368	LOC117185884|XP_033252937.1|DMIR, LOC108158666|XP_017146663.1|DMIR	LOC6494818|XP_001959603.1|DANA
OG0001369	LOC108162120|XP_017152186.1|DMIR	LOC6505035|XP_001965594.1|DANA
OG0001370	LOC117187851|XP_033246626.1|DMIR, LOC117187663|XP_033246197.1|DMIR, LOC117187664|XP_033246199.1|DMIR, LOC117187667|XP_033246203.1|DMIR, LOC117187657|XP_033246189.1|DMIR, LOC117187659|XP_033246193.1|DMIR, LOC117187658|XP_033246191.1|DMIR, LOC108158053|XP_033246633.1|DMIR, LOC117187661|XP_033246195.1|DMIR, LOC108159661|XP_033246184.1|DMIR	LOC6494714|XP_001959806.1|DANA
OG0001371	LOC108161318|XP_033248961.1|DMIR	LOC26515113|XP_032311474.1|DANA
OG0001372	LOC117193538|XP_033254175.1|DMIR, LOC108160054|XP_033246912.1|DMIR, LOC117192989|XP_033253611.1|DMIR	LOC6495881|XP_032306846.1|DANA
OG0001373	LOC108163632|XP_017154527.1|DMIR	LOC6497138|XP_001962680.1|DANA
OG0001374	LOC117192945|XP_033253561.1|DMIR, LOC108158595|XP_017146536.1|DMIR	LOC6494222|XP_001960712.1|DANA
OG0001375	LOC108154098|XP_033244623.1|DMIR	LOC6498889|XP_014765800.1|DANA
OG0001376	LOC108160767|XP_017150457.1|DMIR	LOC6495404|XP_001958769.1|DANA
OG0001377	LOC108163360|XP_017154094.1|DMIR	LOC6505475|XP_001964934.2|DANA
OG0001378	LOC108162338|XP_017152519.1|DMIR, LOC108163651|XP_017154558.1|DMIR	LOC6498231|XP_032307509.1|DANA
OG0001379	LOC108163710|XP_017154643.1|DMIR	LOC6498057|XP_014761951.1|DANA
OG0001380	LOC108159967|XP_017149138.1|DMIR	LOC6496671|XP_001961371.2|DANA
OG0001381	LOC117189454|XP_033250471.1|DMIR, LOC117189453|XP_033250470.1|DMIR, LOC117189455|XP_033250472.1|DMIR, LOC117189456|XP_033250473.1|DMIR, LOC117191548|XP_033252271.1|DMIR, LOC117188489|XP_033248322.1|DMIR, LOC108159271|XP_033248323.1|DMIR	LOC6496421|XP_032307210.1|DANA
OG0001382	LOC108162309|XP_017152467.2|DMIR	LOC6503284|XP_014759110.1|DANA
OG0001383	LOC108161596|XP_017151372.1|DMIR, LOC117188144|XP_033247425.1|DMIR, LOC108162758|XP_017153134.1|DMIR, LOC108159723|XP_017148733.1|DMIR, LOC117190131|XP_033251104.1|DMIR	LOC6495075|XP_001959121.1|DANA
OG0001384	LOC117189005|XP_033249733.1|DMIR, LOC108161124|XP_033249337.1|DMIR	LOC6497523|XP_014761719.1|DANA
OG0001385	LOC108163091|XP_017153666.1|DMIR	LOC6504562|XP_001964906.2|DANA
OG0001387	LOC108163187|XP_017153816.1|DMIR	LOC6496853|XP_001963272.1|DANA
OG0001388	LOC108161325|XP_017151045.1|DMIR	LOC6496954|XP_001963064.2|DANA
OG0001389	LOC108157766|XP_017145437.1|DMIR	LOC6499044|XP_032311132.1|DANA
OG0001390	LOC108163505|XP_017154321.1|DMIR	LOC6506658|XP_032310901.1|DANA
OG0001391	LOC108161925|XP_017151838.1|DMIR	LOC6498019|XP_001961904.1|DANA
OG0001392	LOC108163820|XP_017154799.1|DMIR	LOC6505294|XP_001965704.2|DANA
OG0001393	LOC108164966|XP_017156468.1|DMIR, LOC108157223|XP_017144669.1|DMIR, LOC117186314|XP_033242819.1|DMIR, LOC117186313|XP_033242817.1|DMIR, LOC108154259|XP_017139983.1|DMIR, LOC117186315|XP_033242835.1|DMIR	LOC6505212|XP_001965556.1|DANA
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC6496933|XP_014761435.1|DANA
OG0001395	LOC108155153|XP_017141302.1|DMIR	LOC6494219|XP_001965954.1|DANA
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC6505242|XP_001965608.1|DANA
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC6499434|XP_032312182.1|DANA
OG0001398	LOC108164632|XP_017155965.1|DMIR	LOC6504119|XP_001964223.1|DANA
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC26514407|XP_032311528.1|DANA
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC6500191|XP_032308694.1|DANA, LOC116655264|XP_032308724.1|DANA, LOC116655263|XP_032308717.1|DANA, LOC116654516|XP_032305557.1|DANA, LOC6500193|XP_032305854.1|DANA, LOC6500192|XP_001953047.1|DANA
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC6507115|XP_001956641.1|DANA
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC6506735|XP_001957332.1|DANA
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC6507950|XP_001958044.1|DANA
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC6494045|XP_001961088.2|DANA
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR	LOC6496132|XP_001960296.1|DANA
OG0001406	LOC108163706|XP_017154636.1|DMIR	LOC6501839|XP_001966824.1|DANA, LOC116655255|XP_032308687.1|DANA
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC6506944|XP_001956940.1|DANA
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC108156080|XP_017142857.1|DMIR	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC108161296|XP_017151003.1|DMIR, LOC108161165|XP_033249876.1|DMIR, LOC108154236|XP_033245809.1|DMIR	LOC6496832|XP_001963314.1|DANA
OG0001413	LOC108159307|XP_017147968.1|DMIR	LOC6496054|XP_001960122.1|DANA
OG0001414	LOC117189418|XP_033250437.1|DMIR	LOC6495628|XP_014763384.1|DANA
OG0001415	LOC117190394|XP_033251361.1|DMIR, LOC108160514|XP_033247480.1|DMIR	LOC6495166|XP_001958926.1|DANA
OG0001415	LOC108159690|XP_017148686.1|DMIR	LOC6495167|XP_001958925.1|DANA
OG0001416	LOC108164274|XP_017155407.1|DMIR	LOC6498250|XP_032307467.1|DANA
OG0001417	LOC108165131|XP_017156685.1|DMIR	LOC26515579|XP_014761237.1|DANA
OG0001418	LOC108165540|XP_017157103.1|DMIR	LOC6493020|XP_001956872.2|DANA, LOC6502832|XP_001956870.2|DANA
OG0001419	LOC108164172|XP_017155277.1|DMIR, LOC108163501|XP_017154315.1|DMIR	LOC6497501|XP_001961951.1|DANA
OG0001420	LOC117191343|XP_033252135.1|DMIR, LOC117191307|XP_033252105.1|DMIR, LOC117191335|XP_033252133.1|DMIR, LOC117191361|XP_033252149.1|DMIR, LOC108156736|XP_017143884.1|DMIR, LOC117191370|XP_033252153.1|DMIR, LOC117191289|XP_033252089.1|DMIR, LOC117191381|XP_033252159.1|DMIR, LOC117191298|XP_033252098.1|DMIR, LOC117191261|XP_033252069.1|DMIR, LOC117191353|XP_033252141.1|DMIR, LOC117191313|XP_033252108.1|DMIR, LOC117191394|XP_033252169.1|DMIR, LOC117191270|XP_033252072.1|DMIR, LOC117191388|XP_033252166.1|DMIR, LOC117191330|XP_033252126.1|DMIR, LOC117191278|XP_033252082.1|DMIR, LOC117191322|XP_033252117.1|DMIR	LOC6498941|XP_001955634.1|DANA
OG0001422	LOC108152865|XP_017137983.1|DMIR	LOC6507076|XP_001956708.1|DANA
OG0001423	LOC108157713|XP_017145373.1|DMIR	LOC6499286|XP_001954950.2|DANA
OG0001425	LOC108160371|XP_017149832.1|DMIR, LOC108160903|XP_017150664.1|DMIR	LOC6495023|XP_001959211.1|DANA, LOC6495020|XP_001959214.1|DANA, LOC6495022|XP_001959212.1|DANA, LOC6495021|XP_001959213.1|DANA, LOC6495019|XP_001959215.1|DANA
OG0001426	LOC117186223|XP_033242543.1|DMIR, LOC108153763|XP_017139391.2|DMIR, LOC117186224|XP_033242544.1|DMIR, LOC108163145|XP_017153747.1|DMIR	LOC6498119|XP_001962115.2|DANA
OG0001427	LOC117187963|XP_033246867.1|DMIR, LOC108160339|XP_017149769.2|DMIR	LOC6497709|XP_001961513.1|DANA
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC6500154|XP_001953119.1|DANA
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC6501953|XP_001966755.1|DANA
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC108163458|XP_017154241.1|DMIR	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC108157763|XP_017145438.1|DMIR	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC108165073|XP_017156612.1|DMIR	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC108162158|XP_017152225.1|DMIR	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC108155894|XP_017142525.1|DMIR	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC108155542|XP_017141908.2|DMIR	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC108154195|XP_017139900.1|DMIR	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC108157124|XP_017144496.1|DMIR	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC108156453|XP_033244786.1|DMIR	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC108158797|XP_017146973.1|DMIR	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC108163718|XP_017154655.1|DMIR	LOC6507945|XP_001962710.1|DANA
OG0001451	LOC108158434|XP_017146205.1|DMIR	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC108159195|XP_033246733.1|DMIR	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC108153147|XP_017138437.1|DMIR	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC108156397|XP_017143321.1|DMIR	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC108152846|XP_017137946.1|DMIR	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC108159544|XP_033246371.1|DMIR	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC108153090|XP_017138359.1|DMIR	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC108162622|XP_017152937.1|DMIR	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC108150965|XP_017134788.1|DMIR	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC108156932|XP_017144179.1|DMIR	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC108158690|XP_017146716.1|DMIR	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC117186721|XP_033243728.1|DMIR, LOC117186725|XP_033243732.1|DMIR, LOC117186653|XP_033243585.1|DMIR, LOC117186724|XP_033243731.1|DMIR, LOC117194157|XP_033254704.1|DMIR, LOC117186726|XP_033243733.1|DMIR, LOC108160246|XP_017149595.2|DMIR, LOC117186727|XP_033243734.1|DMIR, LOC117193726|XP_033254342.1|DMIR	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC108161565|XP_017151342.2|DMIR	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC108161870|XP_017151750.1|DMIR	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC108153691|XP_017139304.1|DMIR	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC108153756|XP_017139377.1|DMIR	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC108152190|XP_017136825.1|DMIR	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC108151350|XP_017135396.1|DMIR	LOC6493385|XP_001957648.1|DANA
OG0001473	LOC108154459|XP_017140220.1|DMIR	LOC6500976|XP_001954286.2|DANA
OG0001474	LOC108164753|XP_017156142.1|DMIR	LOC6503094|XP_001963412.1|DANA
OG0001474	LOC108160541|XP_033252386.1|DMIR	LOC26515239|XP_014764107.1|DANA
OG0001475	LOC108158450|XP_017146224.1|DMIR, LOC117190434|XP_033251404.1|DMIR, LOC117185748|XP_033246902.1|DMIR, LOC117190433|XP_033251403.1|DMIR	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC117189378|XP_033250393.1|DMIR, LOC117188518|XP_033248409.1|DMIR	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC108155913|XP_017142547.1|DMIR	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC108162087|XP_017152136.1|DMIR	LOC6507403|XP_001965367.1|DANA
OG0001479	LOC108153501|XP_017139041.1|DMIR	LOC6504730|XP_001966317.1|DANA
OG0001480	LOC108161816|XP_017151665.1|DMIR	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC108163198|XP_033248882.1|DMIR	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC108159150|XP_017147636.1|DMIR, LOC117189472|XP_033250496.1|DMIR	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC108162387|XP_017152590.1|DMIR	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC108161416|XP_017151160.1|DMIR	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC108153426|XP_017138918.1|DMIR	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC108163483|XP_017154280.1|DMIR	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC117188782|XP_033249041.1|DMIR	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC108160873|XP_017150624.1|DMIR	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC108162324|XP_033249847.1|DMIR	LOC6497261|XP_014761599.1|DANA, LOC6497260|XP_032307420.1|DANA
OG0001490	LOC108163308|XP_017154013.1|DMIR	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC108163427|XP_017154195.1|DMIR	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA
OG0001492	LOC108162618|XP_017152927.1|DMIR	LOC6503469|XP_001965310.2|DANA
OG0001493	LOC108152671|XP_033244150.1|DMIR	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC108151562|XP_017135726.1|DMIR	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC108151457|XP_017135567.1|DMIR	LOC6493289|XP_001957454.1|DANA
OG0001496	LOC108164836|XP_017156249.1|DMIR	LOC6503782|XP_001963755.1|DANA
OG0001497	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR	LOC6494676|XP_001959883.2|DANA
OG0001498	LOC108157018|XP_033245247.1|DMIR	LOC6500094|XP_032312281.1|DANA
OG0001500	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC108155422|XP_017141717.1|DMIR	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC108160290|XP_017149672.2|DMIR	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC108158503|XP_017146325.2|DMIR	LOC6503555|XP_032308777.1|DANA
OG0001505	LOC108158029|XP_033248092.1|DMIR	LOC6494313|XP_032306316.1|DANA
OG0001506	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC108159578|XP_017148515.1|DMIR	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC108162838|XP_017153269.1|DMIR	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC108150796|XP_017134589.1|DMIR	LOC6493515|XP_001957902.1|DANA
OG0001513	LOC108152559|XP_017137480.1|DMIR	LOC6493876|XP_032310134.1|DANA
OG0001515	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR	LOC6504782|XP_001966335.1|DANA
OG0001516	LOC108155860|XP_017142467.2|DMIR	LOC6505968|XP_032305383.1|DANA, LOC116654492|XP_032305385.1|DANA
OG0001517	LOC108156698|XP_017143834.1|DMIR	LOC6499094|XP_001955314.2|DANA
OG0001518	LOC108163895|XP_017154907.1|DMIR	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA
