Orthogroup	DMIR.longest_only	DNOV.longest_only
OG0001394	LOC108164102|XP_033248526.1|DMIR	LOC115766758|XP_030566598.1|DNOV
OG0001395	LOC108155153|XP_017141302.1|DMIR	LOC115766072|XP_030565737.1|DNOV
OG0001396	LOC108162432|XP_017152659.1|DMIR	LOC115769401|XP_030570064.1|DNOV, LOC115771318|XP_030572841.1|DNOV
OG0001397	LOC108155521|XP_017141856.1|DMIR	LOC115767915|XP_030568146.1|DNOV
OG0001398	LOC108164632|XP_017155965.1|DMIR	LOC115768342|XP_030568766.1|DNOV
OG0001399	LOC117188125|XP_033247365.1|DMIR	LOC115760497|XP_030557711.1|DNOV
OG0001400	LOC108157580|XP_017145190.1|DMIR	LOC115761670|XP_030559381.1|DNOV
OG0001401	LOC108151014|XP_017134864.1|DMIR	LOC115770313|XP_030571409.1|DNOV
OG0001402	LOC108151878|XP_017136263.1|DMIR	LOC115771496|XP_030573081.1|DNOV
OG0001403	LOC108153585|XP_017139153.1|DMIR	LOC115771549|XP_030573152.1|DNOV
OG0001404	LOC108159475|XP_017148286.1|DMIR, LOC117190366|XP_033251336.1|DMIR	LOC115760465|XP_030557649.1|DNOV, LOC115760468|XP_030557654.1|DNOV, LOC115760473|XP_030557663.1|DNOV, LOC115760466|XP_030557653.1|DNOV, LOC115760472|XP_030557661.1|DNOV, LOC115760457|XP_030557636.1|DNOV
OG0001405	LOC117192861|XP_033253506.1|DMIR, LOC108160046|XP_017149279.1|DMIR, LOC117193760|XP_033254381.1|DMIR	LOC115762656|XP_030560827.1|DNOV
OG0001406	LOC108163706|XP_017154636.1|DMIR	LOC115767092|XP_030567099.1|DNOV
OG0001407	LOC117189012|XP_033249753.1|DMIR, LOC117188994|XP_033249687.1|DMIR, LOC108150947|XP_017134770.2|DMIR, LOC117186282|XP_033242731.1|DMIR	LOC115771100|XP_030572519.1|DNOV
OG0001408	LOC108158909|XP_017147192.1|DMIR	LOC115758197|XP_030554602.1|DNOV
OG0001411	LOC108156080|XP_017142857.1|DMIR	LOC115759605|XP_030556435.1|DNOV
OG0001412	LOC108161296|XP_017151003.1|DMIR, LOC108161165|XP_033249876.1|DMIR, LOC108154236|XP_033245809.1|DMIR	LOC115760256|XP_030557377.1|DNOV
OG0001413	LOC108159307|XP_017147968.1|DMIR	LOC115759265|XP_030556030.1|DNOV
OG0001414	LOC117189418|XP_033250437.1|DMIR	LOC115763415|XP_030561836.1|DNOV
OG0001415	LOC117190394|XP_033251361.1|DMIR, LOC108160514|XP_033247480.1|DMIR, LOC108159690|XP_017148686.1|DMIR	LOC115767420|XP_030567555.1|DNOV
OG0001416	LOC108164274|XP_017155407.1|DMIR	LOC115759733|XP_030556612.1|DNOV
OG0001417	LOC108165131|XP_017156685.1|DMIR	LOC115767347|XP_030567457.1|DNOV
OG0001418	LOC108165540|XP_017157103.1|DMIR	LOC115771145|XP_030572576.1|DNOV
OG0001419	LOC108164172|XP_017155277.1|DMIR, LOC108163501|XP_017154315.1|DMIR	LOC115763469|XP_030561912.1|DNOV
OG0001420	LOC117191343|XP_033252135.1|DMIR, LOC117191307|XP_033252105.1|DMIR, LOC117191335|XP_033252133.1|DMIR, LOC117191361|XP_033252149.1|DMIR, LOC108156736|XP_017143884.1|DMIR, LOC117191370|XP_033252153.1|DMIR, LOC117191289|XP_033252089.1|DMIR, LOC117191381|XP_033252159.1|DMIR, LOC117191298|XP_033252098.1|DMIR, LOC117191261|XP_033252069.1|DMIR, LOC117191353|XP_033252141.1|DMIR, LOC117191313|XP_033252108.1|DMIR, LOC117191394|XP_033252169.1|DMIR, LOC117191270|XP_033252072.1|DMIR, LOC117191388|XP_033252166.1|DMIR, LOC117191330|XP_033252126.1|DMIR, LOC117191278|XP_033252082.1|DMIR, LOC117191322|XP_033252117.1|DMIR	LOC115767611|XP_030567769.1|DNOV
OG0001422	LOC108152865|XP_017137983.1|DMIR	LOC115769701|XP_030570488.1|DNOV, LOC115769700|XP_030570487.1|DNOV
OG0001423	LOC108157713|XP_017145373.1|DMIR	LOC115758062|XP_030554436.1|DNOV, LOC115766098|XP_030565773.1|DNOV, LOC115766143|XP_030565837.1|DNOV
OG0001424	LOC108164627|XP_017155961.1|DMIR	LOC115766041|XP_030565672.1|DNOV
OG0001424	LOC108152138|XP_017136725.1|DMIR, LOC117193377|XP_033253992.1|DMIR	LOC115757951|XP_030554284.1|DNOV
OG0001426	LOC117186223|XP_033242543.1|DMIR, LOC108153763|XP_017139391.2|DMIR, LOC117186224|XP_033242544.1|DMIR, LOC108163145|XP_017153747.1|DMIR	LOC115758755|XP_030555374.1|DNOV
OG0001427	LOC117187963|XP_033246867.1|DMIR, LOC108160339|XP_017149769.2|DMIR	LOC115764413|XP_030563274.1|DNOV, LOC115764423|XP_030563286.1|DNOV
OG0001429	LOC108157784|XP_033245883.1|DMIR	LOC115764834|XP_030563943.1|DNOV
OG0001430	LOC108155483|XP_017141796.1|DMIR	LOC115761688|XP_030559405.1|DNOV
OG0001431	LOC108153137|XP_017138426.1|DMIR	LOC115766452|XP_030566245.1|DNOV
OG0001432	LOC108151485|XP_017135613.1|DMIR	LOC115768574|XP_030569072.1|DNOV
OG0001433	LOC108157088|XP_017144441.1|DMIR, LOC108156914|XP_017144151.2|DMIR	LOC115757687|XP_030553885.1|DNOV
OG0001434	LOC108163458|XP_017154241.1|DMIR	LOC115768354|XP_030568778.1|DNOV
OG0001435	LOC117189776|XP_033250734.1|DMIR, LOC108158689|XP_017146712.1|DMIR, LOC108151263|XP_017135276.1|DMIR	LOC115764995|XP_030564196.1|DNOV
OG0001436	LOC108164699|XP_017156063.1|DMIR	LOC115767549|XP_030567691.1|DNOV
OG0001437	LOC108163817|XP_017154797.1|DMIR	LOC115759326|XP_030556098.1|DNOV
OG0001438	LOC117188672|XP_033248757.1|DMIR, LOC108154928|XP_033248747.1|DMIR, LOC108155159|XP_017141310.1|DMIR	LOC115771615|XP_030573249.1|DNOV
OG0001439	LOC108156714|XP_017143852.1|DMIR	LOC115772013|XP_030573803.1|DNOV
OG0001440	LOC108157763|XP_017145438.1|DMIR	LOC115767268|XP_030567353.1|DNOV
OG0001441	LOC108165073|XP_017156612.1|DMIR	LOC115768219|XP_030568602.1|DNOV
OG0001442	LOC108162158|XP_017152225.1|DMIR	LOC115759879|XP_030556851.1|DNOV
OG0001443	LOC108155894|XP_017142525.1|DMIR	LOC115761516|XP_030559145.1|DNOV
OG0001444	LOC108155542|XP_017141908.2|DMIR	LOC115772044|XP_030573841.1|DNOV
OG0001445	LOC108160788|XP_017150484.1|DMIR, LOC108157392|XP_017144922.1|DMIR	LOC115763999|XP_030562679.1|DNOV
OG0001446	LOC108154195|XP_017139900.1|DMIR	LOC115768632|XP_030569155.1|DNOV
OG0001447	LOC108157124|XP_017144496.1|DMIR	LOC115766058|XP_030565699.1|DNOV
OG0001448	LOC108156453|XP_033244786.1|DMIR	LOC115761780|XP_030559571.1|DNOV
OG0001449	LOC108158797|XP_017146973.1|DMIR	LOC115763961|XP_030562619.1|DNOV
OG0001450	LOC108163718|XP_017154655.1|DMIR	LOC115758421|XP_030554931.1|DNOV
OG0001451	LOC108158434|XP_017146205.1|DMIR	LOC115762356|XP_030560385.1|DNOV
OG0001452	LOC108159195|XP_033246733.1|DMIR	LOC115760697|XP_030558022.1|DNOV
OG0001453	LOC108153147|XP_017138437.1|DMIR	LOC115762715|XP_030560900.1|DNOV
OG0001454	LOC108156397|XP_017143321.1|DMIR	LOC115764978|XP_030564165.1|DNOV
OG0001455	LOC108152846|XP_017137946.1|DMIR	LOC115769490|XP_030570168.1|DNOV
OG0001456	LOC108159544|XP_033246371.1|DMIR	LOC115760414|XP_030557578.1|DNOV
OG0001457	LOC117189712|XP_033250695.1|DMIR, LOC117189707|XP_033250688.1|DMIR, LOC117189703|XP_033250685.1|DMIR, LOC117189692|XP_033250682.1|DMIR, LOC117189670|XP_033250667.1|DMIR, LOC117190074|XP_033251047.1|DMIR, LOC117189691|XP_033250681.1|DMIR, LOC108158463|XP_017146242.1|DMIR	LOC115761109|XP_030558597.1|DNOV
OG0001458	LOC108158227|XP_033252645.1|DMIR, LOC117185733|XP_033248172.1|DMIR	LOC115759593|XP_030556426.1|DNOV
OG0001459	LOC108153090|XP_017138359.1|DMIR	LOC115767668|XP_030567816.1|DNOV
OG0001460	LOC117192317|XP_033252861.1|DMIR, LOC108158088|XP_017145724.1|DMIR	LOC115759045|XP_030555732.1|DNOV
OG0001461	LOC108162622|XP_017152937.1|DMIR	LOC115768778|XP_030569331.1|DNOV
OG0001462	LOC108150965|XP_017134788.1|DMIR	LOC115769351|XP_030569980.1|DNOV
OG0001463	LOC108156932|XP_017144179.1|DMIR	LOC115763705|XP_030562254.1|DNOV
OG0001464	LOC108158690|XP_017146716.1|DMIR	LOC115768019|XP_030568292.1|DNOV
OG0001465	LOC117186721|XP_033243728.1|DMIR, LOC117186725|XP_033243732.1|DMIR, LOC117186653|XP_033243585.1|DMIR, LOC117186724|XP_033243731.1|DMIR, LOC117194157|XP_033254704.1|DMIR, LOC117186726|XP_033243733.1|DMIR, LOC108160246|XP_017149595.2|DMIR, LOC117186727|XP_033243734.1|DMIR, LOC117193726|XP_033254342.1|DMIR	LOC115760872|XP_030558291.1|DNOV
OG0001466	LOC108161565|XP_017151342.2|DMIR	LOC115765535|XP_030565014.1|DNOV
OG0001467	LOC108161870|XP_017151750.1|DMIR	LOC115758856|XP_030555503.1|DNOV
OG0001468	LOC108153691|XP_017139304.1|DMIR	LOC115769763|XP_030570578.1|DNOV
OG0001469	LOC108158513|XP_017146378.1|DMIR, LOC117193387|XP_033254027.1|DMIR	LOC115761127|XP_030558645.1|DNOV
OG0001470	LOC108153756|XP_017139377.1|DMIR	LOC115770082|XP_030571051.1|DNOV
OG0001471	LOC108152190|XP_017136825.1|DMIR	LOC115770028|XP_030570950.1|DNOV
OG0001472	LOC108151350|XP_017135396.1|DMIR	LOC115765830|XP_030565414.1|DNOV
OG0001473	LOC108154459|XP_017140220.1|DMIR	LOC115764147|XP_030562883.1|DNOV
OG0001474	LOC108164753|XP_017156142.1|DMIR	LOC115768290|XP_030568695.1|DNOV
OG0001474	LOC108160541|XP_033252386.1|DMIR	LOC115765286|XP_030564640.1|DNOV
OG0001475	LOC108158450|XP_017146224.1|DMIR, LOC117190434|XP_033251404.1|DMIR, LOC117185748|XP_033246902.1|DMIR, LOC117190433|XP_033251403.1|DMIR	LOC115765491|XP_030564958.1|DNOV
OG0001476	LOC117189378|XP_033250393.1|DMIR, LOC117188518|XP_033248409.1|DMIR	LOC115759466|XP_030556298.1|DNOV
OG0001477	LOC108155913|XP_017142547.1|DMIR	LOC115765051|XP_030564285.1|DNOV
OG0001478	LOC108162087|XP_017152136.1|DMIR	LOC115765923|XP_030565530.1|DNOV
OG0001479	LOC108153501|XP_017139041.1|DMIR	LOC115768232|XP_030568618.1|DNOV
OG0001480	LOC108161816|XP_017151665.1|DMIR	LOC115765854|XP_030565443.1|DNOV
OG0001481	LOC108163198|XP_033248882.1|DMIR	LOC115760039|XP_030557067.1|DNOV
OG0001482	LOC108159150|XP_017147636.1|DMIR, LOC117189472|XP_033250496.1|DMIR	LOC115759361|XP_030556144.1|DNOV
OG0001483	LOC108162387|XP_017152590.1|DMIR	LOC115758822|XP_030555459.1|DNOV
OG0001484	LOC108161416|XP_017151160.1|DMIR	LOC115758784|XP_030555415.1|DNOV
OG0001485	LOC108153426|XP_017138918.1|DMIR	LOC115771384|XP_030572928.1|DNOV
OG0001486	LOC108163483|XP_017154280.1|DMIR	LOC115759934|XP_030556933.1|DNOV
OG0001487	LOC117188782|XP_033249041.1|DMIR	LOC115760162|XP_030557236.1|DNOV
OG0001488	LOC108160873|XP_017150624.1|DMIR	LOC115760894|XP_030558320.1|DNOV
OG0001489	LOC108162324|XP_033249847.1|DMIR	LOC115758851|XP_030555494.1|DNOV, LOC115758321|XP_030554748.1|DNOV
OG0001490	LOC108163308|XP_017154013.1|DMIR	LOC115758449|XP_030554978.1|DNOV
OG0001491	LOC108163427|XP_017154195.1|DMIR	LOC115760230|XP_030557344.1|DNOV, LOC115760229|XP_030557342.1|DNOV
OG0001492	LOC108162618|XP_017152927.1|DMIR	LOC115765558|XP_030565055.1|DNOV
OG0001493	LOC108152671|XP_033244150.1|DMIR	LOC115768738|XP_030569282.1|DNOV
OG0001494	LOC108151562|XP_017135726.1|DMIR	LOC115764386|XP_030563212.1|DNOV
OG0001495	LOC117189857|XP_033250816.1|DMIR, LOC108158695|XP_017146719.1|DMIR, LOC108153383|XP_017138844.1|DMIR	LOC115765037|XP_030564268.1|DNOV
OG0001496	LOC108164836|XP_017156249.1|DMIR	LOC115768143|XP_030568498.1|DNOV
OG0001497	LOC108160477|XP_017149986.1|DMIR, LOC117193443|XP_033254085.1|DMIR	LOC115758940|XP_030555603.1|DNOV
OG0001498	LOC108157018|XP_033245247.1|DMIR	LOC115761647|XP_030559342.1|DNOV
OG0001500	LOC117187784|XP_033246515.1|DMIR, LOC108160133|XP_017149416.2|DMIR	LOC115764543|XP_030563516.1|DNOV
OG0001501	LOC108155422|XP_017141717.1|DMIR	LOC115770905|XP_030572205.1|DNOV
OG0001502	LOC108158194|XP_017145902.1|DMIR, LOC117189350|XP_033250379.1|DMIR, LOC117190073|XP_033251045.1|DMIR, LOC117190071|XP_033251042.1|DMIR	LOC115768044|XP_030568371.1|DNOV
OG0001503	LOC108160290|XP_017149672.2|DMIR	LOC115759506|XP_030556311.1|DNOV
OG0001504	LOC108158503|XP_017146325.2|DMIR	LOC115769057|XP_030569632.1|DNOV
OG0001505	LOC108158029|XP_033248092.1|DMIR, LOC117192404|XP_033252970.1|DMIR	LOC115757914|XP_030554232.1|DNOV
OG0001506	LOC117185721|XP_033248317.1|DMIR, LOC108159484|XP_017148304.2|DMIR	LOC115764536|XP_030563506.1|DNOV
OG0001507	LOC108159578|XP_017148515.1|DMIR	LOC115762531|XP_030560672.1|DNOV
OG0001508	LOC117185699|XP_033253778.1|DMIR, LOC108160352|XP_017149806.1|DMIR	LOC115766575|XP_030566420.1|DNOV
OG0001509	LOC108159940|XP_017149083.1|DMIR, LOC117190809|XP_033251742.1|DMIR	LOC115764571|XP_030563562.1|DNOV
OG0001510	LOC108162838|XP_017153269.1|DMIR	LOC115758814|XP_030555451.1|DNOV
OG0001511	LOC117193362|XP_033253968.1|DMIR, LOC108160564|XP_017150133.1|DMIR	LOC115764539|XP_030563512.1|DNOV
OG0001512	LOC108150796|XP_017134589.1|DMIR	LOC115771208|XP_030572668.1|DNOV
OG0001513	LOC108152559|XP_017137480.1|DMIR	LOC115771379|XP_030572924.1|DNOV
OG0001515	LOC108153429|XP_017138920.1|DMIR, LOC108156196|XP_017143019.2|DMIR, LOC117187472|XP_033246127.1|DMIR	LOC115767065|XP_030567065.1|DNOV
OG0001517	LOC108156698|XP_017143834.1|DMIR	LOC115764904|XP_030564057.1|DNOV
OG0001518	LOC108163895|XP_017154907.1|DMIR	LOC115766399|XP_030566176.1|DNOV
OG0001519	LOC108157295|XP_017144786.1|DMIR	LOC115761325|XP_030558918.1|DNOV
OG0001520	LOC117186937|XP_033244211.1|DMIR	LOC115757728|XP_030553963.1|DNOV
OG0001521	LOC108162566|XP_033249930.1|DMIR	LOC115763595|XP_030562077.1|DNOV
OG0001523	LOC108160027|XP_017149255.1|DMIR	LOC115762181|XP_030560162.1|DNOV
OG0001524	LOC117193849|XP_033254440.1|DMIR, LOC108158030|XP_017145663.1|DMIR	LOC115758174|XP_030554574.1|DNOV
OG0001524	LOC108159827|XP_017148891.1|DMIR	LOC115758173|XP_030554573.1|DNOV
OG0001525	LOC108164685|XP_033252700.1|DMIR	LOC115765689|XP_030565207.1|DNOV
OG0001525	LOC108164686|XP_017156043.1|DMIR	LOC115768674|XP_030569218.1|DNOV
OG0001526	LOC108161342|XP_017151071.1|DMIR	LOC115767814|XP_030568010.1|DNOV
OG0001527	LOC108165029|XP_017156555.1|DMIR	LOC115765332|XP_030564694.1|DNOV
OG0001527	LOC108165030|XP_017156556.1|DMIR	LOC115765333|XP_030564697.1|DNOV
OG0001528	LOC108153985|XP_033244341.1|DMIR, LOC108156733|XP_017143881.2|DMIR	LOC115765607|XP_030565118.1|DNOV, LOC115762017|XP_030559944.1|DNOV
OG0001529	LOC108165601|XP_017157164.1|DMIR	LOC115768382|XP_030568815.1|DNOV
OG0001530	LOC108152998|XP_017138225.1|DMIR, LOC108164075|XP_017155148.1|DMIR, LOC108161136|XP_033249209.1|DMIR, LOC117188841|XP_033249206.1|DMIR, LOC117188842|XP_033249207.1|DMIR	LOC115763227|XP_030561561.1|DNOV
OG0001531	LOC108153696|XP_017139310.1|DMIR, LOC117190420|XP_033251388.1|DMIR, LOC108161221|XP_033249827.1|DMIR, LOC108157439|XP_017144982.2|DMIR, LOC117192049|XP_033252656.1|DMIR, LOC108158739|XP_017146836.1|DMIR, LOC117194150|XP_033254694.1|DMIR, LOC108158343|XP_017146071.2|DMIR, LOC117193775|XP_033254395.1|DMIR, LOC117194049|XP_033254582.1|DMIR, LOC117194021|XP_033254539.1|DMIR, LOC117193774|XP_033254393.1|DMIR, LOC117194034|XP_033254566.1|DMIR	LOC115760958|XP_030558407.1|DNOV
OG0001535	LOC108162231|XP_017152351.1|DMIR	LOC115766316|XP_030566062.1|DNOV
OG0001536	LOC108156573|XP_017143600.1|DMIR	LOC115766877|XP_030566803.1|DNOV
OG0001537	LOC108161820|XP_033249218.1|DMIR, LOC108163976|XP_017155022.1|DMIR	LOC115765874|XP_030565473.1|DNOV
OG0001538	LOC108164610|XP_017155938.1|DMIR	LOC115768807|XP_030569363.1|DNOV
OG0001539	LOC108159130|XP_017147611.1|DMIR	LOC115761061|XP_030558539.1|DNOV
OG0001540	LOC108153785|XP_017139418.1|DMIR, LOC108154451|XP_017140211.1|DMIR, LOC108163249|XP_017153904.1|DMIR	LOC115759728|XP_030556606.1|DNOV
OG0001541	LOC108165356|XP_017156879.1|DMIR	LOC115770324|XP_030571421.1|DNOV
OG0001542	LOC108157053|XP_017144363.1|DMIR	LOC115765076|XP_030564312.1|DNOV
OG0001543	LOC108158165|XP_017145878.1|DMIR	LOC115766480|XP_030566289.1|DNOV
OG0001545	LOC108159855|XP_017148951.1|DMIR	LOC115769064|XP_030569637.1|DNOV
OG0001546	LOC108159841|XP_017148921.1|DMIR	LOC115768573|XP_030569070.1|DNOV
OG0001547	LOC108156758|XP_033247891.1|DMIR	LOC115768058|XP_030568359.1|DNOV
OG0001548	LOC108162941|XP_017153421.1|DMIR	LOC115765410|XP_030564814.1|DNOV
OG0001549	LOC108163265|XP_033248672.1|DMIR	LOC115758391|XP_030554881.1|DNOV
OG0001550	LOC108156566|XP_017143591.2|DMIR	LOC115761959|XP_030559858.1|DNOV
OG0001551	LOC108157564|XP_017145171.2|DMIR	LOC115768635|XP_030569163.1|DNOV
OG0001552	LOC108155289|XP_017141494.1|DMIR	LOC115764953|XP_030564134.1|DNOV
OG0001553	LOC108165024|XP_017156549.1|DMIR	LOC115768346|XP_030568770.1|DNOV
OG0001554	LOC108157411|XP_017144949.2|DMIR	LOC115761929|XP_030559820.1|DNOV
OG0001555	LOC108163674|XP_017154590.1|DMIR	LOC115759766|XP_030556685.1|DNOV
OG0001556	LOC117193041|XP_033253668.1|DMIR, LOC117192763|XP_033253394.1|DMIR, LOC108159478|XP_017148295.1|DMIR	LOC115760956|XP_030558404.1|DNOV
OG0001557	LOC108153001|XP_017138234.1|DMIR	LOC115768746|XP_030569293.1|DNOV
OG0001558	LOC117186785|XP_033243934.1|DMIR	LOC115768107|XP_030568470.1|DNOV
OG0001559	LOC108157172|XP_017144581.1|DMIR	LOC115757659|XP_030553834.1|DNOV
OG0001560	LOC108156097|XP_017142875.1|DMIR	LOC115763898|XP_030562537.1|DNOV
OG0001561	LOC108155176|XP_017141335.1|DMIR	LOC115771599|XP_030573214.1|DNOV
OG0001562	LOC108162157|XP_017152224.1|DMIR, LOC117186086|XP_033242077.1|DMIR	LOC115759794|XP_030556733.1|DNOV
OG0001563	LOC117187079|XP_033244822.1|DMIR	LOC115760360|XP_030557509.1|DNOV
OG0001564	LOC108156021|XP_017142742.1|DMIR	LOC115764608|XP_030563614.1|DNOV
OG0001565	LOC108156927|XP_017144170.1|DMIR	LOC115771971|XP_030573750.1|DNOV
OG0001566	LOC108165449|XP_017156979.1|DMIR	LOC115764658|XP_030563704.1|DNOV
OG0001567	LOC108160776|XP_017150467.1|DMIR, LOC117188188|XP_033247557.1|DMIR	LOC115758205|XP_030554613.1|DNOV
OG0001568	LOC108155215|XP_033245875.1|DMIR	LOC115771699|XP_030573376.1|DNOV
OG0001569	LOC108157412|XP_017144950.1|DMIR	LOC115764096|XP_030562809.1|DNOV
OG0001570	LOC108154351|XP_017140105.2|DMIR	LOC115761798|XP_030559601.1|DNOV
OG0001571	LOC108162512|XP_017152778.1|DMIR	LOC115759716|XP_030556579.1|DNOV
OG0001572	LOC108164845|XP_017156263.1|DMIR	LOC115766457|XP_030566249.1|DNOV
OG0001573	LOC108152338|XP_017137089.1|DMIR	LOC115766986|XP_030566945.1|DNOV
OG0001574	LOC108165016|XP_017156543.1|DMIR	LOC115771331|XP_030572857.1|DNOV
OG0001575	LOC108153937|XP_033244173.1|DMIR, LOC117185898|XP_033244172.1|DMIR	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV
OG0001576	LOC108154218|XP_017139933.1|DMIR	LOC115764807|XP_030563915.1|DNOV
OG0001577	LOC108157583|XP_017145195.1|DMIR, LOC108156037|XP_017142779.1|DMIR	LOC115763994|XP_030562671.1|DNOV
OG0001578	LOC117193185|XP_033253824.1|DMIR, LOC108159212|XP_017147781.1|DMIR	LOC115760526|XP_030557765.1|DNOV
OG0001579	LOC108150824|XP_017134620.1|DMIR, LOC108161933|XP_017151897.1|DMIR	LOC115768755|XP_030569302.1|DNOV
OG0001580	LOC108159665|XP_017148633.1|DMIR, LOC117192824|XP_033253479.1|DMIR	LOC115760866|XP_030558280.1|DNOV
OG0001581	LOC108164519|XP_017155798.1|DMIR	LOC115767827|XP_030568027.1|DNOV
OG0001582	LOC108159232|XP_017147828.2|DMIR, LOC117185818|XP_033247006.1|DMIR	LOC115762054|XP_030559994.1|DNOV
OG0001583	LOC117193941|XP_033254494.1|DMIR, LOC108160417|XP_017149902.1|DMIR	LOC115762427|XP_030560482.1|DNOV
OG0001584	LOC108151846|XP_017136219.1|DMIR, LOC108151844|XP_017136218.1|DMIR	LOC115770097|XP_030571068.1|DNOV
OG0001585	LOC108159491|XP_017148347.1|DMIR	LOC115768749|XP_030569296.1|DNOV
OG0001586	LOC108152358|XP_017137120.1|DMIR, LOC108165594|XP_017157160.1|DMIR	LOC115771266|XP_030572742.1|DNOV
OG0001587	LOC117186899|XP_033244101.1|DMIR, LOC108160819|XP_033244099.1|DMIR, LOC117186902|XP_033244108.1|DMIR, LOC108157942|XP_033252388.1|DMIR, LOC117187746|XP_033246440.1|DMIR	LOC115762967|XP_030561208.1|DNOV
OG0001588	LOC108160547|XP_017150103.1|DMIR, LOC117191386|XP_033252160.1|DMIR	LOC115761369|XP_030558981.1|DNOV
OG0001589	LOC117189021|XP_033249779.1|DMIR	LOC115759817|XP_030556768.1|DNOV
OG0001590	LOC117191235|XP_033252048.1|DMIR, LOC108158598|XP_017146538.1|DMIR, LOC117191583|XP_033252299.1|DMIR	LOC115765126|XP_030564386.1|DNOV
OG0001591	LOC108156769|XP_017143923.1|DMIR	LOC115763985|XP_030562658.1|DNOV
OG0001592	LOC108161998|XP_017151956.1|DMIR	LOC115765565|XP_030565068.1|DNOV
OG0001593	LOC117188747|XP_033248928.1|DMIR, LOC108163955|XP_017154993.2|DMIR	LOC115765494|XP_030564962.1|DNOV
OG0001594	LOC108161947|XP_033249878.1|DMIR	LOC115763502|XP_030561959.1|DNOV
OG0001595	LOC108160550|XP_017150107.1|DMIR, LOC117191791|XP_033252444.1|DMIR	LOC115771472|XP_030573058.1|DNOV
OG0001596	LOC108162567|XP_017152856.1|DMIR	LOC115763414|XP_030561830.1|DNOV, LOC115763334|XP_030561700.1|DNOV
OG0001597	LOC108161922|XP_017151827.1|DMIR	LOC115758464|XP_030554996.1|DNOV
OG0001598	LOC108162760|XP_017153131.2|DMIR	LOC115769181|XP_030569745.1|DNOV
OG0001599	LOC108162933|XP_017153408.1|DMIR	LOC115759195|XP_030555935.1|DNOV
OG0001600	LOC108163604|XP_017154482.1|DMIR	LOC115758498|XP_030555042.1|DNOV
OG0001601	LOC108162961|XP_017153448.1|DMIR	LOC115758905|XP_030555562.1|DNOV
OG0001602	LOC108161211|XP_033249189.1|DMIR, LOC108163567|XP_017154423.1|DMIR, LOC108163657|XP_017154567.1|DMIR	LOC115762996|XP_030561241.1|DNOV
OG0001603	LOC108161790|XP_017151628.1|DMIR	LOC115763555|XP_030562034.1|DNOV
OG0001604	LOC117188931|XP_033249455.1|DMIR	LOC115766386|XP_030566151.1|DNOV
OG0001605	LOC117187351|XP_033245712.1|DMIR, LOC117187349|XP_033245707.1|DMIR, LOC108157496|XP_017145084.2|DMIR, LOC108153508|XP_017139051.2|DMIR, LOC108160399|XP_017149879.1|DMIR, LOC117191336|XP_033252130.1|DMIR	LOC115760957|XP_030558406.1|DNOV
OG0001606	LOC117191376|XP_033252155.1|DMIR, LOC117190887|XP_033251790.1|DMIR, LOC117186608|XP_033243501.1|DMIR, LOC117188171|XP_033247507.1|DMIR, LOC117186458|XP_033243208.1|DMIR, LOC117186155|XP_033242250.1|DMIR, LOC117186156|XP_033242251.1|DMIR	LOC115763012|XP_030561265.1|DNOV
OG0001607	LOC108164050|XP_017155116.1|DMIR	LOC115759012|XP_030555683.1|DNOV
OG0001608	LOC108163124|XP_017153720.1|DMIR	LOC115762973|XP_030561210.1|DNOV
OG0001609	LOC108160934|XP_017150710.2|DMIR, LOC117187778|XP_033246504.1|DMIR	LOC115762353|XP_030560382.1|DNOV
OG0001610	LOC108164716|XP_017156089.1|DMIR, LOC108162748|XP_033249935.1|DMIR	LOC115763409|XP_030561819.1|DNOV
OG0001611	LOC108163655|XP_017154563.1|DMIR	LOC115768307|XP_030568715.1|DNOV, LOC115760302|XP_030557449.1|DNOV
OG0001612	LOC108161435|XP_017151187.1|DMIR	LOC115759943|XP_030556943.1|DNOV
OG0001613	LOC108163950|XP_017154980.1|DMIR	LOC115763189|XP_030561509.1|DNOV
OG0001614	LOC117188235|XP_033247641.1|DMIR, LOC108160804|XP_017150514.2|DMIR	LOC115760723|XP_030558055.1|DNOV
OG0001615	LOC108162082|XP_017152123.1|DMIR	LOC115758468|XP_030555001.1|DNOV
OG0001616	LOC108162723|XP_017153080.1|DMIR	LOC115760296|XP_030557443.1|DNOV
OG0001617	LOC117188276|XP_033247726.1|DMIR, LOC117187917|XP_033246761.1|DMIR, LOC117187916|XP_033246760.1|DMIR, LOC108161216|XP_033248755.1|DMIR, LOC108162517|XP_033248813.1|DMIR, LOC108159335|XP_033248756.1|DMIR, LOC108161217|XP_033248754.1|DMIR	LOC115758348|XP_030554788.1|DNOV
OG0001618	LOC108164243|XP_017155366.1|DMIR	LOC115766781|XP_030566653.1|DNOV
OG0001619	LOC108163355|XP_017154086.1|DMIR	LOC115763246|XP_030561584.1|DNOV
OG0001620	LOC117189668|XP_033250665.1|DMIR, LOC108159683|XP_017148667.1|DMIR, LOC117190376|XP_033251348.1|DMIR	LOC115769048|XP_030569618.1|DNOV, LOC115769051|XP_030569621.1|DNOV
OG0001621	LOC108158285|XP_017146011.1|DMIR	LOC115760663|XP_030557990.1|DNOV
