Orthogroup	DMIR.longest_only	DBIA.longest_only
OG0001848	LOC108154147|XP_033244691.1|DMIR	LOC108026765|XP_016953400.1|DBIA, LOC108022037|XP_016946372.1|DBIA
OG0001849	LOC108155999|XP_017142688.1|DMIR	LOC108024769|XP_016950371.1|DBIA
OG0001850	LOC108164467|XP_017155698.1|DMIR	LOC108036010|XP_016967410.1|DBIA
OG0001851	LOC108164440|XP_017155630.1|DMIR	LOC108035982|XP_016967310.1|DBIA
OG0001852	LOC108153265|XP_017138617.1|DMIR	LOC108027911|XP_016955026.1|DBIA
OG0001853	LOC108155077|XP_017141169.2|DMIR	LOC108025175|XP_016950942.1|DBIA
OG0001854	LOC108158766|XP_017146882.2|DMIR, LOC117187127|XP_033245027.1|DMIR	LOC108026687|XP_016953268.1|DBIA
OG0001855	LOC108158370|XP_017146112.1|DMIR, LOC117192983|XP_033253601.1|DMIR	LOC108036307|XP_016967805.1|DBIA
OG0001856	LOC108162502|XP_017152769.1|DMIR	LOC108023771|XP_016948901.1|DBIA
OG0001857	LOC108164580|XP_017155888.1|DMIR	LOC108027606|XP_016954615.1|DBIA
OG0001858	LOC108164717|XP_017156090.1|DMIR	LOC108035815|XP_016967052.1|DBIA
OG0001859	LOC108159869|XP_017148962.1|DMIR	LOC108032997|XP_016962610.1|DBIA
OG0001860	LOC108152929|XP_017138104.1|DMIR	LOC108028749|XP_016956207.1|DBIA
OG0001861	LOC117187248|XP_033245400.1|DMIR, LOC108155902|XP_033245397.1|DMIR	LOC108025481|XP_016951485.1|DBIA
OG0001862	LOC108164659|XP_017156001.1|DMIR	LOC108027607|XP_016954617.1|DBIA
OG0001863	LOC108160992|XP_017150790.1|DMIR	LOC108028743|XP_016956200.1|DBIA, LOC108024003|XP_016949233.1|DBIA
OG0001864	LOC108154926|XP_033244992.1|DMIR	LOC108031406|XP_016960286.1|DBIA
OG0001865	LOC108151685|XP_017135918.1|DMIR	LOC108033165|XP_016962886.1|DBIA
OG0001866	LOC108155997|XP_017142684.1|DMIR	LOC108023389|XP_016948303.1|DBIA
OG0001867	LOC108151384|XP_017135441.1|DMIR	LOC108028359|XP_016955606.1|DBIA
OG0001868	LOC108163085|XP_017153654.1|DMIR	LOC108033314|XP_016963079.1|DBIA
OG0001869	LOC108157824|XP_017145513.1|DMIR	LOC108031089|XP_016959784.1|DBIA
OG0001870	LOC108154350|XP_017140108.1|DMIR	LOC108036578|XP_016968323.1|DBIA
OG0001871	LOC108158091|XP_017145742.2|DMIR, LOC117188481|XP_033248308.1|DMIR	LOC108023233|XP_016947997.1|DBIA
OG0001872	LOC108157555|XP_017145148.1|DMIR	LOC108025487|XP_016951490.1|DBIA
OG0001873	LOC108156939|XP_017144191.1|DMIR	LOC108024975|XP_016950707.1|DBIA
OG0001874	LOC108154085|XP_017139688.1|DMIR	LOC108026203|XP_016952491.1|DBIA
OG0001875	LOC108155507|XP_017141836.2|DMIR	LOC108025501|XP_016951511.1|DBIA
OG0001876	LOC117186089|XP_033242080.1|DMIR, LOC117186645|XP_033243572.1|DMIR	LOC108032998|XP_016962611.1|DBIA
OG0001877	LOC108159225|XP_017147819.1|DMIR	LOC108025614|XP_016951636.1|DBIA
OG0001878	LOC108156254|XP_017143094.1|DMIR	LOC108031678|XP_016960809.1|DBIA
OG0001879	LOC108154072|XP_017139655.1|DMIR	LOC108026226|XP_016952547.1|DBIA
OG0001880	LOC108154041|XP_033245434.1|DMIR, LOC108156946|XP_033244839.1|DMIR	LOC108032127|XP_016961448.1|DBIA
OG0001881	LOC108154548|XP_017140340.2|DMIR	LOC108027043|XP_016953731.1|DBIA
OG0001882	LOC108155602|XP_017142013.1|DMIR	LOC108025241|XP_016951077.1|DBIA
OG0001883	LOC108156814|XP_033244995.1|DMIR	LOC108031451|XP_016960374.1|DBIA
OG0001884	LOC108155667|XP_017142120.1|DMIR	LOC108031843|XP_016961082.1|DBIA
OG0001885	LOC108162298|XP_017152453.1|DMIR	LOC108033306|XP_016963068.1|DBIA
OG0001886	LOC108155773|XP_017142319.1|DMIR	LOC108032063|XP_016961370.1|DBIA
OG0001887	LOC108158633|XP_017146602.1|DMIR, LOC117189625|XP_033250635.1|DMIR	LOC108036638|XP_016968400.1|DBIA
OG0001888	LOC108157321|XP_017144826.1|DMIR	LOC108032867|XP_016962357.1|DBIA
OG0001889	LOC108158523|XP_017146396.1|DMIR	LOC108023727|XP_016948853.1|DBIA
OG0001890	LOC108156826|XP_017144018.1|DMIR, LOC108153279|XP_017138636.1|DMIR	LOC108028730|XP_016956181.1|DBIA
OG0001891	LOC108157065|XP_033245079.1|DMIR	LOC108031641|XP_016960762.1|DBIA
OG0001892	LOC108156468|XP_017143421.1|DMIR	LOC108032741|XP_016962218.1|DBIA
OG0001893	LOC108155734|XP_017142239.1|DMIR	LOC108024751|XP_016950346.1|DBIA
OG0001894	LOC117189663|XP_033250660.1|DMIR, LOC108158981|XP_017147314.1|DMIR	LOC108036628|XP_016968388.1|DBIA
OG0001895	LOC108164443|XP_017155636.1|DMIR	LOC108035995|XP_016967357.1|DBIA
OG0001897	LOC108153980|XP_033244133.1|DMIR	LOC108031733|XP_016960901.1|DBIA
OG0001898	LOC108161288|XP_033249467.1|DMIR, LOC117188940|XP_033249486.1|DMIR, LOC108164564|XP_017155869.2|DMIR	LOC108026610|XP_016953083.1|DBIA
OG0001899	LOC108157274|XP_017144759.1|DMIR	LOC108031467|XP_016960395.1|DBIA
OG0001900	LOC108151214|XP_017135183.1|DMIR	LOC108030914|XP_016959593.1|DBIA
OG0001901	LOC108163204|XP_033248477.1|DMIR	LOC108033763|XP_016963832.1|DBIA
OG0001902	LOC108154923|XP_033245642.1|DMIR	LOC108029318|XP_016957005.1|DBIA, LOC108025961|XP_016952144.1|DBIA
OG0001903	LOC117187278|XP_033245509.1|DMIR, LOC108156141|XP_033245783.1|DMIR, LOC117188309|XP_033247840.1|DMIR, LOC117188292|XP_033247765.1|DMIR	LOC108024972|XP_016950704.1|DBIA
OG0001904	LOC108155091|XP_017141202.1|DMIR	LOC108024563|XP_016950046.1|DBIA
OG0001905	LOC108156400|XP_017143327.1|DMIR	LOC108032164|XP_016961508.1|DBIA
OG0001906	LOC108156679|XP_033244517.1|DMIR	LOC108027214|XP_016954025.1|DBIA
OG0001907	LOC108164644|XP_017155983.1|DMIR	LOC108025867|XP_016952028.1|DBIA
OG0001908	LOC108155280|XP_017141478.1|DMIR	LOC108024714|XP_016950295.1|DBIA
OG0001909	LOC108165174|XP_017156735.1|DMIR, LOC108164402|XP_033246370.1|DMIR	LOC108023581|XP_016948666.1|DBIA
OG0001910	LOC108156726|XP_017143869.1|DMIR	LOC108031870|XP_016961117.1|DBIA
OG0001911	LOC108156326|XP_033244586.1|DMIR	LOC108023087|XP_016947834.1|DBIA
OG0001912	LOC108160918|XP_017150686.1|DMIR	LOC108026898|XP_016953596.1|DBIA
OG0001913	LOC108163975|XP_033249392.1|DMIR	LOC108034264|XP_016964612.1|DBIA
OG0001914	LOC108154977|XP_033245332.1|DMIR	LOC108026134|XP_016952337.1|DBIA
OG0001915	LOC108152445|XP_017137281.1|DMIR	LOC108035620|XP_016966798.1|DBIA
OG0001916	LOC117187952|XP_033246845.1|DMIR, LOC117188086|XP_033247303.1|DMIR, LOC117188182|XP_033247549.1|DMIR, LOC117188137|XP_033247389.1|DMIR, LOC108160140|XP_017149437.2|DMIR	LOC108030257|XP_016958566.1|DBIA
OG0001917	LOC108165372|XP_017156897.1|DMIR	LOC108034903|XP_016965619.1|DBIA
OG0001918	LOC108151793|XP_017136130.1|DMIR	LOC108035503|XP_016966650.1|DBIA
OG0001919	LOC108159738|XP_017148764.2|DMIR, LOC117187908|XP_033246743.1|DMIR	LOC108030141|XP_016958345.1|DBIA
OG0001920	LOC108165586|XP_017157147.1|DMIR	LOC108029830|XP_016957820.1|DBIA
OG0001921	LOC117188101|XP_033247330.1|DMIR, LOC117188106|XP_033247335.1|DMIR, LOC108159472|XP_017148284.2|DMIR	LOC108029799|XP_016957803.1|DBIA
OG0001922	LOC108158363|XP_017146106.2|DMIR, LOC117188464|XP_033248268.1|DMIR	LOC108026928|XP_016953629.1|DBIA
OG0001923	LOC108153288|XP_017138651.1|DMIR	LOC108028361|XP_016955623.1|DBIA
OG0001924	LOC117188899|XP_033249348.1|DMIR, LOC117186222|XP_033242511.1|DMIR	LOC108035852|XP_016967085.1|DBIA, LOC108031427|XP_016960323.1|DBIA
OG0001925	LOC108151065|XP_017134933.2|DMIR	LOC108035299|XP_016966358.1|DBIA
OG0001926	LOC108153430|XP_017138921.1|DMIR	LOC108035546|XP_016966704.1|DBIA
OG0001927	LOC117190011|XP_033250993.1|DMIR, LOC108158146|XP_017145855.1|DMIR	LOC108023039|XP_016947769.1|DBIA
OG0001928	LOC108155998|XP_017142687.1|DMIR, LOC108151427|XP_017135508.1|DMIR	LOC108035241|XP_016966263.1|DBIA
OG0001929	LOC108151193|XP_017135129.1|DMIR	LOC108034786|XP_016965234.1|DBIA
OG0001930	LOC117189825|XP_033250780.1|DMIR, LOC108159815|XP_017148874.1|DMIR	LOC108030121|XP_016958311.1|DBIA
OG0001931	LOC108153127|XP_017138405.2|DMIR	LOC108028824|XP_016956299.1|DBIA
OG0001932	LOC108151925|XP_017136333.1|DMIR	LOC108028311|XP_016955523.1|DBIA
OG0001933	LOC117188298|XP_033247816.1|DMIR, LOC108159022|XP_017147421.1|DMIR	LOC108022469|XP_016946908.1|DBIA
OG0001934	LOC108151192|XP_017135128.1|DMIR	LOC108035528|XP_016966686.1|DBIA
OG0001935	LOC108151283|XP_017135301.1|DMIR	LOC108034558|XP_016964976.1|DBIA
OG0001937	LOC117187884|XP_033246695.1|DMIR, LOC108159752|XP_017148785.1|DMIR, LOC117190000|XP_033250974.1|DMIR	LOC108026767|XP_016953399.1|DBIA
OG0001938	LOC117193626|XP_033254260.1|DMIR, LOC108158916|XP_017147203.1|DMIR, LOC117193630|XP_033254267.1|DMIR	LOC108022701|XP_016947263.1|DBIA
OG0001939	LOC117189867|XP_033250831.1|DMIR, LOC108159603|XP_017148546.1|DMIR	LOC108022216|XP_016946559.1|DBIA
OG0001940	LOC108159125|XP_017147599.1|DMIR	LOC108036314|XP_016967813.1|DBIA
OG0001941	LOC108165590|XP_033243951.1|DMIR, LOC117186793|XP_033243954.1|DMIR, LOC117186794|XP_033243958.1|DMIR, LOC117186795|XP_033243961.1|DMIR	LOC108031298|XP_016960034.1|DBIA
OG0001942	LOC117190775|XP_033251725.1|DMIR, LOC108159996|XP_017149203.2|DMIR	LOC108030250|XP_016958558.1|DBIA
OG0001943	LOC108151285|XP_017135305.1|DMIR	LOC108034597|XP_016965019.1|DBIA
OG0001944	LOC108151930|XP_017136344.1|DMIR	LOC108030151|XP_016958366.1|DBIA
OG0001945	LOC108160309|XP_017149712.1|DMIR, LOC117185689|XP_033253786.1|DMIR	LOC108036393|XP_016967991.1|DBIA
OG0001946	LOC117193040|XP_033253667.1|DMIR, LOC108158125|XP_017145796.1|DMIR	LOC108030219|XP_016958483.1|DBIA
OG0001947	LOC117193563|XP_033254201.1|DMIR, LOC108159577|XP_017148514.1|DMIR	LOC108022314|XP_016946663.1|DBIA
OG0001948	LOC108162848|XP_017153284.1|DMIR	LOC108035752|XP_016966938.1|DBIA
OG0001949	LOC108153345|XP_033242879.1|DMIR	LOC108028554|XP_016955946.1|DBIA
OG0001950	LOC108155501|XP_017141824.1|DMIR	LOC108022466|XP_016947298.1|DBIA, LOC108023806|XP_016948936.1|DBIA
OG0001951	LOC108158563|XP_017146476.1|DMIR, LOC117189861|XP_033250822.1|DMIR	LOC108026608|XP_016953071.1|DBIA
OG0001952	LOC108159932|XP_033246782.1|DMIR	LOC108027585|XP_016954592.1|DBIA, LOC108026988|XP_016953679.1|DBIA
OG0001953	LOC117193670|XP_033254297.1|DMIR, LOC108160575|XP_017150151.1|DMIR	LOC108026794|XP_016953444.1|DBIA
OG0001955	LOC108158137|XP_017145839.1|DMIR, LOC117192369|XP_033252924.1|DMIR	LOC108036226|XP_016967726.1|DBIA
OG0001956	LOC108152329|XP_017137065.1|DMIR	LOC108034832|XP_016965433.1|DBIA
OG0001957	LOC108159033|XP_017147443.1|DMIR, LOC117189789|XP_033250749.1|DMIR, LOC117189790|XP_033250750.1|DMIR	LOC108026667|XP_016953203.1|DBIA
OG0001958	LOC117194036|XP_033254568.1|DMIR, LOC108159207|XP_017147770.1|DMIR	LOC108030170|XP_016958395.1|DBIA
OG0001959	LOC108153037|XP_017138282.1|DMIR	LOC108028762|XP_016956224.1|DBIA
OG0001960	LOC108151320|XP_017135362.1|DMIR	LOC108030448|XP_016958841.1|DBIA
OG0001961	LOC108160437|XP_033253994.1|DMIR, LOC117185780|XP_017149934.1|DMIR	LOC108023003|XP_016947723.1|DBIA
OG0001962	LOC117189661|XP_033250658.1|DMIR, LOC117189662|XP_033250659.1|DMIR, LOC108158978|XP_017147310.1|DMIR	LOC108036626|XP_016968387.1|DBIA
OG0001963	LOC108152792|XP_017137863.1|DMIR	LOC108035419|XP_016966529.1|DBIA
OG0001964	LOC108152705|XP_017137714.1|DMIR	LOC108028508|XP_016955879.1|DBIA
OG0001965	LOC108152169|XP_033242594.1|DMIR	LOC108028661|XP_016956078.1|DBIA
OG0001966	LOC108155585|XP_017141983.1|DMIR	LOC108031886|XP_016961139.1|DBIA
OG0001967	LOC108158485|XP_017146282.2|DMIR, LOC117188122|XP_033247360.1|DMIR	LOC108026536|XP_016952972.1|DBIA
OG0001968	LOC108153721|XP_017139338.1|DMIR	LOC108034573|XP_016964992.1|DBIA
OG0001969	LOC117192718|XP_033253343.1|DMIR, LOC108158093|XP_017145749.1|DMIR	LOC108030134|XP_016958337.1|DBIA
OG0001970	LOC117190684|XP_033251636.1|DMIR, LOC108160360|XP_017149819.1|DMIR	LOC108026876|XP_016953556.1|DBIA
OG0001971	LOC108158051|XP_017145686.1|DMIR	LOC108029353|XP_016957033.1|DBIA
OG0001972	LOC117188308|XP_033247838.1|DMIR	LOC108030149|XP_016958358.1|DBIA
OG0001973	LOC108160758|XP_017150447.1|DMIR	LOC108022954|XP_016947658.1|DBIA
OG0001974	LOC117193290|XP_033253922.1|DMIR, LOC108160497|XP_017150022.1|DMIR	LOC108036609|XP_016968360.1|DBIA
OG0001975	LOC108153156|XP_017138448.1|DMIR	LOC108034636|XP_016965062.1|DBIA
OG0001976	LOC108159881|XP_017148983.2|DMIR, LOC117187934|XP_033246821.1|DMIR	LOC108030139|XP_016958343.1|DBIA
OG0001977	LOC108162152|XP_017152218.1|DMIR	LOC108033711|XP_016963732.1|DBIA
OG0001978	LOC108162398|XP_017152609.1|DMIR	LOC108034242|XP_016964582.1|DBIA
OG0001979	LOC108163041|XP_017153581.1|DMIR	LOC108036791|XP_016968627.1|DBIA
OG0001980	LOC108162500|XP_017152754.1|DMIR	LOC108033269|XP_016963028.1|DBIA
OG0001981	LOC108162263|XP_017152399.1|DMIR	LOC108029219|XP_016956898.1|DBIA
OG0001982	LOC108161920|XP_017151825.1|DMIR	LOC108036869|XP_016968738.1|DBIA
OG0001983	LOC117189156|XP_033250115.1|DMIR	LOC108031647|XP_016960770.1|DBIA
OG0001984	LOC108162958|XP_017153446.2|DMIR	LOC108021858|XP_016946136.1|DBIA
OG0001985	LOC108161784|XP_017151615.1|DMIR	LOC108032540|XP_016961902.1|DBIA
OG0001986	LOC108163650|XP_017154557.1|DMIR	LOC108034032|XP_016964267.1|DBIA
OG0001987	LOC108153505|XP_017139050.1|DMIR	LOC108024211|XP_016949555.1|DBIA
OG0001988	LOC117194952|XP_033255315.1|DMIR, LOC108159296|XP_017147954.1|DMIR	LOC108022660|XP_016947215.1|DBIA
OG0001989	LOC108161300|XP_017151008.1|DMIR	LOC108028992|XP_016956522.1|DBIA
OG0001990	LOC108162799|XP_017153190.1|DMIR	LOC108034192|XP_016964505.1|DBIA
OG0001992	LOC108163703|XP_017154632.1|DMIR	LOC108033946|XP_016964123.1|DBIA
OG0001993	LOC108163319|XP_017154033.1|DMIR	LOC108033885|XP_016964019.1|DBIA
OG0001994	LOC108156546|XP_017143552.1|DMIR	LOC108031747|XP_016960937.1|DBIA
OG0001995	LOC108163058|XP_017153619.2|DMIR	LOC108032823|XP_016962327.1|DBIA
OG0001997	LOC108159402|XP_017148132.1|DMIR, LOC117192245|XP_033252800.1|DMIR	LOC108022527|XP_016946993.1|DBIA
OG0001998	LOC108159400|XP_017148126.2|DMIR, LOC117192243|XP_033252798.1|DMIR, LOC117192244|XP_033252799.1|DMIR	LOC108022532|XP_016946997.1|DBIA
OG0001999	LOC117191450|XP_033252203.1|DMIR, LOC108159921|XP_017149048.2|DMIR	LOC108022615|XP_016947144.1|DBIA
OG0002000	LOC108163549|XP_017154399.1|DMIR	LOC108036051|XP_016967483.1|DBIA
OG0002001	LOC108162852|XP_017153285.1|DMIR	LOC108033698|XP_016963687.1|DBIA
OG0002002	LOC108158151|XP_017145860.1|DMIR	LOC108022935|XP_016947637.1|DBIA
OG0002003	LOC108162344|XP_017152530.1|DMIR	LOC108036750|XP_016968558.1|DBIA
OG0002004	LOC108162316|XP_017152485.1|DMIR	LOC108034089|XP_016964345.1|DBIA
OG0002005	LOC108161429|XP_033249279.1|DMIR, LOC117188868|XP_033249280.1|DMIR, LOC117188869|XP_033249281.1|DMIR, LOC117188866|XP_033249276.1|DMIR, LOC108161428|XP_017151182.1|DMIR	LOC108032650|XP_016962091.1|DBIA
OG0002006	LOC108162884|XP_033248687.1|DMIR	LOC108033690|XP_016963666.1|DBIA
OG0002007	LOC108163364|XP_017154103.2|DMIR	LOC108036124|XP_016967598.1|DBIA
OG0002008	LOC108164397|XP_033250157.1|DMIR	LOC108035993|XP_016967345.1|DBIA
OG0002009	LOC108160989|XP_017150782.2|DMIR, LOC117188459|XP_033248262.1|DMIR	LOC108026547|XP_016952986.1|DBIA
OG0002010	LOC108162339|XP_033248420.1|DMIR	LOC108036794|XP_016968630.1|DBIA
OG0002011	LOC108162000|XP_017151970.2|DMIR	LOC108032757|XP_016962239.1|DBIA
OG0002012	LOC108162474|XP_017152713.1|DMIR	LOC108029065|XP_016956624.1|DBIA
OG0002013	LOC108163525|XP_033249359.1|DMIR	LOC108034119|XP_016964391.1|DBIA
OG0002014	LOC117193486|XP_033254127.1|DMIR, LOC108159327|XP_017148011.1|DMIR	LOC108023032|XP_016947760.1|DBIA
OG0002015	LOC108162944|XP_017153424.1|DMIR	LOC108034298|XP_016964650.1|DBIA
OG0002016	LOC108159966|XP_017149134.1|DMIR, LOC117192390|XP_033252956.1|DMIR, LOC117192389|XP_033252952.1|DMIR	LOC108030180|XP_016958415.1|DBIA
OG0002017	LOC108163699|XP_017154623.2|DMIR	LOC108033902|XP_016964055.1|DBIA
OG0002018	LOC108163295|XP_017153990.1|DMIR	LOC108033836|XP_016963952.1|DBIA, LOC108033255|XP_016963009.1|DBIA
OG0002019	LOC108162678|XP_017153011.1|DMIR	LOC108033891|XP_016964027.1|DBIA
OG0002020	LOC108162644|XP_033249684.1|DMIR	LOC108036098|XP_016967553.1|DBIA
OG0002021	LOC108158479|XP_017146273.1|DMIR	LOC108026694|XP_016953271.1|DBIA
OG0002022	LOC108161801|XP_017151640.2|DMIR	LOC108033550|XP_016963384.1|DBIA
OG0002023	LOC108154180|XP_017139843.1|DMIR	LOC108025044|XP_016950792.1|DBIA
OG0002025	LOC108163420|XP_017154177.1|DMIR	LOC108033995|XP_016964210.1|DBIA
OG0002026	LOC108150989|XP_017134828.1|DMIR	LOC108030863|XP_016959498.1|DBIA
OG0002027	LOC108158827|XP_017147013.1|DMIR	LOC108026624|XP_016953125.1|DBIA
OG0002028	LOC108160502|XP_017150029.1|DMIR, LOC117190248|XP_033251192.1|DMIR, LOC117190257|XP_033251205.1|DMIR	LOC108026781|XP_016953427.1|DBIA
OG0002029	LOC108163891|XP_017154899.2|DMIR, LOC117189158|XP_033250118.1|DMIR, LOC117189159|XP_033250119.1|DMIR, LOC108151739|XP_017136046.2|DMIR	LOC108028242|XP_016955409.1|DBIA
OG0002030	LOC108159537|XP_017148402.2|DMIR, LOC117188073|XP_033247265.1|DMIR	LOC108022732|XP_016947311.1|DBIA
OG0002031	LOC108159005|XP_017147367.1|DMIR, LOC117192019|XP_033252631.1|DMIR	LOC108029767|XP_016957762.1|DBIA
OG0002032	LOC108155334|XP_017141573.1|DMIR	LOC108027155|XP_016953873.1|DBIA
OG0002033	LOC108158394|XP_017146144.1|DMIR	LOC108025690|XP_016951713.1|DBIA
OG0002034	LOC108151896|XP_017136288.1|DMIR	LOC108023510|XP_016948542.1|DBIA
OG0002035	LOC108155866|XP_017142473.1|DMIR	LOC108032165|XP_016961507.1|DBIA
OG0002036	LOC108155240|XP_017141418.1|DMIR	LOC108031058|XP_016959748.1|DBIA
OG0002037	LOC108152919|XP_017138087.1|DMIR	LOC108035209|XP_016966208.1|DBIA
OG0002038	LOC108157028|XP_017144328.2|DMIR	LOC108032083|XP_016961396.1|DBIA
OG0002039	LOC108157109|XP_017144472.1|DMIR	LOC108036875|XP_016968740.1|DBIA
OG0002040	LOC108154972|XP_017140977.1|DMIR	LOC108030488|XP_016958859.1|DBIA
OG0002041	LOC117192471|XP_033253055.1|DMIR, LOC108159985|XP_017149176.1|DMIR	LOC108029595|XP_016957456.1|DBIA
OG0002042	LOC108155765|XP_033244262.1|DMIR	LOC108027364|XP_016954275.1|DBIA
OG0002043	LOC108155871|XP_017142479.1|DMIR	LOC108027390|XP_016954315.1|DBIA
OG0002044	LOC117187328|XP_033245630.1|DMIR	LOC108031005|XP_016959694.1|DBIA
OG0002044	LOC108155638|XP_017142069.2|DMIR	LOC108031652|XP_016960772.1|DBIA
OG0002045	LOC108154443|XP_017140204.1|DMIR	LOC108032117|XP_016961439.1|DBIA
OG0002046	LOC108164578|XP_017155886.1|DMIR	LOC108024803|XP_016950414.1|DBIA, LOC108035755|XP_016966942.1|DBIA
OG0002047	LOC108156629|XP_017143701.1|DMIR	LOC108024090|XP_016949354.1|DBIA
OG0002048	LOC108156270|XP_017143128.1|DMIR	LOC108031157|XP_016959862.1|DBIA, LOC108031332|XP_016960073.1|DBIA
OG0002049	LOC108155494|XP_017141811.1|DMIR	LOC108024523|XP_016949967.1|DBIA
OG0002050	LOC108155281|XP_017141479.1|DMIR	LOC108026222|XP_016952534.1|DBIA
OG0002051	LOC117193581|XP_033254215.1|DMIR, LOC108160409|XP_017149892.1|DMIR, LOC117193580|XP_033254213.1|DMIR	LOC108022767|XP_016947362.1|DBIA
OG0002052	LOC108165380|XP_017156907.1|DMIR	LOC108034415|XP_016964787.1|DBIA
OG0002053	LOC108156809|XP_017143991.1|DMIR	LOC108031812|XP_016961027.1|DBIA
OG0002054	LOC108155480|XP_017141792.1|DMIR	LOC108027218|XP_016954036.1|DBIA
OG0002055	LOC108154275|XP_017140013.1|DMIR	LOC108031828|XP_016961055.1|DBIA
OG0002056	LOC108151368|XP_017135418.1|DMIR	LOC108030569|XP_016958960.1|DBIA
OG0002057	LOC117188571|XP_033248445.1|DMIR, LOC108163971|XP_017155017.2|DMIR	LOC108034187|XP_016964498.1|DBIA
OG0002058	LOC108165591|XP_017157155.1|DMIR	LOC108029949|XP_016957944.1|DBIA
OG0002059	LOC108154254|XP_017139977.1|DMIR	LOC108026272|XP_016952623.1|DBIA
OG0002060	LOC117190461|XP_033251424.1|DMIR, LOC108159945|XP_017149089.1|DMIR	LOC108022881|XP_016947567.1|DBIA
OG0002061	LOC108160080|XP_017149336.1|DMIR, LOC117190050|XP_033251025.1|DMIR	LOC108026884|XP_016953573.1|DBIA
OG0002062	LOC108156467|XP_017143423.1|DMIR	LOC108035785|XP_016967000.1|DBIA
OG0002063	LOC108164036|XP_017155106.1|DMIR	LOC108023240|XP_016948007.1|DBIA
OG0002064	LOC117186133|XP_033242197.1|DMIR	LOC108035465|XP_016966602.1|DBIA
OG0002065	LOC108152088|XP_033242271.1|DMIR	LOC108035060|XP_016965935.1|DBIA
OG0002066	LOC108155591|XP_017141995.1|DMIR	LOC108026130|XP_016952323.1|DBIA
OG0002067	LOC108159432|XP_017148192.1|DMIR	LOC108026967|XP_016953672.1|DBIA
OG0002068	LOC117187877|XP_033246661.1|DMIR, LOC117187876|XP_033246660.1|DMIR, LOC117185769|XP_033246655.1|DMIR, LOC117185858|XP_033246653.1|DMIR, LOC117189664|XP_033250661.1|DMIR	LOC108030377|XP_016958736.1|DBIA
OG0002069	LOC117188774|XP_033249028.1|DMIR	LOC108031619|XP_016960710.1|DBIA
OG0002070	LOC108155608|XP_017142023.1|DMIR	LOC108024855|XP_016950486.1|DBIA
OG0002071	LOC108155330|XP_017141560.1|DMIR	LOC108026131|XP_016952334.1|DBIA
OG0002072	LOC117194185|XP_033254735.1|DMIR, LOC108158578|XP_017146510.1|DMIR	LOC108036536|XP_016968249.1|DBIA
OG0002073	LOC108151222|XP_033243458.1|DMIR	LOC108034899|XP_016965602.1|DBIA
OG0002074	LOC117189844|XP_033250809.1|DMIR, LOC108160515|XP_017150054.1|DMIR	LOC108026911|XP_016953609.1|DBIA
OG0002075	LOC108162382|XP_017152588.1|DMIR	LOC108036769|XP_016968598.1|DBIA
OG0002076	LOC117185701|XP_033246485.1|DMIR, LOC108158605|XP_033254676.1|DMIR	LOC108022782|XP_016947384.1|DBIA
OG0002077	LOC108152463|XP_017137320.1|DMIR	LOC108029177|XP_016956828.1|DBIA, LOC108029160|XP_016956793.1|DBIA
OG0002078	LOC108159140|XP_017147624.1|DMIR, LOC117193641|XP_033254276.1|DMIR	LOC108029667|XP_016957584.1|DBIA
OG0002079	LOC108151025|XP_017134874.1|DMIR	LOC108028294|XP_016955502.1|DBIA
OG0002080	LOC108160690|XP_017150331.1|DMIR	LOC108022999|XP_016947719.1|DBIA
OG0002081	LOC117192647|XP_033253260.1|DMIR, LOC117192648|XP_033253261.1|DMIR, LOC108158936|XP_017147234.2|DMIR, LOC117188227|XP_033247628.1|DMIR	LOC108026959|XP_016953663.1|DBIA
OG0002082	LOC117192975|XP_033253588.1|DMIR, LOC108159551|XP_033247590.1|DMIR	LOC108036374|XP_016967963.1|DBIA
OG0002083	LOC108164652|XP_033246938.1|DMIR	LOC108023395|XP_016948322.1|DBIA
OG0002084	LOC108158991|XP_017147327.1|DMIR, LOC117190039|XP_033251018.1|DMIR, LOC117190037|XP_033251016.1|DMIR, LOC117190036|XP_033251015.1|DMIR, LOC117190038|XP_033251017.1|DMIR, LOC117190542|XP_033251492.1|DMIR	LOC108023060|XP_016947796.1|DBIA
OG0002085	LOC108160127|XP_017149410.1|DMIR	LOC108026658|XP_016953185.1|DBIA
OG0002086	LOC117190644|XP_033251581.1|DMIR, LOC108160487|XP_017149998.1|DMIR, LOC117192068|XP_033252670.1|DMIR, LOC117189958|XP_033250929.1|DMIR	LOC108022809|XP_016947432.1|DBIA
OG0002087	LOC108150984|XP_017134816.2|DMIR	LOC108028017|XP_016955138.1|DBIA
OG0002088	LOC108151520|XP_017135658.1|DMIR	LOC108028348|XP_016955589.1|DBIA
OG0002089	LOC117194110|XP_033254643.1|DMIR, LOC108159350|XP_017148047.1|DMIR	LOC108029607|XP_016957475.1|DBIA
OG0002090	LOC108151981|XP_017136434.1|DMIR	LOC108028596|XP_016956000.1|DBIA
OG0002091	LOC117192899|XP_033253532.1|DMIR, LOC108158416|XP_017146172.1|DMIR, LOC117192897|XP_033253530.1|DMIR	LOC108026606|XP_016953068.1|DBIA
OG0002092	LOC108152365|XP_017137132.1|DMIR	LOC108035213|XP_016966217.1|DBIA
OG0002093	LOC108160045|XP_017149278.1|DMIR, LOC117192860|XP_033253505.1|DMIR	LOC108022843|XP_016947504.1|DBIA
