Orthogroup	DYAK.longest_only	DSUP.longest_only
OG0001276	LOC6532883|XP_002093619.1|DYAK	LOC119553759|XP_037720292.1|DSUP
OG0001277	LOC6533455|XP_039230310.1|DYAK	LOC119553677|XP_037720149.1|DSUP
OG0001278	LOC6532519|XP_002093265.1|DYAK	LOC119555287|XP_037722524.1|DSUP
OG0001279	LOC6532567|XP_039230770.1|DYAK	LOC119554312|XP_037721100.1|DSUP
OG0001280	LOC6532195|XP_002092969.1|DYAK	LOC119555277|XP_037722509.1|DSUP
OG0001281	LOC6532457|XP_002093204.2|DYAK	LOC119553741|XP_037720266.1|DSUP
OG0001282	LOC6526651|XP_002087759.1|DYAK	LOC119546363|XP_037708520.1|DSUP
OG0001283	LOC6531482|XP_002092281.1|DYAK	LOC119552056|XP_037717743.1|DSUP
OG0001284	LOC6539076|XP_002085981.1|DYAK	LOC119561887|XP_037731285.1|DSUP, LOC119562446|XP_037731559.1|DSUP
OG0001285	LOC6532252|XP_002093024.1|DYAK	LOC119554067|XP_037720737.1|DSUP
OG0001286	LOC6529276|XP_002090281.1|DYAK	LOC119547974|XP_037710953.1|DSUP
OG0001287	LOC6537227|XP_002097785.1|DYAK	LOC119563345|XP_037732620.1|DSUP
OG0001288	LOC6526345|XP_002087467.1|DYAK	LOC119547333|XP_037710071.1|DSUP
OG0001289	LOC6529258|XP_039228228.1|DYAK	LOC119547687|XP_037710579.1|DSUP
OG0001290	LOC6527578|XP_039226703.1|DYAK	LOC119548883|XP_037712443.1|DSUP
OG0001291	LOC6531926|XP_002092712.1|DYAK	LOC119549961|XP_037714280.1|DSUP
OG0001292	LOC6531371|XP_002092174.2|DYAK	LOC119549082|XP_037712724.1|DSUP
OG0001293	LOC6524248|XP_002100111.1|DYAK	LOC119557253|XP_037725865.1|DSUP
OG0001294	LOC6536386|XP_002096968.1|DYAK	LOC119563394|XP_037732680.1|DSUP
OG0001295	LOC6524872|XP_002100712.1|DYAK	LOC119557546|XP_037726248.1|DSUP
OG0001296	LOC6539122|XP_002086023.1|DYAK	LOC119559695|XP_037728681.1|DSUP, LOC119559694|XP_037728680.1|DSUP, LOC119559699|XP_037728688.1|DSUP
OG0001297	LOC6538656|XP_002099176.1|DYAK	LOC119550693|XP_037715490.1|DSUP
OG0001298	LOC26536068|XP_039231495.1|DYAK	LOC119560877|XP_037730480.1|DSUP
OG0001299	LOC6533024|XP_002093759.1|DYAK	LOC119553235|XP_037719431.1|DSUP
OG0001300	LOC6536601|XP_002097177.1|DYAK	LOC119563143|XP_037732328.1|DSUP
OG0001301	LOC6527026|XP_002088121.1|DYAK	LOC119546140|XP_037708174.1|DSUP
OG0001302	LOC6530853|XP_002091732.1|DYAK	LOC119551265|XP_037716451.1|DSUP
OG0001303	LOC6536681|XP_002097254.1|DYAK, LOC6536680|XP_002097253.1|DYAK	LOC119545844|XP_037707738.1|DSUP
OG0001304	LOC6529879|XP_039228059.1|DYAK	LOC119549848|XP_037714069.1|DSUP
OG0001305	LOC6537477|XP_002098033.2|DYAK	LOC119560692|XP_037730198.1|DSUP
OG0001306	LOC6536699|XP_002097271.2|DYAK	LOC119563155|XP_037732342.1|DSUP
OG0001307	LOC6533132|XP_002093858.1|DYAK	LOC119555377|XP_037722648.1|DSUP
OG0001308	LOC6524417|XP_002100275.1|DYAK	LOC119556279|XP_037724257.1|DSUP
OG0001309	LOC6537037|XP_002097604.1|DYAK	LOC119563087|XP_037732245.1|DSUP
OG0001310	LOC6525108|XP_039226331.1|DYAK	LOC119557283|XP_037725899.1|DSUP
OG0001311	LOC6525810|XP_039233240.1|DYAK	LOC119557011|XP_037725473.1|DSUP
OG0001312	LOC6533662|XP_002094368.1|DYAK	LOC119554414|XP_037721231.1|DSUP
OG0001313	LOC6530449|XP_002091365.1|DYAK	LOC119550037|XP_037714401.1|DSUP
OG0001314	LOC6527558|XP_002088648.1|DYAK	LOC119546871|XP_037709405.1|DSUP
OG0001315	LOC6524468|XP_002100325.1|DYAK	LOC119556977|XP_037725423.1|DSUP
OG0001316	LOC6531130|XP_002091964.1|DYAK	LOC119549929|XP_037714199.1|DSUP
OG0001316	LOC6531373|XP_002092176.1|DYAK	LOC119549883|XP_037714116.1|DSUP
OG0001317	LOC6529021|XP_015054150.1|DYAK	LOC119546577|XP_037708901.1|DSUP
OG0001318	LOC6526650|XP_002087758.1|DYAK	LOC119546361|XP_037708516.1|DSUP
OG0001319	LOC6528210|XP_002089272.3|DYAK	LOC119546687|XP_037709092.1|DSUP
OG0001319	LOC6528209|XP_002089271.1|DYAK	LOC119546688|XP_037709093.1|DSUP
OG0001320	LOC6530152|XP_002091094.1|DYAK	LOC119549119|XP_037712801.1|DSUP
OG0001321	LOC6531018|XP_002091855.1|DYAK	LOC119551692|XP_037717089.1|DSUP
OG0001322	LOC6537422|XP_015048342.1|DYAK	LOC119563238|XP_037732472.1|DSUP
OG0001322	LOC6535396|XP_002096046.2|DYAK	LOC119560752|XP_037730297.1|DSUP
OG0001323	LOC6526790|XP_015053459.1|DYAK	LOC119547934|XP_037710909.1|DSUP
OG0001323	LOC26534817|XP_015054554.1|DYAK	LOC119547598|XP_037710446.1|DSUP
OG0001324	LOC6529475|XP_002090477.1|DYAK	LOC119547465|XP_037710278.1|DSUP
OG0001325	LOC6536223|XP_002096814.1|DYAK	LOC119561099|XP_037730921.1|DSUP, LOC119559575|XP_037728523.1|DSUP
OG0001325	LOC6536224|XP_002096815.1|DYAK	LOC119559576|XP_037728524.1|DSUP, LOC119561098|XP_037730920.1|DSUP
OG0001326	LOC6538878|XP_039231311.1|DYAK	LOC119549110|XP_037712789.1|DSUP
OG0001328	LOC6524906|XP_002100746.1|DYAK	LOC119557638|XP_037726400.1|DSUP
OG0001329	LOC6524997|XP_002100837.1|DYAK	LOC119557309|XP_037725949.1|DSUP
OG0001330	LOC6524713|XP_039226121.1|DYAK	LOC119558313|XP_037727646.1|DSUP
OG0001331	LOC6523925|XP_002099798.1|DYAK	LOC119557248|XP_037725862.1|DSUP
OG0001332	LOC6525620|XP_002101455.1|DYAK	LOC119557604|XP_037726335.1|DSUP
OG0001333	LOC6526697|XP_002087800.1|DYAK	LOC119548480|XP_037711679.1|DSUP
OG0001334	LOC6538890|XP_002099394.1|DYAK	LOC119556508|XP_037724703.1|DSUP
OG0001335	LOC6536745|XP_002097317.1|DYAK	LOC119558505|XP_037727940.1|DSUP
OG0001337	LOC6525610|XP_039233642.1|DYAK	LOC119557147|XP_037725659.1|DSUP
OG0001338	LOC6531688|XP_002092479.1|DYAK	LOC119552185|XP_037717958.1|DSUP
OG0001339	LOC6530100|XP_002091046.1|DYAK	LOC119551318|XP_037716542.1|DSUP
OG0001340	LOC6539975|XP_039233305.1|DYAK	LOC119561792|XP_037731199.1|DSUP
OG0001341	LOC6538675|XP_002099194.1|DYAK	LOC119563288|XP_037732543.1|DSUP
OG0001342	LOC6538819|XP_002099332.2|DYAK	LOC119563418|XP_037732716.1|DSUP
OG0001343	LOC120321938|XP_039232173.1|DYAK	LOC119560937|XP_037730601.1|DSUP
OG0001343	LOC6537581|XP_002098127.3|DYAK	LOC119560938|XP_037730602.1|DSUP
OG0001344	LOC6538955|XP_002099458.1|DYAK	LOC119562448|XP_037731564.1|DSUP
OG0001345	LOC6536466|XP_002097047.1|DYAK	LOC119560465|XP_037729853.1|DSUP
OG0001346	LOC6536328|XP_002096912.2|DYAK	LOC119563230|XP_037732463.1|DSUP
OG0001347	LOC6526213|XP_002102022.1|DYAK	LOC119557743|XP_037726557.1|DSUP
OG0001348	LOC6525591|XP_002101426.1|DYAK	LOC119555807|XP_037723354.1|DSUP
OG0001349	LOC6532722|XP_015049571.1|DYAK	LOC119552779|XP_037718518.1|DSUP
OG0001350	LOC6533702|XP_002094407.1|DYAK	LOC119555171|XP_037722350.1|DSUP
OG0001351	LOC6528850|XP_002089882.1|DYAK	LOC119550066|XP_037714458.1|DSUP
OG0001352	LOC6529088|XP_039227734.1|DYAK	LOC119559373|XP_037728341.1|DSUP, LOC119559440|XP_037728468.1|DSUP
OG0001353	LOC6534478|XP_002095155.2|DYAK	LOC119554207|XP_037720937.1|DSUP
OG0001354	LOC6531866|XP_015051586.1|DYAK	LOC119558813|XP_037728007.1|DSUP, LOC119550630|XP_037715390.1|DSUP
OG0001355	LOC6531296|XP_002092100.1|DYAK	LOC119549953|XP_037714265.1|DSUP
OG0001356	LOC6536573|XP_015047840.1|DYAK	LOC119545786|XP_037707590.1|DSUP
OG0001357	LOC6533356|XP_002094081.1|DYAK	LOC119553082|XP_037719159.1|DSUP
OG0001358	LOC6534185|XP_039230298.1|DYAK	LOC119555505|XP_037722851.1|DSUP
OG0001359	LOC6527053|XP_002088146.2|DYAK	LOC119548053|XP_037711063.1|DSUP
OG0001360	LOC6528841|XP_002089873.1|DYAK	LOC119550027|XP_037714378.1|DSUP
OG0001361	LOC6532524|XP_002093270.2|DYAK	LOC119553103|XP_037719200.1|DSUP
OG0001362	LOC6532518|XP_002093264.1|DYAK	LOC119555291|XP_037722535.1|DSUP
OG0001363	LOC6535708|XP_002096335.1|DYAK	LOC119560945|XP_037730611.1|DSUP
OG0001364	LOC6529336|XP_039229217.1|DYAK	LOC119550703|XP_037715506.1|DSUP
OG0001365	LOC6532738|XP_002093480.1|DYAK	LOC119552832|XP_037718615.1|DSUP
OG0001366	LOC6533407|XP_039230181.1|DYAK	LOC119552893|XP_037718736.1|DSUP
OG0001367	LOC6531291|XP_039228984.1|DYAK	LOC119549182|XP_037712920.1|DSUP
OG0001368	LOC6528714|XP_015054042.1|DYAK	LOC119550161|XP_037714620.1|DSUP
OG0001369	LOC6524632|XP_002100489.1|DYAK	LOC119557448|XP_037726141.1|DSUP, LOC119556755|XP_037725105.1|DSUP
OG0001370	LOC6531823|XP_002092610.1|DYAK	LOC119549036|XP_037712647.1|DSUP
OG0001372	LOC6531571|XP_039228892.1|DYAK	LOC119549941|XP_037714251.1|DSUP
OG0001373	LOC6528127|XP_039226472.1|DYAK	LOC119548312|XP_037711416.1|DSUP
OG0001374	LOC6530363|XP_002091289.1|DYAK	LOC119551721|XP_037717150.1|DSUP
OG0001375	LOC6535322|XP_002095978.2|DYAK	LOC119560413|XP_037729776.1|DSUP
OG0001376	LOC6530278|XP_002091210.3|DYAK	LOC119552021|XP_037717686.1|DSUP
OG0001377	LOC6526886|XP_002087986.2|DYAK	LOC119546178|XP_037708229.1|DSUP
OG0001378	LOC6527041|XP_002088134.2|DYAK	LOC119546918|XP_037709475.1|DSUP
OG0001379	LOC6526744|XP_015053452.1|DYAK	LOC119548001|XP_037710988.1|DSUP
OG0001380	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK	LOC119559153|XP_037728151.1|DSUP
OG0001381	LOC6531441|XP_002092244.3|DYAK	LOC119549051|XP_037712673.1|DSUP
OG0001382	LOC6526677|XP_002087783.3|DYAK	LOC119548673|XP_037712040.1|DSUP
OG0001383	LOC6528673|XP_002089715.1|DYAK	LOC119550522|XP_037715160.1|DSUP
OG0001384	LOC6529673|XP_002090666.1|DYAK	LOC119548597|XP_037711881.1|DSUP
OG0001385	LOC6527884|XP_002088956.2|DYAK	LOC119546162|XP_037708209.1|DSUP
OG0001387	LOC6526945|XP_002088043.1|DYAK	LOC119548180|XP_037711222.1|DSUP
OG0001388	LOC6527987|XP_002089054.1|DYAK	LOC119548680|XP_037712052.1|DSUP
OG0001389	LOC6537900|XP_002098441.2|DYAK	LOC119563272|XP_037732522.1|DSUP
OG0001391	LOC6529679|XP_002090672.1|DYAK	LOC119547480|XP_037710293.1|DSUP
OG0001392	LOC6524312|XP_002100171.1|DYAK	LOC119556605|XP_037724846.1|DSUP
OG0001393	LOC6529649|XP_002090643.2|DYAK	LOC119546571|XP_037708892.1|DSUP
OG0001394	LOC6528030|XP_002089097.1|DYAK	LOC119547700|XP_037710602.1|DSUP
OG0001395	LOC6537226|XP_002097784.1|DYAK	LOC119560179|XP_037729471.1|DSUP
OG0001396	LOC6525311|XP_002101147.1|DYAK	LOC119556634|XP_037724888.1|DSUP
OG0001397	LOC6536649|XP_002097221.1|DYAK	LOC119563138|XP_037732323.1|DSUP
OG0001398	LOC6526038|XP_002101855.1|DYAK	LOC119558395|XP_037727850.1|DSUP
OG0001399	LOC6539180|XP_039226995.1|DYAK	LOC119559607|XP_037728548.1|DSUP
OG0001400	LOC6536909|XP_002097478.1|DYAK	LOC119562986|XP_037732092.1|DSUP
OG0001401	LOC6539417|XP_002086308.2|DYAK	LOC119553731|XP_037720247.1|DSUP
OG0001402	LOC6539623|XP_002086508.1|DYAK	LOC119555462|XP_037722796.1|DSUP
OG0001403	LOC6534913|XP_002095584.1|DYAK	LOC119554938|XP_037721975.1|DSUP
OG0001404	LOC6529942|XP_039228166.1|DYAK	LOC119549017|XP_037712589.1|DSUP
OG0001405	LOC6530514|XP_002091429.1|DYAK	LOC119551134|XP_037716252.1|DSUP
OG0001406	LOC6525034|XP_002100873.1|DYAK	LOC119556079|XP_037723859.1|DSUP
OG0001407	LOC6534335|XP_002095015.1|DYAK	LOC119555297|XP_037722541.1|DSUP
OG0001408	LOC6531508|XP_002092307.1|DYAK	LOC119550043|XP_037714424.1|DSUP
OG0001411	LOC6537322|XP_002097879.1|DYAK	LOC119560586|XP_037730040.1|DSUP
OG0001412	LOC6529541|XP_002090539.1|DYAK	LOC119546053|XP_037708045.1|DSUP
OG0001412	LOC6527413|XP_002088505.3|DYAK	LOC119547293|XP_037710009.1|DSUP
OG0001413	LOC6531163|XP_002091992.1|DYAK	LOC119551129|XP_037716241.1|DSUP
OG0001413	LOC6531164|XP_002091993.1|DYAK	LOC119550766|XP_037715619.1|DSUP
OG0001414	LOC120320440|XP_039227570.1|DYAK	LOC119551623|XP_037716974.1|DSUP
OG0001414	LOC6528875|XP_015054099.2|DYAK	LOC119551624|XP_037716975.1|DSUP
OG0001415	LOC6530490|XP_002091405.2|DYAK	LOC119549650|XP_037713763.1|DSUP
OG0001416	LOC6527058|XP_002088151.1|DYAK	LOC119548431|XP_037711603.1|DSUP
OG0001417	LOC6525365|XP_002101201.2|DYAK	LOC119557141|XP_037725651.1|DSUP
OG0001418	LOC6532657|XP_002093401.1|DYAK	LOC119553899|XP_037720497.1|DSUP
OG0001418	LOC6532655|XP_002093399.1|DYAK	LOC119553289|XP_037719528.1|DSUP
OG0001419	LOC6527720|XP_002088803.1|DYAK	LOC119546375|XP_037708535.1|DSUP
OG0001419	LOC6527721|XP_002088804.1|DYAK	LOC119547515|XP_037710336.1|DSUP
OG0001420	LOC6537772|XP_002098313.1|DYAK	LOC119563108|XP_037732279.1|DSUP
OG0001421	LOC6537373|XP_002097929.1|DYAK	LOC119548585|XP_037711846.1|DSUP
OG0001421	LOC6526626|XP_002087734.1|DYAK	LOC119546058|XP_037708054.1|DSUP, LOC119546425|XP_037708621.1|DSUP
OG0001422	LOC6532334|XP_002093094.1|DYAK	LOC119555349|XP_037722615.1|DSUP
OG0001422	LOC6532335|XP_002093095.1|DYAK	LOC119555345|XP_037722611.1|DSUP
OG0001423	LOC6537161|XP_002097722.2|DYAK	LOC119554548|XP_037721442.1|DSUP
OG0001425	LOC6531095|XP_002091929.1|DYAK	LOC119551553|XP_037716876.1|DSUP, LOC119551552|XP_037716875.1|DSUP
OG0001426	LOC6526506|XP_002087617.1|DYAK	LOC119548530|XP_037711752.1|DSUP
OG0001426	LOC6524851|XP_002100691.2|DYAK	LOC119555812|XP_037723358.1|DSUP
OG0001427	LOC6528577|XP_002089620.1|DYAK	LOC119551811|XP_037717300.1|DSUP
OG0001427	LOC6528263|XP_002089316.2|DYAK	LOC119547357|XP_037710102.1|DSUP
OG0001428	LOC26535385|XP_015050443.1|DYAK	LOC119554421|XP_037721238.1|DSUP
OG0001428	LOC26534779|XP_015052841.1|DYAK	LOC119552040|XP_037717710.1|DSUP
OG0001429	LOC6537359|XP_039231543.1|DYAK	LOC119559983|XP_037729169.1|DSUP
OG0001430	LOC6536981|XP_002097550.1|DYAK	LOC119559866|XP_037728902.1|DSUP
OG0001431	LOC6525244|XP_002101081.1|DYAK	LOC119556661|XP_037724937.1|DSUP, LOC119556061|XP_037723796.1|DSUP
OG0001432	LOC6525327|XP_002101163.1|DYAK	LOC119558189|XP_037727396.1|DSUP
OG0001433	LOC6537803|XP_002098344.1|DYAK	LOC119549033|XP_037712648.1|DSUP
OG0001434	LOC6524302|XP_002100161.2|DYAK	LOC119557942|XP_037726888.1|DSUP
OG0001435	LOC6528536|XP_002089582.1|DYAK	LOC119549241|XP_037713067.1|DSUP
OG0001436	LOC6538305|XP_002098832.1|DYAK	LOC119557524|XP_037726225.1|DSUP
OG0001437	LOC6527704|XP_002088788.1|DYAK	LOC119546569|XP_037708889.1|DSUP
OG0001438	LOC6538137|XP_002098672.1|DYAK	LOC119548441|XP_037711632.1|DSUP
OG0001439	LOC6535858|XP_002096477.1|DYAK	LOC119563005|XP_037732122.1|DSUP
OG0001440	LOC6524702|XP_002100546.1|DYAK	LOC119557887|XP_037726818.1|DSUP
OG0001441	LOC6526058|XP_002101875.1|DYAK	LOC119557700|XP_037726502.1|DSUP
OG0001442	LOC6526998|XP_002088094.1|DYAK	LOC119546787|XP_037709272.1|DSUP
OG0001443	LOC6538852|XP_002099365.1|DYAK	LOC119550919|XP_037715863.1|DSUP
OG0001444	LOC6537640|XP_002098185.1|DYAK	LOC119560748|XP_037730293.1|DSUP, LOC119559263|XP_037728262.1|DSUP
OG0001445	LOC6535280|XP_002095936.1|DYAK	LOC119560809|XP_037730370.1|DSUP
OG0001446	LOC6537837|XP_002098378.2|DYAK	LOC119557719|XP_037726532.1|DSUP
OG0001447	LOC6537388|XP_002097944.2|DYAK	LOC119555489|XP_037722830.1|DSUP
OG0001448	LOC6538877|XP_039231310.1|DYAK	LOC119549123|XP_037712818.1|DSUP
OG0001449	LOC6531474|XP_002092273.1|DYAK	LOC119548997|XP_037712531.1|DSUP
OG0001450	LOC6528095|XP_002089162.1|DYAK	LOC119561544|XP_037731121.1|DSUP
OG0001451	LOC6528379|XP_039227599.1|DYAK	LOC119551046|XP_037716084.1|DSUP
OG0001452	LOC6530963|XP_039228007.1|DYAK	LOC119549876|XP_037714105.1|DSUP
OG0001453	LOC6539776|XP_002086662.2|DYAK	LOC119554241|XP_037721004.1|DSUP
OG0001454	LOC6536667|XP_002097239.1|DYAK	LOC119559279|XP_037728274.1|DSUP, LOC119556014|XP_037723714.1|DSUP
OG0001455	LOC6534378|XP_015050598.1|DYAK	LOC119555325|XP_037722580.1|DSUP
OG0001456	LOC6528893|XP_039227216.1|DYAK	LOC119551941|XP_037717560.1|DSUP
OG0001457	LOC6530012|XP_002090958.1|DYAK	LOC119549335|XP_037713244.1|DSUP
OG0001458	LOC6530383|XP_002091309.1|DYAK	LOC119551741|XP_037717170.1|DSUP
OG0001459	LOC6533133|XP_002093859.1|DYAK	LOC119554998|XP_037722065.1|DSUP
OG0001460	LOC6528448|XP_002089494.2|DYAK	LOC119551473|XP_037716760.1|DSUP
OG0001461	LOC6525181|XP_002101019.1|DYAK	LOC119556094|XP_037723878.1|DSUP
OG0001462	LOC6532775|XP_002093517.1|DYAK	LOC119552693|XP_037718348.1|DSUP
OG0001463	LOC6538489|XP_015048884.1|DYAK	LOC119562355|XP_037731450.1|DSUP
OG0001464	LOC6523963|XP_002099835.1|DYAK	LOC119556024|XP_037723732.1|DSUP
OG0001465	LOC6529362|XP_015052304.1|DYAK	LOC119551797|XP_037717272.1|DSUP
OG0001466	LOC6527410|XP_002088502.2|DYAK	LOC119546850|XP_037709376.1|DSUP
OG0001467	LOC6527262|XP_002088356.1|DYAK	LOC119548553|XP_037711778.1|DSUP
OG0001468	LOC6532599|XP_015049453.1|DYAK	LOC119552636|XP_037718253.1|DSUP
OG0001469	LOC6530343|XP_002091270.1|DYAK, LOC6538468|XP_002098992.1|DYAK	LOC119551513|XP_037716822.1|DSUP
OG0001470	LOC6539727|XP_039229987.1|DYAK	LOC119554630|XP_037721553.1|DSUP
OG0001471	LOC6532301|XP_039230757.1|DYAK	LOC119555410|XP_037722696.1|DSUP
OG0001472	LOC6534431|XP_002095108.1|DYAK	LOC119552932|XP_037718804.1|DSUP
OG0001473	LOC6535264|XP_039232194.1|DYAK	LOC119560640|XP_037730120.1|DSUP
OG0001474	LOC6524011|XP_002099883.1|DYAK	LOC119557077|XP_037725558.1|DSUP
OG0001475	LOC6528859|XP_002089891.1|DYAK	LOC119551606|XP_037716940.1|DSUP, LOC119562712|XP_037731828.1|DSUP
OG0001476	LOC6525800|XP_002101621.3|DYAK	LOC119556085|XP_037723864.1|DSUP
OG0001477	LOC6538010|XP_002098545.1|DYAK	LOC119545640|XP_037707280.1|DSUP
OG0001478	LOC6526309|XP_002087431.1|DYAK	LOC119548528|XP_037711749.1|DSUP
OG0001479	LOC6523818|XP_002099693.1|DYAK	LOC119556707|XP_037725031.1|DSUP
OG0001480	LOC6526302|XP_002087424.1|DYAK	LOC119546946|XP_037709514.1|DSUP
OG0001481	LOC6529843|XP_039229184.1|DYAK	LOC119548729|XP_037712161.1|DSUP
OG0001482	LOC6531438|XP_002092241.1|DYAK	LOC119551711|XP_037717113.1|DSUP
OG0001483	LOC6539249|XP_039228148.1|DYAK	LOC119559697|XP_037728683.1|DSUP
OG0001484	LOC6526720|XP_002087823.1|DYAK	LOC119547061|XP_037709671.1|DSUP
OG0001485	LOC6535015|XP_002095683.2|DYAK	LOC119554455|XP_037721295.1|DSUP
OG0001486	LOC6527638|XP_002088726.1|DYAK	LOC119547719|XP_037710621.1|DSUP
OG0001487	LOC26536189|XP_015045210.1|DYAK	LOC119562550|XP_037731680.1|DSUP
OG0001488	LOC6529970|XP_002090916.2|DYAK	LOC119550471|XP_037715088.1|DSUP
OG0001489	LOC6529772|XP_015052419.2|DYAK	LOC119547588|XP_037710424.1|DSUP
OG0001490	LOC6526636|XP_002087744.1|DYAK	LOC119546873|XP_037709407.1|DSUP
OG0001491	LOC6526553|XP_015053307.1|DYAK	LOC119548384|XP_037711533.1|DSUP
OG0001492	LOC6526979|XP_002088075.1|DYAK	LOC119547200|XP_037709872.1|DSUP
OG0001493	LOC6525164|XP_002101002.2|DYAK	LOC119550107|XP_037714516.1|DSUP, LOC119556109|XP_037723908.1|DSUP
OG0001494	LOC6525431|XP_002101266.2|DYAK	LOC119557372|XP_037726044.1|DSUP
OG0001495	LOC6528540|XP_002089586.1|DYAK	LOC119549245|XP_037713072.1|DSUP
OG0001496	LOC6525386|XP_002101222.2|DYAK	LOC119557683|XP_037726482.1|DSUP
OG0001497	LOC6528730|XP_002089765.1|DYAK	LOC119551570|XP_037716898.1|DSUP
OG0001498	LOC6536060|XP_002096670.2|DYAK	LOC119560430|XP_037729795.1|DSUP
OG0001500	LOC6530985|XP_002091823.1|DYAK	LOC119549409|XP_037713399.1|DSUP
OG0001501	LOC6536741|XP_002097313.1|DYAK	LOC119552623|XP_037718222.1|DSUP
OG0001502	LOC6530475|XP_002091390.1|DYAK	LOC119549856|XP_037714080.1|DSUP
OG0001503	LOC6528411|XP_039226209.1|DYAK	LOC119549552|XP_037713630.1|DSUP
OG0001504	LOC6525482|XP_039231765.1|DYAK	LOC119558184|XP_037727379.1|DSUP
OG0001505	LOC6531661|XP_039228435.1|DYAK	LOC119549356|XP_037713273.1|DSUP
OG0001506	LOC6530071|XP_002091017.1|DYAK	LOC119550212|XP_037714695.1|DSUP
OG0001507	LOC6530549|XP_039228062.1|DYAK	LOC119549000|XP_037712535.1|DSUP
OG0001508	LOC6530835|XP_002091718.1|DYAK	LOC119550713|XP_037715520.1|DSUP
OG0001509	LOC6530581|XP_002091494.2|DYAK	LOC119550199|XP_037714671.1|DSUP
OG0001510	LOC6528082|XP_002089149.1|DYAK	LOC119562476|XP_037731599.1|DSUP
OG0001511	LOC6532172|XP_015051737.1|DYAK	LOC119551616|XP_037716957.1|DSUP
OG0001512	LOC6533326|XP_002094052.1|DYAK	LOC119553430|XP_037719741.1|DSUP
OG0001513	LOC6540104|XP_039230043.1|DYAK	LOC119552963|XP_037718876.1|DSUP
OG0001515	LOC6523858|XP_002099731.1|DYAK	LOC119557919|XP_037726855.1|DSUP
OG0001516	LOC6538903|XP_002099407.1|DYAK	LOC119554029|XP_037720677.1|DSUP
OG0001516	LOC6538904|XP_002099408.1|DYAK	LOC119554037|XP_037720692.1|DSUP
OG0001517	LOC6536085|XP_002096695.3|DYAK	LOC119560166|XP_037729453.1|DSUP
OG0001517	LOC6538238|XP_002098765.1|DYAK	LOC119562901|XP_037731954.1|DSUP
OG0001518	LOC6525290|XP_002101126.1|DYAK	LOC119557552|XP_037726262.1|DSUP
OG0001519	LOC6536011|XP_002096626.1|DYAK	LOC119560894|XP_037730515.1|DSUP
OG0001520	LOC6537545|XP_002098091.1|DYAK	LOC119560563|XP_037730008.1|DSUP
OG0001520	LOC26535106|XP_015048408.1|DYAK	LOC119561041|XP_037730798.1|DSUP
OG0001521	LOC6529734|XP_002090727.1|DYAK	LOC119546214|XP_037708278.1|DSUP
OG0001522	LOC6529419|XP_039228066.1|DYAK	LOC119546158|XP_037708196.1|DSUP, LOC119547084|XP_037709711.1|DSUP
OG0001522	LOC6527099|XP_002088192.1|DYAK	LOC119556569|XP_037724795.1|DSUP, LOC119556639|XP_037724896.1|DSUP, LOC119556638|XP_037724895.1|DSUP
OG0001523	LOC6531595|XP_002092392.1|DYAK	LOC119550388|XP_037714967.1|DSUP
OG0001523	LOC6531594|XP_002092391.1|DYAK	LOC119551682|XP_037717070.1|DSUP
OG0001524	LOC6530242|XP_002091179.2|DYAK	LOC119549756|XP_037713928.1|DSUP
OG0001525	LOC6525496|XP_002101331.1|DYAK	LOC119556966|XP_037725403.1|DSUP
OG0001525	LOC6525495|XP_002101330.2|DYAK	LOC119557397|XP_037726069.1|DSUP
OG0001526	LOC6525522|XP_002101357.1|DYAK	LOC119557948|XP_037726896.1|DSUP
OG0001526	LOC6525523|XP_002101358.1|DYAK	LOC119556780|XP_037725142.1|DSUP
OG0001527	LOC6525950|XP_002101770.2|DYAK	LOC119557043|XP_037725517.1|DSUP
OG0001528	LOC6536518|XP_039231500.1|DYAK	LOC119562180|XP_037731330.1|DSUP
OG0001529	LOC6524254|XP_002100117.1|DYAK	LOC119557408|XP_037726084.1|DSUP
OG0001530	LOC6527837|XP_002088909.1|DYAK	LOC119548443|XP_037711630.1|DSUP
OG0001531	LOC6530989|XP_015051766.1|DYAK	LOC119550581|XP_037715303.1|DSUP
OG0001534	LOC6524042|XP_039232157.1|DYAK	LOC119558159|XP_037727349.1|DSUP
OG0001535	LOC6526133|XP_002101950.1|DYAK	LOC119556008|XP_037723701.1|DSUP
OG0001536	LOC6525747|XP_002101569.1|DYAK	LOC119557785|XP_037726612.1|DSUP
OG0001537	LOC6526316|XP_002087438.1|DYAK	LOC119548457|XP_037711651.1|DSUP
OG0001538	LOC6524605|XP_002100462.1|DYAK	LOC119556416|XP_037724539.1|DSUP
OG0001539	LOC6531813|XP_002092600.1|DYAK	LOC119550793|XP_037715653.1|DSUP
OG0001540	LOC6526726|XP_002087829.1|DYAK	LOC119546071|XP_037708070.1|DSUP
OG0001541	LOC6535166|XP_002095828.1|DYAK	LOC119554256|XP_037721022.1|DSUP
OG0001542	LOC6536558|XP_039231511.1|DYAK	LOC119559282|XP_037728279.1|DSUP, LOC119558402|XP_037727864.1|DSUP
OG0001543	LOC6524998|XP_002100838.2|DYAK	LOC119558171|XP_037727364.1|DSUP
OG0001544	LOC6524275|XP_039229197.1|DYAK	LOC119557293|XP_037725923.1|DSUP
OG0001545	LOC6526195|XP_002102004.2|DYAK	LOC119556683|XP_037724983.1|DSUP
