Orthogroup	DYAK.longest_only	AAEG.longest_only
OG0001867	LOC6534316|XP_015050569.1|DYAK	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG
OG0001868	LOC6529230|XP_039228821.1|DYAK	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG
OG0001869	LOC6535871|XP_039231370.1|DYAK	LOC5574987|XP_021697648.1|AAEG
OG0001870	LOC6525489|XP_002101324.1|DYAK	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG
OG0001871	LOC6525014|XP_002100853.1|DYAK	LOC5571998|XP_001660103.3|AAEG
OG0001872	LOC6538886|XP_039231533.1|DYAK	LOC5574573|XP_021699531.1|AAEG
OG0001873	LOC6535251|XP_002095907.1|DYAK	LOC5578825|XP_021701935.1|AAEG
OG0001874	LOC6538608|XP_002099130.1|DYAK	LOC5567722|XP_021702328.1|AAEG
OG0001875	LOC6538944|XP_002099448.1|DYAK	LOC110677055|XP_021703299.1|AAEG
OG0001876	LOC6524873|XP_002100713.1|DYAK	LOC5564040|XP_001648384.2|AAEG
OG0001877	LOC6524375|XP_002100233.1|DYAK	LOC5571508|XP_001659759.2|AAEG
OG0001878	LOC6536954|XP_015048029.1|DYAK	LOC5566087|XP_021704628.1|AAEG
OG0001879	LOC6538602|XP_002099124.2|DYAK	LOC5565257|XP_021705692.1|AAEG
OG0001880	LOC6535639|XP_002096267.1|DYAK	LOC5570606|XP_001653270.2|AAEG
OG0001881	LOC6535952|XP_002096568.2|DYAK	LOC5566189|XP_001650563.2|AAEG
OG0001882	LOC6538302|XP_002098829.1|DYAK	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG
OG0001883	LOC6537841|XP_015048540.1|DYAK	LOC5577698|XP_021711630.1|AAEG
OG0001884	LOC6535853|XP_002096472.2|DYAK	LOC5577407|XP_001656488.1|AAEG
OG0001885	LOC6527341|XP_002088433.1|DYAK	LOC5577423|XP_021711870.1|AAEG
OG0001886	LOC6536352|XP_002096934.1|DYAK	LOC5572728|XP_001660554.2|AAEG
OG0001887	LOC6529342|XP_002090347.1|DYAK	LOC5567793|XP_021712137.1|AAEG
OG0001888	LOC6535378|XP_015047097.1|DYAK	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG
OG0001889	LOC6525245|XP_002101082.1|DYAK	LOC5567788|XP_001657691.1|AAEG
OG0001890	LOC6539743|XP_002086623.1|DYAK	LOC5567782|XP_001657683.2|AAEG
OG0001891	LOC6535791|XP_015047354.2|DYAK	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG
OG0001892	LOC6539976|XP_002086851.1|DYAK	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG
OG0001893	LOC6538289|XP_002098816.1|DYAK	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG
OG0001894	LOC6528488|XP_002089534.1|DYAK	LOC5572582|XP_001654091.1|AAEG
OG0001895	LOC6523748|XP_015046915.2|DYAK	LOC23687627|XP_021713176.1|AAEG
OG0001896	LOC6539265|XP_039227277.1|DYAK	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG
OG0001897	LOC6536486|XP_002097064.1|DYAK	LOC5579206|XP_021713312.1|AAEG
OG0001898	LOC6524832|XP_002100674.1|DYAK	LOC5580016|XP_001653897.2|AAEG
OG0001899	LOC6535610|XP_039231329.1|DYAK	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG
OG0001900	LOC6540283|XP_039229939.1|DYAK	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC5563615|XP_021693058.1|AAEG
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC5576356|XP_021693302.1|AAEG
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC5573314|XP_021693438.1|AAEG
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC5573316|XP_021693443.1|AAEG
OG0001905	LOC6525046|XP_002100885.1|DYAK	LOC5569643|XP_001658667.1|AAEG
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC5576390|XP_021693504.1|AAEG
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC5564006|XP_001648330.1|AAEG
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC5569687|XP_021693811.1|AAEG
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC110674205|XP_021693943.1|AAEG
OG0001912	LOC6530493|XP_002091408.1|DYAK	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001913	LOC6527170|XP_002088264.1|DYAK	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC5565160|XP_021694133.1|AAEG
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC5566122|XP_021695354.1|AAEG
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC5570941|XP_001653408.1|AAEG
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC5579868|XP_021695539.1|AAEG
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC5575750|XP_001662178.1|AAEG
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC5579460|XP_001647758.2|AAEG
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC5571764|XP_021695753.1|AAEG
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC5571757|XP_001659890.2|AAEG
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC5571267|XP_001653565.1|AAEG
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC23687479|XP_021696447.1|AAEG
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC5567637|XP_001657588.2|AAEG
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC5566295|XP_021696526.1|AAEG
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC5568108|XP_021696643.1|AAEG
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC5568114|XP_001652053.1|AAEG
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC5568122|XP_021696657.1|AAEG
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC5569448|XP_021696661.1|AAEG
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC5574425|XP_021696832.1|AAEG
OG0001933	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK	LOC5566235|XP_001650598.2|AAEG
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC5565654|XP_001650004.2|AAEG
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC5573776|XP_001654802.2|AAEG
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC5574901|XP_021697034.1|AAEG
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC5567330|XP_021697068.1|AAEG
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC5578975|XP_021697211.1|AAEG
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC5577574|XP_001663445.2|AAEG
OG0001942	LOC6528335|XP_015054422.1|DYAK	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC110675827|XP_021697395.1|AAEG
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC5565994|XP_001650362.2|AAEG
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC5575250|XP_021697553.1|AAEG
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC5572759|XP_001660580.2|AAEG
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC5573420|XP_001654595.2|AAEG
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC5575138|XP_021697912.1|AAEG
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC5564815|XP_021697926.1|AAEG
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC5564736|XP_021698057.1|AAEG
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC5568132|XP_021698130.1|AAEG
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC5571480|XP_021698235.1|AAEG
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC5563832|XP_021698302.1|AAEG
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC5576039|XP_001662377.1|AAEG
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC5576036|XP_021698320.1|AAEG
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC5564212|XP_001648594.1|AAEG
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC5569618|XP_021698469.1|AAEG
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC5576957|XP_021698653.1|AAEG
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC5572304|XP_021698709.1|AAEG
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC5572270|XP_021698749.1|AAEG
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC5574335|XP_001661369.2|AAEG
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC6527054|XP_002088147.2|DYAK	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC5570903|XP_001653381.1|AAEG
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC5569680|XP_001652945.1|AAEG
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC6528156|XP_039226650.1|DYAK	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC6529671|XP_039228207.1|DYAK	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC6529253|XP_002090258.2|DYAK	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC6536902|XP_002097471.1|DYAK	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC6528008|XP_002089075.1|DYAK	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC6527267|XP_002088361.2|DYAK	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC6531277|XP_002092086.1|DYAK	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC6531905|XP_039228916.1|DYAK	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC6533085|XP_002093817.1|DYAK	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC6532080|XP_002092857.1|DYAK	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC6529887|XP_015052449.1|DYAK	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC6535903|XP_002096519.2|DYAK	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC6525098|XP_039233354.1|DYAK	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC6523902|XP_039233412.1|DYAK	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC6536239|XP_002096828.1|DYAK	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC6536455|XP_002097036.2|DYAK	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC6532943|XP_002093678.1|DYAK	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC6535769|XP_002096392.1|DYAK	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC26535238|XP_015044598.1|DYAK	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC26534948|XP_039231392.1|DYAK	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC6528625|XP_002089668.1|DYAK	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC6536064|XP_002096674.2|DYAK	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC6537523|XP_002098069.2|DYAK	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC6537781|XP_015048507.1|DYAK	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC6536232|XP_015047616.2|DYAK	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC6523757|XP_002099632.1|DYAK	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC6525186|XP_039227624.1|DYAK	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC6536787|XP_002097357.2|DYAK	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC6536642|XP_002097214.1|DYAK	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC6537135|XP_002097696.1|DYAK	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC6530283|XP_015052627.1|DYAK	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC6535050|XP_002095714.1|DYAK	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC6536268|XP_002096854.3|DYAK	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC6537507|XP_002098053.1|DYAK	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC6536739|XP_002097311.1|DYAK	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC6533900|XP_002094600.1|DYAK	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC6527141|XP_002088235.1|DYAK	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC6532197|XP_002092971.2|DYAK	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC6538511|XP_002099033.1|DYAK	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC6530428|XP_002091344.1|DYAK	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC6531977|XP_039228520.1|DYAK	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC6526178|XP_002101988.1|DYAK	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC6524045|XP_002099914.1|DYAK	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC6532910|XP_002093646.1|DYAK	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC6533477|XP_015050047.1|DYAK	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC6537090|XP_015048107.1|DYAK	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC6531904|XP_002092690.1|DYAK	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC6531059|XP_002091893.1|DYAK	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC6536569|XP_002097145.1|DYAK	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC6538625|XP_002099147.1|DYAK	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC6531491|XP_002092290.1|DYAK	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC6534167|XP_039230319.1|DYAK	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC6530489|XP_015052689.1|DYAK	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC26534725|XP_015054544.1|DYAK	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC6531741|XP_015051537.1|DYAK	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC6532326|XP_015049281.1|DYAK	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC6529896|XP_015052506.1|DYAK	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC6539416|XP_002086307.1|DYAK	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC6531685|XP_002092476.2|DYAK	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC6532011|XP_002092790.1|DYAK	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC6531363|XP_015051280.1|DYAK	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC6524407|XP_039233701.1|DYAK	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC6531809|XP_002092596.1|DYAK	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC6531616|XP_015051442.1|DYAK	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC6530589|XP_039228145.1|DYAK	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC26535083|XP_039229464.1|DYAK	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC6534765|XP_015050822.2|DYAK	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC6528639|XP_002089681.1|DYAK	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC6533973|XP_002094668.1|DYAK	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC6532018|XP_002092796.1|DYAK	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC6535038|XP_002095703.1|DYAK	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC6530515|XP_002091430.2|DYAK	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC6531917|XP_002092703.1|DYAK	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC6525160|XP_002100998.1|DYAK	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC6530395|XP_002091321.1|DYAK	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC6528783|XP_015054260.1|DYAK	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC6539364|XP_015045187.1|DYAK	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC6536208|XP_002096799.1|DYAK	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC6539578|XP_015045092.1|DYAK	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC6528582|XP_039227584.1|DYAK	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC6530817|XP_039228948.1|DYAK	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC6536201|XP_002096792.1|DYAK	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC6530938|XP_002091780.1|DYAK	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC26535507|XP_039229577.1|DYAK, LOC26535881|XP_039233327.1|DYAK, LOC26535306|XP_039229578.1|DYAK	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC6538611|XP_002099133.1|DYAK	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC6523764|XP_002099639.1|DYAK	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC6538069|XP_002098604.1|DYAK	LOC5574653|XP_001661569.2|AAEG
OG0002123	LOC6526902|XP_002088001.1|DYAK	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC6525786|XP_039230038.1|DYAK	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC6530472|XP_002091388.1|DYAK	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC6534736|XP_039229725.1|DYAK	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC6525688|XP_015046410.1|DYAK	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC6525803|XP_015046503.1|DYAK	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC6535609|XP_002096237.3|DYAK	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC120321193|XP_039229116.1|DYAK	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC6535548|XP_002096177.1|DYAK	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC6527972|XP_002089039.1|DYAK	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC6524529|XP_002100386.1|DYAK	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC6525705|XP_002101527.1|DYAK	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC6525363|XP_015046261.1|DYAK	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC6537975|XP_002098512.1|DYAK	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC6538799|XP_002099312.1|DYAK	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC6525732|XP_002101554.1|DYAK	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC6524282|XP_002100144.2|DYAK	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC6525236|XP_002101074.1|DYAK	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
