Orthogroup	DYAK.longest_only	DSER.longest_only
OG0001217	LOC6529165|XP_039228253.1|DYAK	LOC110185069|XP_020809408.1|DSER
OG0001218	LOC6537870|XP_002098411.1|DYAK	LOC110191013|XP_020817390.1|DSER
OG0001220	LOC6528400|XP_002089447.1|DYAK	LOC110189573|XP_020815362.1|DSER
OG0001221	LOC6530763|XP_002091651.1|DYAK	LOC110182910|XP_020806728.1|DSER
OG0001222	LOC6538116|XP_002098651.1|DYAK	LOC110177461|XP_020799858.1|DSER
OG0001223	LOC6539164|XP_002086065.2|DYAK	LOC110176670|XP_020798763.1|DSER
OG0001224	LOC6531361|XP_002092164.1|DYAK	LOC110176761|XP_020798869.1|DSER
OG0001225	LOC6528428|XP_015054367.1|DYAK	LOC110180045|XP_020803317.1|DSER
OG0001226	LOC6529284|XP_002090289.1|DYAK	LOC110179328|XP_020802479.1|DSER
OG0001227	LOC6526941|XP_015053536.1|DYAK	LOC110180309|XP_020803622.1|DSER
OG0001228	LOC6524878|XP_002100718.1|DYAK	LOC110179641|XP_020802912.1|DSER
OG0001229	LOC26535340|XP_039227449.1|DYAK, LOC120322142|XP_039232928.1|DYAK	LOC110185535|XP_020810101.1|DSER
OG0001230	LOC6531423|XP_002092226.1|DYAK	LOC110182355|XP_020806057.1|DSER
OG0001231	LOC6532176|XP_002090163.1|DYAK	LOC110182819|XP_020806614.1|DSER
OG0001232	LOC6527635|XP_002088723.1|DYAK, LOC6527636|XP_002088724.2|DYAK	LOC110176812|XP_020798913.1|DSER
OG0001233	LOC6526912|XP_002088011.1|DYAK	LOC110176905|XP_020799051.1|DSER
OG0001234	LOC6531492|XP_002092291.1|DYAK	LOC110178517|XP_020801328.1|DSER
OG0001235	LOC6526318|XP_002087440.1|DYAK	LOC110178124|XP_020800804.1|DSER
OG0001236	LOC6534816|XP_002095488.3|DYAK	LOC110184617|XP_020808869.1|DSER
OG0001237	LOC6535741|XP_015047326.1|DYAK	LOC110188234|XP_020813550.1|DSER
OG0001238	LOC6538423|XP_039231226.1|DYAK	LOC110186135|XP_020810840.1|DSER
OG0001240	LOC6538410|XP_002098934.1|DYAK	LOC110186155|XP_020810864.1|DSER
OG0001241	LOC6530124|XP_002091070.2|DYAK	LOC110178227|XP_020800935.1|DSER
OG0001242	LOC6526087|XP_002101904.1|DYAK	LOC110181928|XP_020805523.1|DSER
OG0001243	LOC6534920|XP_015050928.1|DYAK	LOC110189879|XP_020815782.1|DSER
OG0001244	LOC6537286|XP_002097844.1|DYAK	LOC110176507|XP_020798539.1|DSER
OG0001245	LOC26535590|XP_039231611.1|DYAK	LOC110188646|XP_020814083.1|DSER
OG0001246	LOC6531940|XP_002092726.1|DYAK	LOC110191492|XP_020818015.1|DSER
OG0001247	LOC26535936|XP_015045284.1|DYAK	LOC110189412|XP_020815126.1|DSER
OG0001248	LOC6532641|XP_002093385.1|DYAK	LOC110190488|XP_020816663.1|DSER
OG0001249	LOC6525485|XP_002101320.1|DYAK	LOC110182831|XP_020806623.1|DSER
OG0001251	LOC26536333|XP_039230975.1|DYAK	LOC110188455|XP_020813843.1|DSER, LOC110188693|XP_020814157.1|DSER
OG0001252	LOC26536253|XP_039232277.1|DYAK, LOC6534239|XP_002094921.3|DYAK	LOC110186141|XP_020810854.1|DSER
OG0001253	LOC6530141|XP_002091086.1|DYAK	LOC110178307|XP_020801058.1|DSER
OG0001254	LOC6530753|XP_002091643.1|DYAK	LOC110182877|XP_020806679.1|DSER, LOC110182876|XP_020806678.1|DSER
OG0001255	LOC6528423|XP_002089469.1|DYAK	LOC110189302|XP_020814993.1|DSER
OG0001256	LOC6532779|XP_002093521.1|DYAK	LOC110182756|XP_020806526.1|DSER
OG0001256	LOC6532128|XP_002092904.1|DYAK	LOC110184045|XP_020808078.1|DSER
OG0001257	LOC6523749|XP_039232984.1|DYAK	LOC110185455|XP_020809950.1|DSER
OG0001258	LOC6536202|XP_002096793.1|DYAK	LOC110186697|XP_020811628.1|DSER
OG0001259	LOC6524391|XP_002100249.1|DYAK	LOC110178561|XP_020801392.1|DSER
OG0001260	LOC6536482|XP_002097060.1|DYAK	LOC110188355|XP_020813722.1|DSER
OG0001261	LOC6526132|XP_002101949.2|DYAK	LOC110176049|XP_020797922.1|DSER
OG0001262	LOC6533670|XP_002094376.3|DYAK	LOC110189926|XP_020815864.1|DSER
OG0001263	LOC6538640|XP_002099160.1|DYAK	LOC110188014|XP_020813197.1|DSER
OG0001264	LOC6526769|XP_002087872.2|DYAK	LOC110178214|XP_020800915.1|DSER
OG0001265	LOC6523955|XP_015045396.1|DYAK	LOC110182507|XP_020806217.1|DSER
OG0001266	LOC6531625|XP_002092422.2|DYAK	LOC110176927|XP_020799086.1|DSER
OG0001267	LOC6537708|XP_002098253.1|DYAK	LOC110188013|XP_020813196.1|DSER
OG0001268	LOC6539926|XP_039231886.1|DYAK	LOC110187996|XP_020813178.1|DSER
OG0001269	LOC6530246|XP_002091183.1|DYAK	LOC110180266|XP_020803581.1|DSER
OG0001270	LOC6537478|XP_002098034.1|DYAK	LOC110177268|XP_020799579.1|DSER
OG0001271	LOC6528862|XP_002089894.1|DYAK	LOC110178003|XP_020800662.1|DSER
OG0001272	LOC6532477|XP_015049379.2|DYAK	LOC110188883|XP_020814459.1|DSER
OG0001273	LOC6535425|XP_002096074.1|DYAK	LOC110188047|XP_020813255.1|DSER
OG0001274	LOC6539710|XP_002086595.1|DYAK	LOC110178986|XP_020801960.1|DSER
OG0001275	LOC6524734|XP_015045857.1|DYAK	LOC110191974|XP_020818654.1|DSER
OG0001276	LOC6532883|XP_002093619.1|DYAK	LOC110183641|XP_020807621.1|DSER
OG0001277	LOC6533455|XP_039230310.1|DYAK	LOC110185326|XP_020809757.1|DSER
OG0001278	LOC6532519|XP_002093265.1|DYAK	LOC110190777|XP_020817067.1|DSER
OG0001279	LOC6532567|XP_039230770.1|DYAK	LOC110190634|XP_020816889.1|DSER
OG0001280	LOC6532195|XP_002092969.1|DYAK	LOC110178813|XP_020801731.1|DSER, LOC110178814|XP_020801734.1|DSER, LOC110178718|XP_020801581.1|DSER
OG0001281	LOC6532457|XP_002093204.2|DYAK	LOC110177548|XP_020799976.1|DSER
OG0001282	LOC6526651|XP_002087759.1|DYAK	LOC110186109|XP_020810815.1|DSER
OG0001283	LOC6531482|XP_002092281.1|DYAK	LOC110188939|XP_020814537.1|DSER
OG0001284	LOC6539076|XP_002085981.1|DYAK	LOC110182846|XP_020806637.1|DSER
OG0001285	LOC6532252|XP_002093024.1|DYAK	LOC110183656|XP_020807643.1|DSER
OG0001286	LOC6529276|XP_002090281.1|DYAK	LOC110187276|XP_020812324.1|DSER
OG0001287	LOC6537227|XP_002097785.1|DYAK	LOC110188353|XP_020813720.1|DSER
OG0001288	LOC6526345|XP_002087467.1|DYAK	LOC110178188|XP_020800882.1|DSER
OG0001289	LOC6529258|XP_039228228.1|DYAK	LOC110187458|XP_020812504.1|DSER
OG0001290	LOC6527578|XP_039226703.1|DYAK	LOC110187380|XP_020812427.1|DSER
OG0001291	LOC6531926|XP_002092712.1|DYAK	LOC110191499|XP_020818024.1|DSER
OG0001292	LOC6531371|XP_002092174.2|DYAK	LOC110183703|XP_020807741.1|DSER, LOC110183245|XP_020807129.1|DSER
OG0001293	LOC6524248|XP_002100111.1|DYAK	LOC110181963|XP_020805571.1|DSER
OG0001294	LOC6536386|XP_002096968.1|DYAK	LOC110184142|XP_020808214.1|DSER
OG0001295	LOC6524872|XP_002100712.1|DYAK	LOC110187073|XP_020812122.1|DSER
OG0001296	LOC6539122|XP_002086023.1|DYAK	LOC110189783|XP_020815671.1|DSER
OG0001297	LOC6538656|XP_002099176.1|DYAK	LOC110190384|XP_020816477.1|DSER
OG0001298	LOC26536068|XP_039231495.1|DYAK	LOC110188270|XP_020813618.1|DSER
OG0001299	LOC6533024|XP_002093759.1|DYAK	LOC110185144|XP_020809505.1|DSER
OG0001300	LOC6536601|XP_002097177.1|DYAK	LOC110191216|XP_020817641.1|DSER
OG0001301	LOC6527026|XP_002088121.1|DYAK	LOC110185822|XP_020810488.1|DSER
OG0001302	LOC6530853|XP_002091732.1|DYAK	LOC110191930|XP_020818604.1|DSER
OG0001303	LOC6536681|XP_002097254.1|DYAK, LOC6536680|XP_002097253.1|DYAK	LOC110191212|XP_020817638.1|DSER
OG0001304	LOC6529879|XP_039228059.1|DYAK	LOC110178260|XP_020800981.1|DSER
OG0001305	LOC6537477|XP_002098033.2|DYAK	LOC110177242|XP_020799538.1|DSER
OG0001306	LOC6536699|XP_002097271.2|DYAK	LOC110190363|XP_020816437.1|DSER
OG0001307	LOC6533132|XP_002093858.1|DYAK	LOC110190465|XP_020816633.1|DSER
OG0001308	LOC6524417|XP_002100275.1|DYAK	LOC110183250|XP_020807132.1|DSER
OG0001309	LOC6537037|XP_002097604.1|DYAK	LOC110177283|XP_020799591.1|DSER
OG0001310	LOC6525108|XP_039226331.1|DYAK	LOC110184129|XP_020808196.1|DSER
OG0001311	LOC6525810|XP_039233240.1|DYAK	LOC110182638|XP_020806365.1|DSER
OG0001312	LOC6533662|XP_002094368.1|DYAK, LOC6533663|XP_002094369.1|DYAK	LOC110185195|XP_020809579.1|DSER
OG0001313	LOC6530449|XP_002091365.1|DYAK	LOC110178474|XP_020801275.1|DSER
OG0001314	LOC6527558|XP_002088648.1|DYAK	LOC110185638|XP_020810254.1|DSER
OG0001315	LOC6524468|XP_002100325.1|DYAK	LOC110180451|XP_020803786.1|DSER
OG0001316	LOC6531130|XP_002091964.1|DYAK	LOC110191573|XP_020818114.1|DSER
OG0001317	LOC6529021|XP_015054150.1|DYAK	LOC110180306|XP_020803619.1|DSER, LOC110182706|XP_020806462.1|DSER
OG0001318	LOC6526650|XP_002087758.1|DYAK	LOC110186107|XP_020810813.1|DSER
OG0001319	LOC6528210|XP_002089272.3|DYAK	LOC110185917|XP_020810589.1|DSER
OG0001319	LOC6528209|XP_002089271.1|DYAK	LOC110185916|XP_020810587.1|DSER
OG0001320	LOC6530152|XP_002091094.1|DYAK	LOC110176836|XP_020798948.1|DSER, LOC110178164|XP_020800857.1|DSER
OG0001321	LOC6531018|XP_002091855.1|DYAK	LOC110184089|XP_020808133.1|DSER, LOC110184088|XP_020808132.1|DSER
OG0001322	LOC6537422|XP_015048342.1|DYAK	LOC110186450|XP_020811294.1|DSER
OG0001322	LOC6535396|XP_002096046.2|DYAK	LOC110177181|XP_020799431.1|DSER
OG0001323	LOC6526790|XP_015053459.1|DYAK	LOC110180491|XP_020803832.1|DSER
OG0001323	LOC26534817|XP_015054554.1|DYAK	LOC110187527|XP_020812580.1|DSER
OG0001324	LOC6529475|XP_002090477.1|DYAK	LOC110184845|XP_020809146.1|DSER, LOC110179767|XP_020803043.1|DSER
OG0001325	LOC6536223|XP_002096814.1|DYAK	LOC110177170|XP_020799415.1|DSER
OG0001325	LOC6536224|XP_002096815.1|DYAK	LOC110177228|XP_020799507.1|DSER
OG0001326	LOC6538878|XP_039231311.1|DYAK	LOC110186766|XP_020811687.1|DSER
OG0001328	LOC6524906|XP_002100746.1|DYAK	LOC110181715|XP_020805223.1|DSER
OG0001329	LOC6524997|XP_002100837.1|DYAK	LOC110181481|XP_020804893.1|DSER
OG0001330	LOC6524713|XP_039226121.1|DYAK	LOC110179252|XP_020802369.1|DSER
OG0001331	LOC6523925|XP_002099798.1|DYAK	LOC110182448|XP_020806142.1|DSER
OG0001332	LOC6525620|XP_002101455.1|DYAK	LOC110179723|XP_020803001.1|DSER
OG0001333	LOC6526697|XP_002087800.1|DYAK	LOC110183753|XP_020807768.1|DSER
OG0001334	LOC6538890|XP_002099394.1|DYAK	LOC110186443|XP_020811286.1|DSER
OG0001335	LOC6536745|XP_002097317.1|DYAK	LOC110176574|XP_020798642.1|DSER
OG0001337	LOC6525610|XP_039233642.1|DYAK	LOC110191969|XP_020818643.1|DSER
OG0001338	LOC6531688|XP_002092479.1|DYAK	LOC110179656|XP_020802916.1|DSER
OG0001339	LOC6530100|XP_002091046.1|DYAK	LOC110180030|XP_020803296.1|DSER
OG0001340	LOC6539975|XP_039233305.1|DYAK	LOC110185353|XP_020809791.1|DSER
OG0001341	LOC6538675|XP_002099194.1|DYAK	LOC110190867|XP_020817177.1|DSER
OG0001342	LOC6538819|XP_002099332.2|DYAK	LOC110186965|XP_020811969.1|DSER
OG0001343	LOC120321938|XP_039232173.1|DYAK, LOC6537581|XP_002098127.3|DYAK	LOC110176656|XP_020798749.1|DSER
OG0001344	LOC6538955|XP_002099458.1|DYAK	LOC110186634|XP_020811552.1|DSER
OG0001345	LOC6536466|XP_002097047.1|DYAK	LOC110188450|XP_020813838.1|DSER
OG0001346	LOC6536328|XP_002096912.2|DYAK	LOC110186545|XP_020811407.1|DSER
OG0001347	LOC6526213|XP_002102022.1|DYAK	LOC110184801|XP_020809095.1|DSER
OG0001348	LOC6525591|XP_002101426.1|DYAK	LOC110186642|XP_020811561.1|DSER
OG0001349	LOC6532722|XP_015049571.1|DYAK	LOC110190514|XP_020816703.1|DSER
OG0001350	LOC6533702|XP_002094407.1|DYAK	LOC110181246|XP_020804609.1|DSER, LOC110181243|XP_020804607.1|DSER, LOC110181245|XP_020804608.1|DSER
OG0001351	LOC6528850|XP_002089882.1|DYAK	LOC110178011|XP_020800684.1|DSER
OG0001352	LOC6529088|XP_039227734.1|DYAK	LOC110189271|XP_020814946.1|DSER
OG0001353	LOC6534478|XP_002095155.2|DYAK	LOC110176147|XP_020798043.1|DSER
OG0001354	LOC6531866|XP_015051586.1|DYAK	LOC110181140|XP_020804469.1|DSER, LOC110181101|XP_020804431.1|DSER
OG0001355	LOC6531296|XP_002092100.1|DYAK	LOC110176356|XP_020798347.1|DSER
OG0001356	LOC6536573|XP_015047840.1|DYAK	LOC110187982|XP_020813162.1|DSER
OG0001357	LOC6533356|XP_002094081.1|DYAK	LOC110189116|XP_020814749.1|DSER
OG0001358	LOC6534185|XP_039230298.1|DYAK	LOC110185177|XP_020809554.1|DSER
OG0001359	LOC6527053|XP_002088146.2|DYAK	LOC110186033|XP_020810729.1|DSER
OG0001360	LOC6528841|XP_002089873.1|DYAK	LOC110180786|XP_020804157.1|DSER
OG0001361	LOC6532524|XP_002093270.2|DYAK	LOC110190504|XP_020816681.1|DSER
OG0001362	LOC6532518|XP_002093264.1|DYAK	LOC110190780|XP_020817077.1|DSER
OG0001363	LOC6535708|XP_002096335.1|DYAK	LOC110188349|XP_020813716.1|DSER
OG0001364	LOC6529336|XP_039229217.1|DYAK	LOC110191559|XP_020818093.1|DSER
OG0001365	LOC6532738|XP_002093480.1|DYAK	LOC110191304|XP_020817774.1|DSER
OG0001366	LOC6533407|XP_039230181.1|DYAK	LOC110189082|XP_020814712.1|DSER, LOC110189080|XP_020814710.1|DSER
OG0001367	LOC6531291|XP_039228984.1|DYAK	LOC110180165|XP_020803499.1|DSER
OG0001368	LOC6528714|XP_015054042.1|DYAK	LOC110188968|XP_020814572.1|DSER
OG0001369	LOC6524632|XP_002100489.1|DYAK	LOC110183634|XP_020807611.1|DSER
OG0001370	LOC6531823|XP_002092610.1|DYAK	LOC110178462|XP_020801260.1|DSER
OG0001372	LOC6531571|XP_039228892.1|DYAK	LOC110176859|XP_020798993.1|DSER
OG0001373	LOC6528127|XP_039226472.1|DYAK	LOC110182721|XP_020806480.1|DSER
OG0001374	LOC6530363|XP_002091289.1|DYAK	LOC110176776|XP_020798873.1|DSER
OG0001375	LOC6535322|XP_002095978.2|DYAK	LOC110187945|XP_020813118.1|DSER
OG0001376	LOC6530278|XP_002091210.3|DYAK	LOC110179351|XP_020802520.1|DSER
OG0001377	LOC6526886|XP_002087986.2|DYAK	LOC110176816|XP_020798916.1|DSER
OG0001378	LOC6527041|XP_002088134.2|DYAK	LOC110185914|XP_020810585.1|DSER
OG0001379	LOC6526744|XP_015053452.1|DYAK	LOC110182598|XP_020806311.1|DSER
OG0001380	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK, LOC6529101|XP_039226380.1|DYAK	LOC110189757|XP_020815630.1|DSER
OG0001381	LOC6531441|XP_002092244.3|DYAK	LOC110182389|XP_020806091.1|DSER
OG0001382	LOC6526677|XP_002087783.3|DYAK	LOC110187249|XP_020812306.1|DSER
OG0001383	LOC6528673|XP_002089715.1|DYAK	LOC110176382|XP_020798372.1|DSER, LOC110188936|XP_020814534.1|DSER
OG0001384	LOC6529673|XP_002090666.1|DYAK	LOC110181428|XP_020804830.1|DSER
OG0001385	LOC6527884|XP_002088956.2|DYAK	LOC110177889|XP_020800514.1|DSER
OG0001387	LOC6526945|XP_002088043.1|DYAK	LOC110182657|XP_020806388.1|DSER
OG0001388	LOC6527987|XP_002089054.1|DYAK	LOC110183323|XP_020807228.1|DSER
OG0001389	LOC6537900|XP_002098441.2|DYAK	LOC110185063|XP_020809402.1|DSER
OG0001390	LOC6526830|XP_002087931.2|DYAK	LOC110183025|XP_020806871.1|DSER
OG0001391	LOC6529679|XP_002090672.1|DYAK	LOC110181410|XP_020804806.1|DSER
OG0001392	LOC6524312|XP_002100171.1|DYAK	LOC110191965|XP_020818642.1|DSER
OG0001393	LOC6529649|XP_002090643.2|DYAK	LOC110178053|XP_020800722.1|DSER, LOC110183752|XP_020807767.1|DSER
OG0001394	LOC6528030|XP_002089097.1|DYAK	LOC110183308|XP_020807207.1|DSER
OG0001395	LOC6537226|XP_002097784.1|DYAK	LOC110188685|XP_020814146.1|DSER
OG0001396	LOC6525311|XP_002101147.1|DYAK	LOC110175946|XP_020797792.1|DSER
OG0001397	LOC6536649|XP_002097221.1|DYAK	LOC110186482|XP_020811328.1|DSER
OG0001398	LOC6526038|XP_002101855.1|DYAK	LOC110180297|XP_020803612.1|DSER
OG0001399	LOC6539180|XP_039226995.1|DYAK	LOC110185364|XP_020809805.1|DSER
OG0001400	LOC6536909|XP_002097478.1|DYAK	LOC110188075|XP_020813285.1|DSER
OG0001401	LOC6539417|XP_002086308.2|DYAK	LOC110178575|XP_020801406.1|DSER
OG0001402	LOC6539623|XP_002086508.1|DYAK	LOC110190149|XP_020816137.1|DSER
OG0001403	LOC6534913|XP_002095584.1|DYAK	LOC110190054|XP_020816019.1|DSER, LOC110187847|XP_020812993.1|DSER
OG0001404	LOC6529942|XP_039228166.1|DYAK	LOC110191336|XP_020817845.1|DSER
OG0001405	LOC6530514|XP_002091429.1|DYAK	LOC110177815|XP_020800363.1|DSER
OG0001406	LOC6525034|XP_002100873.1|DYAK	LOC110190619|XP_020816873.1|DSER
OG0001407	LOC6534335|XP_002095015.1|DYAK	LOC110190043|XP_020816008.1|DSER
OG0001408	LOC6531508|XP_002092307.1|DYAK	LOC110178481|XP_020801281.1|DSER
OG0001411	LOC6537322|XP_002097879.1|DYAK	LOC110186926|XP_020811911.1|DSER
OG0001412	LOC6529541|XP_002090539.1|DYAK, LOC6527413|XP_002088505.3|DYAK	LOC110181143|XP_020804475.1|DSER, LOC110179146|XP_020802193.1|DSER
OG0001413	LOC6531163|XP_002091992.1|DYAK	LOC110180059|XP_020803340.1|DSER
OG0001414	LOC120320440|XP_039227570.1|DYAK	LOC110178369|XP_020801165.1|DSER
OG0001414	LOC6528875|XP_015054099.2|DYAK	LOC110178218|XP_020800919.1|DSER
OG0001415	LOC6530490|XP_002091405.2|DYAK	LOC110177805|XP_020800353.1|DSER
OG0001415	LOC6530492|XP_002091407.1|DYAK	LOC110177749|XP_020800268.1|DSER
OG0001416	LOC6527058|XP_002088151.1|DYAK	LOC110185594|XP_020810189.1|DSER
OG0001417	LOC6525365|XP_002101201.2|DYAK	LOC110178085|XP_020800748.1|DSER
OG0001418	LOC6532657|XP_002093401.1|DYAK	LOC110190302|XP_020816346.1|DSER
OG0001418	LOC6532655|XP_002093399.1|DYAK	LOC110190261|XP_020816285.1|DSER
OG0001419	LOC6527720|XP_002088803.1|DYAK	LOC110183844|XP_020807854.1|DSER
OG0001419	LOC6527721|XP_002088804.1|DYAK	LOC110183849|XP_020807857.1|DSER
OG0001420	LOC6537772|XP_002098313.1|DYAK	LOC110188606|XP_020814028.1|DSER
OG0001421	LOC6537373|XP_002097929.1|DYAK	LOC110188178|XP_020813407.1|DSER
OG0001422	LOC6532334|XP_002093094.1|DYAK	LOC110178625|XP_020801470.1|DSER
OG0001422	LOC6532335|XP_002093095.1|DYAK	LOC110187310|XP_020812362.1|DSER
OG0001423	LOC26536017|XP_015048174.1|DYAK, LOC6537161|XP_002097722.2|DYAK	LOC110191786|XP_020818395.1|DSER
OG0001424	LOC6536957|XP_002097526.1|DYAK, LOC6536958|XP_002097527.1|DYAK	LOC110185121|XP_020809472.1|DSER, LOC110185132|XP_020809488.1|DSER
OG0001425	LOC6531095|XP_002091929.1|DYAK	LOC110191612|XP_020818160.1|DSER
OG0001426	LOC6526506|XP_002087617.1|DYAK	LOC110182273|XP_020805950.1|DSER
OG0001427	LOC6528577|XP_002089620.1|DYAK	LOC110177928|XP_020800570.1|DSER
OG0001427	LOC6528263|XP_002089316.2|DYAK	LOC110186027|XP_020810722.1|DSER, LOC110182495|XP_020806203.1|DSER
OG0001428	LOC26535385|XP_015050443.1|DYAK	LOC110185331|XP_020809766.1|DSER
OG0001429	LOC6537359|XP_039231543.1|DYAK	LOC110190782|XP_020817082.1|DSER
OG0001430	LOC6536981|XP_002097550.1|DYAK	LOC110185626|XP_020810239.1|DSER
OG0001431	LOC6525244|XP_002101081.1|DYAK	LOC110184409|XP_020808600.1|DSER
OG0001432	LOC6525327|XP_002101163.1|DYAK	LOC110184278|XP_020808408.1|DSER
OG0001433	LOC6537803|XP_002098344.1|DYAK	LOC110177389|XP_020799751.1|DSER
OG0001434	LOC6524302|XP_002100161.2|DYAK	LOC110184378|XP_020808538.1|DSER
OG0001435	LOC6528536|XP_002089582.1|DYAK	LOC110180755|XP_020804097.1|DSER
OG0001436	LOC6538305|XP_002098832.1|DYAK	LOC110180462|XP_020803797.1|DSER
OG0001437	LOC6527704|XP_002088788.1|DYAK	LOC110183823|XP_020807834.1|DSER
OG0001438	LOC6538137|XP_002098672.1|DYAK	LOC110184190|XP_020808280.1|DSER
OG0001439	LOC6535858|XP_002096477.1|DYAK	LOC110177143|XP_020799378.1|DSER
OG0001440	LOC6524702|XP_002100546.1|DYAK	LOC110180646|XP_020803999.1|DSER
OG0001441	LOC6526058|XP_002101875.1|DYAK	LOC110184157|XP_020808224.1|DSER
OG0001442	LOC6526998|XP_002088094.1|DYAK	LOC110185799|XP_020810461.1|DSER
OG0001443	LOC6538852|XP_002099365.1|DYAK	LOC110186978|XP_020811988.1|DSER
OG0001444	LOC6537640|XP_002098185.1|DYAK	LOC110191153|XP_020817569.1|DSER
OG0001445	LOC6535280|XP_002095936.1|DYAK	LOC110176425|XP_020798430.1|DSER
OG0001446	LOC6537837|XP_002098378.2|DYAK	LOC110191320|XP_020817801.1|DSER
OG0001447	LOC6537388|XP_002097944.2|DYAK	LOC110188747|XP_020814247.1|DSER
OG0001448	LOC6538877|XP_039231310.1|DYAK	LOC110186586|XP_020811465.1|DSER
OG0001449	LOC6531474|XP_002092273.1|DYAK	LOC110189258|XP_020814928.1|DSER
OG0001450	LOC6528095|XP_002089162.1|DYAK	LOC110183117|XP_020806966.1|DSER
OG0001451	LOC6528379|XP_039227599.1|DYAK	LOC110189725|XP_020815575.1|DSER
OG0001452	LOC6530963|XP_039228007.1|DYAK	LOC110181671|XP_020805167.1|DSER
OG0001453	LOC6539776|XP_002086662.2|DYAK	LOC110189931|XP_020815874.1|DSER
OG0001454	LOC6536667|XP_002097239.1|DYAK	LOC110191026|XP_020817404.1|DSER
OG0001455	LOC6534378|XP_015050598.1|DYAK	LOC110189837|XP_020815692.1|DSER
OG0001456	LOC6528893|XP_039227216.1|DYAK	LOC110178293|XP_020801025.1|DSER
OG0001457	LOC6530012|XP_002090958.1|DYAK	LOC110189247|XP_020814910.1|DSER
OG0001458	LOC6530383|XP_002091309.1|DYAK	LOC110189202|XP_020814831.1|DSER
OG0001459	LOC6533133|XP_002093859.1|DYAK	LOC110184770|XP_020809064.1|DSER
OG0001460	LOC6528448|XP_002089494.2|DYAK	LOC110191532|XP_020818062.1|DSER
OG0001461	LOC6525181|XP_002101019.1|DYAK	LOC110187641|XP_020812708.1|DSER
OG0001462	LOC6532775|XP_002093517.1|DYAK	LOC110182799|XP_020806591.1|DSER
OG0001463	LOC6538489|XP_015048884.1|DYAK	LOC110191853|XP_020818488.1|DSER
OG0001464	LOC6523963|XP_002099835.1|DYAK	LOC110179535|XP_020802773.1|DSER
OG0001465	LOC6529362|XP_015052304.1|DYAK	LOC110189630|XP_020815428.1|DSER
OG0001466	LOC6527410|XP_002088502.2|DYAK	LOC110183931|XP_020807954.1|DSER
OG0001468	LOC6532599|XP_015049453.1|DYAK	LOC110190555|XP_020816769.1|DSER
OG0001469	LOC6530343|XP_002091270.1|DYAK, LOC6538468|XP_002098992.1|DYAK	LOC110179277|XP_020802424.1|DSER
OG0001470	LOC6539727|XP_039229987.1|DYAK	LOC110190035|XP_020815996.1|DSER
OG0001471	LOC6532301|XP_039230757.1|DYAK	LOC110178592|XP_020801437.1|DSER
OG0001472	LOC6534431|XP_002095108.1|DYAK	LOC110183597|XP_020807570.1|DSER
OG0001473	LOC6535264|XP_039232194.1|DYAK	LOC110188672|XP_020814128.1|DSER
OG0001474	LOC6524011|XP_002099883.1|DYAK	LOC110181936|XP_020805532.1|DSER
OG0001475	LOC6528859|XP_002089891.1|DYAK	LOC110177996|XP_020800654.1|DSER
OG0001476	LOC6525800|XP_002101621.3|DYAK	LOC110176554|XP_020798645.1|DSER
OG0001477	LOC6538010|XP_002098545.1|DYAK	LOC110189026|XP_020814648.1|DSER
OG0001478	LOC6526309|XP_002087431.1|DYAK	LOC110187548|XP_020812595.1|DSER
OG0001479	LOC6523818|XP_002099693.1|DYAK	LOC110179676|XP_020802946.1|DSER, LOC110191223|XP_020817649.1|DSER
OG0001480	LOC6526302|XP_002087424.1|DYAK	LOC110187552|XP_020812599.1|DSER
OG0001481	LOC6529843|XP_039229184.1|DYAK	LOC110176876|XP_020799011.1|DSER
OG0001482	LOC6531438|XP_002092241.1|DYAK	LOC110181265|XP_020804634.1|DSER
OG0001483	LOC6539249|XP_039228148.1|DYAK	LOC110182816|XP_020806611.1|DSER
OG0001484	LOC6526720|XP_002087823.1|DYAK	LOC110183754|XP_020807772.1|DSER
OG0001485	LOC6535015|XP_002095683.2|DYAK	LOC110185243|XP_020809638.1|DSER
OG0001486	LOC6527638|XP_002088726.1|DYAK	LOC110176805|XP_020798902.1|DSER
OG0001487	LOC26536189|XP_015045210.1|DYAK	LOC110188788|XP_020814294.1|DSER
OG0001488	LOC6529970|XP_002090916.2|DYAK	LOC110177414|XP_020799794.1|DSER
OG0001489	LOC6529772|XP_015052419.2|DYAK	LOC110181343|XP_020804721.1|DSER
OG0001490	LOC6526636|XP_002087744.1|DYAK	LOC110185769|XP_020810431.1|DSER
OG0001491	LOC6526553|XP_015053307.1|DYAK	LOC110187309|XP_020812357.1|DSER
OG0001492	LOC6526979|XP_002088075.1|DYAK	LOC110181212|XP_020804553.1|DSER
OG0001493	LOC6525164|XP_002101002.2|DYAK	LOC110180168|XP_020803485.1|DSER
OG0001494	LOC6525431|XP_002101266.2|DYAK	LOC110178035|XP_020800710.1|DSER
OG0001495	LOC6528540|XP_002089586.1|DYAK	LOC110180734|XP_020804078.1|DSER
OG0001496	LOC6525386|XP_002101222.2|DYAK	LOC110184335|XP_020808490.1|DSER
OG0001497	LOC6528730|XP_002089765.1|DYAK	LOC110176866|XP_020799000.1|DSER
OG0001498	LOC6536060|XP_002096670.2|DYAK	LOC110188548|XP_020813964.1|DSER
