Orthogroup	DYAK.longest_only	DFIC.longest_only
OG0000151	LOC26535091|XP_015044736.2|DYAK	LOC108100245|XP_017059510.1|DFIC
OG0000151	LOC6534835|XP_002095507.2|DYAK	LOC108100204|XP_017059468.1|DFIC
OG0000151	LOC6533814|XP_002094515.2|DYAK	LOC108100731|XP_017060255.1|DFIC
OG0000152	LOC6538105|XP_002098639.1|DYAK	LOC108088533|XP_017041865.1|DFIC
OG0000152	LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK	LOC108088371|XP_017041605.1|DFIC
OG0000152	LOC6538102|XP_002098636.1|DYAK	LOC108088376|XP_017041612.1|DFIC
OG0000153	LOC6537338|XP_002097895.1|DYAK	LOC108091883|XP_017046754.1|DFIC
OG0000153	LOC6537341|XP_002097898.2|DYAK	LOC108091863|XP_017046731.1|DFIC
OG0000153	LOC6537340|XP_002097897.1|DYAK	LOC108092225|XP_017047248.1|DFIC
OG0000154	LOC6537823|XP_002098364.1|DYAK	LOC108091707|XP_017046533.1|DFIC
OG0000154	LOC6537824|XP_039231320.1|DYAK	LOC108091705|XP_017046532.1|DFIC
OG0000154	LOC26535678|XP_039230328.1|DYAK	LOC108087467|XP_017040329.1|DFIC
OG0000155	LOC6533334|XP_002094060.2|DYAK	LOC108086969|XP_017039570.1|DFIC
OG0000155	LOC6533328|XP_002094054.1|DYAK	LOC108086971|XP_017039575.1|DFIC
OG0000155	LOC6533329|XP_002094055.1|DYAK	LOC108086972|XP_017039577.1|DFIC
OG0000156	LOC26534738|XP_015052836.1|DYAK	LOC108102221|XP_017062432.1|DFIC
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC
OG0000157	LOC6528637|XP_002089679.1|DYAK	LOC108090277|XP_017044377.1|DFIC
OG0000158	LOC6530839|XP_002091722.1|DYAK	LOC108094932|XP_017051280.1|DFIC
OG0000158	LOC6533281|XP_002094007.1|DYAK	LOC108089352|XP_017043021.1|DFIC
OG0000158	LOC6533282|XP_002094008.1|DYAK	LOC108089361|XP_017043028.1|DFIC
OG0000159	LOC6535202|XP_002095861.1|DYAK	LOC108088773|XP_017042214.1|DFIC
OG0000159	LOC6534272|XP_002094953.2|DYAK	LOC108099885|XP_017059028.1|DFIC
OG0000159	LOC6534470|XP_002095147.1|DYAK	LOC108096406|XP_017053467.1|DFIC
OG0000160	LOC6537638|XP_002098183.1|DYAK	LOC108099563|XP_017058642.1|DFIC
OG0000160	LOC6537639|XP_002098184.1|DYAK	LOC108099549|XP_017058620.1|DFIC
OG0000161	LOC6532257|XP_002093029.1|DYAK	LOC108099878|XP_017059021.1|DFIC
OG0000161	LOC6524528|XP_015045744.1|DYAK	LOC108095624|XP_017052280.1|DFIC
OG0000162	LOC6533954|XP_002094654.2|DYAK	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC
OG0000162	LOC6533515|XP_002094226.1|DYAK	LOC108100266|XP_017059542.1|DFIC
OG0000162	LOC26534882|XP_039228674.1|DYAK	LOC108094389|XP_017050444.1|DFIC
OG0000162	LOC6527627|XP_002088715.1|DYAK	LOC108089925|XP_017043897.1|DFIC
OG0000163	LOC6532182|XP_002092950.3|DYAK	LOC108098989|XP_017057701.1|DFIC
OG0000163	LOC6526367|XP_002087488.1|DYAK	LOC108091565|XP_017046327.1|DFIC
OG0000163	LOC6524505|XP_002100362.1|DYAK	LOC108091253|XP_017045857.1|DFIC
OG0000164	LOC6529886|XP_002090843.1|DYAK	LOC108096714|XP_017054038.1|DFIC
OG0000165	LOC6526197|XP_015046681.1|DYAK	LOC108092793|XP_017048053.1|DFIC
OG0000165	LOC6533062|XP_002093794.1|DYAK	LOC108099748|XP_017058862.1|DFIC
OG0000166	LOC6530706|XP_002091597.1|DYAK	LOC108095149|XP_017051575.1|DFIC
OG0000166	LOC120321040|XP_039228226.1|DYAK	LOC108095111|XP_017051538.1|DFIC
OG0000166	LOC6530704|XP_002091595.3|DYAK	LOC108095113|XP_017051539.1|DFIC
OG0000167	LOC6532651|XP_002093395.1|DYAK	LOC108096032|XP_017052872.1|DFIC
OG0000167	LOC6532653|XP_002093397.1|DYAK	LOC108096010|XP_017052852.1|DFIC
OG0000167	LOC6532650|XP_002093394.1|DYAK	LOC108095981|XP_017052818.1|DFIC
OG0000167	LOC6532652|XP_002093396.1|DYAK	LOC108095992|XP_017052829.1|DFIC
OG0000168	LOC6528874|XP_002089906.2|DYAK	LOC108096579|XP_017053766.1|DFIC
OG0000168	LOC6538153|XP_002098687.1|DYAK	LOC108102284|XP_017062521.1|DFIC
OG0000168	LOC6538154|XP_002098688.2|DYAK	LOC108102266|XP_017062508.1|DFIC
OG0000169	LOC6538787|XP_002099300.1|DYAK	LOC108091999|XP_017046914.1|DFIC
OG0000169	LOC6532584|XP_002093328.2|DYAK	LOC108096172|XP_017053044.1|DFIC
OG0000169	LOC6536867|XP_002097436.1|DYAK	LOC108088054|XP_017041179.1|DFIC
OG0000170	LOC6529559|XP_002090556.3|DYAK	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC
OG0000170	LOC6529560|XP_002090557.1|DYAK	LOC108095091|XP_017051516.1|DFIC
OG0000170	LOC6529558|XP_002090555.1|DYAK	LOC108095098|XP_017051523.1|DFIC
OG0000171	LOC6528206|XP_002089268.1|DYAK	LOC108090043|XP_017044034.1|DFIC
OG0000171	LOC6527905|XP_039226885.1|DYAK	LOC108101180|XP_017060904.1|DFIC
OG0000171	LOC6525200|XP_039226094.1|DYAK	LOC108097413|XP_017055163.1|DFIC
OG0000172	LOC6533428|XP_002094145.1|DYAK	LOC108099069|XP_017057839.1|DFIC
OG0000173	LOC6531309|XP_015051236.1|DYAK	LOC108096925|XP_017054366.1|DFIC
OG0000173	LOC6531306|XP_002092110.1|DYAK	LOC108096558|XP_017053736.1|DFIC, LOC108096912|XP_017054351.1|DFIC
OG0000174	LOC6528398|XP_039226551.1|DYAK	LOC108094240|XP_017050188.1|DFIC
OG0000174	LOC6527831|XP_002088904.1|DYAK	LOC108093453|XP_017049018.1|DFIC
OG0000174	LOC6530046|XP_002090992.1|DYAK	LOC108096597|XP_017053784.1|DFIC
OG0000175	LOC6536634|XP_002097206.1|DYAK	LOC108102085|XP_017062226.1|DFIC
OG0000175	LOC6538448|XP_039232654.1|DYAK	LOC108095834|XP_017052606.1|DFIC
OG0000176	LOC6532998|XP_039229810.1|DYAK	LOC108096267|XP_017053217.1|DFIC
OG0000176	LOC6533003|XP_002093738.1|DYAK	LOC108096268|XP_017053218.1|DFIC
OG0000176	LOC6533010|XP_039229380.1|DYAK	LOC108096255|XP_017053199.1|DFIC
OG0000176	LOC6533007|XP_002093742.1|DYAK	LOC108096258|XP_017053201.1|DFIC
OG0000177	LOC6524952|XP_002100792.1|DYAK	LOC108102154|XP_017062333.1|DFIC
OG0000177	LOC6538179|XP_002098707.2|DYAK	LOC108102299|XP_017062550.1|DFIC
OG0000177	LOC6534088|XP_039230809.1|DYAK	LOC108086925|XP_017039517.1|DFIC
OG0000178	LOC6523879|XP_002099752.2|DYAK	LOC108097054|XP_017054579.1|DFIC
OG0000179	LOC6528805|XP_002089837.1|DYAK	LOC108090901|XP_017045302.1|DFIC
OG0000179	LOC6530153|XP_039227810.1|DYAK	LOC108086740|XP_017039261.1|DFIC
OG0000179	LOC6528270|XP_002089323.2|DYAK	LOC108101006|XP_017060663.1|DFIC
OG0000180	LOC6531092|XP_002091926.1|DYAK	LOC108086298|XP_017038679.1|DFIC
OG0000180	LOC6531088|XP_002091922.1|DYAK	LOC108086311|XP_017038701.1|DFIC
OG0000180	LOC6531089|XP_002091923.1|DYAK	LOC108086310|XP_017038700.1|DFIC, LOC108086313|XP_017038703.1|DFIC
OG0000180	LOC6531090|XP_002091924.1|DYAK	LOC108086300|XP_017038680.1|DFIC
OG0000181	LOC6535275|XP_002095931.1|DYAK	LOC108098609|XP_017057161.1|DFIC
OG0000181	LOC6538273|XP_002098800.1|DYAK	LOC108088474|XP_017041750.1|DFIC
OG0000181	LOC6538358|XP_002098882.1|DYAK	LOC108095685|XP_017052343.1|DFIC
OG0000182	LOC6537506|XP_002098052.1|DYAK	LOC108090229|XP_017044313.1|DFIC
OG0000182	LOC6537504|XP_002098050.1|DYAK	LOC108090084|XP_017044075.1|DFIC
OG0000182	LOC6537503|XP_002098049.3|DYAK	LOC108090086|XP_017044076.1|DFIC
OG0000183	LOC6523883|XP_015045362.2|DYAK	LOC108097044|XP_017054564.1|DFIC
OG0000183	LOC6538113|XP_002098648.1|DYAK	LOC108097444|XP_017055203.1|DFIC
OG0000183	LOC6533220|XP_002093946.1|DYAK	LOC108093042|XP_017048439.1|DFIC
OG0000183	LOC6532576|XP_039230642.1|DYAK	LOC108096441|XP_017053526.1|DFIC
OG0000184	LOC6526924|XP_039227701.1|DYAK	LOC108100828|XP_017060386.1|DFIC, LOC108100827|XP_017060385.1|DFIC
OG0000185	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK	LOC108092332|XP_017047357.1|DFIC
OG0000185	LOC6538463|XP_002098987.1|DYAK	LOC108096009|XP_017052848.1|DFIC
OG0000185	LOC6528506|XP_002089552.1|DYAK	LOC108101515|XP_017061366.1|DFIC
OG0000186	LOC6526053|XP_002101870.3|DYAK	LOC108091214|XP_017045800.1|DFIC
OG0000186	LOC6526054|XP_002101871.1|DYAK	LOC108091243|XP_017045845.1|DFIC
OG0000187	LOC6525395|XP_002101230.1|DYAK	LOC108095387|XP_017051955.1|DFIC
OG0000188	LOC6536556|XP_002097132.2|DYAK	LOC108096282|XP_017053240.1|DFIC
OG0000188	LOC6524932|XP_002100772.1|DYAK	LOC108102145|XP_017062307.1|DFIC
OG0000188	LOC6524926|XP_002100766.1|DYAK	LOC108094570|XP_017050672.1|DFIC
OG0000189	LOC6526646|XP_039226426.1|DYAK	LOC108092432|XP_017047503.1|DFIC
OG0000189	LOC6523810|XP_015045348.1|DYAK	LOC108092839|XP_017048134.1|DFIC
OG0000189	LOC6524546|XP_039226006.1|DYAK	LOC108095549|XP_017052169.1|DFIC
OG0000190	LOC6531718|XP_002092508.1|DYAK	LOC108093936|XP_017049809.1|DFIC
OG0000190	LOC6524498|XP_039227389.1|DYAK	LOC108091210|XP_017045789.1|DFIC
OG0000190	LOC6531339|XP_002092143.1|DYAK	LOC108094050|XP_017049974.1|DFIC
OG0000191	LOC6528336|XP_015054421.1|DYAK	LOC108094310|XP_017050322.1|DFIC
OG0000191	LOC6528337|XP_015054409.1|DYAK	LOC108094311|XP_017050327.1|DFIC
OG0000191	LOC6531150|XP_002091979.1|DYAK	LOC108094054|XP_017049980.1|DFIC
OG0000192	LOC6537400|XP_002097956.1|DYAK	LOC108102010|XP_017062097.1|DFIC
OG0000192	LOC26536027|XP_015050360.1|DYAK	LOC108095399|XP_017051971.1|DFIC
OG0000192	LOC6533976|XP_002094671.3|DYAK	LOC108095417|XP_017052012.1|DFIC
OG0000193	LOC6526730|XP_002087833.1|DYAK	LOC108092530|XP_017047642.1|DFIC
OG0000193	LOC6526729|XP_002087832.1|DYAK	LOC108092308|XP_017047332.1|DFIC
OG0000193	LOC6533470|XP_002094181.1|DYAK	LOC108099187|XP_017058043.1|DFIC
OG0000194	LOC6530613|XP_002091526.2|DYAK	LOC108101406|XP_017061220.1|DFIC, LOC108089129|XP_017042733.1|DFIC
OG0000194	LOC6530607|XP_002091520.1|DYAK	LOC108101336|XP_017061135.1|DFIC
OG0000195	LOC6531829|XP_002092616.1|DYAK	LOC108087718|XP_017040727.1|DFIC
OG0000195	LOC6523827|XP_002099702.1|DYAK	LOC108092977|XP_017048358.1|DFIC
OG0000196	LOC6529482|XP_039228123.1|DYAK	LOC108096116|XP_017052983.1|DFIC, LOC108094344|XP_017050377.1|DFIC
OG0000196	LOC6529487|XP_039228174.1|DYAK	LOC108098270|XP_017056562.1|DFIC
OG0000196	LOC6529478|XP_015052370.1|DYAK	LOC108101737|XP_017061683.1|DFIC, LOC108090587|XP_017044827.1|DFIC
OG0000197	LOC6524768|XP_002100612.1|DYAK	LOC108094689|XP_017050901.1|DFIC
OG0000197	LOC120321921|XP_039232122.1|DYAK	LOC108101678|XP_017061591.1|DFIC
OG0000197	LOC6524759|XP_002100603.1|DYAK	LOC108101671|XP_017061584.1|DFIC
OG0000198	LOC6530005|XP_039228265.1|DYAK	LOC108087765|XP_017040783.1|DFIC, LOC108087761|XP_017040780.1|DFIC, LOC108087762|XP_017040781.1|DFIC, LOC108087801|XP_017040836.1|DFIC, LOC108087764|XP_017040782.1|DFIC
OG0000198	LOC6530420|XP_002091336.3|DYAK, LOC6530479|XP_002091394.2|DYAK, LOC6528289|XP_039226918.1|DYAK	LOC108094194|XP_017050136.1|DFIC, LOC108094195|XP_017050137.1|DFIC
OG0000199	LOC120321158|XP_039228855.1|DYAK	LOC108093670|XP_017049337.1|DFIC
OG0000199	LOC6531667|XP_002092462.1|DYAK	LOC108093669|XP_017049336.1|DFIC
OG0000199	LOC6531669|XP_002092464.1|DYAK	LOC108093689|XP_017049357.1|DFIC
OG0000199	LOC120321160|XP_039228856.1|DYAK	LOC108093671|XP_017049339.1|DFIC
OG0000200	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK	LOC108086566|XP_017039012.1|DFIC
OG0000200	LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK	LOC108086598|XP_017039057.1|DFIC
OG0000200	LOC6538064|XP_015048632.1|DYAK	LOC108086567|XP_017039013.1|DFIC
OG0000201	LOC6537830|XP_002098371.3|DYAK	LOC108091600|XP_017046367.1|DFIC
OG0000201	LOC6537833|XP_002098374.1|DYAK	LOC108091695|XP_017046517.1|DFIC
OG0000202	LOC6535527|XP_002096156.1|DYAK	LOC108087368|XP_017040198.1|DFIC
OG0000202	LOC6533953|XP_002094653.1|DYAK	LOC108089325|XP_017042991.1|DFIC, LOC108095404|XP_017051977.1|DFIC
OG0000203	LOC6531635|XP_002092432.3|DYAK	LOC108094049|XP_017049972.1|DFIC
OG0000203	LOC6531634|XP_039228283.1|DYAK	LOC108094059|XP_017049987.1|DFIC
OG0000204	LOC6529281|XP_002090286.2|DYAK	LOC108086398|XP_017038789.1|DFIC
OG0000204	LOC6533197|XP_002093923.1|DYAK, LOC26534669|XP_039229763.1|DYAK, LOC6533198|XP_015049841.1|DYAK	LOC108093118|XP_017048550.1|DFIC
OG0000204	LOC6533196|XP_002093922.1|DYAK	LOC108093057|XP_017048454.1|DFIC
OG0000205	LOC6537165|XP_002097726.1|DYAK	LOC108096401|XP_017053464.1|DFIC
OG0000205	LOC6535617|XP_002096245.2|DYAK	LOC108087942|XP_017041019.1|DFIC
OG0000206	LOC6532161|XP_002092937.1|DYAK	LOC108090661|XP_017044932.1|DFIC
OG0000206	LOC6527350|XP_002088442.1|DYAK	LOC108093510|XP_017049090.1|DFIC
OG0000206	LOC6532160|XP_002092936.1|DYAK	LOC108090906|XP_017045316.1|DFIC
OG0000207	LOC6532870|XP_002093606.1|DYAK	LOC108099153|XP_017057990.1|DFIC
OG0000207	LOC6532871|XP_002093607.1|DYAK	LOC108099129|XP_017057959.1|DFIC
OG0000208	LOC120321059|XP_039228281.1|DYAK	LOC108101791|XP_017061757.1|DFIC
OG0000208	LOC6531565|XP_002092363.3|DYAK	LOC108101793|XP_017061759.1|DFIC
OG0000208	LOC6531566|XP_002092364.1|DYAK	LOC108101795|XP_017061761.1|DFIC
OG0000208	LOC6531562|XP_002092360.1|DYAK, LOC6531561|XP_002092359.2|DYAK, LOC6531564|XP_039228282.1|DYAK	LOC108101792|XP_017061758.1|DFIC
OG0000209	LOC6527680|XP_002088766.2|DYAK	LOC108092612|XP_017047740.1|DFIC, LOC108100134|XP_017059416.1|DFIC
OG0000209	LOC6526931|XP_039227047.1|DYAK	LOC108100829|XP_017060387.1|DFIC
OG0000209	LOC6528339|XP_002089392.1|DYAK	LOC108094320|XP_017050348.1|DFIC
OG0000210	LOC6531807|XP_039227799.1|DYAK	LOC108096906|XP_017054343.1|DFIC
OG0000210	LOC6526462|XP_002087581.2|DYAK	LOC108094100|XP_017050011.1|DFIC
OG0000210	LOC6525374|XP_002101210.2|DYAK	LOC108097935|XP_017056016.1|DFIC
OG0000211	LOC6536829|XP_002097399.1|DYAK	LOC108087950|XP_017041025.1|DFIC
OG0000212	LOC6526922|XP_002088020.1|DYAK	LOC108100795|XP_017060328.1|DFIC
OG0000212	LOC6526923|XP_002088021.1|DYAK	LOC108100796|XP_017060331.1|DFIC
OG0000213	LOC6534897|XP_039230744.1|DYAK	LOC108100135|XP_017059376.1|DFIC
OG0000213	LOC6540014|XP_039226182.1|DYAK	LOC108089075|XP_017042670.1|DFIC
OG0000214	LOC6525931|XP_002101751.1|DYAK	LOC108097703|XP_017055677.1|DFIC
OG0000214	LOC6530497|XP_002091412.1|DYAK	LOC108101864|XP_017061885.1|DFIC
OG0000214	LOC6538392|XP_002098916.2|DYAK	LOC108095949|XP_017052776.1|DFIC
OG0000215	LOC26534749|XP_039230801.1|DYAK	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC
OG0000215	LOC6539813|XP_002086695.1|DYAK	LOC108093598|XP_017049212.1|DFIC
OG0000215	LOC26535082|XP_039230802.1|DYAK	LOC108093590|XP_017049205.1|DFIC
OG0000216	LOC6532520|XP_002093266.2|DYAK	LOC108087428|XP_017040270.1|DFIC
OG0000216	LOC6524928|XP_002100768.2|DYAK	LOC108091040|XP_017045481.1|DFIC
OG0000217	LOC6524209|XP_002100072.1|DYAK	LOC108086508|XP_017038925.1|DFIC
OG0000217	LOC6524208|XP_002100071.2|DYAK	LOC108086507|XP_017038924.1|DFIC
OG0000218	LOC6526706|XP_015053448.1|DYAK	LOC108092310|XP_017047334.1|DFIC
OG0000218	LOC120320624|XP_039226800.1|DYAK	LOC108092447|XP_017047521.1|DFIC
OG0000218	LOC6526707|XP_039226799.1|DYAK	LOC108092446|XP_017047519.1|DFIC
OG0000219	LOC6528362|XP_002089411.1|DYAK	LOC108094216|XP_017050162.1|DFIC
OG0000219	LOC6528359|XP_002089408.1|DYAK	LOC108094218|XP_017050165.1|DFIC
OG0000219	LOC6528363|XP_002089412.1|DYAK	LOC108094215|XP_017050161.1|DFIC
OG0000220	LOC6532625|XP_002093369.1|DYAK	LOC108093679|XP_017049348.1|DFIC
OG0000220	LOC6532622|XP_002093366.1|DYAK	LOC108093667|XP_017049338.1|DFIC
OG0000220	LOC6532623|XP_002093367.1|DYAK	LOC108094033|XP_017049957.1|DFIC
OG0000221	LOC6530039|XP_002090985.1|DYAK	LOC108096675|XP_017053946.1|DFIC
OG0000221	LOC6537346|XP_002097903.1|DYAK	LOC108091887|XP_017046760.1|DFIC
OG0000221	LOC6530038|XP_002090984.1|DYAK	LOC108096674|XP_017053943.1|DFIC
OG0000222	LOC6528188|XP_002089251.1|DYAK	LOC108096692|XP_017054031.1|DFIC, LOC108098356|XP_017056690.1|DFIC
OG0000222	LOC6528187|XP_002089250.1|DYAK	LOC108098355|XP_017056689.1|DFIC
OG0000223	LOC6534370|XP_039229449.1|DYAK	LOC108099823|XP_017058940.1|DFIC
OG0000223	LOC6533307|XP_002094033.2|DYAK	LOC108088240|XP_017041440.1|DFIC
OG0000223	LOC6532988|XP_002093723.2|DYAK	LOC108096439|XP_017053524.1|DFIC
OG0000224	LOC6531074|XP_002091908.1|DYAK	LOC108096965|XP_017054431.1|DFIC
OG0000224	LOC6532110|XP_002092886.1|DYAK	LOC108090783|XP_017045118.1|DFIC
OG0000225	LOC26535924|XP_015048989.1|DYAK	LOC108091933|XP_017046808.1|DFIC
OG0000225	LOC6538724|XP_002099239.2|DYAK	LOC108091926|XP_017046800.1|DFIC
OG0000225	LOC6538725|XP_002099240.1|DYAK	LOC108091946|XP_017046824.1|DFIC
OG0000226	LOC6533537|XP_002094247.1|DYAK	LOC108087548|XP_017040458.1|DFIC
OG0000226	LOC6533539|XP_002094249.3|DYAK	LOC108087551|XP_017040461.1|DFIC
OG0000226	LOC6533543|XP_002094253.2|DYAK	LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC
OG0000227	LOC6532819|XP_002093556.1|DYAK	LOC108099014|XP_017057737.1|DFIC, LOC108099015|XP_017057738.1|DFIC
OG0000227	LOC6532816|XP_002093553.2|DYAK	LOC108099031|XP_017057776.1|DFIC
OG0000227	LOC6532808|XP_002093545.1|DYAK	LOC108099020|XP_017057745.1|DFIC
OG0000228	LOC26535034|XP_015054573.1|DYAK	LOC108094872|XP_017051189.1|DFIC
OG0000228	LOC6535386|XP_039231510.1|DYAK	LOC108090107|XP_017044110.1|DFIC
OG0000228	LOC6529000|XP_002090032.1|DYAK	LOC108098426|XP_017056806.1|DFIC
OG0000229	LOC6538272|XP_039232854.1|DYAK	LOC108088375|XP_017041611.1|DFIC
OG0000229	LOC6535880|XP_015047429.2|DYAK	LOC108098622|XP_017057180.1|DFIC
OG0000230	LOC6531478|XP_039228280.1|DYAK	LOC108093964|XP_017049857.1|DFIC, LOC108093965|XP_017049859.1|DFIC
OG0000231	LOC6527426|XP_002088518.1|DYAK, LOC6527425|XP_002088517.1|DYAK	LOC108101383|XP_017061190.1|DFIC, LOC108101782|XP_017061748.1|DFIC, LOC108101384|XP_017061191.1|DFIC
OG0000231	LOC6527427|XP_002088519.1|DYAK	LOC108101381|XP_017061187.1|DFIC
OG0000232	LOC6537065|XP_002097626.1|DYAK	LOC108102246|XP_017062474.1|DFIC
OG0000232	LOC6528315|XP_002089368.1|DYAK	LOC108094243|XP_017050191.1|DFIC
OG0000232	LOC6528314|XP_002089367.2|DYAK	LOC108094238|XP_017050186.1|DFIC
OG0000233	LOC6537995|XP_002098530.1|DYAK	LOC108088395|XP_017041634.1|DFIC
OG0000233	LOC6539013|XP_039231888.1|DYAK	LOC108100781|XP_017060310.1|DFIC
OG0000233	LOC6539014|XP_002099516.2|DYAK	LOC108100778|XP_017060306.1|DFIC
OG0000234	LOC6530374|XP_002091300.2|DYAK	LOC108101598|XP_017061499.1|DFIC
OG0000234	LOC6530375|XP_015052661.1|DYAK	LOC108101462|XP_017061294.1|DFIC
OG0000234	LOC26534870|XP_015052846.2|DYAK	LOC108101463|XP_017061297.1|DFIC
OG0000235	LOC6539045|XP_002099547.1|DYAK	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC
OG0000235	LOC6539044|XP_002099546.1|DYAK	LOC108100780|XP_017060309.1|DFIC
OG0000235	LOC6539043|XP_002099545.1|DYAK	LOC108100750|XP_017060271.1|DFIC
OG0000236	LOC6526337|XP_002087459.1|DYAK	LOC108091564|XP_017046326.1|DFIC
OG0000236	LOC6528126|XP_002089193.1|DYAK	LOC108093444|XP_017048999.1|DFIC
OG0000236	LOC6525073|XP_015046083.1|DYAK	LOC108091166|XP_017045694.1|DFIC
OG0000237	LOC6528319|XP_015053910.1|DYAK	LOC108094291|XP_017050278.1|DFIC
OG0000237	LOC26536340|XP_015049951.1|DYAK	LOC108096227|XP_017053110.1|DFIC
OG0000238	LOC6530306|XP_002091233.1|DYAK	LOC108089929|XP_017043904.1|DFIC
OG0000238	LOC6530308|XP_002091235.1|DYAK	LOC108089928|XP_017043902.1|DFIC
OG0000238	LOC6530307|XP_002091234.1|DYAK	LOC108089930|XP_017043906.1|DFIC
OG0000239	LOC6536571|XP_002097147.1|DYAK	LOC108092117|XP_017047106.1|DFIC
OG0000239	LOC6540177|XP_039231573.1|DYAK	LOC108089095|XP_017042699.1|DFIC
OG0000240	LOC6536759|XP_039231491.1|DYAK	LOC108088058|XP_017041186.1|DFIC
OG0000240	LOC6536762|XP_002097334.1|DYAK	LOC108088082|XP_017041223.1|DFIC
OG0000240	LOC6537624|XP_039231199.1|DYAK	LOC108091800|XP_017046657.1|DFIC
OG0000241	LOC6534494|XP_002095171.2|DYAK	LOC108096259|XP_017053202.1|DFIC
OG0000242	LOC120322014|XP_039232596.1|DYAK	LOC108101780|XP_017061745.1|DFIC
OG0000243	LOC26534721|XP_015048432.1|DYAK	LOC108091772|XP_017046608.1|DFIC
OG0000243	LOC6527796|XP_002088869.1|DYAK	LOC108089291|XP_017042957.1|DFIC, LOC108089292|XP_017042958.1|DFIC
OG0000243	LOC6534565|XP_002095241.1|DYAK	LOC108089289|XP_017042956.1|DFIC
OG0000244	LOC6537344|XP_002097901.1|DYAK	LOC108092204|XP_017047221.1|DFIC
OG0000244	LOC6537345|XP_002097902.1|DYAK	LOC108092194|XP_017047210.1|DFIC
OG0000244	LOC6537348|XP_002097905.2|DYAK	LOC108092137|XP_017047135.1|DFIC, LOC108092139|XP_017047136.1|DFIC
OG0000246	LOC6531691|XP_002092482.2|DYAK	LOC108093709|XP_017049396.1|DFIC
OG0000247	LOC6533859|XP_002094559.1|DYAK	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC
OG0000247	LOC6533858|XP_002094558.1|DYAK	LOC108089600|XP_017043446.1|DFIC
OG0000248	LOC6534293|XP_002094974.1|DYAK	LOC108099881|XP_017059023.1|DFIC
OG0000248	LOC6534294|XP_002094975.2|DYAK	LOC108099863|XP_017059000.1|DFIC
OG0000248	LOC6530423|XP_002091339.3|DYAK	LOC108086773|XP_017039308.1|DFIC
OG0000249	LOC6527674|XP_002088760.1|DYAK	LOC108092721|XP_017047939.1|DFIC
OG0000249	LOC6527675|XP_002088761.1|DYAK	LOC108092719|XP_017047938.1|DFIC
OG0000249	LOC6527676|XP_002088762.1|DYAK	LOC108092717|XP_017047934.1|DFIC
OG0000250	LOC6527429|XP_002088521.1|DYAK	LOC108101380|XP_017061186.1|DFIC
OG0000250	LOC6527432|XP_002088524.1|DYAK	LOC108101389|XP_017061196.1|DFIC
OG0000250	LOC6527430|XP_002088522.2|DYAK	LOC108101379|XP_017061185.1|DFIC
OG0000251	LOC6525185|XP_039227723.1|DYAK	LOC108097414|XP_017055167.1|DFIC
OG0000251	LOC6532043|XP_002092820.3|DYAK	LOC108101805|XP_017061771.1|DFIC
OG0000251	LOC26534935|XP_015049512.1|DYAK	LOC108096082|XP_017052939.1|DFIC
OG0000252	LOC6530556|XP_002091469.1|DYAK	LOC108090666|XP_017044936.1|DFIC
OG0000252	LOC6530558|XP_002091471.3|DYAK	LOC108090669|XP_017044940.1|DFIC
OG0000252	LOC6530557|XP_002091470.1|DYAK	LOC108090662|XP_017044933.1|DFIC
OG0000253	LOC6531093|XP_002091927.1|DYAK	LOC108086302|XP_017038682.1|DFIC, LOC108086301|XP_017038681.1|DFIC
OG0000253	LOC6531097|XP_002091931.3|DYAK	LOC108086295|XP_017038676.1|DFIC, LOC108086314|XP_017038704.1|DFIC
OG0000254	LOC6537701|XP_002098246.2|DYAK	LOC108092771|XP_017047995.1|DFIC, LOC108092772|XP_017047996.1|DFIC, LOC108099240|XP_017058100.1|DFIC
OG0000254	LOC6528904|XP_002089936.1|DYAK	LOC108096492|XP_017053591.1|DFIC
OG0000255	LOC6530170|XP_002091110.1|DYAK	LOC108086673|XP_017039151.1|DFIC, LOC108086672|XP_017039147.1|DFIC, LOC108086678|XP_017039160.1|DFIC
OG0000255	LOC6530171|XP_002091111.1|DYAK	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC
OG0000256	LOC6531024|XP_002091861.1|DYAK	LOC108087835|XP_017040898.1|DFIC
OG0000256	LOC6531022|XP_002091859.1|DYAK	LOC108087853|XP_017040923.1|DFIC
