Orthogroup	DYAK.longest_only	DMEL.longest_only
OG0000812	LOC26536196|XP_015050493.1|DYAK	CG32847|NP_730026.1|DMEL
OG0000813	LOC6530041|XP_002090987.1|DYAK	bic|NP_476853.1|DMEL
OG0000813	LOC6526322|XP_002087444.1|DYAK	CG11835|NP_608532.1|DMEL
OG0000814	LOC6529410|XP_002090415.1|DYAK	jhamt|NP_609793.2|DMEL
OG0000815	LOC6528157|XP_002089222.1|DYAK	CG12512|NP_608924.1|DMEL
OG0000816	LOC6525077|XP_002100916.1|DYAK	CG2076|NP_572681.1|DMEL
OG0000816	LOC6536036|XP_002096651.2|DYAK	Mics1|NP_649725.2|DMEL
OG0000817	LOC6538396|XP_002098920.2|DYAK	CG6503|NP_001189297.1|DMEL
OG0000817	LOC120321768|XP_039231520.1|DYAK	CG34291|NP_001097938.1|DMEL
OG0000818	LOC6523817|XP_002099692.1|DYAK	CG13369|NP_569850.1|DMEL
OG0000818	LOC26536002|XP_015054682.1|DYAK	CG17010|NP_609560.2|DMEL
OG0000819	LOC6525713|XP_039231077.1|DYAK	OdsH|NP_523389.3|DMEL
OG0000819	LOC6525710|XP_002101532.1|DYAK	unc-4|NP_001285389.1|DMEL
OG0000820	LOC6525183|XP_002101021.1|DYAK	CG12231|NP_573390.1|DMEL
OG0000820	LOC6529361|XP_002090366.1|DYAK	CG7222|NP_610613.1|DMEL
OG0000821	LOC6536881|XP_002097450.1|DYAK	CG10909|NP_650236.1|DMEL
OG0000821	LOC6531763|XP_002092551.1|DYAK	Fib|NP_523817.1|DMEL
OG0000822	LOC6534347|XP_002095027.3|DYAK	CG13727|NP_648969.1|DMEL
OG0000822	LOC6527723|XP_002088806.1|DYAK	CG13386|NP_609226.1|DMEL
OG0000823	LOC6536851|XP_002097420.3|DYAK	CG11600|NP_650217.2|DMEL
OG0000823	LOC6536852|XP_002097421.2|DYAK	CG11608|NP_650218.3|DMEL
OG0000823	LOC6536850|XP_002097419.1|DYAK	CG11598|NP_001036710.1|DMEL, CG18530|NP_652714.2|DMEL
OG0000824	LOC6527377|XP_002088469.1|DYAK	Pkd2|NP_609561.2|DMEL
OG0000825	LOC6534350|XP_002095029.1|DYAK	Or74a|NP_524123.1|DMEL
OG0000825	LOC6528988|XP_039226419.1|DYAK	Or35a|NP_723916.1|DMEL
OG0000826	LOC6531649|XP_002092446.1|DYAK	Lhr|NP_611210.3|DMEL
OG0000827	LOC6533167|XP_002093893.3|DYAK, LOC6533168|XP_002093894.3|DYAK, LOC6533170|XP_002093896.1|DYAK, LOC6533169|XP_002093895.1|DYAK	Lcp65Ab1|NP_524814.2|DMEL, Lcp65Ab2|NP_788469.1|DMEL
OG0000828	LOC26536022|XP_015048365.1|DYAK	CG42822|NP_001189243.1|DMEL
OG0000830	LOC6526056|XP_015046615.1|DYAK	AnxB10|NP_001162804.1|DMEL
OG0000831	LOC6533845|XP_002094545.2|DYAK	Lsp2|NP_524816.1|DMEL
OG0000832	LOC6531490|XP_002092289.1|DYAK	EMC7|NP_611078.1|DMEL
OG0000833	LOC6535006|XP_002095676.3|DYAK	Ir75d|NP_649074.2|DMEL
OG0000834	LOC6537978|XP_002098515.1|DYAK	CG15515|NP_001263088.1|DMEL
OG0000835	LOC6533279|XP_002094005.3|DYAK	Dscam2|NP_001261500.1|DMEL
OG0000836	LOC6528044|XP_039227579.1|DYAK	CG5355|NP_609397.2|DMEL
OG0000837	LOC26536167|XP_015051627.1|DYAK	fzr2|NP_611854.1|DMEL
OG0000837	LOC6524213|XP_002100076.1|DYAK	fzr|NP_524852.2|DMEL
OG0000838	LOC26536366|XP_039228223.1|DYAK	CG42502|NP_001163011.1|DMEL
OG0000838	LOC26535269|XP_015052889.1|DYAK	CG42305|NP_001137837.1|DMEL
OG0000839	LOC6537494|XP_002098042.1|DYAK	Atu|NP_524240.1|DMEL
OG0000839	LOC6535774|XP_015047348.2|DYAK	CG10887|NP_650866.1|DMEL
OG0000840	LOC6529045|XP_002090076.1|DYAK	tomboy40|NP_610213.1|DMEL
OG0000840	LOC6525407|XP_002101242.1|DYAK	Tom40|NP_652003.2|DMEL
OG0000841	LOC6535245|XP_039231317.1|DYAK	CG42402|NP_001287642.1|DMEL
OG0000842	LOC6528509|XP_002089555.1|DYAK	Sep5|NP_651961.1|DMEL
OG0000842	LOC6535816|XP_002096438.1|DYAK	Sep2|NP_524417.1|DMEL
OG0000843	LOC6531936|XP_039228503.1|DYAK	thoc5|NP_611856.1|DMEL
OG0000844	LOC6531979|XP_015051651.1|DYAK	Mlp60A|NP_001137750.1|DMEL
OG0000844	LOC6536096|XP_015047565.1|DYAK	Mlp84B|NP_477122.1|DMEL
OG0000845	LOC6525007|XP_002100846.1|DYAK	CG11695|NP_572732.1|DMEL
OG0000845	LOC6525009|XP_002100848.1|DYAK	CG11696|NP_572731.1|DMEL
OG0000846	LOC6538027|XP_002098562.1|DYAK	Obp99c|NP_651711.1|DMEL
OG0000847	LOC6530047|XP_002090993.1|DYAK	Cyp9h1|NP_610820.1|DMEL
OG0000847	LOC6532091|XP_002092867.1|DYAK	Cyp9c1|NP_523850.1|DMEL
OG0000848	LOC6526533|XP_002087643.1|DYAK	CG4267|NP_608661.1|DMEL
OG0000848	LOC6529178|XP_015052243.1|DYAK	CG6675|NP_610132.3|DMEL
OG0000849	LOC6527286|XP_002088380.1|DYAK	CG6614|NP_609511.3|DMEL
OG0000849	LOC6526381|XP_002087500.1|DYAK	CG14339|NP_608566.1|DMEL
OG0000850	LOC6531324|XP_039228428.1|DYAK	CG30268|NP_611712.2|DMEL
OG0000850	LOC6531323|XP_002092127.3|DYAK	CG30275|NP_788430.3|DMEL
OG0000851	LOC6531353|XP_015051263.1|DYAK	CG34460|NP_001097349.1|DMEL
OG0000852	LOC120321039|XP_039228225.1|DYAK	CG44433|NP_001137702.1|DMEL
OG0000852	LOC6531044|XP_002091880.3|DYAK	CG44434|NP_788406.2|DMEL
OG0000852	LOC120321038|XP_039228224.1|DYAK	CG44435|NP_001286585.1|DMEL
OG0000854	LOC6524103|XP_002099967.1|DYAK	CG3097|NP_572259.1|DMEL
OG0000854	LOC6524100|XP_039228477.1|DYAK	CG3108|NP_572262.1|DMEL
OG0000855	LOC6523938|XP_002099810.1|DYAK	CG3740|NP_569932.1|DMEL
OG0000855	LOC6536188|XP_002096779.1|DYAK	Nazo|NP_649778.1|DMEL
OG0000856	LOC6524744|XP_002100588.1|DYAK	CG5347|NP_572970.1|DMEL
OG0000856	LOC6534633|XP_002095308.3|DYAK	Mkrn1|NP_524704.1|DMEL
OG0000857	LOC6526134|XP_002101951.2|DYAK	Mgstl|NP_524696.2|DMEL
OG0000858	LOC6536892|XP_002097461.1|DYAK	yellow-f|NP_524335.1|DMEL
OG0000858	LOC6536893|XP_002097462.1|DYAK	yellow-f2|NP_650247.1|DMEL
OG0000860	LOC6534766|XP_002095441.3|DYAK	CG5078|NP_649238.3|DMEL
OG0000860	LOC6533426|XP_039230595.1|DYAK	CG11537|NP_001097489.1|DMEL
OG0000861	LOC6531869|XP_002092656.2|DYAK	St3|NP_001261155.1|DMEL
OG0000862	LOC6530708|XP_002091599.1|DYAK	CG15653|NP_611540.1|DMEL
OG0000862	LOC6528112|XP_002089179.1|DYAK	CG31913|NP_723119.1|DMEL
OG0000863	LOC6537728|XP_002098273.1|DYAK	CG18596|NP_651031.1|DMEL
OG0000864	LOC6527509|XP_002088599.1|DYAK	CG16848|NP_609653.1|DMEL
OG0000864	LOC6524541|XP_002100398.1|DYAK	CG4407|NP_572837.1|DMEL
OG0000865	LOC6526232|XP_002102041.1|DYAK	CG34334|NP_001097042.1|DMEL
OG0000865	LOC6536375|XP_002096957.1|DYAK	RnpS1|NP_649903.1|DMEL
OG0000866	LOC6526399|XP_002087518.1|DYAK	CG4887|NP_608582.2|DMEL
OG0000866	LOC6526400|XP_002087519.2|DYAK	CG4896|NP_608583.5|DMEL
OG0000867	LOC6528265|XP_002089318.1|DYAK	CG4701|NP_609721.1|DMEL
OG0000867	LOC6528005|XP_002089072.1|DYAK	nmd|NP_609373.1|DMEL
OG0000868	LOC6525076|XP_002100915.1|DYAK	CG2061|NP_572682.1|DMEL
OG0000869	LOC6536075|XP_002096685.1|DYAK	CG14609|NP_649704.3|DMEL
OG0000870	LOC6531925|XP_002092711.3|DYAK	CG13562|NP_001246484.1|DMEL
OG0000871	LOC6530190|XP_002091128.1|DYAK	Smyd4-4|NP_610730.1|DMEL
OG0000872	LOC6525837|XP_002101657.1|DYAK	CG6873|NP_573321.1|DMEL
OG0000872	LOC6531967|XP_039228526.1|DYAK	tsr|NP_477034.1|DMEL
OG0000873	LOC6539817|XP_039229443.1|DYAK	olf413|NP_730711.3|DMEL
OG0000874	LOC6524198|XP_002100061.1|DYAK	CG6978|NP_572188.1|DMEL
OG0000874	LOC6531375|XP_015051292.1|DYAK	Picot|NP_725600.1|DMEL
OG0000875	LOC6534857|XP_002095529.1|DYAK	Tom20|NP_649169.3|DMEL
OG0000877	LOC6534916|XP_002095587.2|DYAK	ms_3_76Cc|NP_649136.1|DMEL
OG0000877	LOC6523787|XP_002099662.1|DYAK	CG12470|NP_569838.1|DMEL
OG0000878	LOC6531801|XP_015051559.1|DYAK	CG9861|NP_611778.1|DMEL
OG0000878	LOC6527951|XP_002089018.1|DYAK	CG13127|NP_609338.1|DMEL
OG0000879	LOC6530854|XP_002091733.1|DYAK	CG10822|NP_611450.1|DMEL
OG0000880	LOC6539949|XP_002086824.3|DYAK	Or92a|NP_524414.2|DMEL
OG0000880	LOC6533579|XP_002094289.1|DYAK	Or67c|NP_524018.2|DMEL
OG0000881	LOC6539773|XP_002086651.2|DYAK	Sems|NP_649270.1|DMEL
OG0000881	LOC6539766|XP_015044985.2|DYAK	CG10587|NP_001137989.2|DMEL
OG0000881	LOC6534715|XP_002095390.1|DYAK	CG11037|NP_649272.1|DMEL
OG0000882	LOC6525574|XP_002101409.1|DYAK	CG34325|NP_001097003.1|DMEL
OG0000882	LOC6529231|XP_015052253.1|DYAK	CG31624|NP_724318.1|DMEL, CG31988|NP_610098.1|DMEL
OG0000883	LOC6524720|XP_039230630.1|DYAK	CG9400|NP_572957.1|DMEL
OG0000884	LOC6526852|XP_002087952.2|DYAK	CG3251|NP_608851.1|DMEL
OG0000884	LOC6525299|XP_002101135.1|DYAK	otu|NP_511089.2|DMEL
OG0000885	LOC6535629|XP_015047244.1|DYAK	euc|NP_001247188.1|DMEL
OG0000886	LOC6535579|XP_002096208.1|DYAK	CG14305|NP_650732.1|DMEL
OG0000887	LOC6525075|XP_015046084.1|DYAK	CG42249|NP_572684.2|DMEL
OG0000888	LOC6532220|XP_015049231.1|DYAK	RhoGEF3|NP_612024.4|DMEL
OG0000889	LOC6535174|XP_015051058.2|DYAK	CG11370|NP_649408.1|DMEL
OG0000890	LOC6531333|XP_002092137.1|DYAK	CycB|NP_726244.1|DMEL
OG0000891	LOC6527532|XP_002088622.1|DYAK	CG9254|NP_609664.1|DMEL
OG0000891	LOC6527336|XP_002088428.1|DYAK	dmGlut|NP_620115.2|DMEL
OG0000892	LOC6533697|XP_002094402.1|DYAK	CG6168|NP_648459.1|DMEL
OG0000892	LOC6534771|XP_015050827.2|DYAK	isoQC|NP_788550.1|DMEL
OG0000893	LOC6539878|XP_002086762.3|DYAK	Ir84a|NP_649720.2|DMEL
OG0000894	LOC6536100|XP_002096708.2|DYAK	Tailor|NP_001262327.1|DMEL
OG0000895	LOC6531432|XP_002092235.1|DYAK	JhI-26|NP_523761.2|DMEL
OG0000896	LOC6531414|XP_002092217.2|DYAK	CG15710|NP_611122.1|DMEL
OG0000896	LOC6524025|XP_002099897.1|DYAK	CG3847|NP_572317.2|DMEL
OG0000897	LOC6538424|XP_002098948.1|DYAK	E_spl_m8-HLH|NP_524513.1|DMEL
OG0000897	LOC6538427|XP_002098951.1|DYAK	E_spl_m5-HLH|NP_524511.1|DMEL
OG0000898	LOC6531388|XP_002092191.1|DYAK	CG4927|NP_001033953.1|DMEL
OG0000898	LOC6531737|XP_002092527.1|DYAK	CG3700|NP_611736.1|DMEL
OG0000899	LOC6536175|XP_002096766.3|DYAK	CG7800|NP_649770.1|DMEL
OG0000899	LOC6536176|XP_002096767.2|DYAK	CG18249|NP_001163549.1|DMEL
OG0000900	LOC6531321|XP_002092125.1|DYAK	Obp58c|NP_611710.1|DMEL
OG0000900	LOC6531320|XP_002092124.1|DYAK	Obp58b|NP_611709.1|DMEL
OG0000901	LOC6530539|XP_002091454.1|DYAK	Gr58b|NP_523808.2|DMEL
OG0000901	LOC6530538|XP_002091453.1|DYAK	Gr58a|NP_726135.2|DMEL
OG0000902	LOC26535388|XP_015046278.1|DYAK	Ir7e|NP_001138176.1|DMEL
OG0000902	LOC6525393|XP_015046277.1|DYAK	Ir7f|NP_001138177.1|DMEL
OG0000903	LOC6533271|XP_002093997.1|DYAK	Acbp3|NP_648083.1|DMEL
OG0000903	LOC6533269|XP_002093995.1|DYAK	Acbp4|NP_648081.1|DMEL
OG0000904	LOC26535452|XP_039229421.1|DYAK	CG42494|NP_001163333.1|DMEL
OG0000904	LOC6532770|XP_002093512.2|DYAK	CG32284|NP_728826.1|DMEL
OG0000904	LOC6532771|XP_002093513.1|DYAK	CG14957|NP_647781.1|DMEL
OG0000906	LOC6529310|XP_002090315.1|DYAK	CG34227|NP_001097269.1|DMEL
OG0000907	LOC6531937|XP_002092723.1|DYAK	CG16787|NP_611857.3|DMEL
OG0000909	LOC6523870|XP_002099743.1|DYAK	TfIIA-S-2|NP_569877.1|DMEL
OG0000909	LOC6537951|XP_002098488.1|DYAK	TfIIA-S|NP_524467.1|DMEL
OG0000910	LOC6536551|XP_039232804.1|DYAK	Rbp1|NP_731510.1|DMEL
OG0000910	LOC6524606|XP_039233765.1|DYAK	Rbp1-like|NP_001188585.1|DMEL
OG0000911	LOC6531203|XP_002092031.1|DYAK	sub|NP_611260.1|DMEL
OG0000912	LOC6534551|XP_002095228.1|DYAK	CG18081|NP_648807.1|DMEL
OG0000912	LOC6534552|XP_002095229.1|DYAK	CG15715|NP_648808.1|DMEL
OG0000913	LOC6533908|XP_002094608.2|DYAK	sowah|NP_001137943.2|DMEL
OG0000914	LOC6530117|XP_002091063.1|DYAK	Cpr49Ag|NP_610776.1|DMEL
OG0000915	LOC6531445|XP_002092248.1|DYAK	CG15708|NP_611104.3|DMEL
OG0000915	LOC6524225|XP_002100088.1|DYAK	CG12684|NP_572173.1|DMEL
OG0000916	LOC6527679|XP_039227663.1|DYAK	Pvr|NP_001162911.1|DMEL
OG0000917	LOC6527664|XP_039227662.1|DYAK	Piezo|NP_001303314.1|DMEL
OG0000918	LOC6539125|XP_039226520.1|DYAK	CG17508|NP_652101.2|DMEL
OG0000918	LOC6526679|XP_002087785.1|DYAK	CG15403|NP_608749.2|DMEL
OG0000920	LOC6525308|XP_015046230.1|DYAK	CG15347|NP_001188562.1|DMEL
OG0000921	LOC6524449|XP_039233515.1|DYAK	ph-p|NP_476871.2|DMEL
OG0000921	LOC6524450|XP_039233517.1|DYAK	ph-d|NP_524794.2|DMEL
OG0000922	LOC6532914|XP_002093650.1|DYAK	CG1299|NP_647862.1|DMEL
OG0000923	LOC6534227|XP_002094909.1|DYAK	CG5103|NP_649036.1|DMEL
OG0000923	LOC6536247|XP_002096833.1|DYAK	CG8036|NP_649812.2|DMEL
OG0000924	LOC6524524|XP_002100381.1|DYAK	Tis11|NP_511141.2|DMEL
OG0000925	LOC6538932|XP_002099436.2|DYAK	Npc2h|NP_651824.1|DMEL
OG0000925	LOC6538931|XP_002099435.1|DYAK	Npc2g|NP_651823.1|DMEL
OG0000926	LOC6536135|XP_002096736.2|DYAK	CG34297|NP_001097696.1|DMEL
OG0000926	LOC6537145|XP_002097706.1|DYAK	CG34274|NP_001097807.1|DMEL
OG0000927	LOC6538379|XP_002098903.1|DYAK	TwdlP|NP_651485.1|DMEL
OG0000927	LOC6538376|XP_002098900.1|DYAK	TwdlO|NP_651487.1|DMEL
OG0000928	LOC6527819|XP_002088892.1|DYAK	CG17906|NP_609266.1|DMEL
OG0000928	LOC6527818|XP_002088891.1|DYAK	CG9555|NP_609265.1|DMEL
OG0000929	LOC120320568|XP_039226488.1|DYAK	Cyp309a2|NP_608689.2|DMEL
OG0000929	LOC6526584|XP_002087692.3|DYAK	Cyp309a1|NP_608688.3|DMEL
OG0000930	LOC26535461|XP_015050723.1|DYAK	CG33258|NP_001034027.2|DMEL
OG0000930	LOC6534568|XP_039230696.1|DYAK	CG13075|NP_648831.1|DMEL
OG0000931	LOC6531780|XP_002092567.1|DYAK	CG13544|NP_611761.1|DMEL
OG0000931	LOC6528962|XP_039227029.1|DYAK	CG31735|NP_723938.1|DMEL
OG0000932	LOC6539418|XP_039229812.1|DYAK	CG7298|NP_649187.3|DMEL
OG0000932	LOC6539420|XP_039230445.1|DYAK	CG7290|NP_649188.1|DMEL
OG0000933	LOC6530740|XP_015052742.2|DYAK	CG17999|NP_611517.1|DMEL
OG0000933	LOC120321079|XP_039228403.1|DYAK	CG9993|NP_611518.1|DMEL
OG0000934	LOC6528590|XP_002089633.1|DYAK	Lcp4|NP_476622.1|DMEL
OG0000934	LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK	Lcp3|NP_476621.1|DMEL
OG0000935	LOC6538122|XP_002098657.2|DYAK	Doa|NP_001014681.2|DMEL
OG0000936	LOC26535107|XP_015054583.1|DYAK	CG41128|NP_001015402.3|DMEL
OG0000936	LOC6524692|XP_002100536.1|DYAK	CG12479|NP_652484.1|DMEL
OG0000937	LOC6538315|XP_039232217.1|DYAK	spz|NP_524526.1|DMEL
OG0000938	LOC6531773|XP_002092560.1|DYAK	RpL37b|NP_611757.1|DMEL
OG0000938	LOC6524789|XP_002100633.1|DYAK	RpL37a|NP_573005.1|DMEL
OG0000939	LOC6526903|XP_002088002.1|DYAK	r2d2|NP_609152.1|DMEL
OG0000940	LOC6525430|XP_002101265.1|DYAK	CG15035|NP_572396.1|DMEL
OG0000940	LOC6532384|XP_002093135.1|DYAK	CG12091|NP_647619.1|DMEL
OG0000941	LOC6538820|XP_002099333.1|DYAK	RpS28a|NP_651764.1|DMEL
OG0000941	LOC6525927|XP_002101747.1|DYAK	RpS28b|NP_572568.1|DMEL
OG0000942	LOC26536025|XP_015045162.1|DYAK	CG33054|NP_788553.1|DMEL
OG0000943	LOC6530250|XP_002091187.1|DYAK	Tret1-1|NP_610693.1|DMEL
OG0000944	LOC6524674|XP_002100531.1|DYAK	ben|NP_511150.1|DMEL
OG0000944	LOC6528246|XP_002089301.2|DYAK	CG3473|NP_609715.1|DMEL
OG0000945	LOC6532318|XP_002093078.1|DYAK	CG9119|NP_612081.1|DMEL
OG0000945	LOC6532317|XP_002093077.3|DYAK	CG32335|NP_728575.2|DMEL
OG0000946	LOC6527634|XP_002088722.1|DYAK	Spn28Dc|NP_609172.1|DMEL
OG0000947	LOC6531959|XP_002092745.1|DYAK	EbpIII|NP_524966.1|DMEL
OG0000948	LOC6532828|XP_002093565.1|DYAK	CycJ|NP_523903.1|DMEL
OG0000949	LOC6524595|XP_039233585.1|DYAK	IP3K2|NP_572873.2|DMEL
OG0000950	LOC6525169|XP_015046126.1|DYAK	Shawn|NP_001285448.1|DMEL
OG0000950	LOC6539850|XP_002086732.3|DYAK	CG2616|NP_649731.1|DMEL
OG0000951	LOC6536823|XP_002097393.1|DYAK	Prosalpha2|NP_524328.1|DMEL
OG0000952	LOC6527346|XP_002088438.1|DYAK	CG34164|NP_001097152.1|DMEL
OG0000954	LOC6529055|XP_002090084.1|DYAK	CG8343|NP_610207.1|DMEL
OG0000955	LOC26536214|XP_015048558.2|DYAK	Ir94d|NP_001138099.1|DMEL
OG0000955	LOC6537883|XP_002098424.2|DYAK	Ir94e|NP_001097885.2|DMEL
OG0000956	LOC6535704|XP_002096331.1|DYAK	CG16727|NP_650818.1|DMEL
OG0000956	LOC6535700|XP_039231151.1|DYAK	CG7333|NP_650814.2|DMEL
OG0000957	LOC6531174|XP_002092003.2|DYAK	CG14491|NP_611276.1|DMEL
OG0000957	LOC6531175|XP_002092004.1|DYAK	CG14492|NP_611275.2|DMEL
OG0000958	LOC26534936|XP_015047983.1|DYAK	CG14384|NP_650241.1|DMEL
OG0000958	LOC6532168|XP_002092941.2|DYAK	CG43106|NP_001246518.1|DMEL
OG0000959	LOC6534183|XP_002094866.1|DYAK	HipHop|NP_649061.1|DMEL
OG0000959	LOC6538345|XP_002098870.1|DYAK	ms_3_K81|NP_651510.1|DMEL
OG0000960	LOC6523945|XP_002099817.1|DYAK	CG3795|NP_569939.2|DMEL
OG0000961	LOC6539533|XP_002086421.1|DYAK	CG17027|NP_648823.1|DMEL
OG0000961	LOC6539536|XP_002086424.2|DYAK	CG17026|NP_648820.1|DMEL
OG0000962	LOC6537897|XP_002098438.1|DYAK	Ugt303B1|NP_651153.1|DMEL
OG0000962	LOC6537898|XP_002098439.1|DYAK	Ugt303B2|NP_651154.1|DMEL
OG0000963	LOC6525797|XP_002101618.1|DYAK	CG15043|NP_573300.1|DMEL
OG0000964	LOC6531446|XP_002092249.2|DYAK	krimp|NP_611103.2|DMEL
OG0000965	LOC6525894|XP_002101714.1|DYAK	t|NP_572543.1|DMEL
OG0000966	LOC6529891|XP_002090848.1|DYAK	DJ-1alpha|NP_610916.1|DMEL
OG0000966	LOC6538936|XP_002099440.2|DYAK	dj-1beta|NP_651825.4|DMEL
OG0000968	LOC6534444|XP_002095121.1|DYAK	Mipp1|NP_524109.2|DMEL
OG0000969	LOC6530718|XP_002091609.1|DYAK	Prosalpha3|NP_476691.1|DMEL
OG0000969	LOC6538968|XP_002099471.1|DYAK	Prosalpha3T|NP_651843.1|DMEL
OG0000970	LOC6538215|XP_002098742.1|DYAK	mil|NP_651592.2|DMEL
OG0000971	LOC6529502|XP_002090504.1|DYAK	CG13284|NP_724022.2|DMEL
OG0000972	LOC6533152|XP_002093878.1|DYAK	CG13295|NP_648021.1|DMEL
OG0000972	LOC6524411|XP_002100269.1|DYAK	CG2854|NP_569999.1|DMEL
OG0000973	LOC6524349|XP_002100207.2|DYAK	CG3526|NP_726832.2|DMEL
OG0000974	LOC6532886|XP_002093622.1|DYAK	Gr64b|NP_728921.1|DMEL
OG0000975	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK	sea|NP_001027175.1|DMEL
OG0000976	LOC6536217|XP_015047608.1|DYAK	CG45263|NP_731246.2|DMEL
OG0000977	LOC6537218|XP_002097776.3|DYAK	CG42404|NP_650437.4|DMEL
OG0000978	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK	CG11825|NP_001260865.1|DMEL
OG0000979	LOC6531620|XP_002092417.2|DYAK	qkr58E-3|NP_477306.3|DMEL
OG0000980	LOC6538333|XP_002098860.1|DYAK	Gr97a|NP_001287551.1|DMEL
OG0000980	LOC6537835|XP_002098376.3|DYAK	Gr94a|NP_732816.1|DMEL
OG0000981	LOC6528020|XP_002089087.1|DYAK	CG31715|NP_723568.1|DMEL
OG0000982	LOC6537401|XP_002097957.1|DYAK	I-t|NP_524323.2|DMEL
OG0000982	LOC26534505|XP_039232148.1|DYAK	CG5509|NP_650204.1|DMEL
OG0000984	LOC6538514|XP_039232322.1|DYAK	Muc96D|NP_733106.2|DMEL
OG0000984	LOC6527122|XP_039226990.1|DYAK	Muc26B|NP_652552.1|DMEL
OG0000985	LOC26535805|XP_015051173.1|DYAK	CG42561|NP_001163180.1|DMEL
OG0000985	LOC6531234|XP_002092046.2|DYAK	CG42562|NP_611245.2|DMEL
OG0000986	LOC6529546|XP_002090544.3|DYAK	CG31815|NP_723979.1|DMEL
OG0000986	LOC6529195|XP_039228795.1|DYAK	CG11629|NP_610125.1|DMEL
OG0000987	LOC6527829|XP_015053823.1|DYAK	CG31609|NP_723444.2|DMEL
OG0000987	LOC6537882|XP_002098423.2|DYAK	CG31515|NP_732865.2|DMEL
OG0000987	LOC120321887|XP_039231925.1|DYAK	CG17380|NP_651145.2|DMEL
OG0000988	LOC6527326|XP_002088418.2|DYAK	zuc|NP_609530.1|DMEL
OG0000990	LOC6538243|XP_002098770.1|DYAK	RpS10a|NP_651576.1|DMEL
OG0000990	LOC6525173|XP_002101011.1|DYAK	RpS10b|NP_608324.1|DMEL
OG0000991	LOC6525298|XP_039233376.1|DYAK	CG33181|NP_001096908.1|DMEL
OG0000992	LOC6537865|XP_039231172.1|DYAK	CG13827|NP_001247263.1|DMEL
OG0000993	LOC6538835|XP_002099348.1|DYAK	Rpp14a|NP_001097977.1|DMEL
OG0000993	LOC6538834|XP_002099347.1|DYAK	Rpp14b|NP_651769.1|DMEL
OG0000994	LOC6523994|XP_002099866.1|DYAK	CG4666|NP_572292.1|DMEL
OG0000995	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK	qjt|NP_648987.1|DMEL, CG42300|NP_727865.2|DMEL, CG42299|NP_727866.2|DMEL, cerv|NP_573043.1|DMEL
OG0000996	LOC6530214|XP_039229237.1|DYAK	PI31|NP_610715.1|DMEL
OG0000997	LOC6530018|XP_002090964.1|DYAK	Drl-2|NP_610835.2|DMEL
OG0000998	LOC6532226|XP_039229591.1|DYAK	mthl10|NP_788446.2|DMEL
OG0000999	LOC6531790|XP_002092577.1|DYAK	RpL22-like|NP_611771.1|DMEL
OG0000999	LOC6523834|XP_002099709.1|DYAK	RpL22|NP_477134.1|DMEL
OG0001000	LOC6529139|XP_002090148.1|DYAK	conu|NP_001036454.1|DMEL
OG0001001	LOC6531580|XP_039229220.1|DYAK	unc-5|NP_611033.2|DMEL
OG0001002	LOC6529583|XP_002090577.1|DYAK	Ugt301D1|NP_609882.1|DMEL
OG0001003	LOC6535236|XP_002095895.1|DYAK	UQCR-11|NP_001163852.1|DMEL
OG0001003	LOC26536424|XP_015054735.1|DYAK	UQCR-11L|NP_724697.1|DMEL
OG0001004	LOC6536405|XP_002096987.1|DYAK	p24-2|NP_788617.1|DMEL, eca|NP_788616.1|DMEL
OG0001005	LOC6529670|XP_002090663.1|DYAK	CG10700|NP_609942.1|DMEL
OG0001005	LOC6524460|XP_039233531.1|DYAK	CG4199|NP_569976.1|DMEL
OG0001006	LOC6537249|XP_002097807.1|DYAK	RpL10Aa|NP_650410.1|DMEL
OG0001006	LOC6533787|XP_002094489.1|DYAK	RpL10Ab|NP_648514.1|DMEL
OG0001007	LOC6531972|XP_002092758.1|DYAK	eEF5|NP_611878.1|DMEL
OG0001008	LOC6538184|XP_002098712.1|DYAK	UQCR-14L|NP_651614.1|DMEL
OG0001008	LOC6524948|XP_002100788.1|DYAK	UQCR-14|NP_573110.1|DMEL
OG0001009	LOC6538416|XP_002098940.1|DYAK	RpL34a|NP_651460.2|DMEL
OG0001010	LOC120322393|XP_039233518.1|DYAK	CG12662|NP_001356935.1|DMEL
OG0001010	LOC6526257|XP_002087379.1|DYAK	ovm|NP_722607.1|DMEL
OG0001011	LOC6524633|XP_002100490.3|DYAK	BthD|NP_572903.3|DMEL
OG0001011	LOC6529440|XP_002090444.1|DYAK	CG15147|NP_609854.1|DMEL
OG0001012	LOC6524853|XP_015045905.1|DYAK	CG15646|NP_573051.1|DMEL
OG0001012	LOC6524854|XP_015045906.1|DYAK	CG12708|NP_001138199.1|DMEL
OG0001013	LOC6533808|XP_002094509.2|DYAK	CG5897|NP_001356901.1|DMEL
OG0001013	LOC6534836|XP_015050865.1|DYAK	CG6933|NP_730495.1|DMEL
OG0001014	LOC6534895|XP_002095567.1|DYAK	CG34116|NP_001036616.1|DMEL
