Orthogroup	DYAK.longest_only	DNOV.longest_only
OG0001305	LOC6537477|XP_002098033.2|DYAK	LOC115757850|XP_030554144.1|DNOV, LOC115758007|XP_030554364.1|DNOV, LOC115767941|XP_030568175.1|DNOV
OG0001306	LOC6536699|XP_002097271.2|DYAK	LOC115765630|XP_030565141.1|DNOV
OG0001307	LOC6533132|XP_002093858.1|DYAK	LOC115769322|XP_030569916.1|DNOV
OG0001308	LOC6524417|XP_002100275.1|DYAK	LOC115768039|XP_030568322.1|DNOV
OG0001309	LOC6537037|XP_002097604.1|DYAK	LOC115770739|XP_030572001.1|DNOV
OG0001310	LOC6525108|XP_039226331.1|DYAK	LOC115766430|XP_030566217.1|DNOV
OG0001312	LOC6533662|XP_002094368.1|DYAK, LOC6533663|XP_002094369.1|DYAK	LOC115771113|XP_030572537.1|DNOV
OG0001313	LOC6530449|XP_002091365.1|DYAK	LOC115762426|XP_030560485.1|DNOV
OG0001314	LOC6527558|XP_002088648.1|DYAK	LOC115769230|XP_030569802.1|DNOV
OG0001315	LOC6524468|XP_002100325.1|DYAK	LOC115765406|XP_030564805.1|DNOV
OG0001316	LOC6531130|XP_002091964.1|DYAK	LOC115760849|XP_030558261.1|DNOV
OG0001317	LOC6529021|XP_015054150.1|DYAK	LOC115763038|XP_030561313.1|DNOV
OG0001318	LOC6526650|XP_002087758.1|DYAK	LOC115762274|XP_030560297.1|DNOV
OG0001319	LOC6528210|XP_002089272.3|DYAK, LOC6528209|XP_002089271.1|DYAK	LOC115769239|XP_030569814.1|DNOV
OG0001320	LOC6530152|XP_002091094.1|DYAK	LOC115757961|XP_030554296.1|DNOV
OG0001321	LOC6531018|XP_002091855.1|DYAK	LOC115762837|XP_030561069.1|DNOV
OG0001323	LOC6526790|XP_015053459.1|DYAK, LOC26534817|XP_015054554.1|DYAK	LOC115758795|XP_030555428.1|DNOV, LOC115758916|XP_030555573.1|DNOV
OG0001324	LOC6529475|XP_002090477.1|DYAK	LOC115765546|XP_030565036.1|DNOV
OG0001325	LOC6536223|XP_002096814.1|DYAK, LOC6536224|XP_002096815.1|DYAK	LOC115766239|XP_030565961.1|DNOV, LOC115766107|XP_030565788.1|DNOV
OG0001326	LOC6538878|XP_039231311.1|DYAK	LOC115761781|XP_030559573.1|DNOV
OG0001328	LOC6524906|XP_002100746.1|DYAK	LOC115768658|XP_030569198.1|DNOV
OG0001329	LOC6524997|XP_002100837.1|DYAK	LOC115765389|XP_030564774.1|DNOV
OG0001330	LOC6524713|XP_039226121.1|DYAK	LOC115770903|XP_030572198.1|DNOV, LOC115765182|XP_030564466.1|DNOV
OG0001331	LOC6523925|XP_002099798.1|DYAK	LOC115768445|XP_030568864.1|DNOV
OG0001332	LOC6525620|XP_002101455.1|DYAK	LOC115766450|XP_030566242.1|DNOV
OG0001333	LOC6526697|XP_002087800.1|DYAK	LOC115768960|XP_030569543.1|DNOV
OG0001334	LOC6538890|XP_002099394.1|DYAK	LOC115759550|XP_030556368.1|DNOV
OG0001335	LOC6536745|XP_002097317.1|DYAK	LOC115761923|XP_030559801.1|DNOV
OG0001337	LOC6525610|XP_039233642.1|DYAK	LOC115765231|XP_030564536.1|DNOV
OG0001338	LOC6531688|XP_002092479.1|DYAK	LOC115757941|XP_030554272.1|DNOV
OG0001339	LOC6530100|XP_002091046.1|DYAK	LOC115762149|XP_030560121.1|DNOV
OG0001340	LOC6539975|XP_039233305.1|DYAK	LOC115771418|XP_030572980.1|DNOV
OG0001341	LOC6538675|XP_002099194.1|DYAK	LOC115761963|XP_030559864.1|DNOV
OG0001342	LOC6538819|XP_002099332.2|DYAK	LOC115759459|XP_030556251.1|DNOV
OG0001343	LOC120321938|XP_039232173.1|DYAK, LOC6537581|XP_002098127.3|DYAK	LOC115764192|XP_030562939.1|DNOV
OG0001344	LOC6538955|XP_002099458.1|DYAK	LOC115764940|XP_030564117.1|DNOV
OG0001345	LOC6536466|XP_002097047.1|DYAK	LOC115761227|XP_030558776.1|DNOV
OG0001346	LOC6536328|XP_002096912.2|DYAK	LOC115759524|XP_030556333.1|DNOV
OG0001347	LOC6526213|XP_002102022.1|DYAK	LOC115767806|XP_030567999.1|DNOV
OG0001348	LOC6525591|XP_002101426.1|DYAK	LOC115765378|XP_030564762.1|DNOV
OG0001349	LOC6532722|XP_015049571.1|DYAK	LOC115762700|XP_030560884.1|DNOV, LOC115767148|XP_030567177.1|DNOV, LOC115767160|XP_030567197.1|DNOV
OG0001350	LOC6533702|XP_002094407.1|DYAK	LOC115765998|XP_030565629.1|DNOV
OG0001351	LOC6528850|XP_002089882.1|DYAK	LOC115760837|XP_030558239.1|DNOV
OG0001352	LOC6529088|XP_039227734.1|DYAK	LOC115762213|XP_030560204.1|DNOV
OG0001353	LOC6534478|XP_002095155.2|DYAK	LOC115770065|XP_030571025.1|DNOV
OG0001354	LOC6531866|XP_015051586.1|DYAK	LOC115761084|XP_030558567.1|DNOV
OG0001355	LOC6531296|XP_002092100.1|DYAK	LOC115762375|XP_030560415.1|DNOV
OG0001356	LOC6536573|XP_015047840.1|DYAK	LOC115765715|XP_030565235.1|DNOV
OG0001357	LOC6533356|XP_002094081.1|DYAK	LOC115770368|XP_030571474.1|DNOV
OG0001358	LOC6534185|XP_039230298.1|DYAK	LOC115770181|XP_030571202.1|DNOV
OG0001359	LOC6527053|XP_002088146.2|DYAK	LOC115759791|XP_030556730.1|DNOV
OG0001360	LOC6528841|XP_002089873.1|DYAK	LOC115762119|XP_030560084.1|DNOV
OG0001361	LOC6532524|XP_002093270.2|DYAK	LOC115769556|XP_030570266.1|DNOV
OG0001362	LOC6532518|XP_002093264.1|DYAK	LOC115769613|XP_030570371.1|DNOV
OG0001363	LOC6535708|XP_002096335.1|DYAK	LOC115759446|XP_030556229.1|DNOV
OG0001364	LOC6529336|XP_039229217.1|DYAK	LOC115762293|XP_030560319.1|DNOV
OG0001365	LOC6532738|XP_002093480.1|DYAK	LOC115770994|XP_030572348.1|DNOV
OG0001366	LOC6533407|XP_039230181.1|DYAK	LOC115771005|XP_030572366.1|DNOV
OG0001367	LOC6531291|XP_039228984.1|DYAK	LOC115762303|XP_030560330.1|DNOV
OG0001368	LOC6528714|XP_015054042.1|DYAK	LOC115762243|XP_030560246.1|DNOV
OG0001369	LOC6524632|XP_002100489.1|DYAK	LOC115771333|XP_030572859.1|DNOV
OG0001370	LOC6531823|XP_002092610.1|DYAK	LOC115761046|XP_030558520.1|DNOV
OG0001371	LOC120320517|XP_039226243.1|DYAK, LOC26535280|XP_039233268.1|DYAK, LOC120320432|XP_039227206.1|DYAK	LOC115759757|XP_030556660.1|DNOV
OG0001372	LOC6531571|XP_039228892.1|DYAK	LOC115760491|XP_030557702.1|DNOV
OG0001373	LOC6528127|XP_039226472.1|DYAK	LOC115758741|XP_030555352.1|DNOV
OG0001374	LOC6530363|XP_002091289.1|DYAK	LOC115760936|XP_030558372.1|DNOV
OG0001375	LOC6535322|XP_002095978.2|DYAK	LOC115763870|XP_030562508.1|DNOV
OG0001376	LOC6530278|XP_002091210.3|DYAK	LOC115771423|XP_030572988.1|DNOV
OG0001377	LOC6526886|XP_002087986.2|DYAK	LOC115758660|XP_030555259.1|DNOV, LOC115759248|XP_030556008.1|DNOV
OG0001378	LOC6527041|XP_002088134.2|DYAK	LOC115759183|XP_030555919.1|DNOV
OG0001379	LOC6526744|XP_015053452.1|DYAK	LOC115760100|XP_030557147.1|DNOV
OG0001380	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK, LOC6529101|XP_039226380.1|DYAK	LOC115762482|XP_030560579.1|DNOV
OG0001381	LOC6531441|XP_002092244.3|DYAK	LOC115765381|XP_030564768.1|DNOV
OG0001382	LOC6526677|XP_002087783.3|DYAK	LOC115765849|XP_030565435.1|DNOV, LOC115765856|XP_030565445.1|DNOV
OG0001383	LOC6528673|XP_002089715.1|DYAK	LOC115760551|XP_030557808.1|DNOV
OG0001384	LOC6529673|XP_002090666.1|DYAK	LOC115763501|XP_030561955.1|DNOV
OG0001385	LOC6527884|XP_002088956.2|DYAK	LOC115763451|XP_030561880.1|DNOV
OG0001387	LOC6526945|XP_002088043.1|DYAK	LOC115760007|XP_030557025.1|DNOV
OG0001388	LOC6527987|XP_002089054.1|DYAK	LOC115760119|XP_030557174.1|DNOV
OG0001389	LOC6537900|XP_002098441.2|DYAK	LOC115761349|XP_030558954.1|DNOV
OG0001390	LOC6526830|XP_002087931.2|DYAK	LOC115759875|XP_030556846.1|DNOV
OG0001391	LOC6529679|XP_002090672.1|DYAK	LOC115763318|XP_030561676.1|DNOV
OG0001392	LOC6524312|XP_002100171.1|DYAK	LOC115767036|XP_030567024.1|DNOV
OG0001393	LOC6529649|XP_002090643.2|DYAK	LOC115766302|XP_030566039.1|DNOV
OG0001394	LOC6528030|XP_002089097.1|DYAK	LOC115766758|XP_030566598.1|DNOV
OG0001395	LOC6537226|XP_002097784.1|DYAK	LOC115766072|XP_030565737.1|DNOV
OG0001396	LOC6525311|XP_002101147.1|DYAK	LOC115769401|XP_030570064.1|DNOV, LOC115771318|XP_030572841.1|DNOV
OG0001397	LOC6536649|XP_002097221.1|DYAK	LOC115767915|XP_030568146.1|DNOV
OG0001398	LOC6526038|XP_002101855.1|DYAK	LOC115768342|XP_030568766.1|DNOV
OG0001399	LOC6539180|XP_039226995.1|DYAK	LOC115760497|XP_030557711.1|DNOV
OG0001400	LOC6536909|XP_002097478.1|DYAK	LOC115761670|XP_030559381.1|DNOV
OG0001401	LOC6539417|XP_002086308.2|DYAK	LOC115770313|XP_030571409.1|DNOV
OG0001402	LOC6539623|XP_002086508.1|DYAK	LOC115771496|XP_030573081.1|DNOV
OG0001403	LOC6534913|XP_002095584.1|DYAK	LOC115771549|XP_030573152.1|DNOV
OG0001404	LOC6529942|XP_039228166.1|DYAK	LOC115760465|XP_030557649.1|DNOV, LOC115760468|XP_030557654.1|DNOV, LOC115760473|XP_030557663.1|DNOV, LOC115760466|XP_030557653.1|DNOV, LOC115760472|XP_030557661.1|DNOV, LOC115760457|XP_030557636.1|DNOV
OG0001405	LOC6530514|XP_002091429.1|DYAK	LOC115762656|XP_030560827.1|DNOV
OG0001406	LOC6525034|XP_002100873.1|DYAK	LOC115767092|XP_030567099.1|DNOV
OG0001407	LOC6534335|XP_002095015.1|DYAK	LOC115771100|XP_030572519.1|DNOV
OG0001408	LOC6531508|XP_002092307.1|DYAK	LOC115758197|XP_030554602.1|DNOV
OG0001411	LOC6537322|XP_002097879.1|DYAK	LOC115759605|XP_030556435.1|DNOV
OG0001412	LOC6529541|XP_002090539.1|DYAK, LOC6527413|XP_002088505.3|DYAK	LOC115760256|XP_030557377.1|DNOV
OG0001413	LOC6531163|XP_002091992.1|DYAK, LOC6531164|XP_002091993.1|DYAK	LOC115759265|XP_030556030.1|DNOV
OG0001414	LOC6528875|XP_015054099.2|DYAK	LOC115763415|XP_030561836.1|DNOV
OG0001415	LOC6530490|XP_002091405.2|DYAK, LOC6530492|XP_002091407.1|DYAK	LOC115767420|XP_030567555.1|DNOV
OG0001416	LOC6527058|XP_002088151.1|DYAK	LOC115759733|XP_030556612.1|DNOV
OG0001417	LOC6525365|XP_002101201.2|DYAK	LOC115767347|XP_030567457.1|DNOV
OG0001418	LOC6532657|XP_002093401.1|DYAK, LOC6532655|XP_002093399.1|DYAK	LOC115771145|XP_030572576.1|DNOV
OG0001419	LOC6527720|XP_002088803.1|DYAK, LOC6527721|XP_002088804.1|DYAK	LOC115763469|XP_030561912.1|DNOV
OG0001420	LOC6537772|XP_002098313.1|DYAK	LOC115767611|XP_030567769.1|DNOV
OG0001421	LOC6537373|XP_002097929.1|DYAK, LOC6526626|XP_002087734.1|DYAK	LOC115758917|XP_030555575.1|DNOV, LOC115759099|XP_030555793.1|DNOV
OG0001422	LOC6532334|XP_002093094.1|DYAK	LOC115769701|XP_030570488.1|DNOV
OG0001422	LOC6532335|XP_002093095.1|DYAK	LOC115769700|XP_030570487.1|DNOV
OG0001423	LOC26536017|XP_015048174.1|DYAK, LOC6537161|XP_002097722.2|DYAK	LOC115758062|XP_030554436.1|DNOV, LOC115766098|XP_030565773.1|DNOV, LOC115766143|XP_030565837.1|DNOV
OG0001424	LOC6536957|XP_002097526.1|DYAK, LOC6536958|XP_002097527.1|DYAK	LOC115766041|XP_030565672.1|DNOV
OG0001426	LOC6526506|XP_002087617.1|DYAK	LOC115758755|XP_030555374.1|DNOV
OG0001427	LOC6528577|XP_002089620.1|DYAK, LOC6528263|XP_002089316.2|DYAK	LOC115764413|XP_030563274.1|DNOV, LOC115764423|XP_030563286.1|DNOV
OG0001429	LOC6537359|XP_039231543.1|DYAK	LOC115764834|XP_030563943.1|DNOV
OG0001430	LOC6536981|XP_002097550.1|DYAK	LOC115761688|XP_030559405.1|DNOV
OG0001431	LOC6525244|XP_002101081.1|DYAK	LOC115766452|XP_030566245.1|DNOV
OG0001432	LOC6525327|XP_002101163.1|DYAK	LOC115768574|XP_030569072.1|DNOV
OG0001433	LOC6537803|XP_002098344.1|DYAK	LOC115757687|XP_030553885.1|DNOV
OG0001434	LOC6524302|XP_002100161.2|DYAK	LOC115768354|XP_030568778.1|DNOV
OG0001435	LOC6528536|XP_002089582.1|DYAK	LOC115764995|XP_030564196.1|DNOV
OG0001436	LOC6538305|XP_002098832.1|DYAK	LOC115767549|XP_030567691.1|DNOV
OG0001437	LOC6527704|XP_002088788.1|DYAK	LOC115759326|XP_030556098.1|DNOV
OG0001438	LOC6538137|XP_002098672.1|DYAK	LOC115771615|XP_030573249.1|DNOV
OG0001439	LOC6535858|XP_002096477.1|DYAK	LOC115772013|XP_030573803.1|DNOV
OG0001440	LOC6524702|XP_002100546.1|DYAK	LOC115767268|XP_030567353.1|DNOV
OG0001441	LOC6526058|XP_002101875.1|DYAK	LOC115768219|XP_030568602.1|DNOV
OG0001442	LOC6526998|XP_002088094.1|DYAK	LOC115759879|XP_030556851.1|DNOV
OG0001443	LOC6538852|XP_002099365.1|DYAK	LOC115761516|XP_030559145.1|DNOV
OG0001444	LOC6537640|XP_002098185.1|DYAK	LOC115772044|XP_030573841.1|DNOV
OG0001445	LOC6535280|XP_002095936.1|DYAK	LOC115763999|XP_030562679.1|DNOV
OG0001446	LOC6537837|XP_002098378.2|DYAK	LOC115768632|XP_030569155.1|DNOV
OG0001447	LOC6537388|XP_002097944.2|DYAK	LOC115766058|XP_030565699.1|DNOV
OG0001448	LOC6538877|XP_039231310.1|DYAK	LOC115761780|XP_030559571.1|DNOV
OG0001449	LOC6531474|XP_002092273.1|DYAK	LOC115763961|XP_030562619.1|DNOV
OG0001450	LOC6528095|XP_002089162.1|DYAK	LOC115758421|XP_030554931.1|DNOV
OG0001451	LOC6528379|XP_039227599.1|DYAK	LOC115762356|XP_030560385.1|DNOV
OG0001452	LOC6530963|XP_039228007.1|DYAK	LOC115760697|XP_030558022.1|DNOV
OG0001453	LOC6539776|XP_002086662.2|DYAK	LOC115762715|XP_030560900.1|DNOV
OG0001454	LOC6536667|XP_002097239.1|DYAK	LOC115764978|XP_030564165.1|DNOV
OG0001455	LOC6534378|XP_015050598.1|DYAK	LOC115769934|XP_030570835.1|DNOV, LOC115769490|XP_030570168.1|DNOV
OG0001456	LOC6528893|XP_039227216.1|DYAK	LOC115760414|XP_030557578.1|DNOV
OG0001457	LOC6530012|XP_002090958.1|DYAK	LOC115761109|XP_030558597.1|DNOV
OG0001458	LOC6530383|XP_002091309.1|DYAK	LOC115759593|XP_030556426.1|DNOV
OG0001459	LOC6533133|XP_002093859.1|DYAK	LOC115767668|XP_030567816.1|DNOV
OG0001460	LOC6528448|XP_002089494.2|DYAK	LOC115759045|XP_030555732.1|DNOV
OG0001461	LOC6525181|XP_002101019.1|DYAK	LOC115768778|XP_030569331.1|DNOV
OG0001462	LOC6532775|XP_002093517.1|DYAK	LOC115769351|XP_030569980.1|DNOV
OG0001463	LOC6538489|XP_015048884.1|DYAK	LOC115763705|XP_030562254.1|DNOV
OG0001464	LOC6523963|XP_002099835.1|DYAK	LOC115768019|XP_030568292.1|DNOV
OG0001465	LOC6529362|XP_015052304.1|DYAK	LOC115760872|XP_030558291.1|DNOV
OG0001466	LOC6527410|XP_002088502.2|DYAK	LOC115765535|XP_030565014.1|DNOV
OG0001467	LOC6527262|XP_002088356.1|DYAK	LOC115758856|XP_030555503.1|DNOV
OG0001468	LOC6532599|XP_015049453.1|DYAK	LOC115769763|XP_030570578.1|DNOV
OG0001469	LOC6530343|XP_002091270.1|DYAK, LOC6538468|XP_002098992.1|DYAK	LOC115761127|XP_030558645.1|DNOV
OG0001470	LOC6539727|XP_039229987.1|DYAK	LOC115770082|XP_030571051.1|DNOV
OG0001471	LOC6532301|XP_039230757.1|DYAK	LOC115770028|XP_030570950.1|DNOV
OG0001472	LOC6534431|XP_002095108.1|DYAK	LOC115765830|XP_030565414.1|DNOV
OG0001473	LOC6535264|XP_039232194.1|DYAK	LOC115764147|XP_030562883.1|DNOV
OG0001474	LOC6524011|XP_002099883.1|DYAK	LOC115768290|XP_030568695.1|DNOV
OG0001475	LOC6528859|XP_002089891.1|DYAK	LOC115765491|XP_030564958.1|DNOV
OG0001476	LOC6525800|XP_002101621.3|DYAK	LOC115759466|XP_030556298.1|DNOV
OG0001477	LOC6538010|XP_002098545.1|DYAK	LOC115765051|XP_030564285.1|DNOV
OG0001478	LOC6526309|XP_002087431.1|DYAK	LOC115765923|XP_030565530.1|DNOV
OG0001479	LOC6527483|XP_002088573.1|DYAK, LOC6523818|XP_002099693.1|DYAK	LOC115768232|XP_030568618.1|DNOV
OG0001480	LOC6526302|XP_002087424.1|DYAK	LOC115765854|XP_030565443.1|DNOV
OG0001481	LOC6529843|XP_039229184.1|DYAK	LOC115760039|XP_030557067.1|DNOV
OG0001482	LOC6531438|XP_002092241.1|DYAK	LOC115759361|XP_030556144.1|DNOV
OG0001483	LOC6539249|XP_039228148.1|DYAK	LOC115758822|XP_030555459.1|DNOV
OG0001484	LOC6526720|XP_002087823.1|DYAK	LOC115758784|XP_030555415.1|DNOV
OG0001485	LOC6535015|XP_002095683.2|DYAK	LOC115771384|XP_030572928.1|DNOV
OG0001486	LOC6527638|XP_002088726.1|DYAK	LOC115759934|XP_030556933.1|DNOV
OG0001487	LOC26536189|XP_015045210.1|DYAK	LOC115760162|XP_030557236.1|DNOV
OG0001488	LOC6529970|XP_002090916.2|DYAK	LOC115760894|XP_030558320.1|DNOV
OG0001489	LOC6529772|XP_015052419.2|DYAK	LOC115758321|XP_030554748.1|DNOV
OG0001490	LOC6526636|XP_002087744.1|DYAK	LOC115758449|XP_030554978.1|DNOV
OG0001491	LOC6526553|XP_015053307.1|DYAK	LOC115760230|XP_030557344.1|DNOV, LOC115760229|XP_030557342.1|DNOV
OG0001492	LOC6526979|XP_002088075.1|DYAK	LOC115765558|XP_030565055.1|DNOV
OG0001493	LOC6525164|XP_002101002.2|DYAK	LOC115768738|XP_030569282.1|DNOV
OG0001494	LOC6525431|XP_002101266.2|DYAK	LOC115764386|XP_030563212.1|DNOV
OG0001495	LOC6528540|XP_002089586.1|DYAK	LOC115765037|XP_030564268.1|DNOV
OG0001496	LOC6525386|XP_002101222.2|DYAK	LOC115768143|XP_030568498.1|DNOV
OG0001497	LOC6528730|XP_002089765.1|DYAK	LOC115758940|XP_030555603.1|DNOV
OG0001498	LOC6536060|XP_002096670.2|DYAK	LOC115761647|XP_030559342.1|DNOV
OG0001500	LOC6530985|XP_002091823.1|DYAK	LOC115764543|XP_030563516.1|DNOV
OG0001501	LOC6536741|XP_002097313.1|DYAK	LOC115770905|XP_030572205.1|DNOV
OG0001502	LOC6530475|XP_002091390.1|DYAK	LOC115768044|XP_030568371.1|DNOV
OG0001503	LOC6528411|XP_039226209.1|DYAK	LOC115759506|XP_030556311.1|DNOV
OG0001504	LOC6525482|XP_039231765.1|DYAK	LOC115769057|XP_030569632.1|DNOV
OG0001505	LOC6531661|XP_039228435.1|DYAK	LOC115757914|XP_030554232.1|DNOV
OG0001506	LOC6530071|XP_002091017.1|DYAK	LOC115764536|XP_030563506.1|DNOV
OG0001507	LOC6530549|XP_039228062.1|DYAK	LOC115762531|XP_030560672.1|DNOV
OG0001508	LOC6530835|XP_002091718.1|DYAK	LOC115766575|XP_030566420.1|DNOV
OG0001509	LOC6530581|XP_002091494.2|DYAK	LOC115764571|XP_030563562.1|DNOV
OG0001510	LOC6528082|XP_002089149.1|DYAK	LOC115758814|XP_030555451.1|DNOV
OG0001511	LOC6532172|XP_015051737.1|DYAK	LOC115764539|XP_030563512.1|DNOV
OG0001512	LOC6533326|XP_002094052.1|DYAK	LOC115771208|XP_030572668.1|DNOV
OG0001513	LOC6540104|XP_039230043.1|DYAK	LOC115771379|XP_030572924.1|DNOV
OG0001515	LOC6523858|XP_002099731.1|DYAK	LOC115767065|XP_030567065.1|DNOV
OG0001517	LOC6536085|XP_002096695.3|DYAK	LOC115764902|XP_030564054.1|DNOV
OG0001517	LOC6538238|XP_002098765.1|DYAK	LOC115764904|XP_030564057.1|DNOV
OG0001518	LOC6525290|XP_002101126.1|DYAK	LOC115766399|XP_030566176.1|DNOV
OG0001520	LOC6537545|XP_002098091.1|DYAK, LOC26535106|XP_015048408.1|DYAK	LOC115757728|XP_030553963.1|DNOV
OG0001521	LOC6529734|XP_002090727.1|DYAK	LOC115763595|XP_030562077.1|DNOV
OG0001522	LOC120321770|XP_039231541.1|DYAK, LOC6529419|XP_039228066.1|DYAK, LOC6527099|XP_002088192.1|DYAK	LOC115759126|XP_030555830.1|DNOV
OG0001523	LOC6531595|XP_002092392.1|DYAK, LOC6531594|XP_002092391.1|DYAK	LOC115762181|XP_030560162.1|DNOV
OG0001524	LOC6530242|XP_002091179.2|DYAK	LOC115758173|XP_030554573.1|DNOV
OG0001525	LOC6525496|XP_002101331.1|DYAK	LOC115765689|XP_030565207.1|DNOV
OG0001525	LOC6525495|XP_002101330.2|DYAK	LOC115768674|XP_030569218.1|DNOV
OG0001526	LOC6525522|XP_002101357.1|DYAK, LOC6525523|XP_002101358.1|DYAK	LOC115767814|XP_030568010.1|DNOV
OG0001527	LOC6525950|XP_002101770.2|DYAK	LOC115765332|XP_030564694.1|DNOV, LOC115765333|XP_030564697.1|DNOV
OG0001528	LOC6536518|XP_039231500.1|DYAK	LOC115765607|XP_030565118.1|DNOV, LOC115762017|XP_030559944.1|DNOV
OG0001529	LOC6524254|XP_002100117.1|DYAK	LOC115768382|XP_030568815.1|DNOV
OG0001530	LOC6527837|XP_002088909.1|DYAK, LOC26535741|XP_015054658.1|DYAK	LOC115763227|XP_030561561.1|DNOV
OG0001531	LOC6530989|XP_015051766.1|DYAK	LOC115760958|XP_030558407.1|DNOV
OG0001535	LOC6526133|XP_002101950.1|DYAK	LOC115766316|XP_030566062.1|DNOV
OG0001536	LOC6525747|XP_002101569.1|DYAK	LOC115766877|XP_030566803.1|DNOV
OG0001537	LOC6526316|XP_002087438.1|DYAK	LOC115765874|XP_030565473.1|DNOV
OG0001538	LOC6524605|XP_002100462.1|DYAK	LOC115768807|XP_030569363.1|DNOV
OG0001539	LOC6531813|XP_002092600.1|DYAK	LOC115761061|XP_030558539.1|DNOV
OG0001540	LOC6526726|XP_002087829.1|DYAK	LOC115759728|XP_030556606.1|DNOV
OG0001541	LOC6535166|XP_002095828.1|DYAK	LOC115770324|XP_030571421.1|DNOV
OG0001542	LOC6536558|XP_039231511.1|DYAK	LOC115765076|XP_030564312.1|DNOV
OG0001543	LOC6524998|XP_002100838.2|DYAK	LOC115766480|XP_030566289.1|DNOV
OG0001545	LOC6526195|XP_002102004.2|DYAK	LOC115769064|XP_030569637.1|DNOV
OG0001546	LOC6526194|XP_002102003.1|DYAK	LOC115768573|XP_030569070.1|DNOV
OG0001547	LOC6524324|XP_039230735.1|DYAK	LOC115768058|XP_030568359.1|DNOV
OG0001548	LOC6524980|XP_015046020.1|DYAK	LOC115765410|XP_030564814.1|DNOV
OG0001549	LOC6529515|XP_015052133.2|DYAK	LOC115758391|XP_030554881.1|DNOV
OG0001550	LOC6536500|XP_002097078.1|DYAK	LOC115761959|XP_030559858.1|DNOV
OG0001551	LOC6537822|XP_002098363.2|DYAK	LOC115768635|XP_030569163.1|DNOV
OG0001552	LOC6536332|XP_002096916.1|DYAK	LOC115764953|XP_030564134.1|DNOV
OG0001553	LOC6524306|XP_002100165.1|DYAK	LOC115768346|XP_030568770.1|DNOV
OG0001554	LOC6536531|XP_015047805.1|DYAK	LOC115761929|XP_030559820.1|DNOV
OG0001555	LOC6529636|XP_002090630.1|DYAK	LOC115759766|XP_030556685.1|DNOV
OG0001556	LOC6531128|XP_002091962.1|DYAK	LOC115760956|XP_030558404.1|DNOV
OG0001557	LOC6525552|XP_002101387.1|DYAK	LOC115768746|XP_030569293.1|DNOV
OG0001558	LOC6524901|XP_002100741.1|DYAK	LOC115768107|XP_030568470.1|DNOV
OG0001559	LOC6538745|XP_002099260.1|DYAK	LOC115757659|XP_030553834.1|DNOV
OG0001560	LOC6539897|XP_039231953.1|DYAK	LOC115763898|XP_030562537.1|DNOV
OG0001561	LOC6537458|XP_002098014.1|DYAK	LOC115771599|XP_030573214.1|DNOV
OG0001562	LOC6527050|XP_002088143.1|DYAK	LOC115759794|XP_030556733.1|DNOV
OG0001563	LOC6535223|XP_039229482.1|DYAK	LOC115760360|XP_030557509.1|DNOV
OG0001564	LOC6537647|XP_039231850.1|DYAK	LOC115764608|XP_030563614.1|DNOV
OG0001565	LOC6536171|XP_002096762.3|DYAK	LOC115771971|XP_030573750.1|DNOV
OG0001566	LOC6536563|XP_002097139.1|DYAK	LOC115764658|XP_030563704.1|DNOV
OG0001567	LOC6530297|XP_002091224.2|DYAK	LOC115758205|XP_030554613.1|DNOV
OG0001568	LOC6537312|XP_039232413.1|DYAK	LOC115771699|XP_030573376.1|DNOV
OG0001569	LOC6536996|XP_002097565.1|DYAK	LOC115764096|XP_030562809.1|DNOV
OG0001570	LOC6536948|XP_002097517.1|DYAK	LOC115761798|XP_030559601.1|DNOV
OG0001571	LOC6528032|XP_002089099.1|DYAK	LOC115759716|XP_030556579.1|DNOV
OG0001572	LOC6524953|XP_002100793.1|DYAK	LOC115766457|XP_030566249.1|DNOV
OG0001573	LOC6533011|XP_015049767.1|DYAK	LOC115766986|XP_030566945.1|DNOV
OG0001574	LOC6523786|XP_039228411.1|DYAK	LOC115771331|XP_030572857.1|DNOV
OG0001575	LOC6538757|XP_002099271.1|DYAK	LOC115764114|XP_030562836.1|DNOV, LOC115764115|XP_030562837.1|DNOV
OG0001576	LOC6536606|XP_002097182.1|DYAK	LOC115764807|XP_030563915.1|DNOV
OG0001577	LOC6537990|XP_002098525.2|DYAK	LOC115763994|XP_030562671.1|DNOV
OG0001578	LOC6531077|XP_002091911.1|DYAK	LOC115760526|XP_030557765.1|DNOV
OG0001579	LOC6525136|XP_015046115.2|DYAK	LOC115768755|XP_030569302.1|DNOV
OG0001580	LOC6529366|XP_015052305.1|DYAK	LOC115760866|XP_030558280.1|DNOV
OG0001581	LOC6525929|XP_002101749.2|DYAK	LOC115767827|XP_030568027.1|DNOV
OG0001582	LOC6530092|XP_002091038.2|DYAK	LOC115762054|XP_030559994.1|DNOV
OG0001583	LOC6528492|XP_002089538.1|DYAK	LOC115762427|XP_030560482.1|DNOV
OG0001584	LOC6532291|XP_002093051.1|DYAK	LOC115770097|XP_030571068.1|DNOV
OG0001585	LOC6525556|XP_039229292.1|DYAK	LOC115768749|XP_030569296.1|DNOV
OG0001586	LOC6533311|XP_002094037.1|DYAK	LOC115771266|XP_030572742.1|DNOV
OG0001587	LOC6539196|XP_002086097.1|DYAK	LOC115762967|XP_030561208.1|DNOV
