Orthogroup	DYAK.longest_only	SLEB.longest_only
OG0000415	LOC6530570|XP_002091483.1|DYAK	LOC115629761|XP_030382167.1|SLEB, LOC115628916|XP_030381039.1|SLEB, LOC115628857|XP_030380967.1|SLEB, LOC115628856|XP_030380966.1|SLEB, LOC115628858|XP_030380969.1|SLEB, LOC115619954|XP_030368843.1|SLEB
OG0000415	LOC6530572|XP_002091485.1|DYAK	LOC115619956|XP_030368844.1|SLEB
OG0000416	LOC6523799|XP_002099674.1|DYAK	LOC115627013|XP_030378394.1|SLEB
OG0000416	LOC6525020|XP_002100859.1|DYAK	LOC115629177|XP_030381411.1|SLEB
OG0000417	LOC6538651|XP_002099171.1|DYAK	LOC115625178|XP_030376002.1|SLEB
OG0000417	LOC6538911|XP_002099415.1|DYAK	LOC115620783|XP_030370052.1|SLEB
OG0000418	LOC6531910|XP_015051605.1|DYAK	LOC115628876|XP_030380992.1|SLEB
OG0000418	LOC6525801|XP_002101622.2|DYAK	LOC115627496|XP_030379044.1|SLEB
OG0000419	LOC6531577|XP_039229223.1|DYAK	LOC115634225|XP_030387677.1|SLEB
OG0000419	LOC6524857|XP_039233712.1|DYAK	LOC115629569|XP_030381921.1|SLEB
OG0000421	LOC6529039|XP_002090070.1|DYAK	LOC115626292|XP_030377476.1|SLEB
OG0000421	LOC6526926|XP_039227418.1|DYAK	LOC115631970|XP_030384729.1|SLEB
OG0000422	LOC26535420|XP_015044770.2|DYAK	LOC115621841|XP_030371512.1|SLEB
OG0000423	LOC6531070|XP_002091904.1|DYAK	LOC115632151|XP_030385032.1|SLEB
OG0000423	LOC6531071|XP_002091905.1|DYAK	LOC115634186|XP_030387633.1|SLEB
OG0000424	LOC6539047|XP_002099549.1|DYAK	LOC115631983|XP_030384753.1|SLEB
OG0000424	LOC6530986|XP_002091824.1|DYAK	LOC115633676|XP_030386989.1|SLEB, LOC115628066|XP_030379897.1|SLEB
OG0000425	LOC6531358|XP_002092161.1|DYAK	LOC115634281|XP_030387775.1|SLEB, LOC115620163|XP_030369151.1|SLEB
OG0000425	LOC6530821|XP_002091704.1|DYAK	LOC115624910|XP_030375619.1|SLEB
OG0000426	LOC26535894|XP_039227691.1|DYAK, LOC120320853|XP_039227689.1|DYAK, LOC120320852|XP_039227688.1|DYAK, LOC26535676|XP_015045290.2|DYAK, LOC120320854|XP_039227690.1|DYAK, LOC6528913|XP_039227291.1|DYAK	LOC115632134|XP_030385010.1|SLEB
OG0000427	LOC120320615|XP_039226694.1|DYAK	LOC115630524|XP_030382988.1|SLEB
OG0000428	LOC6534712|XP_002095387.2|DYAK, LOC6539768|XP_002086656.3|DYAK	LOC115632132|XP_030385001.1|SLEB
OG0000428	LOC6539767|XP_039229760.1|DYAK	LOC115632131|XP_030384999.1|SLEB
OG0000429	LOC6530304|XP_002091231.1|DYAK	LOC115634049|XP_030387453.1|SLEB
OG0000429	LOC6529278|XP_002090283.2|DYAK	LOC115634048|XP_030387452.1|SLEB
OG0000429	LOC6530305|XP_002091232.1|DYAK	LOC115634047|XP_030387450.1|SLEB
OG0000430	LOC6538922|XP_015049120.1|DYAK, LOC26534975|XP_015049119.1|DYAK	LOC115621619|XP_030371174.1|SLEB
OG0000430	LOC6535508|XP_002096137.1|DYAK	LOC115624004|XP_030374435.1|SLEB
OG0000433	LOC6525744|XP_002101566.1|DYAK	LOC115627040|XP_030378432.1|SLEB
OG0000433	LOC6533129|XP_002093855.1|DYAK	LOC115622874|XP_030372824.1|SLEB
OG0000434	LOC6538239|XP_002098766.1|DYAK	LOC115620785|XP_030370059.1|SLEB
OG0000435	LOC6525960|XP_002101780.1|DYAK	LOC115627968|XP_030379722.1|SLEB
OG0000437	LOC6528052|XP_002089119.1|DYAK	LOC115628646|XP_030380674.1|SLEB
OG0000437	LOC6527174|XP_002088268.1|DYAK	LOC115630407|XP_030382798.1|SLEB
OG0000438	LOC6538832|XP_002099345.1|DYAK	LOC115621779|XP_030371394.1|SLEB
OG0000439	LOC6527787|XP_002088860.2|DYAK	LOC115626416|XP_030377644.1|SLEB
OG0000439	LOC6534081|XP_002094767.3|DYAK	LOC115622178|XP_030371926.1|SLEB
OG0000440	LOC6531626|XP_002092423.1|DYAK	LOC115632822|XP_030385936.1|SLEB
OG0000440	LOC6529984|XP_002090930.1|DYAK	LOC115621641|XP_030371204.1|SLEB
OG0000441	LOC6530629|XP_002091542.1|DYAK	LOC115625376|XP_030376310.1|SLEB
OG0000441	LOC6530628|XP_002091541.1|DYAK	LOC115625478|XP_030376426.1|SLEB
OG0000442	LOC6532863|XP_039230405.1|DYAK	LOC115629340|XP_030381648.1|SLEB
OG0000443	LOC6532260|XP_002093032.1|DYAK	LOC115622480|XP_030372285.1|SLEB, LOC115622482|XP_030372286.1|SLEB
OG0000443	LOC6532259|XP_002093031.1|DYAK	LOC115622808|XP_030372736.1|SLEB
OG0000444	LOC6527769|XP_002088845.1|DYAK	LOC115628613|XP_030380657.1|SLEB
OG0000444	LOC6527772|XP_002088847.1|DYAK	LOC115626051|XP_030377163.1|SLEB
OG0000446	LOC26536241|XP_015045913.1|DYAK, LOC6524614|XP_015045778.1|DYAK	LOC115629768|XP_030382180.1|SLEB
OG0000446	LOC26534765|XP_015054548.2|DYAK	LOC115634410|XP_030387966.1|SLEB
OG0000447	LOC6532435|XP_002093182.1|DYAK	LOC115628286|XP_030380183.1|SLEB
OG0000448	LOC6538967|XP_002099470.1|DYAK	LOC115621335|XP_030370816.1|SLEB
OG0000449	LOC6534302|XP_002094983.1|DYAK	LOC115632130|XP_030384997.1|SLEB
OG0000449	LOC6529738|XP_039229308.1|DYAK	LOC115625806|XP_030376848.1|SLEB
OG0000450	LOC6526036|XP_039228570.1|DYAK	LOC115629485|XP_030381816.1|SLEB
OG0000450	LOC6525691|XP_015046412.1|DYAK	LOC115628723|XP_030380780.1|SLEB
OG0000451	LOC6523923|XP_015045375.1|DYAK	LOC115627137|XP_030378572.1|SLEB
OG0000451	LOC6523921|XP_002099794.1|DYAK	LOC115627136|XP_030378568.1|SLEB
OG0000453	LOC6537021|XP_002097588.1|DYAK	LOC115621529|XP_030371055.1|SLEB
OG0000453	LOC6537020|XP_002097587.1|DYAK	LOC115620982|XP_030370362.1|SLEB
OG0000454	LOC6537560|XP_002098106.1|DYAK, LOC6532433|XP_002093180.1|DYAK	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB
OG0000455	LOC6530077|XP_039229063.1|DYAK, LOC6530078|XP_002091024.3|DYAK	LOC115622166|XP_030371933.1|SLEB
OG0000456	LOC6523774|XP_002099649.1|DYAK	LOC115627769|XP_030379427.1|SLEB
OG0000456	LOC6528216|XP_039227752.1|DYAK	LOC115625920|XP_030377014.1|SLEB
OG0000457	LOC6527826|XP_039226737.1|DYAK	LOC115626588|XP_030377830.1|SLEB
OG0000457	LOC6527098|XP_039227705.1|DYAK	LOC115626095|XP_030377207.1|SLEB
OG0000458	LOC6527417|XP_039227513.1|DYAK	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB
OG0000460	LOC6526429|XP_002087548.1|DYAK	LOC115631631|XP_030384300.1|SLEB
OG0000462	LOC6535678|XP_002096306.1|DYAK	LOC115624359|XP_030374879.1|SLEB
OG0000462	LOC6535680|XP_002096308.1|DYAK	LOC115624358|XP_030374877.1|SLEB
OG0000463	LOC6537887|XP_002098428.1|DYAK	LOC115625396|XP_030376295.1|SLEB
OG0000463	LOC6526188|XP_039232772.1|DYAK, LOC6537888|XP_002098429.1|DYAK	LOC115620474|XP_030369565.1|SLEB
OG0000464	LOC6527416|XP_002088508.2|DYAK, LOC6527415|XP_002088507.1|DYAK, LOC6526548|XP_002087658.2|DYAK	LOC115631164|XP_030383708.1|SLEB
OG0000465	LOC6538672|XP_039231224.1|DYAK	LOC115625456|XP_030376364.1|SLEB
OG0000465	LOC6538673|XP_002099193.1|DYAK	LOC115625275|XP_030376137.1|SLEB
OG0000466	LOC6525026|XP_002100865.1|DYAK	LOC115628771|XP_030380846.1|SLEB
OG0000466	LOC6526256|XP_002087378.1|DYAK	LOC115628623|XP_030380671.1|SLEB
OG0000467	LOC6528397|XP_002089444.1|DYAK	LOC115633767|XP_030387102.1|SLEB
OG0000467	LOC6528384|XP_002089431.2|DYAK	LOC115624417|XP_030375028.1|SLEB
OG0000468	LOC6539036|XP_002099538.1|DYAK	LOC115620412|XP_030369494.1|SLEB
OG0000468	LOC6530220|XP_002091158.1|DYAK	LOC115622529|XP_030372750.1|SLEB
OG0000469	LOC6527376|XP_039227239.1|DYAK	LOC115632031|XP_030384837.1|SLEB
OG0000469	LOC6527369|XP_039227337.1|DYAK	LOC115632024|XP_030384829.1|SLEB
OG0000470	LOC6534578|XP_002095254.2|DYAK	LOC115624838|XP_030375544.1|SLEB
OG0000470	LOC6534758|XP_039229886.1|DYAK	LOC115633902|XP_030387266.1|SLEB
OG0000471	LOC6532437|XP_002093184.1|DYAK	LOC115625554|XP_030376545.1|SLEB
OG0000471	LOC6526561|XP_002087671.1|DYAK	LOC115631733|XP_030384432.1|SLEB
OG0000473	LOC6525891|XP_002101711.1|DYAK	LOC115630196|XP_030382623.1|SLEB
OG0000473	LOC6524431|XP_002100289.2|DYAK	LOC115627938|XP_030379690.1|SLEB
OG0000473	LOC6539999|XP_039233543.1|DYAK	LOC115627821|XP_030379515.1|SLEB
OG0000474	LOC6525602|XP_039229393.1|DYAK	LOC115627241|XP_030378724.1|SLEB
OG0000474	LOC6533705|XP_002094410.2|DYAK	LOC115623087|XP_030373152.1|SLEB
OG0000475	LOC6537726|XP_002098271.1|DYAK	LOC115620839|XP_030370131.1|SLEB
OG0000475	LOC6537727|XP_039231906.1|DYAK	LOC115620793|XP_030370073.1|SLEB
OG0000476	LOC6536362|XP_015047700.1|DYAK	LOC115625076|XP_030375824.1|SLEB
OG0000477	LOC6536156|XP_002096756.1|DYAK	LOC115620781|XP_030370050.1|SLEB
OG0000477	LOC6536157|XP_002096757.1|DYAK	LOC115620952|XP_030370328.1|SLEB
OG0000478	LOC6524626|XP_002100483.1|DYAK, LOC6538408|XP_002098932.1|DYAK	LOC115627237|XP_030378720.1|SLEB
OG0000479	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK	LOC115625158|XP_030375946.1|SLEB
OG0000480	LOC6526609|XP_002087717.1|DYAK	LOC115630445|XP_030382867.1|SLEB
OG0000480	LOC6526607|XP_002087715.2|DYAK	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB
OG0000482	LOC6536771|XP_002097342.1|DYAK	LOC115624007|XP_030374439.1|SLEB
OG0000482	LOC6535737|XP_002096360.2|DYAK	LOC115623707|XP_030374046.1|SLEB
OG0000483	LOC6538723|XP_002099238.1|DYAK, LOC6538722|XP_002099237.2|DYAK	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB
OG0000484	LOC6535684|XP_002096312.1|DYAK	LOC115624356|XP_030374874.1|SLEB
OG0000484	LOC6535683|XP_039232683.1|DYAK	LOC115624354|XP_030374872.1|SLEB
OG0000485	LOC6534221|XP_002094903.2|DYAK	LOC115622735|XP_030372635.1|SLEB
OG0000485	LOC6534220|XP_002094902.1|DYAK	LOC115622734|XP_030372634.1|SLEB
OG0000486	LOC6531865|XP_015051584.1|DYAK	LOC115622380|XP_030372201.1|SLEB
OG0000487	LOC26534538|XP_015052823.1|DYAK	LOC115633973|XP_030387353.1|SLEB
OG0000487	LOC26535753|XP_015052927.1|DYAK	LOC115625551|XP_030376502.1|SLEB
OG0000488	LOC6526294|XP_002087416.1|DYAK, LOC6526293|XP_015053347.1|DYAK, LOC6529689|XP_039228566.1|DYAK	LOC115631697|XP_030384385.1|SLEB
OG0000489	LOC6539054|XP_002099556.2|DYAK	LOC115621523|XP_030371049.1|SLEB
OG0000489	LOC6525048|XP_002100887.1|DYAK	LOC115627675|XP_030379277.1|SLEB
OG0000490	LOC6524309|XP_002100168.1|DYAK	LOC115628761|XP_030380837.1|SLEB
OG0000491	LOC6530212|XP_002091150.1|DYAK, LOC6530211|XP_002091149.1|DYAK	LOC115634774|XP_030388530.1|SLEB
OG0000492	LOC6528750|XP_002089785.1|DYAK	LOC115634517|XP_030388144.1|SLEB
OG0000492	LOC6528953|XP_002089985.1|DYAK	LOC115624481|XP_030375044.1|SLEB
OG0000493	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK	LOC115620380|XP_030369447.1|SLEB
OG0000494	LOC6529036|XP_002090067.1|DYAK	LOC115626394|XP_030377615.1|SLEB
OG0000495	LOC6525461|XP_002101296.1|DYAK	LOC115623768|XP_030374167.1|SLEB
OG0000495	LOC6531521|XP_039228030.1|DYAK	LOC115623777|XP_030374179.1|SLEB
OG0000496	LOC6528113|XP_039227271.1|DYAK	LOC115628991|XP_030381133.1|SLEB
OG0000496	LOC6527418|XP_002088510.1|DYAK	LOC115631192|XP_030383742.1|SLEB
OG0000497	LOC6526977|XP_039226923.1|DYAK	LOC115631277|XP_030383851.1|SLEB
OG0000497	LOC6526976|XP_039226367.1|DYAK	LOC115631501|XP_030384121.1|SLEB
OG0000498	LOC6538716|XP_039231658.1|DYAK	LOC115625411|XP_030376311.1|SLEB
OG0000498	LOC6538714|XP_002099229.1|DYAK	LOC115625406|XP_030376305.1|SLEB
OG0000499	LOC6531555|XP_002092353.1|DYAK	LOC115626780|XP_030378109.1|SLEB
OG0000499	LOC6524396|XP_039226192.1|DYAK	LOC115626831|XP_030378172.1|SLEB
OG0000500	LOC6534217|XP_002094899.1|DYAK	LOC115622311|XP_030372077.1|SLEB
OG0000500	LOC6534219|XP_002094901.3|DYAK	LOC115622310|XP_030372075.1|SLEB
OG0000501	LOC6527892|XP_002088964.1|DYAK, LOC6528592|XP_039227749.1|DYAK	LOC115634627|XP_030388342.1|SLEB
OG0000502	LOC6530687|XP_002091578.1|DYAK	LOC115624882|XP_030375588.1|SLEB
OG0000503	LOC6531768|XP_002092555.2|DYAK, LOC26535424|XP_039228230.1|DYAK, LOC6531767|XP_002092554.2|DYAK	LOC115634628|XP_030388343.1|SLEB
OG0000504	LOC6534411|XP_002095089.1|DYAK	LOC115633045|XP_030386249.1|SLEB
OG0000505	LOC6524336|XP_039233780.1|DYAK	LOC115633292|XP_030386564.1|SLEB
OG0000505	LOC6524340|XP_039233491.1|DYAK	LOC115633257|XP_030386521.1|SLEB
OG0000507	LOC6526044|XP_002101861.1|DYAK	LOC115627058|XP_030378464.1|SLEB
OG0000507	LOC6526045|XP_002101862.1|DYAK	LOC115627426|XP_030378959.1|SLEB
OG0000508	LOC6532366|XP_039230008.1|DYAK	LOC115624934|XP_030375645.1|SLEB
OG0000508	LOC6532180|XP_015049199.1|DYAK	LOC115624935|XP_030375646.1|SLEB
OG0000509	LOC6531394|XP_015051311.1|DYAK	LOC115620075|XP_030369098.1|SLEB
OG0000509	LOC6531406|XP_015051315.1|DYAK	LOC115633699|XP_030387022.1|SLEB
OG0000510	LOC6530340|XP_002091267.1|DYAK	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB
OG0000511	LOC6529514|XP_002090516.1|DYAK	LOC115631969|XP_030384727.1|SLEB
OG0000511	LOC6529513|XP_015052138.1|DYAK	LOC115631594|XP_030384255.1|SLEB
OG0000512	LOC6533771|XP_002094475.1|DYAK	LOC115631331|XP_030383912.1|SLEB
OG0000513	LOC6528309|XP_002089362.1|DYAK	LOC115621232|XP_030370686.1|SLEB
OG0000513	LOC6529662|XP_002090655.1|DYAK	LOC115625905|XP_030376995.1|SLEB
OG0000514	LOC6527403|XP_002088495.1|DYAK	LOC115628526|XP_030380546.1|SLEB
OG0000514	LOC6527399|XP_015053669.2|DYAK	LOC115628516|XP_030380527.1|SLEB
OG0000515	LOC6523759|XP_002099634.1|DYAK	LOC115627805|XP_030379495.1|SLEB
OG0000515	LOC6534573|XP_002095249.1|DYAK	LOC115622643|XP_030372511.1|SLEB
OG0000516	LOC6524756|XP_002100600.1|DYAK	LOC115626944|XP_030378319.1|SLEB
OG0000516	LOC6524755|XP_002100599.3|DYAK	LOC115626938|XP_030378313.1|SLEB
OG0000517	LOC6539538|XP_002086426.2|DYAK	LOC115633963|XP_030387343.1|SLEB
OG0000521	LOC6525841|XP_002101661.1|DYAK	LOC115629576|XP_030381928.1|SLEB
OG0000521	LOC6525833|XP_039229916.1|DYAK	LOC115629574|XP_030381925.1|SLEB
OG0000522	LOC6539875|XP_002086759.2|DYAK, LOC6539986|XP_002086856.1|DYAK	LOC115627854|XP_030379575.1|SLEB
OG0000523	LOC6538598|XP_002099120.1|DYAK	LOC115628128|XP_030379968.1|SLEB
OG0000523	LOC6526136|XP_002101953.1|DYAK	LOC115633249|XP_030386507.1|SLEB
OG0000524	LOC6537797|XP_002098338.2|DYAK, LOC6536521|XP_002097097.2|DYAK	LOC115621872|XP_030371557.1|SLEB
OG0000525	LOC6528720|XP_002089755.2|DYAK, LOC6528719|XP_002089754.1|DYAK	LOC115632582|XP_030385667.1|SLEB
OG0000526	LOC6529745|XP_002090735.1|DYAK	LOC115625930|XP_030377026.1|SLEB
OG0000526	LOC6530832|XP_002091715.3|DYAK	LOC115634755|XP_030388507.1|SLEB
OG0000527	LOC6526791|XP_002087894.1|DYAK	LOC115632044|XP_030384874.1|SLEB
OG0000527	LOC6526786|XP_039227349.1|DYAK	LOC115631125|XP_030383652.1|SLEB
OG0000528	LOC6526705|XP_002087808.1|DYAK	LOC115631996|XP_030384785.1|SLEB
OG0000529	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK	LOC115631155|XP_030383692.1|SLEB
OG0000529	LOC6528174|XP_002089237.3|DYAK	LOC115630789|XP_030383304.1|SLEB
OG0000530	LOC6533642|XP_002094348.2|DYAK	LOC115623076|XP_030373137.1|SLEB
OG0000530	LOC6532484|XP_002093230.1|DYAK	LOC115623065|XP_030373118.1|SLEB
OG0000531	LOC6529564|XP_002090561.1|DYAK	LOC115631103|XP_030383618.1|SLEB
OG0000532	LOC26535789|XP_002096408.1|DYAK	LOC115623782|XP_030374183.1|SLEB
OG0000533	LOC6526168|XP_002101978.1|DYAK	LOC115633432|XP_030386752.1|SLEB
OG0000533	LOC6536238|XP_002096827.1|DYAK	LOC115623569|XP_030373826.1|SLEB
OG0000534	LOC6524582|XP_039230889.1|DYAK	LOC115627157|XP_030378600.1|SLEB
OG0000534	LOC6528276|XP_002089329.2|DYAK	LOC115626532|XP_030377772.1|SLEB
OG0000535	LOC6528916|XP_002089948.1|DYAK	LOC115625013|XP_030375736.1|SLEB
OG0000535	LOC6528553|XP_039227205.1|DYAK	LOC115633870|XP_030387227.1|SLEB
OG0000536	LOC6533068|XP_039230004.1|DYAK	LOC115622558|XP_030372387.1|SLEB
OG0000537	LOC6528403|XP_015053931.1|DYAK	LOC115627460|XP_030378995.1|SLEB
OG0000538	LOC26536174|XP_015051180.1|DYAK	LOC115624785|XP_030375476.1|SLEB
OG0000538	LOC6528655|XP_015054024.1|DYAK	LOC115634404|XP_030387957.1|SLEB
OG0000539	LOC6538435|XP_002098959.1|DYAK	LOC115625371|XP_030376267.1|SLEB
OG0000539	LOC6538434|XP_002098958.1|DYAK	LOC115625298|XP_030376173.1|SLEB
OG0000540	LOC6529272|XP_002090277.1|DYAK	LOC115630655|XP_030383157.1|SLEB
OG0000541	LOC26535671|XP_015051118.1|DYAK, LOC26534605|XP_015051124.1|DYAK, LOC26536035|XP_015051122.1|DYAK, LOC26535244|XP_015051120.1|DYAK, LOC26535396|XP_015051127.1|DYAK, LOC26535868|XP_015051119.1|DYAK, LOC26535423|XP_015051121.1|DYAK	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB
OG0000542	LOC6538518|XP_002099040.1|DYAK	LOC115625535|XP_030376474.1|SLEB
OG0000542	LOC6523731|XP_002099606.1|DYAK	LOC115627777|XP_030379446.1|SLEB
OG0000543	LOC6537878|XP_002098419.1|DYAK	LOC115621143|XP_030370560.1|SLEB
OG0000543	LOC6528508|XP_002089554.2|DYAK	LOC115623333|XP_030373463.1|SLEB
OG0000544	LOC6533237|XP_002093963.1|DYAK	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB
OG0000544	LOC6535994|XP_002096609.1|DYAK	LOC115624019|XP_030374454.1|SLEB
OG0000545	LOC6537447|XP_002098003.1|DYAK	LOC115621211|XP_030370653.1|SLEB
OG0000545	LOC6537453|XP_002098009.1|DYAK	LOC115621286|XP_030370749.1|SLEB
OG0000546	LOC6537257|XP_002097815.1|DYAK	LOC115623697|XP_030374032.1|SLEB
OG0000546	LOC6524664|XP_002100521.1|DYAK	LOC115627177|XP_030378637.1|SLEB
OG0000547	LOC6539571|XP_039230222.1|DYAK, LOC26535284|XP_039226599.1|DYAK	LOC115633068|XP_030386299.1|SLEB
OG0000548	LOC6534682|XP_002095357.1|DYAK	LOC115622433|XP_030372234.1|SLEB
OG0000548	LOC6539392|XP_015045168.2|DYAK	LOC115622434|XP_030372235.1|SLEB
OG0000549	LOC6531870|XP_002092657.1|DYAK	LOC115633990|XP_030387373.1|SLEB
OG0000550	LOC6532200|XP_015049215.1|DYAK	LOC115632900|XP_030386051.1|SLEB
OG0000550	LOC26535767|XP_015049219.2|DYAK	LOC115632608|XP_030385696.1|SLEB
OG0000551	LOC6531504|XP_039229314.1|DYAK	LOC115634798|XP_030388566.1|SLEB
OG0000552	LOC6538840|XP_002099353.1|DYAK	LOC115621198|XP_030370637.1|SLEB
OG0000552	LOC6538839|XP_002099352.1|DYAK	LOC115620920|XP_030370279.1|SLEB
OG0000553	LOC6527898|XP_002088970.1|DYAK	LOC115625738|XP_030376751.1|SLEB
OG0000554	LOC26535592|XP_015048569.1|DYAK	LOC115621598|XP_030371150.1|SLEB
OG0000554	LOC6537909|XP_002098449.1|DYAK	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB
OG0000555	LOC6532243|XP_002093016.1|DYAK	LOC115628310|XP_030380224.1|SLEB
OG0000555	LOC6532793|XP_002093531.1|DYAK	LOC115628303|XP_030380210.1|SLEB
OG0000556	LOC6537129|XP_002097690.1|DYAK	LOC115623458|XP_030373674.1|SLEB
OG0000557	LOC6536774|XP_002097345.1|DYAK	LOC115624100|XP_030374550.1|SLEB
OG0000557	LOC6536773|XP_002097344.1|DYAK	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB
OG0000558	LOC6537111|XP_015048145.1|DYAK	LOC115623799|XP_030374201.1|SLEB
OG0000558	LOC6525400|XP_002101235.1|DYAK	LOC115627610|XP_030379199.1|SLEB
OG0000559	LOC6536490|XP_039232847.1|DYAK	LOC115621713|XP_030371282.1|SLEB
OG0000559	LOC6534469|XP_002095146.1|DYAK	LOC115633935|XP_030387313.1|SLEB
OG0000560	LOC6528420|XP_002089466.1|DYAK	LOC115624641|XP_030375269.1|SLEB
OG0000560	LOC6528419|XP_002089465.1|DYAK	LOC115624640|XP_030375268.1|SLEB
OG0000561	LOC6533885|XP_002094585.1|DYAK	LOC115632645|XP_030385734.1|SLEB
OG0000561	LOC6533883|XP_002094583.1|DYAK	LOC115632520|XP_030385575.1|SLEB
OG0000562	LOC6533713|XP_002094418.1|DYAK	LOC115622396|XP_030372181.1|SLEB
OG0000562	LOC6533693|XP_002094398.2|DYAK	LOC115622789|XP_030372709.1|SLEB
OG0000563	LOC6533945|XP_002094645.2|DYAK	LOC115624876|XP_030375581.1|SLEB
OG0000564	LOC6534675|XP_002095350.1|DYAK	LOC115623105|XP_030373171.1|SLEB
OG0000564	LOC6534674|XP_002095349.1|DYAK	LOC115622510|XP_030372323.1|SLEB
OG0000566	LOC6536684|XP_015047897.1|DYAK	LOC115625079|XP_030375829.1|SLEB
OG0000566	LOC6533474|XP_002094185.1|DYAK	LOC115622614|XP_030372474.1|SLEB
OG0000567	LOC6525502|XP_002101337.1|DYAK	LOC115628870|XP_030380986.1|SLEB
OG0000567	LOC6525504|XP_002101339.1|DYAK	LOC115628899|XP_030381018.1|SLEB
OG0000568	LOC6535286|XP_002095942.1|DYAK	LOC115620709|XP_030369944.1|SLEB
OG0000569	LOC6536426|XP_002097008.1|DYAK	LOC115620436|XP_030369524.1|SLEB
OG0000569	LOC6540108|XP_039230276.1|DYAK	LOC115628654|XP_030380682.1|SLEB
OG0000570	LOC6538748|XP_002099263.1|DYAK	LOC115625135|XP_030375914.1|SLEB
OG0000570	LOC6538747|XP_002099262.1|DYAK	LOC115625181|XP_030376006.1|SLEB
OG0000571	LOC6538188|XP_039231291.1|DYAK	LOC115620833|XP_030370125.1|SLEB
OG0000571	LOC6538190|XP_039232757.1|DYAK	LOC115621121|XP_030370525.1|SLEB
OG0000572	LOC6536878|XP_002097447.2|DYAK	LOC115621322|XP_030370800.1|SLEB
OG0000572	LOC6536875|XP_002097444.1|DYAK	LOC115620609|XP_030369783.1|SLEB
OG0000573	LOC6533499|XP_002094210.1|DYAK	LOC115632462|XP_030385479.1|SLEB
OG0000573	LOC6531880|XP_002092667.1|DYAK	LOC115625591|XP_030376570.1|SLEB
OG0000574	LOC6535772|XP_002096395.1|DYAK	LOC115632504|XP_030385552.1|SLEB
OG0000575	LOC6533910|XP_002094610.1|DYAK	LOC115624630|XP_030375246.1|SLEB
OG0000575	LOC6533909|XP_002094609.1|DYAK	LOC115624639|XP_030375267.1|SLEB
OG0000576	LOC6536071|XP_039231741.1|DYAK, LOC6536072|XP_039231740.1|DYAK	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB
OG0000577	LOC6529624|XP_002090618.2|DYAK	LOC115631048|XP_030383541.1|SLEB
OG0000577	LOC6529625|XP_002090619.1|DYAK	LOC115630934|XP_030383361.1|SLEB
OG0000578	LOC6527146|XP_015053181.1|DYAK	LOC115630624|XP_030383119.1|SLEB
OG0000578	LOC6531756|XP_002092546.2|DYAK	LOC115624580|XP_030375178.1|SLEB
OG0000579	LOC6537360|XP_002097917.1|DYAK	LOC115621378|XP_030370867.1|SLEB
OG0000579	LOC6533959|XP_002094659.1|DYAK	LOC115622675|XP_030372549.1|SLEB
OG0000580	LOC6536565|XP_002097141.1|DYAK	LOC115624313|XP_030374798.1|SLEB
OG0000580	LOC6536566|XP_002097142.1|DYAK	LOC115623669|XP_030373995.1|SLEB
OG0000581	LOC120321749|XP_039231384.1|DYAK	LOC115624401|XP_030374991.1|SLEB
OG0000581	LOC6524971|XP_002100811.2|DYAK	LOC115627719|XP_030379324.1|SLEB
OG0000582	LOC6533810|XP_002094511.1|DYAK	LOC115623225|XP_030373327.1|SLEB
OG0000582	LOC6530952|XP_015052778.1|DYAK	LOC115629425|XP_030381740.1|SLEB
OG0000583	LOC6531816|XP_002092603.1|DYAK	LOC115634436|XP_030388003.1|SLEB
OG0000584	LOC6527824|XP_002088897.1|DYAK	LOC115626476|XP_030377720.1|SLEB
OG0000584	LOC6527823|XP_002088896.1|DYAK	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB
OG0000585	LOC6532752|XP_002093494.1|DYAK, LOC6532757|XP_002093499.3|DYAK	LOC115622461|XP_030372266.1|SLEB
OG0000585	LOC6532751|XP_002093493.1|DYAK	LOC115623138|XP_030373207.1|SLEB
