Orthogroup	DYAK.longest_only	DBUS.longest_only
OG0002249	LOC26534760|XP_015049582.1|DYAK	LOC108598563|XP_017840736.1|DBUS
OG0002250	LOC6530732|XP_002091622.1|DYAK	LOC108594857|XP_017835485.1|DBUS
OG0002251	LOC6530734|XP_039228092.1|DYAK	LOC108594793|XP_033148901.1|DBUS
OG0002252	LOC6530751|XP_015052744.2|DYAK	LOC108597349|XP_017839345.1|DBUS
OG0002253	LOC26535160|XP_015051683.1|DYAK	LOC108597637|XP_017839770.1|DBUS
OG0002254	LOC6538655|XP_002099175.1|DYAK	LOC108602655|XP_017846290.1|DBUS
OG0002255	LOC6525190|XP_002101028.1|DYAK	LOC108606742|XP_017852629.1|DBUS
OG0002256	LOC6529368|XP_002090373.1|DYAK	LOC108596980|XP_017838725.1|DBUS
OG0002257	LOC6529294|XP_002090299.1|DYAK	LOC108597752|XP_017839950.1|DBUS
OG0002258	LOC6533249|XP_002093975.1|DYAK	LOC108600398|XP_017843435.1|DBUS
OG0002259	LOC6524899|XP_002100739.1|DYAK	LOC108606369|XP_017851906.1|DBUS
OG0002260	LOC6534896|XP_002095568.2|DYAK	LOC108600387|XP_017843422.1|DBUS
OG0002261	LOC6534917|XP_002095588.1|DYAK	LOC108598994|XP_017841258.1|DBUS
OG0002262	LOC6528800|XP_002089832.2|DYAK	LOC108596029|XP_017836881.1|DBUS
OG0002263	LOC6535106|XP_002095769.1|DYAK	LOC108600256|XP_017843183.1|DBUS
OG0002264	LOC6532071|XP_002092848.1|DYAK	LOC108595084|XP_017835724.1|DBUS
OG0002265	LOC6533611|XP_002094319.1|DYAK	LOC108598928|XP_017843961.1|DBUS
OG0002266	LOC6534861|XP_015050878.1|DYAK	LOC117134994|XP_033150599.1|DBUS, LOC117134995|XP_033150600.1|DBUS
OG0002267	LOC6532638|XP_002093382.1|DYAK	LOC108601089|XP_033149589.1|DBUS
OG0002268	LOC6539382|XP_002086275.1|DYAK	LOC108598844|XP_017841087.1|DBUS
OG0002269	LOC6531527|XP_002092326.1|DYAK	LOC108597393|XP_017839418.1|DBUS
OG0002270	LOC6531486|XP_039228131.1|DYAK	LOC108597202|XP_017839129.1|DBUS
OG0002271	LOC6532626|XP_015049496.1|DYAK	LOC108599179|XP_017841456.1|DBUS
OG0002272	LOC6532418|XP_002093169.1|DYAK	LOC108598172|XP_033149555.1|DBUS
OG0002273	LOC6534555|XP_039230841.1|DYAK	LOC108599877|XP_017842522.1|DBUS
OG0002274	LOC6535120|XP_039230790.1|DYAK	LOC108598341|XP_033149723.1|DBUS
OG0002275	LOC6534360|XP_002095038.1|DYAK	LOC108601019|XP_017844382.1|DBUS
OG0002276	LOC6532383|XP_002093134.2|DYAK	LOC108599841|XP_017842450.2|DBUS
OG0002277	LOC6532376|XP_015049297.2|DYAK	LOC108598739|XP_033150626.1|DBUS
OG0002278	LOC6533058|XP_039230266.1|DYAK	LOC108597888|XP_017839995.1|DBUS
OG0002279	LOC6532591|XP_002093335.3|DYAK	LOC108600073|XP_017842918.1|DBUS
OG0002280	LOC6534398|XP_002095076.2|DYAK	LOC108600141|XP_017843023.2|DBUS
OG0002281	LOC6534409|XP_002095087.1|DYAK	LOC108600021|XP_017842828.1|DBUS
OG0002282	LOC6532811|XP_039230773.1|DYAK	LOC108599639|XP_017842100.1|DBUS
OG0002283	LOC6531844|XP_002092631.1|DYAK	LOC117134718|XP_033149189.1|DBUS
OG0002284	LOC6528525|XP_002089571.1|DYAK	LOC108595577|XP_017836327.1|DBUS
OG0002285	LOC6525457|XP_039233409.1|DYAK	LOC108605938|XP_017851248.1|DBUS
OG0002286	LOC6531766|XP_002092553.2|DYAK	LOC108597606|XP_017839732.1|DBUS
OG0002287	LOC6531485|XP_002092284.1|DYAK	LOC108597429|XP_017839473.1|DBUS
OG0002288	LOC6532627|XP_015049497.1|DYAK	LOC108599178|XP_017841454.1|DBUS
OG0002289	LOC6532696|XP_002093438.1|DYAK	LOC108598865|XP_017841112.1|DBUS
OG0002290	LOC6527124|XP_002088217.1|DYAK	LOC108594425|XP_017835088.2|DBUS, LOC117135025|XP_033150725.1|DBUS
OG0002291	LOC6528429|XP_002089475.2|DYAK	LOC108595545|XP_033149021.1|DBUS
OG0002292	LOC6528334|XP_015054423.1|DYAK	LOC108597312|XP_017839287.1|DBUS
OG0002293	LOC6539197|XP_002086098.3|DYAK	LOC108596515|XP_017837846.1|DBUS
OG0002294	LOC6536195|XP_002096786.1|DYAK	LOC108604456|XP_017849425.1|DBUS
OG0002295	LOC6526995|XP_039226177.1|DYAK	LOC108607702|XP_017854182.1|DBUS
OG0002296	LOC6527870|XP_015052994.1|DYAK	LOC108607595|XP_017851272.2|DBUS
OG0002297	LOC6537220|XP_002097778.2|DYAK	LOC108603180|XP_017847227.1|DBUS
OG0002298	LOC6531973|XP_002092759.1|DYAK	LOC108596773|XP_017838361.1|DBUS
OG0002299	LOC6529341|XP_002090346.1|DYAK	LOC108595725|XP_017836496.1|DBUS
OG0002300	LOC6528129|XP_015053883.1|DYAK	LOC108600064|XP_017842909.1|DBUS
OG0002301	LOC6529207|XP_015052250.1|DYAK	LOC108607442|XP_017853762.2|DBUS
OG0002302	LOC6529200|XP_039229243.1|DYAK	LOC108608099|XP_017854794.1|DBUS
OG0002303	LOC6523820|XP_002099695.1|DYAK	LOC108605492|XP_017850726.1|DBUS
OG0002304	LOC6528277|XP_002089330.1|DYAK	LOC108594417|XP_017835075.2|DBUS
OG0002305	LOC6534792|XP_002095464.1|DYAK	LOC108601003|XP_017844357.1|DBUS
OG0002306	LOC6527736|XP_002088819.1|DYAK	LOC108594502|XP_017835190.2|DBUS
OG0002307	LOC6526464|XP_039227768.1|DYAK	LOC108604272|XP_033149867.1|DBUS
OG0002308	LOC6527872|XP_002088944.1|DYAK	LOC108608092|XP_033149028.1|DBUS
OG0002309	LOC6528161|XP_015054450.1|DYAK	LOC108603479|XP_017847820.1|DBUS
OG0002310	LOC6529232|XP_002090238.1|DYAK	LOC108594511|XP_033150958.1|DBUS
OG0002311	LOC6529747|XP_039229294.1|DYAK	LOC108607860|XP_017854432.1|DBUS
OG0002312	LOC6527489|XP_039226509.1|DYAK	LOC108594527|XP_017835219.2|DBUS
OG0002313	LOC6530404|XP_015051950.1|DYAK	LOC108596616|XP_017838048.1|DBUS
OG0002314	LOC6528614|XP_002089657.1|DYAK	LOC108595384|XP_017836098.1|DBUS
OG0002315	LOC6530204|XP_002091142.1|DYAK	LOC108596794|XP_033150903.1|DBUS
OG0002316	LOC6527226|XP_002088320.1|DYAK	LOC108602477|XP_017846093.1|DBUS
OG0002317	LOC6534172|XP_015050490.1|DYAK	LOC108600900|XP_017844214.1|DBUS
OG0002318	LOC6529609|XP_002090603.1|DYAK	LOC108607814|XP_017854351.1|DBUS
OG0002319	LOC6527464|XP_002088555.1|DYAK	LOC108607599|XP_017853991.1|DBUS
OG0002320	LOC6530716|XP_002091607.1|DYAK	LOC108597643|XP_017839781.1|DBUS
OG0002321	LOC6530164|XP_002091106.2|DYAK	LOC108595228|XP_017835912.1|DBUS, LOC108597895|XP_033150610.1|DBUS
OG0002322	LOC6529217|XP_002090224.1|DYAK	LOC108608478|XP_017855359.1|DBUS
OG0002323	LOC6529246|XP_002090252.1|DYAK	LOC108607505|XP_017853857.1|DBUS
OG0002324	LOC6534914|XP_015050925.1|DYAK	LOC108601005|XP_017844360.1|DBUS
OG0002325	LOC6533644|XP_015050198.1|DYAK	LOC108600301|XP_017843275.1|DBUS
OG0002326	LOC6533645|XP_015050200.1|DYAK	LOC108600663|XP_017843848.1|DBUS
OG0002327	LOC26534581|XP_015047853.1|DYAK	LOC108603572|XP_017847979.1|DBUS
OG0002328	LOC6529777|XP_002090761.1|DYAK	LOC108596495|XP_017837810.1|DBUS
OG0002329	LOC6526387|XP_002087506.1|DYAK	LOC108607632|XP_017854045.1|DBUS
OG0002330	LOC6526389|XP_002087508.1|DYAK	LOC108607637|XP_017854049.1|DBUS
OG0002331	LOC6525854|XP_002101674.1|DYAK	LOC108606419|XP_017852004.1|DBUS
OG0002332	LOC6533454|XP_002094165.1|DYAK	LOC108600051|XP_017842887.1|DBUS
OG0002333	LOC6532131|XP_002092907.2|DYAK	LOC108595684|XP_017836454.1|DBUS
OG0002334	LOC6528109|XP_002089176.1|DYAK	LOC108596792|XP_017838388.1|DBUS
OG0002335	LOC6528669|XP_002089711.2|DYAK	LOC108595361|XP_017836074.1|DBUS
OG0002336	LOC6534992|XP_002095662.2|DYAK	LOC108600317|XP_017843304.1|DBUS
OG0002337	LOC6528772|XP_002089806.2|DYAK	LOC108596348|XP_017837492.1|DBUS
OG0002338	LOC6526970|XP_002088066.1|DYAK	LOC108594452|XP_017835116.1|DBUS
OG0002339	LOC6526683|XP_015053293.1|DYAK	LOC108608445|XP_017855310.1|DBUS
OG0002340	LOC6527323|XP_015053657.1|DYAK	LOC108598668|XP_033150831.1|DBUS
OG0002341	LOC6528856|XP_002089888.1|DYAK	LOC108595340|XP_017836050.1|DBUS
OG0002342	LOC6527582|XP_039226729.1|DYAK	LOC108608147|XP_017854881.2|DBUS
OG0002343	LOC6527598|XP_002088686.2|DYAK	LOC108607937|XP_017854543.2|DBUS
OG0002344	LOC6539147|XP_039227262.1|DYAK	LOC108599497|XP_017841849.1|DBUS
OG0002345	LOC6528500|XP_002089546.1|DYAK	LOC108596352|XP_017837499.1|DBUS
OG0002346	LOC6527000|XP_015053563.1|DYAK	LOC108594219|XP_017834817.2|DBUS
OG0002347	LOC6530177|XP_039229348.1|DYAK	LOC108597495|XP_017839568.1|DBUS
OG0002348	LOC6527695|XP_002088779.1|DYAK	LOC108607888|XP_017854481.1|DBUS
OG0002349	LOC26536309|XP_015054727.1|DYAK	LOC108596354|XP_017837505.1|DBUS
OG0002350	LOC6528499|XP_002089545.1|DYAK	LOC108596351|XP_017837497.1|DBUS
OG0002351	LOC6530119|XP_002091065.1|DYAK	LOC108595185|XP_017835853.1|DBUS
OG0002352	LOC6530036|XP_002090982.1|DYAK	LOC108597611|XP_017839737.1|DBUS
OG0002353	LOC6540552|XP_002087342.2|DYAK	LOC108594262|XP_033150353.1|DBUS
OG0002354	LOC26535576|XP_015054641.1|DYAK, LOC6527802|XP_039227119.1|DYAK	LOC108608242|XP_017855018.2|DBUS
OG0002355	LOC6539240|XP_002086139.2|DYAK	LOC108594342|XP_033150584.1|DBUS
OG0002356	LOC6529553|XP_002090550.1|DYAK	LOC108608288|XP_017855096.1|DBUS
OG0002357	LOC6537292|XP_002097850.1|DYAK	LOC108604314|XP_017849225.1|DBUS
OG0002358	LOC6527985|XP_002089052.1|DYAK	LOC108603176|XP_017847225.2|DBUS, LOC108598806|XP_017841041.2|DBUS
OG0002359	LOC6524299|XP_002100158.2|DYAK	LOC108606824|XP_017852796.1|DBUS
OG0002360	LOC6530319|XP_002091246.1|DYAK	LOC108607431|XP_017853736.2|DBUS
OG0002361	LOC6534872|XP_002095544.1|DYAK	LOC108600877|XP_017844180.1|DBUS
OG0002362	LOC6526927|XP_015053515.1|DYAK	LOC108607704|XP_017854187.2|DBUS
OG0002363	LOC6526968|XP_002088064.1|DYAK	LOC108607434|XP_017853754.1|DBUS
OG0002364	LOC6526966|XP_039226223.1|DYAK	LOC108607432|XP_017853737.1|DBUS
OG0002365	LOC6526964|XP_002088060.1|DYAK	LOC108601622|XP_017845013.1|DBUS
OG0002366	LOC6527628|XP_002088716.2|DYAK	LOC108607789|XP_017854317.1|DBUS
OG0002367	LOC6526508|XP_002087619.1|DYAK	LOC108607572|XP_017853952.1|DBUS
OG0002368	LOC6528068|XP_002089135.1|DYAK	LOC108594432|XP_017835095.1|DBUS
OG0002370	LOC6528185|XP_002089248.2|DYAK	LOC108600274|XP_033150066.1|DBUS
OG0002371	LOC6528183|XP_002089246.1|DYAK	LOC108596123|XP_017837503.2|DBUS
OG0002372	LOC6526801|XP_039226537.1|DYAK	LOC108607604|XP_017853997.2|DBUS
OG0002373	LOC6529529|XP_002090531.1|DYAK	LOC108596741|XP_017838300.1|DBUS
OG0002374	LOC6538623|XP_015048928.1|DYAK	LOC108602165|XP_017845687.1|DBUS
OG0002375	LOC6535989|XP_002096604.1|DYAK	LOC108604776|XP_017849862.2|DBUS
OG0002376	LOC6527011|XP_002088106.1|DYAK	LOC108608413|XP_017855261.1|DBUS
OG0002377	LOC6535411|XP_002096060.1|DYAK	LOC108603645|XP_017848098.1|DBUS
OG0002378	LOC6533960|XP_002094660.1|DYAK	LOC108600914|XP_017844235.1|DBUS
OG0002379	LOC6529409|XP_002090414.1|DYAK	LOC108598136|XP_017840246.1|DBUS
OG0002380	LOC6524009|XP_015045430.1|DYAK	LOC108606412|XP_017851985.1|DBUS
OG0002381	LOC6530350|XP_002091277.1|DYAK	LOC108595360|XP_017836073.1|DBUS
OG0002382	LOC6525292|XP_002101128.1|DYAK	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS
OG0002383	LOC6532438|XP_002093185.1|DYAK	LOC108601084|XP_017844475.1|DBUS
OG0002384	LOC6524451|XP_015045707.1|DYAK	LOC108605052|XP_017850109.1|DBUS
OG0002385	LOC6523724|XP_002099599.1|DYAK	LOC108607331|XP_033150536.1|DBUS
OG0002386	LOC6535740|XP_002096363.1|DYAK	LOC108601538|XP_033149927.1|DBUS
OG0002387	LOC6537856|XP_015048547.1|DYAK	LOC108603651|XP_017848108.1|DBUS
OG0002388	LOC6537217|XP_002097775.2|DYAK	LOC108604343|XP_017849259.1|DBUS
OG0002389	LOC6537877|XP_002098418.1|DYAK	LOC108601760|XP_017845173.1|DBUS
OG0002390	LOC6527171|XP_002088265.1|DYAK	LOC108600370|XP_017843399.2|DBUS
OG0002391	LOC6531657|XP_002092454.1|DYAK	LOC108597024|XP_017838794.1|DBUS
OG0002392	LOC6533023|XP_015049779.1|DYAK	LOC108598459|XP_017840593.1|DBUS
OG0002393	LOC6534442|XP_002095119.1|DYAK	LOC108599990|XP_017842738.2|DBUS
OG0002394	LOC6538492|XP_015048887.1|DYAK	LOC108602882|XP_017846672.1|DBUS
OG0002395	LOC6536579|XP_039231214.1|DYAK	LOC108604408|XP_017849364.1|DBUS
OG0002396	LOC6530507|XP_015052692.1|DYAK	LOC108596697|XP_017838209.1|DBUS
OG0002397	LOC6529110|XP_002090123.1|DYAK	LOC108595260|XP_017835960.1|DBUS
OG0002398	LOC6525234|XP_002101072.2|DYAK	LOC108607031|XP_017853110.1|DBUS
OG0002399	LOC6529080|XP_002090093.1|DYAK	LOC108597039|XP_017838823.1|DBUS
OG0002400	LOC6531632|XP_002092429.2|DYAK	LOC108595196|XP_017835869.1|DBUS
OG0002401	LOC6523699|XP_002099576.1|DYAK	LOC108607354|XP_017853536.1|DBUS
OG0002402	LOC6537081|XP_002097642.2|DYAK	LOC108604374|XP_017849313.1|DBUS
OG0002403	LOC6537080|XP_002097641.1|DYAK	LOC108601700|XP_017845103.1|DBUS
OG0002404	LOC6535249|XP_002095905.1|DYAK	LOC108603950|XP_017848632.1|DBUS
OG0002405	LOC6535404|XP_002096053.1|DYAK	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS
OG0002406	LOC6539324|XP_002086216.1|DYAK	LOC108600211|XP_017843116.1|DBUS
OG0002407	LOC6539029|XP_002099531.1|DYAK	LOC108601341|XP_017844729.1|DBUS
OG0002408	LOC6535417|XP_002096066.1|DYAK	LOC108603680|XP_017848172.1|DBUS
OG0002409	LOC6534097|XP_039230478.1|DYAK	LOC108598694|XP_033149496.1|DBUS
OG0002410	LOC6535726|XP_039231406.1|DYAK	LOC108604019|XP_017848754.1|DBUS
OG0002411	LOC6536303|XP_002096887.1|DYAK	LOC108602851|XP_017846609.1|DBUS, LOC108601732|XP_017845142.1|DBUS
OG0002412	LOC26534951|XP_015044780.2|DYAK	LOC117134712|XP_033149137.1|DBUS
OG0002414	LOC6532343|XP_002093103.1|DYAK	LOC108605165|XP_017850238.1|DBUS
OG0002415	LOC6536783|XP_015047950.1|DYAK	LOC108603682|XP_017848178.2|DBUS
OG0002416	LOC6523720|XP_039233076.1|DYAK	LOC117134790|XP_033149538.1|DBUS, LOC108607417|XP_017853698.1|DBUS
OG0002417	LOC6526260|XP_002087382.1|DYAK	LOC108594348|XP_017834991.1|DBUS
OG0002418	LOC26536186|XP_039232837.1|DYAK	LOC108603977|XP_017848692.1|DBUS
OG0002419	LOC6524244|XP_002100107.1|DYAK	LOC108607191|XP_017853339.1|DBUS
OG0002420	LOC6532813|XP_002093550.2|DYAK	LOC108599641|XP_017842103.1|DBUS
OG0002421	LOC6538721|XP_002099236.1|DYAK	LOC108601524|XP_017844912.2|DBUS
OG0002422	LOC6535969|XP_015047482.2|DYAK	LOC108602807|XP_017846524.1|DBUS
OG0002423	LOC6533673|XP_002094379.1|DYAK	LOC108605592|XP_017850854.1|DBUS, LOC108601162|XP_017844583.1|DBUS
OG0002425	LOC6524846|XP_002100686.2|DYAK	LOC108607112|XP_017853230.1|DBUS
OG0002426	LOC6532295|XP_002093055.1|DYAK	LOC108598357|XP_017840464.1|DBUS
OG0002427	LOC6523700|XP_002099577.1|DYAK	LOC108607351|XP_017853532.1|DBUS
OG0002428	LOC6525155|XP_002100993.2|DYAK	LOC108606649|XP_017852451.2|DBUS
OG0002429	LOC6533478|XP_039230863.1|DYAK	LOC108600198|XP_017843097.2|DBUS
OG0002430	LOC6528410|XP_002089456.1|DYAK	LOC108597714|XP_017839892.1|DBUS
OG0002431	LOC6530942|XP_002091784.1|DYAK	LOC108595094|XP_017835735.1|DBUS
OG0002432	LOC6524217|XP_002100080.1|DYAK	LOC108605692|XP_017850973.1|DBUS
OG0002433	LOC6535645|XP_002096273.1|DYAK	LOC108603941|XP_017848624.1|DBUS
OG0002434	LOC6536396|XP_002096978.1|DYAK	LOC108597515|XP_017839597.1|DBUS
OG0002435	LOC6526018|XP_002101835.1|DYAK	LOC108605042|XP_033150241.1|DBUS
OG0002436	LOC6529880|XP_002090837.1|DYAK	LOC108597257|XP_017839203.1|DBUS
OG0002437	LOC6529915|XP_039229312.1|DYAK	LOC108596226|XP_017837243.1|DBUS
OG0002438	LOC6524485|XP_039226161.1|DYAK	LOC108605342|XP_033150251.1|DBUS
OG0002439	LOC6528069|XP_002089136.2|DYAK	LOC108608357|XP_017855193.1|DBUS
OG0002440	LOC6534273|XP_002094954.1|DYAK	LOC108598425|XP_017840540.1|DBUS
OG0002441	LOC6528792|XP_002089826.1|DYAK	LOC108596750|XP_017838314.2|DBUS
OG0002442	LOC6531256|XP_002092065.1|DYAK	LOC108597440|XP_017839492.1|DBUS
OG0002443	LOC6529353|XP_015052293.1|DYAK	LOC108596959|XP_017838693.1|DBUS
OG0002444	LOC6531583|XP_002092381.1|DYAK	LOC108597095|XP_017838949.2|DBUS
OG0002445	LOC6529900|XP_002090857.2|DYAK	LOC108596429|XP_017837642.1|DBUS
OG0002446	LOC6530433|XP_002091349.1|DYAK	LOC108596889|XP_017838559.1|DBUS
OG0002447	LOC6533935|XP_015050347.1|DYAK	LOC108598491|XP_033149389.1|DBUS
OG0002448	LOC6530580|XP_002091493.1|DYAK	LOC108595690|XP_017836460.1|DBUS
OG0002449	LOC6531345|XP_002092149.1|DYAK	LOC108595334|XP_017836042.1|DBUS
OG0002450	LOC6536537|XP_002097113.1|DYAK	LOC108603099|XP_017847084.1|DBUS
OG0002451	LOC6528657|XP_002089699.1|DYAK	LOC108595473|XP_017836212.2|DBUS
OG0002452	LOC6531615|XP_002092412.1|DYAK	LOC108595057|XP_017835689.1|DBUS
OG0002453	LOC6531614|XP_002092411.1|DYAK	LOC108596198|XP_017837203.1|DBUS
OG0002454	LOC6532289|XP_015049269.1|DYAK	LOC108599923|XP_017842619.1|DBUS
OG0002455	LOC6523844|XP_002099717.1|DYAK	LOC108599921|XP_017842616.1|DBUS
OG0002456	LOC6531754|XP_039228336.1|DYAK	LOC108594845|XP_033148954.1|DBUS
OG0002457	LOC6528451|XP_015053939.1|DYAK	LOC108597494|XP_017839566.1|DBUS
OG0002458	LOC6527123|XP_002088216.1|DYAK	LOC108608346|XP_017855182.2|DBUS
OG0002459	LOC6529938|XP_002090893.1|DYAK	LOC108597139|XP_017839019.1|DBUS
OG0002460	LOC6532014|XP_002092793.1|DYAK	LOC108596591|XP_017838009.1|DBUS
OG0002461	LOC6531692|XP_002092483.2|DYAK	LOC108597775|XP_017839979.1|DBUS
OG0002462	LOC6530981|XP_015051796.1|DYAK	LOC108596867|XP_017838512.2|DBUS
OG0002463	LOC6531963|XP_002092749.2|DYAK	LOC108596078|XP_017836982.1|DBUS
OG0002464	LOC6531259|XP_002092068.1|DYAK	LOC108597468|XP_017839530.1|DBUS
OG0002465	LOC6529082|XP_039226600.1|DYAK	LOC108595231|XP_017835918.2|DBUS
OG0002466	LOC6523730|XP_039232886.1|DYAK	LOC108607340|XP_017853512.1|DBUS
OG0002467	LOC6533066|XP_002093798.1|DYAK	LOC108601092|XP_017844491.2|DBUS
OG0002468	LOC6533980|XP_002094675.3|DYAK	LOC108598435|XP_017840555.2|DBUS
OG0002469	LOC6535259|XP_002095915.1|DYAK	LOC108604014|XP_017848745.1|DBUS
OG0002470	LOC6528665|XP_002089707.1|DYAK	LOC108597301|XP_017839269.1|DBUS
OG0002471	LOC6528757|XP_002089792.2|DYAK	LOC108594988|XP_017835609.1|DBUS
OG0002472	LOC6530154|XP_039227811.1|DYAK	LOC108597540|XP_017839629.1|DBUS
OG0002473	LOC6530233|XP_002091170.1|DYAK	LOC108595211|XP_017835888.1|DBUS
OG0002474	LOC6534503|XP_015050660.2|DYAK	LOC108600406|XP_017843447.2|DBUS
OG0002475	LOC6538855|XP_002099368.1|DYAK	LOC117134857|XP_033149994.1|DBUS
OG0002476	LOC6531283|XP_002092092.1|DYAK	LOC108595404|XP_017836119.1|DBUS
OG0002477	LOC6530843|XP_002091726.1|DYAK	LOC108595238|XP_017835925.1|DBUS
OG0002478	LOC6530974|XP_002091812.3|DYAK	LOC108595413|XP_017836130.1|DBUS
OG0002479	LOC6530338|XP_002091265.1|DYAK	LOC108596097|XP_017837005.1|DBUS
OG0002480	LOC6539269|XP_015045225.1|DYAK	LOC108596547|XP_017837928.1|DBUS
OG0002481	LOC6523959|XP_002099831.1|DYAK	LOC108606508|XP_017852167.1|DBUS
OG0002483	LOC6531916|XP_002092702.1|DYAK	LOC108596566|XP_017837958.1|DBUS
OG0002484	LOC6531270|XP_002092079.1|DYAK	LOC108595520|XP_017836263.1|DBUS
OG0002485	LOC6528641|XP_002089683.1|DYAK	LOC108596938|XP_017838660.1|DBUS
OG0002486	LOC6534854|XP_002095526.2|DYAK	LOC108599249|XP_017841534.2|DBUS
OG0002487	LOC6539087|XP_039233230.1|DYAK	LOC108608293|XP_033149337.1|DBUS
OG0002488	LOC6530524|XP_002091439.1|DYAK	LOC108595135|XP_017835787.1|DBUS
OG0002489	LOC6534970|XP_002095640.1|DYAK	LOC108598469|XP_017840603.2|DBUS
OG0002490	LOC6530840|XP_002091723.1|DYAK	LOC108595173|XP_017835839.1|DBUS
OG0002492	LOC6531141|XP_002091975.1|DYAK	LOC108596288|XP_017837365.1|DBUS
OG0002493	LOC6528649|XP_002089691.3|DYAK	LOC108595313|XP_017836020.1|DBUS
OG0002494	LOC6536388|XP_002096970.1|DYAK	LOC108602429|XP_033148944.1|DBUS
OG0002495	LOC6530487|XP_002091402.1|DYAK	LOC108597323|XP_017839301.1|DBUS
OG0002496	LOC6538431|XP_002098955.1|DYAK	LOC108602517|XP_017846139.1|DBUS
OG0002497	LOC6535079|XP_002095743.2|DYAK	LOC108598098|XP_017840203.1|DBUS
OG0002498	LOC6534658|XP_002095333.2|DYAK	LOC108599384|XP_017841680.1|DBUS
OG0002499	LOC6532263|XP_002093035.1|DYAK	LOC108598580|XP_017840760.1|DBUS
OG0002500	LOC6525196|XP_002101034.1|DYAK, LOC6538207|XP_002098735.1|DYAK	LOC108594972|XP_017835594.1|DBUS
OG0002501	LOC6526877|XP_002087977.1|DYAK	LOC108602562|XP_017846188.2|DBUS
OG0002502	LOC6530277|XP_002091209.2|DYAK	LOC108595808|XP_017836588.1|DBUS
OG0002504	LOC6533951|XP_039229927.1|DYAK	LOC108598160|XP_017840265.2|DBUS
OG0002505	LOC6530661|XP_002091559.1|DYAK, LOC6530660|XP_002091558.1|DYAK	LOC108596260|XP_017837307.1|DBUS
OG0002508	LOC6525820|XP_039233506.1|DYAK	LOC108607027|XP_033150302.1|DBUS
OG0002509	LOC6528461|XP_002089507.1|DYAK	LOC108595024|XP_017835648.1|DBUS
OG0002510	LOC6526224|XP_002102033.1|DYAK	LOC108605166|XP_017850240.2|DBUS
OG0002511	LOC6536982|XP_039232261.1|DYAK	LOC108604294|XP_017849197.1|DBUS
OG0002512	LOC6523723|XP_039233055.1|DYAK	LOC108607424|XP_017853720.1|DBUS
OG0002513	LOC6536425|XP_002097007.1|DYAK	LOC108603948|XP_017848628.1|DBUS
OG0002514	LOC6532333|XP_015049284.1|DYAK	LOC108600148|XP_017843030.1|DBUS
OG0002516	LOC6538478|XP_002099002.1|DYAK	LOC108602158|XP_017845679.1|DBUS
OG0002517	LOC6524645|XP_039226015.1|DYAK	LOC108606374|XP_033150381.1|DBUS
OG0002518	LOC6535549|XP_039231412.1|DYAK	LOC108602648|XP_017846283.1|DBUS
OG0002519	LOC6530700|XP_002091591.1|DYAK	LOC108597616|XP_017839745.1|DBUS
OG0002520	LOC6525486|XP_002101321.1|DYAK	LOC108606869|XP_017852868.1|DBUS
OG0002521	LOC6525791|XP_039233567.1|DYAK	LOC108605410|XP_017850568.1|DBUS
OG0002522	LOC6535555|XP_002096184.1|DYAK	LOC108602003|XP_017845493.1|DBUS
OG0002523	LOC6538986|XP_002099488.2|DYAK	LOC108603914|XP_017848585.1|DBUS
OG0002524	LOC6524148|XP_002100011.2|DYAK	LOC108605252|XP_017850359.1|DBUS
OG0002525	LOC6533044|XP_002093779.1|DYAK	LOC108598414|XP_017840527.1|DBUS
OG0002526	LOC6537199|XP_002097757.1|DYAK	LOC108603044|XP_017846951.1|DBUS
OG0002528	LOC6524076|XP_039230549.1|DYAK	LOC108605195|XP_017850278.1|DBUS
OG0002529	LOC6536678|XP_002097251.1|DYAK	LOC108604299|XP_017849205.1|DBUS
OG0002530	LOC6529743|XP_002090733.1|DYAK	LOC108607824|XP_017854361.1|DBUS
OG0002531	LOC6528065|XP_002089132.1|DYAK	LOC108608570|XP_017855490.1|DBUS
OG0002532	LOC6539974|XP_002086849.1|DYAK	LOC108601649|XP_017845038.1|DBUS
OG0002533	LOC6526215|XP_002102024.1|DYAK	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS
OG0002534	LOC6530258|XP_002091192.1|DYAK	LOC108595209|XP_017835886.1|DBUS
OG0002535	LOC6534994|XP_002095664.2|DYAK	LOC108598702|XP_017840916.1|DBUS
OG0002536	LOC6538031|XP_002098566.1|DYAK	LOC108602821|XP_017846541.1|DBUS
OG0002537	LOC6531955|XP_039228502.1|DYAK	LOC108595215|XP_017835891.1|DBUS
OG0002539	LOC6532116|XP_002092892.1|DYAK	LOC108595162|XP_017835822.1|DBUS
OG0002540	LOC6537195|XP_002097753.1|DYAK	LOC108604166|XP_017848988.1|DBUS
OG0002541	LOC6525679|XP_002101501.1|DYAK	LOC108607207|XP_017853361.1|DBUS
OG0002542	LOC6525172|XP_002101010.1|DYAK	LOC108607167|XP_017853309.1|DBUS
OG0002543	LOC6524574|XP_002100431.1|DYAK	LOC108605705|XP_017850986.1|DBUS
OG0002544	LOC6537721|XP_002098266.3|DYAK	LOC108604428|XP_017849388.1|DBUS
