Orthogroup	DYAK.longest_only	DEUG.longest_only
OG0002123	LOC6526902|XP_002088001.1|DYAK	LOC108107033|XP_017069879.1|DEUG
OG0002124	LOC6525786|XP_039230038.1|DYAK	LOC108110002|XP_017074328.1|DEUG
OG0002125	LOC6530472|XP_002091388.1|DYAK	LOC108106383|XP_017068872.1|DEUG
OG0002126	LOC6534736|XP_039229725.1|DYAK	LOC108113940|XP_017080137.1|DEUG
OG0002127	LOC6525688|XP_015046410.1|DYAK	LOC108105381|XP_017067411.1|DEUG
OG0002128	LOC6525803|XP_015046503.1|DYAK	LOC108109934|XP_017074225.1|DEUG
OG0002129	LOC6535609|XP_002096237.3|DYAK	LOC108117176|XP_017084949.1|DEUG
OG0002130	LOC120321193|XP_039229116.1|DYAK	LOC108102459|XP_017062956.1|DEUG
OG0002131	LOC6535548|XP_002096177.1|DYAK	LOC108105267|XP_017067236.1|DEUG
OG0002132	LOC6527972|XP_002089039.1|DYAK	LOC108110968|XP_017075758.1|DEUG
OG0002133	LOC6524529|XP_002100386.1|DYAK	LOC108103859|XP_017065055.1|DEUG
OG0002134	LOC6525705|XP_002101527.1|DYAK	LOC108105364|XP_017067379.1|DEUG
OG0002135	LOC6525363|XP_015046261.1|DYAK	LOC108103448|XP_017064418.1|DEUG
OG0002136	LOC6537975|XP_002098512.1|DYAK	LOC108111424|XP_017076372.1|DEUG
OG0002137	LOC6538799|XP_002099312.1|DYAK	LOC108116599|XP_017084042.1|DEUG
OG0002138	LOC6525732|XP_002101554.1|DYAK	LOC108117624|XP_017085643.1|DEUG
OG0002139	LOC6524282|XP_002100144.2|DYAK	LOC108110403|XP_017074958.1|DEUG
OG0002140	LOC6525236|XP_002101074.1|DYAK	LOC108103158|XP_017064028.1|DEUG
OG0002141	LOC6535215|XP_002095874.1|DYAK	LOC108108645|XP_017072240.1|DEUG
OG0002142	LOC6535287|XP_002095943.1|DYAK	LOC108115018|XP_017081749.1|DEUG
OG0002143	LOC6526392|XP_015053387.1|DYAK	LOC108102643|XP_017063254.1|DEUG
OG0002144	LOC6523773|XP_015046967.1|DYAK	LOC108102358|XP_017062743.1|DEUG, LOC108102307|XP_017062556.1|DEUG
OG0002145	LOC6535778|XP_039231645.1|DYAK	LOC108117286|XP_017085129.1|DEUG
OG0002146	LOC6535289|XP_002095945.1|DYAK	LOC108104166|XP_017065558.1|DEUG, LOC108114993|XP_017081716.1|DEUG
OG0002147	LOC6526028|XP_039226048.1|DYAK	LOC108110130|XP_017074525.1|DEUG
OG0002148	LOC6532815|XP_002093552.1|DYAK	LOC108108210|XP_017071660.1|DEUG
OG0002149	LOC6523753|XP_002099628.1|DYAK	LOC108102369|XP_017062776.1|DEUG
OG0002150	LOC6524788|XP_002100632.1|DYAK	LOC108110054|XP_017074418.1|DEUG
OG0002151	LOC6527133|XP_002088227.2|DYAK	LOC108110512|XP_017075081.1|DEUG
OG0002152	LOC6535569|XP_039232554.1|DYAK	LOC108116875|XP_017084457.1|DEUG
OG0002153	LOC6538026|XP_002098561.1|DYAK	LOC108115946|XP_017083071.1|DEUG
OG0002154	LOC120321172|XP_039228938.1|DYAK	LOC108102458|XP_017062955.1|DEUG
OG0002155	LOC6538940|XP_002099444.1|DYAK	LOC108113490|XP_017079565.1|DEUG
OG0002156	LOC6535184|XP_002095846.1|DYAK	LOC108116780|XP_017084305.1|DEUG
OG0002157	LOC6536916|XP_002097485.2|DYAK	LOC108116869|XP_017084436.1|DEUG
OG0002158	LOC6531060|XP_002091894.1|DYAK	LOC108113091|XP_017079025.1|DEUG
OG0002159	LOC6531820|XP_002092607.1|DYAK	LOC108109115|XP_017072997.1|DEUG
OG0002160	LOC6535958|XP_002096574.3|DYAK	LOC108115066|XP_017081804.1|DEUG
OG0002161	LOC6535632|XP_002096260.1|DYAK	LOC108117250|XP_017085088.1|DEUG
OG0002162	LOC6536491|XP_002097069.2|DYAK	LOC108111994|XP_017077395.1|DEUG
OG0002163	LOC6524107|XP_002099971.1|DYAK	LOC108103362|XP_017064296.1|DEUG
OG0002164	LOC6538491|XP_002099013.1|DYAK	LOC108113645|XP_017079803.1|DEUG
OG0002165	LOC6529491|XP_002090493.1|DYAK	LOC108118453|XP_017086660.1|DEUG
OG0002166	LOC6527431|XP_002088523.1|DYAK	LOC108108460|XP_017072006.1|DEUG
OG0002167	LOC6530977|XP_039228567.1|DYAK	LOC108112053|XP_017077296.1|DEUG
OG0002168	LOC6531907|XP_039228915.1|DYAK	LOC108107401|XP_017070410.1|DEUG
OG0002169	LOC6532510|XP_002093256.1|DYAK	LOC108114710|XP_017081298.1|DEUG
OG0002170	LOC6523705|XP_002099582.1|DYAK	LOC108108703|XP_017072301.1|DEUG
OG0002171	LOC6538796|XP_039232717.1|DYAK	LOC108116598|XP_017084040.1|DEUG
OG0002172	LOC6537851|XP_002098392.1|DYAK	LOC108115638|XP_017082680.1|DEUG
OG0002173	LOC6527201|XP_002088295.1|DYAK	LOC108110505|XP_017075073.1|DEUG
OG0002174	LOC6537304|XP_002097862.1|DYAK	LOC108111636|XP_017076655.1|DEUG, LOC108111642|XP_017076662.1|DEUG
OG0002175	LOC6537305|XP_002097863.1|DYAK	LOC108111643|XP_017076663.1|DEUG
OG0002176	LOC6535640|XP_002096268.1|DYAK	LOC108117119|XP_017084839.1|DEUG
OG0002177	LOC6536718|XP_002097290.1|DYAK	LOC108111530|XP_017076539.1|DEUG
OG0002178	LOC6538300|XP_002098827.1|DYAK	LOC108115806|XP_017082884.1|DEUG
OG0002179	LOC6538575|XP_002099097.2|DYAK	LOC108113790|XP_017079987.1|DEUG
OG0002180	LOC6538875|XP_002099379.3|DYAK	LOC108111335|XP_017076245.1|DEUG
OG0002181	LOC6525926|XP_002101746.1|DYAK	LOC108103139|XP_017064000.1|DEUG
OG0002182	LOC6535980|XP_039231818.1|DYAK	LOC108115148|XP_017081941.1|DEUG
OG0002183	LOC6530967|XP_002091805.1|DYAK	LOC108112034|XP_017077270.1|DEUG
OG0002184	LOC6537350|XP_002097907.1|DYAK	LOC108111682|XP_017076711.1|DEUG
OG0002185	LOC6537189|XP_039231668.1|DYAK	LOC108105622|XP_017067793.1|DEUG
OG0002186	LOC6528074|XP_002089141.1|DYAK	LOC108113405|XP_017079447.1|DEUG
OG0002187	LOC6537759|XP_002098300.1|DYAK	LOC108115626|XP_017082666.1|DEUG
OG0002188	LOC6531965|XP_002092751.1|DYAK	LOC108107435|XP_017070460.1|DEUG
OG0002189	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK	LOC108113826|XP_017080024.1|DEUG
OG0002190	LOC6538808|XP_002099321.1|DYAK	LOC108116678|XP_017084167.1|DEUG
OG0002191	LOC6534746|XP_002095421.1|DYAK	LOC108114199|XP_017080506.1|DEUG
OG0002192	LOC6534204|XP_002094887.1|DYAK	LOC108108657|XP_017072250.1|DEUG
OG0002193	LOC6536514|XP_002097091.1|DYAK	LOC108117515|XP_017085500.1|DEUG
OG0002194	LOC6538254|XP_002098781.1|DYAK	LOC108115796|XP_017082865.1|DEUG
OG0002195	LOC6538781|XP_002099294.2|DYAK	LOC108116690|XP_017084193.1|DEUG
OG0002196	LOC6536545|XP_002097121.1|DYAK	LOC108116282|XP_017083558.1|DEUG
OG0002197	LOC6532186|XP_002092959.1|DYAK	LOC108104627|XP_017066291.1|DEUG
OG0002198	LOC6536001|XP_015047508.2|DYAK	LOC108115056|XP_017081791.1|DEUG
OG0002199	LOC6536184|XP_002096775.1|DYAK	LOC108109516|XP_017073556.1|DEUG
OG0002200	LOC6526003|XP_002101821.1|DYAK	LOC108105104|XP_017067028.1|DEUG
OG0002202	LOC6537006|XP_015048063.1|DYAK	LOC108116893|XP_017084488.1|DEUG
OG0002203	LOC6537301|XP_002097859.1|DYAK	LOC108111635|XP_017076654.1|DEUG, LOC108111675|XP_017076701.1|DEUG
OG0002204	LOC6538612|XP_002099134.1|DYAK	LOC108113729|XP_017079904.1|DEUG
OG0002205	LOC6536934|XP_002097503.1|DYAK	LOC108116835|XP_017084376.1|DEUG
OG0002206	LOC6537789|XP_002098330.1|DYAK	LOC108115700|XP_017082759.1|DEUG
OG0002207	LOC6538168|XP_002098696.2|DYAK	LOC108116056|XP_017083246.1|DEUG
OG0002208	LOC6538172|XP_002098700.1|DYAK	LOC108116109|XP_017083320.1|DEUG
OG0002209	LOC6524038|XP_002099908.1|DYAK	LOC108109750|XP_017073907.1|DEUG
OG0002210	LOC6537543|XP_015048405.1|DYAK	LOC108115386|XP_017082310.1|DEUG
OG0002211	LOC6536947|XP_002097516.1|DYAK	LOC108116953|XP_017084596.1|DEUG
OG0002212	LOC6535636|XP_002096264.1|DYAK	LOC108117121|XP_017084841.1|DEUG
OG0002213	LOC6536148|XP_002096749.1|DYAK	LOC108116146|XP_017083371.1|DEUG
OG0002214	LOC6537636|XP_015048450.1|DYAK	LOC108109432|XP_017073421.1|DEUG
OG0002215	LOC6537269|XP_015048241.2|DYAK	LOC108109209|XP_017073143.1|DEUG
OG0002216	LOC6538030|XP_002098565.1|DYAK	LOC108116071|XP_017083275.1|DEUG
OG0002217	LOC6537282|XP_015048256.1|DYAK	LOC108105241|XP_017067205.1|DEUG
OG0002218	LOC6524831|XP_002100673.1|DYAK	LOC108110066|XP_017074436.1|DEUG
OG0002219	LOC6536963|XP_015048031.1|DYAK	LOC108116976|XP_017084625.1|DEUG
OG0002220	LOC6536964|XP_002097533.3|DYAK	LOC108116798|XP_017084334.1|DEUG
OG0002221	LOC6532532|XP_039230906.1|DYAK	LOC108114624|XP_017081180.1|DEUG
OG0002222	LOC6532070|XP_002092847.2|DYAK	LOC108107367|XP_017070360.1|DEUG
OG0002223	LOC6531420|XP_039228865.1|DYAK	LOC108112636|XP_017078234.1|DEUG
OG0002224	LOC6528453|XP_039227177.1|DYAK	LOC108112564|XP_017078001.1|DEUG
OG0002225	LOC6533343|XP_002094069.2|DYAK	LOC108104917|XP_017066754.1|DEUG
OG0002226	LOC6528304|XP_002089357.1|DYAK	LOC108106403|XP_017068903.1|DEUG
OG0002227	LOC6528898|XP_039227299.1|DYAK	LOC108106474|XP_017069039.1|DEUG
OG0002228	LOC6528558|XP_002089602.1|DYAK	LOC108105408|XP_017067444.1|DEUG
OG0002229	LOC6532086|XP_015051691.1|DYAK	LOC108107358|XP_017070348.1|DEUG
OG0002230	LOC6530055|XP_002091001.1|DYAK	LOC108112543|XP_017077968.1|DEUG
OG0002231	LOC6528402|XP_002089449.1|DYAK	LOC108113113|XP_017079099.1|DEUG
OG0002232	LOC6530715|XP_002091606.1|DYAK	LOC108109160|XP_017073072.1|DEUG
OG0002233	LOC6533892|XP_002094592.2|DYAK	LOC108108208|XP_017071658.1|DEUG
OG0002235	LOC6531612|XP_039228980.1|DYAK	LOC108112672|XP_017078300.1|DEUG
OG0002236	LOC6531949|XP_002092735.1|DYAK	LOC108107315|XP_017070277.1|DEUG
OG0002237	LOC6531964|XP_015051638.1|DYAK	LOC108107434|XP_017070457.1|DEUG
OG0002238	LOC6528330|XP_015053921.1|DYAK	LOC108113024|XP_017078940.1|DEUG
OG0002239	LOC6530074|XP_002091020.1|DYAK	LOC108112846|XP_017078648.1|DEUG
OG0002240	LOC6531591|XP_002092389.1|DYAK	LOC108112933|XP_017078813.1|DEUG
OG0002241	LOC6532559|XP_002093304.2|DYAK	LOC108117391|XP_017085278.1|DEUG
OG0002242	LOC6532715|XP_002093457.1|DYAK	LOC108109825|XP_017074050.1|DEUG
OG0002243	LOC6535793|XP_002096416.1|DYAK	LOC108117146|XP_017084893.1|DEUG
OG0002244	LOC6533657|XP_002094363.1|DYAK	LOC108114342|XP_017080763.1|DEUG
OG0002245	LOC6533366|XP_002094091.1|DYAK	LOC108109815|XP_017074029.1|DEUG
OG0002246	LOC6528332|XP_039226443.1|DYAK	LOC108113183|XP_017079197.1|DEUG
OG0002247	LOC26536030|XP_015051600.1|DYAK	LOC108107402|XP_017070411.1|DEUG
OG0002248	LOC6532950|XP_039230898.1|DYAK	LOC108107912|XP_017071221.1|DEUG
OG0002249	LOC26534760|XP_015049582.1|DYAK	LOC108109911|XP_017074208.1|DEUG
OG0002250	LOC6530732|XP_002091622.1|DYAK	LOC108108901|XP_017072614.1|DEUG
OG0002251	LOC6530734|XP_039228092.1|DYAK	LOC108109274|XP_017073254.1|DEUG
OG0002252	LOC6530751|XP_015052744.2|DYAK	LOC108109205|XP_017073136.1|DEUG
OG0002253	LOC26535160|XP_015051683.1|DYAK	LOC108107461|XP_017070496.1|DEUG
OG0002254	LOC6538655|XP_002099175.1|DYAK	LOC108117462|XP_017085373.1|DEUG
OG0002255	LOC6525190|XP_002101028.1|DYAK	LOC108103759|XP_017064866.1|DEUG
OG0002256	LOC6529368|XP_002090373.1|DYAK	LOC108112585|XP_017078113.1|DEUG
OG0002257	LOC6529294|XP_002090299.1|DYAK	LOC108106420|XP_017068938.1|DEUG
OG0002258	LOC6533249|XP_002093975.1|DYAK	LOC108114104|XP_017080352.1|DEUG
OG0002259	LOC6524899|XP_002100739.1|DYAK	LOC108115198|XP_017082008.1|DEUG
OG0002260	LOC6534896|XP_002095568.2|DYAK	LOC108107974|XP_017071307.1|DEUG
OG0002261	LOC6534917|XP_002095588.1|DYAK	LOC108108675|XP_017072268.1|DEUG
OG0002262	LOC6528800|XP_002089832.2|DYAK	LOC108104833|XP_017066623.1|DEUG
OG0002263	LOC6535106|XP_002095769.1|DYAK	LOC108114539|XP_017081071.1|DEUG
OG0002264	LOC6532071|XP_002092848.1|DYAK	LOC108107366|XP_017070359.1|DEUG
OG0002265	LOC6533611|XP_002094319.1|DYAK	LOC108113991|XP_017080223.1|DEUG
OG0002266	LOC6534861|XP_015050878.1|DYAK	LOC108107614|XP_017070673.1|DEUG
OG0002267	LOC6532638|XP_002093382.1|DYAK	LOC108108322|XP_017071839.1|DEUG
OG0002268	LOC6539382|XP_002086275.1|DYAK	LOC108114546|XP_017081080.1|DEUG
OG0002269	LOC6531527|XP_002092326.1|DYAK	LOC108112777|XP_017078539.1|DEUG
OG0002270	LOC6531486|XP_039228131.1|DYAK	LOC108112999|XP_017078899.1|DEUG
OG0002271	LOC6532626|XP_015049496.1|DYAK	LOC108108347|XP_017071877.1|DEUG
OG0002272	LOC6532418|XP_002093169.1|DYAK	LOC108102805|XP_017063473.1|DEUG
OG0002273	LOC6534555|XP_039230841.1|DYAK	LOC108118204|XP_017086252.1|DEUG
OG0002274	LOC6535120|XP_039230790.1|DYAK	LOC108108708|XP_017072306.1|DEUG
OG0002275	LOC6534360|XP_002095038.1|DYAK	LOC108114632|XP_017081187.1|DEUG
OG0002276	LOC6532383|XP_002093134.2|DYAK	LOC108102789|XP_017063439.1|DEUG
OG0002277	LOC6532376|XP_015049297.2|DYAK	LOC108102863|XP_017063554.1|DEUG
OG0002278	LOC6533058|XP_039230266.1|DYAK	LOC108107518|XP_017070548.1|DEUG
OG0002279	LOC6532591|XP_002093335.3|DYAK	LOC108117372|XP_017085247.1|DEUG
OG0002280	LOC6534398|XP_002095076.2|DYAK	LOC108114186|XP_017080484.1|DEUG
OG0002281	LOC6534409|XP_002095087.1|DYAK	LOC108114463|XP_017080957.1|DEUG
OG0002282	LOC6532811|XP_039230773.1|DYAK	LOC108108032|XP_017071393.1|DEUG
OG0002283	LOC6531844|XP_002092631.1|DYAK	LOC108109188|XP_017073111.1|DEUG
OG0002284	LOC6528525|XP_002089571.1|DYAK	LOC108109068|XP_017072901.1|DEUG
OG0002285	LOC6525457|XP_039233409.1|DYAK	LOC108103286|XP_017064186.1|DEUG
OG0002286	LOC6531766|XP_002092553.2|DYAK	LOC108113194|XP_017079210.1|DEUG
OG0002287	LOC6531485|XP_002092284.1|DYAK	LOC108113123|XP_017079115.1|DEUG
OG0002288	LOC6532627|XP_015049497.1|DYAK	LOC108108303|XP_017071806.1|DEUG
OG0002289	LOC6532696|XP_002093438.1|DYAK	LOC108109822|XP_017074047.1|DEUG
OG0002290	LOC6527124|XP_002088217.1|DYAK	LOC108113415|XP_017079457.1|DEUG
OG0002291	LOC6528429|XP_002089475.2|DYAK	LOC108112619|XP_017078200.1|DEUG
OG0002292	LOC6528334|XP_015054423.1|DYAK	LOC108113072|XP_017079001.1|DEUG
OG0002293	LOC6539197|XP_002086098.3|DYAK	LOC108118498|XP_017086722.1|DEUG, LOC108117562|XP_017085559.1|DEUG
OG0002294	LOC6536195|XP_002096786.1|DYAK	LOC108109421|XP_017073408.1|DEUG
OG0002295	LOC6526995|XP_039226177.1|DYAK	LOC108106973|XP_017069778.1|DEUG
OG0002297	LOC6537220|XP_002097778.2|DYAK	LOC108105609|XP_017067775.1|DEUG
OG0002298	LOC6531973|XP_002092759.1|DYAK	LOC108107345|XP_017070332.1|DEUG
OG0002299	LOC6529341|XP_002090346.1|DYAK	LOC108106651|XP_017069356.1|DEUG
OG0002300	LOC6528129|XP_015053883.1|DYAK	LOC108103376|XP_017064311.1|DEUG
OG0002301	LOC6529207|XP_015052250.1|DYAK	LOC108114863|XP_017081504.1|DEUG
OG0002302	LOC6529200|XP_039229243.1|DYAK	LOC108114826|XP_017081447.1|DEUG
OG0002303	LOC6523820|XP_002099695.1|DYAK	LOC108103290|XP_017064192.1|DEUG
OG0002304	LOC6528277|XP_002089330.1|DYAK	LOC108105844|XP_017068094.1|DEUG
OG0002305	LOC6534792|XP_002095464.1|DYAK	LOC108114625|XP_017081181.1|DEUG
OG0002306	LOC6527736|XP_002088819.1|DYAK	LOC108106176|XP_017068586.1|DEUG
OG0002307	LOC6526464|XP_039227768.1|DYAK	LOC108111738|XP_017076784.1|DEUG
OG0002308	LOC6527872|XP_002088944.1|DYAK	LOC108110916|XP_017075675.1|DEUG
OG0002309	LOC6528161|XP_015054450.1|DYAK	LOC108102589|XP_017063180.1|DEUG
OG0002310	LOC6529232|XP_002090238.1|DYAK	LOC108115511|XP_017082495.1|DEUG
OG0002311	LOC6529747|XP_039229294.1|DYAK	LOC108114807|XP_017081409.1|DEUG
OG0002312	LOC6527489|XP_039226509.1|DYAK	LOC108111143|XP_017076000.1|DEUG
OG0002313	LOC6530404|XP_015051950.1|DYAK	LOC108106659|XP_017069369.1|DEUG
OG0002314	LOC6528614|XP_002089657.1|DYAK	LOC108104454|XP_017066007.1|DEUG
OG0002315	LOC6530204|XP_002091142.1|DYAK	LOC108106805|XP_017069539.1|DEUG
OG0002316	LOC6527226|XP_002088320.1|DYAK	LOC108111837|XP_017076934.1|DEUG
OG0002317	LOC6534172|XP_015050490.1|DYAK	LOC108104281|XP_017065732.1|DEUG
OG0002318	LOC6529609|XP_002090603.1|DYAK	LOC108105690|XP_017067889.1|DEUG
OG0002319	LOC6527464|XP_002088555.1|DYAK	LOC108111195|XP_017076079.1|DEUG
OG0002320	LOC6530716|XP_002091607.1|DYAK	LOC108109078|XP_017072929.1|DEUG
OG0002321	LOC6530164|XP_002091106.2|DYAK	LOC108106785|XP_017069518.1|DEUG
OG0002322	LOC6529217|XP_002090224.1|DYAK	LOC108103415|XP_017064362.1|DEUG
OG0002323	LOC6529246|XP_002090252.1|DYAK	LOC108115532|XP_017082524.1|DEUG
OG0002324	LOC6534914|XP_015050925.1|DYAK	LOC108108795|XP_017072460.1|DEUG
OG0002325	LOC6533644|XP_015050198.1|DYAK	LOC108114148|XP_017080422.1|DEUG
OG0002326	LOC6533645|XP_015050200.1|DYAK	LOC108114152|XP_017080431.1|DEUG
OG0002327	LOC26534581|XP_015047853.1|DYAK	LOC108116372|XP_017083701.1|DEUG
OG0002328	LOC6529777|XP_002090761.1|DYAK	LOC108114876|XP_017081521.1|DEUG
OG0002329	LOC6526387|XP_002087506.1|DYAK	LOC108102680|XP_017063310.1|DEUG
OG0002330	LOC6526389|XP_002087508.1|DYAK	LOC108102682|XP_017063312.1|DEUG
OG0002331	LOC6525854|XP_002101674.1|DYAK	LOC108106048|XP_017068391.1|DEUG
OG0002332	LOC6533454|XP_002094165.1|DYAK	LOC108108173|XP_017071604.1|DEUG
OG0002333	LOC6532131|XP_002092907.2|DYAK	LOC108107334|XP_017070309.1|DEUG
OG0002334	LOC6528109|XP_002089176.1|DYAK	LOC108102504|XP_017063017.1|DEUG
OG0002335	LOC6528669|XP_002089711.2|DYAK	LOC108104594|XP_017066246.1|DEUG
OG0002336	LOC6534992|XP_002095662.2|DYAK	LOC108108515|XP_017072073.1|DEUG
OG0002337	LOC6528772|XP_002089806.2|DYAK	LOC108104793|XP_017066546.1|DEUG
OG0002338	LOC6526970|XP_002088066.1|DYAK	LOC108107142|XP_017070035.1|DEUG
OG0002339	LOC6526683|XP_015053293.1|DYAK	LOC108110999|XP_017075797.1|DEUG
OG0002340	LOC6527323|XP_015053657.1|DYAK	LOC108104088|XP_017065472.1|DEUG
OG0002341	LOC6528856|XP_002089888.1|DYAK	LOC108104870|XP_017066685.1|DEUG
OG0002342	LOC6527582|XP_039226729.1|DYAK	LOC108102567|XP_017063135.1|DEUG
OG0002343	LOC6527598|XP_002088686.2|DYAK	LOC108102598|XP_017063191.1|DEUG
OG0002344	LOC6539147|XP_039227262.1|DYAK	LOC108103094|XP_017063940.1|DEUG
OG0002345	LOC6528500|XP_002089546.1|DYAK	LOC108112623|XP_017078214.1|DEUG
OG0002346	LOC6527000|XP_015053563.1|DYAK	LOC108106979|XP_017069800.1|DEUG
OG0002347	LOC6530177|XP_039229348.1|DYAK	LOC108106718|XP_017069440.1|DEUG
OG0002348	LOC6527695|XP_002088779.1|DYAK	LOC108106166|XP_017068566.1|DEUG
OG0002349	LOC26536309|XP_015054727.1|DYAK	LOC108112628|XP_017078223.1|DEUG
OG0002350	LOC6528499|XP_002089545.1|DYAK	LOC108112621|XP_017078212.1|DEUG
OG0002351	LOC6530119|XP_002091065.1|DYAK	LOC108106782|XP_017069513.1|DEUG
OG0002352	LOC6530036|XP_002090982.1|DYAK	LOC108112965|XP_017078855.1|DEUG
OG0002353	LOC6540552|XP_002087342.2|DYAK	LOC108112067|XP_017077302.1|DEUG
OG0002354	LOC26535576|XP_015054641.1|DYAK, LOC6527802|XP_039227119.1|DYAK	LOC108110981|XP_017075777.1|DEUG
OG0002355	LOC6539240|XP_002086139.2|DYAK	LOC108118125|XP_017086161.1|DEUG
OG0002356	LOC6529553|XP_002090550.1|DYAK	LOC108118473|XP_017086686.1|DEUG
OG0002357	LOC6537292|XP_002097850.1|DYAK	LOC108105239|XP_017067199.1|DEUG
OG0002358	LOC6527985|XP_002089052.1|DYAK	LOC108110921|XP_017075685.1|DEUG
OG0002359	LOC6524299|XP_002100158.2|DYAK	LOC108118298|XP_017086399.1|DEUG
OG0002360	LOC6530319|XP_002091246.1|DYAK	LOC108115466|XP_017082409.1|DEUG
OG0002361	LOC6534872|XP_002095544.1|DYAK	LOC108107565|XP_017070612.1|DEUG
OG0002362	LOC6526927|XP_015053515.1|DYAK	LOC108118328|XP_017086436.1|DEUG
OG0002363	LOC6526968|XP_002088064.1|DYAK	LOC108107148|XP_017070040.1|DEUG
OG0002364	LOC6526966|XP_039226223.1|DYAK	LOC108106960|XP_017069730.1|DEUG
OG0002365	LOC6526964|XP_002088060.1|DYAK	LOC108107085|XP_017069951.1|DEUG
OG0002366	LOC6527628|XP_002088716.2|DYAK	LOC108102597|XP_017063189.1|DEUG
OG0002367	LOC6526508|XP_002087619.1|DYAK	LOC108110789|XP_017075498.1|DEUG
OG0002368	LOC6528068|XP_002089135.1|DYAK	LOC108113463|XP_017079532.1|DEUG
OG0002369	LOC6530134|XP_002091080.1|DYAK	LOC108114949|XP_017081624.1|DEUG
OG0002370	LOC6528185|XP_002089248.2|DYAK	LOC108105743|XP_017067948.1|DEUG
OG0002371	LOC6528183|XP_002089246.1|DYAK	LOC108105832|XP_017068068.1|DEUG
OG0002372	LOC6526801|XP_039226537.1|DYAK	LOC108110766|XP_017075470.1|DEUG
OG0002373	LOC6529529|XP_002090531.1|DYAK	LOC108118448|XP_017086645.1|DEUG
OG0002374	LOC6538623|XP_015048928.1|DYAK	LOC108113816|XP_017080014.1|DEUG
OG0002375	LOC6535989|XP_002096604.1|DYAK	LOC108115146|XP_017081934.1|DEUG
OG0002376	LOC6527011|XP_002088106.1|DYAK	LOC108106976|XP_017069784.1|DEUG
OG0002377	LOC6535411|XP_002096060.1|DYAK	LOC108115305|XP_017082192.1|DEUG
OG0002378	LOC6533960|XP_002094660.1|DYAK	LOC108114501|XP_017081010.1|DEUG
OG0002379	LOC6529409|XP_002090414.1|DYAK	LOC108118068|XP_017086137.1|DEUG
OG0002380	LOC6524009|XP_015045430.1|DYAK	LOC108103249|XP_017064140.1|DEUG
OG0002381	LOC6530350|XP_002091277.1|DYAK	LOC108106791|XP_017069525.1|DEUG
OG0002382	LOC6525292|XP_002101128.1|DYAK	LOC108118080|XP_017086113.1|DEUG
OG0002383	LOC6532438|XP_002093185.1|DYAK	LOC108113928|XP_017080127.1|DEUG
OG0002384	LOC6524451|XP_015045707.1|DYAK	LOC108103633|XP_017064667.1|DEUG
OG0002385	LOC6523724|XP_002099599.1|DYAK	LOC108102324|XP_017062601.1|DEUG
OG0002386	LOC6535740|XP_002096363.1|DYAK	LOC108117101|XP_017084801.1|DEUG
OG0002387	LOC6537856|XP_015048547.1|DYAK	LOC108115582|XP_017082582.1|DEUG
OG0002388	LOC6537217|XP_002097775.2|DYAK	LOC108105604|XP_017067768.1|DEUG
OG0002389	LOC6537877|XP_002098418.1|DYAK	LOC108108842|XP_017072540.1|DEUG
OG0002390	LOC6527171|XP_002088265.1|DYAK	LOC108111097|XP_017075926.1|DEUG
OG0002391	LOC6531657|XP_002092454.1|DYAK	LOC108112971|XP_017078862.1|DEUG
OG0002392	LOC6533023|XP_015049779.1|DYAK	LOC108108157|XP_017071579.1|DEUG
OG0002393	LOC6534442|XP_002095119.1|DYAK	LOC108114612|XP_017081162.1|DEUG
OG0002394	LOC6538492|XP_015048887.1|DYAK	LOC108113651|XP_017079811.1|DEUG
OG0002395	LOC6536579|XP_039231214.1|DYAK	LOC108116344|XP_017083647.1|DEUG
OG0002396	LOC6530507|XP_015052692.1|DYAK	LOC108112825|XP_017078617.1|DEUG
OG0002397	LOC6529110|XP_002090123.1|DYAK	LOC108107013|XP_017069847.1|DEUG, LOC108105575|XP_017067704.1|DEUG
OG0002398	LOC6525234|XP_002101072.2|DYAK	LOC108103161|XP_017064032.1|DEUG
OG0002399	LOC6529080|XP_002090093.1|DYAK	LOC108110368|XP_017074910.1|DEUG
OG0002400	LOC6531632|XP_002092429.2|DYAK	LOC108113363|XP_017079418.1|DEUG
OG0002401	LOC6523699|XP_002099576.1|DYAK	LOC108108760|XP_017072417.1|DEUG
OG0002402	LOC6537081|XP_002097642.2|DYAK	LOC108116458|XP_017083876.1|DEUG, LOC108116457|XP_017083875.1|DEUG
OG0002403	LOC6537080|XP_002097641.1|DYAK	LOC108116518|XP_017083945.1|DEUG
OG0002404	LOC6535249|XP_002095905.1|DYAK	LOC108112065|XP_017077299.1|DEUG
OG0002405	LOC6535404|XP_002096053.1|DYAK	LOC108115363|XP_017082279.1|DEUG
OG0002406	LOC6539324|XP_002086216.1|DYAK	LOC108114557|XP_017081092.1|DEUG
OG0002407	LOC6539029|XP_002099531.1|DYAK	LOC108109382|XP_017073364.1|DEUG
OG0002408	LOC6535417|XP_002096066.1|DYAK	LOC108115339|XP_017082243.1|DEUG
OG0002409	LOC6534097|XP_039230478.1|DYAK	LOC108105953|XP_017068243.1|DEUG
OG0002410	LOC6535726|XP_039231406.1|DYAK	LOC108117168|XP_017084935.1|DEUG
OG0002411	LOC6536303|XP_002096887.1|DYAK	LOC108108339|XP_017071860.1|DEUG
