Orthogroup	DYAK.longest_only	DSUB.longest_only
OG0001623	LOC6526313|XP_002087435.1|DYAK	LOC117901404|XP_034668029.1|DSUB
OG0001624	LOC6527084|XP_002088177.1|DYAK	LOC117899983|XP_034666039.1|DSUB
OG0001625	LOC6529202|XP_002090209.1|DYAK	LOC117900091|XP_034666193.1|DSUB
OG0001626	LOC6527645|XP_002088733.1|DYAK	LOC117902819|XP_034670336.1|DSUB
OG0001627	LOC6537213|XP_015048201.1|DYAK	LOC117896523|XP_034660783.1|DSUB
OG0001628	LOC6538398|XP_002098922.1|DYAK	LOC117896031|XP_034659930.1|DSUB
OG0001629	LOC6529130|XP_002090141.2|DYAK	LOC117897148|XP_034661708.1|DSUB
OG0001630	LOC6538758|XP_002099272.1|DYAK	LOC117896774|XP_034661142.1|DSUB
OG0001631	LOC6535307|XP_039232763.1|DYAK	LOC117897444|XP_034662177.1|DSUB
OG0001632	LOC6527916|XP_002088984.1|DYAK	LOC117900039|XP_034666119.1|DSUB
OG0001633	LOC6537432|XP_002097988.1|DYAK	LOC117899576|XP_034665580.1|DSUB
OG0001634	LOC26535976|XP_015046979.1|DYAK	LOC117899637|XP_034665686.1|DSUB
OG0001635	LOC6538443|XP_002098967.2|DYAK	LOC117897651|XP_034662519.1|DSUB
OG0001636	LOC6536089|XP_002096698.2|DYAK	LOC117897008|XP_034661465.1|DSUB
OG0001637	LOC6536346|XP_002096928.1|DYAK	LOC117897633|XP_034662497.1|DSUB
OG0001638	LOC6524418|XP_002100276.1|DYAK	LOC117903513|XP_034671510.1|DSUB
OG0001639	LOC6529090|XP_039226490.1|DYAK	LOC117892560|XP_034654770.1|DSUB
OG0001640	LOC6536103|XP_002096711.1|DYAK	LOC117897401|XP_034662110.1|DSUB
OG0001641	LOC6537385|XP_002097941.1|DYAK	LOC117897129|XP_034661674.1|DSUB
OG0001642	LOC6525351|XP_002101187.1|DYAK	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB
OG0001643	LOC6526889|XP_002087989.1|DYAK	LOC117901479|XP_034668139.1|DSUB
OG0001644	LOC6534003|XP_015050362.1|DYAK	LOC117894983|XP_034658218.1|DSUB
OG0001645	LOC6530523|XP_002091438.1|DYAK	LOC117891688|XP_034653165.1|DSUB
OG0001646	LOC6531686|XP_015051484.1|DYAK	LOC117890082|XP_034650631.1|DSUB
OG0001647	LOC6528407|XP_039227465.1|DYAK	LOC117892061|XP_034653885.1|DSUB
OG0001648	LOC6534098|XP_015050438.1|DYAK	LOC117895580|XP_034659196.1|DSUB
OG0001649	LOC6530361|XP_002091287.1|DYAK	LOC117890745|XP_034651691.1|DSUB
OG0001650	LOC6530966|XP_039227795.1|DYAK	LOC117892257|XP_034654259.1|DSUB
OG0001651	LOC6531317|XP_015051240.1|DYAK	LOC117892438|XP_034654569.1|DSUB
OG0001652	LOC6534276|XP_002094957.2|DYAK	LOC117893597|XP_034656162.1|DSUB
OG0001653	LOC6534596|XP_002095272.1|DYAK	LOC117893310|XP_034655789.1|DSUB
OG0001654	LOC6531253|XP_002092062.1|DYAK	LOC117891872|XP_034653529.1|DSUB
OG0001655	LOC6528780|XP_002089814.2|DYAK	LOC117891381|XP_034652711.1|DSUB
OG0001656	LOC6526630|XP_002087738.1|DYAK	LOC117901166|XP_034667709.1|DSUB
OG0001657	LOC6534480|XP_002095157.2|DYAK	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	LOC6533792|XP_002094493.1|DYAK	LOC117894841|XP_034657982.1|DSUB
OG0001659	LOC6534024|XP_002094711.1|DYAK	LOC117894325|XP_034657199.1|DSUB
OG0001660	LOC6532397|XP_002093148.1|DYAK	LOC117895575|XP_034659187.1|DSUB
OG0001661	LOC6536562|XP_002097138.1|DYAK	LOC117896577|XP_034660874.1|DSUB
OG0001662	LOC6532763|XP_002093505.1|DYAK	LOC117893580|XP_034656144.1|DSUB
OG0001663	LOC6536908|XP_002097477.2|DYAK	LOC117898542|XP_034663910.1|DSUB
OG0001664	LOC6530951|XP_002091789.1|DYAK	LOC117890306|XP_034650976.1|DSUB
OG0001666	LOC6526700|XP_002087803.1|DYAK	LOC117901219|XP_034667779.1|DSUB
OG0001667	LOC6531180|XP_002092009.1|DYAK	LOC117890073|XP_034650609.1|DSUB
OG0001668	LOC6533151|XP_002093877.2|DYAK	LOC117894576|XP_034657608.1|DSUB
OG0001669	LOC6532888|XP_002093624.3|DYAK	LOC117894192|XP_034656999.1|DSUB
OG0001670	LOC6526031|XP_002101848.1|DYAK, LOC6529074|XP_015054193.1|DYAK	LOC117891458|XP_034652832.1|DSUB
OG0001672	LOC6531124|XP_002091958.1|DYAK, LOC6531125|XP_002091959.1|DYAK, LOC6531126|XP_002091960.1|DYAK	LOC117890198|XP_034650796.1|DSUB
OG0001673	LOC26535617|XP_015052914.1|DYAK, LOC26535945|XP_015052939.1|DYAK, LOC26536408|XP_039228144.1|DYAK	LOC117889993|XP_034650468.1|DSUB
OG0001674	LOC6536791|XP_002097361.1|DYAK	LOC117897490|XP_034662272.1|DSUB
OG0001675	LOC6538464|XP_002098988.1|DYAK, LOC6538465|XP_002098989.1|DYAK	LOC117897805|XP_034662745.1|DSUB
OG0001676	LOC26534707|XP_015052833.1|DYAK	LOC117889833|XP_034650205.1|DSUB
OG0001678	LOC6525684|XP_002101506.2|DYAK	LOC117889621|XP_034649960.1|DSUB
OG0001679	LOC6525501|XP_002101336.1|DYAK	LOC117889641|XP_034649994.1|DSUB
OG0001680	LOC6525411|XP_039228835.1|DYAK	LOC117903607|XP_034671753.1|DSUB
OG0001681	LOC6525938|XP_002101758.1|DYAK	LOC117899543|XP_034665517.1|DSUB
OG0001682	LOC6525746|XP_015046472.1|DYAK	LOC117901328|XP_034667928.1|DSUB, LOC117893856|XP_034656514.1|DSUB
OG0001683	LOC6527715|XP_002088799.1|DYAK	LOC117902293|XP_034669463.1|DSUB
OG0001684	LOC6523726|XP_002099601.1|DYAK	LOC117902952|XP_034670465.1|DSUB
OG0001685	LOC6528930|XP_002089962.1|DYAK	LOC117902060|XP_034669023.1|DSUB
OG0001686	LOC6525843|XP_002101663.1|DYAK	LOC117897905|XP_034662877.1|DSUB
OG0001687	LOC6523795|XP_002099670.1|DYAK	LOC117891813|XP_034653404.1|DSUB
OG0001688	LOC6525494|XP_002101329.1|DYAK	LOC117891891|XP_034653585.1|DSUB
OG0001689	LOC6525545|XP_002101380.2|DYAK	LOC117903276|XP_034671069.1|DSUB
OG0001690	LOC6533112|XP_002093838.1|DYAK	LOC117895521|XP_034659117.1|DSUB
OG0001691	LOC6526893|XP_002087992.1|DYAK	LOC117900525|XP_034666814.1|DSUB
OG0001692	LOC6535612|XP_039231210.1|DYAK	LOC117899532|XP_034665492.1|DSUB
OG0001693	LOC6524597|XP_015045767.1|DYAK	LOC117895007|XP_034658249.1|DSUB
OG0001694	LOC6535584|XP_039231295.1|DYAK	LOC117896266|XP_034660348.1|DSUB
OG0001695	LOC6531057|XP_002091891.1|DYAK	LOC117902281|XP_034669444.1|DSUB
OG0001696	LOC6536493|XP_015047766.1|DYAK	LOC117899424|XP_034665310.1|DSUB
OG0001697	LOC6538604|XP_002099126.1|DYAK	LOC117898624|XP_034664071.1|DSUB
OG0001698	LOC6526057|XP_039230233.1|DYAK	LOC117903191|XP_034670942.1|DSUB
OG0001699	LOC6536526|XP_002097102.1|DYAK	LOC117898337|XP_034663552.1|DSUB
OG0001700	LOC6536393|XP_015047728.1|DYAK	LOC117898138|XP_034663224.1|DSUB
OG0001701	LOC6537549|XP_002098095.2|DYAK	LOC117896173|XP_034660145.1|DSUB
OG0001702	LOC6527938|XP_002089005.1|DYAK	LOC117901998|XP_034668903.1|DSUB
OG0001703	LOC6537826|XP_002098367.2|DYAK	LOC117898053|XP_034663105.1|DSUB
OG0001704	LOC6537827|XP_002098368.1|DYAK	LOC117896571|XP_034660862.1|DSUB
OG0001705	LOC6537994|XP_015048602.1|DYAK	LOC117897467|XP_034662207.1|DSUB
OG0001706	LOC6529114|XP_015054172.1|DYAK	LOC117902107|XP_034669106.1|DSUB
OG0001707	LOC6537866|XP_039231170.1|DYAK	LOC117897850|XP_034662809.1|DSUB
OG0001708	LOC6536998|XP_039232272.1|DYAK	LOC117896790|XP_034661178.1|DSUB
OG0001709	LOC6532954|XP_002093689.1|DYAK	LOC117894285|XP_034657134.1|DSUB
OG0001710	LOC6537661|XP_039232835.1|DYAK	LOC117899699|XP_034665797.1|DSUB
OG0001711	LOC6537742|XP_015048478.1|DYAK	LOC117896310|XP_034660425.1|DSUB
OG0001712	LOC6538797|XP_002099310.1|DYAK	LOC117897542|XP_034662359.1|DSUB
OG0001713	LOC6536624|XP_002097196.1|DYAK	LOC117899583|XP_034665590.1|DSUB
OG0001714	LOC6535367|XP_039232025.1|DYAK	LOC117899714|XP_034665820.1|DSUB
OG0001715	LOC6525596|XP_002101431.2|DYAK	LOC117898307|XP_034663477.1|DSUB
OG0001716	LOC6525347|XP_002101183.1|DYAK	LOC117896220|XP_034660249.1|DSUB
OG0001717	LOC6537970|XP_002098507.2|DYAK	LOC117898609|XP_034664050.1|DSUB
OG0001718	LOC6537784|XP_039232755.1|DYAK	LOC117896497|XP_034660729.1|DSUB
OG0001719	LOC6537872|XP_039231044.1|DYAK	LOC117897852|XP_034662813.1|DSUB
OG0001720	LOC6536555|XP_039232796.1|DYAK	LOC117896038|XP_034659938.1|DSUB
OG0001721	LOC6536187|XP_002096778.1|DYAK	LOC117899569|XP_034665573.1|DSUB
OG0001722	LOC6539549|XP_015045106.2|DYAK	LOC117895185|XP_034658555.1|DSUB
OG0001723	LOC6529108|XP_002090121.1|DYAK	LOC117890227|XP_034650856.1|DSUB
OG0001724	LOC6530621|XP_039228677.1|DYAK	LOC117891687|XP_034653157.1|DSUB
OG0001725	LOC6528870|XP_015054095.1|DYAK	LOC117891670|XP_034653130.1|DSUB
OG0001726	LOC6534724|XP_002095399.1|DYAK	LOC117893624|XP_034656195.1|DSUB
OG0001727	LOC6537769|XP_002098310.1|DYAK	LOC117896307|XP_034660421.1|DSUB
OG0001728	LOC6530222|XP_002091159.1|DYAK	LOC117891650|XP_034653090.1|DSUB
OG0001729	LOC6532157|XP_039228994.1|DYAK	LOC117891659|XP_034653105.1|DSUB
OG0001730	LOC6527343|XP_002088435.1|DYAK	LOC117900752|XP_034667125.1|DSUB
OG0001731	LOC6530011|XP_039228078.1|DYAK	LOC117891096|XP_034652170.1|DSUB
OG0001732	LOC6527125|XP_002088219.1|DYAK	LOC117901736|XP_034668510.1|DSUB
OG0001733	LOC6530654|XP_002091552.1|DYAK	LOC117892183|XP_034654161.1|DSUB
OG0001734	LOC6528690|XP_002089732.1|DYAK	LOC117891240|XP_034652477.1|DSUB
OG0001735	LOC6534649|XP_002095324.2|DYAK	LOC117895799|XP_034659610.1|DSUB
OG0001736	LOC6531026|XP_002091863.1|DYAK	LOC117892113|XP_034654019.1|DSUB
OG0001737	LOC6531873|XP_002092660.2|DYAK	LOC117891221|XP_034652457.1|DSUB
OG0001738	LOC6534349|XP_002095028.1|DYAK	LOC117894606|XP_034657648.1|DSUB
OG0001739	LOC26536353|XP_015045318.1|DYAK	LOC117890680|XP_034651555.1|DSUB
OG0001740	LOC6531814|XP_002092601.1|DYAK	LOC117891621|XP_034653048.1|DSUB
OG0001741	LOC6539040|XP_002099542.1|DYAK	LOC117899653|XP_034665724.1|DSUB
OG0001742	LOC6528872|XP_002089904.1|DYAK	LOC117890131|XP_034650709.1|DSUB, LOC117890132|XP_034650710.1|DSUB
OG0001743	LOC6532441|XP_002093188.1|DYAK	LOC117893557|XP_034656110.1|DSUB
OG0001744	LOC6528316|XP_039226740.1|DYAK	LOC117889742|XP_034650056.1|DSUB
OG0001745	LOC6531327|XP_039228422.1|DYAK	LOC117892426|XP_034654551.1|DSUB
OG0001746	LOC6533610|XP_002094318.1|DYAK	LOC117894423|XP_034657357.1|DSUB
OG0001747	LOC6531184|XP_039228291.1|DYAK	LOC117890076|XP_034650610.1|DSUB
OG0001748	LOC6532644|XP_002093388.2|DYAK	LOC117895669|XP_034659381.1|DSUB
OG0001749	LOC6532075|XP_002092852.1|DYAK	LOC117892211|XP_034654202.1|DSUB
OG0001750	LOC6532073|XP_002092850.1|DYAK	LOC117892206|XP_034654195.1|DSUB
OG0001751	LOC6534338|XP_015050580.1|DYAK	LOC117893996|XP_034656699.1|DSUB
OG0001752	LOC6533128|XP_002093854.1|DYAK	LOC117895535|XP_034659133.1|DSUB
OG0001753	LOC6532831|XP_015049628.2|DYAK	LOC117893684|XP_034656264.1|DSUB
OG0001754	LOC6530076|XP_015052583.2|DYAK	LOC117889901|XP_034650307.1|DSUB
OG0001755	LOC6532841|XP_015049649.1|DYAK	LOC117894184|XP_034656988.1|DSUB
OG0001756	LOC6531481|XP_002092280.1|DYAK	LOC117891537|XP_034652939.1|DSUB
OG0001757	LOC6531086|XP_002091920.1|DYAK	LOC117891011|XP_034652060.1|DSUB
OG0001758	LOC6534033|XP_015050384.1|DYAK	LOC117895768|XP_034659533.1|DSUB
OG0001759	LOC6531651|XP_002092448.3|DYAK	LOC117890765|XP_034651722.1|DSUB
OG0001760	LOC6528723|XP_002089758.1|DYAK	LOC117891361|XP_034652688.1|DSUB
OG0001761	LOC6530656|XP_002091554.2|DYAK	LOC117892178|XP_034654150.1|DSUB
OG0001762	LOC6527046|XP_015053579.1|DYAK	LOC117902728|XP_034670191.1|DSUB
OG0001763	LOC6527020|XP_002088115.2|DYAK	LOC117902566|XP_034669900.1|DSUB
OG0001764	LOC6537029|XP_002097596.2|DYAK	LOC117897455|XP_034662192.1|DSUB
OG0001765	LOC6528766|XP_039227560.1|DYAK	LOC117892288|XP_034654299.1|DSUB
OG0001766	LOC6527761|XP_015053795.1|DYAK	LOC117900266|XP_034666466.1|DSUB
OG0001767	LOC6526693|XP_002087797.2|DYAK	LOC117900609|XP_034666915.1|DSUB, LOC117901185|XP_034667730.1|DSUB
OG0001768	LOC6526304|XP_002087426.1|DYAK	LOC117902484|XP_034669786.1|DSUB
OG0001769	LOC6528096|XP_002089163.1|DYAK	LOC117901087|XP_034667603.1|DSUB
OG0001770	LOC6527199|XP_002088293.1|DYAK	LOC117899985|XP_034666044.1|DSUB
OG0001771	LOC6526731|XP_002087834.1|DYAK	LOC117902713|XP_034670166.1|DSUB
OG0001772	LOC6528015|XP_002089082.1|DYAK	LOC117902463|XP_034669757.1|DSUB
OG0001773	LOC6527945|XP_002089012.3|DYAK	LOC117901992|XP_034668895.1|DSUB
OG0001774	LOC120322342|XP_039233324.1|DYAK, LOC6532112|XP_002092888.2|DYAK	LOC117891437|XP_034652801.1|DSUB
OG0001775	LOC6525013|XP_002100852.1|DYAK	LOC117894004|XP_034656722.1|DSUB
OG0001776	LOC6527078|XP_002088171.1|DYAK	LOC117900734|XP_034667100.1|DSUB
OG0001777	LOC6526949|XP_002088045.1|DYAK	LOC117901125|XP_034667655.1|DSUB
OG0001778	LOC6528924|XP_002089956.1|DYAK	LOC117902058|XP_034669021.1|DSUB
OG0001779	LOC6527958|XP_039226979.1|DYAK	LOC117900601|XP_034666904.1|DSUB
OG0001780	LOC6529106|XP_002090119.1|DYAK	LOC117892514|XP_034654688.1|DSUB
OG0001781	LOC6529789|XP_039229228.1|DYAK	LOC117901199|XP_034667742.1|DSUB
OG0001782	LOC6527519|XP_015053705.1|DYAK	LOC117900207|XP_034666373.1|DSUB
OG0001783	LOC6527800|XP_002088873.1|DYAK	LOC117902122|XP_034669137.1|DSUB
OG0001784	LOC6526434|XP_002087553.1|DYAK	LOC117900170|XP_034666306.1|DSUB
OG0001785	LOC6528775|XP_002089809.1|DYAK	LOC117891113|XP_034652207.1|DSUB
OG0001786	LOC6526971|XP_002088067.1|DYAK	LOC117900476|XP_034666749.1|DSUB
OG0001787	LOC6526969|XP_002088065.2|DYAK	LOC117900425|XP_034666680.1|DSUB
OG0001788	LOC6529898|XP_002090855.1|DYAK	LOC117891498|XP_034652877.1|DSUB
OG0001789	LOC6531765|XP_002092552.1|DYAK	LOC117890090|XP_034650641.1|DSUB
OG0001790	LOC6526953|XP_002088049.1|DYAK	LOC117901611|XP_034668321.1|DSUB
OG0001791	LOC6530270|XP_039229130.1|DYAK	LOC117892276|XP_034654287.1|DSUB
OG0001792	LOC6529618|XP_015052092.1|DYAK	LOC117901206|XP_034667751.1|DSUB
OG0001793	LOC6530368|XP_015052658.1|DYAK	LOC117892145|XP_034654076.1|DSUB
OG0001794	LOC6528923|XP_002089955.1|DYAK	LOC117902057|XP_034669020.1|DSUB
OG0001795	LOC6529544|XP_015052105.1|DYAK	LOC117901874|XP_034668722.1|DSUB
OG0001796	LOC6525593|XP_002101428.1|DYAK	LOC117893845|XP_034656505.1|DSUB
OG0001797	LOC6523713|XP_039233042.1|DYAK	LOC117902992|XP_034670599.1|DSUB
OG0001798	LOC6531641|XP_002092438.1|DYAK	LOC117890798|XP_034651765.1|DSUB
OG0001799	LOC6526142|XP_002101956.2|DYAK	LOC117895794|XP_034659593.1|DSUB
OG0001800	LOC6526943|XP_002088041.2|DYAK	LOC117900297|XP_034666500.1|DSUB
OG0001801	LOC6532511|XP_002093257.2|DYAK	LOC117894317|XP_034657179.1|DSUB
OG0001802	LOC6536248|XP_002096834.1|DYAK	LOC117897197|XP_034661791.1|DSUB
OG0001803	LOC6535965|XP_039231787.1|DYAK	LOC117896991|XP_034661439.1|DSUB, LOC117896797|XP_034661186.1|DSUB
OG0001804	LOC6537472|XP_002098028.2|DYAK	LOC117898217|XP_034663336.1|DSUB
OG0001805	LOC6532739|XP_002093481.1|DYAK	LOC117894620|XP_034657676.1|DSUB
OG0001806	LOC6538699|XP_002099214.1|DYAK	LOC117896836|XP_034661242.1|DSUB
OG0001807	LOC6537207|XP_002097765.1|DYAK	LOC117896387|XP_034660583.1|DSUB
OG0001808	LOC6536643|XP_015047865.1|DYAK	LOC117899422|XP_034665303.1|DSUB
OG0001809	LOC6535310|XP_015047048.2|DYAK	LOC117897776|XP_034662712.1|DSUB
OG0001810	LOC6537850|XP_002098391.1|DYAK	LOC117898187|XP_034663294.1|DSUB
OG0001811	LOC6528522|XP_002089568.3|DYAK	LOC117891331|XP_034652641.1|DSUB
OG0001812	LOC6525188|XP_015046148.1|DYAK	LOC117901271|XP_034667860.1|DSUB
OG0001813	LOC6535695|XP_039231150.1|DYAK	LOC117896350|XP_034660513.1|DSUB
OG0001814	LOC6535998|XP_039231592.1|DYAK	LOC117898951|XP_034664566.1|DSUB
OG0001815	LOC6537498|XP_002098046.1|DYAK	LOC117899630|XP_034665677.1|DSUB
OG0001816	LOC6529928|XP_002090884.1|DYAK	LOC117892673|XP_034654960.1|DSUB
OG0001817	LOC6528821|XP_039226531.1|DYAK	LOC117892674|XP_034654961.1|DSUB
OG0001818	LOC6525087|XP_039226098.1|DYAK	LOC117903508|XP_034671482.1|DSUB
OG0001819	LOC6531584|XP_002092382.1|DYAK	LOC117890011|XP_034650501.1|DSUB
OG0001820	LOC6525439|XP_002101274.1|DYAK	LOC117901671|XP_034668402.1|DSUB
OG0001821	LOC6532093|XP_002092869.1|DYAK	LOC117892050|XP_034653869.1|DSUB
OG0001822	LOC6531730|XP_002092520.1|DYAK	LOC117890767|XP_034651725.1|DSUB
OG0001823	LOC6533669|XP_002094375.1|DYAK	LOC117895529|XP_034659126.1|DSUB
OG0001824	LOC6526447|XP_002087566.1|DYAK	LOC117901929|XP_034668789.1|DSUB
OG0001825	LOC6530918|XP_039228589.1|DYAK	LOC117891815|XP_034653418.1|DSUB
OG0001826	LOC6529359|XP_002090364.1|DYAK	LOC117890007|XP_034650495.1|DSUB
OG0001827	LOC6531696|XP_015051490.1|DYAK	LOC117892122|XP_034654045.1|DSUB
OG0001828	LOC6524613|XP_002100470.1|DYAK	LOC117899319|XP_034665145.1|DSUB
OG0001829	LOC6530195|XP_002091133.1|DYAK	LOC117891309|XP_034652610.1|DSUB
OG0001830	LOC6531758|XP_002092548.1|DYAK	LOC117890381|XP_034651072.1|DSUB
OG0001831	LOC6534266|XP_002094947.1|DYAK	LOC117894885|XP_034658057.1|DSUB
OG0001832	LOC6524003|XP_015045421.1|DYAK	LOC117900284|XP_034666490.1|DSUB
OG0001833	LOC6531931|XP_002092717.2|DYAK	LOC117891257|XP_034652518.1|DSUB
OG0001834	LOC6537260|XP_002097818.1|DYAK	LOC117899185|XP_034664937.1|DSUB
OG0001838	LOC6529963|XP_002090910.1|DYAK	LOC117891127|XP_034652222.1|DSUB
OG0001839	LOC6526346|XP_002087468.1|DYAK, LOC6530779|XP_002091666.1|DYAK	LOC117890231|XP_034650860.1|DSUB
OG0001840	LOC26535364|XP_015052898.1|DYAK, LOC26535710|XP_039228125.1|DYAK	LOC117901632|XP_034668353.1|DSUB
OG0001841	LOC6532297|XP_002093057.2|DYAK, LOC6532296|XP_002093056.1|DYAK	LOC117894195|XP_034657002.1|DSUB
OG0001842	LOC6533503|XP_002094214.1|DYAK, LOC6526930|XP_002088028.1|DYAK	LOC117895589|XP_034659229.1|DSUB
OG0001843	LOC6534942|XP_002095612.1|DYAK	LOC117894263|XP_034657108.1|DSUB
OG0001844	LOC6534142|XP_002094826.1|DYAK, LOC6534143|XP_002094827.1|DYAK	LOC117893929|XP_034656602.1|DSUB
OG0001845	LOC6531797|XP_002092584.1|DYAK	LOC117890229|XP_034650858.1|DSUB
OG0001846	LOC6537451|XP_002098007.1|DYAK, LOC120321824|XP_039231726.1|DYAK, LOC6537449|XP_002098005.3|DYAK	LOC117896672|XP_034661010.1|DSUB
OG0001847	LOC120321513|XP_039230119.1|DYAK, LOC120321505|XP_039230042.1|DYAK, LOC120321398|XP_039229565.1|DYAK	LOC117895532|XP_034659130.1|DSUB, LOC117895533|XP_034659131.1|DSUB, LOC117895534|XP_034659132.1|DSUB
OG0001848	LOC26535568|XP_039233334.1|DYAK	LOC117896316|XP_034660438.1|DSUB
OG0001849	LOC6538812|XP_002099325.1|DYAK	LOC117899030|XP_034664680.1|DSUB
OG0001850	LOC6523746|XP_039232891.1|DYAK	LOC117902978|XP_034670536.1|DSUB
OG0001851	LOC6523728|XP_039232878.1|DYAK	LOC117902914|XP_034670374.1|DSUB
OG0001852	LOC6532234|XP_039229372.1|DYAK	LOC117894012|XP_034656728.1|DSUB
OG0001853	LOC6538383|XP_039231982.1|DYAK	LOC117896467|XP_034660691.1|DSUB
OG0001854	LOC6524813|XP_002100655.2|DYAK	LOC117903633|XP_034671797.1|DSUB
OG0001855	LOC6531359|XP_002092162.1|DYAK	LOC117892107|XP_034654008.1|DSUB
OG0001856	LOC6525264|XP_002101100.1|DYAK	LOC117900882|XP_034667300.1|DSUB, LOC117903167|XP_034670903.1|DSUB
OG0001857	LOC6526091|XP_002101908.1|DYAK	LOC117903887|XP_034672280.1|DSUB
OG0001858	LOC6525823|XP_002101643.1|DYAK	LOC117903832|XP_034672174.1|DSUB
OG0001859	LOC6526196|XP_002102005.1|DYAK	LOC117900987|XP_034667478.1|DSUB
OG0001860	LOC6534246|XP_002094928.1|DYAK	LOC117894414|XP_034657315.1|DSUB
OG0001861	LOC6538349|XP_002098874.1|DYAK	LOC117896120|XP_034660066.1|DSUB
OG0001862	LOC6526135|XP_002101952.2|DYAK	LOC117903476|XP_034671422.1|DSUB
OG0001863	LOC6524650|XP_002100507.1|DYAK	LOC117903757|XP_034672058.1|DSUB
OG0001864	LOC6537274|XP_015048245.1|DYAK	LOC117896534|XP_034660804.1|DSUB
OG0001865	LOC6525601|XP_002101436.1|DYAK	LOC117896088|XP_034660021.1|DSUB
OG0001866	LOC6536913|XP_015048008.1|DYAK	LOC117899544|XP_034665513.1|DSUB
OG0001867	LOC6534316|XP_015050569.1|DYAK	LOC117894240|XP_034657052.1|DSUB
OG0001868	LOC6529230|XP_039228821.1|DYAK	LOC117901979|XP_034668877.1|DSUB
OG0001869	LOC6535871|XP_039231370.1|DYAK	LOC117897866|XP_034662830.1|DSUB
OG0001870	LOC6525489|XP_002101324.1|DYAK	LOC117901331|XP_034667934.1|DSUB
OG0001871	LOC6525014|XP_002100853.1|DYAK	LOC117894097|XP_034656865.1|DSUB
OG0001872	LOC6538886|XP_039231533.1|DYAK	LOC117897151|XP_034661714.1|DSUB
OG0001873	LOC6535251|XP_002095907.1|DYAK	LOC117899457|XP_034665359.1|DSUB
OG0001874	LOC6538608|XP_002099130.1|DYAK	LOC117899763|XP_034665911.1|DSUB
OG0001875	LOC6538944|XP_002099448.1|DYAK	LOC117899728|XP_034665863.1|DSUB
OG0001876	LOC6524873|XP_002100713.1|DYAK	LOC117903031|XP_034670655.1|DSUB
OG0001877	LOC6524375|XP_002100233.1|DYAK	LOC117895602|XP_034659664.1|DSUB, LOC117896339|XP_034660898.1|DSUB, LOC117898690|XP_034664599.1|DSUB
OG0001878	LOC6536954|XP_015048029.1|DYAK	LOC117899117|XP_034664797.1|DSUB
OG0001879	LOC6538602|XP_002099124.2|DYAK	LOC117898617|XP_034664062.1|DSUB
OG0001880	LOC6535639|XP_002096267.1|DYAK	LOC117897570|XP_034662404.1|DSUB
OG0001881	LOC6535952|XP_002096568.2|DYAK	LOC117899168|XP_034664918.1|DSUB
OG0001882	LOC6538302|XP_002098829.1|DYAK	LOC117896981|XP_034661427.1|DSUB
OG0001883	LOC6537841|XP_015048540.1|DYAK	LOC117898459|XP_034663772.1|DSUB
OG0001884	LOC6535853|XP_002096472.2|DYAK	LOC117896332|XP_034660463.1|DSUB
OG0001885	LOC6527341|XP_002088433.1|DYAK	LOC117902391|XP_034669606.1|DSUB
OG0001886	LOC6536352|XP_002096934.1|DYAK	LOC117897635|XP_034662500.1|DSUB
OG0001887	LOC6529342|XP_002090347.1|DYAK	LOC117890177|XP_034650766.1|DSUB
OG0001888	LOC6535378|XP_015047097.1|DYAK	LOC117898084|XP_034663153.1|DSUB
OG0001889	LOC6525245|XP_002101082.1|DYAK	LOC117898691|XP_034664199.1|DSUB
OG0001890	LOC6539743|XP_002086623.1|DYAK	LOC117895778|XP_034659565.1|DSUB
OG0001891	LOC6535791|XP_015047354.2|DYAK	LOC117896271|XP_034660365.1|DSUB
OG0001892	LOC6539976|XP_002086851.1|DYAK	LOC117896929|XP_034661359.1|DSUB
OG0001893	LOC6538289|XP_002098816.1|DYAK	LOC117897260|XP_034661875.1|DSUB
OG0001894	LOC6528488|XP_002089534.1|DYAK	LOC117890237|XP_034650867.1|DSUB
OG0001895	LOC6523748|XP_015046915.2|DYAK	LOC117902909|XP_034670360.1|DSUB
OG0001896	LOC6539265|XP_039227277.1|DYAK	LOC117901446|XP_034668078.1|DSUB
OG0001897	LOC6536486|XP_002097064.1|DYAK	LOC117896327|XP_034660455.1|DSUB
OG0001898	LOC6524832|XP_002100674.1|DYAK	LOC117903320|XP_034671153.1|DSUB
OG0001899	LOC6535610|XP_039231329.1|DYAK	LOC117899534|XP_034665494.1|DSUB
OG0001900	LOC6540283|XP_039229939.1|DYAK	LOC117893840|XP_034656497.1|DSUB
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC117901820|XP_034668629.1|DSUB
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC117896379|XP_034660547.1|DSUB
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC117897185|XP_034661775.1|DSUB
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC117899013|XP_034664660.1|DSUB
OG0001905	LOC6525046|XP_002100885.1|DYAK	LOC117898789|XP_034664318.1|DSUB
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC117899611|XP_034665636.1|DSUB
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC117889615|XP_034649930.1|DSUB
