Orthogroup	DYAK.longest_only	DELE.longest_only
OG0000561	LOC6533883|XP_002094583.1|DYAK	LOC108146961|XP_017128706.1|DELE
OG0000562	LOC6533713|XP_002094418.1|DYAK	LOC108150259|XP_017133828.1|DELE
OG0000562	LOC6533693|XP_002094398.2|DYAK	LOC108150332|XP_017133943.1|DELE
OG0000563	LOC26535721|XP_039229993.1|DYAK	LOC108146586|XP_017128096.1|DELE
OG0000563	LOC6533945|XP_002094645.2|DYAK	LOC108146635|XP_017128168.1|DELE
OG0000564	LOC6534675|XP_002095350.1|DYAK	LOC108142243|XP_017121451.1|DELE
OG0000564	LOC6534674|XP_002095349.1|DYAK	LOC108142261|XP_017121470.1|DELE
OG0000565	LOC6529752|XP_002090742.2|DYAK, LOC120321833|XP_039231757.1|DYAK, LOC120322323|XP_039233298.1|DYAK, LOC26536115|XP_039231756.1|DYAK, LOC6540187|XP_002087034.3|DYAK	LOC108135474|XP_017111705.1|DELE
OG0000566	LOC6536684|XP_015047897.1|DYAK	LOC108135804|XP_017112170.1|DELE
OG0000566	LOC6533474|XP_002094185.1|DYAK	LOC108146214|XP_017127622.1|DELE
OG0000567	LOC6525502|XP_002101337.1|DYAK	LOC108141619|XP_017120577.1|DELE
OG0000567	LOC6525504|XP_002101339.1|DYAK	LOC108141358|XP_017120172.1|DELE
OG0000568	LOC6524317|XP_002100176.2|DYAK	LOC108135908|XP_017112314.1|DELE
OG0000568	LOC6535286|XP_002095942.1|DYAK	LOC108141116|XP_017119821.1|DELE
OG0000569	LOC6536426|XP_002097008.1|DYAK	LOC108139269|XP_017117445.1|DELE
OG0000570	LOC6538748|XP_002099263.1|DYAK	LOC108136985|XP_017113968.1|DELE
OG0000570	LOC6538747|XP_002099262.1|DYAK	LOC108136983|XP_017113967.1|DELE
OG0000571	LOC6538188|XP_039231291.1|DYAK	LOC108148742|XP_017131420.1|DELE
OG0000572	LOC6536878|XP_002097447.2|DYAK	LOC108136863|XP_017113792.1|DELE
OG0000572	LOC6536875|XP_002097444.1|DYAK	LOC108136866|XP_017113797.1|DELE
OG0000573	LOC6533499|XP_002094210.1|DYAK	LOC108146302|XP_017127742.1|DELE
OG0000573	LOC6531880|XP_002092667.1|DYAK	LOC108143411|XP_017123291.1|DELE
OG0000574	LOC6534394|XP_002095072.1|DYAK	LOC108146732|XP_017128324.1|DELE
OG0000574	LOC6535772|XP_002096395.1|DYAK	LOC108136828|XP_017113733.1|DELE
OG0000575	LOC6533910|XP_002094610.1|DYAK	LOC108146581|XP_017128092.1|DELE
OG0000575	LOC6533909|XP_002094609.1|DYAK	LOC108146935|XP_017128674.1|DELE
OG0000576	LOC6536071|XP_039231741.1|DYAK	LOC108141226|XP_017119969.1|DELE
OG0000576	LOC6536072|XP_039231740.1|DYAK	LOC108141225|XP_017119967.1|DELE
OG0000577	LOC6529624|XP_002090618.2|DYAK	LOC108138975|XP_017117048.1|DELE
OG0000577	LOC6529625|XP_002090619.1|DYAK	LOC108138878|XP_017116897.1|DELE
OG0000578	LOC6527146|XP_015053181.1|DYAK	LOC108141940|XP_017121069.1|DELE
OG0000578	LOC6531756|XP_002092546.2|DYAK	LOC108135381|XP_017111560.1|DELE
OG0000579	LOC6537360|XP_002097917.1|DYAK	LOC108139301|XP_017117488.1|DELE
OG0000579	LOC6533959|XP_002094659.1|DYAK	LOC108146978|XP_017128723.1|DELE
OG0000580	LOC6536565|XP_002097141.1|DYAK	LOC108140387|XP_017118583.1|DELE
OG0000580	LOC6536566|XP_002097142.1|DYAK	LOC108140386|XP_017118580.1|DELE
OG0000581	LOC120321749|XP_039231384.1|DYAK	LOC108140600|XP_017118996.1|DELE
OG0000581	LOC6524971|XP_002100811.2|DYAK	LOC108145571|XP_017126570.1|DELE
OG0000582	LOC6533810|XP_002094511.1|DYAK	LOC108142515|XP_017121924.1|DELE
OG0000582	LOC6530952|XP_015052778.1|DYAK	LOC108147053|XP_017128826.1|DELE
OG0000583	LOC6531811|XP_002092598.2|DYAK	LOC108143424|XP_017123317.1|DELE
OG0000583	LOC6531816|XP_002092603.1|DYAK	LOC108143434|XP_017123338.1|DELE
OG0000584	LOC6527824|XP_002088897.1|DYAK	LOC108142140|XP_017121325.1|DELE
OG0000584	LOC6527823|XP_002088896.1|DYAK	LOC108141675|XP_017120639.1|DELE
OG0000585	LOC6532751|XP_002093493.1|DYAK	LOC108147415|XP_017129342.1|DELE
OG0000586	LOC6530578|XP_002091491.1|DYAK	LOC108141863|XP_017120945.1|DELE
OG0000586	LOC6528668|XP_039227750.1|DYAK	LOC108146829|XP_017128554.1|DELE, LOC108149888|XP_017133273.1|DELE
OG0000586	LOC6529961|XP_002090908.2|DYAK	LOC108149133|XP_017132026.1|DELE
OG0000587	LOC26534989|XP_015051547.2|DYAK	LOC108149176|XP_017132078.1|DELE
OG0000587	LOC6533755|XP_015050247.2|DYAK	LOC108135604|XP_017111905.1|DELE
OG0000587	LOC6531643|XP_002092440.2|DYAK	LOC108144246|XP_017124414.1|DELE, LOC108144221|XP_017124385.1|DELE, LOC108144206|XP_017124366.1|DELE
OG0000589	LOC6525016|XP_039227985.1|DYAK	LOC108142343|XP_017121590.1|DELE
OG0000590	LOC6537853|XP_002098394.1|DYAK	LOC108148541|XP_017131072.1|DELE
OG0000590	LOC6524288|XP_002100150.1|DYAK	LOC108137429|XP_017114582.1|DELE
OG0000592	LOC6528485|XP_002089531.1|DYAK	LOC108149643|XP_017132868.1|DELE
OG0000592	LOC6530384|XP_002091310.1|DYAK	LOC108149710|XP_017132965.1|DELE
OG0000593	LOC6538048|XP_002098583.1|DYAK	LOC108148558|XP_017131095.1|DELE
OG0000593	LOC6524921|XP_002100761.1|DYAK	LOC108148120|XP_017130458.1|DELE
OG0000594	LOC6538086|XP_002098620.1|DYAK	LOC108148869|XP_017131659.1|DELE
OG0000594	LOC6536776|XP_002097347.1|DYAK	LOC108135041|XP_017111068.1|DELE
OG0000595	LOC6536984|XP_002097553.1|DYAK	LOC108139330|XP_017117530.1|DELE
OG0000595	LOC6538160|XP_039232124.1|DYAK	LOC108148856|XP_017131636.1|DELE
OG0000596	LOC6523866|XP_002099739.1|DYAK	LOC108137343|XP_017114469.1|DELE
OG0000596	LOC6536544|XP_002097120.1|DYAK	LOC108135757|XP_017112096.1|DELE
OG0000597	LOC6538646|XP_002099166.2|DYAK	LOC108142939|XP_017122523.1|DELE
OG0000597	LOC6538993|XP_039231671.1|DYAK	LOC108142940|XP_017122524.1|DELE
OG0000598	LOC6536886|XP_002097455.1|DYAK	LOC108136890|XP_017113836.1|DELE
OG0000599	LOC6523845|XP_039229652.1|DYAK	LOC108145616|XP_017126641.1|DELE
OG0000600	LOC6530024|XP_002090970.1|DYAK	LOC108145033|XP_017125705.1|DELE
OG0000600	LOC6530025|XP_015052548.1|DYAK	LOC108145023|XP_017125686.1|DELE
OG0000601	LOC6526989|XP_002088085.1|DYAK	LOC108150725|XP_017134511.1|DELE
OG0000601	LOC6526618|XP_002087726.1|DYAK	LOC108147926|XP_017130198.1|DELE
OG0000602	LOC6527470|XP_002088561.1|DYAK	LOC108149248|XP_017132177.1|DELE
OG0000602	LOC6527471|XP_002088562.1|DYAK	LOC108149565|XP_017132692.1|DELE
OG0000603	LOC6527669|XP_002088755.1|DYAK	LOC108149432|XP_017132494.1|DELE
OG0000604	LOC6526617|XP_002087725.1|DYAK	LOC108147930|XP_017130201.1|DELE
OG0000604	LOC6526616|XP_002087724.1|DYAK	LOC108147931|XP_017130203.1|DELE
OG0000605	LOC6529254|XP_002090259.1|DYAK	LOC108141697|XP_017120669.1|DELE
OG0000606	LOC6537818|XP_002098359.1|DYAK	LOC108137388|XP_017114536.1|DELE
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC108148402|XP_017130923.1|DELE
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC108140798|XP_017119285.1|DELE
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC108147102|XP_017128879.1|DELE
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC108147211|XP_017129059.1|DELE
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC108147832|XP_017130075.1|DELE
OG0000610	LOC6535030|XP_002095696.2|DYAK	LOC108135667|XP_017111991.1|DELE
OG0000610	LOC6530566|XP_002091479.1|DYAK	LOC108141874|XP_017120964.1|DELE
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC108145457|XP_017126388.1|DELE
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC108137450|XP_017114632.1|DELE, LOC108137993|XP_017115457.1|DELE
OG0000612	LOC6534209|XP_039229516.1|DYAK	LOC108135484|XP_017111716.1|DELE
OG0000612	LOC6534210|XP_002094892.3|DYAK	LOC108135483|XP_017111715.1|DELE
OG0000612	LOC6534211|XP_039229518.1|DYAK	LOC108135510|XP_017111743.1|DELE
OG0000614	LOC26536392|XP_015048590.2|DYAK	LOC108148694|XP_017131330.1|DELE
OG0000614	LOC6525999|XP_015046580.1|DYAK	LOC108137644|XP_017114957.1|DELE
OG0000615	LOC6525802|XP_002101623.1|DYAK	LOC108136391|XP_017112991.1|DELE
OG0000615	LOC6536427|XP_002097009.3|DYAK	LOC108139196|XP_017117325.1|DELE
OG0000616	LOC6525792|XP_039233576.1|DYAK	LOC108136541|XP_017113322.1|DELE
OG0000616	LOC120322404|XP_039233595.1|DYAK	LOC108136542|XP_017113325.1|DELE
OG0000617	LOC6538246|XP_002098773.3|DYAK	LOC108147158|XP_017128969.1|DELE
OG0000617	LOC6536825|XP_002097395.1|DYAK	LOC108134800|XP_017110742.1|DELE
OG0000618	LOC6537663|XP_002098208.1|DYAK	LOC108143925|XP_017123998.1|DELE
OG0000618	LOC6535117|XP_015051019.2|DYAK	LOC108143233|XP_017123020.1|DELE
OG0000619	LOC6531037|XP_002091873.2|DYAK	LOC108145162|XP_017125877.1|DELE
OG0000620	LOC6525119|XP_002100957.1|DYAK	LOC108147637|XP_017129782.1|DELE
OG0000620	LOC6532571|XP_002093315.2|DYAK	LOC108142470|XP_017121840.1|DELE
OG0000621	LOC6535794|XP_002096417.1|DYAK	LOC108136809|XP_017113699.1|DELE
OG0000621	LOC6524388|XP_002100246.1|DYAK	LOC108137216|XP_017114296.1|DELE
OG0000622	LOC6533219|XP_002093945.1|DYAK	LOC108142781|XP_017122314.1|DELE
OG0000622	LOC6532603|XP_002093347.3|DYAK	LOC108142628|XP_017122108.1|DELE
OG0000623	LOC6532342|XP_002093102.1|DYAK	LOC108146254|XP_017127681.1|DELE
OG0000623	LOC6533320|XP_002094046.1|DYAK	LOC108142529|XP_017121943.1|DELE
OG0000624	LOC6531063|XP_002091897.1|DYAK	LOC108138863|XP_017116881.1|DELE
OG0000624	LOC6531062|XP_002091896.1|DYAK	LOC108138855|XP_017116868.1|DELE
OG0000625	LOC6533131|XP_002093857.3|DYAK	LOC108142590|XP_017122044.1|DELE
OG0000625	LOC6533130|XP_002093856.1|DYAK	LOC108147529|XP_017129602.1|DELE
OG0000626	LOC6528797|XP_002089829.1|DYAK	LOC108141295|XP_017120051.1|DELE
OG0000626	LOC6531848|XP_002092635.1|DYAK	LOC108143560|XP_017123557.1|DELE
OG0000627	LOC6534327|XP_002095007.3|DYAK	LOC108135694|XP_017112025.1|DELE
OG0000627	LOC6524189|XP_002100052.1|DYAK	LOC108137214|XP_017114294.1|DELE
OG0000628	LOC6527468|XP_002088559.1|DYAK	LOC108149236|XP_017132161.1|DELE
OG0000628	LOC6527979|XP_002089046.2|DYAK	LOC108141993|XP_017121143.1|DELE
OG0000629	LOC6536586|XP_002097162.1|DYAK	LOC108137038|XP_017114027.1|DELE
OG0000629	LOC6529236|XP_002090242.1|DYAK	LOC108149468|XP_017132568.1|DELE
OG0000630	LOC6529693|XP_002090686.2|DYAK	LOC108138883|XP_017116903.1|DELE
OG0000630	LOC6529687|XP_039228020.1|DYAK	LOC108138932|XP_017116993.1|DELE
OG0000631	LOC26535591|XP_015054643.1|DYAK	LOC108138258|XP_017115891.1|DELE
OG0000631	LOC6529025|XP_002090057.1|DYAK	LOC108138255|XP_017115887.1|DELE
OG0000632	LOC6526856|XP_039226528.1|DYAK	LOC108139081|XP_017117194.1|DELE
OG0000632	LOC6526382|XP_039227652.1|DYAK	LOC108147778|XP_017129997.1|DELE
OG0000633	LOC26535410|XP_015050273.1|DYAK, LOC6533823|XP_039230869.1|DYAK	LOC108142191|XP_017121365.1|DELE
OG0000635	LOC6530838|XP_002091721.1|DYAK	LOC108144972|XP_017125610.1|DELE
OG0000636	LOC6529691|XP_002090684.1|DYAK	LOC108138675|XP_017116508.1|DELE
OG0000636	LOC6529692|XP_002090685.1|DYAK	LOC108138687|XP_017116523.1|DELE
OG0000637	LOC6524137|XP_039229658.1|DYAK	LOC108136359|XP_017112957.1|DELE
OG0000637	LOC6524136|XP_002100000.1|DYAK	LOC108136328|XP_017112919.1|DELE
OG0000638	LOC6524992|XP_002100832.1|DYAK	LOC108143822|XP_017123852.1|DELE
OG0000639	LOC26535012|XP_039229684.1|DYAK	LOC108142361|XP_017121651.1|DELE
OG0000641	LOC120320753|XP_039227238.1|DYAK, LOC6527370|XP_039227336.1|DYAK, LOC6527771|XP_002088846.2|DYAK, LOC6527830|XP_039227727.1|DYAK, LOC6527828|XP_039227069.1|DYAK	LOC108141647|XP_017120607.1|DELE
OG0000642	LOC6530120|XP_002091066.2|DYAK	LOC108137878|XP_017115306.1|DELE
OG0000642	LOC6528258|XP_002089311.2|DYAK	LOC108138607|XP_017116385.1|DELE
OG0000643	LOC6538257|XP_002098784.1|DYAK	LOC108147148|XP_017128929.1|DELE
OG0000643	LOC26535019|XP_015048735.1|DYAK, LOC6538256|XP_002098783.1|DYAK	LOC108147092|XP_017128869.1|DELE
OG0000643	LOC6538258|XP_002098785.1|DYAK	LOC108147091|XP_017128868.1|DELE
OG0000644	LOC6533734|XP_002094439.1|DYAK	LOC108150337|XP_017133953.1|DELE
OG0000644	LOC6533730|XP_002094435.1|DYAK	LOC108150371|XP_017134000.1|DELE
OG0000644	LOC6533729|XP_002094434.3|DYAK	LOC108150351|XP_017133972.1|DELE
OG0000645	LOC6526822|XP_015053477.1|DYAK	LOC108134588|XP_017110435.1|DELE
OG0000645	LOC26534623|XP_015054528.1|DYAK	LOC108138664|XP_017116494.1|DELE
OG0000646	LOC6538765|XP_002099279.1|DYAK	LOC108136926|XP_017113889.1|DELE
OG0000646	LOC6538134|XP_002098669.1|DYAK	LOC108148622|XP_017131210.1|DELE
OG0000647	LOC6537567|XP_039232326.1|DYAK	LOC108148375|XP_017130889.1|DELE
OG0000647	LOC6524316|XP_002100175.1|DYAK	LOC108135943|XP_017112383.1|DELE
OG0000648	LOC6525669|XP_002101491.1|DYAK	LOC108136361|XP_017112962.1|DELE
OG0000648	LOC6525676|XP_002101498.1|DYAK	LOC108136358|XP_017112955.1|DELE
OG0000649	LOC6525755|XP_002101576.1|DYAK	LOC108136519|XP_017113274.1|DELE
OG0000649	LOC6525758|XP_015046487.1|DYAK	LOC108136539|XP_017113319.1|DELE
OG0000650	LOC6538784|XP_002099297.3|DYAK	LOC108136691|XP_017113503.1|DELE
OG0000650	LOC6523718|XP_002099593.1|DYAK	LOC108145335|XP_017126211.1|DELE
OG0000651	LOC6534371|XP_002095049.1|DYAK	LOC108146688|XP_017128233.1|DELE
OG0000651	LOC6532905|XP_002093641.1|DYAK	LOC108146280|XP_017127709.1|DELE
OG0000652	LOC6528477|XP_039226285.1|DYAK	LOC108149667|XP_017132901.1|DELE
OG0000652	LOC6524156|XP_002100019.1|DYAK	LOC108147623|XP_017129768.1|DELE
OG0000653	LOC6536813|XP_002097383.1|DYAK	LOC108134799|XP_017110741.1|DELE
OG0000653	LOC6535371|XP_002096021.2|DYAK	LOC108141156|XP_017119871.1|DELE
OG0000654	LOC6532399|XP_015049327.1|DYAK	LOC108145856|XP_017126965.1|DELE
OG0000654	LOC6534380|XP_002095058.2|DYAK	LOC108146776|XP_017128408.1|DELE
OG0000655	LOC6530051|XP_015052562.1|DYAK	LOC108145007|XP_017125660.1|DELE
OG0000655	LOC6526375|XP_002087494.1|DYAK	LOC108147988|XP_017130292.1|DELE
OG0000656	LOC6536737|XP_002097309.1|DYAK	LOC108135123|XP_017111215.1|DELE
OG0000656	LOC6536738|XP_002097310.2|DYAK	LOC108135124|XP_017111218.1|DELE
OG0000657	LOC6532177|XP_002092951.1|DYAK	LOC108145776|XP_017126834.1|DELE
OG0000657	LOC6526738|XP_002087841.1|DYAK	LOC108134718|XP_017110606.1|DELE
OG0000658	LOC6525625|XP_002101460.1|DYAK	LOC108137325|XP_017114445.1|DELE
OG0000658	LOC6537254|XP_002097812.1|DYAK	LOC108135396|XP_017111587.1|DELE
OG0000659	LOC6526649|XP_002087757.1|DYAK	LOC108138926|XP_017116984.1|DELE
OG0000659	LOC6529685|XP_002090678.1|DYAK	LOC108138663|XP_017116493.1|DELE
OG0000660	LOC6526661|XP_002087769.1|DYAK	LOC108138757|XP_017116649.1|DELE
OG0000661	LOC6533296|XP_002094022.1|DYAK	LOC108146819|XP_017128498.1|DELE
OG0000661	LOC6526868|XP_039226361.1|DYAK	LOC108138860|XP_017116873.1|DELE
OG0000662	LOC6532851|XP_002093588.1|DYAK	LOC108146452|XP_017127952.1|DELE
OG0000662	LOC6535694|XP_002096322.1|DYAK	LOC108135752|XP_017112081.1|DELE
OG0000663	LOC6532139|XP_002092915.1|DYAK	LOC108144301|XP_017124483.1|DELE
OG0000664	LOC6535946|XP_002096562.2|DYAK	LOC108135858|XP_017112246.1|DELE
OG0000664	LOC6524215|XP_002100078.1|DYAK	LOC108137164|XP_017114225.1|DELE
OG0000665	LOC6538561|XP_002099083.1|DYAK	LOC108143881|XP_017123942.1|DELE
OG0000665	LOC6538560|XP_002099082.1|DYAK	LOC108143786|XP_017123800.1|DELE
OG0000666	LOC6530828|XP_002091711.1|DYAK	LOC108143554|XP_017123552.1|DELE
OG0000666	LOC26536383|XP_015046613.1|DYAK	LOC108144347|XP_017124580.1|DELE
OG0000667	LOC6524387|XP_002100245.1|DYAK	LOC108136353|XP_017112951.1|DELE
OG0000667	LOC6536568|XP_002097144.3|DYAK	LOC108140392|XP_017118588.1|DELE
OG0000668	LOC6537000|XP_002097569.1|DYAK	LOC108139193|XP_017117320.1|DELE
OG0000669	LOC6524757|XP_002100601.2|DYAK	LOC108148111|XP_017130444.1|DELE
OG0000670	LOC26534931|XP_039233753.1|DYAK	LOC108147667|XP_017129841.1|DELE
OG0000670	LOC6524227|XP_002100090.1|DYAK	LOC108137186|XP_017114258.1|DELE
OG0000671	LOC6535247|XP_002095903.1|DYAK	LOC108148338|XP_017130831.1|DELE
OG0000671	LOC6538180|XP_002098708.2|DYAK	LOC108148908|XP_017131712.1|DELE
OG0000672	LOC6523991|XP_002099863.1|DYAK	LOC108145568|XP_017126565.1|DELE
OG0000672	LOC6525165|XP_002101003.1|DYAK	LOC108134913|XP_017110915.1|DELE
OG0000673	LOC6524596|XP_002100453.1|DYAK	LOC108136216|XP_017112716.1|DELE
OG0000673	LOC6534464|XP_002095141.1|DYAK	LOC108136031|XP_017112452.1|DELE
OG0000675	LOC6527750|XP_002088830.1|DYAK	LOC108141997|XP_017121150.1|DELE
OG0000676	LOC120321050|XP_039228260.1|DYAK, LOC6529367|XP_039227940.1|DYAK, LOC26535088|XP_039227939.1|DYAK, LOC26534727|XP_015052835.2|DYAK	LOC108141636|XP_017120596.1|DELE, LOC108143297|XP_017123101.1|DELE
OG0000676	LOC6533330|XP_002094056.2|DYAK	LOC108142296|XP_017121535.1|DELE
OG0000677	LOC6533795|XP_002094496.1|DYAK	LOC108142837|XP_017122392.1|DELE
OG0000677	LOC6525062|XP_002100901.1|DYAK	LOC108142774|XP_017122304.1|DELE
OG0000678	LOC6536679|XP_002097252.1|DYAK	LOC108135284|XP_017111458.1|DELE
OG0000678	LOC6526344|XP_002087466.1|DYAK	LOC108149456|XP_017132540.1|DELE
OG0000679	LOC6525527|XP_002101362.1|DYAK	LOC108135445|XP_017111677.1|DELE
OG0000680	LOC6525214|XP_039228893.1|DYAK	LOC108134900|XP_017110894.1|DELE
OG0000680	LOC6525201|XP_002101039.1|DYAK	LOC108134826|XP_017110769.1|DELE
OG0000681	LOC6537015|XP_002097582.1|DYAK	LOC108139320|XP_017117516.1|DELE
OG0000681	LOC6524587|XP_002100444.1|DYAK	LOC108136323|XP_017112912.1|DELE
OG0000683	LOC6538769|XP_002099283.1|DYAK	LOC108136835|XP_017113744.1|DELE
OG0000684	LOC6536765|XP_002097337.1|DYAK	LOC108135044|XP_017111070.1|DELE
OG0000684	LOC6537910|XP_002098450.1|DYAK	LOC108147270|XP_017129163.1|DELE
OG0000685	LOC6526024|XP_002101841.1|DYAK	LOC108140855|XP_017119329.1|DELE
OG0000685	LOC6535915|XP_002096531.1|DYAK	LOC108141095|XP_017119786.1|DELE
OG0000686	LOC6528327|XP_002089380.1|DYAK	LOC108145126|XP_017125830.1|DELE
OG0000686	LOC6525863|XP_002101683.1|DYAK	LOC108134945|XP_017110957.1|DELE
OG0000687	LOC6530892|XP_002091744.1|DYAK	LOC108143345|XP_017123154.1|DELE
OG0000687	LOC6533513|XP_002094224.1|DYAK	LOC108145659|XP_017126700.1|DELE
OG0000688	LOC6531182|XP_015051156.1|DYAK	LOC108144385|XP_017124649.1|DELE
OG0000689	LOC6528854|XP_002089886.1|DYAK	LOC108141533|XP_017120459.1|DELE
OG0000689	LOC6528855|XP_002089887.1|DYAK	LOC108141532|XP_017120455.1|DELE
OG0000690	LOC6526083|XP_002101900.1|DYAK	LOC108147624|XP_017129769.1|DELE
OG0000691	LOC6527778|XP_002088851.1|DYAK	LOC108141855|XP_017120937.1|DELE
OG0000691	LOC6534182|XP_002094865.1|DYAK	LOC108135583|XP_017111866.1|DELE
OG0000692	LOC6539471|XP_002086361.2|DYAK	LOC108145808|XP_017126887.1|DELE
OG0000692	LOC6535043|XP_002095708.1|DYAK	LOC108145631|XP_017126656.1|DELE
OG0000693	LOC6525680|XP_015046408.1|DYAK	LOC108136335|XP_017112928.1|DELE
OG0000693	LOC26536336|XP_015047341.1|DYAK	LOC108136978|XP_017113959.1|DELE
OG0000694	LOC6526040|XP_015046606.1|DYAK	LOC108137637|XP_017114929.1|DELE
OG0000694	LOC6533769|XP_002094473.2|DYAK	LOC108135610|XP_017111914.1|DELE
OG0000695	LOC6527119|XP_002088212.3|DYAK	LOC108134578|XP_017110421.1|DELE
OG0000696	LOC6527642|XP_002088730.1|DYAK	LOC108138678|XP_017116514.1|DELE
OG0000697	LOC6526118|XP_002101935.1|DYAK	LOC108144087|XP_017124232.1|DELE
OG0000697	LOC6528062|XP_002089129.1|DYAK	LOC108148263|XP_017130704.1|DELE
OG0000698	LOC6526778|XP_002087881.2|DYAK	LOC108134688|XP_017110574.1|DELE
OG0000698	LOC6526779|XP_002087882.1|DYAK	LOC108134682|XP_017110569.1|DELE
OG0000699	LOC6526974|XP_015053212.1|DYAK	LOC108139006|XP_017117090.1|DELE
OG0000699	LOC6537815|XP_002098356.2|DYAK	LOC108137360|XP_017114486.1|DELE
OG0000700	LOC6526372|XP_002087491.1|DYAK	LOC108149327|XP_017132285.1|DELE
OG0000700	LOC6526603|XP_015053428.1|DYAK	LOC108148008|XP_017130327.1|DELE
OG0000701	LOC6529966|XP_002090913.1|DYAK	LOC108149052|XP_017131887.1|DELE
OG0000701	LOC6524737|XP_002100581.1|DYAK	LOC108135455|XP_017111689.1|DELE
OG0000702	LOC6538475|XP_039231629.1|DYAK	LOC108147153|XP_017128954.1|DELE
OG0000702	LOC6538476|XP_015048878.1|DYAK	LOC108147151|XP_017128943.1|DELE
OG0000703	LOC6527538|XP_002088628.2|DYAK	LOC108149460|XP_017132547.1|DELE
OG0000703	LOC6531518|XP_002092317.1|DYAK	LOC108141265|XP_017120018.1|DELE
OG0000704	LOC6524383|XP_039233591.1|DYAK	LOC108136205|XP_017112695.1|DELE
OG0000704	LOC6539002|XP_002099504.1|DYAK	LOC108142898|XP_017122474.1|DELE
OG0000705	LOC6532388|XP_002093139.1|DYAK	LOC108146018|XP_017127283.1|DELE
OG0000705	LOC6532387|XP_015049320.1|DYAK	LOC108146017|XP_017127281.1|DELE
OG0000706	LOC6529568|XP_002090565.1|DYAK	LOC108149240|XP_017132164.1|DELE
OG0000706	LOC6524048|XP_002099917.1|DYAK	LOC108138493|XP_017116189.1|DELE
OG0000707	LOC6531787|XP_002092574.1|DYAK	LOC108135367|XP_017111547.1|DELE
OG0000707	LOC6524960|XP_002100800.1|DYAK	LOC108141626|XP_017120584.1|DELE
OG0000708	LOC6524184|XP_039226429.1|DYAK	LOC108147672|XP_017129852.1|DELE
OG0000708	LOC6525558|XP_039229187.1|DYAK	LOC108148145|XP_017130490.1|DELE
OG0000709	LOC6538928|XP_015049122.1|DYAK	LOC108148504|XP_017131030.1|DELE
OG0000709	LOC6524976|XP_002100816.1|DYAK	LOC108137730|XP_017115117.1|DELE
OG0000710	LOC6536033|XP_002096648.1|DYAK	LOC108141008|XP_017119570.1|DELE
OG0000710	LOC6531189|XP_002092018.1|DYAK	LOC108144759|XP_017125353.1|DELE
OG0000711	LOC6533586|XP_002094294.1|DYAK	LOC108150128|XP_017133583.1|DELE
OG0000711	LOC6525754|XP_002101575.1|DYAK	LOC108142689|XP_017122186.1|DELE
OG0000712	LOC6535760|XP_039232036.1|DYAK	LOC108136968|XP_017113948.1|DELE
OG0000712	LOC6535764|XP_002096387.1|DYAK	LOC108136959|XP_017113933.1|DELE
OG0000713	LOC6537566|XP_002098112.1|DYAK	LOC108148222|XP_017130625.1|DELE
OG0000713	LOC6531542|XP_002092341.1|DYAK	LOC108141504|XP_017120420.1|DELE
OG0000714	LOC6525643|XP_002101465.1|DYAK	LOC108136255|XP_017112792.1|DELE
OG0000714	LOC6533002|XP_002093737.1|DYAK	LOC108146048|XP_017127341.1|DELE
OG0000715	LOC26535147|XP_015050509.1|DYAK	LOC108135552|XP_017111788.1|DELE
OG0000715	LOC6534207|XP_002094889.1|DYAK	LOC108135534|XP_017111769.1|DELE
OG0000716	LOC6524095|XP_002099959.1|DYAK	LOC108149862|XP_017133231.1|DELE
OG0000716	LOC6534153|XP_002094837.1|DYAK	LOC108136093|XP_017112553.1|DELE
OG0000717	LOC6535167|XP_002095829.1|DYAK	LOC108143195|XP_017122936.1|DELE
OG0000718	LOC6523767|XP_002099642.2|DYAK	LOC108148371|XP_017130883.1|DELE
OG0000718	LOC6523738|XP_015046871.1|DYAK	LOC108145308|XP_017126140.1|DELE
OG0000719	LOC6533531|XP_002094241.2|DYAK	LOC108150215|XP_017133736.1|DELE
OG0000719	LOC6533577|XP_002094287.1|DYAK	LOC108150334|XP_017133945.1|DELE
OG0000720	LOC6538199|XP_002098727.1|DYAK	LOC108148876|XP_017131666.1|DELE
OG0000720	LOC6536401|XP_002096983.1|DYAK	LOC108139352|XP_017117565.1|DELE
OG0000721	LOC6528090|XP_002089157.1|DYAK	LOC108141582|XP_017120516.1|DELE
OG0000721	LOC6528089|XP_002089156.1|DYAK	LOC108137784|XP_017115179.1|DELE
OG0000722	LOC26535065|XP_015051679.1|DYAK	LOC108144145|XP_017124277.1|DELE
OG0000722	LOC6532061|XP_015051677.1|DYAK	LOC108144146|XP_017124278.1|DELE
OG0000723	LOC6530019|XP_002090965.1|DYAK, LOC6530020|XP_002090966.1|DYAK	LOC108144953|XP_017125588.1|DELE
OG0000724	LOC6526166|XP_002101976.1|DYAK	LOC108145035|XP_017125710.1|DELE
OG0000724	LOC6538910|XP_002099414.1|DYAK	LOC108148629|XP_017131227.1|DELE
