Orthogroup	DYAK.longest_only	ASTE.longest_only
OG0000938	LOC6531773|XP_002092560.1|DYAK, LOC6524789|XP_002100633.1|DYAK	LOC118508148|XP_035903581.1|ASTE
OG0000939	LOC6526903|XP_002088002.1|DYAK, LOC6526897|XP_002087996.1|DYAK	LOC118513339|XP_035914854.1|ASTE
OG0000940	LOC6525430|XP_002101265.1|DYAK, LOC6532384|XP_002093135.1|DYAK	LOC118504529|XP_035894966.1|ASTE
OG0000942	LOC26536025|XP_015045162.1|DYAK	LOC118504770|XP_035895593.1|ASTE
OG0000943	LOC6530250|XP_002091187.1|DYAK	LOC118512854|XP_035913820.1|ASTE
OG0000944	LOC6524674|XP_002100531.1|DYAK, LOC6528246|XP_002089301.2|DYAK	LOC118509354|XP_035905765.1|ASTE
OG0000945	LOC6532318|XP_002093078.1|DYAK, LOC6532317|XP_002093077.3|DYAK	LOC118509858|XP_035906959.1|ASTE
OG0000946	LOC6527634|XP_002088722.1|DYAK	LOC118510035|XP_035907316.1|ASTE, LOC118512577|XP_035913093.1|ASTE
OG0000947	LOC6531959|XP_002092745.1|DYAK	LOC118513802|XP_035915895.1|ASTE, LOC118513803|XP_035915898.1|ASTE, LOC118513801|XP_035915893.1|ASTE, LOC118513800|XP_035915891.1|ASTE
OG0000948	LOC6532828|XP_002093565.1|DYAK	LOC118507585|XP_035902140.1|ASTE
OG0000949	LOC6524595|XP_039233585.1|DYAK	LOC118504586|XP_035895128.1|ASTE, LOC118504585|XP_035895126.1|ASTE
OG0000950	LOC6525169|XP_015046126.1|DYAK, LOC6539850|XP_002086732.3|DYAK	LOC118505342|XP_035896892.1|ASTE
OG0000951	LOC6536823|XP_002097393.1|DYAK	LOC118505491|XP_035897238.1|ASTE
OG0000952	LOC6527346|XP_002088438.1|DYAK	LOC118514194|XP_035916776.1|ASTE
OG0000963	LOC6525797|XP_002101618.1|DYAK	LOC118516900|XP_035918640.1|ASTE
OG0000964	LOC6531446|XP_002092249.2|DYAK	LOC118508300|XP_035903846.1|ASTE
OG0000965	LOC6525894|XP_002101714.1|DYAK	LOC118508969|XP_035904831.1|ASTE
OG0000966	LOC6529891|XP_002090848.1|DYAK, LOC6538936|XP_002099440.2|DYAK	LOC118516206|XP_035918003.1|ASTE
OG0000968	LOC6534444|XP_002095121.1|DYAK	LOC118514249|XP_035916854.1|ASTE
OG0000969	LOC6530718|XP_002091609.1|DYAK, LOC6538968|XP_002099471.1|DYAK	LOC118511848|XP_035911286.1|ASTE
OG0000970	LOC6538215|XP_002098742.1|DYAK	LOC118511626|XP_035910826.1|ASTE
OG0000971	LOC6529502|XP_002090504.1|DYAK	LOC118514114|XP_035916583.1|ASTE, LOC118514113|XP_035916582.1|ASTE, LOC118514112|XP_035916581.1|ASTE, LOC118512504|XP_035912908.1|ASTE
OG0000972	LOC6533152|XP_002093878.1|DYAK, LOC6524411|XP_002100269.1|DYAK	LOC118513280|XP_035914739.1|ASTE
OG0000974	LOC6532885|XP_039229755.1|DYAK, LOC6532886|XP_002093622.1|DYAK	LOC118508940|XP_035904742.1|ASTE
OG0000975	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK	LOC118502571|XP_035890786.1|ASTE
OG0000977	LOC120321725|XP_039231261.1|DYAK, LOC6537218|XP_002097776.3|DYAK	LOC118510938|XP_035909267.1|ASTE
OG0000978	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK, LOC6536623|XP_002097195.1|DYAK	LOC118508060|XP_035903408.1|ASTE
OG0000988	LOC6527326|XP_002088418.2|DYAK	LOC118511282|XP_035910069.1|ASTE
OG0000990	LOC6538243|XP_002098770.1|DYAK, LOC6525173|XP_002101011.1|DYAK	LOC118517440|XP_035919462.1|ASTE
OG0000991	LOC6525298|XP_039233376.1|DYAK	LOC118512066|XP_035911834.1|ASTE
OG0000992	LOC6537865|XP_039231172.1|DYAK	LOC118505427|XP_035897082.1|ASTE
OG0000994	LOC6523994|XP_002099866.1|DYAK	LOC118504833|XP_035895730.1|ASTE
OG0000995	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK	LOC118512963|XP_035914082.1|ASTE
OG0000996	LOC6530214|XP_039229237.1|DYAK	LOC118512440|XP_035912794.1|ASTE
OG0000997	LOC6530018|XP_002090964.1|DYAK	LOC118509566|XP_035906219.1|ASTE, LOC118516428|XP_035918192.1|ASTE
OG0000998	LOC6532226|XP_039229591.1|DYAK	LOC118511296|XP_035910096.1|ASTE
OG0000999	LOC6531790|XP_002092577.1|DYAK, LOC6523834|XP_002099709.1|DYAK	LOC118509774|XP_035906806.1|ASTE
OG0001000	LOC6529139|XP_002090148.1|DYAK	LOC118511145|XP_035909767.1|ASTE, LOC118509974|XP_035907247.1|ASTE, LOC118512285|XP_035912401.1|ASTE, LOC118509969|XP_035907241.1|ASTE, LOC118509975|XP_035907248.1|ASTE, LOC118509966|XP_035907237.1|ASTE, LOC118509968|XP_035907240.1|ASTE, LOC118509967|XP_035907239.1|ASTE, LOC118509971|XP_035907243.1|ASTE, LOC118509965|XP_035907236.1|ASTE, LOC118509973|XP_035907245.1|ASTE, LOC118509116|XP_035905180.1|ASTE, LOC118512274|XP_035912356.1|ASTE, LOC118509970|XP_035907242.1|ASTE, LOC118509972|XP_035907244.1|ASTE, LOC118513578|XP_035915419.1|ASTE
OG0001001	LOC6531580|XP_039229220.1|DYAK	LOC118514530|XP_035917404.1|ASTE, LOC118514517|XP_035917374.1|ASTE, LOC118514520|XP_035917383.1|ASTE, LOC118513457|XP_035915118.1|ASTE
OG0001002	LOC6529583|XP_002090577.1|DYAK	LOC118514655|XP_035917581.1|ASTE
OG0001003	LOC6535236|XP_002095895.1|DYAK, LOC26536424|XP_015054735.1|DYAK	LOC118506710|XP_035900094.1|ASTE
OG0001004	LOC6535906|XP_002096522.3|DYAK, LOC6536405|XP_002096987.1|DYAK	LOC118503620|XP_035892998.1|ASTE
OG0001005	LOC6529670|XP_002090663.1|DYAK, LOC6524460|XP_039233531.1|DYAK	LOC118502561|XP_035890772.1|ASTE
OG0001006	LOC6537249|XP_002097807.1|DYAK, LOC6533787|XP_002094489.1|DYAK	LOC118517610|XP_035919799.1|ASTE
OG0001007	LOC6531972|XP_002092758.1|DYAK	LOC118505393|XP_035896998.1|ASTE
OG0001008	LOC6538184|XP_002098712.1|DYAK, LOC6524948|XP_002100788.1|DYAK	LOC118504118|XP_035894102.1|ASTE
OG0001009	LOC6538416|XP_002098940.1|DYAK, LOC6536350|XP_002096932.1|DYAK	LOC118510858|XP_035909084.1|ASTE
OG0001019	LOC6538319|XP_039232213.1|DYAK	LOC118517381|XP_035919300.1|ASTE, LOC118505301|XP_035896815.1|ASTE
OG0001020	LOC6526095|XP_002101912.1|DYAK	LOC118517494|XP_035919584.1|ASTE, LOC118503895|XP_035893572.1|ASTE
OG0001022	LOC6536484|XP_002097062.1|DYAK, LOC6524894|XP_002100734.1|DYAK	LOC118510698|XP_035908784.1|ASTE, LOC118510644|XP_035908633.1|ASTE
OG0001024	LOC6538330|XP_015048779.1|DYAK	LOC118504718|XP_035895454.1|ASTE, LOC118512037|XP_035911727.1|ASTE
OG0001025	LOC6533856|XP_002094556.1|DYAK	LOC118512141|XP_035912055.1|ASTE
OG0001026	LOC6528511|XP_002089557.1|DYAK	LOC118511256|XP_035910013.1|ASTE, LOC118512733|XP_035913488.1|ASTE
OG0001027	LOC6534181|XP_002094864.1|DYAK	LOC118514172|XP_035916730.1|ASTE, LOC118514174|XP_035916735.1|ASTE
OG0001028	LOC6529019|XP_002090051.1|DYAK	LOC118509366|XP_035905783.1|ASTE
OG0001029	LOC6529344|XP_002090349.1|DYAK	LOC118506615|XP_035899873.1|ASTE
OG0001031	LOC6529174|XP_039229124.1|DYAK	LOC118513594|XP_035915474.1|ASTE
OG0001032	LOC6540137|XP_002086995.3|DYAK	LOC118502553|XP_035890742.1|ASTE
OG0001033	LOC6540170|XP_039229937.1|DYAK	LOC118507110|XP_035901005.1|ASTE
OG0001042	LOC6538948|XP_002099451.1|DYAK	LOC118512102|XP_035911999.1|ASTE, LOC118512341|XP_035912566.1|ASTE, LOC118507381|XP_035901719.1|ASTE, LOC118512064|XP_035911870.1|ASTE
OG0001043	LOC6524840|XP_002100680.1|DYAK	LOC118505866|XP_035898174.1|ASTE
OG0001044	LOC6528469|XP_002089515.1|DYAK	LOC118513170|XP_035914510.1|ASTE
OG0001045	LOC6530466|XP_015051933.1|DYAK	LOC118507906|XP_035903057.1|ASTE
OG0001046	LOC6531238|XP_002092050.1|DYAK, LOC6531237|XP_002092049.1|DYAK	LOC118506997|XP_035900775.1|ASTE
OG0001047	LOC6529943|XP_002090898.1|DYAK	LOC118513825|XP_035915954.1|ASTE
OG0001048	LOC6530559|XP_002091472.1|DYAK	LOC118508135|XP_035903535.1|ASTE, LOC118513731|XP_035915777.1|ASTE
OG0001049	LOC6532989|XP_002093724.1|DYAK	LOC118510290|XP_035907799.1|ASTE
OG0001050	LOC6534433|XP_039229947.1|DYAK	LOC118514219|XP_035916809.1|ASTE
OG0001051	LOC6527900|XP_002088972.1|DYAK	LOC118510039|XP_035907319.1|ASTE
OG0001052	LOC6527707|XP_002088791.1|DYAK	LOC118513249|XP_035914703.1|ASTE
OG0001053	LOC6524249|XP_002100112.1|DYAK	LOC118506573|XP_035899808.1|ASTE
OG0001054	LOC6537806|XP_002098347.1|DYAK	LOC118508364|XP_035903978.1|ASTE
OG0001055	LOC6537409|XP_002097965.3|DYAK, LOC6537408|XP_002097964.1|DYAK	LOC118502413|XP_035890530.1|ASTE
OG0001056	LOC6529422|XP_002090426.1|DYAK, LOC6524920|XP_002100760.1|DYAK	LOC118505006|XP_035896088.1|ASTE
OG0001057	LOC6527849|XP_002088921.1|DYAK	LOC118507569|XP_035902085.1|ASTE
OG0001058	LOC6524507|XP_002100364.1|DYAK	LOC118505311|XP_035896842.1|ASTE
OG0001059	LOC6534952|XP_002095622.1|DYAK	LOC118503881|XP_035893529.1|ASTE
OG0001072	LOC6523943|XP_039228898.1|DYAK	LOC118517493|XP_035919583.1|ASTE
OG0001073	LOC6538352|XP_002098877.3|DYAK	LOC118504199|XP_035894705.1|ASTE
OG0001074	LOC6529980|XP_002090926.1|DYAK	LOC118503056|XP_035891814.1|ASTE
OG0001077	LOC6539980|XP_002086852.1|DYAK, LOC6534542|XP_002095219.1|DYAK	LOC118507855|XP_035902882.1|ASTE
OG0001078	LOC6525829|XP_002101649.1|DYAK	LOC118516377|XP_035918121.1|ASTE, LOC118512764|XP_035913554.1|ASTE
OG0001079	LOC6532937|XP_002093672.1|DYAK	LOC118517005|XP_035918738.1|ASTE, LOC118508917|XP_035904672.1|ASTE
OG0001080	LOC6532331|XP_002093091.1|DYAK	LOC118512188|XP_035912172.1|ASTE
OG0001081	LOC6535733|XP_002096356.1|DYAK	LOC118512185|XP_035912169.1|ASTE, LOC118510555|XP_035908430.1|ASTE
OG0001082	LOC6530757|XP_002091647.1|DYAK	LOC118509103|XP_035905157.1|ASTE, LOC118509102|XP_035905155.1|ASTE
OG0001083	LOC6532721|XP_002093463.1|DYAK	LOC118514263|XP_035916872.1|ASTE
OG0001084	LOC6528312|XP_002089365.1|DYAK	LOC118507701|XP_035902459.1|ASTE, LOC118509434|XP_035905916.1|ASTE
OG0001085	LOC6529102|XP_002090115.1|DYAK	LOC118509491|XP_035906039.1|ASTE
OG0001086	LOC6536483|XP_002097061.1|DYAK, LOC6531968|XP_002092754.1|DYAK	LOC118512796|XP_035913612.1|ASTE
OG0001087	LOC6527257|XP_002088351.2|DYAK, LOC6527258|XP_002088352.2|DYAK	LOC118509622|XP_035906371.1|ASTE
OG0001088	LOC6532639|XP_002093383.1|DYAK	LOC118509035|XP_035904967.1|ASTE
OG0001089	LOC6532948|XP_002093683.1|DYAK	LOC118512918|XP_035913960.1|ASTE
OG0001090	LOC6532855|XP_002093592.3|DYAK	LOC118510579|XP_035908464.1|ASTE, LOC118514620|XP_035917510.1|ASTE, LOC118514621|XP_035917512.1|ASTE
OG0001092	LOC6529037|XP_002090068.1|DYAK	LOC118514559|XP_035917442.1|ASTE
OG0001093	LOC6528222|XP_002089284.1|DYAK	LOC118513542|XP_035915309.1|ASTE
OG0001094	LOC6528213|XP_002089275.2|DYAK, LOC6528208|XP_039226430.1|DYAK	LOC118513664|XP_035915652.1|ASTE
OG0001095	LOC6530965|XP_002091803.1|DYAK	LOC118511712|XP_035911027.1|ASTE, LOC118511713|XP_035911028.1|ASTE, LOC118511711|XP_035911025.1|ASTE, LOC118511710|XP_035911024.1|ASTE
OG0001096	LOC6529610|XP_002090604.1|DYAK	LOC118514009|XP_035916369.1|ASTE, LOC118510061|XP_035907344.1|ASTE
OG0001097	LOC26536310|XP_015045280.1|DYAK, LOC6539146|XP_039226189.1|DYAK	LOC118513278|XP_035914737.1|ASTE
OG0001099	LOC6539780|XP_002086669.2|DYAK	LOC118504634|XP_035895252.1|ASTE
OG0001100	LOC6536326|XP_002096910.1|DYAK, LOC6536327|XP_002096911.2|DYAK, LOC120321820|XP_039231707.1|DYAK, LOC26535504|XP_039231158.1|DYAK	LOC118503634|XP_035893024.1|ASTE
OG0001101	LOC6531690|XP_039229181.1|DYAK	LOC118507368|XP_035901679.1|ASTE
OG0001102	LOC6534093|XP_002094779.3|DYAK	LOC118504079|XP_035894038.1|ASTE
OG0001103	LOC6536728|XP_002097300.1|DYAK	LOC118516558|XP_035918409.1|ASTE, LOC118503233|XP_035892133.1|ASTE, LOC118516551|XP_035918390.1|ASTE, LOC118503234|XP_035892134.1|ASTE, LOC118511884|XP_035911404.1|ASTE, LOC118511885|XP_035911405.1|ASTE
OG0001104	LOC6530138|XP_002091084.2|DYAK	LOC118504208|XP_035894289.1|ASTE
OG0001105	LOC6525158|XP_002100996.1|DYAK, LOC6530176|XP_002091116.1|DYAK	LOC118504854|XP_035895762.1|ASTE
OG0001106	LOC6523695|XP_015046723.1|DYAK	LOC118503338|XP_035892396.1|ASTE, LOC118503340|XP_035892398.1|ASTE
OG0001107	LOC120322245|XP_039233233.1|DYAK	LOC118516022|XP_035917982.1|ASTE, LOC118516808|XP_035918581.1|ASTE, LOC118515939|XP_035917973.1|ASTE, LOC118516142|XP_035917995.1|ASTE, LOC118516658|XP_035918515.1|ASTE, LOC118515700|XP_035917942.1|ASTE, LOC118516657|XP_035918513.1|ASTE, LOC118515737|XP_035917948.1|ASTE, LOC118516301|XP_035918017.1|ASTE, LOC118515355|XP_035917907.1|ASTE, LOC118516659|XP_035918516.1|ASTE, LOC118515887|XP_035917967.1|ASTE, LOC118516723|XP_035918562.1|ASTE, LOC118517309|XP_035919188.1|ASTE, LOC118515699|XP_035917941.1|ASTE, LOC118515725|XP_035917945.1|ASTE, LOC118516230|XP_035918006.1|ASTE, LOC118515754|XP_035917951.1|ASTE, LOC118515624|XP_035917934.1|ASTE, LOC118516791|XP_035918578.1|ASTE, LOC118507603|XP_035902169.1|ASTE, LOC118516787|XP_035918574.1|ASTE, LOC118516223|XP_035918004.1|ASTE, LOC118516170|XP_035917998.1|ASTE, LOC118507745|XP_035902640.1|ASTE
OG0001118	LOC6524913|XP_002100753.2|DYAK	LOC118511364|XP_035910219.1|ASTE, LOC118516339|XP_035918043.1|ASTE
OG0001119	LOC6540043|XP_002086910.2|DYAK	LOC118508166|XP_035903605.1|ASTE, LOC118502857|XP_035891459.1|ASTE
OG0001120	LOC6537834|XP_002098375.1|DYAK	LOC118502829|XP_035891396.1|ASTE, LOC118502865|XP_035891466.1|ASTE
OG0001121	LOC6539116|XP_002086012.2|DYAK	LOC118517291|XP_035919169.1|ASTE
OG0001122	LOC6532316|XP_002093076.1|DYAK	LOC118510077|XP_035907374.1|ASTE
OG0001124	LOC6536682|XP_015047893.1|DYAK, LOC120321730|XP_039231282.1|DYAK	LOC118512134|XP_035912037.1|ASTE
OG0001125	LOC6535800|XP_002096423.2|DYAK	LOC118514381|XP_035917148.1|ASTE, LOC118514384|XP_035917155.1|ASTE
OG0001127	LOC6533818|XP_002094518.2|DYAK	LOC118509592|XP_035906265.1|ASTE, LOC118504020|XP_035893881.1|ASTE, LOC118507319|XP_035901600.1|ASTE, LOC118507314|XP_035901590.1|ASTE
OG0001128	LOC6531171|XP_002092000.2|DYAK	LOC118509705|XP_035906679.1|ASTE, LOC118512546|XP_035913014.1|ASTE
OG0001129	LOC6528094|XP_039227774.1|DYAK	LOC118511039|XP_035909525.1|ASTE
OG0001130	LOC6527927|XP_002088995.1|DYAK	LOC118511149|XP_035909769.1|ASTE
OG0001131	LOC6523739|XP_039233001.1|DYAK	LOC118513997|XP_035916323.1|ASTE, LOC118513994|XP_035916315.1|ASTE, LOC118513993|XP_035916314.1|ASTE
OG0001133	LOC6529817|XP_039228930.1|DYAK	LOC118513755|XP_035915813.1|ASTE
OG0001134	LOC6530903|XP_039228109.1|DYAK	LOC118502438|XP_035890559.1|ASTE
OG0001135	LOC6537367|XP_015048298.1|DYAK	LOC118517104|XP_035918855.1|ASTE, LOC118503680|XP_035893115.1|ASTE, LOC118506668|XP_035899997.1|ASTE
OG0001136	LOC6536321|XP_002096905.2|DYAK	LOC118502679|XP_035891077.1|ASTE
OG0001137	LOC6536197|XP_002096788.1|DYAK	LOC118507713|XP_035902501.1|ASTE
OG0001138	LOC6532329|XP_002093089.1|DYAK	LOC118509208|XP_035905374.1|ASTE
OG0001139	LOC6533955|XP_002094655.2|DYAK	LOC118512386|XP_035912651.1|ASTE
OG0001153	LOC6531909|XP_039228908.1|DYAK	LOC118508003|XP_035903270.1|ASTE
OG0001154	LOC6527948|XP_015053846.1|DYAK	LOC118512659|XP_035913299.1|ASTE
OG0001157	LOC6536927|XP_002097496.1|DYAK	LOC118504721|XP_035895504.1|ASTE
OG0001158	LOC6528149|XP_002089215.2|DYAK	LOC118509830|XP_035906897.1|ASTE
OG0001160	LOC6535979|XP_002096594.1|DYAK	LOC118506788|XP_035900298.1|ASTE
OG0001162	LOC6536373|XP_002096955.1|DYAK	LOC118505144|XP_035896396.1|ASTE
OG0001163	LOC6536985|XP_015048040.1|DYAK	LOC118507505|XP_035901931.1|ASTE
OG0001164	LOC6537694|XP_002098239.1|DYAK	LOC118504965|XP_035895980.1|ASTE, LOC118505092|XP_035896283.1|ASTE, LOC118504966|XP_035895982.1|ASTE
OG0001165	LOC6531817|XP_002092604.1|DYAK	LOC118507467|XP_035901855.1|ASTE
OG0001167	LOC6528889|XP_039226306.1|DYAK	LOC118517289|XP_035919161.1|ASTE, LOC118513604|XP_035915534.1|ASTE
OG0001168	LOC6531129|XP_002091963.1|DYAK	LOC118509897|XP_035907038.1|ASTE
OG0001169	LOC6525649|XP_002101471.1|DYAK	LOC118509719|XP_035906701.1|ASTE
OG0001170	LOC6537869|XP_002098410.1|DYAK	LOC118507819|XP_035902790.1|ASTE
OG0001171	LOC6532659|XP_015049514.1|DYAK	LOC118512251|XP_035912287.1|ASTE, LOC118517164|XP_035918942.1|ASTE
OG0001172	LOC6530596|XP_002091509.1|DYAK	LOC118514628|XP_035917519.1|ASTE, LOC118509860|XP_035906961.1|ASTE
OG0001173	LOC6539030|XP_002099532.3|DYAK	LOC118503022|XP_035891739.1|ASTE, LOC118512345|XP_035912525.1|ASTE
OG0001174	LOC6533186|XP_002093912.1|DYAK, LOC6533185|XP_002093911.1|DYAK	LOC118510344|XP_035907928.1|ASTE
OG0001175	LOC6531236|XP_002092048.1|DYAK	LOC118506996|XP_035900774.1|ASTE
OG0001176	LOC6530366|XP_015051953.1|DYAK	LOC118513904|XP_035916123.1|ASTE, LOC118513896|XP_035916106.1|ASTE, LOC118513895|XP_035916105.1|ASTE
OG0001177	LOC6529464|XP_015052361.1|DYAK	LOC118510697|XP_035908780.1|ASTE
OG0001178	LOC6530735|XP_002091625.2|DYAK	LOC118511785|XP_035911195.1|ASTE
OG0001179	LOC6530272|XP_002091204.1|DYAK	LOC118512602|XP_035913151.1|ASTE
OG0001180	LOC6523707|XP_015046755.1|DYAK	LOC118510715|XP_035908811.1|ASTE
OG0001181	LOC6534458|XP_015050644.1|DYAK	LOC118505739|XP_035897822.1|ASTE
OG0001182	LOC6537892|XP_015048562.1|DYAK	LOC118507133|XP_035901055.1|ASTE, LOC118507129|XP_035901039.1|ASTE, LOC118507131|XP_035901049.1|ASTE
OG0001183	LOC6537426|XP_039231088.1|DYAK	LOC118506509|XP_035899620.1|ASTE, LOC118506511|XP_035899628.1|ASTE
OG0001185	LOC26536335|XP_039232426.1|DYAK	LOC118507718|XP_035902509.1|ASTE
OG0001186	LOC6535995|XP_039231605.1|DYAK	LOC118506012|XP_035898491.1|ASTE
OG0001187	LOC6530434|XP_015051946.1|DYAK	LOC118504060|XP_035893987.1|ASTE, LOC118504073|XP_035894019.1|ASTE
OG0001188	LOC6530070|XP_002091016.1|DYAK	LOC118507751|XP_035902650.1|ASTE, LOC118503704|XP_035893160.1|ASTE
OG0001189	LOC6531752|XP_002092542.1|DYAK	LOC118506041|XP_035898563.1|ASTE, LOC118516408|XP_035918164.1|ASTE, LOC118505894|XP_035898241.1|ASTE, LOC118516472|XP_035918283.1|ASTE
OG0001190	LOC6539107|XP_002086009.1|DYAK	LOC118508563|XP_035904355.1|ASTE, LOC118508561|XP_035904352.1|ASTE
OG0001191	LOC6527838|XP_002088910.2|DYAK	LOC118508197|XP_035903654.1|ASTE, LOC118508190|XP_035903644.1|ASTE
OG0001192	LOC6527027|XP_002088122.2|DYAK	LOC118507442|XP_035901817.1|ASTE
OG0001193	LOC6535849|XP_002096470.1|DYAK	LOC118506106|XP_035898685.1|ASTE
OG0001194	LOC6523802|XP_002099677.2|DYAK	LOC118505981|XP_035898435.1|ASTE
OG0001195	LOC6528566|XP_002089610.2|DYAK	LOC118517297|XP_035919177.1|ASTE, LOC118517296|XP_035919175.1|ASTE, LOC118503111|XP_035891943.1|ASTE
OG0001201	LOC6538520|XP_002099042.1|DYAK	LOC118507003|XP_035900789.1|ASTE
OG0001202	LOC6526238|XP_002102047.1|DYAK	LOC118517404|XP_035919371.1|ASTE
OG0001203	LOC6523755|XP_002099630.1|DYAK	LOC118509632|XP_035906421.1|ASTE, LOC118509691|XP_035906644.1|ASTE
OG0001204	LOC6527557|XP_002088647.2|DYAK	LOC118516568|XP_035918429.1|ASTE
OG0001205	LOC6537471|XP_002098027.1|DYAK	LOC118517643|XP_035919856.1|ASTE
OG0001206	LOC6535802|XP_039230984.1|DYAK	LOC118507373|XP_035901708.1|ASTE, LOC118510114|XP_035907474.1|ASTE
OG0001207	LOC6525314|XP_039231389.1|DYAK	LOC118517362|XP_035919272.1|ASTE, LOC118512174|XP_035912154.1|ASTE
OG0001208	LOC6525971|XP_039233402.1|DYAK	LOC118505348|XP_035897352.1|ASTE
OG0001209	LOC6536873|XP_039231530.1|DYAK	LOC118503498|XP_035892723.1|ASTE, LOC118503492|XP_035892710.1|ASTE
OG0001210	LOC6524736|XP_002100580.1|DYAK	LOC118506747|XP_035900223.1|ASTE, LOC118506743|XP_035900201.1|ASTE
OG0001212	LOC6524658|XP_002100515.1|DYAK	LOC118506149|XP_035898795.1|ASTE, LOC118503033|XP_035891757.1|ASTE
OG0001213	LOC6535475|XP_002096106.2|DYAK	LOC118505302|XP_035896814.1|ASTE, LOC118505303|XP_035896816.1|ASTE
OG0001214	LOC6537788|XP_002098329.1|DYAK	LOC118507998|XP_035903262.1|ASTE
OG0001215	LOC6537544|XP_002098090.1|DYAK	LOC118508007|XP_035903285.1|ASTE, LOC118508004|XP_035903271.1|ASTE
OG0001216	LOC6537279|XP_039232743.1|DYAK	LOC118507996|XP_035903258.1|ASTE
OG0001217	LOC120321048|XP_039228254.1|DYAK, LOC6529165|XP_039228253.1|DYAK	LOC118503463|XP_035892642.1|ASTE
OG0001218	LOC6537870|XP_002098411.1|DYAK	LOC118507811|XP_035902772.1|ASTE
OG0001220	LOC6528400|XP_002089447.1|DYAK	LOC118508888|XP_035904614.1|ASTE, LOC118508889|XP_035904615.1|ASTE
OG0001221	LOC6530763|XP_002091651.1|DYAK	LOC118511247|XP_035909988.1|ASTE, LOC118516930|XP_035918670.1|ASTE, LOC118516931|XP_035918671.1|ASTE, LOC118511246|XP_035909985.1|ASTE, LOC118510589|XP_035908483.1|ASTE
OG0001223	LOC6539164|XP_002086065.2|DYAK	LOC118514347|XP_035917058.1|ASTE
OG0001224	LOC6531361|XP_002092164.1|DYAK	LOC118506033|XP_035898545.1|ASTE
OG0001225	LOC6528428|XP_015054367.1|DYAK	LOC118509675|XP_035906574.1|ASTE
OG0001226	LOC6529284|XP_002090289.1|DYAK	LOC118511394|XP_035910317.1|ASTE
OG0001227	LOC6526941|XP_015053536.1|DYAK	LOC118511067|XP_035909568.1|ASTE
OG0001228	LOC6524878|XP_002100718.1|DYAK	LOC118512395|XP_035912669.1|ASTE
OG0001229	LOC26535340|XP_039227449.1|DYAK, LOC120322142|XP_039232928.1|DYAK	LOC118514527|XP_035917400.1|ASTE
OG0001230	LOC6531423|XP_002092226.1|DYAK	LOC118509042|XP_035905008.1|ASTE
OG0001231	LOC6532176|XP_002090163.1|DYAK	LOC118511796|XP_035911219.1|ASTE
OG0001233	LOC6526912|XP_002088011.1|DYAK	LOC118508945|XP_035904747.1|ASTE
OG0001234	LOC6531492|XP_002092291.1|DYAK	LOC118511242|XP_035909975.1|ASTE
OG0001235	LOC6526318|XP_002087440.1|DYAK	LOC118510723|XP_035908825.1|ASTE
OG0001236	LOC6534816|XP_002095488.3|DYAK	LOC118505735|XP_035897816.1|ASTE
OG0001237	LOC6534073|XP_002094759.1|DYAK, LOC6535741|XP_015047326.1|DYAK	LOC118505306|XP_035896830.1|ASTE
OG0001238	LOC6538423|XP_039231226.1|DYAK	LOC118504642|XP_035895262.1|ASTE
OG0001239	LOC6536865|XP_002097434.2|DYAK	LOC118508095|XP_035903470.1|ASTE, LOC118503658|XP_035893074.1|ASTE
OG0001240	LOC6538410|XP_002098934.1|DYAK	LOC118508254|XP_035903765.1|ASTE, LOC118515267|XP_035917851.1|ASTE, LOC118503513|XP_035892757.1|ASTE
OG0001241	LOC6530124|XP_002091070.2|DYAK	LOC118506705|XP_035900090.1|ASTE
OG0001242	LOC6526087|XP_002101904.1|DYAK	LOC118502640|XP_035890980.1|ASTE
OG0001244	LOC6537286|XP_002097844.1|DYAK	LOC118509322|XP_035905679.1|ASTE
OG0001246	LOC6531940|XP_002092726.1|DYAK	LOC118504887|XP_035895838.1|ASTE, LOC118504885|XP_035895835.1|ASTE, LOC118504884|XP_035895834.1|ASTE
OG0001247	LOC26535936|XP_015045284.1|DYAK	LOC118508155|XP_035903585.1|ASTE
OG0001249	LOC6538175|XP_002098703.1|DYAK, LOC6525485|XP_002101320.1|DYAK	LOC118508107|XP_035903494.1|ASTE
OG0001257	LOC6523749|XP_039232984.1|DYAK	LOC118509652|XP_035906493.1|ASTE
OG0001258	LOC6536202|XP_002096793.1|DYAK	LOC118505200|XP_035896573.1|ASTE
OG0001259	LOC6524391|XP_002100249.1|DYAK	LOC118517449|XP_035919488.1|ASTE, LOC118506304|XP_035899145.1|ASTE
OG0001260	LOC6536482|XP_002097060.1|DYAK	LOC118512715|XP_035913451.1|ASTE
OG0001261	LOC6526132|XP_002101949.2|DYAK	LOC118509960|XP_035907260.1|ASTE, LOC118514207|XP_035916793.1|ASTE
OG0001263	LOC6538640|XP_002099160.1|DYAK	LOC118508293|XP_035903835.1|ASTE
OG0001264	LOC6526769|XP_002087872.2|DYAK	LOC118509213|XP_035905380.1|ASTE, LOC118517408|XP_035919375.1|ASTE
