Orthogroup	DYAK.longest_only	DMIR.longest_only
OG0000427	LOC120322428|XP_039233794.1|DYAK	LOC117193416|XP_033254058.1|DMIR, LOC117191964|XP_033252596.1|DMIR, LOC117194418|XP_033254878.1|DMIR
OG0000428	LOC6534712|XP_002095387.2|DYAK, LOC6539768|XP_002086656.3|DYAK	LOC108153730|XP_017139348.1|DMIR, LOC108153417|XP_017138907.1|DMIR
OG0000428	LOC6539767|XP_039229760.1|DYAK	LOC108153416|XP_017138906.1|DMIR
OG0000429	LOC6530304|XP_002091231.1|DYAK	LOC117194079|XP_033254608.1|DMIR
OG0000429	LOC6529278|XP_002090283.2|DYAK	LOC117193585|XP_033254216.1|DMIR, LOC108158060|XP_033246562.1|DMIR
OG0000429	LOC6530305|XP_002091232.1|DYAK	LOC117193586|XP_033254217.1|DMIR
OG0000430	LOC6538922|XP_015049120.1|DYAK, LOC26534975|XP_015049119.1|DYAK	LOC108154469|XP_017140229.1|DMIR
OG0000430	LOC6535508|XP_002096137.1|DYAK	LOC108157558|XP_017145153.1|DMIR, LOC108157557|XP_017145150.1|DMIR
OG0000431	LOC6529774|XP_002090758.1|DYAK, LOC6529775|XP_002090759.2|DYAK, LOC6528159|XP_039226449.1|DYAK	LOC108154399|XP_017140154.1|DMIR
OG0000433	LOC6525744|XP_002101566.1|DYAK	LOC108156542|XP_017143542.1|DMIR
OG0000433	LOC6533129|XP_002093855.1|DYAK	LOC108153625|XP_017139217.1|DMIR
OG0000434	LOC6538239|XP_002098766.1|DYAK	LOC108156697|XP_033245001.1|DMIR
OG0000435	LOC6525960|XP_002101780.1|DYAK	LOC108158891|XP_017147205.1|DMIR
OG0000437	LOC6528052|XP_002089119.1|DYAK	LOC108163191|XP_017153821.1|DMIR
OG0000437	LOC6527174|XP_002088268.1|DYAK	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR
OG0000438	LOC6538832|XP_002099345.1|DYAK	LOC108154916|XP_017140864.1|DMIR
OG0000439	LOC6527787|XP_002088860.2|DYAK	LOC108163683|XP_017154597.1|DMIR
OG0000439	LOC6534081|XP_002094767.3|DYAK	LOC108153164|XP_017138458.1|DMIR
OG0000440	LOC6531626|XP_002092423.1|DYAK	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR
OG0000440	LOC6529984|XP_002090930.1|DYAK	LOC108158153|XP_017145864.1|DMIR
OG0000441	LOC6530629|XP_002091542.1|DYAK	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR
OG0000441	LOC6530628|XP_002091541.1|DYAK	LOC108158220|XP_017145937.1|DMIR
OG0000443	LOC6532260|XP_002093032.1|DYAK	LOC108152280|XP_017136987.1|DMIR
OG0000443	LOC6532259|XP_002093031.1|DYAK	LOC108152279|XP_017136986.1|DMIR
OG0000444	LOC6527769|XP_002088845.1|DYAK	LOC108161226|XP_017150939.1|DMIR
OG0000444	LOC6527772|XP_002088847.1|DYAK	LOC108163856|XP_017154860.1|DMIR
OG0000446	LOC26536241|XP_015045913.1|DYAK, LOC6524614|XP_015045778.1|DYAK	LOC108163225|XP_017153874.2|DMIR
OG0000446	LOC26534765|XP_015054548.2|DYAK	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR
OG0000447	LOC6532435|XP_002093182.1|DYAK	LOC117191613|XP_033252323.1|DMIR, LOC117194689|XP_033255089.1|DMIR, LOC117194802|XP_033255177.1|DMIR, LOC117190426|XP_033251397.1|DMIR, LOC117194760|XP_033255151.1|DMIR, LOC117195147|XP_033255686.1|DMIR, LOC117195146|XP_033255685.1|DMIR, LOC117194494|XP_033254940.1|DMIR, LOC117194357|XP_033254813.1|DMIR, LOC117191357|XP_033252142.1|DMIR, LOC117190424|XP_033251395.1|DMIR, LOC117190425|XP_033251396.1|DMIR, LOC117191618|XP_033252328.1|DMIR, LOC117195131|XP_033255674.1|DMIR, LOC117195112|XP_033255655.1|DMIR, LOC117191938|XP_033252576.1|DMIR, LOC117194732|XP_033255121.1|DMIR, LOC117191713|XP_033252392.1|DMIR, LOC117194800|XP_033255176.1|DMIR, LOC117194787|XP_033255171.1|DMIR, LOC117194458|XP_033254916.1|DMIR, LOC117195135|XP_033255678.1|DMIR, LOC117194495|XP_033254941.1|DMIR, LOC117194324|XP_033254785.1|DMIR, LOC117192052|XP_033252659.1|DMIR, LOC117189257|XP_033250323.1|DMIR
OG0000448	LOC6538967|XP_002099470.1|DYAK	LOC108157671|XP_017145322.1|DMIR
OG0000448	LOC6538970|XP_002099473.1|DYAK	LOC108157737|XP_017145402.1|DMIR
OG0000449	LOC6534302|XP_002094983.1|DYAK	LOC108151450|XP_017135555.1|DMIR
OG0000449	LOC6529738|XP_039229308.1|DYAK	LOC108163338|XP_017154063.1|DMIR
OG0000450	LOC6526036|XP_039228570.1|DYAK	LOC108164547|XP_017155845.1|DMIR
OG0000450	LOC6525691|XP_015046412.1|DYAK	LOC108162040|XP_017152057.1|DMIR
OG0000451	LOC6523923|XP_015045375.1|DYAK	LOC108151468|XP_017135583.1|DMIR
OG0000451	LOC6523921|XP_002099794.1|DYAK	LOC108151470|XP_017135585.1|DMIR
OG0000453	LOC6537021|XP_002097588.1|DYAK	LOC108157357|XP_017144869.1|DMIR
OG0000453	LOC6537020|XP_002097587.1|DYAK	LOC108157761|XP_017145433.1|DMIR
OG0000454	LOC6537560|XP_002098106.1|DYAK	LOC108157785|XP_017145464.1|DMIR
OG0000454	LOC6532433|XP_002093180.1|DYAK	LOC108152177|XP_017136797.1|DMIR
OG0000456	LOC6528216|XP_039227752.1|DYAK	LOC108162817|XP_033248630.1|DMIR
OG0000457	LOC6527826|XP_039226737.1|DYAK	LOC108162974|XP_033249578.1|DMIR
OG0000457	LOC6527098|XP_039227705.1|DYAK	LOC108161358|XP_017151090.1|DMIR
OG0000458	LOC6527417|XP_039227513.1|DYAK	LOC108161569|XP_033248596.1|DMIR
OG0000460	LOC6526429|XP_002087548.1|DYAK	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR
OG0000462	LOC6535678|XP_002096306.1|DYAK	LOC108155317|XP_017141525.1|DMIR
OG0000462	LOC6535679|XP_002096307.1|DYAK	LOC108155316|XP_033245828.1|DMIR
OG0000463	LOC6537887|XP_002098428.1|DYAK	LOC108154035|XP_017139617.2|DMIR
OG0000463	LOC6526188|XP_039232772.1|DYAK, LOC6537888|XP_002098429.1|DYAK	LOC108154681|XP_017140511.1|DMIR
OG0000464	LOC6527416|XP_002088508.2|DYAK	LOC108161563|XP_033248614.1|DMIR
OG0000464	LOC6527415|XP_002088507.1|DYAK	LOC108161564|XP_017151340.1|DMIR
OG0000464	LOC6526548|XP_002087658.2|DYAK	LOC108161269|XP_033249227.1|DMIR
OG0000465	LOC6538672|XP_039231224.1|DYAK	LOC108155755|XP_017142284.1|DMIR
OG0000465	LOC6538673|XP_002099193.1|DYAK	LOC108155754|XP_017142281.1|DMIR
OG0000466	LOC6525026|XP_002100865.1|DYAK	LOC108164726|XP_017156105.1|DMIR
OG0000466	LOC6526256|XP_002087378.1|DYAK	LOC108161847|XP_017151701.1|DMIR
OG0000467	LOC6528397|XP_002089444.1|DYAK	LOC117185952|XP_033250508.1|DMIR, LOC108159885|XP_033246248.1|DMIR
OG0000467	LOC6528384|XP_002089431.2|DYAK	LOC117187682|XP_033246249.1|DMIR, LOC108160385|XP_033251770.1|DMIR
OG0000468	LOC6539036|XP_002099538.1|DYAK	LOC108154638|XP_017140455.1|DMIR
OG0000468	LOC6530220|XP_002091158.1|DYAK	LOC117188161|XP_033247486.1|DMIR, LOC108159013|XP_017147376.2|DMIR
OG0000469	LOC6527376|XP_039227239.1|DYAK	LOC108162976|XP_017153464.1|DMIR
OG0000469	LOC6527369|XP_039227337.1|DYAK	LOC108162166|XP_033249183.1|DMIR
OG0000470	LOC6534578|XP_002095254.2|DYAK	LOC108165539|XP_017157102.1|DMIR
OG0000470	LOC6534758|XP_039229886.1|DYAK	LOC108153053|XP_017138313.1|DMIR
OG0000471	LOC6532437|XP_002093184.1|DYAK	LOC108153727|XP_017139343.1|DMIR
OG0000471	LOC6526561|XP_002087671.1|DYAK	LOC108163720|XP_033249195.1|DMIR
OG0000473	LOC6525891|XP_002101711.1|DYAK	LOC108153102|XP_017138378.1|DMIR
OG0000473	LOC6524431|XP_002100289.2|DYAK	LOC108159554|XP_017148473.1|DMIR
OG0000474	LOC6525602|XP_039229393.1|DYAK	LOC108153271|XP_017138629.1|DMIR
OG0000474	LOC6533705|XP_002094410.2|DYAK	LOC108154321|XP_017140069.1|DMIR
OG0000475	LOC6537726|XP_002098271.1|DYAK	LOC108155200|XP_017141360.1|DMIR
OG0000475	LOC6537727|XP_039231906.1|DYAK	LOC108155199|XP_017141359.1|DMIR
OG0000476	LOC6536361|XP_002096943.1|DYAK	LOC108157736|XP_017145400.1|DMIR
OG0000476	LOC6536362|XP_015047700.1|DYAK	LOC108157579|XP_017145188.1|DMIR
OG0000477	LOC6536156|XP_002096756.1|DYAK	LOC108157708|XP_017145366.1|DMIR
OG0000477	LOC6536157|XP_002096757.1|DYAK	LOC117187459|XP_033246065.1|DMIR, LOC117187458|XP_033246064.1|DMIR, LOC108157136|XP_017144526.2|DMIR
OG0000478	LOC6538408|XP_002098932.1|DYAK	LOC108156600|XP_017143632.1|DMIR
OG0000479	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK	LOC108157062|XP_017144382.1|DMIR
OG0000480	LOC6526609|XP_002087717.1|DYAK	LOC108161725|XP_017151537.2|DMIR
OG0000480	LOC6526607|XP_002087715.2|DYAK	LOC108161161|XP_033249520.1|DMIR
OG0000482	LOC6536771|XP_002097342.1|DYAK	LOC108157787|XP_017145466.1|DMIR
OG0000482	LOC6535737|XP_002096360.2|DYAK	LOC108155181|XP_017141341.1|DMIR
OG0000483	LOC6538723|XP_002099238.1|DYAK	LOC108156859|XP_017144075.1|DMIR
OG0000483	LOC6538722|XP_002099237.2|DYAK	LOC108154472|XP_017140233.1|DMIR
OG0000484	LOC6535684|XP_002096312.1|DYAK	LOC108155313|XP_017141520.1|DMIR
OG0000484	LOC6535683|XP_039232683.1|DYAK	LOC108155314|XP_017141521.1|DMIR
OG0000485	LOC6534221|XP_002094903.2|DYAK	LOC108153031|XP_017138276.1|DMIR
OG0000485	LOC6534220|XP_002094902.1|DYAK	LOC108153030|XP_017138275.1|DMIR
OG0000486	LOC6531865|XP_015051584.1|DYAK	LOC117185830|XP_033253988.1|DMIR, LOC108160598|XP_017150186.1|DMIR
OG0000487	LOC26534538|XP_015052823.1|DYAK	LOC117188178|XP_033247537.1|DMIR, LOC108158281|XP_017146005.2|DMIR
OG0000487	LOC26535753|XP_015052927.1|DYAK	LOC108160802|XP_017150512.1|DMIR, LOC117191332|XP_033252125.1|DMIR
OG0000488	LOC6526294|XP_002087416.1|DYAK	LOC108162560|XP_017152846.2|DMIR
OG0000488	LOC6526293|XP_015053347.1|DYAK	LOC108162558|XP_017152843.1|DMIR
OG0000489	LOC6539054|XP_002099556.2|DYAK	LOC108155344|XP_017141591.1|DMIR
OG0000489	LOC6525048|XP_002100887.1|DYAK	LOC108152566|XP_033251958.1|DMIR
OG0000490	LOC6524309|XP_002100168.1|DYAK	LOC108164876|XP_017156310.1|DMIR
OG0000490	LOC6526186|XP_039228935.1|DYAK	LOC108164978|XP_017156485.1|DMIR
OG0000491	LOC6530211|XP_002091149.1|DYAK	LOC117188055|XP_033247184.1|DMIR, LOC108158497|XP_033253176.1|DMIR
OG0000492	LOC6528750|XP_002089785.1|DYAK	LOC108159280|XP_017147930.1|DMIR
OG0000492	LOC6528953|XP_002089985.1|DYAK	LOC108161556|XP_017151329.1|DMIR
OG0000493	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK	LOC108157656|XP_017145296.1|DMIR, LOC108157655|XP_017145295.2|DMIR
OG0000494	LOC6538585|XP_015048917.1|DYAK	LOC108156664|XP_017143769.1|DMIR
OG0000494	LOC6529036|XP_002090067.1|DYAK	LOC108162538|XP_017152810.1|DMIR
OG0000495	LOC6525461|XP_002101296.1|DYAK	LOC108158075|XP_017145716.1|DMIR
OG0000495	LOC6531521|XP_039228030.1|DYAK	LOC108158885|XP_017147149.1|DMIR
OG0000496	LOC6528113|XP_039227271.1|DYAK	LOC108163209|XP_017153848.1|DMIR
OG0000496	LOC6527418|XP_002088510.1|DYAK	LOC108161457|XP_017151209.2|DMIR
OG0000497	LOC6526977|XP_039226923.1|DYAK	LOC108162624|XP_017152935.1|DMIR
OG0000497	LOC6526976|XP_039226367.1|DYAK	LOC108162619|XP_017152929.1|DMIR
OG0000498	LOC6538714|XP_002099229.1|DYAK	LOC108154464|XP_017140223.1|DMIR
OG0000499	LOC6531555|XP_002092353.1|DYAK	LOC108159743|XP_017148770.1|DMIR, LOC117187909|XP_033246745.1|DMIR
OG0000499	LOC6524396|XP_039226192.1|DYAK	LOC108153702|XP_017139318.1|DMIR
OG0000500	LOC6534217|XP_002094899.1|DYAK	LOC108153168|XP_017138462.1|DMIR
OG0000500	LOC6534219|XP_002094901.3|DYAK	LOC108153167|XP_033242747.1|DMIR
OG0000501	LOC6527892|XP_002088964.1|DYAK	LOC108162248|XP_017152384.1|DMIR
OG0000502	LOC6530687|XP_002091578.1|DYAK	LOC117194165|XP_033254712.1|DMIR, LOC117193115|XP_033253735.1|DMIR, LOC108160811|XP_033253756.1|DMIR, LOC117193119|XP_033253741.1|DMIR, LOC117193121|XP_033253744.1|DMIR, LOC117194170|XP_033254720.1|DMIR, LOC117193667|XP_033254294.1|DMIR, LOC117194091|XP_033254624.1|DMIR, LOC117193117|XP_033253739.1|DMIR, LOC117193432|XP_033254072.1|DMIR, LOC117193120|XP_033253743.1|DMIR, LOC117193122|XP_033253745.1|DMIR, LOC117193701|XP_033254318.1|DMIR, LOC117193668|XP_033254296.1|DMIR, LOC117194169|XP_033254719.1|DMIR, LOC117194167|XP_033254717.1|DMIR, LOC117193433|XP_033254073.1|DMIR, LOC117193200|XP_033253842.1|DMIR, LOC117193199|XP_033253841.1|DMIR, LOC117194030|XP_033254548.1|DMIR, LOC117193998|XP_033254526.1|DMIR, LOC117193700|XP_033254317.1|DMIR, LOC117192843|XP_033253491.1|DMIR, LOC117194174|XP_033254725.1|DMIR, LOC117193125|XP_033253748.1|DMIR, LOC117193129|XP_033253752.1|DMIR, LOC117193124|XP_033253747.1|DMIR, LOC117194172|XP_033254722.1|DMIR, LOC117194171|XP_033254721.1|DMIR, LOC117193126|XP_033253749.1|DMIR, LOC117193116|XP_033253738.1|DMIR, LOC117193123|XP_033253746.1|DMIR, LOC117193127|XP_033253750.1|DMIR, LOC117192227|XP_033252789.1|DMIR, LOC117194166|XP_033254715.1|DMIR, LOC117194177|XP_033254727.1|DMIR, LOC117194175|XP_033254726.1|DMIR, LOC117193819|XP_033254421.1|DMIR, LOC117194168|XP_033254718.1|DMIR, LOC117193431|XP_033254071.1|DMIR, LOC117193130|XP_033253753.1|DMIR, LOC117193128|XP_033253751.1|DMIR, LOC117193132|XP_033253755.1|DMIR, LOC117193118|XP_033253740.1|DMIR, LOC117193131|XP_033253754.1|DMIR, LOC117192842|XP_033253490.1|DMIR, LOC117194173|XP_033254724.1|DMIR
OG0000503	LOC6531768|XP_002092555.2|DYAK	LOC117187750|XP_033246449.1|DMIR
OG0000503	LOC26535424|XP_039228230.1|DYAK, LOC6531767|XP_002092554.2|DYAK	LOC108157969|XP_017145603.1|DMIR, LOC108159383|XP_017148103.1|DMIR, LOC117191557|XP_033252277.1|DMIR, LOC117191558|XP_033252278.1|DMIR
OG0000504	LOC6534411|XP_002095089.1|DYAK	LOC108153455|XP_017138964.1|DMIR
OG0000505	LOC6524336|XP_039233780.1|DYAK	LOC108155705|XP_033249187.1|DMIR
OG0000505	LOC6524340|XP_039233491.1|DYAK	LOC108163800|XP_017154782.1|DMIR
OG0000506	LOC6538567|XP_002099089.2|DYAK	LOC108156667|XP_017143778.1|DMIR
OG0000507	LOC6526044|XP_002101861.1|DYAK	LOC108156353|XP_017143246.1|DMIR
OG0000507	LOC6526045|XP_002101862.1|DYAK	LOC108156361|XP_017143257.1|DMIR
OG0000508	LOC6532366|XP_039230008.1|DYAK	LOC108165448|XP_033243944.1|DMIR
OG0000508	LOC6532180|XP_015049199.1|DYAK	LOC117194877|XP_033255230.1|DMIR, LOC117194673|XP_033255077.1|DMIR
OG0000509	LOC6531394|XP_015051311.1|DYAK	LOC108159392|XP_017148115.1|DMIR
OG0000509	LOC6531406|XP_015051315.1|DYAK	LOC108160258|XP_017149613.1|DMIR
OG0000510	LOC6530340|XP_002091267.1|DYAK	LOC108160715|XP_017150379.1|DMIR, LOC117193699|XP_033254316.1|DMIR
OG0000510	LOC6530341|XP_002091268.1|DYAK	LOC117188218|XP_033247609.1|DMIR
OG0000511	LOC6529514|XP_002090516.1|DYAK	LOC108163269|XP_017153959.1|DMIR
OG0000511	LOC6529513|XP_015052138.1|DYAK	LOC108163268|XP_017153957.1|DMIR
OG0000512	LOC6527241|XP_002088335.3|DYAK	LOC108161640|XP_017151431.1|DMIR
OG0000512	LOC6533771|XP_002094475.1|DYAK	LOC108152852|XP_033242758.1|DMIR
OG0000513	LOC6528309|XP_002089362.1|DYAK	LOC108158755|XP_017146856.1|DMIR
OG0000513	LOC6529662|XP_002090655.1|DYAK	LOC108163751|XP_017154708.1|DMIR
OG0000514	LOC6527403|XP_002088495.1|DYAK	LOC108163445|XP_017154218.1|DMIR
OG0000514	LOC6527399|XP_015053669.2|DYAK	LOC108163504|XP_017154318.1|DMIR
OG0000515	LOC6523759|XP_002099634.1|DYAK	LOC108164490|XP_017155745.1|DMIR
OG0000515	LOC6534573|XP_002095249.1|DYAK	LOC108153649|XP_017139244.1|DMIR
OG0000516	LOC6524756|XP_002100600.1|DYAK	LOC108155841|XP_017142450.1|DMIR
OG0000516	LOC6524755|XP_002100599.3|DYAK	LOC108155822|XP_017142404.1|DMIR
OG0000517	LOC6539535|XP_002086423.1|DYAK	LOC108151882|XP_017136268.1|DMIR
OG0000517	LOC6539538|XP_002086426.2|DYAK	LOC108151881|XP_017136267.1|DMIR
OG0000518	LOC6532544|XP_002093290.1|DYAK	LOC108153688|XP_017139301.1|DMIR, LOC117188475|XP_033248286.1|DMIR, LOC117188477|XP_033248287.1|DMIR, LOC108158168|XP_017145877.1|DMIR, LOC117188324|XP_033247871.1|DMIR, LOC108151744|XP_017136055.1|DMIR
OG0000521	LOC6525841|XP_002101661.1|DYAK	LOC108165106|XP_017156652.1|DMIR
OG0000521	LOC6525833|XP_039229916.1|DYAK	LOC108158966|XP_033252803.1|DMIR
OG0000522	LOC6539875|XP_002086759.2|DYAK	LOC108157855|XP_017145550.1|DMIR
OG0000522	LOC6539986|XP_002086856.1|DYAK	LOC108164766|XP_017156166.1|DMIR
OG0000523	LOC6538598|XP_002099120.1|DYAK	LOC108156712|XP_017143849.1|DMIR
OG0000523	LOC6526136|XP_002101953.1|DYAK	LOC108162479|XP_017152720.1|DMIR
OG0000524	LOC6537797|XP_002098338.2|DYAK	LOC108156446|XP_017143394.2|DMIR
OG0000524	LOC6536521|XP_002097097.2|DYAK	LOC108156969|XP_017144245.1|DMIR
OG0000525	LOC6528720|XP_002089755.2|DYAK	LOC108159599|XP_017148542.1|DMIR
OG0000525	LOC6528719|XP_002089754.1|DYAK	LOC108159598|XP_017148541.1|DMIR
OG0000526	LOC6529745|XP_002090735.1|DYAK	LOC108161341|XP_017151067.1|DMIR
OG0000526	LOC6530832|XP_002091715.3|DYAK	LOC108160012|XP_017149233.2|DMIR, LOC117193688|XP_033254309.1|DMIR, LOC117193689|XP_033254310.1|DMIR, LOC108160006|XP_017149226.1|DMIR
OG0000527	LOC6526791|XP_002087894.1|DYAK	LOC108162104|XP_017152155.1|DMIR
OG0000527	LOC6526786|XP_039227349.1|DYAK	LOC108162660|XP_017152985.1|DMIR
OG0000528	LOC6526705|XP_002087808.1|DYAK	LOC108164165|XP_017155265.1|DMIR
OG0000529	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK	LOC108163947|XP_017154976.2|DMIR
OG0000530	LOC6533642|XP_002094348.2|DYAK	LOC108152120|XP_017136693.1|DMIR
OG0000530	LOC6532484|XP_002093230.1|DYAK	LOC108153760|XP_017139387.1|DMIR
OG0000531	LOC6529564|XP_002090561.1|DYAK	LOC108163229|XP_017153875.1|DMIR
OG0000532	LOC26535789|XP_002096408.1|DYAK	LOC108154526|XP_017140318.1|DMIR
OG0000532	LOC6535786|XP_039232737.1|DYAK	LOC108157228|XP_017144674.1|DMIR
OG0000533	LOC6526168|XP_002101978.1|DYAK	LOC108163050|XP_017153613.1|DMIR
OG0000533	LOC6536238|XP_002096827.1|DYAK	LOC108155868|XP_017142476.1|DMIR
OG0000534	LOC6524582|XP_039230889.1|DYAK	LOC108158419|XP_017146187.1|DMIR
OG0000534	LOC6528276|XP_002089329.2|DYAK	LOC108163603|XP_017154481.1|DMIR
OG0000535	LOC6528916|XP_002089948.1|DYAK	LOC117188058|XP_033247202.1|DMIR, LOC108158515|XP_017146381.2|DMIR
OG0000535	LOC6528553|XP_039227205.1|DYAK	LOC108160010|XP_017149229.1|DMIR, LOC117191773|XP_033252434.1|DMIR
OG0000536	LOC6533068|XP_039230004.1|DYAK	LOC108150905|XP_017134708.1|DMIR
OG0000537	LOC6528403|XP_015053931.1|DYAK	LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC26536174|XP_015051180.1|DYAK	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR
OG0000538	LOC6528655|XP_015054024.1|DYAK	LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC6538435|XP_002098959.1|DYAK	LOC108157614|XP_017145234.1|DMIR
OG0000539	LOC6538434|XP_002098958.1|DYAK	LOC108157546|XP_017145140.1|DMIR
OG0000540	LOC6529272|XP_002090277.1|DYAK	LOC108164149|XP_017155243.1|DMIR
OG0000542	LOC6538518|XP_002099040.1|DYAK	LOC108155047|XP_017141110.1|DMIR
OG0000542	LOC6523731|XP_002099606.1|DYAK	LOC108164464|XP_017155687.1|DMIR
OG0000543	LOC6537878|XP_002098419.1|DYAK	LOC108156691|XP_017143824.1|DMIR
OG0000543	LOC6528508|XP_002089554.2|DYAK	LOC117190401|XP_033251367.1|DMIR, LOC108158192|XP_017145900.1|DMIR
OG0000544	LOC6533237|XP_002093963.1|DYAK	LOC108152877|XP_017137997.1|DMIR
OG0000544	LOC6535994|XP_002096609.1|DYAK	LOC108154852|XP_017140762.1|DMIR
OG0000545	LOC6537447|XP_002098003.1|DYAK	LOC108157416|XP_017144956.1|DMIR
OG0000545	LOC6537453|XP_002098009.1|DYAK	LOC108157383|XP_017144903.1|DMIR
OG0000546	LOC6537257|XP_002097815.1|DYAK	LOC108156588|XP_033244251.1|DMIR, LOC117187157|XP_033245118.1|DMIR
OG0000546	LOC6524664|XP_002100521.1|DYAK	LOC108160653|XP_017150318.1|DMIR
OG0000548	LOC6534682|XP_002095357.1|DYAK	LOC108153642|XP_017139234.1|DMIR
OG0000548	LOC6539392|XP_015045168.2|DYAK	LOC108153443|XP_017138947.1|DMIR
OG0000549	LOC6531870|XP_002092657.1|DYAK	LOC117194129|XP_033254666.1|DMIR, LOC117194130|XP_033254667.1|DMIR, LOC108158686|XP_017146708.1|DMIR
OG0000550	LOC6532200|XP_015049215.1|DYAK	LOC108165598|XP_017157162.1|DMIR
OG0000550	LOC26535767|XP_015049219.2|DYAK	LOC108165596|XP_017157159.1|DMIR
OG0000552	LOC6538840|XP_002099353.1|DYAK	LOC108156015|XP_017142728.1|DMIR
OG0000552	LOC6538839|XP_002099352.1|DYAK	LOC108156014|XP_017142727.1|DMIR
OG0000553	LOC6527898|XP_002088970.1|DYAK	LOC108162252|XP_017152389.1|DMIR
OG0000554	LOC26535592|XP_015048569.1|DYAK	LOC108157174|XP_017144585.1|DMIR
OG0000554	LOC6537909|XP_002098449.1|DYAK	LOC108157175|XP_017144586.1|DMIR
OG0000555	LOC6532243|XP_002093016.1|DYAK	LOC117186632|XP_033243536.1|DMIR, LOC108152733|XP_017137765.2|DMIR, LOC108153277|XP_017138635.1|DMIR
OG0000555	LOC6532793|XP_002093531.1|DYAK	LOC108151735|XP_017136026.1|DMIR
OG0000556	LOC6525622|XP_002101457.1|DYAK	LOC108161754|XP_017151579.1|DMIR
OG0000556	LOC6537129|XP_002097690.1|DYAK	LOC117187240|XP_033245389.1|DMIR, LOC117187239|XP_033245387.1|DMIR, LOC117187241|XP_033245390.1|DMIR, LOC117187238|XP_033245384.1|DMIR, LOC108155847|XP_017142448.1|DMIR
OG0000557	LOC6536774|XP_002097345.1|DYAK	LOC108153880|XP_017139470.1|DMIR
OG0000557	LOC6536773|XP_002097344.1|DYAK	LOC108153881|XP_017139471.1|DMIR
OG0000558	LOC6537111|XP_015048145.1|DYAK	LOC108155557|XP_017141937.1|DMIR
OG0000558	LOC6525400|XP_002101235.1|DYAK	LOC108156833|XP_017144072.1|DMIR
OG0000559	LOC6536490|XP_039232847.1|DYAK	LOC108156838|XP_017144037.2|DMIR
OG0000559	LOC6534469|XP_002095146.1|DYAK	LOC108152749|XP_017137794.1|DMIR
OG0000560	LOC6528420|XP_002089466.1|DYAK	LOC117189550|XP_033250587.1|DMIR, LOC108159637|XP_017148589.1|DMIR
OG0000560	LOC6528419|XP_002089465.1|DYAK	LOC117189549|XP_033250586.1|DMIR, LOC108159636|XP_017148588.1|DMIR
OG0000561	LOC6533885|XP_002094585.1|DYAK	LOC108153510|XP_017139055.1|DMIR
