Orthogroup	DYAK.longest_only	DMAU.longest_only
OG0001840	LOC26535710|XP_039228125.1|DYAK	LOC117149176|XP_033172645.1|DMAU
OG0001841	LOC6532297|XP_002093057.2|DYAK	LOC117140525|XP_033159397.1|DMAU
OG0001841	LOC6532296|XP_002093056.1|DYAK	LOC117140526|XP_033159401.1|DMAU
OG0001842	LOC6533503|XP_002094214.1|DYAK	LOC117141991|XP_033161721.1|DMAU
OG0001842	LOC6526930|XP_002088028.1|DYAK	LOC117140784|XP_033159770.1|DMAU
OG0001843	LOC6534942|XP_002095612.1|DYAK	LOC117139363|XP_033157506.1|DMAU
OG0001844	LOC6534142|XP_002094826.1|DYAK, LOC6534143|XP_002094827.1|DYAK	LOC117140374|XP_033159130.1|DMAU
OG0001845	LOC6529433|XP_002090437.2|DYAK	LOC117144705|XP_033165937.1|DMAU
OG0001845	LOC6531797|XP_002092584.1|DYAK	LOC117136646|XP_033153532.1|DMAU
OG0001846	LOC6537451|XP_002098007.1|DYAK	LOC117144178|XP_033165114.1|DMAU
OG0001846	LOC120321824|XP_039231726.1|DYAK, LOC6537449|XP_002098005.3|DYAK	LOC117144229|XP_033165185.1|DMAU
OG0001847	LOC120321513|XP_039230119.1|DYAK, LOC120321505|XP_039230042.1|DYAK, LOC120321398|XP_039229565.1|DYAK	LOC117141336|XP_033160630.1|DMAU, LOC117141334|XP_033160629.1|DMAU, LOC117141333|XP_033160628.1|DMAU
OG0001848	LOC26535568|XP_039233334.1|DYAK	LOC117140198|XP_033158872.1|DMAU
OG0001849	LOC6538812|XP_002099325.1|DYAK	LOC117142817|XP_033162924.1|DMAU
OG0001850	LOC6523746|XP_039232891.1|DYAK	LOC117146243|XP_033168055.1|DMAU
OG0001851	LOC6523728|XP_039232878.1|DYAK	LOC117146341|XP_033168363.1|DMAU
OG0001852	LOC6532234|XP_039229372.1|DYAK	LOC117139610|XP_033157940.1|DMAU
OG0001853	LOC6538383|XP_039231982.1|DYAK	LOC117143309|XP_033163810.1|DMAU
OG0001854	LOC6524813|XP_002100655.2|DYAK	LOC117147202|XP_033169902.1|DMAU
OG0001855	LOC6531359|XP_002092162.1|DYAK	LOC117137835|XP_033155416.1|DMAU
OG0001856	LOC6525264|XP_002101100.1|DYAK	LOC117148110|XP_033171220.1|DMAU
OG0001857	LOC6526091|XP_002101908.1|DYAK	LOC117147274|XP_033169998.1|DMAU
OG0001858	LOC6525823|XP_002101643.1|DYAK	LOC117148801|XP_033172307.1|DMAU
OG0001859	LOC6526196|XP_002102005.1|DYAK	LOC117146707|XP_033169013.1|DMAU, LOC117147084|XP_033169739.1|DMAU
OG0001860	LOC6534246|XP_002094928.1|DYAK	LOC117140057|XP_033158686.1|DMAU
OG0001861	LOC6538349|XP_002098874.1|DYAK	LOC117144970|XP_033166322.1|DMAU
OG0001862	LOC6526135|XP_002101952.2|DYAK	LOC117147352|XP_033170106.1|DMAU
OG0001863	LOC6524650|XP_002100507.1|DYAK	LOC117146761|XP_033169150.1|DMAU
OG0001864	LOC6537274|XP_015048245.1|DYAK	LOC117144458|XP_033165504.1|DMAU
OG0001865	LOC6525601|XP_002101436.1|DYAK	LOC117148095|XP_033171198.1|DMAU
OG0001866	LOC6536913|XP_015048008.1|DYAK	LOC117144886|XP_033166194.1|DMAU
OG0001867	LOC6534316|XP_015050569.1|DYAK	LOC117141083|XP_033160273.1|DMAU
OG0001868	LOC6529230|XP_039228821.1|DYAK	LOC117137783|XP_033155301.1|DMAU
OG0001869	LOC6535871|XP_039231370.1|DYAK	LOC117145210|XP_033166666.1|DMAU
OG0001870	LOC6525489|XP_002101324.1|DYAK	LOC117148788|XP_033172289.1|DMAU
OG0001871	LOC6525014|XP_002100853.1|DYAK	LOC117148942|XP_033172558.1|DMAU
OG0001872	LOC6538886|XP_039231533.1|DYAK	LOC117145282|XP_033166761.1|DMAU
OG0001873	LOC6535251|XP_002095907.1|DYAK	LOC117143067|XP_033163416.1|DMAU
OG0001874	LOC6538608|XP_002099130.1|DYAK	LOC117143203|XP_033163639.1|DMAU
OG0001875	LOC6538944|XP_002099448.1|DYAK	LOC117144951|XP_033166299.1|DMAU
OG0001876	LOC6524873|XP_002100713.1|DYAK	LOC117146430|XP_033168528.1|DMAU
OG0001877	LOC6524375|XP_002100233.1|DYAK	LOC117147395|XP_033170155.1|DMAU
OG0001878	LOC6536954|XP_015048029.1|DYAK	LOC117143973|XP_033164800.1|DMAU
OG0001879	LOC6538602|XP_002099124.2|DYAK	LOC117143194|XP_033163621.1|DMAU
OG0001880	LOC6535639|XP_002096267.1|DYAK	LOC117143107|XP_033163480.1|DMAU
OG0001881	LOC6535952|XP_002096568.2|DYAK	LOC117143780|XP_033164504.1|DMAU
OG0001882	LOC6538302|XP_002098829.1|DYAK	LOC117143895|XP_033164690.1|DMAU
OG0001883	LOC6537841|XP_015048540.1|DYAK	LOC117145908|XP_033167653.1|DMAU
OG0001884	LOC6535853|XP_002096472.2|DYAK	LOC117144102|XP_033165011.1|DMAU
OG0001885	LOC6527341|XP_002088433.1|DYAK	LOC117150674|XP_033173570.1|DMAU
OG0001886	LOC6536352|XP_002096934.1|DYAK	LOC117142439|XP_033162294.1|DMAU
OG0001887	LOC6529342|XP_002090347.1|DYAK	LOC117138376|XP_033156335.1|DMAU
OG0001888	LOC6535378|XP_015047097.1|DYAK	LOC117145098|XP_033166508.1|DMAU
OG0001889	LOC6525245|XP_002101082.1|DYAK	LOC117147800|XP_033170741.1|DMAU
OG0001890	LOC6539743|XP_002086623.1|DYAK	LOC117139848|XP_033158386.1|DMAU
OG0001891	LOC6535791|XP_015047354.2|DYAK	LOC117144169|XP_033165102.1|DMAU
OG0001892	LOC6539976|XP_002086851.1|DYAK	LOC117139156|XP_033157206.1|DMAU
OG0001893	LOC6538289|XP_002098816.1|DYAK	LOC117143031|XP_033163311.1|DMAU
OG0001894	LOC6528488|XP_002089534.1|DYAK	LOC117137008|XP_033154087.1|DMAU
OG0001895	LOC6523748|XP_015046915.2|DYAK	LOC117146235|XP_033168031.1|DMAU
OG0001896	LOC6539265|XP_039227277.1|DYAK	LOC117137794|XP_033155349.1|DMAU
OG0001897	LOC6536486|XP_002097064.1|DYAK	LOC117146040|XP_033167868.1|DMAU
OG0001898	LOC6524832|XP_002100674.1|DYAK	LOC117148600|XP_033171972.1|DMAU, LOC117148601|XP_033171973.1|DMAU
OG0001899	LOC6535610|XP_039231329.1|DYAK	LOC117143115|XP_033163491.1|DMAU
OG0001900	LOC6540283|XP_039229939.1|DYAK	LOC117140396|XP_033159154.1|DMAU
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC117150513|XP_033173313.1|DMAU
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC117141917|XP_033161537.1|DMAU
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC117143453|XP_033164053.1|DMAU
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC117145527|XP_033167110.1|DMAU
OG0001905	LOC6525046|XP_002100885.1|DYAK	LOC117147360|XP_033170115.1|DMAU
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC117143289|XP_033163767.1|DMAU
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC117147626|XP_033170481.1|DMAU
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC117145943|XP_033167714.1|DMAU
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC117148752|XP_033172234.1|DMAU
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC117143974|XP_033164802.1|DMAU
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC117146088|XP_033167931.1|DMAU
OG0001912	LOC6530493|XP_002091408.1|DYAK	LOC117136466|XP_033153288.1|DMAU
OG0001913	LOC6527170|XP_002088264.1|DYAK	LOC117150413|XP_033173171.1|DMAU
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC117142681|XP_033162711.1|DMAU
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC117140447|XP_033159263.1|DMAU
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC117136515|XP_033153350.1|DMAU
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC117140951|XP_033160060.1|DMAU
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC117139412|XP_033157580.1|DMAU
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC117135662|XP_033151944.1|DMAU
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC117142126|XP_033161913.1|DMAU
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC117135628|XP_033151891.1|DMAU
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC117135431|XP_033151484.1|DMAU
OG0001923	LOC6533257|XP_039229400.1|DYAK	LOC117139504|XP_033157726.1|DMAU
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC117135844|XP_033152248.1|DMAU
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC117139245|XP_033157347.1|DMAU
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC117139146|XP_033157195.1|DMAU
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC117135791|XP_033152174.1|DMAU
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC117141730|XP_033161238.1|DMAU
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC117141641|XP_033161087.1|DMAU
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC117135510|XP_033151637.1|DMAU
OG0001931	LOC6533659|XP_002094365.2|DYAK	LOC117141390|XP_033160696.1|DMAU
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC117139963|XP_033158553.1|DMAU
OG0001933	LOC6531269|XP_002092078.1|DYAK	LOC117137475|XP_033154840.1|DMAU
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC117140427|XP_033159232.1|DMAU
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC117140603|XP_033159505.1|DMAU
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC117138654|XP_033156773.1|DMAU
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC117138328|XP_033156256.1|DMAU
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC117137232|XP_033154481.1|DMAU
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC117137818|XP_033155387.1|DMAU
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC117139746|XP_033158197.1|DMAU
OG0001942	LOC6528335|XP_015054422.1|DYAK	LOC117137073|XP_033154192.1|DMAU
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC117140426|XP_033159231.1|DMAU
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC117141194|XP_033160433.1|DMAU
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC117136038|XP_033152559.1|DMAU
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC117136659|XP_033153551.1|DMAU
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC117136488|XP_033153318.1|DMAU
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC117147188|XP_033169881.1|DMAU
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC117139563|XP_033157850.1|DMAU
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC117144259|XP_033165248.1|DMAU
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC117137839|XP_033155422.1|DMAU
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC117138224|XP_033156060.1|DMAU
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC117137857|XP_033155461.1|DMAU
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC117135569|XP_033151775.1|DMAU
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC117137756|XP_033155261.1|DMAU
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC117141197|XP_033160439.1|DMAU
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC117137963|XP_033155625.1|DMAU
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC117137177|XP_033154382.1|DMAU
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC117139984|XP_033158579.1|DMAU
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC117140017|XP_033158636.1|DMAU
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC117136055|XP_033152592.1|DMAU
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC117137007|XP_033154085.1|DMAU
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC117139437|XP_033157629.1|DMAU
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC117139888|XP_033158457.1|DMAU
OG0001965	LOC6533205|XP_002093931.2|DYAK	LOC117141983|XP_033161683.1|DMAU
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC117145559|XP_033167153.1|DMAU
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC117137536|XP_033154921.1|DMAU
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC117141284|XP_033160545.1|DMAU
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC117136246|XP_033152941.1|DMAU
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC117136601|XP_033153475.1|DMAU
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC117138048|XP_033155753.1|DMAU
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC117137533|XP_033154911.1|DMAU
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC117137414|XP_033154733.1|DMAU
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC117138072|XP_033155787.1|DMAU
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC117140196|XP_033158870.1|DMAU
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC117135652|XP_033151927.1|DMAU
OG0001977	LOC6527054|XP_002088147.2|DYAK	LOC117146348|XP_033168384.1|DMAU
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC117150269|XP_033172966.1|DMAU
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC117150684|XP_033173587.1|DMAU
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC117135239|XP_033151268.1|DMAU
OG0001981	LOC6528158|XP_002089223.1|DYAK	LOC117145727|XP_033167371.1|DMAU
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC117150047|XP_033172803.1|DMAU
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC117139408|XP_033157573.1|DMAU
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC117135161|XP_033151113.1|DMAU
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC117147033|XP_033169622.1|DMAU
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC117150431|XP_033173200.1|DMAU
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC117148473|XP_033171738.1|DMAU
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC117138366|XP_033156323.1|DMAU
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC117150202|XP_033172883.1|DMAU
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC117150332|XP_033173068.1|DMAU
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC117150634|XP_033173497.1|DMAU
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC117144104|XP_033165017.1|DMAU
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC117150858|XP_033173845.1|DMAU
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC117142641|XP_033162637.1|DMAU
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC117136696|XP_033153645.1|DMAU
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC117135726|XP_033152060.1|DMAU
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC117135720|XP_033152046.1|DMAU
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC117136120|XP_033152710.1|DMAU
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC117142310|XP_033162108.1|DMAU
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC117151095|XP_033174235.1|DMAU
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC117135794|XP_033152178.1|DMAU
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC117136070|XP_033152659.1|DMAU
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC117150958|XP_033174028.1|DMAU
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC117144331|XP_033165338.1|DMAU
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC117135302|XP_033151371.1|DMAU
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC117139414|XP_033157794.1|DMAU
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC117146238|XP_033168037.1|DMAU
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC117136380|XP_033153162.1|DMAU
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC117145889|XP_033167626.1|DMAU
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC117146550|XP_033168742.1|DMAU
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC117150197|XP_033172877.1|DMAU
OG0002013	LOC6529671|XP_039228207.1|DYAK	LOC117150248|XP_033172935.1|DMAU
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC117137311|XP_033154582.1|DMAU
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC117150747|XP_033173671.1|DMAU
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC117135472|XP_033151576.1|DMAU
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC117150424|XP_033173189.1|DMAU
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC117150857|XP_033173843.1|DMAU
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC117146280|XP_033168171.1|DMAU
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC117147440|XP_033170216.1|DMAU
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC117138433|XP_033156435.1|DMAU
OG0002022	LOC6529253|XP_002090258.2|DYAK	LOC117138718|XP_033156857.1|DMAU
OG0002023	LOC6536902|XP_002097471.1|DYAK	LOC117144218|XP_033165163.1|DMAU
OG0002024	LOC6528008|XP_002089075.1|DYAK	LOC117135185|XP_033151186.1|DMAU
OG0002025	LOC6527267|XP_002088361.2|DYAK	LOC117138135|XP_033155899.1|DMAU
OG0002026	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK	LOC117141705|XP_033161207.1|DMAU
OG0002027	LOC6531277|XP_002092086.1|DYAK	LOC117135962|XP_033152451.1|DMAU
OG0002028	LOC6531905|XP_039228916.1|DYAK	LOC117136785|XP_033153731.1|DMAU
OG0002029	LOC6533085|XP_002093817.1|DYAK	LOC117141146|XP_033160370.1|DMAU
OG0002030	LOC6532080|XP_002092857.1|DYAK	LOC117136336|XP_033153087.1|DMAU
OG0002031	LOC6529887|XP_015052449.1|DYAK	LOC117136069|XP_033152614.1|DMAU
OG0002032	LOC6535903|XP_002096519.2|DYAK	LOC117143784|XP_033164516.1|DMAU
OG0002033	LOC6525098|XP_039233354.1|DYAK	LOC117147922|XP_033170936.1|DMAU
OG0002034	LOC6523902|XP_039233412.1|DYAK	LOC117146668|XP_033168906.1|DMAU
OG0002035	LOC6536239|XP_002096828.1|DYAK	LOC117145582|XP_033167179.1|DMAU
OG0002036	LOC6536455|XP_002097036.2|DYAK	LOC117145832|XP_033167524.1|DMAU
OG0002037	LOC6532943|XP_002093678.1|DYAK	LOC117140049|XP_033158677.1|DMAU
OG0002038	LOC6535769|XP_002096392.1|DYAK	LOC117143600|XP_033164242.1|DMAU
OG0002039	LOC26535238|XP_015044598.1|DYAK	LOC117141356|XP_033160655.1|DMAU
OG0002040	LOC26534948|XP_039231392.1|DYAK	LOC117139300|XP_033157426.1|DMAU, LOC117139299|XP_033157423.1|DMAU
OG0002041	LOC6528625|XP_002089668.1|DYAK	LOC117135698|XP_033151995.1|DMAU
OG0002042	LOC6536064|XP_002096674.2|DYAK	LOC117143380|XP_033163949.1|DMAU
OG0002043	LOC6537523|XP_002098069.2|DYAK	LOC117145716|XP_033167353.1|DMAU
OG0002044	LOC6537781|XP_015048507.1|DYAK	LOC117142452|XP_033162313.1|DMAU
OG0002045	LOC6536232|XP_015047616.2|DYAK	LOC117143740|XP_033164441.1|DMAU
OG0002046	LOC6523757|XP_002099632.1|DYAK	LOC117146270|XP_033168154.1|DMAU
OG0002047	LOC6525186|XP_039227624.1|DYAK	LOC117146433|XP_033168532.1|DMAU
OG0002048	LOC6536787|XP_002097357.2|DYAK	LOC117144863|XP_033166158.1|DMAU
OG0002049	LOC6536642|XP_002097214.1|DYAK	LOC117145332|XP_033166828.1|DMAU
OG0002050	LOC6537135|XP_002097696.1|DYAK	LOC117145882|XP_033167598.1|DMAU
OG0002051	LOC6530283|XP_015052627.1|DYAK	LOC117136703|XP_033153612.1|DMAU
OG0002052	LOC6535050|XP_002095714.1|DYAK	LOC117140934|XP_033160021.1|DMAU
OG0002053	LOC6536268|XP_002096854.3|DYAK	LOC117143518|XP_033164131.1|DMAU
OG0002054	LOC6537507|XP_002098053.1|DYAK	LOC117142520|XP_033162454.1|DMAU
OG0002055	LOC6536739|XP_002097311.1|DYAK	LOC117143327|XP_033163874.1|DMAU
OG0002056	LOC6533900|XP_002094600.1|DYAK	LOC117140636|XP_033159554.1|DMAU
OG0002057	LOC6527141|XP_002088235.1|DYAK	LOC117146442|XP_033168592.1|DMAU
OG0002058	LOC6532197|XP_002092971.2|DYAK	LOC117142096|XP_033161871.1|DMAU
OG0002059	LOC6538511|XP_002099033.1|DYAK	LOC117142839|XP_033162963.1|DMAU
OG0002060	LOC6530428|XP_002091344.1|DYAK	LOC117137935|XP_033155580.1|DMAU
OG0002061	LOC6531977|XP_039228520.1|DYAK	LOC117138453|XP_033156470.1|DMAU
OG0002062	LOC6526178|XP_002101988.1|DYAK	LOC117148784|XP_033172284.1|DMAU
OG0002063	LOC6524045|XP_002099914.1|DYAK	LOC117147135|XP_033169804.1|DMAU
OG0002064	LOC6532910|XP_002093646.1|DYAK	LOC117139026|XP_033157015.1|DMAU
OG0002065	LOC6533477|XP_015050047.1|DYAK	LOC117141237|XP_033160491.1|DMAU
OG0002066	LOC6537090|XP_015048107.1|DYAK	LOC117143765|XP_033164474.1|DMAU
OG0002067	LOC6531904|XP_002092690.1|DYAK	LOC117136786|XP_033153733.1|DMAU
OG0002068	LOC6531059|XP_002091893.1|DYAK	LOC117136801|XP_033153756.1|DMAU
OG0002069	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK	LOC117135593|XP_033151819.1|DMAU
OG0002070	LOC6536569|XP_002097145.1|DYAK	LOC117144757|XP_033166007.1|DMAU
OG0002071	LOC6538625|XP_002099147.1|DYAK	LOC117143742|XP_033164444.1|DMAU
OG0002072	LOC6531491|XP_002092290.1|DYAK	LOC117137737|XP_033155210.1|DMAU
OG0002073	LOC6534167|XP_039230319.1|DYAK	LOC117142016|XP_033161760.1|DMAU
OG0002074	LOC6530489|XP_015052689.1|DYAK	LOC117145044|XP_033166444.1|DMAU
OG0002075	LOC26534725|XP_015054544.1|DYAK	LOC117145514|XP_033167098.1|DMAU
OG0002076	LOC6531741|XP_015051537.1|DYAK	LOC117135540|XP_033151710.1|DMAU
OG0002077	LOC6532326|XP_015049281.1|DYAK	LOC117139193|XP_033157254.1|DMAU
OG0002078	LOC6529896|XP_015052506.1|DYAK	LOC117136281|XP_033153006.1|DMAU
OG0002079	LOC6539416|XP_002086307.1|DYAK	LOC117138951|XP_033156882.1|DMAU
OG0002080	LOC6531685|XP_002092476.2|DYAK	LOC117137411|XP_033154729.1|DMAU
OG0002081	LOC6532011|XP_002092790.1|DYAK	LOC117136117|XP_033152704.1|DMAU
OG0002082	LOC6531363|XP_015051280.1|DYAK	LOC117135458|XP_033151534.1|DMAU
OG0002083	LOC6524407|XP_039233701.1|DYAK	LOC117148582|XP_033171940.1|DMAU
OG0002084	LOC6531809|XP_002092596.1|DYAK	LOC117136838|XP_033153810.1|DMAU
OG0002085	LOC6531616|XP_015051442.1|DYAK	LOC117135979|XP_033152483.1|DMAU
OG0002086	LOC6530589|XP_039228145.1|DYAK	LOC117137380|XP_033154684.1|DMAU
OG0002087	LOC26535083|XP_039229464.1|DYAK	LOC117140674|XP_033159618.1|DMAU
OG0002088	LOC6534765|XP_015050822.2|DYAK	LOC117139421|XP_033157598.1|DMAU
OG0002089	LOC6528639|XP_002089681.1|DYAK	LOC117135899|XP_033152338.1|DMAU
OG0002090	LOC6533973|XP_002094668.1|DYAK	LOC117140720|XP_033159676.1|DMAU
OG0002091	LOC6532018|XP_002092796.1|DYAK	LOC117136441|XP_033153249.1|DMAU
OG0002092	LOC6535038|XP_002095703.1|DYAK	LOC117139311|XP_033157444.1|DMAU
OG0002093	LOC6530515|XP_002091430.2|DYAK	LOC117135903|XP_033152356.1|DMAU
OG0002094	LOC6531917|XP_002092703.1|DYAK	LOC117137217|XP_033154464.1|DMAU
OG0002095	LOC6525160|XP_002100998.1|DYAK	LOC117148039|XP_033171106.1|DMAU
OG0002096	LOC6530395|XP_002091321.1|DYAK	LOC117135507|XP_033151630.1|DMAU
OG0002097	LOC6528783|XP_015054260.1|DYAK	LOC117137562|XP_033154956.1|DMAU
OG0002098	LOC6539364|XP_015045187.1|DYAK	LOC117140567|XP_033159455.1|DMAU
OG0002099	LOC6536208|XP_002096799.1|DYAK	LOC117143878|XP_033164655.1|DMAU
OG0002100	LOC6539578|XP_015045092.1|DYAK	LOC117139954|XP_033158533.1|DMAU
OG0002101	LOC6528582|XP_039227584.1|DYAK	LOC117138227|XP_033156063.1|DMAU
OG0002102	LOC6530817|XP_039228948.1|DYAK	LOC117135858|XP_033152272.1|DMAU
OG0002103	LOC6536201|XP_002096792.1|DYAK	LOC117144196|XP_033165136.1|DMAU
OG0002105	LOC6526385|XP_002087504.1|DYAK	LOC117146874|XP_033169358.1|DMAU
OG0002106	LOC6536214|XP_002096805.2|DYAK	LOC117143522|XP_033164136.1|DMAU
OG0002107	LOC6527179|XP_002088273.1|DYAK	LOC117136767|XP_033153707.1|DMAU
OG0002108	LOC6537460|XP_002098016.3|DYAK	LOC117144187|XP_033165126.1|DMAU
OG0002109	LOC6538990|XP_002099492.1|DYAK	LOC117144422|XP_033165455.1|DMAU
OG0002109	LOC26536065|XP_015049153.2|DYAK	LOC117144215|XP_033165157.1|DMAU
OG0002110	LOC6534974|XP_002095644.1|DYAK	LOC117141970|XP_033161659.1|DMAU
OG0002110	LOC6527525|XP_002088615.1|DYAK	LOC117150944|XP_033174003.1|DMAU
OG0002111	LOC6527791|XP_002088864.1|DYAK	LOC117147325|XP_033170071.1|DMAU
OG0002111	LOC6527792|XP_002088865.1|DYAK	LOC117141825|XP_033161373.1|DMAU
OG0002112	LOC6527275|XP_002088369.1|DYAK	LOC117141703|XP_033161208.1|DMAU
OG0002113	LOC6535435|XP_002096084.1|DYAK	LOC117145295|XP_033166777.1|DMAU
OG0002113	LOC6535436|XP_002096085.1|DYAK	LOC117144361|XP_033165370.1|DMAU
OG0002114	LOC6538824|XP_002099337.2|DYAK	LOC117142356|XP_033162170.1|DMAU
OG0002114	LOC6538823|XP_002099336.1|DYAK	LOC117144010|XP_033164856.1|DMAU
OG0002115	LOC6531572|XP_002092370.1|DYAK	LOC117136227|XP_033152898.1|DMAU
OG0002115	LOC6531573|XP_002092371.2|DYAK	LOC117136226|XP_033152895.1|DMAU
OG0002116	LOC6529792|XP_002090776.1|DYAK	LOC117138398|XP_033156369.1|DMAU
