Orthogroup	DYAK.longest_only	DBIA.longest_only
OG0000543	LOC6537878|XP_002098419.1|DYAK	LOC108024677|XP_016950236.1|DBIA
OG0000543	LOC6528508|XP_002089554.2|DYAK	LOC108029342|XP_016957024.1|DBIA
OG0000544	LOC6533237|XP_002093963.1|DYAK	LOC108028625|XP_016956035.1|DBIA
OG0000544	LOC6535994|XP_002096609.1|DYAK	LOC108027197|XP_016953992.1|DBIA
OG0000545	LOC6537447|XP_002098003.1|DYAK	LOC108024857|XP_016950488.1|DBIA
OG0000545	LOC6537453|XP_002098009.1|DYAK	LOC108024321|XP_016949712.1|DBIA
OG0000546	LOC6537257|XP_002097815.1|DYAK	LOC108032070|XP_016961379.1|DBIA
OG0000546	LOC6524664|XP_002100521.1|DYAK	LOC108024041|XP_016949304.1|DBIA
OG0000547	LOC6525063|XP_002100902.1|DYAK	LOC108025902|XP_016952074.1|DBIA
OG0000547	LOC6539571|XP_039230222.1|DYAK, LOC26535284|XP_039226599.1|DYAK	LOC108031211|XP_016959935.1|DBIA
OG0000548	LOC6534682|XP_002095357.1|DYAK	LOC108028754|XP_016956214.1|DBIA
OG0000548	LOC6539392|XP_015045168.2|DYAK	LOC108028755|XP_016956215.1|DBIA
OG0000549	LOC6531870|XP_002092657.1|DYAK	LOC108023001|XP_016947721.1|DBIA
OG0000550	LOC6532200|XP_015049215.1|DYAK	LOC108029960|XP_016957955.1|DBIA
OG0000550	LOC26535767|XP_015049219.2|DYAK	LOC108029649|XP_016957560.1|DBIA
OG0000551	LOC6531504|XP_039229314.1|DYAK	LOC108029867|XP_016957846.1|DBIA
OG0000552	LOC6538840|XP_002099353.1|DYAK	LOC108025541|XP_016951560.1|DBIA
OG0000552	LOC6538839|XP_002099352.1|DYAK	LOC108025454|XP_016951444.1|DBIA
OG0000553	LOC6527898|XP_002088970.1|DYAK	LOC108032740|XP_016962214.1|DBIA
OG0000554	LOC26535592|XP_015048569.1|DYAK	LOC108024390|XP_016949790.1|DBIA
OG0000554	LOC6537909|XP_002098449.1|DYAK	LOC108024400|XP_016949801.1|DBIA
OG0000555	LOC6532243|XP_002093016.1|DYAK	LOC108028415|XP_016955726.1|DBIA
OG0000555	LOC6532793|XP_002093531.1|DYAK	LOC108035617|XP_016966793.1|DBIA
OG0000556	LOC6525622|XP_002101457.1|DYAK	LOC108033189|XP_016962920.1|DBIA
OG0000556	LOC6537129|XP_002097690.1|DYAK	LOC108026411|XP_016952828.1|DBIA
OG0000557	LOC6536774|XP_002097345.1|DYAK	LOC108031056|XP_016959746.1|DBIA
OG0000557	LOC6536773|XP_002097344.1|DYAK	LOC108031197|XP_016959908.1|DBIA
OG0000558	LOC6537111|XP_015048145.1|DYAK	LOC108026036|XP_016952217.1|DBIA
OG0000558	LOC6525400|XP_002101235.1|DYAK	LOC108028862|XP_016956340.1|DBIA
OG0000559	LOC6536490|XP_039232847.1|DYAK	LOC108024742|XP_016950329.1|DBIA
OG0000559	LOC6534469|XP_002095146.1|DYAK	LOC108030518|XP_016958896.1|DBIA
OG0000560	LOC6528420|XP_002089466.1|DYAK	LOC108030393|XP_016958765.1|DBIA
OG0000560	LOC6528419|XP_002089465.1|DYAK	LOC108030392|XP_016958763.1|DBIA
OG0000561	LOC6533885|XP_002094585.1|DYAK	LOC108035665|XP_016966862.1|DBIA
OG0000561	LOC6533883|XP_002094583.1|DYAK	LOC108035628|XP_016966811.1|DBIA
OG0000562	LOC6533713|XP_002094418.1|DYAK	LOC108028391|XP_016955694.1|DBIA
OG0000562	LOC6533693|XP_002094398.2|DYAK	LOC108028602|XP_016956010.1|DBIA
OG0000563	LOC26535721|XP_039229993.1|DYAK	LOC108027986|XP_016955100.1|DBIA
OG0000563	LOC6533945|XP_002094645.2|DYAK	LOC108027984|XP_016955098.1|DBIA
OG0000564	LOC6534675|XP_002095350.1|DYAK	LOC108028186|XP_016955337.1|DBIA
OG0000564	LOC6534674|XP_002095349.1|DYAK	LOC108028318|XP_016955536.1|DBIA
OG0000565	LOC6525293|XP_002101129.2|DYAK	LOC108027417|XP_016954348.1|DBIA, LOC108024102|XP_016949367.1|DBIA
OG0000566	LOC6536684|XP_015047897.1|DYAK	LOC108025554|XP_016951579.1|DBIA
OG0000566	LOC6533474|XP_002094185.1|DYAK	LOC108035295|XP_016966352.1|DBIA
OG0000567	LOC6525502|XP_002101337.1|DYAK	LOC108036524|XP_016968230.1|DBIA
OG0000567	LOC6525504|XP_002101339.1|DYAK	LOC108036341|XP_016967890.1|DBIA
OG0000568	LOC6524317|XP_002100176.2|DYAK	LOC108025641|XP_016951666.1|DBIA
OG0000568	LOC6535286|XP_002095942.1|DYAK	LOC108024992|XP_016950735.1|DBIA
OG0000569	LOC6536426|XP_002097008.1|DYAK	LOC108031533|XP_016960557.1|DBIA
OG0000569	LOC6540108|XP_039230276.1|DYAK	LOC108024068|XP_016949325.1|DBIA
OG0000570	LOC6538748|XP_002099263.1|DYAK	LOC108026433|XP_016952858.1|DBIA
OG0000570	LOC6538747|XP_002099262.1|DYAK	LOC108026381|XP_016952790.1|DBIA
OG0000571	LOC6538188|XP_039231291.1|DYAK	LOC108024706|XP_016950279.1|DBIA
OG0000572	LOC6536878|XP_002097447.2|DYAK	LOC108023503|XP_016948532.1|DBIA
OG0000572	LOC6536875|XP_002097444.1|DYAK	LOC108023378|XP_016948276.1|DBIA
OG0000573	LOC6533499|XP_002094210.1|DYAK	LOC108035398|XP_016966506.1|DBIA
OG0000573	LOC6531880|XP_002092667.1|DYAK	LOC108026763|XP_016953392.1|DBIA
OG0000574	LOC6534394|XP_002095072.1|DYAK	LOC108035033|XP_016965867.1|DBIA
OG0000574	LOC6535772|XP_002096395.1|DYAK	LOC108031939|XP_016961209.1|DBIA
OG0000575	LOC6533910|XP_002094610.1|DYAK	LOC108030670|XP_016959185.1|DBIA
OG0000575	LOC6533909|XP_002094609.1|DYAK	LOC108030700|XP_016959227.1|DBIA
OG0000576	LOC6536071|XP_039231741.1|DYAK	LOC108027096|XP_016953803.1|DBIA
OG0000576	LOC6536072|XP_039231740.1|DYAK	LOC108027050|XP_016953747.1|DBIA
OG0000577	LOC6529624|XP_002090618.2|DYAK	LOC108034166|XP_016964461.1|DBIA
OG0000577	LOC6529625|XP_002090619.1|DYAK	LOC108033812|XP_016963922.1|DBIA
OG0000578	LOC6527146|XP_015053181.1|DYAK	LOC108033910|XP_016964069.1|DBIA
OG0000578	LOC6531756|XP_002092546.2|DYAK	LOC108023048|XP_016947778.1|DBIA
OG0000579	LOC6537360|XP_002097917.1|DYAK	LOC108031224|XP_016959949.1|DBIA
OG0000579	LOC6533959|XP_002094659.1|DYAK	LOC108028826|XP_016956304.1|DBIA
OG0000580	LOC6536565|XP_002097141.1|DYAK	LOC108024580|XP_016950068.1|DBIA
OG0000580	LOC6536566|XP_002097142.1|DYAK	LOC108024584|XP_016950075.1|DBIA
OG0000581	LOC120321749|XP_039231384.1|DYAK	LOC108027287|XP_016954167.1|DBIA
OG0000581	LOC6524971|XP_002100811.2|DYAK	LOC108025852|XP_016952006.1|DBIA
OG0000582	LOC6533810|XP_002094511.1|DYAK	LOC108035086|XP_016965992.1|DBIA
OG0000582	LOC6530952|XP_015052778.1|DYAK	LOC108026803|XP_016953454.1|DBIA
OG0000583	LOC6531811|XP_002092598.2|DYAK	LOC108022460|XP_016946856.1|DBIA
OG0000583	LOC6531816|XP_002092603.1|DYAK	LOC108022480|XP_016946920.1|DBIA
OG0000584	LOC6527824|XP_002088897.1|DYAK	LOC108032441|XP_016961755.1|DBIA
OG0000584	LOC6527823|XP_002088896.1|DYAK	LOC108032427|XP_016961738.1|DBIA
OG0000585	LOC6532751|XP_002093493.1|DYAK	LOC108034755|XP_016965193.1|DBIA
OG0000586	LOC6530578|XP_002091491.1|DYAK	LOC108022142|XP_016946473.1|DBIA
OG0000586	LOC6528668|XP_039227750.1|DYAK	LOC108029616|XP_016957490.1|DBIA
OG0000586	LOC6529961|XP_002090908.2|DYAK	LOC108029511|XP_016957297.1|DBIA
OG0000587	LOC26534989|XP_015051547.2|DYAK	LOC108022132|XP_016946463.1|DBIA
OG0000587	LOC26536202|XP_015051448.1|DYAK	LOC108022959|XP_016947669.1|DBIA
OG0000587	LOC6531643|XP_002092440.2|DYAK	LOC108029876|XP_016957856.1|DBIA
OG0000587	LOC6531739|XP_002092529.2|DYAK	LOC108026576|XP_016953017.1|DBIA
OG0000589	LOC6525016|XP_039227985.1|DYAK	LOC108023403|XP_016948342.1|DBIA
OG0000590	LOC6537853|XP_002098394.1|DYAK	LOC108031246|XP_016959971.1|DBIA
OG0000590	LOC6524288|XP_002100150.1|DYAK	LOC108032984|XP_016962550.1|DBIA
OG0000592	LOC6528485|XP_002089531.1|DYAK	LOC108036646|XP_016968411.1|DBIA
OG0000592	LOC6530384|XP_002091310.1|DYAK	LOC108022310|XP_016946659.1|DBIA
OG0000593	LOC6538048|XP_002098583.1|DYAK	LOC108026085|XP_016952273.1|DBIA
OG0000593	LOC6524921|XP_002100761.1|DYAK	LOC108025781|XP_016951888.1|DBIA
OG0000594	LOC6538086|XP_002098620.1|DYAK	LOC108026344|XP_016952738.1|DBIA
OG0000594	LOC6536776|XP_002097347.1|DYAK	LOC108031145|XP_016959848.1|DBIA
OG0000595	LOC6536984|XP_002097553.1|DYAK	LOC108031940|XP_016961210.1|DBIA
OG0000595	LOC6538160|XP_039232124.1|DYAK	LOC108024707|XP_016950285.1|DBIA
OG0000596	LOC6523866|XP_002099739.1|DYAK	LOC108024131|XP_016949403.1|DBIA
OG0000596	LOC6536544|XP_002097120.1|DYAK	LOC108032215|XP_016961564.1|DBIA
OG0000597	LOC6538646|XP_002099166.2|DYAK	LOC108031330|XP_016960071.1|DBIA
OG0000597	LOC6538993|XP_039231671.1|DYAK	LOC108025194|XP_016950992.1|DBIA
OG0000598	LOC6536886|XP_002097455.1|DYAK	LOC108024902|XP_016950560.1|DBIA
OG0000599	LOC6523845|XP_039229652.1|DYAK	LOC108028483|XP_016955838.1|DBIA
OG0000600	LOC6530024|XP_002090970.1|DYAK	LOC108030425|XP_016958800.1|DBIA
OG0000600	LOC6530025|XP_015052548.1|DYAK	LOC108030348|XP_016958702.1|DBIA
OG0000601	LOC6526989|XP_002088085.1|DYAK	LOC108034107|XP_016964373.1|DBIA
OG0000601	LOC6526618|XP_002087726.1|DYAK	LOC108027879|XP_016954986.1|DBIA
OG0000602	LOC6527470|XP_002088561.1|DYAK	LOC108032799|XP_016962295.1|DBIA
OG0000602	LOC6527471|XP_002088562.1|DYAK	LOC108032829|XP_016962334.1|DBIA
OG0000603	LOC6537446|XP_015048353.1|DYAK	LOC108024357|XP_016949750.1|DBIA
OG0000603	LOC6526518|XP_039227730.1|DYAK	LOC108036054|XP_016967485.1|DBIA
OG0000603	LOC6527669|XP_002088755.1|DYAK	LOC108036085|XP_016967524.1|DBIA
OG0000604	LOC6526617|XP_002087725.1|DYAK	LOC108027882|XP_016954987.1|DBIA
OG0000604	LOC6526616|XP_002087724.1|DYAK	LOC108027932|XP_016955049.1|DBIA
OG0000605	LOC6529254|XP_002090259.1|DYAK	LOC108034341|XP_016964713.1|DBIA
OG0000606	LOC6537818|XP_002098359.1|DYAK	LOC108031699|XP_016960848.1|DBIA
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC108032112|XP_016961434.1|DBIA
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC108027400|XP_016954327.1|DBIA
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC108025099|XP_016950851.1|DBIA
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC108025288|XP_016951159.1|DBIA
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC108021951|XP_016946267.1|DBIA
OG0000610	LOC6535030|XP_002095696.2|DYAK	LOC108035965|XP_016967271.1|DBIA
OG0000610	LOC6530566|XP_002091479.1|DYAK	LOC108022370|XP_016946740.1|DBIA
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC108022583|XP_016947095.1|DBIA
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC108036672|XP_016968444.1|DBIA
OG0000612	LOC6534209|XP_039229516.1|DYAK	LOC108027979|XP_016955094.1|DBIA
OG0000612	LOC6534210|XP_002094892.3|DYAK	LOC108028070|XP_016955200.1|DBIA
OG0000612	LOC6534211|XP_039229518.1|DYAK	LOC108028069|XP_016955199.1|DBIA
OG0000613	LOC120320514|XP_039226220.1|DYAK, LOC120321041|XP_039228234.1|DYAK, LOC120321439|XP_039229825.1|DYAK, LOC120321046|XP_039228243.1|DYAK	LOC108026778|XP_016953426.1|DBIA, LOC108025710|XP_016951754.1|DBIA, LOC108027479|XP_016954413.1|DBIA, LOC108027402|XP_016954332.1|DBIA, LOC108027485|XP_016954421.1|DBIA, LOC108027282|XP_016954157.1|DBIA, LOC108027022|XP_016953709.1|DBIA, LOC108031966|XP_016961248.1|DBIA
OG0000614	LOC26536392|XP_015048590.2|DYAK	LOC108025014|XP_016950758.1|DBIA
OG0000614	LOC6525999|XP_015046580.1|DYAK	LOC108027558|XP_016954519.1|DBIA
OG0000615	LOC6525802|XP_002101623.1|DYAK	LOC108035760|XP_016966949.1|DBIA
OG0000615	LOC6536427|XP_002097009.3|DYAK	LOC108031530|XP_016960554.1|DBIA
OG0000616	LOC6525792|XP_039233576.1|DYAK	LOC108035810|XP_016967045.1|DBIA
OG0000616	LOC120322404|XP_039233595.1|DYAK	LOC108035821|XP_016967057.1|DBIA
OG0000617	LOC6538246|XP_002098773.3|DYAK	LOC108024664|XP_016950220.1|DBIA
OG0000617	LOC6536825|XP_002097395.1|DYAK	LOC108027449|XP_016954389.1|DBIA
OG0000618	LOC6537663|XP_002098208.1|DYAK	LOC108032025|XP_016961324.1|DBIA
OG0000618	LOC6535117|XP_015051019.2|DYAK	LOC108030900|XP_016959566.1|DBIA
OG0000619	LOC6531037|XP_002091873.2|DYAK	LOC108030276|XP_016958593.1|DBIA
OG0000620	LOC6525119|XP_002100957.1|DYAK	LOC108024426|XP_016949833.1|DBIA
OG0000620	LOC6532571|XP_002093315.2|DYAK	LOC108029863|XP_016957845.1|DBIA
OG0000621	LOC6535794|XP_002096417.1|DYAK	LOC108031644|XP_016960764.1|DBIA
OG0000621	LOC6524388|XP_002100246.1|DYAK	LOC108023539|XP_016948597.1|DBIA
OG0000622	LOC6533219|XP_002093945.1|DYAK	LOC108028739|XP_016956194.1|DBIA
OG0000622	LOC6532603|XP_002093347.3|DYAK	LOC108030669|XP_016959189.1|DBIA
OG0000623	LOC6532342|XP_002093102.1|DYAK	LOC108030969|XP_016959661.1|DBIA
OG0000623	LOC6533320|XP_002094046.1|DYAK	LOC108028449|XP_016955775.1|DBIA
OG0000624	LOC6531063|XP_002091897.1|DYAK	LOC108030301|XP_016958625.1|DBIA
OG0000624	LOC6531062|XP_002091896.1|DYAK	LOC108030303|XP_016958626.1|DBIA
OG0000625	LOC6533131|XP_002093857.3|DYAK	LOC108028381|XP_016955666.1|DBIA
OG0000625	LOC6533130|XP_002093856.1|DYAK	LOC108028382|XP_016955669.1|DBIA
OG0000626	LOC6528797|XP_002089829.1|DYAK	LOC108036279|XP_016967779.1|DBIA
OG0000626	LOC6531848|XP_002092635.1|DYAK	LOC108022973|XP_016947687.1|DBIA
OG0000627	LOC6534327|XP_002095007.3|DYAK	LOC108028799|XP_016956272.1|DBIA
OG0000627	LOC6524189|XP_002100052.1|DYAK	LOC108023234|XP_016947998.1|DBIA
OG0000628	LOC6527468|XP_002088559.1|DYAK	LOC108032434|XP_016961746.1|DBIA
OG0000628	LOC6527979|XP_002089046.2|DYAK	LOC108034271|XP_016964622.1|DBIA
OG0000629	LOC6536586|XP_002097162.1|DYAK	LOC108024370|XP_016949762.1|DBIA
OG0000629	LOC6529236|XP_002090242.1|DYAK	LOC108033776|XP_016963865.1|DBIA
OG0000630	LOC6529693|XP_002090686.2|DYAK	LOC108034202|XP_016964522.1|DBIA
OG0000630	LOC6529687|XP_039228020.1|DYAK	LOC108034015|XP_016964238.1|DBIA
OG0000631	LOC26535591|XP_015054643.1|DYAK	LOC108033947|XP_016964125.1|DBIA
OG0000631	LOC6529025|XP_002090057.1|DYAK	LOC108029263|XP_016956948.1|DBIA
OG0000632	LOC6526856|XP_039226528.1|DYAK	LOC108027909|XP_016955019.1|DBIA
OG0000632	LOC6526382|XP_039227652.1|DYAK	LOC108027781|XP_016954833.1|DBIA
OG0000633	LOC26535410|XP_015050273.1|DYAK, LOC6533823|XP_039230869.1|DYAK	LOC108034438|XP_016964811.1|DBIA
OG0000635	LOC6530838|XP_002091721.1|DYAK	LOC108029714|XP_016957678.1|DBIA
OG0000635	LOC6524882|XP_002100722.1|DYAK	LOC108032978|XP_016962542.1|DBIA
OG0000636	LOC6529691|XP_002090684.1|DYAK	LOC108033332|XP_016963106.1|DBIA
OG0000636	LOC6529692|XP_002090685.1|DYAK	LOC108033333|XP_016963107.1|DBIA
OG0000637	LOC6524137|XP_039229658.1|DYAK	LOC108024111|XP_016949377.1|DBIA
OG0000637	LOC6524136|XP_002100000.1|DYAK	LOC108024265|XP_016949641.1|DBIA
OG0000638	LOC6538810|XP_002099323.1|DYAK	LOC108024427|XP_016949834.1|DBIA
OG0000638	LOC6524992|XP_002100832.1|DYAK	LOC108032999|XP_016962612.1|DBIA
OG0000639	LOC26535012|XP_039229684.1|DYAK	LOC108028266|XP_016955448.1|DBIA
OG0000641	LOC120320753|XP_039227238.1|DYAK, LOC6527370|XP_039227336.1|DYAK, LOC6527771|XP_002088846.2|DYAK, LOC6527830|XP_039227727.1|DYAK, LOC6527828|XP_039227069.1|DYAK	LOC108032364|XP_016961666.1|DBIA
OG0000642	LOC6530120|XP_002091066.2|DYAK	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA
OG0000642	LOC6528258|XP_002089311.2|DYAK	LOC108028933|XP_016956440.1|DBIA
OG0000643	LOC6538256|XP_002098783.1|DYAK	LOC108024296|XP_016949686.1|DBIA
OG0000643	LOC6538258|XP_002098785.1|DYAK	LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA
OG0000644	LOC6533734|XP_002094439.1|DYAK	LOC108030666|XP_016959181.1|DBIA
OG0000644	LOC6533730|XP_002094435.1|DYAK	LOC108028697|XP_016956133.1|DBIA
OG0000644	LOC6533729|XP_002094434.3|DYAK	LOC108028698|XP_016956134.1|DBIA
OG0000645	LOC6526822|XP_015053477.1|DYAK	LOC108027809|XP_016954876.1|DBIA
OG0000645	LOC26534623|XP_015054528.1|DYAK	LOC108030325|XP_016958671.1|DBIA
OG0000646	LOC6538765|XP_002099279.1|DYAK	LOC108026341|XP_016952734.1|DBIA
OG0000646	LOC6538134|XP_002098669.1|DYAK	LOC108024636|XP_016950170.1|DBIA
OG0000647	LOC6537567|XP_039232326.1|DYAK	LOC108027448|XP_016954388.1|DBIA
OG0000647	LOC6524316|XP_002100175.1|DYAK	LOC108025929|XP_016952111.1|DBIA
OG0000648	LOC6525669|XP_002101491.1|DYAK	LOC108023775|XP_016948908.1|DBIA
OG0000648	LOC6525676|XP_002101498.1|DYAK	LOC108023772|XP_016948904.1|DBIA
OG0000649	LOC6525755|XP_002101576.1|DYAK	LOC108033154|XP_016962869.1|DBIA
OG0000649	LOC6525758|XP_015046487.1|DYAK	LOC108033148|XP_016962861.1|DBIA
OG0000650	LOC6538784|XP_002099297.3|DYAK	LOC108026179|XP_016952442.1|DBIA
OG0000650	LOC6523718|XP_002099593.1|DYAK	LOC108036023|XP_016967442.1|DBIA
OG0000651	LOC6534371|XP_002095049.1|DYAK	LOC108034888|XP_016965587.1|DBIA
OG0000651	LOC6532905|XP_002093641.1|DYAK	LOC108035363|XP_016966450.1|DBIA
OG0000652	LOC6528477|XP_039226285.1|DYAK	LOC108036625|XP_016968386.1|DBIA
OG0000652	LOC6524156|XP_002100019.1|DYAK	LOC108032672|XP_016962129.1|DBIA
OG0000653	LOC6536813|XP_002097383.1|DYAK	LOC108027436|XP_016954373.1|DBIA
OG0000653	LOC6535371|XP_002096021.2|DYAK	LOC108032925|XP_016962483.1|DBIA
OG0000654	LOC6532399|XP_015049327.1|DYAK	LOC108028616|XP_016956028.1|DBIA
OG0000654	LOC6534380|XP_002095058.2|DYAK	LOC108035010|XP_016965842.1|DBIA
OG0000655	LOC6530051|XP_015052562.1|DYAK	LOC108029636|XP_016957528.1|DBIA
OG0000655	LOC6526375|XP_002087494.1|DYAK	LOC108027756|XP_016954798.1|DBIA
OG0000656	LOC6536737|XP_002097309.1|DYAK	LOC108031829|XP_016961056.1|DBIA
OG0000656	LOC6536738|XP_002097310.2|DYAK	LOC108031830|XP_016961059.1|DBIA
OG0000657	LOC6532177|XP_002092951.1|DYAK	LOC108028063|XP_016955196.1|DBIA
OG0000657	LOC6526738|XP_002087841.1|DYAK	LOC108032751|XP_016962230.1|DBIA
OG0000658	LOC6525625|XP_002101460.1|DYAK	LOC108033182|XP_016962912.1|DBIA
OG0000658	LOC6537254|XP_002097812.1|DYAK	LOC108031067|XP_016959762.1|DBIA
OG0000659	LOC6526649|XP_002087757.1|DYAK	LOC108027925|XP_016955038.1|DBIA
OG0000659	LOC6529685|XP_002090678.1|DYAK	LOC108033384|XP_016963192.1|DBIA
OG0000660	LOC6526661|XP_002087769.1|DYAK	LOC108027908|XP_016955018.1|DBIA
OG0000661	LOC6533296|XP_002094022.1|DYAK	LOC108028534|XP_016955919.1|DBIA
OG0000661	LOC6526868|XP_039226361.1|DYAK	LOC108027800|XP_016954865.1|DBIA
OG0000662	LOC6532851|XP_002093588.1|DYAK	LOC108035530|XP_016966688.1|DBIA
OG0000662	LOC6535694|XP_002096322.1|DYAK	LOC108031364|XP_016960132.1|DBIA
OG0000663	LOC6532139|XP_002092915.1|DYAK	LOC108022450|XP_016946846.1|DBIA
OG0000664	LOC6535946|XP_002096562.2|DYAK	LOC108027049|XP_016953739.1|DBIA
OG0000664	LOC6524215|XP_002100078.1|DYAK	LOC108021960|XP_016946279.1|DBIA
OG0000665	LOC6538561|XP_002099083.1|DYAK	LOC108026350|XP_016952745.1|DBIA
OG0000665	LOC6538560|XP_002099082.1|DYAK	LOC108026348|XP_016952742.1|DBIA
OG0000666	LOC6530828|XP_002091711.1|DYAK	LOC108029729|XP_016957700.1|DBIA
OG0000666	LOC26536383|XP_015046613.1|DYAK	LOC108025749|XP_016951833.1|DBIA
OG0000667	LOC6524387|XP_002100245.1|DYAK	LOC108024249|XP_016949620.1|DBIA
OG0000667	LOC6536568|XP_002097144.3|DYAK	LOC108024585|XP_016950077.1|DBIA
OG0000668	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK	LOC108025566|XP_016951584.1|DBIA
OG0000668	LOC6537000|XP_002097569.1|DYAK	LOC108031439|XP_016960357.1|DBIA
OG0000669	LOC6524757|XP_002100601.2|DYAK	LOC108025870|XP_016952035.1|DBIA
OG0000670	LOC26534931|XP_039233753.1|DYAK	LOC108023575|XP_016948658.1|DBIA
OG0000670	LOC6524227|XP_002100090.1|DYAK	LOC108021976|XP_016946306.1|DBIA
OG0000671	LOC6535247|XP_002095903.1|DYAK	LOC108031729|XP_016960894.1|DBIA
OG0000671	LOC6538180|XP_002098708.2|DYAK	LOC108024768|XP_016950370.1|DBIA
OG0000672	LOC6523991|XP_002099863.1|DYAK	LOC108025630|XP_016951655.1|DBIA
OG0000672	LOC6525165|XP_002101003.1|DYAK	LOC108024241|XP_016949611.1|DBIA
OG0000673	LOC6524596|XP_002100453.1|DYAK	LOC108036345|XP_016967905.1|DBIA
OG0000673	LOC6534464|XP_002095141.1|DYAK	LOC108030525|XP_016958904.1|DBIA
OG0000675	LOC6527750|XP_002088830.1|DYAK	LOC108033882|XP_016964015.1|DBIA
OG0000676	LOC6536945|XP_002097514.1|DYAK	LOC108031037|XP_016959727.1|DBIA
OG0000676	LOC6533330|XP_002094056.2|DYAK	LOC108028008|XP_016955126.1|DBIA
OG0000677	LOC6533795|XP_002094496.1|DYAK	LOC108035631|XP_016966818.1|DBIA
OG0000677	LOC6525062|XP_002100901.1|DYAK	LOC108032589|XP_016961990.1|DBIA
OG0000678	LOC6536679|XP_002097252.1|DYAK	LOC108024952|XP_016950678.1|DBIA
OG0000678	LOC6526344|XP_002087466.1|DYAK	LOC108029195|XP_016956860.1|DBIA
OG0000679	LOC6525527|XP_002101362.1|DYAK	LOC108025928|XP_016952110.1|DBIA
OG0000680	LOC6525214|XP_039228893.1|DYAK	LOC108024261|XP_016949636.1|DBIA
OG0000680	LOC6525201|XP_002101039.1|DYAK	LOC108024237|XP_016949605.1|DBIA
OG0000681	LOC6537015|XP_002097582.1|DYAK	LOC108032038|XP_016961338.1|DBIA
OG0000681	LOC6524587|XP_002100444.1|DYAK	LOC108033060|XP_016962698.1|DBIA
OG0000683	LOC6538769|XP_002099283.1|DYAK	LOC108026243|XP_016952573.1|DBIA
OG0000684	LOC6536765|XP_002097337.1|DYAK	LOC108031144|XP_016959847.1|DBIA
OG0000684	LOC6537910|XP_002098450.1|DYAK	LOC108024799|XP_016950408.1|DBIA
OG0000685	LOC6526024|XP_002101841.1|DYAK	LOC108025642|XP_016951667.1|DBIA
OG0000685	LOC6535915|XP_002096531.1|DYAK	LOC108027258|XP_016954109.1|DBIA
OG0000686	LOC6528327|XP_002089380.1|DYAK	LOC108030401|XP_016958774.1|DBIA
OG0000686	LOC6525863|XP_002101683.1|DYAK	LOC108027497|XP_016954429.1|DBIA
OG0000687	LOC6530892|XP_002091744.1|DYAK	LOC108026577|XP_016953018.1|DBIA
OG0000687	LOC6533513|XP_002094224.1|DYAK	LOC108034522|XP_016964935.1|DBIA
OG0000688	LOC6531182|XP_015051156.1|DYAK	LOC108022488|XP_016946930.1|DBIA
OG0000689	LOC6528854|XP_002089886.1|DYAK	LOC108022271|XP_016946618.1|DBIA
OG0000689	LOC6528855|XP_002089887.1|DYAK	LOC108022166|XP_016946499.1|DBIA
OG0000690	LOC6526083|XP_002101900.1|DYAK	LOC108025632|XP_016951657.1|DBIA
OG0000691	LOC6527778|XP_002088851.1|DYAK	LOC108036758|XP_016968576.1|DBIA
OG0000691	LOC6534182|XP_002094865.1|DYAK	LOC108035947|XP_016967238.1|DBIA
OG0000692	LOC6539471|XP_002086361.2|DYAK	LOC108034774|XP_016965209.1|DBIA
OG0000692	LOC6535043|XP_002095708.1|DYAK	LOC108034414|XP_016964786.1|DBIA
OG0000693	LOC6525680|XP_015046408.1|DYAK	LOC108023625|XP_016948724.1|DBIA
OG0000693	LOC26536336|XP_015047341.1|DYAK	LOC108031881|XP_016961134.1|DBIA
OG0000694	LOC6526040|XP_015046606.1|DYAK	LOC108025866|XP_016952025.1|DBIA
OG0000694	LOC6533769|XP_002094473.2|DYAK	LOC108030530|XP_016958908.1|DBIA
OG0000695	LOC6527119|XP_002088212.3|DYAK	LOC108024892|XP_016950523.1|DBIA
OG0000696	LOC6527642|XP_002088730.1|DYAK	LOC108036717|XP_016968506.1|DBIA
OG0000697	LOC6526118|XP_002101935.1|DYAK	LOC108027541|XP_016954479.1|DBIA
OG0000697	LOC6528062|XP_002089129.1|DYAK	LOC108027091|XP_016953800.1|DBIA
OG0000698	LOC6526778|XP_002087881.2|DYAK	LOC108028980|XP_016956509.1|DBIA
OG0000698	LOC6526779|XP_002087882.1|DYAK	LOC108029304|XP_016956996.1|DBIA
OG0000699	LOC6526974|XP_015053212.1|DYAK	LOC108034117|XP_016964386.1|DBIA
OG0000699	LOC6537815|XP_002098356.2|DYAK	LOC108031225|XP_016959950.1|DBIA
OG0000700	LOC6526372|XP_002087491.1|DYAK	LOC108029188|XP_016956849.1|DBIA
