Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0000500	LOC6534217|XP_002094899.1|DYAK	CCAP1982_LOCUS14122|CAD7005774.1|CCAP
OG0000500	LOC6534219|XP_002094901.3|DYAK	CCAP1982_LOCUS14118|CAD7005770.1|CCAP
OG0000501	LOC6527892|XP_002088964.1|DYAK, LOC6528592|XP_039227749.1|DYAK	CCAP1982_LOCUS20961|CAD7012862.1|CCAP
OG0000504	LOC6534411|XP_002095089.1|DYAK	CCAP1982_LOCUS11753|CAD7003291.1|CCAP
OG0000506	LOC6538568|XP_002099090.1|DYAK	CCAP1982_LOCUS3861|CAD6995138.1|CCAP
OG0000506	LOC6538567|XP_002099089.2|DYAK	CCAP1982_LOCUS3860|CAD6995137.1|CCAP
OG0000508	LOC6532366|XP_039230008.1|DYAK, LOC6532180|XP_015049199.1|DYAK	CCAP1982_LOCUS11138|CAD7002655.1|CCAP
OG0000509	LOC6531394|XP_015051311.1|DYAK	CCAP1982_LOCUS22430|CAD7014434.1|CCAP
OG0000509	LOC6531406|XP_015051315.1|DYAK	CCAP1982_LOCUS22451|CAD7014456.1|CCAP
OG0000510	LOC6530340|XP_002091267.1|DYAK	CCAP1982_LOCUS22883|CAD7014919.1|CCAP
OG0000510	LOC6530341|XP_002091268.1|DYAK	CCAP1982_LOCUS22881|CAD7014917.1|CCAP
OG0000511	LOC6529514|XP_002090516.1|DYAK	CCAP1982_LOCUS7895|CAD6999368.1|CCAP
OG0000511	LOC6529513|XP_015052138.1|DYAK	CCAP1982_LOCUS7894|CAD6999367.1|CCAP
OG0000512	LOC6527241|XP_002088335.3|DYAK	CCAP1982_LOCUS7057|CAD6998460.1|CCAP
OG0000512	LOC6533771|XP_002094475.1|DYAK	CCAP1982_LOCUS6661|CAD6998045.1|CCAP
OG0000513	LOC6528309|XP_002089362.1|DYAK	CCAP1982_LOCUS7011|CAD6998411.1|CCAP
OG0000514	LOC6527403|XP_002088495.1|DYAK	CCAP1982_LOCUS6954|CAD6998353.1|CCAP
OG0000514	LOC6527399|XP_015053669.2|DYAK	CCAP1982_LOCUS6964|CAD6998363.1|CCAP
OG0000515	LOC6523759|XP_002099634.1|DYAK	CCAP1982_LOCUS9878|CAD7001381.1|CCAP
OG0000515	LOC6534573|XP_002095249.1|DYAK	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP
OG0000517	LOC6539535|XP_002086423.1|DYAK, LOC6539538|XP_002086426.2|DYAK	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP
OG0000518	LOC6532741|XP_002093483.2|DYAK, LOC6532544|XP_002093290.1|DYAK	CCAP1982_LOCUS21631|CAD7013575.1|CCAP
OG0000523	LOC6538598|XP_002099120.1|DYAK	CCAP1982_LOCUS4144|CAD6995427.1|CCAP
OG0000524	LOC6537797|XP_002098338.2|DYAK, LOC6536521|XP_002097097.2|DYAK	CCAP1982_LOCUS2835|CAD6994063.1|CCAP
OG0000525	LOC6528720|XP_002089755.2|DYAK, LOC6528719|XP_002089754.1|DYAK	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP
OG0000526	LOC6529745|XP_002090735.1|DYAK, LOC6530832|XP_002091715.3|DYAK	CCAP1982_LOCUS5509|CAD6996836.1|CCAP
OG0000527	LOC6526786|XP_039227349.1|DYAK	CCAP1982_LOCUS9186|CAD7000713.1|CCAP
OG0000528	LOC6526705|XP_002087808.1|DYAK	CCAP1982_LOCUS6932|CAD6998327.1|CCAP
OG0000529	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK	CCAP1982_LOCUS8941|CAD7000464.1|CCAP
OG0000530	LOC6533642|XP_002094348.2|DYAK	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP
OG0000530	LOC6532484|XP_002093230.1|DYAK	CCAP1982_LOCUS11386|CAD7002920.1|CCAP
OG0000531	LOC6539070|XP_002085986.1|DYAK, LOC120321067|XP_039228321.1|DYAK, LOC6539238|XP_002086128.2|DYAK, LOC6539072|XP_002085987.1|DYAK, LOC6529564|XP_002090561.1|DYAK	CCAP1982_LOCUS6164|CAD6997524.1|CCAP
OG0000532	LOC26535789|XP_002096408.1|DYAK, LOC6535786|XP_039232737.1|DYAK	CCAP1982_LOCUS606|CAD6991693.1|CCAP
OG0000535	LOC6528916|XP_002089948.1|DYAK, LOC6528553|XP_039227205.1|DYAK	CCAP1982_LOCUS21016|CAD7012917.1|CCAP
OG0000536	LOC6533068|XP_039230004.1|DYAK	CCAP1982_LOCUS14724|CAD7006404.1|CCAP
OG0000537	LOC6528403|XP_015053931.1|DYAK	CCAP1982_LOCUS21949|CAD7013938.1|CCAP
OG0000538	LOC26536174|XP_015051180.1|DYAK	CCAP1982_LOCUS19765|CAD7011681.1|CCAP
OG0000538	LOC6528655|XP_015054024.1|DYAK	CCAP1982_LOCUS19763|CAD7011678.1|CCAP
OG0000539	LOC6538435|XP_002098959.1|DYAK	CCAP1982_LOCUS338|CAD6991411.1|CCAP
OG0000539	LOC6538434|XP_002098958.1|DYAK	CCAP1982_LOCUS341|CAD6991414.1|CCAP
OG0000540	LOC6529271|XP_002090276.1|DYAK, LOC6529272|XP_002090277.1|DYAK	CCAP1982_LOCUS7995|CAD6999471.1|CCAP
OG0000542	LOC6538518|XP_002099040.1|DYAK	CCAP1982_LOCUS700|CAD6991796.1|CCAP
OG0000542	LOC6523731|XP_002099606.1|DYAK	CCAP1982_LOCUS5512|CAD6996839.1|CCAP
OG0000543	LOC6528508|XP_002089554.2|DYAK	CCAP1982_LOCUS22601|CAD7014610.1|CCAP
OG0000544	LOC6533237|XP_002093963.1|DYAK	CCAP1982_LOCUS11870|CAD7003414.1|CCAP
OG0000544	LOC6535994|XP_002096609.1|DYAK	CCAP1982_LOCUS4262|CAD6995551.1|CCAP
OG0000545	LOC6537447|XP_002098003.1|DYAK	CCAP1982_LOCUS2546|CAD6993748.1|CCAP
OG0000548	LOC6534682|XP_002095357.1|DYAK, LOC6539392|XP_015045168.2|DYAK	CCAP1982_LOCUS13084|CAD7004690.1|CCAP
OG0000549	LOC6531870|XP_002092657.1|DYAK	CCAP1982_LOCUS23354|CAD7015411.1|CCAP
OG0000550	LOC6532200|XP_015049215.1|DYAK	CCAP1982_LOCUS12168|CAD7003731.1|CCAP
OG0000550	LOC26535767|XP_015049219.2|DYAK	CCAP1982_LOCUS12162|CAD7003725.1|CCAP
OG0000551	LOC6531504|XP_039229314.1|DYAK	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP
OG0000553	LOC6527898|XP_002088970.1|DYAK	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP
OG0000554	LOC26535592|XP_015048569.1|DYAK, LOC6537909|XP_002098449.1|DYAK	CCAP1982_LOCUS1799|CAD6992967.1|CCAP
OG0000555	LOC6532243|XP_002093016.1|DYAK, LOC6532793|XP_002093531.1|DYAK	CCAP1982_LOCUS11538|CAD7003075.1|CCAP
OG0000556	LOC6525622|XP_002101457.1|DYAK, LOC6537129|XP_002097690.1|DYAK	CCAP1982_LOCUS743|CAD6991844.1|CCAP
OG0000557	LOC6536774|XP_002097345.1|DYAK	CCAP1982_LOCUS805|CAD6991916.1|CCAP
OG0000557	LOC6536773|XP_002097344.1|DYAK	CCAP1982_LOCUS804|CAD6991915.1|CCAP
OG0000559	LOC6536490|XP_039232847.1|DYAK	CCAP1982_LOCUS2187|CAD6993371.1|CCAP
OG0000559	LOC6534469|XP_002095146.1|DYAK	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP
OG0000560	LOC6528420|XP_002089466.1|DYAK, LOC6528419|XP_002089465.1|DYAK	CCAP1982_LOCUS20229|CAD7012131.1|CCAP
OG0000561	LOC6533885|XP_002094585.1|DYAK	CCAP1982_LOCUS14402|CAD7006067.1|CCAP
OG0000561	LOC6533883|XP_002094583.1|DYAK	CCAP1982_LOCUS14409|CAD7006074.1|CCAP
OG0000562	LOC6533713|XP_002094418.1|DYAK	CCAP1982_LOCUS13630|CAD7005273.1|CCAP
OG0000562	LOC6533693|XP_002094398.2|DYAK	CCAP1982_LOCUS13660|CAD7005303.1|CCAP
OG0000564	LOC6534675|XP_002095350.1|DYAK	CCAP1982_LOCUS10820|CAD7002332.1|CCAP
OG0000564	LOC6534674|XP_002095349.1|DYAK	CCAP1982_LOCUS10822|CAD7002334.1|CCAP
OG0000565	LOC6525293|XP_002101129.2|DYAK, LOC6529752|XP_002090742.2|DYAK, LOC120321833|XP_039231757.1|DYAK, LOC120322323|XP_039233298.1|DYAK, LOC26536115|XP_039231756.1|DYAK, LOC6540187|XP_002087034.3|DYAK, LOC120320664|XP_039226903.1|DYAK	CCAP1982_LOCUS11648|CAD7003186.1|CCAP
OG0000566	LOC6536684|XP_015047897.1|DYAK	CCAP1982_LOCUS3532|CAD6994801.1|CCAP
OG0000566	LOC6533474|XP_002094185.1|DYAK	CCAP1982_LOCUS14944|CAD7006638.1|CCAP
OG0000568	LOC6524317|XP_002100176.2|DYAK, LOC6535286|XP_002095942.1|DYAK	CCAP1982_LOCUS1992|CAD6993168.1|CCAP
OG0000569	LOC6536426|XP_002097008.1|DYAK	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP
OG0000569	LOC6540108|XP_039230276.1|DYAK	CCAP1982_LOCUS4158|CAD6995441.1|CCAP
OG0000570	LOC6538748|XP_002099263.1|DYAK	CCAP1982_LOCUS1165|CAD6992297.1|CCAP
OG0000570	LOC6538747|XP_002099262.1|DYAK	CCAP1982_LOCUS1164|CAD6992296.1|CCAP
OG0000571	LOC6538188|XP_039231291.1|DYAK	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP
OG0000571	LOC6538190|XP_039232757.1|DYAK	CCAP1982_LOCUS3940|CAD6995221.1|CCAP
OG0000572	LOC6536878|XP_002097447.2|DYAK	CCAP1982_LOCUS1969|CAD6993143.1|CCAP
OG0000572	LOC6536875|XP_002097444.1|DYAK	CCAP1982_LOCUS1961|CAD6993135.1|CCAP
OG0000573	LOC6533499|XP_002094210.1|DYAK, LOC6531880|XP_002092667.1|DYAK	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP
OG0000574	LOC6534394|XP_002095072.1|DYAK	CCAP1982_LOCUS11934|CAD7003483.1|CCAP
OG0000574	LOC6535772|XP_002096395.1|DYAK	CCAP1982_LOCUS11936|CAD7003485.1|CCAP
OG0000575	LOC6533910|XP_002094610.1|DYAK	CCAP1982_LOCUS10756|CAD7002260.1|CCAP
OG0000575	LOC6533909|XP_002094609.1|DYAK	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP
OG0000577	LOC6529624|XP_002090618.2|DYAK, LOC6529625|XP_002090619.1|DYAK	CCAP1982_LOCUS7692|CAD6999153.1|CCAP
OG0000578	LOC6527146|XP_015053181.1|DYAK	CCAP1982_LOCUS5470|CAD6996797.1|CCAP
OG0000578	LOC6531756|XP_002092546.2|DYAK	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP
OG0000579	LOC6537360|XP_002097917.1|DYAK	CCAP1982_LOCUS7710|CAD6999173.1|CCAP
OG0000579	LOC6533959|XP_002094659.1|DYAK	CCAP1982_LOCUS14550|CAD7006224.1|CCAP
OG0000580	LOC6536565|XP_002097141.1|DYAK, LOC6536566|XP_002097142.1|DYAK	CCAP1982_LOCUS596|CAD6991683.1|CCAP
OG0000581	LOC120321749|XP_039231384.1|DYAK	CCAP1982_LOCUS4884|CAD6996193.1|CCAP
OG0000582	LOC6533810|XP_002094511.1|DYAK	CCAP1982_LOCUS20143|CAD7012040.1|CCAP
OG0000582	LOC6530952|XP_015052778.1|DYAK	CCAP1982_LOCUS20144|CAD7012042.1|CCAP
OG0000583	LOC6531816|XP_002092603.1|DYAK	CCAP1982_LOCUS22237|CAD7014234.1|CCAP
OG0000585	LOC6532752|XP_002093494.1|DYAK, LOC6532757|XP_002093499.3|DYAK, LOC6532751|XP_002093493.1|DYAK	CCAP1982_LOCUS11849|CAD7003391.1|CCAP
OG0000592	LOC6528485|XP_002089531.1|DYAK, LOC6530384|XP_002091310.1|DYAK	CCAP1982_LOCUS7094|CAD6998505.1|CCAP
OG0000593	LOC6538048|XP_002098583.1|DYAK, LOC6524921|XP_002100761.1|DYAK	CCAP1982_LOCUS290|CAD6991360.1|CCAP
OG0000594	LOC6538086|XP_002098620.1|DYAK, LOC6536776|XP_002097347.1|DYAK	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP
OG0000595	LOC6536984|XP_002097553.1|DYAK	CCAP1982_LOCUS1188|CAD6992320.1|CCAP
OG0000595	LOC6538160|XP_039232124.1|DYAK	CCAP1982_LOCUS1912|CAD6993084.1|CCAP
OG0000596	LOC6536544|XP_002097120.1|DYAK	CCAP1982_LOCUS4258|CAD6995547.1|CCAP
OG0000597	LOC6538993|XP_039231671.1|DYAK	CCAP1982_LOCUS2271|CAD6993458.1|CCAP
OG0000598	LOC6536886|XP_002097455.1|DYAK	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP
OG0000600	LOC6530024|XP_002090970.1|DYAK	CCAP1982_LOCUS23106|CAD7015156.1|CCAP
OG0000601	LOC6526989|XP_002088085.1|DYAK, LOC6526618|XP_002087726.1|DYAK	CCAP1982_LOCUS5577|CAD6996904.1|CCAP
OG0000602	LOC6527470|XP_002088561.1|DYAK	CCAP1982_LOCUS6527|CAD6997909.1|CCAP
OG0000602	LOC6527471|XP_002088562.1|DYAK	CCAP1982_LOCUS6526|CAD6997908.1|CCAP
OG0000603	LOC6537446|XP_015048353.1|DYAK, LOC6526518|XP_039227730.1|DYAK, LOC6527669|XP_002088755.1|DYAK	CCAP1982_LOCUS8475|CAD6999970.1|CCAP
OG0000604	LOC6526617|XP_002087725.1|DYAK	CCAP1982_LOCUS8179|CAD6999649.1|CCAP
OG0000604	LOC6526616|XP_002087724.1|DYAK	CCAP1982_LOCUS8178|CAD6999648.1|CCAP
OG0000605	LOC6529254|XP_002090259.1|DYAK	CCAP1982_LOCUS7962|CAD6999438.1|CCAP
OG0000607	LOC6536669|XP_002097241.1|DYAK, LOC6535898|XP_002096514.2|DYAK	CCAP1982_LOCUS588|CAD6991675.1|CCAP
OG0000608	LOC6538397|XP_002098921.1|DYAK	CCAP1982_LOCUS21399|CAD7013330.1|CCAP
OG0000610	LOC6535030|XP_002095696.2|DYAK, LOC6530566|XP_002091479.1|DYAK	CCAP1982_LOCUS11659|CAD7003197.1|CCAP
OG0000611	LOC6530701|XP_039229352.1|DYAK, LOC6531411|XP_002092214.1|DYAK	CCAP1982_LOCUS20406|CAD7012311.1|CCAP
OG0000615	LOC6525802|XP_002101623.1|DYAK, LOC6536427|XP_002097009.3|DYAK	CCAP1982_LOCUS1729|CAD6992894.1|CCAP
OG0000617	LOC6538246|XP_002098773.3|DYAK	CCAP1982_LOCUS1174|CAD6992306.1|CCAP
OG0000617	LOC6536825|XP_002097395.1|DYAK	CCAP1982_LOCUS1175|CAD6992307.1|CCAP
OG0000618	LOC6537663|XP_002098208.1|DYAK	CCAP1982_LOCUS3215|CAD6994470.1|CCAP
OG0000619	LOC6531037|XP_002091873.2|DYAK	CCAP1982_LOCUS22996|CAD7015039.1|CCAP
OG0000620	LOC6525119|XP_002100957.1|DYAK	CCAP1982_LOCUS22364|CAD7014367.1|CCAP
OG0000620	LOC6532571|XP_002093315.2|DYAK	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP
OG0000622	LOC6533219|XP_002093945.1|DYAK, LOC6532603|XP_002093347.3|DYAK	CCAP1982_LOCUS14996|CAD7006697.1|CCAP
OG0000623	LOC6532342|XP_002093102.1|DYAK	CCAP1982_LOCUS12757|CAD7004341.1|CCAP
OG0000623	LOC6533320|XP_002094046.1|DYAK	CCAP1982_LOCUS12360|CAD7003938.1|CCAP
OG0000624	LOC6531062|XP_002091896.1|DYAK	CCAP1982_LOCUS21663|CAD7013611.1|CCAP
OG0000625	LOC6533131|XP_002093857.3|DYAK, LOC6533130|XP_002093856.1|DYAK	CCAP1982_LOCUS10908|CAD7002417.1|CCAP
OG0000626	LOC6531848|XP_002092635.1|DYAK	CCAP1982_LOCUS22251|CAD7014248.1|CCAP
OG0000627	LOC6534327|XP_002095007.3|DYAK	CCAP1982_LOCUS13245|CAD7004860.1|CCAP
OG0000628	LOC6527468|XP_002088559.1|DYAK, LOC6527979|XP_002089046.2|DYAK	CCAP1982_LOCUS6489|CAD6997870.1|CCAP
OG0000629	LOC6536586|XP_002097162.1|DYAK, LOC6529236|XP_002090242.1|DYAK	CCAP1982_LOCUS7865|CAD6999338.1|CCAP
OG0000630	LOC6529693|XP_002090686.2|DYAK	CCAP1982_LOCUS6300|CAD6997670.1|CCAP
OG0000630	LOC6529687|XP_039228020.1|DYAK	CCAP1982_LOCUS6298|CAD6997668.1|CCAP
OG0000631	LOC26535591|XP_015054643.1|DYAK	CCAP1982_LOCUS8412|CAD6999902.1|CCAP
OG0000632	LOC6526856|XP_039226528.1|DYAK, LOC6526382|XP_039227652.1|DYAK	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP
OG0000635	LOC6530838|XP_002091721.1|DYAK, LOC6524882|XP_002100722.1|DYAK	CCAP1982_LOCUS19400|CAD7011293.1|CCAP
OG0000639	LOC26535012|XP_039229684.1|DYAK	CCAP1982_LOCUS14414|CAD7006080.1|CCAP
OG0000642	LOC6530120|XP_002091066.2|DYAK, LOC6528258|XP_002089311.2|DYAK	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP
OG0000643	LOC6538257|XP_002098784.1|DYAK, LOC26535019|XP_015048735.1|DYAK, LOC6538256|XP_002098783.1|DYAK, LOC6538258|XP_002098785.1|DYAK	CCAP1982_LOCUS2696|CAD6993903.1|CCAP
OG0000644	LOC6533734|XP_002094439.1|DYAK, LOC6533730|XP_002094435.1|DYAK, LOC6533729|XP_002094434.3|DYAK	CCAP1982_LOCUS7601|CAD6999054.1|CCAP
OG0000646	LOC6538765|XP_002099279.1|DYAK, LOC6538134|XP_002098669.1|DYAK	CCAP1982_LOCUS1477|CAD6992629.1|CCAP
OG0000650	LOC6523718|XP_002099593.1|DYAK	CCAP1982_LOCUS11792|CAD7003332.1|CCAP
OG0000651	LOC6534371|XP_002095049.1|DYAK, LOC6532905|XP_002093641.1|DYAK	CCAP1982_LOCUS13304|CAD7004921.1|CCAP
OG0000652	LOC6528477|XP_039226285.1|DYAK	CCAP1982_LOCUS22325|CAD7014328.1|CCAP
OG0000653	LOC6536813|XP_002097383.1|DYAK, LOC6535371|XP_002096021.2|DYAK	CCAP1982_LOCUS3695|CAD6994963.1|CCAP
OG0000654	LOC6534380|XP_002095058.2|DYAK	CCAP1982_LOCUS12923|CAD7004526.1|CCAP
OG0000655	LOC6530051|XP_015052562.1|DYAK, LOC6526375|XP_002087494.1|DYAK	CCAP1982_LOCUS22605|CAD7014614.1|CCAP
OG0000656	LOC6536737|XP_002097309.1|DYAK	CCAP1982_LOCUS381|CAD6991456.1|CCAP
OG0000657	LOC6526738|XP_002087841.1|DYAK	CCAP1982_LOCUS6719|CAD6998105.1|CCAP
OG0000660	LOC6526661|XP_002087769.1|DYAK	CCAP1982_LOCUS20910|CAD7012810.1|CCAP
OG0000661	LOC6533296|XP_002094022.1|DYAK, LOC6526868|XP_039226361.1|DYAK	CCAP1982_LOCUS8780|CAD7000290.1|CCAP
OG0000662	LOC6532851|XP_002093588.1|DYAK	CCAP1982_LOCUS11314|CAD7002845.1|CCAP
OG0000662	LOC6535694|XP_002096322.1|DYAK	CCAP1982_LOCUS11155|CAD7002672.1|CCAP
OG0000665	LOC6538561|XP_002099083.1|DYAK	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP
OG0000665	LOC6538560|XP_002099082.1|DYAK	CCAP1982_LOCUS654|CAD6991743.1|CCAP
OG0000666	LOC6530828|XP_002091711.1|DYAK	CCAP1982_LOCUS19703|CAD7011614.1|CCAP
OG0000667	LOC6524387|XP_002100245.1|DYAK, LOC6536568|XP_002097144.3|DYAK	CCAP1982_LOCUS601|CAD6991688.1|CCAP
OG0000668	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK	CCAP1982_LOCUS4197|CAD6995481.1|CCAP
OG0000671	LOC6535247|XP_002095903.1|DYAK	CCAP1982_LOCUS4225|CAD6995512.1|CCAP
OG0000671	LOC6538180|XP_002098708.2|DYAK	CCAP1982_LOCUS3971|CAD6995250.1|CCAP
OG0000672	LOC6525165|XP_002101003.1|DYAK	CCAP1982_LOCUS13691|CAD7005331.1|CCAP
OG0000675	LOC6527750|XP_002088830.1|DYAK	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP
OG0000678	LOC6536679|XP_002097252.1|DYAK, LOC6526344|XP_002087466.1|DYAK	CCAP1982_LOCUS4210|CAD6995497.1|CCAP
OG0000682	LOC120322273|XP_039233265.1|DYAK, LOC120322411|XP_039233638.1|DYAK	CCAP1982_LOCUS9813|CAD7001316.1|CCAP, CCAP1982_LOCUS10271|CAD7001780.1|CCAP
OG0000683	LOC6538769|XP_002099283.1|DYAK	CCAP1982_LOCUS2676|CAD6993882.1|CCAP
OG0000684	LOC6536765|XP_002097337.1|DYAK, LOC6537910|XP_002098450.1|DYAK	CCAP1982_LOCUS1800|CAD6992968.1|CCAP
OG0000685	LOC6535915|XP_002096531.1|DYAK	CCAP1982_LOCUS2796|CAD6994019.1|CCAP
OG0000686	LOC6528327|XP_002089380.1|DYAK	CCAP1982_LOCUS22639|CAD7014650.1|CCAP
OG0000687	LOC6530892|XP_002091744.1|DYAK, LOC6533513|XP_002094224.1|DYAK	CCAP1982_LOCUS13133|CAD7004740.1|CCAP
OG0000688	LOC6531182|XP_015051156.1|DYAK	CCAP1982_LOCUS22352|CAD7014355.1|CCAP
OG0000689	LOC6528854|XP_002089886.1|DYAK, LOC6528855|XP_002089887.1|DYAK	CCAP1982_LOCUS22767|CAD7014799.1|CCAP
OG0000691	LOC6527778|XP_002088851.1|DYAK, LOC6534182|XP_002094865.1|DYAK	CCAP1982_LOCUS11669|CAD7003209.1|CCAP
OG0000692	LOC6539471|XP_002086361.2|DYAK	CCAP1982_LOCUS12234|CAD7003801.1|CCAP
OG0000692	LOC6535043|XP_002095708.1|DYAK	CCAP1982_LOCUS12235|CAD7003802.1|CCAP
OG0000693	LOC6525680|XP_015046408.1|DYAK	CCAP1982_LOCUS23258|CAD7015313.1|CCAP
OG0000693	LOC26536336|XP_015047341.1|DYAK	CCAP1982_LOCUS633|CAD6991720.1|CCAP
OG0000695	LOC6527119|XP_002088212.3|DYAK	CCAP1982_LOCUS8997|CAD7000519.1|CCAP
OG0000695	LOC6527114|XP_002088207.2|DYAK	CCAP1982_LOCUS8984|CAD7000506.1|CCAP
OG0000696	LOC6527642|XP_002088730.1|DYAK	CCAP1982_LOCUS8834|CAD7000352.1|CCAP
OG0000697	LOC6528062|XP_002089129.1|DYAK	CCAP1982_LOCUS6273|CAD6997638.1|CCAP
OG0000698	LOC6526779|XP_002087882.1|DYAK	CCAP1982_LOCUS8717|CAD7000225.1|CCAP
OG0000699	LOC6526974|XP_015053212.1|DYAK, LOC6537815|XP_002098356.2|DYAK	CCAP1982_LOCUS6551|CAD6997933.1|CCAP
OG0000700	LOC6526372|XP_002087491.1|DYAK, LOC6526603|XP_015053428.1|DYAK	CCAP1982_LOCUS7365|CAD6998816.1|CCAP
OG0000701	LOC6529966|XP_002090913.1|DYAK	CCAP1982_LOCUS22532|CAD7014531.1|CCAP
OG0000702	LOC6538475|XP_039231629.1|DYAK, LOC6538476|XP_015048878.1|DYAK	CCAP1982_LOCUS883|CAD6991997.1|CCAP
OG0000703	LOC6531518|XP_002092317.1|DYAK	CCAP1982_LOCUS7246|CAD6998688.1|CCAP
OG0000705	LOC6532388|XP_002093139.1|DYAK, LOC6532387|XP_015049320.1|DYAK	CCAP1982_LOCUS12768|CAD7004352.1|CCAP
OG0000710	LOC6536033|XP_002096648.1|DYAK, LOC6531189|XP_002092018.1|DYAK	CCAP1982_LOCUS23336|CAD7015392.1|CCAP
OG0000712	LOC6535760|XP_039232036.1|DYAK, LOC6535764|XP_002096387.1|DYAK	CCAP1982_LOCUS637|CAD6991724.1|CCAP
OG0000713	LOC6531542|XP_002092341.1|DYAK	CCAP1982_LOCUS23194|CAD7015244.1|CCAP
OG0000715	LOC26535147|XP_015050509.1|DYAK, LOC6534207|XP_002094889.1|DYAK	CCAP1982_LOCUS14124|CAD7005776.1|CCAP
OG0000716	LOC6524095|XP_002099959.1|DYAK, LOC6534153|XP_002094837.1|DYAK	CCAP1982_LOCUS14228|CAD7005886.1|CCAP
OG0000717	LOC6535167|XP_002095829.1|DYAK	CCAP1982_LOCUS13750|CAD7005390.1|CCAP
OG0000719	LOC6533531|XP_002094241.2|DYAK, LOC6533577|XP_002094287.1|DYAK	CCAP1982_LOCUS12110|CAD7003673.1|CCAP
OG0000720	LOC6538199|XP_002098727.1|DYAK, LOC6536401|XP_002096983.1|DYAK	CCAP1982_LOCUS3915|CAD6995196.1|CCAP
OG0000721	LOC6528090|XP_002089157.1|DYAK, LOC6528089|XP_002089156.1|DYAK	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP
OG0000722	LOC26535065|XP_015051679.1|DYAK, LOC26536324|XP_015051678.1|DYAK, LOC6532061|XP_015051677.1|DYAK	CCAP1982_LOCUS21839|CAD7013819.1|CCAP
OG0000723	LOC6530019|XP_002090965.1|DYAK, LOC6530020|XP_002090966.1|DYAK	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP
OG0000726	LOC6537030|XP_002097597.1|DYAK, LOC6537031|XP_002097598.1|DYAK	CCAP1982_LOCUS4572|CAD6995871.1|CCAP
OG0000728	LOC6536343|XP_015047677.1|DYAK	CCAP1982_LOCUS2587|CAD6993789.1|CCAP
OG0000729	LOC26535746|XP_015048760.1|DYAK, LOC6538293|XP_002098820.2|DYAK	CCAP1982_LOCUS3800|CAD6995077.1|CCAP
