Orthogroup	DYAK.longest_only	DVIR.longest_only
OG0000177	LOC6534088|XP_039230809.1|DYAK	LOC6622328|XP_002048406.1|DVIR, LOC6623121|XP_002048558.1|DVIR, LOC6623127|XP_002048560.1|DVIR
OG0000178	LOC6523879|XP_002099752.2|DYAK	LOC6635592|XP_002059017.1|DVIR
OG0000179	LOC6528805|XP_002089837.1|DYAK	LOC6625988|XP_032293143.1|DVIR
OG0000179	LOC6530153|XP_039227810.1|DYAK	LOC6626070|XP_032293124.1|DVIR
OG0000179	LOC6528270|XP_002089323.2|DYAK	LOC6628569|XP_032293612.1|DVIR
OG0000180	LOC6531088|XP_002091922.1|DYAK, LOC6531089|XP_002091923.1|DYAK, LOC6531090|XP_002091924.1|DYAK, LOC6531091|XP_002091925.1|DYAK	LOC6625452|XP_002050988.1|DVIR, LOC116651030|XP_032292504.1|DVIR, LOC6625451|XP_002050987.1|DVIR
OG0000181	LOC6535275|XP_002095931.1|DYAK	LOC6635112|XP_002058672.1|DVIR
OG0000181	LOC6538273|XP_002098800.1|DYAK	LOC6629781|XP_002054743.1|DVIR
OG0000182	LOC6537506|XP_002098052.1|DYAK	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR
OG0000182	LOC6537504|XP_002098050.1|DYAK	LOC6632406|XP_002056621.1|DVIR
OG0000182	LOC6537503|XP_002098049.3|DYAK	LOC6632405|XP_002056620.1|DVIR
OG0000183	LOC6523883|XP_015045362.2|DYAK	LOC6636939|XP_002060388.2|DVIR
OG0000183	LOC6533220|XP_002093946.1|DYAK	LOC6623592|XP_032290877.1|DVIR
OG0000183	LOC6532576|XP_039230642.1|DYAK	LOC6623437|XP_032291055.1|DVIR
OG0000184	LOC6526924|XP_039227701.1|DYAK	LOC6635618|XP_032294720.1|DVIR
OG0000185	LOC6538463|XP_002098987.1|DYAK	LOC6632994|XP_002056495.1|DVIR
OG0000185	LOC6528506|XP_002089552.1|DYAK	LOC6636335|XP_002059934.1|DVIR
OG0000186	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR
OG0000187	LOC6525395|XP_002101230.1|DYAK	LOC6634660|XP_002058113.1|DVIR
OG0000188	LOC6524932|XP_002100772.1|DYAK	LOC6636688|XP_002060166.2|DVIR
OG0000188	LOC6524926|XP_002100766.1|DYAK	LOC6636701|XP_002060174.1|DVIR
OG0000189	LOC6526646|XP_039226426.1|DYAK	LOC6627642|XP_032293499.1|DVIR
OG0000189	LOC6523810|XP_015045348.1|DYAK	LOC6636083|XP_032295503.1|DVIR
OG0000189	LOC6524546|XP_039226006.1|DYAK	LOC6633251|XP_032296581.1|DVIR
OG0000190	LOC6531718|XP_002092508.1|DYAK	LOC6625036|XP_032293131.1|DVIR
OG0000190	LOC6524498|XP_039227389.1|DYAK	LOC6633473|XP_032296536.1|DVIR
OG0000190	LOC6531339|XP_002092143.1|DYAK	LOC6625037|XP_002048985.1|DVIR
OG0000191	LOC6528336|XP_015054421.1|DYAK	LOC6635954|XP_032292237.1|DVIR
OG0000191	LOC6528337|XP_015054409.1|DYAK	LOC6630014|XP_002053407.2|DVIR
OG0000191	LOC6531150|XP_002091979.1|DYAK	LOC6625728|XP_002051049.1|DVIR
OG0000192	LOC6537400|XP_002097956.1|DYAK	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR
OG0000192	LOC26536027|XP_015050360.1|DYAK	LOC26530443|XP_015031598.1|DVIR
OG0000192	LOC6533976|XP_002094671.3|DYAK	LOC6624470|XP_015031333.1|DVIR
OG0000193	LOC6526730|XP_002087833.1|DYAK	LOC6628580|XP_002051514.1|DVIR
OG0000193	LOC6533470|XP_002094181.1|DYAK	LOC6622956|XP_032290772.1|DVIR
OG0000195	LOC6523827|XP_002099702.1|DYAK	LOC6632120|XP_002055258.2|DVIR
OG0000195	LOC6530191|XP_002091129.1|DYAK	LOC6625148|XP_002049557.1|DVIR
OG0000196	LOC6529482|XP_039228123.1|DYAK	LOC6635719|XP_032294685.1|DVIR
OG0000196	LOC6529487|XP_039228174.1|DYAK	LOC6635725|XP_002059162.2|DVIR
OG0000196	LOC6529478|XP_015052370.1|DYAK	LOC6635718|XP_032294682.1|DVIR
OG0000197	LOC6524768|XP_002100612.1|DYAK	LOC6633752|XP_015025605.1|DVIR
OG0000197	LOC120321921|XP_039232122.1|DYAK	LOC6633759|XP_032296617.1|DVIR
OG0000197	LOC6524759|XP_002100603.1|DYAK	LOC6633761|XP_032296607.1|DVIR
OG0000198	LOC6530005|XP_039228265.1|DYAK, LOC6530420|XP_002091336.3|DYAK, LOC6530479|XP_002091394.2|DYAK, LOC6528289|XP_039226918.1|DYAK	LOC6635818|XP_032291643.1|DVIR, LOC26530665|XP_015024373.1|DVIR, LOC116650864|XP_032291644.1|DVIR
OG0000199	LOC6531669|XP_002092464.1|DYAK	LOC6625822|XP_002049510.1|DVIR
OG0000199	LOC120321160|XP_039228856.1|DYAK	LOC26531426|XP_032293003.1|DVIR
OG0000200	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK	LOC6634875|XP_002058604.1|DVIR
OG0000201	LOC6537830|XP_002098371.3|DYAK	LOC6635093|XP_002058355.1|DVIR
OG0000201	LOC6537833|XP_002098374.1|DYAK	LOC6635092|XP_002058354.1|DVIR
OG0000202	LOC6535527|XP_002096156.1|DYAK	LOC6630367|XP_002054903.1|DVIR
OG0000202	LOC6533953|XP_002094653.1|DYAK	LOC6627042|XP_002050072.2|DVIR
OG0000202	LOC6533952|XP_002094652.1|DYAK	LOC6627043|XP_002050073.1|DVIR
OG0000203	LOC6531635|XP_002092432.3|DYAK	LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR
OG0000203	LOC6531634|XP_039228283.1|DYAK	LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR
OG0000204	LOC6529281|XP_002090286.2|DYAK	LOC6635859|XP_032292363.1|DVIR
OG0000204	LOC6533197|XP_002093923.1|DYAK, LOC26534669|XP_039229763.1|DYAK, LOC6533198|XP_015049841.1|DYAK, LOC6533196|XP_002093922.1|DYAK	LOC6623421|XP_032291327.1|DVIR
OG0000205	LOC6537165|XP_002097726.1|DYAK	LOC6631015|XP_002054291.1|DVIR
OG0000205	LOC6535617|XP_002096245.2|DYAK	LOC6635104|XP_002058664.1|DVIR
OG0000206	LOC6532161|XP_002092937.1|DYAK	LOC6625254|XP_002048974.1|DVIR
OG0000206	LOC6527350|XP_002088442.1|DYAK	LOC6628108|XP_032294085.1|DVIR
OG0000206	LOC6532160|XP_002092936.1|DYAK	LOC6625255|XP_002048975.1|DVIR
OG0000207	LOC6532870|XP_002093606.1|DYAK, LOC6532871|XP_002093607.1|DYAK	LOC6636923|XP_002060378.1|DVIR
OG0000208	LOC120321059|XP_039228281.1|DYAK, LOC6531565|XP_002092363.3|DYAK, LOC6531566|XP_002092364.1|DYAK, LOC6531562|XP_002092360.1|DYAK, LOC6531561|XP_002092359.2|DYAK, LOC6531564|XP_039228282.1|DYAK	LOC6625583|XP_002051033.2|DVIR
OG0000210	LOC6531807|XP_039227799.1|DYAK	LOC6625370|XP_002049066.2|DVIR
OG0000210	LOC6525374|XP_002101210.2|DYAK	LOC6633805|XP_002057094.2|DVIR
OG0000211	LOC6536826|XP_002097396.1|DYAK	LOC6630251|XP_002053765.1|DVIR
OG0000211	LOC6536829|XP_002097399.1|DYAK	LOC6630249|XP_002053763.1|DVIR
OG0000212	LOC6526922|XP_002088020.1|DYAK	LOC6629143|XP_002052891.2|DVIR
OG0000212	LOC6526923|XP_002088021.1|DYAK	LOC6635617|XP_015024480.1|DVIR
OG0000213	LOC6534897|XP_039230744.1|DYAK	LOC6623068|XP_002048502.2|DVIR
OG0000213	LOC6540014|XP_039226182.1|DYAK	LOC6625565|XP_032291620.1|DVIR
OG0000214	LOC6525931|XP_002101751.1|DYAK	LOC6631573|XP_032295286.1|DVIR
OG0000214	LOC6530497|XP_002091412.1|DYAK	LOC6636475|XP_002059924.1|DVIR
OG0000214	LOC6538392|XP_002098916.2|DYAK	LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR
OG0000215	LOC26534749|XP_039230801.1|DYAK	LOC6624104|XP_002048315.1|DVIR
OG0000215	LOC6539813|XP_002086695.1|DYAK	LOC6622189|XP_002048316.1|DVIR
OG0000215	LOC26535082|XP_039230802.1|DYAK	LOC26531348|XP_015031731.1|DVIR
OG0000216	LOC6532520|XP_002093266.2|DYAK	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR
OG0000216	LOC6524928|XP_002100768.2|DYAK	LOC6634708|XP_002058265.1|DVIR
OG0000217	LOC6524209|XP_002100072.1|DYAK	LOC6631722|XP_002055164.1|DVIR
OG0000217	LOC6524208|XP_002100071.2|DYAK	LOC6631721|XP_002055163.1|DVIR
OG0000218	LOC6526706|XP_015053448.1|DYAK	LOC6628002|XP_002051791.1|DVIR
OG0000218	LOC120320624|XP_039226800.1|DYAK	LOC6628053|XP_002051795.1|DVIR, LOC6628003|XP_032294096.1|DVIR, LOC6628052|XP_002051794.1|DVIR
OG0000218	LOC6526707|XP_039226799.1|DYAK	LOC116651574|XP_032294095.1|DVIR
OG0000219	LOC6528362|XP_002089411.1|DYAK	LOC6636349|XP_002059948.1|DVIR
OG0000219	LOC6528359|XP_002089408.1|DYAK	LOC6636346|XP_002059945.1|DVIR
OG0000219	LOC6528363|XP_002089412.1|DYAK	LOC6636350|XP_032292022.1|DVIR
OG0000220	LOC6532625|XP_002093369.1|DYAK	LOC6622194|XP_002047863.1|DVIR
OG0000220	LOC6532622|XP_002093366.1|DYAK	LOC6624053|XP_002047860.1|DVIR
OG0000220	LOC6532623|XP_002093367.1|DYAK	LOC116650670|XP_032290905.1|DVIR
OG0000221	LOC6530039|XP_002090985.1|DYAK	LOC6626011|XP_015029932.1|DVIR
OG0000221	LOC6537346|XP_002097903.1|DYAK	LOC6630010|XP_002054772.1|DVIR
OG0000221	LOC6530038|XP_002090984.1|DYAK	LOC6626010|XP_002050155.1|DVIR
OG0000222	LOC6528188|XP_002089251.1|DYAK	LOC6634029|XP_002057493.1|DVIR
OG0000222	LOC6528187|XP_002089250.1|DYAK	LOC6634028|XP_002057492.1|DVIR
OG0000223	LOC6534370|XP_039229449.1|DYAK	LOC6633590|XP_002057268.2|DVIR, LOC6622236|XP_032290893.1|DVIR
OG0000223	LOC6533307|XP_002094033.2|DYAK	LOC6623979|XP_002046280.1|DVIR
OG0000224	LOC6531074|XP_002091908.1|DYAK	LOC6626919|XP_002050973.1|DVIR
OG0000224	LOC6532110|XP_002092886.1|DYAK	LOC6626237|XP_002048861.1|DVIR
OG0000225	LOC26535924|XP_015048989.1|DYAK	LOC6630655|XP_032292178.1|DVIR
OG0000225	LOC6538724|XP_002099239.2|DYAK	LOC26531229|XP_015027874.1|DVIR
OG0000225	LOC6538725|XP_002099240.1|DYAK	LOC6630654|XP_002053310.2|DVIR
OG0000226	LOC6533537|XP_002094247.1|DYAK	LOC116650738|XP_032291156.1|DVIR
OG0000226	LOC6533539|XP_002094249.3|DYAK	LOC6622073|XP_002047064.1|DVIR
OG0000228	LOC26535034|XP_015054573.1|DYAK	LOC6635236|XP_002058764.1|DVIR
OG0000228	LOC6535386|XP_039231510.1|DYAK	LOC6632952|XP_002056569.2|DVIR
OG0000228	LOC6526152|XP_002101966.1|DYAK, LOC6529000|XP_002090032.1|DYAK	LOC6628603|XP_002052164.1|DVIR
OG0000229	LOC6538272|XP_039232854.1|DYAK	LOC6629782|XP_032294976.1|DVIR
OG0000229	LOC6535880|XP_015047429.2|DYAK	LOC6632650|XP_032289576.1|DVIR
OG0000230	LOC6531478|XP_039228280.1|DYAK	LOC116650991|XP_032292345.1|DVIR, LOC6625002|XP_032292342.1|DVIR
OG0000231	LOC6527426|XP_002088518.1|DYAK, LOC6527425|XP_002088517.1|DYAK, LOC6527424|XP_002088516.1|DYAK, LOC6527427|XP_002088519.1|DYAK	LOC6622562|XP_015030559.1|DVIR, LOC6622423|XP_002047941.1|DVIR
OG0000232	LOC6537065|XP_002097626.1|DYAK	LOC6631220|XP_002053140.1|DVIR
OG0000232	LOC6528315|XP_002089368.1|DYAK	LOC6625772|XP_002050474.1|DVIR
OG0000232	LOC6528314|XP_002089367.2|DYAK	LOC6625771|XP_002050473.1|DVIR
OG0000233	LOC6537995|XP_002098530.1|DYAK	LOC6626147|XP_002050902.1|DVIR
OG0000233	LOC6539013|XP_039231888.1|DYAK	LOC6631062|XP_002054228.2|DVIR
OG0000233	LOC6539014|XP_002099516.2|DYAK	LOC6631073|XP_002054229.1|DVIR
OG0000234	LOC6530374|XP_002091300.2|DYAK, LOC6530375|XP_015052661.1|DYAK	LOC26531087|XP_015030279.1|DVIR
OG0000234	LOC26534870|XP_015052846.2|DYAK	LOC6627068|XP_002050187.2|DVIR
OG0000235	LOC6539045|XP_002099547.1|DYAK	LOC6631091|XP_032295419.1|DVIR
OG0000235	LOC6539044|XP_002099546.1|DYAK, LOC6539043|XP_002099545.1|DYAK	LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR
OG0000236	LOC6526337|XP_002087459.1|DYAK	LOC6627591|XP_002052822.1|DVIR
OG0000236	LOC6528126|XP_002089193.1|DYAK	LOC6627949|XP_002051422.1|DVIR
OG0000236	LOC6525073|XP_015046083.1|DYAK	LOC6634448|XP_002058167.1|DVIR
OG0000237	LOC6528319|XP_015053910.1|DYAK	LOC6624901|XP_032291939.1|DVIR
OG0000237	LOC6526795|XP_039226836.1|DYAK, LOC6526004|XP_002101822.1|DYAK	LOC6633387|XP_032296418.1|DVIR
OG0000238	LOC6530306|XP_002091233.1|DYAK, LOC6530308|XP_002091235.1|DYAK	LOC6628818|XP_032293952.1|DVIR
OG0000238	LOC6530307|XP_002091234.1|DYAK	LOC6628817|XP_002052067.2|DVIR
OG0000239	LOC6536571|XP_002097147.1|DYAK, LOC6540177|XP_039231573.1|DYAK	LOC6630127|XP_002053679.1|DVIR, LOC6636953|XP_032294281.1|DVIR
OG0000240	LOC6536759|XP_039231491.1|DYAK	LOC6633209|XP_002056696.2|DVIR
OG0000240	LOC6536762|XP_002097334.1|DYAK	LOC6632973|XP_032289819.1|DVIR
OG0000240	LOC6537624|XP_039231199.1|DYAK	LOC6633197|XP_032289814.1|DVIR
OG0000241	LOC6534494|XP_002095171.2|DYAK	LOC6623432|XP_032291133.1|DVIR
OG0000243	LOC26534721|XP_015048432.1|DYAK, LOC6527796|XP_002088869.1|DYAK	LOC6622730|XP_002046460.1|DVIR, LOC6622674|XP_002046459.1|DVIR, LOC6622683|XP_002046458.1|DVIR, LOC6622694|XP_002046456.1|DVIR
OG0000243	LOC6534565|XP_002095241.1|DYAK	LOC6622565|XP_002048166.1|DVIR, LOC26531603|XP_015031774.1|DVIR
OG0000244	LOC6537344|XP_002097901.1|DYAK, LOC6537345|XP_002097902.1|DYAK	LOC6630156|XP_032295250.1|DVIR, LOC116651869|XP_032295004.1|DVIR
OG0000244	LOC6537348|XP_002097905.2|DYAK	LOC26531487|XP_015027905.1|DVIR, LOC6630012|XP_002054774.2|DVIR, LOC26531835|XP_015027950.1|DVIR, LOC26531187|XP_015027869.1|DVIR, LOC6630011|XP_002054773.2|DVIR, LOC6630155|XP_002054775.1|DVIR
OG0000246	LOC6531691|XP_002092482.2|DYAK	LOC26530794|XP_015030247.1|DVIR, LOC6625327|XP_002049054.1|DVIR, LOC6625383|XP_002049493.2|DVIR
OG0000247	LOC6533859|XP_002094559.1|DYAK, LOC6533858|XP_002094558.1|DYAK	LOC6632971|XP_002056702.1|DVIR, LOC6632970|XP_002056701.1|DVIR, LOC6632969|XP_002056700.1|DVIR, LOC6632967|XP_002056698.1|DVIR, LOC6632968|XP_002056699.1|DVIR
OG0000248	LOC6534293|XP_002094974.1|DYAK	LOC6623124|XP_015031180.1|DVIR
OG0000248	LOC6534294|XP_002094975.2|DYAK	LOC6623417|XP_002046805.1|DVIR
OG0000248	LOC6530423|XP_002091339.3|DYAK	LOC6626865|XP_002049256.2|DVIR
OG0000249	LOC6527674|XP_002088760.1|DYAK	LOC6629225|XP_002051945.1|DVIR
OG0000249	LOC6527675|XP_002088761.1|DYAK	LOC6629224|XP_002051944.1|DVIR
OG0000249	LOC6527676|XP_002088762.1|DYAK	LOC6629223|XP_002051943.2|DVIR
OG0000250	LOC6527429|XP_002088521.1|DYAK	LOC6627360|XP_002051667.1|DVIR
OG0000250	LOC6527432|XP_002088524.1|DYAK	LOC6627364|XP_002051671.1|DVIR
OG0000250	LOC6527430|XP_002088522.2|DYAK	LOC116649743|XP_015028230.1|DVIR
OG0000251	LOC6525185|XP_039227723.1|DYAK	LOC6634673|XP_002057989.3|DVIR
OG0000251	LOC6532043|XP_002092820.3|DYAK	LOC6626658|XP_002049469.2|DVIR
OG0000251	LOC26534935|XP_015049512.1|DYAK	LOC26530573|XP_015031625.1|DVIR
OG0000252	LOC6530556|XP_002091469.1|DYAK	LOC6627158|XP_002049733.1|DVIR
OG0000252	LOC6530558|XP_002091471.3|DYAK	LOC6627021|XP_002049731.3|DVIR
OG0000252	LOC6530557|XP_002091470.1|DYAK	LOC6627157|XP_002049732.1|DVIR
OG0000253	LOC6531093|XP_002091927.1|DYAK, LOC6531096|XP_002091930.1|DYAK	LOC6622395|XP_002046403.1|DVIR, LOC116650655|XP_032290826.1|DVIR
OG0000253	LOC6531097|XP_002091931.3|DYAK	LOC6627456|XP_002052478.1|DVIR
OG0000254	LOC6528904|XP_002089936.1|DYAK	LOC6625234|XP_032291816.1|DVIR
OG0000255	LOC6530170|XP_002091110.1|DYAK	LOC116651211|XP_032292973.1|DVIR
OG0000255	LOC6530171|XP_002091111.1|DYAK	LOC6626368|XP_015029462.2|DVIR, LOC6626370|XP_032292972.1|DVIR
OG0000256	LOC6531024|XP_002091861.1|DYAK	LOC6627201|XP_002050273.1|DVIR
OG0000256	LOC6531022|XP_002091859.1|DYAK	LOC116650982|XP_032292277.1|DVIR, LOC6627199|XP_002050271.1|DVIR, LOC6626430|XP_032292278.1|DVIR, LOC6626429|XP_015029965.1|DVIR
OG0000257	LOC6531903|XP_002092689.1|DYAK	LOC6626938|XP_032293079.1|DVIR
OG0000258	LOC6528393|XP_002089440.1|DYAK	LOC6636509|XP_002059989.2|DVIR
OG0000258	LOC6528394|XP_002089441.1|DYAK	LOC6636510|XP_002059990.1|DVIR
OG0000258	LOC6528396|XP_002089443.1|DYAK	LOC6636512|XP_032292687.1|DVIR
OG0000258	LOC6528395|XP_002089442.1|DYAK	LOC6636511|XP_002059991.2|DVIR
OG0000259	LOC6538156|XP_002098690.2|DYAK	LOC6630151|XP_002054182.2|DVIR
OG0000259	LOC6527808|XP_002088881.2|DYAK, LOC6527812|XP_002088885.2|DYAK, LOC6527811|XP_002088884.1|DYAK, LOC6527813|XP_002088886.1|DYAK, LOC6527810|XP_002088883.1|DYAK, LOC6527809|XP_015053819.1|DYAK	LOC6627389|XP_032293731.1|DVIR
OG0000260	LOC6538727|XP_002099242.1|DYAK	LOC6630652|XP_002053308.1|DVIR
OG0000260	LOC6528581|XP_002089624.1|DYAK	LOC6625847|XP_002049644.1|DVIR
OG0000262	LOC6533191|XP_002093917.2|DYAK	LOC6623475|XP_002047311.1|DVIR, LOC6623348|XP_002047310.2|DVIR
OG0000262	LOC6530027|XP_002090973.1|DYAK	LOC6626192|XP_032292618.1|DVIR
OG0000263	LOC6530127|XP_002091073.2|DYAK	LOC6626715|XP_032292118.1|DVIR
OG0000263	LOC6529301|XP_002090306.2|DYAK	LOC116651546|XP_032294019.1|DVIR, LOC6636489|XP_032291658.1|DVIR
OG0000263	LOC6533175|XP_002093901.1|DYAK	LOC6623481|XP_032291452.1|DVIR
OG0000264	LOC6524983|XP_002100823.1|DYAK	LOC116652013|XP_032295547.1|DVIR
OG0000264	LOC6524982|XP_039231321.1|DYAK	LOC6632139|XP_002055391.2|DVIR
OG0000264	LOC6538959|XP_015049132.1|DYAK	LOC6632881|XP_032289574.1|DVIR
OG0000265	LOC6531646|XP_039229153.1|DYAK, LOC6531645|XP_002092442.1|DYAK, LOC6531644|XP_015051452.1|DYAK, LOC6533081|XP_039230031.1|DYAK	LOC6622700|XP_032290197.1|DVIR
OG0000266	LOC6531101|XP_002091935.1|DYAK	LOC116651031|XP_032292515.1|DVIR, LOC26531116|XP_032292046.1|DVIR
OG0000266	LOC26534916|XP_015051117.1|DYAK	LOC26530463|XP_015028815.1|DVIR
OG0000266	LOC6531100|XP_002091934.1|DYAK	LOC26531457|XP_015030338.1|DVIR
OG0000267	LOC6538885|XP_002099389.1|DYAK	LOC6629498|XP_002054518.1|DVIR
OG0000267	LOC6538884|XP_002099388.3|DYAK	LOC6629497|XP_002054517.1|DVIR
OG0000268	LOC6537553|XP_002098099.1|DYAK	LOC6635177|XP_002058581.2|DVIR
OG0000269	LOC6537868|XP_002098409.1|DYAK	LOC6631177|XP_002054307.1|DVIR
OG0000269	LOC6538741|XP_002099256.1|DYAK	LOC6630419|XP_002053294.3|DVIR
OG0000270	LOC6531868|XP_002092655.3|DYAK	LOC6626665|XP_015029075.1|DVIR
OG0000271	LOC6528063|XP_002089130.1|DYAK	LOC6628246|XP_002051457.1|DVIR
OG0000271	LOC26535369|XP_015051177.1|DYAK	LOC26531775|XP_015030365.1|DVIR
OG0000271	LOC6530505|XP_002091420.1|DYAK	LOC6636469|XP_002059918.1|DVIR
OG0000272	LOC6533354|XP_039229605.1|DYAK	LOC6622416|XP_032291254.1|DVIR
OG0000272	LOC6523696|XP_039233083.1|DYAK	LOC6636259|XP_015024101.1|DVIR
OG0000273	LOC6537136|XP_002097697.2|DYAK	LOC6629857|XP_002053180.2|DVIR
OG0000273	LOC6527154|XP_002088248.1|DYAK	LOC6628490|XP_002052037.2|DVIR
OG0000273	LOC6535978|XP_002096593.1|DYAK	LOC6632693|XP_002056664.2|DVIR
OG0000274	LOC6530431|XP_002091347.2|DYAK	LOC6626586|XP_002049765.1|DVIR, LOC6626585|XP_002049764.1|DVIR
OG0000274	LOC6529964|XP_002090911.2|DYAK	LOC6626968|XP_002048711.1|DVIR
OG0000277	LOC6537653|XP_002098198.1|DYAK, LOC6535775|XP_002096398.2|DYAK, LOC6537651|XP_002098196.1|DYAK, LOC6537652|XP_002098197.1|DYAK	LOC116651878|XP_032295046.1|DVIR, LOC6634965|XP_002058712.2|DVIR
OG0000279	LOC6532686|XP_002093430.1|DYAK	LOC6623340|XP_002046755.1|DVIR
OG0000279	LOC6532685|XP_002093429.1|DYAK	LOC6623389|XP_002046756.1|DVIR
OG0000280	LOC6539689|XP_002086574.1|DYAK	LOC6622634|XP_002047527.2|DVIR
OG0000280	LOC6534946|XP_002095616.3|DYAK	LOC6622631|XP_002047526.2|DVIR
OG0000280	LOC6539687|XP_002086575.3|DYAK	LOC6622669|XP_002047528.2|DVIR
OG0000281	LOC6533216|XP_002093942.1|DYAK	LOC6623709|XP_002047338.1|DVIR
OG0000281	LOC6526063|XP_002101880.1|DYAK	LOC6634459|XP_002057947.1|DVIR
OG0000281	LOC6525881|XP_002101701.1|DYAK	LOC6635459|XP_002058967.1|DVIR
OG0000282	LOC6532890|XP_039229467.1|DYAK	LOC6623297|XP_002047774.1|DVIR
OG0000282	LOC6524120|XP_002099984.1|DYAK	LOC6633389|XP_002056800.2|DVIR
OG0000283	LOC6530227|XP_002091164.1|DYAK	LOC6626287|XP_002049224.1|DVIR
OG0000283	LOC6538318|XP_002098845.1|DYAK	LOC6630450|XP_002053911.1|DVIR
OG0000284	LOC6528957|XP_002089989.1|DYAK	LOC6634264|XP_032293579.1|DVIR
OG0000284	LOC6528947|XP_039226648.1|DYAK	LOC6634169|XP_032289004.1|DVIR
OG0000285	LOC6531011|XP_002091848.1|DYAK	LOC6627167|XP_002050952.1|DVIR
OG0000285	LOC6531010|XP_002091847.1|DYAK	LOC6627166|XP_002050951.1|DVIR
OG0000286	LOC6528189|XP_002089252.1|DYAK	LOC6634030|XP_032289046.1|DVIR
OG0000286	LOC6528186|XP_002089249.1|DYAK	LOC6634027|XP_002057491.1|DVIR
OG0000286	LOC6528190|XP_002089253.2|DYAK	LOC6634041|XP_002057495.2|DVIR
OG0000287	LOC6525581|XP_039231509.1|DYAK	LOC6631524|XP_002055331.2|DVIR
OG0000287	LOC6525578|XP_002101413.1|DYAK	LOC6631510|XP_002055329.1|DVIR
OG0000287	LOC6525579|XP_002101414.2|DYAK	LOC6631523|XP_002055330.3|DVIR
OG0000288	LOC6527524|XP_002088614.1|DYAK, LOC6527526|XP_002088616.3|DYAK, LOC6527523|XP_002088613.1|DYAK, LOC6527522|XP_002088612.2|DYAK	LOC26530596|XP_032293590.1|DVIR, LOC6628811|XP_002051234.1|DVIR
OG0000289	LOC6532979|XP_002093714.2|DYAK	LOC6636587|XP_002060024.2|DVIR
OG0000289	LOC6533019|XP_039230160.1|DYAK	LOC6636555|XP_002060059.2|DVIR
OG0000290	LOC6528906|XP_039227322.1|DYAK, LOC6528907|XP_015053419.2|DYAK, LOC6528908|XP_039227321.1|DYAK	LOC26530682|XP_015031635.1|DVIR, LOC6623767|XP_002047815.2|DVIR
OG0000291	LOC6533723|XP_002094428.1|DYAK	LOC6622384|XP_002047930.1|DVIR
OG0000292	LOC6531252|XP_002092061.1|DYAK	LOC6625271|XP_002049362.1|DVIR, LOC6627221|XP_002049850.1|DVIR, LOC6627220|XP_002049849.2|DVIR, LOC6625512|XP_002049848.1|DVIR
OG0000292	LOC6533933|XP_002094633.1|DYAK	LOC6622738|XP_002048459.1|DVIR
OG0000293	LOC6537916|XP_002098456.1|DYAK	LOC6630605|XP_002054480.1|DVIR, LOC6630029|XP_002054479.2|DVIR
OG0000293	LOC6537918|XP_002098458.1|DYAK	LOC6629112|XP_002052606.1|DVIR
OG0000294	LOC6528944|XP_039226166.1|DYAK	LOC6634166|XP_032289001.1|DVIR
OG0000294	LOC26535870|XP_039233460.1|DYAK	LOC6631395|XP_015026374.1|DVIR
OG0000295	LOC6530437|XP_002091353.1|DYAK	LOC6625008|XP_002049758.1|DVIR
OG0000295	LOC6538265|XP_002098792.2|DYAK	LOC6629789|XP_002054751.1|DVIR
OG0000295	LOC6532078|XP_039228188.1|DYAK	LOC6625890|XP_002050361.2|DVIR
OG0000295	LOC26535742|XP_015054659.1|DYAK	LOC116651089|XP_032292733.1|DVIR
OG0000296	LOC6529184|XP_002090191.3|DYAK	LOC6628745|XP_002051561.1|DVIR
OG0000296	LOC6532216|XP_002092989.1|DYAK	LOC6636845|XP_002060317.1|DVIR
OG0000296	LOC6524363|XP_002100221.1|DYAK	LOC6632044|XP_002055241.1|DVIR
OG0000298	LOC6524319|XP_002100178.1|DYAK	LOC6631929|XP_002055477.1|DVIR
OG0000298	LOC6524320|XP_002100179.1|DYAK	LOC6631930|XP_002055478.1|DVIR
OG0000298	LOC6526073|XP_002101890.1|DYAK	LOC6623045|XP_002047090.1|DVIR
OG0000299	LOC6536937|XP_039232287.1|DYAK	LOC6632243|XP_032289601.1|DVIR
OG0000300	LOC26534891|XP_015050541.2|DYAK	LOC6623993|XP_002048402.3|DVIR
OG0000300	LOC6534281|XP_002094962.3|DYAK	LOC26530779|XP_032290045.1|DVIR
OG0000300	LOC6534282|XP_002094963.3|DYAK	LOC6622311|XP_002048403.1|DVIR
