Orthogroup	DYAK.longest_only	DERE.longest_only
OG0001901	LOC6527061|XP_039226320.1|DYAK	LOC6540888|XP_015014889.1|DERE
OG0001902	LOC26536261|XP_039233618.1|DYAK	LOC26526255|XP_026832535.1|DERE
OG0001903	LOC6535277|XP_002095933.1|DYAK	LOC6552113|XP_015009532.2|DERE
OG0001904	LOC6538205|XP_002098733.1|DYAK	LOC6554177|XP_001981487.1|DERE
OG0001905	LOC6525046|XP_002100885.1|DYAK	LOC6551436|XP_001977143.1|DERE
OG0001906	LOC6535875|XP_039232664.1|DYAK	LOC6553512|XP_026833130.1|DERE
OG0001907	LOC26534649|XP_039233759.1|DYAK	LOC6550503|XP_001977968.2|DERE
OG0001908	LOC6538234|XP_002098761.1|DYAK	LOC6554390|XP_001981513.1|DERE
OG0001909	LOC6525276|XP_039230950.1|DYAK	LOC6549717|XP_026838315.1|DERE
OG0001910	LOC6536467|XP_002097048.1|DYAK	LOC6552043|XP_001980719.1|DERE
OG0001911	LOC6536724|XP_015047916.1|DYAK	LOC6552660|XP_015010221.1|DERE
OG0001912	LOC6530493|XP_002091408.1|DYAK	LOC6549029|XP_001975538.1|DERE
OG0001913	LOC6527170|XP_002088264.1|DYAK	LOC6542323|XP_001969933.1|DERE
OG0001914	LOC6538752|XP_015049010.1|DYAK	LOC6554949|XP_026837208.1|DERE
OG0001915	LOC6532504|XP_002093250.1|DYAK	LOC6546483|XP_001971252.1|DERE
OG0001916	LOC6530996|XP_002091834.1|DYAK	LOC6547127|XP_026835743.1|DERE
OG0001917	LOC6533358|XP_015049945.1|DYAK	LOC6543837|XP_026833808.1|DERE
OG0001918	LOC6532956|XP_002093691.2|DYAK	LOC6543893|XP_001971888.2|DERE
OG0001919	LOC6531557|XP_002092355.1|DYAK	LOC6548815|XP_001975495.1|DERE
OG0001920	LOC6532221|XP_002092994.1|DYAK	LOC6545470|XP_026832564.1|DERE
OG0001921	LOC6529944|XP_002090899.1|DYAK	LOC6549640|XP_001975758.1|DERE
OG0001922	LOC6531734|XP_015051535.1|DYAK	LOC6547370|XP_015012632.1|DERE
OG0001923	LOC6533257|XP_039229400.1|DYAK	LOC6543875|XP_026832319.1|DERE
OG0001924	LOC6540553|XP_039226247.1|DYAK	LOC6541787|XP_001970931.1|DERE
OG0001925	LOC6533039|XP_002093774.2|DYAK	LOC6544046|XP_001971970.1|DERE
OG0001926	LOC6532725|XP_002093467.1|DYAK	LOC6545661|XP_001971665.1|DERE
OG0001927	LOC6530105|XP_002091051.1|DYAK	LOC6546545|XP_026835846.1|DERE
OG0001928	LOC6533605|XP_015050185.1|DYAK	LOC6543578|XP_015013915.1|DERE
OG0001929	LOC6533598|XP_039230382.1|DYAK	LOC6546340|XP_026833368.1|DERE
OG0001930	LOC6531068|XP_002091902.2|DYAK	LOC6547013|XP_001974700.2|DERE
OG0001931	LOC6533659|XP_002094365.2|DYAK	LOC6544037|XP_026832822.1|DERE
OG0001932	LOC6533658|XP_039229966.1|DYAK	LOC6544036|XP_026832819.1|DERE
OG0001933	LOC6531628|XP_002092425.1|DYAK	LOC6548089|XP_001975205.1|DERE
OG0001934	LOC6533592|XP_002094300.3|DYAK	LOC6546186|XP_001972279.1|DERE
OG0001935	LOC6539512|XP_002086400.2|DYAK	LOC6544839|XP_001973199.1|DERE
OG0001937	LOC6530498|XP_039227875.1|DYAK	LOC6548933|XP_026835890.1|DERE
OG0001938	LOC6529293|XP_002090298.1|DYAK	LOC6547277|XP_001976100.1|DERE
OG0001939	LOC6530724|XP_039228706.1|DYAK	LOC6547645|XP_001974979.1|DERE
OG0001940	LOC6528475|XP_002089521.2|DYAK	LOC6542951|XP_015014603.1|DERE
OG0001941	LOC6532224|XP_039229587.1|DYAK	LOC6545425|XP_026833440.1|DERE
OG0001942	LOC6528335|XP_015054422.1|DYAK	LOC6542426|XP_001970714.3|DERE
OG0001943	LOC6535087|XP_002095751.2|DYAK	LOC6544739|XP_001973201.1|DERE
OG0001944	LOC6532190|XP_039229778.1|DYAK	LOC6544643|XP_026833781.1|DERE
OG0001945	LOC6528491|XP_039227640.1|DYAK	LOC6540979|XP_026835476.1|DERE
OG0001946	LOC6528442|XP_002089488.1|DYAK	LOC6541267|XP_001970611.1|DERE
OG0001947	LOC6531199|XP_002092027.1|DYAK	LOC6546661|XP_026835875.1|DERE
OG0001948	LOC6525780|XP_002101601.1|DYAK	LOC6550118|XP_001977655.1|DERE
OG0001949	LOC6534684|XP_002095359.2|DYAK	LOC6546274|XP_026832991.1|DERE
OG0001950	LOC6535420|XP_002096069.3|DYAK	LOC6552808|XP_026839869.1|DERE
OG0001951	LOC6531326|XP_002092130.3|DYAK	LOC6547363|XP_001976285.3|DERE
OG0001952	LOC6539140|XP_002086036.2|DYAK	LOC6542670|XP_001970865.2|DERE
OG0001953	LOC6531602|XP_015051430.1|DYAK	LOC6548022|XP_026836709.1|DERE
OG0001954	LOC6528877|XP_039227329.1|DYAK	LOC6542182|XP_026835604.1|DERE
OG0001955	LOC6529399|XP_002090404.1|DYAK	LOC6547456|XP_001976205.1|DERE
OG0001956	LOC6533384|XP_002094109.1|DYAK	LOC6544158|XP_001971384.3|DERE
OG0001957	LOC6530652|XP_039229198.1|DYAK	LOC6547858|XP_026836524.1|DERE
OG0001958	LOC6531075|XP_039227943.1|DYAK	LOC6546931|XP_026836294.1|DERE
OG0001959	LOC6534803|XP_002095475.1|DYAK	LOC6544550|XP_001973472.1|DERE
OG0001960	LOC6532382|XP_002093133.1|DYAK	LOC6545669|XP_001971144.1|DERE
OG0001961	LOC6532125|XP_015051712.1|DYAK	LOC6548577|XP_015012699.1|DERE
OG0001962	LOC6528487|XP_002089533.2|DYAK	LOC6542604|XP_026835478.1|DERE
OG0001963	LOC6534407|XP_002095085.1|DYAK	LOC6543632|XP_001973012.1|DERE
OG0001964	LOC6533312|XP_015049897.1|DYAK	LOC6544577|XP_001971456.1|DERE
OG0001965	LOC6533205|XP_002093931.2|DYAK	LOC6545432|XP_001972121.2|DERE
OG0001966	LOC6535429|XP_015047154.1|DYAK	LOC6552242|XP_001979754.1|DERE
OG0001967	LOC6530671|XP_002091569.1|DYAK	LOC6547670|XP_026836670.1|DERE
OG0001968	LOC6533617|XP_002094324.1|DYAK	LOC6543549|XP_001972302.1|DERE
OG0001969	LOC6528440|XP_039227163.1|DYAK	LOC6543021|XP_001970613.1|DERE
OG0001970	LOC6531332|XP_002092136.1|DYAK	LOC6547340|XP_001976293.1|DERE
OG0001971	LOC6530847|XP_002091728.2|DYAK	LOC6547261|XP_001974868.2|DERE
OG0001972	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK	LOC6541127|XP_001970841.1|DERE
OG0001973	LOC6531836|XP_015051570.1|DYAK	LOC6547796|XP_015012645.1|DERE
OG0001974	LOC6528742|XP_002089777.1|DYAK	LOC6540756|XP_001970327.1|DERE
OG0001975	LOC6533525|XP_002094235.1|DYAK	LOC6546526|XP_001971261.1|DERE
OG0001976	LOC6530182|XP_002091120.1|DYAK	LOC6546898|XP_001975977.1|DERE
OG0001977	LOC6527054|XP_002088147.2|DYAK	LOC6542181|XP_026835450.1|DERE
OG0001978	LOC6529426|XP_002090430.1|DYAK	LOC6549192|XP_001974411.1|DERE
OG0001979	LOC6526899|XP_002087998.1|DYAK	LOC6541858|XP_001970202.1|DERE
OG0001980	LOC6526245|XP_002087369.1|DYAK	LOC6542153|XP_001968113.1|DERE
OG0001981	LOC6528158|XP_002089223.1|DYAK	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE
OG0001982	LOC26536130|XP_015045256.1|DYAK	LOC26526885|XP_015012874.1|DERE
OG0001983	LOC26535169|XP_039233278.1|DYAK	LOC26526860|XP_026832205.1|DERE
OG0001984	LOC6528057|XP_002089124.1|DYAK	LOC6543524|XP_026834820.1|DERE
OG0001985	LOC6527881|XP_002088953.2|DYAK	LOC6540854|XP_026834438.1|DERE
OG0001986	LOC6527040|XP_002088133.1|DYAK	LOC6541601|XP_001970064.1|DERE
OG0001987	LOC6523823|XP_002099698.1|DYAK	LOC6555801|XP_026838871.1|DERE
OG0001988	LOC6531647|XP_002092444.1|DYAK	LOC6548147|XP_026837112.1|DERE
OG0001989	LOC6526343|XP_002087465.2|DYAK	LOC6543488|XP_001968209.3|DERE
OG0001990	LOC6527134|XP_002088228.1|DYAK	LOC6542403|XP_026834918.1|DERE
OG0001991	LOC26535090|XP_039233244.1|DYAK	LOC26526371|XP_015012792.2|DERE
OG0001992	LOC6527363|XP_002088455.2|DYAK	LOC6541163|XP_001969755.2|DERE
OG0001993	LOC6527086|XP_002088179.1|DYAK	LOC6540948|XP_001970021.1|DERE
OG0001994	LOC6535809|XP_015047365.1|DYAK	LOC6553688|XP_026838400.1|DERE
OG0001995	LOC6529718|XP_002090711.1|DYAK	LOC6549285|XP_001974247.1|DERE
OG0001996	LOC6528156|XP_039226650.1|DYAK	LOC113563690|XP_026835612.1|DERE
OG0001997	LOC6532109|XP_002092885.1|DYAK	LOC6548446|XP_001976664.1|DERE
OG0001998	LOC6532111|XP_002092887.2|DYAK	LOC6548448|XP_001976666.2|DERE
OG0001999	LOC6528880|XP_039227334.1|DYAK	LOC6541288|XP_026834066.1|DERE
OG0002000	LOC6527699|XP_002088783.1|DYAK	LOC6543460|XP_001970281.1|DERE
OG0002001	LOC6529556|XP_002090553.3|DYAK	LOC6549431|XP_001974402.3|DERE
OG0002002	LOC6530107|XP_002091053.1|DYAK	LOC6546547|XP_001975912.1|DERE
OG0002003	LOC6527799|XP_015053817.1|DYAK	LOC6542328|XP_026835174.1|DERE
OG0002004	LOC6529453|XP_015052357.1|DYAK	LOC6549251|XP_015012082.1|DERE
OG0002005	LOC6528940|XP_039227391.1|DYAK	LOC6543308|XP_015015081.1|DERE
OG0002006	LOC6526937|XP_015053526.1|DYAK	LOC6541088|XP_026834720.1|DERE
OG0002007	LOC6527706|XP_015053783.1|DYAK	LOC6543494|XP_015014537.1|DERE
OG0002008	LOC6523751|XP_039233120.1|DYAK	LOC6555836|XP_015008684.1|DERE
OG0002009	LOC6531729|XP_002092519.1|DYAK	LOC6547402|XP_001976310.1|DERE
OG0002010	LOC120320428|XP_015053007.1|DYAK	LOC6542324|XP_001969250.1|DERE
OG0002011	LOC6529799|XP_002090783.1|DYAK	LOC6548911|XP_001974178.1|DERE
OG0002012	LOC6528173|XP_002089236.3|DYAK	LOC6540647|XP_001968782.3|DERE
OG0002014	LOC6530702|XP_002091593.1|DYAK	LOC6547746|XP_001975000.1|DERE
OG0002015	LOC6526909|XP_002088008.1|DYAK	LOC6541683|XP_001970192.1|DERE
OG0002016	LOC6528674|XP_039227534.1|DYAK	LOC6540765|XP_001970387.1|DERE
OG0002017	LOC6527190|XP_002088284.1|DYAK	LOC6542987|XP_001969913.1|DERE
OG0002018	LOC6527085|XP_002088178.2|DYAK	LOC6540936|XP_001970022.1|DERE
OG0002019	LOC6527378|XP_002088470.1|DYAK	LOC6543049|XP_026834642.1|DERE
OG0002020	LOC6529711|XP_002090704.1|DYAK	LOC6549649|XP_001974254.1|DERE
OG0002021	LOC6530672|XP_002091570.1|DYAK	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE
OG0002022	LOC6529253|XP_002090258.2|DYAK	LOC6548951|XP_001974074.3|DERE
OG0002023	LOC6536902|XP_002097471.1|DYAK	LOC6553738|XP_001980324.1|DERE
OG0002024	LOC6528008|XP_002089075.1|DYAK	LOC6541718|XP_001969443.1|DERE
OG0002025	LOC6527267|XP_002088361.2|DYAK	LOC6542572|XP_001969837.1|DERE
OG0002026	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK	LOC6544287|XP_001973715.1|DERE
OG0002027	LOC6531277|XP_002092086.1|DYAK	LOC6546696|XP_026836760.1|DERE
OG0002028	LOC6531905|XP_039228916.1|DYAK	LOC6548011|XP_026836904.1|DERE
OG0002029	LOC6533085|XP_002093817.1|DYAK	LOC6544672|XP_001972009.1|DERE
OG0002030	LOC6532080|XP_002092857.1|DYAK	LOC6548563|XP_001976635.1|DERE
OG0002031	LOC6529887|XP_015052449.1|DYAK	LOC6549423|XP_015012399.1|DERE
OG0002032	LOC6535903|XP_002096519.2|DYAK	LOC6553543|XP_001979326.1|DERE
OG0002033	LOC6525098|XP_039233354.1|DYAK	LOC6551498|XP_001977193.1|DERE
OG0002034	LOC6523902|XP_039233412.1|DYAK	LOC6555570|XP_015008758.1|DERE
OG0002035	LOC6536239|XP_002096828.1|DYAK	LOC6552516|XP_001980941.2|DERE
OG0002036	LOC6536455|XP_002097036.2|DYAK	LOC6552210|XP_001980729.3|DERE
OG0002037	LOC6532943|XP_002093678.1|DYAK	LOC6543755|XP_001971873.1|DERE
OG0002038	LOC6535769|XP_002096392.1|DYAK	LOC6554000|XP_001979459.1|DERE
OG0002039	LOC26535238|XP_015044598.1|DYAK	LOC6544442|XP_001973812.1|DERE
OG0002040	LOC26534948|XP_039231392.1|DYAK	LOC26526448|XP_026839378.1|DERE
OG0002041	LOC6528625|XP_002089668.1|DYAK	LOC6542984|XP_026834008.1|DERE
OG0002042	LOC6536064|XP_002096674.2|DYAK	LOC6552662|XP_001979170.2|DERE
OG0002043	LOC6537523|XP_002098069.2|DYAK	LOC6552739|XP_001978983.1|DERE
OG0002044	LOC6537781|XP_015048507.1|DYAK	LOC6554890|XP_015009342.1|DERE
OG0002045	LOC6536232|XP_015047616.2|DYAK	LOC6552758|XP_001980947.3|DERE
OG0002046	LOC6523757|XP_002099632.1|DYAK	LOC6555830|XP_001982696.2|DERE
OG0002047	LOC6525186|XP_039227624.1|DYAK	LOC6550349|XP_026837573.1|DERE
OG0002048	LOC6536787|XP_002097357.2|DYAK	LOC6553982|XP_026834875.1|DERE
OG0002049	LOC6536642|XP_002097214.1|DYAK	LOC6553856|XP_001980560.1|DERE
OG0002050	LOC6537135|XP_002097696.1|DYAK	LOC6553106|XP_026832093.1|DERE
OG0002051	LOC6530283|XP_015052627.1|DYAK	LOC26526356|XP_015012787.1|DERE
OG0002052	LOC6535050|XP_002095714.1|DYAK	LOC6545320|XP_001973246.1|DERE
OG0002053	LOC6536268|XP_002096854.3|DYAK	LOC6552677|XP_001980916.3|DERE
OG0002054	LOC6537507|XP_002098053.1|DYAK	LOC6552782|XP_001978968.1|DERE
OG0002055	LOC6536739|XP_002097311.1|DYAK	LOC6553786|XP_001980485.1|DERE
OG0002056	LOC6533900|XP_002094600.1|DYAK	LOC6545308|XP_001972550.1|DERE
OG0002057	LOC6527141|XP_002088235.1|DYAK	LOC6542802|XP_001969966.1|DERE
OG0002058	LOC6532197|XP_002092971.2|DYAK	LOC6544828|XP_001970986.3|DERE
OG0002059	LOC6538511|XP_002099033.1|DYAK	LOC6554729|XP_001981792.1|DERE
OG0002060	LOC6530428|XP_002091344.1|DYAK	LOC6549079|XP_026836677.1|DERE
OG0002061	LOC6531977|XP_039228520.1|DYAK	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC6526178|XP_002101988.1|DYAK	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC6524045|XP_002099914.1|DYAK	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC6532910|XP_002093646.1|DYAK	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC6533477|XP_015050047.1|DYAK	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC6537090|XP_015048107.1|DYAK	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC6531904|XP_002092690.1|DYAK	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC6531059|XP_002091893.1|DYAK	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC6536569|XP_002097145.1|DYAK	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC6538625|XP_002099147.1|DYAK	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC6531491|XP_002092290.1|DYAK	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC6534167|XP_039230319.1|DYAK	LOC6545900|XP_015013114.1|DERE
OG0002075	LOC26534725|XP_015054544.1|DYAK	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC6531741|XP_015051537.1|DYAK	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC6532326|XP_015049281.1|DYAK	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC6529896|XP_015052506.1|DYAK	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC6539416|XP_002086307.1|DYAK	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC6531685|XP_002092476.2|DYAK	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC6532011|XP_002092790.1|DYAK	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC6531363|XP_015051280.1|DYAK	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC6524407|XP_039233701.1|DYAK	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC6531809|XP_002092596.1|DYAK	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC6531616|XP_015051442.1|DYAK	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC6530589|XP_039228145.1|DYAK	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC26535083|XP_039229464.1|DYAK	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC6534765|XP_015050822.2|DYAK	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC6528639|XP_002089681.1|DYAK	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC6533973|XP_002094668.1|DYAK	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC6532018|XP_002092796.1|DYAK	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC6535038|XP_002095703.1|DYAK	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC6530515|XP_002091430.2|DYAK	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC6531917|XP_002092703.1|DYAK	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC6525160|XP_002100998.1|DYAK	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC6530395|XP_002091321.1|DYAK	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC6528783|XP_015054260.1|DYAK	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC6539364|XP_015045187.1|DYAK	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC6536208|XP_002096799.1|DYAK	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC6539578|XP_015045092.1|DYAK	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC6528582|XP_039227584.1|DYAK	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC6530817|XP_039228948.1|DYAK	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC6536201|XP_002096792.1|DYAK	LOC6552917|XP_001980980.1|DERE
OG0002105	LOC6526385|XP_002087504.1|DYAK	LOC6541001|XP_001968248.1|DERE
OG0002106	LOC6536214|XP_002096805.2|DYAK	LOC6552965|XP_026838283.1|DERE
OG0002107	LOC6527179|XP_002088273.1|DYAK	LOC6542678|XP_001969925.1|DERE
OG0002108	LOC6537460|XP_002098016.3|DYAK	LOC6552347|XP_026831938.1|DERE
OG0002109	LOC6538990|XP_002099492.1|DYAK	LOC26526583|XP_015009388.1|DERE
OG0002109	LOC26536065|XP_015049153.2|DYAK	LOC26526382|XP_015009378.1|DERE
OG0002110	LOC6534974|XP_002095644.1|DYAK	LOC6545253|XP_001973310.1|DERE
OG0002110	LOC6527525|XP_002088615.1|DYAK	LOC6542923|XP_001969604.1|DERE
OG0002111	LOC6527791|XP_002088864.1|DYAK	LOC6542690|XP_001969242.1|DERE
OG0002111	LOC6527792|XP_002088865.1|DYAK	LOC6542605|XP_001969243.1|DERE
OG0002112	LOC6527275|XP_002088369.1|DYAK	LOC6555987|XP_001982852.1|DERE
OG0002113	LOC6535435|XP_002096084.1|DYAK	LOC6552227|XP_001979748.1|DERE
OG0002114	LOC6538824|XP_002099337.2|DYAK	LOC6554366|XP_001981256.1|DERE
OG0002114	LOC6538823|XP_002099336.1|DYAK	LOC6554367|XP_001981257.1|DERE
OG0002115	LOC6531572|XP_002092370.1|DYAK	LOC6547077|XP_015012350.1|DERE
OG0002115	LOC6531573|XP_002092371.2|DYAK	LOC6547079|XP_026836646.1|DERE
OG0002116	LOC6529792|XP_002090776.1|DYAK	LOC6549114|XP_001974186.3|DERE
OG0002116	LOC6532369|XP_002093121.2|DYAK	LOC6545908|XP_001971132.2|DERE
OG0002117	LOC6530938|XP_002091780.1|DYAK	LOC6547657|XP_001974814.1|DERE
OG0002118	LOC26535507|XP_039229577.1|DYAK	LOC26527012|XP_026833152.1|DERE
OG0002119	LOC6538611|XP_002099133.1|DYAK	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC6523764|XP_002099639.1|DYAK	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC6538069|XP_002098604.1|DYAK	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC6526902|XP_002088001.1|DYAK	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC6525786|XP_039230038.1|DYAK	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC6530472|XP_002091388.1|DYAK	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC6534736|XP_039229725.1|DYAK	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC6525688|XP_015046410.1|DYAK	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC6525803|XP_015046503.1|DYAK	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC6535609|XP_002096237.3|DYAK	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC120321193|XP_039229116.1|DYAK	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC6535548|XP_002096177.1|DYAK	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC6527972|XP_002089039.1|DYAK	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC6524529|XP_002100386.1|DYAK	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC6525705|XP_002101527.1|DYAK	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC6525363|XP_015046261.1|DYAK	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC6537975|XP_002098512.1|DYAK	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC6538799|XP_002099312.1|DYAK	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC6525732|XP_002101554.1|DYAK	LOC6550218|XP_001977613.1|DERE
OG0002139	LOC6524282|XP_002100144.2|DYAK	LOC6550887|XP_026838017.1|DERE
OG0002140	LOC6525236|XP_002101074.1|DYAK	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC6535215|XP_002095874.1|DYAK	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC6535287|XP_002095943.1|DYAK	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC6526392|XP_015053387.1|DYAK	LOC6543251|XP_026834047.1|DERE
OG0002144	LOC6523773|XP_015046967.1|DYAK	LOC6555846|XP_001982680.1|DERE
OG0002145	LOC6535778|XP_039231645.1|DYAK	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC6535289|XP_002095945.1|DYAK	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC6526028|XP_039226048.1|DYAK	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC6532815|XP_002093552.1|DYAK	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC6523753|XP_002099628.1|DYAK	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC6524788|XP_002100632.1|DYAK	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC6527133|XP_002088227.2|DYAK	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC6535569|XP_039232554.1|DYAK	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC6538026|XP_002098561.1|DYAK	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC120321172|XP_039228938.1|DYAK	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC6538940|XP_002099444.1|DYAK	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC6535184|XP_002095846.1|DYAK	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC6536916|XP_002097485.2|DYAK	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC6531060|XP_002091894.1|DYAK	LOC6546636|XP_001974708.1|DERE
OG0002159	LOC6531820|XP_002092607.1|DYAK	LOC6547903|XP_001976397.1|DERE
OG0002160	LOC6535958|XP_002096574.3|DYAK	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC6535632|XP_002096260.1|DYAK	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC6536491|XP_002097069.2|DYAK	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC6524107|XP_002099971.1|DYAK	LOC6550840|XP_026838584.1|DERE
OG0002164	LOC6538491|XP_002099013.1|DYAK	LOC6554670|XP_026831531.1|DERE
OG0002165	LOC6529491|XP_002090493.1|DYAK	LOC6549574|XP_026836335.1|DERE
OG0002166	LOC6527431|XP_002088523.1|DYAK	LOC6541789|XP_001969694.1|DERE
OG0002167	LOC6530977|XP_039228567.1|DYAK	LOC6547102|XP_001974782.1|DERE
OG0002168	LOC6531907|XP_039228915.1|DYAK	LOC6548013|XP_026836903.1|DERE
OG0002169	LOC6532510|XP_002093256.1|DYAK	LOC6543970|XP_001972220.1|DERE
OG0002170	LOC6523705|XP_002099582.1|DYAK	LOC6555870|XP_026839059.1|DERE
OG0002171	LOC6538796|XP_039232717.1|DYAK	LOC26526507|XP_026831785.1|DERE
OG0002172	LOC6537851|XP_002098392.1|DYAK	LOC6554619|XP_001982177.1|DERE
OG0002173	LOC6527201|XP_002088295.1|DYAK	LOC6543051|XP_001969904.1|DERE
OG0002174	LOC6537304|XP_002097862.1|DYAK	LOC6552138|XP_001979931.1|DERE
OG0002175	LOC6537305|XP_002097863.1|DYAK	LOC6552633|XP_001979930.1|DERE
OG0002176	LOC6535640|XP_002096268.1|DYAK	LOC6553900|XP_001979573.1|DERE
OG0002177	LOC6536718|XP_002097290.1|DYAK	LOC6552656|XP_001979855.1|DERE
OG0002178	LOC6538300|XP_002098827.1|DYAK	LOC6554807|XP_001981585.1|DERE
OG0002179	LOC6538575|XP_002099097.2|DYAK	LOC6555481|XP_015009274.2|DERE
OG0002181	LOC6525926|XP_002101746.1|DYAK	LOC6549795|XP_001977318.1|DERE
OG0002182	LOC6535980|XP_039231818.1|DYAK	LOC6553577|XP_015009618.2|DERE
OG0002183	LOC6530967|XP_002091805.1|DYAK	LOC6547203|XP_001974789.1|DERE
OG0002184	LOC6537350|XP_002097907.1|DYAK	LOC6552608|XP_001979888.1|DERE
OG0002185	LOC6537189|XP_039231668.1|DYAK	LOC6553094|XP_026833944.1|DERE
OG0002186	LOC6528074|XP_002089141.1|DYAK	LOC6543493|XP_001969511.1|DERE
OG0002187	LOC6537759|XP_002098300.1|DYAK	LOC6555168|XP_001982266.1|DERE
OG0002188	LOC6531965|XP_002092751.1|DYAK	LOC6548119|XP_001976533.1|DERE
OG0002189	LOC120322354|XP_039233329.1|DYAK, LOC120322241|XP_039233226.1|DYAK, LOC26535209|XP_015044760.1|DYAK	LOC26526499|XP_015014290.1|DERE
OG0002190	LOC6538808|XP_002099321.1|DYAK	LOC6555203|XP_001982071.1|DERE
OG0002191	LOC6534746|XP_002095421.1|DYAK	LOC6546301|XP_026833000.1|DERE
OG0002192	LOC6534204|XP_002094887.1|DYAK	LOC6546319|XP_001972827.1|DERE
OG0002193	LOC6536514|XP_002097091.1|DYAK	LOC6552034|XP_001980679.1|DERE
