Orthogroup	DYAK.longest_only	DSAN.longest_only
OG0002369	LOC6530134|XP_002091080.1|DYAK	LOC120445731|XP_039482235.1|DSAN
OG0002370	LOC6528185|XP_002089248.2|DYAK	LOC120458055|XP_039501498.1|DSAN
OG0002371	LOC6528183|XP_002089246.1|DYAK	LOC120458065|XP_039501510.1|DSAN
OG0002372	LOC6526801|XP_039226537.1|DYAK	LOC120446774|XP_039483856.1|DSAN
OG0002373	LOC6529529|XP_002090531.1|DYAK	LOC120444515|XP_039480168.1|DSAN
OG0002374	LOC6538623|XP_015048928.1|DYAK	LOC120452645|XP_039492893.1|DSAN
OG0002375	LOC6535989|XP_002096604.1|DYAK	LOC120453138|XP_039493622.1|DSAN
OG0002376	LOC6527011|XP_002088106.1|DYAK	LOC120458802|XP_039502532.1|DSAN
OG0002377	LOC6535411|XP_002096060.1|DYAK	LOC120451036|XP_039490297.1|DSAN
OG0002378	LOC6533960|XP_002094660.1|DYAK	LOC120448297|XP_039486168.1|DSAN
OG0002379	LOC6529409|XP_002090414.1|DYAK	LOC120445484|XP_039481865.1|DSAN
OG0002380	LOC6524009|XP_015045430.1|DYAK	LOC120455540|XP_039497811.1|DSAN
OG0002381	LOC6530350|XP_002091277.1|DYAK	LOC120447081|XP_039484412.1|DSAN
OG0002382	LOC6525292|XP_002101128.1|DYAK	LOC120455284|XP_039497251.1|DSAN
OG0002383	LOC6532438|XP_002093185.1|DYAK	LOC120448911|XP_039487068.1|DSAN
OG0002384	LOC6524451|XP_015045707.1|DYAK	LOC120455105|XP_039496920.1|DSAN
OG0002385	LOC6523724|XP_002099599.1|DYAK	LOC120454922|XP_039496601.1|DSAN
OG0002386	LOC6535740|XP_002096363.1|DYAK	LOC120454515|XP_039495808.1|DSAN
OG0002387	LOC6537856|XP_015048547.1|DYAK	LOC120452087|XP_039492088.1|DSAN
OG0002388	LOC6537217|XP_002097775.2|DYAK	LOC120451476|XP_039491125.1|DSAN
OG0002389	LOC6537877|XP_002098418.1|DYAK	LOC120452220|XP_039492280.1|DSAN
OG0002390	LOC6527171|XP_002088265.1|DYAK	LOC120458443|XP_039502023.1|DSAN
OG0002391	LOC6531657|XP_002092454.1|DYAK	LOC120445108|XP_039481186.1|DSAN
OG0002392	LOC6533023|XP_015049779.1|DYAK	LOC120448750|XP_039486867.1|DSAN
OG0002393	LOC6534442|XP_002095119.1|DYAK	LOC120448108|XP_039485845.1|DSAN
OG0002394	LOC6538492|XP_015048887.1|DYAK	LOC120450841|XP_039489965.1|DSAN
OG0002395	LOC6536579|XP_039231214.1|DYAK	LOC120452716|XP_039493012.1|DSAN
OG0002396	LOC6530507|XP_015052692.1|DYAK	LOC120447005|XP_039484245.1|DSAN
OG0002397	LOC6529110|XP_002090123.1|DYAK	LOC120458647|XP_039502310.1|DSAN
OG0002398	LOC6525234|XP_002101072.2|DYAK	LOC120456443|XP_039499209.1|DSAN
OG0002399	LOC6529080|XP_002090093.1|DYAK	LOC120458412|XP_039501980.1|DSAN
OG0002400	LOC6531632|XP_002092429.2|DYAK	LOC120445476|XP_039481855.1|DSAN
OG0002401	LOC6523699|XP_002099576.1|DYAK	LOC120454867|XP_039496353.1|DSAN
OG0002402	LOC6537081|XP_002097642.2|DYAK	LOC120452832|XP_039493187.1|DSAN
OG0002403	LOC6537080|XP_002097641.1|DYAK	LOC120453573|XP_039494266.1|DSAN
OG0002404	LOC6535249|XP_002095905.1|DYAK	LOC120451634|XP_039491426.1|DSAN
OG0002405	LOC6535404|XP_002096053.1|DYAK	LOC120452798|XP_039493128.1|DSAN
OG0002406	LOC6539324|XP_002086216.1|DYAK	LOC120448030|XP_039485705.1|DSAN
OG0002407	LOC6539029|XP_002099531.1|DYAK	LOC120451159|XP_039490527.1|DSAN
OG0002408	LOC6535417|XP_002096066.1|DYAK	LOC120451276|XP_039490754.1|DSAN
OG0002409	LOC6534097|XP_039230478.1|DYAK	LOC120448230|XP_039486063.1|DSAN
OG0002410	LOC6535726|XP_039231406.1|DYAK	LOC120452892|XP_039493284.1|DSAN
OG0002411	LOC6536303|XP_002096887.1|DYAK	LOC120452864|XP_039493243.1|DSAN
OG0002412	LOC26534951|XP_015044780.2|DYAK	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN
OG0002413	LOC6524064|XP_002099933.1|DYAK	LOC120456522|XP_039499325.1|DSAN
OG0002414	LOC6532343|XP_002093103.1|DYAK	LOC120450401|XP_039489331.1|DSAN
OG0002415	LOC6536783|XP_015047950.1|DYAK	LOC120452179|XP_039492221.1|DSAN
OG0002416	LOC6523720|XP_039233076.1|DYAK	LOC120454880|XP_039496396.1|DSAN
OG0002417	LOC6526260|XP_002087382.1|DYAK	LOC120443929|XP_039479306.1|DSAN
OG0002418	LOC26536186|XP_039232837.1|DYAK	LOC120451161|XP_039490529.1|DSAN
OG0002419	LOC6524244|XP_002100107.1|DYAK	LOC120455308|XP_039497291.1|DSAN
OG0002420	LOC6532813|XP_002093550.2|DYAK	LOC120450195|XP_039488994.1|DSAN
OG0002421	LOC6538721|XP_002099236.1|DYAK	LOC120453352|XP_039493958.1|DSAN
OG0002422	LOC6535969|XP_015047482.2|DYAK	LOC120452509|XP_039492697.1|DSAN
OG0002423	LOC6533673|XP_002094379.1|DYAK	LOC120448096|XP_039485833.1|DSAN
OG0002424	LOC6523694|XP_002099572.1|DYAK	LOC120454881|XP_039496402.1|DSAN
OG0002425	LOC6524846|XP_002100686.2|DYAK	LOC120455567|XP_039497863.1|DSAN
OG0002426	LOC6532295|XP_002093055.1|DYAK	LOC120449512|XP_039487951.1|DSAN
OG0002427	LOC6523700|XP_002099577.1|DYAK	LOC120454830|XP_039496233.1|DSAN
OG0002428	LOC6525155|XP_002100993.2|DYAK	LOC120457079|XP_039500192.1|DSAN
OG0002429	LOC6533478|XP_039230863.1|DYAK	LOC120450619|XP_039489694.1|DSAN
OG0002430	LOC6528410|XP_002089456.1|DYAK	LOC120450041|XP_039488734.1|DSAN
OG0002431	LOC6530942|XP_002091784.1|DYAK	LOC120445872|XP_039482449.1|DSAN
OG0002432	LOC6524217|XP_002100080.1|DYAK	LOC120455364|XP_039497405.1|DSAN
OG0002433	LOC6535645|XP_002096273.1|DYAK	LOC120453142|XP_039493632.1|DSAN
OG0002434	LOC6536396|XP_002096978.1|DYAK	LOC120451527|XP_039491231.1|DSAN
OG0002435	LOC6526018|XP_002101835.1|DYAK	LOC120455906|XP_039498344.1|DSAN
OG0002436	LOC6529880|XP_002090837.1|DYAK	LOC120444346|XP_039479856.1|DSAN
OG0002437	LOC6529915|XP_039229312.1|DYAK	LOC120444378|XP_039479918.1|DSAN
OG0002438	LOC6524485|XP_039226161.1|DYAK	LOC120455011|XP_039496768.1|DSAN
OG0002439	LOC6528069|XP_002089136.2|DYAK	LOC120443685|XP_039478859.1|DSAN
OG0002440	LOC6534273|XP_002094954.1|DYAK	LOC120448193|XP_039485993.1|DSAN
OG0002441	LOC6528792|XP_002089826.1|DYAK	LOC120448220|XP_039486049.1|DSAN
OG0002442	LOC6531256|XP_002092065.1|DYAK	LOC120447100|XP_039484444.1|DSAN
OG0002443	LOC6529353|XP_015052293.1|DYAK	LOC120444389|XP_039479939.1|DSAN
OG0002444	LOC6531583|XP_002092381.1|DYAK	LOC120444291|XP_039479743.1|DSAN
OG0002445	LOC6529900|XP_002090857.2|DYAK	LOC120446028|XP_039482722.1|DSAN
OG0002446	LOC6530433|XP_002091349.1|DYAK	LOC120445114|XP_039481195.1|DSAN
OG0002447	LOC6533935|XP_015050347.1|DYAK	LOC120448013|XP_039485662.1|DSAN
OG0002448	LOC6530580|XP_002091493.1|DYAK	LOC120445981|XP_039482647.1|DSAN
OG0002449	LOC6531345|XP_002092149.1|DYAK	LOC120446859|XP_039483992.1|DSAN
OG0002450	LOC6536537|XP_002097113.1|DYAK	LOC120453803|XP_039494610.1|DSAN
OG0002451	LOC6528657|XP_002089699.1|DYAK	LOC120443895|XP_039479256.1|DSAN
OG0002452	LOC6531615|XP_002092412.1|DYAK	LOC120445240|XP_039481440.1|DSAN
OG0002453	LOC6531614|XP_002092411.1|DYAK	LOC120445650|XP_039482127.1|DSAN
OG0002454	LOC6532289|XP_015049269.1|DYAK	LOC120449031|XP_039487249.1|DSAN
OG0002455	LOC6523844|XP_002099717.1|DYAK	LOC120449030|XP_039487248.1|DSAN
OG0002456	LOC6531754|XP_039228336.1|DYAK	LOC120446695|XP_039483726.1|DSAN
OG0002457	LOC6528451|XP_015053939.1|DYAK	LOC120444082|XP_039479535.1|DSAN
OG0002458	LOC6527123|XP_002088216.1|DYAK	LOC120457186|XP_039500465.1|DSAN
OG0002459	LOC6529938|XP_002090893.1|DYAK	LOC120446494|XP_039483434.1|DSAN
OG0002460	LOC6532014|XP_002092793.1|DYAK	LOC120446575|XP_039483530.1|DSAN
OG0002461	LOC6531692|XP_002092483.2|DYAK	LOC120446910|XP_039484080.1|DSAN
OG0002462	LOC6530981|XP_015051796.1|DYAK	LOC120444651|XP_039480414.1|DSAN
OG0002463	LOC6531963|XP_002092749.2|DYAK	LOC120446308|XP_039483156.1|DSAN
OG0002464	LOC6531259|XP_002092068.1|DYAK	LOC120447102|XP_039484447.1|DSAN
OG0002465	LOC6529082|XP_039226600.1|DYAK	LOC120458220|XP_039501734.1|DSAN
OG0002466	LOC6523730|XP_039232886.1|DYAK	LOC120454857|XP_039496323.1|DSAN
OG0002467	LOC6533066|XP_002093798.1|DYAK	LOC120449938|XP_039488569.1|DSAN
OG0002468	LOC6533980|XP_002094675.3|DYAK	LOC120448741|XP_039486854.1|DSAN
OG0002469	LOC6535259|XP_002095915.1|DYAK	LOC120451194|XP_039490578.1|DSAN
OG0002470	LOC6528665|XP_002089707.1|DYAK	LOC120448449|XP_039486402.1|DSAN
OG0002471	LOC6528757|XP_002089792.2|DYAK	LOC120457704|XP_039501137.1|DSAN
OG0002472	LOC6530154|XP_039227811.1|DYAK	LOC120444366|XP_039479891.1|DSAN
OG0002473	LOC6530233|XP_002091170.1|DYAK	LOC120445321|XP_039481576.1|DSAN
OG0002474	LOC6534503|XP_015050660.2|DYAK	LOC120450647|XP_039489739.1|DSAN
OG0002475	LOC6538855|XP_002099368.1|DYAK	LOC120452014|XP_039491990.1|DSAN
OG0002476	LOC6531283|XP_002092092.1|DYAK	LOC120446501|XP_039483443.1|DSAN
OG0002477	LOC6530843|XP_002091726.1|DYAK	LOC120446537|XP_039483487.1|DSAN
OG0002478	LOC6530974|XP_002091812.3|DYAK	LOC120445591|XP_039482019.1|DSAN
OG0002479	LOC6530338|XP_002091265.1|DYAK	LOC120445373|XP_039481689.1|DSAN
OG0002480	LOC6539269|XP_015045225.1|DYAK	LOC120457843|XP_039501288.1|DSAN
OG0002481	LOC6523959|XP_002099831.1|DYAK	LOC120457074|XP_039500188.1|DSAN
OG0002482	LOC6529919|XP_002090876.2|DYAK	LOC120445356|XP_039481635.1|DSAN
OG0002483	LOC6531916|XP_002092702.1|DYAK	LOC120445919|XP_039482510.1|DSAN
OG0002484	LOC6531270|XP_002092079.1|DYAK	LOC120444728|XP_039480587.1|DSAN
OG0002485	LOC6528641|XP_002089683.1|DYAK	LOC120458500|XP_039502105.1|DSAN
OG0002486	LOC6534854|XP_002095526.2|DYAK	LOC120449629|XP_039488151.1|DSAN
OG0002487	LOC6539087|XP_039233230.1|DYAK	LOC120445129|XP_039481210.1|DSAN
OG0002488	LOC6530524|XP_002091439.1|DYAK	LOC120445893|XP_039482481.1|DSAN
OG0002489	LOC6534970|XP_002095640.1|DYAK	LOC120448178|XP_039485958.1|DSAN
OG0002490	LOC6530840|XP_002091723.1|DYAK	LOC120444706|XP_039480511.1|DSAN
OG0002491	LOC26535211|XP_039230895.1|DYAK	LOC120450403|XP_039489333.1|DSAN
OG0002492	LOC6531141|XP_002091975.1|DYAK	LOC120444349|XP_039479861.1|DSAN
OG0002493	LOC6528649|XP_002089691.3|DYAK	LOC120444682|XP_039480480.1|DSAN
OG0002494	LOC6536388|XP_002096970.1|DYAK	LOC120453294|XP_039493858.1|DSAN
OG0002495	LOC6530487|XP_002091402.1|DYAK	LOC120445613|XP_039482057.1|DSAN
OG0002496	LOC6538431|XP_002098955.1|DYAK	LOC120452861|XP_039493239.1|DSAN
OG0002497	LOC6535079|XP_002095743.2|DYAK	LOC120447853|XP_039485395.1|DSAN
OG0002498	LOC6534658|XP_002095333.2|DYAK	LOC120449343|XP_039487684.1|DSAN
OG0002499	LOC6532263|XP_002093035.1|DYAK	LOC120449808|XP_039488387.1|DSAN
OG0002500	LOC6525196|XP_002101034.1|DYAK	LOC120455069|XP_039496855.1|DSAN
OG0002500	LOC6538207|XP_002098735.1|DYAK	LOC120453422|XP_039494055.1|DSAN
OG0002501	LOC6526877|XP_002087977.1|DYAK	LOC120445643|XP_039482121.1|DSAN
OG0002502	LOC6530277|XP_002091209.2|DYAK	LOC120445221|XP_039481411.1|DSAN
OG0002504	LOC6533951|XP_039229927.1|DYAK	LOC120448891|XP_039487042.1|DSAN
OG0002505	LOC6530661|XP_002091559.1|DYAK	LOC120445055|XP_039481107.1|DSAN
OG0002505	LOC6530660|XP_002091558.1|DYAK	LOC120445053|XP_039481105.1|DSAN
OG0002506	LOC6537760|XP_002098301.1|DYAK	LOC120452022|XP_039492004.1|DSAN
OG0002507	LOC26535168|XP_015050261.1|DYAK	LOC120448168|XP_039485940.1|DSAN
OG0002508	LOC6525820|XP_039233506.1|DYAK	LOC120456152|XP_039498716.1|DSAN
OG0002509	LOC6528461|XP_002089507.1|DYAK	LOC120456420|XP_039499189.1|DSAN
OG0002510	LOC6526224|XP_002102033.1|DYAK	LOC120456897|XP_039499933.1|DSAN
OG0002511	LOC6536982|XP_039232261.1|DYAK	LOC120454596|XP_039495982.1|DSAN
OG0002512	LOC6523723|XP_039233055.1|DYAK	LOC120454853|XP_039496307.1|DSAN
OG0002513	LOC6536425|XP_002097007.1|DYAK	LOC120452606|XP_039492838.1|DSAN
OG0002514	LOC6532333|XP_015049284.1|DYAK	LOC120448756|XP_039486874.1|DSAN
OG0002516	LOC6538478|XP_002099002.1|DYAK	LOC120453570|XP_039494261.1|DSAN
OG0002517	LOC6524645|XP_039226015.1|DYAK	LOC120456852|XP_039499844.1|DSAN
OG0002518	LOC6535549|XP_039231412.1|DYAK	LOC120452164|XP_039492200.1|DSAN
OG0002519	LOC6530700|XP_002091591.1|DYAK	LOC120445030|XP_039481045.1|DSAN
OG0002520	LOC6525486|XP_002101321.1|DYAK	LOC120455425|XP_039497536.1|DSAN
OG0002521	LOC6525791|XP_039233567.1|DYAK	LOC120456596|XP_039499439.1|DSAN
OG0002522	LOC6535555|XP_002096184.1|DYAK	LOC120453064|XP_039493523.1|DSAN
OG0002523	LOC6538986|XP_002099488.2|DYAK	LOC120451067|XP_039490360.1|DSAN
OG0002524	LOC6524148|XP_002100011.2|DYAK	LOC120456486|XP_039499283.1|DSAN
OG0002525	LOC6533044|XP_002093779.1|DYAK	LOC120449085|XP_039487323.1|DSAN
OG0002526	LOC6537199|XP_002097757.1|DYAK	LOC120454342|XP_039495488.1|DSAN
OG0002527	LOC6535831|XP_039231238.1|DYAK	LOC120451747|XP_039491602.1|DSAN
OG0002528	LOC6524076|XP_039230549.1|DYAK	LOC120456672|XP_039499546.1|DSAN
OG0002529	LOC6536678|XP_002097251.1|DYAK	LOC120451871|XP_039491812.1|DSAN
OG0002530	LOC6529743|XP_002090733.1|DYAK	LOC120446141|XP_039482900.1|DSAN
OG0002531	LOC6528065|XP_002089132.1|DYAK	LOC120458114|XP_039501579.1|DSAN
OG0002532	LOC6539974|XP_002086849.1|DYAK	LOC120457597|XP_039501042.1|DSAN
OG0002533	LOC6526215|XP_002102024.1|DYAK	LOC120455521|XP_039497733.1|DSAN
OG0002534	LOC6530258|XP_002091192.1|DYAK	LOC120445993|XP_039482659.1|DSAN
OG0002535	LOC6534994|XP_002095664.2|DYAK	LOC120449444|XP_039487851.1|DSAN
OG0002536	LOC6538031|XP_002098566.1|DYAK	LOC120452685|XP_039492970.1|DSAN
OG0002537	LOC6531955|XP_039228502.1|DYAK	LOC120446306|XP_039483154.1|DSAN
OG0002539	LOC6532116|XP_002092892.1|DYAK	LOC120444762|XP_039480625.1|DSAN
OG0002540	LOC6537195|XP_002097753.1|DYAK	LOC120451953|XP_039491910.1|DSAN
OG0002541	LOC6525679|XP_002101501.1|DYAK	LOC120456072|XP_039498595.1|DSAN
OG0002542	LOC6525172|XP_002101010.1|DYAK	LOC120455088|XP_039496896.1|DSAN
OG0002543	LOC6524574|XP_002100431.1|DYAK	LOC120454941|XP_039496644.1|DSAN
OG0002544	LOC6537721|XP_002098266.3|DYAK	LOC120454678|XP_039496127.1|DSAN
OG0002545	LOC6523929|XP_002099802.1|DYAK	LOC120457352|XP_039500801.1|DSAN
OG0002547	LOC6524004|XP_002099876.1|DYAK	LOC120456037|XP_039498543.1|DSAN
OG0002548	LOC6523989|XP_002099861.1|DYAK	LOC120456429|XP_039499195.1|DSAN
OG0002549	LOC6525609|XP_039233646.1|DYAK	LOC120456474|XP_039499271.1|DSAN
OG0002550	LOC6524661|XP_039233445.1|DYAK	LOC120456855|XP_039499852.1|DSAN
OG0002551	LOC6539057|XP_002099559.1|DYAK	LOC120452367|XP_039492491.1|DSAN
OG0002552	LOC6529265|XP_002090270.1|DYAK	LOC120457707|XP_039501136.1|DSAN
OG0002553	LOC6526216|XP_002102025.2|DYAK	LOC120456568|XP_039499382.1|DSAN
OG0002554	LOC120322002|XP_039232474.1|DYAK	LOC120457421|XP_039500953.1|DSAN
OG0002555	LOC6524109|XP_002099973.1|DYAK	LOC120455776|XP_039498165.1|DSAN
OG0002556	LOC6528066|XP_002089133.1|DYAK	LOC120443687|XP_039478861.1|DSAN
OG0002557	LOC6524607|XP_002100464.1|DYAK	LOC120456681|XP_039499572.1|DSAN
OG0002558	LOC6537930|XP_002098470.1|DYAK	LOC120453081|XP_039493542.1|DSAN
OG0002559	LOC26535787|XP_039231833.1|DYAK	LOC120447063|XP_039484425.1|DSAN
OG0002560	LOC6535870|XP_002096486.1|DYAK	LOC120453149|XP_039493639.1|DSAN
OG0002561	LOC6535652|XP_039231460.1|DYAK	LOC120454600|XP_039495988.1|DSAN
OG0002562	LOC6525015|XP_002100854.1|DYAK	LOC120456563|XP_039499377.1|DSAN
OG0002563	LOC6525624|XP_002101459.2|DYAK	LOC120457244|XP_039500563.1|DSAN
OG0002564	LOC6538887|XP_002099391.1|DYAK	LOC120453976|XP_039494862.1|DSAN
OG0002565	LOC6536323|XP_002096907.1|DYAK	LOC120450824|XP_039489937.1|DSAN
OG0002566	LOC6535550|XP_039231411.1|DYAK	LOC120452163|XP_039492199.1|DSAN
OG0002567	LOC6525487|XP_002101322.1|DYAK	LOC120455426|XP_039497537.1|DSAN
OG0002568	LOC6536269|XP_002096855.1|DYAK	LOC120453601|XP_039494301.1|DSAN
OG0002569	LOC6539734|XP_002086618.1|DYAK	LOC120449597|XP_039488098.1|DSAN
OG0002570	LOC6535585|XP_002096213.2|DYAK	LOC120453260|XP_039493817.1|DSAN
OG0002571	LOC6535583|XP_002096211.2|DYAK	LOC120453094|XP_039493559.1|DSAN
OG0002572	LOC6530865|XP_039228434.1|DYAK	LOC120446090|XP_039482814.1|DSAN
OG0002573	LOC6539924|XP_002086800.1|DYAK	LOC120452973|XP_039493403.1|DSAN
OG0002574	LOC6535553|XP_002096182.2|DYAK	LOC120453106|XP_039493573.1|DSAN
OG0002575	LOC6537372|XP_015048301.2|DYAK	LOC120451715|XP_039491551.1|DSAN
OG0002576	LOC6539101|XP_015045307.1|DYAK	LOC120455492|XP_039497675.1|DSAN
OG0002577	LOC6534336|XP_015050578.1|DYAK	LOC120450259|XP_039489083.1|DSAN
OG0002578	LOC6526827|XP_002087928.1|DYAK	LOC120458776|XP_039502489.1|DSAN
OG0002579	LOC6527333|XP_002088425.1|DYAK	LOC120444980|XP_039480945.1|DSAN
OG0002580	LOC6530060|XP_002091006.1|DYAK	LOC120445704|XP_039482198.1|DSAN
OG0002581	LOC6537954|XP_039232112.1|DYAK	LOC120452523|XP_039492713.1|DSAN
OG0002582	LOC6536416|XP_002096998.2|DYAK	LOC120452607|XP_039492840.1|DSAN
OG0002583	LOC6536505|XP_039232201.1|DYAK	LOC120453305|XP_039493880.1|DSAN
OG0002584	LOC6534966|XP_002095636.1|DYAK	LOC120448044|XP_039485722.1|DSAN
OG0002585	LOC6534967|XP_002095637.1|DYAK	LOC120448046|XP_039485724.1|DSAN
OG0002586	LOC6535631|XP_002096259.2|DYAK	LOC120451834|XP_039491743.1|DSAN
OG0002587	LOC6536179|XP_002096770.2|DYAK	LOC120454200|XP_039495230.1|DSAN
OG0002588	LOC6536430|XP_002097012.1|DYAK	LOC120450921|XP_039490119.1|DSAN
OG0002589	LOC6538361|XP_002098885.2|DYAK	LOC120451294|XP_039490781.1|DSAN
OG0002590	LOC6524985|XP_002100825.1|DYAK	LOC120455651|XP_039497976.1|DSAN
OG0002591	LOC6538935|XP_002099439.1|DYAK	LOC120451280|XP_039490759.1|DSAN
OG0002592	LOC6538235|XP_002098762.3|DYAK	LOC120453135|XP_039493620.1|DSAN
OG0002593	LOC6538240|XP_039230951.1|DYAK	LOC120451352|XP_039490904.1|DSAN
OG0002594	LOC6537363|XP_039232819.1|DYAK	LOC120451105|XP_039490446.1|DSAN
OG0002595	LOC6535633|XP_002096261.2|DYAK	LOC120451824|XP_039491726.1|DSAN
OG0002596	LOC6536968|XP_002097537.1|DYAK	LOC120452906|XP_039493302.1|DSAN
OG0002597	LOC6536488|XP_002097066.1|DYAK	LOC120451498|XP_039491184.1|DSAN
OG0002598	LOC6537819|XP_002098360.2|DYAK	LOC120452682|XP_039492966.1|DSAN
OG0002599	LOC6536415|XP_002096997.1|DYAK	LOC120454428|XP_039495651.1|DSAN
OG0002600	LOC6528839|XP_002089871.1|DYAK	LOC120450368|XP_039489289.1|DSAN
OG0002601	LOC6535943|XP_002096559.1|DYAK	LOC120451968|XP_039491928.1|DSAN
OG0002602	LOC6538150|XP_002098684.1|DYAK	LOC120452154|XP_039492178.1|DSAN
OG0002603	LOC6538837|XP_039232018.1|DYAK	LOC120453010|XP_039493458.1|DSAN
OG0002604	LOC6538836|XP_039232019.1|DYAK	LOC120453695|XP_039494450.1|DSAN
OG0002605	LOC6536855|XP_002097424.1|DYAK	LOC120452851|XP_039493222.1|DSAN
OG0002606	LOC6536991|XP_039232260.1|DYAK	LOC120453896|XP_039494747.1|DSAN
OG0002607	LOC6539848|XP_002086731.1|DYAK	LOC120453882|XP_039494732.1|DSAN
OG0002608	LOC6537071|XP_002097632.1|DYAK	LOC120451470|XP_039491092.1|DSAN
OG0002609	LOC6530210|XP_002091148.1|DYAK	LOC120445580|XP_039482005.1|DSAN
OG0002610	LOC6535908|XP_002096524.2|DYAK	LOC120454125|XP_039495098.1|DSAN
OG0002611	LOC6536354|XP_002096936.1|DYAK	LOC120452779|XP_039493102.1|DSAN
OG0002612	LOC6535790|XP_002096413.1|DYAK	LOC120452870|XP_039493250.1|DSAN
OG0002613	LOC6538783|XP_015049029.1|DYAK	LOC120451334|XP_039490845.1|DSAN
OG0002614	LOC6538384|XP_002098908.2|DYAK	LOC120451177|XP_039490547.1|DSAN
OG0002615	LOC6533472|XP_002094183.1|DYAK	LOC120447746|XP_039485228.1|DSAN
OG0002616	LOC6538255|XP_002098782.1|DYAK	LOC120451328|XP_039490838.1|DSAN
OG0002617	LOC6536395|XP_002096977.1|DYAK	LOC120452177|XP_039492219.1|DSAN
OG0002618	LOC6535294|XP_002095950.1|DYAK	LOC120452474|XP_039492648.1|DSAN
OG0002619	LOC6536658|XP_002097230.3|DYAK	LOC120453466|XP_039494122.1|DSAN
OG0002620	LOC6538686|XP_002099205.2|DYAK	LOC120453386|XP_039494002.1|DSAN
OG0002621	LOC6537787|XP_002098328.1|DYAK	LOC120453012|XP_039493461.1|DSAN
OG0002622	LOC6535092|XP_002095756.1|DYAK	LOC120448965|XP_039487158.1|DSAN
OG0002623	LOC6536324|XP_039232699.1|DYAK	LOC120450825|XP_039489940.1|DSAN
OG0002624	LOC6537667|XP_002098212.1|DYAK	LOC120452978|XP_039493408.1|DSAN
OG0002625	LOC6537679|XP_002098224.3|DYAK	LOC120454183|XP_039495197.1|DSAN
OG0002626	LOC6525383|XP_002101219.1|DYAK	LOC120456217|XP_039498833.1|DSAN
OG0002627	LOC6537756|XP_039231346.1|DYAK	LOC120450948|XP_039490155.1|DSAN
OG0002628	LOC6537538|XP_039231014.1|DYAK	LOC120451111|XP_039490458.1|DSAN
OG0002629	LOC6536629|XP_039231889.1|DYAK	LOC120453005|XP_039493446.1|DSAN
OG0002630	LOC6537133|XP_015048156.1|DYAK	LOC120454703|XP_039496173.1|DSAN
OG0002631	LOC6538628|XP_002099150.1|DYAK	LOC120452372|XP_039492498.1|DSAN
OG0002632	LOC6537351|XP_002097908.1|DYAK	LOC120453033|XP_039493487.1|DSAN
OG0002633	LOC26535669|XP_015047220.1|DYAK	LOC120454571|XP_039495904.1|DSAN
OG0002634	LOC6537324|XP_015048281.1|DYAK	LOC120451539|XP_039491252.1|DSAN
OG0002635	LOC6536442|XP_002097023.1|DYAK	LOC120451894|XP_039491837.1|DSAN
OG0002636	LOC6535255|XP_002095911.1|DYAK	LOC120450750|XP_039489806.1|DSAN
OG0002637	LOC6527344|XP_002088436.1|DYAK	LOC120447828|XP_039485348.1|DSAN, LOC120443816|XP_039479091.1|DSAN
OG0002638	LOC6537965|XP_002098502.2|DYAK	LOC120450828|XP_039489944.1|DSAN
OG0002639	LOC6537386|XP_002097942.1|DYAK	LOC120451643|XP_039491437.1|DSAN
OG0002640	LOC6537005|XP_002097574.1|DYAK	LOC120451145|XP_039490506.1|DSAN
OG0002641	LOC6537008|XP_039231343.1|DYAK	LOC120451511|XP_039491204.1|DSAN
OG0002642	LOC6537009|XP_002097578.1|DYAK	LOC120451510|XP_039491202.1|DSAN
OG0002643	LOC6537010|XP_015048067.1|DYAK	LOC120451509|XP_039491200.1|DSAN
OG0002644	LOC6537577|XP_002098123.1|DYAK	LOC120452395|XP_039492543.1|DSAN
OG0002645	LOC6537571|XP_039231708.1|DYAK	LOC120453423|XP_039494056.1|DSAN
OG0002646	LOC6538702|XP_002099217.1|DYAK	LOC120454301|XP_039495433.1|DSAN
OG0002647	LOC6536160|XP_002096760.1|DYAK	LOC120452590|XP_039492815.1|DSAN
OG0002648	LOC6535983|XP_039231963.1|DYAK	LOC120453880|XP_039494726.1|DSAN
OG0002649	LOC6537644|XP_015048453.1|DYAK	LOC120453854|XP_039494691.1|DSAN
OG0002650	LOC6536159|XP_002096759.1|DYAK	LOC120452589|XP_039492813.1|DSAN
OG0002651	LOC6537069|XP_002097630.1|DYAK	LOC120451486|XP_039491142.1|DSAN
OG0002652	LOC6535877|XP_015047428.1|DYAK	LOC120452020|XP_039491998.1|DSAN
OG0002653	LOC6538173|XP_002098701.2|DYAK	LOC120451138|XP_039490487.1|DSAN
OG0002654	LOC6538170|XP_002098698.2|DYAK	LOC120453956|XP_039494837.1|DSAN
OG0002655	LOC6535788|XP_039232725.1|DYAK	LOC120454399|XP_039495586.1|DSAN
OG0002656	LOC6536946|XP_002097515.1|DYAK	LOC120451558|XP_039491293.1|DSAN
OG0002657	LOC6536441|XP_002097022.1|DYAK	LOC120451893|XP_039491835.1|DSAN
OG0002658	LOC6538980|XP_002099483.1|DYAK	LOC120452101|XP_039492111.1|DSAN
OG0002659	LOC6538140|XP_002098674.1|DYAK	LOC120452563|XP_039492777.1|DSAN
OG0002660	LOC6524647|XP_002100504.1|DYAK	LOC120456863|XP_039499886.1|DSAN
