Orthogroup	DYAK.longest_only	DKIK.longest_only
OG0000462	LOC6535678|XP_002096306.1|DYAK	LOC108084354|XP_017036007.1|DKIK
OG0000462	LOC6535679|XP_002096307.1|DYAK	LOC108084353|XP_017036005.1|DKIK
OG0000462	LOC6535680|XP_002096308.1|DYAK	LOC108084355|XP_017036008.1|DKIK
OG0000463	LOC6537887|XP_002098428.1|DYAK	LOC108080899|XP_017031290.1|DKIK, LOC108080898|XP_017031289.1|DKIK
OG0000463	LOC6526188|XP_039232772.1|DYAK	LOC108079928|XP_017029952.1|DKIK
OG0000463	LOC6537888|XP_002098429.1|DYAK	LOC108081015|XP_017031444.1|DKIK
OG0000464	LOC6527416|XP_002088508.2|DYAK	LOC108077050|XP_017025685.1|DKIK
OG0000464	LOC6527415|XP_002088507.1|DYAK	LOC108077213|XP_017025952.1|DKIK
OG0000464	LOC6526548|XP_002087658.2|DYAK	LOC108074537|XP_017022113.1|DKIK
OG0000465	LOC6538672|XP_039231224.1|DYAK	LOC108073582|XP_017020757.1|DKIK
OG0000465	LOC6538673|XP_002099193.1|DYAK	LOC108073460|XP_017020584.1|DKIK
OG0000466	LOC6525026|XP_002100865.1|DYAK	LOC108074182|XP_017021608.1|DKIK
OG0000466	LOC6526256|XP_002087378.1|DYAK	LOC108079659|XP_017029545.1|DKIK
OG0000467	LOC6528397|XP_002089444.1|DYAK	LOC108081325|XP_017031949.1|DKIK
OG0000467	LOC6528384|XP_002089431.2|DYAK	LOC108081341|XP_017031974.1|DKIK
OG0000468	LOC6539036|XP_002099538.1|DYAK	LOC108084970|XP_017036876.1|DKIK
OG0000468	LOC6530220|XP_002091158.1|DYAK	LOC108082452|XP_017033312.1|DKIK
OG0000469	LOC6527376|XP_039227239.1|DYAK	LOC108076038|XP_017024189.1|DKIK
OG0000469	LOC6527369|XP_039227337.1|DYAK	LOC108076065|XP_017024252.1|DKIK
OG0000470	LOC6534578|XP_002095254.2|DYAK	LOC108070393|XP_017016331.1|DKIK
OG0000470	LOC6534758|XP_039229886.1|DYAK	LOC108075274|XP_017023144.1|DKIK
OG0000471	LOC6532437|XP_002093184.1|DYAK	LOC108079721|XP_017029619.1|DKIK
OG0000471	LOC6526561|XP_002087671.1|DYAK	LOC108077428|XP_017026222.1|DKIK
OG0000473	LOC6525891|XP_002101711.1|DYAK	LOC108071783|XP_017018135.1|DKIK
OG0000473	LOC6539999|XP_039233543.1|DYAK	LOC108083596|XP_017034948.1|DKIK
OG0000474	LOC6525602|XP_039229393.1|DYAK	LOC108079579|XP_017029413.1|DKIK, LOC108077899|XP_017026927.1|DKIK
OG0000474	LOC6533705|XP_002094410.2|DYAK	LOC108073876|XP_017021151.1|DKIK
OG0000475	LOC6537726|XP_002098271.1|DYAK	LOC108075636|XP_017023667.1|DKIK
OG0000475	LOC6537727|XP_039231906.1|DYAK	LOC108075549|XP_017023543.1|DKIK
OG0000476	LOC6536361|XP_002096943.1|DYAK	LOC108073314|XP_017020364.1|DKIK
OG0000476	LOC6536362|XP_015047700.1|DYAK	LOC108073304|XP_017020350.1|DKIK
OG0000477	LOC6536156|XP_002096756.1|DYAK	LOC108071406|XP_017017637.1|DKIK
OG0000477	LOC6536157|XP_002096757.1|DYAK	LOC108071405|XP_017017636.1|DKIK
OG0000478	LOC6524626|XP_002100483.1|DYAK	LOC108071712|XP_017018022.1|DKIK
OG0000478	LOC6538408|XP_002098932.1|DYAK	LOC108078864|XP_017028465.1|DKIK
OG0000479	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK	LOC108073343|XP_017020396.1|DKIK
OG0000480	LOC6526609|XP_002087717.1|DYAK	LOC108086211|XP_017038563.1|DKIK
OG0000480	LOC6526607|XP_002087715.2|DYAK	LOC108086210|XP_017038562.1|DKIK
OG0000482	LOC6536771|XP_002097342.1|DYAK	LOC108080476|XP_017030709.1|DKIK
OG0000482	LOC6535737|XP_002096360.2|DYAK	LOC108075900|XP_017024048.1|DKIK
OG0000483	LOC6538723|XP_002099238.1|DYAK	LOC108073197|XP_017020201.1|DKIK
OG0000483	LOC6538722|XP_002099237.2|DYAK	LOC108073174|XP_017020169.1|DKIK
OG0000484	LOC6535684|XP_002096312.1|DYAK	LOC108084350|XP_017036002.1|DKIK
OG0000484	LOC6535683|XP_039232683.1|DYAK	LOC108084351|XP_017036003.1|DKIK
OG0000485	LOC6534221|XP_002094903.2|DYAK	LOC108080610|XP_017030923.1|DKIK
OG0000485	LOC6534220|XP_002094902.1|DYAK	LOC108080626|XP_017030938.1|DKIK, LOC108080596|XP_017030896.1|DKIK
OG0000486	LOC6531865|XP_015051584.1|DYAK	LOC108076434|XP_017024778.1|DKIK
OG0000487	LOC26534538|XP_015052823.1|DYAK	LOC108074667|XP_017022275.1|DKIK
OG0000487	LOC26535753|XP_015052927.1|DYAK	LOC108074745|XP_017022408.1|DKIK
OG0000488	LOC6526294|XP_002087416.1|DYAK	LOC108086095|XP_017038411.1|DKIK
OG0000488	LOC6526293|XP_015053347.1|DYAK	LOC108086096|XP_017038412.1|DKIK
OG0000488	LOC6529689|XP_039228566.1|DYAK	LOC108082664|XP_017033651.1|DKIK, LOC108082692|XP_017033686.1|DKIK
OG0000489	LOC6539054|XP_002099556.2|DYAK	LOC108077567|XP_017026451.1|DKIK
OG0000489	LOC6525048|XP_002100887.1|DYAK	LOC108084511|XP_017036237.1|DKIK
OG0000490	LOC6524309|XP_002100168.1|DYAK	LOC108079994|XP_017030049.1|DKIK
OG0000490	LOC6526186|XP_039228935.1|DYAK	LOC108079926|XP_017029950.1|DKIK
OG0000491	LOC6530211|XP_002091149.1|DYAK	LOC108072985|XP_017019916.1|DKIK
OG0000492	LOC6528750|XP_002089785.1|DYAK	LOC108076274|XP_017024511.1|DKIK
OG0000492	LOC6528953|XP_002089985.1|DYAK	LOC108075819|XP_017023881.1|DKIK
OG0000493	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK	LOC108077890|XP_017026916.1|DKIK
OG0000494	LOC6538585|XP_015048917.1|DYAK	LOC108073506|XP_017020668.1|DKIK
OG0000494	LOC6529036|XP_002090067.1|DYAK	LOC108085241|XP_017037272.1|DKIK
OG0000495	LOC6525461|XP_002101296.1|DYAK	LOC108084975|XP_017036890.1|DKIK
OG0000495	LOC6531521|XP_039228030.1|DYAK	LOC108082614|XP_017033583.1|DKIK
OG0000496	LOC6528113|XP_039227271.1|DYAK	LOC108074467|XP_017022027.1|DKIK
OG0000497	LOC6526977|XP_039226923.1|DYAK	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK
OG0000497	LOC6526976|XP_039226367.1|DYAK	LOC108072849|XP_017019649.1|DKIK
OG0000498	LOC6538714|XP_002099229.1|DYAK	LOC108073161|XP_017020156.1|DKIK
OG0000499	LOC6531555|XP_002092353.1|DYAK	LOC108076167|XP_017024383.1|DKIK
OG0000499	LOC6524396|XP_039226192.1|DYAK	LOC108085747|XP_017037969.1|DKIK
OG0000500	LOC6534217|XP_002094899.1|DYAK	LOC108080611|XP_017030924.1|DKIK
OG0000500	LOC6534219|XP_002094901.3|DYAK	LOC108080589|XP_017030883.1|DKIK
OG0000501	LOC6527892|XP_002088964.1|DYAK	LOC108076884|XP_017025404.1|DKIK
OG0000502	LOC6530687|XP_002091578.1|DYAK	LOC108078460|XP_017027841.1|DKIK
OG0000503	LOC6531768|XP_002092555.2|DYAK	LOC108072232|XP_017018783.1|DKIK
OG0000503	LOC6531767|XP_002092554.2|DYAK	LOC108074489|XP_017022051.1|DKIK, LOC108072233|XP_017018784.1|DKIK
OG0000504	LOC6534411|XP_002095089.1|DYAK	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK
OG0000505	LOC6524336|XP_039233780.1|DYAK	LOC108071787|XP_017018141.1|DKIK
OG0000505	LOC6524340|XP_039233491.1|DYAK	LOC108080116|XP_017030236.1|DKIK
OG0000506	LOC6538568|XP_002099090.1|DYAK	LOC108073342|XP_017020395.1|DKIK
OG0000506	LOC6538567|XP_002099089.2|DYAK	LOC108073351|XP_017020404.1|DKIK
OG0000507	LOC6526044|XP_002101861.1|DYAK	LOC108079265|XP_017029045.1|DKIK
OG0000507	LOC6526045|XP_002101862.1|DYAK	LOC108079261|XP_017029039.1|DKIK
OG0000508	LOC6532366|XP_039230008.1|DYAK	LOC108078445|XP_017027823.1|DKIK
OG0000508	LOC6532180|XP_015049199.1|DYAK	LOC108084753|XP_017036554.1|DKIK
OG0000509	LOC6531394|XP_015051311.1|DYAK	LOC108076359|XP_017024645.1|DKIK
OG0000509	LOC6531406|XP_015051315.1|DYAK	LOC108076397|XP_017024724.1|DKIK
OG0000510	LOC6530340|XP_002091267.1|DYAK	LOC108073052|XP_017020008.1|DKIK
OG0000510	LOC6530341|XP_002091268.1|DYAK	LOC108073053|XP_017020009.1|DKIK
OG0000511	LOC6529514|XP_002090516.1|DYAK	LOC108077021|XP_017025618.1|DKIK
OG0000511	LOC6529513|XP_015052138.1|DYAK	LOC108077316|XP_017026094.1|DKIK
OG0000512	LOC6527241|XP_002088335.3|DYAK	LOC108082064|XP_017032830.1|DKIK
OG0000512	LOC6533771|XP_002094475.1|DYAK	LOC108073755|XP_017021011.1|DKIK
OG0000513	LOC6528309|XP_002089362.1|DYAK	LOC108076494|XP_017024874.1|DKIK
OG0000513	LOC6529662|XP_002090655.1|DYAK	LOC108082169|XP_017032964.1|DKIK
OG0000514	LOC6527403|XP_002088495.1|DYAK	LOC108077215|XP_017025957.1|DKIK
OG0000514	LOC6527399|XP_015053669.2|DYAK	LOC108077193|XP_017025926.1|DKIK
OG0000515	LOC6523759|XP_002099634.1|DYAK	LOC108074899|XP_017022614.1|DKIK
OG0000515	LOC6534573|XP_002095249.1|DYAK	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK
OG0000516	LOC6524756|XP_002100600.1|DYAK	LOC108079189|XP_017028935.1|DKIK
OG0000516	LOC6524755|XP_002100599.3|DYAK	LOC108079188|XP_017028934.1|DKIK
OG0000517	LOC6539535|XP_002086423.1|DYAK	LOC108083663|XP_017035025.1|DKIK
OG0000517	LOC6539538|XP_002086426.2|DYAK	LOC108083662|XP_017035024.1|DKIK
OG0000518	LOC6532741|XP_002093483.2|DYAK	LOC108071893|XP_017018309.1|DKIK
OG0000518	LOC6532544|XP_002093290.1|DYAK	LOC108080761|XP_017031103.1|DKIK
OG0000519	LOC26535776|XP_015050233.2|DYAK, LOC6533720|XP_039230558.1|DYAK, LOC6533715|XP_002094420.1|DYAK, LOC6533718|XP_002094423.1|DYAK, LOC6533716|XP_002094421.1|DYAK	LOC108086047|XP_017038355.1|DKIK
OG0000521	LOC6525841|XP_002101661.1|DYAK	LOC108082937|XP_017034033.1|DKIK
OG0000521	LOC6525833|XP_039229916.1|DYAK	LOC108082900|XP_017033972.1|DKIK
OG0000522	LOC6539875|XP_002086759.2|DYAK	LOC108085396|XP_017037453.1|DKIK
OG0000522	LOC6539986|XP_002086856.1|DYAK	LOC108083609|XP_017034970.1|DKIK
OG0000523	LOC6538598|XP_002099120.1|DYAK	LOC108073457|XP_017020581.1|DKIK
OG0000523	LOC6526136|XP_002101953.1|DYAK	LOC108074183|XP_017021609.1|DKIK
OG0000524	LOC6537797|XP_002098338.2|DYAK	LOC108083745|XP_017035150.1|DKIK
OG0000524	LOC6536521|XP_002097097.2|DYAK	LOC108077841|XP_017026857.1|DKIK
OG0000525	LOC6528720|XP_002089755.2|DYAK	LOC108077961|XP_017026990.1|DKIK
OG0000525	LOC6528719|XP_002089754.1|DYAK	LOC108078079|XP_017027155.1|DKIK
OG0000526	LOC6529745|XP_002090735.1|DYAK	LOC108075598|XP_017023609.1|DKIK
OG0000526	LOC6530832|XP_002091715.3|DYAK	LOC108083996|XP_017035502.1|DKIK
OG0000527	LOC6526791|XP_002087894.1|DYAK	LOC108086082|XP_017038389.1|DKIK
OG0000527	LOC6526786|XP_039227349.1|DYAK	LOC108086168|XP_017038519.1|DKIK
OG0000528	LOC6526705|XP_002087808.1|DYAK	LOC108082197|XP_017033009.1|DKIK
OG0000529	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK	LOC108077335|XP_017026113.1|DKIK
OG0000529	LOC6528174|XP_002089237.3|DYAK	LOC108081382|XP_017032028.1|DKIK
OG0000530	LOC6533642|XP_002094348.2|DYAK	LOC108073264|XP_017020311.1|DKIK
OG0000530	LOC6532484|XP_002093230.1|DYAK	LOC108075126|XP_017022898.1|DKIK
OG0000531	LOC6529564|XP_002090561.1|DYAK	LOC108074321|XP_017021810.1|DKIK
OG0000532	LOC26535789|XP_002096408.1|DYAK	LOC108081474|XP_017032161.1|DKIK
OG0000532	LOC6535786|XP_039232737.1|DYAK	LOC108081490|XP_017032177.1|DKIK
OG0000533	LOC6526168|XP_002101978.1|DYAK	LOC108074179|XP_017021605.1|DKIK
OG0000533	LOC6536238|XP_002096827.1|DYAK	LOC108083184|XP_017034371.1|DKIK
OG0000534	LOC6524582|XP_039230889.1|DYAK	LOC108080348|XP_017030538.1|DKIK
OG0000534	LOC6528276|XP_002089329.2|DYAK	LOC108085252|XP_017037288.1|DKIK
OG0000535	LOC6528916|XP_002089948.1|DYAK	LOC108072895|XP_017019708.1|DKIK
OG0000535	LOC6528553|XP_039227205.1|DYAK	LOC108078405|XP_017027751.1|DKIK
OG0000536	LOC6533068|XP_039230004.1|DYAK	LOC108085983|XP_017038273.1|DKIK
OG0000537	LOC6528403|XP_015053931.1|DYAK	LOC108081340|XP_017031970.1|DKIK
OG0000538	LOC26536174|XP_015051180.1|DYAK	LOC108078003|XP_017027045.1|DKIK
OG0000538	LOC6528655|XP_015054024.1|DYAK	LOC108082499|XP_017033408.1|DKIK
OG0000539	LOC6538435|XP_002098959.1|DYAK	LOC108085851|XP_017038098.1|DKIK
OG0000539	LOC6538434|XP_002098958.1|DYAK	LOC108085840|XP_017038086.1|DKIK
OG0000540	LOC6529272|XP_002090277.1|DYAK	LOC108074773|XP_017022440.1|DKIK
OG0000542	LOC6538518|XP_002099040.1|DYAK	LOC108072052|XP_017018534.1|DKIK
OG0000542	LOC6523731|XP_002099606.1|DYAK	LOC108085121|XP_017037152.1|DKIK
OG0000543	LOC6537878|XP_002098419.1|DYAK	LOC108080291|XP_017030452.1|DKIK
OG0000543	LOC6528508|XP_002089554.2|DYAK	LOC108076794|XP_017025304.1|DKIK
OG0000544	LOC6533237|XP_002093963.1|DYAK	LOC108079123|XP_017028855.1|DKIK
OG0000544	LOC6535994|XP_002096609.1|DYAK	LOC108074099|XP_017021482.1|DKIK
OG0000545	LOC6537447|XP_002098003.1|DYAK	LOC108075398|XP_017023309.1|DKIK
OG0000545	LOC6537453|XP_002098009.1|DYAK	LOC108075645|XP_017023678.1|DKIK
OG0000546	LOC6537257|XP_002097815.1|DYAK	LOC108084378|XP_017036054.1|DKIK
OG0000546	LOC6524664|XP_002100521.1|DYAK	LOC108083522|XP_017034844.1|DKIK, LOC108079245|XP_017029019.1|DKIK
OG0000548	LOC6534682|XP_002095357.1|DYAK	LOC108085792|XP_017038029.1|DKIK
OG0000548	LOC6539392|XP_015045168.2|DYAK	LOC108085791|XP_017038028.1|DKIK
OG0000549	LOC6531870|XP_002092657.1|DYAK	LOC108076479|XP_017024857.1|DKIK
OG0000550	LOC6532200|XP_015049215.1|DYAK	LOC108079069|XP_017028772.1|DKIK
OG0000550	LOC26535767|XP_015049219.2|DYAK	LOC108079054|XP_017028750.1|DKIK
OG0000551	LOC6531504|XP_039229314.1|DYAK	LOC108072919|XP_017019753.1|DKIK
OG0000552	LOC6538840|XP_002099353.1|DYAK	LOC108085919|XP_017038183.1|DKIK
OG0000552	LOC6538839|XP_002099352.1|DYAK	LOC108085913|XP_017038175.1|DKIK
OG0000553	LOC6527898|XP_002088970.1|DYAK	LOC108077083|XP_017025740.1|DKIK
OG0000554	LOC26535592|XP_015048569.1|DYAK	LOC108081171|XP_017031716.1|DKIK
OG0000554	LOC6537909|XP_002098449.1|DYAK	LOC108081172|XP_017031717.1|DKIK
OG0000555	LOC6532243|XP_002093016.1|DYAK	LOC108078648|XP_017028068.1|DKIK
OG0000555	LOC6532793|XP_002093531.1|DYAK	LOC108079897|XP_017029914.1|DKIK
OG0000556	LOC6525622|XP_002101457.1|DYAK	LOC108080353|XP_017030546.1|DKIK
OG0000556	LOC6537129|XP_002097690.1|DYAK	LOC108081229|XP_017031794.1|DKIK
OG0000557	LOC6536774|XP_002097345.1|DYAK	LOC108080430|XP_017030652.1|DKIK
OG0000557	LOC6536773|XP_002097344.1|DYAK	LOC108080431|XP_017030653.1|DKIK
OG0000558	LOC6537111|XP_015048145.1|DYAK	LOC108080944|XP_017031338.1|DKIK
OG0000558	LOC6525400|XP_002101235.1|DYAK	LOC108071723|XP_017018036.1|DKIK
OG0000559	LOC6536490|XP_039232847.1|DYAK	LOC108085900|XP_017038154.1|DKIK
OG0000559	LOC6534469|XP_002095146.1|DYAK	LOC108083011|XP_017034125.1|DKIK
OG0000560	LOC6528420|XP_002089466.1|DYAK	LOC108081832|XP_017032562.1|DKIK
OG0000560	LOC6528419|XP_002089465.1|DYAK	LOC108081831|XP_017032561.1|DKIK
OG0000561	LOC6533885|XP_002094585.1|DYAK	LOC108070495|XP_017016479.1|DKIK
OG0000561	LOC6533883|XP_002094583.1|DYAK	LOC108070492|XP_017016474.1|DKIK
OG0000562	LOC6533713|XP_002094418.1|DYAK	LOC108073960|XP_017021286.1|DKIK
OG0000562	LOC6533693|XP_002094398.2|DYAK	LOC108073994|XP_017021336.1|DKIK
OG0000563	LOC26535721|XP_039229993.1|DYAK	LOC108070399|XP_017016339.1|DKIK
OG0000563	LOC6533945|XP_002094645.2|DYAK	LOC108070400|XP_017016341.1|DKIK
OG0000564	LOC6534675|XP_002095350.1|DYAK	LOC108085799|XP_017038036.1|DKIK
OG0000564	LOC6534674|XP_002095349.1|DYAK	LOC108085794|XP_017038032.1|DKIK
OG0000565	LOC6529752|XP_002090742.2|DYAK, LOC120321833|XP_039231757.1|DYAK, LOC120322323|XP_039233298.1|DYAK, LOC26536115|XP_039231756.1|DYAK, LOC6540187|XP_002087034.3|DYAK	LOC108085285|XP_017037325.1|DKIK
OG0000566	LOC6536684|XP_015047897.1|DYAK	LOC108071462|XP_017017713.1|DKIK
OG0000566	LOC6533474|XP_002094185.1|DYAK	LOC108075244|XP_017023090.1|DKIK
OG0000567	LOC6525502|XP_002101337.1|DYAK	LOC108084641|XP_017036421.1|DKIK
OG0000567	LOC6525504|XP_002101339.1|DYAK	LOC108084683|XP_017036504.1|DKIK
OG0000568	LOC6524317|XP_002100176.2|DYAK	LOC108085757|XP_017037985.1|DKIK
OG0000568	LOC6535286|XP_002095942.1|DYAK	LOC108077780|XP_017026767.1|DKIK
OG0000569	LOC6536426|XP_002097008.1|DYAK	LOC108081189|XP_017031736.1|DKIK
OG0000570	LOC6538748|XP_002099263.1|DYAK	LOC108077843|XP_017026860.1|DKIK
OG0000570	LOC6538747|XP_002099262.1|DYAK	LOC108077850|XP_017026871.1|DKIK
OG0000571	LOC6538188|XP_039231291.1|DYAK	LOC108077621|XP_017026518.1|DKIK
OG0000571	LOC6538190|XP_039232757.1|DYAK	LOC108077798|XP_017026802.1|DKIK
OG0000572	LOC6536878|XP_002097447.2|DYAK	LOC108083921|XP_017035405.1|DKIK
OG0000572	LOC6536875|XP_002097444.1|DYAK	LOC108083922|XP_017035408.1|DKIK
OG0000573	LOC6533499|XP_002094210.1|DYAK	LOC108075269|XP_017023129.1|DKIK
OG0000573	LOC6531880|XP_002092667.1|DYAK	LOC108076428|XP_017024771.1|DKIK
OG0000574	LOC6534394|XP_002095072.1|DYAK	LOC108078692|XP_017028132.1|DKIK
OG0000574	LOC6535772|XP_002096395.1|DYAK	LOC108073352|XP_017020408.1|DKIK
OG0000575	LOC6533910|XP_002094610.1|DYAK	LOC108070476|XP_017016449.1|DKIK
OG0000575	LOC6533909|XP_002094609.1|DYAK	LOC108070487|XP_017016467.1|DKIK
OG0000576	LOC6536071|XP_039231741.1|DYAK	LOC108085409|XP_017037467.1|DKIK
OG0000576	LOC6536072|XP_039231740.1|DYAK	LOC108085392|XP_017037449.1|DKIK
OG0000577	LOC6529624|XP_002090618.2|DYAK	LOC108079650|XP_017029533.1|DKIK
OG0000577	LOC6529625|XP_002090619.1|DYAK	LOC108079610|XP_017029463.1|DKIK
OG0000578	LOC6527146|XP_015053181.1|DYAK	LOC108077257|XP_017026013.1|DKIK
OG0000578	LOC6531756|XP_002092546.2|DYAK	LOC108086146|XP_017038495.1|DKIK
OG0000579	LOC6537360|XP_002097917.1|DYAK	LOC108077659|XP_017026564.1|DKIK
OG0000579	LOC6533959|XP_002094659.1|DYAK	LOC108070421|XP_017016364.1|DKIK
OG0000580	LOC6536565|XP_002097141.1|DYAK	LOC108081497|XP_017032201.1|DKIK, LOC108081477|XP_017032163.1|DKIK
OG0000580	LOC6536566|XP_002097142.1|DYAK	LOC108081498|XP_017032202.1|DKIK
OG0000581	LOC120321749|XP_039231384.1|DYAK	LOC108084863|XP_017036739.1|DKIK
OG0000581	LOC6524971|XP_002100811.2|DYAK	LOC108075271|XP_017023130.1|DKIK
OG0000582	LOC6530952|XP_015052778.1|DYAK	LOC108076617|XP_017025032.1|DKIK
OG0000583	LOC6531811|XP_002092598.2|DYAK	LOC108074226|XP_017021659.1|DKIK
OG0000583	LOC6531816|XP_002092603.1|DYAK	LOC108074225|XP_017021658.1|DKIK
OG0000584	LOC6527824|XP_002088897.1|DYAK	LOC108082720|XP_017033716.1|DKIK
OG0000584	LOC6527823|XP_002088896.1|DYAK	LOC108082719|XP_017033715.1|DKIK
OG0000585	LOC6532751|XP_002093493.1|DYAK	LOC108072691|XP_017019417.1|DKIK, LOC108072692|XP_017019419.1|DKIK
OG0000586	LOC6530578|XP_002091491.1|DYAK	LOC108072270|XP_017018825.1|DKIK
OG0000586	LOC6528668|XP_039227750.1|DYAK	LOC108082572|XP_017033518.1|DKIK
OG0000586	LOC6529961|XP_002090908.2|DYAK	LOC108070913|XP_017017058.1|DKIK
OG0000587	LOC26536202|XP_015051448.1|DYAK, LOC6531643|XP_002092440.2|DYAK	LOC108085365|XP_017037426.1|DKIK
OG0000589	LOC6525016|XP_039227985.1|DYAK	LOC108071756|XP_017018070.1|DKIK
OG0000590	LOC6537853|XP_002098394.1|DYAK	LOC108073189|XP_017020194.1|DKIK
OG0000590	LOC6524288|XP_002100150.1|DYAK	LOC108079397|XP_017029211.1|DKIK
OG0000592	LOC6528485|XP_002089531.1|DYAK	LOC108076818|XP_017025338.1|DKIK
OG0000592	LOC6530384|XP_002091310.1|DYAK	LOC108074668|XP_017022276.1|DKIK
OG0000593	LOC6538048|XP_002098583.1|DYAK	LOC108075714|XP_017023734.1|DKIK
OG0000593	LOC6524921|XP_002100761.1|DYAK	LOC108084251|XP_017035882.1|DKIK
OG0000594	LOC6538086|XP_002098620.1|DYAK	LOC108075727|XP_017023755.1|DKIK
OG0000594	LOC6536776|XP_002097347.1|DYAK	LOC108080439|XP_017030663.1|DKIK
OG0000595	LOC6536984|XP_002097553.1|DYAK	LOC108074078|XP_017021444.1|DKIK
OG0000595	LOC6538160|XP_039232124.1|DYAK	LOC108084252|XP_017035879.1|DKIK
OG0000596	LOC6523866|XP_002099739.1|DYAK	LOC108080341|XP_017030530.1|DKIK
OG0000596	LOC6536544|XP_002097120.1|DYAK	LOC108073310|XP_017020359.1|DKIK
OG0000597	LOC6538646|XP_002099166.2|DYAK	LOC108075666|XP_017023704.1|DKIK
OG0000597	LOC6538993|XP_039231671.1|DYAK	LOC108086015|XP_017038315.1|DKIK
OG0000598	LOC6536886|XP_002097455.1|DYAK	LOC108084589|XP_017036353.1|DKIK
OG0000599	LOC6523845|XP_039229652.1|DYAK	LOC108073267|XP_017020313.1|DKIK
OG0000600	LOC6530024|XP_002090970.1|DYAK	LOC108081263|XP_017031846.1|DKIK
OG0000600	LOC6530025|XP_015052548.1|DYAK	LOC108081210|XP_017031772.1|DKIK
OG0000601	LOC6526989|XP_002088085.1|DYAK	LOC108075836|XP_017023900.1|DKIK
OG0000601	LOC6526618|XP_002087726.1|DYAK	LOC108085347|XP_017037405.1|DKIK
OG0000602	LOC6527470|XP_002088561.1|DYAK	LOC108072498|XP_017019154.1|DKIK
OG0000602	LOC6527471|XP_002088562.1|DYAK	LOC108072504|XP_017019164.1|DKIK
OG0000603	LOC6526518|XP_039227730.1|DYAK	LOC108074609|XP_017022218.1|DKIK
OG0000603	LOC6527669|XP_002088755.1|DYAK	LOC108079639|XP_017029514.1|DKIK
OG0000604	LOC6526617|XP_002087725.1|DYAK	LOC108086255|XP_017038629.1|DKIK
OG0000604	LOC6526616|XP_002087724.1|DYAK	LOC108086257|XP_017038630.1|DKIK
OG0000605	LOC6529254|XP_002090259.1|DYAK	LOC108081367|XP_017032009.1|DKIK
OG0000606	LOC6537818|XP_002098359.1|DYAK	LOC108073322|XP_017020372.1|DKIK
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC108071464|XP_017017716.1|DKIK
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC108083212|XP_017034410.1|DKIK
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC108072009|XP_017018476.1|DKIK
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC108078823|XP_017028403.1|DKIK
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC108079563|XP_017029393.1|DKIK
OG0000610	LOC6535030|XP_002095696.2|DYAK	LOC108085528|XP_017037648.1|DKIK
OG0000610	LOC6530566|XP_002091479.1|DYAK	LOC108072279|XP_017018833.1|DKIK
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC108078251|XP_017027469.1|DKIK
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC108076520|XP_017024918.1|DKIK
OG0000612	LOC6534209|XP_039229516.1|DYAK	LOC108080619|XP_017030933.1|DKIK
OG0000612	LOC6534210|XP_002094892.3|DYAK	LOC108080581|XP_017030874.1|DKIK
OG0000612	LOC6534211|XP_039229518.1|DYAK	LOC108080608|XP_017030919.1|DKIK
OG0000614	LOC26536392|XP_015048590.2|DYAK	LOC108077821|XP_017026834.1|DKIK
OG0000615	LOC6525802|XP_002101623.1|DYAK	LOC108084268|XP_017035916.1|DKIK
OG0000615	LOC6536427|XP_002097009.3|DYAK	LOC108084201|XP_017035801.1|DKIK
OG0000616	LOC6525792|XP_039233576.1|DYAK	LOC108083591|XP_017034940.1|DKIK
OG0000616	LOC120322404|XP_039233595.1|DYAK	LOC108083607|XP_017034967.1|DKIK
OG0000617	LOC6538246|XP_002098773.3|DYAK	LOC108083732|XP_017035129.1|DKIK
OG0000617	LOC6536825|XP_002097395.1|DYAK	LOC108077690|XP_017026613.1|DKIK
OG0000618	LOC6537663|XP_002098208.1|DYAK	LOC108073541|XP_017020714.1|DKIK
OG0000618	LOC6535117|XP_015051019.2|DYAK	LOC108075303|XP_017023192.1|DKIK
OG0000619	LOC6531037|XP_002091873.2|DYAK	LOC108082559|XP_017033498.1|DKIK
OG0000620	LOC6525119|XP_002100957.1|DYAK	LOC108080056|XP_017030128.1|DKIK
OG0000620	LOC6532571|XP_002093315.2|DYAK	LOC108078775|XP_017028306.1|DKIK
OG0000621	LOC6535794|XP_002096417.1|DYAK	LOC108084140|XP_017035673.1|DKIK
OG0000621	LOC6524388|XP_002100246.1|DYAK	LOC108085770|XP_017038004.1|DKIK
OG0000622	LOC6533219|XP_002093945.1|DYAK	LOC108079023|XP_017028691.1|DKIK
OG0000622	LOC6532603|XP_002093347.3|DYAK	LOC108078615|XP_017028027.1|DKIK
