Orthogroup	DYAK.longest_only	DSUZ.longest_only
OG0000470	LOC6534578|XP_002095254.2|DYAK	LOC108017617|XP_036672103.1|DSUZ, LOC108020082|XP_036677850.1|DSUZ
OG0000470	LOC6534758|XP_039229886.1|DYAK	LOC108013619|XP_036671664.1|DSUZ
OG0000471	LOC6532437|XP_002093184.1|DYAK	LOC108012591|XP_016933499.1|DSUZ
OG0000471	LOC6526561|XP_002087671.1|DYAK	LOC108009126|XP_016928709.1|DSUZ
OG0000473	LOC6525891|XP_002101711.1|DYAK	LOC108014968|XP_016936678.2|DSUZ
OG0000473	LOC6524431|XP_002100289.2|DYAK, LOC6539999|XP_039233543.1|DYAK	LOC108016544|XP_036676746.1|DSUZ
OG0000474	LOC6525602|XP_039229393.1|DYAK	LOC108005377|XP_016924125.1|DSUZ
OG0000474	LOC6533705|XP_002094410.2|DYAK	LOC108015900|XP_036671476.1|DSUZ
OG0000475	LOC6537726|XP_002098271.1|DYAK	LOC108020525|XP_036672950.1|DSUZ
OG0000475	LOC6537727|XP_039231906.1|DYAK	LOC108020495|XP_016944315.2|DSUZ
OG0000476	LOC6536361|XP_002096943.1|DYAK	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ
OG0000476	LOC6536362|XP_015047700.1|DYAK	LOC108016111|XP_016938201.1|DSUZ
OG0000477	LOC6536156|XP_002096756.1|DYAK	LOC108014382|XP_016935973.2|DSUZ
OG0000477	LOC6536157|XP_002096757.1|DYAK	LOC108006246|XP_036673189.1|DSUZ
OG0000478	LOC6524626|XP_002100483.1|DYAK	LOC108004597|XP_016923025.2|DSUZ
OG0000478	LOC6538408|XP_002098932.1|DYAK	LOC108014075|XP_016935585.1|DSUZ
OG0000479	LOC6536339|XP_002096923.1|DYAK	LOC108006976|XP_016926072.2|DSUZ
OG0000479	LOC6536338|XP_002096922.1|DYAK	LOC118877645|XP_036673110.1|DSUZ
OG0000480	LOC6526609|XP_002087717.1|DYAK	LOC108016562|XP_016938727.1|DSUZ
OG0000480	LOC6526607|XP_002087715.2|DYAK	LOC108016583|XP_016938760.1|DSUZ
OG0000481	LOC120320462|XP_039226114.1|DYAK, LOC120322169|XP_039233158.1|DYAK	LOC118878841|XP_036677762.1|DSUZ, LOC118879406|XP_036678164.1|DSUZ
OG0000482	LOC6536771|XP_002097342.1|DYAK	LOC108017408|XP_016939923.2|DSUZ
OG0000482	LOC6535737|XP_002096360.2|DYAK	LOC108015957|XP_016938028.2|DSUZ
OG0000483	LOC6538723|XP_002099238.1|DYAK	LOC108005709|XP_016924526.2|DSUZ
OG0000483	LOC6538722|XP_002099237.2|DYAK	LOC108005710|XP_016924527.2|DSUZ
OG0000484	LOC6535684|XP_002096312.1|DYAK	LOC108017569|XP_016940145.2|DSUZ
OG0000484	LOC6535683|XP_039232683.1|DYAK	LOC108017567|XP_016940142.1|DSUZ
OG0000485	LOC6534221|XP_002094903.2|DYAK	LOC118877427|XP_036672099.1|DSUZ
OG0000485	LOC6534220|XP_002094902.1|DYAK	LOC108012216|XP_036672092.1|DSUZ
OG0000486	LOC6531865|XP_015051584.1|DYAK	LOC108009654|XP_016929661.1|DSUZ
OG0000487	LOC26534538|XP_015052823.1|DYAK	LOC108008683|XP_016928066.1|DSUZ
OG0000487	LOC26535753|XP_015052927.1|DYAK	LOC108010089|XP_016930397.1|DSUZ
OG0000488	LOC6526294|XP_002087416.1|DYAK	LOC108020884|XP_016944776.1|DSUZ
OG0000488	LOC6526293|XP_015053347.1|DYAK	LOC108020896|XP_016944803.2|DSUZ
OG0000488	LOC6529689|XP_039228566.1|DYAK	LOC108009623|XP_016929603.1|DSUZ
OG0000489	LOC6539054|XP_002099556.2|DYAK	LOC108010818|XP_016931254.2|DSUZ
OG0000489	LOC6525048|XP_002100887.1|DYAK	LOC108021797|XP_016946089.1|DSUZ
OG0000490	LOC6524309|XP_002100168.1|DYAK	LOC108018890|XP_036675837.1|DSUZ
OG0000490	LOC6526186|XP_039228935.1|DYAK	LOC108011228|XP_016931816.1|DSUZ
OG0000491	LOC6530212|XP_002091150.1|DYAK	LOC108009360|XP_016929150.1|DSUZ
OG0000491	LOC6530211|XP_002091149.1|DYAK	LOC108009359|XP_016929149.1|DSUZ
OG0000492	LOC6528750|XP_002089785.1|DYAK	LOC108010329|XP_016930746.1|DSUZ
OG0000492	LOC6528953|XP_002089985.1|DYAK	LOC108011906|XP_016932648.1|DSUZ
OG0000493	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK	LOC108014842|XP_036673575.1|DSUZ
OG0000494	LOC6538585|XP_015048917.1|DYAK	LOC108017664|XP_016940261.2|DSUZ
OG0000494	LOC6529036|XP_002090067.1|DYAK	LOC108018440|XP_016941491.1|DSUZ
OG0000495	LOC6525461|XP_002101296.1|DYAK	LOC108016998|XP_016939433.1|DSUZ
OG0000495	LOC6531521|XP_039228030.1|DYAK	LOC108017823|XP_016940462.1|DSUZ
OG0000496	LOC6528113|XP_039227271.1|DYAK	LOC108021138|XP_016945185.1|DSUZ
OG0000496	LOC6527418|XP_002088510.1|DYAK	LOC108011947|XP_016932688.1|DSUZ
OG0000497	LOC6526977|XP_039226923.1|DYAK	LOC108007523|XP_016926701.1|DSUZ
OG0000497	LOC6526976|XP_039226367.1|DYAK	LOC108021185|XP_016945258.1|DSUZ
OG0000498	LOC6538716|XP_039231658.1|DYAK	LOC108005704|XP_036673202.1|DSUZ
OG0000498	LOC6538714|XP_002099229.1|DYAK	LOC108020620|XP_036673411.1|DSUZ
OG0000499	LOC6531555|XP_002092353.1|DYAK	LOC108017809|XP_016940446.1|DSUZ
OG0000499	LOC6524396|XP_039226192.1|DYAK	LOC108016836|XP_016939147.1|DSUZ
OG0000500	LOC6534217|XP_002094899.1|DYAK	LOC108007747|XP_036672076.1|DSUZ
OG0000500	LOC6534219|XP_002094901.3|DYAK	LOC108007757|XP_016927000.2|DSUZ
OG0000501	LOC6527892|XP_002088964.1|DYAK	LOC108005397|XP_016924152.1|DSUZ
OG0000502	LOC6530687|XP_002091578.1|DYAK	LOC108009465|XP_016929333.1|DSUZ
OG0000503	LOC6531768|XP_002092555.2|DYAK	LOC108008258|XP_016927536.1|DSUZ
OG0000503	LOC6531767|XP_002092554.2|DYAK	LOC108008257|XP_016927535.2|DSUZ
OG0000504	LOC6534411|XP_002095089.1|DYAK	LOC108006687|XP_016925714.2|DSUZ
OG0000505	LOC6524336|XP_039233780.1|DYAK	LOC108018884|XP_036675752.1|DSUZ
OG0000505	LOC6524340|XP_039233491.1|DYAK	LOC108019217|XP_016942501.1|DSUZ
OG0000506	LOC6538568|XP_002099090.1|DYAK	LOC108005036|XP_036673419.1|DSUZ
OG0000506	LOC6538567|XP_002099089.2|DYAK	LOC108005035|XP_016923661.2|DSUZ
OG0000507	LOC6526044|XP_002101861.1|DYAK	LOC108004663|XP_016923128.1|DSUZ
OG0000507	LOC6526045|XP_002101862.1|DYAK	LOC108004664|XP_016923129.1|DSUZ
OG0000508	LOC6532366|XP_039230008.1|DYAK	LOC108012744|XP_016933667.2|DSUZ
OG0000508	LOC6532180|XP_015049199.1|DYAK	LOC108013204|XP_016934403.1|DSUZ
OG0000509	LOC6531394|XP_015051311.1|DYAK	LOC108009916|XP_016930130.1|DSUZ
OG0000509	LOC6531406|XP_015051315.1|DYAK	LOC108009621|XP_016929598.1|DSUZ
OG0000510	LOC6530340|XP_002091267.1|DYAK	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ
OG0000510	LOC6530341|XP_002091268.1|DYAK	LOC108010011|XP_016930292.1|DSUZ
OG0000511	LOC6529514|XP_002090516.1|DYAK	LOC108004657|XP_016923106.1|DSUZ
OG0000511	LOC6529513|XP_015052138.1|DYAK	LOC108021478|XP_016945709.1|DSUZ
OG0000512	LOC6527241|XP_002088335.3|DYAK	LOC108016168|XP_016938282.1|DSUZ
OG0000512	LOC6533771|XP_002094475.1|DYAK	LOC108010686|XP_016931084.2|DSUZ
OG0000513	LOC6528309|XP_002089362.1|DYAK	LOC108018186|XP_016941179.1|DSUZ
OG0000513	LOC6529662|XP_002090655.1|DYAK	LOC108021195|XP_016945274.1|DSUZ
OG0000514	LOC6527403|XP_002088495.1|DYAK	LOC108014280|XP_016935813.1|DSUZ
OG0000514	LOC6527399|XP_015053669.2|DYAK	LOC108014302|XP_016935858.1|DSUZ
OG0000515	LOC6523759|XP_002099634.1|DYAK	LOC108020422|XP_016944219.1|DSUZ
OG0000515	LOC6534573|XP_002095249.1|DYAK	LOC108014633|XP_036672114.1|DSUZ
OG0000516	LOC6524756|XP_002100600.1|DYAK	LOC108005280|XP_016923959.1|DSUZ
OG0000516	LOC6524755|XP_002100599.3|DYAK	LOC108005288|XP_016923973.1|DSUZ
OG0000517	LOC6539535|XP_002086423.1|DYAK	LOC118877282|XP_036671111.1|DSUZ
OG0000517	LOC6539538|XP_002086426.2|DYAK	LOC108013769|XP_036671112.1|DSUZ
OG0000518	LOC6532741|XP_002093483.2|DYAK	LOC108013198|XP_016934396.1|DSUZ
OG0000518	LOC6532544|XP_002093290.1|DYAK	LOC108012585|XP_016933491.2|DSUZ, LOC108006881|XP_036672002.1|DSUZ
OG0000519	LOC6533720|XP_039230558.1|DYAK	LOC118876811|XP_036668656.1|DSUZ
OG0000519	LOC6533715|XP_002094420.1|DYAK, LOC6533718|XP_002094423.1|DYAK, LOC6533716|XP_002094421.1|DYAK	LOC108006355|XP_016925365.1|DSUZ
OG0000521	LOC6525841|XP_002101661.1|DYAK	LOC108004832|XP_016923397.2|DSUZ
OG0000521	LOC6525833|XP_039229916.1|DYAK	LOC108004831|XP_036676028.1|DSUZ
OG0000522	LOC6539875|XP_002086759.2|DYAK	LOC108011282|XP_016931877.2|DSUZ
OG0000522	LOC6539986|XP_002086856.1|DYAK	LOC108006311|XP_036676167.1|DSUZ
OG0000523	LOC6538598|XP_002099120.1|DYAK	LOC108005046|XP_016923673.2|DSUZ
OG0000523	LOC6526136|XP_002101953.1|DYAK	LOC108015167|XP_016936933.1|DSUZ
OG0000524	LOC6537797|XP_002098338.2|DYAK	LOC108005987|XP_016924916.2|DSUZ
OG0000524	LOC6536521|XP_002097097.2|DYAK	LOC108020562|XP_036673033.1|DSUZ
OG0000525	LOC6528720|XP_002089755.2|DYAK	LOC108009363|XP_016929153.1|DSUZ
OG0000525	LOC6528719|XP_002089754.1|DYAK	LOC108009362|XP_016929152.1|DSUZ
OG0000526	LOC6529745|XP_002090735.1|DYAK	LOC108009284|XP_016929006.1|DSUZ
OG0000526	LOC6530832|XP_002091715.3|DYAK	LOC108018138|XP_016941084.1|DSUZ
OG0000527	LOC6526791|XP_002087894.1|DYAK	LOC108021217|XP_036668816.1|DSUZ
OG0000527	LOC6526786|XP_039227349.1|DYAK	LOC108021083|XP_016945090.1|DSUZ
OG0000528	LOC6526705|XP_002087808.1|DYAK	LOC108019656|XP_016943037.1|DSUZ
OG0000529	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK	LOC108009810|XP_016929980.1|DSUZ
OG0000529	LOC6528174|XP_002089237.3|DYAK	LOC108014970|XP_016936683.1|DSUZ
OG0000530	LOC6533642|XP_002094348.2|DYAK	LOC108018736|XP_016941799.2|DSUZ
OG0000530	LOC6532484|XP_002093230.1|DYAK	LOC108012589|XP_016933496.1|DSUZ
OG0000531	LOC6539070|XP_002085986.1|DYAK, LOC120321067|XP_039228321.1|DYAK, LOC6539238|XP_002086128.2|DYAK, LOC6539072|XP_002085987.1|DYAK	LOC118878486|XP_036677385.1|DSUZ, LOC108005650|XP_036677398.1|DSUZ
OG0000531	LOC6529564|XP_002090561.1|DYAK	LOC108019142|XP_016942383.1|DSUZ
OG0000532	LOC26535789|XP_002096408.1|DYAK	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ
OG0000532	LOC6535786|XP_039232737.1|DYAK	LOC108018295|XP_016941310.2|DSUZ
OG0000533	LOC6526168|XP_002101978.1|DYAK	LOC108015350|XP_016937250.1|DSUZ
OG0000533	LOC6536238|XP_002096827.1|DYAK	LOC108007957|XP_016927216.1|DSUZ
OG0000534	LOC6524582|XP_039230889.1|DYAK	LOC108005347|XP_016924075.1|DSUZ
OG0000534	LOC6528276|XP_002089329.2|DYAK	LOC108020770|XP_016944641.1|DSUZ
OG0000535	LOC6528916|XP_002089948.1|DYAK	LOC108009646|XP_016929639.1|DSUZ
OG0000535	LOC6528553|XP_039227205.1|DYAK	LOC108019892|XP_016943460.1|DSUZ
OG0000536	LOC6533068|XP_039230004.1|DYAK	LOC108013610|XP_036671670.1|DSUZ
OG0000537	LOC6528403|XP_015053931.1|DYAK	LOC108017788|XP_016940419.1|DSUZ
OG0000538	LOC26536174|XP_015051180.1|DYAK	LOC108009193|XP_016928834.1|DSUZ
OG0000538	LOC6528655|XP_015054024.1|DYAK	LOC108018106|XP_016941009.1|DSUZ
OG0000539	LOC6538435|XP_002098959.1|DYAK	LOC108016309|XP_016938432.1|DSUZ
OG0000539	LOC6538434|XP_002098958.1|DYAK	LOC108014057|XP_016935564.1|DSUZ
OG0000540	LOC6529271|XP_002090276.1|DYAK	LOC108008250|XP_016927533.1|DSUZ
OG0000540	LOC6529272|XP_002090277.1|DYAK	LOC108008299|XP_016927605.1|DSUZ
OG0000541	LOC26534605|XP_015051124.1|DYAK, LOC26536035|XP_015051122.1|DYAK, LOC26535244|XP_015051120.1|DYAK, LOC26535396|XP_015051127.1|DYAK, LOC26535868|XP_015051119.1|DYAK	LOC108018163|XP_016941143.1|DSUZ
OG0000542	LOC6538518|XP_002099040.1|DYAK	LOC108015729|XP_036674607.1|DSUZ
OG0000542	LOC6523731|XP_002099606.1|DYAK	LOC108020426|XP_016944227.1|DSUZ
OG0000543	LOC6537878|XP_002098419.1|DYAK	LOC108007777|XP_016927022.2|DSUZ
OG0000543	LOC6528508|XP_002089554.2|DYAK	LOC108019564|XP_016942891.1|DSUZ
OG0000544	LOC6533237|XP_002093963.1|DYAK	LOC108013470|XP_016934841.1|DSUZ
OG0000544	LOC6535994|XP_002096609.1|DYAK	LOC108011785|XP_016932511.1|DSUZ
OG0000545	LOC6537447|XP_002098003.1|DYAK	LOC108020783|XP_016944650.2|DSUZ
OG0000545	LOC6537453|XP_002098009.1|DYAK	LOC108020785|XP_036674579.1|DSUZ
OG0000546	LOC6537257|XP_002097815.1|DYAK	LOC108007653|XP_016926865.2|DSUZ
OG0000546	LOC6524664|XP_002100521.1|DYAK	LOC108006568|XP_016925592.1|DSUZ
OG0000547	LOC6525063|XP_002100902.1|DYAK	LOC108004754|XP_016923280.1|DSUZ
OG0000547	LOC6539571|XP_039230222.1|DYAK, LOC26535284|XP_039226599.1|DYAK	LOC108019357|XP_016942667.1|DSUZ
OG0000548	LOC6534682|XP_002095357.1|DYAK	LOC108013099|XP_016934234.1|DSUZ
OG0000548	LOC6539392|XP_015045168.2|DYAK	LOC108013301|XP_016934581.1|DSUZ
OG0000549	LOC6531870|XP_002092657.1|DYAK	LOC108010152|XP_016930476.1|DSUZ
OG0000550	LOC6532200|XP_015049215.1|DYAK	LOC108013050|XP_016934149.1|DSUZ
OG0000550	LOC26535767|XP_015049219.2|DYAK	LOC108012932|XP_016933956.1|DSUZ
OG0000551	LOC6531504|XP_039229314.1|DYAK	LOC108017782|XP_036669873.1|DSUZ
OG0000552	LOC6538840|XP_002099353.1|DYAK	LOC108016487|XP_016938643.2|DSUZ
OG0000552	LOC6538839|XP_002099352.1|DYAK	LOC108016486|XP_036675629.1|DSUZ
OG0000553	LOC6527898|XP_002088970.1|DYAK	LOC108021070|XP_016945071.1|DSUZ
OG0000554	LOC26535592|XP_015048569.1|DYAK	LOC118877964|XP_036674650.1|DSUZ
OG0000554	LOC6537909|XP_002098449.1|DYAK	LOC108007839|XP_036674679.1|DSUZ
OG0000555	LOC6532243|XP_002093016.1|DYAK	LOC108012627|XP_016933538.1|DSUZ
OG0000555	LOC6532793|XP_002093531.1|DYAK	LOC108007179|XP_016926300.1|DSUZ
OG0000556	LOC6525622|XP_002101457.1|DYAK	LOC108005241|XP_016923923.1|DSUZ
OG0000556	LOC6537129|XP_002097690.1|DYAK	LOC108014553|XP_016936186.1|DSUZ
OG0000557	LOC6536774|XP_002097345.1|DYAK	LOC108019244|XP_016942529.2|DSUZ
OG0000557	LOC6536773|XP_002097344.1|DYAK	LOC108019281|XP_016942584.2|DSUZ
OG0000558	LOC6537111|XP_015048145.1|DYAK	LOC108014558|XP_016936194.1|DSUZ
OG0000558	LOC6525400|XP_002101235.1|DYAK	LOC108004619|XP_016923048.1|DSUZ
OG0000559	LOC6536490|XP_039232847.1|DYAK	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ
OG0000559	LOC6534469|XP_002095146.1|DYAK	LOC108008001|XP_016927270.2|DSUZ
OG0000560	LOC6528420|XP_002089466.1|DYAK	LOC108018218|XP_016941226.1|DSUZ
OG0000560	LOC6528419|XP_002089465.1|DYAK	LOC108018217|XP_016941225.1|DSUZ
OG0000561	LOC6533885|XP_002094585.1|DYAK	LOC108013627|XP_016935060.1|DSUZ
OG0000561	LOC6533883|XP_002094583.1|DYAK	LOC108012283|XP_036671710.1|DSUZ
OG0000562	LOC6533713|XP_002094418.1|DYAK	LOC108017382|XP_036670681.1|DSUZ
OG0000562	LOC6533693|XP_002094398.2|DYAK	LOC108015911|XP_016937972.1|DSUZ
OG0000563	LOC26535721|XP_039229993.1|DYAK	LOC108014519|XP_016936146.1|DSUZ
OG0000563	LOC6533945|XP_002094645.2|DYAK	LOC108006384|XP_016925394.2|DSUZ
OG0000564	LOC6534675|XP_002095350.1|DYAK	LOC108012742|XP_016933665.1|DSUZ
OG0000564	LOC6534674|XP_002095349.1|DYAK	LOC108012709|XP_016933627.1|DSUZ
OG0000565	LOC6525293|XP_002101129.2|DYAK	LOC108016055|XP_016938138.2|DSUZ, LOC108015060|XP_016936789.1|DSUZ
OG0000565	LOC120320664|XP_039226903.1|DYAK	LOC118878564|XP_036677478.1|DSUZ
OG0000566	LOC6536684|XP_015047897.1|DYAK	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ
OG0000566	LOC6533474|XP_002094185.1|DYAK	LOC108013263|XP_016934511.1|DSUZ
OG0000567	LOC6525502|XP_002101337.1|DYAK	LOC108011118|XP_016931679.1|DSUZ
OG0000567	LOC6525504|XP_002101339.1|DYAK	LOC108011116|XP_016931676.1|DSUZ
OG0000568	LOC6524317|XP_002100176.2|DYAK	LOC108019001|XP_016942104.1|DSUZ
OG0000568	LOC6535286|XP_002095942.1|DYAK	LOC108011600|XP_016932258.2|DSUZ
OG0000569	LOC6536426|XP_002097008.1|DYAK	LOC118877958|XP_036674628.1|DSUZ
OG0000570	LOC6538748|XP_002099263.1|DYAK	LOC108020633|XP_016944474.1|DSUZ
OG0000570	LOC6538747|XP_002099262.1|DYAK	LOC108020629|XP_016944470.2|DSUZ
OG0000571	LOC6538188|XP_039231291.1|DYAK	LOC108014798|XP_036673543.1|DSUZ
OG0000571	LOC6538190|XP_039232757.1|DYAK	LOC108014799|XP_036673519.1|DSUZ
OG0000572	LOC6536878|XP_002097447.2|DYAK	LOC108005692|XP_036673926.1|DSUZ
OG0000572	LOC6536875|XP_002097444.1|DYAK	LOC108005702|XP_016924518.1|DSUZ
OG0000573	LOC6533499|XP_002094210.1|DYAK	LOC108013380|XP_016934693.1|DSUZ
OG0000573	LOC6531880|XP_002092667.1|DYAK	LOC108009661|XP_016929672.1|DSUZ
OG0000574	LOC6534394|XP_002095072.1|DYAK	LOC108006668|XP_036671918.1|DSUZ
OG0000574	LOC6535772|XP_002096395.1|DYAK	LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ
OG0000575	LOC6533910|XP_002094610.1|DYAK	LOC108007272|XP_036671843.1|DSUZ
OG0000575	LOC6533909|XP_002094609.1|DYAK	LOC108007279|XP_036671959.1|DSUZ
OG0000576	LOC6536071|XP_039231741.1|DYAK	LOC108017112|XP_016939561.2|DSUZ
OG0000576	LOC6536072|XP_039231740.1|DYAK	LOC108017098|XP_036675117.1|DSUZ
OG0000577	LOC6529624|XP_002090618.2|DYAK	LOC108016329|XP_016938458.1|DSUZ
OG0000577	LOC6529625|XP_002090619.1|DYAK	LOC108016302|XP_016938428.1|DSUZ
OG0000578	LOC6527146|XP_015053181.1|DYAK	LOC108020947|XP_016944875.1|DSUZ
OG0000578	LOC6531756|XP_002092546.2|DYAK	LOC108008448|XP_016927789.1|DSUZ
OG0000579	LOC6537360|XP_002097917.1|DYAK	LOC108017214|XP_016938011.2|DSUZ
OG0000579	LOC6533959|XP_002094659.1|DYAK	LOC108006714|XP_016925745.1|DSUZ
OG0000580	LOC6536565|XP_002097141.1|DYAK	LOC108012120|XP_036674774.1|DSUZ
OG0000580	LOC6536566|XP_002097142.1|DYAK	LOC108012121|XP_016932896.2|DSUZ
OG0000581	LOC120321749|XP_039231384.1|DYAK	LOC108018390|XP_036672534.1|DSUZ
OG0000581	LOC6524971|XP_002100811.2|DYAK	LOC108006332|XP_016925323.1|DSUZ
OG0000582	LOC6533810|XP_002094511.1|DYAK	LOC108014224|XP_016935746.2|DSUZ
OG0000582	LOC6530952|XP_015052778.1|DYAK	LOC108009763|XP_016929875.1|DSUZ
OG0000583	LOC6531811|XP_002092598.2|DYAK	LOC108008792|XP_016928178.1|DSUZ
OG0000583	LOC6531816|XP_002092603.1|DYAK	LOC108009036|XP_016928499.1|DSUZ
OG0000584	LOC6527824|XP_002088897.1|DYAK	LOC108011976|XP_016932730.1|DSUZ
OG0000584	LOC6527823|XP_002088896.1|DYAK	LOC108011270|XP_016931870.1|DSUZ
OG0000585	LOC6532751|XP_002093493.1|DYAK	LOC118877359|XP_036671736.1|DSUZ
OG0000586	LOC6530578|XP_002091491.1|DYAK	LOC108010239|XP_016930581.1|DSUZ
OG0000586	LOC6528668|XP_039227750.1|DYAK	LOC108017815|XP_016940453.1|DSUZ
OG0000586	LOC6529961|XP_002090908.2|DYAK	LOC108019921|XP_016943516.1|DSUZ
OG0000587	LOC26534989|XP_015051547.2|DYAK	LOC108008749|XP_016928136.1|DSUZ
OG0000587	LOC26536202|XP_015051448.1|DYAK	LOC108008283|XP_016927560.2|DSUZ
OG0000587	LOC6531643|XP_002092440.2|DYAK	LOC108017921|XP_016940584.1|DSUZ
OG0000587	LOC6531739|XP_002092529.2|DYAK	LOC108009666|XP_016929685.1|DSUZ
OG0000589	LOC6525016|XP_039227985.1|DYAK	LOC108016912|XP_016939319.1|DSUZ
OG0000590	LOC6537853|XP_002098394.1|DYAK	LOC108011016|XP_036673990.1|DSUZ
OG0000590	LOC6524288|XP_002100150.1|DYAK	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ
OG0000592	LOC6528485|XP_002089531.1|DYAK	LOC108009687|XP_016929723.1|DSUZ
OG0000592	LOC6530384|XP_002091310.1|DYAK	LOC108008840|XP_016928234.1|DSUZ
OG0000593	LOC6538048|XP_002098583.1|DYAK	LOC108010733|XP_036674522.1|DSUZ
OG0000593	LOC6524921|XP_002100761.1|DYAK	LOC108019192|XP_016942454.1|DSUZ
OG0000594	LOC6538086|XP_002098620.1|DYAK	LOC108014784|XP_016936466.1|DSUZ
OG0000594	LOC6536776|XP_002097347.1|DYAK	LOC108017407|XP_016939922.2|DSUZ
OG0000595	LOC6536984|XP_002097553.1|DYAK	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ
OG0000595	LOC6538160|XP_039232124.1|DYAK	LOC108014764|XP_016936445.2|DSUZ
OG0000596	LOC6523866|XP_002099739.1|DYAK	LOC108015398|XP_016937307.1|DSUZ
OG0000596	LOC6536544|XP_002097120.1|DYAK	LOC108010921|XP_016931410.2|DSUZ
OG0000597	LOC6538646|XP_002099166.2|DYAK	LOC108011499|XP_016932138.2|DSUZ
OG0000597	LOC6538993|XP_039231671.1|DYAK	LOC118878093|XP_036675289.1|DSUZ
OG0000598	LOC6536886|XP_002097455.1|DYAK	LOC108014127|XP_036673912.1|DSUZ
OG0000599	LOC6523845|XP_039229652.1|DYAK	LOC108012776|XP_016933699.1|DSUZ
OG0000600	LOC6530024|XP_002090970.1|DYAK	LOC108017829|XP_016940470.2|DSUZ
OG0000600	LOC6530025|XP_015052548.1|DYAK	LOC108018240|XP_016941255.1|DSUZ
OG0000601	LOC6526989|XP_002088085.1|DYAK	LOC108008307|XP_016927616.1|DSUZ
OG0000601	LOC6526618|XP_002087726.1|DYAK	LOC108021515|XP_016945761.1|DSUZ
OG0000602	LOC6527470|XP_002088561.1|DYAK	LOC108006804|XP_016925845.1|DSUZ
OG0000602	LOC6527471|XP_002088562.1|DYAK	LOC108006573|XP_016925595.1|DSUZ
OG0000603	LOC6537446|XP_015048353.1|DYAK	LOC108020794|XP_036674619.1|DSUZ
OG0000603	LOC6526518|XP_039227730.1|DYAK	LOC108009044|XP_016928539.2|DSUZ
OG0000603	LOC6527669|XP_002088755.1|DYAK	LOC108017952|XP_016940696.1|DSUZ
OG0000604	LOC6526617|XP_002087725.1|DYAK	LOC108021516|XP_016945762.1|DSUZ
OG0000604	LOC6526616|XP_002087724.1|DYAK	LOC108005530|XP_016924316.1|DSUZ
OG0000605	LOC6529254|XP_002090259.1|DYAK	LOC108008119|XP_016927401.1|DSUZ
OG0000606	LOC6537818|XP_002098359.1|DYAK	LOC108005609|XP_016924408.2|DSUZ
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC118877894|XP_036674225.1|DSUZ
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC108018412|XP_016941457.2|DSUZ
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC108018420|XP_016941466.2|DSUZ
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC108014070|XP_036675298.1|DSUZ
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC108016951|XP_016939373.1|DSUZ
OG0000610	LOC6535030|XP_002095696.2|DYAK	LOC108020719|XP_016944577.2|DSUZ
OG0000610	LOC6530566|XP_002091479.1|DYAK	LOC108008858|XP_016928251.1|DSUZ
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC108009242|XP_016928900.1|DSUZ
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC108010310|XP_016930690.1|DSUZ
OG0000612	LOC6534209|XP_039229516.1|DYAK	LOC108015797|XP_016937845.2|DSUZ
OG0000612	LOC6534210|XP_002094892.3|DYAK	LOC108007759|XP_016927002.2|DSUZ
OG0000612	LOC6534211|XP_039229518.1|DYAK	LOC108007758|XP_016927001.2|DSUZ
