Orthogroup	DYAK.longest_only	DSIM.longest_only
OG0000849	LOC6527286|XP_002088380.1|DYAK	LOC6731997|XP_002079131.1|DSIM
OG0000849	LOC6526381|XP_002087500.1|DYAK	LOC6730528|XP_016022982.1|DSIM
OG0000850	LOC6531324|XP_039228428.1|DYAK	LOC6735755|XP_002082668.1|DSIM
OG0000850	LOC6531323|XP_002092127.3|DYAK	LOC6735753|XP_016029118.1|DSIM
OG0000851	LOC6531353|XP_015051263.1|DYAK	LOC6734822|XP_016028055.1|DSIM
OG0000852	LOC120321039|XP_039228225.1|DYAK	LOC6735160|XP_016028442.1|DSIM
OG0000852	LOC6531044|XP_002091880.3|DYAK	LOC6735159|XP_016028441.1|DSIM
OG0000852	LOC120321038|XP_039228224.1|DYAK	LOC27207454|XP_016028440.2|DSIM
OG0000854	LOC6524103|XP_002099967.1|DYAK	LOC6725205|XP_016038231.1|DSIM
OG0000854	LOC6524100|XP_039228477.1|DYAK	LOC6725208|XP_002106231.3|DSIM
OG0000855	LOC6523938|XP_002099810.1|DYAK	LOC6739917|XP_002076807.1|DSIM
OG0000855	LOC6536188|XP_002096779.1|DYAK	LOC6728956|XP_002104284.3|DSIM
OG0000856	LOC6524744|XP_002100588.1|DYAK	LOC27208055|XP_016039310.1|DSIM
OG0000856	LOC6534633|XP_002095308.3|DYAK	LOC6739014|XP_016032853.1|DSIM
OG0000857	LOC6526134|XP_002101951.2|DYAK	LOC6726562|XP_002107516.2|DSIM
OG0000858	LOC6536892|XP_002097461.1|DYAK	LOC6728285|XP_002103634.1|DSIM
OG0000858	LOC6536893|XP_002097462.1|DYAK	LOC6728284|XP_002103633.1|DSIM
OG0000860	LOC6534766|XP_002095441.3|DYAK	LOC6738877|XP_002085672.2|DSIM
OG0000860	LOC6533426|XP_039230595.1|DYAK	LOC6736569|XP_016030160.1|DSIM
OG0000861	LOC6531869|XP_002092656.2|DYAK	LOC6735913|XP_002082823.3|DSIM
OG0000862	LOC6530708|XP_002091599.1|DYAK	LOC6735479|XP_002082418.1|DSIM
OG0000862	LOC6528112|XP_002089179.1|DYAK	LOC6731117|XP_002078274.1|DSIM
OG0000863	LOC6537728|XP_002098273.1|DYAK	LOC6729083|XP_002104404.1|DSIM
OG0000864	LOC6527509|XP_002088599.1|DYAK	LOC6732212|XP_002079341.1|DSIM
OG0000864	LOC6524541|XP_002100398.1|DYAK	LOC27206792|XP_016039129.1|DSIM
OG0000865	LOC6526232|XP_002102041.1|DYAK	LOC6726638|XP_016040376.1|DSIM
OG0000865	LOC6536375|XP_002096957.1|DYAK	LOC6728775|XP_016035453.1|DSIM
OG0000866	LOC6526399|XP_002087518.1|DYAK	LOC6730547|XP_016022999.1|DSIM
OG0000866	LOC6526400|XP_002087519.2|DYAK	LOC6730548|XP_039150675.1|DSIM
OG0000867	LOC6528265|XP_002089318.1|DYAK	LOC6732361|XP_016025009.1|DSIM
OG0000867	LOC6528005|XP_002089072.1|DYAK	LOC6731776|XP_016024471.1|DSIM
OG0000868	LOC6525076|XP_002100915.1|DYAK	LOC6725650|XP_016038863.1|DSIM
OG0000869	LOC6536075|XP_002096685.1|DYAK	LOC6727058|XP_002102455.1|DSIM
OG0000870	LOC6531925|XP_002092711.3|DYAK	LOC6735965|XP_016029314.1|DSIM
OG0000871	LOC6530190|XP_002091128.1|DYAK	LOC6734093|XP_016027088.1|DSIM
OG0000872	LOC6525837|XP_002101657.1|DYAK	LOC27206337|XP_016022765.1|DSIM
OG0000872	LOC6531967|XP_039228526.1|DYAK	LOC6735999|XP_002082908.1|DSIM
OG0000873	LOC6539817|XP_039229443.1|DYAK	LOC6739100|XP_016032941.2|DSIM
OG0000874	LOC6524198|XP_002100061.1|DYAK	LOC6725130|XP_002106156.2|DSIM
OG0000874	LOC6531375|XP_015051292.1|DYAK	LOC6734802|XP_016028012.1|DSIM
OG0000875	LOC6534857|XP_002095529.1|DYAK	LOC6738776|XP_002085576.1|DSIM
OG0000877	LOC6534916|XP_002095587.2|DYAK	LOC6738716|XP_016032529.1|DSIM
OG0000877	LOC6523787|XP_002099662.1|DYAK	LOC6724764|XP_016037515.1|DSIM
OG0000878	LOC6531801|XP_015051559.1|DYAK	LOC6735847|XP_016029222.1|DSIM
OG0000878	LOC6527951|XP_002089018.1|DYAK	LOC6731725|XP_002078860.1|DSIM
OG0000879	LOC6530854|XP_002091733.1|DYAK	LOC6735325|XP_002082276.2|DSIM
OG0000880	LOC6539949|XP_002086824.3|DYAK	LOC6727338|XP_002102723.1|DSIM
OG0000880	LOC6533579|XP_002094289.1|DYAK	LOC6737536|XP_002084371.1|DSIM
OG0000881	LOC6539773|XP_002086651.2|DYAK	LOC6739666|XP_002076559.1|DSIM
OG0000881	LOC6539766|XP_015044985.2|DYAK	LOC6738930|XP_016032760.1|DSIM
OG0000881	LOC6534715|XP_002095390.1|DYAK	LOC6738929|XP_002085724.1|DSIM
OG0000882	LOC6525574|XP_002101409.1|DYAK	LOC6726164|XP_016039699.1|DSIM
OG0000882	LOC6529231|XP_015052253.1|DYAK	LOC120285248|XP_039152511.1|DSIM, LOC6733058|XP_039154259.1|DSIM
OG0000883	LOC6524720|XP_039230630.1|DYAK	LOC6725941|XP_002106924.1|DSIM
OG0000884	LOC6526852|XP_002087952.2|DYAK	LOC6730988|XP_016023454.1|DSIM
OG0000884	LOC6525299|XP_002101135.1|DYAK	LOC6740029|XP_039152469.1|DSIM
OG0000885	LOC6535629|XP_015047244.1|DYAK	LOC6727510|XP_016034090.1|DSIM
OG0000886	LOC6535579|XP_002096208.1|DYAK	LOC6727553|XP_016034129.1|DSIM
OG0000887	LOC6525075|XP_015046084.1|DYAK	LOC6725644|XP_016038865.1|DSIM
OG0000888	LOC6532220|XP_015049231.1|DYAK	LOC6734411|XP_016029676.1|DSIM
OG0000889	LOC6535174|XP_015051058.2|DYAK	LOC6739135|XP_039149460.1|DSIM
OG0000890	LOC6531333|XP_002092137.1|DYAK	LOC27206331|XP_039147269.1|DSIM, LOC120285365|XP_039153789.1|DSIM
OG0000891	LOC6527532|XP_002088622.1|DYAK	LOC6732232|XP_016024910.1|DSIM
OG0000891	LOC6527336|XP_002088428.1|DYAK	LOC6732042|XP_002079174.1|DSIM
OG0000892	LOC6533697|XP_002094402.1|DYAK	LOC6737650|XP_002084482.1|DSIM
OG0000892	LOC6534771|XP_015050827.2|DYAK	LOC6738871|XP_039149421.1|DSIM
OG0000893	LOC6539878|XP_002086762.3|DYAK	LOC6727085|XP_002102482.2|DSIM
OG0000894	LOC6536100|XP_002096708.2|DYAK	LOC6727036|XP_016033527.1|DSIM
OG0000895	LOC6531432|XP_002092235.1|DYAK	LOC6734751|XP_016027956.1|DSIM
OG0000896	LOC6531414|XP_002092217.2|DYAK	LOC6734763|XP_039148134.1|DSIM
OG0000896	LOC6524025|XP_002099897.1|DYAK	LOC27206586|XP_016038294.1|DSIM
OG0000897	LOC6538424|XP_002098948.1|DYAK	LOC6729708|XP_002105014.1|DSIM
OG0000897	LOC6538427|XP_002098951.1|DYAK	LOC6729705|XP_002105011.1|DSIM
OG0000898	LOC6531388|XP_002092191.1|DYAK	LOC6734790|XP_002081793.1|DSIM
OG0000898	LOC6531737|XP_002092527.1|DYAK	LOC6735785|XP_002082698.1|DSIM
OG0000899	LOC6536175|XP_002096766.3|DYAK	LOC6728972|XP_002104300.1|DSIM
OG0000899	LOC6536176|XP_002096767.2|DYAK	LOC6728971|XP_002104299.1|DSIM
OG0000900	LOC6531321|XP_002092125.1|DYAK	LOC6735751|XP_016029115.1|DSIM
OG0000900	LOC6531320|XP_002092124.1|DYAK	LOC6735750|XP_002082663.1|DSIM
OG0000901	LOC6530539|XP_002091454.1|DYAK	LOC6735648|XP_002082566.1|DSIM
OG0000901	LOC6530538|XP_002091453.1|DYAK	LOC6735649|XP_016029005.1|DSIM
OG0000902	LOC26535388|XP_015046278.1|DYAK	LOC27208125|XP_016038449.1|DSIM
OG0000902	LOC6525393|XP_015046277.1|DYAK	LOC27207908|XP_016038450.1|DSIM
OG0000903	LOC6533271|XP_002093997.1|DYAK	LOC6737088|XP_016030717.1|DSIM
OG0000903	LOC6533269|XP_002093995.1|DYAK	LOC27206245|XP_016030716.1|DSIM
OG0000904	LOC26535452|XP_039229421.1|DYAK	LOC27207682|XP_016030183.1|DSIM
OG0000904	LOC6532770|XP_002093512.2|DYAK	LOC6736584|XP_002083446.2|DSIM
OG0000904	LOC6532771|XP_002093513.1|DYAK	LOC6736585|XP_002083447.1|DSIM
OG0000906	LOC120321099|XP_039228529.1|DYAK	LOC6733952|XP_002080996.1|DSIM
OG0000906	LOC6529310|XP_002090315.1|DYAK	LOC6733953|XP_002080997.2|DSIM
OG0000907	LOC6531937|XP_002092723.1|DYAK	LOC6735978|XP_002082887.2|DSIM
OG0000909	LOC6523870|XP_002099743.1|DYAK	LOC6739900|XP_002076788.1|DSIM
OG0000909	LOC6537951|XP_002098488.1|DYAK	LOC6729298|XP_002104615.1|DSIM
OG0000910	LOC6536551|XP_039232804.1|DYAK	LOC6728610|XP_002103951.1|DSIM
OG0000910	LOC6524606|XP_039233765.1|DYAK	LOC27208762|XP_039153820.1|DSIM
OG0000911	LOC6531203|XP_002092031.1|DYAK	LOC6734994|XP_002081976.1|DSIM
OG0000912	LOC6534551|XP_002095228.1|DYAK	LOC6738206|XP_016032034.1|DSIM
OG0000913	LOC6533908|XP_002094608.2|DYAK	LOC6737846|XP_039149235.1|DSIM
OG0000914	LOC6530117|XP_002091063.1|DYAK	LOC6734149|XP_002081178.1|DSIM
OG0000915	LOC6531445|XP_002092248.1|DYAK	LOC6734736|XP_002081739.1|DSIM
OG0000915	LOC6524225|XP_002100088.1|DYAK	LOC6725108|XP_002106134.1|DSIM
OG0000916	LOC6527679|XP_039227663.1|DYAK	LOC6731463|XP_016024123.1|DSIM
OG0000917	LOC6527664|XP_039227662.1|DYAK	LOC6731448|XP_039147575.1|DSIM
OG0000918	LOC6539125|XP_039226520.1|DYAK	LOC6733156|XP_002080232.1|DSIM
OG0000918	LOC6526679|XP_002087785.1|DYAK	LOC6730824|XP_002077991.2|DSIM
OG0000920	LOC6525308|XP_015046230.1|DYAK	LOC6725448|XP_016038540.1|DSIM
OG0000921	LOC6524449|XP_039233515.1|DYAK	LOC6739946|XP_039152515.1|DSIM
OG0000921	LOC6524450|XP_039233517.1|DYAK	LOC120285277|XP_039152678.1|DSIM
OG0000922	LOC6532914|XP_002093650.1|DYAK	LOC6736729|XP_016030353.1|DSIM
OG0000923	LOC6534227|XP_002094909.1|DYAK	LOC6738557|XP_002085362.1|DSIM
OG0000923	LOC6536247|XP_002096833.1|DYAK	LOC6728900|XP_016035594.1|DSIM
OG0000924	LOC6524524|XP_002100381.1|DYAK	LOC27208565|XP_016039114.1|DSIM
OG0000925	LOC6538932|XP_002099436.2|DYAK	LOC27206388|XP_016037036.1|DSIM
OG0000925	LOC6538931|XP_002099435.1|DYAK	LOC6730266|XP_002105549.1|DSIM
OG0000926	LOC6536135|XP_002096736.2|DYAK	LOC6727005|XP_002102406.2|DSIM
OG0000926	LOC6537145|XP_002097706.1|DYAK	LOC6727926|XP_002103281.1|DSIM
OG0000927	LOC6538379|XP_002098903.1|DYAK	LOC6729752|XP_039150907.1|DSIM
OG0000927	LOC6538376|XP_002098900.1|DYAK	LOC6729754|XP_002105060.1|DSIM
OG0000928	LOC6527819|XP_002088892.1|DYAK	LOC6731593|XP_016024268.1|DSIM
OG0000928	LOC6527818|XP_002088891.1|DYAK	LOC6731592|XP_002078733.1|DSIM
OG0000929	LOC120320568|XP_039226488.1|DYAK	LOC6730728|XP_039150572.1|DSIM
OG0000930	LOC26535461|XP_015050723.1|DYAK	LOC6738238|XP_002085050.1|DSIM
OG0000930	LOC6534568|XP_039230696.1|DYAK	LOC6738239|XP_002085051.2|DSIM
OG0000931	LOC6531780|XP_002092567.1|DYAK	LOC6735826|XP_002082736.1|DSIM
OG0000931	LOC6528962|XP_039227029.1|DYAK	LOC6732468|XP_002079588.2|DSIM
OG0000932	LOC6539418|XP_039229812.1|DYAK	LOC6738803|XP_002085603.2|DSIM
OG0000932	LOC6539420|XP_039230445.1|DYAK	LOC6738804|XP_002085604.1|DSIM
OG0000933	LOC6530740|XP_015052742.2|DYAK	LOC6735444|XP_002082384.2|DSIM
OG0000933	LOC120321079|XP_039228403.1|DYAK	LOC6735445|XP_002082385.2|DSIM
OG0000934	LOC6528590|XP_002089633.1|DYAK	LOC6740386|XP_002080586.1|DSIM
OG0000934	LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK	LOC6733530|XP_002080585.1|DSIM
OG0000935	LOC6538122|XP_002098657.2|DYAK	LOC6729974|XP_016036743.1|DSIM
OG0000936	LOC6524692|XP_002100536.1|DYAK	LOC27206346|XP_016039272.2|DSIM
OG0000937	LOC6538315|XP_039232217.1|DYAK	LOC6729817|XP_016036509.1|DSIM
OG0000938	LOC6531773|XP_002092560.1|DYAK	LOC27208010|XP_016029200.1|DSIM
OG0000938	LOC6524789|XP_002100633.1|DYAK	LOC27207752|XP_016039363.1|DSIM
OG0000939	LOC6526903|XP_002088002.1|DYAK	LOC6731396|XP_002078549.1|DSIM
OG0000939	LOC6526897|XP_002087996.1|DYAK	LOC6731402|XP_039152883.1|DSIM
OG0000940	LOC6525430|XP_002101265.1|DYAK	LOC27209233|XP_016038416.1|DSIM
OG0000940	LOC6532384|XP_002093135.1|DYAK	LOC6736353|XP_002083229.1|DSIM
OG0000941	LOC6538820|XP_002099333.1|DYAK	LOC27207754|XP_016036922.1|DSIM
OG0000941	LOC6525927|XP_002101747.1|DYAK	LOC6725559|XP_016038685.1|DSIM
OG0000942	LOC26536025|XP_015045162.1|DYAK	LOC6738961|XP_039149586.1|DSIM
OG0000943	LOC6530250|XP_002091187.1|DYAK	LOC6734028|XP_016027047.1|DSIM
OG0000944	LOC6524674|XP_002100531.1|DYAK	LOC27206397|XP_016039270.1|DSIM
OG0000944	LOC6528246|XP_002089301.2|DYAK	LOC6732338|XP_002079461.1|DSIM
OG0000945	LOC6532318|XP_002093078.1|DYAK	LOC6736294|XP_002083178.2|DSIM
OG0000945	LOC6532317|XP_002093077.3|DYAK	LOC6736293|XP_002083177.2|DSIM
OG0000946	LOC6527634|XP_002088722.1|DYAK	LOC6731422|XP_016024040.1|DSIM
OG0000947	LOC6531959|XP_002092745.1|DYAK	LOC6736003|XP_016029366.1|DSIM
OG0000948	LOC6532828|XP_002093565.1|DYAK	LOC6736646|XP_016030241.1|DSIM
OG0000949	LOC6524595|XP_039233585.1|DYAK	LOC6725850|XP_039154020.1|DSIM
OG0000950	LOC6539850|XP_002086732.3|DYAK	LOC6727112|XP_002102505.1|DSIM
OG0000951	LOC6536823|XP_002097393.1|DYAK	LOC6728354|XP_002103702.1|DSIM
OG0000952	LOC6527346|XP_002088438.1|DYAK	LOC27206555|XP_039147017.1|DSIM
OG0000954	LOC6529055|XP_002090084.1|DYAK	LOC6733211|XP_002080275.1|DSIM
OG0000955	LOC26536214|XP_015048558.2|DYAK	LOC27208529|XP_016035885.1|DSIM
OG0000955	LOC6537883|XP_002098424.2|DYAK	LOC6729232|XP_002104553.2|DSIM
OG0000956	LOC6535704|XP_002096331.1|DYAK	LOC6727438|XP_002102819.2|DSIM
OG0000956	LOC6535700|XP_039231151.1|DYAK	LOC6727442|XP_016034016.1|DSIM
OG0000957	LOC6531174|XP_002092003.2|DYAK	LOC6735025|XP_002082006.2|DSIM
OG0000957	LOC6531175|XP_002092004.1|DYAK	LOC6735024|XP_002082005.2|DSIM
OG0000958	LOC26534936|XP_015047983.1|DYAK	LOC6728291|XP_002103640.1|DSIM
OG0000958	LOC6532168|XP_002092941.2|DYAK	LOC27207477|XP_016029598.1|DSIM
OG0000959	LOC6534183|XP_002094866.1|DYAK	LOC6738603|XP_016032447.1|DSIM
OG0000959	LOC6538345|XP_002098870.1|DYAK	LOC6729789|XP_002105094.2|DSIM
OG0000960	LOC6523945|XP_002099817.1|DYAK	LOC27207158|XP_016037708.1|DSIM
OG0000961	LOC6539533|XP_002086421.1|DYAK	LOC6738223|XP_002085035.1|DSIM
OG0000961	LOC6539536|XP_002086424.2|DYAK	LOC6738220|XP_002085032.1|DSIM
OG0000962	LOC6537897|XP_002098438.1|DYAK	LOC6729242|XP_002104563.2|DSIM
OG0000962	LOC6537896|XP_002098437.2|DYAK	LOC27208053|XP_039151504.1|DSIM
OG0000962	LOC6537898|XP_002098439.1|DYAK	LOC6729243|XP_016035898.1|DSIM
OG0000963	LOC6525797|XP_002101618.1|DYAK	LOC6726355|XP_002107315.1|DSIM
OG0000964	LOC6531446|XP_002092249.2|DYAK	LOC6739455|XP_016027945.1|DSIM
OG0000965	LOC6525894|XP_002101714.1|DYAK	LOC6725521|XP_002106534.1|DSIM
OG0000966	LOC6529891|XP_002090848.1|DYAK	LOC6734379|XP_002081400.1|DSIM
OG0000966	LOC6538936|XP_002099440.2|DYAK	LOC6730271|XP_002105554.2|DSIM
OG0000968	LOC6534444|XP_002095121.1|DYAK	LOC6738344|XP_016032189.1|DSIM
OG0000969	LOC6530718|XP_002091609.1|DYAK	LOC6735468|XP_002082407.1|DSIM
OG0000969	LOC6538968|XP_002099471.1|DYAK	LOC6730304|XP_002105587.1|DSIM
OG0000970	LOC6538215|XP_002098742.1|DYAK	LOC6729890|XP_002105193.1|DSIM
OG0000971	LOC6529502|XP_002090504.1|DYAK	LOC27208901|XP_016025251.1|DSIM
OG0000972	LOC6533152|XP_002093878.1|DYAK	LOC6736964|XP_002083811.2|DSIM
OG0000972	LOC6524411|XP_002100269.1|DYAK	LOC6724953|XP_016037815.1|DSIM
OG0000973	LOC6524349|XP_002100207.2|DYAK	LOC6739964|XP_016037939.2|DSIM
OG0000974	LOC6532885|XP_039229755.1|DYAK	LOC6736701|XP_016030316.2|DSIM
OG0000974	LOC6532886|XP_002093622.1|DYAK	LOC6736702|XP_016030317.1|DSIM
OG0000975	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK	LOC6728509|XP_016035150.1|DSIM
OG0000976	LOC26534895|XP_015047609.1|DYAK	LOC6728934|XP_016035611.1|DSIM
OG0000977	LOC120321725|XP_039231261.1|DYAK	LOC120285000|XP_039151007.1|DSIM
OG0000977	LOC6537218|XP_002097776.3|DYAK	LOC6728002|XP_016034602.2|DSIM
OG0000978	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM
OG0000978	LOC6536623|XP_002097195.1|DYAK	LOC6728538|XP_002103883.1|DSIM
OG0000979	LOC6531620|XP_002092417.2|DYAK	LOC6735698|XP_016029074.1|DSIM
OG0000980	LOC6538333|XP_002098860.1|DYAK	LOC6729802|XP_002105105.2|DSIM
OG0000980	LOC6537835|XP_002098376.3|DYAK	LOC6729187|XP_002104508.1|DSIM
OG0000981	LOC6528020|XP_002089087.1|DYAK	LOC6731790|XP_002078925.1|DSIM
OG0000982	LOC6537401|XP_002097957.1|DYAK	LOC6728479|XP_002103824.1|DSIM
OG0000982	LOC26535717|XP_015047733.1|DYAK	LOC27208104|XP_016035424.1|DSIM
OG0000982	LOC26534505|XP_039232148.1|DYAK	LOC27207407|XP_039150777.1|DSIM
OG0000983	LOC120320503|XP_039226183.1|DYAK, LOC120320579|XP_039226544.1|DYAK	LOC120285319|XP_039153155.1|DSIM, LOC120285058|XP_039151586.1|DSIM
OG0000984	LOC6538514|XP_039232322.1|DYAK	LOC27208249|XP_016036257.2|DSIM
OG0000984	LOC6527122|XP_039226990.1|DYAK	LOC6731180|XP_039152453.1|DSIM
OG0000985	LOC26535805|XP_015051173.1|DYAK	LOC27208894|XP_016028267.1|DSIM
OG0000985	LOC6531234|XP_002092046.2|DYAK	LOC6734966|XP_016028268.1|DSIM
OG0000986	LOC6529546|XP_002090544.3|DYAK	LOC27206559|XP_039154380.1|DSIM
OG0000986	LOC6529195|XP_039228795.1|DYAK	LOC6733102|XP_002080179.1|DSIM
OG0000987	LOC6527829|XP_015053823.1|DYAK	LOC6731602|XP_016024277.1|DSIM
OG0000987	LOC6537882|XP_002098423.2|DYAK	LOC6729231|XP_016035882.1|DSIM
OG0000987	LOC120321887|XP_039231925.1|DYAK	LOC6729233|XP_016035884.1|DSIM
OG0000988	LOC6527326|XP_002088418.2|DYAK	LOC6732033|XP_002079165.1|DSIM
OG0000990	LOC6538243|XP_002098770.1|DYAK	LOC27208045|XP_016036616.1|DSIM
OG0000990	LOC6525173|XP_002101011.1|DYAK	LOC6726462|XP_016040044.1|DSIM
OG0000991	LOC6525298|XP_039233376.1|DYAK	LOC6725458|XP_002106474.2|DSIM
OG0000992	LOC6537865|XP_039231172.1|DYAK	LOC6729214|XP_016035867.2|DSIM
OG0000993	LOC6538835|XP_002099348.1|DYAK	LOC6730175|XP_002105466.1|DSIM
OG0000993	LOC6538834|XP_002099347.1|DYAK	LOC6730174|XP_002105465.1|DSIM
OG0000994	LOC6523994|XP_002099866.1|DYAK	LOC6725249|XP_016038259.1|DSIM
OG0000995	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM
OG0000996	LOC6530214|XP_039229237.1|DYAK	LOC6734065|XP_016027068.1|DSIM
OG0000997	LOC6530018|XP_002090964.1|DYAK	LOC6734257|XP_039147519.1|DSIM
OG0000998	LOC6532226|XP_039229591.1|DYAK	LOC6740503|XP_016029702.1|DSIM
OG0000999	LOC6531790|XP_002092577.1|DYAK	LOC6735837|XP_016029207.1|DSIM
OG0000999	LOC6523834|XP_002099709.1|DYAK	LOC27206864|XP_039153050.1|DSIM
OG0001000	LOC6529139|XP_002090148.1|DYAK	LOC6739798|XP_016025982.1|DSIM
OG0001001	LOC6531580|XP_039229220.1|DYAK	LOC6734608|XP_016027762.1|DSIM
OG0001002	LOC6529583|XP_002090577.1|DYAK	LOC6739249|XP_016025403.1|DSIM
OG0001003	LOC6535236|XP_002095895.1|DYAK	LOC27208286|XP_016025863.1|DSIM
OG0001003	LOC26536424|XP_015054735.1|DYAK	LOC27208315|XP_016026534.1|DSIM
OG0001004	LOC6535906|XP_002096522.3|DYAK	LOC6727224|XP_016033718.1|DSIM
OG0001004	LOC6536405|XP_002096987.1|DYAK	LOC6728745|XP_002104080.1|DSIM
OG0001005	LOC6529670|XP_002090663.1|DYAK	LOC6732771|XP_002079884.1|DSIM
OG0001005	LOC6524460|XP_039233531.1|DYAK	LOC27206578|XP_016037765.1|DSIM
OG0001006	LOC6537249|XP_002097807.1|DYAK	LOC27207437|XP_016034653.1|DSIM
OG0001006	LOC6533787|XP_002094489.1|DYAK	LOC6737722|XP_002084552.1|DSIM
OG0001007	LOC6531972|XP_002092758.1|DYAK	LOC6736007|XP_016029382.1|DSIM
OG0001008	LOC6538184|XP_002098712.1|DYAK	LOC6729919|XP_002105221.1|DSIM
OG0001008	LOC6524948|XP_002100788.1|DYAK	LOC6726116|XP_002107094.1|DSIM
OG0001009	LOC6538416|XP_002098940.1|DYAK	LOC6729717|XP_016036371.1|DSIM
OG0001010	LOC120322393|XP_039233518.1|DYAK	LOC27206355|XP_039152837.1|DSIM
OG0001010	LOC6526257|XP_002087379.1|DYAK	LOC6730408|XP_002077589.2|DSIM
OG0001011	LOC6524633|XP_002100490.3|DYAK	LOC6740113|XP_016039225.2|DSIM
OG0001011	LOC6529440|XP_002090444.1|DYAK	LOC6732633|XP_002079750.1|DSIM
OG0001012	LOC6524853|XP_015045905.1|DYAK	LOC6726044|XP_039153197.1|DSIM
OG0001012	LOC6524854|XP_015045906.1|DYAK	LOC120285330|XP_039153226.1|DSIM
OG0001013	LOC6533808|XP_002094509.2|DYAK	LOC6737736|XP_016031516.1|DSIM
OG0001013	LOC6534836|XP_015050865.1|DYAK	LOC6738808|XP_016032615.1|DSIM
OG0001014	LOC6534895|XP_002095567.1|DYAK	LOC6738738|XP_002085538.1|DSIM
OG0001014	LOC6533840|XP_002094540.1|DYAK	LOC6737768|XP_016031555.1|DSIM
OG0001015	LOC6525964|XP_002101783.1|DYAK	LOC6740055|XP_016038721.1|DSIM
OG0001015	LOC6525963|XP_002101782.1|DYAK	LOC6740057|XP_016038720.1|DSIM
OG0001016	LOC6538502|XP_002099024.1|DYAK	LOC6729629|XP_002104937.1|DSIM
OG0001016	LOC6525665|XP_002101487.1|DYAK	LOC6726263|XP_016039774.2|DSIM
OG0001017	LOC26535256|XP_015051288.1|DYAK	LOC27208376|XP_016028038.1|DSIM
OG0001017	LOC6533476|XP_002094187.1|DYAK	LOC6736523|XP_002083393.1|DSIM
OG0001017	LOC6539588|XP_002086453.1|DYAK	LOC6738138|XP_002084951.2|DSIM
OG0001018	LOC6537952|XP_002098489.1|DYAK	LOC6729299|XP_016035938.1|DSIM
OG0001019	LOC6538319|XP_039232213.1|DYAK	LOC6729814|XP_016036496.1|DSIM
OG0001020	LOC6526095|XP_002101912.1|DYAK	LOC6726527|XP_016040172.1|DSIM
OG0001021	LOC26535754|XP_015054663.1|DYAK	LOC6731254|XP_039149200.1|DSIM
OG0001022	LOC6536484|XP_002097062.1|DYAK	LOC6728676|XP_016035347.1|DSIM
OG0001022	LOC6524894|XP_002100734.1|DYAK	LOC6739835|XP_002076729.1|DSIM
OG0001024	LOC6538330|XP_015048779.1|DYAK	LOC6729805|XP_016036493.1|DSIM
OG0001025	LOC6533856|XP_002094556.1|DYAK	LOC6737785|XP_002084613.1|DSIM
OG0001026	LOC6528511|XP_002089557.1|DYAK	LOC6733466|XP_016026418.1|DSIM
OG0001027	LOC6534181|XP_002094864.1|DYAK	LOC6738605|XP_016032449.1|DSIM
OG0001028	LOC6529019|XP_002090051.1|DYAK	LOC6732408|XP_002079529.1|DSIM
OG0001029	LOC6529344|XP_002090349.1|DYAK	LOC6739377|XP_002076281.2|DSIM
OG0001031	LOC6529174|XP_039229124.1|DYAK	LOC6733122|XP_039154575.1|DSIM
OG0001032	LOC6540137|XP_002086995.3|DYAK	LOC120285686|XP_039154277.1|DSIM
OG0001033	LOC6540170|XP_039229937.1|DYAK	LOC6739164|XP_002085954.2|DSIM
OG0001034	LOC6534041|XP_002094727.1|DYAK	LOC6737979|XP_016031768.1|DSIM
OG0001035	LOC6526234|XP_002102043.1|DYAK	LOC27206759|XP_016040377.1|DSIM
OG0001035	LOC6526235|XP_002102044.1|DYAK	LOC6740335|XP_002077204.1|DSIM
OG0001036	LOC6528943|XP_002089975.1|DYAK	LOC6732487|XP_016025140.1|DSIM
OG0001036	LOC6535507|XP_002096136.2|DYAK	LOC6727620|XP_002102999.2|DSIM
OG0001037	LOC6533643|XP_002094349.1|DYAK	LOC120284754|XP_039149317.1|DSIM
OG0001038	LOC6535768|XP_002096391.3|DYAK	LOC6727376|XP_016033915.1|DSIM
OG0001038	LOC6535767|XP_002096390.3|DYAK	LOC6727377|XP_002102762.1|DSIM
OG0001039	LOC6537299|XP_002097857.2|DYAK	LOC6739723|XP_002076617.2|DSIM
OG0001039	LOC6537297|XP_002097855.1|DYAK	LOC6739727|XP_002076620.1|DSIM
OG0001040	LOC6534395|XP_002095073.1|DYAK	LOC6738396|XP_002085205.1|DSIM
OG0001040	LOC6538471|XP_002098995.1|DYAK	LOC6729659|XP_002104965.1|DSIM
OG0001040	LOC6538470|XP_002098994.1|DYAK	LOC6729660|XP_002104966.1|DSIM
