Orthogroup	DYAK.longest_only	DPSE.longest_only
OG0000607	LOC6536669|XP_002097241.1|DYAK	LOC4802096|XP_001359081.3|DPSE
OG0000607	LOC6535898|XP_002096514.2|DYAK	LOC4803193|XP_001359976.3|DPSE
OG0000608	LOC6538397|XP_002098921.1|DYAK	LOC4802179|XP_001359148.2|DPSE
OG0000608	LOC6538402|XP_039231178.1|DYAK	LOC4802184|XP_033233462.1|DPSE
OG0000609	LOC6526415|XP_002087534.1|DYAK	LOC6901587|XP_033239096.1|DPSE
OG0000610	LOC6535030|XP_002095696.2|DYAK	LOC4813783|XP_001353483.3|DPSE
OG0000610	LOC6530566|XP_002091479.1|DYAK	LOC4805242|XP_001361675.1|DPSE
OG0000611	LOC6530701|XP_039229352.1|DYAK	LOC6898992|XP_004444534.3|DPSE
OG0000611	LOC6531411|XP_002092214.1|DYAK	LOC6898249|XP_002138315.3|DPSE
OG0000612	LOC6534209|XP_039229516.1|DYAK, LOC6534210|XP_002094892.3|DYAK	LOC6900824|XP_033237968.1|DPSE
OG0000612	LOC6534211|XP_039229518.1|DYAK	LOC6900822|XP_002135181.2|DPSE
OG0000614	LOC26536392|XP_015048590.2|DYAK	LOC4800278|XP_001357617.3|DPSE
OG0000614	LOC6525999|XP_015046580.1|DYAK	LOC4811663|XP_033239428.1|DPSE
OG0000615	LOC6525802|XP_002101623.1|DYAK	LOC4811656|XP_001352247.4|DPSE
OG0000615	LOC6536427|XP_002097009.3|DYAK	LOC4801510|XP_001358589.2|DPSE
OG0000616	LOC6525792|XP_039233576.1|DYAK, LOC120322404|XP_039233595.1|DYAK	LOC4814421|XP_001354361.3|DPSE
OG0000617	LOC6538246|XP_002098773.3|DYAK	LOC4800658|XP_001357891.4|DPSE
OG0000617	LOC6536825|XP_002097395.1|DYAK	LOC4800836|XP_001358040.1|DPSE
OG0000618	LOC6537663|XP_002098208.1|DYAK	LOC4800978|XP_001358159.3|DPSE
OG0000618	LOC6535117|XP_015051019.2|DYAK	LOC4812876|XP_015042925.1|DPSE
OG0000619	LOC6531037|XP_002091873.2|DYAK	LOC6898218|XP_002138284.2|DPSE
OG0000620	LOC6525119|XP_002100957.1|DYAK	LOC6901295|XP_002133996.1|DPSE
OG0000620	LOC6532571|XP_002093315.2|DYAK	LOC6900998|XP_033240629.1|DPSE
OG0000621	LOC6535794|XP_002096417.1|DYAK	LOC4801862|XP_001358892.1|DPSE
OG0000621	LOC6524388|XP_002100246.1|DYAK	LOC4815012|XP_001354963.1|DPSE
OG0000622	LOC6533219|XP_002093945.1|DYAK	LOC4812350|XP_001352849.2|DPSE
OG0000622	LOC6532603|XP_002093347.3|DYAK	LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC6532342|XP_002093102.1|DYAK	LOC4812255|XP_001352457.1|DPSE
OG0000623	LOC6533320|XP_002094046.1|DYAK	LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC6531062|XP_002091896.1|DYAK	LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC6533131|XP_002093857.3|DYAK	LOC6900084|XP_002135442.3|DPSE
OG0000625	LOC6533130|XP_002093856.1|DYAK	LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC6528797|XP_002089829.1|DYAK	LOC117183536|XP_033233519.1|DPSE
OG0000626	LOC6531848|XP_002092635.1|DYAK	LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC6534327|XP_002095007.3|DYAK	LOC6900693|XP_002135057.2|DPSE
OG0000627	LOC6524189|XP_002100052.1|DYAK	LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC6527468|XP_002088559.1|DYAK	LOC4816521|XP_001356133.3|DPSE
OG0000628	LOC6527979|XP_002089046.2|DYAK	LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC6536586|XP_002097162.1|DYAK	LOC4803127|XP_001359921.1|DPSE
OG0000629	LOC6529236|XP_002090242.1|DYAK	LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC6529693|XP_002090686.2|DYAK	LOC4816382|XP_001356278.3|DPSE
OG0000630	LOC6529687|XP_039228020.1|DYAK	LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC26535591|XP_015054643.1|DYAK	LOC4817346|XP_003736148.2|DPSE
OG0000631	LOC6529025|XP_002090057.1|DYAK	LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC6526856|XP_039226528.1|DYAK	LOC4817690|XP_033236034.1|DPSE
OG0000632	LOC6526382|XP_039227652.1|DYAK	LOC6903174|XP_002132874.2|DPSE
OG0000633	LOC26535410|XP_015050273.1|DYAK	LOC26532380|XP_033238178.1|DPSE
OG0000633	LOC6533823|XP_039230869.1|DYAK	LOC117184390|XP_033237378.1|DPSE
OG0000635	LOC6530838|XP_002091721.1|DYAK	LOC4805547|XP_001361933.3|DPSE
OG0000635	LOC6524882|XP_002100722.1|DYAK	LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC6529691|XP_002090684.1|DYAK	LOC4816727|XP_001356280.3|DPSE
OG0000636	LOC6529692|XP_002090685.1|DYAK	LOC4816383|XP_001356279.1|DPSE
OG0000637	LOC6524137|XP_039229658.1|DYAK	LOC4815481|XP_001355693.3|DPSE
OG0000637	LOC6524136|XP_002100000.1|DYAK	LOC6902266|XP_033240055.1|DPSE
OG0000638	LOC6538810|XP_002099323.1|DYAK	LOC4801740|XP_001358783.2|DPSE
OG0000638	LOC6524992|XP_002100832.1|DYAK	LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC26535012|XP_039229684.1|DYAK	LOC6900636|XP_015043044.2|DPSE
OG0000641	LOC120320753|XP_039227238.1|DYAK, LOC6527370|XP_039227336.1|DYAK, LOC6527771|XP_002088846.2|DYAK, LOC6527830|XP_039227727.1|DYAK, LOC6527828|XP_039227069.1|DYAK	LOC26532899|XP_033235172.1|DPSE, LOC117183988|XP_033235670.1|DPSE, LOC6903516|XP_033235486.1|DPSE, LOC6903511|XP_033235682.1|DPSE, LOC6898466|XP_033234868.1|DPSE
OG0000642	LOC6530120|XP_002091066.2|DYAK	LOC26532738|XP_033237250.1|DPSE
OG0000642	LOC6528258|XP_002089311.2|DYAK	LOC6903497|XP_002132376.3|DPSE, LOC6903499|XP_002132378.3|DPSE, LOC6903498|XP_002132377.3|DPSE
OG0000643	LOC6538257|XP_002098784.1|DYAK, LOC26535019|XP_015048735.1|DYAK, LOC6538256|XP_002098783.1|DYAK, LOC6538258|XP_002098785.1|DYAK	LOC4801186|XP_001358318.3|DPSE
OG0000644	LOC6533734|XP_002094439.1|DYAK, LOC6533730|XP_002094435.1|DYAK, LOC6533729|XP_002094434.3|DYAK	LOC6900790|XP_033239123.1|DPSE, LOC6900749|XP_002135108.2|DPSE
OG0000645	LOC26534623|XP_015054528.1|DYAK	LOC26532189|XP_015036349.2|DPSE, LOC6903162|XP_002132863.2|DPSE
OG0000646	LOC6538765|XP_002099279.1|DYAK	LOC4801783|XP_001358820.3|DPSE
OG0000646	LOC6538134|XP_002098669.1|DYAK	LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC6537567|XP_039232326.1|DYAK	LOC4801911|XP_001358930.3|DPSE
OG0000647	LOC6524316|XP_002100175.1|DYAK	LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC6525669|XP_002101491.1|DYAK	LOC6901232|XP_002133933.3|DPSE
OG0000648	LOC6525676|XP_002101498.1|DYAK	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC6525755|XP_002101576.1|DYAK	LOC6901152|XP_033238861.1|DPSE
OG0000649	LOC6525758|XP_015046487.1|DYAK	LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC6538784|XP_002099297.3|DYAK	LOC4801767|XP_001358808.2|DPSE
OG0000650	LOC6523718|XP_002099593.1|DYAK	LOC4811841|XP_001352382.1|DPSE
OG0000651	LOC6534371|XP_002095049.1|DYAK	LOC4812007|XP_015043563.2|DPSE
OG0000651	LOC6532905|XP_002093641.1|DYAK	LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC6528477|XP_039226285.1|DYAK	LOC26533502|XP_015039224.2|DPSE
OG0000652	LOC6524156|XP_002100019.1|DYAK	LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC6536813|XP_002097383.1|DYAK	LOC26533820|XP_033238158.1|DPSE
OG0000653	LOC6535371|XP_002096021.2|DYAK	LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC6532399|XP_015049327.1|DYAK	LOC4812389|XP_001352761.3|DPSE
OG0000654	LOC6534380|XP_002095058.2|DYAK	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC6530051|XP_015052562.1|DYAK	LOC4805460|XP_001361855.1|DPSE
OG0000655	LOC6526375|XP_002087494.1|DYAK	LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC6536737|XP_002097309.1|DYAK	LOC4802578|XP_001359473.2|DPSE
OG0000656	LOC6536738|XP_002097310.2|DYAK	LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC6532177|XP_002092951.1|DYAK	LOC117184960|XP_033240121.1|DPSE
OG0000657	LOC6526738|XP_002087841.1|DYAK	LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC6525625|XP_002101460.1|DYAK	LOC6901354|XP_002134054.1|DPSE
OG0000658	LOC6537254|XP_002097812.1|DYAK	LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC6526649|XP_002087757.1|DYAK	LOC4816635|XP_001356148.3|DPSE
OG0000659	LOC6529685|XP_002090678.1|DYAK	LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC6526661|XP_002087769.1|DYAK	LOC4816947|XP_001356832.4|DPSE
OG0000661	LOC6533296|XP_002094022.1|DYAK	LOC4811907|XP_001352685.1|DPSE
OG0000661	LOC6526868|XP_039226361.1|DYAK	LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC6532851|XP_002093588.1|DYAK	LOC6900549|XP_002134933.1|DPSE
OG0000662	LOC6535694|XP_002096322.1|DYAK	LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC6532139|XP_002092915.1|DYAK	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC6524215|XP_002100078.1|DYAK	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC6538561|XP_002099083.1|DYAK	LOC4803217|XP_001359993.3|DPSE
OG0000665	LOC6538560|XP_002099082.1|DYAK	LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC6530828|XP_002091711.1|DYAK	LOC6898073|XP_002138158.2|DPSE
OG0000666	LOC26536383|XP_015046613.1|DYAK	LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC6524387|XP_002100245.1|DYAK	LOC6902177|XP_002133708.2|DPSE
OG0000667	LOC6536568|XP_002097144.3|DYAK	LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC6540492|XP_002087287.1|DYAK, LOC120322355|XP_039233331.1|DYAK	LOC6897801|XP_002137906.2|DPSE
OG0000668	LOC6537000|XP_002097569.1|DYAK	LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC6524757|XP_002100601.2|DYAK	LOC4815829|XP_001355515.4|DPSE
OG0000670	LOC6524227|XP_002100090.1|DYAK	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC6535247|XP_002095903.1|DYAK	LOC6897786|XP_003736824.2|DPSE
OG0000671	LOC6538180|XP_002098708.2|DYAK	LOC4801083|XP_001358242.1|DPSE
OG0000672	LOC6523991|XP_002099863.1|DYAK	LOC6901691|XP_002134361.2|DPSE
OG0000672	LOC6525165|XP_002101003.1|DYAK	LOC4815619|XP_033239563.1|DPSE
OG0000673	LOC6524596|XP_002100453.1|DYAK	LOC4815456|XP_001355533.3|DPSE
OG0000673	LOC6534464|XP_002095141.1|DYAK	LOC6900246|XP_002135575.2|DPSE
OG0000675	LOC6527750|XP_002088830.1|DYAK	LOC6903379|XP_002132261.3|DPSE
OG0000677	LOC6533795|XP_002094496.1|DYAK	LOC6900408|XP_002134800.1|DPSE
OG0000677	LOC6525062|XP_002100901.1|DYAK	LOC4814535|XP_001354711.3|DPSE
OG0000678	LOC6536679|XP_002097252.1|DYAK	LOC4802087|XP_001359074.2|DPSE
OG0000678	LOC6526344|XP_002087466.1|DYAK	LOC4817546|XP_001356955.3|DPSE
OG0000679	LOC6525527|XP_002101362.1|DYAK	LOC4814521|XP_001354807.2|DPSE
OG0000680	LOC6525214|XP_039228893.1|DYAK	LOC6901622|XP_015041899.2|DPSE
OG0000680	LOC6525201|XP_002101039.1|DYAK	LOC4814951|XP_001355006.1|DPSE
OG0000681	LOC6537015|XP_002097582.1|DYAK	LOC4801877|XP_001358901.4|DPSE
OG0000681	LOC6524587|XP_002100444.1|DYAK	LOC6901871|XP_002133409.1|DPSE
OG0000683	LOC6538769|XP_002099283.1|DYAK	LOC4801778|XP_001358817.2|DPSE
OG0000684	LOC6536765|XP_002097337.1|DYAK	LOC4802602|XP_033241815.1|DPSE
OG0000684	LOC6537910|XP_002098450.1|DYAK	LOC6896814|XP_002137017.1|DPSE
OG0000685	LOC6526024|XP_002101841.1|DYAK	LOC6901485|XP_002134171.2|DPSE
OG0000685	LOC6535915|XP_002096531.1|DYAK	LOC4800856|XP_001358056.1|DPSE
OG0000686	LOC6528327|XP_002089380.1|DYAK	LOC4803411|XP_001360158.2|DPSE
OG0000686	LOC6525863|XP_002101683.1|DYAK	LOC4815149|XP_033239683.1|DPSE
OG0000687	LOC6533513|XP_002094224.1|DYAK	LOC4812770|XP_001354049.2|DPSE
OG0000688	LOC6531182|XP_015051156.1|DYAK	LOC15382879|XP_004444494.2|DPSE
OG0000689	LOC6528854|XP_002089886.1|DYAK	LOC4804083|XP_001360701.1|DPSE
OG0000689	LOC6528855|XP_002089887.1|DYAK	LOC117183725|XP_033234536.1|DPSE
OG0000690	LOC6526083|XP_002101900.1|DYAK	LOC4815452|XP_001355623.3|DPSE
OG0000691	LOC6527778|XP_002088851.1|DYAK	LOC4816148|XP_001355812.1|DPSE
OG0000691	LOC6534182|XP_002094865.1|DYAK	LOC4813007|XP_001353487.1|DPSE
OG0000692	LOC6539471|XP_002086361.2|DYAK	LOC6900025|XP_002135389.2|DPSE
OG0000692	LOC6535043|XP_002095708.1|DYAK	LOC4812592|XP_001352569.2|DPSE
OG0000693	LOC6525680|XP_015046408.1|DYAK	LOC4814989|XP_001354619.1|DPSE
OG0000693	LOC26536336|XP_015047341.1|DYAK	LOC4803065|XP_001359865.1|DPSE
OG0000694	LOC6526040|XP_015046606.1|DYAK	LOC4815718|XP_001355546.3|DPSE
OG0000694	LOC6533769|XP_002094473.2|DYAK	LOC6900132|XP_002135481.2|DPSE
OG0000695	LOC6527119|XP_002088212.3|DYAK	LOC4816158|XP_001355875.4|DPSE
OG0000695	LOC6527114|XP_002088207.2|DYAK	LOC6902426|XP_002133360.3|DPSE
OG0000696	LOC6527642|XP_002088730.1|DYAK	LOC6902920|XP_002132648.1|DPSE
OG0000697	LOC6526118|XP_002101935.1|DYAK	LOC4814986|XP_001355047.3|DPSE
OG0000697	LOC6528062|XP_002089129.1|DYAK	LOC4817883|XP_001357187.2|DPSE
OG0000698	LOC6526778|XP_002087881.2|DYAK	LOC4817179|XP_001356670.4|DPSE
OG0000698	LOC6526779|XP_002087882.1|DYAK	LOC4817304|XP_001356669.3|DPSE
OG0000699	LOC6526974|XP_015053212.1|DYAK	LOC6903298|XP_002132486.3|DPSE
OG0000699	LOC6537815|XP_002098356.2|DYAK	LOC4800919|XP_015038650.2|DPSE
OG0000700	LOC6526372|XP_002087491.1|DYAK	LOC4817768|XP_033235878.1|DPSE
OG0000700	LOC6526603|XP_015053428.1|DYAK	LOC4816576|XP_001355991.4|DPSE
OG0000701	LOC6529966|XP_002090913.1|DYAK	LOC4803347|XP_001360120.2|DPSE
OG0000701	LOC6524737|XP_002100581.1|DYAK	LOC4811764|XP_001352334.3|DPSE
OG0000702	LOC6538475|XP_039231629.1|DYAK	LOC6897698|XP_033233045.1|DPSE
OG0000702	LOC6538476|XP_015048878.1|DYAK	LOC4802664|XP_015037986.2|DPSE
OG0000703	LOC6527538|XP_002088628.2|DYAK	LOC4818127|XP_001357311.3|DPSE
OG0000703	LOC6531518|XP_002092317.1|DYAK	LOC4805720|XP_001362075.1|DPSE
OG0000704	LOC6524383|XP_039233591.1|DYAK	LOC6902166|XP_033240752.1|DPSE
OG0000704	LOC6539002|XP_002099504.1|DYAK	LOC4800722|XP_001357943.2|DPSE
OG0000705	LOC6532388|XP_002093139.1|DYAK	LOC6900562|XP_002134940.1|DPSE, LOC6900864|XP_002135221.2|DPSE
OG0000705	LOC6532387|XP_015049320.1|DYAK	LOC4813441|XP_001353577.2|DPSE
OG0000706	LOC6529568|XP_002090565.1|DYAK	LOC4816970|XP_001356652.4|DPSE
OG0000706	LOC6524048|XP_002099917.1|DYAK	LOC4815978|XP_033241434.1|DPSE
OG0000707	LOC6524960|XP_002100800.1|DYAK	LOC4814531|XP_001355063.2|DPSE
OG0000708	LOC6524184|XP_039226429.1|DYAK	LOC4814912|XP_033238014.1|DPSE
OG0000708	LOC6525558|XP_039229187.1|DYAK	LOC4815782|XP_033239992.1|DPSE
OG0000709	LOC6538928|XP_015049122.1|DYAK	LOC4800308|XP_001357599.4|DPSE
OG0000709	LOC6524976|XP_002100816.1|DYAK	LOC4814827|XP_001354678.2|DPSE
OG0000710	LOC6536033|XP_002096648.1|DYAK	LOC6897863|XP_002137965.2|DPSE
OG0000710	LOC6531189|XP_002092018.1|DYAK	LOC4805376|XP_001361786.1|DPSE
OG0000711	LOC6533586|XP_002094294.1|DYAK	LOC4813327|XP_001353771.2|DPSE
OG0000711	LOC6525754|XP_002101575.1|DYAK	LOC6902169|XP_033240986.1|DPSE
OG0000712	LOC6535760|XP_039232036.1|DYAK	LOC4803070|XP_001359870.4|DPSE
OG0000712	LOC6535764|XP_002096387.1|DYAK	LOC4803068|XP_001359868.3|DPSE
OG0000713	LOC6537566|XP_002098112.1|DYAK	LOC6897381|XP_015037455.1|DPSE
OG0000713	LOC6531542|XP_002092341.1|DYAK	LOC4805737|XP_001362085.1|DPSE
OG0000714	LOC6525643|XP_002101465.1|DYAK	LOC4815336|XP_033241369.1|DPSE
OG0000714	LOC6533002|XP_002093737.1|DYAK	LOC4812073|XP_001352654.2|DPSE
OG0000715	LOC6534207|XP_002094889.1|DYAK	LOC6896831|XP_002137034.3|DPSE, LOC6903553|XP_002132426.3|DPSE, LOC6903554|XP_033235877.1|DPSE
OG0000716	LOC6524095|XP_002099959.1|DYAK	LOC4815545|XP_001355321.2|DPSE
OG0000716	LOC6534153|XP_002094837.1|DYAK	LOC4812987|XP_001353186.1|DPSE
OG0000717	LOC6535167|XP_002095829.1|DYAK	LOC4811933|XP_001352393.2|DPSE
OG0000718	LOC6523767|XP_002099642.2|DYAK	LOC6903765|XP_033237153.1|DPSE
OG0000718	LOC6523738|XP_015046871.1|DYAK	LOC6899823|XP_033237105.1|DPSE
OG0000719	LOC6533531|XP_002094241.2|DYAK	LOC4813372|XP_001353881.3|DPSE
OG0000719	LOC6533577|XP_002094287.1|DYAK	LOC4813861|XP_001353767.3|DPSE
OG0000720	LOC6538199|XP_002098727.1|DYAK, LOC6536401|XP_002096983.1|DYAK	LOC4801101|XP_001358250.4|DPSE
OG0000721	LOC6528090|XP_002089157.1|DYAK	LOC6903338|XP_002132219.3|DPSE
OG0000721	LOC6528089|XP_002089156.1|DYAK	LOC4817906|XP_001357208.1|DPSE
OG0000722	LOC26535065|XP_015051679.1|DYAK, LOC26536324|XP_015051678.1|DYAK, LOC6532061|XP_015051677.1|DYAK	LOC6899055|XP_033234365.1|DPSE
OG0000723	LOC6530019|XP_002090965.1|DYAK, LOC6530020|XP_002090966.1|DYAK	LOC4804045|XP_001360670.2|DPSE, LOC117183714|XP_033234486.1|DPSE
OG0000724	LOC6526166|XP_002101976.1|DYAK	LOC4815738|XP_001355733.1|DPSE
OG0000724	LOC6538910|XP_002099414.1|DYAK	LOC6897158|XP_002137338.2|DPSE
OG0000726	LOC6537030|XP_002097597.1|DYAK	LOC5384072|XP_015037825.2|DPSE
OG0000726	LOC6537031|XP_002097598.1|DYAK	LOC4802469|XP_001359384.2|DPSE
OG0000727	LOC26535257|XP_015047272.2|DYAK	LOC4803259|XP_003736934.2|DPSE
OG0000728	LOC6525893|XP_002101713.1|DYAK	LOC117184825|XP_033239675.1|DPSE
OG0000728	LOC6536343|XP_015047677.1|DYAK	LOC4800605|XP_001357850.1|DPSE
OG0000729	LOC26535746|XP_015048760.1|DYAK	LOC6897081|XP_002137265.3|DPSE
OG0000729	LOC6538293|XP_002098820.2|DYAK	LOC6897080|XP_002137264.3|DPSE
OG0000730	LOC6524975|XP_002100815.1|DYAK	LOC6902988|XP_002132710.1|DPSE
OG0000730	LOC6526477|XP_002087594.2|DYAK	LOC4817528|XP_033237008.1|DPSE
OG0000731	LOC6532987|XP_039229603.1|DYAK	LOC4812565|XP_001352646.1|DPSE
OG0000731	LOC6531558|XP_002092356.1|DYAK	LOC4804866|XP_015040239.2|DPSE
OG0000732	LOC6534397|XP_002095075.1|DYAK	LOC4812315|XP_001352812.2|DPSE
OG0000732	LOC6534396|XP_002095074.1|DYAK	LOC4812362|XP_001352813.2|DPSE
OG0000733	LOC6538076|XP_002098610.1|DYAK	LOC4800460|XP_001357732.2|DPSE
OG0000733	LOC6533054|XP_002093786.1|DYAK	LOC4813477|XP_001353757.2|DPSE
OG0000734	LOC6525095|XP_039233357.1|DYAK	LOC4815298|XP_001354746.3|DPSE
OG0000734	LOC6532904|XP_002093640.1|DYAK	LOC4813727|XP_015043002.2|DPSE
OG0000735	LOC6524165|XP_002100028.1|DYAK	LOC4815916|XP_001355410.2|DPSE
OG0000735	LOC6527878|XP_002088950.1|DYAK	LOC4817101|XP_001356371.1|DPSE
OG0000736	LOC6526672|XP_002087780.1|DYAK	LOC4817023|XP_001356822.3|DPSE
OG0000736	LOC6526675|XP_002087781.2|DYAK	LOC4817018|XP_001356821.4|DPSE
OG0000737	LOC6528299|XP_039226664.1|DYAK	LOC4803419|XP_001360134.3|DPSE
OG0000738	LOC6527632|XP_002088720.1|DYAK	LOC4817094|XP_001356874.2|DPSE
OG0000738	LOC6528233|XP_002089295.1|DYAK	LOC4817878|XP_033236583.1|DPSE
OG0000739	LOC6537255|XP_002097813.1|DYAK	LOC6897582|XP_002137727.1|DPSE
OG0000739	LOC6537253|XP_002097811.1|DYAK	LOC4802391|XP_001359317.1|DPSE
OG0000740	LOC6536400|XP_039232567.1|DYAK	LOC6897823|XP_033232709.1|DPSE
OG0000741	LOC6524962|XP_002100802.1|DYAK, LOC6536705|XP_002097277.1|DYAK	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE
OG0000742	LOC6526092|XP_015046635.2|DYAK	LOC4814807|XP_001355034.3|DPSE
OG0000742	LOC6526094|XP_002101911.3|DYAK	LOC117183163|XP_015041927.2|DPSE
OG0000743	LOC6532345|XP_002093105.3|DYAK	LOC4811961|XP_001352454.3|DPSE
OG0000744	LOC6529347|XP_002090352.1|DYAK	LOC4804887|XP_001361375.2|DPSE
OG0000745	LOC6530733|XP_002091623.2|DYAK	LOC4804404|XP_001360972.2|DPSE
OG0000745	LOC6529372|XP_002090377.1|DYAK	LOC4805326|XP_001361744.3|DPSE
OG0000746	LOC6528520|XP_002089566.1|DYAK, LOC6528519|XP_002089565.1|DYAK	LOC4804030|XP_001360660.2|DPSE
OG0000747	LOC6535206|XP_002095865.3|DYAK	LOC4813078|XP_001353372.2|DPSE
OG0000747	LOC6535204|XP_039230072.1|DYAK	LOC4812999|XP_033239242.1|DPSE
OG0000748	LOC6526593|XP_002087701.1|DYAK	LOC4816567|XP_001355987.2|DPSE
OG0000748	LOC6523927|XP_015045377.1|DYAK	LOC6902081|XP_002133612.3|DPSE
OG0000750	LOC6530121|XP_039228708.1|DYAK	LOC6898061|XP_002138147.2|DPSE, LOC4804274|XP_002138483.3|DPSE
OG0000750	LOC6536348|XP_002096930.1|DYAK	LOC4800601|XP_001357846.3|DPSE
OG0000751	LOC6531601|XP_002092398.3|DYAK	LOC4805220|XP_015040495.1|DPSE
OG0000751	LOC6531599|XP_039228484.1|DYAK	LOC6898819|XP_002138793.2|DPSE
OG0000752	LOC6526565|XP_002087675.3|DYAK	LOC6897966|XP_002138065.3|DPSE
OG0000753	LOC6536814|XP_002097384.1|DYAK	LOC4800826|XP_001358030.1|DPSE
OG0000753	LOC6532606|XP_002093350.1|DYAK	LOC6897834|XP_002137939.2|DPSE
OG0000754	LOC6525594|XP_015046379.1|DYAK	LOC6902251|XP_033238763.1|DPSE
OG0000754	LOC6523988|XP_002099860.1|DYAK	LOC4814462|XP_015042017.1|DPSE
OG0000755	LOC6536943|XP_039231758.1|DYAK	LOC4801275|XP_001358395.2|DPSE
OG0000755	LOC6536944|XP_002097513.1|DYAK	LOC4801274|XP_001358394.2|DPSE
OG0000756	LOC6538593|XP_002099115.1|DYAK	LOC117183267|XP_033232491.1|DPSE
OG0000757	LOC6532791|XP_039230756.1|DYAK	LOC6900076|XP_002135439.1|DPSE
OG0000758	LOC6535041|XP_002095706.2|DYAK	LOC4812416|XP_001352574.2|DPSE
OG0000759	LOC6533516|XP_002094227.3|DYAK	LOC4812789|XP_033240113.1|DPSE
OG0000759	LOC6533519|XP_039229879.1|DYAK	LOC4812972|XP_001354046.2|DPSE
OG0000761	LOC6527138|XP_015053184.1|DYAK	LOC6903895|XP_033235909.1|DPSE
OG0000761	LOC6527137|XP_015053617.1|DYAK	LOC4811704|XP_033235915.1|DPSE
OG0000762	LOC6527708|XP_002088792.1|DYAK	LOC4818096|XP_001357436.2|DPSE
OG0000763	LOC6529257|XP_002090262.2|DYAK	LOC6903591|XP_002132458.2|DPSE
OG0000763	LOC6529256|XP_002090261.1|DYAK	LOC6903590|XP_002132457.2|DPSE
OG0000764	LOC6525520|XP_002101355.3|DYAK	LOC6901417|XP_033238888.1|DPSE
OG0000765	LOC6532375|XP_002093127.1|DYAK	LOC4814050|XP_033240232.1|DPSE
OG0000765	LOC6523904|XP_015045367.1|DYAK	LOC4815805|XP_033238258.1|DPSE
OG0000766	LOC6527825|XP_002088898.1|DYAK	LOC4816211|XP_001355836.3|DPSE
OG0000766	LOC6523832|XP_002099707.1|DYAK	LOC4815108|XP_001354497.2|DPSE
OG0000767	LOC6537469|XP_002098025.3|DYAK, LOC6534924|XP_015050931.1|DYAK	LOC4812556|XP_001352957.2|DPSE
OG0000768	LOC6534818|XP_039229456.1|DYAK	LOC4812761|XP_001353318.5|DPSE
OG0000769	LOC6538501|XP_002099023.1|DYAK	LOC4802416|XP_001359339.3|DPSE
OG0000769	LOC6526147|XP_002101961.2|DYAK	LOC4814425|XP_001354429.1|DPSE
OG0000770	LOC6528857|XP_002089889.1|DYAK	LOC4804084|XP_001360703.3|DPSE
OG0000771	LOC6532849|XP_002093586.3|DYAK	LOC4813352|XP_001353682.4|DPSE
OG0000771	LOC6532848|XP_002093585.3|DYAK	LOC6900624|XP_002134997.1|DPSE
OG0000772	LOC6532149|XP_002092925.2|DYAK	LOC4803562|XP_001360269.4|DPSE
OG0000772	LOC6531519|XP_002092318.1|DYAK	LOC6899115|XP_015040839.2|DPSE
OG0000774	LOC6531991|XP_039228524.1|DYAK, LOC6531990|XP_002092776.2|DYAK, LOC6531992|XP_002092778.3|DYAK	LOC6898450|XP_002138493.2|DPSE
OG0000775	LOC6529999|XP_002090945.2|DYAK	LOC15382885|XP_004444266.1|DPSE
OG0000775	LOC6528885|XP_002089917.1|DYAK	LOC6898691|XP_002138696.2|DPSE, LOC6898409|XP_002138455.2|DPSE
