Orthogroup	DFIC.longest_only	DNOV.longest_only
OG0000715	LOC108099789|XP_017058907.1|DFIC	LOC115768376|XP_030568811.1|DNOV
OG0000715	LOC108099762|XP_017058880.1|DFIC	LOC115767911|XP_030568145.1|DNOV
OG0000716	LOC108092884|XP_017048214.1|DFIC	LOC115766904|XP_030566842.1|DNOV
OG0000716	LOC108087560|XP_017040476.1|DFIC	LOC115770095|XP_030571064.1|DNOV
OG0000717	LOC108088768|XP_017042210.1|DFIC	LOC115770325|XP_030571422.1|DNOV
OG0000718	LOC108101722|XP_017061661.1|DFIC	LOC115767954|XP_030568199.1|DNOV
OG0000718	LOC108095033|XP_017051402.1|DFIC	LOC115759744|XP_030556642.1|DNOV
OG0000719	LOC108087488|XP_017040365.1|DFIC	LOC115769501|XP_030570181.1|DNOV
OG0000719	LOC108089708|XP_017043543.1|DFIC	LOC115770340|XP_030571437.1|DNOV
OG0000720	LOC108088519|XP_017041848.1|DFIC	LOC115761607|XP_030559269.1|DNOV
OG0000721	LOC108088139|XP_017041292.1|DFIC	LOC115758993|XP_030555655.1|DNOV, LOC115759022|XP_030555694.1|DNOV
OG0000722	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC	LOC115758058|XP_030554432.1|DNOV
OG0000723	LOC108096557|XP_017053735.1|DFIC	LOC115760820|XP_030558199.1|DNOV
OG0000724	LOC108098098|XP_017056297.1|DFIC	LOC115765413|XP_030564817.1|DNOV
OG0000724	LOC108099385|XP_017058373.1|DFIC	LOC115757761|XP_030554032.1|DNOV
OG0000726	LOC108087033|XP_017039690.1|DFIC	LOC115761420|XP_030559040.1|DNOV
OG0000726	LOC108086997|XP_017039620.1|DFIC	LOC115761562|XP_030559207.1|DNOV
OG0000727	LOC108101114|XP_017060822.1|DFIC	LOC115759495|XP_030556294.1|DNOV, LOC115759528|XP_030556337.1|DNOV
OG0000728	LOC108088584|XP_017041923.1|DFIC	LOC115764296|XP_030563089.1|DNOV
OG0000728	LOC108099426|XP_017058443.1|DFIC	LOC115761866|XP_030559724.1|DNOV
OG0000729	LOC108086587|XP_017039036.1|DFIC	LOC115761639|XP_030559332.1|DNOV
OG0000729	LOC108086599|XP_017039059.1|DFIC	LOC115761640|XP_030559334.1|DNOV
OG0000730	LOC108097995|XP_017056121.1|DFIC	LOC115769489|XP_030570171.1|DNOV
OG0000730	LOC108094155|XP_017050084.1|DFIC	LOC115759999|XP_030557016.1|DNOV
OG0000731	LOC108096438|XP_017053521.1|DFIC	LOC115766954|XP_030566901.1|DNOV
OG0000731	LOC108101947|XP_017062022.1|DFIC	LOC115760800|XP_030558156.1|DNOV
OG0000732	LOC108089424|XP_017043116.1|DFIC	LOC115771111|XP_030572531.1|DNOV
OG0000732	LOC108089422|XP_017043115.1|DFIC	LOC115771170|XP_030572613.1|DNOV
OG0000733	LOC108086525|XP_017038942.1|DFIC	LOC115764230|XP_030563007.1|DNOV
OG0000733	LOC108089021|XP_017042595.1|DFIC	LOC115769923|XP_030570808.1|DNOV
OG0000734	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC	LOC115770494|XP_030571643.1|DNOV
OG0000735	LOC108094231|XP_017050179.1|DFIC	LOC115768279|XP_030568676.1|DNOV
OG0000735	LOC108097852|XP_017055878.1|DFIC	LOC115763462|XP_030561898.1|DNOV
OG0000736	LOC108092318|XP_017047341.1|DFIC	LOC115759738|XP_030556630.1|DNOV
OG0000736	LOC108092319|XP_017047343.1|DFIC	LOC115760034|XP_030557061.1|DNOV
OG0000737	LOC108094254|XP_017050204.1|DFIC	LOC115761593|XP_030559253.1|DNOV
OG0000738	LOC108100882|XP_017060480.1|DFIC	LOC115758638|XP_030555234.1|DNOV
OG0000738	LOC108090017|XP_017044006.1|DFIC	LOC115763430|XP_030561851.1|DNOV
OG0000739	LOC108098919|XP_017057612.1|DFIC	LOC115764718|XP_030563777.1|DNOV
OG0000740	LOC108098916|XP_017057607.1|DFIC	LOC115766145|XP_030565840.1|DNOV
OG0000741	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC	LOC115765269|XP_030564618.1|DNOV
OG0000742	LOC108094409|XP_017050465.1|DFIC	LOC115764314|XP_030563112.1|DNOV
OG0000742	LOC108094418|XP_017050478.1|DFIC	LOC115764380|XP_030563201.1|DNOV
OG0000743	LOC108100534|XP_017059984.1|DFIC	LOC115769862|XP_030570720.1|DNOV
OG0000743	LOC108096584|XP_017053773.1|DFIC	LOC115766565|XP_030566405.1|DNOV
OG0000744	LOC108096948|XP_017054403.1|DFIC	LOC115758878|XP_030555536.1|DNOV, LOC115765428|XP_030564837.1|DNOV, LOC115772042|XP_030573842.1|DNOV
OG0000745	LOC108095125|XP_017051555.1|DFIC	LOC115762188|XP_030560171.1|DNOV
OG0000746	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC	LOC115759535|XP_030556350.1|DNOV
OG0000747	LOC108088802|XP_017042260.1|DFIC	LOC115771562|XP_030573172.1|DNOV
OG0000747	LOC108088804|XP_017042264.1|DFIC	LOC115771507|XP_030573096.1|DNOV
OG0000748	LOC108092311|XP_017047335.1|DFIC	LOC115759171|XP_030555903.1|DNOV
OG0000748	LOC108097251|XP_017054921.1|DFIC	LOC115768456|XP_030568879.1|DNOV
OG0000750	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC	LOC115760681|XP_030558007.1|DNOV
OG0000750	LOC108099348|XP_017058317.1|DFIC	LOC115761941|XP_030559835.1|DNOV
OG0000751	LOC108096829|XP_017054223.1|DFIC	LOC115762100|XP_030560061.1|DNOV
OG0000751	LOC108096800|XP_017054172.1|DFIC	LOC115762098|XP_030560058.1|DNOV, LOC115762099|XP_030560060.1|DNOV
OG0000752	LOC108087157|XP_017039869.1|DFIC, LOC108092588|XP_017047724.1|DFIC	LOC115765619|XP_030565129.1|DNOV
OG0000753	LOC108088003|XP_017041103.1|DFIC	LOC115771734|XP_030573420.1|DNOV
OG0000753	LOC108096181|XP_017053054.1|DFIC	LOC115762833|XP_030561060.1|DNOV
OG0000754	LOC108098034|XP_017056179.1|DFIC	LOC115767236|XP_030567297.1|DNOV
OG0000754	LOC108097619|XP_017055520.1|DFIC	LOC115768063|XP_030568366.1|DNOV
OG0000755	LOC108087074|XP_017039739.1|DFIC	LOC115761466|XP_030559092.1|DNOV
OG0000755	LOC108087073|XP_017039736.1|DFIC	LOC115761465|XP_030559091.1|DNOV
OG0000757	LOC108099213|XP_017058082.1|DFIC	LOC115766959|XP_030566907.1|DNOV
OG0000758	LOC108089552|XP_017043381.1|DFIC	LOC115762699|XP_030560883.1|DNOV
OG0000758	LOC108089551|XP_017043378.1|DFIC	LOC115762607|XP_030560763.1|DNOV
OG0000759	LOC108099963|XP_017059143.1|DFIC	LOC115769665|XP_030570438.1|DNOV
OG0000759	LOC108100164|XP_017059420.1|DFIC	LOC115769803|XP_030570631.1|DNOV
OG0000760	LOC108096937|XP_017054380.1|DFIC	LOC115764035|XP_030562748.1|DNOV
OG0000761	LOC108089241|XP_017042892.1|DFIC	LOC115763290|XP_030561638.1|DNOV
OG0000761	LOC108089204|XP_017042840.1|DFIC	LOC115763289|XP_030561634.1|DNOV
OG0000762	LOC108100996|XP_017060650.1|DFIC	LOC115758576|XP_030555153.1|DNOV
OG0000762	LOC108092316|XP_017047339.1|DFIC	LOC115758625|XP_030555219.1|DNOV
OG0000763	LOC108089796|XP_017043681.1|DFIC	LOC115758418|XP_030554926.1|DNOV
OG0000763	LOC108089792|XP_017043676.1|DFIC	LOC115758420|XP_030554929.1|DNOV
OG0000764	LOC108097526|XP_017055353.1|DFIC	LOC115766828|XP_030566724.1|DNOV
OG0000765	LOC108100205|XP_017059469.1|DFIC	LOC115765810|XP_030565392.1|DNOV
OG0000765	LOC108097174|XP_017054801.1|DFIC	LOC115764248|XP_030563026.1|DNOV
OG0000766	LOC108093465|XP_017049039.1|DFIC	LOC115763247|XP_030561585.1|DNOV
OG0000766	LOC108092911|XP_017048259.1|DFIC	LOC115765161|XP_030564431.1|DNOV
OG0000767	LOC108090093|XP_017044084.1|DFIC	LOC115759491|XP_030556289.1|DNOV
OG0000767	LOC108088924|XP_017042429.1|DFIC	LOC115771502|XP_030573088.1|DNOV
OG0000768	LOC108100644|XP_017060136.1|DFIC	LOC115770428|XP_030571556.1|DNOV
OG0000769	LOC108096019|XP_017052858.1|DFIC	LOC115761515|XP_030559144.1|DNOV
OG0000769	LOC108098111|XP_017056314.1|DFIC	LOC115765262|XP_030564601.1|DNOV
OG0000771	LOC108099328|XP_017058287.1|DFIC	LOC115767118|XP_030567133.1|DNOV
OG0000772	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC	LOC115760514|XP_030557737.1|DNOV, LOC115770784|XP_030572064.1|DNOV
OG0000773	LOC108101522|XP_017061380.1|DFIC, LOC108098603|XP_017057158.1|DFIC	LOC115763309|XP_030561668.1|DNOV
OG0000773	LOC108101478|XP_017061316.1|DFIC, LOC108092312|XP_017047336.1|DFIC, LOC108099017|XP_017057740.1|DFIC, LOC108101996|XP_017062079.1|DFIC	LOC115770430|XP_030571559.1|DNOV
OG0000774	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC	LOC115760712|XP_030558043.1|DNOV
OG0000775	LOC108087823|XP_017040881.1|DFIC	LOC115758196|XP_030554600.1|DNOV
OG0000775	LOC108096565|XP_017053748.1|DFIC	LOC115765055|XP_030564300.1|DNOV
OG0000776	LOC108091981|XP_017046879.1|DFIC, LOC108100513|XP_017059957.1|DFIC, LOC108100514|XP_017059959.1|DFIC	LOC115763157|XP_030561468.1|DNOV, LOC115767438|XP_030567592.1|DNOV
OG0000778	LOC108101729|XP_017061669.1|DFIC	LOC115761486|XP_030559113.1|DNOV, LOC115760371|XP_030557524.1|DNOV
OG0000779	LOC108088696|XP_017042126.1|DFIC	LOC115765327|XP_030564688.1|DNOV
OG0000780	LOC108090701|XP_017044981.1|DFIC	LOC115761471|XP_030559101.1|DNOV
OG0000781	LOC108098052|XP_017056222.1|DFIC	LOC115768601|XP_030569112.1|DNOV
OG0000782	LOC108100417|XP_017059797.1|DFIC	LOC115770378|XP_030571487.1|DNOV
OG0000782	LOC108095627|XP_017052284.1|DFIC	LOC115768800|XP_030569356.1|DNOV
OG0000783	LOC108100691|XP_017060199.1|DFIC	LOC115757668|XP_030553846.1|DNOV
OG0000783	LOC108097250|XP_017054920.1|DFIC	LOC115768769|XP_030569319.1|DNOV
OG0000784	LOC108099780|XP_017058898.1|DFIC	LOC115771010|XP_030572376.1|DNOV
OG0000784	LOC108097980|XP_017056086.1|DFIC	LOC115767011|XP_030566993.1|DNOV
OG0000785	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC	LOC115764812|XP_030563918.1|DNOV
OG0000786	LOC108098514|XP_017056957.1|DFIC	LOC115761690|XP_030559416.1|DNOV
OG0000787	LOC108087445|XP_017040288.1|DFIC	LOC115769980|XP_030570901.1|DNOV
OG0000788	LOC108100719|XP_017060245.1|DFIC, LOC108088250|XP_017041456.1|DFIC	LOC115771250|XP_030572710.1|DNOV
OG0000789	LOC108093377|XP_017048885.1|DFIC	LOC115759306|XP_030556071.1|DNOV
OG0000789	LOC108093396|XP_017048904.1|DFIC	LOC115759311|XP_030556081.1|DNOV
OG0000790	LOC108091480|XP_017046189.1|DFIC	LOC115765455|XP_030564879.1|DNOV
OG0000791	LOC108088503|XP_017041823.1|DFIC	LOC115764900|XP_030564051.1|DNOV
OG0000792	LOC108095165|XP_017051615.1|DFIC, LOC108095122|XP_017051554.1|DFIC	LOC115758943|XP_030555602.1|DNOV
OG0000793	LOC108101094|XP_017060794.1|DFIC, LOC108097572|XP_017055445.1|DFIC	LOC115763802|XP_030562406.1|DNOV, LOC115763806|XP_030562409.1|DNOV, LOC115763805|XP_030562408.1|DNOV
OG0000794	LOC108101293|XP_017061084.1|DFIC, LOC108097140|XP_017054730.1|DFIC	LOC115768823|XP_030569380.1|DNOV
OG0000795	LOC108091225|XP_017045819.1|DFIC	LOC115768361|XP_030568789.1|DNOV
OG0000795	LOC108091879|XP_017046750.1|DFIC	LOC115767914|XP_030568144.1|DNOV
OG0000796	LOC108098953|XP_017057650.1|DFIC	LOC115759457|XP_030556249.1|DNOV
OG0000796	LOC108091167|XP_017045695.1|DFIC	LOC115768315|XP_030568724.1|DNOV
OG0000797	LOC108098948|XP_017057645.1|DFIC	LOC115761700|XP_030559433.1|DNOV
OG0000798	LOC108094916|XP_017051252.1|DFIC, LOC108094896|XP_017051225.1|DFIC	LOC115764575|XP_030563573.1|DNOV
OG0000799	LOC108097165|XP_017054787.1|DFIC	LOC115766475|XP_030566280.1|DNOV
OG0000800	LOC108093096|XP_017048521.1|DFIC	LOC115769587|XP_030570323.1|DNOV, LOC115769807|XP_030570635.1|DNOV, LOC115769806|XP_030570634.1|DNOV
OG0000801	LOC108096552|XP_017053730.1|DFIC	LOC115766552|XP_030566388.1|DNOV
OG0000801	LOC108096940|XP_017054387.1|DFIC	LOC115766537|XP_030566365.1|DNOV
OG0000802	LOC108097380|XP_017055120.1|DFIC	LOC115767572|XP_030567718.1|DNOV
OG0000803	LOC108100097|XP_017059331.1|DFIC	LOC115760118|XP_030557173.1|DNOV
OG0000803	LOC108100671|XP_017060175.1|DFIC	LOC115770208|XP_030571262.1|DNOV
OG0000804	LOC108086629|XP_017039093.1|DFIC	LOC115757940|XP_030554271.1|DNOV
OG0000804	LOC108091799|XP_017046656.1|DFIC	LOC115763734|XP_030562293.1|DNOV, LOC115763730|XP_030562285.1|DNOV
OG0000805	LOC108087870|XP_017040943.1|DFIC	LOC115760979|XP_030558442.1|DNOV
OG0000805	LOC108087856|XP_017040928.1|DFIC	LOC115759042|XP_030555725.1|DNOV
OG0000806	LOC108094173|XP_017050122.1|DFIC	LOC115759138|XP_030555846.1|DNOV
OG0000807	LOC108088819|XP_017042276.1|DFIC, LOC108087568|XP_017040485.1|DFIC, LOC108094171|XP_017050119.1|DFIC	LOC115761917|XP_030559795.1|DNOV
OG0000808	LOC108099608|XP_017058717.1|DFIC, LOC108099228|XP_017058089.1|DFIC, LOC108099639|XP_017058758.1|DFIC	LOC115757753|XP_030554018.1|DNOV
OG0000810	LOC108094201|XP_017050145.1|DFIC, LOC108087607|XP_017040535.1|DFIC	LOC115762104|XP_030560066.1|DNOV
OG0000811	LOC108101661|XP_017061568.1|DFIC	LOC115772069|XP_030573880.1|DNOV
OG0000811	LOC108090347|XP_017044456.1|DFIC	LOC115762513|XP_030560618.1|DNOV
OG0000812	LOC108094688|XP_017050900.1|DFIC	LOC115766315|XP_030566058.1|DNOV
OG0000813	LOC108096676|XP_017053948.1|DFIC	LOC115759557|XP_030556384.1|DNOV
OG0000813	LOC108097629|XP_017055543.1|DFIC	LOC115765946|XP_030565552.1|DNOV
OG0000814	LOC108098176|XP_017056398.1|DFIC, LOC108097075|XP_017054649.1|DFIC	LOC115760150|XP_030557221.1|DNOV
OG0000815	LOC108089972|XP_017043963.1|DFIC	LOC115765914|XP_030565520.1|DNOV
OG0000816	LOC108091255|XP_017045859.1|DFIC	LOC115768189|XP_030568559.1|DNOV
OG0000816	LOC108096123|XP_017052989.1|DFIC	LOC115761327|XP_030558920.1|DNOV
OG0000817	LOC108095692|XP_017052352.1|DFIC	LOC115770564|XP_030571736.1|DNOV, LOC115762540|XP_030560674.1|DNOV
OG0000817	LOC108095731|XP_017052395.1|DFIC	LOC115770567|XP_030571740.1|DNOV
OG0000818	LOC108092951|XP_017048310.1|DFIC	LOC115768231|XP_030568617.1|DNOV
OG0000818	LOC108094501|XP_017050592.1|DFIC	LOC115760223|XP_030557336.1|DNOV
OG0000819	LOC108101882|XP_017061918.1|DFIC	LOC115766883|XP_030566813.1|DNOV
OG0000819	LOC108101892|XP_017061945.1|DFIC	LOC115766885|XP_030566816.1|DNOV
OG0000820	LOC108096902|XP_017054338.1|DFIC	LOC115760401|XP_030557564.1|DNOV
OG0000821	LOC108087095|XP_017039765.1|DFIC	LOC115761388|XP_030559000.1|DNOV
OG0000821	LOC108096955|XP_017054412.1|DFIC	LOC115757990|XP_030554343.1|DNOV
OG0000822	LOC108089575|XP_017043797.1|DFIC, LOC108100994|XP_017060648.1|DFIC	LOC115763575|XP_030562053.1|DNOV
OG0000824	LOC108094519|XP_017050610.1|DFIC	LOC115760176|XP_030557260.1|DNOV
OG0000825	LOC108099808|XP_017058921.1|DFIC	LOC115771178|XP_030572623.1|DNOV
OG0000825	LOC108094536|XP_017050628.1|DFIC	LOC115763109|XP_030561413.1|DNOV
OG0000826	LOC108093870|XP_017049701.1|DFIC	LOC115769894|XP_030570811.1|DNOV
OG0000828	LOC108091872|XP_017046742.1|DFIC	LOC115771967|XP_030573739.1|DNOV
OG0000830	LOC108088623|XP_017042020.1|DFIC	LOC115768221|XP_030568606.1|DNOV
OG0000831	LOC108100463|XP_017059881.1|DFIC	LOC115757845|XP_030554139.1|DNOV
OG0000832	LOC108093921|XP_017049779.1|DFIC	LOC115760755|XP_030558093.1|DNOV
OG0000832	LOC108094386|XP_017050437.1|DFIC	LOC115758705|XP_030555313.1|DNOV
OG0000833	LOC108088324|XP_017041551.1|DFIC	LOC115771385|XP_030572930.1|DNOV
OG0000834	LOC108088388|XP_017041625.1|DFIC	LOC115765002|XP_030564208.1|DNOV, LOC115764991|XP_030564187.1|DNOV
OG0000835	LOC108089496|XP_017043270.1|DFIC	LOC115770265|XP_030571343.1|DNOV
OG0000836	LOC108094396|XP_017050453.1|DFIC, LOC108089151|XP_017042762.1|DFIC	LOC115759923|XP_030556919.1|DNOV
OG0000837	LOC108086494|XP_017038908.1|DFIC	LOC115765308|XP_030564663.1|DNOV
OG0000838	LOC108096039|XP_017052875.1|DFIC	LOC115759831|XP_030556783.1|DNOV
OG0000838	LOC108096041|XP_017052877.1|DFIC	LOC115760019|XP_030557041.1|DNOV
OG0000839	LOC108090109|XP_017044115.1|DFIC	LOC115763825|XP_030562438.1|DNOV
OG0000839	LOC108101016|XP_017060670.1|DFIC	LOC115762547|XP_030560680.1|DNOV, LOC115770700|XP_030571954.1|DNOV
OG0000840	LOC108094295|XP_017050289.1|DFIC, LOC108095364|XP_017051934.1|DFIC	LOC115768813|XP_030569370.1|DNOV
OG0000841	LOC108096980|XP_017054449.1|DFIC	LOC115772088|XP_030573907.1|DNOV
OG0000842	LOC108093320|XP_017048797.1|DFIC	LOC115772086|XP_030573904.1|DNOV
OG0000843	LOC108090959|XP_017045392.1|DFIC	LOC115761035|XP_030558512.1|DNOV
OG0000844	LOC108098402|XP_017056774.1|DFIC	LOC115759435|XP_030556210.1|DNOV
OG0000845	LOC108091116|XP_017045631.1|DFIC, LOC108091102|XP_017045613.1|DFIC	LOC115766887|XP_030566818.1|DNOV
OG0000846	LOC108088524|XP_017041854.1|DFIC	LOC115764958|XP_030564140.1|DNOV
OG0000847	LOC108096520|XP_017053638.1|DFIC, LOC108101898|XP_017061951.1|DFIC	LOC115758681|XP_030555282.1|DNOV, LOC115761151|XP_030558681.1|DNOV
OG0000848	LOC108092583|XP_017047717.1|DFIC	LOC115760134|XP_030557194.1|DNOV
OG0000848	LOC108094392|XP_017050446.1|DFIC	LOC115758866|XP_030555515.1|DNOV
OG0000849	LOC108088828|XP_017042324.1|DFIC	LOC115758922|XP_030555581.1|DNOV
OG0000849	LOC108101333|XP_017061131.1|DFIC	LOC115765975|XP_030565591.1|DNOV
OG0000850	LOC108096911|XP_017054350.1|DFIC, LOC108096503|XP_017053602.1|DFIC	LOC115758786|XP_030555421.1|DNOV
OG0000850	LOC108096962|XP_017054422.1|DFIC	LOC115758772|XP_030555401.1|DNOV
OG0000852	LOC108087841|XP_017040905.1|DFIC, LOC108087839|XP_017040903.1|DFIC, LOC108087840|XP_017040904.1|DFIC	LOC115757739|XP_030553987.1|DNOV
OG0000854	LOC108092864|XP_017048187.1|DFIC	LOC115768795|XP_030569351.1|DNOV
OG0000854	LOC108092861|XP_017048183.1|DFIC	LOC115768796|XP_030569352.1|DNOV
OG0000855	LOC108097305|XP_017055009.1|DFIC	LOC115768902|XP_030569479.1|DNOV
OG0000856	LOC108088915|XP_017042417.1|DFIC	LOC115771525|XP_030573120.1|DNOV
OG0000857	LOC108098142|XP_017056356.1|DFIC	LOC115766317|XP_030566066.1|DNOV
OG0000858	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC	LOC115761304|XP_030558891.1|DNOV
OG0000859	LOC108099027|XP_017057768.1|DFIC	LOC115766791|XP_030566670.1|DNOV, LOC115760483|XP_030557683.1|DNOV
OG0000860	LOC108099072|XP_017057845.1|DFIC	LOC115762781|XP_030560992.1|DNOV
OG0000861	LOC108087653|XP_017040621.1|DFIC	LOC115760922|XP_030558357.1|DNOV
OG0000862	LOC108095152|XP_017051579.1|DFIC, LOC108102216|XP_017062428.1|DFIC	LOC115761000|XP_030558470.1|DNOV
OG0000863	LOC108099482|XP_017058528.1|DFIC	LOC115771950|XP_030573713.1|DNOV
OG0000864	LOC108092766|XP_017047988.1|DFIC	LOC115769205|XP_030569772.1|DNOV
OG0000864	LOC108095600|XP_017052253.1|DFIC	LOC115767328|XP_030567431.1|DNOV
OG0000865	LOC108098956|XP_017057657.1|DFIC	LOC115761578|XP_030559226.1|DNOV
OG0000866	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC	LOC115758781|XP_030555412.1|DNOV
OG0000867	LOC108101044|XP_017060715.1|DFIC	LOC115759116|XP_030555818.1|DNOV
OG0000867	LOC108089230|XP_017042876.1|DFIC	LOC115763942|XP_030562595.1|DNOV, LOC115763943|XP_030562596.1|DNOV
OG0000868	LOC108091248|XP_017045850.1|DFIC	LOC115768195|XP_030568566.1|DNOV
OG0000869	LOC108098527|XP_017056997.1|DFIC	LOC115761661|XP_030559362.1|DNOV
OG0000870	LOC108090671|XP_017044942.1|DFIC	LOC115762875|XP_030561113.1|DNOV
OG0000871	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC	LOC115757820|XP_030554104.1|DNOV
OG0000872	LOC108088585|XP_017041924.1|DFIC	LOC115766309|XP_030566052.1|DNOV
OG0000872	LOC108090868|XP_017045249.1|DFIC	LOC115761701|XP_030559437.1|DNOV
OG0000873	LOC108093570|XP_017049154.1|DFIC	LOC115771552|XP_030573157.1|DNOV
OG0000874	LOC108086486|XP_017038898.1|DFIC	LOC115764308|XP_030563106.1|DNOV
OG0000874	LOC108090534|XP_017044750.1|DFIC	LOC115766620|XP_030566470.1|DNOV
OG0000875	LOC108100149|XP_017059394.1|DFIC	LOC115770149|XP_030571162.1|DNOV
OG0000877	LOC108088900|XP_017042390.1|DFIC	LOC115771580|XP_030573197.1|DNOV
OG0000877	LOC108092984|XP_017048365.1|DFIC	LOC115771356|XP_030572888.1|DNOV
OG0000878	LOC108096933|XP_017054374.1|DFIC	LOC115766505|XP_030566318.1|DNOV
OG0000879	LOC108094806|XP_017051066.1|DFIC	LOC115758255|XP_030554671.1|DNOV
OG0000880	LOC108092824|XP_017048117.1|DFIC	LOC115765172|XP_030564452.1|DNOV
OG0000880	LOC108089702|XP_017043538.1|DFIC	LOC115770339|XP_030571436.1|DNOV
OG0000881	LOC108093043|XP_017048440.1|DFIC, LOC108093223|XP_017048683.1|DFIC, LOC108093225|XP_017048684.1|DFIC	LOC115762675|XP_030560850.1|DNOV
OG0000882	LOC108098102|XP_017056302.1|DFIC	LOC115767212|XP_030567266.1|DNOV
OG0000885	LOC108087965|XP_017041052.1|DFIC	LOC115771781|XP_030573501.1|DNOV
OG0000886	LOC108087167|XP_017039897.1|DFIC	LOC115761711|XP_030559446.1|DNOV, LOC115761712|XP_030559447.1|DNOV
OG0000887	LOC108091241|XP_017045843.1|DFIC	LOC115768208|XP_030568581.1|DNOV
OG0000888	LOC108099077|XP_017057858.1|DFIC	LOC115768071|XP_030568386.1|DNOV
OG0000889	LOC108088759|XP_017042196.1|DFIC	LOC115770289|XP_030571384.1|DNOV
OG0000890	LOC108096857|XP_017054271.1|DFIC	LOC115762706|XP_030560894.1|DNOV
OG0000891	LOC108093485|XP_017049060.1|DFIC	LOC115759711|XP_030556571.1|DNOV
OG0000892	LOC108100436|XP_017059845.1|DFIC	LOC115770507|XP_030571666.1|DNOV
OG0000893	LOC108093525|XP_017049107.1|DFIC	LOC115761506|XP_030559134.1|DNOV
OG0000894	LOC108098528|XP_017056994.1|DFIC, LOC108091828|XP_017046695.1|DFIC	LOC115763763|XP_030562337.1|DNOV
OG0000894	LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC	LOC115759580|XP_030556408.1|DNOV
OG0000895	LOC108090581|XP_017044819.1|DFIC	LOC115761432|XP_030559062.1|DNOV, LOC115761425|XP_030559049.1|DNOV, LOC115766562|XP_030566434.1|DNOV
OG0000896	LOC108097320|XP_017055029.1|DFIC	LOC115766476|XP_030566283.1|DNOV
OG0000897	LOC108095717|XP_017052381.1|DFIC	LOC115765748|XP_030565270.1|DNOV
OG0000897	LOC108095709|XP_017052370.1|DFIC	LOC115765750|XP_030565272.1|DNOV
OG0000898	LOC108090586|XP_017044825.1|DFIC, LOC108096530|XP_017053702.1|DFIC	LOC115760862|XP_030558276.1|DNOV, LOC115760951|XP_030558395.1|DNOV
OG0000899	LOC108099624|XP_017058739.1|DFIC	LOC115771858|XP_030573598.1|DNOV
OG0000900	LOC108096561|XP_017053742.1|DFIC	LOC115763697|XP_030562248.1|DNOV
OG0000900	LOC108096560|XP_017053738.1|DFIC	LOC115763601|XP_030562091.1|DNOV
OG0000901	LOC108090691|XP_017044965.1|DFIC	LOC115760753|XP_030558095.1|DNOV
OG0000902	LOC108095265|XP_017051779.1|DFIC	LOC115768513|XP_030568959.1|DNOV
OG0000902	LOC108095267|XP_017051780.1|DFIC	LOC115768501|XP_030568947.1|DNOV
OG0000903	LOC108089334|XP_017043003.1|DFIC	LOC115769745|XP_030570546.1|DNOV
OG0000904	LOC108099173|XP_017058023.1|DFIC, LOC108098980|XP_017057685.1|DFIC	LOC115769354|XP_030569988.1|DNOV
OG0000906	LOC108086384|XP_017038775.1|DFIC	LOC115762240|XP_030560243.1|DNOV, LOC115762347|XP_030560374.1|DNOV
OG0000907	LOC108090960|XP_017045393.1|DFIC	LOC115761045|XP_030558522.1|DNOV
OG0000909	LOC108087374|XP_017040205.1|DFIC	LOC115764668|XP_030563716.1|DNOV
OG0000910	LOC108098871|XP_017057547.1|DFIC	LOC115768798|XP_030569354.1|DNOV
OG0000911	LOC108094048|XP_017049971.1|DFIC	LOC115761073|XP_030558552.1|DNOV
OG0000912	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC	LOC115769805|XP_030570633.1|DNOV
OG0000913	LOC108089443|XP_017043169.1|DFIC	LOC115770359|XP_030571461.1|DNOV
OG0000914	LOC108086661|XP_017039133.1|DFIC	LOC115761058|XP_030558533.1|DNOV
OG0000915	LOC108090287|XP_017044387.1|DFIC	LOC115760600|XP_030557939.1|DNOV
OG0000916	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC	LOC115759735|XP_030556616.1|DNOV
OG0000917	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC	LOC115758376|XP_030554838.1|DNOV
OG0000918	LOC108101461|XP_017061298.1|DFIC, LOC108092366|XP_017047392.1|DFIC	LOC115763612|XP_030562099.1|DNOV
