Orthogroup	DFIC.longest_only	AALB.longest_only
OG0000996	LOC108093879|XP_017049715.1|DFIC	LOC118464625|XP_035787964.1|AALB
OG0000997	LOC108096919|XP_017054360.1|DFIC	LOC118463841|XP_035786637.1|AALB
OG0000998	LOC108098990|XP_017057702.1|DFIC	LOC118463641|XP_035786269.1|AALB
OG0000999	LOC108096546|XP_017053722.1|DFIC, LOC108092912|XP_017048260.1|DFIC	LOC118464812|XP_035788372.1|AALB
OG0001000	LOC108097289|XP_017055030.1|DFIC	LOC118468586|XP_035795411.1|AALB
OG0001001	LOC108101878|XP_017061907.1|DFIC	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	LOC108096094|XP_017052950.1|DFIC	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001003	LOC108098863|XP_017057534.1|DFIC, LOC108090434|XP_017044600.1|DFIC	LOC118458880|XP_035777724.1|AALB
OG0001004	LOC108098636|XP_017057200.1|DFIC, LOC108098860|XP_017057515.1|DFIC	LOC118461508|XP_035782830.1|AALB
OG0001005	LOC108101151|XP_017060863.1|DFIC, LOC108097158|XP_017054774.1|DFIC	LOC118457323|XP_035774708.1|AALB
OG0001006	LOC108098784|XP_017057408.1|DFIC, LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC	LOC118466540|XP_035791949.1|AALB
OG0001007	LOC108090977|XP_017045420.1|DFIC, LOC108099037|XP_017057787.1|DFIC	LOC118465783|XP_035790210.1|AALB
OG0001008	LOC108102279|XP_017062519.1|DFIC, LOC108102137|XP_017062297.1|DFIC	LOC118465025|XP_035788783.1|AALB
OG0001009	LOC108099352|XP_017058320.1|DFIC	LOC118457397|XP_035774827.1|AALB
OG0001019	LOC108086537|XP_017038963.1|DFIC	LOC118465401|XP_035789500.1|AALB
OG0001020	LOC108094413|XP_017050470.1|DFIC	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB
OG0001022	LOC108098891|XP_017057573.1|DFIC, LOC108094679|XP_017050886.1|DFIC	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB
OG0001024	LOC108087850|XP_017040922.1|DFIC, LOC108095899|XP_017052709.1|DFIC	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	LOC108089609|XP_017043459.1|DFIC	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	LOC108101483|XP_017061320.1|DFIC	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	LOC108088316|XP_017041541.1|DFIC	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	LOC108098451|XP_017056844.1|DFIC	LOC118466252|XP_035791197.1|AALB
OG0001029	LOC108096701|XP_017054024.1|DFIC	LOC118459516|XP_035778851.1|AALB
OG0001031	LOC108100769|XP_017060298.1|DFIC	LOC118458005|XP_035775973.1|AALB
OG0001032	LOC108086331|XP_017038721.1|DFIC	LOC118456400|XP_035772993.1|AALB
OG0001033	LOC108089005|XP_017042566.1|DFIC, LOC108091075|XP_017045566.1|DFIC	LOC118466176|XP_035791056.1|AALB
OG0001042	LOC108086789|XP_017039318.1|DFIC	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001043	LOC108094698|XP_017050919.1|DFIC	LOC118458781|XP_035777499.1|AALB
OG0001044	LOC108101592|XP_017061493.1|DFIC	LOC118466750|XP_035792336.1|AALB
OG0001045	LOC108087746|XP_017040757.1|DFIC	LOC118460207|XP_035780211.1|AALB
OG0001046	LOC108093888|XP_017049733.1|DFIC, LOC108093887|XP_017049732.1|DFIC	LOC118461602|XP_035783012.1|AALB
OG0001048	LOC108090858|XP_017045233.1|DFIC	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	LOC108096384|XP_017053430.1|DFIC	LOC118467134|XP_035793137.1|AALB
OG0001050	LOC108089382|XP_017043054.1|DFIC	LOC118466206|XP_035791116.1|AALB
OG0001051	LOC108101165|XP_017060877.1|DFIC	LOC118458232|XP_035776394.1|AALB
OG0001052	LOC108101001|XP_017060656.1|DFIC	LOC118456651|XP_035773484.1|AALB
OG0001053	LOC108091354|XP_017045995.1|DFIC	LOC118468491|XP_035795212.1|AALB
OG0001054	LOC108095759|XP_017052441.1|DFIC	LOC118458947|XP_035777823.1|AALB
OG0001055	LOC108102015|XP_017062102.1|DFIC, LOC108102014|XP_017062101.1|DFIC	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB
OG0001056	LOC108095100|XP_017051527.1|DFIC, LOC108094649|XP_017050847.1|DFIC	LOC118458531|XP_035777002.1|AALB
OG0001057	LOC108097841|XP_017055860.1|DFIC	LOC118456428|XP_035773077.1|AALB
OG0001058	LOC108091232|XP_017045827.1|DFIC	LOC118462874|XP_035784828.1|AALB
OG0001059	LOC108095296|XP_017051832.1|DFIC	LOC118466592|XP_035792047.1|AALB
OG0001072	LOC108097184|XP_017054815.1|DFIC	LOC118456181|XP_035772631.1|AALB
OG0001073	LOC108095776|XP_017052511.1|DFIC	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC108087857|XP_017040929.1|DFIC	LOC118465055|XP_035788830.1|AALB
OG0001075	LOC108091057|XP_017045512.1|DFIC	LOC118463888|XP_035786709.1|AALB
OG0001077	LOC108094846|XP_017051142.1|DFIC	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC108088716|XP_017042149.1|DFIC	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC108100383|XP_017059727.1|DFIC	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC108100579|XP_017060047.1|DFIC	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC108101119|XP_017060829.1|DFIC	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC108094840|XP_017051127.1|DFIC	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC108089007|XP_017042572.1|DFIC	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC108094302|XP_017050307.1|DFIC	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	LOC108101342|XP_017061137.1|DFIC	LOC118463368|XP_035785785.1|AALB
OG0001086	LOC108098782|XP_017057405.1|DFIC, LOC108090651|XP_017044918.1|DFIC	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC108093880|XP_017049720.1|DFIC	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC108100522|XP_017059970.1|DFIC	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC108100253|XP_017059521.1|DFIC	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001092	LOC108101740|XP_017061690.1|DFIC	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC108090048|XP_017044043.1|DFIC	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC108090055|XP_017044052.1|DFIC, LOC108090059|XP_017044056.1|DFIC	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC108090966|XP_017045401.1|DFIC	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC108096068|XP_017052918.1|DFIC	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC108086484|XP_017038896.1|DFIC, LOC108093518|XP_017049099.1|DFIC	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC108093240|XP_017048704.1|DFIC	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC108099674|XP_017058802.1|DFIC, LOC108096987|XP_017054459.1|DFIC	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC108093706|XP_017049387.1|DFIC	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC108086905|XP_017039466.1|DFIC	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC108087050|XP_017039717.1|DFIC	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC108086733|XP_017039253.1|DFIC	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC108097794|XP_017055814.1|DFIC, LOC108086681|XP_017039163.1|DFIC	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC108098396|XP_017056756.1|DFIC	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	LOC108094597|XP_017050734.1|DFIC	LOC118464394|XP_035787640.1|AALB
OG0001119	LOC108087402|XP_017040232.1|DFIC, LOC108098668|XP_017057251.1|DFIC	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	LOC108091700|XP_017046522.1|DFIC	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001121	LOC108101728|XP_017061668.1|DFIC	LOC118467126|XP_035793101.1|AALB
OG0001122	LOC108100689|XP_017060195.1|DFIC	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC108097885|XP_017055915.1|DFIC	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC108093365|XP_017048875.1|DFIC	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001126	LOC108089721|XP_017043578.1|DFIC	LOC118466913|XP_035792673.1|AALB
OG0001128	LOC108094040|XP_017049962.1|DFIC	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC108088132|XP_017041282.1|DFIC	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC108101241|XP_017060984.1|DFIC	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC108095016|XP_017051365.1|DFIC	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC108098331|XP_017056648.1|DFIC, LOC108094887|XP_017051214.1|DFIC	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC108094907|XP_017051242.1|DFIC	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC108092011|XP_017046933.1|DFIC	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC108099274|XP_017058143.1|DFIC	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC108097690|XP_017055647.1|DFIC	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC108100580|XP_017060048.1|DFIC	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC108095468|XP_017052073.1|DFIC	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC108090929|XP_017045351.1|DFIC	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC108089218|XP_017042861.1|DFIC	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC108089856|XP_017043790.1|DFIC	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC108098588|XP_017057123.1|DFIC	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC108098959|XP_017057661.1|DFIC	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC108091672|XP_017046479.1|DFIC	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC108099396|XP_017058388.1|DFIC	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC108101409|XP_017061224.1|DFIC	LOC118468688|XP_035795695.1|AALB
OG0001167	LOC108096946|XP_017054395.1|DFIC	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC108090517|XP_017044725.1|DFIC	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC108098143|XP_017056358.1|DFIC	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC108091636|XP_017046426.1|DFIC	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC108096044|XP_017052882.1|DFIC, LOC108095952|XP_017052782.1|DFIC	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC108101417|XP_017061232.1|DFIC	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC108100754|XP_017060275.1|DFIC	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC108093085|XP_017048501.1|DFIC	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC108093886|XP_017049731.1|DFIC, LOC108099724|XP_017058835.1|DFIC, LOC108099725|XP_017058836.1|DFIC	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC108101543|XP_017061420.1|DFIC	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC108090617|XP_017044881.1|DFIC	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC108095135|XP_017051562.1|DFIC	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC108086425|XP_017038815.1|DFIC	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC108098413|XP_017056797.1|DFIC	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC108096415|XP_017053480.1|DFIC	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC108091686|XP_017046499.1|DFIC	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	LOC108102031|XP_017062124.1|DFIC	LOC118467069|XP_035792999.1|AALB
OG0001185	LOC108096513|XP_017053625.1|DFIC	LOC118457401|XP_035774834.1|AALB
OG0001186	LOC108098616|XP_017057171.1|DFIC	LOC118466562|XP_035791999.1|AALB
OG0001187	LOC108086705|XP_017039199.1|DFIC	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	LOC108096787|XP_017054151.1|DFIC	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	LOC108096896|XP_017054330.1|DFIC	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	LOC108102159|XP_017062340.1|DFIC	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	LOC108093327|XP_017048807.1|DFIC	LOC118465058|XP_035788833.1|AALB
OG0001194	LOC108092928|XP_017048280.1|DFIC	LOC118462665|XP_035784454.1|AALB
OG0001195	LOC108101449|XP_017061276.1|DFIC	LOC118467257|XP_035793433.1|AALB
OG0001201	LOC108095740|XP_017052410.1|DFIC	LOC118461173|XP_035782076.1|AALB
OG0001202	LOC108102179|XP_017062371.1|DFIC	LOC118462103|XP_035783994.1|AALB
OG0001203	LOC108095029|XP_017051387.1|DFIC	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	LOC108098362|XP_017056697.1|DFIC	LOC118463325|XP_035785717.1|AALB
OG0001205	LOC108090178|XP_017044250.1|DFIC	LOC118463845|XP_035786643.1|AALB
OG0001206	LOC108093333|XP_017048818.1|DFIC	LOC118462907|XP_035784902.1|AALB
OG0001207	LOC108097942|XP_017056022.1|DFIC	LOC118462055|XP_035783934.1|AALB
OG0001208	LOC108097624|XP_017055536.1|DFIC	LOC118468829|XP_035795996.1|AALB
OG0001209	LOC108087385|XP_017040217.1|DFIC	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	LOC108097665|XP_017055601.1|DFIC	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	LOC108098547|XP_017057033.1|DFIC, LOC108098459|XP_017056853.1|DFIC	LOC118460819|XP_035781332.1|AALB
OG0001212	LOC108097746|XP_017055744.1|DFIC	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	LOC108092155|XP_017047162.1|DFIC	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	LOC108095931|XP_017052757.1|DFIC	LOC118459114|XP_035778071.1|AALB
OG0001215	LOC108094778|XP_017051044.1|DFIC, LOC108090230|XP_017044314.1|DFIC	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	LOC108091995|XP_017046909.1|DFIC, LOC108091907|XP_017046780.1|DFIC	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	LOC108098875|XP_017057553.1|DFIC, LOC108096983|XP_017054456.1|DFIC	LOC118457400|XP_035774830.1|AALB
OG0001218	LOC108091637|XP_017046427.1|DFIC	LOC118460730|XP_035781179.1|AALB
OG0001220	LOC108094233|XP_017050181.1|DFIC	LOC118467131|XP_035793134.1|AALB
OG0001223	LOC108101761|XP_017061715.1|DFIC	LOC118463241|XP_035785600.1|AALB
OG0001224	LOC108090475|XP_017044660.1|DFIC	LOC118466057|XP_035790800.1|AALB
OG0001225	LOC108093944|XP_017049819.1|DFIC	LOC118465045|XP_035788815.1|AALB
OG0001226	LOC108086445|XP_017038852.1|DFIC	LOC118466987|XP_035792797.1|AALB
OG0001227	LOC108100844|XP_017060411.1|DFIC, LOC108100784|XP_017060314.1|DFIC	LOC118458780|XP_035777498.1|AALB
OG0001228	LOC108094669|XP_017050871.1|DFIC	LOC118467222|XP_035793365.1|AALB
OG0001229	LOC108101398|XP_017061207.1|DFIC, LOC108101089|XP_017060785.1|DFIC, LOC108101619|XP_017061521.1|DFIC	LOC118457878|XP_035775694.1|AALB
OG0001230	LOC108090471|XP_017044658.1|DFIC	LOC118458823|XP_035777600.1|AALB
OG0001231	LOC108100860|XP_017060432.1|DFIC	LOC118468340|XP_035794992.1|AALB
OG0001232	LOC108101826|XP_017061818.1|DFIC, LOC108100837|XP_017060398.1|DFIC	LOC118459302|XP_035778443.1|AALB
OG0001233	LOC108100782|XP_017060311.1|DFIC, LOC108100803|XP_017060355.1|DFIC	LOC118458684|XP_035777288.1|AALB
OG0001234	LOC108093923|XP_017049781.1|DFIC	LOC118458826|XP_035777605.1|AALB
OG0001235	LOC108091548|XP_017046308.1|DFIC	LOC118468919|XP_035796122.1|AALB
OG0001236	LOC108100559|XP_017060022.1|DFIC, LOC108100406|XP_017059781.1|DFIC	LOC118457340|XP_035774731.1|AALB
OG0001237	LOC108086916|XP_017039481.1|DFIC, LOC108101050|XP_017060723.1|DFIC	LOC118462010|XP_035783840.1|AALB
OG0001238	LOC108095819|XP_017052581.1|DFIC	LOC118458685|XP_035777293.1|AALB
OG0001239	LOC108088024|XP_017041137.1|DFIC	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	LOC108095700|XP_017052360.1|DFIC	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	LOC108086647|XP_017039114.1|DFIC	LOC118458875|XP_035777718.1|AALB
OG0001242	LOC108095596|XP_017052250.1|DFIC	LOC118457790|XP_035775529.1|AALB
OG0001246	LOC108090941|XP_017045366.1|DFIC	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	LOC108101831|XP_017061833.1|DFIC, LOC108098771|XP_017057396.1|DFIC	LOC118466018|XP_035790726.1|AALB
OG0001248	LOC108093908|XP_017049766.1|DFIC	LOC118465826|XP_035790307.1|AALB
OG0001249	LOC108102269|XP_017062509.1|DFIC, LOC108092880|XP_017048211.1|DFIC	LOC118463759|XP_035786466.1|AALB
OG0001257	LOC108095004|XP_017051328.1|DFIC	LOC118469009|XP_035796340.1|AALB
OG0001258	LOC108097742|XP_017055738.1|DFIC	LOC118458042|XP_035776057.1|AALB
OG0001259	LOC108092903|XP_017048243.1|DFIC	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	LOC108098965|XP_017057668.1|DFIC	LOC118460936|XP_035781596.1|AALB
OG0001261	LOC108098119|XP_017056328.1|DFIC, LOC108093442|XP_017048994.1|DFIC	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	LOC108099578|XP_017058671.1|DFIC	LOC118465872|XP_035790398.1|AALB
OG0001264	LOC108092540|XP_017047657.1|DFIC	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	LOC108096907|XP_017054346.1|DFIC	LOC118457732|XP_035775418.1|AALB
OG0001267	LOC108099590|XP_017058687.1|DFIC	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	LOC108093776|XP_017049536.1|DFIC	LOC118458301|XP_035776522.1|AALB
OG0001270	LOC108090133|XP_017044158.1|DFIC	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	LOC108093967|XP_017049862.1|DFIC	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	LOC108091920|XP_017046795.1|DFIC	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	LOC108100517|XP_017059963.1|DFIC	LOC118466941|XP_035792733.1|AALB
OG0001276	LOC108099901|XP_017059053.1|DFIC, LOC108099192|XP_017058053.1|DFIC	LOC118467508|XP_035793953.1|AALB
OG0001277	LOC108099032|XP_017057777.1|DFIC	LOC118463487|XP_035785971.1|AALB
OG0001278	LOC108087423|XP_017040259.1|DFIC	LOC118467600|XP_035794181.1|AALB
OG0001279	LOC108087578|XP_017040499.1|DFIC	LOC118467611|XP_035794206.1|AALB
OG0001280	LOC108099119|XP_017057940.1|DFIC	LOC118464283|XP_035787451.1|AALB
OG0001281	LOC108100655|XP_017060155.1|DFIC	LOC118464877|XP_035788512.1|AALB
OG0001282	LOC108092459|XP_017047537.1|DFIC	LOC118463127|XP_035785377.1|AALB
OG0001283	LOC108093722|XP_017049421.1|DFIC	LOC118463747|XP_035786435.1|AALB
OG0001284	LOC108086362|XP_017038751.1|DFIC, LOC108096102|XP_017052968.1|DFIC, LOC108101730|XP_017061671.1|DFIC	LOC118460504|XP_035780751.1|AALB
OG0001285	LOC108099616|XP_017058731.1|DFIC	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	LOC108095204|XP_017051704.1|DFIC, LOC108089976|XP_017043966.1|DFIC	LOC118457587|XP_035775168.1|AALB
OG0001287	LOC108098972|XP_017057677.1|DFIC	LOC118463595|XP_035786147.1|AALB
OG0001288	LOC108091443|XP_017046126.1|DFIC	LOC118457380|XP_035774808.1|AALB
OG0001290	LOC108087198|XP_017039988.1|DFIC, LOC108089775|XP_017043656.1|DFIC, LOC108090142|XP_017044219.1|DFIC	LOC118460506|XP_035780752.1|AALB
OG0001291	LOC108090965|XP_017045400.1|DFIC	LOC118460352|XP_035780485.1|AALB
OG0001292	LOC108090377|XP_017044496.1|DFIC	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	LOC108091355|XP_017045996.1|DFIC	LOC118468502|XP_035795229.1|AALB
OG0001294	LOC108089690|XP_017043526.1|DFIC, LOC108098793|XP_017057422.1|DFIC	LOC118456945|XP_035774009.1|AALB
OG0001295	LOC108094703|XP_017050928.1|DFIC	LOC118468446|XP_035795109.1|AALB
OG0001296	LOC108101523|XP_017061386.1|DFIC	LOC118457243|XP_035774518.1|AALB
OG0001297	LOC108099338|XP_017058302.1|DFIC	LOC118459854|XP_035779518.1|AALB
OG0001298	LOC108098657|XP_017057221.1|DFIC	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	LOC108096318|XP_017053311.1|DFIC	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	LOC108087203|XP_017039958.1|DFIC	LOC118459364|XP_035778556.1|AALB
OG0001301	LOC108088140|XP_017041293.1|DFIC	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	LOC108094946|XP_017051296.1|DFIC	LOC118461957|XP_035783751.1|AALB
OG0001303	LOC108097875|XP_017055903.1|DFIC	LOC118458916|XP_035777776.1|AALB
OG0001304	LOC108096813|XP_017054193.1|DFIC	LOC118460328|XP_035780432.1|AALB
OG0001305	LOC108090134|XP_017044159.1|DFIC	LOC118457357|XP_035774756.1|AALB
OG0001306	LOC108087001|XP_017039627.1|DFIC	LOC118457402|XP_035774859.1|AALB
OG0001307	LOC108093114|XP_017048544.1|DFIC	LOC118459515|XP_035778850.1|AALB
OG0001308	LOC108091347|XP_017045987.1|DFIC	LOC118461312|XP_035782395.1|AALB
OG0001309	LOC108087016|XP_017039672.1|DFIC	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001310	LOC108092983|XP_017048401.1|DFIC, LOC108094890|XP_017051254.1|DFIC, LOC108094984|XP_017051351.1|DFIC	LOC118458197|XP_035776335.1|AALB
OG0001311	LOC108088611|XP_017041988.1|DFIC	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	LOC108099756|XP_017058875.1|DFIC, LOC108099702|XP_017058813.1|DFIC	LOC118464188|XP_035787233.1|AALB
OG0001313	LOC108086759|XP_017039287.1|DFIC	LOC118464219|XP_035787284.1|AALB
OG0001314	LOC108098363|XP_017056698.1|DFIC	LOC118463333|XP_035785730.1|AALB
OG0001315	LOC108097095|XP_017054641.1|DFIC	LOC118468527|XP_035795288.1|AALB
OG0001316	LOC108090458|XP_017044639.1|DFIC, LOC108090251|XP_017044335.1|DFIC	LOC118465245|XP_035789159.1|AALB
OG0001326	LOC108099489|XP_017058538.1|DFIC	LOC118461381|XP_035782530.1|AALB
OG0001328	LOC108094616|XP_017050787.1|DFIC	LOC118464706|XP_035788125.1|AALB
OG0001329	LOC108097925|XP_017055967.1|DFIC	LOC118460972|XP_035781678.1|AALB
OG0001330	LOC108097565|XP_017055435.1|DFIC	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB
OG0001331	LOC108097345|XP_017055070.1|DFIC	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB
OG0001332	LOC108098047|XP_017056208.1|DFIC	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB
OG0001333	LOC108092555|XP_017047678.1|DFIC	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB
OG0001334	LOC108099594|XP_017058692.1|DFIC	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB
OG0001335	LOC108088046|XP_017041170.1|DFIC	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB
OG0001337	LOC108098033|XP_017056177.1|DFIC	LOC118457682|XP_035775340.1|AALB
OG0001338	LOC108093804|XP_017049601.1|DFIC	LOC118458991|XP_035777882.1|AALB
OG0001339	LOC108086719|XP_017039228.1|DFIC	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB
OG0001340	LOC108086354|XP_017038744.1|DFIC	LOC118458161|XP_035776256.1|AALB
OG0001341	LOC108092153|XP_017047163.1|DFIC, LOC108090602|XP_017044859.1|DFIC, LOC108099633|XP_017058751.1|DFIC	LOC118458126|XP_035776201.1|AALB
OG0001344	LOC108086785|XP_017039314.1|DFIC	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB
