Orthogroup	DFIC.longest_only	DBIA.longest_only
OG0002090	LOC108095443|XP_017052041.1|DFIC	LOC108028596|XP_016956000.1|DBIA
OG0002091	LOC108090675|XP_017044950.1|DFIC	LOC108026606|XP_016953068.1|DBIA
OG0002092	LOC108089469|XP_017043211.1|DFIC	LOC108035213|XP_016966217.1|DBIA
OG0002093	LOC108090763|XP_017045092.1|DFIC	LOC108022843|XP_016947504.1|DBIA
OG0002094	LOC108090687|XP_017044962.1|DFIC	LOC108026593|XP_016953054.1|DBIA
OG0002096	LOC108086724|XP_017039236.1|DFIC	LOC108022612|XP_016947137.1|DBIA
OG0002097	LOC108090753|XP_017045074.1|DFIC	LOC108036327|XP_016967829.1|DBIA
OG0002098	LOC108088876|XP_017042359.1|DFIC	LOC108030845|XP_016959471.1|DBIA
OG0002099	LOC108097612|XP_017055510.1|DFIC	LOC108031104|XP_016959804.1|DBIA, LOC108032054|XP_016961359.1|DBIA
OG0002100	LOC108096419|XP_017053489.1|DFIC	LOC108030656|XP_016959164.1|DBIA
OG0002101	LOC108090364|XP_017044482.1|DFIC	LOC108029579|XP_016957430.1|DBIA
OG0002102	LOC108094881|XP_017051201.1|DFIC	LOC108029639|XP_016957531.1|DBIA
OG0002103	LOC108097689|XP_017055646.1|DFIC	LOC108031937|XP_016961206.1|DBIA
OG0002105	LOC108101283|XP_017061065.1|DFIC	LOC108027814|XP_016954881.1|DBIA
OG0002106	LOC108097718|XP_017055699.1|DFIC	LOC108031737|XP_016960916.1|DBIA
OG0002107	LOC108100064|XP_017059287.1|DFIC	LOC108033919|XP_016964079.1|DBIA
OG0002108	LOC108092220|XP_017047242.1|DFIC	LOC108024420|XP_016949826.1|DBIA
OG0002109	LOC108086798|XP_017039328.1|DFIC	LOC108025171|XP_016950937.1|DBIA
OG0002110	LOC108092661|XP_017047811.1|DFIC	LOC108032327|XP_016961625.1|DBIA
OG0002111	LOC108098722|XP_017057329.1|DFIC	LOC108036817|XP_016968656.1|DBIA
OG0002111	LOC108098716|XP_017057322.1|DFIC	LOC108036714|XP_016968504.1|DBIA
OG0002112	LOC108098695|XP_017057293.1|DFIC	LOC108033587|XP_016963422.1|DBIA
OG0002113	LOC108091924|XP_017046798.1|DFIC	LOC108031030|XP_016959720.1|DBIA
OG0002114	LOC108097643|XP_017055561.1|DFIC	LOC108025293|XP_016951169.1|DBIA
OG0002114	LOC108097713|XP_017055691.1|DFIC	LOC108025292|XP_016951168.1|DBIA
OG0002115	LOC108101855|XP_017061864.1|DFIC	LOC108026630|XP_016953137.1|DBIA
OG0002115	LOC108101857|XP_017061865.1|DFIC	LOC108026629|XP_016953135.1|DBIA
OG0002116	LOC108098348|XP_017056679.1|DFIC	LOC108032665|XP_016962114.1|DBIA
OG0002116	LOC108100191|XP_017059452.1|DFIC	LOC108028360|XP_016955622.1|DBIA
OG0002117	LOC108094936|XP_017051284.1|DFIC	LOC108026695|XP_016953272.1|DBIA
OG0002119	LOC108095813|XP_017052575.1|DFIC	LOC108026199|XP_016952480.1|DBIA
OG0002120	LOC108095035|XP_017051407.1|DFIC	LOC108036012|XP_016967414.1|DBIA
OG0002121	LOC108086560|XP_017039002.1|DFIC	LOC108026235|XP_016952559.1|DBIA
OG0002123	LOC108100797|XP_017060340.1|DFIC	LOC108033850|XP_016963974.1|DBIA
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	LOC108035796|XP_016967027.1|DBIA
OG0002125	LOC108087657|XP_017040634.1|DFIC	LOC108030030|XP_016958074.1|DBIA
OG0002126	LOC108096461|XP_017053557.1|DFIC	LOC108028833|XP_016956310.1|DBIA
OG0002127	LOC108098082|XP_017056273.1|DFIC	LOC108023591|XP_016948683.1|DBIA
OG0002128	LOC108088610|XP_017041984.1|DFIC	LOC108035766|XP_016966958.1|DBIA
OG0002129	LOC108087986|XP_017041076.1|DFIC	LOC108031580|XP_016960634.1|DBIA
OG0002130	LOC108097058|XP_017054583.1|DFIC	LOC108023316|XP_016948108.1|DBIA
OG0002131	LOC108087342|XP_017040171.1|DFIC	LOC108025363|XP_016951315.1|DBIA
OG0002132	LOC108089239|XP_017042889.1|DFIC	LOC108034811|XP_016965348.1|DBIA
OG0002133	LOC108095573|XP_017052213.1|DFIC	LOC108036294|XP_016967797.1|DBIA
OG0002134	LOC108092787|XP_017048041.1|DFIC	LOC108023559|XP_016948635.1|DBIA
OG0002135	LOC108097921|XP_017055959.1|DFIC	LOC108023951|XP_016949132.1|DBIA
OG0002136	LOC108088506|XP_017041826.1|DFIC	LOC108025326|XP_016951241.1|DBIA
OG0002137	LOC108087143|XP_017039843.1|DFIC	LOC108026146|XP_016952366.1|DBIA
OG0002138	LOC108091108|XP_017045620.1|DFIC	LOC108023692|XP_016948805.1|DBIA
OG0002139	LOC108091302|XP_017045914.1|DFIC	LOC108033054|XP_016962670.1|DBIA
OG0002140	LOC108088683|XP_017042113.1|DFIC	LOC108023214|XP_016947973.1|DBIA
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC108024077|XP_016949341.1|DBIA
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC108024995|XP_016950740.1|DBIA
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC108027786|XP_016954842.1|DBIA
OG0002144	LOC108101978|XP_017062062.1|DFIC	LOC108033014|XP_016962633.1|DBIA
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC108031903|XP_016961159.1|DBIA
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC108024962|XP_016950689.1|DBIA
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC108025764|XP_016951847.1|DBIA
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC108034563|XP_016964981.1|DBIA
OG0002149	LOC108095048|XP_017051439.1|DFIC	LOC108036005|XP_016967390.1|DBIA
OG0002150	LOC108094675|XP_017050880.1|DFIC	LOC108026580|XP_016953026.1|DBIA
OG0002151	LOC108089259|XP_017042916.1|DFIC	LOC108033385|XP_016963193.1|DBIA
OG0002152	LOC108087172|XP_017039904.1|DFIC	LOC108025125|XP_016950885.1|DBIA
OG0002153	LOC108088381|XP_017041618.1|DFIC	LOC108026066|XP_016952250.1|DBIA
OG0002154	LOC108097303|XP_017055007.1|DFIC	LOC108023601|XP_016948698.1|DBIA
OG0002155	LOC108086794|XP_017039322.1|DFIC	LOC108025109|XP_016950863.1|DBIA
OG0002156	LOC108088801|XP_017042259.1|DFIC	LOC108030806|XP_016959390.1|DBIA
OG0002157	LOC108087208|XP_017039962.1|DFIC	LOC108024344|XP_016949738.1|DBIA
OG0002158	LOC108096883|XP_017054313.1|DFIC	LOC108030378|XP_016958737.1|DBIA
OG0002159	LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	LOC108022600|XP_016947123.1|DBIA
OG0002160	LOC108098661|XP_017057226.1|DFIC	LOC108031111|XP_016959811.1|DBIA
OG0002161	LOC108088045|XP_017041169.1|DFIC	LOC108031804|XP_016961013.1|DBIA
OG0002162	LOC108087319|XP_017040139.1|DFIC	LOC108024705|XP_016950278.1|DBIA
OG0002163	LOC108092988|XP_017048370.1|DFIC	LOC108036566|XP_016968306.1|DBIA
OG0002164	LOC108095978|XP_017052811.1|DFIC	LOC108026438|XP_016952864.1|DBIA
OG0002165	LOC108098216|XP_017056483.1|DFIC	LOC108033622|XP_016963484.1|DBIA
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	LOC108036799|XP_016968635.1|DBIA
OG0002167	LOC108095250|XP_017051767.1|DFIC	LOC108030451|XP_016958832.1|DBIA
OG0002168	LOC108090804|XP_017045147.1|DFIC	LOC108026917|XP_016953617.1|DBIA
OG0002169	LOC108087562|XP_017040478.1|DFIC	LOC108035317|XP_016966379.1|DBIA
OG0002170	LOC108098406|XP_017056778.1|DFIC	LOC108024903|XP_016950557.1|DBIA
OG0002171	LOC108087134|XP_017039821.1|DFIC	LOC108026205|XP_016952496.1|DBIA
OG0002172	LOC108091668|XP_017046470.1|DFIC	LOC108032234|XP_016961585.1|DBIA
OG0002173	LOC108100077|XP_017059306.1|DFIC	LOC108033327|XP_016963101.1|DBIA
OG0002174	LOC108092128|XP_017047121.1|DFIC	LOC108024757|XP_016950355.1|DBIA
OG0002175	LOC108092129|XP_017047122.1|DFIC	LOC108024758|XP_016950356.1|DBIA
OG0002176	LOC108088005|XP_017041106.1|DFIC	LOC108032126|XP_016961447.1|DBIA
OG0002177	LOC108087047|XP_017039714.1|DFIC	LOC108023355|XP_016948207.1|DBIA
OG0002178	LOC108086559|XP_017039001.1|DFIC	LOC108025240|XP_016951075.1|DBIA
OG0002179	LOC108095929|XP_017052754.1|DFIC	LOC108026414|XP_016952831.1|DBIA
OG0002180	LOC108099380|XP_017058362.1|DFIC	LOC108025207|XP_016951029.1|DBIA
OG0002181	LOC108097753|XP_017055753.1|DFIC	LOC108023675|XP_016948785.1|DBIA
OG0002182	LOC108098587|XP_017057116.1|DFIC	LOC108031489|XP_016960466.1|DBIA
OG0002183	LOC108095249|XP_017051766.1|DFIC	LOC108036244|XP_016967741.1|DBIA
OG0002184	LOC108092105|XP_017047088.1|DFIC	LOC108031751|XP_016960944.1|DBIA
OG0002185	LOC108097232|XP_017054891.1|DFIC	LOC108026323|XP_016952702.1|DBIA
OG0002186	LOC108088137|XP_017041290.1|DFIC	LOC108023829|XP_016948965.1|DBIA
OG0002187	LOC108099599|XP_017058704.1|DFIC	LOC108032093|XP_016961408.1|DBIA
OG0002188	LOC108090744|XP_017045058.1|DFIC	LOC108026653|XP_016953180.1|DBIA
OG0002189	LOC108087726|XP_017040736.1|DFIC	LOC108022847|XP_016947550.1|DBIA
OG0002190	LOC108087229|XP_017040002.1|DFIC	LOC108026239|XP_016952563.1|DBIA
OG0002191	LOC108096280|XP_017053235.1|DFIC	LOC108028321|XP_016955543.1|DBIA
OG0002192	LOC108099957|XP_017059126.1|DFIC	LOC108028575|XP_016955969.1|DBIA
OG0002193	LOC108087263|XP_017040059.1|DFIC	LOC108031839|XP_016961078.1|DBIA
OG0002194	LOC108088373|XP_017041607.1|DFIC	LOC108024407|XP_016949809.1|DBIA
OG0002195	LOC108091954|XP_017046840.1|DFIC	LOC108026398|XP_016952810.1|DBIA
OG0002196	LOC108098770|XP_017057391.1|DFIC	LOC108031127|XP_016959830.1|DBIA
OG0002197	LOC108099055|XP_017057812.1|DFIC	LOC108030958|XP_016959650.1|DBIA
OG0002198	LOC108098571|XP_017057083.1|DFIC	LOC108027260|XP_016954111.1|DBIA
OG0002199	LOC108097649|XP_017055569.1|DFIC	LOC108031630|XP_016960724.1|DBIA
OG0002200	LOC108095608|XP_017052261.1|DFIC	LOC108025770|XP_016951856.1|DBIA
OG0002202	LOC108091962|XP_017046856.1|DFIC	LOC108031728|XP_016960889.1|DBIA
OG0002203	LOC108092093|XP_017047072.1|DFIC	LOC108024702|XP_016950272.1|DBIA
OG0002204	LOC108095814|XP_017052576.1|DFIC	LOC108026389|XP_016952800.1|DBIA
OG0002205	LOC108087106|XP_017039777.1|DFIC	LOC108023712|XP_016948835.1|DBIA
OG0002206	LOC108095727|XP_017052391.1|DFIC	LOC108031187|XP_016959895.1|DBIA
OG0002207	LOC108102300|XP_017062551.1|DFIC	LOC108024688|XP_016950253.1|DBIA
OG0002208	LOC108086288|XP_017038666.1|DFIC	LOC108024870|XP_016950503.1|DBIA
OG0002209	LOC108097301|XP_017055005.1|DFIC	LOC108023592|XP_016948685.1|DBIA
OG0002210	LOC108090205|XP_017044284.1|DFIC	LOC108027372|XP_016954286.1|DBIA
OG0002211	LOC108087311|XP_017040120.1|DFIC	LOC108031916|XP_016961175.1|DBIA
OG0002212	LOC108088006|XP_017041107.1|DFIC	LOC108031977|XP_016961260.1|DBIA
OG0002213	LOC108091823|XP_017046690.1|DFIC	LOC108027441|XP_016954379.1|DBIA
OG0002215	LOC108098822|XP_017057464.1|DFIC	LOC108031383|XP_016960231.1|DBIA
OG0002216	LOC108088458|XP_017041731.1|DFIC	LOC108026376|XP_016952786.1|DBIA
OG0002217	LOC108092209|XP_017047227.1|DFIC	LOC108024808|XP_016950419.1|DBIA
OG0002218	LOC108094621|XP_017050793.1|DFIC	LOC108026620|XP_016953106.1|DBIA
OG0002219	LOC108091699|XP_017046520.1|DFIC	LOC108032044|XP_016961345.1|DBIA
OG0002220	LOC108091581|XP_017046346.1|DFIC	LOC108030971|XP_016959659.1|DBIA
OG0002221	LOC108087543|XP_017040441.1|DFIC	LOC108035386|XP_016966482.1|DBIA
OG0002222	LOC108101839|XP_017061841.1|DFIC	LOC108022738|XP_016947317.1|DBIA
OG0002224	LOC108093623|XP_017049250.1|DFIC	LOC108030034|XP_016958083.1|DBIA
OG0002225	LOC108086987|XP_017039606.1|DFIC	LOC108028666|XP_016956087.1|DBIA
OG0002226	LOC108094260|XP_017050214.1|DFIC	LOC108030057|XP_016958130.1|DBIA
OG0002227	LOC108096647|XP_017053900.1|DFIC	LOC108022543|XP_016947010.1|DBIA
OG0002228	LOC108101584|XP_017061485.1|DFIC	LOC108029709|XP_016957673.1|DBIA
OG0002229	LOC108101849|XP_017061857.1|DFIC	LOC108022551|XP_016947028.1|DBIA
OG0002230	LOC108096628|XP_017053863.1|DFIC	LOC108029635|XP_016957523.1|DBIA
OG0002231	LOC108094308|XP_017050318.1|DFIC	LOC108030256|XP_016958565.1|DBIA
OG0002232	LOC108095239|XP_017051756.1|DFIC	LOC108022735|XP_016947313.1|DBIA
OG0002233	LOC108089607|XP_017043457.1|DFIC	LOC108030689|XP_016959212.1|DBIA
OG0002235	LOC108096717|XP_017054041.1|DFIC	LOC108026632|XP_016953139.1|DBIA
OG0002236	LOC108090825|XP_017045174.1|DFIC	LOC108026688|XP_016953265.1|DBIA
OG0002237	LOC108090738|XP_017045050.1|DFIC	LOC108026650|XP_016953176.1|DBIA
OG0002238	LOC108094314|XP_017050331.1|DFIC	LOC108030221|XP_016958487.1|DBIA
OG0002239	LOC108096779|XP_017054143.1|DFIC	LOC108029733|XP_016957709.1|DBIA
OG0002240	LOC108096755|XP_017054103.1|DFIC	LOC108026702|XP_016953284.1|DBIA
OG0002241	LOC108087444|XP_017040286.1|DFIC	LOC108035287|XP_016966343.1|DBIA
OG0002242	LOC108089040|XP_017042634.1|DFIC	LOC108035256|XP_016966291.1|DBIA
OG0002243	LOC108093345|XP_017048842.1|DFIC	LOC108031643|XP_016960763.1|DBIA
OG0002244	LOC108099852|XP_017058987.1|DFIC	LOC108028313|XP_016955525.1|DBIA
OG0002245	LOC108096294|XP_017053256.1|DFIC	LOC108035055|XP_016965924.1|DBIA
OG0002246	LOC108094326|XP_017050358.1|DFIC	LOC108030324|XP_016958670.1|DBIA
OG0002247	LOC108090808|XP_017045153.1|DFIC	LOC108026897|XP_016953595.1|DBIA
OG0002248	LOC108100445|XP_017059859.1|DFIC	LOC108035357|XP_016966442.1|DBIA
OG0002249	LOC108089064|XP_017042662.1|DFIC	LOC108034754|XP_016965192.1|DBIA
OG0002250	LOC108095252|XP_017051769.1|DFIC	LOC108022882|XP_016947568.1|DBIA
OG0002251	LOC108095109|XP_017051536.1|DFIC	LOC108023070|XP_016947806.1|DBIA
OG0002252	LOC108095219|XP_017051724.1|DFIC	LOC108022983|XP_016947698.1|DBIA
OG0002253	LOC108101902|XP_017061960.1|DFIC	LOC108022755|XP_016947342.1|DBIA
OG0002254	LOC108099339|XP_017058304.1|DFIC	LOC108031743|XP_016960929.1|DBIA
OG0002255	LOC108097416|XP_017055170.1|DFIC	LOC108024203|XP_016949542.1|DBIA
OG0002256	LOC108096669|XP_017053930.1|DFIC	LOC108036412|XP_016968027.1|DBIA
OG0002257	LOC108086430|XP_017038825.1|DFIC	LOC108022698|XP_016947261.1|DBIA
OG0002258	LOC108093143|XP_017048577.1|DFIC	LOC108028518|XP_016955890.1|DBIA
OG0002259	LOC108094641|XP_017050832.1|DFIC	LOC108025803|XP_016951936.1|DBIA
OG0002260	LOC108100465|XP_017059883.1|DFIC	LOC108028464|XP_016955811.1|DBIA
OG0002261	LOC108088901|XP_017042392.1|DFIC	LOC108030802|XP_016959376.1|DBIA
OG0002262	LOC108090839|XP_017045194.1|DFIC	LOC108036476|XP_016968146.1|DBIA
OG0002263	LOC108089629|XP_017043481.1|DFIC	LOC108034545|XP_016964961.1|DBIA
OG0002264	LOC108101837|XP_017061840.1|DFIC	LOC108022737|XP_016947316.1|DBIA
OG0002265	LOC108089699|XP_017043536.1|DFIC	LOC108034612|XP_016965036.1|DBIA
OG0002266	LOC108100154|XP_017059400.1|DFIC	LOC108028055|XP_016955182.1|DBIA
OG0002267	LOC108093872|XP_017049707.1|DFIC	LOC108027863|XP_016954967.1|DBIA
OG0002268	LOC108093177|XP_017048622.1|DFIC	LOC108028315|XP_016955533.1|DBIA
OG0002269	LOC108087664|XP_017040642.1|DFIC	LOC108030220|XP_016958484.1|DBIA
OG0002270	LOC108094001|XP_017049913.1|DFIC	LOC108036519|XP_016968214.1|DBIA
OG0002271	LOC108093744|XP_017049503.1|DFIC	LOC108030704|XP_016959237.1|DBIA
OG0002272	LOC108100399|XP_017059772.1|DFIC	LOC108035467|XP_016966604.1|DBIA
OG0002273	LOC108096319|XP_017053312.1|DFIC	LOC108030579|XP_016959004.1|DBIA
OG0002274	LOC108093572|XP_017049157.1|DFIC	LOC108030786|XP_016959327.1|DBIA
OG0002275	LOC108099913|XP_017059063.1|DFIC	LOC108035435|XP_016966556.1|DBIA
OG0002276	LOC108100334|XP_017059633.1|DFIC	LOC108030398|XP_016958775.1|DBIA
OG0002277	LOC108100628|XP_017060118.1|DFIC	LOC108030096|XP_016958254.1|DBIA
OG0002278	LOC108088939|XP_017042451.1|DFIC	LOC108034400|XP_016964771.1|DBIA
OG0002279	LOC108096342|XP_017053378.1|DFIC	LOC108029691|XP_016957643.1|DBIA
OG0002280	LOC108089419|XP_017043112.1|DFIC	LOC108035244|XP_016966267.1|DBIA
OG0002281	LOC108089466|XP_017043206.1|DFIC	LOC108035142|XP_016966072.1|DBIA
OG0002282	LOC108099127|XP_017057953.1|DFIC	LOC108035509|XP_016966659.1|DBIA
OG0002283	LOC108087689|XP_017040685.1|DFIC	LOC108022788|XP_016947403.1|DBIA
OG0002284	LOC108101453|XP_017061284.1|DFIC	LOC108029395|XP_016957112.1|DBIA
OG0002285	LOC108095383|XP_017051951.1|DFIC	LOC108032037|XP_016961341.1|DBIA
OG0002286	LOC108096864|XP_017054278.1|DFIC	LOC108022914|XP_016947610.1|DBIA
OG0002287	LOC108093995|XP_017049905.1|DFIC	LOC108036564|XP_016968301.1|DBIA
OG0002288	LOC108093728|XP_017049463.1|DFIC	LOC108029736|XP_016957715.1|DBIA
OG0002289	LOC108088972|XP_017042493.1|DFIC	LOC108034882|XP_016965579.1|DBIA
OG0002290	LOC108093388|XP_017048895.1|DFIC	LOC108022489|XP_016946971.1|DBIA
OG0002291	LOC108093817|XP_017049621.1|DFIC	LOC108030129|XP_016958327.1|DBIA
OG0002292	LOC108094312|XP_017050329.1|DFIC	LOC108030207|XP_016958453.1|DBIA
OG0002293	LOC108086317|XP_017038707.1|DFIC	LOC108032781|XP_016962276.1|DBIA
OG0002294	LOC108097731|XP_017055721.1|DFIC	LOC108032002|XP_016961287.1|DBIA
OG0002295	LOC108102227|XP_017062441.1|DFIC, LOC108090066|XP_017044090.1|DFIC	LOC108033695|XP_016963683.1|DBIA
OG0002296	LOC108097837|XP_017055851.1|DFIC	LOC108032590|XP_016961986.1|DBIA
OG0002297	LOC108098831|XP_017057475.1|DFIC	LOC108031415|XP_016960304.1|DBIA
OG0002298	LOC108090973|XP_017045417.1|DFIC	LOC108026529|XP_016952966.1|DBIA
OG0002299	LOC108086737|XP_017039257.1|DFIC	LOC108022229|XP_016946576.1|DBIA
OG0002300	LOC108093451|XP_017049014.1|DFIC	LOC108034325|XP_016964686.1|DBIA
OG0002301	LOC108095790|XP_017052542.1|DFIC	LOC108033974|XP_016964178.1|DBIA
OG0002302	LOC108094373|XP_017050407.1|DFIC	LOC108033761|XP_016963823.1|DBIA
OG0002303	LOC108095301|XP_017051848.1|DFIC	LOC108032156|XP_016961494.1|DBIA
OG0002304	LOC108101750|XP_017061701.1|DFIC	LOC108029171|XP_016956805.1|DBIA
OG0002305	LOC108100610|XP_017060088.1|DFIC	LOC108028581|XP_016955978.1|DBIA
OG0002306	LOC108101002|XP_017060657.1|DFIC	LOC108036114|XP_016967578.1|DBIA
OG0002307	LOC108094156|XP_017050085.1|DFIC	LOC108032575|XP_016961963.1|DBIA
OG0002308	LOC108097814|XP_017055822.1|DFIC	LOC108022273|XP_016946624.1|DBIA
OG0002308	LOC108097002|XP_017054525.1|DFIC, LOC108101335|XP_017061167.1|DFIC	LOC108032632|XP_016962062.1|DBIA
OG0002309	LOC108089991|XP_017043982.1|DFIC	LOC108029080|XP_016956654.1|DBIA
OG0002310	LOC108089934|XP_017043910.1|DFIC	LOC108034171|XP_016964469.1|DBIA
OG0002311	LOC108092641|XP_017047768.1|DFIC	LOC108032368|XP_016961670.1|DBIA
OG0002312	LOC108102215|XP_017062426.1|DFIC	LOC108032784|XP_016962274.1|DBIA
OG0002314	LOC108090276|XP_017044375.1|DFIC	LOC108029416|XP_016957141.1|DBIA
OG0002315	LOC108087756|XP_017040774.1|DFIC	LOC108030435|XP_016958810.1|DBIA
OG0002316	LOC108100005|XP_017059196.1|DFIC	LOC108033377|XP_016963185.1|DBIA
OG0002317	LOC108087466|XP_017040324.1|DFIC	LOC108035250|XP_016966275.1|DBIA
OG0002318	LOC108096066|XP_017052915.1|DFIC	LOC108034073|XP_016964321.1|DBIA
OG0002319	LOC108101422|XP_017061274.1|DFIC, LOC108092758|XP_017047979.1|DFIC	LOC108032804|XP_016962300.1|DBIA
OG0002320	LOC108095166|XP_017051613.1|DFIC	LOC108022591|XP_016947107.1|DBIA
OG0002321	LOC108086766|XP_017039300.1|DFIC	LOC108023088|XP_016947832.1|DBIA
OG0002322	LOC108093380|XP_017048888.1|DFIC	LOC108034199|XP_016964518.1|DBIA
OG0002323	LOC108089911|XP_017043880.1|DFIC	LOC108034229|XP_016964564.1|DBIA
OG0002324	LOC108088897|XP_017042386.1|DFIC	LOC108030801|XP_016959373.1|DBIA
OG0002325	LOC108099894|XP_017059039.1|DFIC	LOC108028529|XP_016955910.1|DBIA
OG0002326	LOC108099946|XP_017059111.1|DFIC	LOC108028651|XP_016956064.1|DBIA
OG0002327	LOC108087201|XP_017039949.1|DFIC	LOC108024745|XP_016950334.1|DBIA
OG0002328	LOC108098365|XP_017056702.1|DFIC	LOC108032793|XP_016962286.1|DBIA
OG0002329	LOC108101332|XP_017061130.1|DFIC	LOC108027926|XP_016955039.1|DBIA
OG0002330	LOC108101309|XP_017061100.1|DFIC	LOC108027913|XP_016955023.1|DBIA
OG0002331	LOC108087588|XP_017040509.1|DFIC	LOC108035772|XP_016966967.1|DBIA
OG0002332	LOC108099204|XP_017058068.1|DFIC	LOC108027496|XP_016954432.1|DBIA, LOC108035554|XP_016966712.1|DBIA
OG0002333	LOC108090862|XP_017045237.1|DFIC	LOC108022607|XP_016947132.1|DBIA
OG0002334	LOC108088098|XP_017041241.1|DFIC, LOC108102217|XP_017062429.1|DFIC	LOC108034141|XP_016964424.1|DBIA
OG0002335	LOC108090351|XP_017044461.1|DFIC	LOC108029708|XP_016957671.1|DBIA
OG0002336	LOC108088276|XP_017041484.1|DFIC	LOC108035916|XP_016967179.1|DBIA
OG0002337	LOC108090748|XP_017045064.1|DFIC	LOC108036330|XP_016967851.1|DBIA
OG0002338	LOC108093519|XP_017049104.1|DFIC	LOC108034180|XP_016964486.1|DBIA
OG0002339	LOC108092440|XP_017047510.1|DFIC	LOC108027830|XP_016954904.1|DBIA
OG0002340	LOC108093491|XP_017049070.1|DFIC	LOC108033967|XP_016964165.1|DBIA
OG0002341	LOC108094055|XP_017049982.1|DFIC	LOC108022165|XP_016946498.1|DBIA
OG0002342	LOC108089895|XP_017043855.1|DFIC	LOC108029107|XP_016956707.1|DBIA
OG0002343	LOC108089881|XP_017043832.1|DFIC	LOC108029043|XP_016956583.1|DBIA
OG0002344	LOC108100548|XP_017060009.1|DFIC	LOC108028907|XP_016956417.1|DBIA
OG0002344	LOC108101718|XP_017061646.1|DFIC	LOC108023835|XP_016948968.1|DBIA
OG0002345	LOC108101500|XP_017061349.1|DFIC	LOC108029520|XP_016957308.1|DBIA
OG0002346	LOC108088211|XP_017041401.1|DFIC	LOC108034074|XP_016964323.1|DBIA
OG0002347	LOC108087722|XP_017040732.1|DFIC	LOC108030291|XP_016958611.1|DBIA
OG0002348	LOC108092697|XP_017047897.1|DFIC	LOC108036101|XP_016967555.1|DBIA
OG0002349	LOC108101507|XP_017061356.1|DFIC	LOC108029523|XP_016957312.1|DBIA
OG0002350	LOC108101499|XP_017061348.1|DFIC	LOC108029518|XP_016957305.1|DBIA
OG0002351	LOC108086765|XP_017039298.1|DFIC	LOC108023113|XP_016947868.1|DBIA
OG0002352	LOC108096869|XP_017054285.1|DFIC	LOC108030262|XP_016958574.1|DBIA
OG0002353	LOC108101396|XP_017061206.1|DFIC	LOC108031771|XP_016960971.1|DBIA
OG0002354	LOC108098748|XP_017057372.1|DFIC	LOC108036795|XP_016968631.1|DBIA
OG0002355	LOC108099167|XP_017058009.1|DFIC	LOC108026994|XP_016953680.1|DBIA
OG0002356	LOC108098251|XP_017056532.1|DFIC	LOC108034517|XP_016964933.1|DBIA
OG0002357	LOC108092112|XP_017047099.1|DFIC	LOC108024539|XP_016949996.1|DBIA
OG0002358	LOC108089254|XP_017042909.1|DFIC	LOC108034499|XP_016964898.1|DBIA
OG0002359	LOC108091356|XP_017045997.1|DFIC	LOC108025857|XP_016952013.1|DBIA
OG0002360	LOC108089871|XP_017043809.1|DFIC, LOC108095212|XP_017051717.1|DFIC	LOC108033774|XP_016963861.1|DBIA
OG0002361	LOC108100376|XP_017059713.1|DFIC	LOC108028831|XP_016956308.1|DBIA
OG0002362	LOC108100879|XP_017060465.1|DFIC	LOC108033640|XP_016963548.1|DBIA
OG0002363	LOC108093503|XP_017049085.1|DFIC	LOC108034169|XP_016964465.1|DBIA
OG0002364	LOC108093343|XP_017048839.1|DFIC	LOC108033687|XP_016963645.1|DBIA
OG0002365	LOC108093476|XP_017049054.1|DFIC	LOC108034221|XP_016964552.1|DBIA
OG0002366	LOC108089924|XP_017043895.1|DFIC	LOC108027829|XP_016954902.1|DBIA
OG0002367	LOC108088590|XP_017041977.1|DFIC, LOC108092424|XP_017047480.1|DFIC	LOC108036111|XP_016967576.1|DBIA
OG0002368	LOC108098213|XP_017056475.1|DFIC	LOC108024075|XP_016949335.1|DBIA
OG0002369	LOC108097673|XP_017055618.1|DFIC	LOC108024006|XP_016949237.1|DBIA
OG0002370	LOC108096763|XP_017054153.1|DFIC, LOC108098305|XP_017056605.1|DFIC	LOC108033398|XP_016963206.1|DBIA
OG0002371	LOC108098340|XP_017056671.1|DFIC	LOC108033800|XP_016963898.1|DBIA
OG0002372	LOC108091491|XP_017046203.1|DFIC	LOC108029074|XP_016956643.1|DBIA
OG0002373	LOC108098283|XP_017056576.1|DFIC	LOC108034343|XP_016964719.1|DBIA
OG0002374	LOC108096001|XP_017052836.1|DFIC	LOC108026467|XP_016952897.1|DBIA
OG0002375	LOC108098560|XP_017057055.1|DFIC	LOC108027223|XP_016954040.1|DBIA
OG0002376	LOC108088152|XP_017041305.1|DFIC	LOC108033775|XP_016963862.1|DBIA
OG0002377	LOC108090123|XP_017044143.1|DFIC	LOC108023822|XP_016948959.1|DBIA
