Orthogroup	DFIC.longest_only	DGUA.longest_only
OG0001764	LOC108087031|XP_017039687.1|DFIC	LOC117585464|XP_034130846.1|DGUA
OG0001765	LOC108090798|XP_017045135.1|DFIC	LOC117578807|XP_034120430.1|DGUA
OG0001766	LOC108100980|XP_017060624.1|DFIC	LOC117587946|XP_034134837.1|DGUA
OG0001767	LOC108092584|XP_017047718.1|DFIC	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA
OG0001768	LOC108091541|XP_017046295.1|DFIC	LOC117582643|XP_034126416.1|DGUA, LOC117591336|XP_034140452.1|DGUA
OG0001769	LOC108088099|XP_017041242.1|DFIC	LOC117588178|XP_034135185.1|DGUA
OG0001770	LOC108100092|XP_017059323.1|DFIC	LOC117584137|XP_034128781.1|DGUA
OG0001771	LOC108092571|XP_017047700.1|DFIC	LOC117582107|XP_034125564.1|DGUA
OG0001772	LOC108089231|XP_017042877.1|DFIC	LOC117584606|XP_034129506.1|DGUA
OG0001773	LOC108089243|XP_017042896.1|DFIC	LOC117588193|XP_034135209.1|DGUA
OG0001774	LOC108090777|XP_017045110.1|DFIC	LOC117586571|XP_034132627.1|DGUA
OG0001775	LOC108091074|XP_017045565.1|DFIC	LOC117590971|XP_034139927.1|DGUA
OG0001776	LOC108094380|XP_017050430.1|DFIC	LOC117584191|XP_034128849.1|DGUA
OG0001777	LOC108100887|XP_017060486.1|DFIC	LOC117584341|XP_034129064.1|DGUA
OG0001778	LOC108098233|XP_017056504.1|DFIC	LOC117584668|XP_034129587.1|DGUA
OG0001779	LOC108089159|XP_017042772.1|DFIC	LOC117587522|XP_034134213.1|DGUA
OG0001780	LOC108094487|XP_017050565.1|DFIC	LOC117578755|XP_034120332.1|DGUA
OG0001781	LOC108098352|XP_017056684.1|DFIC	LOC117587628|XP_034134380.1|DGUA
OG0001782	LOC108092673|XP_017047843.1|DFIC	LOC117587616|XP_034134363.1|DGUA
OG0001783	LOC108098750|XP_017057373.1|DFIC	LOC117583901|XP_034128465.1|DGUA
OG0001784	LOC108094145|XP_017050072.1|DFIC	LOC117582399|XP_034125977.1|DGUA
OG0001785	LOC108090749|XP_017045068.1|DFIC	LOC117592045|XP_034141420.1|DGUA
OG0001786	LOC108093492|XP_017049073.1|DFIC	LOC117584718|XP_034129659.1|DGUA
OG0001787	LOC108093449|XP_017049012.1|DFIC	LOC117581850|XP_034125198.1|DGUA
OG0001788	LOC108094748|XP_017050991.1|DFIC	LOC117578701|XP_034120238.1|DGUA
OG0001789	LOC108096865|XP_017054279.1|DFIC	LOC117591871|XP_034141140.1|DGUA
OG0001790	LOC108100884|XP_017060482.1|DFIC	LOC117584121|XP_034128763.1|DGUA
OG0001791	LOC108086423|XP_017038813.1|DFIC	LOC117592252|XP_034141780.1|DGUA
OG0001792	LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC	LOC117581878|XP_034125235.1|DGUA
OG0001793	LOC108101539|XP_017061410.1|DFIC	LOC117591608|XP_034140843.1|DGUA
OG0001794	LOC108098234|XP_017056506.1|DFIC	LOC117584666|XP_034129585.1|DGUA
OG0001795	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC	LOC117582435|XP_034126029.1|DGUA
OG0001796	LOC108097876|XP_017055900.1|DFIC	LOC117580910|XP_034123563.1|DGUA
OG0001797	LOC108098416|XP_017056799.1|DFIC	LOC117590685|XP_034139476.1|DGUA
OG0001798	LOC108093875|XP_017049706.1|DFIC	LOC117592014|XP_034141359.1|DGUA
OG0001799	LOC108097868|XP_017055893.1|DFIC	LOC117580867|XP_034123507.1|DGUA
OG0001800	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC	LOC117584018|XP_034128640.1|DGUA
OG0001801	LOC108087575|XP_017040495.1|DFIC	LOC117589356|XP_034137133.1|DGUA
OG0001802	LOC108099621|XP_017058733.1|DFIC	LOC117586519|XP_034132542.1|DGUA
OG0001803	LOC108098600|XP_017057150.1|DFIC	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA
OG0001804	LOC108090179|XP_017044251.1|DFIC	LOC117586655|XP_034132785.1|DGUA
OG0001805	LOC108089001|XP_017042561.1|DFIC	LOC117589210|XP_034136846.1|DGUA
OG0001806	LOC108092056|XP_017047003.1|DFIC	LOC117585775|XP_034131351.1|DGUA
OG0001807	LOC108097418|XP_017055173.1|DFIC	LOC117586313|XP_034132188.1|DGUA
OG0001808	LOC108102035|XP_017062144.1|DFIC	LOC117590190|XP_034138504.1|DGUA
OG0001809	LOC108091397|XP_017046070.1|DFIC	LOC117585899|XP_034131546.1|DGUA
OG0001810	LOC108091669|XP_017046471.1|DFIC	LOC117583417|XP_034127599.1|DGUA
OG0001811	LOC108101599|XP_017061501.1|DFIC	LOC117583446|XP_034127640.1|DGUA
OG0001812	LOC108097419|XP_017055172.1|DFIC	LOC117591520|XP_034140706.1|DGUA
OG0001813	LOC108101043|XP_017060711.1|DFIC	LOC117586131|XP_034131907.1|DGUA
OG0001814	LOC108098574|XP_017057097.1|DFIC	LOC117586612|XP_034132693.1|DGUA
OG0001815	LOC108090209|XP_017044290.1|DFIC	LOC117585442|XP_034130808.1|DGUA
OG0001816	LOC108094911|XP_017051246.1|DFIC	LOC117591865|XP_034141124.1|DGUA
OG0001817	LOC108090696|XP_017044968.1|DFIC	LOC117578767|XP_034120363.1|DGUA
OG0001818	LOC108091233|XP_017045828.1|DFIC	LOC117591192|XP_034140221.1|DGUA
OG0001819	LOC108090819|XP_017045168.1|DFIC	LOC117591831|XP_034141063.1|DGUA
OG0001820	LOC108095322|XP_017051890.1|DFIC	LOC117582574|XP_034126311.1|DGUA
OG0001821	LOC108101940|XP_017062013.1|DFIC	LOC117590876|XP_034139792.1|DGUA
OG0001822	LOC108096971|XP_017054438.1|DFIC	LOC117591918|XP_034141201.1|DGUA
OG0001823	LOC108099834|XP_017058955.1|DFIC	LOC117579499|XP_034121292.1|DGUA
OG0001824	LOC108094140|XP_017050061.1|DFIC	LOC117582112|XP_034125575.1|DGUA
OG0001825	LOC108094763|XP_017051010.1|DFIC	LOC117592453|XP_034142108.1|DGUA
OG0001826	LOC108096791|XP_017054159.1|DFIC	LOC117591286|XP_034140409.1|DGUA
OG0001827	LOC108093680|XP_017049346.1|DFIC	LOC117591944|XP_034141248.1|DGUA
OG0001828	LOC108088652|XP_017042068.1|DFIC	LOC117581504|XP_034124663.1|DGUA
OG0001829	LOC108087754|XP_017040771.1|DFIC	LOC117578857|XP_034120538.1|DGUA
OG0001830	LOC108096956|XP_017054413.1|DFIC	LOC117592655|XP_034142490.1|DGUA
OG0001831	LOC108099747|XP_017058861.1|DFIC	LOC117579876|XP_034121887.1|DGUA
OG0001832	LOC108097324|XP_017055034.1|DFIC	LOC117588400|XP_034135546.1|DGUA
OG0001833	LOC108090729|XP_017045032.1|DFIC	LOC117580809|XP_034123455.1|DGUA
OG0001834	LOC108098849|XP_017057500.1|DFIC	LOC117589909|XP_034138073.1|DGUA
OG0001838	LOC108094947|XP_017051298.1|DFIC	LOC117591848|XP_034141105.1|DGUA
OG0001839	LOC108094866|XP_017051177.1|DFIC	LOC117592284|XP_034141841.1|DGUA
OG0001840	LOC108094346|XP_017050378.1|DFIC, LOC108094347|XP_017050379.1|DFIC	LOC117584212|XP_034128871.1|DGUA
OG0001841	LOC108100223|XP_017059489.1|DFIC, LOC108100326|XP_017059622.1|DFIC	LOC117587198|XP_034133632.1|DGUA
OG0001842	LOC108099004|XP_017057725.1|DFIC, LOC108100839|XP_017060401.1|DFIC	LOC117588912|XP_034136375.1|DGUA
OG0001843	LOC108088855|XP_017042319.1|DFIC, LOC108088853|XP_017042317.1|DFIC, LOC108088852|XP_017042315.1|DFIC, LOC108088856|XP_017042320.1|DFIC	LOC117579885|XP_034121912.1|DGUA
OG0001844	LOC108087480|XP_017040347.1|DFIC, LOC108087483|XP_017040349.1|DFIC	LOC117579544|XP_034121352.1|DGUA
OG0001845	LOC108096550|XP_017053728.1|DFIC	LOC117580745|XP_034123325.1|DGUA
OG0001846	LOC108091899|XP_017046772.1|DFIC, LOC108091905|XP_017046778.1|DFIC	LOC117583474|XP_034127673.1|DGUA
OG0001848	LOC108094954|XP_017051309.1|DFIC	LOC117585213|XP_034130487.1|DGUA
OG0001849	LOC108087271|XP_017040067.1|DFIC	LOC117585734|XP_034131270.1|DGUA
OG0001850	LOC108095032|XP_017051395.1|DFIC	LOC117590611|XP_034139292.1|DGUA
OG0001851	LOC108095012|XP_017051344.1|DFIC	LOC117590618|XP_034139302.1|DGUA
OG0001852	LOC108098984|XP_017057689.1|DFIC	LOC117586830|XP_034133002.1|DGUA
OG0001853	LOC108095764|XP_017052447.1|DFIC	LOC117583486|XP_034127688.1|DGUA
OG0001854	LOC108094722|XP_017050953.1|DFIC	LOC117580708|XP_034123254.1|DGUA
OG0001855	LOC108090281|XP_017044382.1|DFIC	LOC117592232|XP_034141757.1|DGUA
OG0001856	LOC108088710|XP_017042142.1|DFIC	LOC117590206|XP_034138549.1|DGUA
OG0001857	LOC108097484|XP_017055272.1|DFIC	LOC117588282|XP_034135347.1|DGUA
OG0001858	LOC108088631|XP_017042037.1|DFIC	LOC117581181|XP_034124016.1|DGUA
OG0001859	LOC108092794|XP_017048055.1|DFIC	LOC117581658|XP_034124929.1|DGUA
OG0001860	LOC108099847|XP_017058983.1|DFIC	LOC117579914|XP_034121943.1|DGUA
OG0001861	LOC108095797|XP_017052549.1|DFIC	LOC117583559|XP_034127817.1|DGUA
OG0001862	LOC108097958|XP_017056055.1|DFIC	LOC117581282|XP_034124194.1|DGUA
OG0001863	LOC108097559|XP_017055429.1|DFIC	LOC117581556|XP_034124779.1|DGUA
OG0001864	LOC108098808|XP_017057438.1|DFIC	LOC117589479|XP_034137328.1|DGUA
OG0001865	LOC108098063|XP_017056241.1|DFIC	LOC117580836|XP_034123466.1|DGUA
OG0001866	LOC108087065|XP_017039729.1|DFIC	LOC117589756|XP_034137828.1|DGUA
OG0001867	LOC108099839|XP_017058959.1|DFIC	LOC117588883|XP_034136300.1|DGUA
OG0001868	LOC108093425|XP_017048967.1|DFIC	LOC117588018|XP_034134944.1|DGUA
OG0001869	LOC108093362|XP_017048871.1|DFIC	LOC117589757|XP_034137833.1|DGUA
OG0001870	LOC108092888|XP_017048221.1|DFIC	LOC117581432|XP_034124495.1|DGUA
OG0001871	LOC108091125|XP_017045645.1|DFIC	LOC117591015|XP_034139992.1|DGUA
OG0001872	LOC108099605|XP_017058713.1|DFIC	LOC117583082|XP_034127150.1|DGUA
OG0001873	LOC108098601|XP_017057152.1|DFIC	LOC117590064|XP_034138277.1|DGUA
OG0001874	LOC108095829|XP_017052600.1|DFIC	LOC117585551|XP_034130964.1|DGUA
OG0001875	LOC108086828|XP_017039363.1|DFIC	LOC117583805|XP_034128277.1|DGUA
OG0001876	LOC108094646|XP_017050845.1|DFIC	LOC117588803|XP_034136209.1|DGUA
OG0001877	LOC108097201|XP_017054835.1|DFIC	LOC117591663|XP_034140878.1|DGUA, LOC117588523|XP_034135769.1|DGUA
OG0001878	LOC108091582|XP_017046347.1|DFIC	LOC117589939|XP_034138116.1|DGUA
OG0001879	LOC108095783|XP_017052525.1|DFIC	LOC117584988|XP_034130102.1|DGUA
OG0001880	LOC108088007|XP_017041108.1|DFIC	LOC117585756|XP_034131303.1|DGUA
OG0001881	LOC108098489|XP_017056891.1|DFIC	LOC117583145|XP_034127225.1|DGUA
OG0001882	LOC108086529|XP_017038947.1|DFIC	LOC117583037|XP_034127089.1|DGUA
OG0001883	LOC108091638|XP_017046428.1|DFIC	LOC117582717|XP_034126530.1|DGUA
OG0001884	LOC108093323|XP_017048800.1|DFIC	LOC117589566|XP_034137507.1|DGUA
OG0001885	LOC108093513|XP_017049094.1|DFIC	LOC117584663|XP_034129582.1|DGUA
OG0001886	LOC108099347|XP_017058316.1|DFIC	LOC117583766|XP_034128209.1|DGUA
OG0001887	LOC108096702|XP_017054025.1|DFIC	LOC117592285|XP_034141838.1|DGUA
OG0001888	LOC108090240|XP_017044326.1|DFIC	LOC117586548|XP_034132601.1|DGUA
OG0001889	LOC108088657|XP_017042072.1|DFIC	LOC117590321|XP_034138704.1|DGUA
OG0001890	LOC108100578|XP_017060046.1|DFIC	LOC117589186|XP_034136801.1|DGUA
OG0001891	LOC108093344|XP_017048841.1|DFIC	LOC117584985|XP_034130098.1|DGUA
OG0001892	LOC108093335|XP_017048863.1|DFIC	LOC117590145|XP_034138411.1|DGUA
OG0001893	LOC108088517|XP_017041845.1|DFIC	LOC117583364|XP_034127533.1|DGUA
OG0001894	LOC108101589|XP_017061490.1|DFIC	LOC117580383|XP_034122814.1|DGUA
OG0001895	LOC108095026|XP_017051383.1|DFIC	LOC117590642|XP_034139375.1|DGUA
OG0001896	LOC108102089|XP_017062231.1|DFIC	LOC117584608|XP_034129510.1|DGUA
OG0001897	LOC108098890|XP_017057568.1|DFIC	LOC117589546|XP_034137441.1|DGUA
OG0001898	LOC108094618|XP_017050789.1|DFIC	LOC117581377|XP_034124406.1|DGUA
OG0001899	LOC108088035|XP_017041154.1|DFIC	LOC117585235|XP_034130518.1|DGUA
OG0001901	LOC108088164|XP_017041319.1|DFIC	LOC117583903|XP_034128468.1|DGUA
OG0001902	LOC108094733|XP_017051008.1|DFIC, LOC108096982|XP_017054455.1|DFIC, LOC108101991|XP_017062076.1|DFIC	LOC117590020|XP_034138200.1|DGUA
OG0001903	LOC108098608|XP_017057160.1|DFIC	LOC117590077|XP_034138306.1|DGUA
OG0001904	LOC108088427|XP_017041682.1|DFIC	LOC117583679|XP_034128041.1|DGUA
OG0001905	LOC108091078|XP_017045570.1|DFIC	LOC117583820|XP_034128297.1|DGUA
OG0001906	LOC108098543|XP_017057020.1|DFIC	LOC117589498|XP_034137361.1|DGUA
OG0001907	LOC108102135|XP_017062294.1|DFIC	LOC117588466|XP_034135646.1|DGUA
OG0001908	LOC108095805|XP_017052563.1|DFIC	LOC117583590|XP_034127870.1|DGUA
OG0001909	LOC108088635|XP_017042042.1|DFIC	LOC117580901|XP_034123552.1|DGUA, LOC117590458|XP_034138984.1|DGUA
OG0001910	LOC108098927|XP_017057619.1|DFIC	LOC117583180|XP_034127271.1|DGUA
OG0001911	LOC108087012|XP_017039650.1|DFIC	LOC117582789|XP_034126663.1|DGUA
OG0001912	LOC108101945|XP_017062019.1|DFIC	LOC117578673|XP_034120191.1|DGUA
OG0001913	LOC108100001|XP_017059192.1|DFIC	LOC117583924|XP_034128494.1|DGUA
OG0001914	LOC108092001|XP_017046916.1|DFIC	LOC117585355|XP_034130693.1|DGUA
OG0001915	LOC108100018|XP_017059217.1|DFIC	LOC117589153|XP_034136741.1|DGUA
OG0001916	LOC108095214|XP_017051714.1|DFIC	LOC117579221|XP_034120887.1|DGUA
OG0001917	LOC108096221|XP_017053095.1|DFIC	LOC117589188|XP_034136803.1|DGUA
OG0001918	LOC108096393|XP_017053449.1|DFIC	LOC117589296|XP_034136979.1|DGUA
OG0001919	LOC108101870|XP_017061895.1|DFIC	LOC117588108|XP_034135074.1|DGUA
OG0001920	LOC108099137|XP_017057965.1|DFIC	LOC117588843|XP_034136227.1|DGUA
OG0001921	LOC108094962|XP_017051314.1|DFIC	LOC117591755|XP_034140957.1|DGUA
OG0001922	LOC108096820|XP_017054206.1|DFIC	LOC117590257|XP_034138636.1|DGUA
OG0001923	LOC108089476|XP_017043226.1|DFIC	LOC117579432|XP_034121205.1|DGUA
OG0001924	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC	LOC117587819|XP_034134667.1|DGUA
OG0001925	LOC108088984|XP_017042516.1|DFIC	LOC117588852|XP_034136243.1|DGUA
OG0001926	LOC108089047|XP_017042644.1|DFIC	LOC117587027|XP_034133343.1|DGUA
OG0001927	LOC108086697|XP_017039185.1|DFIC	LOC117588597|XP_034135897.1|DGUA
OG0001928	LOC108089741|XP_017043612.1|DFIC	LOC117580358|XP_034122767.1|DGUA
OG0001929	LOC108089717|XP_017043553.1|DFIC	LOC117580174|XP_034122392.1|DGUA
OG0001930	LOC108096611|XP_017053844.1|DFIC	LOC117592698|XP_034142554.1|DGUA
OG0001931	LOC108099955|XP_017059123.1|DFIC	LOC117586991|XP_034133282.1|DGUA
OG0001932	LOC108099851|XP_017058986.1|DFIC	LOC117587265|XP_034133730.1|DGUA
OG0001933	LOC108093992|XP_017049892.1|DFIC	LOC117589373|XP_034137178.1|DGUA
OG0001934	LOC108089760|XP_017043639.1|DFIC	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA
OG0001935	LOC108089571|XP_017043413.1|DFIC	LOC117588929|XP_034136395.1|DGUA
OG0001937	LOC108101861|XP_017061877.1|DFIC	LOC117592171|XP_034141658.1|DGUA
OG0001938	LOC108086433|XP_017038829.1|DFIC	LOC117591874|XP_034141139.1|DGUA
OG0001939	LOC108095200|XP_017051696.1|DFIC	LOC117592507|XP_034142243.1|DGUA
OG0001940	LOC108101497|XP_017061344.1|DFIC	LOC117591519|XP_034140708.1|DGUA
OG0001941	LOC108099079|XP_017057866.1|DFIC	LOC117588991|XP_034136483.1|DGUA
OG0001942	LOC108094309|XP_017050319.1|DFIC	LOC117578494|XP_034119919.1|DGUA
OG0001943	LOC108089343|XP_017043013.1|DFIC	LOC117588932|XP_034136399.1|DGUA
OG0001944	LOC108099056|XP_017057813.1|DFIC	LOC117587439|XP_034134012.1|DGUA
OG0001945	LOC108101535|XP_017061401.1|DFIC	LOC117580689|XP_034123209.1|DGUA
OG0001946	LOC108093823|XP_017049628.1|DFIC	LOC117581578|XP_034124823.1|DGUA
OG0001947	LOC108093902|XP_017049750.1|DFIC	LOC117578773|XP_034120370.1|DGUA
OG0001948	LOC108088655|XP_017042071.1|DFIC	LOC117588570|XP_034135857.1|DGUA
OG0001949	LOC108093123|XP_017048556.1|DFIC	LOC117586858|XP_034133045.1|DGUA
OG0001950	LOC108090115|XP_017044128.1|DFIC	LOC117586649|XP_034132774.1|DGUA
OG0001951	LOC108096661|XP_017053916.1|DFIC	LOC117592153|XP_034141610.1|DGUA
OG0001952	LOC108095722|XP_017052389.1|DFIC	LOC117592019|XP_034141406.1|DGUA
OG0001953	LOC108096828|XP_017054222.1|DFIC	LOC117589348|XP_034137151.1|DGUA
OG0001954	LOC108096677|XP_017053949.1|DFIC	LOC117578833|XP_034120498.1|DGUA
OG0001955	LOC108096517|XP_017053636.1|DFIC	LOC117591839|XP_034141096.1|DGUA
OG0001956	LOC108096230|XP_017053113.1|DFIC	LOC117589437|XP_034137267.1|DGUA
OG0001957	LOC108087796|XP_017040828.1|DFIC	LOC117578539|XP_034119998.1|DGUA
OG0001958	LOC108096821|XP_017054208.1|DFIC	LOC117581052|XP_034123784.1|DGUA
OG0001959	LOC108100246|XP_017059512.1|DFIC	LOC117586942|XP_034133199.1|DGUA
OG0001960	LOC108100336|XP_017059643.1|DFIC	LOC117587164|XP_034133568.1|DGUA
OG0001961	LOC108090928|XP_017045347.1|DFIC	LOC117587841|XP_034134700.1|DGUA
OG0001962	LOC108101588|XP_017061488.1|DFIC	LOC117580375|XP_034122802.1|DGUA
OG0001963	LOC108089549|XP_017043374.1|DFIC	LOC117589225|XP_034136866.1|DGUA
OG0001964	LOC108088244|XP_017041448.1|DFIC	LOC117580110|XP_034122277.1|DGUA
OG0001965	LOC108093097|XP_017048522.1|DFIC	LOC117587338|XP_034133867.1|DGUA
OG0001966	LOC108092122|XP_017047111.1|DFIC	LOC117583052|XP_034127105.1|DGUA
OG0001967	LOC108087872|XP_017040945.1|DFIC	LOC117581879|XP_034125239.1|DGUA
OG0001968	LOC108089748|XP_017043623.1|DFIC	LOC117579502|XP_034121296.1|DGUA
OG0001969	LOC108093832|XP_017049650.1|DFIC	LOC117578592|XP_034120072.1|DGUA
OG0001970	LOC108096876|XP_017054298.1|DFIC	LOC117592242|XP_034141768.1|DGUA
OG0001971	LOC108094814|XP_017051074.1|DFIC	LOC117586528|XP_034132556.1|DGUA
OG0001972	LOC108086318|XP_017038710.1|DFIC	LOC117590967|XP_034139919.1|DGUA
OG0001973	LOC108087714|XP_017040723.1|DFIC	LOC117580399|XP_034122839.1|DGUA
OG0001974	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC	LOC117591065|XP_034140061.1|DGUA
OG0001975	LOC108099214|XP_017058086.1|DFIC	LOC117589164|XP_034136761.1|DGUA
OG0001976	LOC108087683|XP_017040676.1|DFIC	LOC117592536|XP_034142296.1|DGUA
OG0001977	LOC108088156|XP_017041309.1|DFIC	LOC117584293|XP_034129005.1|DGUA
OG0001978	LOC108095088|XP_017051513.1|DFIC	LOC117582006|XP_034125393.1|DGUA
OG0001979	LOC108100811|XP_017060367.1|DFIC	LOC117581764|XP_034125057.1|DGUA
OG0001980	LOC108091528|XP_017046279.1|DFIC	LOC117581827|XP_034125162.1|DGUA
OG0001981	LOC108089951|XP_017043930.1|DFIC	LOC117582412|XP_034125993.1|DGUA
OG0001982	LOC108101717|XP_017061645.1|DFIC	LOC117587604|XP_034134346.1|DGUA
OG0001983	LOC108098848|XP_017057543.1|DFIC	LOC117587792|XP_034134629.1|DGUA
OG0001984	LOC108093430|XP_017048979.1|DFIC	LOC117588101|XP_034135062.1|DGUA
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	LOC117588104|XP_034135066.1|DGUA
OG0001986	LOC108088146|XP_017041300.1|DFIC	LOC117587675|XP_034134458.1|DGUA
OG0001987	LOC108097020|XP_017054521.1|DFIC	LOC117590974|XP_034139934.1|DGUA
OG0001988	LOC108093869|XP_017049700.1|DFIC	LOC117592008|XP_034141352.1|DGUA
OG0001989	LOC108091415|XP_017046094.1|DFIC	LOC117582355|XP_034125902.1|DGUA
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	LOC117584274|XP_034128981.1|DGUA
OG0001992	LOC108101998|XP_017062084.1|DFIC	LOC117581820|XP_034125154.1|DGUA
OG0001993	LOC108094376|XP_017050412.1|DFIC	LOC117591576|XP_034140784.1|DGUA
OG0001994	LOC108093352|XP_017048851.1|DFIC	LOC117585327|XP_034130657.1|DGUA
OG0001995	LOC108094467|XP_017050539.1|DFIC	LOC117588234|XP_034135275.1|DGUA
OG0001996	LOC108089969|XP_017043961.1|DFIC	LOC117584741|XP_034129714.1|DGUA
OG0001997	LOC108090781|XP_017045117.1|DFIC	LOC117586636|XP_034132755.1|DGUA
OG0001998	LOC108090778|XP_017045111.1|DFIC	LOC117586579|XP_034132639.1|DGUA
OG0001999	LOC108096687|XP_017053978.1|DFIC	LOC117580340|XP_034122740.1|DGUA
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	LOC117582366|XP_034125915.1|DGUA
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC, LOC108101573|XP_017061478.1|DFIC	LOC117582555|XP_034126272.1|DGUA
OG0002002	LOC108086747|XP_017039276.1|DFIC	LOC117583406|XP_034127583.1|DGUA
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	LOC117584518|XP_034129353.1|DGUA
OG0002004	LOC108090620|XP_017044885.1|DFIC	LOC117582197|XP_034125695.1|DGUA
OG0002005	LOC108098252|XP_017056535.1|DFIC	LOC117590897|XP_034139819.1|DGUA
OG0002006	LOC108100863|XP_017060431.1|DFIC	LOC117584837|XP_034129859.1|DGUA
OG0002007	LOC108086321|XP_017038712.1|DFIC	LOC117587619|XP_034134367.1|DGUA
OG0002008	LOC108095006|XP_017051335.1|DFIC	LOC117590677|XP_034139444.1|DGUA
OG0002009	LOC108096547|XP_017053724.1|DFIC	LOC117581134|XP_034123955.1|DGUA
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	LOC117583899|XP_034128461.1|DGUA
OG0002011	LOC108098358|XP_017056692.1|DFIC	LOC117588149|XP_034135138.1|DGUA
OG0002012	LOC108089818|XP_017043709.1|DFIC	LOC117582589|XP_034126326.1|DGUA
OG0002013	LOC108101236|XP_017060975.1|DFIC	LOC117587837|XP_034134690.1|DGUA
OG0002014	LOC108095188|XP_017051670.1|DFIC	LOC117586040|XP_034131779.1|DGUA
OG0002015	LOC108100810|XP_017060366.1|DFIC	LOC117581959|XP_034125332.1|DGUA
OG0002016	LOC108090449|XP_017044621.1|DFIC	LOC117578411|XP_034119760.1|DGUA
OG0002017	LOC108100059|XP_017059281.1|DFIC	LOC117584807|XP_034129816.1|DGUA
OG0002018	LOC108094353|XP_017050382.1|DFIC	LOC117591560|XP_034140755.1|DGUA
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	LOC117582016|XP_034125428.1|DGUA
OG0002020	LOC108094457|XP_017050524.1|DFIC	LOC117587826|XP_034134677.1|DGUA
OG0002021	LOC108087825|XP_017040883.1|DFIC	LOC117581809|XP_034125145.1|DGUA
OG0002022	LOC108089932|XP_017043908.1|DFIC	LOC117583871|XP_034128408.1|DGUA
OG0002023	LOC108087117|XP_017039786.1|DFIC	LOC117589804|XP_034137907.1|DGUA
OG0002024	LOC108089253|XP_017042908.1|DFIC	LOC117584712|XP_034129648.1|DGUA
OG0002025	LOC108098702|XP_017057304.1|DFIC	LOC117581987|XP_034125370.1|DGUA
OG0002026	LOC108093584|XP_017049198.1|DFIC	LOC117579320|XP_034121023.1|DGUA
OG0002027	LOC108096603|XP_017053790.1|DFIC	LOC117591197|XP_034140231.1|DGUA
OG0002028	LOC108090805|XP_017045148.1|DFIC	LOC117587745|XP_034134601.1|DGUA
OG0002029	LOC108089723|XP_017043591.1|DFIC	LOC117579619|XP_034121465.1|DGUA
OG0002030	LOC108101920|XP_017061987.1|DFIC	LOC117578691|XP_034120217.1|DGUA
OG0002031	LOC108096918|XP_017054358.1|DFIC	LOC117589792|XP_034137888.1|DGUA
OG0002032	LOC108098503|XP_017056920.1|DFIC	LOC117590127|XP_034138390.1|DGUA
OG0002033	LOC108091226|XP_017045820.1|DFIC	LOC117580659|XP_034123158.1|DGUA
OG0002034	LOC108097225|XP_017054873.1|DFIC	LOC117588665|XP_034135998.1|DGUA, LOC117591777|XP_034140977.1|DGUA, LOC117591738|XP_034140940.1|DGUA
OG0002035	LOC108099615|XP_017058727.1|DFIC	LOC117584915|XP_034129953.1|DGUA
OG0002036	LOC108098765|XP_017057386.1|DFIC	LOC117583591|XP_034127871.1|DGUA
OG0002037	LOC108100207|XP_017059470.1|DFIC	LOC117579443|XP_034121222.1|DGUA
OG0002038	LOC108101118|XP_017060827.1|DFIC	LOC117586289|XP_034132133.1|DGUA
OG0002039	LOC108091718|XP_017046549.1|DFIC	LOC117590028|XP_034138215.1|DGUA
OG0002040	LOC108100432|XP_017059842.1|DFIC	LOC117590150|XP_034138423.1|DGUA
OG0002041	LOC108090432|XP_017044594.1|DFIC	LOC117592303|XP_034141863.1|DGUA
OG0002042	LOC108093543|XP_017049126.1|DFIC	LOC117586710|XP_034132872.1|DGUA
OG0002043	LOC108090217|XP_017044299.1|DFIC	LOC117585745|XP_034131285.1|DGUA
OG0002044	LOC108088454|XP_017041723.1|DFIC	LOC117583208|XP_034127305.1|DGUA
OG0002045	LOC108099658|XP_017058781.1|DFIC	LOC117585489|XP_034130875.1|DGUA
OG0002046	LOC108092801|XP_017048061.1|DFIC	LOC117581206|XP_034124070.1|DGUA
OG0002047	LOC108097406|XP_017055150.1|DFIC	LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA
