Orthogroup	DFIC.longest_only	DVIR.longest_only
OG0001686	LOC108088685|XP_017042115.1|DFIC	LOC6636719|XP_002060192.1|DVIR
OG0001687	LOC108092828|XP_017048121.1|DFIC	LOC6634595|XP_002058250.1|DVIR
OG0001688	LOC108092901|XP_017048238.1|DFIC	LOC6636043|XP_002059570.1|DVIR
OG0001689	LOC108101699|XP_017061625.1|DFIC	LOC6636165|XP_032295804.1|DVIR
OG0001690	LOC108093094|XP_017048520.1|DFIC	LOC6622427|XP_002047201.1|DVIR
OG0001691	LOC108101652|XP_017061559.1|DFIC, LOC108100818|XP_017060375.1|DFIC	LOC6628425|XP_002051864.1|DVIR
OG0001692	LOC108088015|XP_017041115.1|DFIC	LOC6635101|XP_002058661.3|DVIR
OG0001693	LOC108095612|XP_017052266.1|DFIC	LOC6634552|XP_002057969.1|DVIR
OG0001694	LOC108087163|XP_017039885.1|DFIC	LOC6632586|XP_015025869.2|DVIR
OG0001695	LOC108096949|XP_017054406.1|DFIC	LOC6629748|XP_002053890.1|DVIR, LOC6636636|XP_002060103.1|DVIR
OG0001696	LOC108087183|XP_017039927.1|DFIC	LOC6631252|XP_032288902.1|DVIR
OG0001697	LOC108095792|XP_017052539.1|DFIC	LOC6635230|XP_032296693.1|DVIR
OG0001698	LOC108088619|XP_017042001.1|DFIC	LOC6634422|XP_032289268.1|DVIR
OG0001699	LOC108087072|XP_017039735.1|DFIC	LOC6629707|XP_015027257.1|DVIR
OG0001700	LOC108098801|XP_017057432.1|DFIC	LOC6631235|XP_002054664.2|DVIR
OG0001701	LOC108091806|XP_017046660.1|DFIC	LOC6635179|XP_032294978.1|DVIR
OG0001702	LOC108089150|XP_017042761.1|DFIC	LOC6633956|XP_002057759.1|DVIR
OG0001703	LOC108091598|XP_017046361.1|DFIC	LOC6635096|XP_002058358.2|DVIR
OG0001704	LOC108091713|XP_017046543.1|DFIC	LOC6635095|XP_032289349.1|DVIR
OG0001705	LOC108088398|XP_017041636.1|DFIC	LOC6626145|XP_015030170.1|DVIR
OG0001706	LOC108095546|XP_017052168.1|DFIC	LOC6633908|XP_002057601.1|DVIR
OG0001707	LOC108091649|XP_017046442.1|DFIC	LOC6631175|XP_002054305.2|DVIR
OG0001708	LOC108092169|XP_017047181.1|DFIC	LOC6634839|XP_002058519.1|DVIR
OG0001709	LOC108100598|XP_017060069.1|DFIC	LOC6622167|XP_002047079.1|DVIR
OG0001710	LOC108099440|XP_017058466.1|DFIC	LOC6630410|XP_002054198.1|DVIR
OG0001711	LOC108099406|XP_017058408.1|DFIC	LOC6630563|XP_015027683.1|DVIR
OG0001712	LOC108087135|XP_017039822.1|DFIC	LOC6630773|XP_002054831.1|DVIR
OG0001713	LOC108092104|XP_017047087.1|DFIC	LOC6630414|XP_002053289.1|DVIR
OG0001714	LOC108090146|XP_017044185.1|DFIC	LOC6633102|XP_002056582.1|DVIR
OG0001715	LOC108098106|XP_017056309.1|DFIC	LOC6632005|XP_032295440.1|DVIR
OG0001716	LOC108098134|XP_017056346.1|DFIC	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR
OG0001717	LOC108088437|XP_017041699.1|DFIC	LOC6635214|XP_002058402.3|DVIR
OG0001718	LOC108095778|XP_017052517.1|DFIC	LOC6632386|XP_032289423.1|DVIR
OG0001719	LOC108091635|XP_017046421.1|DFIC	LOC6630924|XP_002054313.2|DVIR
OG0001720	LOC108098866|XP_017057538.1|DFIC	LOC26531126|XP_032288916.1|DVIR
OG0001721	LOC108097462|XP_017055225.1|DFIC	LOC26531576|XP_015026293.1|DVIR
OG0001722	LOC108089485|XP_017043252.1|DFIC	LOC6624468|XP_032290389.1|DVIR
OG0001723	LOC108098721|XP_017057332.1|DFIC	LOC6636375|XP_002059904.3|DVIR
OG0001724	LOC108101253|XP_017061000.1|DFIC	LOC6624772|XP_032291921.1|DVIR
OG0001725	LOC108093738|XP_017049485.1|DFIC	LOC6626499|XP_015030158.2|DVIR
OG0001726	LOC108088253|XP_017041459.1|DFIC	LOC6623914|XP_002046289.1|DVIR
OG0001727	LOC108099629|XP_017058747.1|DFIC	LOC6631214|XP_002053957.1|DVIR
OG0001728	LOC108093983|XP_017049881.1|DFIC	LOC6635967|XP_002059331.1|DVIR
OG0001729	LOC108090711|XP_017044993.1|DFIC	LOC6625208|XP_032292042.1|DVIR
OG0001730	LOC108093517|XP_017049098.1|DFIC	LOC6627881|XP_015028332.1|DVIR
OG0001731	LOC108096620|XP_017053853.1|DFIC	LOC6626643|XP_032291605.1|DVIR
OG0001732	LOC108093446|XP_017049001.1|DFIC	LOC6628972|XP_015028169.1|DVIR
OG0001733	LOC108087829|XP_017040889.1|DFIC	LOC6635985|XP_002059303.2|DVIR
OG0001734	LOC108090575|XP_017044809.1|DFIC	LOC6625613|XP_032291913.1|DVIR
OG0001735	LOC108093158|XP_017048594.1|DFIC	LOC6624372|XP_032290677.1|DVIR
OG0001736	LOC108087759|XP_017040778.1|DFIC, LOC108087874|XP_017040948.1|DFIC	LOC6627203|XP_002050275.1|DVIR
OG0001737	LOC108087678|XP_017040672.1|DFIC	LOC6625580|XP_002048841.2|DVIR
OG0001738	LOC108098982|XP_017057687.1|DFIC, LOC108099964|XP_017059140.1|DFIC	LOC6623250|XP_002046718.2|DVIR
OG0001739	LOC108094553|XP_017050649.1|DFIC, LOC108091127|XP_017045647.1|DFIC	LOC6629241|XP_002052617.1|DVIR
OG0001740	LOC108090692|XP_017044966.1|DFIC, LOC108101419|XP_017061234.1|DFIC	LOC6626639|XP_032292025.1|DVIR
OG0001741	LOC108092338|XP_017047362.1|DFIC, LOC108100758|XP_017060281.1|DFIC	LOC6629328|XP_002053869.3|DVIR
OG0001742	LOC108096848|XP_017054251.1|DFIC	LOC6625338|XP_015029205.1|DVIR
OG0001743	LOC108100371|XP_017059704.1|DFIC	LOC6636853|XP_002060283.1|DVIR
OG0001744	LOC108094296|XP_017050290.1|DFIC	LOC6625773|XP_002050475.2|DVIR
OG0001745	LOC108096747|XP_017054089.1|DFIC	LOC6626749|XP_032291853.1|DVIR
OG0001746	LOC108089763|XP_017043643.1|DFIC	LOC6624110|XP_002047859.1|DVIR
OG0001747	LOC108093825|XP_017049630.1|DFIC	LOC6624956|XP_032291897.1|DVIR
OG0001748	LOC108093996|XP_017049910.1|DFIC	LOC6623520|XP_015030866.1|DVIR
OG0001749	LOC108101843|XP_017061851.1|DFIC	LOC6626419|XP_002050363.2|DVIR
OG0001750	LOC108101841|XP_017061844.1|DFIC	LOC6626420|XP_015029230.1|DVIR
OG0001751	LOC108099877|XP_017059017.1|DFIC	LOC6622950|XP_032290643.1|DVIR
OG0001752	LOC108093056|XP_017048453.1|DFIC	LOC6624699|XP_002047193.1|DVIR
OG0001753	LOC108099169|XP_017058014.1|DFIC	LOC6623717|XP_015030902.1|DVIR
OG0001754	LOC108096774|XP_017054139.1|DFIC	LOC6626216|XP_002050744.1|DVIR
OG0001755	LOC108099269|XP_017058139.1|DFIC	LOC6624298|XP_032290740.1|DVIR, LOC116650008|XP_032289218.1|DVIR
OG0001756	LOC108093725|XP_017049424.1|DFIC	LOC6626720|XP_002050670.1|DVIR
OG0001757	LOC108086309|XP_017038699.1|DFIC	LOC6625449|XP_002050985.1|DVIR, LOC116651117|XP_032292870.1|DVIR
OG0001758	LOC108095412|XP_017051986.1|DFIC	LOC6623466|XP_032290223.1|DVIR
OG0001759	LOC108094029|XP_017049949.1|DFIC	LOC6625894|XP_002050115.3|DVIR
OG0001760	LOC108090557|XP_017044788.1|DFIC	LOC6635975|XP_002059404.1|DVIR
OG0001761	LOC108087827|XP_017040887.1|DFIC	LOC6625683|XP_015029980.1|DVIR
OG0001762	LOC108093564|XP_017049150.1|DFIC, LOC108088221|XP_017041417.1|DFIC	LOC6627905|XP_002051398.2|DVIR
OG0001763	LOC108088213|XP_017041406.1|DFIC	LOC6627645|XP_015028460.1|DVIR, LOC6627644|XP_032294480.1|DVIR
OG0001764	LOC108087031|XP_017039687.1|DFIC	LOC6633144|XP_002056383.1|DVIR
OG0001765	LOC108090798|XP_017045135.1|DFIC	LOC6636456|XP_032291726.1|DVIR
OG0001766	LOC108100980|XP_017060624.1|DFIC	LOC6628144|XP_015028676.1|DVIR
OG0001767	LOC108092584|XP_017047718.1|DFIC	LOC6627511|XP_002051624.2|DVIR
OG0001768	LOC108091541|XP_017046295.1|DFIC	LOC6627599|XP_002052830.1|DVIR
OG0001769	LOC108088099|XP_017041242.1|DFIC	LOC6628975|XP_002051367.1|DVIR
OG0001770	LOC108100092|XP_017059323.1|DFIC	LOC6628766|XP_032294260.1|DVIR
OG0001771	LOC108092571|XP_017047700.1|DFIC	LOC6628684|XP_002051876.1|DVIR, LOC6628685|XP_002051877.1|DVIR
OG0001772	LOC108089231|XP_017042877.1|DFIC	LOC6636907|XP_002060363.1|DVIR
OG0001773	LOC108089243|XP_017042896.1|DFIC	LOC6634286|XP_002057753.3|DVIR
OG0001774	LOC108090777|XP_017045110.1|DFIC	LOC6626333|XP_002048863.3|DVIR
OG0001775	LOC108091074|XP_017045565.1|DFIC	LOC6634742|XP_002058190.1|DVIR
OG0001776	LOC108094380|XP_017050430.1|DFIC	LOC6634350|XP_002057814.1|DVIR
OG0001777	LOC108100887|XP_017060486.1|DFIC	LOC6628479|XP_002052560.1|DVIR
OG0001778	LOC108098233|XP_017056504.1|DFIC	LOC6627731|XP_032294267.1|DVIR
OG0001779	LOC108089159|XP_017042772.1|DFIC	LOC6634228|XP_002057739.3|DVIR
OG0001780	LOC108094487|XP_017050565.1|DFIC	LOC6636377|XP_002059906.1|DVIR
OG0001781	LOC108098352|XP_017056684.1|DFIC	LOC6634353|XP_032293416.1|DVIR
OG0001782	LOC108092673|XP_017047843.1|DFIC	LOC6634140|XP_002057426.2|DVIR
OG0001783	LOC108098750|XP_017057373.1|DFIC	LOC6633985|XP_002057849.1|DVIR
OG0001784	LOC108094145|XP_017050072.1|DFIC	LOC6627837|XP_002051727.2|DVIR
OG0001785	LOC108090749|XP_017045068.1|DFIC	LOC116650870|XP_032291656.1|DVIR, LOC6636435|XP_002059824.3|DVIR
OG0001786	LOC108093492|XP_017049073.1|DFIC	LOC6628627|XP_002052583.1|DVIR
OG0001787	LOC108093449|XP_017049012.1|DFIC	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR
OG0001788	LOC108094748|XP_017050991.1|DFIC	LOC6625143|XP_002049552.1|DVIR
OG0001789	LOC108096865|XP_017054279.1|DFIC	LOC6626595|XP_002049031.1|DVIR
OG0001790	LOC108100884|XP_017060482.1|DFIC	LOC6628698|XP_002052563.1|DVIR
OG0001791	LOC108086423|XP_017038813.1|DFIC	LOC6624934|XP_032292689.1|DVIR
OG0001792	LOC108096073|XP_017052923.1|DFIC, LOC108094648|XP_017050887.1|DFIC	LOC6629252|XP_032294061.1|DVIR
OG0001793	LOC108101539|XP_017061410.1|DFIC	LOC6627236|XP_032292073.1|DVIR
OG0001794	LOC108098234|XP_017056506.1|DFIC	LOC6627730|XP_002051747.1|DVIR
OG0001795	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC	LOC6627568|XP_032294613.1|DVIR
OG0001796	LOC108097876|XP_017055900.1|DFIC	LOC6631658|XP_002055348.2|DVIR
OG0001797	LOC108098416|XP_017056799.1|DFIC	LOC6636265|XP_002059678.2|DVIR
OG0001798	LOC108093875|XP_017049706.1|DFIC	LOC6625853|XP_002050109.1|DVIR
OG0001799	LOC108097868|XP_017055893.1|DFIC	LOC6631590|XP_032295994.1|DVIR
OG0001800	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC	LOC6628473|XP_002052556.1|DVIR
OG0001801	LOC108087575|XP_017040495.1|DFIC	LOC6622930|XP_002047075.2|DVIR
OG0001802	LOC108099621|XP_017058733.1|DFIC	LOC6629278|XP_002054686.1|DVIR
OG0001803	LOC108098600|XP_017057150.1|DFIC	LOC6632864|XP_002056675.1|DVIR
OG0001804	LOC108090179|XP_017044251.1|DFIC	LOC6630762|XP_002054621.2|DVIR
OG0001805	LOC108089001|XP_017042561.1|DFIC	LOC6622190|XP_002046870.1|DVIR
OG0001806	LOC108092056|XP_017047003.1|DFIC	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR
OG0001807	LOC108097418|XP_017055173.1|DFIC	LOC6630098|XP_002053691.2|DVIR
OG0001808	LOC108102035|XP_017062144.1|DFIC	LOC6632288|XP_015025750.1|DVIR
OG0001809	LOC108091397|XP_017046070.1|DFIC	LOC6629377|XP_002053541.2|DVIR
OG0001810	LOC108091669|XP_017046471.1|DFIC	LOC6630960|XP_032295283.1|DVIR
OG0001811	LOC108101599|XP_017061501.1|DFIC	LOC6626827|XP_032292193.1|DVIR
OG0001812	LOC108097419|XP_017055172.1|DFIC	LOC26530639|XP_015025128.1|DVIR
OG0001813	LOC108101043|XP_017060711.1|DFIC	LOC6629515|XP_015026896.1|DVIR
OG0001814	LOC108098574|XP_017057097.1|DFIC	LOC6630279|XP_015026820.1|DVIR
OG0001815	LOC108090209|XP_017044290.1|DFIC	LOC6632402|XP_002056619.1|DVIR
OG0001816	LOC108094911|XP_017051246.1|DFIC	LOC6635334|XP_002058883.2|DVIR
OG0001817	LOC108090696|XP_017044968.1|DFIC	LOC6626119|XP_015029333.2|DVIR
OG0001818	LOC108091233|XP_017045828.1|DFIC	LOC6634571|XP_002058183.3|DVIR
OG0001819	LOC108090819|XP_017045168.1|DFIC	LOC6627260|XP_002049916.1|DVIR
OG0001820	LOC108095322|XP_017051890.1|DFIC	LOC6636062|XP_002059593.1|DVIR
OG0001821	LOC108101940|XP_017062013.1|DFIC	LOC6627093|XP_002048808.2|DVIR
OG0001822	LOC108096971|XP_017054438.1|DFIC	LOC6625121|XP_002050888.1|DVIR
OG0001823	LOC108099834|XP_017058955.1|DFIC	LOC6624514|XP_002048532.1|DVIR
OG0001824	LOC108094140|XP_017050061.1|DFIC	LOC6627439|XP_002052240.1|DVIR
OG0001825	LOC108094763|XP_017051010.1|DFIC	LOC6626396|XP_032293313.1|DVIR
OG0001826	LOC108096791|XP_017054159.1|DFIC	LOC6626408|XP_002050049.1|DVIR
OG0001827	LOC108093680|XP_017049346.1|DFIC	LOC6626493|XP_002049318.1|DVIR
OG0001828	LOC108088652|XP_017042068.1|DFIC	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR
OG0001829	LOC108087754|XP_017040771.1|DFIC	LOC6625646|XP_032292883.1|DVIR
OG0001830	LOC108096956|XP_017054413.1|DFIC	LOC6627140|XP_002049434.1|DVIR
OG0001831	LOC108099747|XP_017058861.1|DFIC	LOC6636801|XP_015023735.1|DVIR
OG0001832	LOC108097324|XP_017055034.1|DFIC	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR
OG0001833	LOC108090729|XP_017045032.1|DFIC	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR
OG0001834	LOC108098849|XP_017057500.1|DFIC	LOC6632915|XP_002056260.1|DVIR
OG0001837	LOC108099175|XP_017058029.1|DFIC	LOC6623054|XP_002047093.2|DVIR
OG0001838	LOC108094947|XP_017051298.1|DFIC	LOC6626967|XP_032292174.1|DVIR
OG0001839	LOC108094866|XP_017051177.1|DFIC	LOC6626504|XP_002050203.1|DVIR
OG0001841	LOC108100223|XP_017059489.1|DFIC, LOC108100326|XP_017059622.1|DFIC	LOC6623464|XP_002047784.1|DVIR
OG0001842	LOC108099004|XP_017057725.1|DFIC, LOC108100839|XP_017060401.1|DFIC	LOC6636814|XP_002060296.1|DVIR
OG0001843	LOC108088855|XP_017042319.1|DFIC, LOC108088853|XP_017042317.1|DFIC, LOC108088852|XP_017042315.1|DFIC, LOC108088856|XP_017042320.1|DFIC	LOC6622087|XP_002047529.1|DVIR
OG0001844	LOC108087480|XP_017040347.1|DFIC, LOC108087483|XP_017040349.1|DFIC	LOC6622681|XP_002047997.1|DVIR
OG0001845	LOC108095067|XP_017051479.1|DFIC	LOC6633819|XP_002057040.1|DVIR
OG0001845	LOC108096550|XP_017053728.1|DFIC	LOC6625330|XP_002049057.1|DVIR
OG0001846	LOC108091899|XP_017046772.1|DFIC, LOC108091905|XP_017046778.1|DFIC	LOC6630499|XP_002054393.1|DVIR
OG0001848	LOC108098859|XP_017057519.1|DFIC, LOC108094954|XP_017051309.1|DFIC	LOC26531103|XP_032289865.1|DVIR
OG0001849	LOC108087271|XP_017040067.1|DFIC	LOC6630912|XP_002053771.2|DVIR
OG0001850	LOC108095032|XP_017051395.1|DFIC	LOC6636235|XP_032290149.1|DVIR
OG0001851	LOC108095012|XP_017051344.1|DFIC	LOC6636228|XP_002059708.2|DVIR
OG0001852	LOC108098984|XP_017057689.1|DFIC	LOC6622731|XP_015030933.1|DVIR
OG0001853	LOC108095764|XP_017052447.1|DFIC	LOC6634863|XP_032295228.1|DVIR
OG0001854	LOC108094722|XP_017050953.1|DFIC	LOC6633855|XP_002057378.2|DVIR
OG0001855	LOC108090281|XP_017044382.1|DFIC	LOC6625553|XP_002049003.1|DVIR
OG0001856	LOC108088710|XP_017042142.1|DFIC	LOC116649727|XP_032295783.1|DVIR
OG0001857	LOC108097484|XP_017055272.1|DFIC	LOC6632127|XP_032295634.1|DVIR
OG0001858	LOC108088631|XP_017042037.1|DFIC	LOC6632170|XP_032295594.1|DVIR
OG0001859	LOC108092794|XP_017048055.1|DFIC	LOC6631306|XP_002055049.1|DVIR
OG0001860	LOC108099847|XP_017058983.1|DFIC	LOC6624578|XP_002047917.1|DVIR
OG0001861	LOC108095797|XP_017052549.1|DFIC	LOC6631111|XP_002054135.2|DVIR
OG0001862	LOC108097958|XP_017056055.1|DFIC	LOC6629574|XP_002054857.1|DVIR
OG0001863	LOC108097559|XP_017055429.1|DFIC	LOC6631747|XP_002055467.1|DVIR
OG0001864	LOC108098808|XP_017057438.1|DFIC	LOC6630472|XP_002054108.2|DVIR
OG0001865	LOC108098063|XP_017056241.1|DFIC	LOC6631982|XP_002055607.1|DVIR
OG0001866	LOC108087065|XP_017039729.1|DFIC	LOC6632536|XP_032289602.1|DVIR
OG0001867	LOC108099839|XP_017058959.1|DFIC	LOC6623883|XP_002046829.1|DVIR
OG0001868	LOC108093425|XP_017048967.1|DFIC	LOC6628004|XP_002051410.2|DVIR
OG0001869	LOC108093362|XP_017048871.1|DFIC	LOC6635141|XP_002058378.2|DVIR
OG0001870	LOC108092888|XP_017048221.1|DFIC	LOC6636048|XP_002059575.1|DVIR
OG0001871	LOC108091125|XP_017045645.1|DFIC	LOC6634744|XP_002058192.1|DVIR
OG0001872	LOC108099605|XP_017058713.1|DFIC	LOC6629499|XP_002054519.1|DVIR
OG0001873	LOC108098601|XP_017057152.1|DFIC	LOC6634973|XP_015024816.1|DVIR
OG0001874	LOC108095829|XP_017052600.1|DFIC	LOC6636736|XP_002060211.1|DVIR
OG0001875	LOC108086828|XP_017039363.1|DFIC	LOC6630198|XP_032296221.1|DVIR
OG0001876	LOC108094646|XP_017050845.1|DFIC	LOC6626360|XP_032292439.1|DVIR
OG0001877	LOC108097201|XP_017054835.1|DFIC	LOC6632027|XP_002055017.1|DVIR
OG0001878	LOC108091582|XP_017046347.1|DFIC	LOC6632250|XP_002056079.1|DVIR
OG0001879	LOC108095783|XP_017052525.1|DFIC	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR
OG0001880	LOC108088007|XP_017041108.1|DFIC	LOC6631180|XP_002053235.1|DVIR
OG0001881	LOC108098489|XP_017056891.1|DFIC	LOC6634930|XP_002058441.1|DVIR
OG0001882	LOC108086529|XP_017038947.1|DFIC	LOC6630847|XP_002053929.1|DVIR
OG0001883	LOC108091638|XP_017046428.1|DFIC	LOC6630823|XP_015026855.1|DVIR
OG0001884	LOC108093323|XP_017048800.1|DFIC	LOC6629741|XP_002054145.1|DVIR
OG0001885	LOC108093513|XP_017049094.1|DFIC	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR
OG0001886	LOC108099347|XP_017058316.1|DFIC	LOC6629593|XP_002053000.1|DVIR
OG0001887	LOC108096702|XP_017054025.1|DFIC	LOC6626745|XP_002049308.1|DVIR
OG0001888	LOC108090240|XP_017044326.1|DFIC	LOC6632956|XP_002056573.1|DVIR
OG0001889	LOC108088657|XP_017042072.1|DFIC	LOC6631540|XP_002055064.1|DVIR
OG0001890	LOC108100578|XP_017060046.1|DFIC	LOC6624456|XP_002047611.1|DVIR
OG0001891	LOC108093344|XP_017048841.1|DFIC	LOC6630380|XP_032295643.1|DVIR
OG0001892	LOC108093335|XP_017048863.1|DFIC	LOC6628853|XP_002051239.2|DVIR
OG0001893	LOC108088517|XP_017041845.1|DFIC	LOC6633062|XP_002055951.1|DVIR
OG0001894	LOC108101589|XP_017061490.1|DFIC	LOC6635922|XP_002059362.1|DVIR
OG0001895	LOC108095026|XP_017051383.1|DFIC	LOC6636233|XP_002059747.2|DVIR
OG0001896	LOC108102089|XP_017062231.1|DFIC	LOC26531476|XP_032289175.1|DVIR
OG0001897	LOC108098890|XP_017057568.1|DFIC	LOC6630568|XP_002054385.1|DVIR
OG0001898	LOC108094618|XP_017050789.1|DFIC	LOC6633845|XP_002057197.1|DVIR
OG0001899	LOC108088035|XP_017041154.1|DFIC	LOC6635016|XP_032294826.1|DVIR
OG0001900	LOC108088933|XP_017042446.1|DFIC	LOC6622825|XP_002047546.1|DVIR
OG0001901	LOC108088164|XP_017041319.1|DFIC	LOC6627289|XP_032294122.1|DVIR
OG0001903	LOC108098608|XP_017057160.1|DFIC	LOC6634914|XP_002058674.2|DVIR
OG0001904	LOC108088427|XP_017041682.1|DFIC	LOC6632940|XP_002056127.2|DVIR
OG0001905	LOC108091078|XP_017045570.1|DFIC	LOC6626283|XP_032293097.1|DVIR
OG0001906	LOC108098543|XP_017057020.1|DFIC	LOC6632312|XP_032289778.1|DVIR
OG0001907	LOC108102135|XP_017062294.1|DFIC	LOC6636667|XP_032295789.1|DVIR
OG0001908	LOC108095805|XP_017052563.1|DFIC	LOC6633216|XP_002055981.1|DVIR
OG0001909	LOC108088635|XP_017042042.1|DFIC	LOC6632123|XP_002055261.1|DVIR
OG0001910	LOC108098927|XP_017057619.1|DFIC	LOC6632727|XP_002056050.1|DVIR
OG0001911	LOC108087012|XP_017039650.1|DFIC	LOC6629987|XP_015027658.1|DVIR
OG0001912	LOC108101945|XP_017062019.1|DFIC	LOC6626582|XP_002049695.2|DVIR
OG0001913	LOC108100001|XP_017059192.1|DFIC	LOC6627779|XP_002052018.1|DVIR
OG0001914	LOC108092001|XP_017046916.1|DFIC	LOC6632225|XP_032288800.1|DVIR
OG0001915	LOC108100018|XP_017059217.1|DFIC	LOC6623134|XP_032290356.1|DVIR
OG0001916	LOC108095214|XP_017051714.1|DFIC	LOC6626949|XP_015029030.1|DVIR
OG0001917	LOC108096221|XP_017053095.1|DFIC	LOC6624259|XP_002047159.2|DVIR
OG0001918	LOC108096393|XP_017053449.1|DFIC	LOC6622066|XP_002047081.2|DVIR
OG0001919	LOC108101870|XP_017061895.1|DFIC	LOC6625344|XP_002050426.1|DVIR
OG0001920	LOC108086499|XP_017038952.1|DFIC	LOC6627339|XP_002052236.1|DVIR
OG0001920	LOC108099137|XP_017057965.1|DFIC	LOC6631186|XP_002053241.1|DVIR
OG0001921	LOC108094962|XP_017051314.1|DFIC	LOC6635342|XP_002058869.1|DVIR
OG0001922	LOC108096820|XP_017054206.1|DFIC	LOC6636374|XP_002059903.1|DVIR
OG0001923	LOC108089476|XP_017043226.1|DFIC	LOC6624146|XP_032290475.1|DVIR
OG0001924	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC	LOC6629175|XP_032294253.1|DVIR
OG0001925	LOC108088984|XP_017042516.1|DFIC	LOC6624356|XP_002046938.1|DVIR
OG0001926	LOC108089047|XP_017042644.1|DFIC	LOC26531907|XP_032290167.1|DVIR
OG0001927	LOC108086697|XP_017039185.1|DFIC	LOC6626539|XP_002050749.1|DVIR
OG0001928	LOC108089741|XP_017043612.1|DFIC	LOC6623265|XP_032290171.1|DVIR
OG0001929	LOC108089717|XP_017043553.1|DFIC	LOC6624086|XP_032291330.1|DVIR
OG0001930	LOC108096611|XP_017053844.1|DFIC	LOC6625194|XP_002048747.2|DVIR
OG0001931	LOC108099955|XP_017059123.1|DFIC	LOC6623813|XP_032291040.1|DVIR
OG0001932	LOC108099851|XP_017058986.1|DFIC	LOC6623786|XP_002047365.1|DVIR
OG0001933	LOC108093992|XP_017049892.1|DFIC	LOC6626854|XP_002050088.1|DVIR
OG0001934	LOC108089760|XP_017043639.1|DFIC	LOC6623856|XP_002047841.1|DVIR
OG0001935	LOC108089571|XP_017043413.1|DFIC	LOC6623638|XP_002046186.2|DVIR
OG0001937	LOC108101861|XP_017061877.1|DFIC	LOC6636473|XP_002059922.2|DVIR
OG0001938	LOC108086433|XP_017038829.1|DFIC	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR
OG0001939	LOC108095200|XP_017051696.1|DFIC	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR
OG0001940	LOC108101497|XP_017061344.1|DFIC	LOC26531019|XP_032292582.1|DVIR
OG0001941	LOC108099079|XP_017057866.1|DFIC	LOC6631184|XP_015027223.1|DVIR
OG0001942	LOC108094309|XP_017050319.1|DFIC	LOC6635955|XP_002059397.2|DVIR
OG0001943	LOC108089343|XP_017043013.1|DFIC	LOC6623341|XP_002046189.1|DVIR
OG0001944	LOC108099056|XP_017057813.1|DFIC	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR
OG0001945	LOC108101535|XP_017061401.1|DFIC	LOC6635919|XP_002059359.3|DVIR
OG0001946	LOC108093823|XP_017049628.1|DFIC	LOC6626501|XP_002050870.1|DVIR
OG0001947	LOC108093902|XP_017049750.1|DFIC	LOC6626615|XP_002050599.1|DVIR
OG0001948	LOC108088655|XP_017042071.1|DFIC	LOC6622360|XP_002047720.1|DVIR
OG0001949	LOC108093123|XP_017048556.1|DFIC	LOC6623797|XP_032290625.1|DVIR
OG0001950	LOC108090115|XP_017044128.1|DFIC	LOC6630671|XP_032295217.1|DVIR
OG0001951	LOC108096661|XP_017053916.1|DFIC	LOC6626511|XP_032292583.1|DVIR
OG0001952	LOC108095722|XP_017052389.1|DFIC	LOC6626111|XP_002050024.1|DVIR
OG0001953	LOC108096828|XP_017054222.1|DFIC	LOC6636370|XP_032292427.1|DVIR
OG0001954	LOC108096677|XP_017053949.1|DFIC	LOC6627056|XP_002050512.2|DVIR
OG0001955	LOC108096517|XP_017053636.1|DFIC	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC108096230|XP_017053113.1|DFIC	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC108087796|XP_017040828.1|DFIC	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC108096821|XP_017054208.1|DFIC	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC108100246|XP_017059512.1|DFIC	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC108100336|XP_017059643.1|DFIC	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC108090928|XP_017045347.1|DFIC	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC108101588|XP_017061488.1|DFIC	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC108089549|XP_017043374.1|DFIC	LOC6622663|XP_002047023.1|DVIR
