Orthogroup	DFIC.longest_only	DELE.longest_only
OG0000910	LOC108098871|XP_017057547.1|DFIC	LOC108135074|XP_017111123.1|DELE
OG0000911	LOC108094048|XP_017049971.1|DFIC	LOC108144864|XP_017125503.1|DELE
OG0000912	LOC108096430|XP_017053508.1|DFIC	LOC108136143|XP_017112626.1|DELE
OG0000912	LOC108096437|XP_017053519.1|DFIC	LOC108136025|XP_017112443.1|DELE
OG0000913	LOC108089443|XP_017043169.1|DFIC	LOC108146766|XP_017128391.1|DELE
OG0000914	LOC108086661|XP_017039133.1|DFIC	LOC108137890|XP_017115318.1|DELE
OG0000915	LOC108090287|XP_017044387.1|DFIC	LOC108137908|XP_017115337.1|DELE
OG0000915	LOC108086487|XP_017038900.1|DFIC	LOC108137067|XP_017114062.1|DELE
OG0000916	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC	LOC108149407|XP_017132433.1|DELE
OG0000917	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC	LOC108149337|XP_017132313.1|DELE
OG0000918	LOC108101461|XP_017061298.1|DFIC	LOC108137874|XP_017115305.1|DELE
OG0000918	LOC108092366|XP_017047392.1|DFIC	LOC108138773|XP_017116722.1|DELE
OG0000921	LOC108097381|XP_017055121.1|DFIC	LOC108136308|XP_017112892.1|DELE
OG0000923	LOC108099975|XP_017059156.1|DFIC	LOC108135512|XP_017111745.1|DELE
OG0000923	LOC108099543|XP_017058607.1|DFIC	LOC108143893|XP_017123957.1|DELE
OG0000924	LOC108091195|XP_017045765.1|DFIC	LOC108137660|XP_017114984.1|DELE
OG0000925	LOC108086860|XP_017039405.1|DFIC	LOC108148494|XP_017131018.1|DELE
OG0000925	LOC108086861|XP_017039406.1|DFIC	LOC108149029|XP_017131867.1|DELE
OG0000926	LOC108089076|XP_017042671.1|DFIC	LOC108148248|XP_017130654.1|DELE
OG0000926	LOC108096305|XP_017053284.1|DFIC	LOC108140453|XP_017118674.1|DELE
OG0000927	LOC108096014|XP_017052853.1|DFIC	LOC108148471|XP_017130992.1|DELE
OG0000927	LOC108095917|XP_017052733.1|DFIC	LOC108148523|XP_017131050.1|DELE
OG0000928	LOC108102187|XP_017062382.1|DFIC	LOC108141934|XP_017121061.1|DELE, LOC108141936|XP_017121063.1|DELE
OG0000928	LOC108102138|XP_017062300.1|DFIC	LOC108141935|XP_017121062.1|DELE
OG0000929	LOC108092561|XP_017047689.1|DFIC	LOC108148064|XP_017130406.1|DELE
OG0000929	LOC108092562|XP_017047690.1|DFIC	LOC108147840|XP_017130087.1|DELE
OG0000930	LOC108089329|XP_017042996.1|DFIC	LOC108145911|XP_017127083.1|DELE
OG0000930	LOC108089490|XP_017043258.1|DFIC	LOC108146136|XP_017127478.1|DELE
OG0000931	LOC108096537|XP_017053712.1|DFIC	LOC108135395|XP_017111583.1|DELE
OG0000931	LOC108101361|XP_017061161.1|DFIC	LOC108138022|XP_017115481.1|DELE
OG0000932	LOC108100220|XP_017059485.1|DFIC	LOC108142204|XP_017121383.1|DELE
OG0000932	LOC108100224|XP_017059490.1|DFIC	LOC108142252|XP_017121460.1|DELE
OG0000933	LOC108095115|XP_017051541.1|DFIC	LOC108145551|XP_017126540.1|DELE
OG0000933	LOC108095116|XP_017051543.1|DFIC	LOC108145547|XP_017126536.1|DELE
OG0000934	LOC108090288|XP_017044388.1|DFIC	LOC108145401|XP_017126289.1|DELE
OG0000934	LOC108090300|XP_017044399.1|DFIC	LOC108145405|XP_017126294.1|DELE
OG0000935	LOC108097525|XP_017055352.1|DFIC	LOC108147162|XP_017128982.1|DELE
OG0000936	LOC108101430|XP_017061249.1|DFIC	LOC108147375|XP_017129298.1|DELE
OG0000936	LOC108097460|XP_017055223.1|DFIC	LOC108137107|XP_017114120.1|DELE
OG0000937	LOC108086589|XP_017039038.1|DFIC	LOC108148939|XP_017131751.1|DELE
OG0000938	LOC108096575|XP_017053761.1|DFIC	LOC108135366|XP_017111546.1|DELE
OG0000938	LOC108094676|XP_017050881.1|DFIC	LOC108137165|XP_017114226.1|DELE
OG0000939	LOC108100812|XP_017060368.1|DFIC	LOC108138138|XP_017115673.1|DELE
OG0000940	LOC108095395|XP_017051967.1|DFIC	LOC108138461|XP_017116153.1|DELE
OG0000940	LOC108100684|XP_017060189.1|DFIC	LOC108146448|XP_017127947.1|DELE
OG0000941	LOC108096573|XP_017053759.1|DFIC	LOC108148566|XP_017131101.1|DELE
OG0000941	LOC108097782|XP_017055801.1|DFIC	LOC108137331|XP_017114451.1|DELE
OG0000942	LOC108093074|XP_017048476.1|DFIC	LOC108142416|XP_017121758.1|DELE
OG0000943	LOC108093772|XP_017049531.1|DFIC	LOC108144390|XP_017124656.1|DELE
OG0000944	LOC108097751|XP_017055751.1|DFIC	LOC108137176|XP_017114242.1|DELE
OG0000945	LOC108100297|XP_017059584.1|DFIC	LOC108145939|XP_017127136.1|DELE
OG0000945	LOC108100296|XP_017059583.1|DFIC	LOC108145937|XP_017127134.1|DELE
OG0000946	LOC108100880|XP_017060478.1|DFIC	LOC108139000|XP_017117085.1|DELE
OG0000947	LOC108090746|XP_017045062.1|DFIC	LOC108144515|XP_017124944.1|DELE
OG0000948	LOC108099142|XP_017057973.1|DFIC	LOC108146329|XP_017127784.1|DELE
OG0000949	LOC108095529|XP_017052140.1|DFIC	LOC108136213|XP_017112710.1|DELE, LOC108136214|XP_017112715.1|DELE
OG0000950	LOC108096140|XP_017053010.1|DFIC	LOC108140993|XP_017119557.1|DELE
OG0000951	LOC108087955|XP_017041033.1|DFIC	LOC108134796|XP_017110735.1|DELE
OG0000952	LOC108093489|XP_017049068.1|DFIC	LOC108138201|XP_017115808.1|DELE
OG0000954	LOC108094236|XP_017050183.1|DFIC, LOC108094197|XP_017050139.1|DFIC	LOC108147944|XP_017130258.1|DELE, LOC108135956|XP_017112395.1|DELE
OG0000955	LOC108091591|XP_017046355.1|DFIC	LOC108147076|XP_017128853.1|DELE
OG0000955	LOC108091590|XP_017046354.1|DFIC	LOC108147075|XP_017128852.1|DELE
OG0000956	LOC108101104|XP_017060806.1|DFIC	LOC108135887|XP_017112292.1|DELE
OG0000956	LOC108101029|XP_017060687.1|DFIC	LOC108150001|XP_017133432.1|DELE
OG0000957	LOC108093608|XP_017049224.1|DFIC	LOC108144108|XP_017124241.1|DELE
OG0000957	LOC108093609|XP_017049225.1|DFIC	LOC108144109|XP_017124242.1|DELE
OG0000958	LOC108087252|XP_017040045.1|DFIC	LOC108136892|XP_017113838.1|DELE
OG0000958	LOC108095136|XP_017051563.1|DFIC	LOC108141302|XP_017120057.1|DELE
OG0000959	LOC108092895|XP_017048232.1|DFIC	LOC108137096|XP_017114109.1|DELE
OG0000959	LOC108095963|XP_017052792.1|DFIC	LOC108142286|XP_017121521.1|DELE
OG0000960	LOC108097017|XP_017054505.1|DFIC	LOC108150390|XP_017134020.1|DELE
OG0000961	LOC108096289|XP_017053251.1|DFIC	LOC108142463|XP_017121832.1|DELE
OG0000961	LOC108096290|XP_017053252.1|DFIC	LOC108142466|XP_017121836.1|DELE
OG0000963	LOC108088569|XP_017041905.1|DFIC	LOC108136659|XP_017113472.1|DELE
OG0000964	LOC108093866|XP_017049696.1|DFIC	LOC108144188|XP_017124342.1|DELE
OG0000965	LOC108088728|XP_017042166.1|DFIC	LOC108137426|XP_017114578.1|DELE
OG0000966	LOC108096644|XP_017053896.1|DFIC	LOC108147584|XP_017129712.1|DELE
OG0000966	LOC108086838|XP_017039375.1|DFIC	LOC108143774|XP_017123791.1|DELE
OG0000968	LOC108089562|XP_017043395.1|DFIC	LOC108146872|XP_017128590.1|DELE
OG0000969	LOC108095167|XP_017051614.1|DFIC	LOC108145548|XP_017126537.1|DELE
OG0000969	LOC108086799|XP_017039329.1|DFIC	LOC108142921|XP_017122499.1|DELE
OG0000970	LOC108095921|XP_017052742.1|DFIC	LOC108137387|XP_017114535.1|DELE
OG0000971	LOC108098275|XP_017056566.1|DFIC	LOC108150518|XP_017134227.1|DELE
OG0000972	LOC108093231|XP_017048691.1|DFIC	LOC108142387|XP_017121711.1|DELE
OG0000972	LOC108092975|XP_017048356.1|DFIC	LOC108137198|XP_017114273.1|DELE
OG0000973	LOC108097216|XP_017054852.1|DFIC	LOC108140592|XP_017118984.1|DELE
OG0000974	LOC108100255|XP_017059520.1|DFIC	LOC108146360|XP_017127826.1|DELE
OG0000975	LOC108102054|XP_017062169.1|DFIC	LOC108140619|XP_017119022.1|DELE
OG0000976	LOC108097521|XP_017055338.1|DFIC	LOC108143828|XP_017123858.1|DELE
OG0000977	LOC108097070|XP_017054600.1|DFIC	LOC108148273|XP_017130718.1|DELE
OG0000978	LOC108096686|XP_017053977.1|DFIC	LOC108146915|XP_017128649.1|DELE
OG0000978	LOC108092190|XP_017047206.1|DFIC	LOC108140722|XP_017119178.1|DELE
OG0000979	LOC108096866|XP_017054281.1|DFIC	LOC108134639|XP_017110516.1|DELE
OG0000980	LOC108095736|XP_017052402.1|DFIC	LOC108148573|XP_017131107.1|DELE
OG0000980	LOC108091701|XP_017046528.1|DFIC	LOC108148734|XP_017131405.1|DELE
OG0000981	LOC108101633|XP_017061535.1|DFIC	LOC108134835|XP_017110784.1|DELE
OG0000981	LOC108089185|XP_017042811.1|DFIC	LOC108142078|XP_017121254.1|DELE
OG0000982	LOC108098915|XP_017057606.1|DFIC	LOC108139277|XP_017117462.1|DELE
OG0000984	LOC108095646|XP_017052301.1|DFIC	LOC108143733|XP_017123756.1|DELE
OG0000984	LOC108093452|XP_017049017.1|DFIC	LOC108136500|XP_017113220.1|DELE
OG0000985	LOC108093915|XP_017049772.1|DFIC	LOC108144571|XP_017125049.1|DELE
OG0000985	LOC108093916|XP_017049773.1|DFIC	LOC108144572|XP_017125050.1|DELE
OG0000986	LOC108098205|XP_017056434.1|DFIC	LOC108150454|XP_017134107.1|DELE
OG0000986	LOC108094400|XP_017050457.1|DFIC	LOC108135197|XP_017111308.1|DELE
OG0000987	LOC108093457|XP_017049021.1|DFIC	LOC108141760|XP_017120744.1|DELE
OG0000987	LOC108091608|XP_017046378.1|DFIC	LOC108147144|XP_017128927.1|DELE
OG0000988	LOC108093493|XP_017049071.1|DFIC	LOC108138188|XP_017115790.1|DELE
OG0000990	LOC108088478|XP_017041763.1|DFIC	LOC108147161|XP_017128973.1|DELE
OG0000990	LOC108097722|XP_017055706.1|DFIC	LOC108134895|XP_017110886.1|DELE
OG0000991	LOC108102209|XP_017062421.1|DFIC	LOC108136556|XP_017113352.1|DELE
OG0000992	LOC108096683|XP_017053974.1|DFIC	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE
OG0000992	LOC108091651|XP_017046445.1|DFIC	LOC108148803|XP_017131516.1|DELE
OG0000993	LOC108097788|XP_017055807.1|DFIC	LOC108149020|XP_017131856.1|DELE
OG0000993	LOC108097727|XP_017055716.1|DFIC	LOC108148914|XP_017131719.1|DELE
OG0000994	LOC108097379|XP_017055119.1|DFIC	LOC108141271|XP_017120031.1|DELE
OG0000995	LOC108094631|XP_017050809.1|DFIC	LOC108137592|XP_017114812.1|DELE
OG0000996	LOC108093879|XP_017049715.1|DFIC	LOC108144400|XP_017124672.1|DELE
OG0000997	LOC108096919|XP_017054360.1|DFIC	LOC108144986|XP_017125629.1|DELE
OG0000998	LOC108098990|XP_017057702.1|DFIC	LOC108146338|XP_017127793.1|DELE
OG0000999	LOC108096546|XP_017053722.1|DFIC	LOC108135365|XP_017111545.1|DELE
OG0000999	LOC108092912|XP_017048260.1|DFIC	LOC108137145|XP_017114197.1|DELE
OG0001000	LOC108097289|XP_017055030.1|DFIC	LOC108146706|XP_017128271.1|DELE
OG0001001	LOC108101878|XP_017061907.1|DFIC	LOC108144574|XP_017125053.1|DELE
OG0001002	LOC108096094|XP_017052950.1|DFIC	LOC108149563|XP_017132690.1|DELE
OG0001003	LOC108098863|XP_017057534.1|DFIC	LOC108145635|XP_017126663.1|DELE
OG0001003	LOC108090434|XP_017044600.1|DFIC	LOC108145453|XP_017126386.1|DELE
OG0001004	LOC108098636|XP_017057200.1|DFIC	LOC108140785|XP_017119265.1|DELE
OG0001004	LOC108098860|XP_017057515.1|DFIC	LOC108139123|XP_017117224.1|DELE
OG0001005	LOC108101151|XP_017060863.1|DFIC	LOC108138626|XP_017116403.1|DELE
OG0001005	LOC108097158|XP_017054774.1|DFIC	LOC108136233|XP_017112745.1|DELE
OG0001006	LOC108098784|XP_017057408.1|DFIC	LOC108150084|XP_017133540.1|DELE
OG0001006	LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC	LOC108142773|XP_017122303.1|DELE
OG0001007	LOC108090977|XP_017045420.1|DFIC	LOC108144668|XP_017125211.1|DELE
OG0001007	LOC108099037|XP_017057787.1|DFIC	LOC108145796|XP_017126860.1|DELE
OG0001008	LOC108102279|XP_017062519.1|DFIC	LOC108148568|XP_017131103.1|DELE
OG0001008	LOC108102137|XP_017062297.1|DFIC	LOC108141631|XP_017120591.1|DELE
OG0001009	LOC108099352|XP_017058320.1|DFIC	LOC108142895|XP_017122470.1|DELE
OG0001010	LOC108088598|XP_017041954.1|DFIC	LOC108136421|XP_017113040.1|DELE
OG0001010	LOC108091411|XP_017046091.1|DFIC	LOC108145294|XP_017126104.1|DELE
OG0001011	LOC108097653|XP_017055572.1|DFIC	LOC108137703|XP_017115069.1|DELE
OG0001011	LOC108100342|XP_017059656.1|DFIC	LOC108138714|XP_017116555.1|DELE
OG0001012	LOC108094577|XP_017050683.1|DFIC	LOC108136398|XP_017112997.1|DELE
OG0001012	LOC108094575|XP_017050681.1|DFIC	LOC108136402|XP_017113000.1|DELE
OG0001013	LOC108100415|XP_017059795.1|DFIC	LOC108142519|XP_017121928.1|DELE
OG0001013	LOC108100225|XP_017059492.1|DFIC	LOC108142865|XP_017122428.1|DELE
OG0001014	LOC108100518|XP_017059964.1|DFIC	LOC108142309|XP_017121550.1|DELE
OG0001014	LOC108100152|XP_017059398.1|DFIC	LOC108142670|XP_017122163.1|DELE
OG0001015	LOC108097735|XP_017055727.1|DFIC	LOC108137323|XP_017114439.1|DELE
OG0001015	LOC108097736|XP_017055729.1|DFIC	LOC108137235|XP_017114302.1|DELE
OG0001016	LOC108095689|XP_017052349.1|DFIC	LOC108149007|XP_017131840.1|DELE
OG0001016	LOC108097916|XP_017055941.1|DFIC	LOC108136220|XP_017112729.1|DELE
OG0001017	LOC108090424|XP_017044582.1|DFIC	LOC108144359|XP_017124611.1|DELE
OG0001018	LOC108087373|XP_017040204.1|DFIC	LOC108136710|XP_017113524.1|DELE
OG0001019	LOC108086537|XP_017038963.1|DFIC	LOC108148662|XP_017131283.1|DELE
OG0001020	LOC108094413|XP_017050470.1|DFIC	LOC108144144|XP_017124280.1|DELE
OG0001021	LOC108088171|XP_017041333.1|DFIC	LOC108150709|XP_017134470.1|DELE
OG0001022	LOC108098891|XP_017057573.1|DFIC	LOC108135139|XP_017111237.1|DELE
OG0001022	LOC108094679|XP_017050886.1|DFIC	LOC108134908|XP_017110908.1|DELE
OG0001024	LOC108087850|XP_017040922.1|DFIC	LOC108150571|XP_017134313.1|DELE
OG0001024	LOC108095899|XP_017052709.1|DFIC	LOC108148827|XP_017131580.1|DELE
OG0001025	LOC108089609|XP_017043459.1|DFIC	LOC108146944|XP_017128687.1|DELE
OG0001026	LOC108101483|XP_017061320.1|DFIC	LOC108147048|XP_017128812.1|DELE
OG0001027	LOC108088316|XP_017041541.1|DFIC	LOC108135582|XP_017111863.1|DELE
OG0001028	LOC108098451|XP_017056844.1|DFIC	LOC108138041|XP_017115502.1|DELE
OG0001031	LOC108100769|XP_017060298.1|DFIC	LOC108150543|XP_017134264.1|DELE
OG0001032	LOC108086331|XP_017038721.1|DFIC	LOC108138112|XP_017115623.1|DELE, LOC108134593|XP_017110442.1|DELE
OG0001033	LOC108089005|XP_017042566.1|DFIC, LOC108091075|XP_017045566.1|DFIC	LOC108145191|XP_017125922.1|DELE
OG0001034	LOC108086947|XP_017039548.1|DFIC	LOC108146764|XP_017128389.1|DELE
OG0001035	LOC108102176|XP_017062369.1|DFIC	LOC108140852|XP_017119326.1|DELE
OG0001035	LOC108102175|XP_017062368.1|DFIC	LOC108140851|XP_017119325.1|DELE
OG0001036	LOC108098177|XP_017056399.1|DFIC	LOC108150432|XP_017134079.1|DELE
OG0001036	LOC108087085|XP_017039753.1|DFIC	LOC108136742|XP_017113574.1|DELE
OG0001037	LOC108099742|XP_017058856.1|DFIC, LOC108099739|XP_017058852.1|DFIC	LOC108150134|XP_017133590.1|DELE
OG0001037	LOC108099778|XP_017058896.1|DFIC, LOC108099749|XP_017058863.1|DFIC	LOC108150106|XP_017133558.1|DELE
OG0001038	LOC108101079|XP_017060765.1|DFIC	LOC108136977|XP_017113957.1|DELE
OG0001038	LOC108101078|XP_017060764.1|DFIC	LOC108136976|XP_017113956.1|DELE
OG0001039	LOC108091842|XP_017046711.1|DFIC, LOC108091940|XP_017046817.1|DFIC	LOC108139164|XP_017117268.1|DELE
OG0001040	LOC108089425|XP_017043117.1|DFIC	LOC108146735|XP_017128328.1|DELE
OG0001040	LOC108095985|XP_017052819.1|DFIC	LOC108147083|XP_017128861.1|DELE
OG0001040	LOC108095986|XP_017052820.1|DFIC	LOC108147132|XP_017128915.1|DELE
OG0001041	LOC108093297|XP_017048763.1|DFIC, LOC108093295|XP_017048761.1|DFIC, LOC108093296|XP_017048762.1|DFIC, LOC108093284|XP_017048751.1|DFIC, LOC108093282|XP_017048750.1|DFIC, LOC108093281|XP_017048749.1|DFIC	LOC108140425|XP_017118639.1|DELE, LOC108140424|XP_017118638.1|DELE, LOC108140434|XP_017118650.1|DELE
OG0001042	LOC108086789|XP_017039318.1|DFIC	LOC108143966|XP_017124055.1|DELE
OG0001043	LOC108094698|XP_017050919.1|DFIC	LOC108137741|XP_017115130.1|DELE
OG0001044	LOC108101592|XP_017061493.1|DFIC	LOC108149666|XP_017132900.1|DELE
OG0001045	LOC108087746|XP_017040757.1|DFIC	LOC108144821|XP_017125441.1|DELE
OG0001046	LOC108093888|XP_017049733.1|DFIC	LOC108144789|XP_017125390.1|DELE
OG0001046	LOC108093887|XP_017049732.1|DFIC	LOC108144788|XP_017125389.1|DELE
OG0001047	LOC108094888|XP_017051213.1|DFIC	LOC108149048|XP_017131879.1|DELE
OG0001048	LOC108090858|XP_017045233.1|DFIC	LOC108143680|XP_017123679.1|DELE
OG0001050	LOC108089382|XP_017043054.1|DFIC	LOC108146792|XP_017128449.1|DELE
OG0001051	LOC108101165|XP_017060877.1|DFIC	LOC108141901|XP_017121004.1|DELE
OG0001052	LOC108101001|XP_017060656.1|DFIC	LOC108149530|XP_017132651.1|DELE
OG0001053	LOC108091354|XP_017045995.1|DFIC	LOC108149923|XP_017133328.1|DELE
OG0001054	LOC108095759|XP_017052441.1|DFIC	LOC108137353|XP_017114477.1|DELE
OG0001055	LOC108102015|XP_017062102.1|DFIC	LOC108140622|XP_017119025.1|DELE
OG0001055	LOC108102014|XP_017062101.1|DFIC	LOC108140747|XP_017119213.1|DELE
OG0001056	LOC108095100|XP_017051527.1|DFIC	LOC108149269|XP_017132200.1|DELE
OG0001056	LOC108094649|XP_017050847.1|DFIC	LOC108148182|XP_017130576.1|DELE
OG0001057	LOC108097841|XP_017055860.1|DFIC	LOC108141909|XP_017121016.1|DELE
OG0001058	LOC108091232|XP_017045827.1|DFIC	LOC108149998|XP_017133424.1|DELE
OG0001059	LOC108100269|XP_017059540.1|DFIC	LOC108142339|XP_017121583.1|DELE
OG0001059	LOC108095296|XP_017051832.1|DFIC	LOC108146417|XP_017127909.1|DELE
OG0001060	LOC108087027|XP_017039684.1|DFIC	LOC108135830|XP_017112206.1|DELE
OG0001061	LOC108098762|XP_017057382.1|DFIC	LOC108135025|XP_017111045.1|DELE
OG0001061	LOC108098761|XP_017057381.1|DFIC	LOC108135023|XP_017111044.1|DELE
OG0001062	LOC108090207|XP_017044288.1|DFIC	LOC108148189|XP_017130584.1|DELE
OG0001062	LOC108090206|XP_017044286.1|DFIC	LOC108148245|XP_017130651.1|DELE
OG0001063	LOC108095508|XP_017052107.1|DFIC	LOC108150043|XP_017133497.1|DELE
OG0001063	LOC108095497|XP_017052093.1|DFIC	LOC108149956|XP_017133361.1|DELE
OG0001064	LOC108101967|XP_017062038.1|DFIC	LOC108149953|XP_017133358.1|DELE
OG0001064	LOC108095262|XP_017051776.1|DFIC	LOC108138489|XP_017116181.1|DELE
OG0001065	LOC108099959|XP_017059128.1|DFIC, LOC108100761|XP_017060285.1|DFIC, LOC108098664|XP_017057229.1|DFIC, LOC108091122|XP_017045638.1|DFIC, LOC108099973|XP_017059151.1|DFIC, LOC108092807|XP_017048068.1|DFIC, LOC108101423|XP_017061238.1|DFIC	LOC108143590|XP_017123597.1|DELE
OG0001065	LOC108087750|XP_017040762.1|DFIC	LOC108144725|XP_017125311.1|DELE
OG0001066	LOC108097471|XP_017055232.1|DFIC	LOC108148139|XP_017130482.1|DELE
OG0001067	LOC108101370|XP_017061172.1|DFIC	LOC108150514|XP_017134223.1|DELE
OG0001067	LOC108101372|XP_017061175.1|DFIC	LOC108150516|XP_017134226.1|DELE
OG0001068	LOC108099757|XP_017058876.1|DFIC	LOC108147553|XP_017129628.1|DELE
OG0001068	LOC108100140|XP_017059382.1|DFIC	LOC108142657|XP_017122148.1|DELE
OG0001069	LOC108101803|XP_017061769.1|DFIC	LOC108144234|XP_017124400.1|DELE
OG0001070	LOC108087918|XP_017040993.1|DFIC, LOC108087920|XP_017040994.1|DFIC, LOC108091732|XP_017046565.1|DFIC, LOC108091761|XP_017046594.1|DFIC, LOC108091748|XP_017046579.1|DFIC	LOC108146278|XP_017127706.1|DELE, LOC108148242|XP_017130647.1|DELE, LOC108148235|XP_017130639.1|DELE
OG0001072	LOC108100203|XP_017059466.1|DFIC	LOC108142240|XP_017121447.1|DELE
OG0001072	LOC108097184|XP_017054815.1|DFIC	LOC108150399|XP_017134043.1|DELE
OG0001073	LOC108095776|XP_017052511.1|DFIC	LOC108148636|XP_017131238.1|DELE
OG0001074	LOC108087857|XP_017040929.1|DFIC	LOC108149104|XP_017131990.1|DELE
OG0001075	LOC108091057|XP_017045512.1|DFIC	LOC108143272|XP_017123080.1|DELE
OG0001075	LOC108088997|XP_017042552.1|DFIC	LOC108147515|XP_017129583.1|DELE
OG0001077	LOC108094846|XP_017051142.1|DFIC	LOC108150082|XP_017133536.1|DELE
OG0001078	LOC108088716|XP_017042149.1|DFIC	LOC108136620|XP_017113427.1|DELE
OG0001079	LOC108100383|XP_017059727.1|DFIC	LOC108146430|XP_017127922.1|DELE
OG0001080	LOC108100579|XP_017060047.1|DFIC	LOC108146177|XP_017127572.1|DELE
OG0001081	LOC108101119|XP_017060829.1|DFIC	LOC108136814|XP_017113706.1|DELE
OG0001082	LOC108094840|XP_017051127.1|DFIC	LOC108145500|XP_017126449.1|DELE
OG0001083	LOC108089007|XP_017042572.1|DFIC	LOC108147482|XP_017129525.1|DELE
OG0001084	LOC108094302|XP_017050307.1|DFIC	LOC108145066|XP_017125735.1|DELE
OG0001085	LOC108101342|XP_017061137.1|DFIC	LOC108147015|XP_017128759.1|DELE
OG0001086	LOC108098782|XP_017057405.1|DFIC	LOC108135138|XP_017111236.1|DELE
OG0001086	LOC108090651|XP_017044918.1|DFIC	LOC108144667|XP_017125210.1|DELE
OG0001087	LOC108100031|XP_017059237.1|DFIC	LOC108134497|XP_017110306.1|DELE
OG0001087	LOC108098701|XP_017057301.1|DFIC	LOC108134518|XP_017110344.1|DELE
OG0001088	LOC108093880|XP_017049720.1|DFIC	LOC108150303|XP_017133904.1|DELE
OG0001089	LOC108100522|XP_017059970.1|DFIC	LOC108146470|XP_017127977.1|DELE
OG0001090	LOC108100253|XP_017059521.1|DFIC	LOC108146353|XP_017127815.1|DELE
OG0001092	LOC108101740|XP_017061690.1|DFIC	LOC108139043|XP_017117149.1|DELE
OG0001093	LOC108090048|XP_017044043.1|DFIC	LOC108139049|XP_017117156.1|DELE
OG0001094	LOC108090055|XP_017044052.1|DFIC	LOC108138865|XP_017116878.1|DELE
OG0001094	LOC108090059|XP_017044056.1|DFIC	LOC108138737|XP_017116619.1|DELE
OG0001095	LOC108090966|XP_017045401.1|DFIC	LOC108143714|XP_017123739.1|DELE
OG0001096	LOC108096068|XP_017052918.1|DFIC	LOC108138882|XP_017116902.1|DELE
OG0001097	LOC108086484|XP_017038896.1|DFIC	LOC108138039|XP_017115504.1|DELE
OG0001097	LOC108093518|XP_017049099.1|DFIC	LOC108148313|XP_017130829.1|DELE
OG0001098	LOC108100201|XP_017059464.1|DFIC	LOC108135501|XP_017111733.1|DELE
OG0001099	LOC108093240|XP_017048704.1|DFIC	LOC108142795|XP_017122334.1|DELE
OG0001100	LOC108099674|XP_017058802.1|DFIC	LOC108142883|XP_017122448.1|DELE
OG0001100	LOC108096987|XP_017054459.1|DFIC	LOC108138109|XP_017115608.1|DELE
OG0001101	LOC108093706|XP_017049387.1|DFIC	LOC108144311|XP_017124492.1|DELE
OG0001102	LOC108086905|XP_017039466.1|DFIC	LOC108143210|XP_017122984.1|DELE
OG0001103	LOC108087050|XP_017039717.1|DFIC	LOC108135031|XP_017111057.1|DELE
OG0001104	LOC108086733|XP_017039253.1|DFIC	LOC108137961|XP_017115413.1|DELE
OG0001105	LOC108086681|XP_017039163.1|DFIC	LOC108149709|XP_017132964.1|DELE, LOC108134887|XP_017110877.1|DELE
OG0001106	LOC108098396|XP_017056756.1|DFIC	LOC108134958|XP_017110969.1|DELE
OG0001108	LOC108091844|XP_017046714.1|DFIC	LOC108139176|XP_017117287.1|DELE
OG0001108	LOC108092218|XP_017047240.1|DFIC	LOC108139376|XP_017117592.1|DELE
OG0001109	LOC108101476|XP_017061311.1|DFIC	LOC108149705|XP_017132960.1|DELE
OG0001109	LOC108101613|XP_017061517.1|DFIC	LOC108149703|XP_017132957.1|DELE
OG0001110	LOC108095578|XP_017052220.1|DFIC	LOC108138426|XP_017116113.1|DELE
OG0001110	LOC108093565|XP_017049148.1|DFIC	LOC108143149|XP_017122885.1|DELE
OG0001111	LOC108096572|XP_017053758.1|DFIC	LOC108149168|XP_017132056.1|DELE
OG0001111	LOC108096504|XP_017053603.1|DFIC	LOC108149167|XP_017132054.1|DELE
OG0001112	LOC108096566|XP_017053749.1|DFIC	LOC108141632|XP_017120592.1|DELE
OG0001113	LOC108101369|XP_017061171.1|DFIC	LOC108150513|XP_017134222.1|DELE
OG0001113	LOC108101371|XP_017061173.1|DFIC	LOC108150515|XP_017134225.1|DELE
OG0001114	LOC108100003|XP_017059194.1|DFIC	LOC108135319|XP_017111494.1|DELE
OG0001114	LOC108100008|XP_017059200.1|DFIC	LOC108135317|XP_017111492.1|DELE
OG0001115	LOC108096101|XP_017052967.1|DFIC	LOC108149400|XP_017132423.1|DELE
OG0001115	LOC108096100|XP_017052966.1|DFIC	LOC108149401|XP_017132425.1|DELE
OG0001116	LOC108096655|XP_017053911.1|DFIC	LOC108140335|XP_017118516.1|DELE
OG0001117	LOC108099774|XP_017058892.1|DFIC, LOC108099795|XP_017058912.1|DFIC	LOC108135710|XP_017112043.1|DELE, LOC108135480|XP_017111712.1|DELE
OG0001118	LOC108094597|XP_017050734.1|DFIC	LOC108138522|XP_017116271.1|DELE
OG0001119	LOC108087402|XP_017040232.1|DFIC	LOC108134620|XP_017110494.1|DELE
OG0001120	LOC108091700|XP_017046522.1|DFIC	LOC108148726|XP_017131393.1|DELE
OG0001121	LOC108101351|XP_017061147.1|DFIC	LOC108150086|XP_017133539.1|DELE
