Orthogroup	DFIC.longest_only	DBUS.longest_only
OG0001430	LOC108091624|XP_017046409.1|DFIC	LOC108603079|XP_017847056.1|DBUS
OG0001431	LOC108088574|XP_017041912.1|DFIC	LOC108606357|XP_017851894.1|DBUS
OG0001432	LOC108098110|XP_017056313.1|DFIC	LOC108607127|XP_017853254.1|DBUS
OG0001433	LOC108095972|XP_017052803.1|DFIC	LOC108602309|XP_017845881.1|DBUS
OG0001434	LOC108091337|XP_017045969.1|DFIC	LOC108605749|XP_017851037.1|DBUS
OG0001435	LOC108101488|XP_017061328.1|DFIC	LOC108597036|XP_017838818.1|DBUS
OG0001436	LOC108092893|XP_017048230.1|DFIC	LOC108605711|XP_017850992.1|DBUS
OG0001437	LOC108100978|XP_017060621.1|DFIC	LOC108607997|XP_017854647.1|DBUS
OG0001438	LOC108097493|XP_017055285.1|DFIC	LOC108601828|XP_017845258.1|DBUS
OG0001439	LOC108093349|XP_017048846.1|DFIC	LOC108602275|XP_017845821.1|DBUS
OG0001440	LOC108097449|XP_017055210.1|DFIC	LOC108606032|XP_017851349.1|DBUS
OG0001442	LOC108088206|XP_017041396.1|DFIC	LOC108602126|XP_017845645.1|DBUS
OG0001443	LOC108099432|XP_017058455.1|DFIC	LOC108603880|XP_017848541.1|DBUS
OG0001444	LOC108099544|XP_017058608.1|DFIC	LOC108604586|XP_017849606.1|DBUS
OG0001445	LOC108098565|XP_017057068.1|DFIC	LOC108604055|XP_017848806.1|DBUS
OG0001446	LOC108091654|XP_017046451.1|DFIC	LOC108602389|XP_017845990.1|DBUS
OG0001447	LOC108102063|XP_017062182.1|DFIC	LOC108603658|XP_017848124.1|DBUS
OG0001448	LOC108099487|XP_017058536.1|DFIC	LOC108602767|XP_017846428.1|DBUS
OG0001449	LOC108093746|XP_017049501.1|DFIC	LOC108595985|XP_017836762.1|DBUS
OG0001450	LOC108088131|XP_017041280.1|DFIC	LOC108608538|XP_033150726.1|DBUS
OG0001451	LOC108094230|XP_017050178.1|DFIC	LOC108597063|XP_017838876.1|DBUS
OG0001452	LOC108096751|XP_017054095.1|DFIC	LOC108595903|XP_033149142.1|DBUS
OG0001453	LOC108093211|XP_017048662.1|DFIC	LOC108600341|XP_017843353.2|DBUS
OG0001454	LOC108097537|XP_017055376.1|DFIC	LOC108604341|XP_017849257.1|DBUS
OG0001455	LOC108100431|XP_017059830.1|DFIC	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS
OG0001456	LOC108096608|XP_017053804.1|DFIC	LOC108596118|XP_017837051.2|DBUS
OG0001457	LOC108096621|XP_017053855.1|DFIC	LOC108596084|XP_017836991.1|DBUS
OG0001458	LOC108101451|XP_017061278.1|DFIC	LOC108595459|XP_017836189.1|DBUS
OG0001459	LOC108093207|XP_017048659.1|DFIC	LOC108598886|XP_017841136.1|DBUS
OG0001460	LOC108093762|XP_017049520.1|DFIC	LOC108596263|XP_017837308.1|DBUS
OG0001462	LOC108099150|XP_017057984.1|DFIC	LOC108599471|XP_017841799.2|DBUS
OG0001463	LOC108095855|XP_017052642.1|DFIC	LOC108602703|XP_017846344.1|DBUS
OG0001464	LOC108097130|XP_017054715.1|DFIC	LOC108599562|XP_017841947.1|DBUS
OG0001465	LOC108096952|XP_017054408.1|DFIC	LOC108597304|XP_017839272.1|DBUS
OG0001466	LOC108092271|XP_017047294.1|DFIC	LOC108608363|XP_017855201.2|DBUS
OG0001467	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC	LOC108608001|XP_017854655.1|DBUS
OG0001468	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC	LOC108598570|XP_017840744.2|DBUS
OG0001469	LOC108093801|XP_017049594.1|DFIC	LOC108596337|XP_017837480.1|DBUS
OG0001470	LOC108100705|XP_017060222.1|DFIC	LOC108598839|XP_017841082.2|DBUS
OG0001471	LOC108100386|XP_017059730.1|DFIC	LOC108598023|XP_033149452.1|DBUS
OG0001472	LOC108089389|XP_017043061.1|DFIC	LOC108598977|XP_017841240.1|DBUS
OG0001473	LOC108098497|XP_017056905.1|DFIC	LOC108602693|XP_017846321.1|DBUS
OG0001474	LOC108097274|XP_017054961.1|DFIC	LOC108604911|XP_017849970.1|DBUS
OG0001475	LOC108093895|XP_017049740.1|DFIC	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS
OG0001476	LOC108088662|XP_017042079.1|DFIC	LOC117135033|XP_033150751.1|DBUS
OG0001477	LOC108088515|XP_017041842.1|DFIC	LOC108604328|XP_017849243.1|DBUS
OG0001478	LOC108091462|XP_017046163.1|DFIC	LOC108607716|XP_017854207.1|DBUS
OG0001479	LOC108092952|XP_017048311.1|DFIC	LOC108606226|XP_017851613.1|DBUS, LOC117134795|XP_033149577.1|DBUS
OG0001480	LOC108091525|XP_017046276.1|DFIC	LOC108594429|XP_017835092.1|DBUS
OG0001481	LOC108091264|XP_017045865.1|DFIC	LOC108607492|XP_017853828.1|DBUS
OG0001482	LOC108090307|XP_017044406.1|DFIC	LOC108594933|XP_017835556.1|DBUS
OG0001483	LOC108101605|XP_017061511.1|DFIC	LOC108608142|XP_017854873.1|DBUS
OG0001484	LOC108092335|XP_017047360.1|DFIC	LOC108598984|XP_033149607.1|DBUS
OG0001485	LOC108088306|XP_017041525.1|DFIC	LOC108598086|XP_017840188.1|DBUS
OG0001486	LOC108100897|XP_017060495.1|DFIC	LOC108594491|XP_017835173.1|DBUS
OG0001487	LOC108100495|XP_017059933.1|DFIC	LOC108603795|XP_017848385.2|DBUS
OG0001488	LOC108087873|XP_017040947.1|DFIC	LOC108595450|XP_017836179.1|DBUS
OG0001489	LOC108098314|XP_017056616.1|DFIC	LOC108595698|XP_017836473.1|DBUS
OG0001490	LOC108092376|XP_017047406.1|DFIC	LOC108602378|XP_017845976.1|DBUS
OG0001491	LOC108092513|XP_017047621.1|DFIC	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS
OG0001492	LOC108100022|XP_017059218.1|DFIC	LOC108606108|XP_017851448.1|DBUS
OG0001493	LOC108097791|XP_017055811.1|DFIC	LOC108605234|XP_017850336.1|DBUS
OG0001495	LOC108101494|XP_017061341.1|DFIC	LOC108597506|XP_017839583.1|DBUS
OG0001496	LOC108095329|XP_017051899.1|DFIC	LOC108605591|XP_017850853.1|DBUS
OG0001497	LOC108090541|XP_017044764.1|DFIC	LOC108596990|XP_017838748.1|DBUS
OG0001498	LOC108093546|XP_017049131.1|DFIC	LOC108604026|XP_033149874.1|DBUS
OG0001500	LOC108095183|XP_017051658.1|DFIC	LOC108595141|XP_017835795.1|DBUS
OG0001501	LOC108087898|XP_017040965.1|DFIC	LOC108598980|XP_017841244.2|DBUS
OG0001502	LOC108093941|XP_017049815.1|DFIC	LOC108597221|XP_017839153.1|DBUS
OG0001503	LOC108093979|XP_017049876.1|DFIC	LOC108594685|XP_017835315.1|DBUS
OG0001504	LOC108090595|XP_017044836.1|DFIC, LOC108092905|XP_017048249.1|DFIC	LOC108606484|XP_017852112.1|DBUS
OG0001505	LOC108093614|XP_017049230.1|DFIC	LOC108596015|XP_033149200.1|DBUS
OG0001506	LOC108096786|XP_017054150.1|DFIC	LOC108597639|XP_017839775.1|DBUS
OG0001507	LOC108090790|XP_017045126.1|DFIC	LOC108595005|XP_017835629.1|DBUS
OG0001508	LOC108094920|XP_017051259.1|DFIC	LOC108595466|XP_017836200.1|DBUS
OG0001509	LOC108096586|XP_017053774.1|DFIC	LOC108594921|XP_017835545.1|DBUS
OG0001510	LOC108088122|XP_017041265.1|DFIC	LOC108608138|XP_017854864.1|DBUS
OG0001511	LOC108095203|XP_017051700.1|DFIC	LOC108597145|XP_017839028.1|DBUS
OG0001512	LOC108086963|XP_017039565.1|DFIC	LOC108600835|XP_017844119.1|DBUS
OG0001515	LOC108097377|XP_017055114.1|DFIC	LOC108606768|XP_017852669.1|DBUS
OG0001517	LOC108095886|XP_017052686.1|DFIC	LOC108601751|XP_017845164.1|DBUS
OG0001518	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC	LOC108605740|XP_017851027.1|DBUS
OG0001520	LOC108091743|XP_017046576.1|DFIC, LOC108091786|XP_017046633.1|DFIC	LOC108602350|XP_017845939.1|DBUS
OG0001521	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC	LOC108607650|XP_033150801.1|DBUS
OG0001522	LOC108096445|XP_017053538.1|DFIC, LOC108096145|XP_017053015.1|DFIC, LOC108092998|XP_017048383.1|DFIC	LOC108608415|XP_017855263.2|DBUS
OG0001524	LOC108093602|XP_017049217.1|DFIC	LOC108594661|XP_017835292.1|DBUS
OG0001525	LOC108101651|XP_017061555.1|DFIC	LOC108603586|XP_017848016.1|DBUS
OG0001526	LOC108097532|XP_017055367.1|DFIC, LOC108097533|XP_017055368.1|DFIC	LOC108606055|XP_017851390.1|DBUS
OG0001527	LOC108097769|XP_017055784.1|DFIC	LOC108607266|XP_033150240.1|DBUS
OG0001528	LOC108087069|XP_017039732.1|DFIC, LOC108087070|XP_017039734.1|DFIC	LOC108604346|XP_017849263.1|DBUS
OG0001529	LOC108091291|XP_017045903.1|DFIC	LOC108605745|XP_017851031.1|DBUS
OG0001530	LOC108086359|XP_017038749.1|DFIC, LOC108091272|XP_017045876.1|DFIC, LOC108100226|XP_017059529.1|DFIC	LOC108604692|XP_017849742.1|DBUS
OG0001531	LOC108095251|XP_017051768.1|DFIC	LOC108595523|XP_017836267.1|DBUS
OG0001534	LOC108097114|XP_017054687.1|DFIC	LOC108605294|XP_017850433.1|DBUS
OG0001535	LOC108098118|XP_017056327.1|DFIC	LOC108606925|XP_017852961.1|DBUS
OG0001536	LOC108091098|XP_017045605.1|DFIC	LOC108605736|XP_017851020.1|DBUS
OG0001537	LOC108091566|XP_017046328.1|DFIC	LOC108600395|XP_017843437.1|DBUS
OG0001538	LOC108095547|XP_017052164.1|DFIC	LOC108606341|XP_017851874.1|DBUS
OG0001539	LOC108101408|XP_017061223.1|DFIC	LOC108597052|XP_017838860.1|DBUS
OG0001540	LOC108092442|XP_017047512.1|DFIC	LOC108594259|XP_017834873.1|DBUS
OG0001541	LOC108088762|XP_017042200.1|DFIC	LOC108599413|XP_017841713.1|DBUS
OG0001542	LOC108097431|XP_017055193.1|DFIC	LOC108604323|XP_017849237.1|DBUS
OG0001543	LOC108097923|XP_017055960.1|DFIC	LOC108605541|XP_017850782.1|DBUS
OG0001544	LOC108091346|XP_017045983.1|DFIC	LOC108604973|XP_017850032.2|DBUS
OG0001545	LOC108092806|XP_017048067.1|DFIC	LOC108605664|XP_017850940.1|DBUS
OG0001546	LOC108092797|XP_017048057.1|DFIC	LOC108607110|XP_017853228.1|DBUS
OG0001547	LOC108097108|XP_017054667.1|DFIC	LOC108606231|XP_017851645.1|DBUS
OG0001548	LOC108098087|XP_017056280.1|DFIC	LOC108607175|XP_017853318.1|DBUS
OG0001549	LOC108098208|XP_017056455.1|DFIC	LOC108606567|XP_017852509.1|DBUS
OG0001550	LOC108087264|XP_017040060.1|DFIC	LOC108601741|XP_017845150.1|DBUS
OG0001551	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC	LOC108603464|XP_017847791.1|DBUS
OG0001552	LOC108099521|XP_017058576.1|DFIC	LOC108603924|XP_017848607.1|DBUS
OG0001553	LOC108097370|XP_017055104.1|DFIC	LOC108605093|XP_033150208.1|DBUS
OG0001554	LOC108098933|XP_017057627.1|DFIC	LOC108601588|XP_017844977.1|DBUS
OG0001556	LOC108090539|XP_017044762.1|DFIC	LOC108595646|XP_017836410.1|DBUS
OG0001557	LOC108101685|XP_017061603.1|DFIC	LOC108605208|XP_017850300.1|DBUS
OG0001558	LOC108094680|XP_017050889.1|DFIC	LOC108606946|XP_017852991.1|DBUS
OG0001559	LOC108092159|XP_017047168.1|DFIC	LOC108601659|XP_017845048.1|DBUS
OG0001560	LOC108098562|XP_017057058.1|DFIC	LOC108603381|XP_017847641.1|DBUS
OG0001561	LOC108092071|XP_017047028.1|DFIC	LOC108601657|XP_017845045.1|DBUS
OG0001562	LOC108088160|XP_017041313.1|DFIC	LOC108607833|XP_017854382.1|DBUS
OG0001563	LOC108101135|XP_017060846.1|DFIC, LOC108101990|XP_017062074.1|DFIC	LOC108603397|XP_017847669.1|DBUS
OG0001564	LOC108099403|XP_017058398.1|DFIC	LOC108603070|XP_017847022.1|DBUS
OG0001565	LOC108099453|XP_017058483.1|DFIC	LOC108601975|XP_017845457.1|DBUS
OG0001566	LOC108092044|XP_017046975.1|DFIC	LOC108603322|XP_017847527.1|DBUS
OG0001567	LOC108086421|XP_017038812.1|DFIC	LOC108597624|XP_017839756.1|DBUS
OG0001568	LOC108091947|XP_017046825.1|DFIC	LOC108603213|XP_017847294.1|DBUS
OG0001569	LOC108091915|XP_017046789.1|DFIC	LOC108604661|XP_017849702.1|DBUS
OG0001570	LOC108087082|XP_017039751.1|DFIC	LOC108603209|XP_017847285.1|DBUS
OG0001571	LOC108089273|XP_017042935.1|DFIC	LOC117134991|XP_033150591.1|DBUS
OG0001572	LOC108102177|XP_017062370.1|DFIC	LOC108605519|XP_017850757.1|DBUS
OG0001573	LOC108096253|XP_017053197.1|DFIC	LOC108600374|XP_017843401.1|DBUS
OG0001574	LOC108092974|XP_017048352.1|DFIC	LOC108606973|XP_017853030.1|DBUS
OG0001575	LOC108092004|XP_017046922.1|DFIC	LOC108601867|XP_017845314.1|DBUS
OG0001576	LOC108087384|XP_017040216.1|DFIC	LOC108604658|XP_017849697.1|DBUS
OG0001577	LOC108088491|XP_017041799.1|DFIC	LOC108602988|XP_017846867.1|DBUS
OG0001578	LOC108096910|XP_017054349.1|DFIC	LOC108597751|XP_017839948.1|DBUS
OG0001579	LOC108097541|XP_017055380.1|DFIC	LOC108606802|XP_017852760.1|DBUS
OG0001580	LOC108096842|XP_017054242.1|DFIC	LOC108597463|XP_017839524.1|DBUS
OG0001581	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC	LOC108605040|XP_033150281.1|DBUS
OG0001582	LOC108086764|XP_017039291.1|DFIC	LOC108596584|XP_017837998.1|DBUS
OG0001583	LOC108101529|XP_017061390.1|DFIC	LOC108596789|XP_017838381.1|DBUS
OG0001584	LOC108100156|XP_017059402.1|DFIC	LOC108598370|XP_017840481.1|DBUS
OG0001585	LOC108101692|XP_017061612.1|DFIC, LOC108095584|XP_017052229.1|DFIC	LOC108605203|XP_017850292.1|DBUS
OG0001586	LOC108088249|XP_017041455.1|DFIC	LOC108599942|XP_017842655.1|DBUS
OG0001587	LOC108102088|XP_017062230.1|DFIC	LOC108596516|XP_017837847.1|DBUS
OG0001588	LOC108101547|XP_017061428.1|DFIC	LOC108595400|XP_017836115.1|DBUS
OG0001589	LOC108100411|XP_017059791.1|DFIC	LOC108608342|XP_017855175.1|DBUS
OG0001590	LOC108094745|XP_017050981.1|DFIC	LOC108596609|XP_017838038.1|DBUS
OG0001590	LOC108094746|XP_017050988.1|DFIC	LOC108596608|XP_017838028.1|DBUS
OG0001591	LOC108086584|XP_017039031.1|DFIC	LOC108604407|XP_017849362.1|DBUS
OG0001592	LOC108094493|XP_017050570.1|DFIC	LOC108607582|XP_033149779.1|DBUS
OG0001593	LOC108094515|XP_017050605.1|DFIC	LOC108608052|XP_033149776.1|DBUS
OG0001594	LOC108101266|XP_017061010.1|DFIC	LOC108598529|XP_033149934.1|DBUS
OG0001595	LOC108086463|XP_017038877.1|DFIC	LOC108597084|XP_017838919.1|DBUS
OG0001596	LOC108094433|XP_017050493.1|DFIC	LOC108594341|XP_033150519.1|DBUS
OG0001598	LOC108102275|XP_017062518.1|DFIC, LOC108090040|XP_017044027.1|DFIC	LOC108608123|XP_033150862.1|DBUS
OG0001599	LOC108088174|XP_017041341.1|DFIC	LOC108608452|XP_017855321.1|DBUS
OG0001600	LOC108100907|XP_017060511.1|DFIC	LOC108607930|XP_033150043.1|DBUS
OG0001601	LOC108093431|XP_017048980.1|DFIC	LOC108608443|XP_017855308.1|DBUS
OG0001602	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC	LOC108598647|XP_017840847.2|DBUS
OG0001603	LOC108097825|XP_017055835.1|DFIC	LOC108595529|XP_033150151.1|DBUS
OG0001604	LOC108097167|XP_017054790.1|DFIC	LOC108605171|XP_033150421.1|DBUS
OG0001605	LOC108090542|XP_017044765.1|DFIC	LOC108595155|XP_017835814.1|DBUS
OG0001606	LOC108102214|XP_017062425.1|DFIC	LOC117135005|XP_033150673.1|DBUS
OG0001607	LOC108098199|XP_017056426.1|DFIC	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS
OG0001608	LOC108095808|XP_017052571.1|DFIC	LOC108594459|XP_017835126.1|DBUS
OG0001609	LOC108101946|XP_017062021.1|DFIC	LOC108594756|XP_033149083.1|DBUS
OG0001610	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC	LOC108601882|XP_017845349.2|DBUS
OG0001611	LOC108089940|XP_017043918.1|DFIC	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS
OG0001612	LOC108092762|XP_017047986.1|DFIC	LOC108607975|XP_017854617.1|DBUS
OG0001613	LOC108089192|XP_017042819.1|DFIC	LOC108599269|XP_017841558.1|DBUS
OG0001614	LOC108090535|XP_017044752.1|DFIC	LOC108595403|XP_017836118.1|DBUS
OG0001615	LOC108086333|XP_017038722.1|DFIC	LOC108607651|XP_033150804.1|DBUS
OG0001616	LOC108087516|XP_017040412.1|DFIC, LOC108093499|XP_017049078.1|DFIC	LOC108594444|XP_017835108.1|DBUS
OG0001617	LOC108098328|XP_017056641.1|DFIC	LOC108608231|XP_033150433.1|DBUS
OG0001618	LOC108089126|XP_017042731.1|DFIC	LOC108607318|XP_017853478.1|DBUS
OG0001619	LOC108102157|XP_017062342.1|DFIC	LOC108608075|XP_017854760.1|DBUS
OG0001620	LOC108090953|XP_017045386.1|DFIC	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS
OG0001621	LOC108093674|XP_017049342.1|DFIC	LOC108594737|XP_017835364.1|DBUS
OG0001622	LOC108088603|XP_017041970.1|DFIC	LOC108606468|XP_017852080.1|DBUS
OG0001623	LOC108091520|XP_017046269.1|DFIC	LOC108607926|XP_017854529.1|DBUS
OG0001624	LOC108094371|XP_017050404.1|DFIC	LOC108601953|XP_017845431.2|DBUS
OG0001625	LOC108094381|XP_017050432.1|DFIC	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS
OG0001626	LOC108100849|XP_017060418.1|DFIC	LOC108598881|XP_017841133.1|DBUS
OG0001627	LOC108097524|XP_017055350.1|DFIC	LOC108602377|XP_017845971.1|DBUS
OG0001628	LOC108095651|XP_017052305.1|DFIC	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS
OG0001629	LOC108101968|XP_017062039.1|DFIC	LOC108604795|XP_033150695.1|DBUS
OG0001630	LOC108092203|XP_017047218.1|DFIC	LOC108601721|XP_017845127.1|DBUS
OG0001631	LOC108091388|XP_017046058.1|DFIC	LOC108603976|XP_017848689.1|DBUS
OG0001632	LOC108101232|XP_017060971.1|DFIC	LOC108599423|XP_017841727.1|DBUS
OG0001633	LOC108102055|XP_017062171.1|DFIC	LOC108601663|XP_017845053.1|DBUS
OG0001634	LOC108093265|XP_017048736.1|DFIC	LOC108604042|XP_017848794.1|DBUS
OG0001635	LOC108096022|XP_017052860.1|DFIC	LOC108601833|XP_017845263.1|DBUS
OG0001636	LOC108098595|XP_017057146.1|DFIC	LOC108602479|XP_017846091.1|DBUS
OG0001637	LOC108099346|XP_017058314.1|DFIC	LOC108603171|XP_017847217.1|DBUS
OG0001638	LOC108091342|XP_017045979.1|DFIC	LOC108605427|XP_017850592.1|DBUS
OG0001639	LOC108091137|XP_017045661.1|DFIC	LOC108597589|XP_017839697.1|DBUS
OG0001640	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC	LOC108601889|XP_017845353.1|DBUS
OG0001641	LOC108102003|XP_017062090.1|DFIC	LOC108604603|XP_017849629.1|DBUS
OG0001642	LOC108097996|XP_017056122.1|DFIC	LOC108607280|XP_017853464.1|DBUS
OG0001643	LOC108095005|XP_017051334.1|DFIC	LOC108608257|XP_033150818.1|DBUS
OG0001644	LOC108095467|XP_017052071.1|DFIC	LOC108598986|XP_017841242.1|DBUS
OG0001645	LOC108090879|XP_017045267.1|DFIC	LOC108597279|XP_017839739.2|DBUS
OG0001646	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC	LOC108596763|XP_017838338.1|DBUS
OG0001647	LOC108094287|XP_017050269.1|DFIC	LOC108595225|XP_017835902.2|DBUS
OG0001648	LOC108086897|XP_017039447.1|DFIC	LOC108598225|XP_033149650.1|DBUS
OG0001649	LOC108101527|XP_017061388.1|DFIC	LOC108597011|XP_017838778.1|DBUS
OG0001650	LOC108095208|XP_017051705.1|DFIC	LOC108597465|XP_033149113.1|DBUS
OG0001652	LOC108099905|XP_017059054.1|DFIC	LOC108598856|XP_017841103.1|DBUS
OG0001653	LOC108088878|XP_017042362.1|DFIC	LOC108600712|XP_017843934.2|DBUS
OG0001654	LOC108093946|XP_017049831.1|DFIC	LOC108597043|XP_017838829.1|DBUS
OG0001655	LOC108090755|XP_017045076.1|DFIC	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS
OG0001656	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC	LOC108594268|XP_017834887.1|DBUS
OG0001657	LOC108096327|XP_017053349.1|DFIC	LOC108598776|XP_017841006.1|DBUS
OG0001658	LOC108100165|XP_017059417.1|DFIC	LOC108600377|XP_017843406.1|DBUS
OG0001659	LOC108095456|XP_017052059.1|DFIC	LOC108601095|XP_017844495.1|DBUS
OG0001660	LOC108100264|XP_017059536.1|DFIC	LOC108599525|XP_017841888.1|DBUS
OG0001661	LOC108096826|XP_017054221.1|DFIC	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS
OG0001662	LOC108089016|XP_017042585.1|DFIC	LOC108600452|XP_017843528.2|DBUS
OG0001663	LOC108087126|XP_017039810.1|DFIC	LOC108601669|XP_017845060.1|DBUS
OG0001664	LOC108094761|XP_017051006.1|DFIC	LOC108597237|XP_017839175.1|DBUS
OG0001666	LOC108092500|XP_017047602.1|DFIC	LOC108607616|XP_017854018.1|DBUS
OG0001667	LOC108094003|XP_017049917.1|DFIC	LOC108595170|XP_017835830.1|DBUS
OG0001668	LOC108093232|XP_017048692.1|DFIC	LOC108600255|XP_017843182.1|DBUS
OG0001669	LOC108100248|XP_017059515.1|DFIC, LOC108100653|XP_017060152.1|DFIC	LOC108598366|XP_017840476.1|DBUS
OG0001670	LOC108091149|XP_017045673.1|DFIC, LOC108089655|XP_017043516.1|DFIC	LOC108596238|XP_017837269.1|DBUS
OG0001671	LOC108100914|XP_017060517.1|DFIC, LOC108093371|XP_017048882.1|DFIC	LOC108605443|XP_017850618.1|DBUS
OG0001672	LOC108090573|XP_017044806.1|DFIC, LOC108090574|XP_017044807.1|DFIC	LOC108596307|XP_017837399.1|DBUS
OG0001673	LOC108096927|XP_017054368.1|DFIC, LOC108096926|XP_017054367.1|DFIC	LOC108595861|XP_017836641.1|DBUS, LOC108594724|XP_017835352.1|DBUS, LOC108594725|XP_017835353.1|DBUS
OG0001674	LOC108087978|XP_017041069.1|DFIC, LOC108090181|XP_017044255.1|DFIC	LOC108604259|XP_017849142.1|DBUS
OG0001675	LOC108096008|XP_017052847.1|DFIC, LOC108096007|XP_017052846.1|DFIC	LOC108604265|XP_017849148.1|DBUS
OG0001676	LOC108095104|XP_017051530.1|DFIC, LOC108095105|XP_017051531.1|DFIC	LOC117134719|XP_033149193.1|DBUS
OG0001678	LOC108097967|XP_017056072.1|DFIC	LOC108605382|XP_017850540.2|DBUS
OG0001679	LOC108101644|XP_017061549.1|DFIC	LOC108607235|XP_017853402.1|DBUS
OG0001680	LOC108095338|XP_017051909.1|DFIC	LOC108603549|XP_017847957.2|DBUS
OG0001681	LOC108097759|XP_017055760.1|DFIC	LOC108605564|XP_017850820.1|DBUS
OG0001682	LOC108091120|XP_017045637.1|DFIC	LOC108605792|XP_017851083.1|DBUS
OG0001683	LOC108087131|XP_017040226.1|DFIC, LOC108100988|XP_017060639.1|DFIC	LOC108608492|XP_033150739.1|DBUS
OG0001684	LOC108095031|XP_017051392.1|DFIC	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS
OG0001685	LOC108098278|XP_017056569.1|DFIC	LOC108598394|XP_017840507.1|DBUS
OG0001686	LOC108088685|XP_017042115.1|DFIC	LOC108606446|XP_017852049.1|DBUS
OG0001687	LOC108092828|XP_017048121.1|DFIC	LOC108606192|XP_017851540.1|DBUS
OG0001688	LOC108092901|XP_017048238.1|DFIC	LOC108605961|XP_017851269.1|DBUS
OG0001689	LOC108101699|XP_017061625.1|DFIC	LOC108606882|XP_017852896.1|DBUS
OG0001690	LOC108093094|XP_017048520.1|DFIC	LOC108598701|XP_017840914.1|DBUS
OG0001691	LOC108101652|XP_017061559.1|DFIC, LOC108100818|XP_017060375.1|DFIC	LOC108604832|XP_017849395.1|DBUS
OG0001692	LOC108088015|XP_017041115.1|DFIC	LOC108602339|XP_017845917.1|DBUS
OG0001693	LOC108095612|XP_017052266.1|DFIC	LOC108605236|XP_017850338.1|DBUS
OG0001694	LOC108087163|XP_017039885.1|DFIC	LOC108601403|XP_017844791.1|DBUS
OG0001695	LOC108096949|XP_017054406.1|DFIC	LOC108596366|XP_017837524.1|DBUS
OG0001696	LOC108087183|XP_017039927.1|DFIC	LOC108603568|XP_017847974.1|DBUS
OG0001697	LOC108095792|XP_017052539.1|DFIC	LOC108601702|XP_017845104.1|DBUS
OG0001698	LOC108088619|XP_017042001.1|DFIC	LOC108606782|XP_017852695.1|DBUS
OG0001699	LOC108087072|XP_017039735.1|DFIC	LOC108601587|XP_033149883.1|DBUS
OG0001700	LOC108098801|XP_017057432.1|DFIC	LOC108602583|XP_017846208.1|DBUS
OG0001701	LOC108091806|XP_017046660.1|DFIC	LOC108603787|XP_017848372.1|DBUS
OG0001702	LOC108089150|XP_017042761.1|DFIC	LOC108599142|XP_017841422.1|DBUS
OG0001703	LOC108091598|XP_017046361.1|DFIC	LOC108601834|XP_017845265.1|DBUS
OG0001704	LOC108091713|XP_017046543.1|DFIC	LOC108602492|XP_017846109.1|DBUS
OG0001705	LOC108088398|XP_017041636.1|DFIC	LOC108601706|XP_017845109.1|DBUS
OG0001706	LOC108095546|XP_017052168.1|DFIC	LOC108594344|XP_017834987.1|DBUS
OG0001707	LOC108091649|XP_017046442.1|DFIC	LOC108604223|XP_017849076.1|DBUS
OG0001708	LOC108092169|XP_017047181.1|DFIC	LOC108604664|XP_017849704.1|DBUS
OG0001709	LOC108100598|XP_017060069.1|DFIC	LOC108600543|XP_017843688.1|DBUS
OG0001710	LOC108099440|XP_017058466.1|DFIC	LOC108604447|XP_017849416.1|DBUS
OG0001711	LOC108099406|XP_017058408.1|DFIC	LOC108603056|XP_017846979.1|DBUS
