Orthogroup	DFIC.longest_only	DPER.longest_only
OG0000942	LOC108093074|XP_017048476.1|DFIC	LOC113566490|XP_026848093.1|DPER
OG0000943	LOC108093772|XP_017049531.1|DFIC	LOC6590176|XP_026842496.1|DPER
OG0000944	LOC108097751|XP_017055751.1|DFIC	LOC6599123|XP_026848288.1|DPER
OG0000945	LOC108100297|XP_017059584.1|DFIC	LOC6601058|XP_026849742.1|DPER
OG0000946	LOC108100880|XP_017060478.1|DFIC	LOC6589560|XP_002015269.1|DPER
OG0000947	LOC108090746|XP_017045062.1|DFIC	LOC6591001|XP_002016565.1|DPER
OG0000948	LOC108099142|XP_017057973.1|DFIC	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER
OG0000949	LOC108095529|XP_017052140.1|DFIC	LOC6600062|XP_026845102.1|DPER
OG0000950	LOC108097659|XP_017055583.1|DFIC	LOC6602904|XP_026849671.1|DPER
OG0000950	LOC108096140|XP_017053010.1|DFIC	LOC6594120|XP_002019542.2|DPER
OG0000951	LOC108087955|XP_017041033.1|DFIC	LOC6598701|XP_002023880.1|DPER
OG0000952	LOC108093489|XP_017049068.1|DFIC	LOC6595403|XP_002020876.2|DPER
OG0000954	LOC108094236|XP_017050183.1|DFIC, LOC108094197|XP_017050139.1|DFIC	LOC6603167|XP_002028163.1|DPER, LOC6603169|XP_002028165.1|DPER
OG0000955	LOC108091591|XP_017046355.1|DFIC	LOC6595114|XP_002020188.1|DPER
OG0000955	LOC108091590|XP_017046354.1|DFIC	LOC6595113|XP_002020187.1|DPER
OG0000956	LOC108101104|XP_017060806.1|DFIC	LOC6594446|XP_002019911.1|DPER
OG0000956	LOC108101029|XP_017060687.1|DFIC	LOC6594329|XP_026850339.1|DPER
OG0000957	LOC108093608|XP_017049224.1|DFIC	LOC6590178|XP_026842773.1|DPER
OG0000957	LOC108093609|XP_017049225.1|DFIC	LOC6589982|XP_002016330.1|DPER
OG0000958	LOC108087252|XP_017040045.1|DFIC	LOC6588630|XP_002013874.2|DPER, LOC113564895|XP_026839941.1|DPER, LOC6587250|XP_002013872.2|DPER
OG0000958	LOC108095136|XP_017051563.1|DFIC	LOC6592506|XP_002018322.1|DPER
OG0000959	LOC108092895|XP_017048232.1|DFIC, LOC108095963|XP_017052792.1|DFIC	LOC6595823|XP_002021300.1|DPER, LOC6599608|XP_002024698.2|DPER
OG0000960	LOC108097017|XP_017054505.1|DFIC	LOC6596763|XP_002021916.2|DPER
OG0000961	LOC108096289|XP_017053251.1|DFIC	LOC6601868|XP_002026917.2|DPER
OG0000961	LOC108096290|XP_017053252.1|DFIC	LOC6601871|XP_002026920.1|DPER
OG0000962	LOC108091588|XP_017046352.1|DFIC, LOC108091592|XP_017046356.1|DFIC, LOC108091599|XP_017046365.1|DFIC	LOC6595103|XP_002020177.1|DPER
OG0000963	LOC108088569|XP_017041905.1|DFIC	LOC6601775|XP_002026810.1|DPER
OG0000964	LOC108093866|XP_017049696.1|DFIC	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC108088728|XP_017042166.1|DFIC	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC108096644|XP_017053896.1|DFIC, LOC108086838|XP_017039375.1|DFIC	LOC6595173|XP_002020428.1|DPER
OG0000968	LOC108089562|XP_017043395.1|DFIC	LOC6599768|XP_002024888.1|DPER
OG0000969	LOC108095167|XP_017051614.1|DFIC	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC108095921|XP_017052742.1|DFIC	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC108101970|XP_017062047.1|DFIC, LOC108098275|XP_017056566.1|DFIC	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC108093231|XP_017048691.1|DFIC	LOC6601465|XP_026847757.1|DPER
OG0000973	LOC108097216|XP_017054852.1|DFIC	LOC6598417|XP_002023661.1|DPER, LOC6598475|XP_002023666.1|DPER, LOC6598483|XP_002023674.1|DPER
OG0000974	LOC108100255|XP_017059520.1|DFIC	LOC6603288|XP_002028269.1|DPER
OG0000975	LOC108102054|XP_017062169.1|DFIC	LOC6588475|XP_002012986.1|DPER, LOC6594595|XP_002019385.1|DPER
OG0000976	LOC108097521|XP_017055338.1|DFIC	LOC6591570|XP_026847216.1|DPER
OG0000977	LOC108097100|XP_017054659.1|DFIC	LOC6594498|XP_026850315.1|DPER
OG0000977	LOC108097070|XP_017054600.1|DFIC	LOC6594499|XP_026850299.1|DPER
OG0000978	LOC108096686|XP_017053977.1|DFIC, LOC108092190|XP_017047206.1|DFIC	LOC6594613|XP_002019836.1|DPER
OG0000979	LOC108096866|XP_017054281.1|DFIC	LOC6592635|XP_026841348.1|DPER
OG0000980	LOC108095736|XP_017052402.1|DFIC	LOC6588455|XP_002012991.1|DPER
OG0000980	LOC108091701|XP_017046528.1|DFIC	LOC6598805|XP_026851187.1|DPER
OG0000981	LOC108089185|XP_017042811.1|DFIC	LOC6589390|XP_002014351.1|DPER
OG0000982	LOC108098915|XP_017057606.1|DFIC	LOC113567341|XP_026850659.1|DPER
OG0000984	LOC108095646|XP_017052301.1|DFIC	LOC113565425|XP_026843167.1|DPER
OG0000984	LOC108093452|XP_017049017.1|DFIC	LOC113565659|XP_026844128.1|DPER
OG0000985	LOC108093915|XP_017049772.1|DFIC	LOC6592664|XP_026840975.1|DPER
OG0000985	LOC108093916|XP_017049773.1|DFIC	LOC113565049|XP_026840976.1|DPER
OG0000986	LOC108098205|XP_017056434.1|DFIC	LOC6588878|XP_002015331.1|DPER
OG0000986	LOC108094400|XP_017050457.1|DFIC	LOC6593743|XP_026843669.1|DPER
OG0000987	LOC108093457|XP_017049021.1|DFIC	LOC6597222|XP_002022599.2|DPER
OG0000987	LOC108091608|XP_017046378.1|DFIC	LOC6595116|XP_002020190.2|DPER
OG0000988	LOC108093493|XP_017049071.1|DFIC	LOC6589693|XP_002015206.1|DPER
OG0000990	LOC108088478|XP_017041763.1|DFIC, LOC108097722|XP_017055706.1|DFIC	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER
OG0000991	LOC108097405|XP_017055148.1|DFIC	LOC6588541|XP_002013581.1|DPER
OG0000991	LOC108102209|XP_017062421.1|DFIC	LOC6598182|XP_026846152.1|DPER
OG0000992	LOC108091651|XP_017046445.1|DFIC	LOC6587813|XP_002014097.1|DPER
OG0000993	LOC108097727|XP_017055716.1|DFIC	LOC6594900|XP_002020500.1|DPER
OG0000994	LOC108097379|XP_017055119.1|DFIC	LOC6599276|XP_002024271.2|DPER
OG0000995	LOC108094631|XP_017050809.1|DFIC	LOC6593313|XP_002018652.1|DPER
OG0000996	LOC108093879|XP_017049715.1|DFIC	LOC6600948|XP_002026019.1|DPER
OG0000997	LOC108096919|XP_017054360.1|DFIC	LOC6590895|XP_026840602.1|DPER
OG0000998	LOC108098990|XP_017057702.1|DFIC	LOC113566327|XP_026847309.1|DPER
OG0000999	LOC108092912|XP_017048260.1|DFIC	LOC6597395|XP_002022489.1|DPER
OG0001000	LOC108097289|XP_017055030.1|DFIC	LOC6603247|XP_026841996.1|DPER
OG0001001	LOC108101878|XP_017061907.1|DFIC	LOC6593132|XP_026842467.1|DPER
OG0001002	LOC108096094|XP_017052950.1|DFIC	LOC113565648|XP_026844089.1|DPER
OG0001003	LOC108098863|XP_017057534.1|DFIC, LOC108090434|XP_017044600.1|DFIC	LOC6594369|XP_002019337.2|DPER
OG0001004	LOC108098860|XP_017057515.1|DFIC	LOC6594320|XP_002019363.1|DPER
OG0001005	LOC108101151|XP_017060863.1|DFIC, LOC108097158|XP_017054774.1|DFIC	LOC6600156|XP_002025239.2|DPER
OG0001006	LOC108098784|XP_017057408.1|DFIC, LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC	LOC6600640|XP_002025651.2|DPER
OG0001007	LOC108090977|XP_017045420.1|DFIC	LOC6590156|XP_002016578.1|DPER
OG0001008	LOC108102137|XP_017062297.1|DFIC	LOC6603108|XP_002028093.1|DPER
OG0001009	LOC108099352|XP_017058320.1|DFIC	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER
OG0001010	LOC108091411|XP_017046091.1|DFIC	LOC6595599|XP_002020947.2|DPER
OG0001011	LOC108097653|XP_017055572.1|DFIC	LOC6602662|XP_026845926.1|DPER
OG0001011	LOC108100342|XP_017059656.1|DFIC	LOC113565632|XP_026843970.1|DPER
OG0001012	LOC108094577|XP_017050683.1|DFIC, LOC108094575|XP_017050681.1|DFIC	LOC6597765|XP_002022896.2|DPER, LOC6597767|XP_026846571.1|DPER
OG0001013	LOC108100415|XP_017059795.1|DFIC	LOC113566022|XP_026845559.1|DPER
OG0001013	LOC108100225|XP_017059492.1|DFIC	LOC6596028|XP_002021027.1|DPER
OG0001014	LOC108100518|XP_017059964.1|DFIC	LOC6602288|XP_002027347.2|DPER
OG0001014	LOC108100152|XP_017059398.1|DFIC	LOC6602325|XP_002027339.1|DPER
OG0001015	LOC108097735|XP_017055727.1|DFIC	LOC6597881|XP_026846934.1|DPER
OG0001015	LOC108097736|XP_017055729.1|DFIC	LOC6597882|XP_026846977.1|DPER
OG0001016	LOC108095689|XP_017052349.1|DFIC, LOC108097916|XP_017055941.1|DFIC	LOC6598500|XP_002023588.1|DPER
OG0001017	LOC108090424|XP_017044582.1|DFIC	LOC6601589|XP_002026610.2|DPER
OG0001018	LOC108087373|XP_017040204.1|DFIC	LOC6597520|XP_002022702.2|DPER, LOC6587452|XP_026840389.1|DPER
OG0001019	LOC108086537|XP_017038963.1|DFIC	LOC6587304|XP_002013005.1|DPER
OG0001020	LOC108094413|XP_017050470.1|DFIC	LOC6599375|XP_002024549.1|DPER
OG0001021	LOC108088171|XP_017041333.1|DFIC	LOC113565421|XP_026843158.1|DPER
OG0001022	LOC108094679|XP_017050886.1|DFIC	LOC6602844|XP_002027870.1|DPER
OG0001024	LOC108095899|XP_017052709.1|DFIC	LOC6588193|XP_002012994.1|DPER
OG0001025	LOC108089609|XP_017043459.1|DFIC	LOC6596133|XP_002021097.1|DPER
OG0001026	LOC108101483|XP_017061320.1|DFIC	LOC6590551|XP_002016231.1|DPER
OG0001027	LOC108088316|XP_017041541.1|DFIC	LOC6595821|XP_026845283.1|DPER
OG0001028	LOC108098451|XP_017056844.1|DFIC	LOC6596609|XP_002021605.1|DPER
OG0001029	LOC108096701|XP_017054024.1|DFIC	LOC6592205|XP_002017840.1|DPER
OG0001031	LOC108100769|XP_017060298.1|DFIC	LOC6593647|XP_026844596.1|DPER
OG0001032	LOC108086331|XP_017038721.1|DFIC	LOC6597923|XP_026843427.1|DPER
OG0001033	LOC108089005|XP_017042566.1|DFIC, LOC108091075|XP_017045566.1|DFIC	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER
OG0001034	LOC108086947|XP_017039548.1|DFIC	LOC6602157|XP_026847975.1|DPER
OG0001035	LOC108102176|XP_017062369.1|DFIC	LOC6597788|XP_002022920.1|DPER
OG0001035	LOC108102175|XP_017062368.1|DFIC	LOC6597841|XP_002022919.2|DPER
OG0001036	LOC108098177|XP_017056399.1|DFIC	LOC6597431|XP_026846564.1|DPER
OG0001036	LOC108087085|XP_017039753.1|DFIC	LOC6594089|XP_002019795.1|DPER
OG0001037	LOC108099742|XP_017058856.1|DFIC, LOC108099739|XP_017058852.1|DFIC, LOC108099778|XP_017058896.1|DFIC, LOC108099749|XP_017058863.1|DFIC	LOC113566563|XP_026848491.1|DPER, LOC6589938|XP_002015966.1|DPER
OG0001038	LOC108101079|XP_017060765.1|DFIC	LOC6594210|XP_002019669.1|DPER
OG0001038	LOC108101078|XP_017060764.1|DFIC	LOC6594211|XP_002019670.1|DPER
OG0001041	LOC108093297|XP_017048763.1|DFIC, LOC108093295|XP_017048761.1|DFIC, LOC108093296|XP_017048762.1|DFIC, LOC108093284|XP_017048751.1|DFIC, LOC108093282|XP_017048750.1|DFIC, LOC108093281|XP_017048749.1|DFIC	LOC113567379|XP_026850833.1|DPER
OG0001042	LOC108086789|XP_017039318.1|DFIC	LOC6595062|XP_002020416.1|DPER
OG0001043	LOC108094698|XP_017050919.1|DFIC	LOC6597811|XP_002022943.1|DPER
OG0001044	LOC108101592|XP_017061493.1|DFIC	LOC6590851|XP_002016364.1|DPER
OG0001045	LOC108087746|XP_017040757.1|DFIC	LOC6590815|XP_026841175.1|DPER
OG0001046	LOC108093888|XP_017049733.1|DFIC, LOC108093887|XP_017049732.1|DFIC	LOC6592667|XP_002018391.1|DPER
OG0001047	LOC108094888|XP_017051213.1|DFIC	LOC6592751|XP_002017868.1|DPER
OG0001048	LOC108090858|XP_017045233.1|DFIC	LOC6592711|XP_002018078.1|DPER
OG0001049	LOC108096384|XP_017053430.1|DFIC	LOC6599675|XP_002024807.2|DPER
OG0001050	LOC108089382|XP_017043054.1|DFIC	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER
OG0001051	LOC108101165|XP_017060877.1|DFIC	LOC6589449|XP_002014476.1|DPER
OG0001052	LOC108101001|XP_017060656.1|DFIC	LOC6589073|XP_002014522.1|DPER
OG0001053	LOC108091354|XP_017045995.1|DFIC	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER
OG0001054	LOC108095759|XP_017052441.1|DFIC	LOC6587843|XP_002012745.1|DPER
OG0001055	LOC108102015|XP_017062102.1|DFIC, LOC108102014|XP_017062101.1|DFIC	LOC6594157|XP_026840245.1|DPER
OG0001056	LOC108095100|XP_017051527.1|DFIC, LOC108094649|XP_017050847.1|DFIC	LOC6603665|XP_026845775.1|DPER
OG0001057	LOC108097841|XP_017055860.1|DFIC	LOC6593374|XP_002019040.1|DPER
OG0001058	LOC108091232|XP_017045827.1|DFIC	LOC6596934|XP_026845640.1|DPER
OG0001059	LOC108100269|XP_017059540.1|DFIC	LOC6599082|XP_026849010.1|DPER
OG0001060	LOC108087027|XP_017039684.1|DFIC	LOC6598408|XP_002023652.1|DPER, LOC6598414|XP_002023658.1|DPER, LOC113566155|XP_026846306.1|DPER, LOC6598406|XP_002023650.2|DPER, LOC6588407|XP_002014155.1|DPER
OG0001061	LOC108098762|XP_017057382.1|DFIC	LOC6598636|XP_002023817.1|DPER
OG0001061	LOC108098761|XP_017057381.1|DFIC	LOC6598635|XP_002023816.2|DPER
OG0001062	LOC108090207|XP_017044288.1|DFIC	LOC6588645|XP_002013255.1|DPER
OG0001062	LOC108090206|XP_017044286.1|DFIC	LOC6587409|XP_002013254.2|DPER
OG0001063	LOC108095508|XP_017052107.1|DFIC	LOC6602588|XP_002027612.1|DPER
OG0001063	LOC108095497|XP_017052093.1|DFIC	LOC6602591|XP_002027615.2|DPER
OG0001064	LOC108101967|XP_017062038.1|DFIC	LOC6596975|XP_002022139.2|DPER
OG0001064	LOC108095262|XP_017051776.1|DFIC	LOC6597627|XP_002022730.2|DPER
OG0001065	LOC108099959|XP_017059128.1|DFIC, LOC108100761|XP_017060285.1|DFIC, LOC108098664|XP_017057229.1|DFIC, LOC108091122|XP_017045638.1|DFIC, LOC108099973|XP_017059151.1|DFIC, LOC108092807|XP_017048068.1|DFIC, LOC108101423|XP_017061238.1|DFIC	LOC113565195|XP_026842411.1|DPER, LOC6601092|XP_026847341.1|DPER
OG0001066	LOC108095129|XP_017051558.1|DFIC, LOC108097471|XP_017055232.1|DFIC	LOC6600740|XP_002025778.2|DPER
OG0001067	LOC108101370|XP_017061172.1|DFIC	LOC6602450|XP_026843674.1|DPER
OG0001067	LOC108101372|XP_017061175.1|DFIC	LOC113565559|XP_026843675.1|DPER
OG0001068	LOC108099757|XP_017058876.1|DFIC	LOC113566663|XP_026849043.1|DPER
OG0001068	LOC108100140|XP_017059382.1|DFIC	LOC6596011|XP_002021000.1|DPER
OG0001069	LOC108101803|XP_017061769.1|DFIC	LOC6601306|XP_002026344.2|DPER
OG0001070	LOC108087918|XP_017040993.1|DFIC, LOC108087920|XP_017040994.1|DFIC, LOC108091732|XP_017046565.1|DFIC, LOC108091761|XP_017046594.1|DFIC, LOC108091748|XP_017046579.1|DFIC	LOC6587941|XP_002012812.2|DPER, LOC6591662|XP_002016991.2|DPER
OG0001072	LOC108100203|XP_017059466.1|DFIC	LOC6600589|XP_002025644.2|DPER
OG0001073	LOC108095776|XP_017052511.1|DFIC	LOC6598750|XP_002023784.2|DPER
OG0001074	LOC108087857|XP_017040929.1|DFIC	LOC6590379|XP_002015481.1|DPER
OG0001075	LOC108088997|XP_017042552.1|DFIC	LOC6601212|XP_026848096.1|DPER
OG0001077	LOC108094846|XP_017051142.1|DFIC	LOC6592151|XP_002016807.1|DPER
OG0001078	LOC108088716|XP_017042149.1|DFIC	LOC6601724|XP_026847007.1|DPER
OG0001079	LOC108100383|XP_017059727.1|DFIC	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER
OG0001080	LOC108100579|XP_017060047.1|DFIC	LOC6601038|XP_026849752.1|DPER
OG0001081	LOC108101119|XP_017060829.1|DFIC	LOC113565172|XP_026842217.1|DPER
OG0001082	LOC108094840|XP_017051127.1|DFIC	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER
OG0001083	LOC108089007|XP_017042572.1|DFIC	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER
OG0001084	LOC108094302|XP_017050307.1|DFIC	LOC6590304|XP_026840668.1|DPER
OG0001085	LOC108101342|XP_017061137.1|DFIC	LOC6602130|XP_002027102.1|DPER
OG0001086	LOC108090651|XP_017044918.1|DFIC	LOC6590020|XP_002016574.1|DPER
OG0001087	LOC108100031|XP_017059237.1|DFIC, LOC108098701|XP_017057301.1|DFIC	LOC6589737|XP_002015141.1|DPER
OG0001088	LOC108093880|XP_017049720.1|DFIC	LOC6600581|XP_026847597.1|DPER
OG0001089	LOC108100522|XP_017059970.1|DFIC	LOC6599787|XP_026847285.1|DPER
OG0001090	LOC108100253|XP_017059521.1|DFIC	LOC6595874|XP_026845576.1|DPER
OG0001092	LOC108101740|XP_017061690.1|DFIC	LOC6593748|XP_002018852.1|DPER
OG0001093	LOC108090048|XP_017044043.1|DFIC	LOC6598113|XP_002023269.1|DPER
OG0001094	LOC108090059|XP_017044056.1|DFIC	LOC6598086|XP_026843510.1|DPER
OG0001095	LOC108090966|XP_017045401.1|DFIC	LOC6602657|XP_002027676.2|DPER
OG0001096	LOC108096068|XP_017052918.1|DFIC	LOC6595704|XP_026844660.1|DPER
OG0001097	LOC108086484|XP_017038896.1|DFIC, LOC108093518|XP_017049099.1|DFIC	LOC113565686|XP_026844277.1|DPER
OG0001098	LOC108100201|XP_017059464.1|DFIC	LOC6602802|XP_026847858.1|DPER
OG0001099	LOC108093240|XP_017048704.1|DFIC	LOC6602991|XP_002028018.1|DPER
OG0001100	LOC108096987|XP_017054459.1|DFIC	LOC6594666|XP_026841605.1|DPER
OG0001101	LOC108093706|XP_017049387.1|DFIC	LOC6589976|XP_026840594.1|DPER
OG0001102	LOC108086905|XP_017039466.1|DFIC	LOC6601953|XP_026849623.1|DPER
OG0001103	LOC108087050|XP_017039717.1|DFIC	LOC6598605|XP_002023850.1|DPER
OG0001104	LOC108086733|XP_017039253.1|DFIC	LOC6591285|XP_026841023.1|DPER
OG0001105	LOC108086681|XP_017039163.1|DFIC	LOC6602893|XP_002027916.1|DPER
OG0001106	LOC108098396|XP_017056756.1|DFIC	LOC6602541|XP_026846779.1|DPER
OG0001108	LOC108091844|XP_017046714.1|DFIC	LOC6592125|XP_002016832.1|DPER
OG0001108	LOC108092218|XP_017047240.1|DFIC	LOC6592113|XP_002016839.1|DPER
OG0001109	LOC108101476|XP_017061311.1|DFIC	LOC6590226|XP_002016075.2|DPER
OG0001109	LOC108101613|XP_017061517.1|DFIC	LOC6590227|XP_026842893.1|DPER
OG0001110	LOC108095578|XP_017052220.1|DFIC	LOC113565887|XP_026845052.1|DPER, LOC6589625|XP_002014229.1|DPER
OG0001111	LOC108096572|XP_017053758.1|DFIC, LOC108096504|XP_017053603.1|DFIC	LOC6589997|XP_002016047.1|DPER
OG0001112	LOC108096566|XP_017053749.1|DFIC	LOC6590441|XP_002015868.1|DPER
OG0001113	LOC108101369|XP_017061171.1|DFIC	LOC6602451|XP_002027464.1|DPER
OG0001113	LOC108101371|XP_017061173.1|DFIC	LOC6602449|XP_002027462.1|DPER
OG0001114	LOC108100003|XP_017059194.1|DFIC, LOC108100008|XP_017059200.1|DFIC	LOC6596588|XP_002021675.1|DPER
OG0001115	LOC108096101|XP_017052967.1|DFIC, LOC108096100|XP_017052966.1|DFIC	LOC6588890|XP_002014678.2|DPER
OG0001116	LOC108096655|XP_017053911.1|DFIC	LOC6591127|XP_026842706.1|DPER
OG0001116	LOC108096652|XP_017053908.1|DFIC	LOC6591128|XP_002016488.1|DPER
OG0001117	LOC108099774|XP_017058892.1|DFIC, LOC108099795|XP_017058912.1|DFIC	LOC6598915|XP_002024102.2|DPER, LOC6598896|XP_026847934.1|DPER
OG0001118	LOC108094597|XP_017050734.1|DFIC	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER
OG0001119	LOC108087402|XP_017040232.1|DFIC	LOC6594399|XP_002019345.1|DPER
OG0001120	LOC108091700|XP_017046522.1|DFIC	LOC6598804|XP_026851183.1|DPER
OG0001121	LOC108101781|XP_017061746.1|DFIC, LOC108101351|XP_017061147.1|DFIC	LOC6590764|XP_026840653.1|DPER
OG0001122	LOC108100689|XP_017060195.1|DFIC	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	LOC108097885|XP_017055915.1|DFIC	LOC6588595|XP_026850803.1|DPER
OG0001125	LOC108093365|XP_017048875.1|DFIC	LOC6587936|XP_002013333.1|DPER
OG0001128	LOC108094040|XP_017049962.1|DFIC	LOC6590181|XP_002016334.2|DPER
OG0001129	LOC108088132|XP_017041282.1|DFIC	LOC6588784|XP_026843915.1|DPER
OG0001130	LOC108101241|XP_017060984.1|DFIC	LOC6589276|XP_002014454.1|DPER
OG0001131	LOC108095016|XP_017051365.1|DFIC	LOC6601989|XP_026846838.1|DPER
OG0001133	LOC108098331|XP_017056648.1|DFIC	LOC6596614|XP_026843742.1|DPER
OG0001134	LOC108094907|XP_017051242.1|DFIC	LOC6590624|XP_026841099.1|DPER
OG0001135	LOC108092011|XP_017046933.1|DFIC	LOC6588013|XP_002013605.1|DPER
OG0001136	LOC108099274|XP_017058143.1|DFIC	LOC6592073|XP_002017522.1|DPER
OG0001137	LOC108097690|XP_017055647.1|DFIC	LOC6588247|XP_002013400.1|DPER
OG0001138	LOC108100580|XP_017060048.1|DFIC	LOC6601036|XP_026849753.1|DPER
OG0001139	LOC108095468|XP_017052073.1|DFIC	LOC6602846|XP_002027875.1|DPER
OG0001140	LOC108099360|XP_017058335.1|DFIC	LOC6594883|XP_026843503.1|DPER
OG0001141	LOC108093372|XP_017048883.1|DFIC	LOC6587811|XP_002013703.2|DPER, LOC6587979|XP_002013704.2|DPER
OG0001142	LOC108093341|XP_017048833.1|DFIC	LOC6598694|XP_002023948.1|DPER
OG0001142	LOC108093342|XP_017048834.1|DFIC	LOC6598693|XP_026851074.1|DPER
OG0001143	LOC108090036|XP_017044020.1|DFIC	LOC6593284|XP_002018797.2|DPER, LOC113565503|XP_026843515.1|DPER, LOC6593660|XP_002018830.2|DPER
OG0001144	LOC108090272|XP_017044372.1|DFIC	LOC6601600|XP_002026621.1|DPER
OG0001145	LOC108090760|XP_017045081.1|DFIC	LOC6593094|XP_002017725.1|DPER
OG0001145	LOC108090963|XP_017045396.1|DFIC	LOC6593095|XP_002017726.1|DPER
OG0001146	LOC108092759|XP_017047980.1|DFIC	LOC6593715|XP_002018894.2|DPER
OG0001146	LOC108098084|XP_017056277.1|DFIC	LOC6599979|XP_002025168.1|DPER
OG0001147	LOC108099886|XP_017059030.1|DFIC	LOC6600968|XP_002026006.1|DPER
OG0001148	LOC108092529|XP_017047641.1|DFIC	LOC6589023|XP_002014974.1|DPER, LOC6589090|XP_002014972.1|DPER
OG0001149	LOC108086961|XP_017039563.1|DFIC, LOC108086962|XP_017039564.1|DFIC	LOC6597168|XP_002022346.1|DPER
OG0001150	LOC108096923|XP_017054363.1|DFIC	LOC6590946|XP_026841666.1|DPER
OG0001151	LOC108101011|XP_017060665.1|DFIC, LOC108101122|XP_017060832.1|DFIC, LOC108101121|XP_017060831.1|DFIC	LOC6594445|XP_002019910.1|DPER
OG0001152	LOC108091727|XP_017046559.1|DFIC, LOC108094800|XP_017051060.1|DFIC, LOC108091734|XP_017046566.1|DFIC	LOC6587711|XP_002013288.2|DPER
OG0001153	LOC108090929|XP_017045351.1|DFIC	LOC6590367|XP_026840936.1|DPER
OG0001154	LOC108089218|XP_017042861.1|DFIC	LOC6589018|XP_026844895.1|DPER
OG0001155	LOC108097116|XP_017054692.1|DFIC	LOC6599267|XP_026848269.1|DPER
OG0001157	LOC108087223|XP_017039991.1|DFIC	LOC6588527|XP_026850640.1|DPER
OG0001158	LOC108089856|XP_017043790.1|DFIC	LOC6593710|XP_002018634.2|DPER
OG0001159	LOC108086531|XP_017038949.1|DFIC	LOC6594979|XP_026841100.1|DPER
OG0001160	LOC108098588|XP_017057123.1|DFIC	LOC6587327|XP_002014020.1|DPER
OG0001161	LOC108092008|XP_017046927.1|DFIC	LOC6588637|XP_026851202.1|DPER
OG0001162	LOC108098959|XP_017057661.1|DFIC	LOC6592142|XP_002017278.1|DPER
OG0001163	LOC108091672|XP_017046479.1|DFIC	LOC6588545|XP_026843729.1|DPER
OG0001164	LOC108099396|XP_017058388.1|DFIC	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER
OG0001165	LOC108101409|XP_017061224.1|DFIC	LOC6593163|XP_002018177.1|DPER
OG0001166	LOC108099003|XP_017057724.1|DFIC	LOC6601181|XP_026848214.1|DPER
OG0001167	LOC108096946|XP_017054395.1|DFIC	LOC6590526|XP_002016455.2|DPER
OG0001168	LOC108090517|XP_017044725.1|DFIC	LOC6593148|XP_002018525.1|DPER
