Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0000263	LOC108086478|XP_017038894.1|DFIC	LOC5564389|XP_021702234.1|AAEG
OG0000264	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC, LOC108086862|XP_017039407.1|DFIC	LOC5571230|XP_021707007.1|AAEG
OG0000267	LOC108099604|XP_017058712.1|DFIC, LOC108099654|XP_017058776.1|DFIC	LOC5571519|XP_001659769.2|AAEG, LOC5567918|XP_001651958.2|AAEG
OG0000268	LOC108091725|XP_017046556.1|DFIC, LOC108091724|XP_017046555.1|DFIC	LOC5579386|XP_021708657.1|AAEG
OG0000269	LOC108091693|XP_017046515.1|DFIC	LOC5579074|XP_021694076.1|AAEG
OG0000270	LOC108087652|XP_017040619.1|DFIC	LOC5569156|XP_021698135.1|AAEG, LOC5579039|XP_021698136.1|AAEG, LOC5571203|XP_001659587.1|AAEG, LOC5569761|XP_001652990.2|AAEG, LOC5567887|XP_001651921.1|AAEG, LOC5567886|XP_001651920.1|AAEG, LOC5567884|XP_001651916.1|AAEG, LOC5567883|XP_021710674.1|AAEG, LOC5567885|XP_001651918.1|AAEG, LOC5567893|XP_001651919.1|AAEG
OG0000271	LOC108093405|XP_017048925.1|DFIC, LOC108093859|XP_017049688.1|DFIC, LOC108101828|XP_017061824.1|DFIC	LOC5569497|XP_001658587.2|AAEG
OG0000272	LOC108096302|XP_017053272.1|DFIC, LOC108086977|XP_017039581.1|DFIC	LOC5575014|XP_021709685.1|AAEG
OG0000272	LOC108098403|XP_017056773.1|DFIC	LOC5578031|XP_021701963.1|AAEG
OG0000273	LOC108097205|XP_017054843.1|DFIC, LOC108089137|XP_017042743.1|DFIC, LOC108098492|XP_017056896.1|DFIC	LOC5570546|XP_001653216.2|AAEG
OG0000274	LOC108086707|XP_017039201.1|DFIC, LOC108094948|XP_017051299.1|DFIC	LOC110680593|XP_021712080.1|AAEG, LOC5578028|XP_001656768.1|AAEG
OG0000279	LOC108089065|XP_017042663.1|DFIC, LOC108089052|XP_017042649.1|DFIC	LOC110676788|XP_021701651.1|AAEG, LOC5567804|XP_001657687.1|AAEG
OG0000280	LOC108088848|XP_017042311.1|DFIC, LOC108088849|XP_017042312.1|DFIC, LOC108088847|XP_017042310.1|DFIC	LOC5570515|XP_021696423.1|AAEG
OG0000281	LOC108093184|XP_017048629.1|DFIC, LOC108094276|XP_017050243.1|DFIC, LOC108094682|XP_017050895.1|DFIC	LOC5568297|XP_001652174.1|AAEG
OG0000282	LOC108100652|XP_017060149.1|DFIC	LOC5563657|XP_001647874.3|AAEG, LOC5563649|XP_001647875.1|AAEG
OG0000283	LOC108093672|XP_017049340.1|DFIC	LOC5579518|XP_021693660.1|AAEG
OG0000283	LOC108086545|XP_017038972.1|DFIC	LOC5571996|XP_001660100.2|AAEG, LOC23687435|XP_011492937.1|AAEG
OG0000284	LOC108101364|XP_017061164.1|DFIC	LOC5572937|XP_021702540.1|AAEG
OG0000284	LOC108098165|XP_017056386.1|DFIC	LOC5566816|XP_021702545.1|AAEG
OG0000285	LOC108095222|XP_017051727.1|DFIC	LOC5574682|XP_001661591.1|AAEG, LOC5574675|XP_001661590.1|AAEG
OG0000292	LOC108094064|XP_017049994.1|DFIC	LOC5574023|XP_001661118.2|AAEG
OG0000292	LOC108089534|XP_017043358.1|DFIC	LOC5579014|XP_001664194.1|AAEG, LOC5579015|XP_001664195.2|AAEG, LOC5570295|XP_001659064.2|AAEG
OG0000293	LOC108087093|XP_017039763.1|DFIC, LOC108100067|XP_017059291.1|DFIC, LOC108087107|XP_017039778.1|DFIC	LOC5578272|XP_001663800.2|AAEG
OG0000294	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC	LOC5574639|XP_021699869.1|AAEG
OG0000294	LOC108097478|XP_017055266.1|DFIC	LOC5564339|XP_021710357.1|AAEG
OG0000295	LOC108086623|XP_017039088.1|DFIC, LOC108088548|XP_017041883.1|DFIC, LOC108101890|XP_017061939.1|DFIC, LOC108091242|XP_017045844.1|DFIC, LOC108091246|XP_017045847.1|DFIC	LOC5563871|XP_001648185.1|AAEG
OG0000296	LOC108094356|XP_017050386.1|DFIC, LOC108099159|XP_017057993.1|DFIC, LOC108097194|XP_017054829.1|DFIC	LOC5567537|XP_001657532.1|AAEG
OG0000299	LOC108087246|XP_017040032.1|DFIC, LOC108087067|XP_017039730.1|DFIC	LOC5568916|XP_021693426.1|AAEG
OG0000300	LOC108099807|XP_017058920.1|DFIC, LOC108099809|XP_017058923.1|DFIC, LOC108099716|XP_017058827.1|DFIC	LOC5573857|XP_001654888.2|AAEG, LOC5573852|XP_021701278.1|AAEG, LOC5573856|XP_001654887.2|AAEG
OG0000301	LOC108095034|XP_017051405.1|DFIC	LOC5573698|XP_001661017.2|AAEG
OG0000301	LOC108100804|XP_017060357.1|DFIC	LOC5573926|XP_021703364.1|AAEG
OG0000302	LOC108093178|XP_017048623.1|DFIC, LOC108093179|XP_017048624.1|DFIC	LOC5564942|XP_001649281.2|AAEG, LOC5564943|XP_001649279.2|AAEG, LOC5564934|XP_001649277.2|AAEG
OG0000303	LOC108100174|XP_017059430.1|DFIC, LOC108088734|XP_017042173.1|DFIC, LOC108100896|XP_017060494.1|DFIC	LOC5570147|XP_001658948.1|AAEG
OG0000304	LOC108100772|XP_017060300.1|DFIC, LOC108100773|XP_017060301.1|DFIC	LOC5578546|XP_001663937.2|AAEG
OG0000306	LOC108096966|XP_017054432.1|DFIC, LOC108096947|XP_017054401.1|DFIC, LOC108091211|XP_017045796.1|DFIC	LOC5564400|XP_021700130.1|AAEG
OG0000307	LOC108087153|XP_017039857.1|DFIC	LOC5579157|XP_001664252.1|AAEG
OG0000307	LOC108088426|XP_017041678.1|DFIC	LOC5570245|XP_021713081.1|AAEG
OG0000311	LOC108095795|XP_017052545.1|DFIC, LOC108093310|XP_017048782.1|DFIC, LOC108094415|XP_017050475.1|DFIC	LOC5568685|XP_021703015.1|AAEG
OG0000312	LOC108095488|XP_017052087.1|DFIC, LOC108097843|XP_017055862.1|DFIC	LOC110677026|XP_021703144.1|AAEG
OG0000312	LOC108092536|XP_017047650.1|DFIC	LOC5568798|XP_021703147.1|AAEG, LOC5568795|XP_021703150.1|AAEG
OG0000313	LOC108100956|XP_017060594.1|DFIC, LOC108098367|XP_017056706.1|DFIC	LOC23687880|XP_011493088.2|AAEG, LOC23687871|XP_021703472.1|AAEG
OG0000314	LOC108092558|XP_017047684.1|DFIC, LOC108092516|XP_017047627.1|DFIC	LOC5570863|XP_021703791.1|AAEG
OG0000315	LOC108091568|XP_017046331.1|DFIC	LOC5567901|XP_001651940.1|AAEG, LOC5567900|XP_021710624.1|AAEG
OG0000320	LOC108098869|XP_017057544.1|DFIC, LOC108091423|XP_017046103.1|DFIC, LOC108091914|XP_017046787.1|DFIC	LOC110675562|XP_021696575.1|AAEG, LOC5570092|XP_001653079.2|AAEG, LOC5577406|XP_001656487.1|AAEG
OG0000321	LOC108102113|XP_017062266.1|DFIC, LOC108094558|XP_017050657.1|DFIC, LOC108102112|XP_017062265.1|DFIC	LOC5565074|XP_021707666.1|AAEG, LOC5573490|XP_001660908.1|AAEG, LOC5573497|XP_001660907.2|AAEG, LOC5573491|XP_001660906.2|AAEG
OG0000322	LOC108096250|XP_017053191.1|DFIC, LOC108097229|XP_017054879.1|DFIC, LOC108092891|XP_017048226.1|DFIC	LOC5574431|XP_001661445.1|AAEG
OG0000323	LOC108092683|XP_017047860.1|DFIC, LOC108091862|XP_017046730.1|DFIC, LOC108092082|XP_017047050.1|DFIC	LOC5570571|XP_001653239.1|AAEG
OG0000324	LOC108094874|XP_017051193.1|DFIC	LOC5579105|XP_021705724.1|AAEG
OG0000325	LOC108088335|XP_017041566.1|DFIC, LOC108088267|XP_017041474.1|DFIC	LOC5564107|XP_001648468.1|AAEG, LOC5564111|XP_001648469.1|AAEG, LOC5567878|XP_001651911.2|AAEG, LOC5567879|XP_001651912.2|AAEG
OG0000331	LOC108100900|XP_017060500.1|DFIC, LOC108100889|XP_017060487.1|DFIC	LOC110681173|XP_021712637.1|AAEG, LOC5578713|XP_021707823.1|AAEG
OG0000332	LOC108089153|XP_017042766.1|DFIC	LOC5571218|XP_001659599.2|AAEG
OG0000332	LOC108088621|XP_017042018.1|DFIC	LOC5574395|XP_001655100.1|AAEG, LOC5568345|XP_021710678.1|AAEG
OG0000333	LOC108087426|XP_017040265.1|DFIC, LOC108089758|XP_017043636.1|DFIC	LOC5573678|XP_021698199.1|AAEG
OG0000334	LOC108101583|XP_017061484.1|DFIC, LOC108094695|XP_017050915.1|DFIC, LOC108094008|XP_017049924.1|DFIC	LOC23687404|XP_011493026.1|AAEG
OG0000335	LOC108094431|XP_017050491.1|DFIC, LOC108101881|XP_017061959.1|DFIC, LOC108101963|XP_017062075.1|DFIC, LOC108094458|XP_017050526.1|DFIC	LOC5574493|XP_001655155.1|AAEG, LOC5572424|XP_001660370.1|AAEG
OG0000338	LOC108100584|XP_017060051.1|DFIC	LOC110675820|XP_021697366.1|AAEG
OG0000338	LOC108092833|XP_017048125.1|DFIC, LOC108096853|XP_017054260.1|DFIC	LOC5578234|XP_021696668.1|AAEG
OG0000339	LOC108089357|XP_017043023.1|DFIC, LOC108089359|XP_017043026.1|DFIC	LOC110675727|XP_021697128.1|AAEG, LOC110675726|XP_021697127.1|AAEG
OG0000340	LOC108094037|XP_017049959.1|DFIC	LOC5578444|XP_001656965.1|AAEG
OG0000342	LOC108102180|XP_017062374.1|DFIC, LOC108093311|XP_017048783.1|DFIC, LOC108101804|XP_017061770.1|DFIC	LOC5567100|XP_001651498.1|AAEG
OG0000343	LOC108099350|XP_017058319.1|DFIC	LOC5567772|XP_001657673.2|AAEG
OG0000343	LOC108098650|XP_017057215.1|DFIC	LOC5567773|XP_001657674.2|AAEG, LOC5567770|XP_001657671.1|AAEG
OG0000344	LOC108094075|XP_017050005.1|DFIC, LOC108088414|XP_017041661.1|DFIC	LOC5575730|XP_001662165.1|AAEG, LOC5575728|XP_021713110.1|AAEG, LOC5575729|XP_021713111.1|AAEG
OG0000345	LOC108101531|XP_017061393.1|DFIC	LOC5573483|XP_021696026.1|AAEG
OG0000345	LOC108087802|XP_017040837.1|DFIC	LOC5570369|XP_021712626.1|AAEG, LOC5570368|XP_001659085.2|AAEG, LOC110681148|XP_021712608.1|AAEG
OG0000346	LOC108101895|XP_017061944.1|DFIC, LOC108096556|XP_017053734.1|DFIC, LOC108101796|XP_017061762.1|DFIC, LOC108101827|XP_017061823.1|DFIC	LOC5574270|XP_021698952.1|AAEG
OG0000347	LOC108101319|XP_017061112.1|DFIC	LOC5568488|XP_021701773.1|AAEG
OG0000348	LOC108092578|XP_017047711.1|DFIC, LOC108089985|XP_017043974.1|DFIC	LOC5572802|XP_021702685.1|AAEG
OG0000349	LOC108098360|XP_017056695.1|DFIC	LOC5567301|XP_001651734.2|AAEG
OG0000351	LOC108090988|XP_017045433.1|DFIC, LOC108090660|XP_017044931.1|DFIC	LOC5569262|XP_001658407.1|AAEG, LOC5568831|XP_001658197.2|AAEG, LOC5569260|XP_021712585.1|AAEG, LOC5564699|XP_001649042.2|AAEG
OG0000353	LOC108097688|XP_017055645.1|DFIC	LOC5564379|XP_001648723.1|AAEG
OG0000353	LOC108088121|XP_017041264.1|DFIC	LOC5577723|XP_001656676.1|AAEG
OG0000355	LOC108101442|XP_017061268.1|DFIC, LOC108101349|XP_017061145.1|DFIC	LOC5567698|XP_021699785.1|AAEG, LOC5567699|XP_021699787.1|AAEG
OG0000356	LOC108096088|XP_017052945.1|DFIC, LOC108087453|XP_017040344.1|DFIC, LOC108087613|XP_017040586.1|DFIC, LOC108096095|XP_017052954.1|DFIC, LOC108087532|XP_017040466.1|DFIC	LOC5565896|XP_001650274.2|AAEG, LOC5575669|XP_001662128.2|AAEG
OG0000361	LOC108092197|XP_017047213.1|DFIC, LOC108091787|XP_017046634.1|DFIC, LOC108100905|XP_017060508.1|DFIC	LOC5574713|XP_021694717.1|AAEG
OG0000362	LOC108101979|XP_017062063.1|DFIC	LOC5565060|XP_021705306.1|AAEG
OG0000362	LOC108088777|XP_017042222.1|DFIC	LOC5568690|XP_021707623.1|AAEG
OG0000363	LOC108095749|XP_017052423.1|DFIC	LOC5567380|XP_021708774.1|AAEG
OG0000363	LOC108099810|XP_017058924.1|DFIC	LOC5566288|XP_021696532.1|AAEG
OG0000364	LOC108100125|XP_017059367.1|DFIC	LOC5566330|XP_021696724.1|AAEG
OG0000364	LOC108099085|XP_017057888.1|DFIC	LOC5566335|XP_021696726.1|AAEG
OG0000365	LOC108095221|XP_017051726.1|DFIC	LOC5571839|XP_021697172.1|AAEG
OG0000365	LOC108100115|XP_017059353.1|DFIC, LOC108101501|XP_017061353.1|DFIC	LOC5568775|XP_021700717.1|AAEG
OG0000366	LOC108091205|XP_017045785.1|DFIC	LOC5568664|XP_021705763.1|AAEG
OG0000366	LOC108095979|XP_017052812.1|DFIC	LOC5567388|XP_021707665.1|AAEG
OG0000367	LOC108087502|XP_017040386.1|DFIC, LOC108094891|XP_017051218.1|DFIC	LOC5579666|XP_001648122.2|AAEG, LOC5579650|XP_021705459.1|AAEG, LOC5579651|XP_021708583.1|AAEG
OG0000368	LOC108100394|XP_017059742.1|DFIC	LOC5564133|XP_001648461.1|AAEG, LOC5564130|XP_001648458.1|AAEG
OG0000376	LOC108097938|XP_017056020.1|DFIC, LOC108088143|XP_017041298.1|DFIC, LOC108097937|XP_017056019.1|DFIC, LOC108093991|XP_017049896.1|DFIC	LOC5566228|XP_001650616.1|AAEG
OG0000377	LOC108098112|XP_017056315.1|DFIC	LOC5566613|XP_021700697.1|AAEG, LOC5579903|XP_001657883.2|AAEG, LOC5579904|XP_021711596.1|AAEG, LOC5578379|XP_021707368.1|AAEG
OG0000378	LOC108093898|XP_017049747.1|DFIC	LOC5570810|XP_021704356.1|AAEG, LOC5566281|XP_001650659.2|AAEG
OG0000379	LOC108101460|XP_017061293.1|DFIC, LOC108101452|XP_017061281.1|DFIC, LOC108101550|XP_017061436.1|DFIC	LOC5571189|XP_001653515.1|AAEG
OG0000380	LOC108094909|XP_017051244.1|DFIC, LOC108093243|XP_017048707.1|DFIC	LOC5575706|XP_001662150.1|AAEG
OG0000381	LOC108092568|XP_017047698.1|DFIC, LOC108098744|XP_017057367.1|DFIC, LOC108091343|XP_017046015.1|DFIC	LOC5569374|XP_021700452.1|AAEG
OG0000382	LOC108088797|XP_017042256.1|DFIC	LOC5567819|XP_021704185.1|AAEG, LOC5570832|XP_001653339.1|AAEG
OG0000383	LOC108092379|XP_017047413.1|DFIC, LOC108098250|XP_017056530.1|DFIC, LOC108101137|XP_017060849.1|DFIC	LOC5572674|XP_001660494.2|AAEG, LOC5575161|XP_001655538.2|AAEG
OG0000384	LOC108086474|XP_017038889.1|DFIC	LOC5564813|XP_001649162.2|AAEG
OG0000384	LOC108086460|XP_017038875.1|DFIC	LOC110677033|XP_021703202.1|AAEG
OG0000385	LOC108091320|XP_017045944.1|DFIC	LOC5570568|XP_001653236.2|AAEG
OG0000385	LOC108091319|XP_017045942.1|DFIC	LOC5577771|XP_001663546.2|AAEG
OG0000386	LOC108096468|XP_017053570.1|DFIC, LOC108096269|XP_017053219.1|DFIC, LOC108096173|XP_017053045.1|DFIC, LOC108088539|XP_017041873.1|DFIC	LOC23687815|XP_021704948.1|AAEG
OG0000389	LOC108096346|XP_017053382.1|DFIC	LOC5578678|XP_021708389.1|AAEG
OG0000390	LOC108100024|XP_017059224.1|DFIC, LOC108101997|XP_017062083.1|DFIC	LOC5577491|XP_021707307.1|AAEG, LOC5577490|XP_021707306.1|AAEG, LOC110680865|XP_021712346.1|AAEG, LOC5567714|XP_001657626.2|AAEG, LOC5578405|XP_001663870.2|AAEG, LOC5570107|XP_001653082.1|AAEG, LOC5569521|XP_001652831.1|AAEG
OG0000391	LOC108095217|XP_017051720.1|DFIC	LOC5570464|XP_021701402.1|AAEG
OG0000391	LOC108095244|XP_017051759.1|DFIC	LOC23687692|XP_021704615.1|AAEG
OG0000392	LOC108089785|XP_017043669.1|DFIC, LOC108089996|XP_017043986.1|DFIC	LOC5570445|XP_021701887.1|AAEG, LOC5564419|XP_021701877.1|AAEG
OG0000393	LOC108100355|XP_017059682.1|DFIC	LOC110675223|XP_021695341.1|AAEG
OG0000393	LOC108100700|XP_017060217.1|DFIC	LOC5569062|XP_021703018.1|AAEG
OG0000394	LOC108091198|XP_017045769.1|DFIC, LOC108091200|XP_017045771.1|DFIC	LOC5570039|XP_001658928.1|AAEG
OG0000399	LOC108095889|XP_017052689.1|DFIC, LOC108096693|XP_017053998.1|DFIC	LOC5567097|XP_001651486.2|AAEG
OG0000400	LOC108097633|XP_017055549.1|DFIC, LOC108094518|XP_017050609.1|DFIC, LOC108097800|XP_017055820.1|DFIC	LOC5580067|XP_021694881.1|AAEG
OG0000402	LOC108088699|XP_017042128.1|DFIC	LOC5569079|XP_001658308.1|AAEG, LOC5576656|XP_001656196.1|AAEG, LOC5576654|XP_021705495.1|AAEG, LOC5574467|XP_001655129.2|AAEG, LOC5576651|XP_001656193.1|AAEG, LOC5576652|XP_001656194.1|AAEG, LOC5564404|XP_021700208.1|AAEG
OG0000404	LOC108099270|XP_017058134.1|DFIC, LOC108099666|XP_017058790.1|DFIC	LOC5578688|XP_001657086.2|AAEG, LOC5578691|XP_001657089.2|AAEG, LOC5579410|XP_021711070.1|AAEG, LOC5578692|XP_021711033.1|AAEG, LOC5578689|XP_001657087.2|AAEG
OG0000405	LOC108091301|XP_017045912.1|DFIC	LOC5576131|XP_001662477.2|AAEG
OG0000406	LOC108099966|XP_017059142.1|DFIC, LOC108086450|XP_017038857.1|DFIC	LOC5568131|XP_021698131.1|AAEG, LOC5566267|XP_001650660.1|AAEG
OG0000407	LOC108093787|XP_017049559.1|DFIC	LOC5567374|XP_001657389.1|AAEG
OG0000407	LOC108093774|XP_017049538.1|DFIC	LOC5571596|XP_021697332.1|AAEG
OG0000408	LOC108087098|XP_017039768.1|DFIC, LOC108093424|XP_017048966.1|DFIC	LOC5570724|XP_001659317.1|AAEG
OG0000409	LOC108086772|XP_017039307.1|DFIC, LOC108090394|XP_017044532.1|DFIC	LOC5570907|XP_021700630.1|AAEG
OG0000410	LOC108090615|XP_017044879.1|DFIC, LOC108090630|XP_017044897.1|DFIC, LOC108090596|XP_017044837.1|DFIC	LOC5575157|XP_001655534.1|AAEG
OG0000411	LOC108099452|XP_017058481.1|DFIC	LOC5566158|XP_001650539.1|AAEG
OG0000411	LOC108097820|XP_017055828.1|DFIC	LOC5564918|XP_001649286.1|AAEG
OG0000412	LOC108094955|XP_017051306.1|DFIC, LOC108086928|XP_017039521.1|DFIC	LOC5574516|XP_021708166.1|AAEG, LOC5574515|XP_021708169.1|AAEG
OG0000413	LOC108099307|XP_017058189.1|DFIC, LOC108090211|XP_017044291.1|DFIC	LOC5567054|XP_001651429.2|AAEG
OG0000414	LOC108093604|XP_017049219.1|DFIC, LOC108093643|XP_017049291.1|DFIC, LOC108091134|XP_017045657.1|DFIC	LOC23687918|XP_021709829.1|AAEG, LOC5567300|XP_021709833.1|AAEG, LOC5567305|XP_021709831.1|AAEG
OG0000415	LOC108090831|XP_017045182.1|DFIC, LOC108096772|XP_017054136.1|DFIC	LOC5574783|XP_001655340.1|AAEG
OG0000416	LOC108092941|XP_017048297.1|DFIC	LOC5568416|XP_001658068.2|AAEG
OG0000416	LOC108091110|XP_017045622.1|DFIC	LOC5564064|XP_001648376.1|AAEG
OG0000417	LOC108099606|XP_017058715.1|DFIC	LOC5566091|XP_021708981.1|AAEG
OG0000417	LOC108099642|XP_017058760.1|DFIC	LOC5567927|XP_021699404.1|AAEG
OG0000418	LOC108092814|XP_017048075.1|DFIC, LOC108088663|XP_017042080.1|DFIC	LOC5564390|XP_001648753.2|AAEG, LOC5575420|XP_021699880.1|AAEG, LOC5575418|XP_021699898.1|AAEG
OG0000419	LOC108101844|XP_017061852.1|DFIC	LOC5570733|XP_021697362.1|AAEG
OG0000419	LOC108094720|XP_017050948.1|DFIC	LOC110674637|XP_021694407.1|AAEG
OG0000421	LOC108101743|XP_017061692.1|DFIC, LOC108095504|XP_017052106.1|DFIC	LOC5569086|XP_021703057.1|AAEG
OG0000421	LOC108100873|XP_017060454.1|DFIC	LOC5570822|XP_021702186.1|AAEG
OG0000422	LOC108096986|XP_017054458.1|DFIC	LOC5573930|XP_021703369.1|AAEG, LOC110681118|XP_021712577.1|AAEG, LOC110675236|XP_021695377.1|AAEG, LOC5573929|XP_021703368.1|AAEG, LOC5573927|XP_001654963.2|AAEG, LOC5573931|XP_001654967.2|AAEG, LOC5570229|XP_001659008.2|AAEG
OG0000423	LOC108096817|XP_017054198.1|DFIC, LOC108096704|XP_017054027.1|DFIC	LOC5563591|XP_001647935.2|AAEG, LOC5563575|XP_001647937.2|AAEG, LOC5563586|XP_001647936.2|AAEG
OG0000424	LOC108095234|XP_017051747.1|DFIC	LOC23687932|XP_021710750.1|AAEG
OG0000425	LOC108090325|XP_017044426.1|DFIC	LOC5571033|XP_001659462.2|AAEG
OG0000425	LOC108094952|XP_017051304.1|DFIC	LOC5571023|XP_021708459.1|AAEG
OG0000426	LOC108096682|XP_017053972.1|DFIC, LOC108096681|XP_017053971.1|DFIC, LOC108096649|XP_017053903.1|DFIC, LOC108096650|XP_017053904.1|DFIC	LOC5574193|XP_001661250.1|AAEG
OG0000433	LOC108091080|XP_017045573.1|DFIC	LOC5574521|XP_001655172.1|AAEG
OG0000433	LOC108093272|XP_017048740.1|DFIC	LOC5564077|XP_001648404.2|AAEG
OG0000434	LOC108095885|XP_017052685.1|DFIC	LOC5574590|XP_011493595.2|AAEG
OG0000434	LOC108101348|XP_017061143.1|DFIC	LOC5570528|XP_001659208.2|AAEG
OG0000435	LOC108097453|XP_017055214.1|DFIC	LOC5580076|XP_001654832.2|AAEG, LOC5580075|XP_021698638.1|AAEG, LOC5574934|XP_001661737.2|AAEG, LOC5565897|XP_001650275.2|AAEG, LOC5568375|XP_001658029.2|AAEG, LOC5568373|XP_001658027.2|AAEG, LOC5569828|XP_001658735.2|AAEG, LOC5574241|XP_021697225.1|AAEG
OG0000437	LOC108089263|XP_017042923.1|DFIC	LOC5577304|XP_001663334.1|AAEG
OG0000437	LOC108100101|XP_017059335.1|DFIC	LOC5573669|XP_001660991.1|AAEG
OG0000438	LOC108088851|XP_017042314.1|DFIC, LOC108097725|XP_017055713.1|DFIC	LOC5578150|XP_001663721.2|AAEG
OG0000439	LOC108098745|XP_017057369.1|DFIC	LOC5564327|XP_001648654.2|AAEG
OG0000439	LOC108086956|XP_017039558.1|DFIC	LOC5567214|XP_001651644.2|AAEG
OG0000440	LOC108096908|XP_017054347.1|DFIC, LOC108087848|XP_017040916.1|DFIC	LOC110676860|XP_021701990.1|AAEG
OG0000441	LOC108087758|XP_017040777.1|DFIC, LOC108087773|XP_017040791.1|DFIC	LOC5573074|XP_001660703.2|AAEG
OG0000442	LOC108099382|XP_017058369.1|DFIC	LOC5566847|XP_001651266.2|AAEG
OG0000443	LOC108100219|XP_017059488.1|DFIC, LOC108099972|XP_017059171.1|DFIC, LOC108100182|XP_017059444.1|DFIC	LOC5568713|XP_021709748.1|AAEG, LOC5569780|XP_001658722.1|AAEG
OG0000444	LOC108098738|XP_017057358.1|DFIC, LOC108098726|XP_017057334.1|DFIC	LOC5567217|XP_001651646.3|AAEG, LOC5567436|XP_021706495.1|AAEG
OG0000448	LOC108086874|XP_017039425.1|DFIC, LOC108086869|XP_017039420.1|DFIC	LOC23687587|XP_021694447.1|AAEG
OG0000449	LOC108099910|XP_017059061.1|DFIC	LOC5572858|XP_001660618.2|AAEG
OG0000449	LOC108094459|XP_017050527.1|DFIC	LOC5574532|XP_021694481.1|AAEG
OG0000450	LOC108091182|XP_017045730.1|DFIC	LOC110680460|XP_021711955.1|AAEG, LOC5576465|XP_021700332.1|AAEG
OG0000450	LOC108098077|XP_017056259.1|DFIC	LOC110674772|XP_021694752.1|AAEG
OG0000451	LOC108097293|XP_017054994.1|DFIC	LOC5571503|XP_001659753.1|AAEG
OG0000451	LOC108097292|XP_017054993.1|DFIC	LOC5571502|XP_021704118.1|AAEG
OG0000453	LOC108092226|XP_017047249.1|DFIC	LOC5578274|XP_001663802.2|AAEG, LOC5578275|XP_001663803.2|AAEG
OG0000454	LOC108091832|XP_017046700.1|DFIC, LOC108100320|XP_017059616.1|DFIC	LOC5569151|XP_021700040.1|AAEG
OG0000456	LOC108101973|XP_017062056.1|DFIC	LOC5572063|XP_021703567.1|AAEG
OG0000456	LOC108090038|XP_017044021.1|DFIC	LOC5570893|XP_021700660.1|AAEG
OG0000457	LOC108093464|XP_017049035.1|DFIC	LOC5565766|XP_001650147.2|AAEG
OG0000457	LOC108092999|XP_017048384.1|DFIC	LOC5564329|XP_021700919.1|AAEG
OG0000458	LOC108092260|XP_017047272.1|DFIC	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG, LOC5565841|XP_021703625.1|AAEG, LOC5565842|XP_001650218.2|AAEG, LOC5565387|XP_021700996.1|AAEG
OG0000460	LOC108094179|XP_017050127.1|DFIC	LOC5577624|XP_001656618.2|AAEG
OG0000465	LOC108099673|XP_017058801.1|DFIC, LOC108099533|XP_017058594.1|DFIC	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG
OG0000466	LOC108091068|XP_017045558.1|DFIC	LOC5577984|XP_021713022.1|AAEG
OG0000466	LOC108091481|XP_017046190.1|DFIC	LOC5572786|XP_001654185.1|AAEG
OG0000467	LOC108094263|XP_017050218.1|DFIC, LOC108094198|XP_017050140.1|DFIC	LOC5568475|XP_021695985.1|AAEG
OG0000468	LOC108100752|XP_017060273.1|DFIC	LOC23687721|XP_021709274.1|AAEG
OG0000468	LOC108093750|XP_017049506.1|DFIC	LOC23687516|XP_011493435.1|AAEG
OG0000469	LOC108094500|XP_017050591.1|DFIC, LOC108094498|XP_017050587.1|DFIC	LOC5565883|XP_021703807.1|AAEG
OG0000470	LOC108088820|XP_017042277.1|DFIC	LOC5578138|XP_021707709.1|AAEG
OG0000470	LOC108100575|XP_017060041.1|DFIC	LOC5574556|XP_001661506.1|AAEG
OG0000471	LOC108100720|XP_017060242.1|DFIC, LOC108092566|XP_017047695.1|DFIC	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG
OG0000473	LOC108088725|XP_017042161.1|DFIC, LOC108097332|XP_017055052.1|DFIC	LOC5569934|XP_001658830.2|AAEG
OG0000474	LOC108098060|XP_017056236.1|DFIC, LOC108100185|XP_017059443.1|DFIC	LOC5569558|XP_001658624.2|AAEG
OG0000475	LOC108099555|XP_017058627.1|DFIC, LOC108098809|XP_017057445.1|DFIC, LOC108099483|XP_017058531.1|DFIC	LOC5565629|XP_001649983.1|AAEG
OG0000476	LOC108099272|XP_017058137.1|DFIC, LOC108099316|XP_017058216.1|DFIC, LOC108099650|XP_017058769.1|DFIC	LOC5575604|XP_001662086.2|AAEG
OG0000477	LOC108099636|XP_017058755.1|DFIC, LOC108099637|XP_017058756.1|DFIC	LOC5564209|XP_001648552.1|AAEG
OG0000478	LOC108102203|XP_017062394.1|DFIC, LOC108095881|XP_017052677.1|DFIC	LOC5566225|XP_021696850.1|AAEG, LOC5566220|XP_001650605.1|AAEG
OG0000479	LOC108099581|XP_017058675.1|DFIC, LOC108099300|XP_017058185.1|DFIC	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG
