Orthogroup	DFIC.longest_only	DMAU.longest_only
OG0000553	LOC108101623|XP_017061527.1|DFIC, LOC108101198|XP_017060931.1|DFIC	LOC117151074|XP_033174209.1|DMAU
OG0000554	LOC108091628|XP_017046416.1|DFIC	LOC117143298|XP_033163794.1|DMAU
OG0000554	LOC108091629|XP_017046417.1|DFIC	LOC117145830|XP_033167523.1|DMAU
OG0000555	LOC108099806|XP_017058922.1|DFIC	LOC117140851|XP_033159869.1|DMAU
OG0000555	LOC108099210|XP_017058076.1|DFIC	LOC117140857|XP_033159877.1|DMAU
OG0000556	LOC108098048|XP_017056209.1|DFIC	LOC117148143|XP_033171261.1|DMAU
OG0000556	LOC108096498|XP_017053600.1|DFIC	LOC117145232|XP_033166697.1|DMAU
OG0000557	LOC108087895|XP_017040962.1|DFIC	LOC117144176|XP_033165112.1|DMAU
OG0000557	LOC108088094|XP_017041238.1|DFIC	LOC117143551|XP_033164182.1|DMAU
OG0000558	LOC108096236|XP_017053133.1|DFIC	LOC117143121|XP_033163499.1|DMAU
OG0000558	LOC108095281|XP_017051813.1|DFIC	LOC117147855|XP_033170821.1|DMAU
OG0000559	LOC108087314|XP_017040125.1|DFIC	LOC117143297|XP_033163786.1|DMAU
OG0000559	LOC108096171|XP_017053043.1|DFIC	LOC117141597|XP_033161001.1|DMAU
OG0000560	LOC108093957|XP_017049845.1|DFIC	LOC117136435|XP_033153239.1|DMAU
OG0000560	LOC108093956|XP_017049844.1|DFIC	LOC117136434|XP_033153238.1|DMAU
OG0000561	LOC108089621|XP_017043472.1|DFIC	LOC117141068|XP_033160254.1|DMAU
OG0000561	LOC108089569|XP_017043411.1|DFIC	LOC117140867|XP_033159896.1|DMAU
OG0000562	LOC108100477|XP_017059898.1|DFIC	LOC117139546|XP_033157825.1|DMAU
OG0000562	LOC108100564|XP_017060030.1|DFIC	LOC117140486|XP_033159336.1|DMAU
OG0000563	LOC108089284|XP_017042952.1|DFIC, LOC108089283|XP_017042951.1|DFIC	LOC117141612|XP_033161023.1|DMAU
OG0000564	LOC108093054|XP_017048450.1|DFIC	LOC117139327|XP_033157465.1|DMAU
OG0000564	LOC108093046|XP_017048443.1|DFIC	LOC117139328|XP_033157466.1|DMAU
OG0000566	LOC108097951|XP_017056045.1|DFIC	LOC117145247|XP_033166720.1|DMAU
OG0000566	LOC108099177|XP_017058027.1|DFIC	LOC117141238|XP_033160492.1|DMAU
OG0000567	LOC108101649|XP_017061553.1|DFIC	LOC117147648|XP_033170511.1|DMAU
OG0000568	LOC108092936|XP_017048292.1|DFIC	LOC117148765|XP_033172252.1|DMAU
OG0000568	LOC108098641|XP_017057204.1|DFIC	LOC117143405|XP_033163989.1|DMAU
OG0000569	LOC108098938|XP_017057634.1|DFIC	LOC117143814|XP_033164551.1|DMAU
OG0000569	LOC108086994|XP_017039619.1|DFIC	LOC117141767|XP_033161289.1|DMAU
OG0000570	LOC108092150|XP_017047157.1|DFIC	LOC117144673|XP_033165885.1|DMAU
OG0000570	LOC108092170|XP_017047182.1|DFIC	LOC117145007|XP_033166391.1|DMAU
OG0000571	LOC108086285|XP_017038663.1|DFIC	LOC117144833|XP_033166109.1|DMAU
OG0000571	LOC108088446|XP_017041711.1|DFIC	LOC117144405|XP_033165431.1|DMAU
OG0000572	LOC108087086|XP_017039754.1|DFIC	LOC117145390|XP_033166917.1|DMAU
OG0000572	LOC108087096|XP_017039766.1|DFIC	LOC117144091|XP_033164997.1|DMAU
OG0000573	LOC108099030|XP_017057774.1|DFIC	LOC117141993|XP_033161728.1|DMAU
OG0000573	LOC108087649|XP_017040605.1|DFIC	LOC117136418|XP_033153219.1|DMAU
OG0000574	LOC108089421|XP_017043114.1|DFIC	LOC117140993|XP_033160134.1|DMAU
OG0000574	LOC108101107|XP_017060809.1|DFIC	LOC117144796|XP_033166063.1|DMAU
OG0000575	LOC108089558|XP_017043391.1|DFIC	LOC117140190|XP_033158859.1|DMAU
OG0000575	LOC108089559|XP_017043392.1|DFIC	LOC117139986|XP_033158582.1|DMAU
OG0000576	LOC108093545|XP_017049129.1|DFIC	LOC117143614|XP_033164258.1|DMAU
OG0000576	LOC108093544|XP_017049127.1|DFIC	LOC117143739|XP_033164440.1|DMAU
OG0000577	LOC108096089|XP_017052946.1|DFIC	LOC117139158|XP_033157211.1|DMAU
OG0000577	LOC108096070|XP_017052920.1|DFIC	LOC117135254|XP_033151291.1|DMAU
OG0000578	LOC108089242|XP_017042895.1|DFIC	LOC117146824|XP_033169272.1|DMAU
OG0000578	LOC108096880|XP_017054307.1|DFIC	LOC117136726|XP_033153643.1|DMAU
OG0000579	LOC108091889|XP_017046763.1|DFIC	LOC117143888|XP_033164680.1|DMAU
OG0000579	LOC108095433|XP_017052032.1|DFIC	LOC117142105|XP_033161882.1|DMAU
OG0000580	LOC108092039|XP_017046967.1|DFIC	LOC117144755|XP_033166005.1|DMAU
OG0000580	LOC108092041|XP_017046971.1|DFIC	LOC117144756|XP_033166006.1|DMAU
OG0000581	LOC108098521|XP_017056982.1|DFIC	LOC117146114|XP_033167993.1|DMAU
OG0000581	LOC108097723|XP_017055707.1|DFIC	LOC117147504|XP_033170299.1|DMAU
OG0000582	LOC108100412|XP_017059789.1|DFIC	LOC117139113|XP_033157144.1|DMAU
OG0000582	LOC108094747|XP_017050989.1|DFIC	LOC117136765|XP_033153700.1|DMAU
OG0000583	LOC108101415|XP_017061230.1|DFIC	LOC117135753|XP_033152100.1|DMAU
OG0000583	LOC108101414|XP_017061229.1|DFIC	LOC117138559|XP_033156609.1|DMAU
OG0000584	LOC108093188|XP_017048641.1|DFIC, LOC108102151|XP_017062330.1|DFIC	LOC117150809|XP_033173759.1|DMAU
OG0000584	LOC108102147|XP_017062315.1|DFIC	LOC117142375|XP_033162199.1|DMAU
OG0000585	LOC108088951|XP_017042461.1|DFIC	LOC117140864|XP_033159893.1|DMAU
OG0000585	LOC108088960|XP_017042467.1|DFIC	LOC117140671|XP_033159612.1|DMAU
OG0000586	LOC108096915|XP_017054354.1|DFIC	LOC117136220|XP_033152886.1|DMAU
OG0000586	LOC108094939|XP_017051289.1|DFIC	LOC117138203|XP_033156024.1|DMAU, LOC117137134|XP_033154324.1|DMAU
OG0000587	LOC108093873|XP_017049704.1|DFIC	LOC117135544|XP_033151729.1|DMAU
OG0000587	LOC108100528|XP_017059976.1|DFIC	LOC117142046|XP_033161808.1|DMAU
OG0000587	LOC108093612|XP_017049228.1|DFIC	LOC117138567|XP_033156618.1|DMAU
OG0000589	LOC108091059|XP_017045513.1|DFIC	LOC117148201|XP_033171372.1|DMAU
OG0000590	LOC108091618|XP_017046402.1|DFIC	LOC117142882|XP_033163046.1|DMAU
OG0000590	LOC108091317|XP_017045936.1|DFIC	LOC117148928|XP_033172541.1|DMAU
OG0000592	LOC108101600|XP_017061502.1|DFIC	LOC117138482|XP_033156504.1|DMAU
OG0000592	LOC108101465|XP_017061299.1|DFIC	LOC117136615|XP_033153491.1|DMAU
OG0000593	LOC108086528|XP_017038946.1|DFIC	LOC117144992|XP_033166356.1|DMAU
OG0000593	LOC108094651|XP_017050850.1|DFIC	LOC117147692|XP_033170570.1|DMAU
OG0000594	LOC108086551|XP_017038978.1|DFIC	LOC117145735|XP_033167386.1|DMAU
OG0000594	LOC108088088|XP_017041233.1|DFIC	LOC117145608|XP_033167214.1|DMAU
OG0000595	LOC108091632|XP_017046420.1|DFIC	LOC117143688|XP_033164365.1|DMAU
OG0000595	LOC108102288|XP_017062524.1|DFIC	LOC117144576|XP_033165721.1|DMAU
OG0000596	LOC108097386|XP_017055126.1|DFIC	LOC117146467|XP_033168594.1|DMAU
OG0000596	LOC108098976|XP_017057681.1|DFIC	LOC117145496|XP_033167067.1|DMAU
OG0000597	LOC108099311|XP_017058194.1|DFIC	LOC117142900|XP_033163072.1|DMAU
OG0000597	LOC108086810|XP_017039338.1|DFIC	LOC117145873|XP_033167588.1|DMAU
OG0000598	LOC108087250|XP_017040043.1|DFIC	LOC117142628|XP_033162622.1|DMAU
OG0000599	LOC108100252|XP_017059518.1|DFIC, LOC108100250|XP_017059516.1|DFIC	LOC117140768|XP_033159741.1|DMAU
OG0000599	LOC108100257|XP_017059522.1|DFIC	LOC117139641|XP_033157992.1|DMAU
OG0000600	LOC108096938|XP_017054382.1|DFIC	LOC117137974|XP_033155638.1|DMAU
OG0000600	LOC108096855|XP_017054263.1|DFIC	LOC117137706|XP_033155169.1|DMAU
OG0000601	LOC108102235|XP_017062462.1|DFIC	LOC117150568|XP_033173410.1|DMAU
OG0000601	LOC108092484|XP_017047568.1|DFIC	LOC117138148|XP_033155920.1|DMAU
OG0000602	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC	LOC117150785|XP_033173722.1|DMAU
OG0000602	LOC108092765|XP_017047987.1|DFIC, LOC108097568|XP_017055849.1|DFIC	LOC117150792|XP_033173729.1|DMAU
OG0000603	LOC108092692|XP_017047889.1|DFIC	LOC117151083|XP_033174222.1|DMAU
OG0000604	LOC108092487|XP_017047571.1|DFIC	LOC117138175|XP_033155957.1|DMAU
OG0000604	LOC108092488|XP_017047572.1|DFIC	LOC117138189|XP_033155983.1|DMAU
OG0000605	LOC108089988|XP_017043978.1|DFIC	LOC117138562|XP_033156656.1|DMAU
OG0000606	LOC108095812|XP_017052574.1|DFIC	LOC117144463|XP_033165516.1|DMAU
OG0000607	LOC108097929|XP_017055975.1|DFIC	LOC117144625|XP_033165811.1|DMAU
OG0000607	LOC108098630|XP_017057194.1|DFIC	LOC117144328|XP_033165332.1|DMAU
OG0000608	LOC108095666|XP_017052320.1|DFIC	LOC117145480|XP_033167048.1|DMAU
OG0000608	LOC108095831|XP_017052601.1|DFIC	LOC117142771|XP_033162848.1|DMAU
OG0000609	LOC108095180|XP_017051656.1|DFIC	LOC117141074|XP_033160267.1|DMAU
OG0000610	LOC108088330|XP_017041561.1|DFIC	LOC117140307|XP_033159043.1|DMAU
OG0000610	LOC108090673|XP_017044948.1|DFIC	LOC117136922|XP_033153949.1|DMAU
OG0000611	LOC108095187|XP_017051664.1|DFIC	LOC117138619|XP_033156719.1|DMAU
OG0000611	LOC108090540|XP_017044763.1|DFIC	LOC117137683|XP_033155142.1|DMAU
OG0000612	LOC108099729|XP_017058841.1|DFIC	LOC117140794|XP_033159779.1|DMAU
OG0000612	LOC108099728|XP_017058840.1|DFIC	LOC117140798|XP_033159786.1|DMAU
OG0000612	LOC108099978|XP_017059162.1|DFIC	LOC117140796|XP_033159783.1|DMAU
OG0000614	LOC108088439|XP_017041703.1|DFIC	LOC117145192|XP_033166644.1|DMAU
OG0000615	LOC108088613|XP_017041990.1|DFIC	LOC117148524|XP_033171829.1|DMAU
OG0000615	LOC108098877|XP_017057552.1|DFIC	LOC117142476|XP_033162383.1|DMAU
OG0000616	LOC108088564|XP_017041900.1|DFIC	LOC117147752|XP_033170651.1|DMAU
OG0000617	LOC108088482|XP_017041769.1|DFIC	LOC117143061|XP_033163409.1|DMAU
OG0000617	LOC108087951|XP_017041029.1|DFIC	LOC117142509|XP_033162436.1|DMAU
OG0000618	LOC108099439|XP_017058465.1|DFIC	LOC117143160|XP_033163562.1|DMAU
OG0000618	LOC108088862|XP_017042328.1|DFIC	LOC117139303|XP_033157433.1|DMAU
OG0000619	LOC108087819|XP_017040875.1|DFIC	LOC117136888|XP_033153889.1|DMAU
OG0000620	LOC108088573|XP_017041908.1|DFIC	LOC117147554|XP_033170387.1|DMAU
OG0000620	LOC108096270|XP_017053220.1|DFIC	LOC117139571|XP_033157864.1|DMAU
OG0000621	LOC108093346|XP_017048843.1|DFIC	LOC117144171|XP_033165104.1|DMAU
OG0000621	LOC108092982|XP_017048364.1|DFIC	LOC117147032|XP_033169617.1|DMAU
OG0000622	LOC108093262|XP_017048728.1|DFIC	LOC117141548|XP_033160943.1|DMAU
OG0000622	LOC108096417|XP_017053485.1|DFIC	LOC117141409|XP_033160723.1|DMAU
OG0000623	LOC108100357|XP_017059679.1|DFIC	LOC117139983|XP_033158578.1|DMAU
OG0000623	LOC108086981|XP_017039598.1|DFIC	LOC117139055|XP_033157056.1|DMAU
OG0000624	LOC108096616|XP_017053850.1|DFIC	LOC117136836|XP_033153808.1|DMAU
OG0000624	LOC108096615|XP_017053848.1|DFIC	LOC117136835|XP_033153807.1|DMAU
OG0000625	LOC108093112|XP_017048543.1|DFIC	LOC117139435|XP_033157623.1|DMAU
OG0000625	LOC108093115|XP_017048546.1|DFIC	LOC117139436|XP_033157628.1|DMAU
OG0000626	LOC108090659|XP_017044930.1|DFIC	LOC117137664|XP_033155114.1|DMAU
OG0000626	LOC108087659|XP_017040638.1|DFIC	LOC117136923|XP_033153950.1|DMAU
OG0000627	LOC108099958|XP_017059127.1|DFIC	LOC117139752|XP_033158207.1|DMAU
OG0000627	LOC108101778|XP_017061742.1|DFIC	LOC117146504|XP_033168650.1|DMAU
OG0000628	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC	LOC117143705|XP_033164398.1|DMAU
OG0000628	LOC108089236|XP_017042886.1|DFIC	LOC117135917|XP_033152379.1|DMAU
OG0000629	LOC108092202|XP_017047217.1|DFIC	LOC117145419|XP_033166955.1|DMAU
OG0000629	LOC108089892|XP_017043852.1|DFIC	LOC117150369|XP_033173122.1|DMAU
OG0000630	LOC108101731|XP_017061672.1|DFIC	LOC117144094|XP_033165004.1|DMAU
OG0000630	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC117138999|XP_033156971.1|DMAU
OG0000631	LOC108101999|XP_017062086.1|DFIC	LOC117144114|XP_033165036.1|DMAU
OG0000631	LOC108098440|XP_017056821.1|DFIC	LOC117150315|XP_033173037.1|DMAU
OG0000632	LOC108089979|XP_017043969.1|DFIC	LOC117150547|XP_033173370.1|DMAU
OG0000632	LOC108101255|XP_017060999.1|DFIC	LOC117135948|XP_033152429.1|DMAU
OG0000633	LOC108100637|XP_017060128.1|DFIC	LOC117139136|XP_033157176.1|DMAU
OG0000633	LOC108100137|XP_017059378.1|DFIC	LOC117139105|XP_033157129.1|DMAU
OG0000635	LOC108094905|XP_017051239.1|DFIC	LOC117136680|XP_033153581.1|DMAU
OG0000635	LOC108094709|XP_017050935.1|DFIC	LOC117146747|XP_033169114.1|DMAU
OG0000636	LOC108089120|XP_017042724.1|DFIC	LOC117141772|XP_033161297.1|DMAU
OG0000636	LOC108089125|XP_017042730.1|DFIC	LOC117143871|XP_033164643.1|DMAU
OG0000637	LOC108097390|XP_017055138.1|DFIC	LOC117148145|XP_033171265.1|DMAU
OG0000637	LOC108097147|XP_017054755.1|DFIC	LOC117148144|XP_033171264.1|DMAU
OG0000638	LOC108087276|XP_017040071.1|DFIC	LOC117142822|XP_033162932.1|DMAU
OG0000638	LOC108095318|XP_017051883.1|DFIC	LOC117148196|XP_033171360.1|DMAU
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC117140166|XP_033158830.1|DMAU
OG0000641	LOC108093455|XP_017049019.1|DFIC	LOC117150705|XP_033173608.1|DMAU
OG0000641	LOC108093524|XP_017049106.1|DFIC	LOC117143591|XP_033164230.1|DMAU
OG0000642	LOC108086615|XP_017039080.1|DFIC	LOC117137981|XP_033155647.1|DMAU
OG0000642	LOC108090007|XP_017043996.1|DFIC	LOC117150810|XP_033173760.1|DMAU
OG0000643	LOC108088354|XP_017041590.1|DFIC	LOC117142534|XP_033162472.1|DMAU, LOC117144635|XP_033165821.1|DMAU
OG0000643	LOC108088357|XP_017041592.1|DFIC	LOC117145690|XP_033167322.1|DMAU
OG0000644	LOC108100603|XP_017060078.1|DFIC	LOC117141328|XP_033160618.1|DMAU
OG0000644	LOC108100184|XP_017059442.1|DFIC	LOC117141325|XP_033160615.1|DMAU
OG0000644	LOC108100176|XP_017059433.1|DFIC	LOC117141326|XP_033160616.1|DMAU
OG0000645	LOC108094823|XP_017051128.1|DFIC	LOC117137111|XP_033154293.1|DMAU
OG0000646	LOC108092115|XP_017047104.1|DFIC	LOC117142560|XP_033162501.1|DMAU
OG0000646	LOC108097589|XP_017055475.1|DFIC	LOC117142564|XP_033162507.1|DMAU
OG0000647	LOC108091815|XP_017046674.1|DFIC	LOC117144711|XP_033165942.1|DMAU
OG0000647	LOC108092934|XP_017048289.1|DFIC	LOC117148758|XP_033172244.1|DMAU
OG0000648	LOC108098144|XP_017056359.1|DFIC	LOC117147780|XP_033170708.1|DMAU
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC117148002|XP_033171050.1|DMAU
OG0000649	LOC108088664|XP_017042081.1|DFIC	LOC117148020|XP_033171077.1|DMAU
OG0000649	LOC108088675|XP_017042098.1|DFIC	LOC117147910|XP_033170910.1|DMAU
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC117142347|XP_033162157.1|DMAU
OG0000650	LOC108098411|XP_017056795.1|DFIC	LOC117146278|XP_033168164.1|DMAU
OG0000651	LOC108099820|XP_017058938.1|DFIC	LOC117140706|XP_033159663.1|DMAU
OG0000651	LOC108100594|XP_017060064.1|DFIC	LOC117138975|XP_033156928.1|DMAU
OG0000652	LOC108101591|XP_017061492.1|DFIC	LOC117137821|XP_033155396.1|DMAU
OG0000652	LOC108095388|XP_017051956.1|DFIC	LOC117147582|XP_033170417.1|DMAU
OG0000653	LOC108088002|XP_017041102.1|DFIC	LOC117145168|XP_033166607.1|DMAU
OG0000653	LOC108090201|XP_017044278.1|DFIC	LOC117143725|XP_033164420.1|DMAU
OG0000654	LOC108100260|XP_017059526.1|DFIC	LOC117139267|XP_033157378.1|DMAU
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC117139145|XP_033157188.1|DMAU
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC117137767|XP_033155278.1|DMAU
OG0000656	LOC108088038|XP_017041161.1|DFIC	LOC117143330|XP_033163878.1|DMAU
OG0000656	LOC108088039|XP_017041163.1|DFIC	LOC117143331|XP_033163879.1|DMAU
OG0000657	LOC108098995|XP_017057716.1|DFIC	LOC117139037|XP_033157029.1|DMAU
OG0000657	LOC108092559|XP_017047688.1|DFIC	LOC117135291|XP_033151352.1|DMAU
OG0000658	LOC108098004|XP_017056130.1|DFIC	LOC117147558|XP_033170391.1|DMAU
OG0000658	LOC108098918|XP_017057611.1|DFIC	LOC117143468|XP_033164072.1|DMAU
OG0000659	LOC108092458|XP_017047536.1|DFIC	LOC117136390|XP_033153177.1|DMAU
OG0000659	LOC108089211|XP_017042850.1|DFIC	LOC117150669|XP_033173559.1|DMAU
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC117135316|XP_033151404.1|DMAU
OG0000661	LOC108089459|XP_017043192.1|DFIC	LOC117141077|XP_033160266.1|DMAU
OG0000661	LOC108089902|XP_017043868.1|DFIC	LOC117150280|XP_033172987.1|DMAU
OG0000662	LOC108099830|XP_017058954.1|DFIC	LOC117140756|XP_033159729.1|DMAU
OG0000662	LOC108101046|XP_017060713.1|DFIC	LOC117142832|XP_033162954.1|DMAU
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC117137679|XP_033155139.1|DMAU
OG0000664	LOC108098649|XP_017057213.1|DFIC	LOC117145519|XP_033167102.1|DMAU
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC117148846|XP_033172396.1|DMAU
OG0000665	LOC108095673|XP_017052330.1|DFIC	LOC117145905|XP_033167646.1|DMAU
OG0000665	LOC108095908|XP_017052725.1|DFIC	LOC117145904|XP_033167645.1|DMAU
OG0000666	LOC108094884|XP_017051208.1|DFIC	LOC117135416|XP_033151459.1|DMAU
OG0000666	LOC108091191|XP_017045760.1|DFIC	LOC117146672|XP_033168911.1|DMAU
OG0000667	LOC108097309|XP_017055015.1|DFIC	LOC117147302|XP_033170039.1|DMAU
OG0000667	LOC108092042|XP_017046972.1|DFIC	LOC117144758|XP_033166008.1|DMAU
OG0000668	LOC108094405|XP_017050460.1|DFIC	LOC117141768|XP_033161290.1|DMAU
OG0000668	LOC108091965|XP_017046862.1|DFIC	LOC117144795|XP_033166062.1|DMAU
OG0000669	LOC108101675|XP_017061588.1|DFIC	LOC117146391|XP_033168456.1|DMAU
OG0000669	LOC108101672|XP_017061586.1|DFIC	LOC117146390|XP_033168455.1|DMAU
OG0000670	LOC108091360|XP_017046002.1|DFIC	LOC117147465|XP_033170247.1|DMAU
OG0000671	LOC108096979|XP_017054445.1|DFIC	LOC117145325|XP_033166815.1|DMAU
OG0000671	LOC108102301|XP_017062552.1|DFIC	LOC117145493|XP_033167062.1|DMAU
OG0000672	LOC108097618|XP_017055519.1|DFIC	LOC117147253|XP_033169963.1|DMAU
OG0000672	LOC108097790|XP_017055810.1|DFIC	LOC117148037|XP_033171104.1|DMAU
OG0000673	LOC108095530|XP_017052146.1|DFIC	LOC117146774|XP_033169186.1|DMAU
OG0000673	LOC108096180|XP_017053052.1|DFIC	LOC117140163|XP_033158827.1|DMAU
OG0000675	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC	LOC117150538|XP_033173355.1|DMAU
OG0000677	LOC108091239|XP_017045838.1|DFIC	LOC117147387|XP_033170148.1|DMAU
OG0000678	LOC108097620|XP_017055525.1|DFIC	LOC117143293|XP_033163779.1|DMAU
OG0000678	LOC108091445|XP_017046130.1|DFIC	LOC117150200|XP_033172881.1|DMAU
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC117148273|XP_033171478.1|DMAU
OG0000680	LOC108094609|XP_017050766.1|DFIC	LOC117147584|XP_033170421.1|DMAU
OG0000680	LOC108094482|XP_017050562.1|DFIC	LOC117147769|XP_033170695.1|DMAU
OG0000681	LOC108092126|XP_017047119.1|DFIC	LOC117143399|XP_033163979.1|DMAU
OG0000681	LOC108095604|XP_017052258.1|DFIC	LOC117148860|XP_033172420.1|DMAU
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC117142812|XP_033162917.1|DMAU
OG0000684	LOC108088086|XP_017041230.1|DFIC	LOC117145668|XP_033167293.1|DMAU
OG0000684	LOC108091674|XP_017046483.1|DFIC	LOC117145826|XP_033167519.1|DMAU
OG0000685	LOC108095510|XP_017052109.1|DFIC	LOC117148792|XP_033172295.1|DMAU
OG0000685	LOC108098550|XP_017057037.1|DFIC	LOC117142601|XP_033162571.1|DMAU
OG0000686	LOC108094327|XP_017050366.1|DFIC	LOC117137317|XP_033154592.1|DMAU
OG0000686	LOC108087601|XP_017040529.1|DFIC	LOC117148855|XP_033172405.1|DMAU
OG0000687	LOC108094928|XP_017051275.1|DFIC	LOC117137548|XP_033154937.1|DMAU
OG0000687	LOC108099703|XP_017058817.1|DFIC	LOC117141999|XP_033161738.1|DMAU
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC117138670|XP_033156809.1|DMAU
OG0000689	LOC108094057|XP_017049984.1|DFIC	LOC117137435|XP_033154757.1|DMAU
OG0000689	LOC108094056|XP_017049983.1|DFIC	LOC117137434|XP_033154756.1|DMAU
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC117147258|XP_033169969.1|DMAU
OG0000691	LOC108098728|XP_017057338.1|DFIC	LOC117135329|XP_033151420.1|DMAU
OG0000691	LOC108088331|XP_017041562.1|DFIC	LOC117139778|XP_033158280.1|DMAU
OG0000692	LOC108089305|XP_017042970.1|DFIC	LOC117141221|XP_033160471.1|DMAU
OG0000692	LOC108089306|XP_017042972.1|DFIC	LOC117141222|XP_033160472.1|DMAU
OG0000693	LOC108098108|XP_017056312.1|DFIC	LOC117147861|XP_033170829.1|DMAU
OG0000693	LOC108101082|XP_017060770.1|DFIC	LOC117143601|XP_033164244.1|DMAU
OG0000694	LOC108091238|XP_017045833.1|DFIC	LOC117147667|XP_033170532.1|DMAU
OG0000694	LOC108100473|XP_017059892.1|DFIC	LOC117140570|XP_033159460.1|DMAU
OG0000695	LOC108093419|XP_017048953.1|DFIC	LOC117138088|XP_033155832.1|DMAU
OG0000695	LOC108101656|XP_017061564.1|DFIC	LOC117141657|XP_033161138.1|DMAU
OG0000696	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC	LOC117150595|XP_033173442.1|DMAU
OG0000697	LOC108097955|XP_017056053.1|DFIC	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU
OG0000697	LOC108093408|XP_017048934.1|DFIC	LOC117135164|XP_033151116.1|DMAU
OG0000698	LOC108091427|XP_017046106.1|DFIC	LOC117150465|XP_033173251.1|DMAU
OG0000698	LOC108091577|XP_017046343.1|DFIC	LOC117150344|XP_033173082.1|DMAU
OG0000699	LOC108093463|XP_017049034.1|DFIC	LOC117141378|XP_033160690.1|DMAU
OG0000699	LOC108095671|XP_017052326.1|DFIC	LOC117143668|XP_033164340.1|DMAU
OG0000700	LOC108091511|XP_017046249.1|DFIC	LOC117150347|XP_033173089.1|DMAU
OG0000700	LOC108092507|XP_017047614.1|DFIC	LOC117150288|XP_033172998.1|DMAU
OG0000701	LOC108094773|XP_017051035.1|DFIC	LOC117136478|XP_033153306.1|DMAU
OG0000701	LOC108097666|XP_017055604.1|DFIC	LOC117147326|XP_033170067.1|DMAU
OG0000702	LOC108095766|XP_017052490.1|DFIC	LOC117145139|XP_033166570.1|DMAU
OG0000702	LOC108095768|XP_017052501.1|DFIC	LOC117145138|XP_033166550.1|DMAU
OG0000703	LOC108092707|XP_017047914.1|DFIC	LOC117150353|XP_033173100.1|DMAU
OG0000703	LOC108087625|XP_017040569.1|DFIC	LOC117137321|XP_033154597.1|DMAU
OG0000704	LOC108097006|XP_017054494.1|DFIC	LOC117148286|XP_033171490.1|DMAU
OG0000704	LOC108086868|XP_017039419.1|DFIC	LOC117144597|XP_033165777.1|DMAU
OG0000705	LOC108100313|XP_017059606.1|DFIC	LOC117139463|XP_033157666.1|DMAU
OG0000705	LOC108100312|XP_017059603.1|DFIC	LOC117139461|XP_033157664.1|DMAU
OG0000706	LOC108095089|XP_017051514.1|DFIC	LOC117150737|XP_033173663.1|DMAU
OG0000706	LOC108097178|XP_017054806.1|DFIC	LOC117148625|XP_033172008.1|DMAU
OG0000707	LOC108096541|XP_017053716.1|DFIC	LOC117136581|XP_033153445.1|DMAU
OG0000707	LOC108102141|XP_017062299.1|DFIC	LOC117146347|XP_033168378.1|DMAU
OG0000708	LOC108101768|XP_017061722.1|DFIC	LOC117146575|XP_033168773.1|DMAU
OG0000708	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC	LOC117146996|XP_033169564.1|DMAU
OG0000709	LOC108086871|XP_017039422.1|DFIC	LOC117145554|XP_033167146.1|DMAU
OG0000709	LOC108097993|XP_017056116.1|DFIC	LOC117147035|XP_033169620.1|DMAU
OG0000710	LOC108096125|XP_017052991.1|DFIC	LOC117144280|XP_033165273.1|DMAU
OG0000710	LOC108094025|XP_017049944.1|DFIC	LOC117135890|XP_033152328.1|DMAU
OG0000711	LOC108089765|XP_017043645.1|DFIC	LOC117141615|XP_033161026.1|DMAU
OG0000711	LOC108091095|XP_017045600.1|DFIC	LOC117147180|XP_033169869.1|DMAU
OG0000712	LOC108101015|XP_017060668.1|DFIC	LOC117142727|XP_033162786.1|DMAU
OG0000712	LOC108101076|XP_017060763.1|DFIC	LOC117143955|XP_033164781.1|DMAU
OG0000713	LOC108091749|XP_017046583.1|DFIC	LOC117143545|XP_033164175.1|DMAU
OG0000713	LOC108087645|XP_017040598.1|DFIC	LOC117138191|XP_033155988.1|DMAU
OG0000714	LOC108097963|XP_017056067.1|DFIC	LOC117148743|XP_033172210.1|DMAU
OG0000714	LOC108096265|XP_017053214.1|DFIC	LOC117139004|XP_033156988.1|DMAU
