Orthogroup	DFIC.longest_only	DSER.longest_only
OG0000234	LOC108101598|XP_017061499.1|DFIC	LOC110189208|XP_020814839.1|DSER
OG0000234	LOC108101462|XP_017061294.1|DFIC	LOC110189211|XP_020814841.1|DSER
OG0000234	LOC108101463|XP_017061297.1|DFIC	LOC110189212|XP_020814842.1|DSER
OG0000235	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC	LOC110186468|XP_020811314.1|DSER
OG0000235	LOC108100780|XP_017060309.1|DFIC	LOC110186467|XP_020811313.1|DSER
OG0000235	LOC108100750|XP_017060271.1|DFIC	LOC110186466|XP_020811312.1|DSER
OG0000236	LOC108091564|XP_017046326.1|DFIC	LOC110189409|XP_020815124.1|DSER
OG0000236	LOC108093444|XP_017048999.1|DFIC	LOC110182715|XP_020806473.1|DSER
OG0000236	LOC108091166|XP_017045694.1|DFIC	LOC110181552|XP_020804994.1|DSER
OG0000237	LOC108094291|XP_017050278.1|DFIC	LOC110189478|XP_020815219.1|DSER
OG0000238	LOC108089929|XP_017043904.1|DFIC	LOC110187275|XP_020812322.1|DSER
OG0000238	LOC108089928|XP_017043902.1|DFIC	LOC110187265|XP_020812312.1|DSER
OG0000238	LOC108089930|XP_017043906.1|DFIC	LOC110187272|XP_020812319.1|DSER
OG0000239	LOC108092117|XP_017047106.1|DFIC	LOC110187689|XP_020812782.1|DSER
OG0000239	LOC108089095|XP_017042699.1|DFIC	LOC110177132|XP_020799361.1|DSER
OG0000240	LOC108088058|XP_017041186.1|DFIC	LOC110176605|XP_020798688.1|DSER
OG0000240	LOC108088082|XP_017041223.1|DFIC	LOC110176601|XP_020798678.1|DSER
OG0000240	LOC108091800|XP_017046657.1|DFIC	LOC110191905|XP_020818549.1|DSER
OG0000241	LOC108096259|XP_017053202.1|DFIC	LOC110176258|XP_020798228.1|DSER
OG0000243	LOC108091772|XP_017046608.1|DFIC	LOC110191906|XP_020818550.1|DSER
OG0000243	LOC108089291|XP_017042957.1|DFIC, LOC108089292|XP_017042958.1|DFIC	LOC110190759|XP_020817048.1|DSER
OG0000243	LOC108089289|XP_017042956.1|DFIC	LOC110190730|XP_020817010.1|DSER
OG0000244	LOC108092204|XP_017047221.1|DFIC, LOC108092194|XP_017047210.1|DFIC	LOC110186524|XP_020811381.1|DSER, LOC110186486|XP_020811332.1|DSER
OG0000244	LOC108092137|XP_017047135.1|DFIC, LOC108092139|XP_017047136.1|DFIC	LOC110186796|XP_020811735.1|DSER
OG0000246	LOC108093709|XP_017049396.1|DFIC	LOC110182190|XP_020805863.1|DSER
OG0000247	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER
OG0000247	LOC108089600|XP_017043446.1|DFIC	LOC110186767|XP_020811691.1|DSER
OG0000248	LOC108099881|XP_017059023.1|DFIC	LOC110185181|XP_020809557.1|DSER
OG0000249	LOC108092721|XP_017047939.1|DFIC	LOC110176902|XP_020799049.1|DSER
OG0000249	LOC108092719|XP_017047938.1|DFIC	LOC110176901|XP_020799047.1|DSER
OG0000249	LOC108092717|XP_017047934.1|DFIC	LOC110176839|XP_020798954.1|DSER
OG0000250	LOC108101380|XP_017061186.1|DFIC	LOC110183944|XP_020807964.1|DSER
OG0000250	LOC108101379|XP_017061185.1|DFIC	LOC110183942|XP_020807962.1|DSER
OG0000251	LOC108097414|XP_017055167.1|DFIC	LOC110180147|XP_020803454.1|DSER
OG0000251	LOC108101805|XP_017061771.1|DFIC	LOC110178158|XP_020800854.1|DSER
OG0000251	LOC108096082|XP_017052939.1|DFIC	LOC110190429|XP_020816569.1|DSER
OG0000252	LOC108090666|XP_017044936.1|DFIC	LOC110177676|XP_020800158.1|DSER
OG0000252	LOC108090669|XP_017044940.1|DFIC	LOC110177675|XP_020800157.1|DSER
OG0000252	LOC108090662|XP_017044933.1|DFIC	LOC110177677|XP_020800159.1|DSER
OG0000253	LOC108086302|XP_017038682.1|DFIC, LOC108086301|XP_017038681.1|DFIC	LOC110191627|XP_020818175.1|DSER
OG0000253	LOC108086295|XP_017038676.1|DFIC, LOC108086314|XP_017038704.1|DFIC	LOC110191643|XP_020818196.1|DSER, LOC110191621|XP_020818168.1|DSER, LOC110191616|XP_020818165.1|DSER, LOC110191629|XP_020818178.1|DSER
OG0000254	LOC108092771|XP_017047995.1|DFIC, LOC108092772|XP_017047996.1|DFIC, LOC108099240|XP_017058100.1|DFIC	LOC110187975|XP_020813155.1|DSER
OG0000254	LOC108099237|XP_017058099.1|DFIC	LOC110187973|XP_020813152.1|DSER
OG0000255	LOC108086673|XP_017039151.1|DFIC, LOC108086672|XP_017039147.1|DFIC, LOC108086678|XP_017039160.1|DFIC	LOC110179204|XP_020802281.1|DSER, LOC110189621|XP_020815420.1|DSER
OG0000255	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC	LOC110189620|XP_020815418.1|DSER
OG0000256	LOC108087835|XP_017040898.1|DFIC	LOC110184065|XP_020808103.1|DSER
OG0000256	LOC108087853|XP_017040923.1|DFIC	LOC110184032|XP_020808063.1|DSER
OG0000257	LOC108101447|XP_017061273.1|DFIC, LOC108090975|XP_017045419.1|DFIC	LOC110185491|XP_020810045.1|DSER
OG0000258	LOC108094265|XP_017050226.1|DFIC	LOC110189661|XP_020815465.1|DSER
OG0000258	LOC108094264|XP_017050225.1|DFIC	LOC110189659|XP_020815463.1|DSER
OG0000258	LOC108094267|XP_017050227.1|DFIC	LOC110189660|XP_020815464.1|DSER
OG0000259	LOC108086293|XP_017038674.1|DFIC	LOC110184328|XP_020808486.1|DSER
OG0000259	LOC108098753|XP_017057378.1|DFIC	LOC110181432|XP_020804834.1|DSER
OG0000260	LOC108090367|XP_017044486.1|DFIC	LOC110177891|XP_020800521.1|DSER
OG0000260	LOC108092216|XP_017047239.1|DFIC	LOC110186163|XP_020810873.1|DSER
OG0000260	LOC108090373|XP_017044492.1|DFIC	LOC110177937|XP_020800581.1|DSER
OG0000261	LOC108089819|XP_017043710.1|DFIC, LOC108089814|XP_017043704.1|DFIC	LOC110187400|XP_020812449.1|DSER
OG0000261	LOC108089812|XP_017043700.1|DFIC	LOC110187398|XP_020812448.1|DSER
OG0000262	LOC108093242|XP_017048706.1|DFIC	LOC110184685|XP_020808957.1|DSER
OG0000262	LOC108093206|XP_017048658.1|DFIC	LOC110184684|XP_020808956.1|DSER
OG0000262	LOC108096740|XP_017054076.1|DFIC	LOC110189285|XP_020814969.1|DSER
OG0000263	LOC108086757|XP_017039285.1|DFIC	LOC110178332|XP_020801100.1|DSER
OG0000263	LOC108093031|XP_017048424.1|DFIC	LOC110184756|XP_020809044.1|DSER
OG0000264	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC	LOC110181531|XP_020804970.1|DSER
OG0000264	LOC108086862|XP_017039407.1|DFIC	LOC110186245|XP_020810973.1|DSER
OG0000265	LOC108098991|XP_017057709.1|DFIC, LOC108089683|XP_017043520.1|DFIC, LOC108089682|XP_017043519.1|DFIC	LOC110184498|XP_020808718.1|DSER
OG0000266	LOC108090512|XP_017044721.1|DFIC	LOC110191553|XP_020818088.1|DSER
OG0000266	LOC108100945|XP_017060580.1|DFIC	LOC110183864|XP_020807876.1|DSER
OG0000266	LOC108090513|XP_017044722.1|DFIC	LOC110191552|XP_020818087.1|DSER
OG0000266	LOC108090511|XP_017044720.1|DFIC	LOC110191551|XP_020818086.1|DSER
OG0000267	LOC108099604|XP_017058712.1|DFIC	LOC110186401|XP_020811224.1|DSER
OG0000267	LOC108099654|XP_017058776.1|DFIC	LOC110186508|XP_020811362.1|DSER
OG0000268	LOC108091725|XP_017046556.1|DFIC	LOC110190729|XP_020817012.1|DSER
OG0000268	LOC108091724|XP_017046555.1|DFIC	LOC110190453|XP_020816616.1|DSER
OG0000269	LOC108091693|XP_017046515.1|DFIC	LOC110191250|XP_020817689.1|DSER
OG0000269	LOC108092103|XP_017047086.1|DFIC	LOC110186153|XP_020810862.1|DSER
OG0000270	LOC108087652|XP_017040619.1|DFIC	LOC110177025|XP_020799200.1|DSER
OG0000271	LOC108093405|XP_017048925.1|DFIC	LOC110185632|XP_020810247.1|DSER
OG0000271	LOC108093859|XP_017049688.1|DFIC	LOC110190984|XP_020817355.1|DSER
OG0000272	LOC108086977|XP_017039581.1|DFIC	LOC110176724|XP_020798825.1|DSER
OG0000272	LOC108098403|XP_017056773.1|DFIC	LOC110185477|XP_020810007.1|DSER
OG0000273	LOC108097205|XP_017054843.1|DFIC	LOC110191849|XP_020818484.1|DSER
OG0000273	LOC108089137|XP_017042743.1|DFIC	LOC110183291|XP_020807182.1|DSER
OG0000273	LOC108098492|XP_017056896.1|DFIC	LOC110191065|XP_020817453.1|DSER
OG0000274	LOC108086707|XP_017039201.1|DFIC	LOC110190539|XP_020816789.1|DSER, LOC110190617|XP_020816908.1|DSER, LOC110187177|XP_020812237.1|DSER
OG0000274	LOC108094948|XP_017051299.1|DFIC	LOC110179189|XP_020802265.1|DSER
OG0000276	LOC108090917|XP_017045330.1|DFIC	LOC110176939|XP_020799100.1|DSER
OG0000277	LOC108099235|XP_017058097.1|DFIC	LOC110191383|XP_020817898.1|DSER
OG0000277	LOC108099285|XP_017058166.1|DFIC	LOC110191271|XP_020817725.1|DSER
OG0000278	LOC108095312|XP_017051870.1|DFIC	LOC110179023|XP_020802027.1|DSER
OG0000279	LOC108089065|XP_017042663.1|DFIC	LOC110190337|XP_020816394.1|DSER
OG0000279	LOC108089052|XP_017042649.1|DFIC	LOC110190205|XP_020816218.1|DSER
OG0000280	LOC108088848|XP_017042311.1|DFIC	LOC110190395|XP_020816507.1|DSER
OG0000280	LOC108088849|XP_017042312.1|DFIC	LOC110190396|XP_020816508.1|DSER
OG0000280	LOC108088847|XP_017042310.1|DFIC	LOC110190394|XP_020816506.1|DSER
OG0000281	LOC108093184|XP_017048629.1|DFIC	LOC110178737|XP_020801622.1|DSER
OG0000281	LOC108094276|XP_017050243.1|DFIC	LOC110179112|XP_020802161.1|DSER
OG0000281	LOC108094682|XP_017050895.1|DFIC	LOC110181851|XP_020805420.1|DSER
OG0000282	LOC108100651|XP_017060148.1|DFIC	LOC110178644|XP_020801495.1|DSER
OG0000282	LOC108096999|XP_017054476.1|DFIC	LOC110182582|XP_020806287.1|DSER
OG0000282	LOC108100652|XP_017060149.1|DFIC	LOC110178639|XP_020801489.1|DSER
OG0000283	LOC108093672|XP_017049340.1|DFIC	LOC110178344|XP_020801122.1|DSER
OG0000283	LOC108086545|XP_017038972.1|DFIC	LOC110186757|XP_020811678.1|DSER
OG0000284	LOC108101364|XP_017061164.1|DFIC	LOC110185830|XP_020810495.1|DSER
OG0000284	LOC108098165|XP_017056386.1|DFIC	LOC110185802|XP_020810466.1|DSER
OG0000285	LOC108095222|XP_017051727.1|DFIC	LOC110184059|XP_020808095.1|DSER
OG0000285	LOC108095223|XP_017051728.1|DFIC, LOC108095246|XP_017051762.1|DFIC	LOC110184036|XP_020808069.1|DSER
OG0000286	LOC108098298|XP_017056597.1|DFIC, LOC108096839|XP_017054280.1|DFIC	LOC110186123|XP_020810831.1|DSER
OG0000286	LOC108098303|XP_017056602.1|DFIC	LOC110186126|XP_020810835.1|DSER
OG0000287	LOC108098029|XP_017056172.1|DFIC	LOC110181615|XP_020805078.1|DSER
OG0000287	LOC108098031|XP_017056174.1|DFIC	LOC110181616|XP_020805079.1|DSER
OG0000287	LOC108098032|XP_017056175.1|DFIC	LOC110181553|XP_020804995.1|DSER
OG0000288	LOC108092662|XP_017047812.1|DFIC, LOC108094503|XP_017050631.1|DFIC	LOC110185032|XP_020809343.1|DSER
OG0000288	LOC108092600|XP_017047729.1|DFIC, LOC108092601|XP_017047730.1|DFIC, LOC108092599|XP_017047728.1|DFIC	LOC110185029|XP_020809340.1|DSER
OG0000289	LOC108096150|XP_017053021.1|DFIC	LOC110190086|XP_020816051.1|DSER
OG0000289	LOC108096190|XP_017053061.1|DFIC	LOC110185271|XP_020809676.1|DSER
OG0000289	LOC108096185|XP_017053057.1|DFIC	LOC110190087|XP_020816052.1|DSER
OG0000290	LOC108096482|XP_017053582.1|DFIC	LOC110191686|XP_020818261.1|DSER
OG0000290	LOC108096657|XP_017053915.1|DFIC, LOC108096491|XP_017053590.1|DFIC, LOC108096490|XP_017053588.1|DFIC, LOC108096489|XP_017053587.1|DFIC, LOC108096485|XP_017053585.1|DFIC, LOC108096486|XP_017053586.1|DFIC	LOC110191649|XP_020818205.1|DSER
OG0000290	LOC108096484|XP_017053584.1|DFIC, LOC108096483|XP_017053583.1|DFIC	LOC110191685|XP_020818260.1|DSER
OG0000291	LOC108100293|XP_017059579.1|DFIC	LOC110181253|XP_020804618.1|DSER
OG0000291	LOC108099829|XP_017058950.1|DFIC	LOC110190063|XP_020816028.1|DSER
OG0000291	LOC108100699|XP_017060212.1|DFIC, LOC108100177|XP_017059434.1|DFIC	LOC110179026|XP_020802032.1|DSER
OG0000292	LOC108094064|XP_017049994.1|DFIC	LOC110176409|XP_020798411.1|DSER
OG0000292	LOC108089534|XP_017043358.1|DFIC	LOC110177531|XP_020799951.1|DSER
OG0000293	LOC108087093|XP_017039763.1|DFIC	LOC110184823|XP_020809130.1|DSER
OG0000293	LOC108100067|XP_017059291.1|DFIC	LOC110183456|XP_020807396.1|DSER
OG0000293	LOC108087107|XP_017039778.1|DFIC	LOC110185528|XP_020810089.1|DSER
OG0000294	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC	LOC110186075|XP_020810770.1|DSER
OG0000294	LOC108097478|XP_017055266.1|DFIC	LOC110182064|XP_020805685.1|DSER
OG0000296	LOC108094356|XP_017050386.1|DFIC	LOC110185083|XP_020809423.1|DSER
OG0000296	LOC108099159|XP_017057993.1|DFIC	LOC110178762|XP_020801659.1|DSER
OG0000296	LOC108097194|XP_017054829.1|DFIC	LOC110182554|XP_020806263.1|DSER, LOC110191882|XP_020818528.1|DSER
OG0000297	LOC108090256|XP_017044341.1|DFIC	LOC110180657|XP_020804011.1|DSER
OG0000297	LOC108090301|XP_017044400.1|DFIC	LOC110180198|XP_020803514.1|DSER
OG0000298	LOC108092937|XP_017048293.1|DFIC	LOC110184418|XP_020808612.1|DSER, LOC110178107|XP_020800781.1|DSER
OG0000298	LOC108101650|XP_017061554.1|DFIC	LOC110184437|XP_020808635.1|DSER
OG0000298	LOC108095509|XP_017052108.1|DFIC	LOC110185185|XP_020809561.1|DSER
OG0000299	LOC108087246|XP_017040032.1|DFIC	LOC110183991|XP_020808010.1|DSER
OG0000299	LOC108087067|XP_017039730.1|DFIC	LOC110185254|XP_020809654.1|DSER
OG0000300	LOC108099807|XP_017058920.1|DFIC	LOC110178879|XP_020801812.1|DSER
OG0000300	LOC108099809|XP_017058923.1|DFIC	LOC110178878|XP_020801811.1|DSER
OG0000300	LOC108099716|XP_017058827.1|DFIC	LOC110178967|XP_020801931.1|DSER
OG0000301	LOC108095034|XP_017051405.1|DFIC	LOC110185425|XP_020809898.1|DSER
OG0000301	LOC108100804|XP_017060357.1|DFIC	LOC110177021|XP_020799194.1|DSER
OG0000302	LOC108093178|XP_017048623.1|DFIC	LOC110189890|XP_020815799.1|DSER
OG0000302	LOC108093179|XP_017048624.1|DFIC	LOC110189891|XP_020815803.1|DSER
OG0000303	LOC108100174|XP_017059430.1|DFIC	LOC110179035|XP_020802048.1|DSER
OG0000303	LOC108088734|XP_017042173.1|DFIC	LOC110181812|XP_020805357.1|DSER
OG0000303	LOC108100896|XP_017060494.1|DFIC	LOC110176908|XP_020799056.1|DSER
OG0000304	LOC108100772|XP_017060300.1|DFIC	LOC110186994|XP_020812009.1|DSER
OG0000304	LOC108100773|XP_017060301.1|DFIC	LOC110186501|XP_020811354.1|DSER
OG0000305	LOC108096194|XP_017053067.1|DFIC	LOC110176298|XP_020798277.1|DSER
OG0000305	LOC108096217|XP_017053092.1|DFIC	LOC110176264|XP_020798237.1|DSER
OG0000306	LOC108096966|XP_017054432.1|DFIC	LOC110185487|XP_020810019.1|DSER, LOC110179742|XP_020803016.1|DSER
OG0000306	LOC108096947|XP_017054401.1|DFIC	LOC110177947|XP_020800590.1|DSER
OG0000306	LOC108091211|XP_017045796.1|DFIC	LOC110181522|XP_020804956.1|DSER
OG0000307	LOC108087153|XP_017039857.1|DFIC	LOC110191435|XP_020817957.1|DSER
OG0000307	LOC108088426|XP_017041678.1|DFIC	LOC110177424|XP_020799801.1|DSER
OG0000308	LOC108088050|XP_017041176.1|DFIC	LOC110186804|XP_020811745.1|DSER
OG0000308	LOC108100973|XP_017060616.1|DFIC	LOC110178071|XP_020800735.1|DSER, LOC110183860|XP_020807873.1|DSER
OG0000309	LOC108098977|XP_017057682.1|DFIC	LOC110190628|XP_020816885.1|DSER
OG0000309	LOC108098843|XP_017057493.1|DFIC	LOC110189989|XP_020815944.1|DSER, LOC110189980|XP_020815931.1|DSER
OG0000310	LOC108097708|XP_017055685.1|DFIC, LOC108100229|XP_017059496.1|DFIC	LOC110183227|XP_020807102.1|DSER, LOC110186029|XP_020810723.1|DSER, LOC110186003|XP_020810691.1|DSER
OG0000311	LOC108095795|XP_017052545.1|DFIC	LOC110177428|XP_020799810.1|DSER
OG0000311	LOC108093310|XP_017048782.1|DFIC	LOC110177207|XP_020799485.1|DSER
OG0000311	LOC108094415|XP_017050475.1|DFIC	LOC110176044|XP_020797914.1|DSER
OG0000312	LOC108097843|XP_017055862.1|DFIC	LOC110183747|XP_020807761.1|DSER
OG0000312	LOC108092536|XP_017047650.1|DFIC	LOC110178155|XP_020800844.1|DSER
OG0000313	LOC108100956|XP_017060594.1|DFIC	LOC110183874|XP_020807886.1|DSER
OG0000313	LOC108098367|XP_017056706.1|DFIC	LOC110185592|XP_020810186.1|DSER
OG0000314	LOC108092558|XP_017047684.1|DFIC	LOC110183767|XP_020807782.1|DSER
OG0000314	LOC108092516|XP_017047627.1|DFIC	LOC110183766|XP_020807781.1|DSER
OG0000315	LOC108091568|XP_017046331.1|DFIC	LOC110187514|XP_020812568.1|DSER, LOC110179900|XP_020803156.1|DSER
OG0000316	LOC108095120|XP_017051549.1|DFIC	LOC110184082|XP_020808126.1|DSER
OG0000316	LOC108095127|XP_017051556.1|DFIC	LOC110184091|XP_020808134.1|DSER
OG0000317	LOC108091601|XP_017046368.1|DFIC	LOC110185756|XP_020810418.1|DSER
OG0000319	LOC108092189|XP_017047205.1|DFIC, LOC108087089|XP_017039760.1|DFIC, LOC108092158|XP_017047167.1|DFIC	LOC110188326|XP_020813696.1|DSER, LOC110190766|XP_020817059.1|DSER
OG0000320	LOC108098869|XP_017057544.1|DFIC	LOC110186494|XP_020811348.1|DSER
OG0000320	LOC108091423|XP_017046103.1|DFIC	LOC110177031|XP_020799207.1|DSER
OG0000320	LOC108091914|XP_017046787.1|DFIC	LOC110186461|XP_020811308.1|DSER
OG0000321	LOC108102113|XP_017062266.1|DFIC, LOC108094558|XP_017050657.1|DFIC	LOC110183964|XP_020807979.1|DSER, LOC110179932|XP_020803189.1|DSER
OG0000321	LOC108102112|XP_017062265.1|DFIC	LOC110183965|XP_020807980.1|DSER, LOC110179933|XP_020803190.1|DSER
OG0000322	LOC108096250|XP_017053191.1|DFIC	LOC110191768|XP_020818369.1|DSER, LOC110183231|XP_020807105.1|DSER, LOC110177768|XP_020800293.1|DSER
OG0000322	LOC108097229|XP_017054879.1|DFIC	LOC110178861|XP_020801794.1|DSER
OG0000322	LOC108092891|XP_017048226.1|DFIC	LOC110182584|XP_020806289.1|DSER
OG0000323	LOC108092683|XP_017047860.1|DFIC	LOC110185569|XP_020810153.1|DSER
OG0000323	LOC108091862|XP_017046730.1|DFIC	LOC110190961|XP_020817310.1|DSER
OG0000323	LOC108092082|XP_017047050.1|DFIC	LOC110190960|XP_020817309.1|DSER
OG0000324	LOC108094874|XP_017051193.1|DFIC	LOC110184629|XP_020808923.1|DSER
OG0000325	LOC108088335|XP_017041566.1|DFIC	LOC110185248|XP_020809643.1|DSER
OG0000325	LOC108088267|XP_017041474.1|DFIC	LOC110185249|XP_020809644.1|DSER
OG0000327	LOC108094042|XP_017049965.1|DFIC	LOC110191617|XP_020818166.1|DSER
OG0000327	LOC108094041|XP_017049963.1|DFIC	LOC110191544|XP_020818075.1|DSER
OG0000327	LOC108094066|XP_017049996.1|DFIC	LOC110189505|XP_020815272.1|DSER
OG0000328	LOC108101788|XP_017061753.1|DFIC	LOC110179044|XP_020802060.1|DSER
OG0000328	LOC108089686|XP_017043521.1|DFIC	LOC110184688|XP_020808959.1|DSER
OG0000328	LOC108089687|XP_017043522.1|DFIC	LOC110184689|XP_020808960.1|DSER
OG0000329	LOC108100971|XP_017060612.1|DFIC	LOC110183868|XP_020807880.1|DSER
OG0000329	LOC108088169|XP_017041331.1|DFIC	LOC110185907|XP_020810580.1|DSER, LOC110185804|XP_020810468.1|DSER
OG0000330	LOC108086519|XP_017038937.1|DFIC, LOC108086517|XP_017038935.1|DFIC, LOC108086518|XP_017038936.1|DFIC, LOC108086516|XP_017038934.1|DFIC, LOC108086520|XP_017038938.1|DFIC, LOC108086515|XP_017038932.1|DFIC	LOC110186344|XP_020811151.1|DSER, LOC110186311|XP_020811092.1|DSER, LOC110186310|XP_020811091.1|DSER
OG0000330	LOC108088364|XP_017041600.1|DFIC	LOC110186324|XP_020811122.1|DSER, LOC110188447|XP_020813834.1|DSER
OG0000330	LOC108101629|XP_017061531.1|DFIC	LOC110182036|XP_020805624.1|DSER
OG0000331	LOC108100900|XP_017060500.1|DFIC	LOC110182599|XP_020806314.1|DSER
OG0000331	LOC108100889|XP_017060487.1|DFIC	LOC110182610|XP_020806331.1|DSER
OG0000332	LOC108089153|XP_017042766.1|DFIC	LOC110187060|XP_020812104.1|DSER
OG0000332	LOC108088621|XP_017042018.1|DFIC	LOC110184161|XP_020808228.1|DSER
OG0000333	LOC108087426|XP_017040265.1|DFIC	LOC110190778|XP_020817073.1|DSER
OG0000333	LOC108089758|XP_017043636.1|DFIC	LOC110184708|XP_020808983.1|DSER
OG0000333	LOC108099112|XP_017057928.1|DFIC	LOC110185283|XP_020809689.1|DSER
OG0000334	LOC108094695|XP_017050915.1|DFIC	LOC110184488|XP_020808703.1|DSER, LOC110185826|XP_020810492.1|DSER
OG0000334	LOC108094008|XP_017049924.1|DFIC	LOC110178231|XP_020800942.1|DSER
OG0000335	LOC108094431|XP_017050491.1|DFIC, LOC108101881|XP_017061959.1|DFIC	LOC110186071|XP_020810765.1|DSER
OG0000335	LOC108094458|XP_017050526.1|DFIC	LOC110185809|XP_020810472.1|DSER
OG0000336	LOC108102013|XP_017062100.1|DFIC	LOC110186378|XP_020811190.1|DSER
OG0000336	LOC108095869|XP_017052662.1|DFIC	LOC110186366|XP_020811175.1|DSER
OG0000336	LOC108095868|XP_017052661.1|DFIC	LOC110186764|XP_020811685.1|DSER
OG0000337	LOC108088846|XP_017042309.1|DFIC	LOC110190393|XP_020816505.1|DSER
OG0000337	LOC108097307|XP_017055013.1|DFIC	LOC110182589|XP_020806300.1|DSER
OG0000337	LOC108099982|XP_017059168.1|DFIC	LOC110190143|XP_020816131.1|DSER
OG0000338	LOC108100584|XP_017060051.1|DFIC	LOC110177639|XP_020800110.1|DSER
OG0000338	LOC108096853|XP_017054260.1|DFIC	LOC110178259|XP_020800976.1|DSER
OG0000339	LOC108089357|XP_017043023.1|DFIC	LOC110190753|XP_020817035.1|DSER
OG0000339	LOC108089359|XP_017043026.1|DFIC	LOC110190609|XP_020816861.1|DSER
OG0000340	LOC108094037|XP_017049959.1|DFIC	LOC110182004|XP_020805598.1|DSER
OG0000341	LOC108096188|XP_017053059.1|DFIC	LOC110179999|XP_020803247.1|DSER, LOC110179989|XP_020803239.1|DSER
OG0000341	LOC108096144|XP_017053014.1|DFIC	LOC110179994|XP_020803243.1|DSER
OG0000342	LOC108102180|XP_017062374.1|DFIC	LOC110184256|XP_020808379.1|DSER
OG0000342	LOC108101804|XP_017061770.1|DFIC	LOC110178751|XP_020801645.1|DSER
OG0000343	LOC108099350|XP_017058319.1|DFIC	LOC110189161|XP_020814790.1|DSER
OG0000343	LOC108098650|XP_017057215.1|DFIC	LOC110188362|XP_020813731.1|DSER
OG0000344	LOC108094075|XP_017050005.1|DFIC	LOC110191127|XP_020817539.1|DSER
OG0000344	LOC108088414|XP_017041661.1|DFIC	LOC110186990|XP_020812006.1|DSER
OG0000345	LOC108101531|XP_017061393.1|DFIC	LOC110182943|XP_020806785.1|DSER
OG0000345	LOC108087802|XP_017040837.1|DFIC	LOC110189741|XP_020815597.1|DSER
OG0000346	LOC108101895|XP_017061944.1|DFIC	LOC110177761|XP_020800284.1|DSER
OG0000346	LOC108096556|XP_017053734.1|DFIC, LOC108101796|XP_017061762.1|DFIC, LOC108101827|XP_017061823.1|DFIC	LOC110176582|XP_020798655.1|DSER
OG0000347	LOC108093086|XP_017048503.1|DFIC	LOC110176227|XP_020798172.1|DSER
OG0000347	LOC108101319|XP_017061112.1|DFIC	LOC110185622|XP_020810230.1|DSER
OG0000348	LOC108092578|XP_017047711.1|DFIC	LOC110184889|XP_020809194.1|DSER
OG0000348	LOC108089985|XP_017043974.1|DFIC	LOC110179172|XP_020802232.1|DSER
OG0000349	LOC108098360|XP_017056695.1|DFIC	LOC110185639|XP_020810255.1|DSER
OG0000350	LOC108100239|XP_017059505.1|DFIC	LOC110178888|XP_020801820.1|DSER
OG0000350	LOC108086536|XP_017038962.1|DFIC	LOC110186748|XP_020811670.1|DSER
OG0000351	LOC108090988|XP_017045433.1|DFIC	LOC110177763|XP_020800288.1|DSER
OG0000351	LOC108090660|XP_017044931.1|DFIC	LOC110177764|XP_020800289.1|DSER
OG0000353	LOC108097688|XP_017055645.1|DFIC	LOC110186717|XP_020811648.1|DSER
OG0000353	LOC108088121|XP_017041264.1|DFIC	LOC110185629|XP_020810240.1|DSER
OG0000354	LOC108092419|XP_017047476.1|DFIC	LOC110182267|XP_020805943.1|DSER, LOC110178541|XP_020801360.1|DSER
OG0000354	LOC108092420|XP_017047477.1|DFIC	LOC110177650|XP_020800122.1|DSER, LOC110187333|XP_020812379.1|DSER
OG0000355	LOC108101442|XP_017061268.1|DFIC	LOC110182888|XP_020806691.1|DSER
OG0000355	LOC108101349|XP_017061145.1|DFIC	LOC110189463|XP_020815198.1|DSER
OG0000356	LOC108096088|XP_017052945.1|DFIC, LOC108087453|XP_017040344.1|DFIC	LOC110176940|XP_020799101.1|DSER
OG0000356	LOC108087613|XP_017040586.1|DFIC, LOC108096095|XP_017052954.1|DFIC	LOC110176868|XP_020799003.1|DSER
OG0000358	LOC108093299|XP_017048764.1|DFIC	LOC110188642|XP_020814076.1|DSER
OG0000358	LOC108093300|XP_017048765.1|DFIC	LOC110188561|XP_020813978.1|DSER
OG0000358	LOC108093334|XP_017048821.1|DFIC	LOC110188681|XP_020814144.1|DSER
OG0000359	LOC108096160|XP_017053030.1|DFIC	LOC110179990|XP_020803240.1|DSER, LOC110179991|XP_020803241.1|DSER
OG0000359	LOC108096189|XP_017053060.1|DFIC	LOC110180000|XP_020803248.1|DSER
OG0000360	LOC108095657|XP_017052311.1|DFIC	LOC110186680|XP_020811605.1|DSER
OG0000360	LOC108095668|XP_017052322.1|DFIC	LOC110186725|XP_020811653.1|DSER
OG0000360	LOC108095964|XP_017052796.1|DFIC, LOC108095965|XP_017052797.1|DFIC	LOC110186837|XP_020811786.1|DSER, LOC110186844|XP_020811791.1|DSER
OG0000360	LOC108095682|XP_017052340.1|DFIC	LOC110186707|XP_020811638.1|DSER, LOC110186523|XP_020811380.1|DSER
