Orthogroup	DFIC.longest_only	DPSE.longest_only
OG0001905	LOC108091078|XP_017045570.1|DFIC	LOC6896875|XP_002137065.1|DPSE
OG0001906	LOC108098543|XP_017057020.1|DFIC	LOC4801536|XP_015037294.2|DPSE
OG0001907	LOC108102135|XP_017062294.1|DFIC	LOC6901731|XP_002134400.1|DPSE
OG0001908	LOC108095805|XP_017052563.1|DFIC	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE, LOC4800670|XP_001357902.3|DPSE
OG0001909	LOC108088635|XP_017042042.1|DFIC	LOC6901564|XP_002134237.2|DPSE, LOC4814710|XP_033238536.1|DPSE
OG0001910	LOC108098927|XP_017057619.1|DFIC	LOC4800775|XP_001357990.2|DPSE
OG0001911	LOC108087012|XP_017039650.1|DFIC	LOC6896920|XP_033234855.1|DPSE
OG0001912	LOC108101945|XP_017062019.1|DFIC	LOC4804008|XP_001360639.2|DPSE
OG0001913	LOC108100001|XP_017059192.1|DFIC	LOC4816414|XP_033235964.1|DPSE
OG0001914	LOC108092001|XP_017046916.1|DFIC	LOC6897344|XP_033232329.1|DPSE
OG0001915	LOC108100018|XP_017059217.1|DFIC	LOC4813255|XP_033237759.1|DPSE
OG0001916	LOC108095214|XP_017051714.1|DFIC	LOC4804065|XP_033233406.1|DPSE
OG0001917	LOC108096221|XP_017053095.1|DFIC	LOC6899991|XP_033239456.1|DPSE
OG0001918	LOC108096393|XP_017053449.1|DFIC	LOC4813139|XP_001353888.3|DPSE
OG0001919	LOC108101870|XP_017061895.1|DFIC	LOC4804867|XP_001361356.2|DPSE
OG0001920	LOC108099137|XP_017057965.1|DFIC	LOC4812028|XP_001352499.3|DPSE
OG0001921	LOC108094962|XP_017051314.1|DFIC	LOC4804382|XP_001360953.1|DPSE
OG0001922	LOC108096820|XP_017054206.1|DFIC	LOC4805499|XP_001361893.2|DPSE
OG0001923	LOC108089476|XP_017043226.1|DFIC	LOC6900437|XP_015042755.2|DPSE
OG0001924	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC	LOC6899751|XP_002135787.2|DPSE
OG0001925	LOC108088984|XP_017042516.1|DFIC	LOC4814162|XP_001354278.2|DPSE
OG0001926	LOC108089047|XP_017042644.1|DFIC	LOC4813940|XP_033239000.1|DPSE
OG0001927	LOC108086697|XP_017039185.1|DFIC	LOC4803536|XP_001360246.2|DPSE
OG0001928	LOC108089741|XP_017043612.1|DFIC	LOC6897168|XP_002137348.2|DPSE, LOC6900691|XP_033240953.1|DPSE
OG0001929	LOC108089717|XP_017043553.1|DFIC	LOC6900681|XP_033240679.1|DPSE
OG0001930	LOC108096611|XP_017053844.1|DFIC	LOC4804449|XP_001361010.5|DPSE
OG0001931	LOC108099955|XP_017059123.1|DFIC	LOC4812976|XP_015042852.2|DPSE
OG0001932	LOC108099851|XP_017058986.1|DFIC	LOC6900499|XP_033239627.1|DPSE
OG0001933	LOC108093992|XP_017049892.1|DFIC	LOC4803940|XP_001360580.1|DPSE
OG0001934	LOC108089760|XP_017043639.1|DFIC	LOC6900677|XP_002135041.3|DPSE
OG0001935	LOC108089571|XP_017043413.1|DFIC	LOC4812137|XP_001352540.4|DPSE
OG0001937	LOC108101861|XP_017061877.1|DFIC	LOC6898052|XP_002138138.2|DPSE
OG0001938	LOC108086433|XP_017038829.1|DFIC	LOC4804746|XP_001361258.2|DPSE
OG0001939	LOC108095200|XP_017051696.1|DFIC	LOC4805174|XP_001361620.1|DPSE
OG0001940	LOC108101497|XP_017061344.1|DFIC	LOC4803642|XP_033234957.1|DPSE
OG0001941	LOC108099079|XP_017057866.1|DFIC	LOC4812042|XP_033239537.1|DPSE
OG0001942	LOC108094309|XP_017050319.1|DFIC	LOC6898084|XP_002138169.3|DPSE
OG0001943	LOC108089343|XP_017043013.1|DFIC	LOC4812175|XP_001352542.3|DPSE
OG0001944	LOC108099056|XP_017057813.1|DFIC	LOC4812188|XP_001352469.2|DPSE
OG0001945	LOC108101535|XP_017061401.1|DFIC	LOC4805011|XP_033235066.1|DPSE
OG0001946	LOC108093823|XP_017049628.1|DFIC	LOC4804912|XP_001361397.2|DPSE
OG0001947	LOC108093902|XP_017049750.1|DFIC	LOC4805368|XP_001361779.5|DPSE
OG0001948	LOC108088655|XP_017042071.1|DFIC	LOC4814400|XP_001354354.2|DPSE
OG0001949	LOC108093123|XP_017048556.1|DFIC	LOC4813880|XP_033239985.1|DPSE
OG0001950	LOC108090115|XP_017044128.1|DFIC	LOC4802432|XP_033233005.1|DPSE
OG0001951	LOC108096661|XP_017053916.1|DFIC	LOC4803847|XP_033233941.1|DPSE
OG0001952	LOC108095722|XP_017052389.1|DFIC	LOC6899550|XP_033235123.1|DPSE
OG0001953	LOC108096828|XP_017054222.1|DFIC	LOC4805218|XP_001361659.2|DPSE
OG0001955	LOC108096517|XP_017053636.1|DFIC	LOC4805334|XP_001361750.2|DPSE
OG0001956	LOC108096230|XP_017053113.1|DFIC	LOC6899982|XP_033240181.1|DPSE
OG0001957	LOC108087796|XP_017040828.1|DFIC	LOC4803773|XP_001360435.1|DPSE
OG0001958	LOC108096821|XP_017054208.1|DFIC	LOC4804821|XP_033234767.1|DPSE
OG0001959	LOC108100246|XP_017059512.1|DFIC	LOC4813203|XP_033240136.1|DPSE
OG0001960	LOC108100336|XP_017059643.1|DFIC	LOC4814127|XP_015042447.1|DPSE
OG0001961	LOC108090928|XP_017045347.1|DFIC	LOC4804689|XP_015040113.2|DPSE
OG0001962	LOC108101588|XP_017061488.1|DFIC	LOC4804439|XP_001361001.4|DPSE
OG0001963	LOC108089549|XP_017043374.1|DFIC	LOC4812293|XP_001352440.1|DPSE
OG0001964	LOC108088244|XP_017041448.1|DFIC	LOC4812878|XP_001353233.4|DPSE
OG0001965	LOC108093097|XP_017048522.1|DFIC	LOC6900960|XP_015042426.2|DPSE
OG0001966	LOC108092122|XP_017047111.1|DFIC	LOC4801193|XP_001358322.3|DPSE
OG0001967	LOC108087872|XP_017040945.1|DFIC	LOC4803760|XP_001360424.3|DPSE
OG0001968	LOC108089748|XP_017043623.1|DFIC	LOC4812213|XP_015043819.2|DPSE
OG0001969	LOC108093832|XP_017049650.1|DFIC	LOC4804914|XP_001361399.3|DPSE
OG0001970	LOC108096876|XP_017054298.1|DFIC	LOC4803853|XP_001360504.1|DPSE
OG0001971	LOC108094814|XP_017051074.1|DFIC	LOC4804972|XP_001361447.3|DPSE
OG0001972	LOC108086318|XP_017038710.1|DFIC	LOC4803328|XP_001357514.2|DPSE
OG0001973	LOC108087714|XP_017040723.1|DFIC	LOC15382900|XP_004444214.3|DPSE
OG0001974	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC	LOC4804513|XP_001361065.3|DPSE
OG0001975	LOC108099214|XP_017058086.1|DFIC	LOC4812982|XP_001354042.2|DPSE
OG0001976	LOC108087683|XP_017040676.1|DFIC	LOC6898044|XP_002138132.1|DPSE
OG0001977	LOC108088156|XP_017041309.1|DFIC	LOC6902355|XP_002133301.2|DPSE
OG0001978	LOC108095088|XP_017051513.1|DFIC	LOC4817658|XP_001357050.1|DPSE
OG0001979	LOC108100811|XP_017060367.1|DFIC	LOC4816803|XP_001356719.2|DPSE
OG0001980	LOC108091528|XP_017046279.1|DFIC	LOC4817809|XP_033235870.1|DPSE
OG0001981	LOC108089951|XP_017043930.1|DFIC	LOC4817017|XP_033236178.1|DPSE
OG0001982	LOC108101717|XP_017061645.1|DFIC	LOC13036543|XP_003736156.1|DPSE
OG0001983	LOC108098848|XP_017057543.1|DFIC	LOC26534190|XP_033236662.1|DPSE
OG0001984	LOC108093430|XP_017048979.1|DFIC	LOC4817847|XP_033235276.1|DPSE
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	LOC4817201|XP_001356369.2|DPSE
OG0001986	LOC108088146|XP_017041300.1|DFIC	LOC4818167|XP_001357408.3|DPSE
OG0001987	LOC108097020|XP_017054521.1|DFIC	LOC4815951|XP_001355566.3|DPSE
OG0001988	LOC108093869|XP_017049700.1|DFIC	LOC4803925|XP_001360566.3|DPSE
OG0001989	LOC108091415|XP_017046094.1|DFIC	LOC4817547|XP_002132851.1|DPSE
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	LOC26532979|XP_033236342.1|DPSE
OG0001992	LOC108101998|XP_017062084.1|DFIC	LOC4817323|XP_033235478.1|DPSE
OG0001993	LOC108094376|XP_017050412.1|DFIC	LOC4818176|XP_001357286.1|DPSE
OG0001994	LOC108093352|XP_017048851.1|DFIC	LOC4800536|XP_015038646.2|DPSE
OG0001995	LOC108094467|XP_017050539.1|DFIC	LOC4816450|XP_001356257.2|DPSE
OG0001996	LOC108089969|XP_017043961.1|DFIC	LOC6903575|XP_033236000.1|DPSE
OG0001997	LOC108090781|XP_017045117.1|DFIC	LOC4804704|XP_001361222.3|DPSE
OG0001998	LOC108090778|XP_017045111.1|DFIC	LOC4804702|XP_001361220.3|DPSE
OG0001999	LOC108096687|XP_017053978.1|DFIC	LOC4804201|XP_033233745.1|DPSE
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	LOC4817170|XP_001356882.3|DPSE
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC, LOC108101573|XP_017061478.1|DFIC	LOC4817651|XP_001357043.4|DPSE
OG0002002	LOC108086747|XP_017039276.1|DFIC	LOC4803534|XP_001360244.2|DPSE
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	LOC4816167|XP_015036950.2|DPSE
OG0002004	LOC108090620|XP_017044885.1|DFIC	LOC4817678|XP_015036437.2|DPSE
OG0002005	LOC108098252|XP_017056535.1|DFIC	LOC4818173|XP_033235465.1|DPSE
OG0002006	LOC108100863|XP_017060431.1|DFIC	LOC4817881|XP_015035536.2|DPSE
OG0002007	LOC108086321|XP_017038712.1|DFIC	LOC6902793|XP_002132530.3|DPSE
OG0002008	LOC108095006|XP_017051335.1|DFIC	LOC4811811|XP_033237244.1|DPSE
OG0002009	LOC108096547|XP_017053724.1|DFIC	LOC4805494|XP_001361889.1|DPSE
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	LOC4816188|XP_001355800.3|DPSE
OG0002011	LOC108098358|XP_017056692.1|DFIC	LOC4816703|XP_001356105.3|DPSE
OG0002012	LOC108089818|XP_017043709.1|DFIC	LOC4816814|XP_001356812.2|DPSE
OG0002013	LOC108101236|XP_017060975.1|DFIC	LOC4816573|XP_033235692.1|DPSE
OG0002014	LOC108095188|XP_017051670.1|DFIC	LOC4805525|XP_001361914.1|DPSE
OG0002015	LOC108100810|XP_017060366.1|DFIC	LOC4817128|XP_001356471.2|DPSE
OG0002016	LOC108090449|XP_017044621.1|DFIC	LOC4804776|XP_001361285.4|DPSE
OG0002017	LOC108100059|XP_017059281.1|DFIC	LOC4816551|XP_001356069.2|DPSE
OG0002018	LOC108094353|XP_017050382.1|DFIC	LOC6903405|XP_002132284.2|DPSE
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	LOC4817021|XP_001356755.2|DPSE
OG0002020	LOC108094457|XP_017050524.1|DFIC	LOC4816368|XP_001356263.2|DPSE
OG0002021	LOC108087825|XP_017040883.1|DFIC	LOC4803759|XP_033233608.1|DPSE
OG0002022	LOC108089932|XP_017043908.1|DFIC	LOC6903588|XP_033235378.1|DPSE
OG0002023	LOC108087117|XP_017039786.1|DFIC	LOC4801405|XP_001358503.3|DPSE
OG0002024	LOC108089253|XP_017042908.1|DFIC	LOC4811769|XP_001352338.1|DPSE
OG0002025	LOC108098702|XP_017057304.1|DFIC	LOC6903053|XP_002132777.2|DPSE
OG0002026	LOC108093584|XP_017049198.1|DFIC	LOC4812394|XP_001352886.3|DPSE
OG0002027	LOC108096603|XP_017053790.1|DFIC	LOC6898412|XP_033234456.1|DPSE
OG0002028	LOC108090805|XP_017045148.1|DFIC	LOC117184111|XP_033236206.1|DPSE, LOC4803397|XP_033235105.1|DPSE
OG0002029	LOC108089723|XP_017043591.1|DFIC	LOC4812927|XP_001353737.3|DPSE
OG0002030	LOC108101920|XP_017061987.1|DFIC	LOC4805444|XP_001361845.2|DPSE
OG0002031	LOC108096918|XP_017054358.1|DFIC	LOC4804377|XP_015039898.1|DPSE
OG0002032	LOC108098503|XP_017056920.1|DFIC	LOC4802810|XP_001359654.3|DPSE
OG0002033	LOC108091226|XP_017045820.1|DFIC	LOC4814568|XP_001354747.2|DPSE
OG0002034	LOC108097225|XP_017054873.1|DFIC	LOC4816009|XP_001355456.4|DPSE
OG0002035	LOC108099615|XP_017058727.1|DFIC	LOC4802026|XP_001359026.5|DPSE
OG0002036	LOC108098765|XP_017057386.1|DFIC	LOC6896916|XP_033232494.1|DPSE
OG0002037	LOC108100207|XP_017059470.1|DFIC	LOC4812672|XP_001353056.3|DPSE
OG0002038	LOC108101118|XP_017060827.1|DFIC	LOC6897907|XP_002138009.2|DPSE
OG0002039	LOC108091718|XP_017046549.1|DFIC	LOC4811647|XP_002135773.1|DPSE
OG0002040	LOC108100432|XP_017059842.1|DFIC	LOC6897795|XP_033237823.1|DPSE
OG0002041	LOC108090432|XP_017044594.1|DFIC	LOC4805056|XP_015040406.1|DPSE
OG0002042	LOC108093543|XP_017049126.1|DFIC	LOC4802940|XP_001359755.3|DPSE
OG0002043	LOC108090217|XP_017044299.1|DFIC	LOC4802054|XP_001359047.4|DPSE
OG0002044	LOC108088454|XP_017041723.1|DFIC	LOC6896878|XP_003736286.2|DPSE
OG0002045	LOC108099658|XP_017058781.1|DFIC	LOC4802031|XP_033241834.1|DPSE
OG0002046	LOC108092801|XP_017048061.1|DFIC	LOC6901904|XP_002133439.3|DPSE
OG0002047	LOC108097406|XP_017055150.1|DFIC	LOC6902117|XP_015041171.2|DPSE
OG0002048	LOC108087914|XP_017040988.1|DFIC	LOC4802618|XP_015037945.1|DPSE
OG0002049	LOC108102032|XP_017062136.1|DFIC	LOC4802817|XP_015038107.2|DPSE
OG0002050	LOC108097145|XP_017054747.1|DFIC	LOC4802545|XP_033232818.1|DPSE
OG0002051	LOC108086407|XP_017038798.1|DFIC	LOC6898753|XP_015040367.2|DPSE, LOC15382869|XP_004444371.1|DPSE
OG0002052	LOC108089347|XP_017043017.1|DFIC	LOC6900023|XP_002135388.2|DPSE
OG0002053	LOC108099557|XP_017058632.1|DFIC	LOC4803013|XP_001359815.5|DPSE
OG0002054	LOC108090130|XP_017044155.1|DFIC	LOC6897174|XP_002137354.2|DPSE
OG0002055	LOC108088037|XP_017041160.1|DFIC	LOC4802580|XP_001359474.2|DPSE
OG0002056	LOC108089435|XP_017043154.1|DFIC	LOC4813891|XP_001353404.2|DPSE
OG0002057	LOC108089142|XP_017042752.1|DFIC	LOC4817269|XP_001356776.2|DPSE
OG0002058	LOC108099146|XP_017057981.1|DFIC	LOC4811998|XP_001352504.2|DPSE
OG0002059	LOC108095851|XP_017052638.1|DFIC	LOC4803044|XP_001359845.1|DPSE
OG0002060	LOC108086738|XP_017039259.1|DFIC	LOC4803980|XP_001360615.2|DPSE
OG0002061	LOC108090902|XP_017045307.1|DFIC	LOC4804315|XP_033233798.1|DPSE
OG0002062	LOC108092779|XP_017048013.1|DFIC	LOC4815857|XP_015040969.2|DPSE
OG0002063	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC	LOC6901845|XP_002133383.1|DPSE
OG0002064	LOC108100466|XP_017059885.1|DFIC	LOC6899446|XP_033240224.1|DPSE
OG0002065	LOC108099106|XP_017057917.1|DFIC	LOC4813998|XP_015042486.2|DPSE
OG0002066	LOC108096604|XP_017053800.1|DFIC	LOC4802883|XP_015038160.2|DPSE
OG0002067	LOC108090806|XP_017045151.1|DFIC	LOC4803396|XP_001357526.2|DPSE
OG0002068	LOC108096882|XP_017054312.1|DFIC	LOC4804442|XP_001361003.5|DPSE
OG0002069	LOC108095714|XP_017052378.1|DFIC	LOC6899750|XP_002135786.2|DPSE
OG0002070	LOC108092146|XP_017047150.1|DFIC	LOC4803114|XP_001359911.2|DPSE
OG0002071	LOC108095773|XP_017052507.1|DFIC	LOC4801379|XP_001358482.2|DPSE
OG0002072	LOC108093922|XP_017049780.1|DFIC	LOC4805475|XP_001361870.2|DPSE
OG0002073	LOC108087462|XP_017040313.1|DFIC	LOC4812799|XP_033240350.1|DPSE
OG0002074	LOC108101925|XP_017061993.1|DFIC	LOC4804012|XP_001360642.4|DPSE
OG0002075	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC	LOC4817452|XP_003736146.1|DPSE
OG0002076	LOC108096691|XP_017053983.1|DFIC	LOC4805558|XP_015040719.2|DPSE
OG0002077	LOC108100294|XP_017059581.1|DFIC	LOC4812575|XP_015043584.2|DPSE
OG0002078	LOC108094753|XP_017050999.1|DFIC	LOC6898804|XP_002138778.2|DPSE
OG0002079	LOC108100380|XP_017059723.1|DFIC	LOC4813568|XP_001353299.1|DPSE, LOC117184480|XP_033238179.1|DPSE
OG0002080	LOC108093803|XP_017049598.1|DFIC	LOC4805389|XP_001361798.4|DPSE
OG0002081	LOC108090855|XP_017045225.1|DFIC	LOC4805629|XP_001362001.1|DPSE
OG0002082	LOC108090419|XP_017044567.1|DFIC	LOC4805677|XP_015040786.1|DPSE
OG0002083	LOC108092874|XP_017048199.1|DFIC	LOC6902156|XP_033238476.1|DPSE
OG0002084	LOC108096922|XP_017054362.1|DFIC	LOC4803706|XP_001360381.2|DPSE
OG0002085	LOC108096706|XP_017054028.1|DFIC	LOC4805208|XP_001361649.1|DPSE
OG0002086	LOC108096941|XP_017054388.1|DFIC	LOC4803700|XP_001360376.1|DPSE
OG0002087	LOC108100270|XP_017059543.1|DFIC	LOC6900845|XP_015043409.2|DPSE
OG0002088	LOC108100427|XP_017059821.1|DFIC	LOC4812474|XP_015044069.2|DPSE
OG0002089	LOC108090405|XP_017044546.1|DFIC	LOC4805069|XP_001361531.2|DPSE
OG0002090	LOC108095443|XP_017052041.1|DFIC	LOC4813071|XP_015042931.1|DPSE
OG0002091	LOC108090675|XP_017044950.1|DFIC	LOC4805623|XP_033233718.1|DPSE
OG0002092	LOC108089469|XP_017043211.1|DFIC	LOC4812347|XP_015043700.1|DPSE
OG0002093	LOC108090763|XP_017045092.1|DFIC	LOC4805706|XP_004444583.1|DPSE
OG0002094	LOC108090687|XP_017044962.1|DFIC	LOC4803512|XP_001360225.1|DPSE
OG0002095	LOC108097765|XP_017055776.1|DFIC	LOC4815478|XP_001355498.1|DPSE
OG0002096	LOC108086724|XP_017039236.1|DFIC	LOC6898308|XP_015039510.2|DPSE
OG0002097	LOC108090753|XP_017045074.1|DFIC	LOC6898788|XP_002138764.3|DPSE
OG0002098	LOC108088876|XP_017042359.1|DFIC	LOC4812329|XP_033241232.1|DPSE
OG0002099	LOC108097612|XP_017055510.1|DFIC	LOC4801818|XP_001358851.2|DPSE
OG0002100	LOC108096419|XP_017053489.1|DFIC	LOC4812849|XP_015042566.2|DPSE
OG0002101	LOC108090364|XP_017044482.1|DFIC	LOC6898145|XP_033233209.1|DPSE
OG0002102	LOC108094881|XP_017051201.1|DFIC	LOC6898570|XP_033235001.1|DPSE
OG0002103	LOC108097689|XP_017055646.1|DFIC	LOC4801812|XP_015037401.2|DPSE
OG0002105	LOC108101283|XP_017061065.1|DFIC	LOC4817600|XP_001357002.4|DPSE
OG0002106	LOC108097718|XP_017055699.1|DFIC	LOC4801699|XP_001358746.3|DPSE
OG0002107	LOC108100064|XP_017059287.1|DFIC	LOC6902582|XP_002133110.2|DPSE
OG0002108	LOC108092220|XP_017047242.1|DFIC	LOC6897102|XP_002137286.2|DPSE, LOC13036328|XP_003736436.3|DPSE, LOC6897101|XP_033232307.1|DPSE, LOC6897103|XP_033232638.1|DPSE
OG0002109	LOC108086798|XP_017039328.1|DFIC	LOC6896882|XP_002137072.3|DPSE
OG0002110	LOC108092661|XP_017047811.1|DFIC	LOC6903429|XP_002132308.3|DPSE
OG0002111	LOC108098722|XP_017057329.1|DFIC	LOC4816116|XP_001355806.2|DPSE
OG0002113	LOC108091924|XP_017046798.1|DFIC	LOC4800646|XP_001357881.2|DPSE
OG0002114	LOC108097643|XP_017055561.1|DFIC, LOC108097713|XP_017055691.1|DFIC	LOC4800255|XP_003736220.2|DPSE
OG0002115	LOC108101855|XP_017061864.1|DFIC, LOC108101857|XP_017061865.1|DFIC	LOC26533367|XP_033233223.1|DPSE
OG0002116	LOC108098348|XP_017056679.1|DFIC	LOC4816273|XP_001356109.4|DPSE
OG0002116	LOC108100191|XP_017059452.1|DFIC	LOC6900970|XP_002134670.3|DPSE
OG0002117	LOC108094936|XP_017051284.1|DFIC	LOC6901600|XP_033237843.1|DPSE
OG0002118	LOC108101139|XP_017060850.1|DFIC	LOC26533291|XP_033232988.1|DPSE
OG0002119	LOC108095813|XP_017052575.1|DFIC	LOC4801842|XP_001358875.2|DPSE
OG0002120	LOC108095035|XP_017051407.1|DFIC	LOC6899859|XP_033237161.1|DPSE
OG0002121	LOC108086560|XP_017039002.1|DFIC	LOC4800465|XP_015038559.2|DPSE
OG0002123	LOC108100797|XP_017060340.1|DFIC	LOC4817482|XP_001356478.4|DPSE
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	LOC6901022|XP_002134506.2|DPSE
OG0002125	LOC108087657|XP_017040634.1|DFIC	LOC4804992|XP_001361464.3|DPSE
OG0002126	LOC108096461|XP_017053557.1|DFIC	LOC4811892|XP_015044084.2|DPSE
OG0002127	LOC108098082|XP_017056273.1|DFIC	LOC4815635|XP_001355727.4|DPSE
OG0002128	LOC108088610|XP_017041984.1|DFIC	LOC4814333|XP_015042207.1|DPSE
OG0002129	LOC108087986|XP_017041076.1|DFIC	LOC4801975|XP_001358988.3|DPSE
OG0002130	LOC108097058|XP_017054583.1|DFIC	LOC6902080|XP_002133611.1|DPSE
OG0002131	LOC108087342|XP_017040171.1|DFIC	LOC6897032|XP_002137217.2|DPSE
OG0002132	LOC108089239|XP_017042889.1|DFIC	LOC4817486|XP_001356299.1|DPSE
OG0002133	LOC108095573|XP_017052213.1|DFIC	LOC4814561|XP_001354907.2|DPSE
OG0002134	LOC108092787|XP_017048041.1|DFIC	LOC6902552|XP_002133094.2|DPSE, LOC6901913|XP_002133447.1|DPSE
OG0002135	LOC108097921|XP_017055959.1|DFIC	LOC6902161|XP_033239930.1|DPSE
OG0002136	LOC108088506|XP_017041826.1|DFIC	LOC4800281|XP_001357613.3|DPSE
OG0002137	LOC108087143|XP_017039843.1|DFIC	LOC4801749|XP_001358791.1|DPSE
OG0002138	LOC108091108|XP_017045620.1|DFIC	LOC4815083|XP_001354826.1|DPSE
OG0002139	LOC108091302|XP_017045914.1|DFIC	LOC4814738|XP_015042117.1|DPSE
OG0002140	LOC108088683|XP_017042113.1|DFIC	LOC4815343|XP_001354929.3|DPSE
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC4811789|XP_001352357.2|DPSE
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC4802741|XP_033240251.1|DPSE
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC4817608|XP_001357010.4|DPSE
OG0002144	LOC108101978|XP_017062062.1|DFIC	LOC6899834|XP_002135701.2|DPSE
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC4803061|XP_001359862.2|DPSE
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC4802739|XP_001359602.1|DPSE
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC117184412|XP_033237509.1|DPSE, LOC6901487|XP_033237508.1|DPSE
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC4812425|XP_001352856.4|DPSE
OG0002149	LOC108095048|XP_017051439.1|DFIC	LOC6899879|XP_033237088.1|DPSE
OG0002150	LOC108094675|XP_017050880.1|DFIC	LOC4815585|XP_033238603.1|DPSE
OG0002151	LOC108089259|XP_017042916.1|DFIC	LOC4818094|XP_001357397.3|DPSE
OG0002152	LOC108087172|XP_017039904.1|DFIC	LOC4801445|XP_033232376.1|DPSE
OG0002153	LOC108088381|XP_017041618.1|DFIC	LOC4800500|XP_001357766.3|DPSE
OG0002154	LOC108097303|XP_017055007.1|DFIC	LOC4816033|XP_033238438.1|DPSE
OG0002155	LOC108086794|XP_017039322.1|DFIC	LOC4800316|XP_001357592.2|DPSE
OG0002156	LOC108088801|XP_017042259.1|DFIC	LOC6900452|XP_015042780.1|DPSE
OG0002157	LOC108087208|XP_017039962.1|DFIC	LOC4801392|XP_033235075.1|DPSE
OG0002158	LOC108096883|XP_017054313.1|DFIC	LOC4804443|XP_001361004.1|DPSE
OG0002159	LOC108101424|XP_017061242.1|DFIC, LOC108087752|XP_017040769.1|DFIC, LOC108087751|XP_017040767.1|DFIC	LOC4804489|XP_001361045.1|DPSE
OG0002160	LOC108098661|XP_017057226.1|DFIC	LOC4800645|XP_001357880.4|DPSE
OG0002161	LOC108088045|XP_017041169.1|DFIC	LOC4801839|XP_001358872.1|DPSE
OG0002162	LOC108087319|XP_017040139.1|DFIC	LOC4801044|XP_033241706.1|DPSE
OG0002163	LOC108092988|XP_017048370.1|DFIC	LOC4814236|XP_033239157.1|DPSE
OG0002164	LOC108095978|XP_017052811.1|DFIC	LOC4802423|XP_001359345.2|DPSE
OG0002165	LOC108098216|XP_017056483.1|DFIC	LOC6897406|XP_002137558.2|DPSE
OG0002166	LOC108101390|XP_017061198.1|DFIC, LOC108093235|XP_017048702.1|DFIC	LOC4816674|XP_001355901.2|DPSE
OG0002167	LOC108095250|XP_017051767.1|DFIC	LOC4804608|XP_033234241.1|DPSE
OG0002168	LOC108090804|XP_017045147.1|DFIC	LOC4803504|XP_001360218.3|DPSE
OG0002169	LOC108087562|XP_017040478.1|DFIC	LOC6897298|XP_002137457.2|DPSE, LOC6900740|XP_002135100.2|DPSE
OG0002170	LOC108098406|XP_017056778.1|DFIC	LOC4811779|XP_033237304.1|DPSE
OG0002171	LOC108087134|XP_017039821.1|DFIC	LOC26533134|XP_015035107.2|DPSE, LOC13036518|XP_033232481.1|DPSE
OG0002172	LOC108091668|XP_017046470.1|DFIC	LOC4801169|XP_001358303.2|DPSE
OG0002173	LOC108100077|XP_017059306.1|DFIC	LOC4817918|XP_001357234.1|DPSE
OG0002174	LOC108092128|XP_017047121.1|DFIC	LOC4801078|XP_001358237.4|DPSE
OG0002175	LOC108092129|XP_017047122.1|DFIC	LOC4801077|XP_001358236.1|DPSE
OG0002176	LOC108088005|XP_017041106.1|DFIC	LOC4800512|XP_001357777.1|DPSE
OG0002177	LOC108087047|XP_017039714.1|DFIC	LOC4800799|XP_001358010.1|DPSE
OG0002178	LOC108086559|XP_017039001.1|DFIC	LOC4801147|XP_001358285.4|DPSE
OG0002179	LOC108095929|XP_017052754.1|DFIC	LOC4811816|XP_001352379.4|DPSE
OG0002180	LOC108099380|XP_017058362.1|DFIC	LOC6896726|XP_003736237.2|DPSE
OG0002181	LOC108097753|XP_017055753.1|DFIC	LOC4815591|XP_001355661.1|DPSE
OG0002182	LOC108098587|XP_017057116.1|DFIC	LOC4801292|XP_015037133.2|DPSE
OG0002183	LOC108095249|XP_017051766.1|DFIC	LOC4804612|XP_001361145.5|DPSE
OG0002184	LOC108092105|XP_017047088.1|DFIC	LOC4801630|XP_001358686.2|DPSE
