Orthogroup	DFIC.longest_only	DMEL.longest_only
OG0001854	LOC108094722|XP_017050953.1|DFIC	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC108090281|XP_017044382.1|DFIC	Vkor|NP_001014533.1|DMEL
OG0001856	LOC108088710|XP_017042142.1|DFIC	e_r_|NP_524662.1|DMEL
OG0001857	LOC108097484|XP_017055272.1|DFIC	mal|NP_523423.1|DMEL
OG0001858	LOC108088631|XP_017042037.1|DFIC	Ing3|NP_573316.1|DMEL
OG0001859	LOC108092794|XP_017048055.1|DFIC	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC108099847|XP_017058983.1|DFIC	CG13698|NP_649027.1|DMEL
OG0001861	LOC108095797|XP_017052549.1|DFIC	ball|NP_651508.1|DMEL
OG0001862	LOC108097958|XP_017056055.1|DFIC	Cbs|NP_608424.1|DMEL
OG0001863	LOC108097559|XP_017055429.1|DFIC	Grip91|NP_524919.2|DMEL
OG0001864	LOC108098808|XP_017057438.1|DFIC	jvl|NP_001247105.1|DMEL
OG0001865	LOC108098063|XP_017056241.1|DFIC	DENR|NP_573176.1|DMEL
OG0001866	LOC108087065|XP_017039729.1|DFIC	sim|NP_524340.2|DMEL
OG0001867	LOC108099839|XP_017058959.1|DFIC	Nedd4|NP_648993.1|DMEL
OG0001868	LOC108093425|XP_017048967.1|DFIC	clumsy|NP_001036373.1|DMEL
OG0001869	LOC108093362|XP_017048871.1|DFIC	Grik|NP_001262788.1|DMEL
OG0001870	LOC108092888|XP_017048221.1|DFIC	CG4020|NP_572276.1|DMEL
OG0001871	LOC108091125|XP_017045645.1|DFIC	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC108099605|XP_017058713.1|DFIC	CG15537|NP_001097981.1|DMEL
OG0001873	LOC108098601|XP_017057152.1|DFIC	beta-Man|NP_649436.2|DMEL
OG0001874	LOC108095829|XP_017052600.1|DFIC	bai|NP_651323.3|DMEL
OG0001875	LOC108086828|XP_017039363.1|DFIC	CG12071|NP_651832.3|DMEL
OG0001876	LOC108094646|XP_017050845.1|DFIC	Mvd|NP_573068.3|DMEL
OG0001877	LOC108097201|XP_017054835.1|DFIC	CG2662|NP_570018.1|DMEL
OG0001878	LOC108091582|XP_017046347.1|DFIC	Droj2|NP_650283.1|DMEL
OG0001879	LOC108095783|XP_017052525.1|DFIC	stac|NP_651329.4|DMEL
OG0001880	LOC108088007|XP_017041108.1|DFIC	P5cr|NP_524400.2|DMEL
OG0001881	LOC108098489|XP_017056891.1|DFIC	lbe|NP_524435.2|DMEL
OG0001882	LOC108086529|XP_017038947.1|DFIC	CG5882|NP_651540.1|DMEL
OG0001883	LOC108091638|XP_017046428.1|DFIC	Cow|NP_001262857.1|DMEL
OG0001884	LOC108093323|XP_017048800.1|DFIC	AdSS|NP_650918.1|DMEL
OG0001885	LOC108093513|XP_017049094.1|DFIC	CG6770|NP_609539.1|DMEL
OG0001886	LOC108099347|XP_017058316.1|DFIC	CG9356|NP_649889.1|DMEL
OG0001887	LOC108096702|XP_017054025.1|DFIC	ND-B14|NP_610629.1|DMEL
OG0001888	LOC108090240|XP_017044326.1|DFIC	CG12173|NP_649523.1|DMEL
OG0001889	LOC108088657|XP_017042072.1|DFIC	APC4|NP_572522.2|DMEL
OG0001890	LOC108100578|XP_017060046.1|DFIC	CG5274|NP_649222.1|DMEL
OG0001891	LOC108093344|XP_017048841.1|DFIC	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC108093335|XP_017048863.1|DFIC	vtd|NP_001015132.1|DMEL
OG0001893	LOC108088517|XP_017041845.1|DFIC	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC108101589|XP_017061490.1|DFIC	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC108095026|XP_017051383.1|DFIC	Gyf|NP_001162827.1|DMEL
OG0001896	LOC108102089|XP_017062231.1|DFIC	MFS17|NP_001015096.2|DMEL
OG0001897	LOC108098890|XP_017057568.1|DFIC	tws|NP_476880.1|DMEL
OG0001898	LOC108094618|XP_017050789.1|DFIC	mh|NP_573032.1|DMEL
OG0001899	LOC108088035|XP_017041154.1|DFIC	CG7720|NP_650753.1|DMEL
OG0001900	LOC108088933|XP_017042446.1|DFIC	lush|NP_524162.1|DMEL
OG0001901	LOC108088164|XP_017041319.1|DFIC	CG31635|NP_001260135.1|DMEL
OG0001902	LOC108094733|XP_017051008.1|DFIC, LOC108096982|XP_017054455.1|DFIC	Myo81F|NP_001303492.1|DMEL
OG0001903	LOC108098608|XP_017057160.1|DFIC	CG1103|NP_001036660.1|DMEL
OG0001904	LOC108088427|XP_017041682.1|DFIC	NSD|NP_733239.1|DMEL
OG0001905	LOC108091078|XP_017045570.1|DFIC	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC108098543|XP_017057020.1|DFIC	Calx|NP_001247215.1|DMEL
OG0001907	LOC108102135|XP_017062294.1|DFIC	caz|NP_523365.2|DMEL
OG0001908	LOC108095805|XP_017052563.1|DFIC	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC108088635|XP_017042042.1|DFIC	Hexo2|NP_525081.1|DMEL
OG0001910	LOC108098927|XP_017057619.1|DFIC	ohgt|NP_649973.1|DMEL
OG0001911	LOC108087012|XP_017039650.1|DFIC	CG42342|NP_001189234.1|DMEL
OG0001912	LOC108101945|XP_017062019.1|DFIC	CG8093|NP_611020.1|DMEL
OG0001913	LOC108100001|XP_017059192.1|DFIC	Lip2|NP_524667.1|DMEL
OG0001914	LOC108092001|XP_017046916.1|DFIC	mask|NP_001247280.1|DMEL
OG0001915	LOC108100018|XP_017059217.1|DFIC	ACXD|NP_620469.2|DMEL
OG0001916	LOC108095214|XP_017051714.1|DFIC	Topors|NP_611388.1|DMEL
OG0001917	LOC108096221|XP_017053095.1|DFIC	CG8492|NP_648151.2|DMEL
OG0001918	LOC108096393|XP_017053449.1|DFIC	CG15014|NP_647892.1|DMEL
OG0001919	LOC108101870|XP_017061895.1|DFIC	CG30467|NP_611044.1|DMEL
OG0001920	LOC108099137|XP_017057965.1|DFIC	fwd|NP_001356971.1|DMEL
OG0001921	LOC108094962|XP_017051314.1|DFIC	cbc|NP_610876.1|DMEL
OG0001922	LOC108096820|XP_017054206.1|DFIC	asrij|NP_001261143.1|DMEL
OG0001923	LOC108089476|XP_017043226.1|DFIC	Mp|NP_001246651.1|DMEL
OG0001924	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC	CG17691|NP_001104018.1|DMEL
OG0001925	LOC108088984|XP_017042516.1|DFIC	CG10672|NP_647946.1|DMEL
OG0001926	LOC108089047|XP_017042644.1|DFIC	ImpE1|NP_524849.2|DMEL
OG0001927	LOC108086697|XP_017039185.1|DFIC	Nup54|NP_610783.1|DMEL
OG0001928	LOC108089741|XP_017043612.1|DFIC	CG8009|NP_648400.1|DMEL
OG0001929	LOC108089717|XP_017043553.1|DFIC	Rbfox1|NP_001246707.1|DMEL
OG0001930	LOC108096611|XP_017053844.1|DFIC	GEFmeso|NP_788403.2|DMEL
OG0001931	LOC108099955|XP_017059123.1|DFIC	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL
OG0001932	LOC108099851|XP_017058986.1|DFIC	JIL-1|NP_648432.1|DMEL
OG0001933	LOC108093992|XP_017049892.1|DFIC	CG4866|NP_611224.1|DMEL
OG0001934	LOC108089760|XP_017043639.1|DFIC	Gem3|NP_524019.1|DMEL
OG0001935	LOC108089571|XP_017043413.1|DFIC	l_3_72Dp|NP_730119.1|DMEL
OG0001937	LOC108101861|XP_017061877.1|DFIC	Fs|NP_652376.2|DMEL
OG0001938	LOC108086433|XP_017038829.1|DFIC	CG18335|NP_610666.1|DMEL
OG0001939	LOC108095200|XP_017051696.1|DFIC	CG15650|NP_611529.1|DMEL
OG0001940	LOC108101497|XP_017061344.1|DFIC	CG46385|NP_001356959.1|DMEL
OG0001941	LOC108099079|XP_017057866.1|DFIC	Atac3|NP_001246531.1|DMEL
OG0001942	LOC108094309|XP_017050319.1|DFIC	CG9447|NP_610243.4|DMEL
OG0001943	LOC108089343|XP_017043013.1|DFIC	CG13055|NP_648851.1|DMEL
OG0001944	LOC108099056|XP_017057813.1|DFIC	Mtch|NP_523869.1|DMEL
OG0001945	LOC108101535|XP_017061401.1|DFIC	Dgk|NP_724619.2|DMEL
OG0001946	LOC108093823|XP_017049628.1|DFIC	Cyt-b5|NP_610294.1|DMEL
OG0001947	LOC108093902|XP_017049750.1|DFIC	HLH54F|NP_477302.1|DMEL
OG0001948	LOC108088655|XP_017042071.1|DFIC	CG6179|NP_573288.1|DMEL
OG0001949	LOC108093123|XP_017048556.1|DFIC	Eip78C|NP_524195.2|DMEL
OG0001950	LOC108090115|XP_017044128.1|DFIC	Itpr|NP_730941.1|DMEL
OG0001951	LOC108096661|XP_017053916.1|DFIC	jbug|NP_001261140.1|DMEL
OG0001952	LOC108095722|XP_017052389.1|DFIC	TpnC41C|NP_523619.2|DMEL
OG0001953	LOC108096828|XP_017054222.1|DFIC	Oatp58Dc|NP_001097409.1|DMEL
OG0001954	LOC108096677|XP_017053949.1|DFIC	KCNQ|NP_788300.3|DMEL
OG0001955	LOC108096517|XP_017053636.1|DFIC	CG17765|NP_610592.1|DMEL
OG0001956	LOC108096230|XP_017053113.1|DFIC	nmo|NP_001356976.1|DMEL
OG0001957	LOC108087796|XP_017040828.1|DFIC	RpL29|NP_477203.1|DMEL
OG0001958	LOC108096821|XP_017054208.1|DFIC	CG30116|NP_725799.1|DMEL
OG0001959	LOC108100246|XP_017059512.1|DFIC	Toll-9|NP_649214.1|DMEL
OG0001960	LOC108100336|XP_017059643.1|DFIC	Psa|NP_728614.1|DMEL
OG0001961	LOC108090928|XP_017045347.1|DFIC	Dll|NP_001137759.1|DMEL
OG0001962	LOC108101588|XP_017061488.1|DFIC	phr|NP_523653.2|DMEL
OG0001963	LOC108089549|XP_017043374.1|DFIC	CG9706|NP_001356982.1|DMEL
OG0001964	LOC108088244|XP_017041448.1|DFIC	smid|NP_523959.2|DMEL
OG0001965	LOC108093097|XP_017048522.1|DFIC	CG42747|NP_648045.2|DMEL
OG0001966	LOC108092122|XP_017047111.1|DFIC	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC108087872|XP_017040945.1|DFIC	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC108089748|XP_017043623.1|DFIC	NijA|NP_996040.1|DMEL
OG0001969	LOC108093832|XP_017049650.1|DFIC	Orc1|NP_477303.1|DMEL
OG0001970	LOC108096876|XP_017054298.1|DFIC	blw|NP_726243.1|DMEL
OG0001971	LOC108094814|XP_017051074.1|DFIC	CG11041|NP_611453.2|DMEL
OG0001972	LOC108086318|XP_017038710.1|DFIC	IFT20|NP_724409.3|DMEL
OG0001973	LOC108087714|XP_017040723.1|DFIC	CG43795|NP_001097435.2|DMEL
OG0001974	LOC108090417|XP_017044563.1|DFIC	Myd88|NP_610479.1|DMEL
OG0001975	LOC108099214|XP_017058086.1|DFIC	CG13806|NP_647708.1|DMEL
OG0001976	LOC108087683|XP_017040676.1|DFIC	SmD3|NP_725106.1|DMEL
OG0001977	LOC108088156|XP_017041309.1|DFIC	cup|NP_523493.3|DMEL
OG0001978	LOC108095088|XP_017051513.1|DFIC	Arr1|NP_476681.1|DMEL
OG0001979	LOC108100811|XP_017060367.1|DFIC	Rack1|NP_477269.1|DMEL
OG0001980	LOC108091528|XP_017046279.1|DFIC	galectin|NP_608487.1|DMEL
OG0001981	LOC108089951|XP_017043930.1|DFIC	fusl|NP_608923.1|DMEL
OG0001982	LOC108101717|XP_017061645.1|DFIC	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC108098848|XP_017057543.1|DFIC	AGO3|NP_001036627.2|DMEL
OG0001984	LOC108093430|XP_017048979.1|DFIC	CG9154|NP_608993.2|DMEL
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	Apoltp|NP_995670.2|DMEL
OG0001986	LOC108088146|XP_017041300.1|DFIC	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC108097020|XP_017054521.1|DFIC	su_sable_|NP_476754.1|DMEL
OG0001988	LOC108093869|XP_017049700.1|DFIC	EDTP|NP_995873.2|DMEL
OG0001989	LOC108091415|XP_017046094.1|DFIC	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	loh|NP_609406.2|DMEL
OG0001992	LOC108101998|XP_017062084.1|DFIC	CG31760|NP_723730.2|DMEL
OG0001993	LOC108094376|XP_017050412.1|DFIC	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC108093352|XP_017048851.1|DFIC	TFAM|NP_732527.1|DMEL
OG0001995	LOC108094467|XP_017050539.1|DFIC	CG10194|NP_609973.1|DMEL
OG0001996	LOC108089969|XP_017043961.1|DFIC	nompC|NP_523483.2|DMEL
OG0001997	LOC108090781|XP_017045117.1|DFIC	CG3894|NP_611963.5|DMEL
OG0001998	LOC108090778|XP_017045111.1|DFIC	Eps-15|NP_611965.2|DMEL
OG0001999	LOC108096687|XP_017053978.1|DFIC	Hr3|NP_001334718.1|DMEL
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	CG14274|NP_609212.2|DMEL
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC	kel|NP_476589.4|DMEL
OG0002002	LOC108086747|XP_017039276.1|DFIC	Dera|NP_610781.1|DMEL
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC108090620|XP_017044885.1|DFIC	qua|NP_001246066.1|DMEL
OG0002005	LOC108098252|XP_017056535.1|DFIC	PRL-1|NP_609780.1|DMEL
OG0002006	LOC108100863|XP_017060431.1|DFIC	Ziz|NP_001260200.1|DMEL
OG0002007	LOC108086321|XP_017038712.1|DFIC	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC108095006|XP_017051335.1|DFIC	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC108096547|XP_017053724.1|DFIC	fd59A|NP_523814.1|DMEL
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	Argl|NP_609257.3|DMEL
OG0002011	LOC108098358|XP_017056692.1|DFIC	nesd|NP_610025.1|DMEL
OG0002012	LOC108089818|XP_017043709.1|DFIC	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC108101236|XP_017060975.1|DFIC	Lim3|NP_001260559.1|DMEL
OG0002014	LOC108095188|XP_017051670.1|DFIC	CG10527|NP_611544.1|DMEL
OG0002015	LOC108100810|XP_017060366.1|DFIC	Uro|NP_476779.1|DMEL
OG0002016	LOC108090449|XP_017044621.1|DFIC	babo|NP_476999.1|DMEL
OG0002017	LOC108100059|XP_017059281.1|DFIC	Nos|NP_523541.2|DMEL
OG0002018	LOC108094353|XP_017050382.1|DFIC	Daxx|NP_609035.2|DMEL
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	vir-1|NP_723746.1|DMEL
OG0002020	LOC108094457|XP_017050524.1|DFIC	RanGAP|NP_476712.1|DMEL
OG0002021	LOC108087825|XP_017040883.1|DFIC	tud|NP_476773.1|DMEL
OG0002022	LOC108089932|XP_017043908.1|DFIC	CG14397|NP_001163027.1|DMEL
OG0002023	LOC108087117|XP_017039786.1|DFIC	ry|NP_524337.1|DMEL
OG0002024	LOC108089253|XP_017042908.1|DFIC	CG4968|NP_609375.1|DMEL
OG0002025	LOC108098702|XP_017057304.1|DFIC	salm|NP_723670.2|DMEL
OG0002026	LOC108093584|XP_017049198.1|DFIC	CG7139|NP_649378.1|DMEL
OG0002027	LOC108096603|XP_017053790.1|DFIC	px|NP_726208.1|DMEL
OG0002028	LOC108090805|XP_017045148.1|DFIC	CG5554|NP_001286784.1|DMEL
OG0002029	LOC108089723|XP_017043591.1|DFIC	Sse|NP_523935.1|DMEL
OG0002030	LOC108101920|XP_017061987.1|DFIC	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC108096918|XP_017054358.1|DFIC	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC108098503|XP_017056920.1|DFIC	Snmp1|NP_650953.1|DMEL
OG0002033	LOC108091226|XP_017045820.1|DFIC	Ork1|NP_001285097.1|DMEL
OG0002034	LOC108097225|XP_017054873.1|DFIC	DAAM|NP_001188522.1|DMEL
OG0002035	LOC108099615|XP_017058727.1|DFIC	Dhod|NP_477224.1|DMEL
OG0002036	LOC108098765|XP_017057386.1|DFIC	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC108100207|XP_017059470.1|DFIC	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC108101118|XP_017060827.1|DFIC	CG4390|NP_732486.2|DMEL
OG0002039	LOC108091718|XP_017046549.1|DFIC	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC108100432|XP_017059842.1|DFIC	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC108090432|XP_017044594.1|DFIC	Acsl|NP_001260810.1|DMEL
OG0002042	LOC108093543|XP_017049126.1|DFIC	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC108090217|XP_017044299.1|DFIC	CG2100|NP_649578.1|DMEL
OG0002044	LOC108088454|XP_017041723.1|DFIC	loco|NP_732773.1|DMEL
OG0002045	LOC108099658|XP_017058781.1|DFIC	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC108092801|XP_017048061.1|DFIC	CG11077|NP_651944.1|DMEL
OG0002047	LOC108097406|XP_017055150.1|DFIC	CG14200|NP_573387.1|DMEL
OG0002048	LOC108087914|XP_017040988.1|DFIC	CG10038|NP_650176.3|DMEL
OG0002049	LOC108102032|XP_017062136.1|DFIC	sals|NP_731573.1|DMEL
OG0002050	LOC108097145|XP_017054747.1|DFIC	nsl1|NP_732069.3|DMEL
OG0002051	LOC108086407|XP_017038798.1|DFIC	CG30022|NP_725047.2|DMEL
OG0002052	LOC108089347|XP_017043017.1|DFIC	CG33257|NP_996107.1|DMEL
OG0002053	LOC108099557|XP_017058632.1|DFIC	CG11768|NP_649829.1|DMEL
OG0002054	LOC108090130|XP_017044155.1|DFIC	CG12170|NP_649565.1|DMEL
OG0002055	LOC108088037|XP_017041160.1|DFIC	Tango9|NP_650136.1|DMEL
OG0002056	LOC108089435|XP_017043154.1|DFIC	Gcn5|NP_648586.2|DMEL
OG0002057	LOC108089142|XP_017042752.1|DFIC	CG6144|NP_001033895.1|DMEL
OG0002058	LOC108099146|XP_017057981.1|DFIC	thoc7|NP_728489.2|DMEL
OG0002059	LOC108095851|XP_017052638.1|DFIC	MED28|NP_651397.1|DMEL
OG0002060	LOC108086738|XP_017039259.1|DFIC	jef|NP_610983.1|DMEL
OG0002061	LOC108090902|XP_017045307.1|DFIC	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC108092779|XP_017048013.1|DFIC	bbx|NP_001259770.1|DMEL
OG0002063	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC	APC7|NP_572329.3|DMEL
OG0002064	LOC108100466|XP_017059885.1|DFIC	Rop|NP_523916.2|DMEL
OG0002065	LOC108099106|XP_017057917.1|DFIC	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC108096604|XP_017053800.1|DFIC	Mhcl|NP_732109.2|DMEL
OG0002067	LOC108090806|XP_017045151.1|DFIC	Snap29|NP_523831.1|DMEL
OG0002068	LOC108096882|XP_017054312.1|DFIC	Atg7|NP_611350.1|DMEL
OG0002069	LOC108095714|XP_017052378.1|DFIC	CG17486|NP_001036446.2|DMEL
OG0002070	LOC108092146|XP_017047150.1|DFIC	Fdh|NP_524310.1|DMEL
OG0002071	LOC108095773|XP_017052507.1|DFIC	Osbp|NP_477271.1|DMEL
OG0002072	LOC108093922|XP_017049780.1|DFIC	Rrp42|NP_725517.2|DMEL
OG0002073	LOC108087462|XP_017040313.1|DFIC	Plp|NP_001027574.2|DMEL
OG0002074	LOC108101925|XP_017061993.1|DFIC	CG11807|NP_611017.1|DMEL
OG0002075	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC	SmE|NP_609162.1|DMEL
OG0002076	LOC108096691|XP_017053983.1|DFIC	ReepA|NP_001188988.1|DMEL
OG0002077	LOC108100294|XP_017059581.1|DFIC	mwh|NP_001261244.1|DMEL
OG0002078	LOC108094753|XP_017050999.1|DFIC	CG16935|NP_610914.2|DMEL
OG0002079	LOC108100380|XP_017059723.1|DFIC	Ssk|NP_649184.1|DMEL
OG0002080	LOC108093803|XP_017049598.1|DFIC	CG30456|NP_611188.3|DMEL
OG0002081	LOC108090855|XP_017045225.1|DFIC	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC108090419|XP_017044567.1|DFIC	unc-104|NP_611155.3|DMEL
OG0002083	LOC108092874|XP_017048199.1|DFIC	PsGEF|NP_996333.4|DMEL
OG0002084	LOC108096922|XP_017054362.1|DFIC	CG3500|NP_611783.1|DMEL
OG0002085	LOC108096706|XP_017054028.1|DFIC	CG13506|NP_611666.2|DMEL
OG0002086	LOC108096941|XP_017054388.1|DFIC	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC108100270|XP_017059543.1|DFIC	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC108100427|XP_017059821.1|DFIC	CG32425|NP_730546.1|DMEL
OG0002089	LOC108090405|XP_017044546.1|DFIC	gcl|NP_724708.1|DMEL
OG0002090	LOC108095443|XP_017052041.1|DFIC	Syx13|NP_524054.1|DMEL
OG0002091	LOC108090675|XP_017044950.1|DFIC	CG13575|NP_611903.1|DMEL
OG0002092	LOC108089469|XP_017043211.1|DFIC	fax|NP_524106.3|DMEL
OG0002093	LOC108090763|XP_017045092.1|DFIC	GM130|NP_611642.2|DMEL
OG0002094	LOC108090687|XP_017044962.1|DFIC	PHDP|NP_523834.1|DMEL
OG0002095	LOC108097765|XP_017055776.1|DFIC	Rcd-1|NP_608335.1|DMEL
OG0002096	LOC108086724|XP_017039236.1|DFIC	Asx|NP_001260969.1|DMEL
OG0002097	LOC108090753|XP_017045074.1|DFIC	clos|NP_001097246.3|DMEL
OG0002098	LOC108088876|XP_017042359.1|DFIC	CG7166|NP_649339.2|DMEL
OG0002099	LOC108097612|XP_017055510.1|DFIC	CG9601|NP_649792.3|DMEL
OG0002100	LOC108096419|XP_017053489.1|DFIC	MsrA|NP_001261879.1|DMEL
OG0002101	LOC108090364|XP_017044482.1|DFIC	pdm3|NP_001188885.2|DMEL
OG0002102	LOC108094881|XP_017051201.1|DFIC	tapas|NP_611475.3|DMEL
OG0002103	LOC108097689|XP_017055646.1|DFIC	Coq2|NP_649789.1|DMEL
OG0002105	LOC108101283|XP_017061065.1|DFIC	Iris|NP_608570.1|DMEL
OG0002106	LOC108097718|XP_017055699.1|DFIC	CG9684|NP_649797.2|DMEL
OG0002107	LOC108100064|XP_017059287.1|DFIC	CG12299|NP_609448.1|DMEL
OG0002108	LOC108092220|XP_017047242.1|DFIC	CG42823|NP_001097822.2|DMEL
OG0002109	LOC108086798|XP_017039328.1|DFIC	CAH6|NP_001097987.1|DMEL, CAH16|NP_001287620.1|DMEL
OG0002110	LOC108092661|XP_017047811.1|DFIC	CG33644|NP_001027259.1|DMEL
OG0002111	LOC108098722|XP_017057329.1|DFIC	CG32988|NP_788008.1|DMEL
OG0002111	LOC108098716|XP_017057322.1|DFIC	CG32983|NP_788009.1|DMEL
OG0002112	LOC108098695|XP_017057293.1|DFIC	CG14930|NP_609508.1|DMEL
OG0002113	LOC108091924|XP_017046798.1|DFIC	Sgs5bis|NP_732246.1|DMEL
OG0002113	LOC108091849|XP_017046718.1|DFIC	Sgs5|NP_524388.1|DMEL
OG0002114	LOC108097643|XP_017055561.1|DFIC	janB|NP_476584.2|DMEL
OG0002114	LOC108097713|XP_017055691.1|DFIC	ocn|NP_524578.1|DMEL
OG0002115	LOC108101855|XP_017061864.1|DFIC	CG34188|NP_001097326.1|DMEL
OG0002115	LOC108101857|XP_017061865.1|DFIC	CG30472|NP_725463.2|DMEL
OG0002116	LOC108098348|XP_017056679.1|DFIC	CG10730|NP_610021.3|DMEL
OG0002116	LOC108100191|XP_017059452.1|DFIC	CG9168|NP_612106.2|DMEL
OG0002117	LOC108094936|XP_017051284.1|DFIC	CG7744|NP_611422.2|DMEL
OG0002119	LOC108095813|XP_017052575.1|DFIC	Smg6|NP_651321.1|DMEL
OG0002120	LOC108095035|XP_017051407.1|DFIC	sv|NP_524633.3|DMEL
OG0002121	LOC108086560|XP_017039002.1|DFIC	Usp1|NP_733282.1|DMEL
OG0002123	LOC108100797|XP_017060340.1|DFIC	cdc14|NP_609153.1|DMEL
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	CG32548|NP_728167.1|DMEL
OG0002125	LOC108087657|XP_017040634.1|DFIC	ckn|NP_611009.1|DMEL
OG0002126	LOC108096461|XP_017053557.1|DFIC	tzn|NP_730568.1|DMEL
OG0002127	LOC108098082|XP_017056273.1|DFIC	Ankle2|NP_573221.2|DMEL
OG0002128	LOC108088610|XP_017041984.1|DFIC	HisRS|NP_573305.2|DMEL
OG0002129	LOC108087986|XP_017041076.1|DFIC	Epg5|NP_650752.2|DMEL
OG0002130	LOC108097058|XP_017054583.1|DFIC	CG14795|NP_569925.2|DMEL
OG0002131	LOC108087342|XP_017040171.1|DFIC	CG18600|NP_650708.1|DMEL
OG0002132	LOC108089239|XP_017042889.1|DFIC	RpL7|NP_523531.1|DMEL
OG0002133	LOC108095573|XP_017052213.1|DFIC	Paics|NP_572826.1|DMEL
OG0002134	LOC108092787|XP_017048041.1|DFIC	CG8173|NP_573239.1|DMEL
OG0002135	LOC108097921|XP_017055959.1|DFIC	mys|NP_524793.2|DMEL
OG0002136	LOC108088506|XP_017041826.1|DFIC	trp|NP_476768.1|DMEL
OG0002137	LOC108087143|XP_017039843.1|DFIC	CG5902|NP_651201.1|DMEL
OG0002138	LOC108091108|XP_017045620.1|DFIC	Vps4|NP_573258.1|DMEL
OG0002139	LOC108091302|XP_017045914.1|DFIC	Vap33|NP_570087.1|DMEL
OG0002140	LOC108088683|XP_017042113.1|DFIC	fend|NP_572528.1|DMEL
OG0002141	LOC108094854|XP_017051154.1|DFIC	RpL10|NP_651954.3|DMEL
OG0002142	LOC108098652|XP_017057217.1|DFIC	CG9853|NP_001097680.1|DMEL
OG0002143	LOC108101317|XP_017061109.1|DFIC	Tango14|NP_608577.2|DMEL
OG0002144	LOC108101978|XP_017062062.1|DFIC	Mitf|NP_001245436.1|DMEL
OG0002145	LOC108101124|XP_017060837.1|DFIC	CG5023|NP_650867.1|DMEL
OG0002146	LOC108098557|XP_017057051.1|DFIC	lost|NP_649466.1|DMEL
OG0002147	LOC108095545|XP_017052163.1|DFIC	CG43347|NP_001138185.2|DMEL
OG0002148	LOC108099016|XP_017057739.1|DFIC	CG14969|NP_647809.3|DMEL
OG0002149	LOC108095048|XP_017051439.1|DFIC	4E-T|NP_726619.2|DMEL
OG0002150	LOC108094675|XP_017050880.1|DFIC	drd|NP_001033845.1|DMEL
OG0002151	LOC108089259|XP_017042916.1|DFIC	Nse4|NP_609405.2|DMEL
OG0002152	LOC108087172|XP_017039904.1|DFIC	CG31122|NP_001356888.1|DMEL
