Orthogroup	DFIC.longest_only	SLEB.longest_only
OG0000600	LOC108096855|XP_017054263.1|DFIC	LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC108102235|XP_017062462.1|DFIC	LOC115633839|XP_030387190.1|SLEB
OG0000601	LOC108092484|XP_017047568.1|DFIC	LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC108092616|XP_017047743.1|DFIC, LOC108096814|XP_017054605.1|DFIC	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC108092692|XP_017047889.1|DFIC	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC108092487|XP_017047571.1|DFIC	LOC115630657|XP_030383158.1|SLEB
OG0000604	LOC108092488|XP_017047572.1|DFIC	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC108089988|XP_017043978.1|DFIC	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC108095812|XP_017052574.1|DFIC	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC108097929|XP_017055975.1|DFIC	LOC115620885|XP_030370225.1|SLEB
OG0000607	LOC108098630|XP_017057194.1|DFIC	LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC108095666|XP_017052320.1|DFIC	LOC115625074|XP_030375822.1|SLEB
OG0000608	LOC108095831|XP_017052601.1|DFIC	LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC108095180|XP_017051656.1|DFIC	LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC108088330|XP_017041561.1|DFIC, LOC108090673|XP_017044948.1|DFIC	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC108095187|XP_017051664.1|DFIC	LOC115629627|XP_030381991.1|SLEB
OG0000611	LOC108090540|XP_017044763.1|DFIC	LOC115626533|XP_030377776.1|SLEB
OG0000612	LOC108099729|XP_017058841.1|DFIC, LOC108099728|XP_017058840.1|DFIC, LOC108099978|XP_017059162.1|DFIC	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB
OG0000614	LOC108088439|XP_017041703.1|DFIC	LOC115626391|XP_030377611.1|SLEB
OG0000614	LOC108097486|XP_017055275.1|DFIC	LOC115629316|XP_030381621.1|SLEB
OG0000615	LOC108088613|XP_017041990.1|DFIC	LOC115627692|XP_030379295.1|SLEB
OG0000615	LOC108098877|XP_017057552.1|DFIC	LOC115620406|XP_030369485.1|SLEB
OG0000616	LOC108088564|XP_017041900.1|DFIC	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC108088482|XP_017041769.1|DFIC	LOC115621815|XP_030371461.1|SLEB
OG0000617	LOC108087951|XP_017041029.1|DFIC	LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC108099439|XP_017058465.1|DFIC	LOC115622043|XP_030371775.1|SLEB
OG0000618	LOC108088862|XP_017042328.1|DFIC	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC108087819|XP_017040875.1|DFIC	LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC108088573|XP_017041908.1|DFIC	LOC115627320|XP_030378822.1|SLEB
OG0000620	LOC108096270|XP_017053220.1|DFIC	LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC108093346|XP_017048843.1|DFIC	LOC115620478|XP_030369572.1|SLEB
OG0000621	LOC108092982|XP_017048364.1|DFIC	LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC108093262|XP_017048728.1|DFIC	LOC115622549|XP_030372376.1|SLEB
OG0000622	LOC108096417|XP_017053485.1|DFIC	LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC108100357|XP_017059679.1|DFIC	LOC115624552|XP_030375137.1|SLEB
OG0000623	LOC108086981|XP_017039598.1|DFIC	LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC108096615|XP_017053848.1|DFIC	LOC115633640|XP_030386940.1|SLEB
OG0000625	LOC108093112|XP_017048543.1|DFIC	LOC115622157|XP_030371885.1|SLEB
OG0000625	LOC108093115|XP_017048546.1|DFIC	LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC108090659|XP_017044930.1|DFIC	LOC115634382|XP_030387926.1|SLEB
OG0000626	LOC108087659|XP_017040638.1|DFIC	LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC108099958|XP_017059127.1|DFIC	LOC115633005|XP_030386190.1|SLEB
OG0000627	LOC108101778|XP_017061742.1|DFIC	LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC	LOC115630700|XP_030383212.1|SLEB
OG0000628	LOC108089236|XP_017042886.1|DFIC	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC108092202|XP_017047217.1|DFIC, LOC108089892|XP_017043852.1|DFIC	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC108101731|XP_017061672.1|DFIC	LOC115626220|XP_030377378.1|SLEB
OG0000630	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC108101999|XP_017062086.1|DFIC	LOC115631173|XP_030383722.1|SLEB
OG0000631	LOC108098440|XP_017056821.1|DFIC	LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC108089979|XP_017043969.1|DFIC	LOC115630690|XP_030383200.1|SLEB
OG0000632	LOC108101255|XP_017060999.1|DFIC	LOC115630409|XP_030382802.1|SLEB
OG0000633	LOC108100637|XP_017060128.1|DFIC	LOC115623010|XP_030373041.1|SLEB
OG0000633	LOC108100137|XP_017059378.1|DFIC	LOC115623003|XP_030373028.1|SLEB
OG0000634	LOC108100632|XP_017060126.1|DFIC	LOC115624560|XP_030375149.1|SLEB
OG0000635	LOC108094905|XP_017051239.1|DFIC	LOC115620742|XP_030369999.1|SLEB
OG0000635	LOC108094709|XP_017050935.1|DFIC	LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC108089120|XP_017042724.1|DFIC	LOC115626223|XP_030377382.1|SLEB
OG0000636	LOC108089125|XP_017042730.1|DFIC	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC108097390|XP_017055138.1|DFIC	LOC115627962|XP_030379716.1|SLEB
OG0000637	LOC108097147|XP_017054755.1|DFIC	LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC108095318|XP_017051883.1|DFIC	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC115633115|XP_030386361.1|SLEB
OG0000641	LOC108093455|XP_017049019.1|DFIC, LOC108093524|XP_017049106.1|DFIC	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB
OG0000642	LOC108086615|XP_017039080.1|DFIC	LOC115626067|XP_030377180.1|SLEB
OG0000642	LOC108090007|XP_017043996.1|DFIC	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB
OG0000643	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC, LOC108088357|XP_017041592.1|DFIC	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB
OG0000644	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC	LOC115631644|XP_030384315.1|SLEB
OG0000645	LOC108094823|XP_017051128.1|DFIC	LOC115630471|XP_030382902.1|SLEB
OG0000646	LOC108092115|XP_017047104.1|DFIC	LOC115620235|XP_030369240.1|SLEB
OG0000646	LOC108097589|XP_017055475.1|DFIC	LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC108091815|XP_017046674.1|DFIC	LOC115621967|XP_030371674.1|SLEB
OG0000647	LOC108092934|XP_017048289.1|DFIC	LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC108098144|XP_017056359.1|DFIC	LOC115627944|XP_030379697.1|SLEB
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC108088664|XP_017042081.1|DFIC	LOC115627568|XP_030379152.1|SLEB
OG0000649	LOC108088675|XP_017042098.1|DFIC	LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC115620503|XP_030369617.1|SLEB
OG0000650	LOC108098411|XP_017056795.1|DFIC	LOC115627753|XP_030379398.1|SLEB
OG0000651	LOC108099820|XP_017058938.1|DFIC	LOC115632259|XP_030385191.1|SLEB
OG0000651	LOC108100594|XP_017060064.1|DFIC	LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC108101591|XP_017061492.1|DFIC	LOC115628872|XP_030380991.1|SLEB
OG0000652	LOC108095388|XP_017051956.1|DFIC	LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC108100260|XP_017059526.1|DFIC	LOC115628368|XP_030380304.1|SLEB
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC115621850|XP_030371563.1|SLEB
OG0000656	LOC108088038|XP_017041161.1|DFIC	LOC115623639|XP_030373943.1|SLEB
OG0000656	LOC108088039|XP_017041163.1|DFIC	LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC108098995|XP_017057716.1|DFIC	LOC115624836|XP_030375543.1|SLEB
OG0000657	LOC108092559|XP_017047688.1|DFIC	LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC108098004|XP_017056130.1|DFIC	LOC115627088|XP_030378498.1|SLEB
OG0000658	LOC108098918|XP_017057611.1|DFIC	LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC108092458|XP_017047536.1|DFIC	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC108089211|XP_017042850.1|DFIC	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC108089459|XP_017043192.1|DFIC	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC108089902|XP_017043868.1|DFIC	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC108099830|XP_017058954.1|DFIC	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC108101046|XP_017060713.1|DFIC	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC108098649|XP_017057213.1|DFIC	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC108095908|XP_017052725.1|DFIC	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC108094884|XP_017051208.1|DFIC	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC108091191|XP_017045760.1|DFIC	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC108097309|XP_017055015.1|DFIC, LOC108092042|XP_017046972.1|DFIC	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC108094405|XP_017050460.1|DFIC	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC108091965|XP_017046862.1|DFIC	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC108101675|XP_017061588.1|DFIC	LOC115626945|XP_030378320.1|SLEB
OG0000669	LOC108101672|XP_017061586.1|DFIC	LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC108091360|XP_017046002.1|DFIC	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC108096979|XP_017054445.1|DFIC	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC108102301|XP_017062552.1|DFIC	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC108097618|XP_017055519.1|DFIC	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC108097790|XP_017055810.1|DFIC	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC108095530|XP_017052146.1|DFIC	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC108096180|XP_017053052.1|DFIC	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC	LOC115631118|XP_030383639.1|SLEB
OG0000677	LOC108100688|XP_017060193.1|DFIC	LOC115623186|XP_030373268.1|SLEB
OG0000677	LOC108091239|XP_017045838.1|DFIC	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC108097620|XP_017055525.1|DFIC	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC108091445|XP_017046130.1|DFIC	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC108094609|XP_017050766.1|DFIC	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC108092126|XP_017047119.1|DFIC	LOC115621828|XP_030371496.1|SLEB
OG0000681	LOC108095604|XP_017052258.1|DFIC	LOC115627476|XP_030379015.1|SLEB
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC115620499|XP_030369611.1|SLEB
OG0000684	LOC108088086|XP_017041230.1|DFIC	LOC115624151|XP_030374608.1|SLEB
OG0000684	LOC108091674|XP_017046483.1|DFIC	LOC115620565|XP_030369714.1|SLEB
OG0000685	LOC108095510|XP_017052109.1|DFIC	LOC115629499|XP_030381839.1|SLEB
OG0000685	LOC108098550|XP_017057037.1|DFIC	LOC115623675|XP_030374005.1|SLEB
OG0000686	LOC108094327|XP_017050366.1|DFIC	LOC115625171|XP_030375975.1|SLEB
OG0000686	LOC108087601|XP_017040529.1|DFIC	LOC115633274|XP_030386545.1|SLEB
OG0000687	LOC108094928|XP_017051275.1|DFIC	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB
OG0000687	LOC108099703|XP_017058817.1|DFIC	LOC115633169|XP_030386442.1|SLEB
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC115634831|XP_030388608.1|SLEB
OG0000689	LOC108094057|XP_017049984.1|DFIC	LOC115628671|XP_030380705.1|SLEB
OG0000689	LOC108094056|XP_017049983.1|DFIC	LOC115628661|XP_030380693.1|SLEB
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC115629307|XP_030381612.1|SLEB
OG0000691	LOC108098728|XP_017057338.1|DFIC	LOC115626605|XP_030377857.1|SLEB
OG0000691	LOC108088331|XP_017041562.1|DFIC	LOC115634680|XP_030388399.1|SLEB
OG0000692	LOC108089305|XP_017042970.1|DFIC	LOC115632631|XP_030385721.1|SLEB
OG0000692	LOC108089306|XP_017042972.1|DFIC	LOC115632633|XP_030385722.1|SLEB
OG0000693	LOC108098108|XP_017056312.1|DFIC	LOC115627792|XP_030379472.1|SLEB
OG0000693	LOC108101082|XP_017060770.1|DFIC	LOC115623630|XP_030373932.1|SLEB
OG0000694	LOC108100473|XP_017059892.1|DFIC	LOC115622249|XP_030372007.1|SLEB
OG0000695	LOC108093419|XP_017048953.1|DFIC	LOC115626345|XP_030377554.1|SLEB
OG0000695	LOC108101656|XP_017061564.1|DFIC	LOC115626555|XP_030377793.1|SLEB
OG0000696	LOC108093055|XP_017048451.1|DFIC	LOC115631699|XP_030384387.1|SLEB
OG0000696	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC	LOC115631207|XP_030383771.1|SLEB
OG0000697	LOC108097955|XP_017056053.1|DFIC, LOC108093408|XP_017048934.1|DFIC	LOC115626630|XP_030377894.1|SLEB
OG0000698	LOC108091427|XP_017046106.1|DFIC	LOC115631784|XP_030384478.1|SLEB
OG0000698	LOC108091577|XP_017046343.1|DFIC	LOC115631797|XP_030384494.1|SLEB
OG0000699	LOC108093463|XP_017049034.1|DFIC	LOC115631361|XP_030383939.1|SLEB
OG0000699	LOC108095671|XP_017052326.1|DFIC	LOC115621427|XP_030370939.1|SLEB
OG0000700	LOC108091511|XP_017046249.1|DFIC, LOC108092507|XP_017047614.1|DFIC	LOC115630522|XP_030382986.1|SLEB
OG0000701	LOC108094773|XP_017051035.1|DFIC	LOC115633828|XP_030387176.1|SLEB
OG0000701	LOC108097666|XP_017055604.1|DFIC	LOC115627353|XP_030378861.1|SLEB
OG0000702	LOC108095766|XP_017052490.1|DFIC	LOC115623432|XP_030373638.1|SLEB
OG0000702	LOC108095768|XP_017052501.1|DFIC	LOC115623431|XP_030373622.1|SLEB
OG0000703	LOC108092707|XP_017047914.1|DFIC	LOC115626522|XP_030377762.1|SLEB
OG0000703	LOC108087625|XP_017040569.1|DFIC	LOC115632207|XP_030385123.1|SLEB
OG0000704	LOC108097006|XP_017054494.1|DFIC	LOC115629751|XP_030382150.1|SLEB
OG0000704	LOC108086868|XP_017039419.1|DFIC	LOC115620514|XP_030369639.1|SLEB
OG0000705	LOC108100313|XP_017059606.1|DFIC, LOC108100312|XP_017059603.1|DFIC	LOC115632166|XP_030385053.1|SLEB
OG0000706	LOC108095089|XP_017051514.1|DFIC	LOC115631541|XP_030384176.1|SLEB
OG0000706	LOC108097178|XP_017054806.1|DFIC	LOC115633220|XP_030386469.1|SLEB
OG0000707	LOC108096541|XP_017053716.1|DFIC	LOC115634062|XP_030387466.1|SLEB
OG0000707	LOC108102141|XP_017062299.1|DFIC	LOC115628046|XP_030379850.1|SLEB
OG0000708	LOC108101768|XP_017061722.1|DFIC	LOC115627708|XP_030379316.1|SLEB
OG0000708	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC	LOC115627653|XP_030379253.1|SLEB
OG0000709	LOC108086871|XP_017039422.1|DFIC	LOC115621323|XP_030370803.1|SLEB
OG0000709	LOC108097993|XP_017056116.1|DFIC	LOC115626872|XP_030378240.1|SLEB
OG0000710	LOC108096125|XP_017052991.1|DFIC	LOC115623330|XP_030373453.1|SLEB
OG0000710	LOC108094025|XP_017049944.1|DFIC	LOC115634159|XP_030387599.1|SLEB
OG0000711	LOC108089765|XP_017043645.1|DFIC	LOC115622779|XP_030372697.1|SLEB
OG0000711	LOC108091095|XP_017045600.1|DFIC	LOC115629865|XP_030382313.1|SLEB
OG0000712	LOC108101015|XP_017060668.1|DFIC	LOC115623932|XP_030374352.1|SLEB
OG0000712	LOC108101076|XP_017060763.1|DFIC	LOC115623732|XP_030374102.1|SLEB
OG0000713	LOC108091749|XP_017046583.1|DFIC	LOC115621208|XP_030370649.1|SLEB
OG0000713	LOC108087645|XP_017040598.1|DFIC	LOC115628094|XP_030379931.1|SLEB
OG0000714	LOC108097963|XP_017056067.1|DFIC	LOC115633315|XP_030386605.1|SLEB
OG0000714	LOC108096265|XP_017053214.1|DFIC	LOC115623265|XP_030373395.1|SLEB
OG0000715	LOC108099789|XP_017058907.1|DFIC	LOC115623127|XP_030373195.1|SLEB
OG0000715	LOC108099762|XP_017058880.1|DFIC	LOC115623055|XP_030373093.1|SLEB
OG0000716	LOC108092884|XP_017048214.1|DFIC	LOC115633996|XP_030387379.1|SLEB
OG0000716	LOC108087560|XP_017040476.1|DFIC	LOC115624701|XP_030375377.1|SLEB
OG0000717	LOC108088768|XP_017042210.1|DFIC	LOC115632838|XP_030385954.1|SLEB
OG0000718	LOC108101722|XP_017061661.1|DFIC	LOC115627733|XP_030379356.1|SLEB
OG0000718	LOC108095033|XP_017051402.1|DFIC	LOC115627755|XP_030379400.1|SLEB
OG0000719	LOC108087488|XP_017040365.1|DFIC	LOC115622473|XP_030372276.1|SLEB
OG0000719	LOC108089708|XP_017043543.1|DFIC	LOC115622387|XP_030372171.1|SLEB
OG0000720	LOC108088519|XP_017041848.1|DFIC	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB
OG0000721	LOC108088139|XP_017041292.1|DFIC	LOC115626288|XP_030377472.1|SLEB
OG0000722	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC	LOC115629852|XP_030382337.1|SLEB
OG0000723	LOC108096557|XP_017053735.1|DFIC	LOC115634058|XP_030387461.1|SLEB
OG0000724	LOC108098098|XP_017056297.1|DFIC	LOC115633429|XP_030386749.1|SLEB
OG0000724	LOC108099385|XP_017058373.1|DFIC	LOC115626300|XP_030377488.1|SLEB
OG0000726	LOC108087033|XP_017039690.1|DFIC, LOC108086997|XP_017039620.1|DFIC	LOC115624214|XP_030374686.1|SLEB
OG0000727	LOC108101114|XP_017060822.1|DFIC	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB
OG0000728	LOC108088584|XP_017041923.1|DFIC	LOC115630207|XP_030382636.1|SLEB
OG0000728	LOC108099426|XP_017058443.1|DFIC	LOC115625568|XP_030376522.1|SLEB
OG0000729	LOC108086587|XP_017039036.1|DFIC	LOC115620938|XP_030370310.1|SLEB
OG0000729	LOC108086599|XP_017039059.1|DFIC	LOC115620939|XP_030370311.1|SLEB
OG0000730	LOC108097995|XP_017056121.1|DFIC, LOC108094155|XP_017050084.1|DFIC	LOC115632855|XP_030385975.1|SLEB
OG0000731	LOC108096438|XP_017053521.1|DFIC	LOC115622743|XP_030372650.1|SLEB
OG0000731	LOC108101947|XP_017062022.1|DFIC	LOC115633836|XP_030387186.1|SLEB
OG0000732	LOC108089424|XP_017043116.1|DFIC	LOC115632506|XP_030385555.1|SLEB
OG0000732	LOC108089422|XP_017043115.1|DFIC	LOC115632505|XP_030385554.1|SLEB
OG0000733	LOC108086525|XP_017038942.1|DFIC	LOC115621490|XP_030371018.1|SLEB
OG0000733	LOC108089021|XP_017042595.1|DFIC	LOC115622518|XP_030372333.1|SLEB
OG0000734	LOC108091234|XP_017045831.1|DFIC, LOC108091140|XP_017045664.1|DFIC	LOC115629183|XP_030381425.1|SLEB
OG0000734	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC	LOC115622143|XP_030371864.1|SLEB
OG0000735	LOC108094231|XP_017050179.1|DFIC	LOC115627337|XP_030378842.1|SLEB
OG0000735	LOC108097852|XP_017055878.1|DFIC	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB
OG0000736	LOC108092318|XP_017047341.1|DFIC	LOC115630795|XP_030383313.1|SLEB
OG0000736	LOC108092319|XP_017047343.1|DFIC	LOC115630588|XP_030383066.1|SLEB
OG0000737	LOC108094254|XP_017050204.1|DFIC	LOC115628220|XP_030380078.1|SLEB
OG0000738	LOC108100882|XP_017060480.1|DFIC	LOC115630461|XP_030382886.1|SLEB
OG0000738	LOC108090017|XP_017044006.1|DFIC	LOC115626486|XP_030377730.1|SLEB
OG0000739	LOC108098920|XP_017057613.1|DFIC, LOC108098919|XP_017057612.1|DFIC	LOC115623627|XP_030373927.1|SLEB
OG0000740	LOC108098916|XP_017057607.1|DFIC	LOC115628455|XP_030380428.1|SLEB
OG0000741	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC	LOC115628044|XP_030379847.1|SLEB
OG0000742	LOC108094409|XP_017050465.1|DFIC	LOC115627583|XP_030379167.1|SLEB
OG0000742	LOC108094418|XP_017050478.1|DFIC	LOC115627481|XP_030379020.1|SLEB
OG0000743	LOC108100534|XP_017059984.1|DFIC	LOC115633054|XP_030386259.1|SLEB
OG0000743	LOC108096584|XP_017053773.1|DFIC	LOC115634620|XP_030388329.1|SLEB
OG0000744	LOC108096948|XP_017054403.1|DFIC	LOC115629175|XP_030381413.1|SLEB
OG0000745	LOC108095125|XP_017051555.1|DFIC	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB
OG0000745	LOC108096720|XP_017054048.1|DFIC	LOC115634664|XP_030388387.1|SLEB
OG0000746	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC	LOC115620015|XP_030368977.1|SLEB
OG0000747	LOC108088802|XP_017042260.1|DFIC	LOC115632487|XP_030385525.1|SLEB
OG0000747	LOC108088804|XP_017042264.1|DFIC	LOC115632957|XP_030386116.1|SLEB
OG0000748	LOC108092311|XP_017047335.1|DFIC	LOC115630703|XP_030383216.1|SLEB
OG0000748	LOC108097251|XP_017054921.1|DFIC	LOC115626976|XP_030378352.1|SLEB
OG0000750	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC, LOC108099348|XP_017058317.1|DFIC	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB
OG0000751	LOC108096829|XP_017054223.1|DFIC, LOC108096800|XP_017054172.1|DFIC	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB
OG0000752	LOC108087157|XP_017039869.1|DFIC, LOC108092588|XP_017047724.1|DFIC	LOC115624068|XP_030374514.1|SLEB
OG0000753	LOC108088003|XP_017041103.1|DFIC	LOC115621110|XP_030370512.1|SLEB
OG0000754	LOC108098034|XP_017056179.1|DFIC	LOC115627163|XP_030378607.1|SLEB
OG0000754	LOC108097619|XP_017055520.1|DFIC	LOC115627856|XP_030379577.1|SLEB
OG0000755	LOC108087074|XP_017039739.1|DFIC	LOC115620993|XP_030370373.1|SLEB
OG0000755	LOC108087073|XP_017039736.1|DFIC	LOC115620992|XP_030370371.1|SLEB
OG0000756	LOC108095702|XP_017052363.1|DFIC	LOC115629548|XP_030381890.1|SLEB
OG0000757	LOC108099213|XP_017058082.1|DFIC	LOC115628322|XP_030380237.1|SLEB
OG0000758	LOC108089552|XP_017043381.1|DFIC, LOC108089551|XP_017043378.1|DFIC	LOC115624504|XP_030375069.1|SLEB
OG0000759	LOC108099963|XP_017059143.1|DFIC	LOC115632664|XP_030385757.1|SLEB
OG0000759	LOC108100164|XP_017059420.1|DFIC	LOC115632137|XP_030385012.1|SLEB
OG0000760	LOC108096937|XP_017054380.1|DFIC	LOC115634764|XP_030388519.1|SLEB
OG0000761	LOC108089241|XP_017042892.1|DFIC	LOC115631320|XP_030383897.1|SLEB
OG0000761	LOC108089204|XP_017042840.1|DFIC	LOC115632011|XP_030384801.1|SLEB
OG0000762	LOC108100996|XP_017060650.1|DFIC	LOC115625652|XP_030376640.1|SLEB
OG0000762	LOC108092316|XP_017047339.1|DFIC	LOC115631875|XP_030384584.1|SLEB
OG0000763	LOC108089796|XP_017043681.1|DFIC	LOC115630747|XP_030383261.1|SLEB
OG0000763	LOC108089792|XP_017043676.1|DFIC	LOC115630695|XP_030383207.1|SLEB
OG0000764	LOC108099254|XP_017058115.1|DFIC	LOC115621927|XP_030371631.1|SLEB
OG0000764	LOC108097526|XP_017055353.1|DFIC	LOC115633306|XP_030386585.1|SLEB
OG0000765	LOC108100205|XP_017059469.1|DFIC	LOC115628365|XP_030380302.1|SLEB
OG0000765	LOC108097174|XP_017054801.1|DFIC	LOC115627771|XP_030379429.1|SLEB
OG0000766	LOC108092911|XP_017048259.1|DFIC	LOC115629736|XP_030382131.1|SLEB
OG0000767	LOC108090093|XP_017044084.1|DFIC	LOC115625324|XP_030376207.1|SLEB
OG0000767	LOC108088924|XP_017042429.1|DFIC	LOC115628797|XP_030380869.1|SLEB
OG0000768	LOC108100644|XP_017060136.1|DFIC	LOC115629400|XP_030381717.1|SLEB
OG0000769	LOC108096019|XP_017052858.1|DFIC, LOC108098111|XP_017056314.1|DFIC	LOC115627782|XP_030379452.1|SLEB
OG0000771	LOC108099333|XP_017058299.1|DFIC, LOC108099328|XP_017058287.1|DFIC	LOC115632497|XP_030385534.1|SLEB
