Orthogroup	DFIC.longest_only	DKIK.longest_only
OG0000622	LOC108093262|XP_017048728.1|DFIC	LOC108079023|XP_017028691.1|DKIK
OG0000622	LOC108096417|XP_017053485.1|DFIC	LOC108078615|XP_017028027.1|DKIK
OG0000623	LOC108100357|XP_017059679.1|DFIC	LOC108074006|XP_017021356.1|DKIK
OG0000623	LOC108086981|XP_017039598.1|DFIC	LOC108078295|XP_017027566.1|DKIK
OG0000624	LOC108096616|XP_017053850.1|DFIC	LOC108081185|XP_017031733.1|DKIK
OG0000624	LOC108096615|XP_017053848.1|DFIC	LOC108081184|XP_017031732.1|DKIK
OG0000625	LOC108093112|XP_017048543.1|DFIC	LOC108084418|XP_017036112.1|DKIK
OG0000625	LOC108093115|XP_017048546.1|DFIC	LOC108084393|XP_017036076.1|DKIK
OG0000626	LOC108090659|XP_017044930.1|DFIC	LOC108078051|XP_017027103.1|DKIK
OG0000626	LOC108087659|XP_017040638.1|DFIC	LOC108076515|XP_017024912.1|DKIK
OG0000627	LOC108099958|XP_017059127.1|DFIC	LOC108071875|XP_017018292.1|DKIK
OG0000627	LOC108101778|XP_017061742.1|DFIC	LOC108076113|XP_017024328.1|DKIK
OG0000628	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC	LOC108086261|XP_017038635.1|DKIK
OG0000628	LOC108089236|XP_017042886.1|DFIC	LOC108076896|XP_017025418.1|DKIK
OG0000629	LOC108092202|XP_017047217.1|DFIC	LOC108081482|XP_017032170.1|DKIK
OG0000629	LOC108089892|XP_017043852.1|DFIC	LOC108081399|XP_017032048.1|DKIK
OG0000630	LOC108101731|XP_017061672.1|DFIC	LOC108082830|XP_017033879.1|DKIK
OG0000630	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC	LOC108082796|XP_017033835.1|DKIK
OG0000631	LOC108101999|XP_017062086.1|DFIC	LOC108074611|XP_017022223.1|DKIK
OG0000631	LOC108098440|XP_017056821.1|DFIC	LOC108072625|XP_017019343.1|DKIK
OG0000632	LOC108089979|XP_017043969.1|DFIC	LOC108076936|XP_017025472.1|DKIK
OG0000632	LOC108101255|XP_017060999.1|DFIC	LOC108074390|XP_017021903.1|DKIK
OG0000633	LOC108100637|XP_017060128.1|DFIC	LOC108073828|XP_017021096.1|DKIK
OG0000633	LOC108100137|XP_017059378.1|DFIC	LOC108073771|XP_017021026.1|DKIK
OG0000635	LOC108094905|XP_017051239.1|DFIC	LOC108084176|XP_017035757.1|DKIK
OG0000635	LOC108094709|XP_017050935.1|DFIC	LOC108079714|XP_017029611.1|DKIK
OG0000636	LOC108089120|XP_017042724.1|DFIC	LOC108082705|XP_017033702.1|DKIK
OG0000636	LOC108089125|XP_017042730.1|DFIC	LOC108082716|XP_017033713.1|DKIK
OG0000637	LOC108097390|XP_017055138.1|DFIC	LOC108075983|XP_017024125.1|DKIK
OG0000637	LOC108097147|XP_017054755.1|DFIC	LOC108076118|XP_017024335.1|DKIK
OG0000638	LOC108087276|XP_017040071.1|DFIC	LOC108084584|XP_017036347.1|DKIK
OG0000638	LOC108095318|XP_017051883.1|DFIC	LOC108084497|XP_017036225.1|DKIK
OG0000639	LOC108093061|XP_017048456.1|DFIC	LOC108085804|XP_017038040.1|DKIK
OG0000641	LOC108093524|XP_017049106.1|DFIC	LOC108085384|XP_017037441.1|DKIK
OG0000642	LOC108086615|XP_017039080.1|DFIC	LOC108082317|XP_017033136.1|DKIK
OG0000642	LOC108090007|XP_017043996.1|DFIC	LOC108077329|XP_017026106.1|DKIK
OG0000643	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC	LOC108083624|XP_017034984.1|DKIK
OG0000643	LOC108088357|XP_017041592.1|DFIC	LOC108083623|XP_017034983.1|DKIK
OG0000644	LOC108100603|XP_017060078.1|DFIC	LOC108073875|XP_017021150.1|DKIK
OG0000644	LOC108100184|XP_017059442.1|DFIC	LOC108073783|XP_017021038.1|DKIK
OG0000644	LOC108100176|XP_017059433.1|DFIC	LOC108073784|XP_017021039.1|DKIK
OG0000645	LOC108094823|XP_017051128.1|DFIC	LOC108077371|XP_017026155.1|DKIK
OG0000646	LOC108092115|XP_017047104.1|DFIC	LOC108084599|XP_017036366.1|DKIK
OG0000646	LOC108097589|XP_017055475.1|DFIC	LOC108081121|XP_017031617.1|DKIK
OG0000647	LOC108091815|XP_017046674.1|DFIC	LOC108070657|XP_017016714.1|DKIK
OG0000647	LOC108092934|XP_017048289.1|DFIC	LOC108085755|XP_017037983.1|DKIK
OG0000648	LOC108098144|XP_017056359.1|DFIC	LOC108084227|XP_017035843.1|DKIK
OG0000648	LOC108098155|XP_017056375.1|DFIC	LOC108084297|XP_017035952.1|DKIK
OG0000649	LOC108088664|XP_017042081.1|DFIC	LOC108083604|XP_017034962.1|DKIK
OG0000649	LOC108088675|XP_017042098.1|DFIC	LOC108083350|XP_017034583.1|DKIK
OG0000650	LOC108091957|XP_017046842.1|DFIC	LOC108084541|XP_017036267.1|DKIK
OG0000650	LOC108098411|XP_017056795.1|DFIC	LOC108072475|XP_017019128.1|DKIK
OG0000651	LOC108099820|XP_017058938.1|DFIC	LOC108078903|XP_017028525.1|DKIK
OG0000651	LOC108100594|XP_017060064.1|DFIC	LOC108073486|XP_017020633.1|DKIK
OG0000652	LOC108101591|XP_017061492.1|DFIC	LOC108076803|XP_017025318.1|DKIK
OG0000652	LOC108095388|XP_017051956.1|DFIC	LOC108079433|XP_017029256.1|DKIK
OG0000653	LOC108088002|XP_017041102.1|DFIC	LOC108077719|XP_017026659.1|DKIK
OG0000653	LOC108090201|XP_017044278.1|DFIC	LOC108079129|XP_017028866.1|DKIK
OG0000654	LOC108100260|XP_017059526.1|DFIC	LOC108079125|XP_017028858.1|DKIK
OG0000654	LOC108100423|XP_017059809.1|DFIC	LOC108078754|XP_017028271.1|DKIK
OG0000655	LOC108096630|XP_017053868.1|DFIC	LOC108078258|XP_017027484.1|DKIK
OG0000656	LOC108088038|XP_017041161.1|DFIC	LOC108085637|XP_017037812.1|DKIK
OG0000656	LOC108088039|XP_017041163.1|DFIC	LOC108085638|XP_017037813.1|DKIK
OG0000657	LOC108098995|XP_017057716.1|DFIC	LOC108078517|XP_017027916.1|DKIK
OG0000657	LOC108092559|XP_017047688.1|DFIC	LOC108086102|XP_017038417.1|DKIK
OG0000658	LOC108098004|XP_017056130.1|DFIC	LOC108083861|XP_017035336.1|DKIK
OG0000658	LOC108098918|XP_017057611.1|DFIC	LOC108075610|XP_017023632.1|DKIK
OG0000659	LOC108092458|XP_017047536.1|DFIC	LOC108075870|XP_017023962.1|DKIK
OG0000659	LOC108089211|XP_017042850.1|DFIC	LOC108083490|XP_017034778.1|DKIK
OG0000660	LOC108092545|XP_017047665.1|DFIC	LOC108076373|XP_017024672.1|DKIK
OG0000661	LOC108089459|XP_017043192.1|DFIC	LOC108071541|XP_017017805.1|DKIK
OG0000661	LOC108089902|XP_017043868.1|DFIC	LOC108077120|XP_017025809.1|DKIK
OG0000662	LOC108099830|XP_017058954.1|DFIC	LOC108080704|XP_017031034.1|DKIK
OG0000662	LOC108101046|XP_017060713.1|DFIC	LOC108085545|XP_017037673.1|DKIK
OG0000663	LOC108090716|XP_017045007.1|DFIC	LOC108072370|XP_017018956.1|DKIK
OG0000664	LOC108098649|XP_017057213.1|DFIC	LOC108081758|XP_017032448.1|DKIK
OG0000664	LOC108086500|XP_017038914.1|DFIC	LOC108071230|XP_017017403.1|DKIK
OG0000665	LOC108095673|XP_017052330.1|DFIC	LOC108073299|XP_017020343.1|DKIK
OG0000665	LOC108095908|XP_017052725.1|DFIC	LOC108073369|XP_017020422.1|DKIK
OG0000666	LOC108094884|XP_017051208.1|DFIC	LOC108084127|XP_017035658.1|DKIK
OG0000666	LOC108091191|XP_017045760.1|DFIC	LOC108079237|XP_017029009.1|DKIK
OG0000667	LOC108097309|XP_017055015.1|DFIC	LOC108071691|XP_017017994.1|DKIK
OG0000667	LOC108092042|XP_017046972.1|DFIC	LOC108081509|XP_017032217.1|DKIK
OG0000668	LOC108091965|XP_017046862.1|DFIC	LOC108084170|XP_017035745.1|DKIK
OG0000669	LOC108101675|XP_017061588.1|DFIC	LOC108079134|XP_017028871.1|DKIK
OG0000669	LOC108101672|XP_017061586.1|DFIC	LOC108079183|XP_017028924.1|DKIK
OG0000670	LOC108092929|XP_017048284.1|DFIC	LOC108082858|XP_017033924.1|DKIK
OG0000670	LOC108091360|XP_017046002.1|DFIC	LOC108084682|XP_017036503.1|DKIK
OG0000671	LOC108096979|XP_017054445.1|DFIC	LOC108071215|XP_017017385.1|DKIK
OG0000671	LOC108102301|XP_017062552.1|DFIC	LOC108077687|XP_017026608.1|DKIK
OG0000672	LOC108097618|XP_017055519.1|DFIC	LOC108075092|XP_017022863.1|DKIK
OG0000672	LOC108097790|XP_017055810.1|DFIC	LOC108083372|XP_017034606.1|DKIK
OG0000673	LOC108095530|XP_017052146.1|DFIC	LOC108083475|XP_017034754.1|DKIK
OG0000673	LOC108096180|XP_017053052.1|DFIC	LOC108083097|XP_017034239.1|DKIK
OG0000675	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC	LOC108074866|XP_017022567.1|DKIK
OG0000677	LOC108100688|XP_017060193.1|DFIC	LOC108073822|XP_017021091.1|DKIK
OG0000677	LOC108091239|XP_017045838.1|DFIC	LOC108074131|XP_017021520.1|DKIK
OG0000678	LOC108097620|XP_017055525.1|DFIC	LOC108071447|XP_017017690.1|DKIK
OG0000678	LOC108091445|XP_017046130.1|DFIC	LOC108079157|XP_017028898.1|DKIK
OG0000679	LOC108097531|XP_017055366.1|DFIC	LOC108071699|XP_017018002.1|DKIK
OG0000680	LOC108094609|XP_017050766.1|DFIC	LOC108084638|XP_017036414.1|DKIK
OG0000680	LOC108094482|XP_017050562.1|DFIC	LOC108084675|XP_017036492.1|DKIK
OG0000681	LOC108092126|XP_017047119.1|DFIC	LOC108085641|XP_017037815.1|DKIK
OG0000681	LOC108095604|XP_017052258.1|DFIC	LOC108080288|XP_017030446.1|DKIK
OG0000683	LOC108092081|XP_017047049.1|DFIC	LOC108084603|XP_017036374.1|DKIK, LOC108084534|XP_017036259.1|DKIK
OG0000684	LOC108088086|XP_017041230.1|DFIC	LOC108080442|XP_017030667.1|DKIK
OG0000684	LOC108091674|XP_017046483.1|DFIC	LOC108081086|XP_017031564.1|DKIK
OG0000685	LOC108095510|XP_017052109.1|DFIC	LOC108085236|XP_017037268.1|DKIK
OG0000685	LOC108098550|XP_017057037.1|DFIC	LOC108075614|XP_017023636.1|DKIK
OG0000686	LOC108094327|XP_017050366.1|DFIC	LOC108070538|XP_017016553.1|DKIK
OG0000686	LOC108087601|XP_017040529.1|DFIC	LOC108078985|XP_017028650.1|DKIK
OG0000687	LOC108094928|XP_017051275.1|DFIC	LOC108082131|XP_017032922.1|DKIK
OG0000687	LOC108099703|XP_017058817.1|DFIC	LOC108075059|XP_017022829.1|DKIK
OG0000688	LOC108093847|XP_017049670.1|DFIC	LOC108072914|XP_017019733.1|DKIK
OG0000689	LOC108094057|XP_017049984.1|DFIC	LOC108073146|XP_017020143.1|DKIK
OG0000689	LOC108094056|XP_017049983.1|DFIC	LOC108073145|XP_017020142.1|DKIK
OG0000690	LOC108095501|XP_017052096.1|DFIC	LOC108079228|XP_017029000.1|DKIK
OG0000691	LOC108098728|XP_017057338.1|DFIC	LOC108074812|XP_017022497.1|DKIK
OG0000691	LOC108088331|XP_017041562.1|DFIC	LOC108085522|XP_017037643.1|DKIK
OG0000692	LOC108089305|XP_017042970.1|DFIC	LOC108071478|XP_017017726.1|DKIK
OG0000692	LOC108089306|XP_017042972.1|DFIC	LOC108071479|XP_017017727.1|DKIK
OG0000693	LOC108098108|XP_017056312.1|DFIC	LOC108083567|XP_017034912.1|DKIK
OG0000693	LOC108101082|XP_017060770.1|DFIC	LOC108073438|XP_017020551.1|DKIK
OG0000694	LOC108091238|XP_017045833.1|DFIC	LOC108080146|XP_017030269.1|DKIK
OG0000694	LOC108100473|XP_017059892.1|DFIC	LOC108073998|XP_017021340.1|DKIK
OG0000695	LOC108093419|XP_017048953.1|DFIC	LOC108082751|XP_017033756.1|DKIK
OG0000695	LOC108101656|XP_017061564.1|DFIC	LOC108082750|XP_017033755.1|DKIK
OG0000696	LOC108093055|XP_017048451.1|DFIC	LOC108085253|XP_017037293.1|DKIK
OG0000696	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC	LOC108076939|XP_017025476.1|DKIK
OG0000697	LOC108097955|XP_017056053.1|DFIC	LOC108080046|XP_017030114.1|DKIK
OG0000697	LOC108093408|XP_017048934.1|DFIC	LOC108082242|XP_017033070.1|DKIK
OG0000698	LOC108091427|XP_017046106.1|DFIC	LOC108074270|XP_017021730.1|DKIK
OG0000698	LOC108091577|XP_017046343.1|DFIC	LOC108074264|XP_017021724.1|DKIK
OG0000699	LOC108093463|XP_017049034.1|DFIC	LOC108072863|XP_017019669.1|DKIK
OG0000699	LOC108095671|XP_017052326.1|DFIC	LOC108083649|XP_017035010.1|DKIK
OG0000700	LOC108091511|XP_017046249.1|DFIC	LOC108079104|XP_017028827.1|DKIK
OG0000700	LOC108092507|XP_017047614.1|DFIC	LOC108077455|XP_017026266.1|DKIK
OG0000701	LOC108094773|XP_017051035.1|DFIC	LOC108070795|XP_017016884.1|DKIK
OG0000701	LOC108097666|XP_017055604.1|DFIC	LOC108071853|XP_017018260.1|DKIK
OG0000702	LOC108095766|XP_017052490.1|DFIC	LOC108077600|XP_017026483.1|DKIK
OG0000702	LOC108095768|XP_017052501.1|DFIC	LOC108082899|XP_017034041.1|DKIK
OG0000703	LOC108092707|XP_017047914.1|DFIC	LOC108085303|XP_017037349.1|DKIK
OG0000703	LOC108087625|XP_017040569.1|DFIC	LOC108082552|XP_017033486.1|DKIK
OG0000704	LOC108097006|XP_017054494.1|DFIC	LOC108071686|XP_017017989.1|DKIK
OG0000704	LOC108086868|XP_017039419.1|DFIC	LOC108086018|XP_017038317.1|DKIK
OG0000705	LOC108100313|XP_017059606.1|DFIC	LOC108079057|XP_017028755.1|DKIK
OG0000705	LOC108100312|XP_017059603.1|DFIC	LOC108079056|XP_017028752.1|DKIK
OG0000706	LOC108095089|XP_017051514.1|DFIC	LOC108074272|XP_017021732.1|DKIK
OG0000706	LOC108097178|XP_017054806.1|DFIC	LOC108080504|XP_017030761.1|DKIK
OG0000707	LOC108096541|XP_017053716.1|DFIC	LOC108072249|XP_017018799.1|DKIK
OG0000707	LOC108102141|XP_017062299.1|DFIC	LOC108083906|XP_017035391.1|DKIK
OG0000708	LOC108101768|XP_017061722.1|DFIC	LOC108076059|XP_017024235.1|DKIK
OG0000708	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC	LOC108083464|XP_017034736.1|DKIK
OG0000709	LOC108086871|XP_017039422.1|DFIC	LOC108073680|XP_017020896.1|DKIK
OG0000709	LOC108097993|XP_017056116.1|DFIC	LOC108079956|XP_017030004.1|DKIK
OG0000710	LOC108096125|XP_017052991.1|DFIC	LOC108084057|XP_017035565.1|DKIK
OG0000710	LOC108094025|XP_017049944.1|DFIC	LOC108073036|XP_017019986.1|DKIK
OG0000711	LOC108089765|XP_017043645.1|DFIC	LOC108071897|XP_017018316.1|DKIK, LOC108071884|XP_017018302.1|DKIK
OG0000711	LOC108091095|XP_017045600.1|DFIC	LOC108080141|XP_017030264.1|DKIK
OG0000712	LOC108101015|XP_017060668.1|DFIC	LOC108073287|XP_017020333.1|DKIK
OG0000712	LOC108101076|XP_017060763.1|DFIC	LOC108073388|XP_017020465.1|DKIK
OG0000713	LOC108091749|XP_017046583.1|DFIC	LOC108070668|XP_017016729.1|DKIK
OG0000713	LOC108087645|XP_017040598.1|DFIC	LOC108082348|XP_017033173.1|DKIK
OG0000714	LOC108097963|XP_017056067.1|DFIC	LOC108071238|XP_017017411.1|DKIK
OG0000714	LOC108096265|XP_017053214.1|DFIC	LOC108078824|XP_017028400.1|DKIK
OG0000715	LOC108099789|XP_017058907.1|DFIC	LOC108080630|XP_017030943.1|DKIK
OG0000715	LOC108099762|XP_017058880.1|DFIC	LOC108080586|XP_017030880.1|DKIK
OG0000716	LOC108092884|XP_017048214.1|DFIC	LOC108073683|XP_017020898.1|DKIK
OG0000716	LOC108087560|XP_017040476.1|DFIC	LOC108072801|XP_017019576.1|DKIK
OG0000717	LOC108088768|XP_017042210.1|DFIC	LOC108072735|XP_017019491.1|DKIK
OG0000718	LOC108101722|XP_017061661.1|DFIC	LOC108072215|XP_017018765.1|DKIK
OG0000718	LOC108095033|XP_017051402.1|DFIC	LOC108079305|XP_017029074.1|DKIK
OG0000719	LOC108087488|XP_017040365.1|DFIC	LOC108078741|XP_017028253.1|DKIK
OG0000719	LOC108089708|XP_017043543.1|DFIC	LOC108071564|XP_017017834.1|DKIK
OG0000720	LOC108088519|XP_017041848.1|DFIC	LOC108077834|XP_017026849.1|DKIK
OG0000721	LOC108088139|XP_017041292.1|DFIC	LOC108072516|XP_017019175.1|DKIK
OG0000722	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC	LOC108070750|XP_017016836.1|DKIK
OG0000723	LOC108096557|XP_017053735.1|DFIC	LOC108080868|XP_017031260.1|DKIK, LOC108080952|XP_017031353.1|DKIK
OG0000724	LOC108098098|XP_017056297.1|DFIC	LOC108074177|XP_017021602.1|DKIK
OG0000724	LOC108099385|XP_017058373.1|DFIC	LOC108073732|XP_017020980.1|DKIK
OG0000726	LOC108087033|XP_017039690.1|DFIC	LOC108070648|XP_017016706.1|DKIK
OG0000726	LOC108086997|XP_017039620.1|DFIC	LOC108070665|XP_017016725.1|DKIK
OG0000727	LOC108101114|XP_017060822.1|DFIC	LOC108084380|XP_017036061.1|DKIK
OG0000728	LOC108088584|XP_017041923.1|DFIC	LOC108071694|XP_017017997.1|DKIK
OG0000728	LOC108099426|XP_017058443.1|DFIC	LOC108073376|XP_017020439.1|DKIK
OG0000729	LOC108086587|XP_017039036.1|DFIC	LOC108085022|XP_017036957.1|DKIK
OG0000729	LOC108086599|XP_017039059.1|DFIC	LOC108085023|XP_017036958.1|DKIK
OG0000730	LOC108097995|XP_017056121.1|DFIC	LOC108078718|XP_017028206.1|DKIK
OG0000730	LOC108094155|XP_017050084.1|DFIC	LOC108074512|XP_017022078.1|DKIK
OG0000731	LOC108096438|XP_017053521.1|DFIC	LOC108078970|XP_017028624.1|DKIK
OG0000731	LOC108101947|XP_017062022.1|DFIC	LOC108076237|XP_017024472.1|DKIK
OG0000732	LOC108089424|XP_017043116.1|DFIC	LOC108078694|XP_017028134.1|DKIK
OG0000732	LOC108089422|XP_017043115.1|DFIC	LOC108078695|XP_017028136.1|DKIK
OG0000733	LOC108089021|XP_017042595.1|DFIC	LOC108086012|XP_017038312.1|DKIK
OG0000734	LOC108091234|XP_017045831.1|DFIC, LOC108091140|XP_017045664.1|DFIC	LOC108081454|XP_017032133.1|DKIK
OG0000734	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC	LOC108073498|XP_017020647.1|DKIK
OG0000735	LOC108097852|XP_017055878.1|DFIC	LOC108077286|XP_017026052.1|DKIK
OG0000736	LOC108092318|XP_017047341.1|DFIC	LOC108085357|XP_017037416.1|DKIK
OG0000736	LOC108092319|XP_017047343.1|DFIC	LOC108085350|XP_017037404.1|DKIK
OG0000737	LOC108094254|XP_017050204.1|DFIC	LOC108076476|XP_017024853.1|DKIK
OG0000738	LOC108100882|XP_017060480.1|DFIC	LOC108077040|XP_017025659.1|DKIK
OG0000738	LOC108090017|XP_017044006.1|DFIC	LOC108077367|XP_017026152.1|DKIK
OG0000739	LOC108098920|XP_017057613.1|DFIC	LOC108075611|XP_017023633.1|DKIK
OG0000739	LOC108098919|XP_017057612.1|DFIC	LOC108075657|XP_017023694.1|DKIK
OG0000740	LOC108098916|XP_017057607.1|DFIC	LOC108083172|XP_017034348.1|DKIK
OG0000741	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC	LOC108083876|XP_017035354.1|DKIK
OG0000742	LOC108094409|XP_017050465.1|DFIC	LOC108080040|XP_017030106.1|DKIK
OG0000742	LOC108094418|XP_017050478.1|DFIC	LOC108080178|XP_017030315.1|DKIK
OG0000743	LOC108100534|XP_017059984.1|DFIC	LOC108075241|XP_017023086.1|DKIK
OG0000743	LOC108096584|XP_017053773.1|DFIC	LOC108072242|XP_017018792.1|DKIK
OG0000744	LOC108096948|XP_017054403.1|DFIC	LOC108078531|XP_017027932.1|DKIK
OG0000745	LOC108095125|XP_017051555.1|DFIC	LOC108078033|XP_017027083.1|DKIK
OG0000745	LOC108096720|XP_017054048.1|DFIC	LOC108078546|XP_017027950.1|DKIK
OG0000746	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC	LOC108076599|XP_017025001.1|DKIK
OG0000747	LOC108088802|XP_017042260.1|DFIC	LOC108079115|XP_017028844.1|DKIK
OG0000747	LOC108088804|XP_017042264.1|DFIC	LOC108083325|XP_017034558.1|DKIK
OG0000748	LOC108092311|XP_017047335.1|DFIC	LOC108077369|XP_017026154.1|DKIK
OG0000750	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC	LOC108082316|XP_017033135.1|DKIK, LOC108082584|XP_017033532.1|DKIK
OG0000750	LOC108099348|XP_017058317.1|DFIC	LOC108073345|XP_017020399.1|DKIK
OG0000751	LOC108096829|XP_017054223.1|DFIC	LOC108076570|XP_017024970.1|DKIK, LOC108076569|XP_017024969.1|DKIK
OG0000751	LOC108096800|XP_017054172.1|DFIC	LOC108076571|XP_017024971.1|DKIK
OG0000753	LOC108088003|XP_017041103.1|DFIC	LOC108077811|XP_017026818.1|DKIK
OG0000753	LOC108096181|XP_017053054.1|DFIC	LOC108078637|XP_017028055.1|DKIK
OG0000754	LOC108098034|XP_017056179.1|DFIC	LOC108077035|XP_017025657.1|DKIK
OG0000754	LOC108097619|XP_017055520.1|DFIC	LOC108075221|XP_017023052.1|DKIK
OG0000755	LOC108087074|XP_017039739.1|DFIC	LOC108074038|XP_017021395.1|DKIK
OG0000755	LOC108087073|XP_017039736.1|DFIC	LOC108074041|XP_017021398.1|DKIK
OG0000756	LOC108095702|XP_017052363.1|DFIC	LOC108073593|XP_017020776.1|DKIK
OG0000756	LOC108095713|XP_017052374.1|DFIC	LOC108073594|XP_017020777.1|DKIK
OG0000757	LOC108099213|XP_017058082.1|DFIC	LOC108079838|XP_017029830.1|DKIK
OG0000758	LOC108089552|XP_017043381.1|DFIC	LOC108071503|XP_017017755.1|DKIK
OG0000758	LOC108089551|XP_017043378.1|DFIC	LOC108071501|XP_017017752.1|DKIK
OG0000759	LOC108099963|XP_017059143.1|DFIC	LOC108075098|XP_017022871.1|DKIK
OG0000759	LOC108100164|XP_017059420.1|DFIC	LOC108075327|XP_017023221.1|DKIK
OG0000760	LOC108096937|XP_017054380.1|DFIC	LOC108076192|XP_017024412.1|DKIK
OG0000761	LOC108089241|XP_017042892.1|DFIC	LOC108077102|XP_017025776.1|DKIK
OG0000761	LOC108089204|XP_017042840.1|DFIC	LOC108076899|XP_017025423.1|DKIK
OG0000762	LOC108100996|XP_017060650.1|DFIC	LOC108074861|XP_017022563.1|DKIK
OG0000762	LOC108092316|XP_017047339.1|DFIC	LOC108077358|XP_017026141.1|DKIK
OG0000763	LOC108089796|XP_017043681.1|DFIC	LOC108081373|XP_017032016.1|DKIK
OG0000763	LOC108089792|XP_017043676.1|DFIC	LOC108081376|XP_017032018.1|DKIK
OG0000764	LOC108099254|XP_017058115.1|DFIC	LOC108075393|XP_017023292.1|DKIK
OG0000764	LOC108097526|XP_017055353.1|DFIC	LOC108071766|XP_017018095.1|DKIK
OG0000765	LOC108100205|XP_017059469.1|DFIC	LOC108079037|XP_017028707.1|DKIK
OG0000765	LOC108097174|XP_017054801.1|DFIC	LOC108084679|XP_017036499.1|DKIK
OG0000766	LOC108093465|XP_017049039.1|DFIC	LOC108082721|XP_017033717.1|DKIK
OG0000766	LOC108092911|XP_017048259.1|DFIC	LOC108076048|XP_017024211.1|DKIK
OG0000767	LOC108090093|XP_017044084.1|DFIC	LOC108075363|XP_017023262.1|DKIK
OG0000767	LOC108088924|XP_017042429.1|DFIC	LOC108083293|XP_017034518.1|DKIK
OG0000768	LOC108100644|XP_017060136.1|DFIC	LOC108075006|XP_017022740.1|DKIK
OG0000769	LOC108096019|XP_017052858.1|DFIC	LOC108081048|XP_017031507.1|DKIK
OG0000769	LOC108098111|XP_017056314.1|DFIC	LOC108078219|XP_017027399.1|DKIK
OG0000770	LOC108093897|XP_017049746.1|DFIC	LOC108073098|XP_017020074.1|DKIK
OG0000771	LOC108099333|XP_017058299.1|DFIC	LOC108080572|XP_017030869.1|DKIK
OG0000771	LOC108099328|XP_017058287.1|DFIC	LOC108080560|XP_017030858.1|DKIK
OG0000772	LOC108090642|XP_017044909.1|DFIC	LOC108072236|XP_017018787.1|DKIK
OG0000772	LOC108087626|XP_017040572.1|DFIC	LOC108082553|XP_017033489.1|DKIK
OG0000773	LOC108101522|XP_017061380.1|DFIC	LOC108076611|XP_017025015.1|DKIK
OG0000773	LOC108098603|XP_017057158.1|DFIC	LOC108080946|XP_017031342.1|DKIK
OG0000773	LOC108101478|XP_017061316.1|DFIC, LOC108092312|XP_017047336.1|DFIC, LOC108099017|XP_017057740.1|DFIC, LOC108101996|XP_017062079.1|DFIC	LOC108083543|XP_017034877.1|DKIK
OG0000774	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC	LOC108072193|XP_017018741.1|DKIK, LOC108072192|XP_017018739.1|DKIK
OG0000775	LOC108087823|XP_017040881.1|DFIC	LOC108081803|XP_017032528.1|DKIK
OG0000775	LOC108096565|XP_017053748.1|DFIC	LOC108085130|XP_017037123.1|DKIK
OG0000776	LOC108091981|XP_017046879.1|DFIC, LOC108100513|XP_017059957.1|DFIC, LOC108100514|XP_017059959.1|DFIC	LOC108083114|XP_017034265.1|DKIK, LOC108083115|XP_017034267.1|DKIK
OG0000777	LOC108091853|XP_017046721.1|DFIC, LOC108091939|XP_017046816.1|DFIC	LOC108075375|XP_017023275.1|DKIK, LOC108075373|XP_017023273.1|DKIK, LOC108075374|XP_017023274.1|DKIK
OG0000778	LOC108089734|XP_017043605.1|DFIC	LOC108085994|XP_017038284.1|DKIK
OG0000778	LOC108101729|XP_017061669.1|DFIC	LOC108085897|XP_017038155.1|DKIK
OG0000779	LOC108088696|XP_017042126.1|DFIC	LOC108083785|XP_017035200.1|DKIK
OG0000780	LOC108090701|XP_017044981.1|DFIC	LOC108078537|XP_017027937.1|DKIK
OG0000781	LOC108098052|XP_017056222.1|DFIC	LOC108083493|XP_017034782.1|DKIK
OG0000782	LOC108100417|XP_017059797.1|DFIC	LOC108073826|XP_017021095.1|DKIK
OG0000782	LOC108095627|XP_017052284.1|DFIC	LOC108083360|XP_017034592.1|DKIK
OG0000783	LOC108100691|XP_017060199.1|DFIC	LOC108073809|XP_017021073.1|DKIK
OG0000783	LOC108097250|XP_017054920.1|DFIC	LOC108079152|XP_017028889.1|DKIK
OG0000784	LOC108097980|XP_017056086.1|DFIC	LOC108080095|XP_017030193.1|DKIK
OG0000785	LOC108097766|XP_017055778.1|DFIC	LOC108070644|XP_017016701.1|DKIK
OG0000785	LOC108088472|XP_017041748.1|DFIC	LOC108083987|XP_017035488.1|DKIK
OG0000786	LOC108098514|XP_017056957.1|DFIC	LOC108084831|XP_017036683.1|DKIK
