Orthogroup	DFIC.longest_only	DSUZ.longest_only
OG0001795	LOC108098203|XP_017056429.1|DFIC, LOC108097569|XP_017055484.1|DFIC	LOC108015600|XP_016937582.1|DSUZ
OG0001796	LOC108097876|XP_017055900.1|DFIC	LOC108005307|XP_036677039.1|DSUZ
OG0001797	LOC108098416|XP_017056799.1|DFIC	LOC108020342|XP_036669948.1|DSUZ
OG0001798	LOC108093875|XP_017049706.1|DFIC	LOC108008726|XP_016928114.1|DSUZ
OG0001799	LOC108097868|XP_017055893.1|DFIC	LOC108014948|XP_036676690.1|DSUZ
OG0001800	LOC108094157|XP_017050092.1|DFIC, LOC108100902|XP_017060504.1|DFIC	LOC108021502|XP_016945740.1|DSUZ
OG0001801	LOC108087575|XP_017040495.1|DFIC	LOC108013559|XP_016934963.1|DSUZ
OG0001802	LOC108099621|XP_017058733.1|DFIC	LOC108007983|XP_036673002.1|DSUZ
OG0001803	LOC108098600|XP_017057150.1|DFIC	LOC118877569|XP_036672685.1|DSUZ, LOC108014874|XP_016936579.1|DSUZ
OG0001804	LOC108090179|XP_017044251.1|DFIC	LOC108016277|XP_016938393.1|DSUZ
OG0001805	LOC108089001|XP_017042561.1|DFIC	LOC108013197|XP_016934395.1|DSUZ
OG0001806	LOC108092056|XP_017047003.1|DFIC	LOC108011514|XP_016932159.2|DSUZ
OG0001807	LOC108097418|XP_017055173.1|DFIC	LOC108004928|XP_016923516.1|DSUZ
OG0001808	LOC108102035|XP_017062144.1|DFIC	LOC118877950|XP_036674587.1|DSUZ
OG0001809	LOC108091397|XP_017046070.1|DFIC	LOC118878031|XP_036675053.1|DSUZ, LOC108014153|XP_036674969.1|DSUZ
OG0001810	LOC108091669|XP_017046471.1|DFIC	LOC108011015|XP_016931530.2|DSUZ
OG0001811	LOC108101599|XP_017061501.1|DFIC	LOC108019929|XP_036670061.1|DSUZ
OG0001812	LOC108097419|XP_017055172.1|DFIC	LOC108015188|XP_016936991.1|DSUZ
OG0001813	LOC108101043|XP_017060711.1|DFIC	LOC108014173|XP_036672659.1|DSUZ
OG0001814	LOC108098574|XP_017057097.1|DFIC	LOC108016093|XP_016938179.2|DSUZ
OG0001815	LOC108090209|XP_017044290.1|DFIC	LOC108006734|XP_016925767.1|DSUZ
OG0001816	LOC108094911|XP_017051246.1|DFIC	LOC108019626|XP_016942997.1|DSUZ
OG0001817	LOC108090696|XP_017044968.1|DFIC	LOC108009274|XP_016928978.1|DSUZ
OG0001818	LOC108091233|XP_017045828.1|DFIC	LOC108021792|XP_016946084.2|DSUZ
OG0001819	LOC108090819|XP_017045168.1|DFIC	LOC108009608|XP_016929583.1|DSUZ
OG0001820	LOC108095322|XP_017051890.1|DFIC	LOC108004696|XP_016923196.1|DSUZ
OG0001821	LOC108101940|XP_017062013.1|DFIC	LOC108008588|XP_016927956.1|DSUZ
OG0001822	LOC108096971|XP_017054438.1|DFIC	LOC108008449|XP_016927792.1|DSUZ
OG0001823	LOC108099834|XP_017058955.1|DFIC	LOC108013936|XP_016935435.1|DSUZ
OG0001824	LOC108094140|XP_017050061.1|DFIC	LOC108021789|XP_016946085.1|DSUZ
OG0001825	LOC108094763|XP_017051010.1|DFIC	LOC108009181|XP_036669128.1|DSUZ
OG0001826	LOC108096791|XP_017054159.1|DFIC	LOC108008401|XP_016927735.1|DSUZ
OG0001827	LOC108093680|XP_017049346.1|DFIC	LOC108009117|XP_016928680.1|DSUZ
OG0001828	LOC108088652|XP_017042068.1|DFIC	LOC108004678|XP_016923155.1|DSUZ
OG0001829	LOC108087754|XP_017040771.1|DFIC	LOC108008506|XP_016927861.1|DSUZ
OG0001830	LOC108096956|XP_017054413.1|DFIC	LOC108008460|XP_016927803.1|DSUZ
OG0001831	LOC108099747|XP_017058861.1|DFIC	LOC108018642|XP_036671334.1|DSUZ
OG0001832	LOC108097324|XP_017055034.1|DFIC	LOC108021815|XP_016946107.1|DSUZ
OG0001833	LOC108090729|XP_017045032.1|DFIC	LOC108017805|XP_016940441.1|DSUZ
OG0001834	LOC108098849|XP_017057500.1|DFIC	LOC108007646|XP_016926857.1|DSUZ
OG0001837	LOC108099175|XP_017058029.1|DFIC	LOC108012556|XP_016933458.1|DSUZ
OG0001838	LOC108094947|XP_017051298.1|DFIC	LOC108019930|XP_016943528.1|DSUZ
OG0001839	LOC108094866|XP_017051177.1|DFIC	LOC108020898|XP_016944842.1|DSUZ, LOC108008833|XP_016928229.1|DSUZ
OG0001840	LOC108094346|XP_017050378.1|DFIC	LOC108013066|XP_016934176.1|DSUZ
OG0001840	LOC108094347|XP_017050379.1|DFIC	LOC108021591|XP_016945870.1|DSUZ, LOC108021592|XP_016945871.1|DSUZ
OG0001841	LOC108100223|XP_017059489.1|DFIC	LOC108012880|XP_016933859.1|DSUZ
OG0001841	LOC108100326|XP_017059622.1|DFIC	LOC108012879|XP_016933858.1|DSUZ
OG0001842	LOC108099004|XP_017057725.1|DFIC	LOC108012453|XP_036670805.1|DSUZ
OG0001842	LOC108100839|XP_017060401.1|DFIC	LOC108009272|XP_016928979.1|DSUZ, LOC108009751|XP_016929852.1|DSUZ
OG0001843	LOC108088855|XP_017042319.1|DFIC, LOC108088853|XP_017042317.1|DFIC, LOC108088852|XP_017042315.1|DFIC, LOC108088856|XP_017042320.1|DFIC	LOC118877231|XP_036670657.1|DSUZ, LOC108010652|XP_016931039.2|DSUZ, LOC108010651|XP_016931038.2|DSUZ, LOC108010667|XP_036670658.1|DSUZ
OG0001844	LOC108087480|XP_017040347.1|DFIC, LOC108087483|XP_017040349.1|DFIC	LOC108018325|XP_016941355.2|DSUZ, LOC108012785|XP_016933708.2|DSUZ
OG0001845	LOC108095067|XP_017051479.1|DFIC	LOC108010988|XP_016931501.1|DSUZ
OG0001845	LOC108096550|XP_017053728.1|DFIC	LOC108008756|XP_016928142.1|DSUZ
OG0001846	LOC108091899|XP_017046772.1|DFIC	LOC108020784|XP_036674514.1|DSUZ
OG0001846	LOC108091905|XP_017046778.1|DFIC	LOC108020802|XP_036674523.1|DSUZ
OG0001848	LOC108098859|XP_017057519.1|DFIC	LOC108020211|XP_036677710.1|DSUZ
OG0001848	LOC108094954|XP_017051309.1|DFIC	LOC108019457|XP_036677826.1|DSUZ
OG0001849	LOC108087271|XP_017040067.1|DFIC	LOC108017500|XP_016940045.2|DSUZ
OG0001850	LOC108095032|XP_017051395.1|DFIC	LOC108020388|XP_016944141.1|DSUZ
OG0001851	LOC108095012|XP_017051344.1|DFIC	LOC108020391|XP_016944144.1|DSUZ
OG0001852	LOC108098984|XP_017057689.1|DFIC	LOC108012801|XP_016933726.1|DSUZ
OG0001853	LOC108095764|XP_017052447.1|DFIC	LOC108010888|XP_036675307.1|DSUZ
OG0001854	LOC108094722|XP_017050953.1|DFIC	LOC108005336|XP_016924056.1|DSUZ
OG0001855	LOC108090281|XP_017044382.1|DFIC	LOC108008911|XP_016928307.1|DSUZ
OG0001856	LOC108088710|XP_017042142.1|DFIC	LOC108015025|XP_016936743.1|DSUZ
OG0001857	LOC108097484|XP_017055272.1|DFIC	LOC108015418|XP_016937337.1|DSUZ
OG0001858	LOC108088631|XP_017042037.1|DFIC	LOC108004837|XP_036675970.1|DSUZ
OG0001859	LOC108092794|XP_017048055.1|DFIC	LOC108013840|XP_016935316.1|DSUZ, LOC108011213|XP_036676055.1|DSUZ
OG0001860	LOC108099847|XP_017058983.1|DFIC	LOC108007545|XP_036671594.1|DSUZ
OG0001861	LOC108095797|XP_017052549.1|DFIC	LOC108005682|XP_016924497.1|DSUZ
OG0001862	LOC108097958|XP_017056055.1|DFIC	LOC108015168|XP_016936934.1|DSUZ
OG0001863	LOC108097559|XP_017055429.1|DFIC	LOC108015801|XP_016937850.2|DSUZ, LOC108013721|XP_016935150.1|DSUZ
OG0001864	LOC108098808|XP_017057438.1|DFIC	LOC108015610|XP_016937588.2|DSUZ, LOC108014530|XP_036673692.1|DSUZ
OG0001865	LOC108098063|XP_017056241.1|DFIC	LOC108005380|XP_016924129.1|DSUZ
OG0001866	LOC108087065|XP_017039729.1|DFIC	LOC108018462|XP_036673921.1|DSUZ
OG0001867	LOC108099839|XP_017058959.1|DFIC	LOC108004803|XP_036670484.1|DSUZ
OG0001868	LOC108093425|XP_017048967.1|DFIC	LOC108021718|XP_016946044.1|DSUZ
OG0001869	LOC108093362|XP_017048871.1|DFIC	LOC118877870|XP_036674088.1|DSUZ, LOC108017428|XP_016939946.2|DSUZ
OG0001870	LOC108092888|XP_017048221.1|DFIC	LOC108011136|XP_016931700.1|DSUZ
OG0001871	LOC108091125|XP_017045645.1|DFIC	LOC108016787|XP_016939043.1|DSUZ
OG0001872	LOC108099605|XP_017058713.1|DFIC	LOC108017240|XP_016939726.1|DSUZ
OG0001873	LOC108098601|XP_017057152.1|DFIC	LOC118877827|XP_036673890.1|DSUZ, LOC118878781|XP_036677674.1|DSUZ, LOC108011650|XP_016932331.1|DSUZ
OG0001874	LOC108095829|XP_017052600.1|DFIC	LOC108006605|XP_036673214.1|DSUZ
OG0001875	LOC108086828|XP_017039363.1|DFIC	LOC108012167|XP_016932952.2|DSUZ
OG0001876	LOC108094646|XP_017050845.1|DFIC	LOC108018985|XP_016942081.1|DSUZ
OG0001877	LOC108097201|XP_017054835.1|DFIC	LOC108018954|XP_016942046.1|DSUZ
OG0001878	LOC108091582|XP_017046347.1|DFIC	LOC108018300|XP_016941323.1|DSUZ
OG0001879	LOC108095783|XP_017052525.1|DFIC	LOC108006626|XP_036673368.1|DSUZ
OG0001880	LOC108088007|XP_017041108.1|DFIC	LOC108014144|XP_016935664.1|DSUZ
OG0001881	LOC108098489|XP_017056891.1|DFIC	LOC118877567|XP_036672679.1|DSUZ, LOC108016062|XP_036675196.1|DSUZ
OG0001882	LOC108086529|XP_017038947.1|DFIC	LOC108016130|XP_036675262.1|DSUZ
OG0001883	LOC108091638|XP_017046428.1|DFIC	LOC108011026|XP_036674008.1|DSUZ
OG0001884	LOC108093323|XP_017048800.1|DFIC	LOC118877794|XP_036673771.1|DSUZ, LOC118878545|XP_036677454.1|DSUZ, LOC108019427|XP_036674074.1|DSUZ
OG0001885	LOC108093513|XP_017049094.1|DFIC	LOC108006966|XP_016926064.1|DSUZ
OG0001886	LOC108099347|XP_017058316.1|DFIC	LOC108015849|XP_016937906.2|DSUZ
OG0001887	LOC108096702|XP_017054025.1|DFIC	LOC108010221|XP_016930554.1|DSUZ
OG0001888	LOC108090240|XP_017044326.1|DFIC	LOC118878055|XP_036675131.1|DSUZ
OG0001889	LOC108088657|XP_017042072.1|DFIC	LOC108015002|XP_016936717.1|DSUZ
OG0001890	LOC108100578|XP_017060046.1|DFIC	LOC108005798|XP_016924617.1|DSUZ
OG0001891	LOC108093344|XP_017048841.1|DFIC	LOC108018288|XP_036674176.1|DSUZ
OG0001892	LOC108093335|XP_017048863.1|DFIC	LOC108017050|XP_016939497.1|DSUZ
OG0001893	LOC108088517|XP_017041845.1|DFIC	LOC108020150|XP_016943740.1|DSUZ
OG0001894	LOC108101589|XP_017061490.1|DFIC	LOC108010228|XP_016930562.1|DSUZ
OG0001895	LOC108095026|XP_017051383.1|DFIC	LOC108020392|XP_016944150.1|DSUZ
OG0001896	LOC108102089|XP_017062231.1|DFIC	LOC118876784|XP_036677642.1|DSUZ
OG0001897	LOC108098890|XP_017057568.1|DFIC	LOC108013927|XP_036674047.1|DSUZ
OG0001898	LOC108094618|XP_017050789.1|DFIC	LOC108005362|XP_016924101.1|DSUZ
OG0001899	LOC108088035|XP_017041154.1|DFIC	LOC108014436|XP_036672903.1|DSUZ
OG0001900	LOC108088933|XP_017042446.1|DFIC	LOC108010668|XP_016931057.1|DSUZ
OG0001901	LOC108088164|XP_017041319.1|DFIC	LOC108017378|XP_036668794.1|DSUZ
OG0001902	LOC108094733|XP_017051008.1|DFIC	LOC108019962|XP_036678211.1|DSUZ
OG0001903	LOC108098608|XP_017057160.1|DFIC	LOC108011656|XP_016932340.1|DSUZ
OG0001904	LOC108088427|XP_017041682.1|DFIC	LOC108017494|XP_016940034.2|DSUZ
OG0001905	LOC108091078|XP_017045570.1|DFIC	LOC108004570|XP_016922996.1|DSUZ
OG0001906	LOC108098543|XP_017057020.1|DFIC	LOC108018359|XP_036672811.1|DSUZ
OG0001907	LOC108102135|XP_017062294.1|DFIC	LOC108006341|XP_036676362.1|DSUZ
OG0001908	LOC108095805|XP_017052563.1|DFIC	LOC108013869|XP_016935361.2|DSUZ
OG0001909	LOC108088635|XP_017042042.1|DFIC	LOC108014973|XP_016936682.2|DSUZ
OG0001910	LOC108098927|XP_017057619.1|DFIC	LOC108013937|XP_016935436.1|DSUZ
OG0001911	LOC108087012|XP_017039650.1|DFIC	LOC108006994|XP_036673727.1|DSUZ
OG0001912	LOC108101945|XP_017062019.1|DFIC	LOC108008510|XP_016927866.1|DSUZ
OG0001913	LOC108100001|XP_017059192.1|DFIC	LOC108005994|XP_016924930.1|DSUZ
OG0001914	LOC108092001|XP_017046916.1|DFIC	LOC108020604|XP_036673392.1|DSUZ
OG0001915	LOC108100018|XP_017059217.1|DFIC	LOC108013597|XP_016935020.1|DSUZ
OG0001916	LOC108095214|XP_017051714.1|DFIC	LOC108018110|XP_016941025.1|DSUZ
OG0001917	LOC108096221|XP_017053095.1|DFIC	LOC108006811|XP_036672328.1|DSUZ
OG0001918	LOC108096393|XP_017053449.1|DFIC	LOC108020207|XP_036670773.1|DSUZ
OG0001919	LOC108101870|XP_017061895.1|DFIC	LOC108018227|XP_016941235.1|DSUZ
OG0001920	LOC108099137|XP_017057965.1|DFIC	LOC108013032|XP_036670242.1|DSUZ
OG0001921	LOC108094962|XP_017051314.1|DFIC	LOC108019635|XP_016943007.1|DSUZ
OG0001922	LOC108096820|XP_017054206.1|DFIC	LOC108008350|XP_016927668.1|DSUZ
OG0001923	LOC108089476|XP_017043226.1|DFIC	LOC108005854|XP_036670837.1|DSUZ
OG0001924	LOC108094419|XP_017050479.1|DFIC	LOC118878514|XP_036677409.1|DSUZ
OG0001925	LOC108088984|XP_017042516.1|DFIC	LOC108014464|XP_016936075.1|DSUZ
OG0001926	LOC108089047|XP_017042644.1|DFIC	LOC108012359|XP_036670724.1|DSUZ
OG0001927	LOC108086697|XP_017039185.1|DFIC	LOC108008314|XP_016927621.1|DSUZ
OG0001928	LOC108089741|XP_017043612.1|DFIC	LOC108012521|XP_016933422.1|DSUZ
OG0001929	LOC108089717|XP_017043553.1|DFIC	LOC108012261|XP_036671924.1|DSUZ
OG0001930	LOC108096611|XP_017053844.1|DFIC	LOC108018076|XP_016940966.1|DSUZ
OG0001931	LOC108099955|XP_017059123.1|DFIC	LOC108020673|XP_016944530.2|DSUZ
OG0001932	LOC108099851|XP_017058986.1|DFIC	LOC108014095|XP_036672182.1|DSUZ
OG0001933	LOC108093992|XP_017049892.1|DFIC	LOC108009081|XP_016928622.1|DSUZ
OG0001934	LOC108089760|XP_017043639.1|DFIC	LOC108013494|XP_016934866.1|DSUZ
OG0001935	LOC108089571|XP_017043413.1|DFIC	LOC108007501|XP_016926673.2|DSUZ
OG0001937	LOC108101861|XP_017061877.1|DFIC	LOC108017937|XP_016940645.1|DSUZ
OG0001938	LOC108086433|XP_017038829.1|DFIC	LOC108009458|XP_016929317.1|DSUZ
OG0001939	LOC108095200|XP_017051696.1|DFIC	LOC118876777|XP_036669173.1|DSUZ
OG0001940	LOC108101497|XP_017061344.1|DFIC	LOC108009302|XP_016929038.1|DSUZ
OG0001941	LOC108099079|XP_017057866.1|DFIC	LOC108012412|XP_036670295.1|DSUZ
OG0001942	LOC108094309|XP_017050319.1|DFIC	LOC108018030|XP_016940888.1|DSUZ
OG0001943	LOC108089343|XP_017043013.1|DFIC	LOC108007495|XP_016926666.2|DSUZ
OG0001944	LOC108099056|XP_017057813.1|DFIC	LOC108013123|XP_016934288.1|DSUZ
OG0001945	LOC108101535|XP_017061401.1|DFIC	LOC108009537|XP_036669077.1|DSUZ
OG0001946	LOC108093823|XP_017049628.1|DFIC	LOC108018123|XP_016941051.1|DSUZ
OG0001947	LOC108093902|XP_017049750.1|DFIC	LOC108008222|XP_016927502.1|DSUZ
OG0001948	LOC108088655|XP_017042071.1|DFIC	LOC108010450|XP_016930802.1|DSUZ
OG0001949	LOC108093123|XP_017048556.1|DFIC	LOC108013300|XP_036670975.1|DSUZ
OG0001950	LOC108090115|XP_017044128.1|DFIC	LOC108016269|XP_036674885.1|DSUZ
OG0001951	LOC108096661|XP_017053916.1|DFIC	LOC108009248|XP_016928914.1|DSUZ
OG0001952	LOC108095722|XP_017052389.1|DFIC	LOC108011921|XP_036678285.1|DSUZ
OG0001953	LOC108096828|XP_017054222.1|DFIC	LOC108009891|XP_016930098.1|DSUZ
OG0001954	LOC108096677|XP_017053949.1|DFIC	LOC108009281|XP_036669371.1|DSUZ
OG0001955	LOC108096517|XP_017053636.1|DFIC	LOC108008289|XP_016927589.1|DSUZ
OG0001956	LOC108096230|XP_017053113.1|DFIC	LOC108013238|XP_016934463.1|DSUZ
OG0001957	LOC108087796|XP_017040828.1|DFIC	LOC108009131|XP_016928723.1|DSUZ
OG0001958	LOC108096821|XP_017054208.1|DFIC	LOC108018040|XP_016940916.1|DSUZ
OG0001959	LOC108100246|XP_017059512.1|DFIC	LOC108005800|XP_016924619.1|DSUZ
OG0001960	LOC108100336|XP_017059643.1|DFIC	LOC108012832|XP_016933786.1|DSUZ
OG0001961	LOC108090928|XP_017045347.1|DFIC	LOC108010279|XP_016930635.1|DSUZ
OG0001962	LOC108101588|XP_017061488.1|DFIC	LOC108010227|XP_016930561.1|DSUZ
OG0001963	LOC108089549|XP_017043374.1|DFIC	LOC108006680|XP_016925707.2|DSUZ
OG0001964	LOC108088244|XP_017041448.1|DFIC	LOC108005903|XP_016924794.2|DSUZ
OG0001965	LOC108093097|XP_017048522.1|DFIC	LOC108012295|XP_016933086.2|DSUZ
OG0001966	LOC108092122|XP_017047111.1|DFIC	LOC108017350|XP_016939872.2|DSUZ
OG0001967	LOC108087872|XP_017040945.1|DFIC	LOC108008516|XP_016927873.1|DSUZ
OG0001968	LOC108089748|XP_017043623.1|DFIC	LOC108012480|XP_036671849.1|DSUZ
OG0001969	LOC108093832|XP_017049650.1|DFIC	LOC108018128|XP_016941058.1|DSUZ
OG0001970	LOC108096876|XP_017054298.1|DFIC	LOC108009960|XP_016930209.1|DSUZ
OG0001971	LOC108094814|XP_017051074.1|DFIC	LOC108017902|XP_016940561.1|DSUZ
OG0001972	LOC108086318|XP_017038710.1|DFIC	LOC108017702|XP_016940300.1|DSUZ
OG0001973	LOC108087714|XP_017040723.1|DFIC	LOC108008207|XP_036669179.1|DSUZ
OG0001974	LOC108090417|XP_017044563.1|DFIC	LOC108009325|XP_016929084.1|DSUZ
OG0001975	LOC108099214|XP_017058086.1|DFIC	LOC108012728|XP_016933649.1|DSUZ
OG0001976	LOC108087683|XP_017040676.1|DFIC	LOC108008092|XP_016927370.2|DSUZ
OG0001977	LOC108088156|XP_017041309.1|DFIC	LOC108015108|XP_036678553.1|DSUZ
OG0001978	LOC108095088|XP_017051513.1|DFIC	LOC108021800|XP_016946095.1|DSUZ
OG0001979	LOC108100811|XP_017060367.1|DFIC	LOC108019065|XP_016942195.1|DSUZ
OG0001980	LOC108091528|XP_017046279.1|DFIC	LOC108004975|XP_016923579.1|DSUZ
OG0001981	LOC108089951|XP_017043930.1|DFIC	LOC108021532|XP_016945783.1|DSUZ
OG0001982	LOC108101717|XP_017061645.1|DFIC	LOC108020456|XP_036677972.1|DSUZ, LOC118879091|XP_036677968.1|DSUZ, LOC118879092|XP_036677969.1|DSUZ, LOC108012064|XP_016932832.2|DSUZ
OG0001983	LOC108098848|XP_017057543.1|DFIC	LOC108018563|XP_036678222.1|DSUZ
OG0001984	LOC108093430|XP_017048979.1|DFIC	LOC118878448|XP_036677331.1|DSUZ, LOC118878456|XP_036677343.1|DSUZ, LOC118878454|XP_036677340.1|DSUZ, LOC108011880|XP_036677330.1|DSUZ, LOC118878440|XP_036677318.1|DSUZ
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	LOC108015201|XP_016937019.1|DSUZ
OG0001986	LOC108088146|XP_017041300.1|DFIC	LOC108010656|XP_016931047.2|DSUZ
OG0001987	LOC108097020|XP_017054521.1|DFIC	LOC108015132|XP_016936884.1|DSUZ
OG0001988	LOC108093869|XP_017049700.1|DFIC	LOC108009254|XP_036669689.1|DSUZ
OG0001989	LOC108091415|XP_017046094.1|DFIC	LOC108021350|XP_016945522.1|DSUZ
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	LOC108007623|XP_036669657.1|DSUZ
OG0001991	LOC108101339|XP_017061133.1|DFIC	LOC118878731|XP_036677644.1|DSUZ
OG0001992	LOC108101998|XP_017062084.1|DFIC	LOC108019874|XP_036671647.1|DSUZ
OG0001993	LOC108094376|XP_017050412.1|DFIC	LOC108021459|XP_016945679.1|DSUZ
OG0001994	LOC108093352|XP_017048851.1|DFIC	LOC108007811|XP_036674621.1|DSUZ
OG0001995	LOC108094467|XP_017050539.1|DFIC	LOC108021066|XP_016945067.1|DSUZ
OG0001996	LOC108089969|XP_017043961.1|DFIC	LOC108021379|XP_036676561.1|DSUZ
OG0001997	LOC108090781|XP_017045117.1|DFIC	LOC108009198|XP_016928845.1|DSUZ
OG0001998	LOC108090778|XP_017045111.1|DFIC	LOC108009194|XP_016928835.1|DSUZ
OG0001999	LOC108096687|XP_017053978.1|DFIC	LOC108009896|XP_016930103.1|DSUZ
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	LOC108008228|XP_016927511.1|DSUZ
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC	LOC108016511|XP_016938677.1|DSUZ
OG0002002	LOC108086747|XP_017039276.1|DFIC	LOC108008411|XP_016927746.1|DSUZ
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	LOC108018956|XP_016942048.1|DSUZ
OG0002004	LOC108090620|XP_017044885.1|DFIC	LOC108021451|XP_016945666.1|DSUZ
OG0002005	LOC108098252|XP_017056535.1|DFIC	LOC108021005|XP_016944967.1|DSUZ
OG0002006	LOC108100863|XP_017060431.1|DFIC	LOC108017753|XP_016940358.1|DSUZ
OG0002007	LOC108086321|XP_017038712.1|DFIC	LOC108021314|XP_016945457.1|DSUZ
OG0002008	LOC108095006|XP_017051335.1|DFIC	LOC108020374|XP_016944099.1|DSUZ
OG0002009	LOC108096547|XP_017053724.1|DFIC	LOC108008515|XP_016927872.1|DSUZ
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	LOC108018899|XP_036678591.1|DSUZ
OG0002011	LOC108098358|XP_017056692.1|DFIC	LOC108005823|XP_016924649.1|DSUZ
OG0002012	LOC108089818|XP_017043709.1|DFIC	LOC108014981|XP_016936694.1|DSUZ
OG0002013	LOC108101236|XP_017060975.1|DFIC	LOC108021672|XP_036678665.1|DSUZ
OG0002014	LOC108095188|XP_017051670.1|DFIC	LOC108008355|XP_016927675.1|DSUZ
OG0002015	LOC108100810|XP_017060366.1|DFIC	LOC108005933|XP_016924836.2|DSUZ
OG0002016	LOC108090449|XP_017044621.1|DFIC	LOC108018047|XP_016940926.1|DSUZ
OG0002017	LOC108100059|XP_017059281.1|DFIC	LOC108021112|XP_016945147.1|DSUZ
OG0002018	LOC108094353|XP_017050382.1|DFIC	LOC108019105|XP_016942305.1|DSUZ
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	LOC108018691|XP_016941757.1|DSUZ
OG0002020	LOC108094457|XP_017050524.1|DFIC	LOC108005077|XP_016923710.1|DSUZ
OG0002021	LOC108087825|XP_017040883.1|DFIC	LOC108009285|XP_016929003.1|DSUZ
OG0002022	LOC108089932|XP_017043908.1|DFIC	LOC108021030|XP_016945007.1|DSUZ
OG0002023	LOC108087117|XP_017039786.1|DFIC	LOC108014135|XP_036673904.1|DSUZ
OG0002024	LOC108089253|XP_017042908.1|DFIC	LOC108017977|XP_016940795.1|DSUZ
OG0002025	LOC108098702|XP_017057304.1|DFIC	LOC108019008|XP_036677716.1|DSUZ
OG0002026	LOC108093584|XP_017049198.1|DFIC	LOC108007455|XP_016926612.2|DSUZ
OG0002027	LOC108096603|XP_017053790.1|DFIC	LOC108008116|XP_036669406.1|DSUZ
OG0002028	LOC108090805|XP_017045148.1|DFIC	LOC108009466|XP_016929334.1|DSUZ
OG0002029	LOC108089723|XP_017043591.1|DFIC	LOC108011460|XP_016932095.2|DSUZ
OG0002030	LOC108101920|XP_017061987.1|DFIC	LOC108008639|XP_016928007.1|DSUZ
OG0002031	LOC108096918|XP_017054358.1|DFIC	LOC108019610|XP_016942980.2|DSUZ
OG0002032	LOC108098503|XP_017056920.1|DFIC	LOC108008009|XP_036672636.1|DSUZ
OG0002033	LOC108091226|XP_017045820.1|DFIC	LOC108021788|XP_036677054.1|DSUZ
OG0002034	LOC108097225|XP_017054873.1|DFIC	LOC108014971|XP_016936680.2|DSUZ
OG0002035	LOC108099615|XP_017058727.1|DFIC	LOC108007956|XP_016927214.2|DSUZ
OG0002036	LOC108098765|XP_017057386.1|DFIC	LOC108013906|XP_036674040.1|DSUZ
OG0002037	LOC108100207|XP_017059470.1|DFIC	LOC108020028|XP_016943603.1|DSUZ
OG0002038	LOC108101118|XP_017060827.1|DFIC	LOC108005030|XP_016923654.2|DSUZ, LOC118877561|XP_036672640.1|DSUZ
OG0002039	LOC108091718|XP_017046549.1|DFIC	LOC108007258|XP_016926386.1|DSUZ
OG0002040	LOC108100432|XP_017059842.1|DFIC	LOC108017088|XP_016939536.1|DSUZ
OG0002041	LOC108090432|XP_017044594.1|DFIC	LOC108019800|XP_036669725.1|DSUZ
OG0002042	LOC108093543|XP_017049126.1|DFIC	LOC108017123|XP_016939576.1|DSUZ
OG0002043	LOC108090217|XP_017044299.1|DFIC	LOC108006730|XP_016925762.2|DSUZ
OG0002044	LOC108088454|XP_017041723.1|DFIC	LOC108016077|XP_016938159.2|DSUZ
OG0002045	LOC108099658|XP_017058781.1|DFIC	LOC108012222|XP_036673080.1|DSUZ
OG0002046	LOC108092801|XP_017048061.1|DFIC	LOC108005498|XP_016924291.1|DSUZ, LOC108011210|XP_016931791.1|DSUZ
OG0002047	LOC108097406|XP_017055150.1|DFIC	LOC108014941|XP_036676543.1|DSUZ
OG0002048	LOC108087914|XP_017040988.1|DFIC	LOC118877869|XP_036674087.1|DSUZ, LOC108017406|XP_016939920.1|DSUZ
OG0002049	LOC108102032|XP_017062136.1|DFIC	LOC108006061|XP_016924994.2|DSUZ
OG0002050	LOC108097145|XP_017054747.1|DFIC	LOC118877700|XP_036673451.1|DSUZ
OG0002051	LOC108086407|XP_017038798.1|DFIC	LOC108009786|XP_016929917.1|DSUZ
OG0002052	LOC108089347|XP_017043017.1|DFIC	LOC108018818|XP_016941892.2|DSUZ
OG0002053	LOC108099557|XP_017058632.1|DFIC	LOC108018553|XP_016941595.2|DSUZ
OG0002054	LOC108090130|XP_017044155.1|DFIC	LOC108006724|XP_016925756.2|DSUZ
OG0002055	LOC108088037|XP_017041160.1|DFIC	LOC108010873|XP_036677579.1|DSUZ, LOC108014339|XP_016935911.2|DSUZ
OG0002056	LOC108089435|XP_017043154.1|DFIC	LOC108011735|XP_036671261.1|DSUZ
OG0002057	LOC108089142|XP_017042752.1|DFIC	LOC108021590|XP_016945873.1|DSUZ
OG0002058	LOC108099146|XP_017057981.1|DFIC	LOC108013048|XP_016934148.1|DSUZ
