Orthogroup	DFIC.longest_only	DYAK.longest_only
OG0000217	LOC108086508|XP_017038925.1|DFIC	LOC6524209|XP_002100072.1|DYAK
OG0000217	LOC108086507|XP_017038924.1|DFIC	LOC6524208|XP_002100071.2|DYAK
OG0000218	LOC108092310|XP_017047334.1|DFIC	LOC6526706|XP_015053448.1|DYAK
OG0000218	LOC108092447|XP_017047521.1|DFIC	LOC120320624|XP_039226800.1|DYAK
OG0000218	LOC108092446|XP_017047519.1|DFIC	LOC6526707|XP_039226799.1|DYAK
OG0000219	LOC108094216|XP_017050162.1|DFIC	LOC6528362|XP_002089411.1|DYAK
OG0000219	LOC108094218|XP_017050165.1|DFIC	LOC6528359|XP_002089408.1|DYAK
OG0000219	LOC108094215|XP_017050161.1|DFIC	LOC6528363|XP_002089412.1|DYAK
OG0000220	LOC108093679|XP_017049348.1|DFIC	LOC6532625|XP_002093369.1|DYAK
OG0000220	LOC108093667|XP_017049338.1|DFIC	LOC6532622|XP_002093366.1|DYAK
OG0000220	LOC108094033|XP_017049957.1|DFIC	LOC6532623|XP_002093367.1|DYAK
OG0000221	LOC108096675|XP_017053946.1|DFIC	LOC6530039|XP_002090985.1|DYAK
OG0000221	LOC108091887|XP_017046760.1|DFIC	LOC6537346|XP_002097903.1|DYAK
OG0000221	LOC108096674|XP_017053943.1|DFIC	LOC6530038|XP_002090984.1|DYAK
OG0000222	LOC108096692|XP_017054031.1|DFIC, LOC108098356|XP_017056690.1|DFIC	LOC6528188|XP_002089251.1|DYAK
OG0000222	LOC108098355|XP_017056689.1|DFIC	LOC6528187|XP_002089250.1|DYAK
OG0000223	LOC108099823|XP_017058940.1|DFIC	LOC6534370|XP_039229449.1|DYAK
OG0000223	LOC108088240|XP_017041440.1|DFIC	LOC6533307|XP_002094033.2|DYAK
OG0000223	LOC108096439|XP_017053524.1|DFIC	LOC6532988|XP_002093723.2|DYAK
OG0000224	LOC108096965|XP_017054431.1|DFIC	LOC6531074|XP_002091908.1|DYAK
OG0000224	LOC108090783|XP_017045118.1|DFIC	LOC6532110|XP_002092886.1|DYAK
OG0000225	LOC108091933|XP_017046808.1|DFIC	LOC26535924|XP_015048989.1|DYAK
OG0000225	LOC108091926|XP_017046800.1|DFIC	LOC6538724|XP_002099239.2|DYAK
OG0000225	LOC108091946|XP_017046824.1|DFIC	LOC6538725|XP_002099240.1|DYAK
OG0000226	LOC108087548|XP_017040458.1|DFIC	LOC6533537|XP_002094247.1|DYAK
OG0000226	LOC108087551|XP_017040461.1|DFIC	LOC6533539|XP_002094249.3|DYAK
OG0000226	LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC	LOC6533543|XP_002094253.2|DYAK
OG0000227	LOC108099014|XP_017057737.1|DFIC, LOC108099015|XP_017057738.1|DFIC	LOC6532819|XP_002093556.1|DYAK
OG0000227	LOC108099031|XP_017057776.1|DFIC	LOC6532816|XP_002093553.2|DYAK
OG0000227	LOC108099020|XP_017057745.1|DFIC	LOC6532808|XP_002093545.1|DYAK
OG0000228	LOC108094872|XP_017051189.1|DFIC	LOC26535034|XP_015054573.1|DYAK
OG0000228	LOC108090107|XP_017044110.1|DFIC	LOC6535386|XP_039231510.1|DYAK
OG0000228	LOC108098426|XP_017056806.1|DFIC	LOC6529000|XP_002090032.1|DYAK
OG0000229	LOC108088375|XP_017041611.1|DFIC	LOC6538272|XP_039232854.1|DYAK
OG0000229	LOC108098622|XP_017057180.1|DFIC	LOC6535880|XP_015047429.2|DYAK
OG0000230	LOC108093964|XP_017049857.1|DFIC, LOC108093965|XP_017049859.1|DFIC	LOC6531478|XP_039228280.1|DYAK
OG0000231	LOC108101383|XP_017061190.1|DFIC, LOC108101782|XP_017061748.1|DFIC, LOC108101384|XP_017061191.1|DFIC	LOC6527426|XP_002088518.1|DYAK, LOC6527425|XP_002088517.1|DYAK
OG0000231	LOC108101381|XP_017061187.1|DFIC	LOC6527427|XP_002088519.1|DYAK
OG0000232	LOC108102246|XP_017062474.1|DFIC	LOC6537065|XP_002097626.1|DYAK
OG0000232	LOC108094243|XP_017050191.1|DFIC	LOC6528315|XP_002089368.1|DYAK
OG0000232	LOC108094238|XP_017050186.1|DFIC	LOC6528314|XP_002089367.2|DYAK
OG0000233	LOC108088395|XP_017041634.1|DFIC	LOC6537995|XP_002098530.1|DYAK
OG0000233	LOC108100781|XP_017060310.1|DFIC	LOC6539013|XP_039231888.1|DYAK
OG0000233	LOC108100778|XP_017060306.1|DFIC	LOC6539014|XP_002099516.2|DYAK
OG0000234	LOC108101598|XP_017061499.1|DFIC	LOC6530374|XP_002091300.2|DYAK
OG0000234	LOC108101462|XP_017061294.1|DFIC	LOC6530375|XP_015052661.1|DYAK
OG0000234	LOC108101463|XP_017061297.1|DFIC	LOC26534870|XP_015052846.2|DYAK
OG0000235	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC	LOC6539045|XP_002099547.1|DYAK
OG0000235	LOC108100780|XP_017060309.1|DFIC	LOC6539044|XP_002099546.1|DYAK
OG0000235	LOC108100750|XP_017060271.1|DFIC	LOC6539043|XP_002099545.1|DYAK
OG0000236	LOC108091564|XP_017046326.1|DFIC	LOC6526337|XP_002087459.1|DYAK
OG0000236	LOC108093444|XP_017048999.1|DFIC	LOC6528126|XP_002089193.1|DYAK
OG0000236	LOC108091166|XP_017045694.1|DFIC	LOC6525073|XP_015046083.1|DYAK
OG0000237	LOC108094291|XP_017050278.1|DFIC	LOC6528319|XP_015053910.1|DYAK
OG0000237	LOC108096227|XP_017053110.1|DFIC	LOC26536340|XP_015049951.1|DYAK
OG0000238	LOC108089929|XP_017043904.1|DFIC	LOC6530306|XP_002091233.1|DYAK
OG0000238	LOC108089928|XP_017043902.1|DFIC	LOC6530308|XP_002091235.1|DYAK
OG0000238	LOC108089930|XP_017043906.1|DFIC	LOC6530307|XP_002091234.1|DYAK
OG0000239	LOC108092117|XP_017047106.1|DFIC	LOC6536571|XP_002097147.1|DYAK
OG0000239	LOC108089095|XP_017042699.1|DFIC	LOC6540177|XP_039231573.1|DYAK
OG0000240	LOC108088058|XP_017041186.1|DFIC	LOC6536759|XP_039231491.1|DYAK
OG0000240	LOC108088082|XP_017041223.1|DFIC	LOC6536762|XP_002097334.1|DYAK
OG0000240	LOC108091800|XP_017046657.1|DFIC	LOC6537624|XP_039231199.1|DYAK
OG0000241	LOC108096259|XP_017053202.1|DFIC	LOC6534494|XP_002095171.2|DYAK
OG0000242	LOC108101780|XP_017061745.1|DFIC	LOC120322014|XP_039232596.1|DYAK
OG0000243	LOC108091772|XP_017046608.1|DFIC	LOC26534721|XP_015048432.1|DYAK
OG0000243	LOC108089291|XP_017042957.1|DFIC, LOC108089292|XP_017042958.1|DFIC	LOC6527796|XP_002088869.1|DYAK
OG0000243	LOC108089289|XP_017042956.1|DFIC	LOC6534565|XP_002095241.1|DYAK
OG0000244	LOC108092204|XP_017047221.1|DFIC	LOC6537344|XP_002097901.1|DYAK
OG0000244	LOC108092194|XP_017047210.1|DFIC	LOC6537345|XP_002097902.1|DYAK
OG0000244	LOC108092137|XP_017047135.1|DFIC, LOC108092139|XP_017047136.1|DFIC	LOC6537348|XP_002097905.2|DYAK
OG0000246	LOC108093709|XP_017049396.1|DFIC	LOC6531691|XP_002092482.2|DYAK
OG0000247	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC	LOC6533859|XP_002094559.1|DYAK
OG0000247	LOC108089600|XP_017043446.1|DFIC	LOC6533858|XP_002094558.1|DYAK
OG0000248	LOC108099881|XP_017059023.1|DFIC	LOC6534293|XP_002094974.1|DYAK
OG0000248	LOC108099863|XP_017059000.1|DFIC	LOC6534294|XP_002094975.2|DYAK
OG0000248	LOC108086773|XP_017039308.1|DFIC	LOC6530423|XP_002091339.3|DYAK
OG0000249	LOC108092721|XP_017047939.1|DFIC	LOC6527674|XP_002088760.1|DYAK
OG0000249	LOC108092719|XP_017047938.1|DFIC	LOC6527675|XP_002088761.1|DYAK
OG0000249	LOC108092717|XP_017047934.1|DFIC	LOC6527676|XP_002088762.1|DYAK
OG0000250	LOC108101380|XP_017061186.1|DFIC	LOC6527429|XP_002088521.1|DYAK
OG0000250	LOC108101389|XP_017061196.1|DFIC	LOC6527432|XP_002088524.1|DYAK
OG0000250	LOC108101379|XP_017061185.1|DFIC	LOC6527430|XP_002088522.2|DYAK
OG0000251	LOC108097414|XP_017055167.1|DFIC	LOC6525185|XP_039227723.1|DYAK
OG0000251	LOC108101805|XP_017061771.1|DFIC	LOC6532043|XP_002092820.3|DYAK
OG0000251	LOC108096082|XP_017052939.1|DFIC	LOC26534935|XP_015049512.1|DYAK
OG0000252	LOC108090666|XP_017044936.1|DFIC	LOC6530556|XP_002091469.1|DYAK
OG0000252	LOC108090669|XP_017044940.1|DFIC	LOC6530558|XP_002091471.3|DYAK
OG0000252	LOC108090662|XP_017044933.1|DFIC	LOC6530557|XP_002091470.1|DYAK
OG0000253	LOC108086302|XP_017038682.1|DFIC, LOC108086301|XP_017038681.1|DFIC	LOC6531093|XP_002091927.1|DYAK
OG0000253	LOC108086295|XP_017038676.1|DFIC, LOC108086314|XP_017038704.1|DFIC	LOC6531097|XP_002091931.3|DYAK
OG0000254	LOC108092771|XP_017047995.1|DFIC, LOC108092772|XP_017047996.1|DFIC, LOC108099240|XP_017058100.1|DFIC	LOC6537701|XP_002098246.2|DYAK
OG0000254	LOC108096492|XP_017053591.1|DFIC	LOC6528904|XP_002089936.1|DYAK
OG0000255	LOC108086673|XP_017039151.1|DFIC, LOC108086672|XP_017039147.1|DFIC, LOC108086678|XP_017039160.1|DFIC	LOC6530170|XP_002091110.1|DYAK
OG0000255	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC	LOC6530171|XP_002091111.1|DYAK
OG0000256	LOC108087835|XP_017040898.1|DFIC	LOC6531024|XP_002091861.1|DYAK
OG0000256	LOC108087853|XP_017040923.1|DFIC	LOC6531022|XP_002091859.1|DYAK
OG0000257	LOC108090975|XP_017045419.1|DFIC	LOC6531903|XP_002092689.1|DYAK
OG0000258	LOC108094265|XP_017050226.1|DFIC	LOC6528393|XP_002089440.1|DYAK
OG0000258	LOC108094264|XP_017050225.1|DFIC	LOC6528394|XP_002089441.1|DYAK
OG0000258	LOC108094267|XP_017050227.1|DFIC	LOC6528396|XP_002089443.1|DYAK
OG0000258	LOC108094268|XP_017050228.1|DFIC	LOC6528395|XP_002089442.1|DYAK
OG0000259	LOC108086293|XP_017038674.1|DFIC	LOC6538156|XP_002098690.2|DYAK
OG0000259	LOC108098752|XP_017057377.1|DFIC	LOC6527808|XP_002088881.2|DYAK
OG0000259	LOC108098711|XP_017057315.1|DFIC, LOC108090800|XP_017045177.1|DFIC	LOC6527812|XP_002088885.2|DYAK
OG0000259	LOC108098753|XP_017057378.1|DFIC	LOC6527811|XP_002088884.1|DYAK, LOC6527813|XP_002088886.1|DYAK, LOC6527810|XP_002088883.1|DYAK, LOC6527809|XP_015053819.1|DYAK
OG0000260	LOC108090367|XP_017044486.1|DFIC	LOC6528580|XP_002089623.1|DYAK
OG0000260	LOC108092216|XP_017047239.1|DFIC	LOC6538727|XP_002099242.1|DYAK
OG0000260	LOC108090373|XP_017044492.1|DFIC	LOC6528581|XP_002089624.1|DYAK
OG0000261	LOC108089814|XP_017043704.1|DFIC	LOC6528170|XP_002089235.1|DYAK
OG0000261	LOC108089812|XP_017043700.1|DFIC	LOC6528169|XP_039226993.1|DYAK
OG0000262	LOC108093242|XP_017048706.1|DFIC, LOC108093206|XP_017048658.1|DFIC	LOC6533191|XP_002093917.2|DYAK
OG0000262	LOC108096740|XP_017054076.1|DFIC	LOC6530027|XP_002090973.1|DYAK
OG0000263	LOC108086757|XP_017039285.1|DFIC	LOC6530127|XP_002091073.2|DYAK
OG0000263	LOC108086478|XP_017038894.1|DFIC	LOC6529301|XP_002090306.2|DYAK
OG0000263	LOC108093031|XP_017048424.1|DFIC	LOC6533175|XP_002093901.1|DYAK
OG0000264	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC	LOC6524982|XP_039231321.1|DYAK
OG0000264	LOC108086862|XP_017039407.1|DFIC	LOC6538959|XP_015049132.1|DYAK
OG0000265	LOC108089683|XP_017043520.1|DFIC, LOC108089682|XP_017043519.1|DFIC	LOC6531646|XP_039229153.1|DYAK, LOC6531645|XP_002092442.1|DYAK, LOC6531644|XP_015051452.1|DYAK, LOC6533081|XP_039230031.1|DYAK
OG0000266	LOC108090512|XP_017044721.1|DFIC	LOC6531101|XP_002091935.1|DYAK
OG0000266	LOC108100945|XP_017060580.1|DFIC, LOC108090513|XP_017044722.1|DFIC	LOC26534916|XP_015051117.1|DYAK
OG0000266	LOC108090511|XP_017044720.1|DFIC	LOC6531100|XP_002091934.1|DYAK
OG0000267	LOC108099604|XP_017058712.1|DFIC	LOC6538885|XP_002099389.1|DYAK
OG0000267	LOC108099654|XP_017058776.1|DFIC	LOC6538884|XP_002099388.3|DYAK
OG0000268	LOC108091725|XP_017046556.1|DFIC	LOC6537554|XP_002098100.2|DYAK
OG0000268	LOC108091724|XP_017046555.1|DFIC	LOC6537553|XP_002098099.1|DYAK
OG0000269	LOC108091693|XP_017046515.1|DFIC	LOC6537868|XP_002098409.1|DYAK
OG0000269	LOC108092103|XP_017047086.1|DFIC	LOC6538741|XP_002099256.1|DYAK
OG0000270	LOC108087652|XP_017040619.1|DFIC	LOC6531868|XP_002092655.3|DYAK
OG0000271	LOC108093405|XP_017048925.1|DFIC	LOC6528063|XP_002089130.1|DYAK
OG0000271	LOC108093859|XP_017049688.1|DFIC	LOC26535369|XP_015051177.1|DYAK
OG0000271	LOC108101828|XP_017061824.1|DFIC	LOC6530505|XP_002091420.1|DYAK
OG0000272	LOC108096302|XP_017053272.1|DFIC, LOC108086977|XP_017039581.1|DFIC	LOC6533354|XP_039229605.1|DYAK
OG0000272	LOC108098403|XP_017056773.1|DFIC	LOC6523696|XP_039233083.1|DYAK
OG0000273	LOC108097205|XP_017054843.1|DFIC	LOC6537136|XP_002097697.2|DYAK
OG0000273	LOC108089137|XP_017042743.1|DFIC	LOC6527154|XP_002088248.1|DYAK
OG0000273	LOC108098492|XP_017056896.1|DFIC	LOC6535978|XP_002096593.1|DYAK
OG0000274	LOC108086707|XP_017039201.1|DFIC	LOC6530431|XP_002091347.2|DYAK
OG0000274	LOC108094948|XP_017051299.1|DFIC	LOC6529964|XP_002090911.2|DYAK
OG0000277	LOC108101017|XP_017060671.1|DFIC	LOC6537653|XP_002098198.1|DYAK
OG0000277	LOC108091583|XP_017046348.1|DFIC	LOC6535775|XP_002096398.2|DYAK
OG0000277	LOC108099235|XP_017058097.1|DFIC	LOC6537651|XP_002098196.1|DYAK
OG0000277	LOC108099285|XP_017058166.1|DFIC	LOC6537652|XP_002098197.1|DYAK
OG0000279	LOC108089065|XP_017042663.1|DFIC	LOC6532686|XP_002093430.1|DYAK
OG0000279	LOC108089052|XP_017042649.1|DFIC	LOC6532685|XP_002093429.1|DYAK
OG0000280	LOC108088848|XP_017042311.1|DFIC	LOC6539689|XP_002086574.1|DYAK
OG0000280	LOC108088849|XP_017042312.1|DFIC	LOC6534946|XP_002095616.3|DYAK
OG0000280	LOC108088847|XP_017042310.1|DFIC	LOC6539687|XP_002086575.3|DYAK
OG0000281	LOC108093184|XP_017048629.1|DFIC	LOC6533216|XP_002093942.1|DYAK
OG0000281	LOC108094276|XP_017050243.1|DFIC	LOC6526063|XP_002101880.1|DYAK
OG0000281	LOC108094682|XP_017050895.1|DFIC	LOC6525881|XP_002101701.1|DYAK
OG0000282	LOC108100651|XP_017060148.1|DFIC	LOC6532890|XP_039229467.1|DYAK
OG0000282	LOC108096999|XP_017054476.1|DFIC	LOC6524120|XP_002099984.1|DYAK
OG0000282	LOC108100652|XP_017060149.1|DFIC	LOC6532889|XP_015049675.2|DYAK
OG0000283	LOC108093672|XP_017049340.1|DFIC	LOC6530227|XP_002091164.1|DYAK
OG0000283	LOC108086545|XP_017038972.1|DFIC	LOC6538318|XP_002098845.1|DYAK
OG0000284	LOC108101364|XP_017061164.1|DFIC	LOC6528957|XP_002089989.1|DYAK
OG0000284	LOC108098165|XP_017056386.1|DFIC	LOC6528947|XP_039226648.1|DYAK
OG0000285	LOC108095222|XP_017051727.1|DFIC	LOC6531011|XP_002091848.1|DYAK
OG0000285	LOC108095223|XP_017051728.1|DFIC, LOC108095246|XP_017051762.1|DFIC	LOC6531010|XP_002091847.1|DYAK
OG0000286	LOC108096625|XP_017053902.1|DFIC, LOC108098354|XP_017056688.1|DFIC	LOC6528189|XP_002089252.1|DYAK
OG0000286	LOC108098298|XP_017056597.1|DFIC, LOC108096839|XP_017054280.1|DFIC	LOC6528186|XP_002089249.1|DYAK
OG0000286	LOC108098303|XP_017056602.1|DFIC	LOC6528190|XP_002089253.2|DYAK
OG0000287	LOC108098029|XP_017056172.1|DFIC	LOC6525581|XP_039231509.1|DYAK
OG0000287	LOC108098031|XP_017056174.1|DFIC	LOC6525578|XP_002101413.1|DYAK
OG0000287	LOC108098032|XP_017056175.1|DFIC	LOC6525579|XP_002101414.2|DYAK
OG0000288	LOC108092662|XP_017047812.1|DFIC, LOC108094503|XP_017050631.1|DFIC	LOC6527526|XP_002088616.3|DYAK
OG0000288	LOC108092600|XP_017047729.1|DFIC, LOC108092601|XP_017047730.1|DFIC, LOC108092599|XP_017047728.1|DFIC	LOC6527522|XP_002088612.2|DYAK
OG0000289	LOC108096150|XP_017053021.1|DFIC	LOC6532979|XP_002093714.2|DYAK
OG0000289	LOC108096190|XP_017053061.1|DFIC	LOC6533019|XP_039230160.1|DYAK
OG0000289	LOC108096185|XP_017053057.1|DFIC	LOC26536153|XP_015049745.1|DYAK
OG0000290	LOC108096482|XP_017053582.1|DFIC	LOC6528909|XP_039227323.1|DYAK
OG0000290	LOC108096657|XP_017053915.1|DFIC	LOC6528906|XP_039227322.1|DYAK
OG0000290	LOC108096485|XP_017053585.1|DFIC, LOC108096486|XP_017053586.1|DFIC	LOC6528907|XP_015053419.2|DYAK
OG0000290	LOC108096484|XP_017053584.1|DFIC, LOC108096483|XP_017053583.1|DFIC	LOC6528908|XP_039227321.1|DYAK
OG0000291	LOC108100293|XP_017059579.1|DFIC	LOC6533723|XP_002094428.1|DYAK
OG0000291	LOC108086885|XP_017039434.1|DFIC	LOC26535379|XP_015050436.2|DYAK
OG0000291	LOC108100699|XP_017060212.1|DFIC, LOC108100177|XP_017059434.1|DFIC	LOC6533800|XP_002094501.2|DYAK, LOC6533796|XP_002094497.2|DYAK
OG0000292	LOC108094064|XP_017049994.1|DFIC	LOC6531252|XP_002092061.1|DYAK
OG0000292	LOC108089534|XP_017043358.1|DFIC	LOC6533933|XP_002094633.1|DYAK
OG0000293	LOC108087093|XP_017039763.1|DFIC	LOC6537916|XP_002098456.1|DYAK
OG0000293	LOC108100067|XP_017059291.1|DFIC	LOC6527188|XP_002088282.1|DYAK
OG0000293	LOC108087107|XP_017039778.1|DFIC	LOC6537918|XP_002098458.1|DYAK
OG0000294	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC	LOC6528944|XP_039226166.1|DYAK
OG0000294	LOC108097478|XP_017055266.1|DFIC	LOC26535870|XP_039233460.1|DYAK
OG0000295	LOC108086623|XP_017039088.1|DFIC	LOC6530437|XP_002091353.1|DYAK
OG0000295	LOC108088548|XP_017041883.1|DFIC	LOC6538265|XP_002098792.2|DYAK
OG0000295	LOC108101890|XP_017061939.1|DFIC	LOC6532078|XP_039228188.1|DYAK
OG0000295	LOC108091242|XP_017045844.1|DFIC, LOC108091246|XP_017045847.1|DFIC	LOC26535742|XP_015054659.1|DYAK
OG0000296	LOC108094356|XP_017050386.1|DFIC	LOC6529184|XP_002090191.3|DYAK
OG0000296	LOC108099159|XP_017057993.1|DFIC	LOC6532216|XP_002092989.1|DYAK
OG0000296	LOC108097194|XP_017054829.1|DFIC	LOC6524363|XP_002100221.1|DYAK
OG0000297	LOC108090256|XP_017044341.1|DFIC	LOC6528585|XP_002089628.1|DYAK
OG0000297	LOC108090301|XP_017044400.1|DFIC	LOC6528587|XP_002089630.1|DYAK
OG0000298	LOC108092937|XP_017048293.1|DFIC	LOC6524319|XP_002100178.1|DYAK
OG0000298	LOC108101650|XP_017061554.1|DFIC	LOC6524320|XP_002100179.1|DYAK
OG0000298	LOC108095509|XP_017052108.1|DFIC	LOC6526073|XP_002101890.1|DYAK
OG0000299	LOC108087067|XP_017039730.1|DFIC	LOC6536937|XP_039232287.1|DYAK
OG0000300	LOC108099807|XP_017058920.1|DFIC	LOC26534891|XP_015050541.2|DYAK
OG0000300	LOC108099809|XP_017058923.1|DFIC	LOC6534281|XP_002094962.3|DYAK
OG0000300	LOC108099716|XP_017058827.1|DFIC	LOC6534282|XP_002094963.3|DYAK
OG0000301	LOC108095034|XP_017051405.1|DFIC	LOC120322175|XP_039233165.1|DYAK, LOC6523737|XP_002099612.1|DYAK
OG0000301	LOC108100804|XP_017060357.1|DFIC	LOC6526920|XP_002088019.1|DYAK
OG0000302	LOC108093178|XP_017048623.1|DFIC	LOC6539385|XP_015045171.1|DYAK
OG0000302	LOC108093179|XP_017048624.1|DFIC	LOC6534672|XP_002095347.1|DYAK
OG0000303	LOC108088734|XP_017042173.1|DFIC	LOC6525835|XP_002101655.1|DYAK
OG0000303	LOC108100896|XP_017060494.1|DFIC	LOC26536024|XP_015054684.1|DYAK
OG0000304	LOC108100772|XP_017060300.1|DFIC	LOC6539020|XP_002099522.1|DYAK
OG0000304	LOC108100773|XP_017060301.1|DFIC	LOC6539018|XP_002099520.1|DYAK
OG0000305	LOC108096194|XP_017053067.1|DFIC	LOC6539587|XP_002086475.1|DYAK
OG0000305	LOC108096211|XP_017053088.1|DFIC	LOC6534490|XP_002095167.2|DYAK
OG0000305	LOC108096217|XP_017053092.1|DFIC	LOC6539584|XP_002086472.1|DYAK
OG0000306	LOC108096966|XP_017054432.1|DFIC	LOC6531777|XP_002092564.1|DYAK
OG0000306	LOC108096947|XP_017054401.1|DFIC	LOC6531781|XP_002092568.1|DYAK
OG0000306	LOC108091211|XP_017045796.1|DFIC	LOC6525069|XP_002100908.1|DYAK
OG0000307	LOC108087153|XP_017039857.1|DFIC	LOC6535512|XP_015047194.2|DYAK
OG0000307	LOC108088426|XP_017041678.1|DFIC	LOC6538253|XP_039231687.1|DYAK
OG0000308	LOC108097834|XP_017055847.1|DFIC	LOC6527845|XP_002088917.1|DYAK
OG0000308	LOC108088050|XP_017041176.1|DFIC	LOC6536863|XP_002097432.1|DYAK
OG0000308	LOC108088052|XP_017041177.1|DFIC	LOC6536864|XP_002097433.1|DYAK
OG0000308	LOC108100973|XP_017060616.1|DFIC	LOC6527746|XP_002088826.1|DYAK
OG0000309	LOC108098977|XP_017057682.1|DFIC	LOC6536539|XP_002097115.1|DYAK
OG0000309	LOC108098843|XP_017057493.1|DFIC	LOC6536534|XP_002097110.1|DYAK, LOC6536535|XP_002097111.1|DYAK
OG0000310	LOC108097708|XP_017055685.1|DFIC	LOC6524654|XP_002100511.1|DYAK, LOC6535602|XP_002096230.2|DYAK
OG0000311	LOC108093310|XP_017048782.1|DFIC	LOC6535842|XP_039232638.1|DYAK
OG0000311	LOC108094415|XP_017050475.1|DFIC	LOC6526099|XP_002101916.1|DYAK
OG0000312	LOC108097843|XP_017055862.1|DFIC	LOC6527848|XP_015052999.1|DYAK
OG0000312	LOC108092536|XP_017047650.1|DFIC	LOC6526767|XP_015053455.1|DYAK
OG0000313	LOC108100956|XP_017060594.1|DFIC	LOC6527758|XP_002088838.1|DYAK
OG0000313	LOC108098367|XP_017056706.1|DFIC	LOC6527571|XP_002088661.1|DYAK
OG0000314	LOC108092558|XP_017047684.1|DFIC, LOC108092516|XP_017047627.1|DFIC	LOC6526699|XP_002087802.2|DYAK
OG0000315	LOC108091568|XP_017046331.1|DFIC	LOC6526794|XP_002087896.1|DYAK
OG0000316	LOC108095120|XP_017051549.1|DFIC	LOC6531005|XP_002091842.1|DYAK
OG0000316	LOC108095127|XP_017051556.1|DFIC	LOC6531006|XP_002091843.1|DYAK
OG0000317	LOC108091601|XP_017046368.1|DFIC	LOC6537879|XP_002098420.1|DYAK
OG0000317	LOC108091602|XP_017046370.1|DFIC	LOC26535232|XP_015048557.1|DYAK
OG0000318	LOC108091391|XP_017046063.1|DFIC, LOC108090091|XP_017044081.1|DFIC	LOC120320857|XP_039227718.1|DYAK
OG0000318	LOC108088369|XP_017041602.1|DFIC	LOC6537989|XP_002098524.1|DYAK
OG0000319	LOC108092189|XP_017047205.1|DFIC, LOC108087089|XP_017039760.1|DFIC, LOC108092158|XP_017047167.1|DFIC	LOC6536622|XP_002097194.1|DYAK, LOC6536621|XP_002097193.1|DYAK, LOC6536612|XP_002097184.1|DYAK
OG0000320	LOC108098869|XP_017057544.1|DFIC	LOC6536552|XP_002097128.1|DYAK
OG0000320	LOC108091423|XP_017046103.1|DFIC	LOC6526805|XP_002087907.1|DYAK
OG0000320	LOC108091914|XP_017046787.1|DFIC	LOC6537023|XP_002097590.1|DYAK
OG0000321	LOC108102113|XP_017062266.1|DFIC, LOC108094558|XP_017050657.1|DFIC	LOC6527311|XP_039226963.1|DYAK
OG0000321	LOC108102112|XP_017062265.1|DFIC	LOC6527310|XP_002088403.2|DYAK
OG0000322	LOC108096250|XP_017053191.1|DFIC	LOC6537162|XP_002097723.1|DYAK
OG0000322	LOC108097229|XP_017054879.1|DFIC	LOC6523911|XP_039228111.1|DYAK
OG0000322	LOC108092891|XP_017048226.1|DFIC	LOC6525459|XP_039233408.1|DYAK
OG0000323	LOC108092683|XP_017047860.1|DFIC	LOC6527543|XP_002088633.1|DYAK
OG0000323	LOC108091862|XP_017046730.1|DFIC	LOC6538771|XP_002099285.1|DYAK
OG0000323	LOC108092082|XP_017047050.1|DFIC	LOC6538770|XP_002099284.1|DYAK
OG0000324	LOC108094874|XP_017051193.1|DFIC	LOC6529940|XP_002090895.1|DYAK
OG0000325	LOC108088335|XP_017041566.1|DFIC	LOC6535004|XP_002095674.2|DYAK
OG0000325	LOC108088267|XP_017041474.1|DFIC	LOC6535002|XP_002095672.1|DYAK
OG0000327	LOC108094042|XP_017049965.1|DFIC	LOC6528437|XP_002089483.2|DYAK
OG0000327	LOC108094041|XP_017049963.1|DFIC	LOC6528436|XP_002089482.1|DYAK
OG0000327	LOC108094066|XP_017049996.1|DFIC	LOC6528435|XP_002089481.1|DYAK
OG0000328	LOC108101788|XP_017061753.1|DFIC	LOC6532064|XP_002092841.2|DYAK
OG0000328	LOC108089686|XP_017043521.1|DFIC	LOC6533590|XP_002094298.1|DYAK
OG0000328	LOC108089687|XP_017043522.1|DFIC	LOC6533589|XP_002094297.1|DYAK
OG0000329	LOC108100971|XP_017060612.1|DFIC	LOC6528852|XP_002089884.1|DYAK
OG0000329	LOC108088169|XP_017041331.1|DFIC	LOC6527059|XP_002088152.1|DYAK
OG0000330	LOC108086519|XP_017038937.1|DFIC, LOC108086517|XP_017038935.1|DFIC, LOC108086518|XP_017038936.1|DFIC, LOC108086516|XP_017038934.1|DFIC, LOC108086520|XP_017038938.1|DFIC, LOC108086515|XP_017038932.1|DFIC	LOC6538052|XP_002098587.1|DYAK, LOC6538054|XP_002098589.1|DYAK
OG0000330	LOC108088364|XP_017041600.1|DFIC	LOC6538041|XP_039232691.1|DYAK
OG0000330	LOC108101629|XP_017061531.1|DFIC	LOC6525868|XP_002101688.1|DYAK
OG0000331	LOC108100900|XP_017060500.1|DFIC	LOC6527655|XP_002088741.2|DYAK
