Orthogroup	DFIC.longest_only	ASTE.longest_only
OG0001861	LOC108095797|XP_017052549.1|DFIC	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC108097958|XP_017056055.1|DFIC	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC108097559|XP_017055429.1|DFIC	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC108098808|XP_017057438.1|DFIC	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC108098063|XP_017056241.1|DFIC	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC108087065|XP_017039729.1|DFIC	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC108099839|XP_017058959.1|DFIC	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC108093425|XP_017048967.1|DFIC	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC108093362|XP_017048871.1|DFIC	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC108092888|XP_017048221.1|DFIC	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC108091125|XP_017045645.1|DFIC	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC108099605|XP_017058713.1|DFIC	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC108098601|XP_017057152.1|DFIC	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC108095829|XP_017052600.1|DFIC	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC108086828|XP_017039363.1|DFIC	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC108094646|XP_017050845.1|DFIC	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC108097201|XP_017054835.1|DFIC	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC108091582|XP_017046347.1|DFIC	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC108095783|XP_017052525.1|DFIC	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC108088007|XP_017041108.1|DFIC	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC108098489|XP_017056891.1|DFIC	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC108086529|XP_017038947.1|DFIC	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC108091638|XP_017046428.1|DFIC	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC108093323|XP_017048800.1|DFIC	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC108093513|XP_017049094.1|DFIC	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC108099347|XP_017058316.1|DFIC	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC108096702|XP_017054025.1|DFIC	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC108089800|XP_017043688.1|DFIC, LOC108090240|XP_017044326.1|DFIC	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC108088657|XP_017042072.1|DFIC	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC108100578|XP_017060046.1|DFIC	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC108093344|XP_017048841.1|DFIC	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC108093335|XP_017048863.1|DFIC	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC108088517|XP_017041845.1|DFIC	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC108101589|XP_017061490.1|DFIC	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC108095026|XP_017051383.1|DFIC	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC108102089|XP_017062231.1|DFIC	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC108098890|XP_017057568.1|DFIC	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC108094618|XP_017050789.1|DFIC	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC108088035|XP_017041154.1|DFIC	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC108088933|XP_017042446.1|DFIC	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC108088164|XP_017041319.1|DFIC	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC108094733|XP_017051008.1|DFIC, LOC108096982|XP_017054455.1|DFIC, LOC108101991|XP_017062076.1|DFIC	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC108098608|XP_017057160.1|DFIC	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC108088427|XP_017041682.1|DFIC	LOC118507779|XP_035902707.1|ASTE
OG0001905	LOC108091078|XP_017045570.1|DFIC	LOC118508456|XP_035904151.1|ASTE
OG0001906	LOC108098543|XP_017057020.1|DFIC	LOC118504404|XP_035894725.1|ASTE
OG0001907	LOC108102135|XP_017062294.1|DFIC	LOC118505220|XP_035896630.1|ASTE
OG0001908	LOC108095805|XP_017052563.1|DFIC	LOC118503469|XP_035892656.1|ASTE
OG0001909	LOC108088635|XP_017042042.1|DFIC	LOC118507734|XP_035902596.1|ASTE
OG0001910	LOC108098927|XP_017057619.1|DFIC	LOC118511959|XP_035911574.1|ASTE
OG0001911	LOC108087012|XP_017039650.1|DFIC	LOC118502984|XP_035891662.1|ASTE
OG0001912	LOC108101945|XP_017062019.1|DFIC	LOC118508008|XP_035903286.1|ASTE, LOC118508010|XP_035903287.1|ASTE
OG0001914	LOC108092001|XP_017046916.1|DFIC	LOC118503589|XP_035892926.1|ASTE
OG0001915	LOC108100018|XP_017059217.1|DFIC	LOC118512060|XP_035911813.1|ASTE
OG0001916	LOC108095214|XP_017051714.1|DFIC	LOC118511475|XP_035910503.1|ASTE
OG0001917	LOC108096221|XP_017053095.1|DFIC	LOC118513127|XP_035914437.1|ASTE
OG0001918	LOC108096393|XP_017053449.1|DFIC	LOC118517011|XP_035918748.1|ASTE, LOC118514166|XP_035916721.1|ASTE
OG0001919	LOC108101870|XP_017061895.1|DFIC	LOC118512184|XP_035912168.1|ASTE
OG0001920	LOC108086499|XP_017038952.1|DFIC, LOC108099137|XP_017057965.1|DFIC	LOC118512170|XP_035912147.1|ASTE
OG0001921	LOC108094962|XP_017051314.1|DFIC	LOC118517010|XP_035918746.1|ASTE, LOC118508920|XP_035904676.1|ASTE
OG0001922	LOC108096820|XP_017054206.1|DFIC	LOC118512105|XP_035911969.1|ASTE
OG0001924	LOC108101512|XP_017061365.1|DFIC, LOC108094419|XP_017050479.1|DFIC	LOC118512164|XP_035912136.1|ASTE
OG0001926	LOC108089047|XP_017042644.1|DFIC	LOC118510487|XP_035908262.1|ASTE
OG0001927	LOC108086697|XP_017039185.1|DFIC	LOC118510530|XP_035908368.1|ASTE
OG0001928	LOC108089741|XP_017043612.1|DFIC	LOC118510560|XP_035908437.1|ASTE
OG0001929	LOC108089717|XP_017043553.1|DFIC	LOC118510461|XP_035908189.1|ASTE
OG0001930	LOC108096611|XP_017053844.1|DFIC	LOC118508898|XP_035904629.1|ASTE
OG0001932	LOC108099851|XP_017058986.1|DFIC	LOC118510460|XP_035908185.1|ASTE
OG0001933	LOC108093992|XP_017049892.1|DFIC	LOC118509537|XP_035906156.1|ASTE
OG0001934	LOC108089760|XP_017043639.1|DFIC	LOC118509431|XP_035905913.1|ASTE
OG0001935	LOC108089571|XP_017043413.1|DFIC	LOC118513097|XP_035914391.1|ASTE
OG0001937	LOC108101861|XP_017061877.1|DFIC	LOC118509494|XP_035906042.1|ASTE
OG0001938	LOC108086433|XP_017038829.1|DFIC	LOC118509934|XP_035907157.1|ASTE
OG0001939	LOC108095200|XP_017051696.1|DFIC	LOC118509773|XP_035906805.1|ASTE
OG0001940	LOC108101497|XP_017061344.1|DFIC	LOC118509670|XP_035906552.1|ASTE
OG0001941	LOC108099079|XP_017057866.1|DFIC	LOC118516419|XP_035918176.1|ASTE, LOC118509546|XP_035906188.1|ASTE
OG0001942	LOC108094309|XP_017050319.1|DFIC	LOC118511431|XP_035910415.1|ASTE
OG0001943	LOC108089343|XP_017043013.1|DFIC	LOC118511442|XP_035910434.1|ASTE
OG0001944	LOC108099056|XP_017057813.1|DFIC	LOC118514250|XP_035916857.1|ASTE
OG0001945	LOC108101535|XP_017061401.1|DFIC	LOC118511792|XP_035911212.1|ASTE
OG0001946	LOC108093823|XP_017049628.1|DFIC	LOC118511383|XP_035910283.1|ASTE
OG0001947	LOC108093902|XP_017049750.1|DFIC	LOC118511381|XP_035910279.1|ASTE
OG0001948	LOC108088655|XP_017042071.1|DFIC	LOC118516693|XP_035918531.1|ASTE, LOC118512776|XP_035913577.1|ASTE, LOC118516355|XP_035918080.1|ASTE
OG0001949	LOC108093123|XP_017048556.1|DFIC	LOC118514380|XP_035917147.1|ASTE
OG0001950	LOC108090115|XP_017044128.1|DFIC	LOC118509618|XP_035906343.1|ASTE
OG0001951	LOC108096661|XP_017053916.1|DFIC	LOC118510328|XP_035907866.1|ASTE
OG0001952	LOC108095722|XP_017052389.1|DFIC	LOC118511327|XP_035910146.1|ASTE
OG0001953	LOC108096828|XP_017054222.1|DFIC	LOC118514332|XP_035917032.1|ASTE
OG0001954	LOC108096677|XP_017053949.1|DFIC	LOC118509514|XP_035906101.1|ASTE
OG0001955	LOC108096517|XP_017053636.1|DFIC	LOC118509453|XP_035905966.1|ASTE
OG0001956	LOC108096230|XP_017053113.1|DFIC	LOC118510369|XP_035907982.1|ASTE
OG0001957	LOC108087796|XP_017040828.1|DFIC	LOC118514359|XP_035917074.1|ASTE
OG0001958	LOC108096821|XP_017054208.1|DFIC	LOC118512020|XP_035911693.1|ASTE
OG0001959	LOC108100246|XP_017059512.1|DFIC	LOC118510433|XP_035908103.1|ASTE
OG0001960	LOC108100336|XP_017059643.1|DFIC	LOC118513135|XP_035914454.1|ASTE
OG0001961	LOC108090928|XP_017045347.1|DFIC	LOC118514169|XP_035916723.1|ASTE, LOC118516704|XP_035918541.1|ASTE
OG0001962	LOC108101588|XP_017061488.1|DFIC	LOC118509688|XP_035906633.1|ASTE
OG0001963	LOC108089549|XP_017043374.1|DFIC	LOC118514231|XP_035916827.1|ASTE
OG0001964	LOC108088244|XP_017041448.1|DFIC	LOC118511307|XP_035910111.1|ASTE
OG0001966	LOC108092122|XP_017047111.1|DFIC	LOC118509748|XP_035906772.1|ASTE
OG0001967	LOC108087872|XP_017040945.1|DFIC	LOC118509246|XP_035905461.1|ASTE
OG0001968	LOC108089748|XP_017043623.1|DFIC	LOC118514627|XP_035917518.1|ASTE
OG0001969	LOC108093832|XP_017049650.1|DFIC	LOC118511846|XP_035911283.1|ASTE
OG0001970	LOC108096876|XP_017054298.1|DFIC	LOC118511519|XP_035910600.1|ASTE
OG0001971	LOC108094814|XP_017051074.1|DFIC	LOC118511337|XP_035910163.1|ASTE
OG0001972	LOC108086318|XP_017038710.1|DFIC	LOC118511336|XP_035910162.1|ASTE
OG0001973	LOC108087714|XP_017040723.1|DFIC	LOC118516350|XP_035918061.1|ASTE, LOC118511351|XP_035910203.1|ASTE
OG0001974	LOC108089165|XP_017042785.1|DFIC, LOC108090417|XP_017044563.1|DFIC	LOC118512000|XP_035911635.1|ASTE
OG0001975	LOC108099214|XP_017058086.1|DFIC	LOC118512279|XP_035912384.1|ASTE
OG0001976	LOC108087683|XP_017040676.1|DFIC	LOC118503366|XP_035892456.1|ASTE
OG0001977	LOC108088156|XP_017041309.1|DFIC	LOC118511744|XP_035911094.1|ASTE
OG0001978	LOC108101505|XP_017061747.1|DFIC, LOC108095088|XP_017051513.1|DFIC	LOC118511110|XP_035909728.1|ASTE
OG0001979	LOC108100811|XP_017060367.1|DFIC	LOC118511116|XP_035909734.1|ASTE
OG0001980	LOC108091528|XP_017046279.1|DFIC	LOC118513565|XP_035915386.1|ASTE
OG0001982	LOC108101717|XP_017061645.1|DFIC	LOC118509169|XP_035905321.1|ASTE
OG0001983	LOC108098848|XP_017057543.1|DFIC	LOC118510008|XP_035907286.1|ASTE, LOC118513553|XP_035915342.1|ASTE
OG0001984	LOC108093430|XP_017048979.1|DFIC	LOC118511044|XP_035909534.1|ASTE
OG0001985	LOC108101145|XP_017060856.1|DFIC, LOC108101203|XP_017060939.1|DFIC	LOC118509326|XP_035905680.1|ASTE
OG0001986	LOC108093573|XP_017049164.1|DFIC, LOC108088146|XP_017041300.1|DFIC	LOC118512643|XP_035913247.1|ASTE
OG0001987	LOC108097020|XP_017054521.1|DFIC	LOC118507975|XP_035903207.1|ASTE
OG0001988	LOC108093869|XP_017049700.1|DFIC	LOC118513408|XP_035915005.1|ASTE
OG0001989	LOC108091415|XP_017046094.1|DFIC	LOC118513235|XP_035914679.1|ASTE
OG0001990	LOC108089258|XP_017042913.1|DFIC, LOC108095888|XP_017052691.1|DFIC	LOC118512435|XP_035912789.1|ASTE
OG0001992	LOC108101998|XP_017062084.1|DFIC	LOC118511266|XP_035910029.1|ASTE
OG0001993	LOC108094376|XP_017050412.1|DFIC	LOC118512545|XP_035913013.1|ASTE
OG0001994	LOC108093352|XP_017048851.1|DFIC	LOC118511659|XP_035910900.1|ASTE
OG0001995	LOC108094467|XP_017050539.1|DFIC	LOC118509054|XP_035905057.1|ASTE, LOC118509055|XP_035905058.1|ASTE
OG0001996	LOC108089969|XP_017043961.1|DFIC, LOC108090420|XP_017044974.1|DFIC	LOC118512512|XP_035912922.1|ASTE
OG0001997	LOC108090781|XP_017045117.1|DFIC	LOC118513345|XP_035914866.1|ASTE
OG0001998	LOC108090778|XP_017045111.1|DFIC	LOC118512548|XP_035913021.1|ASTE
OG0001999	LOC108096687|XP_017053978.1|DFIC	LOC118508967|XP_035904805.1|ASTE
OG0002000	LOC108092617|XP_017047744.1|DFIC, LOC108095046|XP_017051477.1|DFIC	LOC118513738|XP_035915788.1|ASTE
OG0002001	LOC108095076|XP_017051488.1|DFIC, LOC108101596|XP_017061500.1|DFIC, LOC108101573|XP_017061478.1|DFIC	LOC118514686|XP_035917625.1|ASTE
OG0002002	LOC108086747|XP_017039276.1|DFIC	LOC118514563|XP_035917455.1|ASTE
OG0002003	LOC108094098|XP_017050013.1|DFIC, LOC108098751|XP_017057374.1|DFIC	LOC118511610|XP_035910791.1|ASTE
OG0002004	LOC108090620|XP_017044885.1|DFIC	LOC118512585|XP_035913108.1|ASTE
OG0002005	LOC108098252|XP_017056535.1|DFIC	LOC118511777|XP_035911165.1|ASTE
OG0002006	LOC108100863|XP_017060431.1|DFIC	LOC118514508|XP_035917337.1|ASTE
OG0002008	LOC108095006|XP_017051335.1|DFIC	LOC118512608|XP_035913173.1|ASTE
OG0002009	LOC108096547|XP_017053724.1|DFIC	LOC118513696|XP_035915713.1|ASTE
OG0002010	LOC108098747|XP_017057371.1|DFIC, LOC108091421|XP_017046137.1|DFIC	LOC118517126|XP_035918881.1|ASTE, LOC118513710|XP_035915736.1|ASTE
OG0002011	LOC108098358|XP_017056692.1|DFIC	LOC118513808|XP_035915910.1|ASTE
OG0002012	LOC108089818|XP_017043709.1|DFIC	LOC118510849|XP_035909072.1|ASTE
OG0002013	LOC108101236|XP_017060975.1|DFIC	LOC118513328|XP_035914829.1|ASTE
OG0002014	LOC108095188|XP_017051670.1|DFIC	LOC118509890|XP_035907029.1|ASTE, LOC118509889|XP_035907028.1|ASTE, LOC118509884|XP_035907017.1|ASTE
OG0002015	LOC108100810|XP_017060366.1|DFIC	LOC118513006|XP_035914160.1|ASTE
OG0002016	LOC108090449|XP_017044621.1|DFIC	LOC118513208|XP_035914607.1|ASTE
OG0002017	LOC108100059|XP_017059281.1|DFIC	LOC118512972|XP_035914092.1|ASTE
OG0002018	LOC108094353|XP_017050382.1|DFIC	LOC118510770|XP_035908923.1|ASTE
OG0002019	LOC108094174|XP_017050155.1|DFIC, LOC108094512|XP_017050601.1|DFIC	LOC118510741|XP_035908861.1|ASTE
OG0002020	LOC108094457|XP_017050524.1|DFIC	LOC118509949|XP_035907173.1|ASTE
OG0002021	LOC108087825|XP_017040883.1|DFIC	LOC118509945|XP_035907170.1|ASTE
OG0002022	LOC108089932|XP_017043908.1|DFIC	LOC118506403|XP_035899361.1|ASTE
OG0002023	LOC108087117|XP_017039786.1|DFIC	LOC118514075|XP_035916494.1|ASTE, LOC118514074|XP_035916493.1|ASTE
OG0002024	LOC108089253|XP_017042908.1|DFIC	LOC118510711|XP_035908803.1|ASTE
OG0002025	LOC108098702|XP_017057304.1|DFIC, LOC108087273|XP_017040109.1|DFIC	LOC118510667|XP_035908700.1|ASTE
OG0002026	LOC108093584|XP_017049198.1|DFIC	LOC118505323|XP_035896859.1|ASTE
OG0002027	LOC108096603|XP_017053790.1|DFIC	LOC118505612|XP_035897545.1|ASTE
OG0002028	LOC108090805|XP_017045148.1|DFIC	LOC118505621|XP_035897576.1|ASTE
OG0002029	LOC108089723|XP_017043591.1|DFIC	LOC118505201|XP_035896575.1|ASTE
OG0002030	LOC108101920|XP_017061987.1|DFIC	LOC118511575|XP_035910713.1|ASTE
OG0002031	LOC108096918|XP_017054358.1|DFIC	LOC118512378|XP_035912638.1|ASTE
OG0002032	LOC108098503|XP_017056920.1|DFIC	LOC118517050|XP_035918791.1|ASTE, LOC118508330|XP_035903892.1|ASTE
OG0002033	LOC108091226|XP_017045820.1|DFIC	LOC118506726|XP_035900150.1|ASTE
OG0002034	LOC108097225|XP_017054873.1|DFIC	LOC118502758|XP_035891223.1|ASTE
OG0002035	LOC108099615|XP_017058727.1|DFIC	LOC118505534|XP_035897342.1|ASTE
OG0002036	LOC108098765|XP_017057386.1|DFIC	LOC118506749|XP_035900224.1|ASTE
OG0002037	LOC108100207|XP_017059470.1|DFIC	LOC118504715|XP_035895445.1|ASTE
OG0002038	LOC108093113|XP_017048547.1|DFIC, LOC108101118|XP_017060827.1|DFIC	LOC118504932|XP_035895918.1|ASTE
OG0002039	LOC108091718|XP_017046549.1|DFIC	LOC118504935|XP_035895925.1|ASTE
OG0002040	LOC108100432|XP_017059842.1|DFIC	LOC118505123|XP_035896330.1|ASTE
OG0002041	LOC108090432|XP_017044594.1|DFIC	LOC118507060|XP_035900921.1|ASTE
OG0002042	LOC108093543|XP_017049126.1|DFIC	LOC118515263|XP_035917841.1|ASTE, LOC118508265|XP_035903789.1|ASTE
OG0002043	LOC108090217|XP_017044299.1|DFIC	LOC118504219|XP_035894318.1|ASTE
OG0002044	LOC108088454|XP_017041723.1|DFIC	LOC118506888|XP_035900545.1|ASTE
OG0002045	LOC108099658|XP_017058781.1|DFIC	LOC118506722|XP_035900142.1|ASTE
OG0002046	LOC108092801|XP_017048061.1|DFIC	LOC118507696|XP_035902443.1|ASTE
OG0002047	LOC108097406|XP_017055150.1|DFIC	LOC118506552|XP_035899749.1|ASTE
OG0002048	LOC108087914|XP_017040988.1|DFIC	LOC118507584|XP_035902138.1|ASTE
OG0002049	LOC108102032|XP_017062136.1|DFIC	LOC118507942|XP_035903153.1|ASTE
OG0002050	LOC108097145|XP_017054747.1|DFIC	LOC118502660|XP_035891005.1|ASTE
OG0002051	LOC108086407|XP_017038798.1|DFIC	LOC118502580|XP_035890812.1|ASTE
OG0002053	LOC108099557|XP_017058632.1|DFIC	LOC118505802|XP_035898030.1|ASTE
OG0002054	LOC108090130|XP_017044155.1|DFIC	LOC118503254|XP_035892186.1|ASTE
OG0002055	LOC108088037|XP_017041160.1|DFIC	LOC118506162|XP_035898827.1|ASTE
OG0002056	LOC108089435|XP_017043154.1|DFIC	LOC118506167|XP_035898831.1|ASTE
OG0002057	LOC108089142|XP_017042752.1|DFIC	LOC118516392|XP_035918148.1|ASTE, LOC118502524|XP_035890681.1|ASTE
OG0002058	LOC108099146|XP_017057981.1|DFIC	LOC118516398|XP_035918156.1|ASTE, LOC118502527|XP_035890684.1|ASTE
OG0002059	LOC108095851|XP_017052638.1|DFIC	LOC118502526|XP_035890683.1|ASTE, LOC118516397|XP_035918155.1|ASTE, LOC118510222|XP_035907684.1|ASTE
OG0002060	LOC108086738|XP_017039259.1|DFIC	LOC118504319|XP_035894538.1|ASTE
OG0002061	LOC108090902|XP_017045307.1|DFIC	LOC118504320|XP_035894539.1|ASTE
OG0002062	LOC108092779|XP_017048013.1|DFIC	LOC118515204|XP_035917793.1|ASTE, LOC118515205|XP_035917794.1|ASTE, LOC118515211|XP_035917799.1|ASTE, LOC118515203|XP_035917792.1|ASTE, LOC118502555|XP_035890751.1|ASTE, LOC118515212|XP_035917800.1|ASTE, LOC118515129|XP_035917704.1|ASTE, LOC118515185|XP_035917777.1|ASTE
OG0002063	LOC108097034|XP_017054542.1|DFIC, LOC108095242|XP_017051761.1|DFIC, LOC108098190|XP_017056414.1|DFIC, LOC108097363|XP_017055096.1|DFIC	LOC118502562|XP_035890777.1|ASTE
OG0002064	LOC108100466|XP_017059885.1|DFIC	LOC118506846|XP_035900463.1|ASTE
OG0002065	LOC108099106|XP_017057917.1|DFIC	LOC118505157|XP_035896444.1|ASTE
OG0002066	LOC108096604|XP_017053800.1|DFIC	LOC118503644|XP_035893041.1|ASTE
OG0002067	LOC108090806|XP_017045151.1|DFIC	LOC118505857|XP_035898130.1|ASTE
OG0002068	LOC108096882|XP_017054312.1|DFIC	LOC118510936|XP_035909263.1|ASTE
OG0002069	LOC108095714|XP_017052378.1|DFIC	LOC118506005|XP_035898483.1|ASTE
OG0002070	LOC108092146|XP_017047150.1|DFIC	LOC118506014|XP_035898493.1|ASTE
OG0002071	LOC108095773|XP_017052507.1|DFIC	LOC118507225|XP_035901278.1|ASTE
OG0002072	LOC108093922|XP_017049780.1|DFIC	LOC118507929|XP_035903125.1|ASTE
OG0002073	LOC108087462|XP_017040313.1|DFIC	LOC118503423|XP_035892555.1|ASTE
OG0002074	LOC108101925|XP_017061993.1|DFIC	LOC118507274|XP_035901471.1|ASTE
OG0002075	LOC108095010|XP_017051346.1|DFIC, LOC108100895|XP_017060493.1|DFIC	LOC118508102|XP_035903478.1|ASTE
OG0002076	LOC108096691|XP_017053983.1|DFIC	LOC118504187|XP_035894253.1|ASTE
OG0002077	LOC108100294|XP_017059581.1|DFIC	LOC118512370|XP_035912613.1|ASTE
OG0002078	LOC108094753|XP_017050999.1|DFIC	LOC118507408|XP_035901762.1|ASTE
OG0002079	LOC108100380|XP_017059723.1|DFIC	LOC118505316|XP_035896853.1|ASTE
OG0002080	LOC108093803|XP_017049598.1|DFIC	LOC118506143|XP_035898783.1|ASTE
OG0002081	LOC108090855|XP_017045225.1|DFIC	LOC118503442|XP_035892599.1|ASTE
OG0002082	LOC108090419|XP_017044567.1|DFIC	LOC118506034|XP_035898546.1|ASTE
OG0002083	LOC108092874|XP_017048199.1|DFIC	LOC118509900|XP_035907048.1|ASTE
OG0002084	LOC108096922|XP_017054362.1|DFIC	LOC118507329|XP_035901611.1|ASTE
OG0002086	LOC108096941|XP_017054388.1|DFIC	LOC118507183|XP_035901148.1|ASTE
OG0002087	LOC108100270|XP_017059543.1|DFIC	LOC118512331|XP_035912499.1|ASTE
OG0002088	LOC108100427|XP_017059821.1|DFIC	LOC118505278|XP_035896740.1|ASTE
OG0002089	LOC108090405|XP_017044546.1|DFIC	LOC118505914|XP_035898267.1|ASTE
OG0002090	LOC108095443|XP_017052041.1|DFIC	LOC118505956|XP_035898382.1|ASTE
OG0002091	LOC108090675|XP_017044950.1|DFIC	LOC118507396|XP_035901742.1|ASTE
OG0002092	LOC108089469|XP_017043211.1|DFIC	LOC118504180|XP_035894225.1|ASTE
OG0002093	LOC108090763|XP_017045092.1|DFIC	LOC118504179|XP_035894224.1|ASTE
OG0002094	LOC108090687|XP_017044962.1|DFIC	LOC118503055|XP_035891813.1|ASTE
OG0002095	LOC108097765|XP_017055776.1|DFIC	LOC118503944|XP_035893714.1|ASTE
OG0002096	LOC108086724|XP_017039236.1|DFIC	LOC118503857|XP_035893462.1|ASTE
OG0002097	LOC108090753|XP_017045074.1|DFIC	LOC118507103|XP_035900999.1|ASTE
OG0002098	LOC108088876|XP_017042359.1|DFIC	LOC118508223|XP_035903705.1|ASTE, LOC118508221|XP_035903702.1|ASTE
OG0002099	LOC108097612|XP_017055510.1|DFIC	LOC118504082|XP_035894043.1|ASTE
OG0002100	LOC108096419|XP_017053489.1|DFIC	LOC118503359|XP_035892444.1|ASTE, LOC118503358|XP_035892443.1|ASTE
OG0002101	LOC108090364|XP_017044482.1|DFIC	LOC118507399|XP_035901746.1|ASTE
OG0002102	LOC108094881|XP_017051201.1|DFIC	LOC118503731|XP_035893238.1|ASTE
OG0002103	LOC108097689|XP_017055646.1|DFIC	LOC118503304|XP_035892315.1|ASTE
OG0002117	LOC108094936|XP_017051284.1|DFIC	LOC118505507|XP_035897285.1|ASTE
OG0002118	LOC108101139|XP_017060850.1|DFIC	LOC118502971|XP_035891638.1|ASTE
OG0002119	LOC108095813|XP_017052575.1|DFIC	LOC118503759|XP_035893315.1|ASTE
OG0002120	LOC108095035|XP_017051407.1|DFIC	LOC118509540|XP_035906173.1|ASTE
OG0002121	LOC108086560|XP_017039002.1|DFIC	LOC118503831|XP_035893435.1|ASTE
OG0002123	LOC108100797|XP_017060340.1|DFIC	LOC118505667|XP_035897689.1|ASTE
OG0002124	LOC108088720|XP_017042154.1|DFIC, LOC108088713|XP_017042146.1|DFIC	LOC118510740|XP_035908865.1|ASTE
OG0002125	LOC108087657|XP_017040634.1|DFIC	LOC118517608|XP_035919800.1|ASTE
OG0002126	LOC108096461|XP_017053557.1|DFIC	LOC118506343|XP_035899224.1|ASTE
OG0002127	LOC108098082|XP_017056273.1|DFIC	LOC118503477|XP_035892669.1|ASTE
OG0002128	LOC108088610|XP_017041984.1|DFIC	LOC118517429|XP_035919439.1|ASTE, LOC118505338|XP_035896885.1|ASTE
OG0002129	LOC108087986|XP_017041076.1|DFIC	LOC118508956|XP_035904776.1|ASTE
OG0002130	LOC108097058|XP_017054583.1|DFIC	LOC118508139|XP_035903554.1|ASTE
OG0002131	LOC108087342|XP_017040171.1|DFIC	LOC118511581|XP_035910724.1|ASTE
OG0002132	LOC108089239|XP_017042889.1|DFIC	LOC118513214|XP_035914621.1|ASTE
OG0002133	LOC108095573|XP_017052213.1|DFIC	LOC118513258|XP_035914750.1|ASTE
OG0002134	LOC108092787|XP_017048041.1|DFIC	LOC118502713|XP_035891161.1|ASTE
OG0002135	LOC108097921|XP_017055959.1|DFIC	LOC118504575|XP_035895115.1|ASTE
OG0002136	LOC108088506|XP_017041826.1|DFIC	LOC118517379|XP_035919295.1|ASTE
OG0002137	LOC108087143|XP_017039843.1|DFIC	LOC118517358|XP_035919259.1|ASTE
OG0002138	LOC108091108|XP_017045620.1|DFIC	LOC118508588|XP_035904388.1|ASTE
OG0002139	LOC108091302|XP_017045914.1|DFIC	LOC118508612|XP_035904390.1|ASTE
OG0002140	LOC108088683|XP_017042113.1|DFIC	LOC118513209|XP_035914618.1|ASTE
OG0002141	LOC108094854|XP_017051154.1|DFIC	LOC118508009|XP_035903289.1|ASTE, LOC118506947|XP_035900658.1|ASTE
OG0002142	LOC108098652|XP_017057217.1|DFIC	LOC118505402|XP_035897035.1|ASTE
OG0002143	LOC108101317|XP_017061109.1|DFIC	LOC118510683|XP_035908745.1|ASTE
OG0002144	LOC108101978|XP_017062062.1|DFIC	LOC118517416|XP_035919416.1|ASTE
OG0002145	LOC108101124|XP_017060837.1|DFIC	LOC118517448|XP_035919487.1|ASTE
OG0002146	LOC108098557|XP_017057051.1|DFIC	LOC118502808|XP_035891343.1|ASTE
OG0002147	LOC108095545|XP_017052163.1|DFIC	LOC118517475|XP_035919553.1|ASTE
OG0002148	LOC108099016|XP_017057739.1|DFIC	LOC118504345|XP_035894605.1|ASTE
